JUL22SHB200005.spu,JUL22SHB200004.spu,JUL22SHB200003.spu,
Wavelength,JUL22SHB200006.spu,JUL22SHB200007.spu,JUL22SHB200008.spu,JUL22SHB200009.spu,JUL22SHB200010.spu,JUL22SHB200011.spu,JUL22SHB200012.spu,JUL22SHB200013.spu,JUL22SHB200014.spu,JUL22SHB200015.spu,JUL22SHB200016.spu,JUL22SHB200017.spu,JUL22SHB200018.spu,JUL22SHB200019.spu,JUL22SHB200020.spu,JUL22SHB200021.spu,JUL22SHB200022.spu,JUL22SHB200023.spu,JUL22SHB200024.spu,JUL22SHB200025.spu
 330 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 331 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 332 , 0 , 0 , 0 , 0 , 0.000743 , 0 , 0 , 0.000559 , 0.000547 , 0 , 0 , 0.001428 , 0 , 0 , 0 , 0.001082 , 0.001392 , 0 , 0.00064 , 0 
 333 , 0 , 0 , 0 , 0 , 0.001955 , 0 , 0 , 0.001581 , 0.001506 , 0 , 0 , 0.004089 , 0 , 0 , 0 , 0.003155 , 0.003841 , 0 , 0.001647 , 0 
 334 , 0 , 0 , 0 , 0 , 0.003021 , 0 , 0 , 0.002614 , 0.002425 , 0 , 0 , 0.006847 , 0 , 0 , 0 , 0.005384 , 0.006204 , 0 , 0.002498 , 0 
 335 , 0 , 0.000289 , 0 , 0 , 0.004048 , 0 , 0 , 0.003969 , 0.003636 , 0.00036 , 0.000635 , 0.009221 , 0 , 0 , 0 , 0.007359 , 0.008384 , 0.000015 , 0.003245 , 0.000255 
 336 , 0 , 0.001558 , 0 , 0 , 0.005254 , 0 , 0 , 0.006342 , 0.006053 , 0.001913 , 0.003299 , 0.010038 , 0 , 0 , 0 , 0.008036 , 0.010223 , 0.000088 , 0.003989 , 0.001562 
 337 , 0 , 0.002582 , 0 , 0 , 0.0061 , 0 , 0 , 0.008174 , 0.008164 , 0.003136 , 0.005317 , 0.010672 , 0 , 0 , 0 , 0.008521 , 0.011743 , 0.000154 , 0.004519 , 0.002925 
 338 , 0 , 0.003419 , 0 , 0 , 0.006715 , 0 , 0 , 0.009615 , 0.010012 , 0.004115 , 0.006882 , 0.011169 , 0 , 0 , 0 , 0.008878 , 0.01301 , 0.000213 , 0.00491 , 0.004343 
 339 , 0 , 0.004628 , 0 , 0.000246 , 0.00814 , 0.000098 , 0 , 0.010251 , 0.009888 , 0.005072 , 0.008372 , 0.011699 , 0 , 0.000567 , 0.000687 , 0.010661 , 0.013402 , 0.001247 , 0.006412 , 0.005311 
 340 , 0 , 0.005686 , 0 , 0.000467 , 0.009595 , 0.000197 , 0 , 0.01065 , 0.009502 , 0.006017 , 0.009563 , 0.012103 , 0 , 0.001029 , 0.001262 , 0.012646 , 0.013552 , 0.002267 , 0.008047 , 0.005943 
 341 , 0 , 0.006536 , 0 , 0.000632 , 0.010921 , 0.00028 , 0 , 0.01096 , 0.009177 , 0.006948 , 0.01049 , 0.012383 , 0 , 0.001346 , 0.001665 , 0.014565 , 0.013605 , 0.003103 , 0.009595 , 0.006383 
 342 , 0.000089 , 0.007457 , 0.00033 , 0.00082 , 0.012522 , 0.00045 , 0 , 0.011487 , 0.009518 , 0.008344 , 0.011215 , 0.013444 , 0.000085 , 0.001897 , 0.00243 , 0.016448 , 0.013814 , 0.004266 , 0.011121 , 0.00718 
 343 , 0.000281 , 0.008541 , 0.001021 , 0.001072 , 0.014363 , 0.000733 , 0 , 0.012215 , 0.010472 , 0.010181 , 0.011759 , 0.015355 , 0.000267 , 0.002882 , 0.003651 , 0.018126 , 0.014164 , 0.005912 , 0.012552 , 0.008406 
 344 , 0.000461 , 0.009585 , 0.001649 , 0.001326 , 0.015965 , 0.001006 , 0 , 0.012799 , 0.011297 , 0.011836 , 0.01219 , 0.017119 , 0.000437 , 0.003955 , 0.004751 , 0.019529 , 0.014432 , 0.007481 , 0.013822 , 0.009506 
 345 , 0.000681 , 0.010591 , 0.002261 , 0.001685 , 0.017246 , 0.001294 , 0.000018 , 0.013308 , 0.011994 , 0.013227 , 0.012565 , 0.01872 , 0.000672 , 0.005055 , 0.00571 , 0.020565 , 0.014703 , 0.008925 , 0.014838 , 0.010521 
 346 , 0.001588 , 0.01167 , 0.003347 , 0.003281 , 0.017034 , 0.001925 , 0.000242 , 0.014004 , 0.012429 , 0.013418 , 0.013197 , 0.019947 , 0.001824 , 0.005553 , 0.006247 , 0.019959 , 0.015603 , 0.009811 , 0.014725 , 0.011791 
 347 , 0.002453 , 0.0126 , 0.004223 , 0.004517 , 0.016817 , 0.002492 , 0.000423 , 0.014593 , 0.01277 , 0.013543 , 0.013705 , 0.021014 , 0.00282 , 0.005989 , 0.006685 , 0.019429 , 0.016344 , 0.010608 , 0.014589 , 0.012869 
 348 , 0.003276 , 0.013403 , 0.004937 , 0.005491 , 0.016599 , 0.003002 , 0.000571 , 0.015093 , 0.013037 , 0.013616 , 0.014114 , 0.021941 , 0.003684 , 0.006373 , 0.007042 , 0.018955 , 0.016956 , 0.011326 , 0.01444 , 0.013788 
 349 , 0.003457 , 0.013884 , 0.00486 , 0.00608 , 0.016527 , 0.0036 , 0.00094 , 0.015531 , 0.013942 , 0.013409 , 0.014519 , 0.021633 , 0.004153 , 0.006815 , 0.007438 , 0.018446 , 0.017157 , 0.011575 , 0.014398 , 0.014293 
 350 , 0.003375 , 0.01413 , 0.004515 , 0.006474 , 0.016463 , 0.004051 , 0.00138 , 0.015884 , 0.015091 , 0.013072 , 0.014884 , 0.020851 , 0.00443 , 0.007202 , 0.007755 , 0.017892 , 0.017116 , 0.011556 , 0.014336 , 0.014556 
 351 , 0.003289 , 0.014242 , 0.004204 , 0.00678 , 0.01634 , 0.004332 , 0.001784 , 0.016145 , 0.016199 , 0.012711 , 0.015187 , 0.020072 , 0.004651 , 0.00749 , 0.007957 , 0.017322 , 0.016975 , 0.011448 , 0.014209 , 0.014711 
 352 , 0.003269 , 0.014346 , 0.004088 , 0.006881 , 0.01637 , 0.004422 , 0.002024 , 0.016695 , 0.017005 , 0.012768 , 0.015522 , 0.019831 , 0.004819 , 0.007721 , 0.008213 , 0.01725 , 0.016772 , 0.011362 , 0.01433 , 0.01471 
 353 , 0.003383 , 0.014571 , 0.004312 , 0.006675 , 0.01676 , 0.004308 , 0.001986 , 0.017939 , 0.017229 , 0.013679 , 0.015988 , 0.020617 , 0.00495 , 0.007948 , 0.008706 , 0.018164 , 0.016571 , 0.011409 , 0.015007 , 0.014561 
 354 , 0.003481 , 0.014752 , 0.004511 , 0.006468 , 0.017093 , 0.004193 , 0.001953 , 0.019117 , 0.017412 , 0.01454 , 0.016393 , 0.02132 , 0.005063 , 0.008145 , 0.009168 , 0.019005 , 0.016373 , 0.011432 , 0.015631 , 0.014422 
 355 , 0.003566 , 0.014898 , 0.004687 , 0.006265 , 0.017379 , 0.004079 , 0.001924 , 0.020233 , 0.017561 , 0.015356 , 0.016749 , 0.021954 , 0.00516 , 0.008318 , 0.009603 , 0.019783 , 0.01618 , 0.011438 , 0.016211 , 0.014291 
 356 , 0.003651 , 0.014969 , 0.005035 , 0.006583 , 0.016984 , 0.004748 , 0.002158 , 0.019139 , 0.017088 , 0.014949 , 0.016703 , 0.022306 , 0.005348 , 0.008453 , 0.009769 , 0.019763 , 0.016228 , 0.011613 , 0.016177 , 0.014364 
 357 , 0.00373 , 0.015028 , 0.005393 , 0.006901 , 0.016598 , 0.005432 , 0.002389 , 0.018112 , 0.016636 , 0.014517 , 0.016643 , 0.022613 , 0.005528 , 0.008572 , 0.009907 , 0.019697 , 0.016277 , 0.011778 , 0.016115 , 0.014433 
 358 , 0.003801 , 0.015078 , 0.00575 , 0.007191 , 0.016249 , 0.00609 , 0.002604 , 0.017229 , 0.01623 , 0.014119 , 0.016587 , 0.02289 , 0.005696 , 0.008678 , 0.010032 , 0.019626 , 0.016316 , 0.011926 , 0.016057 , 0.014492 
 359 , 0.004107 , 0.01521 , 0.006182 , 0.007474 , 0.016281 , 0.00646 , 0.002882 , 0.017306 , 0.016313 , 0.01442 , 0.016444 , 0.023533 , 0.005863 , 0.00884 , 0.010158 , 0.019693 , 0.016706 , 0.012334 , 0.016 , 0.014682 
 360 , 0.004573 , 0.015386 , 0.006652 , 0.007754 , 0.016554 , 0.006615 , 0.003215 , 0.018011 , 0.016715 , 0.01519 , 0.016232 , 0.024416 , 0.006022 , 0.009035 , 0.010279 , 0.019842 , 0.017338 , 0.012922 , 0.015936 , 0.014952 
 361 , 0.005015 , 0.015538 , 0.007097 , 0.008022 , 0.016798 , 0.006756 , 0.003545 , 0.018678 , 0.017083 , 0.015913 , 0.016022 , 0.025243 , 0.006165 , 0.009212 , 0.010386 , 0.019967 , 0.017937 , 0.013479 , 0.015865 , 0.015193 
 362 , 0.005431 , 0.015734 , 0.007497 , 0.008306 , 0.016999 , 0.006804 , 0.003851 , 0.019247 , 0.017427 , 0.016424 , 0.015998 , 0.025889 , 0.006305 , 0.009364 , 0.010487 , 0.020046 , 0.018521 , 0.013891 , 0.015916 , 0.015471 
 363 , 0.005831 , 0.016144 , 0.007775 , 0.008634 , 0.017128 , 0.006516 , 0.004042 , 0.019507 , 0.017742 , 0.016223 , 0.016691 , 0.025936 , 0.006458 , 0.009444 , 0.010599 , 0.019986 , 0.019102 , 0.01379 , 0.016449 , 0.015965 
 364 , 0.006229 , 0.016503 , 0.008023 , 0.008918 , 0.017215 , 0.006243 , 0.004211 , 0.019716 , 0.018007 , 0.016018 , 0.017334 , 0.025938 , 0.006588 , 0.009503 , 0.010684 , 0.019901 , 0.019622 , 0.013678 , 0.016927 , 0.016408 
 365 , 0.006624 , 0.016814 , 0.008243 , 0.009162 , 0.017266 , 0.005986 , 0.00436 , 0.01988 , 0.018228 , 0.015811 , 0.01793 , 0.025901 , 0.006699 , 0.009543 , 0.010747 , 0.019795 , 0.020086 , 0.013557 , 0.017355 , 0.016804 
 366 , 0.006397 , 0.016797 , 0.007893 , 0.009287 , 0.017346 , 0.006128 , 0.00435 , 0.020215 , 0.0185 , 0.015559 , 0.017867 , 0.02588 , 0.006779 , 0.009685 , 0.01073 , 0.020081 , 0.019903 , 0.013618 , 0.017135 , 0.016489 
 367 , 0.006064 , 0.016723 , 0.007446 , 0.009386 , 0.017429 , 0.006351 , 0.004308 , 0.02058 , 0.018777 , 0.015312 , 0.017672 , 0.025871 , 0.006852 , 0.009847 , 0.010699 , 0.020447 , 0.01961 , 0.013718 , 0.016804 , 0.016063 
 368 , 0.005763 , 0.016663 , 0.007025 , 0.009479 , 0.017508 , 0.006568 , 0.004265 , 0.020929 , 0.019041 , 0.015078 , 0.017489 , 0.025863 , 0.00692 , 0.01 , 0.010669 , 0.020799 , 0.019347 , 0.013816 , 0.016501 , 0.015679 
 369 , 0.005622 , 0.016538 , 0.006708 , 0.009227 , 0.017375 , 0.006579 , 0.004153 , 0.020768 , 0.018943 , 0.014927 , 0.017299 , 0.025685 , 0.006922 , 0.009909 , 0.010611 , 0.020813 , 0.019104 , 0.013768 , 0.016362 , 0.015475 
 370 , 0.005659 , 0.016337 , 0.006517 , 0.008597 , 0.017012 , 0.006344 , 0.003964 , 0.020061 , 0.01844 , 0.014873 , 0.0171 , 0.025324 , 0.006846 , 0.009533 , 0.01052 , 0.020434 , 0.018885 , 0.013553 , 0.01641 , 0.015464 
 371 , 0.005702 , 0.016146 , 0.006361 , 0.008036 , 0.016711 , 0.006109 , 0.00379 , 0.019499 , 0.01801 , 0.01483 , 0.01692 , 0.025022 , 0.006778 , 0.009185 , 0.010428 , 0.020097 , 0.018703 , 0.013357 , 0.016461 , 0.015452 
 372 , 0.005737 , 0.015976 , 0.006252 , 0.007579 , 0.016465 , 0.00592 , 0.003647 , 0.019056 , 0.017634 , 0.014788 , 0.016757 , 0.024802 , 0.006712 , 0.008889 , 0.010334 , 0.019805 , 0.018563 , 0.013193 , 0.016499 , 0.015439 
 373 , 0.005599 , 0.015988 , 0.006536 , 0.007854 , 0.016532 , 0.006287 , 0.003762 , 0.019036 , 0.017377 , 0.01471 , 0.016653 , 0.025197 , 0.006616 , 0.009022 , 0.010188 , 0.019772 , 0.018702 , 0.013257 , 0.016358 , 0.015389 
 374 , 0.005474 , 0.015994 , 0.006792 , 0.008109 , 0.016544 , 0.006649 , 0.003877 , 0.018989 , 0.017132 , 0.014616 , 0.016568 , 0.025541 , 0.00652 , 0.009141 , 0.010068 , 0.019721 , 0.018821 , 0.013317 , 0.016234 , 0.015383 
 375 , 0.005359 , 0.015996 , 0.007027 , 0.008349 , 0.016516 , 0.007008 , 0.003992 , 0.018923 , 0.016895 , 0.01451 , 0.016499 , 0.025847 , 0.006424 , 0.009252 , 0.009964 , 0.019658 , 0.018925 , 0.013373 , 0.016124 , 0.015408 
 376 , 0.00542 , 0.016165 , 0.007023 , 0.00833 , 0.016465 , 0.006979 , 0.004048 , 0.018859 , 0.016722 , 0.014524 , 0.016236 , 0.0259 , 0.006362 , 0.009241 , 0.009789 , 0.019798 , 0.019007 , 0.013311 , 0.016023 , 0.015514 
 377 , 0.00555 , 0.01636 , 0.006914 , 0.008202 , 0.016458 , 0.006777 , 0.004072 , 0.018811 , 0.016585 , 0.014578 , 0.015941 , 0.025855 , 0.006323 , 0.009199 , 0.00961 , 0.020005 , 0.019074 , 0.013224 , 0.015961 , 0.015634 
 378 , 0.005678 , 0.01652 , 0.006802 , 0.008071 , 0.016495 , 0.006567 , 0.004089 , 0.018778 , 0.016459 , 0.014626 , 0.015686 , 0.025815 , 0.006291 , 0.009174 , 0.009454 , 0.020198 , 0.019137 , 0.013159 , 0.015931 , 0.015739 
 379 , 0.005768 , 0.016603 , 0.006734 , 0.007985 , 0.01646 , 0.006358 , 0.004066 , 0.018795 , 0.016395 , 0.014609 , 0.015572 , 0.025782 , 0.006288 , 0.009155 , 0.00937 , 0.020332 , 0.019074 , 0.013139 , 0.015899 , 0.015838 
 380 , 0.005784 , 0.016559 , 0.006776 , 0.008008 , 0.01621 , 0.00617 , 0.00398 , 0.018891 , 0.016423 , 0.014475 , 0.015689 , 0.025771 , 0.006336 , 0.009122 , 0.009408 , 0.020365 , 0.018843 , 0.013196 , 0.015849 , 0.015949 
 381 , 0.005803 , 0.016512 , 0.006839 , 0.008052 , 0.015925 , 0.005987 , 0.003906 , 0.018977 , 0.016421 , 0.014351 , 0.015787 , 0.025782 , 0.006385 , 0.009078 , 0.009443 , 0.02041 , 0.018711 , 0.013264 , 0.015824 , 0.016075 
 382 , 0.005825 , 0.016463 , 0.006913 , 0.008108 , 0.015618 , 0.005806 , 0.003839 , 0.019058 , 0.016403 , 0.014233 , 0.015875 , 0.025804 , 0.006435 , 0.009026 , 0.009479 , 0.020461 , 0.018632 , 0.013339 , 0.015813 , 0.016208 
 383 , 0.00565 , 0.016655 , 0.006749 , 0.008046 , 0.015715 , 0.006019 , 0.003793 , 0.018984 , 0.016423 , 0.014192 , 0.015668 , 0.026018 , 0.00652 , 0.009049 , 0.009528 , 0.020564 , 0.01872 , 0.013374 , 0.015917 , 0.016362 
 384 , 0.005468 , 0.016863 , 0.006583 , 0.007984 , 0.015824 , 0.006254 , 0.003744 , 0.018912 , 0.016458 , 0.014152 , 0.015461 , 0.02623 , 0.006608 , 0.009078 , 0.009578 , 0.020685 , 0.018829 , 0.013417 , 0.016035 , 0.01653 
 385 , 0.005289 , 0.017075 , 0.006422 , 0.007927 , 0.01593 , 0.006492 , 0.003693 , 0.018844 , 0.016498 , 0.014109 , 0.01526 , 0.026435 , 0.006696 , 0.009111 , 0.009629 , 0.020816 , 0.018943 , 0.013467 , 0.016158 , 0.016707 
 386 , 0.005384 , 0.017289 , 0.006456 , 0.00797 , 0.016081 , 0.006627 , 0.003688 , 0.019074 , 0.016808 , 0.014261 , 0.015391 , 0.026662 , 0.006782 , 0.009127 , 0.009734 , 0.021038 , 0.01918 , 0.013541 , 0.016406 , 0.01691 
 387 , 0.005658 , 0.017498 , 0.006619 , 0.008073 , 0.016252 , 0.006688 , 0.003714 , 0.019488 , 0.017284 , 0.014533 , 0.015731 , 0.026886 , 0.006864 , 0.009131 , 0.009867 , 0.021311 , 0.019487 , 0.013632 , 0.016721 , 0.017122 
 388 , 0.005918 , 0.017699 , 0.006772 , 0.008169 , 0.016411 , 0.006744 , 0.00374 , 0.019878 , 0.017736 , 0.014788 , 0.016048 , 0.027089 , 0.00694 , 0.009134 , 0.009991 , 0.02157 , 0.019774 , 0.013721 , 0.017015 , 0.017322 
 389 , 0.006118 , 0.017877 , 0.006933 , 0.008295 , 0.016538 , 0.006851 , 0.003816 , 0.020191 , 0.017976 , 0.015 , 0.016342 , 0.02729 , 0.007023 , 0.009174 , 0.010106 , 0.021801 , 0.020053 , 0.013846 , 0.017287 , 0.01756 
 390 , 0.006147 , 0.017997 , 0.007137 , 0.008539 , 0.016585 , 0.007135 , 0.004069 , 0.020297 , 0.017555 , 0.015103 , 0.0166 , 0.027533 , 0.007143 , 0.009344 , 0.010205 , 0.021976 , 0.020344 , 0.014098 , 0.017538 , 0.017962 
 391 , 0.006173 , 0.018108 , 0.007333 , 0.008773 , 0.016632 , 0.007405 , 0.00431 , 0.020396 , 0.017149 , 0.015198 , 0.016845 , 0.027759 , 0.007254 , 0.009504 , 0.010298 , 0.022136 , 0.020621 , 0.014334 , 0.017774 , 0.018343 
 392 , 0.006197 , 0.018209 , 0.007518 , 0.008994 , 0.016674 , 0.007664 , 0.004541 , 0.020488 , 0.016761 , 0.015283 , 0.017078 , 0.027967 , 0.00736 , 0.009655 , 0.010383 , 0.022284 , 0.020882 , 0.014557 , 0.017993 , 0.018708 
 393 , 0.006535 , 0.018409 , 0.007706 , 0.009216 , 0.016884 , 0.00768 , 0.004811 , 0.020611 , 0.01701 , 0.015428 , 0.016908 , 0.028237 , 0.00744 , 0.00984 , 0.010513 , 0.022703 , 0.021306 , 0.014961 , 0.018328 , 0.01913 
 394 , 0.006896 , 0.018609 , 0.00788 , 0.009424 , 0.017105 , 0.007656 , 0.005069 , 0.020727 , 0.01734 , 0.015571 , 0.016682 , 0.028497 , 0.00751 , 0.010016 , 0.01064 , 0.023132 , 0.021723 , 0.015365 , 0.018655 , 0.019529 
 395 , 0.00723 , 0.018793 , 0.008041 , 0.009613 , 0.01731 , 0.007631 , 0.005304 , 0.020832 , 0.017643 , 0.015704 , 0.016472 , 0.028732 , 0.007574 , 0.010177 , 0.010755 , 0.023525 , 0.022104 , 0.015737 , 0.018953 , 0.019897 
 396 , 0.007605 , 0.019175 , 0.00831 , 0.009946 , 0.017511 , 0.00777 , 0.005531 , 0.021149 , 0.017988 , 0.015971 , 0.016663 , 0.029073 , 0.007822 , 0.010472 , 0.010986 , 0.023964 , 0.022534 , 0.016109 , 0.01935 , 0.020392 
 397 , 0.008004 , 0.019729 , 0.008668 , 0.010392 , 0.0177 , 0.008052 , 0.00574 , 0.021644 , 0.018357 , 0.016352 , 0.017216 , 0.029499 , 0.008225 , 0.01087 , 0.011312 , 0.024428 , 0.022985 , 0.01646 , 0.019821 , 0.020986 
 398 , 0.008348 , 0.020205 , 0.008978 , 0.010777 , 0.017863 , 0.008299 , 0.005922 , 0.022073 , 0.018679 , 0.016681 , 0.017692 , 0.029865 , 0.008578 , 0.011215 , 0.011593 , 0.024827 , 0.023372 , 0.016768 , 0.02023 , 0.021499 
 399 , 0.008612 , 0.020608 , 0.009233 , 0.011112 , 0.018015 , 0.008529 , 0.006086 , 0.022436 , 0.018953 , 0.016961 , 0.018095 , 0.030187 , 0.008874 , 0.0115 , 0.011829 , 0.025195 , 0.023723 , 0.017054 , 0.020598 , 0.021956 
 400 , 0.008555 , 0.020847 , 0.009314 , 0.011412 , 0.018207 , 0.008874 , 0.006287 , 0.022672 , 0.019153 , 0.01716 , 0.018306 , 0.030489 , 0.009077 , 0.011615 , 0.011966 , 0.025679 , 0.024113 , 0.017472 , 0.021011 , 0.022413 
 401 , 0.008508 , 0.021063 , 0.009384 , 0.011679 , 0.018376 , 0.009176 , 0.006469 , 0.022878 , 0.019329 , 0.017336 , 0.01849 , 0.030756 , 0.009253 , 0.011719 , 0.012088 , 0.026109 , 0.024462 , 0.017839 , 0.021379 , 0.022821 
 402 , 0.008466 , 0.021254 , 0.009447 , 0.011913 , 0.018526 , 0.009447 , 0.006627 , 0.023063 , 0.019487 , 0.017493 , 0.018659 , 0.030996 , 0.009413 , 0.011814 , 0.012197 , 0.026489 , 0.024769 , 0.018167 , 0.021706 , 0.023183 
 403 , 0.008625 , 0.021446 , 0.009571 , 0.011993 , 0.018711 , 0.009561 , 0.006729 , 0.023265 , 0.019703 , 0.017643 , 0.018815 , 0.031191 , 0.009526 , 0.011979 , 0.01232 , 0.026807 , 0.0252 , 0.018443 , 0.022086 , 0.02355 
 404 , 0.008835 , 0.021631 , 0.009707 , 0.012016 , 0.018903 , 0.009626 , 0.006813 , 0.023463 , 0.01993 , 0.017787 , 0.018966 , 0.031367 , 0.009623 , 0.012161 , 0.012443 , 0.027092 , 0.025659 , 0.018691 , 0.022475 , 0.023908 
 405 , 0.009036 , 0.021807 , 0.009837 , 0.012038 , 0.019078 , 0.009684 , 0.00689 , 0.023646 , 0.02014 , 0.017922 , 0.019106 , 0.031534 , 0.009712 , 0.012331 , 0.012556 , 0.027359 , 0.026082 , 0.01892 , 0.022834 , 0.024243 
 406 , 0.009181 , 0.021943 , 0.009974 , 0.012165 , 0.019203 , 0.009775 , 0.007013 , 0.023801 , 0.020238 , 0.018026 , 0.019246 , 0.031693 , 0.009811 , 0.012458 , 0.012657 , 0.027646 , 0.026487 , 0.019185 , 0.023211 , 0.024608 
 407 , 0.009248 , 0.022024 , 0.010136 , 0.01245 , 0.019256 , 0.009917 , 0.007216 , 0.023917 , 0.02017 , 0.018094 , 0.019388 , 0.031849 , 0.009932 , 0.012527 , 0.012735 , 0.027978 , 0.026878 , 0.019512 , 0.023628 , 0.025047 
