  time  ,:18:51 A,:18:59 A,:19:07 A,:19:14 A,:19:26 A,:20:21 A,:20:31 A,:20:41 A,:20:51 A,:20:58 A,:21:38 A,:21:45 A,:21:59 A,:22:06 A,:22:12 A,:22:30 A,:22:38 A,:22:45 A,:22:52 A,:22:59 A,:23:28 A,:23:36 A,:23:43 A,:23:49 A,:23:55 A,:24:18 A,:24:25 A,:24:32 A,:24:38 A,:24:44 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 747 , 0.23231 , 0.127276 , 0.426847 , 0.356718 , 0.418513 , 0.380068 , 0.249935 , 0.36057 , 0.279302 , 0.286043 , 0.334539 , 0.383717 , 0.250096 , 0.330656 , 0.37391 , 0.354001 , 0.366899 , 0.350722 , 0.442753 , 0.425243 , 0.261688 , 0.252719 , 0.239925 , 0.266539 , 0.251408 , 0.147076 , 0.254125 , 0.145941 , 0.212078 , 0.255239 
 748 , 0.233098 , 0.127444 , 0.428635 , 0.357971 , 0.420567 , 0.381892 , 0.250904 , 0.362473 , 0.280375 , 0.287181 , 0.335992 , 0.385494 , 0.251092 , 0.331919 , 0.375693 , 0.355693 , 0.368688 , 0.352097 , 0.445195 , 0.427813 , 0.262757 , 0.253799 , 0.24081 , 0.26783 , 0.252705 , 0.147559 , 0.255097 , 0.146439 , 0.212799 , 0.256432 
 749 , 0.233937 , 0.127607 , 0.430484 , 0.359274 , 0.422624 , 0.383797 , 0.251911 , 0.364407 , 0.281473 , 0.288363 , 0.337504 , 0.387263 , 0.252095 , 0.333173 , 0.37751 , 0.357392 , 0.370495 , 0.35348 , 0.447719 , 0.430368 , 0.263845 , 0.254916 , 0.241708 , 0.269162 , 0.253977 , 0.148067 , 0.256095 , 0.146955 , 0.213519 , 0.257632 
 750 , 0.234791 , 0.127775 , 0.432383 , 0.360602 , 0.424726 , 0.385751 , 0.25294 , 0.366384 , 0.282594 , 0.289578 , 0.339046 , 0.38907 , 0.253124 , 0.334456 , 0.379371 , 0.359132 , 0.372344 , 0.354894 , 0.4503 , 0.432986 , 0.26496 , 0.256059 , 0.242626 , 0.270521 , 0.255277 , 0.148591 , 0.257115 , 0.147483 , 0.214254 , 0.258858 
 751 , 0.23546 , 0.128074 , 0.433696 , 0.361637 , 0.426163 , 0.387251 , 0.253699 , 0.36771 , 0.283483 , 0.290502 , 0.340125 , 0.390476 , 0.25389 , 0.335502 , 0.380801 , 0.360558 , 0.373772 , 0.355941 , 0.452366 , 0.434982 , 0.265897 , 0.257009 , 0.243339 , 0.271503 , 0.25626 , 0.149012 , 0.257827 , 0.147844 , 0.214824 , 0.259883 
 752 , 0.236005 , 0.128468 , 0.434773 , 0.362569 , 0.427459 , 0.388621 , 0.254318 , 0.368818 , 0.284296 , 0.291343 , 0.340963 , 0.391753 , 0.254621 , 0.336548 , 0.381998 , 0.361797 , 0.375015 , 0.35684 , 0.454165 , 0.436741 , 0.266685 , 0.25777 , 0.243888 , 0.272243 , 0.257148 , 0.149334 , 0.258334 , 0.148089 , 0.215261 , 0.260754 
 753 , 0.236582 , 0.128886 , 0.43591 , 0.363556 , 0.428833 , 0.39007 , 0.25497 , 0.369984 , 0.285153 , 0.292225 , 0.341845 , 0.393111 , 0.255396 , 0.337655 , 0.383265 , 0.363109 , 0.376326 , 0.357789 , 0.45606 , 0.438594 , 0.267516 , 0.258575 , 0.244469 , 0.273028 , 0.258086 , 0.149675 , 0.258868 , 0.148349 , 0.215724 , 0.261675 
 754 , 0.237006 , 0.129241 , 0.436674 , 0.364233 , 0.43 , 0.391133 , 0.255787 , 0.370789 , 0.285849 , 0.29299 , 0.342526 , 0.394241 , 0.256077 , 0.33844 , 0.384233 , 0.364249 , 0.377463 , 0.358547 , 0.457737 , 0.440132 , 0.268345 , 0.259373 , 0.245065 , 0.273484 , 0.258767 , 0.15002 , 0.259159 , 0.148533 , 0.216259 , 0.26252 
 755 , 0.237227 , 0.129472 , 0.43689 , 0.364509 , 0.430781 , 0.391552 , 0.256906 , 0.370916 , 0.286279 , 0.293513 , 0.342916 , 0.394985 , 0.256538 , 0.338634 , 0.384713 , 0.365072 , 0.378263 , 0.358898 , 0.459046 , 0.441026 , 0.269119 , 0.260128 , 0.245655 , 0.273309 , 0.258879 , 0.150325 , 0.258966 , 0.148557 , 0.216877 , 0.26321 
 756 , 0.237498 , 0.129728 , 0.437155 , 0.364875 , 0.431624 , 0.392017 , 0.25815 , 0.371029 , 0.286754 , 0.294073 , 0.343378 , 0.395803 , 0.257023 , 0.338822 , 0.385261 , 0.365964 , 0.379134 , 0.359251 , 0.460488 , 0.441977 , 0.26996 , 0.260956 , 0.246291 , 0.27308 , 0.258962 , 0.150645 , 0.258735 , 0.14857 , 0.217546 , 0.263952 
 757 , 0.237824 , 0.130011 , 0.437421 , 0.365274 , 0.432555 , 0.392506 , 0.259522 , 0.371122 , 0.28728 , 0.294674 , 0.343869 , 0.396704 , 0.257569 , 0.339009 , 0.38585 , 0.366929 , 0.380094 , 0.359627 , 0.462038 , 0.443003 , 0.270876 , 0.261871 , 0.246992 , 0.272818 , 0.259034 , 0.151004 , 0.258464 , 0.14859 , 0.21829 , 0.264752 
 758 , 0.238418 , 0.130321 , 0.437324 , 0.365598 , 0.433508 , 0.392755 , 0.260993 , 0.370838 , 0.287854 , 0.295118 , 0.344139 , 0.397586 , 0.258257 , 0.338893 , 0.3863 , 0.367778 , 0.381179 , 0.35992 , 0.463148 , 0.443843 , 0.271749 , 0.26285 , 0.247749 , 0.272289 , 0.258872 , 0.151456 , 0.258068 , 0.148698 , 0.219107 , 0.265392 
 759 , 0.239025 , 0.130642 , 0.437184 , 0.365795 , 0.43459 , 0.393042 , 0.262595 , 0.370587 , 0.288445 , 0.295685 , 0.344396 , 0.398555 , 0.258978 , 0.3387 , 0.38675 , 0.368752 , 0.382365 , 0.360343 , 0.464328 , 0.444791 , 0.272721 , 0.263922 , 0.248565 , 0.271724 , 0.258729 , 0.151977 , 0.257657 , 0.148836 , 0.220002 , 0.266088 
 760 , 0.23969 , 0.130993 , 0.437035 , 0.366009 , 0.435774 , 0.39336 , 0.26435 , 0.370313 , 0.289093 , 0.296309 , 0.34468 , 0.39962 , 0.259769 , 0.338485 , 0.387246 , 0.369819 , 0.383671 , 0.360803 , 0.465625 , 0.445828 , 0.273784 , 0.2651 , 0.24946 , 0.271105 , 0.258568 , 0.152551 , 0.25721 , 0.148992 , 0.22099 , 0.26685 
 761 , 0.240399 , 0.131336 , 0.437674 , 0.366755 , 0.436853 , 0.394261 , 0.265183 , 0.370961 , 0.289672 , 0.297073 , 0.345372 , 0.400535 , 0.260435 , 0.338997 , 0.388123 , 0.370867 , 0.38458 , 0.361565 , 0.466701 , 0.446787 , 0.274511 , 0.265794 , 0.249869 , 0.271289 , 0.258919 , 0.15284 , 0.25736 , 0.149192 , 0.221374 , 0.267315 
 762 , 0.241048 , 0.131701 , 0.438581 , 0.367696 , 0.43782 , 0.395209 , 0.265712 , 0.371919 , 0.290329 , 0.297746 , 0.346256 , 0.401553 , 0.261177 , 0.340007 , 0.389278 , 0.372083 , 0.385547 , 0.362489 , 0.467961 , 0.44799 , 0.275375 , 0.266648 , 0.250357 , 0.27213 , 0.25975 , 0.153189 , 0.258069 , 0.14951 , 0.221838 , 0.268049 
 763 , 0.241692 , 0.13207 , 0.439483 , 0.368634 , 0.438783 , 0.396161 , 0.266246 , 0.372881 , 0.290986 , 0.298422 , 0.347138 , 0.402567 , 0.26192 , 0.341018 , 0.390434 , 0.3733 , 0.386511 , 0.363417 , 0.469218 , 0.449191 , 0.276241 , 0.267499 , 0.250848 , 0.272971 , 0.260577 , 0.15354 , 0.258773 , 0.149835 , 0.222297 , 0.268778 
 764 , 0.242211 , 0.132295 , 0.440711 , 0.369545 , 0.439714 , 0.397316 , 0.266323 , 0.374154 , 0.291601 , 0.299066 , 0.348078 , 0.403432 , 0.262627 , 0.342088 , 0.391463 , 0.374128 , 0.38721 , 0.364311 , 0.470147 , 0.450177 , 0.276807 , 0.267998 , 0.251015 , 0.274103 , 0.26153 , 0.153715 , 0.259677 , 0.150103 , 0.222429 , 0.269258 
 765 , 0.242574 , 0.132306 , 0.442158 , 0.370313 , 0.440448 , 0.398658 , 0.265815 , 0.375828 , 0.292185 , 0.299791 , 0.349125 , 0.404012 , 0.263323 , 0.343187 , 0.392266 , 0.374525 , 0.387668 , 0.365245 , 0.470921 , 0.451157 , 0.277144 , 0.26812 , 0.250962 , 0.275695 , 0.262766 , 0.153764 , 0.260951 , 0.150459 , 0.222289 , 0.269595 
 766 , 0.242919 , 0.13231 , 0.443459 , 0.371008 , 0.441102 , 0.399909 , 0.265342 , 0.377424 , 0.292753 , 0.300532 , 0.350132 , 0.404532 , 0.263999 , 0.344218 , 0.393018 , 0.374937 , 0.388139 , 0.366165 , 0.471753 , 0.452194 , 0.277519 , 0.268272 , 0.250985 , 0.277227 , 0.263989 , 0.153855 , 0.262202 , 0.150862 , 0.222205 , 0.269981 
 767 , 0.243246 , 0.132338 , 0.444638 , 0.371661 , 0.441684 , 0.40104 , 0.264916 , 0.378909 , 0.293274 , 0.301203 , 0.351028 , 0.40501 , 0.264607 , 0.345173 , 0.393714 , 0.375306 , 0.388582 , 0.367011 , 0.472535 , 0.453132 , 0.277873 , 0.26842 , 0.251023 , 0.278627 , 0.265094 , 0.153945 , 0.263345 , 0.151243 , 0.222136 , 0.270321 
 768 , 0.243578 , 0.132563 , 0.445421 , 0.372344 , 0.441966 , 0.401872 , 0.264664 , 0.38015 , 0.293639 , 0.30165 , 0.351448 , 0.40539 , 0.26498 , 0.345983 , 0.394314 , 0.375558 , 0.389075 , 0.367784 , 0.473271 , 0.45379 , 0.278223 , 0.268646 , 0.25121 , 0.279638 , 0.265821 , 0.154123 , 0.264164 , 0.15164 , 0.222145 , 0.270518 
 769 , 0.243905 , 0.132794 , 0.446189 , 0.373096 , 0.442159 , 0.402728 , 0.264403 , 0.381224 , 0.293945 , 0.302058 , 0.351824 , 0.405757 , 0.265288 , 0.346746 , 0.394947 , 0.375788 , 0.389606 , 0.368624 , 0.473956 , 0.454391 , 0.278589 , 0.268938 , 0.251417 , 0.280649 , 0.266542 , 0.154319 , 0.264972 , 0.152001 , 0.222201 , 0.270751 
 770 , 0.244213 , 0.133014 , 0.446915 , 0.373808 , 0.442346 , 0.403543 , 0.264155 , 0.382244 , 0.294233 , 0.302447 , 0.352177 , 0.406101 , 0.265585 , 0.347476 , 0.39555 , 0.376003 , 0.390105 , 0.369419 , 0.474603 , 0.454966 , 0.278943 , 0.269215 , 0.25162 , 0.281613 , 0.267231 , 0.154508 , 0.265743 , 0.152345 , 0.222249 , 0.270972 
 771 , 0.244489 , 0.133248 , 0.447367 , 0.374302 , 0.442719 , 0.404137 , 0.264376 , 0.382851 , 0.294499 , 0.302845 , 0.35262 , 0.406445 , 0.265968 , 0.347918 , 0.396069 , 0.376354 , 0.390678 , 0.370049 , 0.475204 , 0.455467 , 0.279453 , 0.269649 , 0.252033 , 0.282333 , 0.267699 , 0.154823 , 0.266347 , 0.152643 , 0.222572 , 0.271289 
 772 , 0.244762 , 0.13348 , 0.447865 , 0.374596 , 0.443255 , 0.404525 , 0.264727 , 0.383435 , 0.294736 , 0.303233 , 0.353041 , 0.406859 , 0.266344 , 0.348329 , 0.396585 , 0.376695 , 0.391156 , 0.370506 , 0.47577 , 0.455864 , 0.279922 , 0.269963 , 0.252381 , 0.282882 , 0.267977 , 0.155089 , 0.266783 , 0.152888 , 0.222843 , 0.271473 
 773 , 0.24503 , 0.133701 , 0.44835 , 0.374879 , 0.443784 , 0.404906 , 0.265068 , 0.38401 , 0.294966 , 0.303608 , 0.353458 , 0.407261 , 0.266715 , 0.348742 , 0.397089 , 0.37703 , 0.391623 , 0.370958 , 0.476327 , 0.456252 , 0.280379 , 0.270266 , 0.252723 , 0.283421 , 0.268249 , 0.155348 , 0.267208 , 0.153127 , 0.22311 , 0.27165 
 774 , 0.2453 , 0.13386 , 0.448739 , 0.375114 , 0.444267 , 0.405134 , 0.265317 , 0.384421 , 0.295251 , 0.303909 , 0.353811 , 0.407695 , 0.267088 , 0.349101 , 0.397508 , 0.377388 , 0.39208 , 0.371382 , 0.476831 , 0.456647 , 0.280889 , 0.27061 , 0.25305 , 0.283843 , 0.268498 , 0.155606 , 0.267558 , 0.153348 , 0.223392 , 0.271885 
 775 , 0.245557 , 0.133953 , 0.448992 , 0.375375 , 0.444717 , 0.405304 , 0.265496 , 0.38468 , 0.295588 , 0.304079 , 0.354203 , 0.40812 , 0.267488 , 0.349325 , 0.397773 , 0.377768 , 0.392482 , 0.371723 , 0.477131 , 0.45699 , 0.281416 , 0.270993 , 0.253364 , 0.284074 , 0.268687 , 0.155835 , 0.267781 , 0.153524 , 0.223674 , 0.272154 
 776 , 0.245806 , 0.134044 , 0.449229 , 0.375665 , 0.445179 , 0.405508 , 0.265686 , 0.384949 , 0.295926 , 0.304237 , 0.354633 , 0.40853 , 0.267893 , 0.349518 , 0.398017 , 0.378138 , 0.39287 , 0.372034 , 0.477382 , 0.457318 , 0.281928 , 0.271372 , 0.253678 , 0.284276 , 0.268871 , 0.15606 , 0.267985 , 0.1537 , 0.223949 , 0.272415 
 777 , 0.246056 , 0.134138 , 0.449457 , 0.375981 , 0.445604 , 0.405729 , 0.265895 , 0.385209 , 0.296254 , 0.304413 , 0.355057 , 0.408923 , 0.268299 , 0.349721 , 0.398284 , 0.378527 , 0.393248 , 0.372351 , 0.477636 , 0.457644 , 0.282442 , 0.27176 , 0.253992 , 0.284475 , 0.269078 , 0.156294 , 0.26819 , 0.15388 , 0.224222 , 0.272686 
 778 , 0.24635 , 0.134279 , 0.449638 , 0.376428 , 0.445865 , 0.4061 , 0.266241 , 0.385426 , 0.296553 , 0.304735 , 0.355415 , 0.409227 , 0.268744 , 0.350048 , 0.398729 , 0.37898 , 0.393559 , 0.372677 , 0.478007 , 0.458012 , 0.282972 , 0.272188 , 0.254275 , 0.284691 , 0.269368 , 0.156557 , 0.268415 , 0.154093 , 0.224493 , 0.273021 
 779 , 0.246659 , 0.134445 , 0.449831 , 0.376854 , 0.446163 , 0.406493 , 0.266598 , 0.385633 , 0.29689 , 0.305066 , 0.355692 , 0.409515 , 0.269191 , 0.350406 , 0.399178 , 0.379415 , 0.393886 , 0.372999 , 0.478462 , 0.458353 , 0.283488 , 0.272591 , 0.254495 , 0.284913 , 0.269608 , 0.156802 , 0.268638 , 0.154274 , 0.224751 , 0.273337 
 780 , 0.246972 , 0.134613 , 0.450026 , 0.377286 , 0.446462 , 0.406888 , 0.266965 , 0.385846 , 0.297231 , 0.305402 , 0.355975 , 0.409809 , 0.269644 , 0.350769 , 0.399634 , 0.379855 , 0.394215 , 0.373327 , 0.47892 , 0.458702 , 0.284014 , 0.272994 , 0.25472 , 0.28514 , 0.269858 , 0.15705 , 0.268859 , 0.154453 , 0.225007 , 0.273658 
 781 , 0.247139 , 0.134689 , 0.450295 , 0.377446 , 0.446657 , 0.407178 , 0.267361 , 0.386112 , 0.297446 , 0.305693 , 0.356182 , 0.410144 , 0.270101 , 0.351011 , 0.399873 , 0.380136 , 0.394608 , 0.373631 , 0.47941 , 0.458885 , 0.284507 , 0.273359 , 0.254896 , 0.285405 , 0.270145 , 0.157276 , 0.269098 , 0.154603 , 0.225263 , 0.273993 
 782 , 0.247321 , 0.134693 , 0.450418 , 0.377526 , 0.44668 , 0.407309 , 0.267616 , 0.386259 , 0.297553 , 0.305967 , 0.356321 , 0.410386 , 0.270604 , 0.351232 , 0.399899 , 0.380337 , 0.394931 , 0.373826 , 0.479678 , 0.458931 , 0.284884 , 0.273631 , 0.255023 , 0.285595 , 0.270394 , 0.157452 , 0.269198 , 0.154723 , 0.225444 , 0.274215 
 783 , 0.247508 , 0.134696 , 0.450537 , 0.377606 , 0.44671 , 0.407447 , 0.267871 , 0.386406 , 0.297656 , 0.306241 , 0.356472 , 0.410634 , 0.271113 , 0.351454 , 0.399926 , 0.380545 , 0.395261 , 0.374022 , 0.479947 , 0.458984 , 0.285267 , 0.273903 , 0.255145 , 0.285785 , 0.27065 , 0.157634 , 0.269299 , 0.154844 , 0.225624 , 0.274443 
 784 , 0.247758 , 0.134846 , 0.450523 , 0.377735 , 0.446764 , 0.407568 , 0.268008 , 0.386523 , 0.29778 , 0.306536 , 0.356569 , 0.410797 , 0.271629 , 0.3517 , 0.399983 , 0.380843 , 0.395605 , 0.374317 , 0.480202 , 0.459119 , 0.285624 , 0.274213 , 0.255299 , 0.285944 , 0.270895 , 0.157789 , 0.269382 , 0.154963 , 0.225803 , 0.274627 
 785 , 0.24804 , 0.135156 , 0.450552 , 0.37797 , 0.447 , 0.407787 , 0.26819 , 0.386742 , 0.29798 , 0.306906 , 0.356665 , 0.411041 , 0.272134 , 0.351942 , 0.400269 , 0.381262 , 0.396027 , 0.374877 , 0.480513 , 0.459434 , 0.285993 , 0.27462 , 0.255519 , 0.286093 , 0.271206 , 0.157952 , 0.269522 , 0.155086 , 0.225989 , 0.27483 
 786 , 0.248313 , 0.135478 , 0.450641 , 0.378229 , 0.447293 , 0.408041 , 0.268431 , 0.387 , 0.29821 , 0.307308 , 0.356779 , 0.411344 , 0.27264 , 0.352184 , 0.400622 , 0.381698 , 0.39649 , 0.3755 , 0.480856 , 0.459788 , 0.286389 , 0.27506 , 0.255765 , 0.286257 , 0.271541 , 0.158131 , 0.26968 , 0.155214 , 0.22619 , 0.275054 
 787 , 0.248608 , 0.135777 , 0.450752 , 0.378486 , 0.447631 , 0.408319 , 0.268698 , 0.387263 , 0.298437 , 0.307706 , 0.356922 , 0.41165 , 0.27315 , 0.352431 , 0.401006 , 0.382148 , 0.396918 , 0.3761 , 0.481176 , 0.460125 , 0.286782 , 0.275492 , 0.255993 , 0.286423 , 0.271868 , 0.158313 , 0.269841 , 0.155347 , 0.226381 , 0.275293 
 788 , 0.248956 , 0.135969 , 0.45096 , 0.378729 , 0.448122 , 0.408686 , 0.268989 , 0.387499 , 0.298571 , 0.308065 , 0.357194 , 0.411923 , 0.273623 , 0.352681 , 0.401434 , 0.382667 , 0.397159 , 0.376503 , 0.481448 , 0.4604 , 0.287199 , 0.275871 , 0.256137 , 0.286602 , 0.272104 , 0.158487 , 0.269983 , 0.155516 , 0.226588 , 0.275573 
 789 , 0.249308 , 0.136193 , 0.451195 , 0.378961 , 0.448643 , 0.409088 , 0.269227 , 0.3877 , 0.298657 , 0.308401 , 0.357479 , 0.412148 , 0.274121 , 0.352917 , 0.401846 , 0.383259 , 0.397344 , 0.376851 , 0.481785 , 0.460707 , 0.287665 , 0.276269 , 0.25629 , 0.28682 , 0.272303 , 0.158658 , 0.270133 , 0.155714 , 0.226849 , 0.275872 
 790 , 0.249666 , 0.136418 , 0.451437 , 0.379201 , 0.449177 , 0.409496 , 0.269477 , 0.387913 , 0.29875 , 0.308749 , 0.357777 , 0.41238 , 0.274625 , 0.353159 , 0.40227 , 0.383869 , 0.397541 , 0.377206 , 0.48213 , 0.461027 , 0.288143 , 0.27668 , 0.25645 , 0.287038 , 0.272509 , 0.158835 , 0.270283 , 0.155919 , 0.227116 , 0.276183 
 791 , 0.249991 , 0.136515 , 0.451852 , 0.379365 , 0.44955 , 0.40972 , 0.269779 , 0.388094 , 0.299009 , 0.308941 , 0.358136 , 0.412799 , 0.27512 , 0.35339 , 0.402624 , 0.384237 , 0.397812 , 0.377455 , 0.482472 , 0.461315 , 0.28859 , 0.277019 , 0.256646 , 0.287327 , 0.272709 , 0.15894 , 0.270496 , 0.156126 , 0.227344 , 0.276445 
 792 , 0.250293 , 0.136536 , 0.452131 , 0.379429 , 0.449686 , 0.409768 , 0.270131 , 0.388297 , 0.299388 , 0.309061 , 0.358543 , 0.413244 , 0.275544 , 0.353626 , 0.402881 , 0.384423 , 0.398147 , 0.377674 , 0.482685 , 0.461402 , 0.289014 , 0.277277 , 0.256843 , 0.287623 , 0.272945 , 0.159045 , 0.270699 , 0.156302 , 0.227531 , 0.27667 
 793 , 0.2506 , 0.136557 , 0.45242 , 0.379493 , 0.449827 , 0.409815 , 0.270493 , 0.388509 , 0.299778 , 0.309181 , 0.35896 , 0.413705 , 0.275978 , 0.353861 , 0.403144 , 0.384614 , 0.398486 , 0.377898 , 0.482903 , 0.461487 , 0.289448 , 0.277545 , 0.257051 , 0.287931 , 0.273186 , 0.159154 , 0.270907 , 0.156478 , 0.227722 , 0.2769 
 794 , 0.250814 , 0.136666 , 0.452604 , 0.379654 , 0.449829 , 0.409982 , 0.270779 , 0.388738 , 0.300059 , 0.309407 , 0.35927 , 0.414025 , 0.276261 , 0.354147 , 0.403425 , 0.3848 , 0.39882 , 0.378231 , 0.483185 , 0.461549 , 0.289851 , 0.277833 , 0.257217 , 0.28824 , 0.273421 , 0.159284 , 0.271121 , 0.156626 , 0.227887 , 0.277083 
 795 , 0.251011 , 0.136889 , 0.452823 , 0.380011 , 0.449915 , 0.410382 , 0.27101 , 0.388954 , 0.300161 , 0.309821 , 0.359406 , 0.414172 , 0.276526 , 0.354595 , 0.403706 , 0.385076 , 0.399182 , 0.37877 , 0.483618 , 0.461815 , 0.290252 , 0.278198 , 0.257377 , 0.288514 , 0.273691 , 0.159459 , 0.27139 , 0.156767 , 0.228055 , 0.277266 
 796 , 0.251235 , 0.137125 , 0.453084 , 0.380416 , 0.450064 , 0.410829 , 0.271253 , 0.389166 , 0.300236 , 0.310272 , 0.359521 , 0.414302 , 0.276823 , 0.355094 , 0.403989 , 0.385385 , 0.399567 , 0.379362 , 0.484087 , 0.462154 , 0.290663 , 0.27859 , 0.257551 , 0.288786 , 0.273969 , 0.159638 , 0.271678 , 0.156916 , 0.228237 , 0.277463 
 797 , 0.251471 , 0.137339 , 0.453389 , 0.380783 , 0.450279 , 0.411277 , 0.271513 , 0.389412 , 0.3003 , 0.310735 , 0.359653 , 0.414437 , 0.277192 , 0.355526 , 0.404234 , 0.385722 , 0.399947 , 0.379921 , 0.484513 , 0.462487 , 0.291085 , 0.278965 , 0.25773 , 0.289053 , 0.274264 , 0.159817 , 0.271966 , 0.157072 , 0.228407 , 0.277656 
 798 , 0.251716 , 0.137435 , 0.453755 , 0.380968 , 0.450654 , 0.411687 , 0.271763 , 0.389748 , 0.300358 , 0.311228 , 0.359859 , 0.414678 , 0.277751 , 0.355685 , 0.404438 , 0.386116 , 0.400336 , 0.380316 , 0.484766 , 0.462767 , 0.291501 , 0.27926 , 0.25793 , 0.289339 , 0.274589 , 0.159982 , 0.272222 , 0.157239 , 0.228572 , 0.277845 
 799 , 0.251956 , 0.137512 , 0.454046 , 0.381084 , 0.450947 , 0.412089 , 0.271947 , 0.390094 , 0.300484 , 0.311724 , 0.360113 , 0.415028 , 0.27829 , 0.35578 , 0.404744 , 0.386502 , 0.400748 , 0.380663 , 0.485023 , 0.463046 , 0.291933 , 0.279552 , 0.25815 , 0.289708 , 0.274942 , 0.160143 , 0.272473 , 0.157404 , 0.22875 , 0.278074 
 800 , 0.252198 , 0.137593 , 0.454349 , 0.381203 , 0.451251 , 0.412501 , 0.272133 , 0.39045 , 0.300611 , 0.312235 , 0.360365 , 0.415388 , 0.278842 , 0.355877 , 0.40506 , 0.386898 , 0.401171 , 0.38102 , 0.485287 , 0.463335 , 0.292372 , 0.279845 , 0.258376 , 0.290084 , 0.275307 , 0.160309 , 0.272737 , 0.157572 , 0.228933 , 0.27831 
 801 , 0.252589 , 0.137751 , 0.454437 , 0.381382 , 0.451427 , 0.412715 , 0.272026 , 0.390718 , 0.30082 , 0.31246 , 0.360452 , 0.415797 , 0.279295 , 0.356165 , 0.405501 , 0.387164 , 0.401447 , 0.381505 , 0.485541 , 0.46375 , 0.292762 , 0.280123 , 0.25857 , 0.290413 , 0.275635 , 0.16047 , 0.27297 , 0.157721 , 0.229071 , 0.27849 
 802 , 0.253005 , 0.137952 , 0.454635 , 0.381764 , 0.451647 , 0.412893 , 0.272048 , 0.391113 , 0.301024 , 0.312693 , 0.360573 , 0.416182 , 0.279816 , 0.356472 , 0.405898 , 0.387568 , 0.401708 , 0.382159 , 0.48582 , 0.46414 , 0.293205 , 0.280506 , 0.258736 , 0.290729 , 0.275954 , 0.160668 , 0.273305 , 0.157902 , 0.229237 , 0.278686 
 803 , 0.253434 , 0.138166 , 0.454845 , 0.382159 , 0.451878 , 0.41307 , 0.272066 , 0.391517 , 0.301231 , 0.312937 , 0.3607 , 0.416578 , 0.280353 , 0.356791 , 0.406306 , 0.387981 , 0.401978 , 0.382834 , 0.486107 , 0.464542 , 0.293658 , 0.280899 , 0.258905 , 0.291049 , 0.276276 , 0.160868 , 0.27365 , 0.158091 , 0.22941 , 0.278892 
 804 , 0.253773 , 0.138259 , 0.455053 , 0.382501 , 0.452166 , 0.41333 , 0.272263 , 0.391886 , 0.301388 , 0.313245 , 0.361028 , 0.416862 , 0.280857 , 0.357104 , 0.406692 , 0.388432 , 0.402168 , 0.383387 , 0.48646 , 0.464875 , 0.294128 , 0.281334 , 0.259032 , 0.291336 , 0.276591 , 0.161038 , 0.273945 , 0.158302 , 0.229615 , 0.279159 
 805 , 0.254034 , 0.138272 , 0.455261 , 0.382691 , 0.452544 , 0.413702 , 0.272459 , 0.392064 , 0.301563 , 0.313597 , 0.361469 , 0.417077 , 0.28123 , 0.357458 , 0.407136 , 0.388598 , 0.402309 , 0.383732 , 0.486897 , 0.465186 , 0.29453 , 0.28172 , 0.25917 , 0.291594 , 0.276887 , 0.161159 , 0.274113 , 0.158509 , 0.229786 , 0.279413 
 806 , 0.254313 , 0.138289 , 0.455476 , 0.382848 , 0.452949 , 0.414094 , 0.27264 , 0.392207 , 0.301754 , 0.313961 , 0.36192 , 0.417304 , 0.281587 , 0.357842 , 0.407612 , 0.388693 , 0.402457 , 0.384061 , 0.487365 , 0.465512 , 0.294928 , 0.282106 , 0.259322 , 0.291871 , 0.277187 , 0.161282 , 0.274265 , 0.158715 , 0.229949 , 0.279669 
 807 , 0.254512 , 0.138312 , 0.455676 , 0.382933 , 0.453222 , 0.414334 , 0.27282 , 0.392217 , 0.301931 , 0.314299 , 0.362267 , 0.417525 , 0.281951 , 0.358112 , 0.407986 , 0.388726 , 0.402641 , 0.38435 , 0.487769 , 0.465805 , 0.295316 , 0.282501 , 0.259489 , 0.292085 , 0.277434 , 0.161392 , 0.274362 , 0.158887 , 0.230122 , 0.279905 
 808 , 0.254513 , 0.138344 , 0.455785 , 0.382862 , 0.453047 , 0.41413 , 0.273065 , 0.391887 , 0.302022 , 0.314441 , 0.362303 , 0.417684 , 0.282295 , 0.358047 , 0.407957 , 0.388864 , 0.402829 , 0.384482 , 0.487902 , 0.465905 , 0.29565 , 0.282854 , 0.259636 , 0.292073 , 0.277474 , 0.16143 , 0.274291 , 0.158926 , 0.230297 , 0.280076 
 809 , 0.254525 , 0.138353 , 0.455856 , 0.38286 , 0.452766 , 0.413869 , 0.273382 , 0.391562 , 0.302096 , 0.314499 , 0.362339 , 0.41781 , 0.282644 , 0.357916 , 0.407821 , 0.389291 , 0.402936 , 0.384582 , 0.487957 , 0.465908 , 0.295997 , 0.283171 , 0.259737 , 0.291964 , 0.277461 , 0.161443 , 0.274194 , 0.158937 , 0.230485 , 0.280247 
