  time  ,:18:51 A,:18:59 A,:19:07 A,:19:14 A,:19:26 A,:20:21 A,:20:31 A,:20:41 A,:20:51 A,:20:58 A,:21:38 A,:21:45 A,:21:59 A,:22:06 A,:22:12 A,:22:30 A,:22:38 A,:22:45 A,:22:52 A,:22:59 A,:23:28 A,:23:36 A,:23:43 A,:23:49 A,:23:55 A,:24:18 A,:24:25 A,:24:32 A,:24:38 A,:24:44 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 528 , 0.055156 , 0.041143 , 0.069225 , 0.06659 , 0.059056 , 0.053485 , 0.051378 , 0.057719 , 0.05057 , 0.067247 , 0.056833 , 0.053824 , 0.062127 , 0.063503 , 0.060433 , 0.051005 , 0.048598 , 0.061932 , 0.055184 , 0.051484 , 0.078062 , 0.051534 , 0.061118 , 0.054398 , 0.049501 , 0.044642 , 0.062673 , 0.04618 , 0.051484 , 0.053602 
 529 , 0.056225 , 0.041858 , 0.071334 , 0.06836 , 0.060766 , 0.055125 , 0.052589 , 0.059284 , 0.051876 , 0.068719 , 0.058381 , 0.05535 , 0.063258 , 0.064981 , 0.062079 , 0.052471 , 0.049962 , 0.063404 , 0.056921 , 0.053139 , 0.079248 , 0.052656 , 0.062264 , 0.055558 , 0.050607 , 0.045332 , 0.063774 , 0.046914 , 0.052527 , 0.054749 
 530 , 0.057295 , 0.042569 , 0.073429 , 0.070122 , 0.062468 , 0.056752 , 0.05379 , 0.060834 , 0.053174 , 0.070173 , 0.059924 , 0.05686 , 0.064379 , 0.066453 , 0.063717 , 0.053931 , 0.05132 , 0.064865 , 0.058641 , 0.054785 , 0.080428 , 0.053768 , 0.063406 , 0.056707 , 0.051704 , 0.046017 , 0.06487 , 0.047645 , 0.053558 , 0.055899 
 531 , 0.058371 , 0.043186 , 0.075265 , 0.071716 , 0.064061 , 0.058132 , 0.054851 , 0.062261 , 0.054424 , 0.071432 , 0.061287 , 0.058257 , 0.065462 , 0.067866 , 0.065195 , 0.05517 , 0.052652 , 0.06622 , 0.060228 , 0.056275 , 0.081542 , 0.054805 , 0.064426 , 0.057744 , 0.052698 , 0.046666 , 0.065907 , 0.048312 , 0.054538 , 0.056981 
 532 , 0.059445 , 0.043812 , 0.077103 , 0.073306 , 0.065653 , 0.059508 , 0.055917 , 0.063673 , 0.055676 , 0.072692 , 0.062646 , 0.059652 , 0.066547 , 0.069272 , 0.066674 , 0.056405 , 0.05399 , 0.067574 , 0.061815 , 0.057759 , 0.082651 , 0.055837 , 0.065446 , 0.058786 , 0.053691 , 0.047318 , 0.066943 , 0.048976 , 0.05551 , 0.058063 
 533 , 0.060517 , 0.044432 , 0.078937 , 0.074898 , 0.067249 , 0.060887 , 0.056975 , 0.065093 , 0.056929 , 0.073951 , 0.064001 , 0.061043 , 0.067624 , 0.070675 , 0.06815 , 0.05764 , 0.055317 , 0.06893 , 0.063406 , 0.05924 , 0.083762 , 0.056866 , 0.066463 , 0.059824 , 0.054687 , 0.047968 , 0.067977 , 0.049632 , 0.056484 , 0.059142 
 534 , 0.061324 , 0.044925 , 0.080467 , 0.076217 , 0.068544 , 0.062027 , 0.057772 , 0.066213 , 0.057859 , 0.075008 , 0.065079 , 0.062108 , 0.068439 , 0.071805 , 0.069375 , 0.05869 , 0.056371 , 0.070073 , 0.064724 , 0.060399 , 0.084617 , 0.057667 , 0.067265 , 0.060638 , 0.055452 , 0.048436 , 0.068759 , 0.050139 , 0.057243 , 0.059987 
 535 , 0.062019 , 0.045353 , 0.08186 , 0.077405 , 0.069709 , 0.063064 , 0.058451 , 0.06721 , 0.058643 , 0.07598 , 0.066024 , 0.063023 , 0.069131 , 0.072809 , 0.07048 , 0.059654 , 0.0573 , 0.071122 , 0.065913 , 0.0614 , 0.085352 , 0.058363 , 0.067963 , 0.061353 , 0.056109 , 0.04881 , 0.069429 , 0.050579 , 0.057908 , 0.060728 
 536 , 0.062717 , 0.04579 , 0.083257 , 0.078594 , 0.070876 , 0.064096 , 0.059134 , 0.068207 , 0.059427 , 0.076952 , 0.06697 , 0.063943 , 0.069826 , 0.073808 , 0.071586 , 0.060612 , 0.058224 , 0.072166 , 0.06711 , 0.062401 , 0.08609 , 0.059051 , 0.068665 , 0.062066 , 0.05677 , 0.049192 , 0.070096 , 0.051016 , 0.058576 , 0.061468 
 537 , 0.063356 , 0.046166 , 0.084563 , 0.079679 , 0.071945 , 0.065029 , 0.059786 , 0.069135 , 0.060181 , 0.077824 , 0.067892 , 0.064811 , 0.070537 , 0.074719 , 0.072587 , 0.061483 , 0.059103 , 0.073135 , 0.068192 , 0.063344 , 0.08676 , 0.059709 , 0.069311 , 0.062731 , 0.057371 , 0.049554 , 0.070713 , 0.051433 , 0.059197 , 0.062148 
 538 , 0.063876 , 0.046422 , 0.085692 , 0.080544 , 0.07283 , 0.065755 , 0.060389 , 0.069911 , 0.060873 , 0.078463 , 0.068776 , 0.06559 , 0.071282 , 0.075449 , 0.073374 , 0.062162 , 0.059886 , 0.073936 , 0.069048 , 0.06416 , 0.087306 , 0.0603 , 0.069869 , 0.063314 , 0.057859 , 0.049897 , 0.071264 , 0.051806 , 0.059733 , 0.062717 
 539 , 0.064398 , 0.046672 , 0.086815 , 0.081406 , 0.073715 , 0.06648 , 0.061 , 0.07069 , 0.061569 , 0.079099 , 0.069652 , 0.066367 , 0.072024 , 0.076182 , 0.074165 , 0.062844 , 0.060674 , 0.074741 , 0.069907 , 0.064973 , 0.087853 , 0.060893 , 0.070423 , 0.0639 , 0.058349 , 0.050236 , 0.071817 , 0.052181 , 0.060265 , 0.063289 
 540 , 0.064922 , 0.046929 , 0.087943 , 0.082273 , 0.074597 , 0.067201 , 0.061602 , 0.071467 , 0.062268 , 0.079744 , 0.070533 , 0.067142 , 0.072764 , 0.076918 , 0.074954 , 0.063524 , 0.061459 , 0.075543 , 0.070765 , 0.065785 , 0.088401 , 0.061483 , 0.070973 , 0.064488 , 0.058841 , 0.050582 , 0.072366 , 0.052558 , 0.060799 , 0.063863 
 541 , 0.065459 , 0.047208 , 0.088827 , 0.083124 , 0.075235 , 0.067806 , 0.062043 , 0.072004 , 0.062837 , 0.080311 , 0.071246 , 0.067853 , 0.073366 , 0.077695 , 0.075689 , 0.064223 , 0.062043 , 0.076346 , 0.071526 , 0.066468 , 0.088923 , 0.061959 , 0.071431 , 0.064963 , 0.059302 , 0.050845 , 0.072822 , 0.052864 , 0.061231 , 0.06436 
 542 , 0.065998 , 0.047493 , 0.089712 , 0.083987 , 0.075871 , 0.068408 , 0.062479 , 0.072538 , 0.063408 , 0.080888 , 0.071956 , 0.068564 , 0.073959 , 0.078466 , 0.076416 , 0.064919 , 0.062617 , 0.077148 , 0.072286 , 0.067143 , 0.089442 , 0.062431 , 0.071884 , 0.065435 , 0.059764 , 0.051102 , 0.073269 , 0.053158 , 0.061658 , 0.064847 
 543 , 0.066533 , 0.047779 , 0.0906 , 0.084842 , 0.076503 , 0.069006 , 0.062911 , 0.073074 , 0.06397 , 0.081455 , 0.072665 , 0.069277 , 0.074554 , 0.079241 , 0.077147 , 0.065619 , 0.0632 , 0.077947 , 0.073044 , 0.067821 , 0.089963 , 0.062905 , 0.07234 , 0.065908 , 0.060222 , 0.051359 , 0.073717 , 0.053453 , 0.062087 , 0.065342 
 544 , 0.067023 , 0.04807 , 0.091477 , 0.085607 , 0.077163 , 0.06965 , 0.063387 , 0.073696 , 0.064498 , 0.08211 , 0.073394 , 0.069934 , 0.075164 , 0.079996 , 0.077858 , 0.066243 , 0.063737 , 0.078667 , 0.073811 , 0.068442 , 0.090499 , 0.063399 , 0.072809 , 0.0664 , 0.060675 , 0.051639 , 0.074204 , 0.053765 , 0.062547 , 0.065851 
 545 , 0.067487 , 0.048359 , 0.09234 , 0.086311 , 0.077845 , 0.070319 , 0.063885 , 0.074364 , 0.065 , 0.082806 , 0.074122 , 0.07055 , 0.075789 , 0.08075 , 0.078555 , 0.066832 , 0.064254 , 0.079331 , 0.074583 , 0.069039 , 0.091048 , 0.063903 , 0.073285 , 0.066917 , 0.061131 , 0.051937 , 0.074728 , 0.054102 , 0.063042 , 0.066377 
 546 , 0.067947 , 0.048649 , 0.093206 , 0.087013 , 0.078524 , 0.070979 , 0.064378 , 0.075035 , 0.065499 , 0.083505 , 0.074846 , 0.071168 , 0.076411 , 0.081502 , 0.079255 , 0.067423 , 0.064768 , 0.079992 , 0.075351 , 0.069639 , 0.091598 , 0.064415 , 0.073768 , 0.067423 , 0.061595 , 0.052236 , 0.075254 , 0.054434 , 0.063538 , 0.066905 
 547 , 0.068367 , 0.048874 , 0.094006 , 0.087665 , 0.079141 , 0.071553 , 0.064809 , 0.075619 , 0.065952 , 0.084094 , 0.075497 , 0.071718 , 0.076995 , 0.082174 , 0.079857 , 0.067945 , 0.065261 , 0.080615 , 0.076035 , 0.070177 , 0.092098 , 0.06487 , 0.074194 , 0.06789 , 0.062002 , 0.0525 , 0.075741 , 0.054738 , 0.063983 , 0.067371 
 548 , 0.068678 , 0.048947 , 0.09463 , 0.08817 , 0.079611 , 0.071874 , 0.065052 , 0.075979 , 0.066279 , 0.08439 , 0.075942 , 0.072107 , 0.077464 , 0.082629 , 0.080212 , 0.068273 , 0.065696 , 0.081132 , 0.076488 , 0.070537 , 0.09244 , 0.065181 , 0.074488 , 0.068218 , 0.062254 , 0.052653 , 0.076089 , 0.054929 , 0.064285 , 0.067666 
 549 , 0.068987 , 0.049024 , 0.09526 , 0.088673 , 0.08008 , 0.0722 , 0.0653 , 0.076349 , 0.066605 , 0.08469 , 0.076392 , 0.072496 , 0.077931 , 0.08309 , 0.080572 , 0.068599 , 0.066137 , 0.081649 , 0.07694 , 0.070895 , 0.092785 , 0.065491 , 0.074786 , 0.06855 , 0.062511 , 0.05281 , 0.076435 , 0.055118 , 0.06458 , 0.067959 
 550 , 0.069303 , 0.049095 , 0.095885 , 0.089184 , 0.08055 , 0.072521 , 0.065542 , 0.076715 , 0.066931 , 0.084984 , 0.076838 , 0.072879 , 0.078401 , 0.083545 , 0.080927 , 0.068926 , 0.066573 , 0.082168 , 0.0774 , 0.071255 , 0.093125 , 0.065807 , 0.075084 , 0.068877 , 0.062762 , 0.052967 , 0.076782 , 0.055314 , 0.064875 , 0.068247 
 551 , 0.069365 , 0.049135 , 0.096062 , 0.08936 , 0.080622 , 0.072614 , 0.065535 , 0.076797 , 0.06702 , 0.085077 , 0.077045 , 0.072985 , 0.078635 , 0.083759 , 0.081055 , 0.069062 , 0.06671 , 0.08246 , 0.077571 , 0.071327 , 0.093215 , 0.065912 , 0.075176 , 0.068988 , 0.06283 , 0.053003 , 0.076865 , 0.055367 , 0.064959 , 0.068295 
 552 , 0.069408 , 0.049179 , 0.096203 , 0.089518 , 0.080665 , 0.072685 , 0.065511 , 0.076861 , 0.067091 , 0.085163 , 0.077232 , 0.073069 , 0.078856 , 0.083961 , 0.081167 , 0.069178 , 0.066824 , 0.08274 , 0.077716 , 0.071384 , 0.093297 , 0.066013 , 0.075256 , 0.069085 , 0.062884 , 0.053033 , 0.076935 , 0.055412 , 0.06504 , 0.068323 
 553 , 0.06945 , 0.049217 , 0.096345 , 0.089677 , 0.080714 , 0.072762 , 0.065493 , 0.076931 , 0.067168 , 0.085248 , 0.077421 , 0.073147 , 0.079077 , 0.084163 , 0.081272 , 0.069301 , 0.066938 , 0.083015 , 0.077861 , 0.071435 , 0.093374 , 0.066113 , 0.075336 , 0.06919 , 0.062938 , 0.053063 , 0.077005 , 0.055457 , 0.065115 , 0.068359 
 554 , 0.069315 , 0.04909 , 0.096231 , 0.089553 , 0.080517 , 0.072555 , 0.065368 , 0.076763 , 0.067031 , 0.085104 , 0.077396 , 0.073027 , 0.079177 , 0.084148 , 0.081113 , 0.069197 , 0.066814 , 0.083024 , 0.077675 , 0.071258 , 0.093246 , 0.06602 , 0.075199 , 0.069086 , 0.062793 , 0.052975 , 0.076893 , 0.055377 , 0.065039 , 0.068204 
 555 , 0.069062 , 0.048837 , 0.095932 , 0.089232 , 0.080145 , 0.072143 , 0.065157 , 0.07642 , 0.066744 , 0.084794 , 0.077225 , 0.072756 , 0.079184 , 0.083975 , 0.080759 , 0.068938 , 0.066515 , 0.082841 , 0.07725 , 0.070903 , 0.092963 , 0.065765 , 0.074889 , 0.068814 , 0.062473 , 0.052779 , 0.076624 , 0.05519 , 0.064829 , 0.067897 
 556 , 0.068803 , 0.048585 , 0.095634 , 0.088905 , 0.079773 , 0.071732 , 0.064947 , 0.076071 , 0.066457 , 0.084478 , 0.077056 , 0.072487 , 0.079198 , 0.083797 , 0.080405 , 0.068686 , 0.066216 , 0.082652 , 0.076827 , 0.070549 , 0.092681 , 0.06551 , 0.074579 , 0.068543 , 0.062155 , 0.05259 , 0.076356 , 0.055004 , 0.064625 , 0.067584 
 557 , 0.068518 , 0.048331 , 0.095222 , 0.088514 , 0.079326 , 0.07127 , 0.064673 , 0.075641 , 0.066132 , 0.084112 , 0.076816 , 0.072172 , 0.079171 , 0.083586 , 0.080006 , 0.06837 , 0.065872 , 0.082424 , 0.076358 , 0.070126 , 0.092353 , 0.065223 , 0.074231 , 0.068234 , 0.06181 , 0.052369 , 0.076055 , 0.054786 , 0.064364 , 0.067232 
 558 , 0.068129 , 0.048096 , 0.09444 , 0.08791 , 0.078606 , 0.070651 , 0.064183 , 0.074924 , 0.065706 , 0.083557 , 0.076337 , 0.071706 , 0.079025 , 0.083243 , 0.079444 , 0.067858 , 0.065386 , 0.082059 , 0.075763 , 0.069486 , 0.091869 , 0.064824 , 0.073784 , 0.067803 , 0.061371 , 0.052073 , 0.075652 , 0.054484 , 0.063943 , 0.06673 
 559 , 0.067738 , 0.04786 , 0.093659 , 0.087308 , 0.077883 , 0.070031 , 0.063698 , 0.074212 , 0.065272 , 0.083004 , 0.075854 , 0.071236 , 0.078885 , 0.082906 , 0.078885 , 0.067344 , 0.064903 , 0.081695 , 0.075165 , 0.068844 , 0.091391 , 0.06443 , 0.073333 , 0.067369 , 0.060944 , 0.051776 , 0.075251 , 0.05418 , 0.06352 , 0.066237 
 560 , 0.067347 , 0.04763 , 0.092876 , 0.086702 , 0.077162 , 0.069407 , 0.063215 , 0.073496 , 0.064845 , 0.082447 , 0.075378 , 0.070768 , 0.078744 , 0.082564 , 0.078321 , 0.066832 , 0.064416 , 0.081325 , 0.074569 , 0.068205 , 0.090914 , 0.06403 , 0.072889 , 0.066936 , 0.060511 , 0.051474 , 0.074851 , 0.053877 , 0.063098 , 0.065741 
 561 , 0.066889 , 0.047293 , 0.092008 , 0.085971 , 0.076396 , 0.068685 , 0.062691 , 0.072797 , 0.064157 , 0.081853 , 0.074814 , 0.070041 , 0.078474 , 0.082091 , 0.077551 , 0.066192 , 0.063717 , 0.080814 , 0.073763 , 0.067353 , 0.090389 , 0.063552 , 0.072333 , 0.066406 , 0.059947 , 0.051136 , 0.074361 , 0.053532 , 0.062587 , 0.065135 
 562 , 0.066417 , 0.046946 , 0.091122 , 0.085224 , 0.075613 , 0.067957 , 0.06215 , 0.072089 , 0.06344 , 0.081262 , 0.074244 , 0.069271 , 0.0782 , 0.08159 , 0.076739 , 0.065528 , 0.062984 , 0.080276 , 0.072935 , 0.066471 , 0.089856 , 0.063051 , 0.071761 , 0.065851 , 0.059356 , 0.05078 , 0.073848 , 0.053166 , 0.062053 , 0.064499 
 563 , 0.06594 , 0.0466 , 0.09024 , 0.084481 , 0.074841 , 0.06722 , 0.061617 , 0.071391 , 0.062721 , 0.080673 , 0.07367 , 0.068505 , 0.077921 , 0.081091 , 0.075932 , 0.064867 , 0.062248 , 0.079739 , 0.072106 , 0.065595 , 0.089319 , 0.062557 , 0.071185 , 0.065298 , 0.058768 , 0.050425 , 0.073331 , 0.052802 , 0.06152 , 0.063867 
 564 , 0.065416 , 0.046237 , 0.089244 , 0.083634 , 0.073955 , 0.066376 , 0.060978 , 0.070585 , 0.06201 , 0.079969 , 0.073012 , 0.067717 , 0.077644 , 0.080494 , 0.075054 , 0.064136 , 0.061533 , 0.079166 , 0.071177 , 0.064667 , 0.088761 , 0.061998 , 0.070573 , 0.064703 , 0.058152 , 0.050054 , 0.072759 , 0.052409 , 0.060941 , 0.063182 
 565 , 0.064851 , 0.045868 , 0.088151 , 0.082698 , 0.072988 , 0.065427 , 0.060263 , 0.069691 , 0.061308 , 0.079167 , 0.072291 , 0.06691 , 0.077366 , 0.079804 , 0.074123 , 0.063361 , 0.060833 , 0.078561 , 0.070159 , 0.063692 , 0.088169 , 0.061386 , 0.069949 , 0.064088 , 0.057512 , 0.049663 , 0.072141 , 0.051987 , 0.060329 , 0.062461 
 566 , 0.064281 , 0.045494 , 0.087058 , 0.081755 , 0.072015 , 0.064478 , 0.059551 , 0.068796 , 0.060602 , 0.078369 , 0.071561 , 0.066103 , 0.077085 , 0.079115 , 0.073185 , 0.062585 , 0.060131 , 0.077957 , 0.069142 , 0.062722 , 0.087577 , 0.060776 , 0.069321 , 0.063463 , 0.05687 , 0.049274 , 0.071525 , 0.051573 , 0.059713 , 0.061743 
 567 , 0.063706 , 0.045116 , 0.085925 , 0.080811 , 0.071011 , 0.063516 , 0.058841 , 0.067863 , 0.059875 , 0.077556 , 0.070821 , 0.065274 , 0.07679 , 0.07843 , 0.072247 , 0.061799 , 0.059388 , 0.077343 , 0.068107 , 0.061734 , 0.086976 , 0.06016 , 0.068689 , 0.062833 , 0.056222 , 0.048875 , 0.070904 , 0.051156 , 0.059097 , 0.061009 
 568 , 0.0631 , 0.044749 , 0.084645 , 0.079882 , 0.069859 , 0.06248 , 0.058142 , 0.066789 , 0.059074 , 0.076694 , 0.070012 , 0.064346 , 0.076405 , 0.077751 , 0.071275 , 0.060999 , 0.05849 , 0.076659 , 0.066984 , 0.06068 , 0.086333 , 0.059523 , 0.068023 , 0.062156 , 0.055533 , 0.048438 , 0.070237 , 0.050734 , 0.058472 , 0.06022 
 569 , 0.062491 , 0.044376 , 0.083362 , 0.078952 , 0.068707 , 0.061447 , 0.057436 , 0.065705 , 0.058269 , 0.075838 , 0.069194 , 0.063418 , 0.076026 , 0.077064 , 0.070302 , 0.060192 , 0.057582 , 0.075973 , 0.065857 , 0.059623 , 0.085685 , 0.058879 , 0.067358 , 0.061476 , 0.054838 , 0.047994 , 0.069563 , 0.050311 , 0.057841 , 0.05943 
 570 , 0.061883 , 0.043998 , 0.08207 , 0.078021 , 0.067546 , 0.060409 , 0.056727 , 0.064616 , 0.057461 , 0.074974 , 0.068379 , 0.062483 , 0.075644 , 0.076378 , 0.069329 , 0.05939 , 0.056675 , 0.075283 , 0.064732 , 0.058562 , 0.08503 , 0.058242 , 0.06669 , 0.060794 , 0.054146 , 0.047551 , 0.068892 , 0.049888 , 0.057211 , 0.058632 
 571 , 0.06128 , 0.04362 , 0.080879 , 0.077007 , 0.066507 , 0.059445 , 0.056123 , 0.063717 , 0.056702 , 0.0742 , 0.067659 , 0.061709 , 0.075363 , 0.075728 , 0.068371 , 0.058571 , 0.05581 , 0.074588 , 0.063642 , 0.057518 , 0.084445 , 0.057651 , 0.066073 , 0.060181 , 0.053495 , 0.047157 , 0.06829 , 0.049495 , 0.056609 , 0.057917 
 572 , 0.060673 , 0.043231 , 0.079701 , 0.07597 , 0.065485 , 0.058494 , 0.055533 , 0.062857 , 0.055953 , 0.073441 , 0.066956 , 0.060966 , 0.075108 , 0.075085 , 0.06741 , 0.057752 , 0.054947 , 0.073884 , 0.062564 , 0.056465 , 0.083875 , 0.057074 , 0.065473 , 0.059586 , 0.05286 , 0.046784 , 0.067704 , 0.049112 , 0.056016 , 0.057224 
 573 , 0.060066 , 0.042842 , 0.078519 , 0.074922 , 0.064451 , 0.057532 , 0.054945 , 0.06199 , 0.055202 , 0.072678 , 0.06625 , 0.060215 , 0.074848 , 0.074442 , 0.066449 , 0.056932 , 0.054083 , 0.07318 , 0.061477 , 0.055413 , 0.083303 , 0.056498 , 0.064862 , 0.058993 , 0.052222 , 0.046404 , 0.067117 , 0.048734 , 0.055425 , 0.056527 
 574 , 0.05952 , 0.0425 , 0.077334 , 0.073955 , 0.06346 , 0.056623 , 0.054309 , 0.061113 , 0.054485 , 0.071942 , 0.065513 , 0.059474 , 0.074556 , 0.073847 , 0.065535 , 0.056146 , 0.053295 , 0.072566 , 0.060501 , 0.054428 , 0.082771 , 0.055942 , 0.064282 , 0.058426 , 0.051628 , 0.046049 , 0.066567 , 0.048368 , 0.054854 , 0.05584 
 575 , 0.059056 , 0.042211 , 0.07616 , 0.073068 , 0.062531 , 0.055772 , 0.053632 , 0.060233 , 0.05379 , 0.071226 , 0.064744 , 0.058735 , 0.074222 , 0.073299 , 0.064676 , 0.055389 , 0.052596 , 0.072043 , 0.059647 , 0.053531 , 0.082276 , 0.055406 , 0.063736 , 0.057896 , 0.051087 , 0.045714 , 0.066073 , 0.048029 , 0.054319 , 0.055175 
 576 , 0.058591 , 0.041927 , 0.074976 , 0.072179 , 0.061595 , 0.054916 , 0.052952 , 0.059346 , 0.053098 , 0.070506 , 0.063978 , 0.057998 , 0.073885 , 0.072749 , 0.063816 , 0.054631 , 0.051901 , 0.071519 , 0.058787 , 0.052622 , 0.081784 , 0.054877 , 0.063184 , 0.057366 , 0.050541 , 0.045384 , 0.065578 , 0.047694 , 0.053775 , 0.054507 
 577 , 0.058123 , 0.041629 , 0.073844 , 0.071316 , 0.06069 , 0.054094 , 0.052294 , 0.058495 , 0.052416 , 0.069821 , 0.063247 , 0.057267 , 0.073567 , 0.0722 , 0.062969 , 0.0539 , 0.05121 , 0.07101 , 0.057945 , 0.051743 , 0.081302 , 0.054361 , 0.062652 , 0.05685 , 0.050021 , 0.045064 , 0.065092 , 0.047359 , 0.053255 , 0.053866 
 578 , 0.05766 , 0.041287 , 0.073021 , 0.070643 , 0.059978 , 0.053451 , 0.051764 , 0.057854 , 0.051786 , 0.069354 , 0.062733 , 0.05662 , 0.073325 , 0.071677 , 0.062218 , 0.053351 , 0.050613 , 0.070576 , 0.057207 , 0.051028 , 0.080909 , 0.053965 , 0.062229 , 0.05641 , 0.049606 , 0.044822 , 0.064691 , 0.047095 , 0.052842 , 0.053384 
 579 , 0.057191 , 0.040941 , 0.072196 , 0.069961 , 0.059256 , 0.052797 , 0.051227 , 0.057213 , 0.051156 , 0.068876 , 0.062213 , 0.055963 , 0.073088 , 0.07115 , 0.061464 , 0.052797 , 0.05001 , 0.070142 , 0.056464 , 0.050308 , 0.080511 , 0.053568 , 0.061805 , 0.055974 , 0.049201 , 0.044581 , 0.064294 , 0.046828 , 0.052428 , 0.052907 
 580 , 0.056722 , 0.04059 , 0.071357 , 0.069274 , 0.05853 , 0.052145 , 0.050687 , 0.056568 , 0.050517 , 0.068402 , 0.061693 , 0.055302 , 0.072848 , 0.070622 , 0.060701 , 0.052238 , 0.049404 , 0.069707 , 0.055713 , 0.04959 , 0.080116 , 0.05317 , 0.061386 , 0.055527 , 0.048784 , 0.044339 , 0.063891 , 0.046565 , 0.052013 , 0.05243 
 581 , 0.056327 , 0.040344 , 0.070686 , 0.06862 , 0.057912 , 0.051484 , 0.050259 , 0.055977 , 0.050024 , 0.067849 , 0.061235 , 0.054818 , 0.072664 , 0.070183 , 0.060082 , 0.051752 , 0.048909 , 0.069336 , 0.055031 , 0.04897 , 0.079748 , 0.052768 , 0.061 , 0.055146 , 0.048396 , 0.044083 , 0.063525 , 0.046308 , 0.051637 , 0.051981 
 582 , 0.05596 , 0.040116 , 0.07004 , 0.067977 , 0.057316 , 0.05081 , 0.049851 , 0.055399 , 0.049568 , 0.067269 , 0.06079 , 0.05437 , 0.072485 , 0.069762 , 0.059483 , 0.051278 , 0.04843 , 0.068984 , 0.054359 , 0.048365 , 0.079389 , 0.052361 , 0.060621 , 0.054773 , 0.048011 , 0.043819 , 0.063158 , 0.04604 , 0.051261 , 0.051534 
 583 , 0.055586 , 0.039881 , 0.069382 , 0.067327 , 0.056714 , 0.05013 , 0.049436 , 0.054805 , 0.0491 , 0.066676 , 0.060336 , 0.053916 , 0.072311 , 0.069339 , 0.058878 , 0.050797 , 0.04795 , 0.068623 , 0.053672 , 0.04775 , 0.079019 , 0.051947 , 0.060233 , 0.054398 , 0.04762 , 0.043547 , 0.062793 , 0.04577 , 0.050884 , 0.051079 
 584 , 0.055233 , 0.039663 , 0.06872 , 0.066777 , 0.056126 , 0.049556 , 0.049042 , 0.054243 , 0.048685 , 0.06616 , 0.05992 , 0.053507 , 0.072108 , 0.068963 , 0.058356 , 0.050379 , 0.047484 , 0.068292 , 0.053096 , 0.047202 , 0.078634 , 0.05158 , 0.059861 , 0.054037 , 0.047251 , 0.043306 , 0.062431 , 0.045508 , 0.050525 , 0.050655 
 585 , 0.054895 , 0.039462 , 0.06804 , 0.066362 , 0.055554 , 0.049116 , 0.048668 , 0.053708 , 0.048328 , 0.065742 , 0.059536 , 0.053142 , 0.071882 , 0.068656 , 0.057933 , 0.050033 , 0.047033 , 0.067992 , 0.05265 , 0.046731 , 0.078207 , 0.051269 , 0.059509 , 0.053676 , 0.046898 , 0.043105 , 0.062078 , 0.045252 , 0.05019 , 0.050265 
 586 , 0.054549 , 0.039253 , 0.067348 , 0.065933 , 0.054963 , 0.048658 , 0.048281 , 0.053155 , 0.047958 , 0.065309 , 0.059149 , 0.052773 , 0.071647 , 0.068332 , 0.057492 , 0.049674 , 0.046575 , 0.067681 , 0.052192 , 0.046247 , 0.077775 , 0.050944 , 0.059149 , 0.053311 , 0.046532 , 0.042901 , 0.06171 , 0.044994 , 0.049841 , 0.049868 
 587 , 0.054203 , 0.039046 , 0.066662 , 0.065487 , 0.054385 , 0.048201 , 0.047906 , 0.052615 , 0.047584 , 0.064876 , 0.058756 , 0.05239 , 0.071414 , 0.068013 , 0.05704 , 0.049311 , 0.046125 , 0.067359 , 0.05173 , 0.045761 , 0.07734 , 0.050625 , 0.058788 , 0.052948 , 0.046174 , 0.042693 , 0.061352 , 0.044731 , 0.049493 , 0.049467 
 588 , 0.053925 , 0.038832 , 0.066153 , 0.064953 , 0.054043 , 0.047776 , 0.04768 , 0.052254 , 0.047219 , 0.064482 , 0.058456 , 0.05204 , 0.071236 , 0.067733 , 0.05655 , 0.04896 , 0.045811 , 0.067058 , 0.051317 , 0.045339 , 0.077004 , 0.050358 , 0.058499 , 0.052672 , 0.045912 , 0.042511 , 0.061075 , 0.044514 , 0.049212 , 0.049147 
 589 , 0.053647 , 0.038621 , 0.065632 , 0.064412 , 0.05369 , 0.047341 , 0.047448 , 0.051881 , 0.046838 , 0.06408 , 0.058149 , 0.051683 , 0.07106 , 0.067447 , 0.056045 , 0.048599 , 0.045484 , 0.066751 , 0.05089 , 0.044906 , 0.076665 , 0.050087 , 0.058202 , 0.0524 , 0.04565 , 0.042331 , 0.060793 , 0.04429 , 0.048926 , 0.048813 
 590 , 0.053358 , 0.0384 , 0.065095 , 0.063848 , 0.053331 , 0.046895 , 0.047211 , 0.051501 , 0.046451 , 0.063672 , 0.057835 , 0.051309 , 0.070873 , 0.067154 , 0.05553 , 0.048227 , 0.045151 , 0.066432 , 0.050453 , 0.044467 , 0.076318 , 0.049805 , 0.0579 , 0.052117 , 0.045381 , 0.042139 , 0.060499 , 0.044065 , 0.048629 , 0.048473 
