  time  ,:01:47 A,:01:56 A,:02:04 A,:02:12 A,:02:20 A,:02:47 A,:02:53 A,:03:01 A,:03:09 A,:03:19 A,:03:47 A,:03:55 A,:04:03 A,:04:12 A,:04:22 A,:04:42 A,:04:49 A,:04:57 A,:05:06 A,:05:16 A,:06:05 A,:06:13 A,:06:21 A,:06:28 A,:06:36 A,:06:51 A,:07:02 A,:07:09 A,:07:18 A,:07:27 A,:07:56 A,:08:04 A,:08:12 A,:08:21 A,:08:29 A,:08:48 A,:08:55 A,:09:03 A,:09:12 A,:09:22 A,:09:59 A,:10:07 A,:10:16 A,:10:24 A,:10:34 A,:10:52 A,:11:04 A,:11:22 A,:11:32 A,:11:45 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 465 , 0.046215 , 0.029221 , 0.029267 , 0.03269 , 0.027252 , 0.032983 , 0.023685 , 0.030112 , 0.029643 , 0.020463 , 0.021226 , 0.037968 , 0.032184 , 0.027149 , 0.037669 , 0.016608 , 0.020772 , 0.026973 , 0.022195 , 0.0297 , 0.029953 , 0.0337 , 0.026164 , 0.042086 , 0.027947 , 0.028849 , 0.024035 , 0.025386 , 0.02169 , 0.019752 , 0.01786 , 0.0237 , 0.032581 , 0.028891 , 0.027231 , 0.046003 , 0.031958 , 0.029473 , 0.036421 , 0.030159 , 0.046452 , 0.021252 , 0.043132 , 0.042581 , 0.03705 , 0.031741 , 0.034731 , 0.026628 , 0.021164 , 0.027035 
 466 , 0.046052 , 0.029178 , 0.029244 , 0.032637 , 0.027087 , 0.032893 , 0.023602 , 0.02991 , 0.029572 , 0.020359 , 0.021097 , 0.037735 , 0.03196 , 0.02699 , 0.037479 , 0.016562 , 0.020635 , 0.02682 , 0.022055 , 0.029557 , 0.029859 , 0.03359 , 0.026134 , 0.041932 , 0.027861 , 0.028752 , 0.023951 , 0.025334 , 0.021619 , 0.019698 , 0.017802 , 0.023587 , 0.032396 , 0.028778 , 0.027159 , 0.045724 , 0.031812 , 0.029331 , 0.036239 , 0.030059 , 0.04637 , 0.021204 , 0.042972 , 0.042485 , 0.036931 , 0.031683 , 0.034645 , 0.02658 , 0.021148 , 0.026949 
 467 , 0.04589 , 0.029092 , 0.029137 , 0.032541 , 0.027035 , 0.032786 , 0.023509 , 0.029847 , 0.029398 , 0.020279 , 0.021003 , 0.037618 , 0.031847 , 0.026841 , 0.037312 , 0.016447 , 0.020549 , 0.026673 , 0.021907 , 0.029423 , 0.02978 , 0.033521 , 0.026045 , 0.041767 , 0.02778 , 0.028688 , 0.023882 , 0.025259 , 0.021519 , 0.01959 , 0.017707 , 0.023463 , 0.032266 , 0.028663 , 0.027091 , 0.045497 , 0.031684 , 0.029209 , 0.036098 , 0.029939 , 0.046298 , 0.021116 , 0.042849 , 0.0424 , 0.036858 , 0.031572 , 0.034572 , 0.026535 , 0.02106 , 0.026887 
 468 , 0.045732 , 0.02899 , 0.02901 , 0.032443 , 0.027006 , 0.032667 , 0.02341 , 0.029813 , 0.029198 , 0.020211 , 0.020913 , 0.037524 , 0.031756 , 0.026696 , 0.037152 , 0.016316 , 0.020481 , 0.026528 , 0.021752 , 0.02929 , 0.029702 , 0.033465 , 0.025943 , 0.041603 , 0.027703 , 0.028628 , 0.023817 , 0.02517 , 0.021407 , 0.019469 , 0.017607 , 0.023339 , 0.032153 , 0.028542 , 0.027021 , 0.045275 , 0.031553 , 0.029086 , 0.035957 , 0.029808 , 0.046236 , 0.02102 , 0.042737 , 0.042315 , 0.036796 , 0.031441 , 0.034503 , 0.026492 , 0.020959 , 0.026828 
 469 , 0.045569 , 0.028883 , 0.028883 , 0.032339 , 0.026982 , 0.032552 , 0.023312 , 0.02978 , 0.028994 , 0.020144 , 0.020823 , 0.037434 , 0.031665 , 0.026551 , 0.036988 , 0.016185 , 0.020407 , 0.026384 , 0.021599 , 0.029151 , 0.029623 , 0.033404 , 0.025841 , 0.041438 , 0.027625 , 0.028568 , 0.023753 , 0.025086 , 0.021289 , 0.019343 , 0.017508 , 0.02321 , 0.03204 , 0.028421 , 0.026951 , 0.045057 , 0.031422 , 0.028964 , 0.035822 , 0.029678 , 0.046172 , 0.020924 , 0.042624 , 0.042234 , 0.036729 , 0.031316 , 0.034428 , 0.026444 , 0.020858 , 0.026774 
 470 , 0.045556 , 0.028865 , 0.02884 , 0.032279 , 0.026999 , 0.032552 , 0.023256 , 0.029785 , 0.028916 , 0.0201 , 0.020783 , 0.037392 , 0.031591 , 0.026447 , 0.036932 , 0.01615 , 0.020378 , 0.026311 , 0.021531 , 0.029077 , 0.029588 , 0.033402 , 0.02581 , 0.041378 , 0.027595 , 0.028582 , 0.023736 , 0.025056 , 0.021253 , 0.01927 , 0.017439 , 0.023155 , 0.032001 , 0.028374 , 0.026913 , 0.044934 , 0.031353 , 0.0289 , 0.035749 , 0.029608 , 0.046198 , 0.020889 , 0.042597 , 0.042233 , 0.036715 , 0.031267 , 0.034413 , 0.026417 , 0.020818 , 0.026761 
 471 , 0.045718 , 0.028941 , 0.028901 , 0.032262 , 0.027068 , 0.032697 , 0.023236 , 0.029822 , 0.028997 , 0.020097 , 0.020806 , 0.037415 , 0.031528 , 0.0264 , 0.037016 , 0.016225 , 0.020396 , 0.026339 , 0.021565 , 0.029073 , 0.02962 , 0.033462 , 0.025868 , 0.04144 , 0.027615 , 0.028673 , 0.023778 , 0.025099 , 0.021302 , 0.019257 , 0.017414 , 0.02318 , 0.032044 , 0.028415 , 0.026906 , 0.044923 , 0.031351 , 0.028911 , 0.03575 , 0.029609 , 0.04634 , 0.020928 , 0.04268 , 0.042326 , 0.036752 , 0.03131 , 0.034464 , 0.026395 , 0.020857 , 0.0268 
 472 , 0.04588 , 0.029012 , 0.028957 , 0.032245 , 0.027133 , 0.032843 , 0.023221 , 0.029864 , 0.029073 , 0.02009 , 0.02083 , 0.037433 , 0.03147 , 0.026347 , 0.037099 , 0.016305 , 0.020414 , 0.026363 , 0.021605 , 0.029073 , 0.029651 , 0.033522 , 0.025927 , 0.041497 , 0.027634 , 0.028769 , 0.023819 , 0.025141 , 0.021351 , 0.019249 , 0.017389 , 0.023201 , 0.032093 , 0.028455 , 0.0269 , 0.044917 , 0.031353 , 0.028921 , 0.035751 , 0.02961 , 0.046483 , 0.020966 , 0.042759 , 0.042419 , 0.03679 , 0.031358 , 0.034515 , 0.026378 , 0.020895 , 0.026839 
 473 , 0.046038 , 0.029096 , 0.02902 , 0.03224 , 0.0272 , 0.032981 , 0.023219 , 0.029908 , 0.029157 , 0.020091 , 0.020846 , 0.037453 , 0.031419 , 0.026302 , 0.037184 , 0.016374 , 0.020425 , 0.026389 , 0.021637 , 0.029076 , 0.029695 , 0.033594 , 0.025988 , 0.041566 , 0.027667 , 0.028868 , 0.023858 , 0.025187 , 0.021399 , 0.019244 , 0.017368 , 0.02323 , 0.032139 , 0.028498 , 0.026906 , 0.044917 , 0.031358 , 0.028934 , 0.035754 , 0.029619 , 0.046637 , 0.021008 , 0.042844 , 0.042519 , 0.036845 , 0.031414 , 0.034578 , 0.026379 , 0.020937 , 0.026886 
 474 , 0.046192 , 0.029257 , 0.029145 , 0.032372 , 0.027274 , 0.033053 , 0.02335 , 0.029994 , 0.029302 , 0.020123 , 0.020809 , 0.03748 , 0.031488 , 0.026329 , 0.037282 , 0.016372 , 0.020387 , 0.026481 , 0.021678 , 0.02914 , 0.029826 , 0.033755 , 0.026075 , 0.041679 , 0.027788 , 0.028967 , 0.02393 , 0.025272 , 0.021475 , 0.019325 , 0.017409 , 0.023269 , 0.032205 , 0.028565 , 0.02699 , 0.044998 , 0.031452 , 0.029002 , 0.035798 , 0.029709 , 0.046868 , 0.021094 , 0.04298 , 0.042716 , 0.037028 , 0.031544 , 0.034715 , 0.026573 , 0.021038 , 0.02703 
 475 , 0.046344 , 0.029415 , 0.029267 , 0.032503 , 0.027351 , 0.03313 , 0.023488 , 0.030077 , 0.029445 , 0.020155 , 0.020772 , 0.037507 , 0.03155 , 0.026357 , 0.03738 , 0.016364 , 0.020349 , 0.026576 , 0.021715 , 0.029201 , 0.02996 , 0.03392 , 0.026164 , 0.041798 , 0.027911 , 0.029073 , 0.023998 , 0.025363 , 0.021552 , 0.019401 , 0.017449 , 0.02331 , 0.032269 , 0.02863 , 0.027071 , 0.04508 , 0.03155 , 0.029063 , 0.035841 , 0.029797 , 0.047103 , 0.021185 , 0.043118 , 0.042909 , 0.037217 , 0.031672 , 0.034857 , 0.02677 , 0.021139 , 0.027178 
 476 , 0.046501 , 0.029568 , 0.02939 , 0.032634 , 0.027427 , 0.033206 , 0.023621 , 0.030156 , 0.029589 , 0.020187 , 0.020734 , 0.037534 , 0.031612 , 0.02638 , 0.037478 , 0.01636 , 0.020315 , 0.026666 , 0.021751 , 0.029262 , 0.030095 , 0.034085 , 0.026252 , 0.041913 , 0.02803 , 0.029175 , 0.024071 , 0.02545 , 0.021628 , 0.019482 , 0.01749 , 0.023355 , 0.032333 , 0.028695 , 0.027157 , 0.045157 , 0.031643 , 0.029129 , 0.035889 , 0.02989 , 0.047334 , 0.021271 , 0.043251 , 0.043103 , 0.037401 , 0.031801 , 0.034995 , 0.026963 , 0.02124 , 0.027325 
 477 , 0.046692 , 0.02968 , 0.029429 , 0.032697 , 0.027498 , 0.033296 , 0.023676 , 0.030259 , 0.02967 , 0.020239 , 0.020772 , 0.037615 , 0.031632 , 0.026437 , 0.037579 , 0.016331 , 0.020372 , 0.026724 , 0.021791 , 0.029337 , 0.030177 , 0.034213 , 0.02633 , 0.042051 , 0.028128 , 0.02928 , 0.024122 , 0.0255 , 0.021673 , 0.019527 , 0.017524 , 0.023405 , 0.032369 , 0.028753 , 0.027236 , 0.045242 , 0.031714 , 0.029193 , 0.03596 , 0.029962 , 0.047563 , 0.021315 , 0.043377 , 0.043275 , 0.037533 , 0.031877 , 0.035115 , 0.027073 , 0.021299 , 0.0274 
 478 , 0.046905 , 0.029771 , 0.029442 , 0.032744 , 0.027563 , 0.033391 , 0.023702 , 0.030367 , 0.029725 , 0.020297 , 0.020831 , 0.037714 , 0.031635 , 0.02651 , 0.037684 , 0.016292 , 0.020472 , 0.026772 , 0.021833 , 0.029422 , 0.030233 , 0.034325 , 0.026397 , 0.042192 , 0.02822 , 0.029386 , 0.024169 , 0.02553 , 0.021704 , 0.019558 , 0.01755 , 0.023455 , 0.03239 , 0.028801 , 0.027317 , 0.045324 , 0.031779 , 0.029252 , 0.03604 , 0.030033 , 0.047783 , 0.02134 , 0.043501 , 0.043429 , 0.037632 , 0.031938 , 0.035229 , 0.027152 , 0.021335 , 0.02745 
 479 , 0.047114 , 0.029857 , 0.029456 , 0.032786 , 0.027634 , 0.033486 , 0.023727 , 0.030475 , 0.029785 , 0.020361 , 0.020896 , 0.037814 , 0.031638 , 0.026578 , 0.037783 , 0.016254 , 0.020567 , 0.02682 , 0.021874 , 0.029507 , 0.030294 , 0.034443 , 0.02647 , 0.042338 , 0.028308 , 0.029497 , 0.024216 , 0.025564 , 0.02174 , 0.019594 , 0.017582 , 0.023511 , 0.032415 , 0.028853 , 0.027392 , 0.045406 , 0.031844 , 0.029311 , 0.036126 , 0.030104 , 0.04801 , 0.02137 , 0.04362 , 0.043584 , 0.037737 , 0.031993 , 0.035344 , 0.027232 , 0.021375 , 0.0275 
 480 , 0.047236 , 0.029943 , 0.029464 , 0.032837 , 0.027653 , 0.033564 , 0.023755 , 0.030516 , 0.029809 , 0.020392 , 0.020944 , 0.03786 , 0.031625 , 0.026596 , 0.037839 , 0.01624 , 0.020593 , 0.026813 , 0.021867 , 0.029536 , 0.030325 , 0.034513 , 0.026524 , 0.042414 , 0.028355 , 0.029577 , 0.02425 , 0.02558 , 0.021753 , 0.019608 , 0.017576 , 0.023512 , 0.032419 , 0.028881 , 0.027437 , 0.045425 , 0.031872 , 0.02934 , 0.036173 , 0.030134 , 0.048159 , 0.021392 , 0.043708 , 0.043693 , 0.037803 , 0.032006 , 0.03541 , 0.027303 , 0.021408 , 0.027524 
 481 , 0.047208 , 0.030006 , 0.02948 , 0.032906 , 0.027579 , 0.033612 , 0.023792 , 0.030438 , 0.029779 , 0.020387 , 0.020969 , 0.037816 , 0.031577 , 0.026523 , 0.037816 , 0.016275 , 0.02049 , 0.026713 , 0.021773 , 0.029465 , 0.03031 , 0.034509 , 0.026538 , 0.042365 , 0.028326 , 0.029624 , 0.024266 , 0.02558 , 0.021742 , 0.019593 , 0.017502 , 0.023426 , 0.032401 , 0.028882 , 0.027435 , 0.045343 , 0.03184 , 0.02931 , 0.036162 , 0.030114 , 0.048198 , 0.021412 , 0.043746 , 0.04372 , 0.037806 , 0.031958 , 0.035405 , 0.027352 , 0.021433 , 0.027507 
 482 , 0.047181 , 0.030073 , 0.029491 , 0.032981 , 0.02751 , 0.033655 , 0.023835 , 0.030361 , 0.029754 , 0.020376 , 0.020999 , 0.037767 , 0.031535 , 0.026455 , 0.037793 , 0.01631 , 0.020392 , 0.026609 , 0.021678 , 0.029393 , 0.030289 , 0.034509 , 0.026558 , 0.042322 , 0.028292 , 0.029666 , 0.024288 , 0.025575 , 0.021725 , 0.019578 , 0.017427 , 0.023346 , 0.032379 , 0.028879 , 0.027427 , 0.045261 , 0.031802 , 0.029285 , 0.036156 , 0.030093 , 0.048236 , 0.021431 , 0.043789 , 0.043753 , 0.037808 , 0.03191 , 0.0354 , 0.027402 , 0.021457 , 0.027489 
 483 , 0.047153 , 0.03014 , 0.029502 , 0.03305 , 0.027435 , 0.033703 , 0.023872 , 0.030289 , 0.029723 , 0.020366 , 0.021024 , 0.037724 , 0.031487 , 0.026381 , 0.03777 , 0.016345 , 0.020294 , 0.026505 , 0.021589 , 0.029327 , 0.030268 , 0.034505 , 0.026577 , 0.042279 , 0.028263 , 0.029708 , 0.024304 , 0.025574 , 0.021708 , 0.019564 , 0.017353 , 0.02326 , 0.032356 , 0.02888 , 0.02742 , 0.045179 , 0.03177 , 0.029255 , 0.036145 , 0.030073 , 0.048269 , 0.021451 , 0.043827 , 0.04378 , 0.037811 , 0.031857 , 0.035389 , 0.027451 , 0.021487 , 0.027471 
 484 , 0.047136 , 0.030158 , 0.029552 , 0.033048 , 0.027514 , 0.033721 , 0.023822 , 0.030373 , 0.029706 , 0.02029 , 0.020983 , 0.037746 , 0.031523 , 0.026364 , 0.037756 , 0.016347 , 0.020331 , 0.026507 , 0.021594 , 0.029331 , 0.030266 , 0.034512 , 0.02659 , 0.042326 , 0.02834 , 0.029752 , 0.024336 , 0.02564 , 0.021722 , 0.019556 , 0.017369 , 0.023263 , 0.032376 , 0.028874 , 0.027432 , 0.045144 , 0.03177 , 0.029254 , 0.036119 , 0.03006 , 0.048384 , 0.021466 , 0.043907 , 0.043815 , 0.037844 , 0.031888 , 0.035389 , 0.027488 , 0.021502 , 0.027468 
 485 , 0.047123 , 0.030176 , 0.029602 , 0.033042 , 0.027593 , 0.033739 , 0.023779 , 0.030463 , 0.029689 , 0.020212 , 0.020939 , 0.037768 , 0.031555 , 0.026347 , 0.037747 , 0.016352 , 0.02037 , 0.026506 , 0.021606 , 0.029336 , 0.030263 , 0.034518 , 0.026598 , 0.042366 , 0.028418 , 0.029792 , 0.024364 , 0.025707 , 0.021739 , 0.01955 , 0.017382 , 0.023261 , 0.032386 , 0.028869 , 0.027434 , 0.045108 , 0.031765 , 0.029254 , 0.036087 , 0.030048 , 0.048496 , 0.021483 , 0.043986 , 0.043852 , 0.037881 , 0.031914 , 0.035384 , 0.027521 , 0.021524 , 0.027465 
 486 , 0.047108 , 0.030194 , 0.029652 , 0.03304 , 0.027671 , 0.033762 , 0.023731 , 0.030548 , 0.029667 , 0.020128 , 0.020901 , 0.037794 , 0.031586 , 0.026331 , 0.037733 , 0.016351 , 0.020409 , 0.02651 , 0.021612 , 0.02934 , 0.030256 , 0.034524 , 0.026607 , 0.042405 , 0.028495 , 0.029831 , 0.024391 , 0.025773 , 0.021755 , 0.019539 , 0.0174 , 0.023265 , 0.0324 , 0.028864 , 0.027441 , 0.045072 , 0.031766 , 0.029253 , 0.036059 , 0.030036 , 0.048608 , 0.021499 , 0.044063 , 0.043889 , 0.037912 , 0.03194 , 0.035379 , 0.027554 , 0.02154 , 0.027456 
 487 , 0.047305 , 0.030325 , 0.029778 , 0.033116 , 0.02783 , 0.03394 , 0.023765 , 0.030693 , 0.029778 , 0.020165 , 0.020932 , 0.037866 , 0.031649 , 0.026332 , 0.037882 , 0.016412 , 0.020513 , 0.026613 , 0.021689 , 0.029435 , 0.030371 , 0.03466 , 0.026715 , 0.042539 , 0.028622 , 0.029946 , 0.024501 , 0.025882 , 0.021832 , 0.019603 , 0.01745 , 0.02334 , 0.032498 , 0.028975 , 0.027538 , 0.045162 , 0.031864 , 0.029338 , 0.036159 , 0.030146 , 0.048839 , 0.021571 , 0.044257 , 0.044084 , 0.038081 , 0.032073 , 0.035545 , 0.027686 , 0.021612 , 0.027574 
 488 , 0.047602 , 0.03052 , 0.029947 , 0.033233 , 0.028027 , 0.034206 , 0.023829 , 0.030863 , 0.029947 , 0.020251 , 0.021004 , 0.037968 , 0.031718 , 0.026348 , 0.038112 , 0.016504 , 0.020656 , 0.026773 , 0.021797 , 0.029578 , 0.030546 , 0.034866 , 0.02687 , 0.042724 , 0.028774 , 0.03009 , 0.024654 , 0.026005 , 0.02194 , 0.019703 , 0.017512 , 0.023461 , 0.032634 , 0.029148 , 0.027684 , 0.045324 , 0.032015 , 0.029471 , 0.036325 , 0.03032 , 0.049138 , 0.021674 , 0.0445 , 0.044357 , 0.038306 , 0.032261 , 0.035793 , 0.027863 , 0.021715 , 0.027756 
 489 , 0.047906 , 0.03071 , 0.030116 , 0.033355 , 0.028225 , 0.034467 , 0.023899 , 0.031033 , 0.030116 , 0.020342 , 0.02107 , 0.03807 , 0.031792 , 0.026364 , 0.038342 , 0.016601 , 0.020793 , 0.026928 , 0.02191 , 0.029721 , 0.030721 , 0.035067 , 0.027025 , 0.042903 , 0.028922 , 0.030234 , 0.024801 , 0.026129 , 0.022044 , 0.019799 , 0.01758 , 0.023576 , 0.032771 , 0.029316 , 0.027825 , 0.045481 , 0.032161 , 0.029598 , 0.036497 , 0.030495 , 0.049433 , 0.021772 , 0.044749 , 0.044636 , 0.038537 , 0.032448 , 0.036036 , 0.028045 , 0.021813 , 0.027933 
 490 , 0.04828 , 0.030989 , 0.030342 , 0.033555 , 0.028464 , 0.034766 , 0.02405 , 0.031256 , 0.030352 , 0.020468 , 0.021191 , 0.038246 , 0.031918 , 0.026457 , 0.038621 , 0.016706 , 0.02094 , 0.027124 , 0.022059 , 0.029921 , 0.030938 , 0.035336 , 0.027227 , 0.043183 , 0.029141 , 0.030445 , 0.02501 , 0.026308 , 0.022197 , 0.019944 , 0.017681 , 0.023742 , 0.03298 , 0.029536 , 0.028022 , 0.045719 , 0.032364 , 0.029798 , 0.036732 , 0.030727 , 0.04983 , 0.021925 , 0.045072 , 0.04498 , 0.038831 , 0.032703 , 0.036347 , 0.028269 , 0.021961 , 0.028166 
 491 , 0.048828 , 0.031469 , 0.0307 , 0.033961 , 0.028797 , 0.035142 , 0.024406 , 0.031593 , 0.030731 , 0.020677 , 0.021419 , 0.038609 , 0.032176 , 0.026733 , 0.039011 , 0.016844 , 0.021094 , 0.027404 , 0.022307 , 0.030262 , 0.031273 , 0.035766 , 0.027528 , 0.04369 , 0.029519 , 0.030824 , 0.02535 , 0.026614 , 0.022456 , 0.020202 , 0.017855 , 0.024004 , 0.033378 , 0.02987 , 0.028348 , 0.046146 , 0.032697 , 0.030153 , 0.037128 , 0.031087 , 0.050453 , 0.022204 , 0.045589 , 0.045491 , 0.039279 , 0.033115 , 0.036808 , 0.028606 , 0.022219 , 0.028533 
 492 , 0.049379 , 0.031951 , 0.031054 , 0.034363 , 0.029131 , 0.035514 , 0.024754 , 0.031931 , 0.031106 , 0.020886 , 0.021648 , 0.038967 , 0.032434 , 0.027015 , 0.039397 , 0.016982 , 0.021254 , 0.027684 , 0.022556 , 0.030603 , 0.031609 , 0.036193 , 0.027829 , 0.044189 , 0.029893 , 0.0312 , 0.025693 , 0.026922 , 0.022711 , 0.020456 , 0.018034 , 0.024272 , 0.033777 , 0.030199 , 0.028669 , 0.046574 , 0.033025 , 0.030515 , 0.03752 , 0.031448 , 0.05108 , 0.022483 , 0.046102 , 0.046003 , 0.039724 , 0.033523 , 0.037266 , 0.028939 , 0.022478 , 0.028903 
 493 , 0.049927 , 0.032426 , 0.03141 , 0.034766 , 0.029461 , 0.035887 , 0.025104 , 0.032265 , 0.031483 , 0.021091 , 0.021878 , 0.039321 , 0.032692 , 0.027293 , 0.039785 , 0.01712 , 0.021409 , 0.02796 , 0.022806 , 0.030946 , 0.031942 , 0.036616 , 0.028127 , 0.044694 , 0.030269 , 0.031572 , 0.026037 , 0.027225 , 0.022967 , 0.020711 , 0.018214 , 0.024536 , 0.034172 , 0.030529 , 0.028992 , 0.047003 , 0.033359 , 0.030868 , 0.037914 , 0.031811 , 0.051699 , 0.022759 , 0.046612 , 0.046508 , 0.040166 , 0.033927 , 0.037721 , 0.029268 , 0.022738 , 0.029273 
 494 , 0.050484 , 0.032849 , 0.031785 , 0.035128 , 0.029809 , 0.03637 , 0.025407 , 0.032597 , 0.031806 , 0.021382 , 0.022126 , 0.039677 , 0.033027 , 0.027566 , 0.040191 , 0.017326 , 0.021723 , 0.028336 , 0.023059 , 0.031308 , 0.032367 , 0.037109 , 0.028504 , 0.045133 , 0.030658 , 0.031952 , 0.026355 , 0.027571 , 0.023263 , 0.020968 , 0.018421 , 0.024836 , 0.034578 , 0.030862 , 0.02929 , 0.047418 , 0.033719 , 0.031266 , 0.038288 , 0.032188 , 0.052302 , 0.023028 , 0.047166 , 0.047035 , 0.040631 , 0.034342 , 0.038178 , 0.029657 , 0.023022 , 0.029605 
 495 , 0.05104 , 0.033267 , 0.03216 , 0.035495 , 0.030153 , 0.036865 , 0.025702 , 0.032924 , 0.032129 , 0.021677 , 0.022378 , 0.040031 , 0.033367 , 0.027841 , 0.040599 , 0.017537 , 0.022041 , 0.02872 , 0.02331 , 0.03167 , 0.032792 , 0.037607 , 0.028884 , 0.045572 , 0.031054 , 0.032339 , 0.026671 , 0.02792 , 0.023563 , 0.02123 , 0.018632 , 0.025138 , 0.034989 , 0.031196 , 0.02959 , 0.047843 , 0.034078 , 0.03167 , 0.038661 , 0.032571 , 0.0529 , 0.023289 , 0.047727 , 0.047564 , 0.041095 , 0.034757 , 0.038629 , 0.030048 , 0.02331 , 0.029937 
 496 , 0.0516 , 0.033682 , 0.032538 , 0.035858 , 0.030505 , 0.037357 , 0.026004 , 0.033253 , 0.032448 , 0.021974 , 0.022631 , 0.040385 , 0.033703 , 0.028117 , 0.04101 , 0.017749 , 0.022361 , 0.029102 , 0.023563 , 0.032035 , 0.033221 , 0.038108 , 0.029266 , 0.046009 , 0.031447 , 0.032723 , 0.026989 , 0.02827 , 0.023859 , 0.021487 , 0.018845 , 0.025437 , 0.035397 , 0.031532 , 0.029885 , 0.048259 , 0.034439 , 0.032072 , 0.039035 , 0.032951 , 0.053496 , 0.023558 , 0.048285 , 0.04809 , 0.041555 , 0.03518 , 0.039083 , 0.030436 , 0.023595 , 0.030266 
 497 , 0.052128 , 0.034167 , 0.032966 , 0.036225 , 0.030844 , 0.037868 , 0.026309 , 0.033604 , 0.032811 , 0.022284 , 0.022895 , 0.040723 , 0.033965 , 0.028345 , 0.041409 , 0.017982 , 0.022651 , 0.02943 , 0.02381 , 0.032429 , 0.03363 , 0.03858 , 0.029626 , 0.046444 , 0.031892 , 0.033125 , 0.027351 , 0.028622 , 0.024182 , 0.021773 , 0.019083 , 0.025772 , 0.035794 , 0.031897 , 0.03019 , 0.048624 , 0.034805 , 0.032508 , 0.039436 , 0.033338 , 0.054042 , 0.023858 , 0.048816 , 0.048614 , 0.042031 , 0.035619 , 0.039553 , 0.030812 , 0.023889 , 0.030599 
 498 , 0.052637 , 0.034692 , 0.033429 , 0.036594 , 0.031179 , 0.038396 , 0.026617 , 0.033972 , 0.033205 , 0.022604 , 0.023174 , 0.04105 , 0.034169 , 0.028546 , 0.041802 , 0.018228 , 0.022913 , 0.029714 , 0.024053 , 0.032832 , 0.034015 , 0.039036 , 0.029964 , 0.046881 , 0.032373 , 0.033535 , 0.027742 , 0.028973 , 0.024512 , 0.022076 , 0.019342 , 0.026127 , 0.036184 , 0.032277 , 0.030492 , 0.048938 , 0.035177 , 0.032965 , 0.039862 , 0.033727 , 0.054551 , 0.024181 , 0.049322 , 0.049136 , 0.042511 , 0.036072 , 0.040032 , 0.031179 , 0.024187 , 0.03094 
 499 , 0.053143 , 0.035213 , 0.033894 , 0.03696 , 0.031516 , 0.038926 , 0.026921 , 0.034337 , 0.0336 , 0.02292 , 0.023449 , 0.041373 , 0.034374 , 0.028743 , 0.042191 , 0.01848 , 0.023171 , 0.029999 , 0.024298 , 0.033231 , 0.034406 , 0.039487 , 0.030303 , 0.047314 , 0.032852 , 0.033947 , 0.028129 , 0.02932 , 0.024848 , 0.02238 , 0.019602 , 0.026483 , 0.036575 , 0.032659 , 0.030795 , 0.049259 , 0.035544 , 0.033418 , 0.040283 , 0.034118 , 0.055056 , 0.024507 , 0.049831 , 0.049654 , 0.042992 , 0.036527 , 0.040508 , 0.031543 , 0.024485 , 0.031276 
 500 , 0.053695 , 0.03578 , 0.034393 , 0.03736 , 0.031908 , 0.039486 , 0.027276 , 0.034752 , 0.034018 , 0.023254 , 0.023725 , 0.041736 , 0.034618 , 0.028963 , 0.042603 , 0.018734 , 0.023468 , 0.030334 , 0.024577 , 0.033676 , 0.034838 , 0.039979 , 0.030671 , 0.047798 , 0.03337 , 0.034393 , 0.028572 , 0.029713 , 0.025225 , 0.022718 , 0.01988 , 0.026858 , 0.037012 , 0.033081 , 0.031126 , 0.049619 , 0.035957 , 0.033906 , 0.040745 , 0.034559 , 0.055639 , 0.024844 , 0.050374 , 0.050219 , 0.043503 , 0.037028 , 0.041034 , 0.031951 , 0.024812 , 0.031662 
 501 , 0.054406 , 0.036486 , 0.035028 , 0.037884 , 0.0325 , 0.04017 , 0.027789 , 0.035302 , 0.034539 , 0.023653 , 0.023987 , 0.042213 , 0.034996 , 0.029241 , 0.043095 , 0.019028 , 0.023879 , 0.030855 , 0.024982 , 0.034254 , 0.035415 , 0.040616 , 0.031156 , 0.048425 , 0.034033 , 0.034974 , 0.029177 , 0.030236 , 0.025756 , 0.023175 , 0.020227 , 0.027316 , 0.03762 , 0.03363 , 0.031548 , 0.050136 , 0.036518 , 0.034506 , 0.041358 , 0.035195 , 0.056476 , 0.025229 , 0.051082 , 0.050942 , 0.044139 , 0.03769 , 0.041713 , 0.032511 , 0.025218 , 0.032232 
