  time  ,:01:47 A,:01:56 A,:02:04 A,:02:12 A,:02:20 A,:02:47 A,:02:53 A,:03:01 A,:03:09 A,:03:19 A,:03:47 A,:03:55 A,:04:03 A,:04:12 A,:04:22 A,:04:42 A,:04:49 A,:04:57 A,:05:06 A,:05:16 A,:06:05 A,:06:13 A,:06:21 A,:06:28 A,:06:36 A,:06:51 A,:07:02 A,:07:09 A,:07:18 A,:07:27 A,:07:56 A,:08:04 A,:08:12 A,:08:21 A,:08:29 A,:08:48 A,:08:55 A,:09:03 A,:09:12 A,:09:22 A,:09:59 A,:10:07 A,:10:16 A,:10:24 A,:10:34 A,:10:52 A,:11:04 A,:11:22 A,:11:32 A,:11:45 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 934 , 0.366036 , 0.492141 , 0.412573 , 0.258591 , 0.300716 , 0.482796 , 0.310326 , 0.294421 , 0.382905 , 0.312111 , 0.221326 , 0.168592 , 0.164425 , 0.116508 , 0.221566 , 0.187461 , 0.192462 , 0.276037 , 0.230604 , 0.365668 , 0.440953 , 0.386893 , 0.291776 , 0.286806 , 0.463105 , 0.350235 , 0.48571 , 0.342068 , 0.374504 , 0.283363 , 0.283639 , 0.336368 , 0.406541 , 0.435449 , 0.224253 , 0.196057 , 0.255849 , 0.377278 , 0.399472 , 0.37081 , 0.363502 , 0.203574 , 0.414052 , 0.348818 , 0.390274 , 0.464356 , 0.634887 , 0.435608 , 0.284051 , 0.380266 
 935 , 0.365165 , 0.490378 , 0.410343 , 0.257149 , 0.295673 , 0.482422 , 0.307234 , 0.292154 , 0.382825 , 0.310845 , 0.220211 , 0.165336 , 0.161046 , 0.114788 , 0.219076 , 0.185718 , 0.189527 , 0.272803 , 0.227643 , 0.36456 , 0.438725 , 0.386418 , 0.289358 , 0.284802 , 0.462163 , 0.34861 , 0.484169 , 0.3409 , 0.373066 , 0.281988 , 0.281704 , 0.335116 , 0.404288 , 0.433725 , 0.223322 , 0.19415 , 0.253846 , 0.375214 , 0.39809 , 0.368628 , 0.362523 , 0.201804 , 0.412794 , 0.346752 , 0.388887 , 0.462052 , 0.634709 , 0.433176 , 0.282185 , 0.377819 
 936 , 0.363974 , 0.489034 , 0.408812 , 0.256112 , 0.291507 , 0.481891 , 0.304967 , 0.289874 , 0.382797 , 0.309548 , 0.219285 , 0.162785 , 0.158492 , 0.113697 , 0.217047 , 0.184103 , 0.187063 , 0.270299 , 0.22529 , 0.363412 , 0.436515 , 0.386265 , 0.287251 , 0.283093 , 0.461808 , 0.34698 , 0.482655 , 0.339745 , 0.371729 , 0.280487 , 0.279986 , 0.333826 , 0.402183 , 0.432234 , 0.221908 , 0.192261 , 0.251953 , 0.373147 , 0.396887 , 0.366732 , 0.361675 , 0.200028 , 0.41154 , 0.34498 , 0.387635 , 0.459796 , 0.635117 , 0.431054 , 0.280328 , 0.376107 
 937 , 0.362296 , 0.489302 , 0.410102 , 0.256555 , 0.29158 , 0.481188 , 0.305867 , 0.288443 , 0.382939 , 0.308388 , 0.219098 , 0.163191 , 0.159227 , 0.114858 , 0.217058 , 0.183317 , 0.186794 , 0.270644 , 0.225494 , 0.362672 , 0.435364 , 0.387084 , 0.286883 , 0.28275 , 0.463154 , 0.34591 , 0.481803 , 0.339009 , 0.37112 , 0.279016 , 0.279491 , 0.332883 , 0.40146 , 0.431864 , 0.219462 , 0.191138 , 0.251027 , 0.371982 , 0.396588 , 0.366576 , 0.36144 , 0.198754 , 0.410782 , 0.344773 , 0.387237 , 0.458423 , 0.636229 , 0.430604 , 0.279063 , 0.376912 
 938 , 0.360793 , 0.489308 , 0.412034 , 0.256467 , 0.293237 , 0.481012 , 0.306818 , 0.287787 , 0.382921 , 0.306321 , 0.218228 , 0.16375 , 0.159939 , 0.116274 , 0.217122 , 0.182115 , 0.18671 , 0.2703 , 0.225751 , 0.362707 , 0.435708 , 0.387751 , 0.287336 , 0.282085 , 0.463532 , 0.345092 , 0.481164 , 0.33843 , 0.370294 , 0.27712 , 0.27907 , 0.331985 , 0.402134 , 0.431311 , 0.216777 , 0.190445 , 0.250473 , 0.372068 , 0.396257 , 0.367619 , 0.361068 , 0.197265 , 0.410406 , 0.345397 , 0.387013 , 0.457104 , 0.632738 , 0.430474 , 0.277448 , 0.37647 
 939 , 0.359227 , 0.489312 , 0.414058 , 0.256372 , 0.294979 , 0.480831 , 0.307802 , 0.2871 , 0.382905 , 0.304173 , 0.217328 , 0.164337 , 0.160678 , 0.117753 , 0.217182 , 0.180867 , 0.186624 , 0.269939 , 0.22602 , 0.362751 , 0.436071 , 0.388446 , 0.287807 , 0.281389 , 0.463922 , 0.34424 , 0.480498 , 0.337828 , 0.369432 , 0.275152 , 0.278624 , 0.331054 , 0.40283 , 0.430734 , 0.213985 , 0.189716 , 0.249896 , 0.372162 , 0.395904 , 0.368713 , 0.360676 , 0.195707 , 0.410008 , 0.34604 , 0.386786 , 0.455733 , 0.629124 , 0.430337 , 0.275766 , 0.376002 
 940 , 0.359067 , 0.487057 , 0.41613 , 0.254748 , 0.295605 , 0.480162 , 0.306287 , 0.285764 , 0.381332 , 0.304051 , 0.216646 , 0.164236 , 0.159612 , 0.116922 , 0.218035 , 0.180551 , 0.185301 , 0.269789 , 0.226072 , 0.361471 , 0.436596 , 0.388244 , 0.287286 , 0.280097 , 0.462729 , 0.343628 , 0.479684 , 0.337027 , 0.368971 , 0.272642 , 0.277848 , 0.330432 , 0.402835 , 0.428686 , 0.213366 , 0.189199 , 0.249207 , 0.371698 , 0.395024 , 0.369306 , 0.359217 , 0.194531 , 0.408727 , 0.345409 , 0.385753 , 0.454208 , 0.625679 , 0.42902 , 0.273824 , 0.373946 
 941 , 0.358143 , 0.483664 , 0.414802 , 0.252081 , 0.29425 , 0.479102 , 0.30498 , 0.283073 , 0.379127 , 0.303828 , 0.215781 , 0.163122 , 0.157752 , 0.115405 , 0.219071 , 0.180135 , 0.184164 , 0.26966 , 0.225743 , 0.35914 , 0.435293 , 0.387283 , 0.286025 , 0.279146 , 0.461522 , 0.341916 , 0.476081 , 0.335565 , 0.367978 , 0.269689 , 0.276441 , 0.329208 , 0.40034 , 0.426546 , 0.213064 , 0.187689 , 0.248114 , 0.369543 , 0.394139 , 0.367514 , 0.357776 , 0.193106 , 0.406582 , 0.343681 , 0.383707 , 0.451927 , 0.624725 , 0.427561 , 0.271145 , 0.372014 
 942 , 0.357118 , 0.480102 , 0.413093 , 0.249281 , 0.292675 , 0.477981 , 0.303676 , 0.280208 , 0.376828 , 0.303591 , 0.214876 , 0.161895 , 0.155799 , 0.113802 , 0.220139 , 0.1797 , 0.18303 , 0.269527 , 0.225363 , 0.356668 , 0.433777 , 0.386232 , 0.284668 , 0.278212 , 0.460296 , 0.340061 , 0.472158 , 0.334016 , 0.36691 , 0.266658 , 0.27495 , 0.327908 , 0.397552 , 0.424373 , 0.212788 , 0.186064 , 0.24696 , 0.36719 , 0.393235 , 0.365445 , 0.35632 , 0.191636 , 0.404322 , 0.341817 , 0.381521 , 0.449529 , 0.624016 , 0.426067 , 0.268358 , 0.37007 
 943 , 0.35663 , 0.477181 , 0.411047 , 0.247546 , 0.290763 , 0.477754 , 0.303348 , 0.277655 , 0.375715 , 0.302076 , 0.212963 , 0.160987 , 0.154339 , 0.111321 , 0.220814 , 0.178658 , 0.18102 , 0.268271 , 0.224339 , 0.355148 , 0.432619 , 0.38524 , 0.283786 , 0.27791 , 0.45889 , 0.33826 , 0.468649 , 0.333122 , 0.366161 , 0.264394 , 0.274351 , 0.327196 , 0.395226 , 0.423377 , 0.212094 , 0.184908 , 0.246246 , 0.364935 , 0.392853 , 0.36326 , 0.356465 , 0.190017 , 0.40323 , 0.340224 , 0.38033 , 0.447861 , 0.623363 , 0.424699 , 0.266546 , 0.369079 
 944 , 0.357051 , 0.475915 , 0.410002 , 0.24667 , 0.289247 , 0.477811 , 0.303453 , 0.275831 , 0.375055 , 0.300506 , 0.211735 , 0.160987 , 0.153748 , 0.108701 , 0.221058 , 0.177475 , 0.178605 , 0.267036 , 0.22313 , 0.3544 , 0.432225 , 0.385326 , 0.283462 , 0.277375 , 0.456639 , 0.337577 , 0.467342 , 0.332932 , 0.36567 , 0.262999 , 0.274508 , 0.327118 , 0.394621 , 0.422805 , 0.211127 , 0.184419 , 0.245807 , 0.363552 , 0.393224 , 0.362093 , 0.3575 , 0.188547 , 0.402854 , 0.33962 , 0.380103 , 0.447038 , 0.624161 , 0.423566 , 0.265668 , 0.36906 
 945 , 0.357919 , 0.475545 , 0.409728 , 0.246024 , 0.288098 , 0.477767 , 0.303535 , 0.274381 , 0.374314 , 0.299291 , 0.21127 , 0.161511 , 0.153576 , 0.106239 , 0.221147 , 0.176379 , 0.176174 , 0.266155 , 0.221991 , 0.353858 , 0.432235 , 0.386117 , 0.283353 , 0.276471 , 0.453853 , 0.337617 , 0.467376 , 0.33302 , 0.365256 , 0.261928 , 0.274888 , 0.327284 , 0.395026 , 0.422141 , 0.210091 , 0.184223 , 0.245414 , 0.362704 , 0.393944 , 0.361645 , 0.35862 , 0.187202 , 0.402574 , 0.339594 , 0.380209 , 0.446556 , 0.625943 , 0.422545 , 0.265101 , 0.369403 
 946 , 0.358841 , 0.475194 , 0.408484 , 0.245538 , 0.287556 , 0.47809 , 0.303444 , 0.27399 , 0.373386 , 0.298152 , 0.211623 , 0.16174 , 0.153791 , 0.105405 , 0.221188 , 0.175505 , 0.175238 , 0.26558 , 0.220932 , 0.353446 , 0.43177 , 0.38677 , 0.283163 , 0.27576 , 0.451055 , 0.337928 , 0.467626 , 0.332722 , 0.364617 , 0.261329 , 0.274906 , 0.327361 , 0.395442 , 0.421635 , 0.209796 , 0.184257 , 0.244918 , 0.362141 , 0.394338 , 0.361214 , 0.359114 , 0.186295 , 0.402379 , 0.33959 , 0.380516 , 0.446024 , 0.627414 , 0.421732 , 0.264493 , 0.369744 
 947 , 0.359501 , 0.474391 , 0.406098 , 0.245595 , 0.288059 , 0.47904 , 0.302882 , 0.275394 , 0.372608 , 0.297124 , 0.212728 , 0.161414 , 0.15475 , 0.107253 , 0.221368 , 0.175178 , 0.176843 , 0.265287 , 0.220354 , 0.353324 , 0.430959 , 0.386717 , 0.282862 , 0.275835 , 0.449054 , 0.338569 , 0.468061 , 0.332125 , 0.363866 , 0.261782 , 0.274386 , 0.327466 , 0.39598 , 0.421883 , 0.210724 , 0.184758 , 0.24448 , 0.362184 , 0.394112 , 0.360893 , 0.358481 , 0.186253 , 0.402678 , 0.339531 , 0.381559 , 0.445136 , 0.627251 , 0.421328 , 0.264064 , 0.37019 
 948 , 0.359361 , 0.472377 , 0.404683 , 0.246299 , 0.288585 , 0.480079 , 0.301922 , 0.276798 , 0.372851 , 0.295957 , 0.212395 , 0.16091 , 0.155961 , 0.108953 , 0.222077 , 0.175234 , 0.178548 , 0.264409 , 0.220522 , 0.353368 , 0.431107 , 0.385575 , 0.282598 , 0.277013 , 0.448853 , 0.338907 , 0.468053 , 0.33229 , 0.363697 , 0.262848 , 0.274017 , 0.32796 , 0.396772 , 0.423247 , 0.211618 , 0.185472 , 0.244608 , 0.36246 , 0.393673 , 0.360746 , 0.357664 , 0.186494 , 0.403787 , 0.339237 , 0.383566 , 0.443547 , 0.624513 , 0.421039 , 0.264159 , 0.370887 
 949 , 0.359283 , 0.470532 , 0.403433 , 0.247045 , 0.288983 , 0.480975 , 0.301001 , 0.278182 , 0.373234 , 0.295032 , 0.212134 , 0.160446 , 0.157132 , 0.110578 , 0.222714 , 0.17546 , 0.180173 , 0.263571 , 0.220735 , 0.353399 , 0.431323 , 0.384473 , 0.282303 , 0.278204 , 0.448708 , 0.339227 , 0.468036 , 0.332541 , 0.36353 , 0.263844 , 0.273747 , 0.328425 , 0.397605 , 0.424507 , 0.212458 , 0.186216 , 0.244749 , 0.362745 , 0.393257 , 0.360687 , 0.356924 , 0.186813 , 0.404859 , 0.339016 , 0.385457 , 0.441982 , 0.621843 , 0.420698 , 0.264339 , 0.371517 
 950 , 0.359763 , 0.470393 , 0.404175 , 0.24824 , 0.287857 , 0.480361 , 0.300397 , 0.279393 , 0.375261 , 0.296813 , 0.212604 , 0.160503 , 0.157772 , 0.111325 , 0.222611 , 0.177617 , 0.180942 , 0.2632 , 0.221548 , 0.35329 , 0.432343 , 0.383764 , 0.281745 , 0.279568 , 0.449361 , 0.339342 , 0.467945 , 0.333812 , 0.363382 , 0.26406 , 0.274599 , 0.32861 , 0.398996 , 0.424608 , 0.212711 , 0.187314 , 0.245159 , 0.363167 , 0.393133 , 0.361646 , 0.356942 , 0.188026 , 0.405645 , 0.33959 , 0.38602 , 0.440552 , 0.619798 , 0.419859 , 0.26553 , 0.371439 
 951 , 0.360587 , 0.472487 , 0.403415 , 0.248585 , 0.286779 , 0.477535 , 0.299889 , 0.280956 , 0.376029 , 0.298181 , 0.213853 , 0.16058 , 0.157162 , 0.112297 , 0.222211 , 0.17923 , 0.181561 , 0.263308 , 0.221272 , 0.353305 , 0.431866 , 0.383724 , 0.281036 , 0.279842 , 0.447687 , 0.338927 , 0.466818 , 0.333031 , 0.362285 , 0.262748 , 0.275021 , 0.327819 , 0.399375 , 0.423016 , 0.213248 , 0.188012 , 0.244805 , 0.362154 , 0.392331 , 0.361951 , 0.356898 , 0.18864 , 0.404202 , 0.339674 , 0.384426 , 0.44015 , 0.619204 , 0.419072 , 0.265249 , 0.370761 
 952 , 0.361399 , 0.474571 , 0.402655 , 0.248906 , 0.285717 , 0.474764 , 0.299388 , 0.282494 , 0.376763 , 0.299512 , 0.215086 , 0.160652 , 0.156557 , 0.113251 , 0.221814 , 0.180801 , 0.182166 , 0.263421 , 0.220993 , 0.353323 , 0.431384 , 0.383695 , 0.280331 , 0.280093 , 0.446029 , 0.338508 , 0.465703 , 0.332251 , 0.361195 , 0.261456 , 0.275427 , 0.327041 , 0.399733 , 0.42144 , 0.213778 , 0.18869 , 0.244449 , 0.361155 , 0.391538 , 0.362243 , 0.356846 , 0.189239 , 0.402768 , 0.339749 , 0.382857 , 0.43976 , 0.61863 , 0.418302 , 0.264967 , 0.370086 
 953 , 0.361449 , 0.475784 , 0.402466 , 0.248466 , 0.28645 , 0.471601 , 0.300501 , 0.28309 , 0.376621 , 0.298978 , 0.215331 , 0.162017 , 0.157552 , 0.114155 , 0.222678 , 0.180989 , 0.182574 , 0.264462 , 0.222108 , 0.353155 , 0.431119 , 0.383798 , 0.280384 , 0.280559 , 0.444729 , 0.338699 , 0.463831 , 0.33111 , 0.360022 , 0.260791 , 0.274644 , 0.326492 , 0.399844 , 0.420993 , 0.214412 , 0.18899 , 0.244672 , 0.360513 , 0.390823 , 0.363377 , 0.356865 , 0.18917 , 0.401198 , 0.339838 , 0.381853 , 0.43979 , 0.619342 , 0.418631 , 0.264293 , 0.368953 
 954 , 0.360377 , 0.473944 , 0.402099 , 0.247532 , 0.287186 , 0.470079 , 0.301845 , 0.281739 , 0.375469 , 0.297467 , 0.214762 , 0.163158 , 0.159052 , 0.114637 , 0.223358 , 0.180791 , 0.18247 , 0.265323 , 0.223144 , 0.352597 , 0.429827 , 0.382945 , 0.280178 , 0.280088 , 0.444272 , 0.33875 , 0.461668 , 0.330362 , 0.358405 , 0.260213 , 0.273322 , 0.325708 , 0.399417 , 0.420594 , 0.2143 , 0.188746 , 0.244935 , 0.359808 , 0.389829 , 0.364523 , 0.356248 , 0.188825 , 0.400651 , 0.340248 , 0.380934 , 0.439094 , 0.617655 , 0.418003 , 0.263666 , 0.367864 
 955 , 0.358942 , 0.470958 , 0.401591 , 0.246491 , 0.28769 , 0.469344 , 0.303063 , 0.279708 , 0.374021 , 0.295797 , 0.213979 , 0.164013 , 0.160538 , 0.114933 , 0.223796 , 0.180593 , 0.182173 , 0.265982 , 0.223954 , 0.351907 , 0.428117 , 0.381699 , 0.279775 , 0.279211 , 0.444161 , 0.338672 , 0.459517 , 0.329843 , 0.356651 , 0.259613 , 0.27194 , 0.324817 , 0.398798 , 0.420095 , 0.213855 , 0.188322 , 0.245148 , 0.35906 , 0.388745 , 0.365553 , 0.355371 , 0.188452 , 0.400575 , 0.340793 , 0.380018 , 0.438057 , 0.614837 , 0.416845 , 0.263128 , 0.366868 
 956 , 0.357907 , 0.467859 , 0.401341 , 0.245403 , 0.287921 , 0.470321 , 0.303348 , 0.277549 , 0.372153 , 0.295213 , 0.213826 , 0.164815 , 0.161532 , 0.114972 , 0.225069 , 0.180528 , 0.182001 , 0.266373 , 0.224271 , 0.351425 , 0.426668 , 0.380552 , 0.279449 , 0.278544 , 0.443938 , 0.338287 , 0.457751 , 0.329427 , 0.35513 , 0.259053 , 0.271269 , 0.324502 , 0.398131 , 0.419899 , 0.213488 , 0.188499 , 0.245387 , 0.358385 , 0.38831 , 0.365851 , 0.354579 , 0.188657 , 0.400734 , 0.34184 , 0.379225 , 0.437366 , 0.611721 , 0.416003 , 0.263123 , 0.366784 
 957 , 0.358229 , 0.465472 , 0.401491 , 0.244201 , 0.288023 , 0.472839 , 0.302595 , 0.276127 , 0.369784 , 0.295956 , 0.214419 , 0.165587 , 0.162149 , 0.114801 , 0.227418 , 0.180394 , 0.182073 , 0.266649 , 0.224384 , 0.351287 , 0.425927 , 0.379614 , 0.279251 , 0.278859 , 0.443365 , 0.337751 , 0.456526 , 0.329488 , 0.354154 , 0.259025 , 0.271386 , 0.325161 , 0.397785 , 0.420374 , 0.213501 , 0.189407 , 0.245791 , 0.358386 , 0.388582 , 0.365148 , 0.354254 , 0.189261 , 0.40059 , 0.343204 , 0.378841 , 0.437308 , 0.609036 , 0.41589 , 0.263761 , 0.36718 
 958 , 0.360085 , 0.464471 , 0.401874 , 0.242945 , 0.288336 , 0.475009 , 0.301709 , 0.276126 , 0.36738 , 0.297118 , 0.21519 , 0.166393 , 0.162958 , 0.114711 , 0.230089 , 0.179944 , 0.182346 , 0.267142 , 0.224971 , 0.351371 , 0.425942 , 0.378901 , 0.279156 , 0.280419 , 0.442417 , 0.337488 , 0.455599 , 0.330142 , 0.353711 , 0.259779 , 0.271653 , 0.32645 , 0.398019 , 0.421447 , 0.214006 , 0.190522 , 0.246385 , 0.35935 , 0.388962 , 0.364041 , 0.354569 , 0.189563 , 0.39963 , 0.344244 , 0.378946 , 0.437732 , 0.607637 , 0.416464 , 0.264577 , 0.366909 
 959 , 0.361982 , 0.463991 , 0.402197 , 0.242341 , 0.288495 , 0.476834 , 0.300828 , 0.27632 , 0.365507 , 0.297915 , 0.215907 , 0.166996 , 0.163651 , 0.114684 , 0.232282 , 0.179604 , 0.182613 , 0.267495 , 0.22536 , 0.351552 , 0.426038 , 0.378491 , 0.279183 , 0.281984 , 0.441576 , 0.337311 , 0.454869 , 0.330973 , 0.353674 , 0.260405 , 0.272121 , 0.327734 , 0.398537 , 0.422546 , 0.21456 , 0.19146 , 0.246922 , 0.36036 , 0.389421 , 0.36311 , 0.354971 , 0.189653 , 0.39893 , 0.345136 , 0.379199 , 0.438236 , 0.606546 , 0.416921 , 0.265188 , 0.366804 
 960 , 0.364221 , 0.465556 , 0.402396 , 0.244331 , 0.288055 , 0.477541 , 0.299956 , 0.277314 , 0.365649 , 0.297402 , 0.216574 , 0.166927 , 0.164021 , 0.114938 , 0.232892 , 0.179749 , 0.182994 , 0.267442 , 0.225073 , 0.352236 , 0.426645 , 0.379379 , 0.279768 , 0.283783 , 0.441257 , 0.337557 , 0.454893 , 0.33266 , 0.355259 , 0.260588 , 0.273532 , 0.329197 , 0.400265 , 0.424013 , 0.215431 , 0.19194 , 0.247393 , 0.361722 , 0.390355 , 0.362899 , 0.355805 , 0.189057 , 0.399284 , 0.345644 , 0.380205 , 0.439188 , 0.606578 , 0.417013 , 0.2651 , 0.367478 
 961 , 0.365684 , 0.46797 , 0.403439 , 0.247799 , 0.287502 , 0.478289 , 0.300564 , 0.27812 , 0.368843 , 0.29727 , 0.218118 , 0.167457 , 0.165016 , 0.115629 , 0.233463 , 0.18099 , 0.184194 , 0.268279 , 0.225552 , 0.353923 , 0.429351 , 0.382157 , 0.281537 , 0.285386 , 0.44354 , 0.338853 , 0.456244 , 0.334543 , 0.357554 , 0.260682 , 0.275702 , 0.331059 , 0.402435 , 0.426826 , 0.216692 , 0.193228 , 0.248764 , 0.363294 , 0.392481 , 0.364904 , 0.357049 , 0.189968 , 0.401773 , 0.347252 , 0.382438 , 0.440982 , 0.608029 , 0.41777 , 0.265311 , 0.369903 
 962 , 0.367059 , 0.470235 , 0.404414 , 0.251081 , 0.28699 , 0.478987 , 0.301125 , 0.278876 , 0.371856 , 0.297141 , 0.219572 , 0.167948 , 0.16595 , 0.116284 , 0.234 , 0.182156 , 0.185327 , 0.269064 , 0.225993 , 0.355503 , 0.431893 , 0.384772 , 0.283204 , 0.286894 , 0.445678 , 0.340059 , 0.457505 , 0.336307 , 0.359707 , 0.260763 , 0.277748 , 0.332803 , 0.404476 , 0.429473 , 0.217874 , 0.19444 , 0.250054 , 0.364768 , 0.394483 , 0.366783 , 0.358217 , 0.190823 , 0.404109 , 0.348755 , 0.38454 , 0.442659 , 0.609388 , 0.418469 , 0.265503 , 0.372189 
 963 , 0.369086 , 0.471594 , 0.404617 , 0.253923 , 0.287987 , 0.480578 , 0.302735 , 0.280949 , 0.374173 , 0.29731 , 0.221495 , 0.16988 , 0.168092 , 0.119574 , 0.234032 , 0.183934 , 0.187747 , 0.270955 , 0.228042 , 0.357407 , 0.434186 , 0.38675 , 0.284834 , 0.288286 , 0.447563 , 0.341559 , 0.458752 , 0.337854 , 0.360796 , 0.26126 , 0.278484 , 0.33394 , 0.406117 , 0.431518 , 0.218579 , 0.196279 , 0.251487 , 0.366114 , 0.395655 , 0.368928 , 0.359741 , 0.192095 , 0.406568 , 0.350661 , 0.38635 , 0.443745 , 0.609547 , 0.419088 , 0.265868 , 0.373812 
 964 , 0.370535 , 0.471717 , 0.403869 , 0.255764 , 0.289392 , 0.481759 , 0.303653 , 0.282671 , 0.375279 , 0.297621 , 0.22282 , 0.17195 , 0.169973 , 0.122779 , 0.234455 , 0.185437 , 0.189317 , 0.272279 , 0.229485 , 0.358629 , 0.434638 , 0.387851 , 0.285484 , 0.289318 , 0.448069 , 0.342205 , 0.459805 , 0.338613 , 0.361261 , 0.26205 , 0.278429 , 0.334084 , 0.40728 , 0.432334 , 0.218827 , 0.197382 , 0.252257 , 0.367039 , 0.396549 , 0.370044 , 0.361713 , 0.19248 , 0.408014 , 0.35175 , 0.387106 , 0.443737 , 0.608802 , 0.419474 , 0.266286 , 0.374071 
 965 , 0.371745 , 0.47154 , 0.402941 , 0.257265 , 0.290792 , 0.482757 , 0.304318 , 0.284176 , 0.37603 , 0.297945 , 0.223913 , 0.173911 , 0.171653 , 0.125726 , 0.234978 , 0.186775 , 0.190545 , 0.273349 , 0.230659 , 0.359606 , 0.4346 , 0.38869 , 0.28584 , 0.290209 , 0.448206 , 0.342593 , 0.460753 , 0.339147 , 0.361581 , 0.262856 , 0.278216 , 0.333991 , 0.408272 , 0.432812 , 0.218955 , 0.198225 , 0.252811 , 0.367818 , 0.397349 , 0.370829 , 0.363703 , 0.192605 , 0.409115 , 0.352565 , 0.387564 , 0.443468 , 0.6079 , 0.419778 , 0.266699 , 0.373981 
 966 , 0.372706 , 0.471217 , 0.40243 , 0.258082 , 0.291429 , 0.482926 , 0.304359 , 0.284633 , 0.376701 , 0.298424 , 0.225283 , 0.175218 , 0.172188 , 0.126727 , 0.236085 , 0.187874 , 0.190601 , 0.27419 , 0.231326 , 0.36029 , 0.434361 , 0.38926 , 0.285842 , 0.290909 , 0.448855 , 0.342504 , 0.461248 , 0.339434 , 0.361722 , 0.263657 , 0.278105 , 0.333574 , 0.409003 , 0.432889 , 0.219069 , 0.199001 , 0.252964 , 0.368256 , 0.39787 , 0.37108 , 0.364958 , 0.192844 , 0.409471 , 0.352689 , 0.387411 , 0.443097 , 0.607525 , 0.419959 , 0.266881 , 0.373859 
 967 , 0.373933 , 0.470891 , 0.402385 , 0.258541 , 0.291862 , 0.482956 , 0.304335 , 0.284712 , 0.377048 , 0.299197 , 0.22699 , 0.176028 , 0.172016 , 0.126652 , 0.237313 , 0.188852 , 0.190432 , 0.275112 , 0.23214 , 0.361201 , 0.435029 , 0.3897 , 0.286218 , 0.291581 , 0.449922 , 0.3426 , 0.46159 , 0.339876 , 0.36196 , 0.264398 , 0.278642 , 0.33338 , 0.409714 , 0.433103 , 0.219489 , 0.199997 , 0.25304 , 0.368627 , 0.398534 , 0.371289 , 0.365558 , 0.193444 , 0.409685 , 0.35278 , 0.387423 , 0.442995 , 0.607843 , 0.42021 , 0.267146 , 0.374496 
 968 , 0.375562 , 0.470675 , 0.402569 , 0.259047 , 0.292579 , 0.483369 , 0.304651 , 0.285074 , 0.377094 , 0.300164 , 0.228803 , 0.176726 , 0.171876 , 0.126727 , 0.238232 , 0.189823 , 0.19079 , 0.276245 , 0.233423 , 0.362523 , 0.436786 , 0.390174 , 0.287246 , 0.292314 , 0.45107 , 0.343211 , 0.462082 , 0.340631 , 0.362413 , 0.265054 , 0.279804 , 0.33365 , 0.410546 , 0.433716 , 0.220228 , 0.201244 , 0.253299 , 0.369152 , 0.399539 , 0.371807 , 0.365938 , 0.194344 , 0.41024 , 0.353296 , 0.388014 , 0.443254 , 0.60853 , 0.420608 , 0.267652 , 0.37596 
 969 , 0.376422 , 0.470385 , 0.402859 , 0.259219 , 0.293571 , 0.483408 , 0.30533 , 0.285366 , 0.37695 , 0.301132 , 0.229843 , 0.177434 , 0.172158 , 0.126765 , 0.238964 , 0.19022 , 0.191085 , 0.277276 , 0.234598 , 0.363683 , 0.438521 , 0.390722 , 0.288369 , 0.293026 , 0.451991 , 0.343863 , 0.462609 , 0.341265 , 0.362929 , 0.26565 , 0.28093 , 0.333999 , 0.411261 , 0.434288 , 0.221058 , 0.202276 , 0.253652 , 0.369887 , 0.400464 , 0.37241 , 0.366281 , 0.19519 , 0.410675 , 0.353947 , 0.388855 , 0.443624 , 0.609095 , 0.420991 , 0.268277 , 0.37724 
 970 , 0.375398 , 0.469862 , 0.403386 , 0.258593 , 0.294969 , 0.482503 , 0.306686 , 0.285369 , 0.376227 , 0.30191 , 0.229087 , 0.178158 , 0.173311 , 0.126646 , 0.239199 , 0.189222 , 0.191105 , 0.278051 , 0.235346 , 0.364221 , 0.439797 , 0.391333 , 0.289457 , 0.293598 , 0.452168 , 0.344333 , 0.462868 , 0.341433 , 0.363427 , 0.265934 , 0.281763 , 0.334351 , 0.411492 , 0.434562 , 0.22201 , 0.202734 , 0.254069 , 0.37098 , 0.400956 , 0.373004 , 0.36641 , 0.195881 , 0.410592 , 0.354669 , 0.389957 , 0.444133 , 0.609108 , 0.421203 , 0.268998 , 0.377886 
