  time  ,:20:40 A,:20:47 A,:20:55 A,:21:01 A,:21:07 A,:21:36 A,:21:40 A,:21:49 A,:21:56 A,:22:03 A,:22:44 A,:22:50 A,:22:55 A,:23:01 A,:23:07 A,:23:39 A,:23:46 A,:23:52 A,:23:59 A,:24:05 A,:24:37 A,:24:43 A,:24:49 A,:24:54 A,:24:59 A,:25:31 A,:25:41 A,:25:46 A,:25:55 A,:26:02 A,:26:33 A,:26:42 A,:26:49 A,:26:55 A,:27:02 A,:27:37 A,:27:44 A,:27:51 A,:27:59 A,:28:06 A,:28:41 A,:28:50 A,:28:58 A,:29:08 A,:29:17 A,:30:12 A,:30:18 A,:30:26 A,:30:33 A,:30:41 A,:31:38 A,:31:48 A,:31:54 A,:32:01 A,:32:09 A,:32:40 A,:32:46 A,:32:53 A,:32:58 A,:33:04 A,:33:38 A,:33:45 A,:33:50 A,:33:57 A,:34:03 A,:34:36 A,:34:44 A,:34:51 A,:35:00 A,:35:11 A,:35:46 A,:35:52 A,:35:58 A,:36:04 A,:36:11 A,:36:43 A,:36:49 A,:36:56 A,:37:02 A,:37:10 A,:37:44 A,:37:50 A,:37:57 A,:38:03 A,:38:11 A,:38:47 A,:38:54 A,:39:01 A,:39:09 A,:39:15 A,:39:53 A,:39:59 A,:40:04 A,:40:12 A,:40:19 A,:41:05 A,:41:11 A,:41:16 A,:41:33 A,:41:44 A,:48:37 A,:48:45 A,:48:51 A,:48:59 A,:49:05 A,:49:37 A,:49:45 A,:49:54 A,:50:02 A,:50:07 A,:50:40 A,:50:47 A,:50:54 A,:51:01 A,:51:09 A,:51:48 A,:51:55 A,:52:01 A,:52:08 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 327 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003271 , 0.000321 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0018 , 0.000541 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003171 , 0 
 328 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004462 , 0.000451 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002498 , 0.00071 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004288 , 0 
 329 , 0.000172 , 0 , 0 , 0.001767 , 0.000306 , 0.000099 , 0.003388 , 0.00032 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00122 , 0 , 0 , 0.00051 , 0 , 0.000759 , 0.000987 , 0.001413 , 0.00068 , 0 , 0.00105 , 0.002395 , 0.001452 , 0.001282 , 0.001618 , 0.000896 , 0.000233 , 0 , 0 , 0.000416 , 0 , 0 , 0 , 0 , 0.000056 , 0 , 0 , 0 , 0 , 0.000295 , 0.000044 , 0.000366 , 0 , 0.000091 , 0.000404 , 0.000371 , 0.001004 , 0 , 0 , 0 , 0.000456 , 0.000958 , 0.000611 , 0.000264 , 0.00167 , 0.000039 , 0.006686 , 0.001965 , 0.000082 , 0 , 0.00008 , 0.000603 , 0.000624 , 0.000675 , 0.00047 , 0.000449 , 0.000246 , 0.000491 , 0.000512 , 0.00017 , 0.000481 , 0.000087 , 0.000653 , 0.00013 , 0.000238 , 0.000451 , 0.003699 , 0.001809 , 0.000976 , 0.001096 , 0 , 0.000443 , 0 , 0 , 0 , 0.000367 , 0.000596 , 0.000546 , 0.000859 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001846 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002299 , 0.000751 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001262 , 0.000877 , 0.005963 , 0 
 330 , 0.000343 , 0 , 0 , 0.003348 , 0.000585 , 0.000213 , 0.006352 , 0.000575 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002467 , 0 , 0 , 0.000981 , 0 , 0.001609 , 0.001882 , 0.002857 , 0.00147 , 0 , 0.002176 , 0.004892 , 0.002824 , 0.00277 , 0.003111 , 0.001877 , 0.000474 , 0 , 0 , 0.000854 , 0 , 0 , 0 , 0 , 0.00012 , 0 , 0 , 0 , 0 , 0.000613 , 0.000094 , 0.000748 , 0 , 0.000195 , 0.00086 , 0.00084 , 0.002092 , 0 , 0 , 0 , 0.001011 , 0.0021 , 0.001337 , 0.000548 , 0.00337 , 0.000083 , 0.009191 , 0.003553 , 0.000165 , 0 , 0.000169 , 0.001195 , 0.001366 , 0.0015 , 0.000964 , 0.000963 , 0.000557 , 0.000978 , 0.001071 , 0.000374 , 0.001033 , 0.000174 , 0.001389 , 0.000269 , 0.000521 , 0.001015 , 0.00483 , 0.003134 , 0.002135 , 0.002304 , 0 , 0.000936 , 0 , 0 , 0 , 0.000734 , 0.001211 , 0.001215 , 0.001732 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004117 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0046 , 0.001541 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002425 , 0.00186 , 0.007506 , 0 
 331 , 0.000503 , 0 , 0 , 0.004697 , 0.000828 , 0.000336 , 0.008841 , 0.000776 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003653 , 0 , 0 , 0.001394 , 0 , 0.00249 , 0.002653 , 0.00423 , 0.002317 , 0 , 0.003298 , 0.007309 , 0.004047 , 0.004365 , 0.004417 , 0.00287 , 0.000704 , 0 , 0 , 0.001284 , 0 , 0 , 0 , 0 , 0.000188 , 0 , 0 , 0 , 0 , 0.00093 , 0.000146 , 0.001117 , 0 , 0.000304 , 0.001333 , 0.001391 , 0.003185 , 0 , 0 , 0 , 0.001637 , 0.003357 , 0.002133 , 0.00083 , 0.004984 , 0.00013 , 0.011964 , 0.005109 , 0.000242 , 0 , 0.000262 , 0.001741 , 0.00218 , 0.002431 , 0.001445 , 0.001507 , 0.000922 , 0.001429 , 0.001634 , 0.000602 , 0.001618 , 0.000256 , 0.002158 , 0.000405 , 0.000832 , 0.001668 , 0.005866 , 0.004644 , 0.003407 , 0.003535 , 0 , 0.001446 , 0 , 0 , 0 , 0.001077 , 0.001802 , 0.001974 , 0.002557 , 0 , 0 , 0 , 0 , 0 , 0 , 0.006707 , 0 , 0 , 0 , 0 , 0 , 0 , 0.006751 , 0.002312 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003441 , 0.002879 , 0.008901 , 0 
 332 , 0.002376 , 0.000432 , 0 , 0.005889 , 0.000678 , 0.00166 , 0.009743 , 0.00171 , 0 , 0 , 0.000913 , 0.000498 , 0.000166 , 0 , 0.00059 , 0.004247 , 0 , 0 , 0.002001 , 0.000034 , 0.003116 , 0.003726 , 0.005085 , 0.00336 , 0.000865 , 0.004528 , 0.008184 , 0.004753 , 0.005369 , 0.005482 , 0.003774 , 0.001295 , 0.000654 , 0.000872 , 0.001579 , 0 , 0 , 0.000595 , 0 , 0.000892 , 0 , 0.00009 , 0 , 0.000144 , 0.00176 , 0.000763 , 0.001601 , 0.000175 , 0.000931 , 0.002039 , 0.00167 , 0.00381 , 0.00025 , 0.000369 , 0.000241 , 0.002021 , 0.004344 , 0.002966 , 0.001509 , 0.00571 , 0.000795 , 0.012986 , 0.006248 , 0.00068 , 0.000368 , 0.000646 , 0.002018 , 0.002694 , 0.003149 , 0.001863 , 0.001924 , 0.001333 , 0.001874 , 0.002191 , 0.001352 , 0.002225 , 0.000659 , 0.002632 , 0.001113 , 0.001444 , 0.002433 , 0.007047 , 0.005847 , 0.00421 , 0.004205 , 0.000333 , 0.002046 , 0 , 0 , 0 , 0.001413 , 0.002221 , 0.002735 , 0.003148 , 0.00032 , 0 , 0.000534 , 0 , 0.000033 , 0 , 0.007789 , 0.001148 , 0 , 0.000406 , 0 , 0 , 0.000826 , 0.007925 , 0.003182 , 0 , 0.000211 , 0.000628 , 0 , 0.000567 , 0 , 0.004261 , 0.003787 , 0.010024 , 0 
 333 , 0.004706 , 0.000988 , 0 , 0.00688 , 0.000367 , 0.003141 , 0.009725 , 0.002991 , 0 , 0 , 0.001885 , 0.001068 , 0.000376 , 0 , 0.001385 , 0.004431 , 0 , 0 , 0.002659 , 0.000089 , 0.00351 , 0.0049 , 0.005549 , 0.00441 , 0.001975 , 0.005677 , 0.00811 , 0.005111 , 0.005835 , 0.006308 , 0.004538 , 0.002042 , 0.001578 , 0.002179 , 0.00178 , 0 , 0 , 0.00144 , 0 , 0.001879 , 0 , 0.000223 , 0 , 0.000376 , 0.002896 , 0.001613 , 0.002099 , 0.000406 , 0.001753 , 0.002772 , 0.001719 , 0.004071 , 0.000656 , 0.000957 , 0.000581 , 0.002178 , 0.00501 , 0.003685 , 0.00238 , 0.005845 , 0.001762 , 0.012826 , 0.007057 , 0.001356 , 0.000945 , 0.001166 , 0.002117 , 0.002933 , 0.003586 , 0.0022 , 0.002179 , 0.001674 , 0.002296 , 0.002693 , 0.002301 , 0.002795 , 0.001246 , 0.002855 , 0.002116 , 0.002161 , 0.003146 , 0.008362 , 0.006639 , 0.0046 , 0.004454 , 0.000855 , 0.002623 , 0 , 0 , 0 , 0.001733 , 0.0025 , 0.003373 , 0.003567 , 0.000772 , 0 , 0.001423 , 0 , 0.000081 , 0 , 0.007773 , 0.002745 , 0 , 0.001056 , 0 , 0 , 0.001886 , 0.008377 , 0.003992 , 0 , 0.000494 , 0.001293 , 0 , 0.001402 , 0 , 0.00493 , 0.004505 , 0.010892 , 0 
 334 , 0.006379 , 0.001386 , 0 , 0.007675 , 0.000141 , 0.004105 , 0.009699 , 0.004063 , 0 , 0 , 0.002472 , 0.001435 , 0.000523 , 0 , 0.001984 , 0.004566 , 0 , 0 , 0.003197 , 0.000138 , 0.003844 , 0.005895 , 0.005934 , 0.00532 , 0.002772 , 0.006631 , 0.008042 , 0.005414 , 0.006182 , 0.006973 , 0.005202 , 0.002669 , 0.002311 , 0.003283 , 0.001973 , 0 , 0 , 0.002112 , 0 , 0.002688 , 0 , 0.000336 , 0 , 0.000589 , 0.003955 , 0.002294 , 0.002512 , 0.000575 , 0.002407 , 0.003361 , 0.001754 , 0.004275 , 0.001032 , 0.001493 , 0.00085 , 0.002297 , 0.005563 , 0.00427 , 0.003142 , 0.005953 , 0.00258 , 0.012686 , 0.007788 , 0.001999 , 0.001458 , 0.001605 , 0.002203 , 0.00312 , 0.003918 , 0.002481 , 0.002363 , 0.001933 , 0.002677 , 0.003127 , 0.003079 , 0.003312 , 0.001776 , 0.003028 , 0.002988 , 0.002766 , 0.003747 , 0.009677 , 0.007274 , 0.004931 , 0.004661 , 0.001322 , 0.003103 , 0 , 0 , 0 , 0.002026 , 0.002738 , 0.003904 , 0.003951 , 0.001128 , 0 , 0.002276 , 0 , 0.00012 , 0 , 0.007746 , 0.003989 , 0 , 0.001649 , 0 , 0 , 0.002645 , 0.008668 , 0.00464 , 0 , 0.000708 , 0.001691 , 0 , 0.002094 , 0 , 0.00552 , 0.005097 , 0.011592 , 0 
 335 , 0.007583 , 0.001906 , 0.000267 , 0.008537 , 0.000214 , 0.004902 , 0.010175 , 0.004958 , 0.000206 , 0.000324 , 0.002958 , 0.001858 , 0.000796 , 0.000087 , 0.002654 , 0.004941 , 0.000113 , 0.000097 , 0.003893 , 0.000469 , 0.00446 , 0.006891 , 0.006483 , 0.006162 , 0.003825 , 0.007549 , 0.008375 , 0.005995 , 0.006755 , 0.007836 , 0.006049 , 0.003449 , 0.003087 , 0.004235 , 0.002346 , 0.000115 , 0.000171 , 0.002877 , 0.000041 , 0.003409 , 0.000036 , 0.000623 , 0.000027 , 0.000951 , 0.004952 , 0.002926 , 0.003015 , 0.000896 , 0.003012 , 0.00399 , 0.001956 , 0.004717 , 0.001457 , 0.002074 , 0.001166 , 0.002579 , 0.006195 , 0.004973 , 0.003856 , 0.00635 , 0.00337 , 0.013067 , 0.008514 , 0.002693 , 0.001974 , 0.002125 , 0.002526 , 0.003513 , 0.004414 , 0.002895 , 0.002678 , 0.002341 , 0.003214 , 0.003699 , 0.003815 , 0.003954 , 0.002401 , 0.003458 , 0.003723 , 0.003359 , 0.004354 , 0.011044 , 0.007986 , 0.005516 , 0.005001 , 0.001745 , 0.00363 , 0.000141 , 0.000129 , 0 , 0.002491 , 0.003243 , 0.004515 , 0.004505 , 0.001562 , 0 , 0.003112 , 0.000084 , 0.000371 , 0.000094 , 0.0081 , 0.0049 , 0.00026 , 0.002391 , 0.000106 , 0.000156 , 0.003379 , 0.009261 , 0.005387 , 0.000203 , 0.001049 , 0.002181 , 0 , 0.002772 , 0.000296 , 0.006304 , 0.005763 , 0.012536 , 0.000155 
 336 , 0.008165 , 0.003194 , 0.00171 , 0.009955 , 0.001342 , 0.005911 , 0.012343 , 0.005625 , 0.001106 , 0.001706 , 0.003647 , 0.002841 , 0.001577 , 0.000529 , 0.003963 , 0.006232 , 0.000671 , 0.000598 , 0.005373 , 0.001845 , 0.006224 , 0.008232 , 0.007743 , 0.007041 , 0.006551 , 0.008695 , 0.009979 , 0.007688 , 0.008282 , 0.009702 , 0.007811 , 0.005104 , 0.004412 , 0.005052 , 0.003424 , 0.000715 , 0.001076 , 0.004356 , 0.000242 , 0.004163 , 0.000202 , 0.001632 , 0.000155 , 0.001922 , 0.00587 , 0.00373 , 0.004037 , 0.001972 , 0.003789 , 0.005043 , 0.002787 , 0.006142 , 0.002114 , 0.00294 , 0.001846 , 0.00352 , 0.007301 , 0.006374 , 0.004616 , 0.007803 , 0.004384 , 0.015028 , 0.009346 , 0.003629 , 0.002644 , 0.003128 , 0.003766 , 0.004773 , 0.005676 , 0.003919 , 0.003613 , 0.003485 , 0.004428 , 0.004917 , 0.00475 , 0.005166 , 0.003529 , 0.004972 , 0.004222 , 0.004131 , 0.005194 , 0.012528 , 0.009194 , 0.007148 , 0.005862 , 0.002126 , 0.00451 , 0.000853 , 0.000772 , 0 , 0.003647 , 0.004843 , 0.005614 , 0.005752 , 0.002518 , 0 , 0.003947 , 0.00049 , 0.001474 , 0.000566 , 0.00968 , 0.005311 , 0.001478 , 0.003797 , 0.00059 , 0.000929 , 0.004565 , 0.01104 , 0.006788 , 0.001153 , 0.00209 , 0.003387 , 0 , 0.003697 , 0.001737 , 0.007951 , 0.00691 , 0.014552 , 0.00094 
 337 , 0.008681 , 0.004392 , 0.003324 , 0.011224 , 0.002552 , 0.006858 , 0.014271 , 0.006172 , 0.001825 , 0.002774 , 0.004302 , 0.003761 , 0.002182 , 0.000976 , 0.005117 , 0.00741 , 0.001205 , 0.001119 , 0.006605 , 0.003067 , 0.007803 , 0.009354 , 0.008867 , 0.007712 , 0.009271 , 0.009633 , 0.011525 , 0.009256 , 0.009575 , 0.011439 , 0.009621 , 0.006729 , 0.00559 , 0.00577 , 0.004459 , 0.001344 , 0.002048 , 0.0057 , 0.000432 , 0.004827 , 0.000348 , 0.002569 , 0.000276 , 0.002812 , 0.006685 , 0.004473 , 0.005002 , 0.003068 , 0.004523 , 0.006006 , 0.003577 , 0.00757 , 0.002686 , 0.003712 , 0.002546 , 0.004391 , 0.008246 , 0.007694 , 0.005318 , 0.009179 , 0.00535 , 0.016818 , 0.010007 , 0.004467 , 0.003243 , 0.004055 , 0.004921 , 0.00601 , 0.006826 , 0.004882 , 0.004552 , 0.004605 , 0.005545 , 0.006024 , 0.005578 , 0.00626 , 0.004583 , 0.006505 , 0.004653 , 0.004838 , 0.00589 , 0.013749 , 0.010297 , 0.008723 , 0.006565 , 0.002472 , 0.005277 , 0.001561 , 0.001399 , 0 , 0.00469 , 0.006358 , 0.006564 , 0.006905 , 0.003454 , 0 , 0.004694 , 0.000866 , 0.002527 , 0.001029 , 0.011171 , 0.005619 , 0.00256 , 0.005033 , 0.001 , 0.001675 , 0.005598 , 0.012629 , 0.00802 , 0.001989 , 0.003201 , 0.004431 , 0 , 0.004488 , 0.003096 , 0.009444 , 0.007889 , 0.016439 , 0.001727 
 338 , 0.009145 , 0.005493 , 0.005105 , 0.012352 , 0.003825 , 0.007741 , 0.015973 , 0.006619 , 0.002406 , 0.00361 , 0.00492 , 0.004609 , 0.002656 , 0.001421 , 0.006124 , 0.008475 , 0.001707 , 0.00165 , 0.00763 , 0.00414 , 0.009204 , 0.01029 , 0.009864 , 0.008227 , 0.011944 , 0.0104 , 0.013008 , 0.010695 , 0.010667 , 0.013043 , 0.01147 , 0.008305 , 0.006628 , 0.006399 , 0.005437 , 0.001991 , 0.003076 , 0.00691 , 0.000611 , 0.005407 , 0.000475 , 0.003426 , 0.000386 , 0.003618 , 0.007406 , 0.005154 , 0.005906 , 0.004166 , 0.00521 , 0.006878 , 0.004319 , 0.008989 , 0.003181 , 0.004395 , 0.003256 , 0.005188 , 0.009051 , 0.008927 , 0.005962 , 0.010473 , 0.00626 , 0.018446 , 0.010531 , 0.005209 , 0.003775 , 0.0049 , 0.005984 , 0.007211 , 0.007865 , 0.005778 , 0.005489 , 0.005687 , 0.006563 , 0.007023 , 0.006305 , 0.007239 , 0.005556 , 0.008041 , 0.005023 , 0.00548 , 0.006466 , 0.014753 , 0.011302 , 0.010229 , 0.007139 , 0.002784 , 0.005943 , 0.002252 , 0.002001 , 0 , 0.005622 , 0.007774 , 0.007381 , 0.007962 , 0.004356 , 0 , 0.005357 , 0.001211 , 0.003518 , 0.001476 , 0.012568 , 0.005849 , 0.00351 , 0.006112 , 0.001345 , 0.002383 , 0.006492 , 0.01404 , 0.009097 , 0.002719 , 0.004368 , 0.005329 , 0 , 0.00516 , 0.004358 , 0.010785 , 0.008722 , 0.0182 , 0.002501 
 339 , 0.009675 , 0.006109 , 0.00603 , 0.013148 , 0.00533 , 0.008721 , 0.016846 , 0.008099 , 0.003808 , 0.004393 , 0.005962 , 0.005863 , 0.003309 , 0.002729 , 0.007034 , 0.00964 , 0.003241 , 0.002677 , 0.008797 , 0.005097 , 0.010113 , 0.010909 , 0.010677 , 0.008944 , 0.011904 , 0.011206 , 0.01308 , 0.011576 , 0.01128 , 0.013878 , 0.011606 , 0.008821 , 0.007835 , 0.007539 , 0.006279 , 0.002957 , 0.003974 , 0.007602 , 0.001638 , 0.006326 , 0.001523 , 0.004434 , 0.001228 , 0.004125 , 0.008131 , 0.005955 , 0.007031 , 0.00496 , 0.006243 , 0.007693 , 0.005184 , 0.009557 , 0.004163 , 0.004958 , 0.004099 , 0.006075 , 0.009896 , 0.009635 , 0.006569 , 0.011577 , 0.006861 , 0.018784 , 0.011176 , 0.006068 , 0.004667 , 0.005507 , 0.00687 , 0.007634 , 0.008793 , 0.006644 , 0.006271 , 0.006073 , 0.007241 , 0.00776 , 0.006503 , 0.007843 , 0.006329 , 0.008193 , 0.005684 , 0.006027 , 0.007235 , 0.014034 , 0.01204 , 0.010791 , 0.007807 , 0.00377 , 0.007085 , 0.003247 , 0.002774 , 0.000484 , 0.006442 , 0.008563 , 0.008245 , 0.009139 , 0.005495 , 0.000907 , 0.006139 , 0.002082 , 0.004441 , 0.002413 , 0.012993 , 0.007612 , 0.004668 , 0.00753 , 0.002506 , 0.003555 , 0.00749 , 0.015451 , 0.009979 , 0.003637 , 0.005228 , 0.006318 , 0.000786 , 0.006229 , 0.005219 , 0.01114 , 0.009683 , 0.018773 , 0.003347 
 340 , 0.010094 , 0.006551 , 0.006588 , 0.013692 , 0.006505 , 0.009387 , 0.017561 , 0.009604 , 0.005052 , 0.005102 , 0.007003 , 0.006986 , 0.003944 , 0.004004 , 0.007723 , 0.010628 , 0.00454 , 0.003515 , 0.009904 , 0.00589 , 0.010807 , 0.011372 , 0.011313 , 0.00955 , 0.011414 , 0.011898 , 0.012855 , 0.012249 , 0.011647 , 0.014453 , 0.011387 , 0.00904 , 0.008846 , 0.00867 , 0.006912 , 0.003685 , 0.004603 , 0.008096 , 0.00263 , 0.007193 , 0.002538 , 0.005313 , 0.002027 , 0.004466 , 0.008653 , 0.006646 , 0.008109 , 0.005572 , 0.007228 , 0.008341 , 0.005918 , 0.009866 , 0.0051 , 0.005372 , 0.004782 , 0.006895 , 0.010594 , 0.010158 , 0.007034 , 0.012458 , 0.007279 , 0.018841 , 0.011724 , 0.006835 , 0.00552 , 0.005996 , 0.007613 , 0.007829 , 0.009617 , 0.007386 , 0.006919 , 0.00624 , 0.007749 , 0.008358 , 0.00653 , 0.00824 , 0.00696 , 0.008066 , 0.006279 , 0.006456 , 0.007914 , 0.013177 , 0.012608 , 0.011049 , 0.0084 , 0.004701 , 0.008222 , 0.004129 , 0.003445 , 0.000956 , 0.007112 , 0.009109 , 0.008991 , 0.010214 , 0.006447 , 0.001787 , 0.006806 , 0.002898 , 0.005132 , 0.003252 , 0.013159 , 0.009505 , 0.005603 , 0.008731 , 0.003535 , 0.004513 , 0.008284 , 0.016775 , 0.010663 , 0.004407 , 0.005821 , 0.00714 , 0.001534 , 0.007153 , 0.005812 , 0.011239 , 0.010575 , 0.019033 , 0.004058 
 341 , 0.010375 , 0.006905 , 0.006978 , 0.014042 , 0.007364 , 0.009773 , 0.018271 , 0.010933 , 0.006009 , 0.00574 , 0.007954 , 0.007905 , 0.004523 , 0.005087 , 0.008221 , 0.011417 , 0.005482 , 0.004117 , 0.010918 , 0.006539 , 0.011372 , 0.011734 , 0.011798 , 0.01001 , 0.010955 , 0.012463 , 0.012568 , 0.012806 , 0.011861 , 0.014897 , 0.011114 , 0.009163 , 0.009636 , 0.009688 , 0.007374 , 0.004177 , 0.005035 , 0.008485 , 0.003437 , 0.007938 , 0.003358 , 0.006036 , 0.00266 , 0.004703 , 0.008988 , 0.007201 , 0.009091 , 0.006064 , 0.008091 , 0.008831 , 0.006502 , 0.010069 , 0.005896 , 0.005666 , 0.005296 , 0.007624 , 0.011133 , 0.010585 , 0.007366 , 0.013143 , 0.007575 , 0.01883 , 0.012149 , 0.007484 , 0.00626 , 0.006408 , 0.00824 , 0.00794 , 0.010351 , 0.008005 , 0.007456 , 0.006324 , 0.008146 , 0.008858 , 0.006488 , 0.008504 , 0.007484 , 0.00791 , 0.006751 , 0.006781 , 0.008463 , 0.012432 , 0.01304 , 0.011179 , 0.008895 , 0.005453 , 0.009257 , 0.004849 , 0.00399 , 0.001331 , 0.007651 , 0.009526 , 0.009604 , 0.011154 , 0.007182 , 0.002486 , 0.007334 , 0.003567 , 0.00563 , 0.003915 , 0.013231 , 0.011233 , 0.006303 , 0.009665 , 0.004314 , 0.005215 , 0.008868 , 0.017996 , 0.011182 , 0.005005 , 0.006235 , 0.007784 , 0.002116 , 0.007867 , 0.006233 , 0.011257 , 0.011366 , 0.019173 , 0.004631 
 342 , 0.01116 , 0.007451 , 0.007525 , 0.014879 , 0.008174 , 0.010551 , 0.019005 , 0.012102 , 0.006592 , 0.006457 , 0.008813 , 0.008843 , 0.005218 , 0.006059 , 0.008842 , 0.012142 , 0.006094 , 0.004734 , 0.011496 , 0.007234 , 0.01211 , 0.01233 , 0.012452 , 0.010512 , 0.010893 , 0.013049 , 0.012873 , 0.013264 , 0.012245 , 0.015464 , 0.011593 , 0.00945 , 0.01018 , 0.010493 , 0.007745 , 0.004762 , 0.005387 , 0.008999 , 0.004063 , 0.008459 , 0.003973 , 0.006556 , 0.003191 , 0.005198 , 0.009425 , 0.007868 , 0.009803 , 0.006547 , 0.00867 , 0.009297 , 0.006976 , 0.010536 , 0.006407 , 0.00601 , 0.005819 , 0.008149 , 0.011657 , 0.011002 , 0.007645 , 0.013526 , 0.008074 , 0.019285 , 0.01282 , 0.007981 , 0.006877 , 0.007007 , 0.008658 , 0.008393 , 0.010892 , 0.008511 , 0.007838 , 0.006796 , 0.008545 , 0.009239 , 0.006926 , 0.008784 , 0.007866 , 0.008141 , 0.007139 , 0.007267 , 0.008826 , 0.012601 , 0.013473 , 0.011612 , 0.00951 , 0.005973 , 0.009859 , 0.005291 , 0.004398 , 0.001746 , 0.008102 , 0.010112 , 0.01018 , 0.01177 , 0.007743 , 0.003153 , 0.007904 , 0.004079 , 0.00616 , 0.004446 , 0.013775 , 0.01217 , 0.007012 , 0.0105 , 0.005008 , 0.005961 , 0.009463 , 0.01877 , 0.011679 , 0.005655 , 0.006736 , 0.008352 , 0.002619 , 0.008506 , 0.006926 , 0.011647 , 0.011965 , 0.019715 , 0.005229 
