  time  ,:52:13 A,:52:57 A,:53:03 A,:53:10 A,:53:18 A,:53:23 A,:53:57 A,:54:03 A,:54:11 A,:54:24 A,:54:34 A,:55:11 A,:55:20 A,:55:27 A,:55:36 A,:55:46 A,:56:21 A,:56:30 A,:56:37 A,:56:44 A,:56:53 A,:57:33 A,:57:40 A,:57:53 A,:58:02 A,:58:11 A,:59:31 A,:59:37 A,:59:45 A,:59:51 A,:59:59 A,:04:13 A,:04:19 A,:04:27 A,:04:35 A,:04:43 A,:05:16 A,:05:25 A,:05:33 A,:05:39 A,:05:46 A,:06:23 A,:06:28 A,:06:39 A,:06:46 A,:06:55 A,:08:02 A,:08:07 A,:08:14 A,:08:23 A,:08:33 A,:09:06 A,:09:13 A,:09:22 A,:09:32 A,:09:45 A,:10:27 A,:10:33 A,:10:43 A,:10:51 A,:10:59 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 336 , 0.006737 , 0.009017 , 0.005618 , 0.004577 , 0.004391 , 0.004945 , 0.007633 , 0.005003 , 0.005025 , 0.004072 , 0.004146 , 0.00476 , 0.003945 , 0.004825 , 0.008238 , 0.007098 , 0.002101 , 0.007689 , 0.006364 , 0.005356 , 0.010176 , 0.008365 , 0.007138 , 0.005841 , 0.005269 , 0.006509 , 0.007821 , 0.004845 , 0.004893 , 0.005661 , 0.003193 , 0.005854 , 0.006206 , 0.005904 , 0.006256 , 0.007215 , 0.005235 , 0.009999 , 0.004117 , 0.008157 , 0.004579 , 0.007636 , 0.009259 , 0.008556 , 0.010644 , 0.006863 , 0.009819 , 0.009581 , 0.006769 , 0.006474 , 0.008026 , 0.006749 , 0.007497 , 0.006957 , 0.010033 , 0.008809 , 0.009188 , 0.009681 , 0.007248 , 0.00855 , 0.009429 
 337 , 0.007147 , 0.01004 , 0.00649 , 0.005793 , 0.005012 , 0.006058 , 0.008739 , 0.005636 , 0.005956 , 0.004865 , 0.004752 , 0.005555 , 0.004612 , 0.005321 , 0.009024 , 0.008047 , 0.00276 , 0.008252 , 0.007154 , 0.005769 , 0.011125 , 0.009165 , 0.007945 , 0.006502 , 0.005923 , 0.007433 , 0.008764 , 0.005561 , 0.005585 , 0.006301 , 0.003689 , 0.00648 , 0.007051 , 0.006477 , 0.006834 , 0.007857 , 0.00575 , 0.010784 , 0.004705 , 0.008819 , 0.005272 , 0.008156 , 0.010011 , 0.009113 , 0.01158 , 0.007672 , 0.010441 , 0.009716 , 0.007626 , 0.0072 , 0.008676 , 0.007442 , 0.008211 , 0.007665 , 0.010795 , 0.009652 , 0.009868 , 0.010542 , 0.008074 , 0.009166 , 0.010262 
 338 , 0.007467 , 0.010936 , 0.007286 , 0.006948 , 0.005578 , 0.007126 , 0.009767 , 0.006184 , 0.006836 , 0.005569 , 0.005289 , 0.006287 , 0.005229 , 0.005759 , 0.009714 , 0.008914 , 0.003374 , 0.008721 , 0.007867 , 0.00612 , 0.011941 , 0.009854 , 0.008663 , 0.00707 , 0.006501 , 0.00828 , 0.009652 , 0.006206 , 0.006215 , 0.006874 , 0.004138 , 0.007033 , 0.00785 , 0.006974 , 0.007346 , 0.008412 , 0.006221 , 0.011468 , 0.005243 , 0.009387 , 0.005906 , 0.00859 , 0.010664 , 0.009581 , 0.012399 , 0.008417 , 0.010971 , 0.009788 , 0.008405 , 0.007851 , 0.009227 , 0.00806 , 0.008845 , 0.008287 , 0.011461 , 0.010401 , 0.010454 , 0.0113 , 0.008829 , 0.009694 , 0.011007 
 339 , 0.008408 , 0.011555 , 0.007939 , 0.007467 , 0.006564 , 0.007641 , 0.010366 , 0.006834 , 0.007562 , 0.006183 , 0.005937 , 0.006777 , 0.005856 , 0.006501 , 0.010515 , 0.009298 , 0.003838 , 0.00922 , 0.008395 , 0.006508 , 0.012356 , 0.010125 , 0.00886 , 0.007671 , 0.006992 , 0.008881 , 0.010181 , 0.006648 , 0.006672 , 0.007357 , 0.004565 , 0.007457 , 0.00804 , 0.007304 , 0.007766 , 0.008856 , 0.00668 , 0.011692 , 0.005639 , 0.009809 , 0.006253 , 0.009026 , 0.011149 , 0.01013 , 0.012581 , 0.008786 , 0.011429 , 0.010574 , 0.008712 , 0.008287 , 0.00963 , 0.008397 , 0.009212 , 0.008624 , 0.011748 , 0.010711 , 0.01103 , 0.0116 , 0.009241 , 0.009922 , 0.011209 
 340 , 0.009327 , 0.01203 , 0.00847 , 0.007748 , 0.007434 , 0.007972 , 0.01076 , 0.007393 , 0.00817 , 0.006673 , 0.006516 , 0.007152 , 0.006389 , 0.007202 , 0.011269 , 0.009522 , 0.004197 , 0.009636 , 0.00883 , 0.006829 , 0.012651 , 0.010279 , 0.008914 , 0.008198 , 0.007398 , 0.009369 , 0.010592 , 0.007011 , 0.007024 , 0.007745 , 0.004925 , 0.00782 , 0.008087 , 0.007563 , 0.008125 , 0.009224 , 0.007077 , 0.011795 , 0.005945 , 0.010157 , 0.006498 , 0.009418 , 0.011552 , 0.010644 , 0.012625 , 0.009033 , 0.011821 , 0.011493 , 0.008887 , 0.008627 , 0.009964 , 0.008641 , 0.009475 , 0.008856 , 0.011921 , 0.010903 , 0.011568 , 0.01179 , 0.009542 , 0.010059 , 0.011282 
 341 , 0.010104 , 0.012401 , 0.008898 , 0.007915 , 0.008111 , 0.008219 , 0.011024 , 0.007836 , 0.008679 , 0.007053 , 0.006999 , 0.007449 , 0.00682 , 0.007797 , 0.011944 , 0.009664 , 0.004479 , 0.009954 , 0.009196 , 0.00707 , 0.012887 , 0.010381 , 0.008908 , 0.008637 , 0.007726 , 0.009779 , 0.010936 , 0.007322 , 0.007298 , 0.008046 , 0.005216 , 0.008139 , 0.008091 , 0.007776 , 0.008428 , 0.009528 , 0.007402 , 0.011846 , 0.006181 , 0.010445 , 0.006685 , 0.009755 , 0.011889 , 0.011093 , 0.012629 , 0.009215 , 0.012145 , 0.012425 , 0.009004 , 0.008902 , 0.010246 , 0.008831 , 0.009671 , 0.009025 , 0.01203 , 0.011043 , 0.012058 , 0.011939 , 0.009781 , 0.010147 , 0.011309 
 342 , 0.010608 , 0.013223 , 0.0093 , 0.008391 , 0.008636 , 0.008579 , 0.011235 , 0.008187 , 0.009069 , 0.007425 , 0.007521 , 0.00771 , 0.007181 , 0.008299 , 0.012486 , 0.009959 , 0.004777 , 0.010304 , 0.009695 , 0.007392 , 0.013224 , 0.010661 , 0.009224 , 0.009088 , 0.008179 , 0.010237 , 0.011238 , 0.007686 , 0.007651 , 0.008452 , 0.005568 , 0.008401 , 0.00832 , 0.008089 , 0.008747 , 0.009776 , 0.007667 , 0.012049 , 0.006426 , 0.0108 , 0.006938 , 0.010134 , 0.012304 , 0.011412 , 0.012978 , 0.009554 , 0.012469 , 0.013271 , 0.009308 , 0.00926 , 0.01061 , 0.009147 , 0.009908 , 0.009325 , 0.012344 , 0.011262 , 0.012433 , 0.012187 , 0.010053 , 0.010459 , 0.01155 
 343 , 0.010858 , 0.014634 , 0.009701 , 0.00925 , 0.009066 , 0.009087 , 0.011434 , 0.008473 , 0.009357 , 0.007817 , 0.008116 , 0.007952 , 0.007501 , 0.008729 , 0.012889 , 0.010441 , 0.005119 , 0.010719 , 0.01036 , 0.007833 , 0.013677 , 0.01115 , 0.00991 , 0.009581 , 0.008788 , 0.010769 , 0.011506 , 0.008116 , 0.008116 , 0.00901 , 0.006012 , 0.008606 , 0.008802 , 0.008523 , 0.009098 , 0.009983 , 0.007888 , 0.01243 , 0.006702 , 0.01124 , 0.007276 , 0.010568 , 0.012818 , 0.011601 , 0.013714 , 0.010082 , 0.012807 , 0.013968 , 0.009833 , 0.009731 , 0.011073 , 0.009609 , 0.010208 , 0.009785 , 0.012899 , 0.011578 , 0.012685 , 0.012546 , 0.010374 , 0.011032 , 0.012032 
 344 , 0.011061 , 0.016053 , 0.010051 , 0.010054 , 0.009455 , 0.009545 , 0.011602 , 0.008722 , 0.009611 , 0.008154 , 0.008659 , 0.008156 , 0.007797 , 0.009115 , 0.013238 , 0.010872 , 0.005425 , 0.011099 , 0.010977 , 0.008242 , 0.014076 , 0.011607 , 0.010558 , 0.010039 , 0.009341 , 0.011255 , 0.01174 , 0.008506 , 0.008538 , 0.009542 , 0.006428 , 0.008784 , 0.009247 , 0.008918 , 0.009422 , 0.010166 , 0.008084 , 0.012775 , 0.006954 , 0.011645 , 0.007581 , 0.010968 , 0.013294 , 0.011762 , 0.014412 , 0.010574 , 0.013108 , 0.014628 , 0.010325 , 0.010167 , 0.011502 , 0.010026 , 0.01048 , 0.010209 , 0.013418 , 0.011863 , 0.012903 , 0.012873 , 0.010666 , 0.01157 , 0.012475 
 345 , 0.011278 , 0.017409 , 0.01041 , 0.010757 , 0.009861 , 0.009996 , 0.011822 , 0.008999 , 0.009907 , 0.008467 , 0.009157 , 0.008383 , 0.008105 , 0.00951 , 0.013593 , 0.011284 , 0.005721 , 0.011472 , 0.011549 , 0.008652 , 0.014468 , 0.012065 , 0.011171 , 0.010461 , 0.009856 , 0.01173 , 0.012001 , 0.008882 , 0.008946 , 0.010056 , 0.006834 , 0.00898 , 0.009676 , 0.009293 , 0.009751 , 0.010366 , 0.008293 , 0.013149 , 0.007205 , 0.012054 , 0.007879 , 0.011364 , 0.013763 , 0.01196 , 0.01509 , 0.011047 , 0.013431 , 0.015249 , 0.010804 , 0.010595 , 0.011919 , 0.010435 , 0.010768 , 0.010622 , 0.013932 , 0.01217 , 0.013145 , 0.013231 , 0.010974 , 0.01211 , 0.012902 
 346 , 0.011985 , 0.017991 , 0.011309 , 0.010875 , 0.010823 , 0.010807 , 0.012845 , 0.00989 , 0.010972 , 0.008949 , 0.009577 , 0.00915 , 0.008798 , 0.010384 , 0.014403 , 0.011906 , 0.006209 , 0.012063 , 0.012048 , 0.009373 , 0.015189 , 0.012853 , 0.011732 , 0.010834 , 0.010413 , 0.012477 , 0.012806 , 0.009436 , 0.009547 , 0.010589 , 0.007368 , 0.009576 , 0.010229 , 0.009745 , 0.010371 , 0.010942 , 0.008818 , 0.014113 , 0.007657 , 0.012813 , 0.00836 , 0.012006 , 0.014482 , 0.012739 , 0.015858 , 0.011622 , 0.014268 , 0.015804 , 0.011433 , 0.011216 , 0.012498 , 0.011115 , 0.011451 , 0.011225 , 0.014708 , 0.012972 , 0.013877 , 0.014193 , 0.011699 , 0.012953 , 0.0135 
 347 , 0.012634 , 0.018507 , 0.012133 , 0.010975 , 0.011744 , 0.011556 , 0.013841 , 0.01074 , 0.011987 , 0.009388 , 0.009961 , 0.009879 , 0.009435 , 0.011225 , 0.015172 , 0.012474 , 0.006672 , 0.012602 , 0.012499 , 0.010045 , 0.015859 , 0.013585 , 0.012248 , 0.011164 , 0.010925 , 0.01317 , 0.013578 , 0.009942 , 0.010118 , 0.011082 , 0.007874 , 0.010136 , 0.010751 , 0.010165 , 0.010946 , 0.011476 , 0.00932 , 0.015041 , 0.008077 , 0.013527 , 0.008817 , 0.012603 , 0.015147 , 0.013483 , 0.016575 , 0.012155 , 0.015066 , 0.016304 , 0.012023 , 0.011797 , 0.013033 , 0.011774 , 0.012093 , 0.011785 , 0.015437 , 0.013737 , 0.01456 , 0.015121 , 0.012384 , 0.01376 , 0.01405 
 348 , 0.013233 , 0.018969 , 0.012891 , 0.011061 , 0.012628 , 0.012249 , 0.01481 , 0.011551 , 0.012956 , 0.009792 , 0.010314 , 0.010574 , 0.010021 , 0.012033 , 0.015902 , 0.012997 , 0.00711 , 0.013094 , 0.012909 , 0.010672 , 0.016484 , 0.014265 , 0.012723 , 0.011459 , 0.011398 , 0.013816 , 0.014318 , 0.010406 , 0.010663 , 0.011538 , 0.008354 , 0.010663 , 0.011245 , 0.010555 , 0.011483 , 0.011972 , 0.0098 , 0.015936 , 0.00847 , 0.0142 , 0.009252 , 0.01316 , 0.015762 , 0.014197 , 0.017246 , 0.01265 , 0.015827 , 0.016759 , 0.012578 , 0.012343 , 0.013529 , 0.012412 , 0.0127 , 0.012307 , 0.016122 , 0.014467 , 0.0152 , 0.016018 , 0.013033 , 0.014531 , 0.014558 
 349 , 0.014108 , 0.019501 , 0.013708 , 0.011827 , 0.01324 , 0.012966 , 0.015731 , 0.012103 , 0.0137 , 0.010443 , 0.01091 , 0.011276 , 0.010643 , 0.012438 , 0.016578 , 0.013627 , 0.007624 , 0.01362 , 0.013437 , 0.011194 , 0.017329 , 0.015055 , 0.013307 , 0.012068 , 0.012048 , 0.014555 , 0.015096 , 0.010829 , 0.011324 , 0.012129 , 0.008954 , 0.01122 , 0.011806 , 0.011056 , 0.012096 , 0.012682 , 0.010369 , 0.016641 , 0.008961 , 0.014848 , 0.009697 , 0.013799 , 0.016378 , 0.014874 , 0.017957 , 0.013303 , 0.016621 , 0.017546 , 0.013258 , 0.012977 , 0.014131 , 0.013003 , 0.013336 , 0.012869 , 0.01672 , 0.015264 , 0.015971 , 0.016603 , 0.013629 , 0.015228 , 0.015337 
 350 , 0.015051 , 0.020009 , 0.014517 , 0.012851 , 0.013699 , 0.013651 , 0.016581 , 0.01251 , 0.014306 , 0.011165 , 0.011567 , 0.011943 , 0.011245 , 0.012653 , 0.017178 , 0.01427 , 0.00814 , 0.01412 , 0.013975 , 0.01164 , 0.018215 , 0.01585 , 0.013891 , 0.012772 , 0.012743 , 0.015296 , 0.015845 , 0.011213 , 0.012005 , 0.012739 , 0.009578 , 0.011763 , 0.012362 , 0.01157 , 0.01271 , 0.013452 , 0.010944 , 0.017221 , 0.009466 , 0.015446 , 0.010121 , 0.014437 , 0.016953 , 0.015491 , 0.01864 , 0.013986 , 0.017381 , 0.018425 , 0.013961 , 0.013614 , 0.014737 , 0.013533 , 0.013948 , 0.013414 , 0.017241 , 0.016052 , 0.016756 , 0.01702 , 0.014168 , 0.015852 , 0.016196 
 351 , 0.015926 , 0.020449 , 0.015275 , 0.013844 , 0.014104 , 0.014276 , 0.017365 , 0.01287 , 0.014854 , 0.011839 , 0.012168 , 0.012557 , 0.011798 , 0.012833 , 0.01771 , 0.014866 , 0.008616 , 0.014569 , 0.014463 , 0.012041 , 0.019034 , 0.016587 , 0.014417 , 0.013428 , 0.013396 , 0.015986 , 0.016538 , 0.011564 , 0.012648 , 0.013302 , 0.010168 , 0.012269 , 0.012874 , 0.012042 , 0.013281 , 0.014181 , 0.011477 , 0.01774 , 0.009933 , 0.015991 , 0.01051 , 0.015027 , 0.017474 , 0.016051 , 0.019266 , 0.01462 , 0.01808 , 0.019242 , 0.014626 , 0.014202 , 0.015289 , 0.014012 , 0.014511 , 0.013915 , 0.017707 , 0.01679 , 0.017486 , 0.017386 , 0.014659 , 0.01642 , 0.017009 
 352 , 0.01662 , 0.020853 , 0.015787 , 0.014543 , 0.014469 , 0.01477 , 0.017912 , 0.013214 , 0.015415 , 0.012361 , 0.012698 , 0.012938 , 0.012235 , 0.013119 , 0.0183 , 0.015393 , 0.009046 , 0.015006 , 0.014928 , 0.012398 , 0.019623 , 0.017239 , 0.014927 , 0.014015 , 0.013835 , 0.016563 , 0.017127 , 0.011914 , 0.013142 , 0.013759 , 0.010604 , 0.012732 , 0.013345 , 0.012512 , 0.013768 , 0.014782 , 0.011974 , 0.01824 , 0.01037 , 0.016531 , 0.010883 , 0.015595 , 0.017986 , 0.016563 , 0.019896 , 0.015161 , 0.018713 , 0.019922 , 0.015174 , 0.014752 , 0.01581 , 0.014476 , 0.015045 , 0.01435 , 0.018219 , 0.017404 , 0.0182 , 0.017811 , 0.015148 , 0.016966 , 0.017696 
 353 , 0.017016 , 0.021246 , 0.01586 , 0.014677 , 0.014801 , 0.015061 , 0.018053 , 0.013568 , 0.016062 , 0.012618 , 0.013141 , 0.012916 , 0.012486 , 0.01364 , 0.019071 , 0.015823 , 0.009423 , 0.01547 , 0.015393 , 0.01271 , 0.019826 , 0.017772 , 0.015464 , 0.014507 , 0.013893 , 0.01696 , 0.017561 , 0.012293 , 0.013373 , 0.014051 , 0.010761 , 0.013143 , 0.013777 , 0.013025 , 0.014124 , 0.015162 , 0.012442 , 0.018759 , 0.010782 , 0.017114 , 0.011257 , 0.016162 , 0.018528 , 0.017031 , 0.020589 , 0.015559 , 0.019273 , 0.020384 , 0.015524 , 0.015271 , 0.016319 , 0.014955 , 0.015563 , 0.014691 , 0.018875 , 0.017819 , 0.01893 , 0.018401 , 0.015679 , 0.017522 , 0.018166 
 354 , 0.017377 , 0.021599 , 0.01592 , 0.014793 , 0.015104 , 0.015324 , 0.018173 , 0.013893 , 0.016669 , 0.01285 , 0.013554 , 0.01289 , 0.012713 , 0.014129 , 0.0198 , 0.016219 , 0.009778 , 0.015899 , 0.015823 , 0.012995 , 0.020003 , 0.018265 , 0.015964 , 0.014966 , 0.013941 , 0.017321 , 0.017958 , 0.012644 , 0.013579 , 0.014315 , 0.010899 , 0.013524 , 0.014178 , 0.013508 , 0.01445 , 0.015509 , 0.012883 , 0.019236 , 0.011169 , 0.017658 , 0.011605 , 0.016692 , 0.01903 , 0.017461 , 0.021235 , 0.015924 , 0.01979 , 0.020803 , 0.015843 , 0.015754 , 0.016792 , 0.0154 , 0.016047 , 0.015002 , 0.019487 , 0.018196 , 0.019621 , 0.018949 , 0.016176 , 0.018038 , 0.018598 
 355 , 0.017707 , 0.021918 , 0.015969 , 0.014896 , 0.015379 , 0.015561 , 0.018276 , 0.014192 , 0.017242 , 0.01306 , 0.013941 , 0.012863 , 0.012918 , 0.014588 , 0.020489 , 0.016583 , 0.010112 , 0.016297 , 0.016223 , 0.013256 , 0.020158 , 0.018722 , 0.016432 , 0.015394 , 0.013982 , 0.017652 , 0.018323 , 0.012969 , 0.013763 , 0.014554 , 0.011021 , 0.01388 , 0.014551 , 0.013964 , 0.014749 , 0.015828 , 0.013298 , 0.019678 , 0.011534 , 0.018166 , 0.011929 , 0.017191 , 0.019496 , 0.017858 , 0.021838 , 0.016259 , 0.02027 , 0.021186 , 0.016134 , 0.016205 , 0.017231 , 0.015816 , 0.016499 , 0.015286 , 0.02006 , 0.018541 , 0.020275 , 0.01946 , 0.016642 , 0.018518 , 0.018994 
 356 , 0.017557 , 0.022025 , 0.016139 , 0.014802 , 0.015218 , 0.015451 , 0.01836 , 0.014143 , 0.016931 , 0.012994 , 0.013891 , 0.0128 , 0.012911 , 0.014667 , 0.020295 , 0.016619 , 0.010131 , 0.016416 , 0.016208 , 0.013606 , 0.020011 , 0.018715 , 0.016514 , 0.015397 , 0.01404 , 0.017331 , 0.018423 , 0.013021 , 0.013796 , 0.014659 , 0.010973 , 0.01369 , 0.014475 , 0.013901 , 0.014762 , 0.015698 , 0.013204 , 0.019688 , 0.011514 , 0.018257 , 0.011953 , 0.017274 , 0.019412 , 0.017801 , 0.021825 , 0.016181 , 0.020077 , 0.021146 , 0.016217 , 0.01628 , 0.017091 , 0.015944 , 0.016421 , 0.015424 , 0.019994 , 0.018444 , 0.02013 , 0.019606 , 0.016513 , 0.018535 , 0.019037 
 357 , 0.017386 , 0.022105 , 0.016297 , 0.014697 , 0.01504 , 0.015323 , 0.018428 , 0.014072 , 0.016597 , 0.012912 , 0.013816 , 0.012733 , 0.012887 , 0.014716 , 0.020063 , 0.016625 , 0.010126 , 0.016509 , 0.016164 , 0.013946 , 0.019848 , 0.018676 , 0.016566 , 0.015371 , 0.014088 , 0.016998 , 0.018496 , 0.01305 , 0.013811 , 0.014744 , 0.010914 , 0.013482 , 0.014375 , 0.013809 , 0.014754 , 0.015548 , 0.013086 , 0.019667 , 0.01147 , 0.018312 , 0.011954 , 0.017325 , 0.019297 , 0.017716 , 0.021772 , 0.016079 , 0.019856 , 0.021076 , 0.016279 , 0.016326 , 0.016923 , 0.016045 , 0.016314 , 0.015542 , 0.01989 , 0.018322 , 0.019947 , 0.01972 , 0.016355 , 0.01852 , 0.019051 
 358 , 0.017217 , 0.022167 , 0.016435 , 0.01459 , 0.014868 , 0.015195 , 0.01848 , 0.013998 , 0.016285 , 0.012828 , 0.013737 , 0.012663 , 0.012855 , 0.014755 , 0.019836 , 0.016621 , 0.010114 , 0.016589 , 0.016112 , 0.014271 , 0.019686 , 0.018629 , 0.016607 , 0.015337 , 0.014128 , 0.016684 , 0.018558 , 0.013068 , 0.013816 , 0.014818 , 0.010853 , 0.013284 , 0.014274 , 0.013717 , 0.014738 , 0.015399 , 0.012968 , 0.019637 , 0.011423 , 0.018353 , 0.011948 , 0.017365 , 0.019179 , 0.017627 , 0.021712 , 0.015975 , 0.019639 , 0.021 , 0.01633 , 0.016361 , 0.016758 , 0.016133 , 0.016206 , 0.015646 , 0.019782 , 0.018199 , 0.019765 , 0.01982 , 0.0162 , 0.018496 , 0.019054 
 359 , 0.017533 , 0.022619 , 0.016563 , 0.014829 , 0.015014 , 0.015398 , 0.018787 , 0.01417 , 0.016439 , 0.013018 , 0.01388 , 0.01286 , 0.013216 , 0.015045 , 0.020032 , 0.01689 , 0.010285 , 0.016979 , 0.016388 , 0.014585 , 0.020127 , 0.019045 , 0.016904 , 0.015617 , 0.014506 , 0.017012 , 0.018901 , 0.013387 , 0.014031 , 0.015062 , 0.011075 , 0.013539 , 0.014542 , 0.013984 , 0.014998 , 0.015704 , 0.013254 , 0.019993 , 0.011702 , 0.018716 , 0.012229 , 0.017704 , 0.019505 , 0.017942 , 0.022091 , 0.016306 , 0.019891 , 0.021394 , 0.01658 , 0.016649 , 0.017076 , 0.01644 , 0.016529 , 0.015924 , 0.020192 , 0.018563 , 0.020041 , 0.020227 , 0.016437 , 0.018826 , 0.019459 
 360 , 0.018182 , 0.023335 , 0.016681 , 0.015301 , 0.015374 , 0.015824 , 0.019262 , 0.014508 , 0.016906 , 0.013393 , 0.014173 , 0.013238 , 0.013857 , 0.015505 , 0.020513 , 0.017343 , 0.010581 , 0.017577 , 0.016886 , 0.01488 , 0.020991 , 0.019781 , 0.017374 , 0.016112 , 0.015117 , 0.017788 , 0.019433 , 0.013913 , 0.014386 , 0.015416 , 0.011493 , 0.014111 , 0.015067 , 0.014501 , 0.015445 , 0.016325 , 0.013822 , 0.020611 , 0.01221 , 0.019296 , 0.01271 , 0.018246 , 0.020135 , 0.018532 , 0.022771 , 0.016937 , 0.02046 , 0.02211 , 0.01696 , 0.017104 , 0.017728 , 0.016891 , 0.017152 , 0.016316 , 0.020959 , 0.019264 , 0.020627 , 0.02084 , 0.016942 , 0.019397 , 0.020138 
 361 , 0.018795 , 0.024006 , 0.016789 , 0.015744 , 0.015707 , 0.016221 , 0.019703 , 0.014821 , 0.017343 , 0.013744 , 0.014443 , 0.01359 , 0.014474 , 0.015936 , 0.020959 , 0.017765 , 0.010856 , 0.01814 , 0.017352 , 0.015153 , 0.021815 , 0.020479 , 0.017812 , 0.016576 , 0.015696 , 0.018531 , 0.019928 , 0.014413 , 0.014716 , 0.015743 , 0.011888 , 0.014659 , 0.015563 , 0.014988 , 0.015863 , 0.016914 , 0.014364 , 0.02119 , 0.012696 , 0.019841 , 0.013164 , 0.018753 , 0.020728 , 0.019087 , 0.023409 , 0.017536 , 0.020992 , 0.022783 , 0.017312 , 0.017529 , 0.018345 , 0.017311 , 0.017742 , 0.016679 , 0.021687 , 0.019927 , 0.021176 , 0.021413 , 0.017415 , 0.019931 , 0.020779 
 362 , 0.019298 , 0.024622 , 0.016908 , 0.016072 , 0.016037 , 0.016593 , 0.020117 , 0.015132 , 0.017791 , 0.014089 , 0.014717 , 0.013955 , 0.015007 , 0.016325 , 0.021443 , 0.018207 , 0.011121 , 0.018661 , 0.017762 , 0.015451 , 0.022581 , 0.021136 , 0.018232 , 0.017019 , 0.016208 , 0.019213 , 0.020399 , 0.01485 , 0.015041 , 0.016095 , 0.012258 , 0.015175 , 0.015996 , 0.015434 , 0.016262 , 0.017446 , 0.014845 , 0.02174 , 0.013145 , 0.020333 , 0.013592 , 0.019204 , 0.021254 , 0.019632 , 0.024 , 0.018077 , 0.021506 , 0.023457 , 0.017695 , 0.017913 , 0.018917 , 0.017722 , 0.018285 , 0.017063 , 0.022341 , 0.020546 , 0.021699 , 0.021965 , 0.017866 , 0.020471 , 0.021396 
 363 , 0.019468 , 0.025149 , 0.017103 , 0.016031 , 0.016427 , 0.016943 , 0.020515 , 0.015507 , 0.018385 , 0.014485 , 0.015075 , 0.014456 , 0.01526 , 0.016636 , 0.022197 , 0.018841 , 0.0114 , 0.019118 , 0.018039 , 0.015922 , 0.023233 , 0.021734 , 0.018675 , 0.017473 , 0.01655 , 0.019745 , 0.020877 , 0.015113 , 0.015423 , 0.016624 , 0.012597 , 0.015626 , 0.016252 , 0.015795 , 0.016679 , 0.017829 , 0.015153 , 0.02229 , 0.013513 , 0.020719 , 0.013994 , 0.019528 , 0.021622 , 0.020259 , 0.024523 , 0.018475 , 0.022062 , 0.024263 , 0.018297 , 0.018216 , 0.019414 , 0.018194 , 0.018728 , 0.01762 , 0.022805 , 0.021103 , 0.022226 , 0.022548 , 0.018327 , 0.021159 , 0.022023 
 364 , 0.019628 , 0.025646 , 0.017286 , 0.015994 , 0.016795 , 0.017275 , 0.020889 , 0.015862 , 0.018954 , 0.014864 , 0.015416 , 0.014942 , 0.015498 , 0.016928 , 0.022926 , 0.019455 , 0.011666 , 0.019553 , 0.018299 , 0.016373 , 0.023857 , 0.022304 , 0.019097 , 0.017904 , 0.016873 , 0.020252 , 0.021331 , 0.01536 , 0.015788 , 0.017132 , 0.012923 , 0.016058 , 0.016492 , 0.016137 , 0.017075 , 0.018193 , 0.015443 , 0.022815 , 0.013865 , 0.021082 , 0.014381 , 0.019833 , 0.021968 , 0.020862 , 0.025017 , 0.018852 , 0.022592 , 0.025042 , 0.018878 , 0.018502 , 0.019889 , 0.018645 , 0.019149 , 0.018156 , 0.023244 , 0.021635 , 0.022728 , 0.023106 , 0.018765 , 0.021825 , 0.022624 
 365 , 0.019778 , 0.026117 , 0.017457 , 0.015961 , 0.017145 , 0.017588 , 0.021242 , 0.016201 , 0.019501 , 0.015226 , 0.015741 , 0.015413 , 0.015722 , 0.017204 , 0.023631 , 0.02005 , 0.011919 , 0.019967 , 0.018543 , 0.016805 , 0.024454 , 0.022847 , 0.019498 , 0.018315 , 0.01718 , 0.020737 , 0.021763 , 0.015594 , 0.016136 , 0.017621 , 0.013235 , 0.016472 , 0.016718 , 0.016462 , 0.017454 , 0.018537 , 0.015718 , 0.023316 , 0.014202 , 0.021425 , 0.014753 , 0.02012 , 0.022294 , 0.021445 , 0.025486 , 0.019209 , 0.023098 , 0.025793 , 0.01944 , 0.018771 , 0.020343 , 0.019075 , 0.01955 , 0.018673 , 0.023659 , 0.022145 , 0.023204 , 0.023639 , 0.019184 , 0.022471 , 0.023199 
