"","Research_location","Date","Time","Site.x","Block","Treatment","Weather","Spufilename.x","REP","NDVI(MODIS)","EVI(MODIS)","EVI2(MODIS)","PRI(550Reference)","PRI(570Ref)","WBI","ChlIndex","FileNum.x","Process_file","key_num.x","key","Site.y","FileNum.y","DateTime","Integration_ms","Temp","Remarks","Spufilename.y","Spu_filename","ReflecMean","ReflecSERR","ChAmax","ChBmax","Number_ChAmax","key_num.y","Type"
"1373","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F5",NA,"jun18lof00060.spu","3","0.69977664301229592","0.75852602744304332","0.57807690716373683","0.1045596834751636","6.954804738920578E-2","1.0129578765051159","0.34691039981867172",60,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00060","2016-06-18_LMAT00060","LMAT",60,2016-06-18 10:31:54,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00060.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00060.spu",0.358202484474811,0.0185642179681908,59350,22875.2,0,"00060",""
"1374","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F5",NA,"jun18lof00061.spu","4","0.67737134812126165","0.67113915691507453","0.52202005983484523","0.10096614418784777","7.6780584292240273E-2","1.0059014917337343","0.32317837494512475",61,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00061","2016-06-18_LMAT00061","LMAT",61,2016-06-18 10:32:01,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00061.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00061.spu",0.322878769571415,0.0162251868722648,58982,20258.4,0,"00061",""
"1375","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F5",NA,"jun18lof00062.spu","5","0.5995056888235939","0.58517501510561654","0.47918551748622557","9.8205122459497557E-2","8.849509417552251E-2","0.97693571416283909","0.27638348511408495",62,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00062","2016-06-18_LMAT00062","LMAT",62,2016-06-18 10:32:09,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00062.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00062.spu",0.348191452327735,0.0161977361841832,59745,20757.6,0,"00062",""
"1376","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","H",NA,"jun18lof00063.spu","1","0.61675147009683917","0.56975464771039863","0.45991712768609266","9.1226990719376511E-2","8.5048499584436776E-2","0.98967921156892857","0.26909110980566864",63,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00063","2016-06-18_LMAT00063","LMAT",63,2016-06-18 10:32:40,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00063.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00063.spu",0.311759703129472,0.0146487123831585,60190,18804.3,0,"00063",""
"1377","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","H",NA,"jun18lof00064.spu","2","0.58176916257657307","0.58511795370890107","0.4620323754382451","8.5892747206151629E-2","6.9712246633887254E-2","0.98104067576919274","0.27127222173452697",64,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00064","2016-06-18_LMAT00064","LMAT",64,2016-06-18 10:32:46,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00064.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00064.spu",0.350410498111253,0.0153523746946116,60227,20708.7,0,"00064",""
"1378","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","H",NA,"jun18lof00065.spu","3","0.52580705493785007","0.46393663783863398","0.37842780689759398","8.1010597725345537E-2","6.9323252461959431E-2","0.9928558109799952","0.23977490967090914",65,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00065","2016-06-18_LMAT00065","LMAT",65,2016-06-18 10:32:53,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00065.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00065.spu",0.305733801142181,0.0121922847007906,60274,17881.3,0,"00065",""
"1379","Toolik",2016-06-18,"0.41666666666666669","LMAT","1","F2",NA,"jun18lof00012.spu","5","0.55904086409739639","0.52339706997005397","0.4350930998809831","9.2540938018757027E-2","8.9708099452313825E-2","0.98287006665718568","0.24740883229770994",12,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00012","2016-06-18_LMAT00012","LMAT",12,2016-06-18 10:21:07,150,18.056,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00012.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00012.spu",0.339375430013883,0.0147897315758184,51447,17244.4,0,"00012",""
"1380","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","H",NA,"jun18lof00066.spu","4","0.57026043317946618","0.55522173343677761","0.4516454929988214","8.9116785974175425E-2","8.0421477048977327E-2","0.9887408334823824","0.27542130591515279",66,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00066","2016-06-18_LMAT00066","LMAT",66,2016-06-18 10:32:58,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00066.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00066.spu",0.348115923689246,0.0153627581922013,60298,20989.9,0,"00066",""
"1381","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","H",NA,"jun18lof00067.spu","5","0.54731451967517297","0.52258458548891085","0.4141947855489872","7.9898551910333002E-2","6.8783068783068807E-2","0.98822056165867622","0.25419213680462927",67,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00067","2016-06-18_LMAT00067","LMAT",67,2016-06-18 10:33:04,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00067.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00067.spu",0.32936087673451,0.0135287704064017,60298,19162.4,0,"00067",""
"1382","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","CT",NA,"jun18lof00068.spu","1","0.49389746956297709","0.4419525301517051","0.36770701626724966","8.0465807890611168E-2","7.6424202823852233E-2","0.97966486102874217","0.21793996059494528",68,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00068","2016-06-18_LMAT00068","LMAT",68,2016-06-18 10:33:38,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00068.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00068.spu",0.323853549835206,0.0125281008738753,60550,18163,0,"00068",""
"1383","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","CT",NA,"jun18lof00069.spu","2","0.4941060962114594","0.49141991192272505","0.38471866697520873","7.7043294614572294E-2","7.055253867203562E-2","0.96584450647508358","0.21615360339683268",69,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00069","2016-06-18_LMAT00069","LMAT",69,2016-06-18 10:33:45,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00069.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00069.spu",0.3548364627761,0.0131405785960377,60675,20046.9,0,"00069",""
"1384","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","CT",NA,"jun18lof00070.spu","3","0.45911819278264931","0.42294791875293225","0.34538081514250102","7.6746783270459848E-2","7.4599001651759436E-2","0.9598814443547512","0.19700075562358324",70,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00070","2016-06-18_LMAT00070","LMAT",70,2016-06-18 10:33:50,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00070.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00070.spu",0.335979194311196,0.0119897110479836,60838,18284.1,0,"00070",""
"1385","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","CT",NA,"jun18lof00071.spu","4","0.67272023597712083","0.66848122716205371","0.52013874133741755","9.6074008363958921E-2","6.7841087297438527E-2","1.0060790977192966","0.33451539072352748",71,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00071","2016-06-18_LMAT00071","LMAT",71,2016-06-18 10:33:57,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00071.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00071.spu",0.325080195405145,0.0162914991485864,60772,21065.1,0,"00071",""
"1386","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","CT",NA,"jun18lof00072.spu","5","0.68720299185604217","0.65474567020790508","0.51451060249270764","0.10089765002262285","7.5988679483573199E-2","0.99802749465328222","0.32915870337669684",72,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00072","2016-06-18_LMAT00072","LMAT",72,2016-06-18 10:34:03,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00072.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00072.spu",0.306708209027014,0.015716797552809,60934,20020.9,0,"00072",""
"1387","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F0.5",NA,"jun18lof00073.spu","1","0.67579450081155756","0.7058541591276063","0.53876074486744141","9.1765044630002873E-2","6.7487866768495483E-2","1.0072794422662616","0.34291579670137179",73,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00073","2016-06-18_LMAT00073","LMAT",73,2016-06-18 10:34:36,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00073.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00073.spu",0.341816402729349,0.0171239660616917,61012,22711.7,0,"00073",""
"1388","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F0.5",NA,"jun18lof00074.spu","2","0.63344175480808063","0.64848631807028156","0.51247096794918168","9.7631105588724731E-2","8.2091833708254791E-2","0.99799178653593934","0.29825263190010393",74,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00074","2016-06-18_LMAT00074","LMAT",74,2016-06-18 10:34:44,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00074.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00074.spu",0.355090932263816,0.017029599007182,61137,22784.8,0,"00074",""
"1389","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F0.5",NA,"jun18lof00075.spu","3","0.58774678598963848","0.57015571768373452","0.45394186477965881","9.3325743069571684E-2","8.0501395194233744E-2","0.98899130021481529","0.28214363977541207",75,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00075","2016-06-18_LMAT00075","LMAT",75,2016-06-18 10:34:51,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00075.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00075.spu",0.33459478046902,0.014893362832661,61346,20762.2,0,"00075",""
"1390","Toolik",2016-06-18,"0.41666666666666669","LMAT","1","H",NA,"jun18lof00013.spu","1","0.52718287590446256","0.50130494033912243","0.41070515968248805","8.6949536371147912E-2","8.0232903158681659E-2","0.98768067144651328","0.24599596821838937",13,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00013","2016-06-18_LMAT00013","LMAT",13,2016-06-18 10:21:36,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00013.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00013.spu",0.346235906550427,0.014141133560835,51857,17533.3,0,"00013",""
"1391","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F0.5",NA,"jun18lof00076.spu","4","0.68959702852969473","0.71819383053335739","0.54933228919752719","0.1056704866795654","8.0733495833800767E-2","1.0068836942492472","0.33676787104455741",76,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00076","2016-06-18_LMAT00076","LMAT",76,2016-06-18 10:35:00,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00076.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00076.spu",0.340100121574181,0.0173574941369294,61440,22647.7,0,"00076",""
"1392","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F0.5",NA,"jun18lof00077.spu","5","0.67801075432532998","0.68769107079363834","0.53129036738108026","0.10091390989533087","8.3050327440463007E-2","0.99181429228103679","0.31849195530685204",77,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00077","2016-06-18_LMAT00077","LMAT",77,2016-06-18 10:35:11,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00077.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00077.spu",0.331814561559431,0.0167840090960725,61607,21462.5,0,"00077",""
"1393","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F2",NA,"jun18lof00078.spu","1","0.66426119960849117","0.67160868998872547","0.52631048350002418","0.10682071599724802","8.5844433976466475E-2","1.0034654299221792","0.32357620219299699",78,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00078","2016-06-18_LMAT00078","LMAT",78,2016-06-18 10:35:46,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00078.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00078.spu",0.339759647291066,0.016895983161223,61417,22663.4,0,"00078",""
"1394","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F2",NA,"jun18lof00079.spu","2","0.66644107649197504","0.66397885573669557","0.52179228288409141","0.10702341137123744","8.7488646335267914E-2","0.99764776458701687","0.31903968158857093",79,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00079","2016-06-18_LMAT00079","LMAT",79,2016-06-18 10:35:52,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00079.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00079.spu",0.331879846534561,0.0165922978798431,61284,21640.9,0,"00079",""
"1395","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F2",NA,"jun18lof00080.spu","3","0.63965259160599575","0.67141006996701258","0.52793434213563595","0.10085986095865344","8.8219879504102316E-2","0.99781491860154792","0.30916099480127335",80,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00080","2016-06-18_LMAT00080","LMAT",80,2016-06-18 10:35:58,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00080.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00080.spu",0.364007754549056,0.017712642486222,61290,23534.3,0,"00080",""
"1396","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F2",NA,"jun18lof00081.spu","4","0.61572486667461657","0.63000211667240158","0.50086613998107077","0.10440128753589133","8.8448322328527132E-2","1.0116411191843382","0.29287050857452046",81,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00081","2016-06-18_LMAT00081","LMAT",81,2016-06-18 10:36:04,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00081.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00081.spu",0.360148561553132,0.0167783278857839,61250,22992,0,"00081",""
"1397","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F2",NA,"jun18lof00082.spu","5","0.68730877153647663","0.72182896625319493","0.55519478710855652","0.10916414109006188","8.4304950937116332E-2","1.0065039289653368","0.33797905797139",82,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00082","2016-06-18_LMAT00082","LMAT",82,2016-06-18 10:36:11,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00082.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00082.spu",0.347648364002517,0.0178249493844316,61231,23053.1,0,"00082",""
"1398","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F1",NA,"jun18lof00083.spu","1","0.64790248931727479","0.67286019496383154","0.52469701830690563","0.10398104133784465","9.24289377821743E-2","1.0025262247215314","0.297218528387377",83,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00083","2016-06-18_LMAT00083","LMAT",83,2016-06-18 10:36:43,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00083.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00083.spu",0.354098578225577,0.0172506084401318,60898,22962.6,0,"00083",""
"1399","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F1",NA,"jun18lof00084.spu","2","0.67184543798866592","0.70068055607501445","0.54834436513618978","0.10220933157731182","8.5592849929916032E-2","1.003276810120481","0.31911686830420788",84,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00084","2016-06-18_LMAT00084","LMAT",84,2016-06-18 10:36:49,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00084.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00084.spu",0.353215443870565,0.0179416825837041,60721,22945.1,0,"00084",""
"1400","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F1",NA,"jun18lof00085.spu","3","0.61134583760579986","0.60843471631128387","0.48640614635254709","0.10153520566333912","9.0459201288986116E-2","0.99664898757119502","0.27968782374473378",85,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00085","2016-06-18_LMAT00085","LMAT",85,2016-06-18 10:36:56,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00085.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00085.spu",0.348086298353365,0.0161655851596685,60594,21873.4,0,"00085",""
"1401","Toolik",2016-06-18,"0.41666666666666669","LMAT","1","H",NA,"jun18lof00014.spu","2","0.50062285926219574","0.50367410681698843","0.40793062802560104","8.2323096487995059E-2","7.8055728834818358E-2","0.99326407374435932","0.2314242994449931",14,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00014","2016-06-18_LMAT00014","LMAT",14,2016-06-18 10:21:40,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00014.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00014.spu",0.37913349330493,0.0146032595344279,52104,19051.4,0,"00014",""
"1402","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F1",NA,"jun18lof00086.spu","4","0.67942628881801082","0.70479734656936854","0.54899709478390279","0.10566976045692907","8.4639845990253468E-2","1.002940618887175","0.33040011093743848",86,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00086","2016-06-18_LMAT00086","LMAT",86,2016-06-18 10:37:02,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00086.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00086.spu",0.347824637134852,0.0177578317659345,60781,22953.7,0,"00086",""
"1403","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","F1",NA,"jun18lof00087.spu","5","0.67230077005258371","0.6854177955501205","0.53516577668810006","9.9624013592973668E-2","7.9100167198662419E-2","1.0039423497642104","0.32642430743237322",87,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00087","2016-06-18_LMAT00087","LMAT",87,2016-06-18 10:37:10,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00087.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00087.spu",0.340706487186412,0.0171961527466484,60584,22294.7,0,"00087",""
"1404","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","NH4",NA,"jun18lof00088.spu","1","0.5619419374245902","0.58223850850845904","0.45792176393104089","7.8609439645920751E-2","7.1230066212813525E-2","0.9936694248756649","0.26104746996711614",88,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00088","2016-06-18_LMAT00088","LMAT",88,2016-06-18 10:37:44,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00088.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00088.spu",0.370775764802059,0.0157159453014173,60336,22344.2,0,"00088",""
"1405","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","NH4",NA,"jun18lof00089.spu","2","0.44840336629641236","0.47727998266710281","0.38916543926477315","7.8951901132497962E-2","7.7912105380857827E-2","0.96768027668658629","0.19333497259065333",89,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00089","2016-06-18_LMAT00089","LMAT",89,2016-06-18 10:37:50,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00089.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00089.spu",0.435729829232897,0.01535618030078,60149,24208.9,0,"00089",""
"1406","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","NH4",NA,"jun18lof00090.spu","3","0.45521819758719922","0.44188190598713695","0.36524018466379388","7.9905853340568767E-2","7.9846761012045228E-2","0.96809606614390242","0.18800351310756616",90,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00090","2016-06-18_LMAT00090","LMAT",90,2016-06-18 10:37:57,150,18.544,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00090.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00090.spu",0.376601485467654,0.0134949918192143,60209,20724.4,0,"00090",""
"1407","Toolik",2016-06-18,"0.41666666666666669","LMAT","2","NH4",NA,"jun18lof00091.spu","4","0.43816461386468702","0.4132195197306256","0.34505404980141713","7.7228420360648795E-2","7.686256493843624E-2","0.97209418814652093","0.1765132417697452",91,"C:\Users\jiml\Documents\Unispec\UnispecData\2016\Processed Data/LOF_2016-06-18_ALL.xlsx","00091","2016-06-18_LMAT00091","LMAT",91,2016-06-18 10:38:03,150,18.3,"""Remarks:    SW=UnispecDCcf Version=1.5 Comment=Datascan Dark=\Storage Card\2016\JUN18LOF00002.spu""","jun18lof00091.spu","C:\Users\jiml\Documents\Unispec\UnispecData\2016\Raw Data/LOF_2016-06-18_ALL/JUN18LOF00091.spu",0.367607721929125,0.0127353684901443,60099,20347.1,0,"00091",""
