AUG6MNAT00050.spu,AUG6MNAT00049.spu,AUG6MNAT00048.spu,
Wavelength,AUG6MNAT00051.spu,AUG6MNAT00052.spu,AUG6MNAT00053.spu,AUG6MNAT00054.spu,AUG6MNAT00055.spu,AUG6MNAT00056.spu,AUG6MNAT00057.spu,AUG6MNAT00058.spu,AUG6MNAT00059.spu,AUG6MNAT00060.spu,AUG6MNAT00061.spu,AUG6MNAT00062.spu,AUG6MNAT00063.spu,AUG6MNAT00064.spu,AUG6MNAT00065.spu,AUG6MNAT00066.spu,AUG6MNAT00067.spu,AUG6MNAT00068.spu,AUG6MNAT00069.spu,AUG6MNAT00070.spu
  (nm),8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1
  time  ,46:57 AM,47:11 AM,47:18 AM,47:25 AM,47:35 AM,48:29 AM,48:36 AM,48:44 AM,48:50 AM,48:57 AM,49:33 AM,49:40 AM,49:46 AM,49:55 AM,50:06 AM,50:54 AM,51:00 AM,51:09 AM,51:16 AM,51:22 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 488 , 0.049285 , 0.032729 , 0.09516 , 0.035136 , 0.024104 , 0.035362 , 0.026105 , 0.079461 , 0.039702 , 0.027926 , 0.034212 , 0.035672 , 0.032109 , 0.035598 , 0.039471 , 0.038394 , 0.039229 , 0.043513 , 0.054973 , 0.051303 
 489 , 0.049651 , 0.032962 , 0.095817 , 0.035306 , 0.024278 , 0.035651 , 0.026362 , 0.080076 , 0.039945 , 0.028046 , 0.034414 , 0.035883 , 0.032346 , 0.035741 , 0.039679 , 0.038662 , 0.03947 , 0.043838 , 0.055347 , 0.051663 
 490 , 0.050114 , 0.033251 , 0.096631 , 0.035568 , 0.024476 , 0.036004 , 0.026652 , 0.080816 , 0.040298 , 0.028243 , 0.034701 , 0.036191 , 0.032622 , 0.035987 , 0.039992 , 0.038995 , 0.039788 , 0.044246 , 0.055818 , 0.052119 
 491 , 0.050804 , 0.033685 , 0.097838 , 0.036051 , 0.024737 , 0.036496 , 0.02699 , 0.081842 , 0.040904 , 0.028644 , 0.035173 , 0.036707 , 0.032983 , 0.036473 , 0.040539 , 0.039478 , 0.040277 , 0.044845 , 0.056529 , 0.052811 
 492 , 0.051492 , 0.034121 , 0.099046 , 0.036532 , 0.024988 , 0.036992 , 0.027336 , 0.082869 , 0.041515 , 0.029041 , 0.035643 , 0.037221 , 0.033352 , 0.036963 , 0.041085 , 0.039965 , 0.040763 , 0.045447 , 0.057244 , 0.053507 
 493 , 0.052185 , 0.034549 , 0.10025 , 0.037017 , 0.025246 , 0.03749 , 0.027679 , 0.083897 , 0.042125 , 0.029441 , 0.036115 , 0.037739 , 0.033711 , 0.03745 , 0.041634 , 0.040455 , 0.041252 , 0.046054 , 0.057952 , 0.054202 
 494 , 0.052823 , 0.034941 , 0.101283 , 0.037346 , 0.025511 , 0.037845 , 0.027957 , 0.084894 , 0.042569 , 0.02988 , 0.036591 , 0.038217 , 0.034179 , 0.037985 , 0.042133 , 0.040913 , 0.041703 , 0.04656 , 0.058604 , 0.054863 
 495 , 0.053463 , 0.035323 , 0.102302 , 0.037664 , 0.025777 , 0.038196 , 0.028235 , 0.085884 , 0.043001 , 0.030319 , 0.037057 , 0.038692 , 0.034652 , 0.038511 , 0.042633 , 0.041372 , 0.042148 , 0.047064 , 0.059249 , 0.055518 
 496 , 0.054101 , 0.035708 , 0.103321 , 0.037978 , 0.026044 , 0.038541 , 0.028514 , 0.086875 , 0.043435 , 0.030761 , 0.037532 , 0.039163 , 0.035127 , 0.039046 , 0.043135 , 0.041827 , 0.04259 , 0.047565 , 0.059892 , 0.056178 
 497 , 0.054712 , 0.036116 , 0.1042 , 0.038336 , 0.026308 , 0.038955 , 0.028852 , 0.087724 , 0.043921 , 0.031156 , 0.037977 , 0.039691 , 0.035603 , 0.039567 , 0.04365 , 0.042265 , 0.043019 , 0.048068 , 0.060467 , 0.056756 
 498 , 0.0553 , 0.036546 , 0.104991 , 0.038725 , 0.026567 , 0.039422 , 0.029242 , 0.088463 , 0.044447 , 0.031509 , 0.038406 , 0.040266 , 0.036085 , 0.040083 , 0.044175 , 0.042687 , 0.043437 , 0.048575 , 0.061005 , 0.057267 
 499 , 0.05589 , 0.036972 , 0.105779 , 0.039109 , 0.026826 , 0.039879 , 0.029632 , 0.089204 , 0.044975 , 0.031864 , 0.038831 , 0.040832 , 0.036564 , 0.040601 , 0.044703 , 0.043111 , 0.043856 , 0.049083 , 0.061537 , 0.057785 
 500 , 0.056556 , 0.037419 , 0.106631 , 0.039502 , 0.027118 , 0.040362 , 0.030037 , 0.090016 , 0.045524 , 0.03225 , 0.039324 , 0.041436 , 0.037069 , 0.041181 , 0.045281 , 0.043566 , 0.044308 , 0.049631 , 0.062127 , 0.058353 
 501 , 0.057473 , 0.03793 , 0.107689 , 0.039914 , 0.027515 , 0.040903 , 0.030494 , 0.09103 , 0.046147 , 0.03274 , 0.040015 , 0.042149 , 0.03765 , 0.041976 , 0.046015 , 0.044139 , 0.044854 , 0.050293 , 0.062889 , 0.05913 
 502 , 0.058397 , 0.038439 , 0.108742 , 0.040323 , 0.027909 , 0.041442 , 0.030949 , 0.09205 , 0.046767 , 0.033222 , 0.040706 , 0.04286 , 0.038235 , 0.042764 , 0.046755 , 0.044703 , 0.045403 , 0.050955 , 0.063656 , 0.059911 
 503 , 0.059315 , 0.038951 , 0.1098 , 0.040735 , 0.028306 , 0.041984 , 0.031406 , 0.093063 , 0.047391 , 0.033712 , 0.041402 , 0.04357 , 0.038812 , 0.043558 , 0.047493 , 0.045276 , 0.045949 , 0.051614 , 0.064427 , 0.060685 
 504 , 0.060436 , 0.039731 , 0.111214 , 0.041253 , 0.028793 , 0.042757 , 0.032 , 0.09461 , 0.048223 , 0.034355 , 0.042189 , 0.044527 , 0.03964 , 0.044581 , 0.048392 , 0.046019 , 0.046665 , 0.052493 , 0.065449 , 0.061674 
 505 , 0.061593 , 0.040551 , 0.112677 , 0.041791 , 0.029295 , 0.043572 , 0.032608 , 0.09623 , 0.049091 , 0.035027 , 0.042989 , 0.045517 , 0.040497 , 0.045645 , 0.049322 , 0.046787 , 0.047407 , 0.053406 , 0.06651 , 0.062693 
 506 , 0.062741 , 0.041373 , 0.114144 , 0.042327 , 0.029796 , 0.044382 , 0.033221 , 0.097851 , 0.049959 , 0.035697 , 0.043788 , 0.046504 , 0.041354 , 0.046706 , 0.050253 , 0.047556 , 0.048149 , 0.05432 , 0.067572 , 0.063713 
 507 , 0.063938 , 0.042168 , 0.115594 , 0.042919 , 0.030298 , 0.045189 , 0.033849 , 0.099307 , 0.050893 , 0.036427 , 0.04466 , 0.047601 , 0.04226 , 0.047872 , 0.051262 , 0.048327 , 0.0489 , 0.055274 , 0.068639 , 0.064775 
 508 , 0.065176 , 0.042939 , 0.117034 , 0.043577 , 0.030809 , 0.045997 , 0.034491 , 0.100614 , 0.051888 , 0.037214 , 0.0456 , 0.048806 , 0.043212 , 0.049141 , 0.05234 , 0.049097 , 0.04966 , 0.056258 , 0.069713 , 0.065876 
 509 , 0.066412 , 0.04371 , 0.11847 , 0.044233 , 0.031323 , 0.046804 , 0.035139 , 0.101925 , 0.05288 , 0.037996 , 0.046537 , 0.05001 , 0.044159 , 0.050408 , 0.053421 , 0.049873 , 0.050421 , 0.057243 , 0.070782 , 0.066973 
 510 , 0.067644 , 0.044468 , 0.119794 , 0.044844 , 0.031822 , 0.047586 , 0.03576 , 0.103191 , 0.053846 , 0.038777 , 0.047467 , 0.051204 , 0.0451 , 0.051699 , 0.054491 , 0.050628 , 0.051154 , 0.058203 , 0.071814 , 0.068039 
 511 , 0.068863 , 0.045139 , 0.120537 , 0.045252 , 0.032284 , 0.048231 , 0.036285 , 0.104257 , 0.05464 , 0.039552 , 0.048363 , 0.052332 , 0.04598 , 0.053066 , 0.055518 , 0.051285 , 0.05173 , 0.058999 , 0.072663 , 0.068913 
 512 , 0.070077 , 0.045814 , 0.121279 , 0.045657 , 0.032747 , 0.048872 , 0.03681 , 0.105317 , 0.05544 , 0.040332 , 0.049255 , 0.053469 , 0.046863 , 0.054436 , 0.056552 , 0.051936 , 0.052307 , 0.059798 , 0.073512 , 0.069795 
 513 , 0.071288 , 0.04649 , 0.122023 , 0.046063 , 0.033205 , 0.049514 , 0.037336 , 0.106379 , 0.056236 , 0.041108 , 0.05015 , 0.054601 , 0.047748 , 0.055808 , 0.057581 , 0.052589 , 0.052885 , 0.060599 , 0.074357 , 0.070666 
 514 , 0.072521 , 0.047243 , 0.122685 , 0.046507 , 0.033745 , 0.050316 , 0.038001 , 0.107393 , 0.057128 , 0.041892 , 0.051109 , 0.055906 , 0.048786 , 0.057297 , 0.058676 , 0.053293 , 0.05347 , 0.061472 , 0.075196 , 0.071538 
 515 , 0.07375 , 0.048013 , 0.123333 , 0.04696 , 0.034303 , 0.051159 , 0.03869 , 0.108394 , 0.058042 , 0.042674 , 0.052085 , 0.057248 , 0.04986 , 0.058811 , 0.059775 , 0.054008 , 0.054052 , 0.062366 , 0.076038 , 0.072407 
 516 , 0.074976 , 0.048785 , 0.123982 , 0.047409 , 0.034856 , 0.052004 , 0.039388 , 0.109391 , 0.058959 , 0.043452 , 0.053058 , 0.058592 , 0.050931 , 0.060328 , 0.060871 , 0.054724 , 0.054635 , 0.063256 , 0.076876 , 0.073278 
 517 , 0.076569 , 0.049722 , 0.124943 , 0.047995 , 0.035517 , 0.05296 , 0.040185 , 0.110758 , 0.060068 , 0.044403 , 0.054231 , 0.060151 , 0.05215 , 0.062099 , 0.062193 , 0.055629 , 0.055401 , 0.06435 , 0.077954 , 0.074387 
 518 , 0.0786 , 0.050848 , 0.126286 , 0.048742 , 0.036297 , 0.054054 , 0.041113 , 0.112569 , 0.061409 , 0.045567 , 0.055651 , 0.061982 , 0.053545 , 0.06419 , 0.063789 , 0.056765 , 0.056377 , 0.065697 , 0.079319 , 0.075794 
 519 , 0.080632 , 0.051977 , 0.127629 , 0.049488 , 0.037077 , 0.055152 , 0.042044 , 0.114381 , 0.062755 , 0.046723 , 0.057072 , 0.063805 , 0.054947 , 0.066276 , 0.06538 , 0.057898 , 0.05736 , 0.06705 , 0.080676 , 0.077195 
 520 , 0.082702 , 0.053136 , 0.129026 , 0.050246 , 0.037877 , 0.056278 , 0.042996 , 0.116246 , 0.064127 , 0.047915 , 0.058512 , 0.065666 , 0.056368 , 0.068408 , 0.067005 , 0.05906 , 0.058364 , 0.068428 , 0.082077 , 0.078639 
 521 , 0.085102 , 0.054554 , 0.130987 , 0.051129 , 0.038854 , 0.057718 , 0.044176 , 0.118549 , 0.065783 , 0.049361 , 0.060129 , 0.067817 , 0.058043 , 0.070968 , 0.068843 , 0.060402 , 0.059583 , 0.07013 , 0.083822 , 0.080443 
 522 , 0.087499 , 0.055972 , 0.132938 , 0.052015 , 0.039835 , 0.059155 , 0.045354 , 0.120857 , 0.067431 , 0.050808 , 0.061747 , 0.069964 , 0.059713 , 0.073534 , 0.070679 , 0.061754 , 0.060802 , 0.071834 , 0.085563 , 0.082255 
 523 , 0.0899 , 0.057389 , 0.134896 , 0.052902 , 0.040808 , 0.060589 , 0.046534 , 0.12316 , 0.069085 , 0.052253 , 0.063359 , 0.072107 , 0.061391 , 0.076103 , 0.072511 , 0.063101 , 0.062021 , 0.073532 , 0.087302 , 0.084062 
 524 , 0.09238 , 0.058778 , 0.13685 , 0.0539 , 0.041787 , 0.062024 , 0.047689 , 0.125534 , 0.070844 , 0.053739 , 0.065116 , 0.074378 , 0.063142 , 0.078721 , 0.074492 , 0.064554 , 0.063282 , 0.075295 , 0.089081 , 0.085869 
 525 , 0.094902 , 0.060159 , 0.138798 , 0.054941 , 0.04276 , 0.063458 , 0.048823 , 0.127929 , 0.07265 , 0.055231 , 0.066925 , 0.076699 , 0.064924 , 0.081357 , 0.076524 , 0.06604 , 0.064559 , 0.077085 , 0.090874 , 0.087677 
 526 , 0.097415 , 0.061542 , 0.140751 , 0.055978 , 0.043731 , 0.064894 , 0.049957 , 0.13032 , 0.074451 , 0.056722 , 0.068737 , 0.079018 , 0.066709 , 0.083994 , 0.078554 , 0.067522 , 0.065829 , 0.078874 , 0.092671 , 0.089483 
 527 , 0.100014 , 0.062988 , 0.142673 , 0.05697 , 0.044734 , 0.066318 , 0.051096 , 0.132739 , 0.07621 , 0.058245 , 0.07053 , 0.08127 , 0.068469 , 0.086648 , 0.080581 , 0.068979 , 0.06709 , 0.080678 , 0.094486 , 0.091294 
 528 , 0.10273 , 0.064531 , 0.144553 , 0.057899 , 0.045791 , 0.067719 , 0.052256 , 0.135221 , 0.077907 , 0.059813 , 0.072298 , 0.083418 , 0.070196 , 0.089319 , 0.082611 , 0.070398 , 0.068324 , 0.082479 , 0.096334 , 0.093119 
 529 , 0.105443 , 0.066064 , 0.14643 , 0.058829 , 0.046839 , 0.06912 , 0.053406 , 0.137699 , 0.0796 , 0.061386 , 0.074065 , 0.085571 , 0.071923 , 0.091998 , 0.084644 , 0.071817 , 0.069555 , 0.084279 , 0.09818 , 0.094942 
 530 , 0.108153 , 0.0676 , 0.148309 , 0.059759 , 0.047884 , 0.070521 , 0.054562 , 0.14017 , 0.08129 , 0.062956 , 0.075831 , 0.087706 , 0.073648 , 0.094654 , 0.086664 , 0.073236 , 0.070783 , 0.086083 , 0.100021 , 0.09676 
 531 , 0.110638 , 0.069002 , 0.150166 , 0.060638 , 0.048792 , 0.071898 , 0.055705 , 0.142452 , 0.082857 , 0.064313 , 0.077474 , 0.089692 , 0.075265 , 0.096962 , 0.088369 , 0.074622 , 0.071926 , 0.087804 , 0.101688 , 0.098464 
 532 , 0.113115 , 0.070409 , 0.152031 , 0.061523 , 0.049704 , 0.073284 , 0.056839 , 0.144731 , 0.084426 , 0.065674 , 0.079122 , 0.091676 , 0.076888 , 0.099264 , 0.090076 , 0.076001 , 0.073061 , 0.089521 , 0.103358 , 0.100165 
 533 , 0.115595 , 0.071807 , 0.153892 , 0.0624 , 0.05061 , 0.074669 , 0.057968 , 0.147013 , 0.085994 , 0.067034 , 0.080763 , 0.093657 , 0.078504 , 0.101568 , 0.091783 , 0.077386 , 0.074189 , 0.091246 , 0.105026 , 0.101859 
 534 , 0.117858 , 0.073003 , 0.155347 , 0.063106 , 0.051351 , 0.075841 , 0.058929 , 0.148969 , 0.087377 , 0.068219 , 0.082227 , 0.095357 , 0.079813 , 0.103631 , 0.093273 , 0.078562 , 0.075146 , 0.092739 , 0.106454 , 0.103309 
 535 , 0.120022 , 0.074102 , 0.156595 , 0.063718 , 0.052017 , 0.076911 , 0.05982 , 0.150778 , 0.088671 , 0.069322 , 0.083604 , 0.09693 , 0.080971 , 0.105571 , 0.094672 , 0.079647 , 0.076029 , 0.094128 , 0.107777 , 0.104637 
 536 , 0.122181 , 0.075201 , 0.157848 , 0.064333 , 0.05268 , 0.077989 , 0.06071 , 0.152591 , 0.089959 , 0.070425 , 0.084976 , 0.098499 , 0.082137 , 0.107512 , 0.096066 , 0.080739 , 0.076909 , 0.095519 , 0.109101 , 0.105966 
 537 , 0.124249 , 0.076294 , 0.159055 , 0.064915 , 0.053321 , 0.079022 , 0.061563 , 0.154373 , 0.091189 , 0.071508 , 0.086269 , 0.099982 , 0.083281 , 0.109369 , 0.097403 , 0.081802 , 0.077781 , 0.096882 , 0.110402 , 0.107258 
 538 , 0.126167 , 0.077393 , 0.160198 , 0.065435 , 0.053917 , 0.079976 , 0.062352 , 0.1561 , 0.092292 , 0.072571 , 0.08741 , 0.10131 , 0.084395 , 0.111096 , 0.098637 , 0.082842 , 0.078662 , 0.098197 , 0.111678 , 0.108468 
 539 , 0.128081 , 0.078498 , 0.161344 , 0.065956 , 0.054501 , 0.080927 , 0.063145 , 0.157821 , 0.093401 , 0.073633 , 0.088551 , 0.102637 , 0.085515 , 0.112825 , 0.099871 , 0.083881 , 0.079547 , 0.099504 , 0.112953 , 0.109669 
 540 , 0.129993 , 0.079595 , 0.162487 , 0.066472 , 0.055096 , 0.081883 , 0.063935 , 0.159551 , 0.094502 , 0.074693 , 0.089691 , 0.103965 , 0.086627 , 0.114551 , 0.101104 , 0.084925 , 0.080423 , 0.100818 , 0.11422 , 0.110884 
 541 , 0.131795 , 0.080543 , 0.163763 , 0.067036 , 0.055669 , 0.082796 , 0.064722 , 0.161184 , 0.095698 , 0.07568 , 0.090836 , 0.105242 , 0.087667 , 0.116087 , 0.102308 , 0.08589 , 0.081231 , 0.102104 , 0.11546 , 0.112102 
 542 , 0.133586 , 0.081478 , 0.165022 , 0.067591 , 0.056241 , 0.083711 , 0.065501 , 0.162804 , 0.0969 , 0.076654 , 0.091985 , 0.10651 , 0.088703 , 0.117609 , 0.103517 , 0.086857 , 0.082033 , 0.103388 , 0.116683 , 0.113325 
 543 , 0.13538 , 0.082418 , 0.166287 , 0.06814 , 0.056815 , 0.084624 , 0.066286 , 0.164432 , 0.098101 , 0.077634 , 0.093125 , 0.107777 , 0.089745 , 0.119125 , 0.104725 , 0.087821 , 0.082831 , 0.104679 , 0.117912 , 0.114554 
 544 , 0.137215 , 0.083396 , 0.167566 , 0.068715 , 0.057376 , 0.085504 , 0.067005 , 0.166117 , 0.099181 , 0.07862 , 0.094236 , 0.108979 , 0.090702 , 0.120624 , 0.105866 , 0.088785 , 0.083618 , 0.105981 , 0.119152 , 0.115779 
 545 , 0.139073 , 0.084405 , 0.16888 , 0.069298 , 0.057919 , 0.086362 , 0.067688 , 0.167848 , 0.100206 , 0.079621 , 0.095345 , 0.110152 , 0.091632 , 0.122132 , 0.106978 , 0.08976 , 0.08439 , 0.10731 , 0.12043 , 0.117017 
 546 , 0.140928 , 0.085413 , 0.170184 , 0.069876 , 0.058472 , 0.087217 , 0.068366 , 0.169572 , 0.101237 , 0.080613 , 0.096453 , 0.111324 , 0.092566 , 0.123641 , 0.108088 , 0.090732 , 0.085165 , 0.10863 , 0.121706 , 0.118253 
 547 , 0.142666 , 0.086374 , 0.171457 , 0.070419 , 0.059006 , 0.08807 , 0.06905 , 0.171208 , 0.102229 , 0.081528 , 0.097483 , 0.112427 , 0.093461 , 0.12503 , 0.109113 , 0.091649 , 0.085907 , 0.109876 , 0.122914 , 0.119413 
 548 , 0.144078 , 0.08722 , 0.172612 , 0.070848 , 0.059506 , 0.088884 , 0.069731 , 0.172596 , 0.103108 , 0.082244 , 0.098304 , 0.113309 , 0.09425 , 0.126057 , 0.109927 , 0.092414 , 0.086579 , 0.110903 , 0.123909 , 0.120402 
 549 , 0.145493 , 0.088067 , 0.173774 , 0.071276 , 0.060006 , 0.089699 , 0.070421 , 0.173994 , 0.103981 , 0.082962 , 0.099126 , 0.114192 , 0.095048 , 0.127093 , 0.110741 , 0.093181 , 0.087252 , 0.111933 , 0.124897 , 0.121392 
 550 , 0.146907 , 0.088911 , 0.174932 , 0.071713 , 0.0605 , 0.090518 , 0.071099 , 0.175389 , 0.104865 , 0.083675 , 0.099943 , 0.11507 , 0.095833 , 0.128118 , 0.11155 , 0.093943 , 0.087919 , 0.11296 , 0.125898 , 0.122378 
 551 , 0.147863 , 0.089386 , 0.175606 , 0.071938 , 0.060688 , 0.090981 , 0.071504 , 0.176309 , 0.10546 , 0.084199 , 0.100431 , 0.115605 , 0.096199 , 0.128773 , 0.112084 , 0.09447 , 0.088399 , 0.113671 , 0.126642 , 0.123073 
 552 , 0.148788 , 0.089823 , 0.176246 , 0.072148 , 0.060855 , 0.091413 , 0.071879 , 0.177195 , 0.106051 , 0.084699 , 0.100903 , 0.116111 , 0.09653 , 0.129413 , 0.112592 , 0.09498 , 0.088859 , 0.114363 , 0.12738 , 0.123743 
 553 , 0.149716 , 0.090254 , 0.176889 , 0.072359 , 0.061023 , 0.091847 , 0.072256 , 0.178085 , 0.106637 , 0.0852 , 0.101377 , 0.116627 , 0.096861 , 0.130046 , 0.113109 , 0.095491 , 0.089328 , 0.115058 , 0.128121 , 0.124414 
 554 , 0.150276 , 0.090553 , 0.17729 , 0.072469 , 0.061119 , 0.092083 , 0.072453 , 0.17867 , 0.106979 , 0.085508 , 0.101625 , 0.116845 , 0.097056 , 0.130337 , 0.113355 , 0.095835 , 0.089617 , 0.115497 , 0.128592 , 0.124856 
 555 , 0.150588 , 0.090758 , 0.177521 , 0.072507 , 0.061153 , 0.092178 , 0.072531 , 0.179035 , 0.107131 , 0.08566 , 0.101692 , 0.116828 , 0.097117 , 0.130338 , 0.11341 , 0.096063 , 0.089791 , 0.115741 , 0.128839 , 0.125137 
 556 , 0.150898 , 0.090964 , 0.177743 , 0.072552 , 0.061187 , 0.09228 , 0.072608 , 0.179407 , 0.107283 , 0.085812 , 0.101759 , 0.11681 , 0.097178 , 0.130347 , 0.113457 , 0.096298 , 0.089965 , 0.115993 , 0.129087 , 0.125409 
 557 , 0.151103 , 0.091104 , 0.177937 , 0.072572 , 0.061172 , 0.09234 , 0.072675 , 0.17968 , 0.107401 , 0.085906 , 0.10176 , 0.116718 , 0.097181 , 0.130226 , 0.113446 , 0.096468 , 0.090106 , 0.116179 , 0.129284 , 0.125639 
 558 , 0.150963 , 0.090987 , 0.178029 , 0.07254 , 0.061019 , 0.092308 , 0.072706 , 0.179658 , 0.107403 , 0.085785 , 0.101575 , 0.116354 , 0.096989 , 0.129701 , 0.113254 , 0.096428 , 0.090118 , 0.11618 , 0.129329 , 0.1257 
 559 , 0.150822 , 0.090872 , 0.178122 , 0.072503 , 0.060865 , 0.092276 , 0.072732 , 0.179629 , 0.10741 , 0.085664 , 0.101397 , 0.115986 , 0.096789 , 0.129187 , 0.113051 , 0.096387 , 0.090138 , 0.116176 , 0.129376 , 0.125762 
 560 , 0.150679 , 0.090755 , 0.17822 , 0.072474 , 0.060711 , 0.092243 , 0.072757 , 0.179606 , 0.107423 , 0.085543 , 0.101219 , 0.115627 , 0.096597 , 0.128665 , 0.112856 , 0.096345 , 0.090149 , 0.116178 , 0.129429 , 0.125831 
 561 , 0.150195 , 0.090584 , 0.178309 , 0.072373 , 0.060538 , 0.092099 , 0.072632 , 0.179494 , 0.10724 , 0.085393 , 0.100942 , 0.115045 , 0.096206 , 0.127948 , 0.112462 , 0.096246 , 0.090105 , 0.116082 , 0.129393 , 0.125804 
 562 , 0.149657 , 0.090397 , 0.178398 , 0.072256 , 0.060372 , 0.091939 , 0.072483 , 0.179369 , 0.107026 , 0.085237 , 0.100645 , 0.114417 , 0.095776 , 0.127187 , 0.112037 , 0.096136 , 0.09006 , 0.115975 , 0.129348 , 0.125754 
 563 , 0.149118 , 0.090209 , 0.178491 , 0.072147 , 0.060197 , 0.091778 , 0.072327 , 0.179232 , 0.106812 , 0.085081 , 0.100349 , 0.11379 , 0.095346 , 0.126435 , 0.111612 , 0.096032 , 0.090006 , 0.115859 , 0.129292 , 0.125709 
 564 , 0.148455 , 0.089963 , 0.178525 , 0.071995 , 0.059954 , 0.091581 , 0.072158 , 0.179 , 0.106523 , 0.084775 , 0.099864 , 0.113072 , 0.094816 , 0.125424 , 0.111026 , 0.09582 , 0.089893 , 0.115607 , 0.129134 , 0.125571 
 565 , 0.147669 , 0.08966 , 0.178523 , 0.071811 , 0.059642 , 0.091346 , 0.071966 , 0.178685 , 0.10617 , 0.084321 , 0.099238 , 0.112289 , 0.094209 , 0.124219 , 0.110317 , 0.095532 , 0.089729 , 0.115252 , 0.1289 , 0.12538 
 566 , 0.146891 , 0.089347 , 0.17851 , 0.071626 , 0.059329 , 0.091117 , 0.071772 , 0.178379 , 0.105822 , 0.083876 , 0.098604 , 0.111501 , 0.093603 , 0.123013 , 0.109608 , 0.095234 , 0.089555 , 0.114887 , 0.128661 , 0.125183 
 567 , 0.146055 , 0.088997 , 0.17846 , 0.071424 , 0.058979 , 0.090841 , 0.071546 , 0.178024 , 0.105444 , 0.083417 , 0.097951 , 0.110679 , 0.092961 , 0.121792 , 0.108888 , 0.094928 , 0.089364 , 0.114514 , 0.12839 , 0.124953 
 568 , 0.145027 , 0.088424 , 0.178239 , 0.071175 , 0.058503 , 0.090377 , 0.071168 , 0.177478 , 0.10495 , 0.082897 , 0.097219 , 0.109686 , 0.092187 , 0.120488 , 0.10809 , 0.094543 , 0.089055 , 0.114042 , 0.127976 , 0.124601 
 569 , 0.143995 , 0.087848 , 0.178013 , 0.070933 , 0.058027 , 0.089916 , 0.07079 , 0.176926 , 0.10446 , 0.082376 , 0.09649 , 0.108687 , 0.09141 , 0.119179 , 0.107291 , 0.09415 , 0.088739 , 0.113571 , 0.127556 , 0.124235 
 570 , 0.142965 , 0.087271 , 0.177788 , 0.070688 , 0.057552 , 0.089452 , 0.070411 , 0.176379 , 0.103967 , 0.081854 , 0.095754 , 0.107692 , 0.090629 , 0.117868 , 0.106493 , 0.093761 , 0.088426 , 0.113102 , 0.127138 , 0.123878 
 571 , 0.141817 , 0.086692 , 0.177585 , 0.070384 , 0.057133 , 0.088915 , 0.06996 , 0.175778 , 0.103409 , 0.081293 , 0.094976 , 0.106599 , 0.089889 , 0.116534 , 0.105602 , 0.09337 , 0.088164 , 0.112555 , 0.126677 , 0.123472 
 572 , 0.140642 , 0.08612 , 0.177396 , 0.070063 , 0.05672 , 0.088362 , 0.069502 , 0.175175 , 0.102834 , 0.080736 , 0.094182 , 0.105496 , 0.089166 , 0.11521 , 0.104707 , 0.092979 , 0.08792 , 0.112002 , 0.126215 , 0.123065 
 573 , 0.139461 , 0.085539 , 0.177201 , 0.069752 , 0.056314 , 0.087807 , 0.069043 , 0.174567 , 0.102269 , 0.080184 , 0.093396 , 0.104391 , 0.088443 , 0.113886 , 0.103813 , 0.092591 , 0.087668 , 0.111443 , 0.125759 , 0.122665 
 574 , 0.138326 , 0.085013 , 0.177041 , 0.069515 , 0.055925 , 0.087327 , 0.068673 , 0.17395 , 0.101744 , 0.079651 , 0.092638 , 0.103347 , 0.087755 , 0.112554 , 0.102977 , 0.092188 , 0.087414 , 0.110951 , 0.125339 , 0.122291 
 575 , 0.13723 , 0.084543 , 0.17691 , 0.069371 , 0.055558 , 0.086911 , 0.068385 , 0.173326 , 0.101278 , 0.079138 , 0.091935 , 0.102365 , 0.087113 , 0.111211 , 0.102206 , 0.091777 , 0.087163 , 0.110512 , 0.124958 , 0.121964 
 576 , 0.136134 , 0.084064 , 0.176788 , 0.069234 , 0.05519 , 0.086498 , 0.068092 , 0.172711 , 0.100813 , 0.07863 , 0.091225 , 0.101385 , 0.08647 , 0.109867 , 0.101435 , 0.091368 , 0.086912 , 0.110081 , 0.124567 , 0.121633 
 577 , 0.135036 , 0.083573 , 0.176628 , 0.069069 , 0.05482 , 0.086058 , 0.06778 , 0.17206 , 0.100328 , 0.078112 , 0.090513 , 0.100399 , 0.08581 , 0.108529 , 0.100647 , 0.090945 , 0.086639 , 0.109619 , 0.124166 , 0.121276 
 578 , 0.13393 , 0.082981 , 0.176285 , 0.068785 , 0.054386 , 0.085483 , 0.067331 , 0.171253 , 0.099727 , 0.07752 , 0.089769 , 0.09939 , 0.08504 , 0.107205 , 0.099741 , 0.090472 , 0.086249 , 0.109046 , 0.12367 , 0.120789 
 579 , 0.132818 , 0.082394 , 0.175941 , 0.068488 , 0.05396 , 0.084905 , 0.066877 , 0.170445 , 0.099133 , 0.076926 , 0.089034 , 0.098386 , 0.08427 , 0.105877 , 0.098847 , 0.090003 , 0.085861 , 0.108471 , 0.123173 , 0.120293 
