AUG6MNAT00050.spu,AUG6MNAT00049.spu,AUG6MNAT00048.spu,
Wavelength,AUG6MNAT00051.spu,AUG6MNAT00052.spu,AUG6MNAT00053.spu,AUG6MNAT00054.spu,AUG6MNAT00055.spu,AUG6MNAT00056.spu,AUG6MNAT00057.spu,AUG6MNAT00058.spu,AUG6MNAT00059.spu,AUG6MNAT00060.spu,AUG6MNAT00061.spu,AUG6MNAT00062.spu,AUG6MNAT00063.spu,AUG6MNAT00064.spu,AUG6MNAT00065.spu,AUG6MNAT00066.spu,AUG6MNAT00067.spu,AUG6MNAT00068.spu,AUG6MNAT00069.spu,AUG6MNAT00070.spu
  (nm),8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1
  time  ,46:57 AM,47:11 AM,47:18 AM,47:25 AM,47:35 AM,48:29 AM,48:36 AM,48:44 AM,48:50 AM,48:57 AM,49:33 AM,49:40 AM,49:46 AM,49:55 AM,50:06 AM,50:54 AM,51:00 AM,51:09 AM,51:16 AM,51:22 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 396 , 0.018022 , 0.01432 , 0.049389 , 0.01713 , 0.010039 , 0.015408 , 0.010695 , 0.035103 , 0.017522 , 0.011853 , 0.013974 , 0.012886 , 0.012187 , 0.012346 , 0.015301 , 0.016278 , 0.01816 , 0.018402 , 0.024963 , 0.022082 
 397 , 0.018318 , 0.014448 , 0.049853 , 0.017552 , 0.010119 , 0.015716 , 0.011102 , 0.035425 , 0.017995 , 0.011894 , 0.014351 , 0.013224 , 0.012362 , 0.01249 , 0.015559 , 0.016614 , 0.018523 , 0.01869 , 0.025316 , 0.022365 
 398 , 0.018573 , 0.014557 , 0.050256 , 0.017915 , 0.010191 , 0.01598 , 0.011454 , 0.035706 , 0.018403 , 0.011926 , 0.014676 , 0.013512 , 0.012515 , 0.012615 , 0.01578 , 0.016901 , 0.018839 , 0.018939 , 0.025619 , 0.022606 
 399 , 0.018827 , 0.014678 , 0.050635 , 0.01822 , 0.010271 , 0.016224 , 0.011735 , 0.036005 , 0.018748 , 0.011996 , 0.014976 , 0.013772 , 0.012665 , 0.012761 , 0.015988 , 0.017157 , 0.019115 , 0.01917 , 0.025899 , 0.02284 
 400 , 0.019294 , 0.01497 , 0.051137 , 0.018391 , 0.010495 , 0.016524 , 0.011785 , 0.036676 , 0.018967 , 0.012354 , 0.015357 , 0.014028 , 0.01291 , 0.013142 , 0.016271 , 0.017399 , 0.019361 , 0.01947 , 0.026231 , 0.023197 
 401 , 0.019706 , 0.01523 , 0.051577 , 0.018542 , 0.01069 , 0.016789 , 0.011828 , 0.03727 , 0.019156 , 0.012669 , 0.01569 , 0.014253 , 0.013129 , 0.013477 , 0.016523 , 0.017611 , 0.019583 , 0.019734 , 0.026527 , 0.023513 
 402 , 0.02007 , 0.015459 , 0.051973 , 0.018676 , 0.010862 , 0.017025 , 0.011869 , 0.037795 , 0.019327 , 0.012948 , 0.01599 , 0.014456 , 0.013322 , 0.013775 , 0.016747 , 0.017805 , 0.019777 , 0.019971 , 0.026786 , 0.023792 
 403 , 0.020366 , 0.015727 , 0.052364 , 0.01897 , 0.011123 , 0.017216 , 0.012057 , 0.038203 , 0.019573 , 0.013204 , 0.016141 , 0.014719 , 0.013613 , 0.013978 , 0.016941 , 0.018035 , 0.020023 , 0.020224 , 0.027051 , 0.024054 
 404 , 0.020632 , 0.015999 , 0.052736 , 0.019299 , 0.011397 , 0.017389 , 0.012285 , 0.03856 , 0.019828 , 0.013444 , 0.016241 , 0.014992 , 0.013923 , 0.014146 , 0.017117 , 0.018268 , 0.020273 , 0.020477 , 0.027299 , 0.024301 
 405 , 0.020878 , 0.016254 , 0.053087 , 0.019608 , 0.011653 , 0.017546 , 0.012498 , 0.038891 , 0.020067 , 0.013665 , 0.016334 , 0.015244 , 0.014212 , 0.0143 , 0.017283 , 0.018483 , 0.02051 , 0.020713 , 0.027536 , 0.024534 
 406 , 0.021172 , 0.016452 , 0.053406 , 0.019841 , 0.011824 , 0.017678 , 0.012664 , 0.039214 , 0.020267 , 0.013817 , 0.016502 , 0.015515 , 0.014455 , 0.014513 , 0.017504 , 0.018688 , 0.020708 , 0.020944 , 0.027761 , 0.024739 
 407 , 0.021557 , 0.016574 , 0.053693 , 0.019972 , 0.011868 , 0.017781 , 0.01277 , 0.039545 , 0.020409 , 0.013868 , 0.016789 , 0.015832 , 0.014629 , 0.014824 , 0.017828 , 0.018882 , 0.020858 , 0.021174 , 0.027989 , 0.024916 
 408 , 0.021918 , 0.016691 , 0.053969 , 0.020094 , 0.011909 , 0.017873 , 0.01287 , 0.039858 , 0.02054 , 0.013918 , 0.017061 , 0.016128 , 0.0148 , 0.015123 , 0.018133 , 0.019062 , 0.020997 , 0.021394 , 0.028202 , 0.025078 
 409 , 0.022264 , 0.016803 , 0.054223 , 0.020211 , 0.01195 , 0.017963 , 0.012963 , 0.040152 , 0.020668 , 0.013964 , 0.01732 , 0.016406 , 0.014957 , 0.015401 , 0.01842 , 0.019234 , 0.021128 , 0.021601 , 0.0284 , 0.025235 
 410 , 0.022629 , 0.017152 , 0.054667 , 0.020335 , 0.012222 , 0.01826 , 0.013206 , 0.040729 , 0.020866 , 0.014145 , 0.017592 , 0.016628 , 0.015325 , 0.015681 , 0.018691 , 0.019503 , 0.021386 , 0.021814 , 0.028671 , 0.025516 
 411 , 0.022977 , 0.017484 , 0.055085 , 0.020446 , 0.012483 , 0.018539 , 0.013432 , 0.04127 , 0.02105 , 0.014317 , 0.017847 , 0.016837 , 0.01567 , 0.015947 , 0.018945 , 0.019754 , 0.021625 , 0.022011 , 0.028925 , 0.025782 
 412 , 0.023303 , 0.017797 , 0.05548 , 0.020558 , 0.012728 , 0.018801 , 0.013651 , 0.041784 , 0.021226 , 0.014477 , 0.018088 , 0.017032 , 0.015995 , 0.016194 , 0.019185 , 0.019991 , 0.021853 , 0.022202 , 0.029165 , 0.026031 
 413 , 0.023648 , 0.018069 , 0.055915 , 0.020759 , 0.012853 , 0.019047 , 0.013851 , 0.042222 , 0.021443 , 0.014581 , 0.018346 , 0.017348 , 0.016292 , 0.016517 , 0.019471 , 0.020229 , 0.022063 , 0.022466 , 0.029451 , 0.026317 
 414 , 0.024001 , 0.018317 , 0.056365 , 0.021011 , 0.012911 , 0.01928 , 0.014039 , 0.042621 , 0.02168 , 0.01465 , 0.0186 , 0.017718 , 0.016574 , 0.016865 , 0.019773 , 0.020458 , 0.022258 , 0.022767 , 0.029759 , 0.026618 
 415 , 0.024333 , 0.018552 , 0.056791 , 0.021247 , 0.012969 , 0.019505 , 0.014219 , 0.042996 , 0.021903 , 0.014715 , 0.018845 , 0.018069 , 0.01684 , 0.017199 , 0.020066 , 0.020677 , 0.022443 , 0.02305 , 0.030056 , 0.0269 
 416 , 0.024693 , 0.01877 , 0.05722 , 0.021458 , 0.013067 , 0.019701 , 0.01438 , 0.043434 , 0.022122 , 0.014833 , 0.019103 , 0.018413 , 0.0171 , 0.017553 , 0.020374 , 0.020905 , 0.022637 , 0.023327 , 0.030351 , 0.027185 
 417 , 0.025146 , 0.018963 , 0.057684 , 0.021615 , 0.013274 , 0.019837 , 0.014491 , 0.044059 , 0.022339 , 0.015098 , 0.019402 , 0.018762 , 0.017365 , 0.017984 , 0.020749 , 0.021168 , 0.022854 , 0.023607 , 0.030685 , 0.027497 
 418 , 0.025584 , 0.019148 , 0.058131 , 0.021764 , 0.01347 , 0.019974 , 0.014603 , 0.04466 , 0.022551 , 0.015353 , 0.019696 , 0.019102 , 0.017619 , 0.018402 , 0.021111 , 0.021422 , 0.023065 , 0.023878 , 0.031005 , 0.027795 
 419 , 0.026003 , 0.019329 , 0.05856 , 0.021911 , 0.013665 , 0.020101 , 0.014708 , 0.045243 , 0.022755 , 0.015603 , 0.019974 , 0.019431 , 0.017867 , 0.018804 , 0.021462 , 0.021666 , 0.023268 , 0.024142 , 0.031315 , 0.028085 
 420 , 0.026434 , 0.019665 , 0.059154 , 0.022209 , 0.013925 , 0.020391 , 0.014911 , 0.04583 , 0.023054 , 0.01582 , 0.020246 , 0.019866 , 0.01824 , 0.019209 , 0.021863 , 0.021923 , 0.02357 , 0.024458 , 0.0317 , 0.028435 
 421 , 0.026856 , 0.020014 , 0.059753 , 0.022521 , 0.014188 , 0.020688 , 0.01512 , 0.046402 , 0.023358 , 0.016034 , 0.020507 , 0.020305 , 0.018614 , 0.019606 , 0.022259 , 0.022169 , 0.023877 , 0.02477 , 0.03209 , 0.028784 
 422 , 0.027266 , 0.020349 , 0.060338 , 0.022823 , 0.014442 , 0.020983 , 0.015327 , 0.046962 , 0.023656 , 0.016238 , 0.020763 , 0.020733 , 0.01898 , 0.01999 , 0.022646 , 0.022413 , 0.024174 , 0.025081 , 0.032468 , 0.029122 
 423 , 0.027697 , 0.020616 , 0.060861 , 0.023067 , 0.014626 , 0.021216 , 0.015487 , 0.047443 , 0.023893 , 0.016408 , 0.021051 , 0.021094 , 0.019295 , 0.020386 , 0.023024 , 0.022668 , 0.024419 , 0.025384 , 0.032808 , 0.029422 
 424 , 0.02814 , 0.020824 , 0.061336 , 0.023265 , 0.014755 , 0.021402 , 0.015616 , 0.047858 , 0.024082 , 0.016552 , 0.021367 , 0.021406 , 0.019565 , 0.020794 , 0.023404 , 0.022937 , 0.024625 , 0.025696 , 0.033113 , 0.029693 
 425 , 0.028586 , 0.021033 , 0.061809 , 0.023461 , 0.014883 , 0.021587 , 0.01574 , 0.048268 , 0.024275 , 0.016691 , 0.021679 , 0.021715 , 0.019836 , 0.021196 , 0.023778 , 0.023197 , 0.024825 , 0.026 , 0.033417 , 0.029959 
 426 , 0.029024 , 0.021251 , 0.062279 , 0.023646 , 0.015023 , 0.021791 , 0.015882 , 0.048699 , 0.024473 , 0.016842 , 0.021986 , 0.022026 , 0.020104 , 0.021592 , 0.024137 , 0.023455 , 0.025027 , 0.02631 , 0.033733 , 0.030241 
 427 , 0.029453 , 0.021528 , 0.062726 , 0.023789 , 0.015259 , 0.022089 , 0.016096 , 0.049248 , 0.024724 , 0.017057 , 0.022253 , 0.022374 , 0.020401 , 0.021968 , 0.024444 , 0.023687 , 0.025254 , 0.026666 , 0.034137 , 0.030615 
 428 , 0.02988 , 0.021801 , 0.063173 , 0.023933 , 0.015486 , 0.022388 , 0.016315 , 0.049796 , 0.024972 , 0.017264 , 0.022522 , 0.022719 , 0.020695 , 0.022338 , 0.024743 , 0.023919 , 0.025482 , 0.027018 , 0.034538 , 0.030986 
 429 , 0.030305 , 0.022076 , 0.063615 , 0.02408 , 0.01572 , 0.022684 , 0.016526 , 0.050341 , 0.025224 , 0.017477 , 0.022787 , 0.023067 , 0.02099 , 0.022715 , 0.025044 , 0.024148 , 0.025711 , 0.027368 , 0.034936 , 0.031355 
 430 , 0.030943 , 0.02249 , 0.064774 , 0.024561 , 0.016053 , 0.023202 , 0.016929 , 0.051353 , 0.025797 , 0.017851 , 0.023256 , 0.023662 , 0.021455 , 0.023316 , 0.025651 , 0.02468 , 0.026231 , 0.027969 , 0.03566 , 0.03202 
 431 , 0.03163 , 0.022932 , 0.066105 , 0.025124 , 0.016413 , 0.023776 , 0.017377 , 0.052477 , 0.026449 , 0.018262 , 0.023766 , 0.024318 , 0.021959 , 0.02397 , 0.026329 , 0.025282 , 0.026815 , 0.028627 , 0.036463 , 0.032756 
 432 , 0.032316 , 0.023376 , 0.067427 , 0.025686 , 0.016774 , 0.02435 , 0.017819 , 0.053598 , 0.027102 , 0.018671 , 0.024279 , 0.024976 , 0.022463 , 0.024627 , 0.027004 , 0.025879 , 0.027404 , 0.029286 , 0.037261 , 0.033488 
 433 , 0.033167 , 0.02392 , 0.068989 , 0.026268 , 0.017197 , 0.02495 , 0.018251 , 0.054945 , 0.02783 , 0.019186 , 0.024907 , 0.025697 , 0.023038 , 0.025381 , 0.027763 , 0.02656 , 0.028084 , 0.030048 , 0.038194 , 0.034375 
 434 , 0.034243 , 0.024593 , 0.070851 , 0.026879 , 0.017705 , 0.025599 , 0.018677 , 0.056589 , 0.028665 , 0.019844 , 0.025687 , 0.026511 , 0.023705 , 0.026271 , 0.028636 , 0.02735 , 0.028896 , 0.030941 , 0.039311 , 0.03546 
 435 , 0.035317 , 0.025272 , 0.072712 , 0.027491 , 0.018213 , 0.026246 , 0.019102 , 0.058229 , 0.029499 , 0.020502 , 0.026466 , 0.027325 , 0.024373 , 0.027164 , 0.029504 , 0.028143 , 0.029704 , 0.031838 , 0.040423 , 0.036547 
 436 , 0.036383 , 0.025944 , 0.074563 , 0.028111 , 0.018725 , 0.026899 , 0.019537 , 0.059863 , 0.030324 , 0.021154 , 0.027233 , 0.028137 , 0.025036 , 0.028044 , 0.03037 , 0.028938 , 0.030509 , 0.032727 , 0.041533 , 0.037625 
 437 , 0.037294 , 0.026625 , 0.076284 , 0.028834 , 0.019301 , 0.027656 , 0.020102 , 0.061317 , 0.031064 , 0.02171 , 0.02784 , 0.028908 , 0.025725 , 0.028766 , 0.031132 , 0.029808 , 0.031227 , 0.033582 , 0.042587 , 0.038582 
 438 , 0.038208 , 0.027304 , 0.078011 , 0.029555 , 0.019877 , 0.028408 , 0.020667 , 0.062769 , 0.031801 , 0.022262 , 0.028445 , 0.029678 , 0.026413 , 0.029496 , 0.031897 , 0.03068 , 0.031939 , 0.034436 , 0.043639 , 0.039542 
 439 , 0.039118 , 0.027988 , 0.079731 , 0.030282 , 0.020456 , 0.029162 , 0.021233 , 0.064226 , 0.032543 , 0.022815 , 0.029048 , 0.03045 , 0.027097 , 0.030217 , 0.032662 , 0.031553 , 0.032657 , 0.035287 , 0.044694 , 0.040504 
 440 , 0.039971 , 0.028508 , 0.081167 , 0.030871 , 0.020877 , 0.029778 , 0.021689 , 0.065436 , 0.033207 , 0.023279 , 0.029634 , 0.031092 , 0.027658 , 0.030866 , 0.033361 , 0.032163 , 0.03329 , 0.036023 , 0.04563 , 0.041395 
 441 , 0.040795 , 0.02897 , 0.082486 , 0.031411 , 0.021232 , 0.030336 , 0.0221 , 0.066545 , 0.033841 , 0.023707 , 0.030207 , 0.031685 , 0.028163 , 0.031478 , 0.034031 , 0.032659 , 0.033886 , 0.036708 , 0.046523 , 0.042267 
 442 , 0.041615 , 0.029433 , 0.083803 , 0.031948 , 0.021588 , 0.030892 , 0.022508 , 0.067654 , 0.034474 , 0.024131 , 0.030778 , 0.032271 , 0.028667 , 0.032095 , 0.034707 , 0.033157 , 0.03448 , 0.037397 , 0.047416 , 0.043131 
 443 , 0.042411 , 0.029913 , 0.085104 , 0.032438 , 0.02193 , 0.031437 , 0.022896 , 0.068775 , 0.035066 , 0.02457 , 0.031299 , 0.032818 , 0.029142 , 0.032685 , 0.035314 , 0.033675 , 0.035055 , 0.038069 , 0.048272 , 0.043975 
 444 , 0.043153 , 0.030426 , 0.086369 , 0.032828 , 0.022248 , 0.031956 , 0.023254 , 0.069926 , 0.035568 , 0.025034 , 0.031712 , 0.03327 , 0.029565 , 0.033224 , 0.035801 , 0.034236 , 0.035597 , 0.038709 , 0.049074 , 0.044764 
 445 , 0.043894 , 0.030949 , 0.087636 , 0.033213 , 0.022562 , 0.032472 , 0.023615 , 0.071073 , 0.036072 , 0.025497 , 0.032131 , 0.033731 , 0.029984 , 0.033766 , 0.036284 , 0.034796 , 0.036142 , 0.039354 , 0.04987 , 0.045547 
 446 , 0.044642 , 0.031464 , 0.088903 , 0.033605 , 0.022877 , 0.032992 , 0.023971 , 0.072223 , 0.036578 , 0.025963 , 0.032552 , 0.034182 , 0.030405 , 0.034312 , 0.036768 , 0.035353 , 0.036685 , 0.039992 , 0.050672 , 0.046337 
 447 , 0.045115 , 0.031705 , 0.089907 , 0.033998 , 0.02315 , 0.033435 , 0.024276 , 0.073043 , 0.037111 , 0.026245 , 0.032908 , 0.034639 , 0.030783 , 0.034716 , 0.037231 , 0.035728 , 0.037075 , 0.040458 , 0.051293 , 0.046923 
 448 , 0.045584 , 0.031939 , 0.090903 , 0.03439 , 0.023424 , 0.033878 , 0.024581 , 0.07385 , 0.037642 , 0.026526 , 0.033264 , 0.0351 , 0.031156 , 0.035118 , 0.037696 , 0.036106 , 0.037467 , 0.040911 , 0.051913 , 0.047505 
 449 , 0.046056 , 0.032174 , 0.091906 , 0.034784 , 0.023694 , 0.034318 , 0.024881 , 0.074662 , 0.03817 , 0.026807 , 0.033615 , 0.035553 , 0.031526 , 0.035523 , 0.038164 , 0.03648 , 0.037861 , 0.041368 , 0.052536 , 0.048091 
 450 , 0.046403 , 0.032343 , 0.092508 , 0.035016 , 0.023867 , 0.034536 , 0.02504 , 0.07524 , 0.03848 , 0.027069 , 0.033862 , 0.035831 , 0.031754 , 0.035819 , 0.03848 , 0.036748 , 0.038121 , 0.0417 , 0.052947 , 0.048524 
 451 , 0.046671 , 0.032467 , 0.092868 , 0.035148 , 0.023971 , 0.034625 , 0.025107 , 0.07568 , 0.038655 , 0.027314 , 0.034042 , 0.035986 , 0.03189 , 0.036047 , 0.038703 , 0.036953 , 0.038302 , 0.041949 , 0.053223 , 0.048865 
 452 , 0.046939 , 0.032592 , 0.093235 , 0.035285 , 0.024075 , 0.034708 , 0.025169 , 0.076121 , 0.03883 , 0.027564 , 0.034227 , 0.036148 , 0.032021 , 0.03627 , 0.038921 , 0.037158 , 0.038483 , 0.042198 , 0.053505 , 0.049207 
 453 , 0.047166 , 0.032698 , 0.093529 , 0.035379 , 0.024176 , 0.034789 , 0.025252 , 0.07646 , 0.038959 , 0.027744 , 0.034358 , 0.03626 , 0.032139 , 0.036431 , 0.039093 , 0.037324 , 0.038631 , 0.042394 , 0.053737 , 0.049488 
 454 , 0.047284 , 0.03276 , 0.093635 , 0.035364 , 0.02425 , 0.034868 , 0.025365 , 0.076501 , 0.038974 , 0.027739 , 0.034347 , 0.03623 , 0.032203 , 0.036406 , 0.039101 , 0.037387 , 0.038671 , 0.042444 , 0.053831 , 0.049591 
 455 , 0.047399 , 0.032814 , 0.093742 , 0.035355 , 0.024324 , 0.034944 , 0.025483 , 0.076539 , 0.038981 , 0.027734 , 0.034335 , 0.036206 , 0.032265 , 0.036381 , 0.039108 , 0.037449 , 0.038716 , 0.042487 , 0.053916 , 0.049692 
 456 , 0.047513 , 0.032873 , 0.093853 , 0.035338 , 0.024397 , 0.03502 , 0.025593 , 0.076581 , 0.038988 , 0.027727 , 0.034328 , 0.03618 , 0.032326 , 0.036354 , 0.039114 , 0.037515 , 0.038759 , 0.042535 , 0.054012 , 0.049797 
 457 , 0.047595 , 0.03285 , 0.09389 , 0.035347 , 0.024369 , 0.03506 , 0.025609 , 0.07669 , 0.039066 , 0.027711 , 0.034389 , 0.036192 , 0.032293 , 0.036329 , 0.039114 , 0.037575 , 0.038773 , 0.042606 , 0.054075 , 0.049871 
 458 , 0.047669 , 0.032819 , 0.09393 , 0.035361 , 0.02433 , 0.035092 , 0.025618 , 0.076807 , 0.039155 , 0.027694 , 0.03446 , 0.036214 , 0.032252 , 0.036309 , 0.039119 , 0.03764 , 0.038791 , 0.042681 , 0.054136 , 0.049948 
 459 , 0.047747 , 0.032788 , 0.09396 , 0.035373 , 0.024295 , 0.035124 , 0.025627 , 0.076927 , 0.039236 , 0.027671 , 0.034529 , 0.036229 , 0.032217 , 0.036289 , 0.039117 , 0.037703 , 0.038802 , 0.042761 , 0.054195 , 0.050029 
 460 , 0.047742 , 0.032735 , 0.093839 , 0.035298 , 0.02422 , 0.035114 , 0.025587 , 0.076921 , 0.039191 , 0.027652 , 0.034463 , 0.036156 , 0.032132 , 0.036232 , 0.039049 , 0.037682 , 0.038765 , 0.042736 , 0.054162 , 0.050026 
 461 , 0.047677 , 0.032666 , 0.093577 , 0.035133 , 0.024112 , 0.035068 , 0.025513 , 0.076811 , 0.03903 , 0.027627 , 0.034261 , 0.035986 , 0.032007 , 0.036145 , 0.038924 , 0.03757 , 0.038682 , 0.042632 , 0.054029 , 0.049956 
 462 , 0.047605 , 0.03259 , 0.093313 , 0.034973 , 0.024005 , 0.03502 , 0.025439 , 0.076705 , 0.038868 , 0.0276 , 0.034066 , 0.035817 , 0.031887 , 0.036057 , 0.038792 , 0.037462 , 0.038598 , 0.042534 , 0.053901 , 0.049889 
 463 , 0.047518 , 0.032494 , 0.093044 , 0.034819 , 0.023908 , 0.034953 , 0.025364 , 0.076581 , 0.038716 , 0.027554 , 0.033881 , 0.035663 , 0.031766 , 0.035949 , 0.038663 , 0.037359 , 0.038512 , 0.042427 , 0.053763 , 0.049802 
 464 , 0.047324 , 0.032309 , 0.092771 , 0.034701 , 0.023867 , 0.034799 , 0.025274 , 0.076356 , 0.038632 , 0.027423 , 0.033769 , 0.035587 , 0.031684 , 0.035737 , 0.038528 , 0.037266 , 0.038389 , 0.042327 , 0.053589 , 0.049663 
 465 , 0.047134 , 0.032119 , 0.092495 , 0.034576 , 0.023832 , 0.03464 , 0.025184 , 0.076128 , 0.038553 , 0.027285 , 0.033661 , 0.035509 , 0.031601 , 0.035526 , 0.038398 , 0.037178 , 0.038265 , 0.042225 , 0.053419 , 0.049517 
 466 , 0.046943 , 0.031928 , 0.092222 , 0.034457 , 0.023795 , 0.034485 , 0.025093 , 0.075903 , 0.038472 , 0.027152 , 0.033547 , 0.035429 , 0.031517 , 0.03532 , 0.038266 , 0.037088 , 0.038146 , 0.042127 , 0.053246 , 0.049374 
 467 , 0.046907 , 0.031861 , 0.091986 , 0.034383 , 0.023687 , 0.034349 , 0.025019 , 0.075791 , 0.038396 , 0.027131 , 0.033484 , 0.035322 , 0.031434 , 0.035271 , 0.038208 , 0.037036 , 0.03806 , 0.042045 , 0.053117 , 0.049286 
 468 , 0.046905 , 0.031824 , 0.091763 , 0.034318 , 0.023557 , 0.034222 , 0.024958 , 0.075701 , 0.038333 , 0.027135 , 0.033434 , 0.035209 , 0.031348 , 0.035265 , 0.038168 , 0.036989 , 0.037975 , 0.041967 , 0.053006 , 0.049213 
 469 , 0.046902 , 0.03178 , 0.091533 , 0.034253 , 0.023428 , 0.034089 , 0.024891 , 0.075615 , 0.038262 , 0.027138 , 0.033378 , 0.0351 , 0.03126 , 0.035258 , 0.038127 , 0.036941 , 0.037895 , 0.041887 , 0.052893 , 0.049138 
 470 , 0.046953 , 0.031792 , 0.091502 , 0.034213 , 0.023392 , 0.034077 , 0.024895 , 0.075631 , 0.038227 , 0.027142 , 0.033357 , 0.035012 , 0.031223 , 0.035215 , 0.038103 , 0.036926 , 0.037866 , 0.041869 , 0.052881 , 0.049143 
 471 , 0.047064 , 0.031864 , 0.091701 , 0.0342 , 0.023464 , 0.034205 , 0.024984 , 0.075774 , 0.038225 , 0.027146 , 0.033367 , 0.034965 , 0.03125 , 0.035123 , 0.038112 , 0.036958 , 0.037904 , 0.041924 , 0.052997 , 0.049253 
 472 , 0.047174 , 0.031941 , 0.091905 , 0.034187 , 0.023542 , 0.034334 , 0.025073 , 0.075923 , 0.038229 , 0.02715 , 0.033371 , 0.034919 , 0.031282 , 0.035032 , 0.038116 , 0.036985 , 0.037942 , 0.041973 , 0.053108 , 0.049364 
 473 , 0.047296 , 0.032013 , 0.092121 , 0.034191 , 0.023614 , 0.034467 , 0.025168 , 0.076089 , 0.038256 , 0.027161 , 0.033392 , 0.034889 , 0.031315 , 0.034963 , 0.038138 , 0.037029 , 0.037991 , 0.042039 , 0.053229 , 0.049486 
 474 , 0.047519 , 0.032101 , 0.092532 , 0.034347 , 0.023641 , 0.034618 , 0.0253 , 0.076499 , 0.038518 , 0.027242 , 0.033529 , 0.035052 , 0.031412 , 0.035081 , 0.038326 , 0.037191 , 0.038145 , 0.042259 , 0.053439 , 0.049754 
 475 , 0.047745 , 0.032186 , 0.092937 , 0.034501 , 0.023669 , 0.034773 , 0.025429 , 0.076909 , 0.038785 , 0.027319 , 0.033658 , 0.03522 , 0.031513 , 0.035192 , 0.038508 , 0.037353 , 0.038304 , 0.042481 , 0.053648 , 0.050025 
 476 , 0.04797 , 0.032266 , 0.093342 , 0.034655 , 0.023701 , 0.034928 , 0.025557 , 0.077319 , 0.039048 , 0.027396 , 0.033793 , 0.035382 , 0.031608 , 0.035308 , 0.038691 , 0.03751 , 0.038469 , 0.042698 , 0.05385 , 0.050292 
 477 , 0.048172 , 0.032362 , 0.093694 , 0.034734 , 0.023753 , 0.035013 , 0.025602 , 0.077706 , 0.039166 , 0.027497 , 0.033875 , 0.035445 , 0.031662 , 0.035422 , 0.038819 , 0.037653 , 0.038603 , 0.042836 , 0.054078 , 0.050482 
 478 , 0.048372 , 0.032459 , 0.094024 , 0.034785 , 0.023815 , 0.035076 , 0.025611 , 0.078082 , 0.039226 , 0.027595 , 0.03393 , 0.035475 , 0.031706 , 0.035532 , 0.038936 , 0.037778 , 0.03873 , 0.042938 , 0.054313 , 0.050647 
 479 , 0.048566 , 0.032556 , 0.094349 , 0.034836 , 0.023872 , 0.035144 , 0.02562 , 0.078465 , 0.039287 , 0.0277 , 0.03399 , 0.035504 , 0.031745 , 0.035647 , 0.039047 , 0.037904 , 0.038858 , 0.043041 , 0.054548 , 0.050811 
 480 , 0.048679 , 0.032602 , 0.094549 , 0.034873 , 0.023905 , 0.035176 , 0.025644 , 0.078695 , 0.039342 , 0.027755 , 0.034009 , 0.035525 , 0.031772 , 0.035674 , 0.039107 , 0.037968 , 0.03893 , 0.043095 , 0.054664 , 0.050899 
 481 , 0.048636 , 0.032556 , 0.094533 , 0.03489 , 0.023896 , 0.035159 , 0.025694 , 0.078675 , 0.039377 , 0.027726 , 0.03396 , 0.035524 , 0.031774 , 0.035547 , 0.03908 , 0.03791 , 0.038909 , 0.043071 , 0.054596 , 0.050851 
 482 , 0.048594 , 0.032515 , 0.094516 , 0.034902 , 0.023881 , 0.035147 , 0.025749 , 0.078654 , 0.039418 , 0.027697 , 0.033911 , 0.035528 , 0.031775 , 0.03542 , 0.039054 , 0.037858 , 0.038888 , 0.043046 , 0.054522 , 0.050798 
 483 , 0.048556 , 0.032469 , 0.094492 , 0.034918 , 0.023872 , 0.035128 , 0.025798 , 0.078627 , 0.039458 , 0.027667 , 0.033861 , 0.035526 , 0.031776 , 0.035293 , 0.039032 , 0.037805 , 0.038867 , 0.043015 , 0.054454 , 0.050749 
 484 , 0.048589 , 0.032432 , 0.094368 , 0.034897 , 0.023855 , 0.03505 , 0.025759 , 0.078574 , 0.039412 , 0.027691 , 0.033866 , 0.035463 , 0.031758 , 0.035316 , 0.03906 , 0.037848 , 0.038856 , 0.043003 , 0.054424 , 0.050736 
 485 , 0.048625 , 0.03239 , 0.094246 , 0.034881 , 0.023841 , 0.034977 , 0.025721 , 0.078519 , 0.039359 , 0.027709 , 0.033864 , 0.0354 , 0.031741 , 0.035338 , 0.039087 , 0.037896 , 0.038845 , 0.042995 , 0.05439 , 0.050726 
 486 , 0.04866 , 0.032348 , 0.094117 , 0.034864 , 0.023821 , 0.034903 , 0.025684 , 0.078464 , 0.039316 , 0.027727 , 0.033873 , 0.035337 , 0.031723 , 0.035359 , 0.039114 , 0.037937 , 0.038832 , 0.042981 , 0.054362 , 0.050714 
 487 , 0.048915 , 0.032492 , 0.094511 , 0.034972 , 0.023932 , 0.035068 , 0.025844 , 0.078847 , 0.03946 , 0.027812 , 0.03401 , 0.035456 , 0.031873 , 0.035456 , 0.039263 , 0.038127 , 0.038988 , 0.043189 , 0.054595 , 0.050951 
