  time  ,30:24 AM,30:30 AM,30:36 AM,30:43 AM,30:49 AM,31:28 AM,31:34 AM,31:42 AM,31:47 AM,31:51 AM,33:10 AM,33:17 AM,33:23 AM,33:29 AM,33:35 AM,34:16 AM,34:23 AM,34:29 AM,34:35 AM,34:42 AM,36:44 AM,36:52 AM,36:59 AM,37:08 AM,37:14 AM,38:01 AM,38:06 AM,38:12 AM,38:18 AM,38:25 AM,39:11 AM,39:19 AM,39:26 AM,39:33 AM,39:39 AM,40:14 AM,40:21 AM,40:28 AM,40:35 AM,40:44 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 512 , 0.070441 , 0.043811 , 0.068263 , 0.06124 , 0.06012 , 0.07623 , 0.085994 , 0.077023 , 0.051107 , 0.053853 , 0.066333 , 0.05231 , 0.044222 , 0.054706 , 0.038862 , 0.076581 , 0.056551 , 0.063194 , 0.05905 , 0.068445 , 0.061215 , 0.049691 , 0.079697 , 0.043654 , 0.045003 , 0.032534 , 0.04686 , 0.053762 , 0.03882 , 0.045493 , 0.051034 , 0.049147 , 0.047404 , 0.037816 , 0.065287 , 0.057186 , 0.065529 , 0.058463 , 0.079981 , 0.079558 
 513 , 0.071375 , 0.044432 , 0.068892 , 0.061798 , 0.060611 , 0.0769 , 0.08661 , 0.077633 , 0.051664 , 0.054342 , 0.067589 , 0.053409 , 0.045225 , 0.05565 , 0.039719 , 0.077233 , 0.057195 , 0.063858 , 0.059594 , 0.069031 , 0.062083 , 0.050289 , 0.080716 , 0.044117 , 0.045552 , 0.033274 , 0.047806 , 0.055014 , 0.039773 , 0.046521 , 0.051882 , 0.049756 , 0.047969 , 0.038223 , 0.066039 , 0.057958 , 0.066281 , 0.059503 , 0.081001 , 0.080674 
 514 , 0.072271 , 0.04514 , 0.069517 , 0.062469 , 0.061202 , 0.077548 , 0.087253 , 0.078228 , 0.052206 , 0.054918 , 0.068917 , 0.054602 , 0.046274 , 0.056598 , 0.040627 , 0.077791 , 0.057957 , 0.06458 , 0.060249 , 0.069687 , 0.063058 , 0.050902 , 0.081794 , 0.044588 , 0.046177 , 0.034088 , 0.048846 , 0.056428 , 0.040846 , 0.047645 , 0.052734 , 0.050381 , 0.048506 , 0.038626 , 0.066867 , 0.058794 , 0.067116 , 0.060656 , 0.082085 , 0.081861 
 515 , 0.07316 , 0.045866 , 0.070148 , 0.06317 , 0.061815 , 0.078195 , 0.087907 , 0.078821 , 0.052748 , 0.055523 , 0.070263 , 0.055821 , 0.04733 , 0.057558 , 0.041542 , 0.078329 , 0.058754 , 0.065326 , 0.060941 , 0.070361 , 0.064062 , 0.051521 , 0.08289 , 0.045065 , 0.04682 , 0.034922 , 0.049899 , 0.05788 , 0.041949 , 0.048788 , 0.05358 , 0.051005 , 0.049031 , 0.039028 , 0.067713 , 0.059635 , 0.067968 , 0.061833 , 0.083188 , 0.083066 
 516 , 0.074051 , 0.046588 , 0.070774 , 0.063871 , 0.062424 , 0.078843 , 0.088555 , 0.079415 , 0.05329 , 0.056124 , 0.071613 , 0.057042 , 0.048388 , 0.058514 , 0.042465 , 0.078862 , 0.059554 , 0.066067 , 0.061627 , 0.071041 , 0.065069 , 0.052135 , 0.083982 , 0.045542 , 0.047464 , 0.035752 , 0.050961 , 0.059335 , 0.043049 , 0.049933 , 0.054427 , 0.05163 , 0.049556 , 0.039437 , 0.068554 , 0.060478 , 0.068821 , 0.063014 , 0.084298 , 0.084274 
 517 , 0.075187 , 0.047409 , 0.071598 , 0.064729 , 0.063169 , 0.079685 , 0.089394 , 0.080246 , 0.053991 , 0.056837 , 0.073219 , 0.058525 , 0.049645 , 0.05972 , 0.043551 , 0.079661 , 0.060451 , 0.066966 , 0.062432 , 0.071933 , 0.066289 , 0.052912 , 0.085335 , 0.046135 , 0.048238 , 0.036725 , 0.052205 , 0.061012 , 0.044337 , 0.051285 , 0.055502 , 0.052388 , 0.050255 , 0.039955 , 0.069562 , 0.061505 , 0.069842 , 0.064394 , 0.085645 , 0.085725 
 518 , 0.07662 , 0.048335 , 0.072647 , 0.065792 , 0.064093 , 0.080765 , 0.090453 , 0.08136 , 0.054902 , 0.057686 , 0.075136 , 0.060322 , 0.05115 , 0.061242 , 0.04484 , 0.080783 , 0.061475 , 0.068042 , 0.063364 , 0.073088 , 0.067778 , 0.05389 , 0.087001 , 0.046864 , 0.049169 , 0.037875 , 0.053694 , 0.062971 , 0.04587 , 0.052879 , 0.056852 , 0.053308 , 0.051156 , 0.040615 , 0.070777 , 0.062763 , 0.071077 , 0.066025 , 0.087289 , 0.087473 
 519 , 0.078058 , 0.049263 , 0.073703 , 0.066849 , 0.065011 , 0.081839 , 0.091505 , 0.082475 , 0.055808 , 0.05854 , 0.077052 , 0.062124 , 0.052649 , 0.06276 , 0.046129 , 0.081901 , 0.062501 , 0.06912 , 0.064296 , 0.074246 , 0.069261 , 0.054864 , 0.088662 , 0.047591 , 0.050095 , 0.039029 , 0.055178 , 0.064931 , 0.047394 , 0.054481 , 0.058201 , 0.054228 , 0.052063 , 0.04128 , 0.071988 , 0.064012 , 0.072303 , 0.067658 , 0.088933 , 0.089223 
 520 , 0.079534 , 0.050217 , 0.07478 , 0.067935 , 0.065974 , 0.082965 , 0.092603 , 0.083611 , 0.056733 , 0.059421 , 0.079006 , 0.063951 , 0.054164 , 0.064305 , 0.047437 , 0.083052 , 0.063566 , 0.070231 , 0.065266 , 0.075425 , 0.070783 , 0.055865 , 0.090363 , 0.048331 , 0.051049 , 0.040195 , 0.056696 , 0.066936 , 0.048951 , 0.056113 , 0.059582 , 0.055176 , 0.052985 , 0.041951 , 0.073228 , 0.065297 , 0.073564 , 0.069325 , 0.090611 , 0.091008 
 521 , 0.081373 , 0.051376 , 0.076074 , 0.069271 , 0.067279 , 0.084511 , 0.094076 , 0.084981 , 0.057827 , 0.060571 , 0.081267 , 0.066027 , 0.055792 , 0.066014 , 0.048927 , 0.084449 , 0.064999 , 0.07162 , 0.066572 , 0.076807 , 0.072629 , 0.057063 , 0.092429 , 0.049227 , 0.052221 , 0.04156 , 0.058491 , 0.069334 , 0.050768 , 0.058034 , 0.061222 , 0.05633 , 0.054069 , 0.04275 , 0.074733 , 0.066816 , 0.075072 , 0.071326 , 0.092623 , 0.09313 
 522 , 0.083211 , 0.052537 , 0.077366 , 0.070597 , 0.068585 , 0.086057 , 0.095546 , 0.086348 , 0.058913 , 0.061722 , 0.083521 , 0.068105 , 0.057414 , 0.067719 , 0.050411 , 0.085849 , 0.066441 , 0.073007 , 0.06787 , 0.078182 , 0.074468 , 0.058261 , 0.09449 , 0.050126 , 0.053391 , 0.042915 , 0.060286 , 0.071729 , 0.052574 , 0.059963 , 0.06286 , 0.057483 , 0.055149 , 0.043541 , 0.076233 , 0.068339 , 0.076575 , 0.073317 , 0.094642 , 0.095249 
 523 , 0.08505 , 0.053698 , 0.078655 , 0.071923 , 0.069891 , 0.087599 , 0.097021 , 0.08772 , 0.060002 , 0.062871 , 0.085778 , 0.070185 , 0.059032 , 0.069425 , 0.05189 , 0.087247 , 0.067885 , 0.074395 , 0.069176 , 0.079556 , 0.076317 , 0.05946 , 0.096561 , 0.051021 , 0.05456 , 0.044275 , 0.062079 , 0.074126 , 0.054381 , 0.061887 , 0.064493 , 0.058635 , 0.056234 , 0.044339 , 0.077736 , 0.069866 , 0.078081 , 0.075315 , 0.09665 , 0.097366 
 524 , 0.086901 , 0.054833 , 0.079973 , 0.073309 , 0.071142 , 0.089159 , 0.098487 , 0.089217 , 0.06122 , 0.064103 , 0.088056 , 0.072354 , 0.060788 , 0.071245 , 0.053401 , 0.088624 , 0.069387 , 0.075851 , 0.070458 , 0.081005 , 0.078238 , 0.060672 , 0.098726 , 0.051969 , 0.055795 , 0.045699 , 0.063916 , 0.076593 , 0.056137 , 0.06382 , 0.066123 , 0.059801 , 0.057343 , 0.04517 , 0.079263 , 0.071477 , 0.079696 , 0.07738 , 0.098771 , 0.099545 
 525 , 0.088767 , 0.055974 , 0.081313 , 0.074726 , 0.072374 , 0.090728 , 0.099954 , 0.09076 , 0.062477 , 0.065363 , 0.090337 , 0.074563 , 0.062588 , 0.073104 , 0.054919 , 0.089992 , 0.070914 , 0.077332 , 0.071722 , 0.082486 , 0.080186 , 0.061884 , 0.100931 , 0.052945 , 0.057062 , 0.047146 , 0.065761 , 0.079078 , 0.057864 , 0.065754 , 0.067741 , 0.060972 , 0.05847 , 0.046012 , 0.080811 , 0.07313 , 0.081339 , 0.079469 , 0.100931 , 0.101745 
 526 , 0.090626 , 0.057107 , 0.082651 , 0.076137 , 0.073603 , 0.092303 , 0.10143 , 0.092297 , 0.06374 , 0.066629 , 0.092613 , 0.076768 , 0.064385 , 0.074965 , 0.056443 , 0.091363 , 0.072439 , 0.078815 , 0.072998 , 0.083967 , 0.082131 , 0.063102 , 0.103134 , 0.053909 , 0.058325 , 0.048593 , 0.067609 , 0.081572 , 0.059595 , 0.067694 , 0.069366 , 0.062141 , 0.059595 , 0.046856 , 0.082361 , 0.074774 , 0.082986 , 0.081558 , 0.103095 , 0.10395 
 527 , 0.092511 , 0.058272 , 0.084006 , 0.077514 , 0.07483 , 0.09386 , 0.10291 , 0.093807 , 0.06499 , 0.067873 , 0.094896 , 0.078963 , 0.066172 , 0.076817 , 0.057986 , 0.09275 , 0.073926 , 0.080318 , 0.074245 , 0.085441 , 0.084066 , 0.064352 , 0.105368 , 0.054863 , 0.059588 , 0.050013 , 0.069448 , 0.084066 , 0.061335 , 0.069641 , 0.071009 , 0.063335 , 0.060697 , 0.047694 , 0.083906 , 0.076431 , 0.084651 , 0.083641 , 0.105248 , 0.106145 
 528 , 0.094431 , 0.059477 , 0.085402 , 0.078822 , 0.076038 , 0.095376 , 0.104392 , 0.095262 , 0.066225 , 0.069089 , 0.097181 , 0.081143 , 0.067949 , 0.078654 , 0.059564 , 0.094176 , 0.075354 , 0.081854 , 0.075481 , 0.086911 , 0.086006 , 0.065655 , 0.107658 , 0.055794 , 0.060865 , 0.051394 , 0.071276 , 0.086576 , 0.063092 , 0.071618 , 0.072704 , 0.064555 , 0.061784 , 0.048523 , 0.085469 , 0.078111 , 0.086348 , 0.085717 , 0.107403 , 0.108336 
 529 , 0.09635 , 0.060681 , 0.086796 , 0.080134 , 0.077249 , 0.096905 , 0.105876 , 0.096722 , 0.067458 , 0.070309 , 0.099464 , 0.083329 , 0.06972 , 0.080486 , 0.061134 , 0.095598 , 0.076775 , 0.083397 , 0.076714 , 0.08838 , 0.087947 , 0.066951 , 0.109946 , 0.056733 , 0.062136 , 0.052779 , 0.073099 , 0.089085 , 0.064852 , 0.073593 , 0.074399 , 0.065779 , 0.062868 , 0.049353 , 0.087026 , 0.079788 , 0.088042 , 0.087798 , 0.10956 , 0.110521 
 530 , 0.09826 , 0.061883 , 0.088187 , 0.081442 , 0.078462 , 0.098418 , 0.107357 , 0.098178 , 0.068682 , 0.071532 , 0.101739 , 0.085501 , 0.071491 , 0.08231 , 0.062703 , 0.097017 , 0.078196 , 0.084934 , 0.07795 , 0.089848 , 0.089882 , 0.068252 , 0.112229 , 0.057659 , 0.063407 , 0.054153 , 0.074915 , 0.09159 , 0.066605 , 0.075558 , 0.076084 , 0.066994 , 0.063953 , 0.050183 , 0.088583 , 0.081462 , 0.089731 , 0.089868 , 0.11171 , 0.112701 
 531 , 0.09996 , 0.062999 , 0.089532 , 0.082785 , 0.07967 , 0.099843 , 0.108754 , 0.099505 , 0.06976 , 0.072737 , 0.10386 , 0.087416 , 0.073061 , 0.083915 , 0.064067 , 0.098313 , 0.079574 , 0.086376 , 0.079153 , 0.091241 , 0.091683 , 0.069408 , 0.114433 , 0.058553 , 0.064597 , 0.055445 , 0.076589 , 0.093847 , 0.068257 , 0.077368 , 0.077671 , 0.068071 , 0.065032 , 0.050958 , 0.090015 , 0.083013 , 0.091241 , 0.091834 , 0.113778 , 0.11475 
 532 , 0.101658 , 0.064117 , 0.090874 , 0.084135 , 0.080876 , 0.101276 , 0.110155 , 0.100838 , 0.070829 , 0.073942 , 0.10598 , 0.089339 , 0.074637 , 0.085517 , 0.06543 , 0.099608 , 0.080945 , 0.087824 , 0.080362 , 0.092639 , 0.09348 , 0.070572 , 0.116638 , 0.059448 , 0.065792 , 0.056738 , 0.078264 , 0.096113 , 0.069912 , 0.079181 , 0.079257 , 0.069155 , 0.066104 , 0.051743 , 0.091451 , 0.084565 , 0.09275 , 0.0938 , 0.115839 , 0.116798 
 533 , 0.103363 , 0.065231 , 0.092226 , 0.085481 , 0.082084 , 0.102697 , 0.111558 , 0.102172 , 0.071906 , 0.075149 , 0.108105 , 0.091252 , 0.076207 , 0.087127 , 0.0668 , 0.100904 , 0.082315 , 0.089277 , 0.081572 , 0.094026 , 0.09528 , 0.071738 , 0.118842 , 0.060342 , 0.066982 , 0.058031 , 0.07994 , 0.098376 , 0.071563 , 0.080991 , 0.080844 , 0.070232 , 0.067178 , 0.052525 , 0.092891 , 0.086111 , 0.094264 , 0.095763 , 0.117904 , 0.118849 
 534 , 0.104905 , 0.066144 , 0.093308 , 0.086579 , 0.083052 , 0.103861 , 0.112699 , 0.103324 , 0.072859 , 0.076132 , 0.109899 , 0.092934 , 0.077578 , 0.088554 , 0.06802 , 0.102027 , 0.083454 , 0.090494 , 0.082537 , 0.095206 , 0.096842 , 0.072725 , 0.120769 , 0.061107 , 0.068034 , 0.059097 , 0.081331 , 0.100383 , 0.072937 , 0.082544 , 0.082184 , 0.07118 , 0.068027 , 0.053193 , 0.094091 , 0.08751 , 0.095629 , 0.09747 , 0.119711 , 0.12062 
 535 , 0.106369 , 0.066965 , 0.09427 , 0.087554 , 0.083915 , 0.104894 , 0.11371 , 0.104412 , 0.073752 , 0.077022 , 0.111532 , 0.094504 , 0.078851 , 0.089901 , 0.06917 , 0.103064 , 0.084483 , 0.091596 , 0.083397 , 0.096284 , 0.098305 , 0.073639 , 0.122582 , 0.061816 , 0.069022 , 0.060064 , 0.082589 , 0.102277 , 0.074192 , 0.083979 , 0.083433 , 0.072071 , 0.068787 , 0.053802 , 0.095185 , 0.088837 , 0.096937 , 0.099071 , 0.121405 , 0.12227 
 536 , 0.107836 , 0.067784 , 0.095229 , 0.088526 , 0.084783 , 0.105932 , 0.114717 , 0.10549 , 0.07465 , 0.077902 , 0.113177 , 0.096078 , 0.080127 , 0.091243 , 0.070322 , 0.104107 , 0.085517 , 0.092705 , 0.084255 , 0.097368 , 0.099764 , 0.074543 , 0.124386 , 0.062521 , 0.070008 , 0.061031 , 0.083842 , 0.104171 , 0.075442 , 0.085425 , 0.084676 , 0.072968 , 0.069545 , 0.054407 , 0.096277 , 0.090167 , 0.098246 , 0.100677 , 0.123103 , 0.123916 
 537 , 0.109248 , 0.068581 , 0.096173 , 0.089477 , 0.085657 , 0.10694 , 0.115736 , 0.106503 , 0.075492 , 0.078775 , 0.114739 , 0.097563 , 0.081298 , 0.092531 , 0.071413 , 0.105105 , 0.086531 , 0.093771 , 0.085119 , 0.098402 , 0.101176 , 0.075413 , 0.126159 , 0.06319 , 0.070954 , 0.061965 , 0.085062 , 0.105951 , 0.076646 , 0.086789 , 0.085893 , 0.073828 , 0.070294 , 0.054982 , 0.097341 , 0.091449 , 0.099506 , 0.102223 , 0.124732 , 0.125506 
 538 , 0.110549 , 0.069314 , 0.097085 , 0.090389 , 0.086551 , 0.107914 , 0.116748 , 0.107359 , 0.076234 , 0.079603 , 0.116158 , 0.098885 , 0.08226 , 0.093708 , 0.072396 , 0.10602 , 0.087494 , 0.094745 , 0.085968 , 0.099331 , 0.102478 , 0.076198 , 0.12785 , 0.063778 , 0.071842 , 0.062834 , 0.086177 , 0.107518 , 0.077753 , 0.08802 , 0.087048 , 0.074635 , 0.071014 , 0.05549 , 0.098323 , 0.092628 , 0.100656 , 0.103644 , 0.126209 , 0.126979 
 539 , 0.111849 , 0.070044 , 0.098001 , 0.09129 , 0.087443 , 0.108891 , 0.117764 , 0.108211 , 0.076971 , 0.080443 , 0.117576 , 0.100206 , 0.083227 , 0.094884 , 0.073377 , 0.106931 , 0.088462 , 0.095715 , 0.086813 , 0.100264 , 0.103786 , 0.076979 , 0.129544 , 0.06436 , 0.072719 , 0.063695 , 0.087298 , 0.109079 , 0.078866 , 0.08925 , 0.088209 , 0.075438 , 0.071736 , 0.055993 , 0.099309 , 0.093814 , 0.101804 , 0.105073 , 0.127686 , 0.128459 
 540 , 0.113149 , 0.070777 , 0.098914 , 0.092203 , 0.088332 , 0.109859 , 0.118785 , 0.109067 , 0.077713 , 0.081272 , 0.118996 , 0.101528 , 0.084199 , 0.096052 , 0.074358 , 0.107847 , 0.089428 , 0.096691 , 0.087664 , 0.101194 , 0.105087 , 0.077764 , 0.131234 , 0.064945 , 0.073603 , 0.06456 , 0.088426 , 0.110643 , 0.079972 , 0.090482 , 0.08937 , 0.076246 , 0.072455 , 0.056498 , 0.100301 , 0.094999 , 0.102952 , 0.106496 , 0.129157 , 0.129934 
 541 , 0.114417 , 0.071385 , 0.09976 , 0.093149 , 0.089136 , 0.110879 , 0.119744 , 0.11004 , 0.078528 , 0.082118 , 0.12032 , 0.102831 , 0.085218 , 0.097221 , 0.075194 , 0.108683 , 0.090399 , 0.09776 , 0.088407 , 0.102153 , 0.106363 , 0.078608 , 0.132891 , 0.06557 , 0.074486 , 0.065307 , 0.08945 , 0.112141 , 0.080994 , 0.091617 , 0.090508 , 0.077018 , 0.07318 , 0.057019 , 0.101321 , 0.096177 , 0.104079 , 0.107909 , 0.130688 , 0.131374 
 542 , 0.115678 , 0.071986 , 0.100608 , 0.0941 , 0.089936 , 0.111896 , 0.120707 , 0.111009 , 0.079345 , 0.082958 , 0.121637 , 0.104141 , 0.086249 , 0.098387 , 0.076024 , 0.109507 , 0.091366 , 0.098827 , 0.089145 , 0.103115 , 0.10763 , 0.079455 , 0.134538 , 0.066188 , 0.075372 , 0.066049 , 0.090471 , 0.113633 , 0.08202 , 0.092751 , 0.091644 , 0.077783 , 0.073899 , 0.057553 , 0.102338 , 0.097369 , 0.105211 , 0.109316 , 0.132214 , 0.132801 
 543 , 0.116939 , 0.072596 , 0.101454 , 0.095047 , 0.09074 , 0.112918 , 0.121666 , 0.111976 , 0.080166 , 0.083796 , 0.122962 , 0.105445 , 0.087272 , 0.099554 , 0.076852 , 0.110334 , 0.09233 , 0.099892 , 0.089886 , 0.104082 , 0.108898 , 0.080306 , 0.136194 , 0.066801 , 0.076256 , 0.066786 , 0.091498 , 0.115127 , 0.083038 , 0.093891 , 0.092787 , 0.078553 , 0.074621 , 0.058075 , 0.103361 , 0.098552 , 0.106336 , 0.110724 , 0.133735 , 0.134236 
 544 , 0.118223 , 0.073289 , 0.102377 , 0.095926 , 0.091562 , 0.113903 , 0.122699 , 0.112919 , 0.081013 , 0.084637 , 0.124349 , 0.106735 , 0.088314 , 0.100705 , 0.077765 , 0.111292 , 0.093337 , 0.100927 , 0.090637 , 0.105048 , 0.110189 , 0.081168 , 0.137849 , 0.06743 , 0.077136 , 0.067527 , 0.092531 , 0.116618 , 0.084009 , 0.095002 , 0.093922 , 0.079333 , 0.075353 , 0.058627 , 0.104389 , 0.099736 , 0.10746 , 0.112142 , 0.135253 , 0.135689 
 545 , 0.119521 , 0.074046 , 0.103352 , 0.09675 , 0.092408 , 0.11486 , 0.123774 , 0.113849 , 0.081889 , 0.085472 , 0.125789 , 0.108028 , 0.08936 , 0.101857 , 0.078722 , 0.11234 , 0.094356 , 0.101954 , 0.091412 , 0.106013 , 0.111492 , 0.082045 , 0.139512 , 0.068069 , 0.078023 , 0.068262 , 0.093568 , 0.118094 , 0.084952 , 0.096103 , 0.095055 , 0.080134 , 0.076105 , 0.059185 , 0.105433 , 0.100913 , 0.108586 , 0.113574 , 0.136776 , 0.137163 
 546 , 0.120819 , 0.074791 , 0.104331 , 0.09757 , 0.093252 , 0.115814 , 0.124846 , 0.11479 , 0.082762 , 0.086311 , 0.127222 , 0.109321 , 0.090413 , 0.103009 , 0.079677 , 0.113386 , 0.095373 , 0.102986 , 0.092176 , 0.106983 , 0.112795 , 0.082927 , 0.141185 , 0.06871 , 0.078915 , 0.069001 , 0.094596 , 0.119579 , 0.0859 , 0.097204 , 0.096195 , 0.080932 , 0.076853 , 0.059745 , 0.106468 , 0.102082 , 0.10971 , 0.115007 , 0.138294 , 0.138645 
 547 , 0.12203 , 0.07549 , 0.105243 , 0.098388 , 0.094064 , 0.116722 , 0.125837 , 0.115664 , 0.083561 , 0.087112 , 0.128569 , 0.110498 , 0.091369 , 0.104049 , 0.080558 , 0.11435 , 0.096316 , 0.103967 , 0.092915 , 0.107901 , 0.114012 , 0.083756 , 0.142759 , 0.069304 , 0.079732 , 0.069679 , 0.095558 , 0.120927 , 0.086782 , 0.098216 , 0.09727 , 0.081691 , 0.077562 , 0.060272 , 0.107443 , 0.103201 , 0.110776 , 0.116354 , 0.139726 , 0.140011 
 548 , 0.123029 , 0.076054 , 0.106006 , 0.099184 , 0.094788 , 0.117518 , 0.126618 , 0.116365 , 0.084173 , 0.087815 , 0.129679 , 0.111382 , 0.092067 , 0.104808 , 0.081218 , 0.115114 , 0.09708 , 0.104838 , 0.09359 , 0.108683 , 0.115023 , 0.084445 , 0.144101 , 0.069766 , 0.080381 , 0.070203 , 0.096356 , 0.121974 , 0.08749 , 0.098988 , 0.098188 , 0.082349 , 0.078165 , 0.060712 , 0.108223 , 0.104174 , 0.111683 , 0.117473 , 0.140905 , 0.141101 
 549 , 0.124022 , 0.076617 , 0.106762 , 0.099979 , 0.095505 , 0.118306 , 0.12739 , 0.117072 , 0.084778 , 0.088525 , 0.130782 , 0.112258 , 0.092764 , 0.105558 , 0.081886 , 0.115876 , 0.097852 , 0.105717 , 0.094256 , 0.109464 , 0.116035 , 0.085141 , 0.145445 , 0.070228 , 0.081031 , 0.070735 , 0.097155 , 0.123015 , 0.088207 , 0.099767 , 0.099108 , 0.083007 , 0.078767 , 0.061152 , 0.109002 , 0.105149 , 0.112591 , 0.118586 , 0.142084 , 0.142197 
 550 , 0.125018 , 0.077183 , 0.107527 , 0.100777 , 0.096216 , 0.119096 , 0.128164 , 0.117774 , 0.085385 , 0.089231 , 0.131889 , 0.113137 , 0.093465 , 0.106311 , 0.082549 , 0.116641 , 0.098611 , 0.106592 , 0.094924 , 0.110241 , 0.117044 , 0.085841 , 0.146788 , 0.070692 , 0.081683 , 0.071262 , 0.09795 , 0.12406 , 0.088912 , 0.100549 , 0.100032 , 0.083659 , 0.079372 , 0.061593 , 0.109777 , 0.106128 , 0.113502 , 0.119697 , 0.143261 , 0.143283 
 551 , 0.125703 , 0.07755 , 0.108051 , 0.101306 , 0.096672 , 0.119598 , 0.128714 , 0.118341 , 0.085796 , 0.08963 , 0.132677 , 0.113752 , 0.093959 , 0.106939 , 0.083022 , 0.117274 , 0.099157 , 0.10716 , 0.095377 , 0.110833 , 0.117761 , 0.08636 , 0.147691 , 0.071041 , 0.082168 , 0.071597 , 0.098403 , 0.12475 , 0.08934 , 0.101032 , 0.100697 , 0.084158 , 0.079791 , 0.061933 , 0.110399 , 0.106756 , 0.114141 , 0.120475 , 0.144071 , 0.144041 
 552 , 0.126362 , 0.077906 , 0.108556 , 0.101821 , 0.097118 , 0.12007 , 0.129241 , 0.118902 , 0.086199 , 0.090001 , 0.13344 , 0.114351 , 0.094445 , 0.107563 , 0.08348 , 0.117909 , 0.099683 , 0.107701 , 0.095812 , 0.111404 , 0.118459 , 0.086863 , 0.148566 , 0.07137 , 0.08264 , 0.07192 , 0.098836 , 0.125423 , 0.089742 , 0.1015 , 0.10134 , 0.084641 , 0.080189 , 0.062261 , 0.111007 , 0.107365 , 0.114771 , 0.121231 , 0.144848 , 0.144772 
 553 , 0.12703 , 0.078264 , 0.109061 , 0.102329 , 0.097556 , 0.120551 , 0.129769 , 0.119465 , 0.086594 , 0.090381 , 0.134205 , 0.114944 , 0.094932 , 0.108189 , 0.08394 , 0.118539 , 0.10021 , 0.108242 , 0.096255 , 0.111976 , 0.119159 , 0.087374 , 0.149436 , 0.071708 , 0.083106 , 0.072251 , 0.099262 , 0.126089 , 0.090143 , 0.101962 , 0.101977 , 0.085118 , 0.080581 , 0.062582 , 0.111616 , 0.107975 , 0.115403 , 0.121989 , 0.145626 , 0.145504 
 554 , 0.12747 , 0.078472 , 0.109401 , 0.102653 , 0.097881 , 0.120844 , 0.130135 , 0.119772 , 0.086821 , 0.090581 , 0.13467 , 0.115245 , 0.095131 , 0.108535 , 0.08417 , 0.118899 , 0.100501 , 0.108612 , 0.096556 , 0.112319 , 0.119573 , 0.087686 , 0.149981 , 0.071938 , 0.083389 , 0.072359 , 0.099474 , 0.126351 , 0.090321 , 0.10217 , 0.1024 , 0.085434 , 0.080831 , 0.062793 , 0.112013 , 0.108352 , 0.115781 , 0.12243 , 0.146105 , 0.145952 
 555 , 0.127751 , 0.078568 , 0.109606 , 0.102845 , 0.098106 , 0.120998 , 0.130369 , 0.119857 , 0.086905 , 0.090657 , 0.134909 , 0.115333 , 0.09512 , 0.108672 , 0.084233 , 0.119061 , 0.100617 , 0.108848 , 0.096759 , 0.112492 , 0.119789 , 0.087862 , 0.150283 , 0.072075 , 0.083529 , 0.07232 , 0.09953 , 0.126319 , 0.090343 , 0.102179 , 0.102662 , 0.085611 , 0.080949 , 0.062918 , 0.112232 , 0.108557 , 0.115983 , 0.122621 , 0.146363 , 0.14621 
 556 , 0.128039 , 0.078656 , 0.109818 , 0.103037 , 0.098331 , 0.121152 , 0.13061 , 0.11995 , 0.086997 , 0.090739 , 0.135149 , 0.115412 , 0.095109 , 0.1088 , 0.084296 , 0.119231 , 0.100734 , 0.109091 , 0.096953 , 0.112665 , 0.119996 , 0.08803 , 0.150584 , 0.07222 , 0.083676 , 0.072281 , 0.099578 , 0.126279 , 0.090364 , 0.102188 , 0.102923 , 0.085796 , 0.081074 , 0.063044 , 0.112458 , 0.108769 , 0.116177 , 0.122812 , 0.14662 , 0.146459 
 557 , 0.12827 , 0.078711 , 0.109958 , 0.103188 , 0.098522 , 0.121271 , 0.130802 , 0.120024 , 0.087056 , 0.090796 , 0.135307 , 0.115435 , 0.095057 , 0.108887 , 0.084302 , 0.119359 , 0.100848 , 0.109292 , 0.097115 , 0.112803 , 0.120147 , 0.088173 , 0.15082 , 0.072331 , 0.083774 , 0.072193 , 0.099562 , 0.126174 , 0.090322 , 0.102125 , 0.103119 , 0.085962 , 0.081189 , 0.063144 , 0.11265 , 0.108925 , 0.116337 , 0.122954 , 0.146812 , 0.146636 
 558 , 0.128318 , 0.078645 , 0.109882 , 0.10321 , 0.098607 , 0.121257 , 0.130891 , 0.120051 , 0.087042 , 0.090813 , 0.135189 , 0.115226 , 0.094874 , 0.108829 , 0.08411 , 0.119371 , 0.100951 , 0.109386 , 0.097164 , 0.112814 , 0.120097 , 0.088202 , 0.150846 , 0.072377 , 0.083752 , 0.07195 , 0.09934 , 0.125845 , 0.09008 , 0.101829 , 0.103149 , 0.086072 , 0.081271 , 0.06314 , 0.112745 , 0.108921 , 0.116348 , 0.122929 , 0.146785 , 0.146563 
