  time  ,30:24 AM,30:30 AM,30:36 AM,30:43 AM,30:49 AM,31:28 AM,31:34 AM,31:42 AM,31:47 AM,31:51 AM,33:10 AM,33:17 AM,33:23 AM,33:29 AM,33:35 AM,34:16 AM,34:23 AM,34:29 AM,34:35 AM,34:42 AM,36:44 AM,36:52 AM,36:59 AM,37:08 AM,37:14 AM,38:01 AM,38:06 AM,38:12 AM,38:18 AM,38:25 AM,39:11 AM,39:19 AM,39:26 AM,39:33 AM,39:39 AM,40:14 AM,40:21 AM,40:28 AM,40:35 AM,40:44 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 670 , 0.08814 , 0.054733 , 0.083222 , 0.077855 , 0.077696 , 0.090265 , 0.100085 , 0.091127 , 0.05866 , 0.059212 , 0.081029 , 0.058263 , 0.04465 , 0.064935 , 0.042204 , 0.089352 , 0.066978 , 0.077819 , 0.062597 , 0.076457 , 0.06754 , 0.059965 , 0.09363 , 0.050393 , 0.048969 , 0.032472 , 0.048856 , 0.048108 , 0.041425 , 0.043169 , 0.059635 , 0.060414 , 0.058861 , 0.045734 , 0.078402 , 0.065791 , 0.078175 , 0.068934 , 0.093253 , 0.087376 
 671 , 0.088091 , 0.054707 , 0.083273 , 0.077859 , 0.077689 , 0.090309 , 0.100148 , 0.091255 , 0.058698 , 0.059179 , 0.08093 , 0.058145 , 0.044521 , 0.064835 , 0.042117 , 0.089368 , 0.066955 , 0.077808 , 0.062478 , 0.076432 , 0.067426 , 0.059784 , 0.093608 , 0.050307 , 0.048823 , 0.032381 , 0.048745 , 0.047923 , 0.041285 , 0.043012 , 0.059484 , 0.060389 , 0.058827 , 0.045643 , 0.078299 , 0.06573 , 0.07818 , 0.068791 , 0.09322 , 0.087223 
 672 , 0.088169 , 0.054749 , 0.083391 , 0.077898 , 0.077727 , 0.090392 , 0.10028 , 0.091439 , 0.058781 , 0.059196 , 0.080981 , 0.058118 , 0.044494 , 0.064849 , 0.042141 , 0.089496 , 0.066995 , 0.077872 , 0.062424 , 0.076463 , 0.067373 , 0.059709 , 0.093662 , 0.050293 , 0.048759 , 0.032331 , 0.048723 , 0.047847 , 0.041229 , 0.042929 , 0.059419 , 0.060429 , 0.058864 , 0.045634 , 0.078292 , 0.065725 , 0.078271 , 0.068835 , 0.09331 , 0.087148 
 673 , 0.088241 , 0.054792 , 0.083515 , 0.077931 , 0.077765 , 0.09047 , 0.100411 , 0.091618 , 0.058869 , 0.059217 , 0.081027 , 0.0581 , 0.044471 , 0.064868 , 0.04216 , 0.089628 , 0.067039 , 0.077931 , 0.062375 , 0.076498 , 0.06732 , 0.059633 , 0.093721 , 0.050273 , 0.048689 , 0.032281 , 0.048704 , 0.04777 , 0.041168 , 0.04284 , 0.059352 , 0.060469 , 0.0589 , 0.045624 , 0.07829 , 0.06572 , 0.078362 , 0.068878 , 0.093394 , 0.087068 
 674 , 0.088378 , 0.054864 , 0.083644 , 0.078036 , 0.07788 , 0.090606 , 0.100563 , 0.091809 , 0.058972 , 0.059269 , 0.081145 , 0.058129 , 0.044486 , 0.064924 , 0.042215 , 0.089773 , 0.067116 , 0.078031 , 0.062362 , 0.076568 , 0.06733 , 0.059608 , 0.093793 , 0.050281 , 0.048677 , 0.032269 , 0.048735 , 0.04774 , 0.041163 , 0.042809 , 0.059358 , 0.06054 , 0.058972 , 0.045647 , 0.078338 , 0.065757 , 0.078463 , 0.068965 , 0.093496 , 0.08705 
 675 , 0.088658 , 0.055 , 0.083792 , 0.078284 , 0.078174 , 0.090882 , 0.100775 , 0.091983 , 0.059114 , 0.059406 , 0.081427 , 0.058294 , 0.04459 , 0.06506 , 0.04234 , 0.089963 , 0.067279 , 0.078216 , 0.062429 , 0.076749 , 0.067488 , 0.059714 , 0.093899 , 0.050338 , 0.048803 , 0.032373 , 0.048881 , 0.047827 , 0.041285 , 0.042893 , 0.059537 , 0.060669 , 0.059124 , 0.045744 , 0.078529 , 0.065901 , 0.078597 , 0.069143 , 0.093643 , 0.08718 
 676 , 0.088931 , 0.055141 , 0.083944 , 0.078533 , 0.078475 , 0.091155 , 0.100983 , 0.092155 , 0.059254 , 0.059547 , 0.081715 , 0.058454 , 0.044696 , 0.065199 , 0.042461 , 0.090156 , 0.067449 , 0.078407 , 0.062493 , 0.076932 , 0.067653 , 0.059814 , 0.094002 , 0.050389 , 0.048929 , 0.032471 , 0.049034 , 0.047909 , 0.041404 , 0.042979 , 0.059715 , 0.060803 , 0.05928 , 0.045837 , 0.078721 , 0.066047 , 0.078726 , 0.069323 , 0.093787 , 0.087319 
 677 , 0.089205 , 0.055277 , 0.084091 , 0.078788 , 0.078772 , 0.09143 , 0.101197 , 0.092327 , 0.0594 , 0.059689 , 0.082003 , 0.058619 , 0.044797 , 0.065338 , 0.042588 , 0.090349 , 0.06762 , 0.078599 , 0.062558 , 0.077115 , 0.067814 , 0.059914 , 0.094105 , 0.050441 , 0.049056 , 0.032575 , 0.049182 , 0.047997 , 0.041524 , 0.043066 , 0.059893 , 0.060932 , 0.059437 , 0.04593 , 0.078909 , 0.066199 , 0.078856 , 0.069498 , 0.093932 , 0.087453 
 678 , 0.089703 , 0.055586 , 0.084409 , 0.079209 , 0.079172 , 0.091826 , 0.101483 , 0.092722 , 0.059737 , 0.060011 , 0.082707 , 0.059158 , 0.045286 , 0.065833 , 0.043031 , 0.09082 , 0.068072 , 0.07903 , 0.062903 , 0.077491 , 0.068182 , 0.060369 , 0.094455 , 0.050834 , 0.049422 , 0.032922 , 0.049585 , 0.048468 , 0.041978 , 0.043469 , 0.060427 , 0.061328 , 0.059879 , 0.046324 , 0.079493 , 0.066596 , 0.07923 , 0.070058 , 0.094424 , 0.087975 
 679 , 0.090222 , 0.05592 , 0.084732 , 0.07965 , 0.079586 , 0.092232 , 0.101775 , 0.093172 , 0.0601 , 0.060343 , 0.083445 , 0.059725 , 0.045802 , 0.066349 , 0.043501 , 0.091309 , 0.068545 , 0.079476 , 0.063262 , 0.077882 , 0.06855 , 0.060844 , 0.094819 , 0.051249 , 0.049803 , 0.033288 , 0.050009 , 0.048964 , 0.042451 , 0.043897 , 0.060982 , 0.061742 , 0.060348 , 0.046736 , 0.080114 , 0.067004 , 0.079618 , 0.070635 , 0.094935 , 0.088511 
 680 , 0.090738 , 0.056251 , 0.085059 , 0.080094 , 0.080004 , 0.092642 , 0.10207 , 0.09363 , 0.06046 , 0.060677 , 0.084192 , 0.060296 , 0.046326 , 0.06688 , 0.043973 , 0.091806 , 0.069021 , 0.07993 , 0.063628 , 0.078275 , 0.068931 , 0.061333 , 0.095185 , 0.051667 , 0.050186 , 0.033662 , 0.050435 , 0.049467 , 0.042931 , 0.044333 , 0.061544 , 0.062158 , 0.060815 , 0.047156 , 0.080734 , 0.067414 , 0.080009 , 0.071216 , 0.095449 , 0.089056 
 681 , 0.091581 , 0.056894 , 0.085569 , 0.080748 , 0.080657 , 0.093253 , 0.102546 , 0.094183 , 0.06094 , 0.061105 , 0.085336 , 0.061217 , 0.047075 , 0.067753 , 0.044702 , 0.092446 , 0.069777 , 0.080583 , 0.064318 , 0.078932 , 0.069575 , 0.062146 , 0.095813 , 0.052333 , 0.050878 , 0.034262 , 0.051164 , 0.050288 , 0.043751 , 0.045079 , 0.062512 , 0.062767 , 0.061588 , 0.047771 , 0.081688 , 0.068104 , 0.080647 , 0.072188 , 0.096285 , 0.089961 
 682 , 0.09265 , 0.057722 , 0.086232 , 0.08154 , 0.081455 , 0.093984 , 0.103133 , 0.094759 , 0.061499 , 0.06159 , 0.086742 , 0.062371 , 0.047983 , 0.068869 , 0.045597 , 0.093187 , 0.070712 , 0.081365 , 0.065229 , 0.079782 , 0.070404 , 0.063178 , 0.09663 , 0.053147 , 0.051776 , 0.035008 , 0.052084 , 0.051314 , 0.04479 , 0.046028 , 0.063741 , 0.063497 , 0.062551 , 0.048509 , 0.082847 , 0.068975 , 0.081434 , 0.073406 , 0.097336 , 0.091115 
 683 , 0.093738 , 0.058567 , 0.086912 , 0.082346 , 0.082271 , 0.094732 , 0.103737 , 0.095349 , 0.06207 , 0.062086 , 0.088177 , 0.063553 , 0.048913 , 0.070002 , 0.046515 , 0.093945 , 0.071671 , 0.08216 , 0.066164 , 0.08065 , 0.071251 , 0.064234 , 0.097459 , 0.053979 , 0.052687 , 0.035772 , 0.053022 , 0.052363 , 0.045856 , 0.046994 , 0.064999 , 0.064239 , 0.063532 , 0.049264 , 0.084031 , 0.069869 , 0.082239 , 0.074648 , 0.098411 , 0.092287 
 684 , 0.095104 , 0.059618 , 0.087755 , 0.083378 , 0.08333 , 0.095684 , 0.1045 , 0.096167 , 0.062798 , 0.062761 , 0.08993 , 0.065053 , 0.050104 , 0.071408 , 0.047632 , 0.094918 , 0.072891 , 0.083203 , 0.067324 , 0.081751 , 0.072381 , 0.065547 , 0.098502 , 0.055039 , 0.053832 , 0.036735 , 0.054199 , 0.053694 , 0.047174 , 0.048211 , 0.066595 , 0.065186 , 0.064766 , 0.050227 , 0.085532 , 0.070982 , 0.083245 , 0.076183 , 0.099752 , 0.093764 
 685 , 0.09713 , 0.061163 , 0.088992 , 0.084976 , 0.084987 , 0.097162 , 0.105657 , 0.097545 , 0.063908 , 0.063871 , 0.092444 , 0.067328 , 0.051929 , 0.073466 , 0.049222 , 0.096375 , 0.074759 , 0.084828 , 0.069019 , 0.083386 , 0.074211 , 0.067493 , 0.100056 , 0.056658 , 0.055514 , 0.038185 , 0.055951 , 0.055674 , 0.049116 , 0.050009 , 0.068998 , 0.066621 , 0.066599 , 0.051695 , 0.087796 , 0.07261 , 0.084721 , 0.078402 , 0.101742 , 0.095966 
 686 , 0.099196 , 0.062736 , 0.090251 , 0.086612 , 0.086675 , 0.098675 , 0.106837 , 0.098957 , 0.06504 , 0.065003 , 0.095003 , 0.069648 , 0.053786 , 0.07556 , 0.050848 , 0.097855 , 0.076661 , 0.086479 , 0.070744 , 0.085052 , 0.076076 , 0.069472 , 0.101644 , 0.058303 , 0.057234 , 0.039663 , 0.057734 , 0.057697 , 0.051099 , 0.051843 , 0.071446 , 0.068078 , 0.068472 , 0.053195 , 0.090102 , 0.074272 , 0.086228 , 0.080663 , 0.103767 , 0.098206 
 687 , 0.101307 , 0.064347 , 0.091538 , 0.088281 , 0.088403 , 0.100221 , 0.108046 , 0.100396 , 0.066194 , 0.066157 , 0.097612 , 0.072013 , 0.055681 , 0.077698 , 0.052503 , 0.099364 , 0.078603 , 0.088164 , 0.072503 , 0.086758 , 0.07798 , 0.071491 , 0.10326 , 0.059982 , 0.058982 , 0.041175 , 0.059556 , 0.059759 , 0.053121 , 0.053717 , 0.07395 , 0.069564 , 0.070384 , 0.054728 , 0.092454 , 0.075968 , 0.087764 , 0.082968 , 0.105837 , 0.100492 
 688 , 0.104524 , 0.066464 , 0.093602 , 0.090714 , 0.090846 , 0.102367 , 0.109648 , 0.102489 , 0.067837 , 0.067884 , 0.101562 , 0.075553 , 0.058536 , 0.080889 , 0.055076 , 0.101869 , 0.081419 , 0.090587 , 0.074858 , 0.089294 , 0.080815 , 0.074429 , 0.105695 , 0.06241 , 0.061451 , 0.043386 , 0.062278 , 0.062967 , 0.056099 , 0.056486 , 0.07763 , 0.071658 , 0.073141 , 0.056883 , 0.095732 , 0.078467 , 0.08994 , 0.086337 , 0.10879 , 0.10365 
 689 , 0.107799 , 0.06862 , 0.095709 , 0.09317 , 0.093324 , 0.104528 , 0.11126 , 0.104613 , 0.069511 , 0.069638 , 0.105588 , 0.079157 , 0.061449 , 0.084139 , 0.057686 , 0.104422 , 0.084271 , 0.09307 , 0.077249 , 0.091872 , 0.083699 , 0.077429 , 0.10817 , 0.064873 , 0.063962 , 0.045634 , 0.065048 , 0.066235 , 0.059123 , 0.059303 , 0.081372 , 0.073788 , 0.07595 , 0.05908 , 0.09908 , 0.081017 , 0.092163 , 0.089762 , 0.11179 , 0.106855 
 690 , 0.111089 , 0.070777 , 0.097827 , 0.095637 , 0.095802 , 0.10669 , 0.112876 , 0.106748 , 0.07119 , 0.071397 , 0.109632 , 0.082778 , 0.064368 , 0.0874 , 0.060307 , 0.106981 , 0.087135 , 0.095558 , 0.07965 , 0.094455 , 0.086589 , 0.08044 , 0.110649 , 0.067347 , 0.066483 , 0.047888 , 0.067824 , 0.069515 , 0.062157 , 0.062131 , 0.085131 , 0.075929 , 0.07877 , 0.061277 , 0.102444 , 0.083573 , 0.094386 , 0.093204 , 0.1148 , 0.110072 
 691 , 0.114949 , 0.073308 , 0.100412 , 0.098575 , 0.098733 , 0.109389 , 0.114796 , 0.109325 , 0.073176 , 0.073514 , 0.114437 , 0.087042 , 0.067827 , 0.091171 , 0.063402 , 0.109933 , 0.090538 , 0.098474 , 0.082485 , 0.097577 , 0.090047 , 0.083879 , 0.113645 , 0.070224 , 0.069416 , 0.050618 , 0.071148 , 0.07353 , 0.065794 , 0.065572 , 0.089688 , 0.07843 , 0.0821 , 0.063777 , 0.106289 , 0.086641 , 0.096938 , 0.09735 , 0.118397 , 0.113798 
 692 , 0.119114 , 0.076026 , 0.103268 , 0.101775 , 0.101902 , 0.112412 , 0.116904 , 0.112132 , 0.075335 , 0.07583 , 0.119647 , 0.091635 , 0.071575 , 0.09521 , 0.06675 , 0.113097 , 0.09424 , 0.101601 , 0.085539 , 0.100984 , 0.093828 , 0.087532 , 0.116936 , 0.073336 , 0.072566 , 0.053619 , 0.074781 , 0.07794 , 0.069771 , 0.069365 , 0.094672 , 0.081146 , 0.085713 , 0.066423 , 0.110392 , 0.089979 , 0.099645 , 0.101886 , 0.122331 , 0.117801 
 693 , 0.123238 , 0.078716 , 0.106096 , 0.104948 , 0.105037 , 0.115401 , 0.118988 , 0.114912 , 0.077468 , 0.078121 , 0.124807 , 0.096185 , 0.075288 , 0.099202 , 0.070069 , 0.116228 , 0.097901 , 0.104695 , 0.088564 , 0.104363 , 0.097575 , 0.091145 , 0.120199 , 0.076415 , 0.075677 , 0.056587 , 0.078374 , 0.082308 , 0.073708 , 0.073113 , 0.099608 , 0.08383 , 0.089286 , 0.069047 , 0.114448 , 0.093288 , 0.10233 , 0.10637 , 0.126219 , 0.121763 
 694 , 0.127495 , 0.081455 , 0.108978 , 0.10819 , 0.108237 , 0.118442 , 0.121044 , 0.117806 , 0.079715 , 0.080503 , 0.13014 , 0.100924 , 0.079158 , 0.103332 , 0.073548 , 0.119436 , 0.101718 , 0.107864 , 0.091623 , 0.107843 , 0.10146 , 0.094836 , 0.123594 , 0.079573 , 0.078921 , 0.05972 , 0.082123 , 0.086902 , 0.077812 , 0.077033 , 0.104756 , 0.086592 , 0.092995 , 0.071744 , 0.118579 , 0.096739 , 0.105156 , 0.111008 , 0.130256 , 0.125839 
 695 , 0.132141 , 0.08433 , 0.11203 , 0.111642 , 0.111626 , 0.121647 , 0.123037 , 0.121034 , 0.082269 , 0.083145 , 0.135953 , 0.106204 , 0.08346 , 0.10784 , 0.077476 , 0.122906 , 0.105936 , 0.111269 , 0.094834 , 0.111626 , 0.105726 , 0.098762 , 0.127353 , 0.082972 , 0.082521 , 0.063281 , 0.08626 , 0.092097 , 0.082353 , 0.081388 , 0.110493 , 0.089548 , 0.097089 , 0.074624 , 0.122901 , 0.100587 , 0.108369 , 0.116047 , 0.1347 , 0.130242 
 696 , 0.136727 , 0.087176 , 0.11504 , 0.11505 , 0.114967 , 0.124816 , 0.124999 , 0.124236 , 0.084785 , 0.085753 , 0.14168 , 0.111415 , 0.087704 , 0.112294 , 0.081349 , 0.126338 , 0.110107 , 0.114632 , 0.098009 , 0.115359 , 0.10994 , 0.102643 , 0.131051 , 0.086318 , 0.086077 , 0.066797 , 0.090346 , 0.097229 , 0.086841 , 0.085685 , 0.116159 , 0.092459 , 0.101131 , 0.077462 , 0.127165 , 0.104385 , 0.111546 , 0.121029 , 0.139081 , 0.134582 
 697 , 0.14125 , 0.089977 , 0.118011 , 0.118424 , 0.118267 , 0.127946 , 0.126939 , 0.127393 , 0.087269 , 0.088329 , 0.147339 , 0.116566 , 0.091897 , 0.116686 , 0.085177 , 0.129735 , 0.114229 , 0.117959 , 0.101138 , 0.11905 , 0.114103 , 0.106475 , 0.134708 , 0.089628 , 0.089591 , 0.070265 , 0.094376 , 0.102296 , 0.091271 , 0.08993 , 0.121763 , 0.095336 , 0.105129 , 0.080267 , 0.131374 , 0.108129 , 0.114677 , 0.125942 , 0.143411 , 0.138876 
 698 , 0.146335 , 0.093178 , 0.121404 , 0.122076 , 0.121888 , 0.131415 , 0.129109 , 0.130946 , 0.090008 , 0.091122 , 0.153633 , 0.122393 , 0.09652 , 0.121659 , 0.089409 , 0.133403 , 0.118765 , 0.121534 , 0.104673 , 0.123174 , 0.118708 , 0.11055 , 0.138911 , 0.093241 , 0.093454 , 0.074313 , 0.098847 , 0.108077 , 0.096203 , 0.094735 , 0.128125 , 0.098493 , 0.109457 , 0.083225 , 0.13585 , 0.112403 , 0.118161 , 0.131394 , 0.148287 , 0.143581 
 699 , 0.151391 , 0.096368 , 0.124787 , 0.125695 , 0.125483 , 0.134854 , 0.131263 , 0.134475 , 0.092725 , 0.093893 , 0.159916 , 0.128191 , 0.101116 , 0.126614 , 0.093623 , 0.137033 , 0.123262 , 0.125057 , 0.108193 , 0.127283 , 0.123277 , 0.114607 , 0.143114 , 0.09684 , 0.097297 , 0.078342 , 0.103311 , 0.113828 , 0.10111 , 0.099533 , 0.134459 , 0.101634 , 0.11374 , 0.086177 , 0.140307 , 0.116661 , 0.121622 , 0.13681 , 0.153139 , 0.148251 
 700 , 0.1564 , 0.099517 , 0.128134 , 0.129277 , 0.129039 , 0.138251 , 0.133394 , 0.137966 , 0.095415 , 0.096631 , 0.166134 , 0.133932 , 0.105666 , 0.131527 , 0.097794 , 0.140619 , 0.127715 , 0.128543 , 0.111676 , 0.131356 , 0.127803 , 0.118622 , 0.147276 , 0.100406 , 0.101099 , 0.082335 , 0.10772 , 0.119522 , 0.105966 , 0.104275 , 0.140723 , 0.104746 , 0.117981 , 0.089095 , 0.144711 , 0.120872 , 0.125041 , 0.142161 , 0.157936 , 0.152877 
 701 , 0.161365 , 0.102597 , 0.131494 , 0.132886 , 0.132551 , 0.141746 , 0.135473 , 0.141633 , 0.09818 , 0.099406 , 0.172344 , 0.139757 , 0.110267 , 0.136391 , 0.102004 , 0.144081 , 0.132221 , 0.132045 , 0.115046 , 0.135442 , 0.13237 , 0.122556 , 0.151468 , 0.103906 , 0.104845 , 0.086407 , 0.112205 , 0.125391 , 0.11086 , 0.109097 , 0.147133 , 0.107814 , 0.122236 , 0.091932 , 0.148942 , 0.125164 , 0.128535 , 0.147617 , 0.162715 , 0.157499 
 702 , 0.166285 , 0.105605 , 0.134836 , 0.136525 , 0.136022 , 0.145283 , 0.137526 , 0.145355 , 0.100979 , 0.102227 , 0.178518 , 0.145616 , 0.114871 , 0.141171 , 0.10621 , 0.147475 , 0.136766 , 0.135585 , 0.118321 , 0.139507 , 0.136966 , 0.126432 , 0.155648 , 0.10734 , 0.108521 , 0.090512 , 0.116704 , 0.13134 , 0.115749 , 0.113926 , 0.153594 , 0.110846 , 0.126494 , 0.094706 , 0.153055 , 0.129481 , 0.132064 , 0.153122 , 0.167496 , 0.162111 
 703 , 0.171146 , 0.108574 , 0.138142 , 0.140126 , 0.139451 , 0.148777 , 0.139553 , 0.149038 , 0.103742 , 0.105015 , 0.184629 , 0.15141 , 0.119424 , 0.145899 , 0.110374 , 0.150838 , 0.141261 , 0.139088 , 0.121566 , 0.143521 , 0.141512 , 0.130263 , 0.15978 , 0.110727 , 0.112158 , 0.09458 , 0.121157 , 0.137227 , 0.120584 , 0.118698 , 0.159985 , 0.113845 , 0.130708 , 0.097453 , 0.157122 , 0.133755 , 0.135555 , 0.158569 , 0.17222 , 0.166678 
 704 , 0.175949 , 0.111482 , 0.141404 , 0.143672 , 0.142811 , 0.152218 , 0.141532 , 0.152707 , 0.106472 , 0.107782 , 0.190681 , 0.157151 , 0.123972 , 0.150577 , 0.114544 , 0.154185 , 0.14567 , 0.142541 , 0.124705 , 0.147474 , 0.146006 , 0.134031 , 0.163867 , 0.11403 , 0.115706 , 0.09864 , 0.125561 , 0.143086 , 0.125373 , 0.123431 , 0.166303 , 0.116771 , 0.134831 , 0.100143 , 0.16108 , 0.137985 , 0.138989 , 0.163964 , 0.176892 , 0.171164 
 705 , 0.18073 , 0.114314 , 0.144617 , 0.147156 , 0.146064 , 0.155575 , 0.143444 , 0.156423 , 0.10917 , 0.110531 , 0.196689 , 0.162866 , 0.128557 , 0.15526 , 0.118787 , 0.157545 , 0.149944 , 0.145927 , 0.127632 , 0.15135 , 0.150462 , 0.137691 , 0.167893 , 0.117203 , 0.119148 , 0.102772 , 0.129928 , 0.149004 , 0.130126 , 0.12815 , 0.17255 , 0.119569 , 0.138824 , 0.102737 , 0.164826 , 0.142175 , 0.142358 , 0.169295 , 0.181502 , 0.17554 
 706 , 0.185486 , 0.117132 , 0.147811 , 0.150607 , 0.149302 , 0.158908 , 0.145349 , 0.160127 , 0.111849 , 0.113249 , 0.202656 , 0.16855 , 0.133109 , 0.159924 , 0.122997 , 0.16088 , 0.154181 , 0.149297 , 0.130535 , 0.155207 , 0.154879 , 0.141319 , 0.171891 , 0.120358 , 0.122572 , 0.106879 , 0.134266 , 0.154884 , 0.134843 , 0.132851 , 0.178747 , 0.122345 , 0.14279 , 0.105317 , 0.168544 , 0.146329 , 0.145702 , 0.174581 , 0.186073 , 0.17989 
 707 , 0.190215 , 0.11993 , 0.15098 , 0.154036 , 0.152521 , 0.162221 , 0.147245 , 0.163812 , 0.114514 , 0.115949 , 0.208579 , 0.174192 , 0.13763 , 0.164562 , 0.127179 , 0.16419 , 0.15839 , 0.152641 , 0.133422 , 0.15904 , 0.159271 , 0.144924 , 0.175858 , 0.123495 , 0.125981 , 0.11096 , 0.138571 , 0.160731 , 0.139528 , 0.137524 , 0.184904 , 0.1251 , 0.146737 , 0.107884 , 0.172239 , 0.150462 , 0.149032 , 0.179835 , 0.190618 , 0.184215 
 708 , 0.194284 , 0.122379 , 0.153667 , 0.156974 , 0.155321 , 0.165202 , 0.148847 , 0.167012 , 0.11684 , 0.118292 , 0.213927 , 0.179311 , 0.141644 , 0.16865 , 0.130989 , 0.166886 , 0.16194 , 0.155381 , 0.135945 , 0.162307 , 0.163071 , 0.147922 , 0.179266 , 0.126143 , 0.128973 , 0.114779 , 0.142489 , 0.166177 , 0.143821 , 0.141765 , 0.190474 , 0.127475 , 0.150134 , 0.110034 , 0.1753 , 0.15422 , 0.152029 , 0.184589 , 0.194626 , 0.187966 
 709 , 0.198336 , 0.124822 , 0.156349 , 0.159902 , 0.158093 , 0.168184 , 0.150441 , 0.170188 , 0.11916 , 0.120634 , 0.219277 , 0.184412 , 0.145663 , 0.172727 , 0.134808 , 0.169568 , 0.165475 , 0.158088 , 0.138486 , 0.165565 , 0.166879 , 0.150936 , 0.182668 , 0.128766 , 0.131939 , 0.1186 , 0.146418 , 0.171622 , 0.148132 , 0.146003 , 0.196067 , 0.12984 , 0.153515 , 0.112173 , 0.178375 , 0.157988 , 0.15501 , 0.189355 , 0.198636 , 0.191694 
 710 , 0.202404 , 0.127271 , 0.159041 , 0.162842 , 0.160879 , 0.171186 , 0.152039 , 0.173377 , 0.121492 , 0.122988 , 0.224652 , 0.189533 , 0.149698 , 0.176816 , 0.138651 , 0.172269 , 0.169029 , 0.1608 , 0.141037 , 0.168835 , 0.170704 , 0.153962 , 0.186084 , 0.131396 , 0.134919 , 0.122436 , 0.150359 , 0.177085 , 0.152466 , 0.150255 , 0.201683 , 0.132216 , 0.156919 , 0.114326 , 0.181463 , 0.161779 , 0.158007 , 0.194145 , 0.202662 , 0.195432 
 711 , 0.206126 , 0.129502 , 0.161301 , 0.165414 , 0.163253 , 0.173875 , 0.153382 , 0.176319 , 0.123684 , 0.125085 , 0.229599 , 0.194387 , 0.153492 , 0.180606 , 0.142334 , 0.17455 , 0.17223 , 0.163169 , 0.143307 , 0.171773 , 0.174138 , 0.156656 , 0.18922 , 0.133754 , 0.137629 , 0.126183 , 0.154058 , 0.182285 , 0.156552 , 0.154281 , 0.206886 , 0.134385 , 0.15991 , 0.116188 , 0.184153 , 0.16532 , 0.160844 , 0.198565 , 0.20633 , 0.198863 
 712 , 0.209692 , 0.131638 , 0.163349 , 0.167836 , 0.165452 , 0.17643 , 0.154592 , 0.179205 , 0.125843 , 0.127091 , 0.234388 , 0.199182 , 0.157198 , 0.184279 , 0.145978 , 0.176672 , 0.17531 , 0.165447 , 0.145455 , 0.174594 , 0.177423 , 0.159193 , 0.192251 , 0.136031 , 0.140252 , 0.12993 , 0.157672 , 0.187443 , 0.160555 , 0.15826 , 0.211923 , 0.136485 , 0.162702 , 0.117925 , 0.186629 , 0.168744 , 0.16366 , 0.202825 , 0.209825 , 0.202203 
 713 , 0.213336 , 0.133825 , 0.165447 , 0.170312 , 0.167708 , 0.179041 , 0.15583 , 0.18216 , 0.128053 , 0.129141 , 0.239289 , 0.204087 , 0.160984 , 0.188035 , 0.149699 , 0.178845 , 0.178462 , 0.167781 , 0.147654 , 0.177477 , 0.180787 , 0.161783 , 0.195352 , 0.138356 , 0.142937 , 0.133761 , 0.161371 , 0.192724 , 0.164652 , 0.162328 , 0.217083 , 0.138636 , 0.16556 , 0.119701 , 0.189158 , 0.172244 , 0.16654 , 0.207186 , 0.213395 , 0.205617 
 714 , 0.216965 , 0.136053 , 0.167548 , 0.172756 , 0.169938 , 0.181651 , 0.157064 , 0.185103 , 0.130245 , 0.131167 , 0.244237 , 0.209031 , 0.164779 , 0.191813 , 0.153441 , 0.181002 , 0.181558 , 0.170074 , 0.149838 , 0.180319 , 0.184118 , 0.164325 , 0.198415 , 0.140666 , 0.145615 , 0.137681 , 0.165105 , 0.198079 , 0.168811 , 0.166446 , 0.222211 , 0.140778 , 0.168392 , 0.121468 , 0.191632 , 0.175755 , 0.169465 , 0.211537 , 0.21695 , 0.209006 
 715 , 0.220439 , 0.13827 , 0.169567 , 0.175005 , 0.171993 , 0.184126 , 0.15822 , 0.18792 , 0.132327 , 0.133036 , 0.249092 , 0.21389 , 0.168441 , 0.195498 , 0.157138 , 0.182991 , 0.184388 , 0.172124 , 0.151869 , 0.182947 , 0.18726 , 0.166637 , 0.201271 , 0.14285 , 0.148172 , 0.141671 , 0.168781 , 0.203386 , 0.172978 , 0.170523 , 0.227071 , 0.142792 , 0.171061 , 0.123129 , 0.193868 , 0.179187 , 0.172366 , 0.215723 , 0.220303 , 0.212206 
 716 , 0.224001 , 0.140543 , 0.171638 , 0.1773 , 0.174093 , 0.186656 , 0.159394 , 0.190813 , 0.134457 , 0.134944 , 0.254055 , 0.21888 , 0.172203 , 0.199281 , 0.160942 , 0.185001 , 0.187292 , 0.174199 , 0.153935 , 0.185643 , 0.190475 , 0.168996 , 0.204181 , 0.145085 , 0.150786 , 0.145761 , 0.172555 , 0.20881 , 0.177257 , 0.174705 , 0.23204 , 0.144849 , 0.173804 , 0.124826 , 0.196146 , 0.18272 , 0.175328 , 0.220008 , 0.223736 , 0.215475 
