JUN28SHB200005.spu,JUN28SHB200004.spu,JUN28SHB200003.spu,
Wavelength,JUN28SHB200006.spu,JUN28SHB200007.spu,JUN28SHB200008.spu,JUN28SHB200009.spu,JUN28SHB200010.spu,JUN28SHB200011.spu,JUN28SHB200012.spu,JUN28SHB200013.spu,JUN28SHB200014.spu,JUN28SHB200015.spu,JUN28SHB200016.spu,JUN28SHB200017.spu,JUN28SHB200018.spu,JUN28SHB200019.spu,JUN28SHB200020.spu,JUN28SHB200021.spu,JUN28SHB200022.spu,JUN28SHB200023.spu,JUN28SHB200024.spu,JUN28SHB200025.spu
  (nm),6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 
  time  ,01:02 PM,01:11 PM,01:20 PM,01:34 PM,01:44 PM,02:15 PM,02:22 PM,02:30 PM,02:36 PM,02:44 PM,03:05 PM,03:13 PM,03:20 PM,03:27 PM,03:33 PM,04:19 PM,04:24 PM,04:29 PM,04:36 PM,04:40 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 396 , 0.012673 , 0.018444 , 0.010252 , 0.010601 , 0.011946 , 0.012969 , 0.008898 , 0.024948 , 0.017123 , 0.016678 , 0.016558 , 0.017885 , 0.011283 , 0.008488 , 0.009095 , 0.024777 , 0.030489 , 0.024009 , 0.027868 , 0.026329 
 397 , 0.012954 , 0.018763 , 0.010505 , 0.01086 , 0.012183 , 0.013214 , 0.009176 , 0.025215 , 0.017333 , 0.016907 , 0.016888 , 0.018161 , 0.01164 , 0.008662 , 0.009377 , 0.02535 , 0.031134 , 0.024519 , 0.028632 , 0.027046 
 398 , 0.013197 , 0.019036 , 0.010722 , 0.011084 , 0.012388 , 0.013426 , 0.009417 , 0.025449 , 0.017513 , 0.017108 , 0.01717 , 0.0184 , 0.011948 , 0.008813 , 0.009619 , 0.025847 , 0.031689 , 0.02496 , 0.029298 , 0.027667 
 399 , 0.013421 , 0.019302 , 0.010922 , 0.011287 , 0.012578 , 0.013627 , 0.009638 , 0.025675 , 0.017683 , 0.017302 , 0.017431 , 0.018614 , 0.012211 , 0.00896 , 0.00983 , 0.026296 , 0.032211 , 0.025379 , 0.029891 , 0.028225 
 400 , 0.013683 , 0.019717 , 0.011161 , 0.011501 , 0.012831 , 0.013919 , 0.009897 , 0.026025 , 0.017923 , 0.017629 , 0.017736 , 0.018855 , 0.01238 , 0.00919 , 0.009987 , 0.026815 , 0.032919 , 0.026001 , 0.030508 , 0.02879 
 401 , 0.013916 , 0.020089 , 0.011374 , 0.011689 , 0.013051 , 0.014175 , 0.010126 , 0.026336 , 0.018139 , 0.017919 , 0.018007 , 0.019068 , 0.01253 , 0.009395 , 0.010126 , 0.027275 , 0.033547 , 0.026548 , 0.031051 , 0.029293 
 402 , 0.014122 , 0.020417 , 0.011564 , 0.011857 , 0.01325 , 0.014404 , 0.01033 , 0.026611 , 0.018329 , 0.018177 , 0.01825 , 0.019259 , 0.012663 , 0.009577 , 0.010254 , 0.027682 , 0.034108 , 0.027038 , 0.031539 , 0.029741 
 403 , 0.014313 , 0.020616 , 0.011747 , 0.012024 , 0.013413 , 0.014552 , 0.01045 , 0.026812 , 0.01847 , 0.018308 , 0.018397 , 0.019418 , 0.012776 , 0.009661 , 0.010402 , 0.028161 , 0.034711 , 0.027486 , 0.032083 , 0.030225 
 404 , 0.014496 , 0.020771 , 0.011921 , 0.012183 , 0.01356 , 0.014669 , 0.010539 , 0.026979 , 0.018592 , 0.018398 , 0.018502 , 0.019558 , 0.012879 , 0.009715 , 0.01055 , 0.028641 , 0.035305 , 0.0279 , 0.032625 , 0.030708 
 405 , 0.014668 , 0.020916 , 0.012086 , 0.012329 , 0.013696 , 0.014778 , 0.010619 , 0.027137 , 0.018706 , 0.018482 , 0.018607 , 0.019693 , 0.012974 , 0.009765 , 0.010692 , 0.02909 , 0.035858 , 0.028288 , 0.033131 , 0.031156 
 406 , 0.014812 , 0.021058 , 0.012234 , 0.012492 , 0.013846 , 0.014924 , 0.010741 , 0.027335 , 0.018811 , 0.01858 , 0.018718 , 0.019853 , 0.013092 , 0.009863 , 0.01081 , 0.02959 , 0.036467 , 0.028732 , 0.0337 , 0.031641 
 407 , 0.014934 , 0.02121 , 0.012362 , 0.012685 , 0.014027 , 0.015136 , 0.010926 , 0.027599 , 0.018914 , 0.018704 , 0.018852 , 0.020066 , 0.013241 , 0.010039 , 0.010899 , 0.030191 , 0.037187 , 0.029284 , 0.034393 , 0.032202 
 408 , 0.015046 , 0.021352 , 0.012486 , 0.012864 , 0.014197 , 0.015337 , 0.011099 , 0.027855 , 0.019009 , 0.018824 , 0.018977 , 0.020271 , 0.013383 , 0.010206 , 0.010985 , 0.030764 , 0.037864 , 0.029809 , 0.035049 , 0.03273 
 409 , 0.015153 , 0.021485 , 0.0126 , 0.013037 , 0.014359 , 0.015526 , 0.011262 , 0.028094 , 0.019099 , 0.018932 , 0.019099 , 0.02046 , 0.013513 , 0.010361 , 0.011064 , 0.031306 , 0.038511 , 0.030302 , 0.035673 , 0.033231 
 410 , 0.015344 , 0.021732 , 0.012741 , 0.013209 , 0.014531 , 0.015709 , 0.011331 , 0.028365 , 0.019273 , 0.019145 , 0.019281 , 0.020643 , 0.013674 , 0.010498 , 0.011279 , 0.031942 , 0.039339 , 0.03094 , 0.036484 , 0.03394 
 411 , 0.015524 , 0.02197 , 0.01287 , 0.01337 , 0.014691 , 0.015883 , 0.011399 , 0.028619 , 0.019442 , 0.019341 , 0.019454 , 0.020815 , 0.013819 , 0.010624 , 0.01148 , 0.032542 , 0.040128 , 0.031544 , 0.037252 , 0.03461 
 412 , 0.015697 , 0.022191 , 0.012993 , 0.013523 , 0.014842 , 0.016051 , 0.011462 , 0.028861 , 0.019598 , 0.019528 , 0.019618 , 0.020978 , 0.013962 , 0.010746 , 0.01167 , 0.033108 , 0.040873 , 0.032119 , 0.037978 , 0.035246 
 413 , 0.01585 , 0.022392 , 0.013172 , 0.013702 , 0.014971 , 0.016199 , 0.011578 , 0.029116 , 0.01976 , 0.019702 , 0.019784 , 0.02114 , 0.014121 , 0.010864 , 0.011812 , 0.03379 , 0.041708 , 0.032775 , 0.038755 , 0.03588 
 414 , 0.015986 , 0.02258 , 0.013376 , 0.013889 , 0.015087 , 0.016334 , 0.011719 , 0.029374 , 0.019921 , 0.019871 , 0.01995 , 0.021296 , 0.014291 , 0.010982 , 0.011922 , 0.034519 , 0.042576 , 0.033471 , 0.039552 , 0.036507 
 415 , 0.01612 , 0.022756 , 0.013572 , 0.014074 , 0.015197 , 0.016466 , 0.011852 , 0.029621 , 0.020075 , 0.020029 , 0.020108 , 0.021449 , 0.014458 , 0.011096 , 0.012027 , 0.035217 , 0.043411 , 0.03414 , 0.040316 , 0.037109 
 416 , 0.016271 , 0.022947 , 0.013744 , 0.014262 , 0.01534 , 0.016624 , 0.011991 , 0.029879 , 0.020243 , 0.020213 , 0.020276 , 0.021624 , 0.014632 , 0.011229 , 0.012151 , 0.035907 , 0.044251 , 0.034791 , 0.041075 , 0.037743 
 417 , 0.016485 , 0.023178 , 0.013845 , 0.014479 , 0.015571 , 0.016867 , 0.012154 , 0.030194 , 0.020462 , 0.020479 , 0.020484 , 0.021877 , 0.014853 , 0.011427 , 0.012328 , 0.03662 , 0.045174 , 0.035451 , 0.041889 , 0.038519 
 418 , 0.016691 , 0.023399 , 0.013948 , 0.014694 , 0.015795 , 0.017102 , 0.01231 , 0.030497 , 0.020677 , 0.020742 , 0.020682 , 0.022126 , 0.015062 , 0.011625 , 0.012499 , 0.037308 , 0.046069 , 0.036091 , 0.042679 , 0.039267 
 419 , 0.01689 , 0.023615 , 0.014046 , 0.014898 , 0.016017 , 0.017331 , 0.01246 , 0.030789 , 0.020883 , 0.020991 , 0.020875 , 0.022366 , 0.015269 , 0.011812 , 0.012663 , 0.037981 , 0.046936 , 0.036715 , 0.043448 , 0.039999 
 420 , 0.017052 , 0.023847 , 0.014228 , 0.015122 , 0.016231 , 0.017571 , 0.012617 , 0.031179 , 0.02108 , 0.021219 , 0.021119 , 0.022577 , 0.015463 , 0.011993 , 0.012836 , 0.038751 , 0.047903 , 0.037459 , 0.04439 , 0.040794 
 421 , 0.01721 , 0.024077 , 0.014417 , 0.015342 , 0.016444 , 0.017813 , 0.01277 , 0.03157 , 0.021267 , 0.021439 , 0.021368 , 0.022787 , 0.015655 , 0.012171 , 0.013008 , 0.039525 , 0.048859 , 0.038204 , 0.04534 , 0.041582 
 422 , 0.017361 , 0.024304 , 0.014605 , 0.015557 , 0.01665 , 0.01805 , 0.012921 , 0.031958 , 0.021455 , 0.021655 , 0.02161 , 0.022993 , 0.015841 , 0.012348 , 0.013179 , 0.040287 , 0.049803 , 0.038936 , 0.04627 , 0.042358 
 423 , 0.017512 , 0.024535 , 0.014749 , 0.015763 , 0.016844 , 0.018261 , 0.013054 , 0.032293 , 0.021647 , 0.021884 , 0.021821 , 0.023225 , 0.016068 , 0.012521 , 0.013359 , 0.040984 , 0.050728 , 0.03962 , 0.047118 , 0.043078 
 424 , 0.017659 , 0.024765 , 0.014863 , 0.01597 , 0.017022 , 0.018454 , 0.013169 , 0.03259 , 0.021847 , 0.022132 , 0.022001 , 0.023482 , 0.016331 , 0.01269 , 0.013544 , 0.04163 , 0.051645 , 0.04027 , 0.047909 , 0.043758 
 425 , 0.017806 , 0.024996 , 0.014976 , 0.016173 , 0.017206 , 0.018644 , 0.013283 , 0.032882 , 0.022048 , 0.022375 , 0.022184 , 0.02374 , 0.016591 , 0.01286 , 0.013729 , 0.042275 , 0.052559 , 0.040919 , 0.048691 , 0.044432 
 426 , 0.017965 , 0.025231 , 0.015091 , 0.016375 , 0.017392 , 0.018846 , 0.013409 , 0.033189 , 0.022256 , 0.022627 , 0.022375 , 0.023989 , 0.016842 , 0.013033 , 0.013918 , 0.042922 , 0.053465 , 0.041569 , 0.049486 , 0.045113 
 427 , 0.018175 , 0.02549 , 0.015217 , 0.016574 , 0.017603 , 0.019103 , 0.013592 , 0.033558 , 0.022523 , 0.022906 , 0.02262 , 0.024226 , 0.017054 , 0.013241 , 0.014118 , 0.043601 , 0.05435 , 0.042258 , 0.050353 , 0.045849 
 428 , 0.018391 , 0.025751 , 0.015343 , 0.016774 , 0.01781 , 0.019362 , 0.013772 , 0.033928 , 0.022795 , 0.023186 , 0.02287 , 0.024459 , 0.017266 , 0.013451 , 0.01432 , 0.04428 , 0.055232 , 0.042942 , 0.051213 , 0.04658 
 429 , 0.018602 , 0.026012 , 0.015469 , 0.016975 , 0.018022 , 0.019617 , 0.013953 , 0.0343 , 0.02306 , 0.023467 , 0.023116 , 0.024688 , 0.01748 , 0.013658 , 0.014524 , 0.04496 , 0.056111 , 0.043627 , 0.052075 , 0.047308 
 430 , 0.018968 , 0.026499 , 0.015764 , 0.017364 , 0.01836 , 0.02004 , 0.014217 , 0.034965 , 0.023509 , 0.023946 , 0.023566 , 0.025165 , 0.017886 , 0.014023 , 0.014891 , 0.046031 , 0.057515 , 0.044664 , 0.053382 , 0.048475 
 431 , 0.019367 , 0.027041 , 0.016102 , 0.017802 , 0.018729 , 0.020497 , 0.014508 , 0.03571 , 0.024003 , 0.024476 , 0.024071 , 0.025698 , 0.018338 , 0.014421 , 0.0153 , 0.0472 , 0.059051 , 0.045794 , 0.054797 , 0.04975 
 432 , 0.019763 , 0.027585 , 0.016441 , 0.01824 , 0.0191 , 0.020957 , 0.014795 , 0.03645 , 0.024495 , 0.025001 , 0.024573 , 0.026229 , 0.018795 , 0.014825 , 0.015709 , 0.048365 , 0.060581 , 0.046921 , 0.056213 , 0.051024 
 433 , 0.020211 , 0.0282 , 0.0168 , 0.018733 , 0.019545 , 0.021508 , 0.015157 , 0.037296 , 0.025059 , 0.025605 , 0.02517 , 0.026842 , 0.019309 , 0.015277 , 0.016149 , 0.049678 , 0.06229 , 0.04819 , 0.057817 , 0.052448 
 434 , 0.020709 , 0.028898 , 0.017192 , 0.019299 , 0.020099 , 0.022165 , 0.015602 , 0.038275 , 0.025714 , 0.026298 , 0.025888 , 0.027564 , 0.019899 , 0.015792 , 0.016623 , 0.051176 , 0.064225 , 0.049643 , 0.059672 , 0.054068 
 435 , 0.021214 , 0.029597 , 0.017584 , 0.019871 , 0.020647 , 0.022824 , 0.016052 , 0.039254 , 0.026371 , 0.02699 , 0.026607 , 0.02828 , 0.02049 , 0.016309 , 0.017096 , 0.052678 , 0.066155 , 0.051099 , 0.061523 , 0.055684 
 436 , 0.021709 , 0.030287 , 0.017976 , 0.020432 , 0.021194 , 0.023474 , 0.01649 , 0.040227 , 0.02702 , 0.02768 , 0.027309 , 0.028994 , 0.021076 , 0.016817 , 0.017563 , 0.054158 , 0.068072 , 0.052548 , 0.063357 , 0.05729 
 437 , 0.022136 , 0.030924 , 0.018374 , 0.020851 , 0.021649 , 0.023973 , 0.016815 , 0.041051 , 0.027599 , 0.028315 , 0.027834 , 0.029573 , 0.021589 , 0.017193 , 0.017969 , 0.055373 , 0.069738 , 0.053946 , 0.064926 , 0.058687 
 438 , 0.02256 , 0.031559 , 0.018766 , 0.021273 , 0.022109 , 0.024477 , 0.017133 , 0.041883 , 0.028177 , 0.028946 , 0.028355 , 0.030155 , 0.022103 , 0.017574 , 0.01837 , 0.056593 , 0.071403 , 0.055339 , 0.0665 , 0.060087 
 439 , 0.02299 , 0.03219 , 0.01916 , 0.021691 , 0.02257 , 0.024982 , 0.017457 , 0.042712 , 0.028756 , 0.029579 , 0.028881 , 0.030731 , 0.022621 , 0.017956 , 0.018779 , 0.057808 , 0.073068 , 0.056735 , 0.068069 , 0.061485 
 440 , 0.023357 , 0.03272 , 0.019494 , 0.022134 , 0.022959 , 0.025461 , 0.017729 , 0.043438 , 0.029261 , 0.030114 , 0.029399 , 0.031267 , 0.023086 , 0.018323 , 0.019159 , 0.058936 , 0.074601 , 0.057841 , 0.06947 , 0.062753 
 441 , 0.023696 , 0.033208 , 0.019802 , 0.022585 , 0.023328 , 0.025935 , 0.01799 , 0.044135 , 0.029735 , 0.030607 , 0.029911 , 0.031776 , 0.023526 , 0.018685 , 0.019533 , 0.06002 , 0.076087 , 0.058828 , 0.070801 , 0.063961 
 442 , 0.024041 , 0.033697 , 0.020112 , 0.02304 , 0.023692 , 0.026412 , 0.018245 , 0.044829 , 0.030212 , 0.031101 , 0.030425 , 0.032292 , 0.02397 , 0.019051 , 0.01991 , 0.061111 , 0.077566 , 0.059813 , 0.072136 , 0.065178 
 443 , 0.024388 , 0.034182 , 0.020394 , 0.023451 , 0.024051 , 0.026862 , 0.018526 , 0.045496 , 0.030687 , 0.0316 , 0.030921 , 0.032777 , 0.0244 , 0.019409 , 0.020268 , 0.062167 , 0.078988 , 0.060792 , 0.073457 , 0.066347 
 444 , 0.02474 , 0.034675 , 0.020641 , 0.023781 , 0.0244 , 0.02726 , 0.018838 , 0.046116 , 0.031147 , 0.032106 , 0.031384 , 0.033212 , 0.024801 , 0.019742 , 0.020593 , 0.063168 , 0.080299 , 0.061735 , 0.074755 , 0.067443 
 445 , 0.025088 , 0.03517 , 0.020888 , 0.024118 , 0.024751 , 0.027655 , 0.019151 , 0.046726 , 0.031609 , 0.03261 , 0.031842 , 0.033647 , 0.025199 , 0.020078 , 0.020919 , 0.064164 , 0.081607 , 0.062684 , 0.076057 , 0.068541 
 446 , 0.025438 , 0.035662 , 0.02113 , 0.024451 , 0.025097 , 0.028057 , 0.019466 , 0.047344 , 0.032074 , 0.033116 , 0.032297 , 0.034085 , 0.025593 , 0.02041 , 0.021242 , 0.065159 , 0.082918 , 0.063632 , 0.077357 , 0.069635 
 447 , 0.025659 , 0.035954 , 0.021304 , 0.024728 , 0.025302 , 0.02832 , 0.019611 , 0.047744 , 0.032331 , 0.033437 , 0.032556 , 0.03438 , 0.025796 , 0.020611 , 0.021435 , 0.065868 , 0.083904 , 0.064324 , 0.078269 , 0.070478 
 448 , 0.025871 , 0.036243 , 0.021473 , 0.024997 , 0.025506 , 0.028578 , 0.019745 , 0.048135 , 0.03258 , 0.033755 , 0.032806 , 0.034678 , 0.025996 , 0.020807 , 0.021636 , 0.066574 , 0.084893 , 0.065016 , 0.079182 , 0.071317 
 449 , 0.026083 , 0.036525 , 0.021649 , 0.025268 , 0.025711 , 0.028837 , 0.019886 , 0.048534 , 0.03283 , 0.034074 , 0.033064 , 0.034971 , 0.026197 , 0.020998 , 0.021832 , 0.067277 , 0.085874 , 0.065704 , 0.080094 , 0.072154 
 450 , 0.026198 , 0.036684 , 0.021757 , 0.025438 , 0.025843 , 0.029005 , 0.019983 , 0.048753 , 0.032984 , 0.03427 , 0.033237 , 0.035163 , 0.026356 , 0.021129 , 0.021966 , 0.067728 , 0.086558 , 0.066201 , 0.080723 , 0.072734 
 451 , 0.026251 , 0.036757 , 0.021828 , 0.025535 , 0.025934 , 0.029122 , 0.020061 , 0.048865 , 0.033069 , 0.034387 , 0.033361 , 0.035299 , 0.026498 , 0.021227 , 0.022063 , 0.06802 , 0.087054 , 0.066569 , 0.08118 , 0.073146 
 452 , 0.026311 , 0.036836 , 0.021894 , 0.025639 , 0.026026 , 0.029245 , 0.020139 , 0.048978 , 0.033154 , 0.034504 , 0.033484 , 0.035436 , 0.026647 , 0.021317 , 0.02216 , 0.068318 , 0.08755 , 0.066943 , 0.081638 , 0.073565 
 453 , 0.026348 , 0.036877 , 0.021932 , 0.025702 , 0.026095 , 0.029332 , 0.020184 , 0.049047 , 0.033209 , 0.034584 , 0.033564 , 0.035521 , 0.026734 , 0.021388 , 0.02223 , 0.068553 , 0.087938 , 0.067235 , 0.082021 , 0.073906 
 454 , 0.026337 , 0.036827 , 0.021856 , 0.025656 , 0.02611 , 0.029329 , 0.020152 , 0.049021 , 0.03316 , 0.034574 , 0.03352 , 0.035483 , 0.026672 , 0.021396 , 0.022241 , 0.068624 , 0.088031 , 0.067299 , 0.082219 , 0.074045 
 455 , 0.026333 , 0.036776 , 0.021787 , 0.025603 , 0.026125 , 0.029325 , 0.020114 , 0.048993 , 0.033117 , 0.034557 , 0.033469 , 0.035437 , 0.026609 , 0.021403 , 0.022252 , 0.068699 , 0.088115 , 0.067359 , 0.082418 , 0.074188 
 456 , 0.026327 , 0.036725 , 0.021717 , 0.025557 , 0.026139 , 0.029321 , 0.020082 , 0.048971 , 0.033073 , 0.034545 , 0.033424 , 0.035397 , 0.026546 , 0.02141 , 0.022262 , 0.068765 , 0.088208 , 0.067418 , 0.08262 , 0.074327 
 457 , 0.026287 , 0.036619 , 0.021695 , 0.025519 , 0.026081 , 0.029244 , 0.020022 , 0.048855 , 0.033007 , 0.034504 , 0.033362 , 0.035315 , 0.026518 , 0.021364 , 0.022188 , 0.068722 , 0.088313 , 0.067424 , 0.082723 , 0.074424 
 458 , 0.02624 , 0.036507 , 0.021672 , 0.025488 , 0.026016 , 0.029167 , 0.019963 , 0.048739 , 0.03294 , 0.034456 , 0.0333 , 0.035227 , 0.026495 , 0.021305 , 0.022101 , 0.068664 , 0.088428 , 0.067421 , 0.082816 , 0.074519 
 459 , 0.026193 , 0.036401 , 0.021655 , 0.02545 , 0.025945 , 0.029084 , 0.019903 , 0.048615 , 0.032879 , 0.034408 , 0.033231 , 0.035144 , 0.026465 , 0.021252 , 0.022014 , 0.068605 , 0.088539 , 0.067416 , 0.082911 , 0.074616 
 460 , 0.026089 , 0.036259 , 0.02159 , 0.025375 , 0.025855 , 0.02898 , 0.019809 , 0.048413 , 0.032783 , 0.034311 , 0.033116 , 0.035014 , 0.026404 , 0.021177 , 0.021942 , 0.068493 , 0.088493 , 0.06731 , 0.08286 , 0.074595 
 461 , 0.02594 , 0.036092 , 0.021482 , 0.025253 , 0.025749 , 0.028864 , 0.019686 , 0.048145 , 0.032671 , 0.034173 , 0.032953 , 0.034835 , 0.026301 , 0.021084 , 0.021893 , 0.068334 , 0.088302 , 0.067114 , 0.082674 , 0.074477 
 462 , 0.025784 , 0.035931 , 0.021368 , 0.025137 , 0.025637 , 0.028747 , 0.019563 , 0.047878 , 0.032553 , 0.034035 , 0.032791 , 0.034663 , 0.026198 , 0.020996 , 0.021844 , 0.068179 , 0.088114 , 0.066917 , 0.082492 , 0.074363 
 463 , 0.025621 , 0.035745 , 0.021254 , 0.025009 , 0.025506 , 0.028618 , 0.019434 , 0.047597 , 0.032415 , 0.033877 , 0.032609 , 0.034477 , 0.026082 , 0.020896 , 0.021776 , 0.067996 , 0.087904 , 0.066704 , 0.082299 , 0.074226 
 464 , 0.025435 , 0.035461 , 0.021131 , 0.024851 , 0.025273 , 0.028444 , 0.019286 , 0.047266 , 0.032158 , 0.033629 , 0.032344 , 0.034256 , 0.025918 , 0.020769 , 0.021583 , 0.067649 , 0.087574 , 0.066407 , 0.082022 , 0.073973 
 465 , 0.025244 , 0.035178 , 0.021008 , 0.024699 , 0.025034 , 0.02827 , 0.019138 , 0.046928 , 0.031901 , 0.033387 , 0.032075 , 0.034034 , 0.025747 , 0.020642 , 0.021391 , 0.067301 , 0.087248 , 0.066102 , 0.081747 , 0.073724 
 466 , 0.025059 , 0.034896 , 0.020884 , 0.02454 , 0.024791 , 0.028096 , 0.01899 , 0.046598 , 0.031645 , 0.033139 , 0.031812 , 0.033806 , 0.025577 , 0.020515 , 0.021194 , 0.066958 , 0.086919 , 0.065803 , 0.08147 , 0.073479 
 467 , 0.024944 , 0.034717 , 0.020748 , 0.024417 , 0.02469 , 0.027973 , 0.018893 , 0.046362 , 0.031457 , 0.032951 , 0.031659 , 0.033656 , 0.025454 , 0.020381 , 0.021104 , 0.066732 , 0.086739 , 0.065623 , 0.081317 , 0.073375 
 468 , 0.02485 , 0.034554 , 0.020612 , 0.024307 , 0.024614 , 0.027866 , 0.018812 , 0.046153 , 0.031284 , 0.032777 , 0.031532 , 0.033515 , 0.025346 , 0.020246 , 0.021031 , 0.066534 , 0.086597 , 0.065472 , 0.081197 , 0.073317 
 469 , 0.024756 , 0.034397 , 0.020476 , 0.024191 , 0.024538 , 0.027766 , 0.01873 , 0.045937 , 0.031111 , 0.032598 , 0.031405 , 0.03338 , 0.025232 , 0.020111 , 0.020958 , 0.066337 , 0.086448 , 0.065326 , 0.081069 , 0.07325 
 470 , 0.024677 , 0.034284 , 0.020398 , 0.024114 , 0.024466 , 0.027689 , 0.018675 , 0.04579 , 0.031007 , 0.032496 , 0.031312 , 0.033287 , 0.025163 , 0.020029 , 0.020908 , 0.066252 , 0.086427 , 0.065273 , 0.081064 , 0.07328 
 471 , 0.024619 , 0.034226 , 0.020393 , 0.024086 , 0.024396 , 0.027661 , 0.018646 , 0.045715 , 0.030991 , 0.032485 , 0.031254 , 0.033253 , 0.025135 , 0.020012 , 0.020879 , 0.066295 , 0.086559 , 0.065334 , 0.081202 , 0.073406 
 472 , 0.024556 , 0.034169 , 0.020388 , 0.024051 , 0.024333 , 0.027627 , 0.018623 , 0.045635 , 0.030969 , 0.032475 , 0.031203 , 0.033214 , 0.025107 , 0.019995 , 0.020851 , 0.066339 , 0.086692 , 0.065401 , 0.08134 , 0.073538 
 473 , 0.02451 , 0.034124 , 0.020389 , 0.024029 , 0.024275 , 0.027605 , 0.018601 , 0.045579 , 0.030958 , 0.032471 , 0.031158 , 0.033192 , 0.025084 , 0.019984 , 0.020834 , 0.066401 , 0.086843 , 0.065481 , 0.081502 , 0.073688 
 474 , 0.024571 , 0.034194 , 0.020439 , 0.024101 , 0.024348 , 0.027692 , 0.01861 , 0.045685 , 0.031019 , 0.032524 , 0.031237 , 0.033294 , 0.025123 , 0.020056 , 0.020897 , 0.06663 , 0.08725 , 0.065748 , 0.081913 , 0.074107 
 475 , 0.024639 , 0.034267 , 0.020488 , 0.024167 , 0.024421 , 0.027781 , 0.018625 , 0.045793 , 0.031089 , 0.032587 , 0.031319 , 0.033394 , 0.025164 , 0.020123 , 0.02096 , 0.066859 , 0.08766 , 0.066022 , 0.082324 , 0.074524 
 476 , 0.024707 , 0.03434 , 0.020538 , 0.024234 , 0.024494 , 0.027871 , 0.018634 , 0.045907 , 0.031153 , 0.032643 , 0.031395 , 0.033495 , 0.025204 , 0.020195 , 0.021023 , 0.067084 , 0.088065 , 0.066291 , 0.082737 , 0.074937 
 477 , 0.024726 , 0.034407 , 0.02057 , 0.02427 , 0.024501 , 0.027904 , 0.018626 , 0.045949 , 0.031176 , 0.032682 , 0.031443 , 0.033541 , 0.025242 , 0.020215 , 0.021045 , 0.067272 , 0.088406 , 0.066513 , 0.083059 , 0.075245 
 478 , 0.024729 , 0.034471 , 0.020589 , 0.024295 , 0.024485 , 0.027913 , 0.018611 , 0.045965 , 0.03118 , 0.032707 , 0.031477 , 0.033568 , 0.025287 , 0.02022 , 0.02104 , 0.067433 , 0.088729 , 0.06672 , 0.083347 , 0.075512 
 479 , 0.024738 , 0.034529 , 0.020613 , 0.024315 , 0.02447 , 0.027922 , 0.018595 , 0.045987 , 0.031184 , 0.032731 , 0.031511 , 0.033594 , 0.025327 , 0.020226 , 0.021035 , 0.0676 , 0.089051 , 0.066921 , 0.083629 , 0.075778 
 480 , 0.024709 , 0.034519 , 0.020603 , 0.02431 , 0.024435 , 0.027892 , 0.018577 , 0.045938 , 0.031152 , 0.032719 , 0.031492 , 0.033589 , 0.025329 , 0.020204 , 0.021014 , 0.067673 , 0.089224 , 0.067012 , 0.083795 , 0.07594 
 481 , 0.02464 , 0.034383 , 0.020532 , 0.024266 , 0.024361 , 0.027791 , 0.018559 , 0.045761 , 0.031072 , 0.032641 , 0.031381 , 0.033533 , 0.025264 , 0.020128 , 0.020966 , 0.067601 , 0.089132 , 0.066929 , 0.083758 , 0.075923 
 482 , 0.024571 , 0.034253 , 0.020462 , 0.024221 , 0.024292 , 0.027684 , 0.018541 , 0.045584 , 0.030992 , 0.032563 , 0.031271 , 0.033471 , 0.025193 , 0.020053 , 0.020918 , 0.067528 , 0.08904 , 0.06684 , 0.083727 , 0.075906 
 483 , 0.024496 , 0.034118 , 0.020391 , 0.02417 , 0.024218 , 0.027583 , 0.018517 , 0.045407 , 0.030906 , 0.032485 , 0.031155 , 0.033414 , 0.025128 , 0.019983 , 0.02087 , 0.067455 , 0.088952 , 0.066757 , 0.083694 , 0.075888 
 484 , 0.024416 , 0.034007 , 0.020361 , 0.024074 , 0.02418 , 0.027511 , 0.018468 , 0.04529 , 0.030812 , 0.032409 , 0.031012 , 0.033305 , 0.025012 , 0.01993 , 0.020791 , 0.067383 , 0.088946 , 0.066729 , 0.083653 , 0.075895 
 485 , 0.024334 , 0.033892 , 0.020327 , 0.023975 , 0.024146 , 0.027441 , 0.018418 , 0.045177 , 0.030714 , 0.032335 , 0.030872 , 0.033199 , 0.024898 , 0.01988 , 0.020715 , 0.067314 , 0.088951 , 0.066709 , 0.083616 , 0.075903 
 486 , 0.024251 , 0.033777 , 0.020299 , 0.023876 , 0.02411 , 0.027372 , 0.018367 , 0.045059 , 0.030615 , 0.032255 , 0.030726 , 0.033098 , 0.024778 , 0.019831 , 0.020638 , 0.067238 , 0.088948 , 0.066681 , 0.083579 , 0.075909 
 487 , 0.024324 , 0.033848 , 0.020358 , 0.023956 , 0.024178 , 0.027454 , 0.01841 , 0.045179 , 0.030677 , 0.032362 , 0.030788 , 0.033181 , 0.024845 , 0.019896 , 0.020691 , 0.067467 , 0.08937 , 0.06697 , 0.083953 , 0.076272 
