JUN18MAT200035.spu,JUN18MAT200034.spu,JUN18MAT200033.spu,JUN18MAT200032.spu,JUN18MAT200031.spu,
Wavelength,JUN18MAT200061.spu,JUN18MAT200062.spu,JUN18MAT200063.spu,JUN18MAT200064.spu,JUN18MAT200065.spu,JUN18MAT200066.spu,JUN18MAT200067.spu,JUN18MAT200068.spu,JUN18MAT200069.spu,JUN18MAT200070.spu,JUN18MAT200071.spu,JUN18MAT200072.spu,JUN18MAT200073.spu,JUN18MAT200074.spu,JUN18MAT200075.spu,JUN18MAT200076.spu,JUN18MAT200077.spu,JUN18MAT200078.spu,JUN18MAT200079.spu,JUN18MAT200080.spu
  (nm),6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 
  time  ,40:38 PM,40:52 PM,41:05 PM,41:14 PM,41:25 PM,42:13 PM,42:22 PM,42:31 PM,42:40 PM,42:51 PM,43:39 PM,43:49 PM,43:56 PM,44:06 PM,44:15 PM,44:54 PM,45:02 PM,45:12 PM,45:19 PM,45:27 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 836 , 0.175776 , 0.216949 , 0.20109 , 0.205684 , 0.274742 , 0.288152 , 0.26331 , 0.286114 , 0.244393 , 0.272049 , 0.347314 , 0.320692 , 0.359234 , 0.297188 , 0.291514 , 0.257057 , 0.357887 , 0.322426 , 0.336536 , 0.422336 
 837 , 0.176256 , 0.217471 , 0.201533 , 0.206069 , 0.275279 , 0.288645 , 0.263816 , 0.286628 , 0.244781 , 0.272592 , 0.347716 , 0.321267 , 0.359696 , 0.297733 , 0.291986 , 0.257316 , 0.358364 , 0.32288 , 0.336969 , 0.422939 
 838 , 0.176656 , 0.218025 , 0.20208 , 0.206466 , 0.275781 , 0.289266 , 0.264344 , 0.28718 , 0.245193 , 0.27326 , 0.348164 , 0.321856 , 0.360271 , 0.298281 , 0.29251 , 0.257666 , 0.358976 , 0.323485 , 0.337496 , 0.423555 
 839 , 0.17705 , 0.218594 , 0.202646 , 0.206899 , 0.276352 , 0.289927 , 0.264901 , 0.28775 , 0.245613 , 0.273933 , 0.348682 , 0.322439 , 0.360932 , 0.298852 , 0.293061 , 0.258061 , 0.359684 , 0.324128 , 0.33806 , 0.424207 
 840 , 0.177449 , 0.219129 , 0.203177 , 0.207323 , 0.2769 , 0.290555 , 0.265428 , 0.288288 , 0.246014 , 0.274572 , 0.349177 , 0.322985 , 0.361592 , 0.29941 , 0.29359 , 0.258459 , 0.360344 , 0.324719 , 0.338572 , 0.424832 
 841 , 0.17781 , 0.219537 , 0.203532 , 0.207671 , 0.27727 , 0.290943 , 0.265785 , 0.288679 , 0.246289 , 0.274991 , 0.349484 , 0.323289 , 0.362212 , 0.299853 , 0.293976 , 0.258902 , 0.360718 , 0.324958 , 0.338783 , 0.425257 
 842 , 0.178152 , 0.219935 , 0.20391 , 0.208004 , 0.277584 , 0.291281 , 0.266102 , 0.289059 , 0.246591 , 0.275438 , 0.349714 , 0.323606 , 0.362772 , 0.300291 , 0.294492 , 0.259398 , 0.361014 , 0.325272 , 0.339038 , 0.42574 
 843 , 0.178488 , 0.220333 , 0.204288 , 0.208345 , 0.277905 , 0.291625 , 0.266418 , 0.289437 , 0.246893 , 0.275892 , 0.349941 , 0.323929 , 0.363335 , 0.300727 , 0.295021 , 0.259884 , 0.361314 , 0.3256 , 0.33929 , 0.426225 
 844 , 0.178775 , 0.220777 , 0.204757 , 0.208775 , 0.278243 , 0.291881 , 0.26666 , 0.289689 , 0.247253 , 0.276066 , 0.350176 , 0.324194 , 0.363723 , 0.301066 , 0.295465 , 0.260168 , 0.361653 , 0.325884 , 0.339392 , 0.426668 
 845 , 0.17912 , 0.221393 , 0.205355 , 0.20934 , 0.278684 , 0.292311 , 0.267057 , 0.290159 , 0.247765 , 0.276342 , 0.350613 , 0.324766 , 0.364324 , 0.301611 , 0.295862 , 0.260532 , 0.362172 , 0.326295 , 0.339754 , 0.427334 
 846 , 0.179468 , 0.22202 , 0.205967 , 0.209933 , 0.279136 , 0.292765 , 0.267467 , 0.290653 , 0.248291 , 0.276629 , 0.351081 , 0.325357 , 0.364954 , 0.302171 , 0.296268 , 0.26091 , 0.362713 , 0.32671 , 0.340134 , 0.428026 
 847 , 0.179853 , 0.222596 , 0.206557 , 0.210432 , 0.279621 , 0.293137 , 0.267914 , 0.291093 , 0.24867 , 0.277008 , 0.351553 , 0.325867 , 0.365358 , 0.302695 , 0.296594 , 0.261243 , 0.363208 , 0.327097 , 0.340621 , 0.428545 
 848 , 0.180295 , 0.223056 , 0.207091 , 0.210805 , 0.280187 , 0.293471 , 0.268445 , 0.291443 , 0.248857 , 0.277407 , 0.351977 , 0.326222 , 0.365512 , 0.303147 , 0.296897 , 0.261518 , 0.363734 , 0.327422 , 0.341101 , 0.428901 
 849 , 0.180761 , 0.223503 , 0.207614 , 0.211165 , 0.280805 , 0.293833 , 0.269021 , 0.291777 , 0.249028 , 0.277793 , 0.352395 , 0.326543 , 0.36565 , 0.303591 , 0.297247 , 0.261783 , 0.364315 , 0.327735 , 0.341514 , 0.429265 
 850 , 0.181279 , 0.223964 , 0.208137 , 0.211539 , 0.28143 , 0.294227 , 0.269596 , 0.292121 , 0.249239 , 0.278142 , 0.352746 , 0.326873 , 0.365838 , 0.304008 , 0.297629 , 0.262065 , 0.364891 , 0.328078 , 0.341867 , 0.429639 
 851 , 0.18188 , 0.224443 , 0.208585 , 0.211949 , 0.281988 , 0.29468 , 0.270083 , 0.29242 , 0.249607 , 0.278368 , 0.352867 , 0.327198 , 0.366254 , 0.304294 , 0.298058 , 0.262396 , 0.365377 , 0.328505 , 0.34199 , 0.43002 
 852 , 0.182463 , 0.224923 , 0.209029 , 0.212354 , 0.282484 , 0.29506 , 0.270482 , 0.292672 , 0.250023 , 0.278682 , 0.353059 , 0.327514 , 0.366807 , 0.30456 , 0.298484 , 0.262743 , 0.36584 , 0.329025 , 0.342214 , 0.43046 
 853 , 0.183052 , 0.225416 , 0.209486 , 0.212766 , 0.282992 , 0.295439 , 0.270886 , 0.29293 , 0.250452 , 0.27901 , 0.353257 , 0.327835 , 0.367373 , 0.304825 , 0.298915 , 0.263103 , 0.366315 , 0.329551 , 0.342443 , 0.430912 
 854 , 0.183631 , 0.225841 , 0.210063 , 0.213267 , 0.283393 , 0.295787 , 0.271203 , 0.293239 , 0.250878 , 0.279397 , 0.353625 , 0.328219 , 0.367979 , 0.305256 , 0.2993 , 0.263475 , 0.366682 , 0.329983 , 0.342792 , 0.431509 
 855 , 0.184268 , 0.226449 , 0.210681 , 0.21394 , 0.283878 , 0.296289 , 0.271618 , 0.293754 , 0.251338 , 0.279789 , 0.35411 , 0.328753 , 0.368505 , 0.305931 , 0.29982 , 0.263915 , 0.367147 , 0.330443 , 0.343216 , 0.432075 
 856 , 0.184922 , 0.227067 , 0.211302 , 0.214617 , 0.284374 , 0.296794 , 0.272045 , 0.29428 , 0.25181 , 0.280184 , 0.354607 , 0.329283 , 0.369028 , 0.306617 , 0.300358 , 0.264366 , 0.367616 , 0.330907 , 0.343636 , 0.432647 
 857 , 0.185404 , 0.227745 , 0.211829 , 0.215164 , 0.284828 , 0.297296 , 0.272391 , 0.294854 , 0.252211 , 0.280587 , 0.35512 , 0.329784 , 0.369524 , 0.307336 , 0.300872 , 0.26486 , 0.368155 , 0.331349 , 0.344006 , 0.433102 
 858 , 0.185765 , 0.228345 , 0.21229 , 0.215537 , 0.285278 , 0.297784 , 0.27269 , 0.295399 , 0.252561 , 0.280994 , 0.355542 , 0.330228 , 0.370053 , 0.307965 , 0.301326 , 0.265339 , 0.368691 , 0.331727 , 0.344323 , 0.433625 
 859 , 0.186137 , 0.228909 , 0.212762 , 0.215891 , 0.285751 , 0.298276 , 0.272992 , 0.29592 , 0.252913 , 0.28141 , 0.355929 , 0.330653 , 0.370629 , 0.30855 , 0.301777 , 0.265801 , 0.369212 , 0.332085 , 0.344647 , 0.434215 
 860 , 0.186557 , 0.229494 , 0.213236 , 0.216242 , 0.286222 , 0.298731 , 0.273311 , 0.296378 , 0.253281 , 0.281782 , 0.356271 , 0.331064 , 0.371201 , 0.309099 , 0.302199 , 0.266207 , 0.369698 , 0.332415 , 0.344947 , 0.434791 
 861 , 0.187108 , 0.23012 , 0.21373 , 0.21663 , 0.28663 , 0.299031 , 0.273688 , 0.296702 , 0.253704 , 0.282032 , 0.356584 , 0.331446 , 0.371718 , 0.309544 , 0.302541 , 0.266486 , 0.370119 , 0.332657 , 0.345187 , 0.435232 
 862 , 0.187668 , 0.230801 , 0.214252 , 0.217051 , 0.287012 , 0.299282 , 0.274147 , 0.297124 , 0.25419 , 0.28233 , 0.357057 , 0.331822 , 0.37221 , 0.310065 , 0.302905 , 0.266857 , 0.370593 , 0.332943 , 0.345465 , 0.435574 
 863 , 0.188246 , 0.231493 , 0.214793 , 0.21749 , 0.287415 , 0.299531 , 0.274618 , 0.29756 , 0.254679 , 0.28264 , 0.357538 , 0.332213 , 0.372718 , 0.310608 , 0.303274 , 0.267239 , 0.371075 , 0.333229 , 0.345758 , 0.43592 
 864 , 0.188652 , 0.231945 , 0.215157 , 0.218003 , 0.287725 , 0.299777 , 0.275138 , 0.298024 , 0.255076 , 0.282974 , 0.357975 , 0.332457 , 0.37308 , 0.311071 , 0.303886 , 0.267655 , 0.371526 , 0.333597 , 0.346092 , 0.436236 
 865 , 0.189076 , 0.232505 , 0.215519 , 0.218543 , 0.288085 , 0.300121 , 0.275581 , 0.298355 , 0.255463 , 0.283219 , 0.358364 , 0.332834 , 0.373508 , 0.311665 , 0.30458 , 0.268013 , 0.372157 , 0.334055 , 0.346336 , 0.436733 
 866 , 0.189514 , 0.233068 , 0.215896 , 0.219107 , 0.288449 , 0.300461 , 0.276036 , 0.29869 , 0.255853 , 0.283467 , 0.358753 , 0.333234 , 0.373939 , 0.312282 , 0.30529 , 0.268382 , 0.372807 , 0.334528 , 0.346579 , 0.437243 
 867 , 0.189959 , 0.233654 , 0.216332 , 0.219596 , 0.288931 , 0.300721 , 0.276424 , 0.298962 , 0.256231 , 0.283638 , 0.359092 , 0.333622 , 0.374432 , 0.312804 , 0.305837 , 0.268785 , 0.373398 , 0.335088 , 0.346832 , 0.437826 
 868 , 0.190448 , 0.234148 , 0.216765 , 0.220069 , 0.289498 , 0.3009 , 0.276772 , 0.29926 , 0.256605 , 0.283812 , 0.359321 , 0.333963 , 0.374901 , 0.3132 , 0.30623 , 0.269176 , 0.373818 , 0.335564 , 0.347191 , 0.438319 
 869 , 0.190958 , 0.234628 , 0.217185 , 0.220545 , 0.290085 , 0.30108 , 0.277134 , 0.299582 , 0.257006 , 0.284001 , 0.359523 , 0.334298 , 0.375352 , 0.313572 , 0.306612 , 0.269577 , 0.374196 , 0.336012 , 0.347597 , 0.438778 
 870 , 0.191451 , 0.235081 , 0.217554 , 0.220987 , 0.290604 , 0.301298 , 0.27756 , 0.29992 , 0.257379 , 0.284215 , 0.359755 , 0.334585 , 0.37571 , 0.313953 , 0.306972 , 0.269902 , 0.37455 , 0.336336 , 0.347925 , 0.43921 
 871 , 0.191898 , 0.235525 , 0.217873 , 0.221332 , 0.290966 , 0.301568 , 0.278138 , 0.300296 , 0.257675 , 0.284532 , 0.360124 , 0.334757 , 0.375949 , 0.314388 , 0.307291 , 0.270136 , 0.374895 , 0.336522 , 0.348139 , 0.439611 
 872 , 0.192368 , 0.236023 , 0.218285 , 0.22167 , 0.291329 , 0.301844 , 0.278786 , 0.300692 , 0.257922 , 0.284944 , 0.360605 , 0.334899 , 0.376298 , 0.314865 , 0.30761 , 0.270434 , 0.375287 , 0.336834 , 0.348382 , 0.440073 
 873 , 0.19286 , 0.236532 , 0.218714 , 0.222017 , 0.291708 , 0.302127 , 0.279434 , 0.301097 , 0.258172 , 0.285363 , 0.361109 , 0.33505 , 0.376654 , 0.315353 , 0.307938 , 0.270753 , 0.375695 , 0.337165 , 0.34863 , 0.440535 
 874 , 0.193366 , 0.237056 , 0.219278 , 0.222492 , 0.292142 , 0.302377 , 0.279798 , 0.301501 , 0.258498 , 0.285721 , 0.361689 , 0.335302 , 0.377057 , 0.315803 , 0.3083 , 0.271253 , 0.376062 , 0.33749 , 0.348728 , 0.440815 
 875 , 0.193859 , 0.237677 , 0.219771 , 0.222957 , 0.292608 , 0.302833 , 0.280116 , 0.301914 , 0.258944 , 0.286005 , 0.362171 , 0.335593 , 0.377446 , 0.316213 , 0.308841 , 0.271658 , 0.376431 , 0.337789 , 0.348736 , 0.441214 
 876 , 0.194362 , 0.238312 , 0.220275 , 0.223434 , 0.293082 , 0.303298 , 0.280448 , 0.302335 , 0.259412 , 0.286296 , 0.362667 , 0.335903 , 0.377856 , 0.316641 , 0.309393 , 0.27207 , 0.376813 , 0.338091 , 0.348752 , 0.441633 
 877 , 0.194829 , 0.238988 , 0.220697 , 0.223875 , 0.293462 , 0.303833 , 0.280831 , 0.302827 , 0.259977 , 0.28646 , 0.362921 , 0.336207 , 0.37829 , 0.317158 , 0.309852 , 0.272344 , 0.37726 , 0.338291 , 0.348933 , 0.442192 
 878 , 0.195306 , 0.239682 , 0.221171 , 0.224359 , 0.293893 , 0.30429 , 0.281253 , 0.303537 , 0.260644 , 0.286628 , 0.363259 , 0.336666 , 0.378758 , 0.317298 , 0.310257 , 0.272699 , 0.377941 , 0.338572 , 0.34929 , 0.442934 
 879 , 0.195791 , 0.240393 , 0.22166 , 0.224859 , 0.294358 , 0.304733 , 0.281684 , 0.304323 , 0.261328 , 0.286812 , 0.363648 , 0.337184 , 0.379246 , 0.317326 , 0.310672 , 0.273085 , 0.378692 , 0.338888 , 0.34968 , 0.443731 
 880 , 0.196336 , 0.241058 , 0.222253 , 0.225366 , 0.294803 , 0.305092 , 0.282151 , 0.304931 , 0.261911 , 0.287005 , 0.364111 , 0.337661 , 0.379625 , 0.317244 , 0.311099 , 0.273466 , 0.379335 , 0.339274 , 0.35008 , 0.444466 
 881 , 0.196925 , 0.241606 , 0.222954 , 0.225866 , 0.29521 , 0.305393 , 0.282713 , 0.305199 , 0.262289 , 0.287194 , 0.364545 , 0.338063 , 0.379833 , 0.317607 , 0.3115 , 0.273815 , 0.379638 , 0.339624 , 0.350511 , 0.445043 
 882 , 0.197498 , 0.242098 , 0.223646 , 0.226396 , 0.295619 , 0.305781 , 0.283339 , 0.305367 , 0.262609 , 0.28737 , 0.36489 , 0.338442 , 0.38 , 0.318644 , 0.311864 , 0.274166 , 0.37974 , 0.339829 , 0.350997 , 0.445549 
 883 , 0.19807 , 0.242593 , 0.224289 , 0.226925 , 0.296007 , 0.30616 , 0.283992 , 0.30555 , 0.262931 , 0.287547 , 0.365212 , 0.338805 , 0.380172 , 0.319672 , 0.312228 , 0.274523 , 0.37983 , 0.340034 , 0.351447 , 0.446033 
 884 , 0.198542 , 0.243074 , 0.224515 , 0.227367 , 0.296195 , 0.306411 , 0.284648 , 0.305839 , 0.263244 , 0.287671 , 0.365375 , 0.339003 , 0.380454 , 0.32037 , 0.312622 , 0.274816 , 0.379922 , 0.340237 , 0.351572 , 0.446299 
 885 , 0.199052 , 0.243744 , 0.224816 , 0.22785 , 0.296463 , 0.306644 , 0.285388 , 0.306242 , 0.263845 , 0.287913 , 0.365764 , 0.339254 , 0.380938 , 0.320539 , 0.313251 , 0.275264 , 0.380372 , 0.34077 , 0.351738 , 0.446747 
 886 , 0.19959 , 0.244441 , 0.225132 , 0.228356 , 0.296733 , 0.306881 , 0.286158 , 0.306651 , 0.264465 , 0.288164 , 0.366172 , 0.339511 , 0.381442 , 0.320721 , 0.313895 , 0.275722 , 0.380842 , 0.34132 , 0.35192 , 0.447205 
 887 , 0.199543 , 0.244927 , 0.22547 , 0.228586 , 0.29694 , 0.306859 , 0.286499 , 0.306709 , 0.264888 , 0.288057 , 0.366255 , 0.339341 , 0.381328 , 0.320854 , 0.314117 , 0.275959 , 0.381021 , 0.341404 , 0.351936 , 0.447204 
 888 , 0.199535 , 0.245399 , 0.225888 , 0.228847 , 0.297066 , 0.30695 , 0.286683 , 0.306701 , 0.265135 , 0.287955 , 0.366257 , 0.339139 , 0.381121 , 0.321133 , 0.314283 , 0.27625 , 0.381312 , 0.341351 , 0.352008 , 0.447345 
 889 , 0.199549 , 0.2459 , 0.226333 , 0.229141 , 0.297185 , 0.307061 , 0.286877 , 0.306702 , 0.265359 , 0.28786 , 0.366263 , 0.338937 , 0.380897 , 0.321453 , 0.314453 , 0.27656 , 0.381647 , 0.341287 , 0.352096 , 0.447524 
 890 , 0.199634 , 0.246229 , 0.226691 , 0.229407 , 0.297217 , 0.307158 , 0.286966 , 0.306689 , 0.265575 , 0.287729 , 0.366209 , 0.338741 , 0.380534 , 0.321692 , 0.314543 , 0.276849 , 0.381842 , 0.341038 , 0.35201 , 0.447732 
 891 , 0.199859 , 0.246471 , 0.227034 , 0.229664 , 0.297407 , 0.307303 , 0.287141 , 0.306797 , 0.265951 , 0.287621 , 0.366297 , 0.338709 , 0.380289 , 0.322062 , 0.31478 , 0.277212 , 0.382034 , 0.340791 , 0.351909 , 0.448016 
 892 , 0.20016 , 0.246785 , 0.227453 , 0.229955 , 0.297822 , 0.307509 , 0.287476 , 0.307027 , 0.266505 , 0.287577 , 0.366559 , 0.338817 , 0.380244 , 0.322639 , 0.315218 , 0.277696 , 0.382349 , 0.340719 , 0.351936 , 0.448373 
 893 , 0.200499 , 0.247196 , 0.227856 , 0.230297 , 0.298265 , 0.307706 , 0.287833 , 0.307257 , 0.267027 , 0.287443 , 0.36687 , 0.338936 , 0.380268 , 0.323232 , 0.315698 , 0.278239 , 0.382684 , 0.340742 , 0.352022 , 0.448686 
 894 , 0.200849 , 0.247932 , 0.228121 , 0.230727 , 0.298647 , 0.307772 , 0.288165 , 0.307415 , 0.267293 , 0.286891 , 0.367289 , 0.339041 , 0.380496 , 0.323712 , 0.316192 , 0.278887 , 0.382932 , 0.341172 , 0.352248 , 0.44879 
 895 , 0.200959 , 0.24868 , 0.228363 , 0.231162 , 0.298767 , 0.307709 , 0.288362 , 0.307522 , 0.267483 , 0.286175 , 0.367605 , 0.339137 , 0.38041 , 0.323993 , 0.316455 , 0.279488 , 0.38292 , 0.341554 , 0.352359 , 0.448865 
 896 , 0.201076 , 0.249482 , 0.228618 , 0.231629 , 0.298894 , 0.307628 , 0.288573 , 0.307637 , 0.267675 , 0.285408 , 0.367949 , 0.339247 , 0.380317 , 0.324286 , 0.316746 , 0.280137 , 0.38291 , 0.341968 , 0.352477 , 0.448938 
 897 , 0.201497 , 0.250363 , 0.229409 , 0.232249 , 0.299102 , 0.308282 , 0.28944 , 0.308189 , 0.268351 , 0.285611 , 0.368423 , 0.339819 , 0.380849 , 0.325018 , 0.317504 , 0.280869 , 0.383461 , 0.342549 , 0.352794 , 0.449764 
 898 , 0.202175 , 0.251157 , 0.230193 , 0.232851 , 0.299148 , 0.308995 , 0.290334 , 0.308504 , 0.268904 , 0.285846 , 0.368721 , 0.34001 , 0.381354 , 0.325607 , 0.318156 , 0.281359 , 0.383937 , 0.342812 , 0.352863 , 0.450555 
 899 , 0.202913 , 0.251976 , 0.231011 , 0.233473 , 0.299181 , 0.309735 , 0.291275 , 0.308818 , 0.26946 , 0.286078 , 0.369015 , 0.340177 , 0.381871 , 0.326217 , 0.31883 , 0.281858 , 0.384427 , 0.343056 , 0.352898 , 0.451365 
 900 , 0.203663 , 0.252634 , 0.231675 , 0.23413 , 0.299387 , 0.310231 , 0.291972 , 0.309089 , 0.27003 , 0.286393 , 0.369487 , 0.34035 , 0.382507 , 0.326696 , 0.319568 , 0.282381 , 0.385072 , 0.343474 , 0.353226 , 0.452302 
 901 , 0.204231 , 0.253043 , 0.232084 , 0.234737 , 0.29966 , 0.310355 , 0.292268 , 0.30924 , 0.270497 , 0.286472 , 0.36982 , 0.340354 , 0.383075 , 0.327048 , 0.320129 , 0.282721 , 0.385635 , 0.343843 , 0.353516 , 0.452788 
 902 , 0.204681 , 0.253383 , 0.232404 , 0.235314 , 0.299886 , 0.310351 , 0.292433 , 0.309336 , 0.270912 , 0.286351 , 0.369974 , 0.34023 , 0.383552 , 0.32738 , 0.320536 , 0.282941 , 0.386098 , 0.344096 , 0.353647 , 0.452947 
 903 , 0.20511 , 0.253787 , 0.232795 , 0.235879 , 0.300202 , 0.310486 , 0.292569 , 0.309546 , 0.271433 , 0.286106 , 0.370227 , 0.340213 , 0.384027 , 0.327802 , 0.320923 , 0.283149 , 0.386679 , 0.344491 , 0.353767 , 0.453069 
 904 , 0.205483 , 0.254305 , 0.233346 , 0.236365 , 0.300751 , 0.310921 , 0.292677 , 0.310039 , 0.272193 , 0.285611 , 0.370753 , 0.340583 , 0.384417 , 0.328335 , 0.321235 , 0.283321 , 0.38742 , 0.345188 , 0.353891 , 0.45307 
 905 , 0.20595 , 0.254769 , 0.233951 , 0.236778 , 0.301491 , 0.31134 , 0.292925 , 0.310508 , 0.272964 , 0.285232 , 0.371282 , 0.341158 , 0.384688 , 0.32866 , 0.321579 , 0.283534 , 0.387923 , 0.345836 , 0.354199 , 0.453026 
 906 , 0.206441 , 0.255251 , 0.234581 , 0.237208 , 0.302259 , 0.31177 , 0.293182 , 0.310996 , 0.273753 , 0.284845 , 0.371832 , 0.341754 , 0.384972 , 0.328997 , 0.321926 , 0.283757 , 0.388439 , 0.346505 , 0.35452 , 0.452989 
 907 , 0.206809 , 0.255717 , 0.234963 , 0.23762 , 0.302897 , 0.312112 , 0.293427 , 0.311294 , 0.27321 , 0.28503 , 0.371862 , 0.342277 , 0.385147 , 0.329383 , 0.322357 , 0.284528 , 0.388903 , 0.346731 , 0.354778 , 0.453345 
 908 , 0.207047 , 0.256358 , 0.235471 , 0.238003 , 0.303111 , 0.31248 , 0.293486 , 0.311363 , 0.272752 , 0.285412 , 0.371877 , 0.342336 , 0.385168 , 0.329974 , 0.322813 , 0.285336 , 0.389771 , 0.34688 , 0.35451 , 0.454146 
 909 , 0.207293 , 0.257025 , 0.236004 , 0.238411 , 0.303343 , 0.312868 , 0.293545 , 0.311443 , 0.272277 , 0.285821 , 0.371886 , 0.342407 , 0.385183 , 0.330595 , 0.323298 , 0.286171 , 0.39068 , 0.347041 , 0.354228 , 0.454989 
 910 , 0.207847 , 0.257842 , 0.236582 , 0.238818 , 0.303636 , 0.313212 , 0.294095 , 0.311689 , 0.272852 , 0.286407 , 0.372289 , 0.342729 , 0.38593 , 0.331393 , 0.323706 , 0.286866 , 0.391304 , 0.34761 , 0.354269 , 0.455969 
 911 , 0.208499 , 0.258626 , 0.236951 , 0.239134 , 0.303962 , 0.313279 , 0.294705 , 0.312184 , 0.273693 , 0.286806 , 0.37285 , 0.343116 , 0.387059 , 0.332032 , 0.324015 , 0.287248 , 0.391009 , 0.348161 , 0.35459 , 0.45644 
 912 , 0.209136 , 0.259384 , 0.237205 , 0.239415 , 0.304302 , 0.313227 , 0.295265 , 0.312768 , 0.274421 , 0.287096 , 0.373421 , 0.343482 , 0.38823 , 0.332558 , 0.324312 , 0.287504 , 0.390329 , 0.348624 , 0.354966 , 0.456635 
 913 , 0.209749 , 0.260256 , 0.237506 , 0.239874 , 0.304772 , 0.313419 , 0.295845 , 0.313479 , 0.275217 , 0.287368 , 0.3741 , 0.343891 , 0.389171 , 0.33308 , 0.324781 , 0.287801 , 0.390028 , 0.349084 , 0.355542 , 0.457065 
 914 , 0.2103 , 0.261232 , 0.237872 , 0.240604 , 0.305389 , 0.313999 , 0.296407 , 0.314202 , 0.2761 , 0.287527 , 0.374734 , 0.344328 , 0.389518 , 0.333519 , 0.325332 , 0.28811 , 0.390668 , 0.349454 , 0.356313 , 0.457872 
 915 , 0.21084 , 0.262118 , 0.238271 , 0.241346 , 0.305924 , 0.31454 , 0.296911 , 0.314642 , 0.276969 , 0.287524 , 0.375027 , 0.344707 , 0.389589 , 0.333847 , 0.325511 , 0.288338 , 0.391834 , 0.34968 , 0.356906 , 0.458633 
 916 , 0.211377 , 0.26298 , 0.238693 , 0.24207 , 0.306428 , 0.315066 , 0.297416 , 0.315075 , 0.277788 , 0.287563 , 0.375334 , 0.345081 , 0.389692 , 0.334219 , 0.325742 , 0.288539 , 0.393035 , 0.349884 , 0.357505 , 0.459387 
 917 , 0.211716 , 0.2634 , 0.23925 , 0.24243 , 0.306426 , 0.315253 , 0.297804 , 0.315389 , 0.277821 , 0.288187 , 0.37572 , 0.345465 , 0.390227 , 0.335032 , 0.326443 , 0.288374 , 0.394402 , 0.34976 , 0.357974 , 0.45998 
 918 , 0.21191 , 0.263705 , 0.239628 , 0.242674 , 0.30649 , 0.315466 , 0.298229 , 0.315577 , 0.277624 , 0.288735 , 0.375905 , 0.345524 , 0.39041 , 0.335629 , 0.327232 , 0.288029 , 0.395285 , 0.349471 , 0.358005 , 0.460667 
 919 , 0.212106 , 0.264021 , 0.240008 , 0.24292 , 0.306548 , 0.315673 , 0.298657 , 0.315775 , 0.277419 , 0.289294 , 0.376084 , 0.345576 , 0.390605 , 0.336238 , 0.328033 , 0.287676 , 0.396189 , 0.349185 , 0.358029 , 0.461367 
 920 , 0.212109 , 0.263925 , 0.239924 , 0.242696 , 0.306366 , 0.315551 , 0.29879 , 0.315327 , 0.277286 , 0.289725 , 0.375881 , 0.345139 , 0.390085 , 0.335911 , 0.328232 , 0.287401 , 0.396189 , 0.348893 , 0.357243 , 0.461417 
 921 , 0.212212 , 0.26417 , 0.2399 , 0.242513 , 0.306213 , 0.315462 , 0.299118 , 0.315324 , 0.27753 , 0.290448 , 0.376212 , 0.344916 , 0.390064 , 0.335761 , 0.328476 , 0.287471 , 0.39632 , 0.349043 , 0.356908 , 0.461353 
 922 , 0.21237 , 0.26458 , 0.23994 , 0.242402 , 0.306091 , 0.315403 , 0.299546 , 0.31555 , 0.277897 , 0.2913 , 0.376786 , 0.344802 , 0.390285 , 0.335768 , 0.328798 , 0.287668 , 0.396597 , 0.349354 , 0.356793 , 0.461317 
 923 , 0.212051 , 0.26471 , 0.239703 , 0.242199 , 0.305836 , 0.314846 , 0.299552 , 0.315426 , 0.277859 , 0.291738 , 0.37676 , 0.344054 , 0.389918 , 0.33551 , 0.328487 , 0.287554 , 0.396256 , 0.348985 , 0.35628 , 0.460948 
 924 , 0.211343 , 0.264451 , 0.239291 , 0.24208 , 0.305645 , 0.314002 , 0.299139 , 0.314878 , 0.277518 , 0.291988 , 0.376218 , 0.342961 , 0.389044 , 0.335229 , 0.327704 , 0.287412 , 0.395416 , 0.348162 , 0.355536 , 0.460787 
 925 , 0.210825 , 0.264092 , 0.239069 , 0.24219 , 0.305753 , 0.313502 , 0.29882 , 0.314292 , 0.277429 , 0.292685 , 0.375918 , 0.342338 , 0.388366 , 0.335306 , 0.327234 , 0.287707 , 0.394824 , 0.3478 , 0.355092 , 0.461437 
 926 , 0.210131 , 0.26356 , 0.238724 , 0.242281 , 0.305722 , 0.312845 , 0.298247 , 0.313568 , 0.277184 , 0.292712 , 0.375384 , 0.341591 , 0.3875 , 0.335244 , 0.326668 , 0.287837 , 0.394027 , 0.347261 , 0.354538 , 0.461802 
 927 , 0.208823 , 0.262295 , 0.237899 , 0.24223 , 0.304926 , 0.311565 , 0.296604 , 0.312402 , 0.276217 , 0.289045 , 0.373847 , 0.340503 , 0.386022 , 0.334388 , 0.325772 , 0.286958 , 0.392514 , 0.346058 , 0.353561 , 0.460441 
