JUN18MAT200035.spu,JUN18MAT200034.spu,JUN18MAT200033.spu,JUN18MAT200032.spu,JUN18MAT200031.spu,
Wavelength,JUN18MAT200036.spu,JUN18MAT200037.spu,JUN18MAT200038.spu,JUN18MAT200039.spu,JUN18MAT200040.spu,JUN18MAT200041.spu,JUN18MAT200042.spu,JUN18MAT200043.spu,JUN18MAT200044.spu,JUN18MAT200045.spu,JUN18MAT200046.spu,JUN18MAT200047.spu,JUN18MAT200048.spu,JUN18MAT200049.spu,JUN18MAT200050.spu,JUN18MAT200051.spu,JUN18MAT200052.spu,JUN18MAT200053.spu,JUN18MAT200054.spu,JUN18MAT200055.spu,JUN18MAT200056.spu,JUN18MAT200057.spu,JUN18MAT200058.spu,JUN18MAT200059.spu,JUN18MAT200060.spu
  (nm),6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 
  time  ,32:46 PM,32:58 PM,33:05 PM,33:11 PM,33:18 PM,34:54 PM,35:04 PM,35:10 PM,35:16 PM,35:24 PM,35:57 PM,36:07 PM,36:15 PM,36:21 PM,36:33 PM,37:10 PM,37:16 PM,37:25 PM,37:32 PM,37:42 PM,39:07 PM,39:16 PM,39:27 PM,39:36 PM,39:44 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 486 , 0.041737 , 0.046181 , 0.03606 , 0.046672 , 0.050602 , 0.043503 , 0.047877 , 0.045228 , 0.043977 , 0.056905 , 0.054683 , 0.053654 , 0.047269 , 0.051625 , 0.039322 , 0.042351 , 0.055379 , 0.051859 , 0.06308 , 0.040837 , 0.053139 , 0.076096 , 0.071704 , 0.054829 , 0.034265 
 487 , 0.041902 , 0.046311 , 0.03619 , 0.046877 , 0.050749 , 0.043671 , 0.048133 , 0.045423 , 0.044156 , 0.057191 , 0.054872 , 0.054031 , 0.047426 , 0.051906 , 0.039537 , 0.042544 , 0.055655 , 0.052017 , 0.063364 , 0.041049 , 0.053336 , 0.076398 , 0.072013 , 0.0551 , 0.034415 
 488 , 0.042097 , 0.046424 , 0.036375 , 0.047137 , 0.050921 , 0.043861 , 0.048416 , 0.045659 , 0.04431 , 0.05752 , 0.055079 , 0.054454 , 0.047616 , 0.052229 , 0.039814 , 0.04281 , 0.055972 , 0.052182 , 0.063674 , 0.041309 , 0.05356 , 0.076737 , 0.072329 , 0.055376 , 0.034593 
 489 , 0.042298 , 0.046532 , 0.036564 , 0.047396 , 0.051098 , 0.04405 , 0.048704 , 0.045889 , 0.044471 , 0.057848 , 0.055279 , 0.054876 , 0.047811 , 0.052552 , 0.040085 , 0.043081 , 0.056289 , 0.052353 , 0.063985 , 0.041569 , 0.053784 , 0.07707 , 0.072638 , 0.055652 , 0.034772 
 490 , 0.042548 , 0.04672 , 0.036789 , 0.047683 , 0.051335 , 0.044287 , 0.049007 , 0.046195 , 0.044666 , 0.058203 , 0.055566 , 0.055303 , 0.048021 , 0.052899 , 0.040372 , 0.043359 , 0.056622 , 0.052607 , 0.064365 , 0.041859 , 0.05406 , 0.07747 , 0.073047 , 0.055986 , 0.034974 
 491 , 0.042919 , 0.04709 , 0.037107 , 0.048042 , 0.05174 , 0.044654 , 0.049339 , 0.04667 , 0.044964 , 0.058622 , 0.05604 , 0.055753 , 0.048288 , 0.053306 , 0.040693 , 0.043673 , 0.056969 , 0.053066 , 0.064931 , 0.042236 , 0.054462 , 0.07801 , 0.07367 , 0.056449 , 0.035243 
 492 , 0.043285 , 0.047455 , 0.037419 , 0.048396 , 0.052134 , 0.04501 , 0.049666 , 0.047139 , 0.045256 , 0.059041 , 0.056502 , 0.056193 , 0.048549 , 0.053707 , 0.041016 , 0.043981 , 0.057315 , 0.05352 , 0.065492 , 0.042612 , 0.054865 , 0.078551 , 0.074282 , 0.0569 , 0.035506 
 493 , 0.043651 , 0.04782 , 0.037731 , 0.048751 , 0.052521 , 0.045366 , 0.049992 , 0.047603 , 0.045548 , 0.059448 , 0.05696 , 0.056632 , 0.048809 , 0.054108 , 0.041338 , 0.044283 , 0.057656 , 0.053962 , 0.066047 , 0.042983 , 0.055262 , 0.079087 , 0.074888 , 0.057352 , 0.03577 
 494 , 0.043989 , 0.0482 , 0.03799 , 0.04908 , 0.052874 , 0.045696 , 0.050505 , 0.047936 , 0.045936 , 0.059894 , 0.057325 , 0.057237 , 0.049156 , 0.054399 , 0.041609 , 0.044547 , 0.058035 , 0.054317 , 0.066433 , 0.043227 , 0.055707 , 0.079628 , 0.075435 , 0.057818 , 0.036031 
 495 , 0.04433 , 0.048575 , 0.038242 , 0.049398 , 0.053214 , 0.046015 , 0.051024 , 0.048264 , 0.046321 , 0.060342 , 0.057682 , 0.057858 , 0.049503 , 0.054688 , 0.041876 , 0.044806 , 0.058416 , 0.054664 , 0.066801 , 0.043467 , 0.056156 , 0.080176 , 0.075972 , 0.058287 , 0.036286 
 496 , 0.04466 , 0.048945 , 0.038493 , 0.04971 , 0.05356 , 0.046335 , 0.051544 , 0.048593 , 0.046706 , 0.060791 , 0.05804 , 0.058475 , 0.049851 , 0.054971 , 0.042144 , 0.045065 , 0.058786 , 0.055006 , 0.067169 , 0.043708 , 0.056599 , 0.080713 , 0.076504 , 0.058757 , 0.036547 
 497 , 0.04509 , 0.049372 , 0.038917 , 0.050185 , 0.053966 , 0.046762 , 0.052058 , 0.04906 , 0.047157 , 0.061276 , 0.058525 , 0.059038 , 0.050285 , 0.055409 , 0.042492 , 0.045443 , 0.059203 , 0.055427 , 0.067643 , 0.044077 , 0.0571 , 0.081338 , 0.077121 , 0.059256 , 0.036943 
 498 , 0.045594 , 0.04983 , 0.03947 , 0.050768 , 0.054409 , 0.04727 , 0.052574 , 0.049624 , 0.047665 , 0.061801 , 0.059111 , 0.059571 , 0.05078 , 0.055966 , 0.042904 , 0.045913 , 0.059654 , 0.055901 , 0.068197 , 0.04455 , 0.057642 , 0.08202 , 0.077802 , 0.059783 , 0.037441 
 499 , 0.0461 , 0.05029 , 0.040019 , 0.051354 , 0.054858 , 0.047773 , 0.053085 , 0.05019 , 0.048169 , 0.062328 , 0.059692 , 0.060106 , 0.051283 , 0.056525 , 0.043323 , 0.046378 , 0.0601 , 0.056383 , 0.068746 , 0.045025 , 0.058179 , 0.082698 , 0.078484 , 0.060307 , 0.037933 
 500 , 0.046626 , 0.050812 , 0.040576 , 0.051948 , 0.05534 , 0.048307 , 0.053635 , 0.050788 , 0.048745 , 0.062906 , 0.060301 , 0.06068 , 0.051806 , 0.057081 , 0.043743 , 0.046857 , 0.060615 , 0.056891 , 0.069353 , 0.045519 , 0.058768 , 0.083431 , 0.079228 , 0.060876 , 0.038445 
 501 , 0.047182 , 0.05155 , 0.041149 , 0.052549 , 0.055925 , 0.048929 , 0.054297 , 0.051491 , 0.049541 , 0.0637 , 0.061007 , 0.061417 , 0.052412 , 0.057643 , 0.044204 , 0.047378 , 0.061322 , 0.057506 , 0.070119 , 0.04607 , 0.059527 , 0.084336 , 0.080182 , 0.061566 , 0.038997 
 502 , 0.047741 , 0.052295 , 0.041714 , 0.053148 , 0.056514 , 0.04955 , 0.054956 , 0.052193 , 0.050343 , 0.064487 , 0.061718 , 0.062153 , 0.053023 , 0.058209 , 0.044662 , 0.047902 , 0.062028 , 0.058119 , 0.07089 , 0.046619 , 0.060285 , 0.085248 , 0.081142 , 0.062261 , 0.039548 
 503 , 0.048298 , 0.053037 , 0.042282 , 0.053744 , 0.057105 , 0.050173 , 0.055619 , 0.052893 , 0.051144 , 0.065278 , 0.062426 , 0.062893 , 0.05363 , 0.058771 , 0.045122 , 0.048417 , 0.062737 , 0.058729 , 0.071659 , 0.047171 , 0.061048 , 0.086152 , 0.082096 , 0.062947 , 0.040101 
 504 , 0.049081 , 0.053876 , 0.043123 , 0.054671 , 0.057942 , 0.050954 , 0.056562 , 0.053816 , 0.052123 , 0.066303 , 0.063206 , 0.063773 , 0.054478 , 0.05964 , 0.04581 , 0.049244 , 0.063586 , 0.059466 , 0.072646 , 0.047924 , 0.061996 , 0.087313 , 0.083259 , 0.063827 , 0.04081 
 505 , 0.049893 , 0.054735 , 0.044008 , 0.055645 , 0.05882 , 0.05176 , 0.057554 , 0.054772 , 0.053123 , 0.067372 , 0.063996 , 0.064681 , 0.055354 , 0.060548 , 0.046529 , 0.050117 , 0.064451 , 0.060214 , 0.073663 , 0.048711 , 0.062972 , 0.088506 , 0.084458 , 0.06473 , 0.041541 
 506 , 0.050705 , 0.055589 , 0.044887 , 0.05662 , 0.059693 , 0.052559 , 0.058541 , 0.05573 , 0.054126 , 0.068432 , 0.064785 , 0.065584 , 0.05623 , 0.061462 , 0.047253 , 0.050985 , 0.065322 , 0.060962 , 0.074676 , 0.049491 , 0.06395 , 0.089695 , 0.085652 , 0.065639 , 0.042271 
 507 , 0.05156 , 0.056505 , 0.045843 , 0.057584 , 0.060596 , 0.053456 , 0.059535 , 0.056768 , 0.055167 , 0.069455 , 0.065645 , 0.066461 , 0.057081 , 0.062283 , 0.047935 , 0.051824 , 0.066185 , 0.061756 , 0.075706 , 0.050333 , 0.064976 , 0.09087 , 0.086846 , 0.066528 , 0.043095 
 508 , 0.052458 , 0.057479 , 0.046863 , 0.05854 , 0.061525 , 0.054425 , 0.060545 , 0.057898 , 0.056245 , 0.070427 , 0.066571 , 0.067318 , 0.057898 , 0.063031 , 0.048584 , 0.052637 , 0.06704 , 0.062599 , 0.07675 , 0.05123 , 0.066035 , 0.092041 , 0.088044 , 0.067404 , 0.044 
 509 , 0.053349 , 0.058454 , 0.047879 , 0.059496 , 0.062449 , 0.055396 , 0.061556 , 0.059025 , 0.057319 , 0.071399 , 0.067498 , 0.068174 , 0.058721 , 0.063776 , 0.049225 , 0.053455 , 0.067901 , 0.063441 , 0.077794 , 0.052127 , 0.067095 , 0.093214 , 0.089244 , 0.068273 , 0.044908 
 510 , 0.054209 , 0.059405 , 0.048871 , 0.060421 , 0.06334 , 0.056349 , 0.062554 , 0.060122 , 0.058394 , 0.072346 , 0.06836 , 0.068978 , 0.059511 , 0.064463 , 0.049856 , 0.054228 , 0.068716 , 0.064238 , 0.078763 , 0.052968 , 0.068123 , 0.09433 , 0.090382 , 0.069096 , 0.045796 
 511 , 0.054903 , 0.060254 , 0.049726 , 0.061185 , 0.064051 , 0.057151 , 0.063489 , 0.061079 , 0.05943 , 0.073137 , 0.068891 , 0.069509 , 0.060123 , 0.064844 , 0.050382 , 0.054772 , 0.069315 , 0.064763 , 0.079325 , 0.05351 , 0.068966 , 0.095112 , 0.091196 , 0.069646 , 0.046572 
 512 , 0.055588 , 0.0611 , 0.050588 , 0.061944 , 0.064756 , 0.057956 , 0.064425 , 0.062038 , 0.060475 , 0.073932 , 0.069419 , 0.070032 , 0.060738 , 0.065225 , 0.050906 , 0.055319 , 0.069919 , 0.065281 , 0.079888 , 0.05405 , 0.069813 , 0.095894 , 0.092007 , 0.070188 , 0.047356 
 513 , 0.056274 , 0.061948 , 0.051445 , 0.062704 , 0.065457 , 0.058764 , 0.065357 , 0.062998 , 0.061516 , 0.074727 , 0.069955 , 0.070561 , 0.061347 , 0.065607 , 0.051432 , 0.055867 , 0.070518 , 0.065807 , 0.080445 , 0.054591 , 0.070655 , 0.096671 , 0.092812 , 0.070736 , 0.048129 
 514 , 0.057068 , 0.062779 , 0.052453 , 0.063524 , 0.066173 , 0.059654 , 0.06631 , 0.064019 , 0.062622 , 0.075458 , 0.070574 , 0.071063 , 0.062059 , 0.065997 , 0.051921 , 0.056486 , 0.071038 , 0.066367 , 0.08105 , 0.055227 , 0.071526 , 0.097455 , 0.093623 , 0.071313 , 0.049041 
 515 , 0.057891 , 0.063607 , 0.053503 , 0.064366 , 0.066898 , 0.060568 , 0.067268 , 0.065055 , 0.063739 , 0.076181 , 0.071211 , 0.071562 , 0.062799 , 0.066384 , 0.0524 , 0.057133 , 0.071543 , 0.06693 , 0.081666 , 0.055892 , 0.072395 , 0.098238 , 0.094465 , 0.071894 , 0.049975 
 516 , 0.058709 , 0.064432 , 0.054549 , 0.065203 , 0.067619 , 0.061483 , 0.068228 , 0.066088 , 0.064858 , 0.076899 , 0.071854 , 0.072061 , 0.063541 , 0.066778 , 0.052881 , 0.057775 , 0.072042 , 0.0675 , 0.082282 , 0.056551 , 0.073272 , 0.099022 , 0.095302 , 0.072475 , 0.050904 
 517 , 0.059665 , 0.065505 , 0.055717 , 0.066222 , 0.068498 , 0.062582 , 0.069371 , 0.067309 , 0.066253 , 0.077871 , 0.072653 , 0.072703 , 0.064411 , 0.067297 , 0.053467 , 0.058521 , 0.072791 , 0.068196 , 0.083133 , 0.057389 , 0.074375 , 0.100056 , 0.096385 , 0.073206 , 0.051983 
 518 , 0.060787 , 0.066859 , 0.057025 , 0.067466 , 0.069578 , 0.063899 , 0.070754 , 0.068762 , 0.067978 , 0.079153 , 0.073663 , 0.073518 , 0.065436 , 0.067972 , 0.054191 , 0.059396 , 0.07384 , 0.069034 , 0.084263 , 0.058435 , 0.075763 , 0.101369 , 0.097714 , 0.074106 , 0.053236 
 519 , 0.061912 , 0.068217 , 0.058324 , 0.068707 , 0.070653 , 0.065214 , 0.072136 , 0.070208 , 0.069705 , 0.080438 , 0.074674 , 0.074324 , 0.066455 , 0.068649 , 0.054921 , 0.060265 , 0.07489 , 0.069877 , 0.085393 , 0.059482 , 0.077149 , 0.102691 , 0.099052 , 0.075011 , 0.054488 
 520 , 0.063054 , 0.069594 , 0.059662 , 0.069978 , 0.07177 , 0.066548 , 0.073555 , 0.071693 , 0.071456 , 0.081759 , 0.075699 , 0.075168 , 0.067514 , 0.06937 , 0.055682 , 0.061179 , 0.075961 , 0.070752 , 0.086552 , 0.060558 , 0.078572 , 0.104055 , 0.10042 , 0.075942 , 0.055765 
 521 , 0.064384 , 0.07116 , 0.061265 , 0.071573 , 0.073214 , 0.068066 , 0.07532 , 0.07353 , 0.073408 , 0.083406 , 0.076818 , 0.076282 , 0.068861 , 0.070449 , 0.056698 , 0.062479 , 0.077251 , 0.071851 , 0.087934 , 0.061846 , 0.080267 , 0.105839 , 0.102157 , 0.077135 , 0.057279 
 522 , 0.065714 , 0.072719 , 0.062863 , 0.07317 , 0.07465 , 0.069575 , 0.07709 , 0.075368 , 0.075355 , 0.085048 , 0.077944 , 0.077403 , 0.070215 , 0.071532 , 0.057716 , 0.063783 , 0.078545 , 0.072948 , 0.089321 , 0.063131 , 0.081963 , 0.107618 , 0.103893 , 0.078336 , 0.058799 
 523 , 0.067037 , 0.074283 , 0.064462 , 0.074764 , 0.076088 , 0.071095 , 0.078861 , 0.077201 , 0.077306 , 0.086693 , 0.079072 , 0.078525 , 0.071569 , 0.07261 , 0.058731 , 0.065087 , 0.079836 , 0.074046 , 0.090705 , 0.064422 , 0.083656 , 0.109405 , 0.105638 , 0.079533 , 0.060312 
 524 , 0.068447 , 0.075878 , 0.066145 , 0.07641 , 0.077561 , 0.072745 , 0.080614 , 0.079084 , 0.079257 , 0.088325 , 0.080315 , 0.079643 , 0.072891 , 0.073636 , 0.059732 , 0.066305 , 0.08112 , 0.075279 , 0.09217 , 0.065786 , 0.085364 , 0.111202 , 0.107397 , 0.080787 , 0.061815 
 525 , 0.069886 , 0.077479 , 0.067857 , 0.078071 , 0.079052 , 0.074449 , 0.082358 , 0.08098 , 0.081195 , 0.089944 , 0.081605 , 0.080752 , 0.074207 , 0.074637 , 0.060713 , 0.067487 , 0.082391 , 0.076565 , 0.093654 , 0.067185 , 0.087082 , 0.113 , 0.109156 , 0.082069 , 0.063307 
 526 , 0.071326 , 0.079077 , 0.069568 , 0.079735 , 0.080536 , 0.076145 , 0.084099 , 0.082878 , 0.083142 , 0.091565 , 0.082891 , 0.081866 , 0.07552 , 0.075636 , 0.061702 , 0.068672 , 0.083665 , 0.077855 , 0.095142 , 0.068584 , 0.088803 , 0.114791 , 0.110922 , 0.083346 , 0.064804 
 527 , 0.072726 , 0.080664 , 0.071204 , 0.081342 , 0.081987 , 0.077792 , 0.085866 , 0.084742 , 0.085085 , 0.093173 , 0.084139 , 0.083001 , 0.076791 , 0.076626 , 0.062712 , 0.069834 , 0.084961 , 0.079101 , 0.09658 , 0.069909 , 0.09052 , 0.116581 , 0.112681 , 0.084612 , 0.066276 
 528 , 0.074077 , 0.082222 , 0.072721 , 0.082879 , 0.083378 , 0.079371 , 0.087689 , 0.086574 , 0.087024 , 0.094795 , 0.085329 , 0.08418 , 0.077987 , 0.077606 , 0.063753 , 0.07097 , 0.086284 , 0.080277 , 0.09793 , 0.071129 , 0.092242 , 0.118364 , 0.114448 , 0.085848 , 0.067718 
 529 , 0.07542 , 0.083781 , 0.07424 , 0.084417 , 0.084766 , 0.080952 , 0.089509 , 0.088406 , 0.088965 , 0.096411 , 0.08652 , 0.085353 , 0.079185 , 0.078584 , 0.064795 , 0.072102 , 0.087609 , 0.081455 , 0.099282 , 0.072354 , 0.093959 , 0.12014 , 0.116214 , 0.087092 , 0.069168 
 530 , 0.07676 , 0.085334 , 0.075752 , 0.085954 , 0.086152 , 0.082528 , 0.091327 , 0.090227 , 0.090897 , 0.098018 , 0.08771 , 0.086532 , 0.080377 , 0.079559 , 0.065839 , 0.073235 , 0.088923 , 0.082633 , 0.100627 , 0.073573 , 0.09567 , 0.12192 , 0.117971 , 0.088323 , 0.070612 
 531 , 0.078027 , 0.086708 , 0.077189 , 0.087355 , 0.087462 , 0.083943 , 0.092922 , 0.091877 , 0.092567 , 0.099449 , 0.08887 , 0.087661 , 0.081575 , 0.080494 , 0.066752 , 0.074316 , 0.089979 , 0.083779 , 0.101972 , 0.07475 , 0.097202 , 0.123578 , 0.119576 , 0.089403 , 0.07192 
 532 , 0.079284 , 0.088085 , 0.078632 , 0.088758 , 0.08878 , 0.085354 , 0.09452 , 0.093524 , 0.094241 , 0.10087 , 0.09002 , 0.088787 , 0.082767 , 0.081427 , 0.067674 , 0.0754 , 0.091037 , 0.084924 , 0.103314 , 0.075916 , 0.098727 , 0.125236 , 0.12118 , 0.090485 , 0.073228 
 533 , 0.080544 , 0.089458 , 0.080067 , 0.090166 , 0.090093 , 0.08677 , 0.096111 , 0.095172 , 0.095916 , 0.102287 , 0.091177 , 0.089913 , 0.08396 , 0.082364 , 0.068589 , 0.076477 , 0.092094 , 0.08607 , 0.104649 , 0.077091 , 0.100257 , 0.126891 , 0.12278 , 0.09156 , 0.074541 
 534 , 0.081599 , 0.090605 , 0.08125 , 0.091288 , 0.091085 , 0.088 , 0.097398 , 0.096526 , 0.097355 , 0.103465 , 0.092139 , 0.090866 , 0.084844 , 0.08312 , 0.069306 , 0.077337 , 0.093041 , 0.086997 , 0.105756 , 0.07805 , 0.101515 , 0.128218 , 0.124094 , 0.09251 , 0.075591 
 535 , 0.082552 , 0.091649 , 0.08231 , 0.092293 , 0.091942 , 0.089148 , 0.098553 , 0.097756 , 0.098677 , 0.104535 , 0.09301 , 0.091744 , 0.085579 , 0.08381 , 0.069936 , 0.078098 , 0.093938 , 0.087825 , 0.106773 , 0.078924 , 0.102641 , 0.1294 , 0.12529 , 0.093397 , 0.076518 
 536 , 0.083502 , 0.0927 , 0.08337 , 0.093288 , 0.092796 , 0.090296 , 0.099707 , 0.098987 , 0.100001 , 0.105604 , 0.093877 , 0.092612 , 0.086318 , 0.084495 , 0.070562 , 0.07887 , 0.09484 , 0.088649 , 0.107787 , 0.079797 , 0.103773 , 0.13058 , 0.126485 , 0.094288 , 0.077451 
 537 , 0.084378 , 0.093684 , 0.084349 , 0.094246 , 0.09364 , 0.091311 , 0.100809 , 0.100136 , 0.101253 , 0.106641 , 0.094682 , 0.09344 , 0.087039 , 0.085177 , 0.071192 , 0.079611 , 0.095702 , 0.08939 , 0.10874 , 0.080624 , 0.104859 , 0.131719 , 0.127632 , 0.095147 , 0.078325 
 538 , 0.085108 , 0.094551 , 0.085153 , 0.095115 , 0.09444 , 0.092072 , 0.101826 , 0.101106 , 0.10236 , 0.107594 , 0.095353 , 0.09418 , 0.087722 , 0.085843 , 0.071828 , 0.08032 , 0.096481 , 0.089956 , 0.109531 , 0.081337 , 0.105879 , 0.132744 , 0.128706 , 0.095947 , 0.079081 
 539 , 0.085842 , 0.095415 , 0.085961 , 0.095974 , 0.095251 , 0.09282 , 0.102833 , 0.10208 , 0.103474 , 0.108551 , 0.096026 , 0.094923 , 0.088414 , 0.086513 , 0.072459 , 0.081026 , 0.097271 , 0.090524 , 0.110326 , 0.082055 , 0.106896 , 0.133773 , 0.129784 , 0.096742 , 0.079833 
 540 , 0.086571 , 0.096275 , 0.086766 , 0.096836 , 0.096058 , 0.093579 , 0.103845 , 0.103059 , 0.104578 , 0.109505 , 0.096694 , 0.095661 , 0.089094 , 0.087177 , 0.073093 , 0.081734 , 0.098057 , 0.091093 , 0.111123 , 0.082767 , 0.10791 , 0.134798 , 0.130852 , 0.09754 , 0.080581 
 541 , 0.087323 , 0.097139 , 0.087548 , 0.097703 , 0.096793 , 0.094416 , 0.104729 , 0.103999 , 0.105533 , 0.1104 , 0.097387 , 0.096477 , 0.089745 , 0.087849 , 0.073708 , 0.082411 , 0.098771 , 0.091889 , 0.112048 , 0.083539 , 0.108873 , 0.135877 , 0.131936 , 0.098282 , 0.081283 
 542 , 0.088071 , 0.098001 , 0.088328 , 0.098575 , 0.097525 , 0.095257 , 0.105611 , 0.104946 , 0.10648 , 0.111294 , 0.098084 , 0.097298 , 0.090391 , 0.088524 , 0.074317 , 0.083083 , 0.099482 , 0.092696 , 0.112979 , 0.084315 , 0.109843 , 0.136958 , 0.13302 , 0.099028 , 0.08198 
 543 , 0.088822 , 0.098866 , 0.08911 , 0.099451 , 0.098259 , 0.096095 , 0.106489 , 0.105881 , 0.10743 , 0.112191 , 0.098775 , 0.098115 , 0.091046 , 0.089201 , 0.07492 , 0.083758 , 0.100195 , 0.093498 , 0.113914 , 0.085086 , 0.110809 , 0.138042 , 0.134102 , 0.09977 , 0.08268 
 544 , 0.089552 , 0.099712 , 0.089872 , 0.100292 , 0.099018 , 0.096928 , 0.107439 , 0.106837 , 0.108408 , 0.113107 , 0.099468 , 0.099003 , 0.091672 , 0.089887 , 0.075555 , 0.084403 , 0.100925 , 0.094273 , 0.114815 , 0.085791 , 0.111757 , 0.139118 , 0.135174 , 0.100559 , 0.083373 
 545 , 0.090269 , 0.100533 , 0.090622 , 0.101116 , 0.099805 , 0.097758 , 0.108429 , 0.107808 , 0.109387 , 0.114025 , 0.100165 , 0.099943 , 0.092278 , 0.090591 , 0.076203 , 0.085034 , 0.101653 , 0.09503 , 0.11568 , 0.086452 , 0.112683 , 0.140202 , 0.136224 , 0.101369 , 0.084068 
 546 , 0.090982 , 0.101366 , 0.091375 , 0.101936 , 0.100588 , 0.098592 , 0.109423 , 0.108768 , 0.110371 , 0.114939 , 0.100865 , 0.100873 , 0.092884 , 0.09129 , 0.076854 , 0.085659 , 0.102382 , 0.095789 , 0.116549 , 0.087107 , 0.113606 , 0.141283 , 0.137278 , 0.102174 , 0.084765 
 547 , 0.091669 , 0.102135 , 0.092087 , 0.1027 , 0.101322 , 0.099356 , 0.110348 , 0.109667 , 0.111269 , 0.115798 , 0.101539 , 0.101771 , 0.093473 , 0.091956 , 0.077464 , 0.086274 , 0.103041 , 0.096484 , 0.117362 , 0.087721 , 0.114482 , 0.142295 , 0.138278 , 0.10294 , 0.085407 
 548 , 0.092259 , 0.102759 , 0.092694 , 0.103311 , 0.101935 , 0.099954 , 0.111076 , 0.1104 , 0.111962 , 0.116485 , 0.102169 , 0.102565 , 0.094 , 0.092523 , 0.077981 , 0.086834 , 0.103529 , 0.097016 , 0.118017 , 0.08824 , 0.115226 , 0.143106 , 0.139103 , 0.103599 , 0.085909 
 549 , 0.092856 , 0.103391 , 0.093301 , 0.103921 , 0.102548 , 0.100558 , 0.111803 , 0.11114 , 0.112654 , 0.117172 , 0.102798 , 0.103352 , 0.094518 , 0.093098 , 0.078497 , 0.087393 , 0.104015 , 0.097538 , 0.118678 , 0.088759 , 0.11597 , 0.143923 , 0.139935 , 0.104265 , 0.08641 
 550 , 0.093455 , 0.104016 , 0.093909 , 0.104525 , 0.103162 , 0.101156 , 0.112533 , 0.111874 , 0.113347 , 0.11786 , 0.103428 , 0.104149 , 0.095045 , 0.093666 , 0.079023 , 0.087947 , 0.104502 , 0.098069 , 0.119333 , 0.089271 , 0.116716 , 0.144742 , 0.140769 , 0.104933 , 0.086912 
 551 , 0.093898 , 0.104447 , 0.094275 , 0.104847 , 0.103496 , 0.101564 , 0.112961 , 0.112325 , 0.113802 , 0.118334 , 0.103865 , 0.104745 , 0.095304 , 0.094094 , 0.079303 , 0.088297 , 0.104902 , 0.098532 , 0.119858 , 0.089679 , 0.117164 , 0.1453 , 0.141365 , 0.105397 , 0.087229 
 552 , 0.094326 , 0.10487 , 0.094625 , 0.105153 , 0.103808 , 0.101966 , 0.11336 , 0.112746 , 0.114233 , 0.118805 , 0.104288 , 0.105318 , 0.095546 , 0.094515 , 0.079565 , 0.08863 , 0.105287 , 0.098992 , 0.120371 , 0.090077 , 0.117601 , 0.145841 , 0.141946 , 0.105853 , 0.087528 
 553 , 0.094756 , 0.105286 , 0.094976 , 0.105459 , 0.104111 , 0.102362 , 0.113759 , 0.113168 , 0.114673 , 0.119276 , 0.10471 , 0.105893 , 0.09578 , 0.094929 , 0.079827 , 0.088955 , 0.105672 , 0.099445 , 0.120892 , 0.090468 , 0.118031 , 0.146382 , 0.142527 , 0.106302 , 0.087827 
 554 , 0.094926 , 0.105485 , 0.095108 , 0.105596 , 0.10423 , 0.102455 , 0.113905 , 0.113298 , 0.11486 , 0.119516 , 0.104909 , 0.106353 , 0.095881 , 0.095234 , 0.080019 , 0.089158 , 0.105864 , 0.09963 , 0.121165 , 0.090641 , 0.11823 , 0.146686 , 0.142851 , 0.106598 , 0.087927 
 555 , 0.094916 , 0.105518 , 0.095066 , 0.105605 , 0.104216 , 0.102331 , 0.113864 , 0.113225 , 0.114882 , 0.119575 , 0.10495 , 0.106733 , 0.095886 , 0.095452 , 0.080164 , 0.089283 , 0.105936 , 0.099609 , 0.121271 , 0.090656 , 0.118258 , 0.146799 , 0.143012 , 0.106796 , 0.087879 
 556 , 0.094913 , 0.105551 , 0.095031 , 0.105614 , 0.104194 , 0.102207 , 0.113823 , 0.113145 , 0.114903 , 0.119635 , 0.104991 , 0.107112 , 0.095891 , 0.095678 , 0.080308 , 0.089401 , 0.106008 , 0.099589 , 0.121377 , 0.09067 , 0.118294 , 0.146919 , 0.143166 , 0.106994 , 0.087831 
 557 , 0.094899 , 0.105548 , 0.094978 , 0.10558 , 0.104153 , 0.102056 , 0.113746 , 0.113053 , 0.11485 , 0.119642 , 0.105028 , 0.107472 , 0.095868 , 0.095876 , 0.080426 , 0.089515 , 0.106053 , 0.099589 , 0.121471 , 0.090697 , 0.118294 , 0.147011 , 0.14329 , 0.10718 , 0.087749 
 558 , 0.094893 , 0.105436 , 0.09487 , 0.105405 , 0.10402 , 0.101848 , 0.113548 , 0.112895 , 0.114563 , 0.119519 , 0.105059 , 0.107741 , 0.095751 , 0.096026 , 0.080464 , 0.089559 , 0.106011 , 0.099685 , 0.121526 , 0.090755 , 0.118213 , 0.147025 , 0.143304 , 0.10734 , 0.087561 
