JUN18MAT200035.spu,JUN18MAT200034.spu,JUN18MAT200033.spu,JUN18MAT200032.spu,JUN18MAT200031.spu,
Wavelength,JUN18MAT200036.spu,JUN18MAT200037.spu,JUN18MAT200038.spu,JUN18MAT200039.spu,JUN18MAT200040.spu,JUN18MAT200041.spu,JUN18MAT200042.spu,JUN18MAT200043.spu,JUN18MAT200044.spu,JUN18MAT200045.spu,JUN18MAT200046.spu,JUN18MAT200047.spu,JUN18MAT200048.spu,JUN18MAT200049.spu,JUN18MAT200050.spu,JUN18MAT200051.spu,JUN18MAT200052.spu,JUN18MAT200053.spu,JUN18MAT200054.spu,JUN18MAT200055.spu,JUN18MAT200056.spu,JUN18MAT200057.spu,JUN18MAT200058.spu,JUN18MAT200059.spu,JUN18MAT200060.spu
  (nm),6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 ,6/18/2016 
  time  ,32:46 PM,32:58 PM,33:05 PM,33:11 PM,33:18 PM,34:54 PM,35:04 PM,35:10 PM,35:16 PM,35:24 PM,35:57 PM,36:07 PM,36:15 PM,36:21 PM,36:33 PM,37:10 PM,37:16 PM,37:25 PM,37:32 PM,37:42 PM,39:07 PM,39:16 PM,39:27 PM,39:36 PM,39:44 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 710 , 0.205581 , 0.214678 , 0.222242 , 0.194751 , 0.176085 , 0.186061 , 0.210499 , 0.223068 , 0.232078 , 0.209466 , 0.176531 , 0.201349 , 0.158151 , 0.164056 , 0.145542 , 0.17949 , 0.17164 , 0.177438 , 0.203882 , 0.182003 , 0.208973 , 0.218903 , 0.236477 , 0.178897 , 0.194811 
 711 , 0.210869 , 0.220163 , 0.228997 , 0.199549 , 0.179355 , 0.190715 , 0.215636 , 0.22885 , 0.238744 , 0.213443 , 0.178695 , 0.202336 , 0.160494 , 0.165194 , 0.147306 , 0.182528 , 0.174174 , 0.179835 , 0.206496 , 0.185568 , 0.213363 , 0.22181 , 0.240097 , 0.180655 , 0.200475 
 712 , 0.216188 , 0.225577 , 0.235716 , 0.204311 , 0.182573 , 0.195399 , 0.22072 , 0.234694 , 0.245437 , 0.217382 , 0.180874 , 0.203348 , 0.162826 , 0.166316 , 0.149078 , 0.185513 , 0.176734 , 0.182308 , 0.209068 , 0.189195 , 0.217794 , 0.224714 , 0.243665 , 0.182401 , 0.206175 
 713 , 0.221623 , 0.231112 , 0.242575 , 0.209183 , 0.185854 , 0.200183 , 0.225909 , 0.24066 , 0.252275 , 0.221412 , 0.183107 , 0.204389 , 0.165212 , 0.167464 , 0.150883 , 0.188561 , 0.179349 , 0.18483 , 0.211698 , 0.192906 , 0.222316 , 0.227685 , 0.247316 , 0.184183 , 0.212002 
 714 , 0.227014 , 0.236616 , 0.249428 , 0.214032 , 0.18912 , 0.20495 , 0.231118 , 0.246587 , 0.259089 , 0.225436 , 0.18518 , 0.205476 , 0.167561 , 0.16864 , 0.152704 , 0.191599 , 0.181905 , 0.187265 , 0.214249 , 0.196558 , 0.226824 , 0.230645 , 0.250914 , 0.186009 , 0.217814 
 715 , 0.232143 , 0.241984 , 0.256081 , 0.218735 , 0.192259 , 0.209575 , 0.236273 , 0.252291 , 0.265699 , 0.229376 , 0.18683 , 0.206618 , 0.16977 , 0.169875 , 0.154539 , 0.194567 , 0.184286 , 0.189427 , 0.216525 , 0.19997 , 0.231225 , 0.233526 , 0.254343 , 0.187925 , 0.223495 
 716 , 0.237411 , 0.247517 , 0.262908 , 0.223575 , 0.195484 , 0.214351 , 0.241579 , 0.258146 , 0.272505 , 0.233433 , 0.188527 , 0.207785 , 0.172052 , 0.17115 , 0.156425 , 0.197627 , 0.186744 , 0.19165 , 0.218858 , 0.20348 , 0.235752 , 0.236497 , 0.257885 , 0.189925 , 0.229356 
 717 , 0.242823 , 0.253217 , 0.269936 , 0.228551 , 0.198796 , 0.219257 , 0.247034 , 0.264176 , 0.279503 , 0.23761 , 0.19027 , 0.208981 , 0.174391 , 0.172458 , 0.158368 , 0.200781 , 0.189268 , 0.193934 , 0.221255 , 0.207094 , 0.240415 , 0.239563 , 0.261534 , 0.191976 , 0.235384 
 718 , 0.247962 , 0.258549 , 0.276682 , 0.233224 , 0.20184 , 0.224009 , 0.252276 , 0.270034 , 0.28593 , 0.241476 , 0.192346 , 0.210059 , 0.176535 , 0.173618 , 0.160199 , 0.203489 , 0.19157 , 0.196278 , 0.223562 , 0.210532 , 0.244787 , 0.242375 , 0.265074 , 0.193814 , 0.241133 
 719 , 0.253223 , 0.263963 , 0.283573 , 0.237987 , 0.20496 , 0.228846 , 0.257616 , 0.275987 , 0.292488 , 0.245411 , 0.194471 , 0.211178 , 0.178706 , 0.174771 , 0.16209 , 0.206218 , 0.193878 , 0.198684 , 0.225918 , 0.214023 , 0.249224 , 0.245205 , 0.26864 , 0.195626 , 0.246966 
 720 , 0.258596 , 0.269488 , 0.290598 , 0.242852 , 0.208148 , 0.233774 , 0.263074 , 0.28206 , 0.299174 , 0.249427 , 0.196638 , 0.212317 , 0.18092 , 0.175953 , 0.164012 , 0.208997 , 0.196232 , 0.201128 , 0.228324 , 0.217593 , 0.253751 , 0.248089 , 0.272268 , 0.197474 , 0.252921 
 721 , 0.263663 , 0.27467 , 0.297149 , 0.247412 , 0.211025 , 0.238443 , 0.268243 , 0.287842 , 0.305511 , 0.25325 , 0.19867 , 0.213555 , 0.18307 , 0.177053 , 0.165708 , 0.21167 , 0.1986 , 0.203359 , 0.230719 , 0.220971 , 0.258061 , 0.250919 , 0.2758 , 0.199169 , 0.258591 
 722 , 0.268515 , 0.27961 , 0.303447 , 0.251795 , 0.213732 , 0.242931 , 0.273297 , 0.293448 , 0.31159 , 0.256966 , 0.200557 , 0.214822 , 0.185163 , 0.178098 , 0.167245 , 0.214248 , 0.200984 , 0.205372 , 0.23306 , 0.224177 , 0.26217 , 0.25367 , 0.279234 , 0.200723 , 0.264032 
 723 , 0.273396 , 0.284586 , 0.309774 , 0.256209 , 0.21645 , 0.247444 , 0.27838 , 0.299093 , 0.317712 , 0.260709 , 0.202459 , 0.216087 , 0.187271 , 0.179149 , 0.168786 , 0.216845 , 0.203382 , 0.207392 , 0.235419 , 0.227399 , 0.266304 , 0.256444 , 0.282689 , 0.202287 , 0.269506 
 724 , 0.278105 , 0.28937 , 0.315889 , 0.260516 , 0.219147 , 0.251839 , 0.283338 , 0.304561 , 0.323634 , 0.264391 , 0.204343 , 0.217333 , 0.189323 , 0.180246 , 0.170301 , 0.219401 , 0.205694 , 0.209348 , 0.237732 , 0.230565 , 0.27036 , 0.259152 , 0.286065 , 0.203855 , 0.274832 
 725 , 0.282396 , 0.293747 , 0.32143 , 0.264464 , 0.221703 , 0.255827 , 0.287901 , 0.309553 , 0.329036 , 0.267849 , 0.206194 , 0.218457 , 0.191191 , 0.181415 , 0.171728 , 0.221804 , 0.207725 , 0.211123 , 0.239869 , 0.233522 , 0.274107 , 0.261604 , 0.289154 , 0.205378 , 0.279656 
 726 , 0.286678 , 0.298102 , 0.32692 , 0.268366 , 0.224222 , 0.259732 , 0.292403 , 0.314491 , 0.334384 , 0.271263 , 0.208035 , 0.219547 , 0.193025 , 0.182582 , 0.173138 , 0.224177 , 0.209718 , 0.21288 , 0.241964 , 0.236442 , 0.277791 , 0.263996 , 0.292188 , 0.206877 , 0.284388 
 727 , 0.290934 , 0.302442 , 0.332389 , 0.272249 , 0.226721 , 0.263617 , 0.296884 , 0.319401 , 0.339706 , 0.274664 , 0.20987 , 0.220632 , 0.194852 , 0.183742 , 0.174535 , 0.226544 , 0.211697 , 0.214631 , 0.244053 , 0.239342 , 0.281455 , 0.266374 , 0.295209 , 0.208371 , 0.289094 
 728 , 0.294606 , 0.306192 , 0.337131 , 0.275702 , 0.22886 , 0.267154 , 0.300815 , 0.323723 , 0.344437 , 0.27765 , 0.211682 , 0.221585 , 0.196572 , 0.184696 , 0.175733 , 0.228488 , 0.213516 , 0.216372 , 0.24598 , 0.241927 , 0.284703 , 0.268528 , 0.298086 , 0.209741 , 0.293371 
 729 , 0.298204 , 0.30985 , 0.341834 , 0.279146 , 0.23098 , 0.270831 , 0.304683 , 0.327987 , 0.349108 , 0.280603 , 0.213436 , 0.222527 , 0.198258 , 0.185609 , 0.176897 , 0.230337 , 0.215278 , 0.218061 , 0.247818 , 0.244443 , 0.287827 , 0.270579 , 0.300816 , 0.211001 , 0.297554 
 730 , 0.301746 , 0.313451 , 0.34647 , 0.282535 , 0.233076 , 0.274454 , 0.308495 , 0.332189 , 0.353712 , 0.283513 , 0.215165 , 0.223461 , 0.199912 , 0.186509 , 0.178043 , 0.232154 , 0.217009 , 0.21973 , 0.24963 , 0.246921 , 0.2909 , 0.272598 , 0.303502 , 0.212242 , 0.301664 
 731 , 0.304825 , 0.316652 , 0.350623 , 0.285561 , 0.23499 , 0.277731 , 0.311948 , 0.336024 , 0.357884 , 0.286249 , 0.216729 , 0.22449 , 0.201474 , 0.187425 , 0.179147 , 0.233828 , 0.218617 , 0.221181 , 0.251249 , 0.249121 , 0.293693 , 0.274505 , 0.306044 , 0.213395 , 0.305387 
 732 , 0.307681 , 0.319727 , 0.354487 , 0.288395 , 0.236765 , 0.280636 , 0.315168 , 0.339627 , 0.361841 , 0.288806 , 0.2182 , 0.225566 , 0.20303 , 0.188334 , 0.180203 , 0.235456 , 0.22016 , 0.222487 , 0.252776 , 0.251144 , 0.296356 , 0.276374 , 0.308497 , 0.214507 , 0.3088 
 733 , 0.310493 , 0.322752 , 0.358296 , 0.291179 , 0.238507 , 0.283492 , 0.318332 , 0.343174 , 0.36573 , 0.291325 , 0.219649 , 0.226634 , 0.20456 , 0.189229 , 0.181238 , 0.237057 , 0.221676 , 0.223772 , 0.254287 , 0.253135 , 0.298968 , 0.278211 , 0.310905 , 0.215597 , 0.312152 
 734 , 0.31317 , 0.325565 , 0.361831 , 0.29378 , 0.240167 , 0.28617 , 0.321281 , 0.346535 , 0.369302 , 0.293634 , 0.221038 , 0.227651 , 0.205977 , 0.190084 , 0.182201 , 0.238555 , 0.223043 , 0.225049 , 0.25573 , 0.255006 , 0.301402 , 0.279918 , 0.313132 , 0.216658 , 0.315245 
 735 , 0.315623 , 0.327994 , 0.364979 , 0.296045 , 0.241721 , 0.288597 , 0.323878 , 0.349638 , 0.372326 , 0.295683 , 0.222334 , 0.228561 , 0.207171 , 0.190908 , 0.18304 , 0.239889 , 0.224154 , 0.226342 , 0.257056 , 0.256687 , 0.303538 , 0.281404 , 0.315069 , 0.217679 , 0.317957 
 736 , 0.318035 , 0.330383 , 0.368105 , 0.298273 , 0.243274 , 0.291013 , 0.326435 , 0.352718 , 0.375288 , 0.297744 , 0.22362 , 0.229441 , 0.208342 , 0.191726 , 0.183861 , 0.24121 , 0.225251 , 0.22762 , 0.258355 , 0.258342 , 0.305648 , 0.282861 , 0.316984 , 0.218691 , 0.320646 
 737 , 0.320409 , 0.332737 , 0.371186 , 0.300468 , 0.244794 , 0.293395 , 0.328961 , 0.355746 , 0.378207 , 0.299772 , 0.22489 , 0.230317 , 0.209489 , 0.192531 , 0.184675 , 0.24251 , 0.226331 , 0.228882 , 0.259634 , 0.259965 , 0.307725 , 0.284295 , 0.318873 , 0.219686 , 0.323292 
 738 , 0.322435 , 0.334832 , 0.373783 , 0.302332 , 0.245991 , 0.295471 , 0.331216 , 0.358205 , 0.380696 , 0.301532 , 0.226093 , 0.231335 , 0.210566 , 0.193202 , 0.185477 , 0.243668 , 0.227443 , 0.229939 , 0.260763 , 0.261428 , 0.309481 , 0.285602 , 0.320515 , 0.220627 , 0.325481 
 739 , 0.324478 , 0.336923 , 0.376322 , 0.304249 , 0.247199 , 0.297537 , 0.333512 , 0.360627 , 0.383221 , 0.303262 , 0.227304 , 0.232395 , 0.211672 , 0.193867 , 0.186321 , 0.244859 , 0.228567 , 0.231016 , 0.261959 , 0.26294 , 0.311257 , 0.286951 , 0.322131 , 0.221598 , 0.327703 
 740 , 0.326504 , 0.339003 , 0.378857 , 0.306156 , 0.248401 , 0.299585 , 0.335804 , 0.363031 , 0.385736 , 0.304987 , 0.228509 , 0.233448 , 0.212773 , 0.194525 , 0.187152 , 0.246044 , 0.229691 , 0.232087 , 0.263142 , 0.264439 , 0.313022 , 0.288294 , 0.323742 , 0.222555 , 0.329921 
 741 , 0.328265 , 0.340784 , 0.381053 , 0.307895 , 0.249493 , 0.301307 , 0.337857 , 0.365125 , 0.387918 , 0.30649 , 0.229581 , 0.234519 , 0.213801 , 0.195326 , 0.187958 , 0.247159 , 0.230657 , 0.232984 , 0.26419 , 0.265757 , 0.314574 , 0.289434 , 0.325145 , 0.223399 , 0.331811 
 742 , 0.329932 , 0.342403 , 0.383101 , 0.309457 , 0.250536 , 0.302957 , 0.339776 , 0.367132 , 0.389957 , 0.307946 , 0.23061 , 0.235548 , 0.214769 , 0.196218 , 0.188743 , 0.248219 , 0.231571 , 0.233747 , 0.265176 , 0.266983 , 0.316067 , 0.290479 , 0.326563 , 0.2242 , 0.333644 
 743 , 0.331596 , 0.344026 , 0.385154 , 0.311022 , 0.251581 , 0.30461 , 0.341692 , 0.369144 , 0.391993 , 0.309399 , 0.231647 , 0.236579 , 0.21574 , 0.197111 , 0.189536 , 0.24928 , 0.232481 , 0.234511 , 0.26617 , 0.268206 , 0.317557 , 0.291527 , 0.327983 , 0.225002 , 0.335487 
 744 , 0.333173 , 0.345566 , 0.387053 , 0.312484 , 0.252563 , 0.306171 , 0.343414 , 0.371038 , 0.393898 , 0.310767 , 0.232691 , 0.237559 , 0.216662 , 0.197963 , 0.190302 , 0.250275 , 0.233378 , 0.23529 , 0.267179 , 0.269382 , 0.318927 , 0.292502 , 0.329317 , 0.225782 , 0.337185 
 745 , 0.334645 , 0.347031 , 0.388758 , 0.313857 , 0.253453 , 0.307566 , 0.344796 , 0.372765 , 0.39562 , 0.311972 , 0.233776 , 0.238487 , 0.217523 , 0.198749 , 0.191042 , 0.251159 , 0.234276 , 0.236219 , 0.268211 , 0.270512 , 0.320154 , 0.293432 , 0.330512 , 0.226576 , 0.338681 
 746 , 0.336135 , 0.348547 , 0.390515 , 0.315262 , 0.254347 , 0.308961 , 0.346191 , 0.374523 , 0.397382 , 0.313179 , 0.234886 , 0.239448 , 0.218393 , 0.19955 , 0.191785 , 0.252049 , 0.235205 , 0.237203 , 0.269252 , 0.27166 , 0.321425 , 0.294401 , 0.331722 , 0.227401 , 0.34021 
 747 , 0.337629 , 0.350052 , 0.392263 , 0.316663 , 0.25524 , 0.31035 , 0.347587 , 0.376267 , 0.399137 , 0.314394 , 0.235976 , 0.240424 , 0.219262 , 0.200357 , 0.192532 , 0.252938 , 0.236133 , 0.23818 , 0.270284 , 0.272808 , 0.322689 , 0.295371 , 0.332927 , 0.228216 , 0.34173 
 748 , 0.338673 , 0.351164 , 0.393538 , 0.317601 , 0.255874 , 0.311375 , 0.348848 , 0.377556 , 0.400465 , 0.315456 , 0.236738 , 0.241461 , 0.21993 , 0.201167 , 0.193223 , 0.253677 , 0.236843 , 0.238824 , 0.270983 , 0.27362 , 0.323578 , 0.296096 , 0.333838 , 0.2288 , 0.342911 
 749 , 0.339688 , 0.352225 , 0.394806 , 0.318513 , 0.256518 , 0.312445 , 0.350187 , 0.37889 , 0.401814 , 0.316587 , 0.237512 , 0.242535 , 0.220643 , 0.201992 , 0.193925 , 0.254507 , 0.237565 , 0.239465 , 0.271731 , 0.274492 , 0.324515 , 0.296858 , 0.33485 , 0.229439 , 0.344152 
 750 , 0.34072 , 0.35331 , 0.396095 , 0.319453 , 0.257167 , 0.313543 , 0.351564 , 0.380256 , 0.40319 , 0.31774 , 0.238305 , 0.243642 , 0.221373 , 0.20284 , 0.194638 , 0.255356 , 0.238305 , 0.240117 , 0.272498 , 0.275384 , 0.325475 , 0.297639 , 0.335891 , 0.23009 , 0.345418 
 751 , 0.34153 , 0.354009 , 0.397192 , 0.320218 , 0.257675 , 0.314338 , 0.352582 , 0.381354 , 0.404079 , 0.318551 , 0.238957 , 0.24451 , 0.221871 , 0.203539 , 0.19524 , 0.255949 , 0.238723 , 0.240637 , 0.273001 , 0.276068 , 0.326084 , 0.298133 , 0.336603 , 0.230557 , 0.346223 
 752 , 0.342389 , 0.354746 , 0.398321 , 0.321036 , 0.258198 , 0.315011 , 0.353503 , 0.382431 , 0.404846 , 0.319312 , 0.23961 , 0.245387 , 0.22235 , 0.204236 , 0.195887 , 0.256501 , 0.239089 , 0.241199 , 0.273526 , 0.276753 , 0.32672 , 0.2987 , 0.337333 , 0.23108 , 0.347084 
 753 , 0.343293 , 0.355521 , 0.399507 , 0.321896 , 0.258748 , 0.315725 , 0.354483 , 0.383571 , 0.405657 , 0.320115 , 0.240296 , 0.246319 , 0.222861 , 0.204977 , 0.196578 , 0.257088 , 0.239479 , 0.241802 , 0.274081 , 0.277475 , 0.327384 , 0.2993 , 0.338106 , 0.231635 , 0.348005 
 754 , 0.344091 , 0.356259 , 0.400486 , 0.322538 , 0.259223 , 0.31632 , 0.355226 , 0.384436 , 0.406313 , 0.320722 , 0.24079 , 0.247204 , 0.223241 , 0.205557 , 0.197225 , 0.257589 , 0.239865 , 0.242309 , 0.274517 , 0.278055 , 0.327927 , 0.299723 , 0.338521 , 0.232167 , 0.348636 
 755 , 0.344666 , 0.356925 , 0.401099 , 0.322759 , 0.25958 , 0.31683 , 0.355667 , 0.384863 , 0.406736 , 0.321005 , 0.241025 , 0.247988 , 0.223429 , 0.205948 , 0.197823 , 0.257996 , 0.240318 , 0.242725 , 0.274824 , 0.278516 , 0.328416 , 0.299913 , 0.338479 , 0.232751 , 0.348881 
 756 , 0.345277 , 0.357657 , 0.401779 , 0.322985 , 0.259977 , 0.317432 , 0.356185 , 0.385345 , 0.407216 , 0.321322 , 0.241308 , 0.248844 , 0.223649 , 0.206411 , 0.198501 , 0.258457 , 0.240852 , 0.243216 , 0.275197 , 0.279074 , 0.329021 , 0.300154 , 0.338498 , 0.233432 , 0.349195 
 757 , 0.345954 , 0.358446 , 0.402527 , 0.323242 , 0.260435 , 0.318091 , 0.356748 , 0.385866 , 0.407739 , 0.32166 , 0.241632 , 0.249792 , 0.2239 , 0.20694 , 0.199244 , 0.258981 , 0.241434 , 0.24374 , 0.275608 , 0.279688 , 0.329696 , 0.300428 , 0.338518 , 0.234209 , 0.349543 
 758 , 0.346612 , 0.359205 , 0.40329 , 0.323605 , 0.261119 , 0.318633 , 0.357324 , 0.386363 , 0.408283 , 0.321947 , 0.242065 , 0.250902 , 0.224336 , 0.20783 , 0.200107 , 0.259685 , 0.241902 , 0.244184 , 0.276069 , 0.280301 , 0.330513 , 0.300849 , 0.338535 , 0.235388 , 0.349961 
 759 , 0.347342 , 0.359986 , 0.404148 , 0.323983 , 0.261848 , 0.319199 , 0.357941 , 0.386958 , 0.408926 , 0.322266 , 0.242524 , 0.252135 , 0.224816 , 0.208791 , 0.201075 , 0.260437 , 0.242374 , 0.244637 , 0.276557 , 0.280872 , 0.331358 , 0.301299 , 0.338509 , 0.236662 , 0.350423 
 760 , 0.348132 , 0.360844 , 0.405089 , 0.324405 , 0.262645 , 0.319815 , 0.358614 , 0.387602 , 0.409632 , 0.322613 , 0.243024 , 0.253491 , 0.225338 , 0.209841 , 0.202131 , 0.261263 , 0.242894 , 0.245131 , 0.277095 , 0.281487 , 0.332273 , 0.301787 , 0.338472 , 0.23805 , 0.350924 
 761 , 0.349221 , 0.361953 , 0.406273 , 0.325212 , 0.263332 , 0.320902 , 0.359688 , 0.389004 , 0.410829 , 0.323625 , 0.244224 , 0.25499 , 0.226279 , 0.211136 , 0.203239 , 0.262349 , 0.243853 , 0.24619 , 0.278243 , 0.282626 , 0.333594 , 0.303003 , 0.339538 , 0.239429 , 0.35223 
 762 , 0.350421 , 0.363137 , 0.407446 , 0.32615 , 0.263959 , 0.321992 , 0.360687 , 0.390371 , 0.411925 , 0.324682 , 0.245535 , 0.256342 , 0.227152 , 0.2123 , 0.20415 , 0.263364 , 0.244694 , 0.247258 , 0.279224 , 0.283717 , 0.334514 , 0.304069 , 0.340421 , 0.240329 , 0.353204 
 763 , 0.351629 , 0.364322 , 0.408619 , 0.327089 , 0.264592 , 0.323078 , 0.361686 , 0.39174 , 0.413026 , 0.325748 , 0.246842 , 0.257696 , 0.228031 , 0.21346 , 0.205061 , 0.264385 , 0.245533 , 0.248324 , 0.28021 , 0.284812 , 0.335442 , 0.305146 , 0.341305 , 0.241233 , 0.354179 
 764 , 0.352715 , 0.365465 , 0.409741 , 0.328152 , 0.265219 , 0.324172 , 0.362867 , 0.393085 , 0.414219 , 0.327042 , 0.248243 , 0.2591 , 0.229002 , 0.214671 , 0.20592 , 0.265458 , 0.246476 , 0.249386 , 0.281311 , 0.285922 , 0.33651 , 0.306333 , 0.342769 , 0.242058 , 0.355525 
 765 , 0.353513 , 0.366417 , 0.410619 , 0.329258 , 0.265763 , 0.325142 , 0.364124 , 0.394174 , 0.415416 , 0.328439 , 0.249588 , 0.26045 , 0.229998 , 0.215818 , 0.206588 , 0.266357 , 0.247348 , 0.250203 , 0.28234 , 0.286774 , 0.337352 , 0.307223 , 0.344547 , 0.242532 , 0.356883 
 766 , 0.354222 , 0.367293 , 0.4114 , 0.330266 , 0.26624 , 0.326023 , 0.365258 , 0.395134 , 0.416511 , 0.329696 , 0.250821 , 0.261706 , 0.230902 , 0.216863 , 0.207172 , 0.267121 , 0.248104 , 0.250894 , 0.283242 , 0.287491 , 0.338014 , 0.307907 , 0.346082 , 0.2429 , 0.358013 
 767 , 0.35488 , 0.368083 , 0.412122 , 0.331188 , 0.266695 , 0.326838 , 0.366294 , 0.396059 , 0.417516 , 0.330848 , 0.251969 , 0.262884 , 0.231749 , 0.217841 , 0.207717 , 0.267819 , 0.24879 , 0.251563 , 0.284089 , 0.28816 , 0.338631 , 0.308566 , 0.34751 , 0.243249 , 0.35905 
 768 , 0.355427 , 0.36862 , 0.412824 , 0.331902 , 0.267167 , 0.327497 , 0.367049 , 0.397111 , 0.418317 , 0.331695 , 0.253005 , 0.263972 , 0.232514 , 0.218726 , 0.208186 , 0.268377 , 0.249235 , 0.252377 , 0.284831 , 0.288774 , 0.33918 , 0.309252 , 0.348757 , 0.243615 , 0.359872 
 769 , 0.355967 , 0.369087 , 0.413571 , 0.332581 , 0.267597 , 0.32812 , 0.367781 , 0.398147 , 0.419056 , 0.33246 , 0.253961 , 0.264958 , 0.23322 , 0.219557 , 0.208627 , 0.268923 , 0.249641 , 0.253157 , 0.285505 , 0.289336 , 0.339673 , 0.309924 , 0.349933 , 0.243942 , 0.360602 
 770 , 0.356476 , 0.369534 , 0.41428 , 0.333217 , 0.268004 , 0.328708 , 0.368474 , 0.399121 , 0.419749 , 0.333183 , 0.254872 , 0.26589 , 0.233895 , 0.22034 , 0.209046 , 0.26944 , 0.250034 , 0.253899 , 0.28615 , 0.289867 , 0.340142 , 0.310562 , 0.351054 , 0.244249 , 0.3613 
 771 , 0.356969 , 0.369982 , 0.414823 , 0.333647 , 0.268386 , 0.329292 , 0.36903 , 0.399826 , 0.420307 , 0.333668 , 0.255726 , 0.266816 , 0.234423 , 0.220921 , 0.209423 , 0.269901 , 0.250507 , 0.254516 , 0.286726 , 0.290389 , 0.340463 , 0.311012 , 0.351675 , 0.244657 , 0.361644 
 772 , 0.357472 , 0.370495 , 0.415258 , 0.334103 , 0.268824 , 0.32986 , 0.369589 , 0.40043 , 0.42083 , 0.334205 , 0.256592 , 0.267769 , 0.234939 , 0.221459 , 0.209846 , 0.27033 , 0.251095 , 0.255114 , 0.287487 , 0.291077 , 0.340914 , 0.311463 , 0.352262 , 0.245196 , 0.362111 
 773 , 0.357965 , 0.371004 , 0.415692 , 0.334549 , 0.269257 , 0.330418 , 0.37013 , 0.401021 , 0.421345 , 0.334726 , 0.25744 , 0.268704 , 0.235444 , 0.221981 , 0.210266 , 0.270759 , 0.251671 , 0.255706 , 0.288229 , 0.291751 , 0.341355 , 0.311904 , 0.352831 , 0.245732 , 0.362566 
 774 , 0.358441 , 0.371501 , 0.416084 , 0.335022 , 0.269709 , 0.330891 , 0.370676 , 0.401525 , 0.421802 , 0.335215 , 0.258202 , 0.269633 , 0.235966 , 0.22259 , 0.21076 , 0.271249 , 0.252154 , 0.256195 , 0.288873 , 0.292344 , 0.341731 , 0.312319 , 0.353286 , 0.246277 , 0.36295 
 775 , 0.358892 , 0.371992 , 0.416482 , 0.335497 , 0.270195 , 0.331361 , 0.371273 , 0.402071 , 0.422227 , 0.335705 , 0.258905 , 0.270616 , 0.236566 , 0.22335 , 0.211404 , 0.271907 , 0.252586 , 0.256626 , 0.289384 , 0.292823 , 0.342168 , 0.312821 , 0.353769 , 0.246938 , 0.363305 
 776 , 0.359329 , 0.372475 , 0.416888 , 0.335957 , 0.270677 , 0.331854 , 0.371887 , 0.40267 , 0.422665 , 0.336199 , 0.25962 , 0.271618 , 0.237189 , 0.224133 , 0.212073 , 0.272593 , 0.253033 , 0.257074 , 0.289884 , 0.293281 , 0.342641 , 0.31336 , 0.354299 , 0.247636 , 0.363688 
 777 , 0.359787 , 0.372962 , 0.41733 , 0.336413 , 0.271141 , 0.332368 , 0.372483 , 0.403281 , 0.423109 , 0.33669 , 0.260345 , 0.272605 , 0.237811 , 0.224907 , 0.212737 , 0.273278 , 0.253498 , 0.257536 , 0.290394 , 0.293752 , 0.343108 , 0.313885 , 0.354833 , 0.248308 , 0.364074 
 778 , 0.36034 , 0.373493 , 0.417916 , 0.336871 , 0.271503 , 0.333002 , 0.372991 , 0.403891 , 0.423582 , 0.33715 , 0.261145 , 0.27351 , 0.238428 , 0.225673 , 0.213363 , 0.273949 , 0.254028 , 0.25812 , 0.290985 , 0.294338 , 0.343535 , 0.314336 , 0.355391 , 0.248877 , 0.364529 
 779 , 0.360934 , 0.374041 , 0.418486 , 0.337322 , 0.271862 , 0.333651 , 0.373525 , 0.404436 , 0.424083 , 0.337608 , 0.261972 , 0.274431 , 0.239031 , 0.226454 , 0.213954 , 0.274633 , 0.254553 , 0.258762 , 0.291607 , 0.294971 , 0.343974 , 0.314835 , 0.356006 , 0.249472 , 0.365059 
 780 , 0.361532 , 0.374601 , 0.419069 , 0.337778 , 0.272232 , 0.334312 , 0.374063 , 0.404987 , 0.42459 , 0.338072 , 0.262812 , 0.275363 , 0.239638 , 0.22724 , 0.214556 , 0.275321 , 0.255096 , 0.259401 , 0.292241 , 0.295609 , 0.34441 , 0.315338 , 0.356619 , 0.250072 , 0.3656 
 781 , 0.362082 , 0.375171 , 0.419525 , 0.338106 , 0.272659 , 0.334844 , 0.374617 , 0.405446 , 0.425136 , 0.33859 , 0.263421 , 0.276356 , 0.240083 , 0.228039 , 0.215146 , 0.275795 , 0.255585 , 0.259956 , 0.292735 , 0.296095 , 0.344833 , 0.315764 , 0.357094 , 0.250731 , 0.366031 
 782 , 0.362671 , 0.375796 , 0.420023 , 0.338441 , 0.273123 , 0.335318 , 0.375137 , 0.405915 , 0.425778 , 0.339178 , 0.264012 , 0.277446 , 0.240555 , 0.228889 , 0.215771 , 0.276274 , 0.256123 , 0.260503 , 0.293246 , 0.296608 , 0.345362 , 0.31624 , 0.357561 , 0.251483 , 0.366503 
