  time  ,:45:38 A,:45:46 A,:45:51 A,:45:59 A,:46:09 A,:47:51 A,:47:57 A,:48:03 A,:48:08 A,:48:13 A,:49:27 A,:49:34 A,:49:39 A,:49:45 A,:49:52 A,:50:33 A,:50:39 A,:50:47 A,:51:01 A,:51:07 A,:51:55 A,:52:02 A,:52:14 A,:52:24 A,:52:32 A,:53:47 A,:53:52 A,:53:58 A,:54:04 A,:54:09 A,:54:36 A,:54:42 A,:54:50 A,:54:57 A,:55:02 A,:55:52 A,:55:59 A,:56:06 A,:56:11 A,:56:19 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 451 , 0.063157 , 0.058068 , 0.055455 , 0.066834 , 0.067183 , 0.057931 , 0.045849 , 0.069392 , 0.07045 , 0.110626 , 0.050518 , 0.079222 , 0.0798 , 0.075125 , 0.053785 , 0.056284 , 0.128452 , 0.075365 , 0.072409 , 0.084764 , 0.068459 , 0.031568 , 0.033439 , 0.050403 , 0.035533 , 0.058018 , 0.075294 , 0.045963 , 0.056104 , 0.061711 , 0.044048 , 0.031819 , 0.024591 , 0.04731 , 0.045058 , 0.047883 , 0.04748 , 0.039172 , 0.04329 , 0.031633 
 452 , 0.06347 , 0.058381 , 0.055791 , 0.06725 , 0.067561 , 0.058332 , 0.046164 , 0.069819 , 0.070926 , 0.111287 , 0.050936 , 0.079811 , 0.08058 , 0.075867 , 0.054334 , 0.05681 , 0.129034 , 0.07584 , 0.072846 , 0.085298 , 0.068979 , 0.031809 , 0.033641 , 0.050773 , 0.035807 , 0.058338 , 0.075813 , 0.04624 , 0.056423 , 0.062117 , 0.044277 , 0.032 , 0.02468 , 0.04762 , 0.045351 , 0.048166 , 0.047817 , 0.039363 , 0.043535 , 0.031814 
 453 , 0.063732 , 0.05864 , 0.056084 , 0.06763 , 0.06788 , 0.058662 , 0.046429 , 0.070203 , 0.071315 , 0.111824 , 0.051303 , 0.080315 , 0.081247 , 0.076515 , 0.054819 , 0.057267 , 0.129502 , 0.076243 , 0.073212 , 0.08575 , 0.069439 , 0.031989 , 0.033804 , 0.051085 , 0.036044 , 0.058608 , 0.076243 , 0.046473 , 0.056689 , 0.062462 , 0.044467 , 0.032141 , 0.02476 , 0.047896 , 0.045595 , 0.048403 , 0.048108 , 0.039517 , 0.043742 , 0.031961 
 454 , 0.063843 , 0.058729 , 0.056237 , 0.067888 , 0.068007 , 0.058788 , 0.046534 , 0.070451 , 0.071482 , 0.112001 , 0.051502 , 0.080587 , 0.081608 , 0.076901 , 0.055129 , 0.057523 , 0.129668 , 0.076444 , 0.073361 , 0.085951 , 0.069707 , 0.031989 , 0.033868 , 0.051215 , 0.036175 , 0.058745 , 0.076423 , 0.046556 , 0.056801 , 0.062616 , 0.044564 , 0.032174 , 0.024806 , 0.04806 , 0.045715 , 0.048511 , 0.04825 , 0.039596 , 0.043863 , 0.032027 
 455 , 0.063957 , 0.05882 , 0.056392 , 0.068147 , 0.068137 , 0.058912 , 0.046637 , 0.070694 , 0.071646 , 0.112178 , 0.051709 , 0.080865 , 0.081974 , 0.077291 , 0.055446 , 0.057787 , 0.129833 , 0.076648 , 0.073517 , 0.086159 , 0.069975 , 0.031989 , 0.033936 , 0.051347 , 0.036304 , 0.058879 , 0.076604 , 0.046637 , 0.056922 , 0.062767 , 0.044664 , 0.032211 , 0.024852 , 0.048222 , 0.045837 , 0.048616 , 0.048395 , 0.039667 , 0.043982 , 0.032092 
 456 , 0.064067 , 0.058914 , 0.05655 , 0.068413 , 0.068262 , 0.059032 , 0.046738 , 0.070944 , 0.071811 , 0.112356 , 0.051908 , 0.081138 , 0.082339 , 0.077676 , 0.055758 , 0.058041 , 0.129998 , 0.076852 , 0.073669 , 0.086362 , 0.070244 , 0.031988 , 0.034002 , 0.051477 , 0.036436 , 0.059016 , 0.076782 , 0.046722 , 0.05704 , 0.06292 , 0.044761 , 0.032246 , 0.024896 , 0.048386 , 0.045952 , 0.048725 , 0.048536 , 0.039742 , 0.044099 , 0.032155 
 457 , 0.06416 , 0.058978 , 0.056651 , 0.068536 , 0.068349 , 0.059145 , 0.046819 , 0.071031 , 0.071985 , 0.112497 , 0.051984 , 0.081339 , 0.082605 , 0.077966 , 0.055969 , 0.058244 , 0.130068 , 0.077 , 0.073787 , 0.086505 , 0.070441 , 0.032037 , 0.034016 , 0.051577 , 0.036542 , 0.059123 , 0.076904 , 0.046787 , 0.057123 , 0.063007 , 0.044818 , 0.032268 , 0.024877 , 0.048455 , 0.046036 , 0.048723 , 0.048632 , 0.039728 , 0.044164 , 0.032171 
 458 , 0.064253 , 0.059039 , 0.056747 , 0.06865 , 0.068436 , 0.059253 , 0.046901 , 0.071097 , 0.07216 , 0.112634 , 0.052051 , 0.081531 , 0.082861 , 0.078245 , 0.05617 , 0.058435 , 0.130125 , 0.07715 , 0.073912 , 0.086643 , 0.070627 , 0.032087 , 0.034026 , 0.051672 , 0.036644 , 0.059226 , 0.077016 , 0.046848 , 0.057196 , 0.063089 , 0.044871 , 0.03229 , 0.024848 , 0.04852 , 0.04611 , 0.048707 , 0.048723 , 0.039716 , 0.044225 , 0.032177 
 459 , 0.064344 , 0.059103 , 0.056842 , 0.068766 , 0.068522 , 0.059358 , 0.046981 , 0.071161 , 0.072332 , 0.112768 , 0.052116 , 0.081724 , 0.083123 , 0.078531 , 0.056373 , 0.058624 , 0.13019 , 0.077296 , 0.07404 , 0.086784 , 0.07082 , 0.03214 , 0.034035 , 0.05177 , 0.036743 , 0.059332 , 0.077131 , 0.046907 , 0.057278 , 0.063168 , 0.044922 , 0.032311 , 0.024824 , 0.048583 , 0.046183 , 0.048689 , 0.048817 , 0.039696 , 0.044289 , 0.032183 
 460 , 0.06427 , 0.059058 , 0.056833 , 0.068762 , 0.068481 , 0.059344 , 0.046943 , 0.071167 , 0.07239 , 0.11277 , 0.052129 , 0.081777 , 0.083239 , 0.078673 , 0.056494 , 0.058724 , 0.130076 , 0.077322 , 0.074027 , 0.086793 , 0.070875 , 0.032143 , 0.033986 , 0.051779 , 0.036778 , 0.059344 , 0.077147 , 0.046879 , 0.057257 , 0.063163 , 0.044904 , 0.032265 , 0.024764 , 0.048601 , 0.04618 , 0.048649 , 0.048834 , 0.039644 , 0.044294 , 0.032169 
 461 , 0.064045 , 0.058914 , 0.056728 , 0.068649 , 0.068322 , 0.05922 , 0.046804 , 0.071114 , 0.072337 , 0.112645 , 0.052098 , 0.081708 , 0.08323 , 0.078695 , 0.056549 , 0.05874 , 0.129818 , 0.077225 , 0.073885 , 0.086691 , 0.070814 , 0.032096 , 0.033893 , 0.051719 , 0.036742 , 0.059273 , 0.077062 , 0.046772 , 0.057155 , 0.063081 , 0.044813 , 0.03217 , 0.024679 , 0.048563 , 0.046098 , 0.048579 , 0.048779 , 0.039561 , 0.044254 , 0.032128 
 462 , 0.063814 , 0.058764 , 0.056632 , 0.068533 , 0.068161 , 0.059094 , 0.046658 , 0.071058 , 0.072284 , 0.112525 , 0.052064 , 0.081634 , 0.083222 , 0.078711 , 0.056606 , 0.058753 , 0.129555 , 0.077124 , 0.073745 , 0.086585 , 0.070749 , 0.032053 , 0.033798 , 0.051655 , 0.03671 , 0.059204 , 0.076977 , 0.046663 , 0.057051 , 0.062996 , 0.04472 , 0.032069 , 0.024589 , 0.048528 , 0.046019 , 0.048507 , 0.048727 , 0.039481 , 0.044212 , 0.03209 
 463 , 0.063589 , 0.05861 , 0.056511 , 0.068408 , 0.068007 , 0.058954 , 0.04652 , 0.07097 , 0.07221 , 0.11236 , 0.05201 , 0.081544 , 0.08319 , 0.078711 , 0.056636 , 0.05874 , 0.129262 , 0.077013 , 0.07359 , 0.086461 , 0.070673 , 0.032003 , 0.033701 , 0.051583 , 0.03667 , 0.05911 , 0.076867 , 0.046551 , 0.056943 , 0.062897 , 0.044624 , 0.031977 , 0.024497 , 0.048479 , 0.045937 , 0.048427 , 0.048661 , 0.039389 , 0.044155 , 0.03204 
 464 , 0.063387 , 0.058412 , 0.056295 , 0.068232 , 0.067869 , 0.058754 , 0.046409 , 0.070726 , 0.072077 , 0.112011 , 0.051875 , 0.081358 , 0.083051 , 0.078625 , 0.056565 , 0.058609 , 0.128818 , 0.076829 , 0.073361 , 0.08627 , 0.070556 , 0.031911 , 0.033567 , 0.051471 , 0.036595 , 0.058925 , 0.076679 , 0.046456 , 0.056808 , 0.062709 , 0.044509 , 0.03189 , 0.0244 , 0.04835 , 0.045855 , 0.048304 , 0.048557 , 0.039256 , 0.044038 , 0.031931 
 465 , 0.063177 , 0.058218 , 0.056079 , 0.068052 , 0.067734 , 0.058553 , 0.046301 , 0.07048 , 0.071941 , 0.111658 , 0.051743 , 0.081173 , 0.082912 , 0.078545 , 0.05649 , 0.058475 , 0.128374 , 0.076647 , 0.073129 , 0.086085 , 0.070444 , 0.031817 , 0.033437 , 0.051357 , 0.036518 , 0.058743 , 0.076488 , 0.046358 , 0.05667 , 0.062523 , 0.044393 , 0.031802 , 0.024303 , 0.048219 , 0.045771 , 0.048183 , 0.048456 , 0.039126 , 0.043925 , 0.031827 
 466 , 0.062974 , 0.058022 , 0.055865 , 0.067876 , 0.0676 , 0.058354 , 0.046191 , 0.070237 , 0.071801 , 0.111312 , 0.051608 , 0.08099 , 0.082768 , 0.07846 , 0.056417 , 0.058344 , 0.127932 , 0.076467 , 0.072899 , 0.085896 , 0.070329 , 0.031727 , 0.033312 , 0.051245 , 0.036445 , 0.058564 , 0.076298 , 0.046262 , 0.056535 , 0.062341 , 0.044279 , 0.031717 , 0.024204 , 0.048087 , 0.045695 , 0.048066 , 0.048358 , 0.038995 , 0.043809 , 0.031717 
 467 , 0.062859 , 0.05785 , 0.055735 , 0.067772 , 0.067472 , 0.058278 , 0.046134 , 0.070142 , 0.071718 , 0.111119 , 0.05156 , 0.080856 , 0.082718 , 0.078405 , 0.056335 , 0.058308 , 0.127621 , 0.076371 , 0.072791 , 0.085784 , 0.070284 , 0.031676 , 0.033248 , 0.051173 , 0.036396 , 0.058476 , 0.076193 , 0.046134 , 0.056457 , 0.062229 , 0.044156 , 0.031641 , 0.024109 , 0.047985 , 0.045569 , 0.047939 , 0.048321 , 0.038898 , 0.043713 , 0.031636 
 468 , 0.062773 , 0.057684 , 0.055623 , 0.06768 , 0.067346 , 0.058231 , 0.046082 , 0.07008 , 0.071645 , 0.110962 , 0.051531 , 0.08074 , 0.08269 , 0.07835 , 0.056251 , 0.058291 , 0.127339 , 0.076299 , 0.072703 , 0.085693 , 0.070252 , 0.031635 , 0.033204 , 0.051106 , 0.036344 , 0.058408 , 0.076106 , 0.046006 , 0.056392 , 0.062135 , 0.044031 , 0.031569 , 0.024013 , 0.04789 , 0.045439 , 0.047809 , 0.0483 , 0.03881 , 0.043621 , 0.031559 
 469 , 0.06268 , 0.057516 , 0.055509 , 0.067591 , 0.067218 , 0.058177 , 0.046029 , 0.070017 , 0.071575 , 0.110807 , 0.0515 , 0.080617 , 0.082659 , 0.078302 , 0.056165 , 0.058278 , 0.127054 , 0.076219 , 0.072619 , 0.085599 , 0.070224 , 0.031592 , 0.03316 , 0.051042 , 0.036297 , 0.058338 , 0.076018 , 0.045873 , 0.056326 , 0.062045 , 0.043906 , 0.031501 , 0.023922 , 0.047789 , 0.045308 , 0.047683 , 0.048278 , 0.038727 , 0.043528 , 0.031481 
 470 , 0.062659 , 0.057507 , 0.055521 , 0.067646 , 0.067209 , 0.058216 , 0.046046 , 0.070099 , 0.071622 , 0.110857 , 0.051545 , 0.080676 , 0.082767 , 0.078403 , 0.056205 , 0.058351 , 0.126998 , 0.076297 , 0.072663 , 0.085662 , 0.070335 , 0.031579 , 0.033142 , 0.051098 , 0.036334 , 0.058372 , 0.076061 , 0.04586 , 0.056346 , 0.062046 , 0.043889 , 0.031498 , 0.023893 , 0.04779 , 0.045292 , 0.047659 , 0.048333 , 0.038707 , 0.043542 , 0.031468 
 471 , 0.062735 , 0.057694 , 0.055678 , 0.067862 , 0.06735 , 0.058367 , 0.046143 , 0.070356 , 0.071818 , 0.111145 , 0.051677 , 0.080956 , 0.083042 , 0.078689 , 0.056402 , 0.058528 , 0.127225 , 0.076548 , 0.072869 , 0.085928 , 0.070612 , 0.031606 , 0.03316 , 0.051295 , 0.036487 , 0.058543 , 0.076272 , 0.045992 , 0.056457 , 0.062162 , 0.044012 , 0.031581 , 0.023941 , 0.047917 , 0.045409 , 0.047772 , 0.048465 , 0.038774 , 0.043675 , 0.031541 
 472 , 0.062811 , 0.057881 , 0.055835 , 0.068084 , 0.06749 , 0.058519 , 0.04624 , 0.070607 , 0.072009 , 0.111434 , 0.051809 , 0.081232 , 0.083323 , 0.07898 , 0.056604 , 0.05871 , 0.127452 , 0.076804 , 0.073079 , 0.086198 , 0.070893 , 0.031629 , 0.033177 , 0.051487 , 0.03664 , 0.05871 , 0.076477 , 0.046125 , 0.056574 , 0.062278 , 0.044134 , 0.031664 , 0.023995 , 0.048039 , 0.045526 , 0.047879 , 0.048597 , 0.038842 , 0.043812 , 0.031614 
 473 , 0.062903 , 0.058068 , 0.056007 , 0.06831 , 0.067647 , 0.058681 , 0.046348 , 0.070869 , 0.072231 , 0.111748 , 0.051957 , 0.081533 , 0.083614 , 0.079282 , 0.056821 , 0.058902 , 0.127705 , 0.077075 , 0.073301 , 0.086479 , 0.071185 , 0.031667 , 0.033205 , 0.05169 , 0.036794 , 0.058897 , 0.076709 , 0.046262 , 0.056701 , 0.062415 , 0.044267 , 0.031753 , 0.024043 , 0.048172 , 0.045654 , 0.048001 , 0.04874 , 0.03891 , 0.043955 , 0.031693 
 474 , 0.063213 , 0.058279 , 0.056294 , 0.06865 , 0.06802 , 0.058955 , 0.046603 , 0.071175 , 0.072712 , 0.112336 , 0.052237 , 0.082029 , 0.084085 , 0.079726 , 0.057196 , 0.059262 , 0.128305 , 0.077534 , 0.073674 , 0.086938 , 0.071608 , 0.031848 , 0.03337 , 0.05195 , 0.036973 , 0.059247 , 0.077151 , 0.046477 , 0.056999 , 0.062739 , 0.044507 , 0.031889 , 0.024118 , 0.048433 , 0.045888 , 0.048241 , 0.048987 , 0.039054 , 0.044169 , 0.031853 
 475 , 0.063517 , 0.058488 , 0.056587 , 0.068991 , 0.068394 , 0.059231 , 0.046853 , 0.071482 , 0.073201 , 0.112927 , 0.052519 , 0.082526 , 0.084563 , 0.080176 , 0.057573 , 0.059625 , 0.128904 , 0.077997 , 0.07405 , 0.087393 , 0.072038 , 0.032034 , 0.03353 , 0.05221 , 0.037149 , 0.0596 , 0.077598 , 0.046691 , 0.0573 , 0.063062 , 0.044755 , 0.032024 , 0.024195 , 0.048693 , 0.046115 , 0.048485 , 0.049228 , 0.039201 , 0.044381 , 0.032014 
 476 , 0.063822 , 0.058697 , 0.056877 , 0.069327 , 0.068769 , 0.059503 , 0.047108 , 0.07179 , 0.073691 , 0.11352 , 0.052801 , 0.083024 , 0.085036 , 0.080626 , 0.057951 , 0.059984 , 0.129504 , 0.078462 , 0.074426 , 0.08785 , 0.072465 , 0.032215 , 0.033695 , 0.052467 , 0.03733 , 0.059949 , 0.078041 , 0.046911 , 0.057602 , 0.063391 , 0.045 , 0.032159 , 0.024271 , 0.048954 , 0.046348 , 0.048725 , 0.049476 , 0.039347 , 0.044594 , 0.032174 
 477 , 0.064032 , 0.0589 , 0.057046 , 0.069596 , 0.069073 , 0.059744 , 0.047275 , 0.072116 , 0.074042 , 0.114025 , 0.053011 , 0.083411 , 0.085449 , 0.081064 , 0.058245 , 0.060252 , 0.129995 , 0.078808 , 0.074743 , 0.088239 , 0.072848 , 0.032372 , 0.033805 , 0.052711 , 0.037499 , 0.060181 , 0.078401 , 0.047102 , 0.057853 , 0.063661 , 0.045181 , 0.032255 , 0.024339 , 0.049155 , 0.046507 , 0.04889 , 0.049693 , 0.039511 , 0.044765 , 0.03228 
 478 , 0.064197 , 0.059091 , 0.057162 , 0.069837 , 0.069349 , 0.059972 , 0.047413 , 0.072454 , 0.074343 , 0.114497 , 0.053186 , 0.08376 , 0.085832 , 0.0815 , 0.058501 , 0.060481 , 0.130435 , 0.079102 , 0.07504 , 0.088586 , 0.073207 , 0.032524 , 0.033893 , 0.052947 , 0.03766 , 0.060369 , 0.078726 , 0.047286 , 0.058088 , 0.063907 , 0.045347 , 0.03233 , 0.024404 , 0.049322 , 0.04664 , 0.049032 , 0.049898 , 0.039676 , 0.044914 , 0.032366 
 479 , 0.064362 , 0.059288 , 0.057278 , 0.070079 , 0.06962 , 0.060196 , 0.047553 , 0.072788 , 0.074644 , 0.11497 , 0.053367 , 0.08411 , 0.086221 , 0.081932 , 0.058757 , 0.060711 , 0.130877 , 0.079402 , 0.075338 , 0.088939 , 0.073573 , 0.032671 , 0.033987 , 0.053183 , 0.037827 , 0.060558 , 0.07905 , 0.047471 , 0.058324 , 0.064148 , 0.045508 , 0.032411 , 0.02447 , 0.049496 , 0.046767 , 0.049174 , 0.050108 , 0.039841 , 0.045064 , 0.032451 
 480 , 0.064477 , 0.059418 , 0.057365 , 0.070252 , 0.069797 , 0.060327 , 0.04765 , 0.073009 , 0.074836 , 0.115236 , 0.053501 , 0.084317 , 0.086477 , 0.082209 , 0.058943 , 0.060878 , 0.131125 , 0.07961 , 0.075536 , 0.089173 , 0.073826 , 0.032757 , 0.034023 , 0.053337 , 0.037944 , 0.060684 , 0.079248 , 0.047604 , 0.058468 , 0.064289 , 0.045607 , 0.032461 , 0.024506 , 0.049605 , 0.046843 , 0.049273 , 0.050248 , 0.03994 , 0.045168 , 0.032512 
 481 , 0.064498 , 0.059443 , 0.057402 , 0.070316 , 0.069807 , 0.060303 , 0.047679 , 0.07303 , 0.074857 , 0.115149 , 0.053563 , 0.08429 , 0.086515 , 0.082213 , 0.059005 , 0.060929 , 0.131057 , 0.079668 , 0.075565 , 0.089208 , 0.073895 , 0.032727 , 0.033975 , 0.05336 , 0.037981 , 0.0607 , 0.07924 , 0.047638 , 0.05845 , 0.064248 , 0.045597 , 0.032458 , 0.024486 , 0.049608 , 0.046834 , 0.049292 , 0.05028 , 0.03991 , 0.045199 , 0.032529 
 482 , 0.064522 , 0.059472 , 0.057441 , 0.070379 , 0.069821 , 0.060284 , 0.047706 , 0.073049 , 0.074876 , 0.115061 , 0.053625 , 0.084256 , 0.086556 , 0.082216 , 0.059061 , 0.060984 , 0.130983 , 0.079729 , 0.075597 , 0.089246 , 0.073963 , 0.032703 , 0.033926 , 0.053386 , 0.038022 , 0.06072 , 0.079231 , 0.047676 , 0.058436 , 0.064207 , 0.04559 , 0.032454 , 0.02447 , 0.04961 , 0.046823 , 0.049315 , 0.050315 , 0.039885 , 0.045224 , 0.03255 
 483 , 0.064545 , 0.0595 , 0.05748 , 0.070441 , 0.069834 , 0.060264 , 0.047738 , 0.073073 , 0.074895 , 0.114976 , 0.053685 , 0.084227 , 0.086595 , 0.082218 , 0.05912 , 0.061043 , 0.130913 , 0.079788 , 0.075628 , 0.089283 , 0.074034 , 0.032678 , 0.033877 , 0.053407 , 0.038057 , 0.06074 , 0.079222 , 0.047718 , 0.058422 , 0.064166 , 0.045583 , 0.032455 , 0.024449 , 0.049616 , 0.046807 , 0.049338 , 0.050345 , 0.039859 , 0.045254 , 0.032566 
 484 , 0.06456 , 0.059499 , 0.057495 , 0.07052 , 0.069869 , 0.060347 , 0.047766 , 0.073134 , 0.075017 , 0.115056 , 0.053751 , 0.084363 , 0.086674 , 0.082314 , 0.059181 , 0.061098 , 0.130933 , 0.079862 , 0.075638 , 0.089394 , 0.074164 , 0.032717 , 0.033928 , 0.053473 , 0.038081 , 0.06075 , 0.079286 , 0.04775 , 0.058434 , 0.064253 , 0.045621 , 0.032485 , 0.02444 , 0.049683 , 0.046832 , 0.04936 , 0.05038 , 0.039847 , 0.045273 , 0.032606 
 485 , 0.064577 , 0.0595 , 0.057508 , 0.070605 , 0.069906 , 0.060431 , 0.047791 , 0.073202 , 0.075139 , 0.115131 , 0.053814 , 0.084498 , 0.086752 , 0.082405 , 0.059234 , 0.061156 , 0.130946 , 0.079934 , 0.075647 , 0.089505 , 0.074294 , 0.032762 , 0.033984 , 0.053538 , 0.038095 , 0.060758 , 0.079356 , 0.047781 , 0.058449 , 0.064336 , 0.045663 , 0.03251 , 0.024434 , 0.049749 , 0.046851 , 0.049387 , 0.050418 , 0.039831 , 0.045286 , 0.032641 
 486 , 0.064598 , 0.059501 , 0.057519 , 0.070683 , 0.069946 , 0.060509 , 0.047821 , 0.073267 , 0.075259 , 0.115204 , 0.053877 , 0.08463 , 0.086828 , 0.082493 , 0.05929 , 0.061216 , 0.130962 , 0.080005 , 0.07566 , 0.089617 , 0.074426 , 0.032806 , 0.03404 , 0.053601 , 0.038119 , 0.06077 , 0.079423 , 0.047816 , 0.058462 , 0.064422 , 0.045699 , 0.03254 , 0.024427 , 0.049818 , 0.046873 , 0.049412 , 0.050455 , 0.039814 , 0.045303 , 0.03268 
 487 , 0.064862 , 0.059782 , 0.057802 , 0.071009 , 0.070283 , 0.060784 , 0.048008 , 0.07362 , 0.075629 , 0.11572 , 0.054145 , 0.085028 , 0.087227 , 0.082883 , 0.059561 , 0.06153 , 0.131397 , 0.080378 , 0.076004 , 0.090058 , 0.074822 , 0.032982 , 0.034174 , 0.05388 , 0.038338 , 0.061009 , 0.079792 , 0.048008 , 0.058724 , 0.064702 , 0.045903 , 0.032691 , 0.024535 , 0.050037 , 0.047086 , 0.049631 , 0.050698 , 0.040001 , 0.045518 , 0.032822 
 488 , 0.065258 , 0.060206 , 0.058229 , 0.071454 , 0.070782 , 0.061149 , 0.04828 , 0.074123 , 0.07612 , 0.116463 , 0.054521 , 0.085562 , 0.08778 , 0.083425 , 0.059935 , 0.061972 , 0.132046 , 0.080901 , 0.076527 , 0.09067 , 0.075358 , 0.033229 , 0.034347 , 0.054275 , 0.038662 , 0.06137 , 0.080314 , 0.048285 , 0.059117 , 0.065072 , 0.046188 , 0.032902 , 0.024694 , 0.050337 , 0.047392 , 0.049956 , 0.051049 , 0.040293 , 0.045837 , 0.033013 
 489 , 0.06565 , 0.060626 , 0.058656 , 0.071895 , 0.071277 , 0.06152 , 0.048548 , 0.074628 , 0.076612 , 0.117202 , 0.054898 , 0.086098 , 0.088333 , 0.083972 , 0.060314 , 0.062414 , 0.132696 , 0.081425 , 0.077049 , 0.091277 , 0.075889 , 0.033475 , 0.03452 , 0.054667 , 0.038982 , 0.061731 , 0.080832 , 0.048558 , 0.0595 , 0.065444 , 0.046478 , 0.033109 , 0.024859 , 0.050638 , 0.047704 , 0.050276 , 0.051401 , 0.040585 , 0.046151 , 0.033204 
 490 , 0.066176 , 0.061137 , 0.059183 , 0.072503 , 0.071924 , 0.062002 , 0.048939 , 0.075237 , 0.07729 , 0.118135 , 0.055358 , 0.086799 , 0.089055 , 0.08469 , 0.060819 , 0.062974 , 0.13363 , 0.082098 , 0.077718 , 0.09204 , 0.076576 , 0.033798 , 0.034794 , 0.055166 , 0.039355 , 0.062224 , 0.081499 , 0.048914 , 0.059994 , 0.065944 , 0.04685 , 0.03337 , 0.025054 , 0.051034 , 0.048074 , 0.050691 , 0.051849 , 0.040941 , 0.046563 , 0.033465 
 491 , 0.067018 , 0.061848 , 0.059938 , 0.073494 , 0.072932 , 0.062745 , 0.04963 , 0.076089 , 0.0784 , 0.119521 , 0.05601 , 0.087902 , 0.090178 , 0.085829 , 0.061625 , 0.063805 , 0.135236 , 0.083133 , 0.078709 , 0.093158 , 0.077614 , 0.034294 , 0.035313 , 0.055894 , 0.039854 , 0.063034 , 0.082505 , 0.049462 , 0.060728 , 0.066729 , 0.04743 , 0.033742 , 0.025309 , 0.051657 , 0.048596 , 0.051312 , 0.052518 , 0.04146 , 0.047202 , 0.033899 
 492 , 0.067859 , 0.062564 , 0.060697 , 0.074492 , 0.073936 , 0.063487 , 0.050314 , 0.076946 , 0.079507 , 0.120903 , 0.056656 , 0.089007 , 0.091297 , 0.086966 , 0.062431 , 0.064635 , 0.136841 , 0.08417 , 0.079701 , 0.094272 , 0.07865 , 0.034794 , 0.03583 , 0.056625 , 0.04035 , 0.063839 , 0.083517 , 0.050013 , 0.061467 , 0.067513 , 0.048008 , 0.034111 , 0.025565 , 0.052278 , 0.049115 , 0.051937 , 0.053192 , 0.041973 , 0.047845 , 0.034325 
 493 , 0.068701 , 0.063283 , 0.061455 , 0.075486 , 0.074936 , 0.064228 , 0.051004 , 0.077797 , 0.080617 , 0.122293 , 0.057305 , 0.090113 , 0.092413 , 0.088099 , 0.063237 , 0.065471 , 0.138451 , 0.085208 , 0.080688 , 0.095387 , 0.079687 , 0.035293 , 0.036346 , 0.057351 , 0.040845 , 0.064644 , 0.084525 , 0.050562 , 0.0622 , 0.068301 , 0.048585 , 0.034482 , 0.025823 , 0.052899 , 0.049637 , 0.05256 , 0.053859 , 0.042488 , 0.048482 , 0.034754 
 494 , 0.069409 , 0.063982 , 0.062097 , 0.07638 , 0.07575 , 0.064953 , 0.051569 , 0.078657 , 0.081419 , 0.123528 , 0.057915 , 0.091075 , 0.093362 , 0.088958 , 0.063894 , 0.066176 , 0.139778 , 0.086082 , 0.081528 , 0.096368 , 0.080603 , 0.03567 , 0.036816 , 0.058039 , 0.04136 , 0.065288 , 0.085385 , 0.051063 , 0.062815 , 0.068985 , 0.049033 , 0.034808 , 0.026071 , 0.053396 , 0.050118 , 0.053123 , 0.054455 , 0.042914 , 0.049007 , 0.035123 
 495 , 0.07011 , 0.064688 , 0.062732 , 0.077271 , 0.076549 , 0.065669 , 0.052131 , 0.079517 , 0.0822 , 0.124758 , 0.058524 , 0.092022 , 0.094295 , 0.089801 , 0.064548 , 0.066878 , 0.141087 , 0.086942 , 0.082355 , 0.097335 , 0.08151 , 0.036041 , 0.037291 , 0.058721 , 0.041878 , 0.065918 , 0.086237 , 0.051566 , 0.063417 , 0.069664 , 0.049475 , 0.035138 , 0.026312 , 0.053885 , 0.05059 , 0.053677 , 0.055042 , 0.043331 , 0.049526 , 0.035486 
 496 , 0.070805 , 0.065387 , 0.06337 , 0.078161 , 0.077353 , 0.066394 , 0.052692 , 0.080382 , 0.082979 , 0.125988 , 0.059131 , 0.092974 , 0.095226 , 0.090649 , 0.0652 , 0.067582 , 0.142396 , 0.087802 , 0.083188 , 0.098308 , 0.082416 , 0.036414 , 0.037759 , 0.059402 , 0.042399 , 0.06655 , 0.087093 , 0.052071 , 0.064021 , 0.070346 , 0.049913 , 0.03546 , 0.02656 , 0.054376 , 0.05106 , 0.05423 , 0.055627 , 0.043745 , 0.050038 , 0.035851 
 497 , 0.07152 , 0.066071 , 0.06404 , 0.079 , 0.078116 , 0.067029 , 0.053204 , 0.081152 , 0.083737 , 0.127033 , 0.059674 , 0.093819 , 0.096075 , 0.091438 , 0.065809 , 0.068243 , 0.143542 , 0.088611 , 0.083931 , 0.0992 , 0.083235 , 0.036794 , 0.038207 , 0.060067 , 0.042892 , 0.067112 , 0.087847 , 0.052524 , 0.064542 , 0.070934 , 0.050346 , 0.035768 , 0.026764 , 0.054811 , 0.051524 , 0.05479 , 0.056209 , 0.044138 , 0.050508 , 0.036208 
