LMAT_00005.spu,LMAT_00004.spu,LMAT_00003.spu,LMAT_00002.spu,LMAT_00001.spu,
Wavelength,LMAT_00140.spu,LMAT_00139.spu,LMAT_00138.spu,LMAT_00137.spu,LMAT_00136.spu,LMAT_00135.spu,LMAT_00134.spu,LMAT_00133.spu,LMAT_00132.spu,LMAT_00131.spu,LMAT_00130.spu,LMAT_00129.spu,LMAT_00128.spu,LMAT_00127.spu,LMAT_00126.spu,LMAT_00125.spu,LMAT_00124.spu,LMAT_00123.spu,LMAT_00122.spu,LMAT_00121.spu,LMAT_00120.spu,LMAT_00119.spu,LMAT_00118.spu,LMAT_00117.spu,LMAT_00116.spu,LMAT_00115.spu,LMAT_00114.spu,LMAT_00113.spu,LMAT_00112.spu,LMAT_00111.spu,LMAT_00110.spu,LMAT_00109.spu,LMAT_00108.spu,LMAT_00107.spu,LMAT_00106.spu,LMAT_00105.spu,LMAT_00104.spu,LMAT_00103.spu,LMAT_00102.spu,LMAT_00101.spu,LMAT_00100.spu,LMAT_00099.spu,LMAT_00098.spu,LMAT_00097.spu,LMAT_00096.spu,LMAT_00095.spu,LMAT_00094.spu,LMAT_00093.spu,LMAT_00092.spu,LMAT_00091.spu,LMAT_00090.spu,LMAT_00089.spu,LMAT_00088.spu,LMAT_00087.spu,LMAT_00086.spu,LMAT_00085.spu,LMAT_00084.spu,LMAT_00083.spu,LMAT_00082.spu,LMAT_00081.spu,LMAT_00080.spu,LMAT_00079.spu,LMAT_00078.spu,LMAT_00077.spu,LMAT_00076.spu,LMAT_00075.spu,LMAT_00074.spu,LMAT_00073.spu,LMAT_00072.spu,LMAT_00071.spu,LMAT_00070.spu,LMAT_00069.spu,LMAT_00068.spu,LMAT_00067.spu,LMAT_00066.spu,LMAT_00065.spu,LMAT_00064.spu,LMAT_00063.spu,LMAT_00062.spu,LMAT_00061.spu,LMAT_00060.spu,LMAT_00059.spu,LMAT_00058.spu,LMAT_00057.spu,LMAT_00056.spu,LMAT_00055.spu,LMAT_00054.spu,LMAT_00053.spu,LMAT_00052.spu,LMAT_00051.spu,LMAT_00050.spu,LMAT_00049.spu,LMAT_00048.spu,LMAT_00047.spu,LMAT_00046.spu,LMAT_00045.spu,LMAT_00044.spu,LMAT_00043.spu,LMAT_00042.spu,LMAT_00041.spu,LMAT_00040.spu,LMAT_00039.spu,LMAT_00038.spu,LMAT_00037.spu,LMAT_00036.spu,LMAT_00035.spu,LMAT_00034.spu,LMAT_00033.spu,LMAT_00032.spu,LMAT_00031.spu,LMAT_00030.spu,LMAT_00029.spu,LMAT_00028.spu,LMAT_00027.spu,LMAT_00026.spu,LMAT_00025.spu,LMAT_00024.spu,LMAT_00023.spu,LMAT_00022.spu,LMAT_00021.spu,LMAT_00020.spu,LMAT_00019.spu,LMAT_00018.spu,LMAT_00017.spu,LMAT_00016.spu,LMAT_00015.spu,LMAT_00014.spu,LMAT_00013.spu,LMAT_00012.spu,LMAT_00011.spu,LMAT_00010.spu,LMAT_00009.spu,LMAT_00008.spu,LMAT_00007.spu,LMAT_00006.spu
  (nm),7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 ,7/13/2018 
  time  ,:01:37 A,:01:26 A,:01:16 A,:01:07 A,:00:58 A,:00:22 A,:00:12 A,:00:04 A,:59:55 A,:59:47 A,:59:08 A,:58:52 A,:58:41 A,:58:30 A,:58:15 A,:57:38 A,:57:24 A,:57:12 A,:56:57 A,:56:45 A,:56:12 A,:56:04 A,:55:55 A,:55:45 A,:55:32 A,:54:55 A,:54:44 A,:54:36 A,:54:26 A,:54:16 A,:53:40 A,:53:30 A,:53:20 A,:53:04 A,:52:51 A,:52:10 A,:52:00 A,:51:51 A,:51:37 A,:50:58 A,:50:22 A,:50:11 A,:50:03 A,:49:56 A,:49:47 A,:47:50 A,:47:37 A,:47:27 A,:47:16 A,:47:04 A,:46:14 A,:46:01 A,:45:52 A,:45:41 A,:45:31 A,:44:49 A,:44:35 A,:44:24 A,:44:11 A,:43:58 A,:43:19 A,:43:08 A,:42:56 A,:42:43 A,:42:30 A,:41:50 A,:41:36 A,:41:24 A,:41:10 A,:40:59 A,:40:15 A,:39:59 A,:39:43 A,:39:30 A,:39:16 A,:38:30 A,:38:20 A,:38:12 A,:38:03 A,:37:54 A,:37:14 A,:36:55 A,:36:45 A,:36:38 A,:36:27 A,:35:55 A,:35:44 A,:35:29 A,:35:20 A,:35:08 A,:33:55 A,:33:43 A,:33:34 A,:33:25 A,:33:14 A,:32:23 A,:32:13 A,:31:53 A,:31:40 A,:31:26 A,:30:48 A,:30:36 A,:30:26 A,:30:10 A,:30:01 A,:29:21 A,:29:09 A,:28:59 A,:28:48 A,:28:38 A,:27:53 A,:27:35 A,:27:25 A,:27:14 A,:26:59 A,:26:06 A,:25:56 A,:25:46 A,:25:35 A,:25:24 A,:24:43 A,:24:32 A,:24:20 A,:24:11 A,:24:02 A,:23:24 A,:23:14 A,:23:05 A,:22:54 A,:22:41 A,:21:42 A,:21:28 A,:21:11 A,:20:58 A,:20:37 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 310 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 311 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 312 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 313 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 315 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
