WSG23_00005.spu,WSG23_00004.spu,WSG23_00003.spu,WSG23_00002.spu,WSG23_00001.spu,
Wavelength,WSG23_00006.spu,WSG23_00007.spu,WSG23_00008.spu,WSG23_00009.spu,WSG23_00010.spu,WSG23_00011.spu,WSG23_00012.spu,WSG23_00013.spu,WSG23_00014.spu,WSG23_00015.spu,WSG23_00016.spu,WSG23_00017.spu,WSG23_00018.spu,WSG23_00019.spu,WSG23_00020.spu,WSG23_00021.spu,WSG23_00022.spu,WSG23_00023.spu,WSG23_00024.spu,WSG23_00025.spu,WSG23_00026.spu,WSG23_00027.spu,WSG23_00028.spu,WSG23_00029.spu,WSG23_00030.spu,WSG23_00031.spu,WSG23_00032.spu,WSG23_00033.spu,WSG23_00034.spu,WSG23_00035.spu,WSG23_00036.spu,WSG23_00037.spu,WSG23_00038.spu,WSG23_00039.spu,WSG23_00040.spu,WSG23_00041.spu,WSG23_00042.spu,WSG23_00043.spu,WSG23_00044.spu,WSG23_00045.spu
 316 , 0.019307 , 0.02192 , 0.034634 , 0.035222 , 0.013478 , 0.018088 , 0.013217 , 0.017677 , 0.015919 , 0.031251 , 0.012247 , 0.015254 , 0.01593 , 0.020084 , 0.013209 , 0.025604 , 0.011663 , 0.044596 , 0.030677 , 0.032579 , 0.020225 , 0.008291 , 0.014631 , 0.021012 , 0.019814 , 0.014306 , 0.014231 , 0.01516 , 0.018324 , 0.020522 , 0.020042 , 0.019728 , 0.018406 , 0.017002 , 0.014713 , 0.027265 , 0.023572 , 0.028958 , 0.019877 , 0.022394 
 317 , 0.015951 , 0.024168 , 0.033523 , 0.030748 , 0.011119 , 0.017047 , 0.011993 , 0.017494 , 0.016204 , 0.030159 , 0.013322 , 0.013844 , 0.015175 , 0.019977 , 0.013121 , 0.02337 , 0.012269 , 0.044044 , 0.030599 , 0.031232 , 0.019923 , 0.009771 , 0.015464 , 0.021536 , 0.018093 , 0.013513 , 0.014696 , 0.014847 , 0.018294 , 0.02041 , 0.018186 , 0.017847 , 0.017181 , 0.01772 , 0.015768 , 0.025251 , 0.0237 , 0.029175 , 0.02057 , 0.021886 
 318 , 0.01348 , 0.02591 , 0.032683 , 0.027549 , 0.009623 , 0.016342 , 0.011147 , 0.01725 , 0.016413 , 0.029495 , 0.01405 , 0.012986 , 0.014645 , 0.019876 , 0.013238 , 0.021749 , 0.012808 , 0.043456 , 0.030367 , 0.03015 , 0.019536 , 0.010791 , 0.016133 , 0.02176 , 0.016701 , 0.012943 , 0.01516 , 0.014714 , 0.018223 , 0.020183 , 0.016914 , 0.016567 , 0.016245 , 0.018103 , 0.016689 , 0.023673 , 0.023819 , 0.029138 , 0.021096 , 0.021387 
 319 , 0.014306 , 0.025758 , 0.0326 , 0.028771 , 0.01214 , 0.016977 , 0.011703 , 0.016241 , 0.016247 , 0.030752 , 0.013303 , 0.014676 , 0.014965 , 0.019607 , 0.014773 , 0.022224 , 0.013437 , 0.041845 , 0.028803 , 0.029317 , 0.018071 , 0.009931 , 0.016481 , 0.019969 , 0.015941 , 0.013122 , 0.016021 , 0.01558 , 0.017777 , 0.018909 , 0.017968 , 0.017662 , 0.016021 , 0.016677 , 0.017404 , 0.023004 , 0.023918 , 0.027298 , 0.021115 , 0.020229 
 320 , 0.014884 , 0.025609 , 0.032518 , 0.029759 , 0.014086 , 0.017469 , 0.012168 , 0.015482 , 0.016126 , 0.0317 , 0.01273 , 0.016032 , 0.015191 , 0.019388 , 0.015942 , 0.022607 , 0.013901 , 0.040565 , 0.027593 , 0.02871 , 0.01694 , 0.009264 , 0.016772 , 0.018582 , 0.015345 , 0.01326 , 0.016654 , 0.016251 , 0.017429 , 0.017912 , 0.018767 , 0.01851 , 0.015855 , 0.015567 , 0.017953 , 0.022495 , 0.023963 , 0.025873 , 0.021217 , 0.019352 
 321 , 0.015292 , 0.025464 , 0.032433 , 0.030582 , 0.015633 , 0.017859 , 0.012571 , 0.014897 , 0.016034 , 0.032431 , 0.012281 , 0.017152 , 0.015353 , 0.019203 , 0.016858 , 0.022922 , 0.014253 , 0.039514 , 0.026627 , 0.028258 , 0.016041 , 0.008732 , 0.017021 , 0.017475 , 0.014863 , 0.013369 , 0.017133 , 0.016784 , 0.01715 , 0.017107 , 0.019387 , 0.019183 , 0.015729 , 0.014675 , 0.018387 , 0.022096 , 0.023974 , 0.024732 , 0.021373 , 0.018666 
 322 , 0.014818 , 0.02317 , 0.030632 , 0.028883 , 0.015912 , 0.016394 , 0.011819 , 0.014047 , 0.015275 , 0.030875 , 0.011404 , 0.015106 , 0.014644 , 0.018018 , 0.015614 , 0.021887 , 0.013666 , 0.037433 , 0.025683 , 0.02659 , 0.014686 , 0.008419 , 0.015849 , 0.015466 , 0.013995 , 0.012954 , 0.016209 , 0.015729 , 0.016122 , 0.014795 , 0.017549 , 0.017962 , 0.014568 , 0.013027 , 0.016848 , 0.020033 , 0.021675 , 0.022821 , 0.019374 , 0.016848 
 323 , 0.014176 , 0.020667 , 0.028667 , 0.026774 , 0.015758 , 0.014667 , 0.010876 , 0.013255 , 0.014445 , 0.028949 , 0.010556 , 0.012568 , 0.013813 , 0.016753 , 0.013991 , 0.020652 , 0.012919 , 0.035394 , 0.024894 , 0.024854 , 0.01343 , 0.008208 , 0.014484 , 0.013547 , 0.013157 , 0.012451 , 0.015048 , 0.014415 , 0.015055 , 0.012455 , 0.015354 , 0.016427 , 0.013315 , 0.011443 , 0.015031 , 0.017862 , 0.019124 , 0.021006 , 0.017139 , 0.015031 
 324 , 0.013666 , 0.018687 , 0.027142 , 0.025089 , 0.015572 , 0.013299 , 0.010115 , 0.012596 , 0.013764 , 0.027423 , 0.009878 , 0.010582 , 0.013158 , 0.015751 , 0.012706 , 0.019663 , 0.012325 , 0.033761 , 0.024264 , 0.023444 , 0.01243 , 0.008024 , 0.013397 , 0.012031 , 0.012489 , 0.012034 , 0.014114 , 0.013373 , 0.014205 , 0.010612 , 0.013621 , 0.015213 , 0.012314 , 0.010192 , 0.013589 , 0.016142 , 0.017108 , 0.019547 , 0.015367 , 0.013589 
 325 , 0.013299 , 0.017494 , 0.026204 , 0.023644 , 0.015324 , 0.012681 , 0.009716 , 0.012202 , 0.013299 , 0.026425 , 0.009427 , 0.009624 , 0.012636 , 0.015147 , 0.011796 , 0.018846 , 0.011838 , 0.032955 , 0.023588 , 0.022902 , 0.011723 , 0.007795 , 0.012593 , 0.011159 , 0.011771 , 0.01196 , 0.013516 , 0.012714 , 0.013682 , 0.009774 , 0.012819 , 0.01446 , 0.012015 , 0.009536 , 0.012622 , 0.015277 , 0.015743 , 0.018792 , 0.0143 , 0.012902 
 326 , 0.013078 , 0.01723 , 0.025953 , 0.022337 , 0.014986 , 0.013022 , 0.009768 , 0.012131 , 0.013078 , 0.026041 , 0.009235 , 0.009932 , 0.012222 , 0.015021 , 0.011277 , 0.01816 , 0.011435 , 0.033199 , 0.022764 , 0.023513 , 0.011325 , 0.007475 , 0.012078 , 0.011061 , 0.010874 , 0.012369 , 0.013302 , 0.012499 , 0.013549 , 0.010224 , 0.013199 , 0.01425 , 0.012661 , 0.009619 , 0.012174 , 0.015479 , 0.015104 , 0.018917 , 0.014056 , 0.013169 
 327 , 0.012914 , 0.01703 , 0.025744 , 0.021278 , 0.014735 , 0.013311 , 0.009817 , 0.012098 , 0.012914 , 0.025717 , 0.009079 , 0.010201 , 0.011893 , 0.014921 , 0.010861 , 0.017605 , 0.011108 , 0.033464 , 0.022093 , 0.024043 , 0.011004 , 0.00722 , 0.011658 , 0.010988 , 0.010145 , 0.012707 , 0.013147 , 0.012334 , 0.013447 , 0.010599 , 0.013526 , 0.014085 , 0.013207 , 0.009697 , 0.011814 , 0.015668 , 0.014583 , 0.019057 , 0.013859 , 0.013384 
 328 , 0.012789 , 0.016875 , 0.025565 , 0.020402 , 0.014546 , 0.01356 , 0.009862 , 0.012091 , 0.012789 , 0.025439 , 0.008949 , 0.010441 , 0.011626 , 0.014842 , 0.01052 , 0.017147 , 0.010839 , 0.033734 , 0.021536 , 0.024509 , 0.01074 , 0.007013 , 0.01131 , 0.010933 , 0.00954 , 0.012992 , 0.013034 , 0.012205 , 0.013369 , 0.010918 , 0.013811 , 0.013955 , 0.013678 , 0.009771 , 0.011519 , 0.015845 , 0.014152 , 0.019204 , 0.013699 , 0.013561 
 329 , 0.012461 , 0.015957 , 0.025158 , 0.020583 , 0.015016 , 0.013386 , 0.009121 , 0.012185 , 0.01224 , 0.024907 , 0.008571 , 0.009938 , 0.010982 , 0.014491 , 0.010282 , 0.016718 , 0.011291 , 0.032859 , 0.021622 , 0.023557 , 0.009923 , 0.006944 , 0.011102 , 0.010341 , 0.009467 , 0.012267 , 0.012661 , 0.01155 , 0.012929 , 0.01077 , 0.012739 , 0.013388 , 0.012959 , 0.009905 , 0.011413 , 0.015177 , 0.013775 , 0.018797 , 0.013029 , 0.012727 
 330 , 0.012173 , 0.015148 , 0.02479 , 0.020768 , 0.015435 , 0.013223 , 0.008459 , 0.012272 , 0.011757 , 0.024442 , 0.008238 , 0.009485 , 0.010421 , 0.014183 , 0.010081 , 0.016351 , 0.011718 , 0.032071 , 0.021727 , 0.022699 , 0.009204 , 0.006891 , 0.010931 , 0.009816 , 0.009418 , 0.011612 , 0.012336 , 0.010974 , 0.012541 , 0.010632 , 0.01178 , 0.012889 , 0.012304 , 0.01002 , 0.011331 , 0.014579 , 0.013457 , 0.018436 , 0.012437 , 0.011977 
 331 , 0.011916 , 0.014449 , 0.024461 , 0.020919 , 0.015783 , 0.013079 , 0.007888 , 0.012341 , 0.011339 , 0.024045 , 0.00795 , 0.009093 , 0.009935 , 0.013921 , 0.009906 , 0.016035 , 0.012103 , 0.031372 , 0.021831 , 0.021958 , 0.008585 , 0.006847 , 0.010789 , 0.009365 , 0.009366 , 0.011048 , 0.012055 , 0.010475 , 0.012203 , 0.010518 , 0.010952 , 0.012459 , 0.01174 , 0.010115 , 0.011263 , 0.01406 , 0.01319 , 0.018125 , 0.011928 , 0.01133 
 332 , 0.011893 , 0.013941 , 0.02387 , 0.020639 , 0.015482 , 0.01305 , 0.007767 , 0.012309 , 0.011191 , 0.023665 , 0.00778 , 0.008879 , 0.009806 , 0.013508 , 0.009788 , 0.015885 , 0.012018 , 0.031008 , 0.021745 , 0.021769 , 0.008149 , 0.006803 , 0.010478 , 0.009149 , 0.009087 , 0.010972 , 0.011896 , 0.010556 , 0.011741 , 0.010431 , 0.010669 , 0.012317 , 0.011498 , 0.009943 , 0.011163 , 0.0138 , 0.012718 , 0.017813 , 0.011665 , 0.010965 
 333 , 0.012005 , 0.013568 , 0.02316 , 0.020122 , 0.014823 , 0.013089 , 0.007914 , 0.012218 , 0.011206 , 0.023316 , 0.007687 , 0.008776 , 0.009887 , 0.013033 , 0.009708 , 0.015838 , 0.011665 , 0.030855 , 0.021552 , 0.021913 , 0.007843 , 0.006759 , 0.010086 , 0.009083 , 0.008688 , 0.011184 , 0.011814 , 0.010969 , 0.011229 , 0.010365 , 0.010716 , 0.01235 , 0.011455 , 0.009623 , 0.01105 , 0.013703 , 0.012159 , 0.017518 , 0.011559 , 0.010786 
 334 , 0.012104 , 0.013237 , 0.022529 , 0.019664 , 0.014246 , 0.013112 , 0.008039 , 0.012134 , 0.011217 , 0.022993 , 0.007605 , 0.008682 , 0.009953 , 0.012613 , 0.009629 , 0.015786 , 0.011352 , 0.030723 , 0.021374 , 0.02204 , 0.007578 , 0.006717 , 0.009743 , 0.009013 , 0.00834 , 0.011358 , 0.011735 , 0.011324 , 0.010783 , 0.010302 , 0.010754 , 0.012372 , 0.011413 , 0.009346 , 0.010947 , 0.013623 , 0.011668 , 0.017251 , 0.011457 , 0.010631 
 335 , 0.012102 , 0.012969 , 0.022157 , 0.019372 , 0.013734 , 0.013152 , 0.008122 , 0.012107 , 0.011252 , 0.022836 , 0.007561 , 0.008602 , 0.01 , 0.012421 , 0.009559 , 0.015688 , 0.011117 , 0.030713 , 0.021315 , 0.022177 , 0.007389 , 0.006666 , 0.009597 , 0.008923 , 0.008106 , 0.011495 , 0.011636 , 0.011551 , 0.010583 , 0.010257 , 0.010771 , 0.012398 , 0.011425 , 0.009162 , 0.010905 , 0.013627 , 0.011329 , 0.017087 , 0.011398 , 0.010517 
 336 , 0.011755 , 0.012799 , 0.022469 , 0.019506 , 0.013234 , 0.013217 , 0.0081 , 0.01225 , 0.011367 , 0.023143 , 0.007614 , 0.008535 , 0.009999 , 0.012881 , 0.009489 , 0.015401 , 0.011073 , 0.031055 , 0.021604 , 0.022389 , 0.00739 , 0.006574 , 0.01003 , 0.008741 , 0.008153 , 0.01156 , 0.01144 , 0.011425 , 0.01111 , 0.010251 , 0.010706 , 0.012442 , 0.011613 , 0.009215 , 0.011043 , 0.013887 , 0.011348 , 0.01718 , 0.011455 , 0.010489 
 337 , 0.011453 , 0.012655 , 0.022759 , 0.019627 , 0.012799 , 0.013303 , 0.008078 , 0.012378 , 0.01147 , 0.023424 , 0.007663 , 0.008479 , 0.01 , 0.013296 , 0.009431 , 0.015153 , 0.011024 , 0.03136 , 0.021862 , 0.022557 , 0.007387 , 0.006492 , 0.010415 , 0.008584 , 0.008197 , 0.011616 , 0.011271 , 0.011316 , 0.011572 , 0.010246 , 0.010657 , 0.012482 , 0.01178 , 0.009262 , 0.011166 , 0.014116 , 0.01137 , 0.017272 , 0.011512 , 0.010466 
 338 , 0.011186 , 0.012531 , 0.023029 , 0.019737 , 0.012417 , 0.013407 , 0.008055 , 0.012492 , 0.011562 , 0.023681 , 0.007706 , 0.008432 , 0.010002 , 0.013673 , 0.00938 , 0.014936 , 0.010972 , 0.031632 , 0.022092 , 0.02269 , 0.007379 , 0.006419 , 0.010759 , 0.008447 , 0.008239 , 0.011666 , 0.011122 , 0.011219 , 0.011982 , 0.010243 , 0.01062 , 0.012519 , 0.011929 , 0.009305 , 0.011276 , 0.014319 , 0.011393 , 0.017362 , 0.011569 , 0.010447 
 339 , 0.011398 , 0.012658 , 0.023101 , 0.02031 , 0.012567 , 0.013197 , 0.007959 , 0.012374 , 0.011518 , 0.023757 , 0.007688 , 0.008261 , 0.010017 , 0.013481 , 0.009517 , 0.01486 , 0.011044 , 0.031521 , 0.02215 , 0.02269 , 0.007413 , 0.006565 , 0.01071 , 0.008244 , 0.007953 , 0.011739 , 0.011133 , 0.011382 , 0.011938 , 0.010305 , 0.010721 , 0.012621 , 0.011869 , 0.009313 , 0.011204 , 0.014062 , 0.011361 , 0.017219 , 0.011495 , 0.010467 
 340 , 0.011675 , 0.012825 , 0.023145 , 0.02092 , 0.012794 , 0.012963 , 0.007863 , 0.012234 , 0.01146 , 0.023809 , 0.007664 , 0.008088 , 0.010039 , 0.013218 , 0.009682 , 0.014823 , 0.011138 , 0.031365 , 0.022184 , 0.022681 , 0.007454 , 0.006741 , 0.010603 , 0.008054 , 0.007645 , 0.011818 , 0.011177 , 0.011588 , 0.011826 , 0.010372 , 0.010842 , 0.01273 , 0.011786 , 0.009315 , 0.011113 , 0.013757 , 0.011327 , 0.017056 , 0.011412 , 0.010495 
 341 , 0.011927 , 0.012981 , 0.023194 , 0.021478 , 0.012996 , 0.012751 , 0.007786 , 0.012114 , 0.011416 , 0.023871 , 0.007645 , 0.007936 , 0.010064 , 0.012987 , 0.00984 , 0.0148 , 0.011236 , 0.031237 , 0.022223 , 0.022694 , 0.007497 , 0.006905 , 0.010507 , 0.007888 , 0.007374 , 0.011904 , 0.011222 , 0.01179 , 0.011732 , 0.01043 , 0.010954 , 0.012835 , 0.011718 , 0.009318 , 0.011035 , 0.013492 , 0.011301 , 0.016912 , 0.011343 , 0.010523 
 342 , 0.011848 , 0.013203 , 0.023117 , 0.021357 , 0.012984 , 0.012636 , 0.007724 , 0.012067 , 0.011364 , 0.023814 , 0.007486 , 0.007949 , 0.01007 , 0.012835 , 0.009834 , 0.014799 , 0.011226 , 0.031203 , 0.022033 , 0.022626 , 0.007477 , 0.006931 , 0.010458 , 0.007864 , 0.007233 , 0.011831 , 0.0112 , 0.011781 , 0.011653 , 0.010394 , 0.011008 , 0.012854 , 0.011624 , 0.00919 , 0.010928 , 0.013354 , 0.011241 , 0.016712 , 0.011217 , 0.010495 
 343 , 0.011429 , 0.013485 , 0.022904 , 0.02054 , 0.012751 , 0.012615 , 0.007673 , 0.012089 , 0.0113 , 0.023627 , 0.007184 , 0.008128 , 0.01005 , 0.012762 , 0.009656 , 0.014812 , 0.011101 , 0.031254 , 0.0216 , 0.022465 , 0.007389 , 0.006811 , 0.010454 , 0.007981 , 0.007222 , 0.011587 , 0.011101 , 0.011546 , 0.011586 , 0.010261 , 0.010997 , 0.012778 , 0.011497 , 0.008926 , 0.010788 , 0.013339 , 0.011146 , 0.01645 , 0.011029 , 0.010408 
 344 , 0.011056 , 0.01373 , 0.022707 , 0.019809 , 0.012542 , 0.012585 , 0.00762 , 0.012098 , 0.011232 , 0.023448 , 0.006915 , 0.008286 , 0.010024 , 0.012694 , 0.009492 , 0.014804 , 0.01099 , 0.031278 , 0.021197 , 0.022309 , 0.007306 , 0.006698 , 0.010445 , 0.008083 , 0.007212 , 0.011361 , 0.011 , 0.011328 , 0.011517 , 0.010143 , 0.010978 , 0.012701 , 0.011377 , 0.008692 , 0.010657 , 0.013311 , 0.011059 , 0.016211 , 0.010858 , 0.010324 
 345 , 0.010755 , 0.013924 , 0.022563 , 0.019225 , 0.012386 , 0.012558 , 0.007576 , 0.012111 , 0.011167 , 0.0233 , 0.006708 , 0.008415 , 0.010006 , 0.012648 , 0.009362 , 0.014786 , 0.010893 , 0.031289 , 0.020863 , 0.022184 , 0.007229 , 0.006607 , 0.010442 , 0.008163 , 0.007209 , 0.011174 , 0.010908 , 0.011133 , 0.011465 , 0.010061 , 0.010961 , 0.012629 , 0.011279 , 0.008507 , 0.01055 , 0.01327 , 0.01099 , 0.016008 , 0.010711 , 0.010244 
 346 , 0.010892 , 0.013823 , 0.022892 , 0.019521 , 0.012655 , 0.012607 , 0.007612 , 0.012265 , 0.011135 , 0.023427 , 0.006924 , 0.00839 , 0.010115 , 0.012804 , 0.009476 , 0.014758 , 0.010854 , 0.031322 , 0.020986 , 0.022322 , 0.007163 , 0.006658 , 0.010527 , 0.008142 , 0.007287 , 0.011239 , 0.010882 , 0.011011 , 0.01158 , 0.010265 , 0.011016 , 0.012615 , 0.011357 , 0.008656 , 0.010618 , 0.013137 , 0.011042 , 0.016009 , 0.010673 , 0.010162 
 347 , 0.011015 , 0.013733 , 0.023186 , 0.019808 , 0.012897 , 0.012655 , 0.007649 , 0.012408 , 0.011111 , 0.023539 , 0.007119 , 0.008367 , 0.010213 , 0.012947 , 0.009581 , 0.014741 , 0.010819 , 0.031357 , 0.021111 , 0.022455 , 0.007107 , 0.006709 , 0.010606 , 0.008121 , 0.007359 , 0.011301 , 0.010866 , 0.010905 , 0.011693 , 0.010453 , 0.011071 , 0.012604 , 0.011434 , 0.008791 , 0.010686 , 0.013023 , 0.011092 , 0.016015 , 0.010646 , 0.010087 
 348 , 0.011126 , 0.013651 , 0.02345 , 0.020089 , 0.013117 , 0.012701 , 0.007686 , 0.012542 , 0.011094 , 0.023639 , 0.007297 , 0.008348 , 0.010305 , 0.013078 , 0.009679 , 0.014734 , 0.010789 , 0.031392 , 0.021239 , 0.022582 , 0.00706 , 0.006759 , 0.010679 , 0.008102 , 0.007425 , 0.011361 , 0.010858 , 0.010811 , 0.011805 , 0.010628 , 0.011126 , 0.012595 , 0.011508 , 0.008913 , 0.010751 , 0.012924 , 0.011139 , 0.016025 , 0.010626 , 0.010019 
 349 , 0.011087 , 0.013555 , 0.023542 , 0.020251 , 0.013292 , 0.012532 , 0.007724 , 0.012495 , 0.011099 , 0.023729 , 0.007362 , 0.008355 , 0.010296 , 0.013086 , 0.009688 , 0.014792 , 0.010772 , 0.031579 , 0.021353 , 0.022588 , 0.007036 , 0.006718 , 0.010637 , 0.008061 , 0.007478 , 0.011288 , 0.010833 , 0.010806 , 0.011776 , 0.010591 , 0.011082 , 0.012515 , 0.011493 , 0.008931 , 0.01069 , 0.012807 , 0.011131 , 0.016002 , 0.010671 , 0.009992 
 350 , 0.010996 , 0.01346 , 0.023566 , 0.020351 , 0.013438 , 0.012297 , 0.007761 , 0.012385 , 0.011112 , 0.023811 , 0.007382 , 0.008371 , 0.010251 , 0.01305 , 0.009662 , 0.014872 , 0.01076 , 0.031811 , 0.021454 , 0.022545 , 0.00702 , 0.006646 , 0.010555 , 0.008016 , 0.007523 , 0.01117 , 0.010801 , 0.010837 , 0.011693 , 0.010478 , 0.011004 , 0.012416 , 0.011445 , 0.008908 , 0.010587 , 0.012692 , 0.011103 , 0.015968 , 0.010732 , 0.009987 
 351 , 0.010914 , 0.013378 , 0.023589 , 0.020432 , 0.013568 , 0.012085 , 0.007793 , 0.012284 , 0.011125 , 0.023887 , 0.007397 , 0.008385 , 0.01021 , 0.013017 , 0.009638 , 0.014947 , 0.010748 , 0.032022 , 0.021547 , 0.022498 , 0.007005 , 0.00658 , 0.01048 , 0.007974 , 0.007565 , 0.011063 , 0.010772 , 0.010868 , 0.011616 , 0.010376 , 0.010933 , 0.012327 , 0.0114 , 0.008886 , 0.010494 , 0.012588 , 0.011079 , 0.015934 , 0.010783 , 0.00999 
