NANT_00010.spu,NANT_00009.spu,NANT_00008.spu,NANT_00007.spu,NANT_00006.spu,
Wavelength,NANT_00016.spu,NANT_00017.spu,NANT_00018.spu,NANT_00019.spu,NANT_00020.spu,NANT_00021.spu,NANT_00022.spu,NANT_00023.spu,NANT_00024.spu,NANT_00025.spu,NANT_00026.spu,NANT_00027.spu,NANT_00028.spu,NANT_00029.spu,NANT_00030.spu,NANT_00031.spu,NANT_00032.spu,NANT_00033.spu,NANT_00034.spu,NANT_00035.spu,NANT_00036.spu,NANT_00037.spu,NANT_00038.spu,NANT_00039.spu,NANT_00040.spu,NANT_00041.spu,NANT_00042.spu,NANT_00043.spu,NANT_00044.spu,NANT_00045.spu,NANT_00046.spu,NANT_00047.spu,NANT_00048.spu,NANT_00049.spu,NANT_00050.spu,NANT_00051.spu,NANT_00052.spu,NANT_00053.spu,NANT_00054.spu,NANT_00055.spu,NANT_00056.spu,NANT_00057.spu,NANT_00058.spu,NANT_00059.spu,NANT_00060.spu,NANT_00061.spu,NANT_00062.spu,NANT_00063.spu,NANT_00064.spu,NANT_00065.spu,NANT_00066.spu,NANT_00067.spu,NANT_00068.spu,NANT_00069.spu,NANT_00070.spu,NANT_00071.spu,NANT_00072.spu,NANT_00073.spu,NANT_00074.spu,NANT_00075.spu
  (nm),7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 
  time  ,:01:07 A,:01:31 A,:01:46 A,:02:01 A,:02:12 A,:03:21 A,:03:36 A,:03:54 A,:04:08 A,:04:22 A,:04:57 A,:05:11 A,:05:26 A,:05:41 A,:05:55 A,:07:37 A,:07:48 A,:07:58 A,:08:15 A,:08:26 A,:10:45 A,:11:05 A,:11:19 A,:11:32 A,:11:47 A,:14:52 A,:15:08 A,:15:22 A,:15:35 A,:15:47 A,:17:29 A,:17:45 A,:17:58 A,:18:15 A,:18:29 A,:20:40 A,:20:53 A,:21:09 A,:21:22 A,:21:34 A,:24:04 A,:24:28 A,:24:46 A,:24:57 A,:25:15 A,:25:59 A,:26:14 A,:26:30 A,:26:47 A,:27:00 A,:27:52 A,:28:07 A,:28:24 A,:28:37 A,:28:58 A,:29:47 A,:30:07 A,:30:25 A,:30:38 A,:30:51 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 472 , 0.034629 , 0.035899 , 0.04377 , 0.027835 , 0.034217 , 0.026322 , 0.035511 , 0.032761 , 0.026168 , 0.034913 , 0.042589 , 0.034524 , 0.029922 , 0.042257 , 0.035212 , 0.046075 , 0.030164 , 0.037161 , 0.045275 , 0.039491 , 0.031734 , 0.041287 , 0.050233 , 0.044725 , 0.038253 , 0.029671 , 0.037 , 0.034411 , 0.037291 , 0.063499 , 0.041473 , 0.050613 , 0.050306 , 0.047887 , 0.047879 , 0.050193 , 0.041085 , 0.03869 , 0.027115 , 0.039904 , 0.041772 , 0.046027 , 0.030059 , 0.050694 , 0.046286 , 0.049627 , 0.056462 , 0.059285 , 0.053089 , 0.058023 , 0.035932 , 0.034104 , 0.029307 , 0.028894 , 0.06845 , 0.04216 , 0.046043 , 0.043786 , 0.039353 , 0.040154 
 473 , 0.034803 , 0.036097 , 0.043979 , 0.027957 , 0.034431 , 0.026444 , 0.035709 , 0.032942 , 0.026266 , 0.035094 , 0.042806 , 0.034681 , 0.030053 , 0.042522 , 0.035385 , 0.046326 , 0.03036 , 0.03736 , 0.045516 , 0.039698 , 0.031874 , 0.041511 , 0.050436 , 0.04499 , 0.038428 , 0.029745 , 0.037182 , 0.034528 , 0.037408 , 0.063771 , 0.041665 , 0.050889 , 0.050509 , 0.048098 , 0.048073 , 0.050452 , 0.04126 , 0.038857 , 0.027237 , 0.04003 , 0.04198 , 0.046269 , 0.030199 , 0.050897 , 0.046487 , 0.049805 , 0.056651 , 0.059539 , 0.053293 , 0.058245 , 0.036017 , 0.034261 , 0.029397 , 0.028961 , 0.068821 , 0.042393 , 0.046269 , 0.043987 , 0.039585 , 0.040281 
 474 , 0.034966 , 0.036252 , 0.044128 , 0.028036 , 0.034578 , 0.026475 , 0.03584 , 0.03305 , 0.026265 , 0.035193 , 0.043004 , 0.034804 , 0.030139 , 0.042705 , 0.035524 , 0.046522 , 0.030422 , 0.037473 , 0.045681 , 0.039859 , 0.031958 , 0.041654 , 0.050565 , 0.045155 , 0.038548 , 0.029767 , 0.037247 , 0.034562 , 0.037457 , 0.063924 , 0.041775 , 0.051083 , 0.05063 , 0.048188 , 0.04818 , 0.05063 , 0.041395 , 0.038969 , 0.027268 , 0.040117 , 0.042082 , 0.046368 , 0.0303 , 0.051026 , 0.046651 , 0.049886 , 0.056759 , 0.059679 , 0.053363 , 0.058328 , 0.036034 , 0.03436 , 0.029427 , 0.02899 , 0.069035 , 0.042543 , 0.046433 , 0.04408 , 0.039745 , 0.040384 
 475 , 0.035136 , 0.036405 , 0.044278 , 0.02812 , 0.034716 , 0.026512 , 0.035977 , 0.033148 , 0.026253 , 0.035282 , 0.043195 , 0.034926 , 0.030222 , 0.042887 , 0.035661 , 0.046719 , 0.03048 , 0.037585 , 0.045838 , 0.04001 , 0.03204 , 0.041788 , 0.050687 , 0.045312 , 0.03866 , 0.029785 , 0.037302 , 0.034586 , 0.037496 , 0.064073 , 0.041877 , 0.051269 , 0.050744 , 0.048279 , 0.048287 , 0.050792 , 0.04153 , 0.039064 , 0.027296 , 0.040188 , 0.042176 , 0.04646 , 0.030391 , 0.051148 , 0.046808 , 0.049968 , 0.056871 , 0.059813 , 0.053419 , 0.058415 , 0.036041 , 0.034457 , 0.029454 , 0.029017 , 0.069229 , 0.042693 , 0.046581 , 0.044165 , 0.039897 , 0.040479 
 476 , 0.035298 , 0.036558 , 0.044427 , 0.028196 , 0.034862 , 0.026548 , 0.036106 , 0.033254 , 0.026249 , 0.035379 , 0.043385 , 0.035047 , 0.030305 , 0.043062 , 0.035799 , 0.046908 , 0.030547 , 0.037689 , 0.045995 , 0.040153 , 0.032123 , 0.041931 , 0.05081 , 0.045478 , 0.038772 , 0.029796 , 0.037358 , 0.034619 , 0.037536 , 0.064213 , 0.041987 , 0.051448 , 0.05085 , 0.048362 , 0.048386 , 0.050955 , 0.041664 , 0.039168 , 0.027316 , 0.040266 , 0.042262 , 0.046552 , 0.030483 , 0.051278 , 0.046964 , 0.050042 , 0.056974 , 0.059939 , 0.053484 , 0.058493 , 0.036057 , 0.034546 , 0.029473 , 0.029045 , 0.069424 , 0.042836 , 0.04673 , 0.04425 , 0.04004 , 0.040573 
 477 , 0.035451 , 0.036719 , 0.044601 , 0.028272 , 0.035032 , 0.026609 , 0.036235 , 0.033352 , 0.026318 , 0.035435 , 0.043575 , 0.035128 , 0.030356 , 0.043228 , 0.035912 , 0.047072 , 0.03063 , 0.037777 , 0.046135 , 0.040289 , 0.032181 , 0.042041 , 0.050916 , 0.045627 , 0.038859 , 0.029815 , 0.037414 , 0.034636 , 0.037559 , 0.064338 , 0.042081 , 0.051578 , 0.050956 , 0.048453 , 0.048477 , 0.051094 , 0.041758 , 0.039231 , 0.027376 , 0.040329 , 0.042356 , 0.046652 , 0.030574 , 0.051393 , 0.04708 , 0.050117 , 0.057045 , 0.060049 , 0.053541 , 0.058556 , 0.036065 , 0.034604 , 0.029516 , 0.02904 , 0.069635 , 0.042978 , 0.046886 , 0.044318 , 0.040168 , 0.040684 
 478 , 0.035602 , 0.036877 , 0.044785 , 0.028347 , 0.035198 , 0.026685 , 0.03636 , 0.033447 , 0.026403 , 0.035473 , 0.043752 , 0.035182 , 0.030389 , 0.043389 , 0.035997 , 0.047222 , 0.03072 , 0.037837 , 0.046261 , 0.040395 , 0.032221 , 0.042146 , 0.051014 , 0.045769 , 0.038934 , 0.029832 , 0.03745 , 0.03465 , 0.037571 , 0.06445 , 0.042146 , 0.051668 , 0.051046 , 0.048529 , 0.048537 , 0.051216 , 0.041831 , 0.039257 , 0.027436 , 0.040379 , 0.042428 , 0.046745 , 0.030663 , 0.051506 , 0.047157 , 0.050175 , 0.05709 , 0.060132 , 0.053588 , 0.058591 , 0.036054 , 0.034642 , 0.02955 , 0.029025 , 0.06984 , 0.043098 , 0.047036 , 0.044373 , 0.040274 , 0.040774 
 479 , 0.035752 , 0.037026 , 0.04496 , 0.028423 , 0.035373 , 0.026753 , 0.036486 , 0.033543 , 0.026487 , 0.035518 , 0.043928 , 0.035236 , 0.030414 , 0.043541 , 0.036091 , 0.047363 , 0.030809 , 0.037905 , 0.046387 , 0.040501 , 0.032261 , 0.042243 , 0.051104 , 0.045903 , 0.039001 , 0.029842 , 0.037494 , 0.034663 , 0.037574 , 0.064553 , 0.042219 , 0.051765 , 0.051136 , 0.048605 , 0.048596 , 0.051338 , 0.041896 , 0.039292 , 0.027495 , 0.040437 , 0.042509 , 0.046831 , 0.030753 , 0.051612 , 0.047242 , 0.050233 , 0.057135 , 0.060223 , 0.053644 , 0.058635 , 0.036042 , 0.034679 , 0.029592 , 0.029003 , 0.070036 , 0.043218 , 0.047185 , 0.044428 , 0.040372 , 0.040872 
 480 , 0.035885 , 0.037176 , 0.045127 , 0.028499 , 0.035531 , 0.026829 , 0.036603 , 0.03366 , 0.026555 , 0.035579 , 0.044095 , 0.035305 , 0.030466 , 0.043692 , 0.036176 , 0.047498 , 0.030894 , 0.037974 , 0.046498 , 0.040611 , 0.032313 , 0.042345 , 0.051175 , 0.04603 , 0.039071 , 0.029845 , 0.037531 , 0.034676 , 0.037571 , 0.064626 , 0.042288 , 0.051852 , 0.051207 , 0.048675 , 0.048651 , 0.051449 , 0.041966 , 0.039337 , 0.027539 , 0.040474 , 0.042579 , 0.046917 , 0.030829 , 0.051691 , 0.047312 , 0.05028 , 0.057159 , 0.060296 , 0.053683 , 0.058659 , 0.036031 , 0.034724 , 0.029612 , 0.029007 , 0.070215 , 0.043345 , 0.04732 , 0.044474 , 0.040466 , 0.040926 
 481 , 0.03599 , 0.037303 , 0.045254 , 0.02858 , 0.03566 , 0.026904 , 0.036691 , 0.033775 , 0.026582 , 0.035652 , 0.044206 , 0.035378 , 0.030553 , 0.043804 , 0.036256 , 0.047565 , 0.030948 , 0.038028 , 0.046567 , 0.040694 , 0.032349 , 0.042426 , 0.051174 , 0.046099 , 0.0391 , 0.029812 , 0.037553 , 0.034661 , 0.037545 , 0.064634 , 0.042322 , 0.051915 , 0.051222 , 0.048701 , 0.048653 , 0.051529 , 0.042015 , 0.039389 , 0.027532 , 0.040469 , 0.04262 , 0.046953 , 0.030859 , 0.051682 , 0.04734 , 0.050296 , 0.057127 , 0.060317 , 0.053695 , 0.058633 , 0.03599 , 0.034774 , 0.029594 , 0.029015 , 0.070313 , 0.043457 , 0.047396 , 0.044504 , 0.040525 , 0.040896 
 482 , 0.036103 , 0.03743 , 0.045388 , 0.02866 , 0.035789 , 0.02697 , 0.036786 , 0.033898 , 0.026608 , 0.035732 , 0.044334 , 0.035459 , 0.030631 , 0.043923 , 0.036336 , 0.047641 , 0.031009 , 0.038082 , 0.046627 , 0.040785 , 0.032385 , 0.042499 , 0.051173 , 0.046168 , 0.039128 , 0.029778 , 0.037567 , 0.034654 , 0.037511 , 0.064634 , 0.042362 , 0.051985 , 0.051237 , 0.048727 , 0.048646 , 0.051607 , 0.042057 , 0.039434 , 0.027533 , 0.040455 , 0.042668 , 0.046997 , 0.030897 , 0.051672 , 0.047367 , 0.050312 , 0.057095 , 0.060337 , 0.053715 , 0.058599 , 0.035942 , 0.034823 , 0.029577 , 0.02903 , 0.070411 , 0.043569 , 0.047472 , 0.044527 , 0.040584 , 0.040866 
 483 , 0.036214 , 0.037556 , 0.045521 , 0.02874 , 0.035917 , 0.027036 , 0.036881 , 0.03402 , 0.026634 , 0.035812 , 0.044452 , 0.035531 , 0.030717 , 0.044042 , 0.036415 , 0.047715 , 0.031071 , 0.038143 , 0.046694 , 0.040867 , 0.032421 , 0.042579 , 0.051171 , 0.046236 , 0.039156 , 0.029736 , 0.037588 , 0.034639 , 0.037476 , 0.064641 , 0.042394 , 0.052047 , 0.051251 , 0.04876 , 0.048647 , 0.051685 , 0.042097 , 0.039485 , 0.027534 , 0.04045 , 0.042708 , 0.047032 , 0.030926 , 0.051661 , 0.047393 , 0.050327 , 0.05707 , 0.060365 , 0.053726 , 0.058573 , 0.035901 , 0.03488 , 0.029568 , 0.029045 , 0.070515 , 0.04368 , 0.047546 , 0.044548 , 0.040642 , 0.040835 
 484 , 0.036346 , 0.037702 , 0.045621 , 0.028836 , 0.036049 , 0.027087 , 0.036996 , 0.034123 , 0.026686 , 0.035905 , 0.044578 , 0.035608 , 0.030762 , 0.044153 , 0.036498 , 0.047731 , 0.031123 , 0.038167 , 0.046736 , 0.040919 , 0.032414 , 0.042612 , 0.051141 , 0.046303 , 0.039162 , 0.029719 , 0.037581 , 0.034605 , 0.037429 , 0.064612 , 0.042404 , 0.05208 , 0.051229 , 0.048734 , 0.048638 , 0.051719 , 0.042107 , 0.039443 , 0.027528 , 0.040398 , 0.042716 , 0.047009 , 0.030946 , 0.051646 , 0.04737 , 0.050291 , 0.057014 , 0.060352 , 0.05366 , 0.058474 , 0.035864 , 0.034902 , 0.02955 , 0.029005 , 0.07055 , 0.043727 , 0.047595 , 0.04453 , 0.040662 , 0.040815 
 485 , 0.036479 , 0.037848 , 0.045729 , 0.028919 , 0.036182 , 0.027125 , 0.037111 , 0.03422 , 0.02674 , 0.035998 , 0.044703 , 0.035686 , 0.030793 , 0.044255 , 0.036583 , 0.047747 , 0.031169 , 0.038176 , 0.04677 , 0.040971 , 0.032402 , 0.042645 , 0.05111 , 0.046369 , 0.03917 , 0.029687 , 0.03756 , 0.034565 , 0.037376 , 0.064581 , 0.042405 , 0.052103 , 0.05119 , 0.0487 , 0.04862 , 0.051743 , 0.042101 , 0.039394 , 0.027517 , 0.040339 , 0.042709 , 0.04697 , 0.030953 , 0.051623 , 0.047346 , 0.050245 , 0.05694 , 0.060328 , 0.053585 , 0.058358 , 0.035822 , 0.034925 , 0.029535 , 0.028951 , 0.070571 , 0.043758 , 0.047627 , 0.044503 , 0.040675 , 0.040795 
 486 , 0.036618 , 0.037993 , 0.045827 , 0.029008 , 0.036314 , 0.02717 , 0.037234 , 0.034316 , 0.026794 , 0.036091 , 0.044836 , 0.035763 , 0.030831 , 0.044356 , 0.036666 , 0.047753 , 0.031207 , 0.038193 , 0.046794 , 0.041023 , 0.03239 , 0.042669 , 0.05107 , 0.046434 , 0.039168 , 0.029664 , 0.037537 , 0.034524 , 0.037322 , 0.06454 , 0.042406 , 0.052118 , 0.05115 , 0.048664 , 0.0486 , 0.051766 , 0.042102 , 0.039344 , 0.027514 , 0.040271 , 0.042709 , 0.04693 , 0.030967 , 0.051598 , 0.047314 , 0.050199 , 0.056874 , 0.060303 , 0.053509 , 0.058249 , 0.035787 , 0.034948 , 0.02952 , 0.028897 , 0.070591 , 0.043796 , 0.047665 , 0.044476 , 0.040687 , 0.040767 
 487 , 0.036752 , 0.038144 , 0.045967 , 0.029096 , 0.036457 , 0.027289 , 0.037388 , 0.034428 , 0.026867 , 0.036202 , 0.044957 , 0.035836 , 0.030902 , 0.044487 , 0.036752 , 0.04779 , 0.031252 , 0.038248 , 0.046851 , 0.041089 , 0.032398 , 0.042704 , 0.051061 , 0.046485 , 0.039187 , 0.029661 , 0.037555 , 0.034523 , 0.037333 , 0.064542 , 0.042426 , 0.052151 , 0.051148 , 0.048657 , 0.048594 , 0.051809 , 0.0421 , 0.039338 , 0.027512 , 0.040221 , 0.042728 , 0.046938 , 0.030998 , 0.051602 , 0.04732 , 0.050153 , 0.056807 , 0.060276 , 0.053464 , 0.058152 , 0.035757 , 0.034993 , 0.02951 , 0.028865 , 0.070662 , 0.043858 , 0.047694 , 0.044479 , 0.040715 , 0.040763 
 488 , 0.036879 , 0.038306 , 0.046115 , 0.029166 , 0.03661 , 0.027446 , 0.037553 , 0.034541 , 0.026946 , 0.036309 , 0.045061 , 0.035904 , 0.030989 , 0.044609 , 0.03684 , 0.047835 , 0.031275 , 0.038306 , 0.046908 , 0.041152 , 0.032392 , 0.042738 , 0.051062 , 0.046519 , 0.039202 , 0.029665 , 0.037569 , 0.034541 , 0.037379 , 0.064555 , 0.042453 , 0.05218 , 0.051149 , 0.048652 , 0.048589 , 0.051863 , 0.042096 , 0.039353 , 0.027509 , 0.040161 , 0.042746 , 0.046948 , 0.031037 , 0.051601 , 0.047336 , 0.050087 , 0.056722 , 0.060226 , 0.053424 , 0.058054 , 0.035738 , 0.03504 , 0.029507 , 0.028841 , 0.070754 , 0.043919 , 0.047709 , 0.044482 , 0.040756 , 0.040756 
 489 , 0.037014 , 0.038459 , 0.04627 , 0.029243 , 0.036754 , 0.027601 , 0.037717 , 0.034653 , 0.027032 , 0.036422 , 0.045164 , 0.03598 , 0.031068 , 0.04473 , 0.036919 , 0.047881 , 0.031297 , 0.038373 , 0.046957 , 0.041223 , 0.032394 , 0.042763 , 0.051063 , 0.046554 , 0.039218 , 0.02967 , 0.037591 , 0.03455 , 0.037417 , 0.06456 , 0.042479 , 0.052201 , 0.05115 , 0.048647 , 0.048584 , 0.051908 , 0.042084 , 0.03936 , 0.027514 , 0.040102 , 0.042755 , 0.046965 , 0.031076 , 0.0516 , 0.047352 , 0.050021 , 0.056639 , 0.060185 , 0.053385 , 0.057958 , 0.035719 , 0.035087 , 0.029504 , 0.028809 , 0.070838 , 0.04398 , 0.047723 , 0.044493 , 0.040789 , 0.04075 
 490 , 0.037147 , 0.038624 , 0.046424 , 0.029331 , 0.036911 , 0.027744 , 0.037901 , 0.03479 , 0.027124 , 0.036558 , 0.045285 , 0.036071 , 0.031177 , 0.044884 , 0.037029 , 0.04794 , 0.031334 , 0.038427 , 0.047013 , 0.041295 , 0.032402 , 0.042818 , 0.051074 , 0.046605 , 0.039236 , 0.0297 , 0.037626 , 0.034594 , 0.037477 , 0.064585 , 0.042512 , 0.052237 , 0.051153 , 0.048647 , 0.048576 , 0.051954 , 0.042096 , 0.03937 , 0.027524 , 0.040069 , 0.042787 , 0.046982 , 0.031114 , 0.0516 , 0.047367 , 0.049974 , 0.056573 , 0.060139 , 0.053344 , 0.057877 , 0.035741 , 0.03516 , 0.029512 , 0.028813 , 0.070924 , 0.044044 , 0.047751 , 0.044499 , 0.040823 , 0.040753 
 491 , 0.037289 , 0.038805 , 0.046595 , 0.029436 , 0.037078 , 0.027865 , 0.038117 , 0.034976 , 0.027263 , 0.036742 , 0.045431 , 0.036195 , 0.031342 , 0.045087 , 0.037179 , 0.048025 , 0.031405 , 0.038469 , 0.047064 , 0.041391 , 0.032436 , 0.042907 , 0.051081 , 0.046681 , 0.039281 , 0.029787 , 0.037695 , 0.034679 , 0.037586 , 0.064669 , 0.042555 , 0.0523 , 0.051143 , 0.048658 , 0.048557 , 0.051995 , 0.042141 , 0.039344 , 0.027552 , 0.040086 , 0.042829 , 0.047002 , 0.031155 , 0.051596 , 0.047384 , 0.049955 , 0.056527 , 0.060082 , 0.053284 , 0.057816 , 0.035859 , 0.035273 , 0.029537 , 0.028881 , 0.070991 , 0.04411 , 0.047799 , 0.044509 , 0.04086 , 0.040766 
 492 , 0.037431 , 0.038978 , 0.046759 , 0.029548 , 0.037237 , 0.02797 , 0.038325 , 0.035153 , 0.027395 , 0.036918 , 0.045578 , 0.036319 , 0.031499 , 0.045282 , 0.037322 , 0.048112 , 0.031468 , 0.038511 , 0.047117 , 0.041473 , 0.032471 , 0.042997 , 0.051082 , 0.046752 , 0.03932 , 0.029867 , 0.037765 , 0.034757 , 0.037695 , 0.06474 , 0.0426 , 0.052357 , 0.051136 , 0.048664 , 0.048547 , 0.05203 , 0.042188 , 0.039328 , 0.027581 , 0.040097 , 0.042873 , 0.047016 , 0.031196 , 0.051595 , 0.047397 , 0.049931 , 0.056477 , 0.060029 , 0.053227 , 0.057759 , 0.035969 , 0.035386 , 0.029564 , 0.02895 , 0.07106 , 0.044171 , 0.047856 , 0.044513 , 0.04089 , 0.040781 
 493 , 0.037566 , 0.039143 , 0.046916 , 0.029653 , 0.037388 , 0.028083 , 0.038532 , 0.03533 , 0.027526 , 0.037094 , 0.04571 , 0.036436 , 0.031657 , 0.04547 , 0.037457 , 0.048185 , 0.031525 , 0.038548 , 0.047164 , 0.041557 , 0.032507 , 0.043088 , 0.051085 , 0.046824 , 0.039352 , 0.029947 , 0.037829 , 0.034843 , 0.037798 , 0.064814 , 0.042639 , 0.052408 , 0.051132 , 0.048672 , 0.048533 , 0.05206 , 0.042222 , 0.039306 , 0.027612 , 0.04011 , 0.04291 , 0.047025 , 0.031231 , 0.051588 , 0.047404 , 0.04991 , 0.056422 , 0.059972 , 0.053166 , 0.057698 , 0.036081 , 0.035501 , 0.029592 , 0.029011 , 0.071133 , 0.044225 , 0.047899 , 0.044519 , 0.040922 , 0.040791 
 494 , 0.037705 , 0.039332 , 0.047087 , 0.02978 , 0.037582 , 0.028331 , 0.038823 , 0.035523 , 0.027737 , 0.037312 , 0.045915 , 0.036618 , 0.031792 , 0.045707 , 0.037682 , 0.048297 , 0.031615 , 0.038653 , 0.047287 , 0.041675 , 0.032555 , 0.043178 , 0.051134 , 0.046941 , 0.039432 , 0.030019 , 0.037929 , 0.034984 , 0.038013 , 0.064957 , 0.042724 , 0.052506 , 0.051204 , 0.048706 , 0.048529 , 0.05216 , 0.042284 , 0.039362 , 0.02766 , 0.040126 , 0.042978 , 0.047095 , 0.03133 , 0.051643 , 0.047488 , 0.049924 , 0.0564 , 0.059984 , 0.053169 , 0.057656 , 0.036256 , 0.03567 , 0.029703 , 0.029117 , 0.071263 , 0.044304 , 0.047935 , 0.044512 , 0.040974 , 0.04085 
 495 , 0.03785 , 0.039509 , 0.047253 , 0.029906 , 0.037765 , 0.028585 , 0.03911 , 0.035714 , 0.027948 , 0.037535 , 0.046116 , 0.03679 , 0.031919 , 0.045939 , 0.037904 , 0.048405 , 0.031704 , 0.038756 , 0.047406 , 0.041791 , 0.032611 , 0.043273 , 0.051186 , 0.047053 , 0.039509 , 0.030083 , 0.038026 , 0.03513 , 0.038234 , 0.065106 , 0.042797 , 0.052607 , 0.051286 , 0.048735 , 0.048536 , 0.052261 , 0.042344 , 0.039425 , 0.027709 , 0.040147 , 0.043051 , 0.047153 , 0.031435 , 0.051693 , 0.04756 , 0.049949 , 0.056379 , 0.060005 , 0.053183 , 0.057608 , 0.036436 , 0.035837 , 0.029814 , 0.029223 , 0.071398 , 0.044387 , 0.047967 , 0.044503 , 0.041023 , 0.040915 
 496 , 0.037987 , 0.039686 , 0.047418 , 0.030033 , 0.037956 , 0.028831 , 0.039388 , 0.035904 , 0.028157 , 0.037749 , 0.046316 , 0.036961 , 0.032054 , 0.046163 , 0.038117 , 0.048505 , 0.031793 , 0.038852 , 0.047533 , 0.041899 , 0.032666 , 0.043361 , 0.051238 , 0.047166 , 0.039587 , 0.030147 , 0.038132 , 0.035269 , 0.038446 , 0.065248 , 0.042879 , 0.052701 , 0.051369 , 0.048758 , 0.048528 , 0.052364 , 0.042396 , 0.039487 , 0.027759 , 0.040169 , 0.043116 , 0.047212 , 0.031533 , 0.051751 , 0.04764 , 0.049968 , 0.056352 , 0.060027 , 0.053191 , 0.057562 , 0.036616 , 0.036004 , 0.029925 , 0.029321 , 0.071526 , 0.044463 , 0.048 , 0.044486 , 0.041064 , 0.040972 
 497 , 0.038165 , 0.039929 , 0.047624 , 0.030195 , 0.038173 , 0.029156 , 0.039753 , 0.036172 , 0.028454 , 0.038081 , 0.046563 , 0.037195 , 0.032279 , 0.046448 , 0.038371 , 0.048647 , 0.03195 , 0.039005 , 0.047693 , 0.042059 , 0.03276 , 0.043517 , 0.051327 , 0.047319 , 0.039707 , 0.030309 , 0.038325 , 0.035478 , 0.038783 , 0.065458 , 0.043013 , 0.052861 , 0.05148 , 0.048861 , 0.048594 , 0.05248 , 0.042471 , 0.039577 , 0.027866 , 0.040226 , 0.043227 , 0.047319 , 0.031668 , 0.051831 , 0.047708 , 0.050029 , 0.056373 , 0.060076 , 0.053228 , 0.057541 , 0.036898 , 0.036264 , 0.030095 , 0.029515 , 0.071726 , 0.044593 , 0.048075 , 0.04457 , 0.041165 , 0.041028 
 498 , 0.038384 , 0.040211 , 0.047853 , 0.030385 , 0.038415 , 0.02954 , 0.040166 , 0.036497 , 0.028809 , 0.038491 , 0.046841 , 0.037486 , 0.032569 , 0.046787 , 0.038658 , 0.048804 , 0.032166 , 0.039191 , 0.047891 , 0.042259 , 0.032897 , 0.043705 , 0.051446 , 0.047495 , 0.039869 , 0.030529 , 0.038598 , 0.035743 , 0.039191 , 0.065717 , 0.043187 , 0.053059 , 0.051613 , 0.04901 , 0.04869 , 0.052595 , 0.042571 , 0.039686 , 0.028018 , 0.040303 , 0.043378 , 0.047465 , 0.031823 , 0.05194 , 0.047785 , 0.050106 , 0.056424 , 0.060153 , 0.053288 , 0.057542 , 0.03725 , 0.036581 , 0.030316 , 0.029768 , 0.071981 , 0.044763 , 0.048196 , 0.044717 , 0.041315 , 0.041094 
 499 , 0.038595 , 0.040485 , 0.048081 , 0.030567 , 0.038656 , 0.029922 , 0.040576 , 0.036819 , 0.029163 , 0.038899 , 0.047117 , 0.037768 , 0.032858 , 0.047117 , 0.038944 , 0.048961 , 0.032373 , 0.039377 , 0.048081 , 0.042443 , 0.033025 , 0.0439 , 0.051564 , 0.047663 , 0.040029 , 0.030749 , 0.038861 , 0.036 , 0.039604 , 0.065975 , 0.043361 , 0.053256 , 0.051746 , 0.049158 , 0.048794 , 0.052702 , 0.042655 , 0.039794 , 0.028161 , 0.040379 , 0.04352 , 0.047603 , 0.03197 , 0.05205 , 0.047853 , 0.050183 , 0.056466 , 0.060215 , 0.053332 , 0.057536 , 0.037594 , 0.036888 , 0.030529 , 0.03002 , 0.072228 , 0.044932 , 0.048309 , 0.044856 , 0.041464 , 0.041153 
