  time  ,:18:03 P,:17:52 P,:17:40 P,:16:55 P,:16:46 P,:16:33 P,:16:22 P,:16:12 P,:15:45 P,:15:34 P,:15:23 P,:15:12 P,:15:02 P,:14:35 P,:14:27 P,:14:14 P,:14:04 P,:13:54 P,:13:29 P,:13:20 P,:13:12 P,:13:03 P,:12:53 P,:12:24 P,:12:13 P,:12:04 P,:11:49 P,:11:26 P,:10:55 P,:10:46 P,:10:32 P,:10:22 P,:10:11 P,:09:41 P,:09:31 P,:09:19 P,:09:10 P,:08:59 P,:08:36 P,:08:26 P,:08:16 P,:08:03 P,:07:55 P,:06:10 P,:05:57 P,:05:48 P,:05:37 P,:05:23 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 450 , 0.024405 , 0.022059 , 0.020739 , 0.018372 , 0.023661 , 0.026154 , 0.021106 , 0.024876 , 0.023211 , 0.020708 , 0.0212 , 0.020414 , 0.025159 , 0.025756 , 0.019178 , 0.021169 , 0.017366 , 0.018403 , 0.027003 , 0.024709 , 0.02893 , 0.026521 , 0.034764 , 0.029443 , 0.034712 , 0.023735 , 0.032732 , 0.02716 , 0.028375 , 0.026217 , 0.029956 , 0.019053 , 0.029244 , 0.020687 , 0.017796 , 0.018037 , 0.021011 , 0.018288 , 0.029098 , 0.027118 , 0.029422 , 0.030229 , 0.024992 , 0.019974 , 0.021336 , 0.018508 , 0.024416 , 0.019377 
 451 , 0.024562 , 0.022205 , 0.020906 , 0.018518 , 0.023829 , 0.026321 , 0.021252 , 0.025044 , 0.023357 , 0.020833 , 0.021315 , 0.02054 , 0.025305 , 0.025934 , 0.019304 , 0.021304 , 0.017481 , 0.018529 , 0.02718 , 0.024876 , 0.029108 , 0.026688 , 0.034984 , 0.029684 , 0.034921 , 0.023891 , 0.032952 , 0.027296 , 0.028542 , 0.026374 , 0.030134 , 0.01922 , 0.029432 , 0.020833 , 0.017911 , 0.018183 , 0.021158 , 0.018361 , 0.029286 , 0.027327 , 0.0296 , 0.030427 , 0.02518 , 0.020089 , 0.021461 , 0.018623 , 0.024572 , 0.019482 
 452 , 0.024719 , 0.022362 , 0.021063 , 0.018665 , 0.024006 , 0.026499 , 0.021409 , 0.025211 , 0.023493 , 0.020958 , 0.02143 , 0.020655 , 0.025441 , 0.026112 , 0.01944 , 0.02143 , 0.017596 , 0.018654 , 0.027369 , 0.025043 , 0.029285 , 0.026845 , 0.035203 , 0.029935 , 0.035119 , 0.024038 , 0.033171 , 0.027421 , 0.028699 , 0.026531 , 0.030312 , 0.019377 , 0.029631 , 0.020979 , 0.018026 , 0.018329 , 0.021304 , 0.018445 , 0.029463 , 0.027526 , 0.029778 , 0.030636 , 0.025378 , 0.020194 , 0.021576 , 0.018727 , 0.024719 , 0.019597 
 453 , 0.024858 , 0.022511 , 0.021222 , 0.018811 , 0.024167 , 0.026661 , 0.021557 , 0.025372 , 0.023632 , 0.021086 , 0.021536 , 0.020761 , 0.025582 , 0.026273 , 0.019556 , 0.021568 , 0.017711 , 0.01878 , 0.027541 , 0.025204 , 0.02947 , 0.026996 , 0.035391 , 0.030161 , 0.035317 , 0.024188 , 0.033389 , 0.027573 , 0.028862 , 0.026661 , 0.030486 , 0.019493 , 0.029805 , 0.021128 , 0.01813 , 0.018466 , 0.021421 , 0.018529 , 0.029627 , 0.027719 , 0.029952 , 0.030822 , 0.02555 , 0.0203 , 0.021693 , 0.018832 , 0.024848 , 0.019692 
 454 , 0.025001 , 0.022644 , 0.021335 , 0.018916 , 0.024289 , 0.026813 , 0.021649 , 0.025546 , 0.023744 , 0.021189 , 0.02166 , 0.020822 , 0.025713 , 0.026415 , 0.019638 , 0.02167 , 0.017806 , 0.018884 , 0.027703 , 0.025315 , 0.029683 , 0.027096 , 0.035517 , 0.030353 , 0.035506 , 0.02432 , 0.033611 , 0.027766 , 0.028992 , 0.02675 , 0.030657 , 0.019523 , 0.029955 , 0.021283 , 0.018204 , 0.018549 , 0.021503 , 0.018612 , 0.029777 , 0.027881 , 0.030081 , 0.030961 , 0.025671 , 0.020361 , 0.021786 , 0.018916 , 0.024949 , 0.019785 
 455 , 0.025133 , 0.022778 , 0.021448 , 0.01903 , 0.024411 , 0.026965 , 0.021752 , 0.025719 , 0.023856 , 0.021302 , 0.021773 , 0.020883 , 0.025834 , 0.026557 , 0.019732 , 0.021783 , 0.01791 , 0.018999 , 0.027865 , 0.025426 , 0.029885 , 0.027195 , 0.035643 , 0.030545 , 0.035684 , 0.024442 , 0.033832 , 0.02797 , 0.029132 , 0.026839 , 0.030838 , 0.019543 , 0.030105 , 0.021438 , 0.018277 , 0.018643 , 0.021584 , 0.018695 , 0.029917 , 0.028043 , 0.03021 , 0.0311 , 0.025782 , 0.020433 , 0.021867 , 0.018999 , 0.02506 , 0.019889 
 456 , 0.025275 , 0.022911 , 0.021561 , 0.019145 , 0.024532 , 0.027127 , 0.021864 , 0.025903 , 0.023967 , 0.021415 , 0.021896 , 0.020954 , 0.025955 , 0.026698 , 0.019824 , 0.021896 , 0.018015 , 0.019113 , 0.028037 , 0.025536 , 0.030098 , 0.027304 , 0.035768 , 0.030746 , 0.035872 , 0.024574 , 0.034052 , 0.028162 , 0.029271 , 0.026928 , 0.031008 , 0.019573 , 0.030255 , 0.021582 , 0.01836 , 0.018737 , 0.021655 , 0.018778 , 0.030066 , 0.028204 , 0.030338 , 0.031248 , 0.025903 , 0.020494 , 0.021959 , 0.019082 , 0.02516 , 0.019981 
 457 , 0.025399 , 0.023028 , 0.02168 , 0.019256 , 0.024678 , 0.027259 , 0.021983 , 0.026047 , 0.024083 , 0.021481 , 0.021993 , 0.021032 , 0.026058 , 0.02681 , 0.019904 , 0.021993 , 0.018107 , 0.019204 , 0.02821 , 0.025681 , 0.030258 , 0.027437 , 0.035942 , 0.030895 , 0.036015 , 0.02472 , 0.034207 , 0.028283 , 0.029432 , 0.02705 , 0.031146 , 0.019674 , 0.030383 , 0.021722 , 0.018472 , 0.018807 , 0.021753 , 0.01888 , 0.030195 , 0.028346 , 0.030498 , 0.031417 , 0.026016 , 0.020562 , 0.022004 , 0.019172 , 0.025264 , 0.020029 
 458 , 0.025518 , 0.02314 , 0.021804 , 0.019373 , 0.024819 , 0.027386 , 0.022107 , 0.026207 , 0.024204 , 0.021554 , 0.022086 , 0.021116 , 0.026155 , 0.026927 , 0.019968 , 0.022096 , 0.018205 , 0.01929 , 0.028387 , 0.025842 , 0.030401 , 0.027584 , 0.036118 , 0.031047 , 0.036159 , 0.024871 , 0.034355 , 0.028398 , 0.029587 , 0.027177 , 0.031266 , 0.01977 , 0.030515 , 0.021846 , 0.018591 , 0.018873 , 0.021856 , 0.018987 , 0.030328 , 0.028491 , 0.030672 , 0.0316 , 0.026123 , 0.020636 , 0.022044 , 0.019259 , 0.025372 , 0.020072 
 459 , 0.025647 , 0.023251 , 0.021917 , 0.01949 , 0.02497 , 0.027511 , 0.02223 , 0.026355 , 0.024313 , 0.021626 , 0.022178 , 0.021199 , 0.026251 , 0.027043 , 0.020053 , 0.022199 , 0.018303 , 0.019376 , 0.028563 , 0.026001 , 0.030553 , 0.02773 , 0.036293 , 0.031199 , 0.036293 , 0.025022 , 0.034512 , 0.028501 , 0.029741 , 0.027303 , 0.031397 , 0.019876 , 0.030636 , 0.02198 , 0.018709 , 0.018949 , 0.021959 , 0.019084 , 0.030449 , 0.028626 , 0.030845 , 0.031772 , 0.02624 , 0.020699 , 0.022074 , 0.019344 , 0.02548 , 0.020105 
 460 , 0.02575 , 0.023366 , 0.022034 , 0.019578 , 0.025104 , 0.027623 , 0.022346 , 0.026499 , 0.024397 , 0.021691 , 0.022242 , 0.021233 , 0.026322 , 0.027134 , 0.020109 , 0.022305 , 0.018391 , 0.019463 , 0.028716 , 0.026124 , 0.030694 , 0.027831 , 0.036439 , 0.031349 , 0.036429 , 0.025146 , 0.034659 , 0.028581 , 0.029851 , 0.027394 , 0.031516 , 0.019921 , 0.030756 , 0.022086 , 0.018808 , 0.019016 , 0.022034 , 0.019182 , 0.0306 , 0.028779 , 0.030996 , 0.031932 , 0.026353 , 0.020764 , 0.022128 , 0.019411 , 0.025573 , 0.020171 
 461 , 0.025822 , 0.023471 , 0.02213 , 0.019634 , 0.025208 , 0.027725 , 0.022452 , 0.026633 , 0.024449 , 0.021766 , 0.022286 , 0.021246 , 0.026394 , 0.027226 , 0.020154 , 0.0224 , 0.018469 , 0.01954 , 0.028827 , 0.026217 , 0.030824 , 0.027891 , 0.036554 , 0.03151 , 0.036554 , 0.02525 , 0.034817 , 0.028609 , 0.029919 , 0.027454 , 0.031625 , 0.019925 , 0.030865 , 0.022192 , 0.018885 , 0.019104 , 0.022088 , 0.019249 , 0.030772 , 0.028941 , 0.031115 , 0.032082 , 0.026466 , 0.02082 , 0.022192 , 0.019457 , 0.025655 , 0.020248 
 462 , 0.025903 , 0.023576 , 0.022236 , 0.01969 , 0.025322 , 0.027826 , 0.022558 , 0.026755 , 0.024511 , 0.021851 , 0.022329 , 0.021249 , 0.026454 , 0.027306 , 0.020199 , 0.022495 , 0.018557 , 0.019617 , 0.028948 , 0.026309 , 0.030953 , 0.02795 , 0.036668 , 0.03166 , 0.036689 , 0.025363 , 0.034974 , 0.028647 , 0.029977 , 0.027514 , 0.031733 , 0.019929 , 0.030974 , 0.022288 , 0.018973 , 0.019181 , 0.022142 , 0.019326 , 0.030943 , 0.029093 , 0.031234 , 0.032231 , 0.026589 , 0.020874 , 0.022256 , 0.019513 , 0.025737 , 0.020324 
 463 , 0.02599 , 0.023685 , 0.022335 , 0.01975 , 0.02544 , 0.027922 , 0.022657 , 0.026894 , 0.024568 , 0.02192 , 0.022387 , 0.021255 , 0.02652 , 0.027392 , 0.020238 , 0.022595 , 0.018639 , 0.019698 , 0.029074 , 0.026406 , 0.031078 , 0.028015 , 0.036779 , 0.031816 , 0.036831 , 0.025461 , 0.035138 , 0.028701 , 0.03005 , 0.027579 , 0.031847 , 0.019937 , 0.031078 , 0.022398 , 0.019054 , 0.019251 , 0.0222 , 0.019407 , 0.03111 , 0.029251 , 0.031359 , 0.032366 , 0.026696 , 0.020913 , 0.022325 , 0.019563 , 0.025814 , 0.020404 
 464 , 0.026083 , 0.02379 , 0.022441 , 0.019827 , 0.025533 , 0.028013 , 0.022711 , 0.027017 , 0.024651 , 0.021995 , 0.022473 , 0.0213 , 0.026581 , 0.027463 , 0.020263 , 0.022659 , 0.018706 , 0.019744 , 0.029196 , 0.026508 , 0.031208 , 0.028106 , 0.036852 , 0.031955 , 0.037008 , 0.025544 , 0.035244 , 0.028853 , 0.030192 , 0.027629 , 0.031987 , 0.020003 , 0.031188 , 0.022493 , 0.019121 , 0.019267 , 0.022286 , 0.019495 , 0.031188 , 0.029393 , 0.031488 , 0.032443 , 0.026768 , 0.020927 , 0.0224 , 0.01964 , 0.025876 , 0.02046 
 465 , 0.026186 , 0.023895 , 0.022547 , 0.019904 , 0.025636 , 0.028093 , 0.022765 , 0.027129 , 0.024734 , 0.02207 , 0.022568 , 0.021334 , 0.026642 , 0.027523 , 0.020287 , 0.022734 , 0.018774 , 0.019779 , 0.029327 , 0.026611 , 0.031338 , 0.028207 , 0.036936 , 0.032084 , 0.037185 , 0.025636 , 0.03536 , 0.029005 , 0.030332 , 0.027678 , 0.032126 , 0.020059 , 0.031286 , 0.022599 , 0.019199 , 0.019282 , 0.022371 , 0.019593 , 0.031265 , 0.029524 , 0.031618 , 0.03252 , 0.026839 , 0.02093 , 0.022475 , 0.019707 , 0.025937 , 0.020515 
 466 , 0.026277 , 0.023999 , 0.022662 , 0.01998 , 0.025728 , 0.028183 , 0.022828 , 0.027261 , 0.024817 , 0.022145 , 0.022662 , 0.021378 , 0.026702 , 0.027582 , 0.020311 , 0.022797 , 0.018841 , 0.019825 , 0.029457 , 0.026712 , 0.031466 , 0.028297 , 0.037008 , 0.032223 , 0.03736 , 0.025718 , 0.035475 , 0.029157 , 0.030462 , 0.027727 , 0.032264 , 0.020125 , 0.031394 , 0.022704 , 0.019276 , 0.019296 , 0.022445 , 0.019679 , 0.031342 , 0.029664 , 0.031756 , 0.032595 , 0.026899 , 0.020933 , 0.022549 , 0.019783 , 0.025998 , 0.02057 
 467 , 0.026334 , 0.024079 , 0.022744 , 0.020043 , 0.025827 , 0.028238 , 0.022899 , 0.027348 , 0.024865 , 0.022195 , 0.022692 , 0.021419 , 0.026707 , 0.027638 , 0.020343 , 0.022878 , 0.018894 , 0.019877 , 0.029604 , 0.02681 , 0.03157 , 0.028362 , 0.037096 , 0.032367 , 0.037458 , 0.025838 , 0.035533 , 0.029221 , 0.030577 , 0.027804 , 0.032336 , 0.020167 , 0.031436 , 0.022816 , 0.019339 , 0.019339 , 0.022526 , 0.019722 , 0.031436 , 0.029801 , 0.031901 , 0.032708 , 0.027017 , 0.020954 , 0.022578 , 0.019836 , 0.026096 , 0.020612 
 468 , 0.02638 , 0.024156 , 0.022823 , 0.020092 , 0.025925 , 0.028283 , 0.022978 , 0.027435 , 0.024901 , 0.022243 , 0.022709 , 0.021457 , 0.0267 , 0.027683 , 0.020372 , 0.022947 , 0.018955 , 0.019917 , 0.029751 , 0.026897 , 0.031664 , 0.028427 , 0.037176 , 0.032512 , 0.037538 , 0.025956 , 0.035573 , 0.029265 , 0.030671 , 0.027869 , 0.032398 , 0.020217 , 0.031457 , 0.022936 , 0.0194 , 0.019389 , 0.022595 , 0.019741 , 0.03153 , 0.029927 , 0.032047 , 0.032822 , 0.027135 , 0.020982 , 0.022585 , 0.019886 , 0.026194 , 0.020641 
 469 , 0.026425 , 0.024234 , 0.022901 , 0.020142 , 0.026022 , 0.028327 , 0.023046 , 0.02751 , 0.024937 , 0.022291 , 0.022736 , 0.021485 , 0.026683 , 0.027727 , 0.0204 , 0.023025 , 0.019015 , 0.019966 , 0.029897 , 0.026993 , 0.031758 , 0.028482 , 0.037266 , 0.032667 , 0.037617 , 0.026074 , 0.035612 , 0.029308 , 0.030776 , 0.027944 , 0.032471 , 0.020255 , 0.031489 , 0.023056 , 0.01947 , 0.019449 , 0.022663 , 0.01977 , 0.031623 , 0.030052 , 0.032202 , 0.032936 , 0.027262 , 0.02101 , 0.022601 , 0.019945 , 0.026291 , 0.020679 
 470 , 0.026485 , 0.024328 , 0.022987 , 0.020212 , 0.026144 , 0.028404 , 0.023132 , 0.02763 , 0.024989 , 0.022358 , 0.02277 , 0.021522 , 0.026732 , 0.027795 , 0.020439 , 0.023111 , 0.019087 , 0.020036 , 0.030044 , 0.027083 , 0.031891 , 0.028548 , 0.037359 , 0.03282 , 0.037731 , 0.026185 , 0.035719 , 0.029404 , 0.030859 , 0.028032 , 0.032562 , 0.020305 , 0.031571 , 0.023193 , 0.019541 , 0.01952 , 0.022739 , 0.01983 , 0.031747 , 0.030209 , 0.032345 , 0.033057 , 0.027362 , 0.021058 , 0.022647 , 0.020026 , 0.026402 , 0.020738 
 471 , 0.026563 , 0.024441 , 0.023081 , 0.020319 , 0.026275 , 0.028511 , 0.023215 , 0.027779 , 0.025049 , 0.022432 , 0.022844 , 0.021545 , 0.026872 , 0.027882 , 0.020515 , 0.023215 , 0.019175 , 0.020113 , 0.03017 , 0.027171 , 0.032066 , 0.028624 , 0.037455 , 0.032972 , 0.037877 , 0.026295 , 0.035888 , 0.029541 , 0.030922 , 0.02814 , 0.032704 , 0.02035 , 0.031715 , 0.023328 , 0.019619 , 0.019608 , 0.022823 , 0.019948 , 0.031901 , 0.030396 , 0.032457 , 0.033189 , 0.02746 , 0.021144 , 0.02272 , 0.020134 , 0.026512 , 0.020855 
 472 , 0.026642 , 0.024542 , 0.023184 , 0.020426 , 0.026405 , 0.028628 , 0.023297 , 0.027938 , 0.025108 , 0.022505 , 0.022917 , 0.021579 , 0.027002 , 0.027969 , 0.020581 , 0.023318 , 0.019263 , 0.02019 , 0.030305 , 0.027259 , 0.03225 , 0.0287 , 0.037549 , 0.033135 , 0.038023 , 0.026395 , 0.036057 , 0.029688 , 0.030974 , 0.028237 , 0.032847 , 0.020385 , 0.031869 , 0.023472 , 0.019706 , 0.019696 , 0.022906 , 0.020056 , 0.032065 , 0.030573 , 0.032569 , 0.03331 , 0.027547 , 0.021219 , 0.022793 , 0.020241 , 0.026621 , 0.020961 
 473 , 0.026723 , 0.024658 , 0.023281 , 0.020527 , 0.026538 , 0.028736 , 0.023384 , 0.028089 , 0.025182 , 0.022572 , 0.022983 , 0.021606 , 0.027134 , 0.028058 , 0.02064 , 0.023414 , 0.019356 , 0.020271 , 0.030442 , 0.02736 , 0.032414 , 0.028777 , 0.037644 , 0.033288 , 0.038168 , 0.026507 , 0.036216 , 0.029836 , 0.031048 , 0.028346 , 0.03299 , 0.020435 , 0.032014 , 0.02362 , 0.019798 , 0.019777 , 0.022983 , 0.020168 , 0.032219 , 0.03076 , 0.032692 , 0.033442 , 0.027647 , 0.021298 , 0.02287 , 0.020342 , 0.026733 , 0.021072 
 474 , 0.026783 , 0.024763 , 0.023348 , 0.02059 , 0.026619 , 0.028803 , 0.02343 , 0.028188 , 0.025245 , 0.02263 , 0.023071 , 0.021666 , 0.027183 , 0.028147 , 0.020672 , 0.023471 , 0.019451 , 0.020313 , 0.030577 , 0.02748 , 0.032545 , 0.028864 , 0.037713 , 0.033407 , 0.038318 , 0.026608 , 0.036298 , 0.029972 , 0.031171 , 0.028393 , 0.033109 , 0.020507 , 0.032115 , 0.023768 , 0.019903 , 0.019831 , 0.023122 , 0.020241 , 0.03233 , 0.030915 , 0.032853 , 0.033581 , 0.027757 , 0.021359 , 0.022927 , 0.020405 , 0.026844 , 0.021112 
 475 , 0.026839 , 0.024864 , 0.02342 , 0.020646 , 0.026706 , 0.028876 , 0.023472 , 0.028283 , 0.025324 , 0.022694 , 0.023154 , 0.021731 , 0.027239 , 0.028231 , 0.020698 , 0.023523 , 0.019551 , 0.02036 , 0.030709 , 0.027597 , 0.032674 , 0.028958 , 0.037782 , 0.033534 , 0.038457 , 0.026716 , 0.03639 , 0.030115 , 0.031302 , 0.028436 , 0.033227 , 0.020565 , 0.032203 , 0.023912 , 0.020002 , 0.019868 , 0.023257 , 0.020319 , 0.032428 , 0.031067 , 0.033012 , 0.033718 , 0.027863 , 0.021424 , 0.02299 , 0.020462 , 0.026952 , 0.021148 
 476 , 0.026896 , 0.024964 , 0.023482 , 0.020713 , 0.026783 , 0.028949 , 0.023513 , 0.028377 , 0.025393 , 0.022757 , 0.023237 , 0.021786 , 0.027284 , 0.028316 , 0.020723 , 0.023585 , 0.01965 , 0.020407 , 0.03085 , 0.027713 , 0.032802 , 0.029041 , 0.03785 , 0.03365 , 0.038596 , 0.026824 , 0.03647 , 0.030257 , 0.031433 , 0.028479 , 0.033343 , 0.020631 , 0.032291 , 0.024055 , 0.02011 , 0.019916 , 0.023391 , 0.020386 , 0.032536 , 0.031218 , 0.03317 , 0.033854 , 0.027968 , 0.02148 , 0.023053 , 0.020509 , 0.027059 , 0.021193 
 477 , 0.02692 , 0.025032 , 0.023563 , 0.020767 , 0.026849 , 0.028992 , 0.023552 , 0.028451 , 0.02541 , 0.022787 , 0.023257 , 0.021818 , 0.027328 , 0.028359 , 0.020726 , 0.023614 , 0.019675 , 0.02044 , 0.030961 , 0.027798 , 0.03288 , 0.029083 , 0.037941 , 0.033788 , 0.038676 , 0.02691 , 0.036553 , 0.030308 , 0.031502 , 0.028532 , 0.033431 , 0.020695 , 0.03239 , 0.024134 , 0.020164 , 0.01996 , 0.02342 , 0.02045 , 0.032635 , 0.031339 , 0.033278 , 0.033941 , 0.028032 , 0.021522 , 0.023093 , 0.020573 , 0.027145 , 0.021246 
 478 , 0.026935 , 0.02508 , 0.023643 , 0.02083 , 0.026914 , 0.029034 , 0.023602 , 0.028494 , 0.025396 , 0.022797 , 0.023266 , 0.021839 , 0.027363 , 0.028382 , 0.020718 , 0.023643 , 0.019679 , 0.020464 , 0.031062 , 0.027872 , 0.032937 , 0.029105 , 0.038033 , 0.033936 , 0.038716 , 0.026996 , 0.036637 , 0.030328 , 0.031551 , 0.028576 , 0.033518 , 0.020739 , 0.032479 , 0.024204 , 0.020199 , 0.020015 , 0.023409 , 0.020504 , 0.032744 , 0.031429 , 0.033355 , 0.034018 , 0.028097 , 0.021544 , 0.023123 , 0.020627 , 0.02723 , 0.021299 
 479 , 0.026949 , 0.025128 , 0.023723 , 0.020884 , 0.02697 , 0.029076 , 0.023642 , 0.028547 , 0.025392 , 0.022817 , 0.023265 , 0.021861 , 0.027407 , 0.028415 , 0.020711 , 0.023662 , 0.019673 , 0.020497 , 0.031173 , 0.027957 , 0.032985 , 0.029127 , 0.038124 , 0.034073 , 0.038765 , 0.027092 , 0.03672 , 0.030349 , 0.0316 , 0.028629 , 0.033605 , 0.020792 , 0.032567 , 0.024273 , 0.020232 , 0.02007 , 0.023398 , 0.020548 , 0.032842 , 0.031529 , 0.033432 , 0.034104 , 0.02815 , 0.021576 , 0.023153 , 0.02069 , 0.027316 , 0.021352 
 480 , 0.026969 , 0.025179 , 0.023785 , 0.020936 , 0.02704 , 0.029126 , 0.023693 , 0.028617 , 0.025392 , 0.022849 , 0.023286 , 0.021872 , 0.027437 , 0.028434 , 0.020713 , 0.023693 , 0.019695 , 0.02053 , 0.031272 , 0.028017 , 0.033063 , 0.029156 , 0.03818 , 0.034213 , 0.038841 , 0.027173 , 0.036817 , 0.030408 , 0.031659 , 0.028688 , 0.033714 , 0.020825 , 0.032666 , 0.024355 , 0.020275 , 0.020112 , 0.023419 , 0.020611 , 0.032951 , 0.031629 , 0.033531 , 0.034182 , 0.02821 , 0.021608 , 0.023195 , 0.020743 , 0.027396 , 0.021404 
 481 , 0.027 , 0.025242 , 0.023839 , 0.020984 , 0.027111 , 0.029164 , 0.023738 , 0.028707 , 0.025414 , 0.022905 , 0.023362 , 0.021868 , 0.027447 , 0.028453 , 0.02073 , 0.023738 , 0.019754 , 0.020577 , 0.031369 , 0.028077 , 0.033158 , 0.029195 , 0.038178 , 0.034357 , 0.03898 , 0.027254 , 0.036907 , 0.030546 , 0.031735 , 0.028758 , 0.033869 , 0.020801 , 0.032761 , 0.024469 , 0.020344 , 0.020151 , 0.023514 , 0.020699 , 0.033076 , 0.031735 , 0.033645 , 0.034275 , 0.02826 , 0.021675 , 0.02326 , 0.020811 , 0.027477 , 0.021472 
 482 , 0.02704 , 0.025304 , 0.023883 , 0.021031 , 0.027182 , 0.029212 , 0.023782 , 0.028806 , 0.025426 , 0.022949 , 0.023437 , 0.021863 , 0.027456 , 0.028461 , 0.020747 , 0.023782 , 0.019803 , 0.020625 , 0.031465 , 0.028126 , 0.033262 , 0.029243 , 0.038185 , 0.0345 , 0.039108 , 0.027334 , 0.036997 , 0.030684 , 0.031811 , 0.028826 , 0.034033 , 0.020777 , 0.032856 , 0.024573 , 0.020402 , 0.020178 , 0.023609 , 0.020787 , 0.033211 , 0.031851 , 0.033759 , 0.034358 , 0.028309 , 0.021742 , 0.023335 , 0.020869 , 0.027547 , 0.021549 
 483 , 0.02707 , 0.025366 , 0.023937 , 0.021078 , 0.027252 , 0.029249 , 0.023825 , 0.028895 , 0.025448 , 0.023004 , 0.023501 , 0.021859 , 0.027465 , 0.028479 , 0.020764 , 0.023836 , 0.019861 , 0.020672 , 0.031561 , 0.028175 , 0.033366 , 0.02928 , 0.038181 , 0.034653 , 0.039236 , 0.027414 , 0.037087 , 0.030831 , 0.031885 , 0.028895 , 0.034187 , 0.020764 , 0.03295 , 0.024687 , 0.02047 , 0.020206 , 0.023704 , 0.020865 , 0.033335 , 0.031967 , 0.033883 , 0.034451 , 0.028367 , 0.021798 , 0.0234 , 0.020936 , 0.027627 , 0.021615 
 484 , 0.02712 , 0.025449 , 0.024001 , 0.021135 , 0.027353 , 0.029287 , 0.023869 , 0.028973 , 0.025469 , 0.023019 , 0.023525 , 0.021915 , 0.027505 , 0.028497 , 0.020781 , 0.023879 , 0.0199 , 0.02072 , 0.031657 , 0.028275 , 0.033429 , 0.029358 , 0.03829 , 0.034736 , 0.039303 , 0.027495 , 0.037126 , 0.030897 , 0.031971 , 0.028923 , 0.034229 , 0.020821 , 0.033014 , 0.024791 , 0.020578 , 0.020264 , 0.023768 , 0.020943 , 0.033389 , 0.032113 , 0.034037 , 0.034584 , 0.028457 , 0.021834 , 0.023414 , 0.021003 , 0.027728 , 0.021641 
 485 , 0.027168 , 0.02553 , 0.024063 , 0.02119 , 0.027441 , 0.029312 , 0.023911 , 0.029049 , 0.025499 , 0.023031 , 0.023547 , 0.021959 , 0.027542 , 0.028524 , 0.020796 , 0.023931 , 0.019946 , 0.020755 , 0.03176 , 0.028372 , 0.0335 , 0.029434 , 0.038395 , 0.034815 , 0.039356 , 0.027573 , 0.037161 , 0.030961 , 0.032064 , 0.028958 , 0.034259 , 0.020877 , 0.033065 , 0.024892 , 0.020695 , 0.02031 , 0.02382 , 0.021018 , 0.033439 , 0.032266 , 0.034188 , 0.034714 , 0.028544 , 0.021878 , 0.023426 , 0.021069 , 0.027815 , 0.021666 
 486 , 0.027206 , 0.025609 , 0.024124 , 0.021245 , 0.027539 , 0.029347 , 0.023953 , 0.029135 , 0.025518 , 0.023043 , 0.023569 , 0.022013 , 0.027569 , 0.028549 , 0.020811 , 0.023983 , 0.019992 , 0.020801 , 0.031863 , 0.028458 , 0.03357 , 0.029509 , 0.03849 , 0.034893 , 0.039409 , 0.02766 , 0.037197 , 0.031034 , 0.032156 , 0.028984 , 0.034297 , 0.020942 , 0.033125 , 0.025003 , 0.020811 , 0.020366 , 0.023882 , 0.021094 , 0.033499 , 0.032408 , 0.034348 , 0.034843 , 0.02863 , 0.021912 , 0.023437 , 0.021134 , 0.027913 , 0.02169 
 487 , 0.027231 , 0.02568 , 0.02417 , 0.021291 , 0.027603 , 0.029395 , 0.023999 , 0.029184 , 0.025539 , 0.023073 , 0.023596 , 0.022036 , 0.027603 , 0.02859 , 0.020838 , 0.024029 , 0.020023 , 0.020838 , 0.031942 , 0.028519 , 0.033653 , 0.029536 , 0.038566 , 0.035002 , 0.039482 , 0.027734 , 0.037227 , 0.031076 , 0.032214 , 0.029043 , 0.034368 , 0.020959 , 0.0332 , 0.025086 , 0.020868 , 0.020415 , 0.023929 , 0.02115 , 0.033583 , 0.032506 , 0.034459 , 0.034932 , 0.02872 , 0.021976 , 0.023496 , 0.021221 , 0.028006 , 0.021744 
 488 , 0.027236 , 0.025731 , 0.024215 , 0.021343 , 0.027648 , 0.029445 , 0.024044 , 0.029234 , 0.02555 , 0.02312 , 0.023642 , 0.022036 , 0.027638 , 0.028632 , 0.020892 , 0.024074 , 0.020058 , 0.020872 , 0.032025 , 0.028552 , 0.033732 , 0.029535 , 0.038621 , 0.035117 , 0.039565 , 0.027809 , 0.037256 , 0.031112 , 0.032256 , 0.029124 , 0.034465 , 0.020952 , 0.0333 , 0.025158 , 0.020902 , 0.02045 , 0.023964 , 0.021193 , 0.033672 , 0.032577 , 0.034535 , 0.034997 , 0.028803 , 0.022046 , 0.023572 , 0.021303 , 0.0281 , 0.021815 
