  time  ,01:50 AM,02:01 AM,02:11 AM,02:20 AM,02:31 AM,03:06 AM,03:15 AM,03:28 AM,03:37 AM,03:48 AM,04:18 AM,04:31 AM,04:41 AM,04:51 AM,05:03 AM,05:24 AM,05:34 AM,05:44 AM,05:57 AM,06:06 AM,06:46 AM,07:00 AM,07:13 AM,07:23 AM,07:35 AM,08:13 AM,08:23 AM,08:32 AM,08:42 AM,08:51 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 340 , 0.026986 , 0.031705 , 0.024179 , 0.02763 , 0.029824 , 0.02539 , 0.026565 , 0.040627 , 0.025149 , 0.021491 , 0.02457 , 0.028976 , 0.025441 , 0.025221 , 0.028318 , 0.035953 , 0.021792 , 0.020256 , 0.022319 , 0.023699 , 0.030331 , 0.026066 , 0.023103 , 0.02797 , 0.044413 , 0.022246 , 0.021498 , 0.0247 , 0.022114 , 0.024543 
 341 , 0.026721 , 0.031344 , 0.023919 , 0.027362 , 0.029536 , 0.02498 , 0.026094 , 0.04022 , 0.02464 , 0.021304 , 0.024314 , 0.02883 , 0.025303 , 0.024643 , 0.027776 , 0.035798 , 0.021216 , 0.020196 , 0.022249 , 0.023467 , 0.0298 , 0.02567 , 0.022271 , 0.027941 , 0.043557 , 0.021941 , 0.021217 , 0.024342 , 0.021737 , 0.02405 
 342 , 0.026601 , 0.031225 , 0.02374 , 0.027232 , 0.029298 , 0.024725 , 0.025858 , 0.040158 , 0.024408 , 0.021131 , 0.024272 , 0.028686 , 0.025256 , 0.02453 , 0.027495 , 0.035458 , 0.020968 , 0.020131 , 0.022309 , 0.023265 , 0.029674 , 0.025482 , 0.022029 , 0.028044 , 0.043183 , 0.021706 , 0.021078 , 0.024181 , 0.021472 , 0.023918 
 343 , 0.026621 , 0.031349 , 0.02364 , 0.027236 , 0.029109 , 0.024626 , 0.025859 , 0.040449 , 0.024453 , 0.020965 , 0.024451 , 0.028535 , 0.025301 , 0.024892 , 0.027475 , 0.034925 , 0.021052 , 0.020056 , 0.022498 , 0.023093 , 0.029957 , 0.025504 , 0.022395 , 0.028288 , 0.043296 , 0.021538 , 0.02108 , 0.024218 , 0.021319 , 0.024153 
 344 , 0.026629 , 0.031452 , 0.023553 , 0.027233 , 0.028938 , 0.024537 , 0.025858 , 0.04072 , 0.024491 , 0.020813 , 0.024617 , 0.028392 , 0.025336 , 0.02522 , 0.027458 , 0.03442 , 0.021125 , 0.019985 , 0.022663 , 0.022946 , 0.030212 , 0.025527 , 0.022742 , 0.028529 , 0.04339 , 0.021378 , 0.021074 , 0.024247 , 0.021182 , 0.024363 
 345 , 0.026614 , 0.031517 , 0.023473 , 0.027221 , 0.028783 , 0.024461 , 0.02585 , 0.04094 , 0.024494 , 0.020647 , 0.024727 , 0.028244 , 0.025328 , 0.025468 , 0.027429 , 0.033992 , 0.021156 , 0.019889 , 0.022764 , 0.022812 , 0.030417 , 0.025518 , 0.023007 , 0.028706 , 0.043459 , 0.021234 , 0.02105 , 0.024257 , 0.021052 , 0.024511 
 346 , 0.026396 , 0.031286 , 0.02337 , 0.027155 , 0.028638 , 0.024419 , 0.025765 , 0.040776 , 0.024138 , 0.020182 , 0.024321 , 0.027927 , 0.024902 , 0.025053 , 0.027239 , 0.034003 , 0.020796 , 0.019474 , 0.022302 , 0.022645 , 0.030237 , 0.025138 , 0.022529 , 0.028231 , 0.04334 , 0.02112 , 0.020799 , 0.024081 , 0.020868 , 0.024131 
 347 , 0.026203 , 0.031084 , 0.023277 , 0.027098 , 0.028511 , 0.024387 , 0.025688 , 0.040623 , 0.023821 , 0.019769 , 0.023958 , 0.027643 , 0.024519 , 0.024686 , 0.027069 , 0.034034 , 0.020474 , 0.019104 , 0.021891 , 0.022491 , 0.030087 , 0.024803 , 0.022103 , 0.027804 , 0.043243 , 0.021028 , 0.020584 , 0.02393 , 0.020706 , 0.023795 
 348 , 0.026032 , 0.030908 , 0.023194 , 0.027049 , 0.028399 , 0.024363 , 0.025618 , 0.040479 , 0.023539 , 0.0194 , 0.023631 , 0.027388 , 0.024173 , 0.024361 , 0.026916 , 0.034081 , 0.020185 , 0.018773 , 0.021523 , 0.022347 , 0.029963 , 0.024505 , 0.021722 , 0.027419 , 0.043163 , 0.020954 , 0.0204 , 0.023798 , 0.020563 , 0.023496 
 349 , 0.025903 , 0.030797 , 0.022974 , 0.026841 , 0.028405 , 0.024206 , 0.025543 , 0.040548 , 0.023388 , 0.019254 , 0.023443 , 0.027347 , 0.024064 , 0.024184 , 0.026903 , 0.034145 , 0.020059 , 0.018664 , 0.021385 , 0.022178 , 0.029613 , 0.024049 , 0.021739 , 0.0274 , 0.043145 , 0.020712 , 0.020317 , 0.023772 , 0.020414 , 0.023226 
 350 , 0.025801 , 0.030718 , 0.022715 , 0.02659 , 0.028459 , 0.024009 , 0.025472 , 0.040692 , 0.023297 , 0.019197 , 0.023319 , 0.027393 , 0.024053 , 0.024068 , 0.026946 , 0.034211 , 0.020001 , 0.018647 , 0.021346 , 0.022014 , 0.029198 , 0.023561 , 0.021909 , 0.027526 , 0.043149 , 0.02042 , 0.020282 , 0.023793 , 0.020272 , 0.022977 
 351 , 0.025713 , 0.030647 , 0.02248 , 0.026367 , 0.028515 , 0.023832 , 0.025409 , 0.040824 , 0.02322 , 0.019146 , 0.02321 , 0.027447 , 0.024053 , 0.023956 , 0.026992 , 0.034275 , 0.01995 , 0.018638 , 0.021322 , 0.021873 , 0.028818 , 0.023118 , 0.022074 , 0.027654 , 0.043154 , 0.020154 , 0.020255 , 0.023824 , 0.020145 , 0.022746 
 352 , 0.025625 , 0.030638 , 0.022334 , 0.026284 , 0.028543 , 0.023698 , 0.025317 , 0.040886 , 0.023159 , 0.019107 , 0.023083 , 0.02749 , 0.024023 , 0.02385 , 0.027056 , 0.034305 , 0.019875 , 0.018595 , 0.021301 , 0.021747 , 0.028645 , 0.022852 , 0.022157 , 0.027724 , 0.043209 , 0.019964 , 0.020206 , 0.02375 , 0.020021 , 0.022598 
 353 , 0.02552 , 0.030737 , 0.022343 , 0.026449 , 0.028514 , 0.023633 , 0.02516 , 0.040823 , 0.02312 , 0.019086 , 0.022898 , 0.027502 , 0.02392 , 0.023743 , 0.027152 , 0.034273 , 0.019739 , 0.018475 , 0.02127 , 0.021626 , 0.028846 , 0.022885 , 0.02208 , 0.027675 , 0.043363 , 0.019898 , 0.020103 , 0.02346 , 0.019888 , 0.022597 
 354 , 0.02542 , 0.030831 , 0.02235 , 0.026604 , 0.028484 , 0.023571 , 0.025011 , 0.040765 , 0.023083 , 0.019066 , 0.022724 , 0.027511 , 0.023821 , 0.023644 , 0.027245 , 0.034243 , 0.019612 , 0.018362 , 0.021242 , 0.021511 , 0.029042 , 0.022917 , 0.022006 , 0.027628 , 0.043511 , 0.019835 , 0.020005 , 0.023187 , 0.019763 , 0.022597 
 355 , 0.025326 , 0.03092 , 0.022355 , 0.026749 , 0.028454 , 0.023512 , 0.024869 , 0.040709 , 0.023047 , 0.019048 , 0.022561 , 0.027517 , 0.023727 , 0.023552 , 0.027335 , 0.034214 , 0.019493 , 0.018255 , 0.021217 , 0.021402 , 0.029233 , 0.022949 , 0.021935 , 0.027583 , 0.043653 , 0.019775 , 0.019911 , 0.02293 , 0.019645 , 0.022597 
 356 , 0.025383 , 0.030854 , 0.022285 , 0.026717 , 0.028479 , 0.023561 , 0.024952 , 0.040676 , 0.023109 , 0.019038 , 0.022598 , 0.027387 , 0.023848 , 0.023562 , 0.02716 , 0.034161 , 0.019492 , 0.018131 , 0.021166 , 0.021507 , 0.029215 , 0.022941 , 0.021898 , 0.027735 , 0.043528 , 0.019791 , 0.019803 , 0.022863 , 0.019616 , 0.022551 
 357 , 0.025444 , 0.030782 , 0.022214 , 0.026675 , 0.028505 , 0.02361 , 0.025041 , 0.040644 , 0.023171 , 0.019028 , 0.02264 , 0.027256 , 0.023973 , 0.023575 , 0.026981 , 0.034108 , 0.019496 , 0.018013 , 0.021116 , 0.021616 , 0.029186 , 0.022929 , 0.021864 , 0.027888 , 0.043393 , 0.019809 , 0.019699 , 0.022807 , 0.019592 , 0.022503 
 358 , 0.0255 , 0.030712 , 0.022146 , 0.026634 , 0.028527 , 0.023655 , 0.025125 , 0.040611 , 0.023229 , 0.019018 , 0.022678 , 0.027129 , 0.024091 , 0.023586 , 0.026811 , 0.034055 , 0.019498 , 0.0179 , 0.021068 , 0.021719 , 0.029156 , 0.022917 , 0.02183 , 0.028033 , 0.043263 , 0.019826 , 0.019599 , 0.022754 , 0.019568 , 0.022457 
 359 , 0.025628 , 0.030815 , 0.022297 , 0.026715 , 0.028622 , 0.023731 , 0.025342 , 0.040835 , 0.023366 , 0.019057 , 0.022799 , 0.027133 , 0.024205 , 0.023646 , 0.02676 , 0.034157 , 0.019562 , 0.01784 , 0.021056 , 0.021811 , 0.029309 , 0.023016 , 0.02194 , 0.028137 , 0.043314 , 0.019771 , 0.019592 , 0.022891 , 0.019567 , 0.022476 
 360 , 0.025803 , 0.031037 , 0.022603 , 0.026879 , 0.028765 , 0.023827 , 0.025648 , 0.041232 , 0.023558 , 0.019132 , 0.022976 , 0.027227 , 0.024314 , 0.023737 , 0.026792 , 0.034361 , 0.01967 , 0.017818 , 0.021072 , 0.021893 , 0.029592 , 0.02319 , 0.02215 , 0.028208 , 0.04349 , 0.019668 , 0.019649 , 0.023163 , 0.019582 , 0.022539 
 361 , 0.025968 , 0.031244 , 0.022896 , 0.027034 , 0.0289 , 0.023916 , 0.025937 , 0.041605 , 0.023739 , 0.019203 , 0.023146 , 0.027313 , 0.024419 , 0.023822 , 0.02682 , 0.034552 , 0.019774 , 0.017796 , 0.021086 , 0.021969 , 0.029865 , 0.023354 , 0.022348 , 0.028273 , 0.043657 , 0.019569 , 0.019704 , 0.023422 , 0.019596 , 0.022599 
 362 , 0.026094 , 0.031423 , 0.023141 , 0.02718 , 0.029047 , 0.024032 , 0.026159 , 0.04198 , 0.023888 , 0.019265 , 0.023279 , 0.027409 , 0.024508 , 0.023938 , 0.026869 , 0.034722 , 0.019853 , 0.017791 , 0.021087 , 0.022029 , 0.030063 , 0.023505 , 0.022494 , 0.028367 , 0.043867 , 0.019495 , 0.019765 , 0.023644 , 0.019635 , 0.022655 
 363 , 0.026089 , 0.031526 , 0.023216 , 0.027312 , 0.029269 , 0.024282 , 0.026157 , 0.042426 , 0.023931 , 0.019292 , 0.02328 , 0.027562 , 0.024539 , 0.024206 , 0.027032 , 0.034863 , 0.019833 , 0.017845 , 0.021037 , 0.022048 , 0.029988 , 0.023639 , 0.022469 , 0.028596 , 0.044273 , 0.019495 , 0.019863 , 0.023739 , 0.019769 , 0.022702 
 364 , 0.026084 , 0.031623 , 0.023285 , 0.027436 , 0.02948 , 0.024523 , 0.026156 , 0.042849 , 0.02397 , 0.019316 , 0.02328 , 0.027707 , 0.024568 , 0.024462 , 0.02719 , 0.035 , 0.019815 , 0.017897 , 0.02099 , 0.022067 , 0.029916 , 0.023768 , 0.022445 , 0.028814 , 0.044659 , 0.019494 , 0.019954 , 0.023827 , 0.019897 , 0.022747 
 365 , 0.026079 , 0.031714 , 0.023349 , 0.027553 , 0.029683 , 0.024754 , 0.026154 , 0.043252 , 0.024006 , 0.01934 , 0.023279 , 0.027845 , 0.024593 , 0.024708 , 0.027343 , 0.035133 , 0.019797 , 0.017947 , 0.020944 , 0.022086 , 0.029849 , 0.023891 , 0.022422 , 0.02902 , 0.045027 , 0.019493 , 0.02004 , 0.023908 , 0.020017 , 0.022789 
 366 , 0.026086 , 0.031873 , 0.023374 , 0.027608 , 0.029746 , 0.024875 , 0.026372 , 0.043566 , 0.02404 , 0.019388 , 0.023355 , 0.027851 , 0.024692 , 0.024695 , 0.027398 , 0.035153 , 0.019756 , 0.017964 , 0.020949 , 0.022124 , 0.029974 , 0.023832 , 0.022499 , 0.029041 , 0.04524 , 0.019653 , 0.019975 , 0.023927 , 0.019886 , 0.022812 
