  time  ,9:29 AM",00:07 AM,00:16 AM,00:27 AM,00:37 AM,01:17 AM,01:27 AM,01:41 AM,01:54 AM,02:04 AM,02:50 AM,03:09 AM,03:18 AM,03:30 AM,03:40 AM,05:21 AM,05:33 AM,05:45 AM,06:00 AM,06:09 AM,07:55 AM,08:46 AM,09:06 AM,09:23 AM,09:44 AM,11:18 AM,11:33 AM,11:52 AM,12:04 AM,12:16 AM,13:10 AM,13:29 AM,13:55 AM,14:13 AM,14:25 AM,16:03 AM,16:19 AM,16:31 AM,16:46 AM,16:57 AM,18:23 AM,18:36 AM,18:50 AM,19:03 AM,19:15 AM,20:17 AM,20:54 AM,21:10 AM,21:22 AM,21:36 AM,22:22 AM,22:38 AM,22:53 AM,23:08 AM,23:22 AM,24:41 AM,24:59 AM,25:17 AM,25:28 AM,25:39 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 330 , 0.015505 , 0.011642 , 0.011991 , 0.014792 , 0.009806 , 0.013827 , 0.013139 , 0.014693 , 0.020672 , 0.015049 , 0.013033 , 0.018364 , 0.016827 , 0.014108 , 0.00995 , 0.021104 , 0.011186 , 0.015773 , 0.019017 , 0.011567 , 0.004076 , 0.01041 , 0.018363 , 0.006101 , 0.008738 , 0.007712 , 0.013695 , 0.010189 , 0.010689 , 0.021723 , 0.010797 , 0.011833 , 0.014438 , 0.018823 , 0.014746 , 0.015485 , 0.014292 , 0.018815 , 0.016302 , 0.026547 , 0.012498 , 0.018367 , 0.008077 , 0.017444 , 0.018507 , 0.020646 , 0.024878 , 0.013153 , 0.016334 , 0.018106 , 0.012463 , 0.00818 , 0.008108 , 0.037879 , 0.040491 , 0.016144 , 0.011864 , 0.016174 , 0.00793 , 0.024896 
 331 , 0.016044 , 0.011842 , 0.011345 , 0.015779 , 0.009712 , 0.013378 , 0.013276 , 0.014451 , 0.021184 , 0.01519 , 0.013711 , 0.01925 , 0.016007 , 0.014009 , 0.010288 , 0.022125 , 0.011361 , 0.015527 , 0.019094 , 0.011807 , 0.00435 , 0.010867 , 0.01901 , 0.007523 , 0.0093 , 0.006055 , 0.01361 , 0.011546 , 0.012268 , 0.023078 , 0.011302 , 0.012377 , 0.015533 , 0.019321 , 0.015885 , 0.015315 , 0.014388 , 0.018696 , 0.017802 , 0.025591 , 0.011979 , 0.019084 , 0.009039 , 0.017389 , 0.019724 , 0.022237 , 0.025 , 0.013584 , 0.016389 , 0.018483 , 0.013084 , 0.00981 , 0.009055 , 0.038326 , 0.040779 , 0.016589 , 0.013066 , 0.016464 , 0.007903 , 0.025814 
 332 , 0.016225 , 0.011991 , 0.011411 , 0.016115 , 0.010163 , 0.013356 , 0.013362 , 0.014496 , 0.021685 , 0.015857 , 0.014102 , 0.019105 , 0.016438 , 0.014328 , 0.010369 , 0.022398 , 0.011411 , 0.015296 , 0.019267 , 0.011677 , 0.00485 , 0.012364 , 0.019344 , 0.008554 , 0.009606 , 0.006171 , 0.014196 , 0.011338 , 0.012269 , 0.023245 , 0.010954 , 0.012544 , 0.016297 , 0.019713 , 0.016205 , 0.015771 , 0.014177 , 0.018749 , 0.018078 , 0.026227 , 0.012275 , 0.019649 , 0.00987 , 0.018278 , 0.019691 , 0.022961 , 0.02531 , 0.01381 , 0.017117 , 0.01896 , 0.013415 , 0.010323 , 0.009617 , 0.038522 , 0.041384 , 0.015947 , 0.013615 , 0.01688 , 0.008241 , 0.026599 
 333 , 0.01619 , 0.012099 , 0.011887 , 0.01606 , 0.010903 , 0.013586 , 0.013413 , 0.014705 , 0.022148 , 0.016787 , 0.014301 , 0.018374 , 0.017578 , 0.014873 , 0.010297 , 0.022222 , 0.011386 , 0.015087 , 0.019479 , 0.011334 , 0.005459 , 0.014395 , 0.019473 , 0.009306 , 0.009742 , 0.007282 , 0.015123 , 0.010235 , 0.011362 , 0.022718 , 0.010139 , 0.012484 , 0.016825 , 0.020011 , 0.016032 , 0.016582 , 0.013806 , 0.018903 , 0.017624 , 0.027764 , 0.013035 , 0.020106 , 0.010571 , 0.019658 , 0.018941 , 0.023137 , 0.025706 , 0.013908 , 0.018163 , 0.019467 , 0.013562 , 0.010154 , 0.009924 , 0.038556 , 0.042131 , 0.014699 , 0.013759 , 0.017353 , 0.008773 , 0.027267 
 334 , 0.016151 , 0.012172 , 0.012297 , 0.016018 , 0.011535 , 0.013781 , 0.013455 , 0.014872 , 0.022531 , 0.017571 , 0.014465 , 0.017737 , 0.018557 , 0.015348 , 0.010236 , 0.02207 , 0.011367 , 0.014893 , 0.019645 , 0.011038 , 0.00599 , 0.016166 , 0.019558 , 0.009945 , 0.009842 , 0.008218 , 0.015895 , 0.009286 , 0.010578 , 0.022257 , 0.009433 , 0.012421 , 0.017256 , 0.020227 , 0.015871 , 0.017306 , 0.013477 , 0.019025 , 0.017221 , 0.029095 , 0.013694 , 0.020517 , 0.011155 , 0.020831 , 0.018284 , 0.023281 , 0.026024 , 0.013992 , 0.018999 , 0.019897 , 0.013688 , 0.009998 , 0.01017 , 0.038564 , 0.042745 , 0.01361 , 0.013882 , 0.017767 , 0.009231 , 0.027835 
 335 , 0.016473 , 0.012837 , 0.013281 , 0.016579 , 0.012535 , 0.01438 , 0.014003 , 0.015635 , 0.023205 , 0.0186 , 0.015026 , 0.017943 , 0.019702 , 0.015993 , 0.01068 , 0.022627 , 0.012014 , 0.015442 , 0.020392 , 0.011474 , 0.007052 , 0.017966 , 0.020216 , 0.011112 , 0.01082 , 0.009642 , 0.016897 , 0.009266 , 0.010961 , 0.022881 , 0.009943 , 0.013101 , 0.018257 , 0.021068 , 0.016482 , 0.018295 , 0.013834 , 0.01962 , 0.017505 , 0.030349 , 0.014834 , 0.021432 , 0.012093 , 0.022116 , 0.018528 , 0.023983 , 0.02694 , 0.014658 , 0.020175 , 0.020762 , 0.014486 , 0.010624 , 0.011006 , 0.039394 , 0.043786 , 0.013669 , 0.014607 , 0.018782 , 0.010137 , 0.028791 
 336 , 0.018067 , 0.015662 , 0.016425 , 0.019254 , 0.015057 , 0.016473 , 0.01636 , 0.018578 , 0.025056 , 0.020786 , 0.017073 , 0.020946 , 0.021764 , 0.017392 , 0.012908 , 0.025651 , 0.014992 , 0.018579 , 0.023277 , 0.01441 , 0.010109 , 0.020415 , 0.022943 , 0.01439 , 0.014988 , 0.013163 , 0.019024 , 0.012168 , 0.015192 , 0.027192 , 0.014517 , 0.016386 , 0.021444 , 0.024231 , 0.019785 , 0.020424 , 0.016505 , 0.02195 , 0.020091 , 0.031782 , 0.017876 , 0.024244 , 0.014523 , 0.024219 , 0.021727 , 0.026723 , 0.030119 , 0.017407 , 0.022954 , 0.023326 , 0.017695 , 0.013955 , 0.014039 , 0.043172 , 0.046587 , 0.017482 , 0.017502 , 0.02204 , 0.012768 , 0.031324 
 337 , 0.019462 , 0.018139 , 0.019116 , 0.021518 , 0.017211 , 0.018224 , 0.018357 , 0.02109 , 0.026718 , 0.022671 , 0.01887 , 0.023601 , 0.023532 , 0.018593 , 0.014855 , 0.028228 , 0.017484 , 0.021292 , 0.025762 , 0.016907 , 0.012634 , 0.022435 , 0.025166 , 0.017205 , 0.018598 , 0.016189 , 0.020873 , 0.014558 , 0.018767 , 0.030818 , 0.018448 , 0.019152 , 0.024127 , 0.026841 , 0.022603 , 0.022267 , 0.018768 , 0.023931 , 0.022308 , 0.032959 , 0.020457 , 0.02664 , 0.016637 , 0.025986 , 0.024422 , 0.029094 , 0.032863 , 0.019734 , 0.025355 , 0.025542 , 0.020405 , 0.016771 , 0.016653 , 0.046379 , 0.048991 , 0.020772 , 0.019943 , 0.024776 , 0.014984 , 0.033408 
 338 , 0.020694 , 0.020332 , 0.021445 , 0.023457 , 0.01907 , 0.019707 , 0.020065 , 0.023259 , 0.028225 , 0.024313 , 0.020464 , 0.025974 , 0.025062 , 0.019634 , 0.016574 , 0.030446 , 0.019591 , 0.023663 , 0.027926 , 0.019054 , 0.014743 , 0.024118 , 0.026996 , 0.019647 , 0.02176 , 0.018817 , 0.022497 , 0.016547 , 0.021821 , 0.0339 , 0.021863 , 0.021507 , 0.026408 , 0.029018 , 0.025031 , 0.02388 , 0.020705 , 0.025635 , 0.024229 , 0.033935 , 0.022673 , 0.0287 , 0.018496 , 0.027486 , 0.026718 , 0.031167 , 0.035256 , 0.021722 , 0.027451 , 0.027476 , 0.022719 , 0.019177 , 0.018931 , 0.049129 , 0.051077 , 0.02364 , 0.022023 , 0.027097 , 0.01687 , 0.035138 
 339 , 0.020454 , 0.019399 , 0.020389 , 0.02357 , 0.018731 , 0.019358 , 0.019424 , 0.022853 , 0.027469 , 0.024022 , 0.020294 , 0.025921 , 0.024686 , 0.018998 , 0.01628 , 0.030105 , 0.018892 , 0.023562 , 0.027943 , 0.018699 , 0.014424 , 0.023575 , 0.027285 , 0.018953 , 0.021369 , 0.018449 , 0.022434 , 0.016154 , 0.021226 , 0.033503 , 0.020765 , 0.021261 , 0.026077 , 0.028381 , 0.024416 , 0.023627 , 0.020032 , 0.025361 , 0.024022 , 0.033388 , 0.022029 , 0.028332 , 0.018221 , 0.026758 , 0.026466 , 0.030524 , 0.034579 , 0.021654 , 0.026631 , 0.027275 , 0.022019 , 0.018402 , 0.018324 , 0.047876 , 0.049984 , 0.023468 , 0.021751 , 0.026746 , 0.016149 , 0.034617 
 340 , 0.019992 , 0.018051 , 0.018872 , 0.02336 , 0.01806 , 0.018737 , 0.018453 , 0.022058 , 0.02642 , 0.023436 , 0.019845 , 0.025462 , 0.024029 , 0.018148 , 0.015681 , 0.029366 , 0.017797 , 0.02306 , 0.0276 , 0.017964 , 0.013735 , 0.022711 , 0.027311 , 0.017819 , 0.020424 , 0.017617 , 0.022103 , 0.015404 , 0.020086 , 0.032564 , 0.019029 , 0.020605 , 0.025342 , 0.027334 , 0.023359 , 0.023088 , 0.018986 , 0.024782 , 0.02348 , 0.032636 , 0.020971 , 0.027591 , 0.017618 , 0.025726 , 0.025816 , 0.029493 , 0.033458 , 0.021251 , 0.025413 , 0.026735 , 0.020886 , 0.01718 , 0.017298 , 0.046082 , 0.048468 , 0.022804 , 0.021112 , 0.025982 , 0.015071 , 0.033763 
