  time  ,47:09 PM,47:29 PM,47:34 PM,47:37 PM,47:43 PM,50:01 PM,50:26 PM,50:41 PM,50:52 PM,51:04 PM,51:54 PM,52:04 PM,52:20 PM,52:30 PM,52:38 PM,53:09 PM,53:22 PM,53:36 PM,53:48 PM,53:58 PM,55:54 PM,56:08 PM,56:23 PM,56:35 PM,56:44 PM,58:05 PM,58:18 PM,58:32 PM,58:40 PM,58:50 PM,59:22 PM,59:32 PM,59:42 PM,59:52 PM,00:01 PM,00:58 PM,01:07 PM,01:16 PM,01:23 PM,01:37 PM,02:08 PM,02:16 PM,02:24 PM,02:32 PM,02:42 PM,04:15 PM,04:23 PM,04:39 PM,04:50 PM,05:01 PM,07:56 PM,08:11 PM,08:20 PM,08:32 PM,08:41 PM,09:46 PM,10:04 PM,10:21 PM,10:35 PM,10:45 PM,11:26 PM,11:37 PM,11:48 PM,11:58 PM,12:07 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 493 , 0.907079 , 0.906476 , 0.9092 , 0.908629 , 0.90916 , 0.026121 , 0.028717 , 0.023446 , 0.030251 , 0.027696 , 0.027688 , 0.026386 , 0.024458 , 0.0175 , 0.025712 , 0.03001 , 0.021437 , 0.02866 , 0.022883 , 0.025061 , 0.029777 , 0.021236 , 0.027375 , 0.030315 , 0.02175 , 0.022216 , 0.031408 , 0.034269 , 0.029062 , 0.025053 , 0.015531 , 0.023622 , 0.028299 , 0.022666 , 0.021694 , 0.032155 , 0.030131 , 0.034333 , 0.034952 , 0.03647 , 0.033602 , 0.025374 , 0.017355 , 0.016632 , 0.024514 , 0.025197 , 0.029022 , 0.020939 , 0.030299 , 0.030629 , 0.038005 , 0.034984 , 0.043589 , 0.037121 , 0.035144 , 0.024538 , 0.018777 , 0.019975 , 0.024121 , 0.035032 , 0.027198 , 0.021083 , 0.024546 , 0.024611 , 0.020642 
 494 , 0.907154 , 0.906552 , 0.909248 , 0.908646 , 0.909192 , 0.026277 , 0.028869 , 0.023606 , 0.030394 , 0.02785 , 0.027914 , 0.02663 , 0.024633 , 0.017628 , 0.025916 , 0.030225 , 0.021576 , 0.028837 , 0.023044 , 0.025218 , 0.029936 , 0.021375 , 0.027545 , 0.030466 , 0.021889 , 0.022314 , 0.031597 , 0.034397 , 0.029214 , 0.02521 , 0.01563 , 0.023782 , 0.028476 , 0.022835 , 0.021848 , 0.032327 , 0.030297 , 0.034478 , 0.035103 , 0.036628 , 0.033739 , 0.025475 , 0.017459 , 0.016729 , 0.024609 , 0.025315 , 0.02915 , 0.021094 , 0.030418 , 0.030739 , 0.038112 , 0.035071 , 0.043681 , 0.037214 , 0.035184 , 0.024721 , 0.018823 , 0.020091 , 0.024255 , 0.035184 , 0.027304 , 0.021142 , 0.024617 , 0.024689 , 0.020709 
 495 , 0.907239 , 0.906647 , 0.909298 , 0.908674 , 0.909242 , 0.026431 , 0.029019 , 0.023771 , 0.030541 , 0.028001 , 0.028145 , 0.026872 , 0.024813 , 0.017762 , 0.02611 , 0.030437 , 0.021704 , 0.029019 , 0.023194 , 0.025381 , 0.0301 , 0.021512 , 0.027721 , 0.030613 , 0.022024 , 0.022409 , 0.031791 , 0.034531 , 0.029371 , 0.025365 , 0.015727 , 0.023939 , 0.02865 , 0.02301 , 0.022 , 0.032512 , 0.030453 , 0.034611 , 0.035252 , 0.03679 , 0.033882 , 0.025582 , 0.01757 , 0.016833 , 0.0247 , 0.025437 , 0.029291 , 0.021255 , 0.030525 , 0.030845 , 0.038224 , 0.035172 , 0.043784 , 0.037303 , 0.035236 , 0.024909 , 0.018868 , 0.020206 , 0.024396 , 0.03534 , 0.027408 , 0.021199 , 0.024684 , 0.02478 , 0.020783 
 496 , 0.907317 , 0.906741 , 0.909349 , 0.908701 , 0.909285 , 0.026584 , 0.029176 , 0.023928 , 0.030688 , 0.028152 , 0.028376 , 0.02712 , 0.024984 , 0.017888 , 0.026312 , 0.030648 , 0.02184 , 0.029192 , 0.023352 , 0.025536 , 0.030264 , 0.021656 , 0.027896 , 0.030768 , 0.022152 , 0.022496 , 0.031976 , 0.034656 , 0.02952 , 0.025512 , 0.015832 , 0.024096 , 0.028824 , 0.023184 , 0.022152 , 0.03268 , 0.030616 , 0.034753 , 0.035401 , 0.036945 , 0.034016 , 0.02568 , 0.017672 , 0.016928 , 0.024784 , 0.02556 , 0.029424 , 0.021408 , 0.03064 , 0.03096 , 0.038337 , 0.035265 , 0.043889 , 0.037393 , 0.035281 , 0.025096 , 0.018912 , 0.02032 , 0.024536 , 0.035497 , 0.027512 , 0.021256 , 0.024752 , 0.024864 , 0.020856 
 497 , 0.907482 , 0.906874 , 0.909433 , 0.908769 , 0.909369 , 0.02677 , 0.029368 , 0.024123 , 0.030879 , 0.028345 , 0.028673 , 0.027425 , 0.025218 , 0.018078 , 0.026586 , 0.030919 , 0.022044 , 0.029472 , 0.023555 , 0.02573 , 0.030472 , 0.021836 , 0.028113 , 0.030951 , 0.022316 , 0.022628 , 0.032215 , 0.034821 , 0.029688 , 0.02569 , 0.015983 , 0.024307 , 0.029088 , 0.023435 , 0.022356 , 0.032902 , 0.030815 , 0.034917 , 0.035597 , 0.037132 , 0.03419 , 0.025826 , 0.01779 , 0.017079 , 0.024915 , 0.025738 , 0.029592 , 0.021588 , 0.030791 , 0.031135 , 0.038491 , 0.035389 , 0.04404 , 0.037516 , 0.035365 , 0.02537 , 0.018982 , 0.020493 , 0.024763 , 0.035701 , 0.027641 , 0.021349 , 0.024883 , 0.024995 , 0.020933 
 498 , 0.907724 , 0.907028 , 0.909546 , 0.908874 , 0.909482 , 0.02698 , 0.029586 , 0.024335 , 0.031104 , 0.028555 , 0.029026 , 0.027787 , 0.025502 , 0.018309 , 0.026916 , 0.031232 , 0.022313 , 0.029825 , 0.023792 , 0.025949 , 0.03072 , 0.022057 , 0.028355 , 0.03116 , 0.022505 , 0.022785 , 0.032503 , 0.035012 , 0.029865 , 0.025893 , 0.016175 , 0.024567 , 0.029418 , 0.023744 , 0.022593 , 0.03315 , 0.031048 , 0.035108 , 0.035835 , 0.037354 , 0.034389 , 0.026013 , 0.017918 , 0.01727 , 0.025062 , 0.025957 , 0.029793 , 0.021778 , 0.030976 , 0.03136 , 0.038688 , 0.035524 , 0.044227 , 0.037673 , 0.035484 , 0.025702 , 0.019076 , 0.020715 , 0.025062 , 0.035947 , 0.027779 , 0.021458 , 0.025054 , 0.025166 , 0.021018 
 499 , 0.907968 , 0.907177 , 0.909654 , 0.908975 , 0.909598 , 0.027183 , 0.029811 , 0.024539 , 0.031329 , 0.028772 , 0.029379 , 0.028141 , 0.025777 , 0.01854 , 0.027247 , 0.031544 , 0.022574 , 0.030178 , 0.02402 , 0.026168 , 0.030969 , 0.02227 , 0.028597 , 0.031376 , 0.022694 , 0.022941 , 0.032782 , 0.035203 , 0.030042 , 0.026088 , 0.016367 , 0.024826 , 0.029747 , 0.024052 , 0.022829 , 0.033397 , 0.031273 , 0.035291 , 0.036073 , 0.037567 , 0.03458 , 0.026184 , 0.018053 , 0.017462 , 0.02521 , 0.026168 , 0.029987 , 0.021967 , 0.031161 , 0.031584 , 0.038885 , 0.035666 , 0.044413 , 0.037831 , 0.035602 , 0.026041 , 0.019171 , 0.020928 , 0.025362 , 0.036185 , 0.027926 , 0.021575 , 0.025226 , 0.025338 , 0.021104 
 500 , 0.90816 , 0.907282 , 0.909732 , 0.909054 , 0.909668 , 0.027386 , 0.030036 , 0.024753 , 0.03156 , 0.028982 , 0.029756 , 0.028535 , 0.026078 , 0.018792 , 0.027602 , 0.031863 , 0.022846 , 0.030554 , 0.024258 , 0.026405 , 0.031217 , 0.022495 , 0.028855 , 0.031592 , 0.022886 , 0.023101 , 0.03306 , 0.03539 , 0.030219 , 0.026301 , 0.016558 , 0.025096 , 0.030083 , 0.024378 , 0.023077 , 0.03365 , 0.03152 , 0.035486 , 0.036308 , 0.037784 , 0.034783 , 0.026365 , 0.018186 , 0.017667 , 0.025359 , 0.026381 , 0.030187 , 0.022168 , 0.031344 , 0.031799 , 0.039092 , 0.035813 , 0.044598 , 0.037991 , 0.035717 , 0.026397 , 0.019279 , 0.021154 , 0.025671 , 0.036443 , 0.028081 , 0.021697 , 0.025391 , 0.025511 , 0.02121 
 501 , 0.908164 , 0.90727 , 0.909687 , 0.909017 , 0.909647 , 0.02758 , 0.030292 , 0.024996 , 0.031799 , 0.029207 , 0.030212 , 0.029048 , 0.026448 , 0.019102 , 0.028059 , 0.032214 , 0.023146 , 0.031002 , 0.02451 , 0.026703 , 0.03148 , 0.022763 , 0.029159 , 0.031839 , 0.023098 , 0.023265 , 0.033339 , 0.035612 , 0.030428 , 0.026551 , 0.016765 , 0.025387 , 0.030476 , 0.024765 , 0.023385 , 0.033945 , 0.031807 , 0.035747 , 0.036569 , 0.038029 , 0.035014 , 0.026551 , 0.018328 , 0.017898 , 0.025523 , 0.026599 , 0.03042 , 0.022396 , 0.031552 , 0.031983 , 0.039329 , 0.036011 , 0.044848 , 0.03818 , 0.035851 , 0.026839 , 0.019461 , 0.021439 , 0.026025 , 0.036792 , 0.028306 , 0.021854 , 0.025562 , 0.025698 , 0.021367 
 502 , 0.908161 , 0.907252 , 0.909652 , 0.90899 , 0.90962 , 0.027775 , 0.030541 , 0.02524 , 0.032048 , 0.029433 , 0.030669 , 0.029545 , 0.026818 , 0.019404 , 0.028508 , 0.03255 , 0.023438 , 0.031442 , 0.024761 , 0.026994 , 0.031745 , 0.023024 , 0.029465 , 0.032088 , 0.023311 , 0.023438 , 0.033618 , 0.035835 , 0.030629 , 0.026802 , 0.016973 , 0.025678 , 0.030852 , 0.025152 , 0.023685 , 0.034224 , 0.032096 , 0.036002 , 0.036823 , 0.038266 , 0.035245 , 0.026731 , 0.018463 , 0.018129 , 0.02567 , 0.02681 , 0.030653 , 0.022633 , 0.031761 , 0.032168 , 0.039558 , 0.036201 , 0.045082 , 0.03837 , 0.035986 , 0.027281 , 0.019643 , 0.021716 , 0.02638 , 0.037142 , 0.028524 , 0.022019 , 0.025734 , 0.025878 , 0.021525 
 503 , 0.908164 , 0.90724 , 0.909615 , 0.908953 , 0.909599 , 0.02797 , 0.03079 , 0.025475 , 0.032288 , 0.029651 , 0.031117 , 0.030041 , 0.027181 , 0.019706 , 0.028958 , 0.032886 , 0.023722 , 0.031882 , 0.025005 , 0.027276 , 0.032002 , 0.023284 , 0.02977 , 0.032328 , 0.023523 , 0.023603 , 0.033898 , 0.03605 , 0.030838 , 0.027045 , 0.01718 , 0.025961 , 0.031229 , 0.025531 , 0.023985 , 0.034504 , 0.032376 , 0.036249 , 0.037078 , 0.038504 , 0.035476 , 0.02691 , 0.018606 , 0.018359 , 0.025826 , 0.027021 , 0.030878 , 0.022854 , 0.03197 , 0.032344 , 0.039795 , 0.036392 , 0.045317 , 0.03856 , 0.036121 , 0.027715 , 0.019826 , 0.021993 , 0.026726 , 0.037484 , 0.028742 , 0.022176 , 0.025906 , 0.026065 , 0.021674 
 504 , 0.908161 , 0.907198 , 0.909634 , 0.908941 , 0.909562 , 0.028278 , 0.031128 , 0.025787 , 0.032632 , 0.029958 , 0.031725 , 0.030674 , 0.027689 , 0.020144 , 0.02956 , 0.03338 , 0.024132 , 0.032512 , 0.025341 , 0.027713 , 0.032385 , 0.023622 , 0.030157 , 0.032656 , 0.023821 , 0.023821 , 0.034303 , 0.036341 , 0.031136 , 0.027355 , 0.01747 , 0.02636 , 0.031764 , 0.026074 , 0.024434 , 0.034892 , 0.032743 , 0.036595 , 0.037455 , 0.038832 , 0.0358 , 0.027164 , 0.018823 , 0.018696 , 0.02605 , 0.027347 , 0.031191 , 0.023153 , 0.032266 , 0.03268 , 0.040105 , 0.036675 , 0.045669 , 0.038856 , 0.036365 , 0.028334 , 0.020089 , 0.02242 , 0.027252 , 0.037956 , 0.029011 , 0.022373 , 0.026145 , 0.026328 , 0.021887 
 505 , 0.908136 , 0.907126 , 0.90964 , 0.908908 , 0.909489 , 0.028595 , 0.031466 , 0.026089 , 0.032994 , 0.030265 , 0.032349 , 0.031315 , 0.028213 , 0.020585 , 0.03017 , 0.033892 , 0.024554 , 0.033169 , 0.025684 , 0.028158 , 0.032779 , 0.023966 , 0.030544 , 0.032986 , 0.024125 , 0.024037 , 0.03472 , 0.036637 , 0.031451 , 0.027672 , 0.017777 , 0.026766 , 0.03231 , 0.026622 , 0.024896 , 0.035284 , 0.033113 , 0.036947 , 0.037846 , 0.039174 , 0.036128 , 0.027418 , 0.01905 , 0.019042 , 0.026288 , 0.027688 , 0.031514 , 0.023449 , 0.032572 , 0.033033 , 0.040439 , 0.036979 , 0.04603 , 0.039166 , 0.036621 , 0.028977 , 0.020363 , 0.022868 , 0.027792 , 0.03845 , 0.029295 , 0.022582 , 0.026392 , 0.026606 , 0.022112 
 506 , 0.90811 , 0.907052 , 0.909644 , 0.908873 , 0.909413 , 0.028904 , 0.031805 , 0.0264 , 0.033339 , 0.030573 , 0.032958 , 0.03194 , 0.028729 , 0.021018 , 0.030772 , 0.034389 , 0.024969 , 0.033808 , 0.026026 , 0.028594 , 0.033156 , 0.024301 , 0.030931 , 0.033315 , 0.02442 , 0.024261 , 0.035128 , 0.036924 , 0.031757 , 0.027981 , 0.018077 , 0.027171 , 0.032846 , 0.027171 , 0.025342 , 0.035668 , 0.033474 , 0.03729 , 0.03822 , 0.0395 , 0.036455 , 0.027663 , 0.019269 , 0.01938 , 0.026527 , 0.028021 , 0.031829 , 0.023744 , 0.03287 , 0.033379 , 0.040756 , 0.037274 , 0.046392 , 0.039476 , 0.036877 , 0.029611 , 0.020628 , 0.023307 , 0.028331 , 0.038928 , 0.029563 , 0.022775 , 0.026638 , 0.026877 , 0.02233 
 507 , 0.908158 , 0.907029 , 0.909684 , 0.908937 , 0.909438 , 0.029232 , 0.032181 , 0.026743 , 0.033739 , 0.030909 , 0.033668 , 0.032674 , 0.029335 , 0.02152 , 0.031434 , 0.034924 , 0.025456 , 0.034558 , 0.026402 , 0.029081 , 0.033565 , 0.024669 , 0.031362 , 0.033676 , 0.02474 , 0.024494 , 0.035576 , 0.037237 , 0.032078 , 0.02831 , 0.018428 , 0.02761 , 0.033461 , 0.027777 , 0.025869 , 0.036116 , 0.033875 , 0.037683 , 0.038629 , 0.039869 , 0.036808 , 0.02796 , 0.019525 , 0.019811 , 0.026783 , 0.028365 , 0.032173 , 0.024096 , 0.033183 , 0.033724 , 0.041133 , 0.037603 , 0.046777 , 0.039813 , 0.037166 , 0.030361 , 0.020972 , 0.02381 , 0.028969 , 0.039487 , 0.029908 , 0.023031 , 0.026918 , 0.027165 , 0.022594 
 508 , 0.90839 , 0.90711 , 0.909901 , 0.909209 , 0.909695 , 0.029565 , 0.032595 , 0.027131 , 0.034186 , 0.031291 , 0.034456 , 0.03351 , 0.030026 , 0.022072 , 0.032166 , 0.03549 , 0.026001 , 0.035411 , 0.026805 , 0.02962 , 0.033995 , 0.025063 , 0.031855 , 0.034074 , 0.025095 , 0.024753 , 0.036071 , 0.037582 , 0.032412 , 0.028658 , 0.018827 , 0.028093 , 0.034146 , 0.028435 , 0.026455 , 0.03662 , 0.034313 , 0.038131 , 0.039077 , 0.040279 , 0.0372 , 0.028308 , 0.019813 , 0.020314 , 0.027067 , 0.028737 , 0.032555 , 0.024498 , 0.033518 , 0.034067 , 0.041575 , 0.03798 , 0.04719 , 0.040191 , 0.037487 , 0.031211 , 0.021388 , 0.024379 , 0.029716 , 0.040135 , 0.030312 , 0.023337 , 0.02725 , 0.027481 , 0.022891 
 509 , 0.908625 , 0.907193 , 0.910105 , 0.909484 , 0.909946 , 0.029906 , 0.033001 , 0.02751 , 0.034617 , 0.031656 , 0.035237 , 0.03433 , 0.030709 , 0.022624 , 0.03289 , 0.036041 , 0.026539 , 0.036256 , 0.027208 , 0.030144 , 0.034418 , 0.025449 , 0.032333 , 0.034473 , 0.025433 , 0.025004 , 0.036566 , 0.037911 , 0.032746 , 0.029006 , 0.019218 , 0.028569 , 0.034823 , 0.029086 , 0.027041 , 0.037115 , 0.034752 , 0.038572 , 0.039511 , 0.040688 , 0.037585 , 0.02864 , 0.020101 , 0.02081 , 0.027351 , 0.029094 , 0.032937 , 0.024892 , 0.033853 , 0.03441 , 0.042009 , 0.038349 , 0.047596 , 0.040561 , 0.037808 , 0.032062 , 0.021796 , 0.02494 , 0.030455 , 0.040768 , 0.030717 , 0.023643 , 0.027574 , 0.027797 , 0.023189 
 510 , 0.908828 , 0.907282 , 0.910286 , 0.909713 , 0.910159 , 0.030251 , 0.033423 , 0.027908 , 0.035064 , 0.032044 , 0.036053 , 0.035176 , 0.031422 , 0.02319 , 0.033638 , 0.036618 , 0.027103 , 0.037128 , 0.027621 , 0.030697 , 0.034857 , 0.025852 , 0.032833 , 0.034881 , 0.025796 , 0.025262 , 0.037065 , 0.038252 , 0.03308 , 0.029366 , 0.01962 , 0.029064 , 0.035527 , 0.029757 , 0.027637 , 0.037614 , 0.035192 , 0.039033 , 0.039957 , 0.041097 , 0.037981 , 0.028992 , 0.020393 , 0.021318 , 0.027637 , 0.02947 , 0.033319 , 0.025294 , 0.034188 , 0.034762 , 0.042452 , 0.03873 , 0.048022 , 0.040946 , 0.03814 , 0.032937 , 0.022226 , 0.025533 , 0.031199 , 0.041416 , 0.031128 , 0.023963 , 0.027908 , 0.028123 , 0.023493 
 511 , 0.908686 , 0.907544 , 0.910172 , 0.909581 , 0.910029 , 0.030734 , 0.033954 , 0.028401 , 0.035615 , 0.032524 , 0.037061 , 0.036223 , 0.032356 , 0.023903 , 0.034561 , 0.037333 , 0.02781 , 0.038276 , 0.028098 , 0.031397 , 0.035408 , 0.026348 , 0.033442 , 0.035384 , 0.02626 , 0.025581 , 0.037645 , 0.038651 , 0.033506 , 0.029815 , 0.020125 , 0.029711 , 0.036374 , 0.030582 , 0.028393 , 0.038204 , 0.035743 , 0.039626 , 0.040529 , 0.041599 , 0.038483 , 0.029424 , 0.02074 , 0.021882 , 0.027986 , 0.029927 , 0.033762 , 0.025765 , 0.034617 , 0.035208 , 0.042981 , 0.039186 , 0.048566 , 0.041415 , 0.038555 , 0.034057 , 0.022801 , 0.026348 , 0.032092 , 0.042206 , 0.031621 , 0.024343 , 0.028329 , 0.028569 , 0.023863 
 512 , 0.908528 , 0.907831 , 0.910041 , 0.90944 , 0.909881 , 0.031207 , 0.034481 , 0.028901 , 0.036171 , 0.033008 , 0.038068 , 0.03726 , 0.033281 , 0.024618 , 0.03549 , 0.038044 , 0.028517 , 0.039413 , 0.028581 , 0.032088 , 0.035955 , 0.026852 , 0.034057 , 0.035883 , 0.026724 , 0.025891 , 0.03822 , 0.039053 , 0.033921 , 0.030262 , 0.020623 , 0.03035 , 0.037228 , 0.031415 , 0.02915 , 0.038797 , 0.036299 , 0.040222 , 0.041102 , 0.042103 , 0.038981 , 0.029862 , 0.02108 , 0.022449 , 0.028333 , 0.03039 , 0.034201 , 0.026243 , 0.03505 , 0.03565 , 0.04352 , 0.039645 , 0.049116 , 0.041887 , 0.038973 , 0.035178 , 0.023377 , 0.027164 , 0.032984 , 0.043 , 0.032112 , 0.02473 , 0.028749 , 0.029013 , 0.024242 
 513 , 0.908374 , 0.908109 , 0.909914 , 0.909305 , 0.909738 , 0.031682 , 0.035003 , 0.029387 , 0.03672 , 0.033487 , 0.039071 , 0.038301 , 0.034209 , 0.025336 , 0.036415 , 0.03875 , 0.029227 , 0.040547 , 0.029066 , 0.032781 , 0.036503 , 0.027349 , 0.034666 , 0.036383 , 0.027189 , 0.026202 , 0.038798 , 0.039448 , 0.034345 , 0.030711 , 0.021124 , 0.030992 , 0.038084 , 0.032243 , 0.029909 , 0.039384 , 0.036848 , 0.04082 , 0.041678 , 0.042601 , 0.039488 , 0.030294 , 0.021421 , 0.023009 , 0.028673 , 0.030847 , 0.034642 , 0.026716 , 0.035477 , 0.036102 , 0.044053 , 0.040106 , 0.049661 , 0.042352 , 0.039384 , 0.036295 , 0.023948 , 0.027983 , 0.033872 , 0.043796 , 0.032604 , 0.025111 , 0.029163 , 0.029467 , 0.024614 
 514 , 0.908454 , 0.90814 , 0.909984 , 0.909372 , 0.909799 , 0.032248 , 0.035629 , 0.029938 , 0.037376 , 0.034043 , 0.040242 , 0.039533 , 0.035372 , 0.026219 , 0.037481 , 0.03959 , 0.030051 , 0.04194 , 0.02964 , 0.033609 , 0.037126 , 0.027933 , 0.035372 , 0.036949 , 0.02774 , 0.026557 , 0.039501 , 0.039912 , 0.034824 , 0.031234 , 0.021727 , 0.031725 , 0.039083 , 0.033262 , 0.030791 , 0.040081 , 0.037465 , 0.041522 , 0.042335 , 0.043196 , 0.040081 , 0.030831 , 0.021856 , 0.023739 , 0.029085 , 0.031379 , 0.035194 , 0.027241 , 0.035999 , 0.036611 , 0.044677 , 0.040644 , 0.050272 , 0.042906 , 0.039863 , 0.037658 , 0.024665 , 0.028948 , 0.034993 , 0.044734 , 0.033198 , 0.025534 , 0.029632 , 0.029994 , 0.025051 
 515 , 0.908608 , 0.908066 , 0.910094 , 0.909488 , 0.909925 , 0.032831 , 0.036274 , 0.030504 , 0.038051 , 0.034625 , 0.041445 , 0.040815 , 0.036597 , 0.027143 , 0.038585 , 0.040451 , 0.030908 , 0.043401 , 0.030229 , 0.034472 , 0.037768 , 0.02854 , 0.036112 , 0.037542 , 0.028306 , 0.026916 , 0.040249 , 0.040403 , 0.035328 , 0.031781 , 0.022359 , 0.032492 , 0.04012 , 0.034334 , 0.031708 , 0.040815 , 0.038092 , 0.042245 , 0.043013 , 0.043813 , 0.040702 , 0.031393 , 0.022318 , 0.024516 , 0.029502 , 0.031934 , 0.035781 , 0.027789 , 0.03654 , 0.037146 , 0.045332 , 0.041203 , 0.050915 , 0.043489 , 0.040362 , 0.039086 , 0.025421 , 0.029963 , 0.036185 , 0.045728 , 0.033833 , 0.025971 , 0.030124 , 0.030544 , 0.025518 
 516 , 0.908758 , 0.907988 , 0.91021 , 0.90961 , 0.910048 , 0.033426 , 0.036922 , 0.031065 , 0.03873 , 0.035202 , 0.042656 , 0.042097 , 0.037814 , 0.028064 , 0.039688 , 0.041318 , 0.031771 , 0.044862 , 0.030822 , 0.03534 , 0.038414 , 0.029151 , 0.036849 , 0.03813 , 0.028884 , 0.027278 , 0.040993 , 0.040888 , 0.035827 , 0.032331 , 0.022987 , 0.033247 , 0.041156 , 0.035405 , 0.032623 , 0.041553 , 0.03873 , 0.042973 , 0.043694 , 0.044433 , 0.041326 , 0.031958 , 0.022776 , 0.02529 , 0.02993 , 0.032493 , 0.036362 , 0.02834 , 0.037084 , 0.037676 , 0.045982 , 0.041772 , 0.051554 , 0.044076 , 0.040864 , 0.040515 , 0.026183 , 0.030984 , 0.037376 , 0.04672 , 0.034472 , 0.02641 , 0.030619 , 0.031106 , 0.02598 
 517 , 0.908975 , 0.908089 , 0.910406 , 0.909788 , 0.91026 , 0.034078 , 0.037647 , 0.031687 , 0.039493 , 0.035826 , 0.043998 , 0.04351 , 0.039176 , 0.029085 , 0.040892 , 0.042282 , 0.032728 , 0.04651 , 0.031451 , 0.036322 , 0.039111 , 0.029809 , 0.037655 , 0.038769 , 0.0295 , 0.02767 , 0.041794 , 0.041428 , 0.036371 , 0.032915 , 0.023678 , 0.034102 , 0.04229 , 0.036541 , 0.033639 , 0.042339 , 0.039444 , 0.043794 , 0.044445 , 0.045112 , 0.042022 , 0.032598 , 0.023304 , 0.02615 , 0.030402 , 0.033094 , 0.036997 , 0.028947 , 0.037672 , 0.038282 , 0.046714 , 0.042404 , 0.052267 , 0.044713 , 0.041412 , 0.042119 , 0.027052 , 0.032118 , 0.038688 , 0.047819 , 0.035184 , 0.026922 , 0.031159 , 0.031712 , 0.026516 
 518 , 0.909266 , 0.908401 , 0.910735 , 0.910082 , 0.910588 , 0.034804 , 0.038461 , 0.032388 , 0.040363 , 0.03651 , 0.04548 , 0.045064 , 0.040697 , 0.030209 , 0.042199 , 0.043342 , 0.033808 , 0.04837 , 0.032119 , 0.037441 , 0.039873 , 0.030527 , 0.038542 , 0.039489 , 0.030184 , 0.028095 , 0.042664 , 0.042028 , 0.036951 , 0.033547 , 0.024446 , 0.035057 , 0.043538 , 0.037759 , 0.03478 , 0.043203 , 0.040257 , 0.04473 , 0.045276 , 0.045856 , 0.042803 , 0.033327 , 0.023924 , 0.027115 , 0.030927 , 0.033759 , 0.037669 , 0.029629 , 0.038314 , 0.038951 , 0.047537 , 0.043122 , 0.053063 , 0.045431 , 0.042044 , 0.043921 , 0.028046 , 0.033392 , 0.040142 , 0.049047 , 0.035996 , 0.027532 , 0.03176 , 0.032372 , 0.027132 
 519 , 0.909556 , 0.908704 , 0.911055 , 0.910367 , 0.910908 , 0.035534 , 0.03927 , 0.033084 , 0.04122 , 0.037189 , 0.046955 , 0.046611 , 0.042211 , 0.031322 , 0.043506 , 0.044399 , 0.034878 , 0.050224 , 0.032781 , 0.038549 , 0.04063 , 0.031249 , 0.039417 , 0.040204 , 0.030855 , 0.028512 , 0.04353 , 0.042621 , 0.037533 , 0.034182 , 0.025202 , 0.036009 , 0.044767 , 0.038958 , 0.035911 , 0.044055 , 0.041056 , 0.04566 , 0.046103 , 0.046595 , 0.043579 , 0.034059 , 0.02453 , 0.02807 , 0.031454 , 0.034428 , 0.038336 , 0.030307 , 0.03895 , 0.039622 , 0.048356 , 0.043833 , 0.053862 , 0.046136 , 0.042662 , 0.04571 , 0.029037 , 0.034665 , 0.041588 , 0.050265 , 0.036795 , 0.028135 , 0.032363 , 0.033043 , 0.027742 
 520 , 0.909862 , 0.909024 , 0.911383 , 0.910676 , 0.911243 , 0.03626 , 0.040074 , 0.033769 , 0.04208 , 0.037871 , 0.048426 , 0.048155 , 0.043724 , 0.032438 , 0.044801 , 0.04545 , 0.035939 , 0.052076 , 0.033449 , 0.039647 , 0.041381 , 0.031961 , 0.040296 , 0.040913 , 0.031525 , 0.028927 , 0.044398 , 0.043214 , 0.03811 , 0.034805 , 0.025952 , 0.036959 , 0.046009 , 0.040165 , 0.037033 , 0.044908 , 0.041858 , 0.046585 , 0.046922 , 0.047333 , 0.044365 , 0.034789 , 0.025138 , 0.029026 , 0.031977 , 0.035084 , 0.039006 , 0.030983 , 0.039589 , 0.040288 , 0.049166 , 0.044546 , 0.054649 , 0.046848 , 0.043288 , 0.047514 , 0.030029 , 0.035939 , 0.043042 , 0.051484 , 0.0376 , 0.028738 , 0.032964 , 0.033712 , 0.02836 
