  time  ,57:12 PM,57:28 PM,57:39 PM,57:50 PM,58:05 PM,58:35 PM,58:47 PM,58:58 PM,59:09 PM,59:19 PM,59:47 PM,59:57 PM,00:07 PM,00:25 PM,00:38 PM,01:05 PM,01:15 PM,01:26 PM,01:35 PM,01:44 PM,02:11 PM,02:21 PM,02:30 PM,02:41 PM,03:09 PM,03:28 PM,03:43 PM,03:58 PM,04:14 PM,04:26 PM,04:37 PM,04:56 PM,05:07 PM,05:23 PM,05:47 PM,06:30 PM,06:41 PM,06:53 PM,07:03 PM,07:11 PM,07:56 PM,08:12 PM,08:25 PM,08:38 PM,08:48 PM,09:04 PM,09:17 PM,09:30 PM,09:47 PM,09:59 PM,10:22 PM,10:38 PM,10:52 PM,11:04 PM,11:49 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 691 , 0.063586 , 0.076321 , 0.065392 , 0.084757 , 0.057088 , 0.108749 , 0.121643 , 0.087936 , 0.104319 , 0.135383 , 0.116818 , 0.111297 , 0.097312 , 0.083506 , 0.089873 , 0.081409 , 0.077741 , 0.084239 , 0.081014 , 0.088744 , 0.049658 , 0.055037 , 0.060972 , 0.061508 , 0.140791 , 0.071054 , 0.071355 , 0.079631 , 0.141092 , 0.089478 , 0.109285 , 0.080299 , 0.127511 , 0.100896 , 0.085171 , 0.080788 , 0.09671 , 0.090287 , 0.079565 , 0.067978 , 0.091303 , 0.114363 , 0.095826 , 0.106087 , 0.086073 , 0.096024 , 0.09861 , 0.093419 , 0.112727 , 0.095883 , 0.079161 , 0.122075 , 0.104498 , 0.099739 , 0.133013 
 692 , 0.068404 , 0.081459 , 0.069363 , 0.088123 , 0.06065 , 0.110915 , 0.124092 , 0.090501 , 0.106939 , 0.13726 , 0.119665 , 0.115144 , 0.101648 , 0.087296 , 0.09349 , 0.08583 , 0.08176 , 0.087785 , 0.084655 , 0.092503 , 0.05346 , 0.057699 , 0.064523 , 0.065416 , 0.143482 , 0.072314 , 0.072624 , 0.081403 , 0.142645 , 0.091347 , 0.11256 , 0.085886 , 0.130295 , 0.106093 , 0.087474 , 0.082268 , 0.098386 , 0.091845 , 0.081948 , 0.07004 , 0.094279 , 0.116752 , 0.099054 , 0.108772 , 0.089881 , 0.098565 , 0.101046 , 0.096619 , 0.115022 , 0.099073 , 0.081901 , 0.124778 , 0.108847 , 0.102757 , 0.135634 
 693 , 0.07316 , 0.086536 , 0.073273 , 0.091439 , 0.064162 , 0.113061 , 0.126511 , 0.093026 , 0.109529 , 0.139116 , 0.122482 , 0.118941 , 0.105922 , 0.091035 , 0.097065 , 0.090199 , 0.085718 , 0.09127 , 0.088255 , 0.09621 , 0.057211 , 0.06033 , 0.068022 , 0.069272 , 0.146142 , 0.073555 , 0.073874 , 0.083154 , 0.144179 , 0.093186 , 0.115785 , 0.091401 , 0.133039 , 0.11122 , 0.089748 , 0.083727 , 0.100033 , 0.093374 , 0.084281 , 0.07208 , 0.097206 , 0.1191 , 0.102231 , 0.111408 , 0.093627 , 0.101066 , 0.103452 , 0.099761 , 0.117278 , 0.102203 , 0.084601 , 0.127432 , 0.113127 , 0.105725 , 0.138215 
 694 , 0.078282 , 0.091963 , 0.077504 , 0.094975 , 0.068027 , 0.115345 , 0.129054 , 0.095735 , 0.112268 , 0.141026 , 0.125451 , 0.122955 , 0.110522 , 0.095078 , 0.100914 , 0.094956 , 0.09003 , 0.095022 , 0.092197 , 0.100229 , 0.061355 , 0.063176 , 0.071799 , 0.073431 , 0.148871 , 0.074876 , 0.075205 , 0.085085 , 0.145784 , 0.095134 , 0.119089 , 0.097273 , 0.135866 , 0.116574 , 0.092122 , 0.085301 , 0.101815 , 0.094993 , 0.086802 , 0.074285 , 0.100351 , 0.121613 , 0.105634 , 0.114229 , 0.097611 , 0.103767 , 0.106028 , 0.10311 , 0.119624 , 0.105568 , 0.087553 , 0.13033 , 0.1177 , 0.108937 , 0.141008 
 695 , 0.084353 , 0.098329 , 0.082554 , 0.099069 , 0.072803 , 0.117991 , 0.131948 , 0.098891 , 0.115368 , 0.143105 , 0.128904 , 0.127574 , 0.115977 , 0.099903 , 0.105467 , 0.100718 , 0.095228 , 0.099462 , 0.097046 , 0.105064 , 0.066499 , 0.066564 , 0.076269 , 0.078386 , 0.151798 , 0.076419 , 0.07669 , 0.087444 , 0.147545 , 0.097373 , 0.1226 , 0.104109 , 0.138908 , 0.122543 , 0.094788 , 0.087163 , 0.103874 , 0.096774 , 0.089758 , 0.076934 , 0.103987 , 0.124464 , 0.109532 , 0.117504 , 0.102207 , 0.106937 , 0.109008 , 0.106947 , 0.122131 , 0.109485 , 0.091107 , 0.133709 , 0.122946 , 0.112689 , 0.144219 
 696 , 0.090334 , 0.104598 , 0.087518 , 0.103101 , 0.077501 , 0.120601 , 0.134799 , 0.101997 , 0.118422 , 0.145144 , 0.132311 , 0.132124 , 0.12134 , 0.104635 , 0.109948 , 0.106384 , 0.100332 , 0.103812 , 0.10181 , 0.109807 , 0.071543 , 0.069897 , 0.080653 , 0.083263 , 0.154665 , 0.077931 , 0.078156 , 0.089745 , 0.149269 , 0.099556 , 0.126035 , 0.110808 , 0.14188 , 0.128392 , 0.097405 , 0.088978 , 0.105879 , 0.098509 , 0.092635 , 0.079531 , 0.107534 , 0.127232 , 0.113324 , 0.120676 , 0.106683 , 0.110013 , 0.111884 , 0.110668 , 0.124539 , 0.113268 , 0.094543 , 0.136969 , 0.128027 , 0.116317 , 0.147304 
 697 , 0.096224 , 0.110765 , 0.092413 , 0.107067 , 0.082131 , 0.123168 , 0.137597 , 0.105059 , 0.121422 , 0.147152 , 0.135674 , 0.136607 , 0.126624 , 0.109299 , 0.114342 , 0.111961 , 0.105348 , 0.108104 , 0.106497 , 0.114473 , 0.076508 , 0.073174 , 0.08497 , 0.088052 , 0.15749 , 0.079413 , 0.07959 , 0.092012 , 0.150953 , 0.101706 , 0.129416 , 0.117387 , 0.144798 , 0.134142 , 0.099969 , 0.090751 , 0.107851 , 0.100212 , 0.095458 , 0.082075 , 0.111008 , 0.129939 , 0.117041 , 0.123794 , 0.111064 , 0.113025 , 0.114707 , 0.114305 , 0.126894 , 0.116976 , 0.097905 , 0.140147 , 0.132993 , 0.119862 , 0.150318 
 698 , 0.103232 , 0.117948 , 0.098339 , 0.111657 , 0.087863 , 0.126178 , 0.140858 , 0.108721 , 0.124901 , 0.149358 , 0.139516 , 0.141706 , 0.132936 , 0.114985 , 0.119617 , 0.118825 , 0.111443 , 0.113279 , 0.112226 , 0.120157 , 0.082867 , 0.077284 , 0.090137 , 0.093781 , 0.16058 , 0.081105 , 0.081301 , 0.094527 , 0.152676 , 0.104089 , 0.133066 , 0.12492 , 0.148072 , 0.140457 , 0.102868 , 0.092774 , 0.110054 , 0.102197 , 0.098916 , 0.085178 , 0.115152 , 0.133047 , 0.121444 , 0.127418 , 0.116317 , 0.116765 , 0.118116 , 0.118787 , 0.129729 , 0.121444 , 0.10216 , 0.143924 , 0.138863 , 0.124156 , 0.153869 
 699 , 0.110167 , 0.125057 , 0.104218 , 0.116199 , 0.093537 , 0.129157 , 0.144075 , 0.112332 , 0.128348 , 0.151539 , 0.143285 , 0.146752 , 0.139214 , 0.120624 , 0.124834 , 0.125606 , 0.117473 , 0.118383 , 0.1179 , 0.125773 , 0.089178 , 0.081351 , 0.095248 , 0.099431 , 0.163586 , 0.082755 , 0.082969 , 0.096995 , 0.154347 , 0.106421 , 0.13663 , 0.132336 , 0.151288 , 0.146632 , 0.105686 , 0.094737 , 0.112174 , 0.104106 , 0.102293 , 0.088202 , 0.119183 , 0.136016 , 0.125708 , 0.130941 , 0.121423 , 0.120373 , 0.121386 , 0.123124 , 0.132438 , 0.125755 , 0.106281 , 0.147533 , 0.144512 , 0.128255 , 0.157182 
 700 , 0.116994 , 0.132059 , 0.110013 , 0.120674 , 0.09913 , 0.132086 , 0.147244 , 0.1159 , 0.131734 , 0.153677 , 0.146993 , 0.151721 , 0.14538 , 0.126163 , 0.129963 , 0.132281 , 0.1234 , 0.1234 , 0.123483 , 0.131298 , 0.095375 , 0.085354 , 0.10027 , 0.104989 , 0.166545 , 0.08438 , 0.084612 , 0.099417 , 0.155977 , 0.108715 , 0.140124 , 0.139605 , 0.154447 , 0.152695 , 0.108447 , 0.096664 , 0.11425 , 0.105981 , 0.105601 , 0.091166 , 0.123131 , 0.138928 , 0.12988 , 0.134385 , 0.126413 , 0.12391 , 0.124577 , 0.127358 , 0.135081 , 0.129963 , 0.110301 , 0.151063 , 0.150016 , 0.132263 , 0.160417 
 701 , 0.12428 , 0.139416 , 0.116168 , 0.125371 , 0.105246 , 0.135212 , 0.150523 , 0.119651 , 0.135221 , 0.155817 , 0.150837 , 0.15688 , 0.151918 , 0.132079 , 0.135406 , 0.13949 , 0.129806 , 0.128762 , 0.129529 , 0.137254 , 0.102224 , 0.089713 , 0.105661 , 0.110984 , 0.169594 , 0.086082 , 0.086349 , 0.102012 , 0.157637 , 0.111178 , 0.143703 , 0.147252 , 0.157656 , 0.158922 , 0.111307 , 0.098685 , 0.116519 , 0.107972 , 0.1092 , 0.094444 , 0.127228 , 0.141938 , 0.134278 , 0.13803 , 0.1317 , 0.127764 , 0.128023 , 0.131913 , 0.137937 , 0.134528 , 0.114671 , 0.154819 , 0.155947 , 0.136561 , 0.163884 
 702 , 0.131744 , 0.1469 , 0.12244 , 0.130124 , 0.11159 , 0.138397 , 0.153812 , 0.123471 , 0.138701 , 0.157898 , 0.154686 , 0.16202 , 0.158523 , 0.138149 , 0.140974 , 0.146882 , 0.136391 , 0.134247 , 0.135729 , 0.143357 , 0.109345 , 0.094225 , 0.111176 , 0.117149 , 0.172622 , 0.087774 , 0.088096 , 0.104652 , 0.159223 , 0.113679 , 0.147223 , 0.154953 , 0.160732 , 0.16514 , 0.114139 , 0.100676 , 0.118805 , 0.109934 , 0.11286 , 0.097823 , 0.131284 , 0.144867 , 0.138637 , 0.1416 , 0.137026 , 0.131661 , 0.13144 , 0.136446 , 0.140753 , 0.139106 , 0.119054 , 0.158477 , 0.161855 , 0.140799 , 0.167284 
 703 , 0.139079 , 0.154257 , 0.128611 , 0.134798 , 0.117833 , 0.141517 , 0.157043 , 0.127218 , 0.142122 , 0.159939 , 0.158464 , 0.16707 , 0.165008 , 0.144101 , 0.146439 , 0.154147 , 0.142846 , 0.139619 , 0.14181 , 0.149353 , 0.11633 , 0.09864 , 0.116577 , 0.123204 , 0.175585 , 0.089429 , 0.089804 , 0.107237 , 0.160774 , 0.116128 , 0.150673 , 0.162497 , 0.163743 , 0.171222 , 0.116907 , 0.102609 , 0.12105 , 0.111848 , 0.116421 , 0.101115 , 0.135247 , 0.147731 , 0.142891 , 0.145073 , 0.142213 , 0.135458 , 0.134771 , 0.140866 , 0.143496 , 0.14357 , 0.123323 , 0.162029 , 0.167593 , 0.144917 , 0.170572 
 704 , 0.146438 , 0.161591 , 0.134811 , 0.139451 , 0.124143 , 0.14463 , 0.160239 , 0.130957 , 0.145498 , 0.16192 , 0.162203 , 0.172076 , 0.171492 , 0.150064 , 0.151909 , 0.161436 , 0.149343 , 0.145032 , 0.147927 , 0.155362 , 0.12344 , 0.10309 , 0.121979 , 0.129267 , 0.178515 , 0.091098 , 0.0915 , 0.109813 , 0.162312 , 0.118554 , 0.154056 , 0.169994 , 0.166715 , 0.1772 , 0.119622 , 0.104561 , 0.123303 , 0.113749 , 0.120024 , 0.10447 , 0.139186 , 0.15053 , 0.147096 , 0.148512 , 0.147361 , 0.139268 , 0.138063 , 0.145214 , 0.146201 , 0.148 , 0.127623 , 0.165564 , 0.173264 , 0.149032 , 0.173812 
 705 , 0.15405 , 0.169115 , 0.141278 , 0.144216 , 0.130825 , 0.147828 , 0.163493 , 0.13481 , 0.148865 , 0.16383 , 0.165986 , 0.17713 , 0.178148 , 0.156197 , 0.157562 , 0.169024 , 0.156133 , 0.150666 , 0.154323 , 0.161583 , 0.131053 , 0.107755 , 0.127541 , 0.135583 , 0.181469 , 0.092845 , 0.093227 , 0.112467 , 0.163875 , 0.121019 , 0.157407 , 0.177621 , 0.169743 , 0.183106 , 0.12232 , 0.106618 , 0.125658 , 0.115733 , 0.123848 , 0.108064 , 0.143243 , 0.153359 , 0.151367 , 0.151985 , 0.152576 , 0.143316 , 0.141442 , 0.149584 , 0.148965 , 0.152595 , 0.132181 , 0.169224 , 0.179013 , 0.153359 , 0.177084 
 706 , 0.161563 , 0.17653 , 0.147655 , 0.148922 , 0.137423 , 0.150978 , 0.166697 , 0.1386 , 0.152182 , 0.165719 , 0.169721 , 0.182117 , 0.184724 , 0.162242 , 0.16312 , 0.176521 , 0.16283 , 0.15622 , 0.160639 , 0.16772 , 0.138555 , 0.112341 , 0.133031 , 0.141796 , 0.18438 , 0.094567 , 0.094929 , 0.115094 , 0.165429 , 0.123442 , 0.160702 , 0.185132 , 0.172736 , 0.188908 , 0.124973 , 0.108656 , 0.127988 , 0.117684 , 0.127608 , 0.111608 , 0.147229 , 0.156139 , 0.155559 , 0.155405 , 0.157678 , 0.147292 , 0.144748 , 0.153866 , 0.151675 , 0.15709 , 0.136644 , 0.172799 , 0.184643 , 0.157597 , 0.180279 
 707 , 0.168972 , 0.183853 , 0.153948 , 0.153561 , 0.143926 , 0.154083 , 0.169847 , 0.14234 , 0.155453 , 0.167584 , 0.173398 , 0.187025 , 0.191198 , 0.168206 , 0.168594 , 0.183916 , 0.169432 , 0.16169 , 0.166863 , 0.173758 , 0.145945 , 0.11686 , 0.138428 , 0.147918 , 0.18725 , 0.096266 , 0.096599 , 0.117671 , 0.166954 , 0.125828 , 0.163943 , 0.192523 , 0.175669 , 0.194614 , 0.127577 , 0.11065 , 0.130262 , 0.119591 , 0.13129 , 0.115076 , 0.151136 , 0.15886 , 0.159671 , 0.158743 , 0.162672 , 0.151181 , 0.147982 , 0.158049 , 0.154327 , 0.161483 , 0.141006 , 0.1763 , 0.190126 , 0.161726 , 0.183393 
 708 , 0.176351 , 0.191068 , 0.160291 , 0.158209 , 0.150711 , 0.157137 , 0.172854 , 0.145944 , 0.158507 , 0.169285 , 0.176847 , 0.191627 , 0.197485 , 0.174116 , 0.173945 , 0.191284 , 0.176008 , 0.167077 , 0.173061 , 0.17973 , 0.15355 , 0.121512 , 0.143835 , 0.153992 , 0.189986 , 0.097891 , 0.098269 , 0.120142 , 0.168249 , 0.128127 , 0.166897 , 0.19972 , 0.178496 , 0.199909 , 0.130046 , 0.112463 , 0.132281 , 0.121376 , 0.134922 , 0.118556 , 0.154821 , 0.161201 , 0.1634 , 0.161724 , 0.167339 , 0.154866 , 0.150963 , 0.162076 , 0.156632 , 0.165527 , 0.145042 , 0.179334 , 0.19506 , 0.165509 , 0.185994 
 709 , 0.18375 , 0.198319 , 0.166669 , 0.162884 , 0.157528 , 0.160219 , 0.1759 , 0.149589 , 0.161601 , 0.17102 , 0.180341 , 0.196264 , 0.203818 , 0.180081 , 0.179345 , 0.198695 , 0.182655 , 0.172554 , 0.179336 , 0.185777 , 0.161215 , 0.126202 , 0.149293 , 0.160148 , 0.19281 , 0.099567 , 0.099971 , 0.122676 , 0.16963 , 0.13049 , 0.169953 , 0.207011 , 0.181426 , 0.205316 , 0.132625 , 0.11436 , 0.134401 , 0.123259 , 0.13868 , 0.122138 , 0.158649 , 0.163682 , 0.167306 , 0.164893 , 0.172204 , 0.158712 , 0.154155 , 0.166311 , 0.159152 , 0.169773 , 0.149275 , 0.182646 , 0.200292 , 0.169549 , 0.188917 
 710 , 0.191153 , 0.205583 , 0.173062 , 0.16757 , 0.164355 , 0.163302 , 0.178946 , 0.153229 , 0.164695 , 0.172749 , 0.183831 , 0.200913 , 0.210172 , 0.186045 , 0.184741 , 0.206118 , 0.189313 , 0.178035 , 0.185625 , 0.191822 , 0.168901 , 0.130906 , 0.154756 , 0.166302 , 0.195644 , 0.101242 , 0.10168 , 0.125218 , 0.171008 , 0.132852 , 0.172999 , 0.214307 , 0.184357 , 0.210726 , 0.135201 , 0.116252 , 0.136513 , 0.125137 , 0.142425 , 0.125718 , 0.162471 , 0.166168 , 0.171204 , 0.168052 , 0.177062 , 0.162552 , 0.157346 , 0.170544 , 0.161659 , 0.174008 , 0.153488 , 0.185938 , 0.205502 , 0.173571 , 0.191813 
 711 , 0.198392 , 0.212675 , 0.179283 , 0.172119 , 0.171268 , 0.1662 , 0.181781 , 0.156717 , 0.167516 , 0.17425 , 0.1871 , 0.205234 , 0.216167 , 0.191819 , 0.189867 , 0.21323 , 0.195813 , 0.183348 , 0.191703 , 0.19764 , 0.176408 , 0.135548 , 0.16003 , 0.17228 , 0.198231 , 0.102809 , 0.10323 , 0.127524 , 0.172173 , 0.135046 , 0.175755 , 0.22128 , 0.187002 , 0.215755 , 0.1375 , 0.117907 , 0.138431 , 0.126781 , 0.145882 , 0.129047 , 0.165788 , 0.168179 , 0.174519 , 0.170677 , 0.181253 , 0.165869 , 0.160039 , 0.17408 , 0.16363 , 0.177608 , 0.157173 , 0.18847 , 0.209765 , 0.17682 , 0.193843 
 712 , 0.205742 , 0.219901 , 0.185575 , 0.176737 , 0.178433 , 0.169112 , 0.184619 , 0.160248 , 0.170291 , 0.175737 , 0.190422 , 0.209572 , 0.222222 , 0.197725 , 0.195065 , 0.220454 , 0.202456 , 0.188753 , 0.197903 , 0.203653 , 0.184111 , 0.140366 , 0.165452 , 0.178415 , 0.200921 , 0.10446 , 0.104835 , 0.129894 , 0.173442 , 0.137358 , 0.178638 , 0.228569 , 0.189806 , 0.221008 , 0.139875 , 0.119699 , 0.140571 , 0.1286 , 0.14957 , 0.132608 , 0.1693 , 0.170398 , 0.178049 , 0.173514 , 0.1857 , 0.16947 , 0.162988 , 0.177879 , 0.165916 , 0.181566 , 0.16123 , 0.191351 , 0.214401 , 0.180415 , 0.196305 
 713 , 0.213293 , 0.227318 , 0.192032 , 0.181477 , 0.185794 , 0.172106 , 0.187529 , 0.163883 , 0.173148 , 0.177268 , 0.193839 , 0.21404 , 0.228449 , 0.203806 , 0.200407 , 0.227888 , 0.209297 , 0.194319 , 0.204269 , 0.209831 , 0.192023 , 0.14531 , 0.171029 , 0.184726 , 0.203699 , 0.106161 , 0.106491 , 0.132335 , 0.174758 , 0.139739 , 0.181611 , 0.236067 , 0.192691 , 0.22642 , 0.142311 , 0.121549 , 0.142783 , 0.130475 , 0.153364 , 0.136277 , 0.172925 , 0.172685 , 0.181691 , 0.17644 , 0.190279 , 0.173192 , 0.166037 , 0.181807 , 0.168271 , 0.185651 , 0.165414 , 0.194319 , 0.219193 , 0.184129 , 0.198858 
 714 , 0.220975 , 0.234867 , 0.198644 , 0.186341 , 0.19343 , 0.175122 , 0.190445 , 0.167528 , 0.175993 , 0.178764 , 0.197258 , 0.21847 , 0.23469 , 0.209969 , 0.205803 , 0.235409 , 0.21624 , 0.19995 , 0.210742 , 0.216098 , 0.200136 , 0.150384 , 0.176704 , 0.191156 , 0.206496 , 0.107889 , 0.108156 , 0.134786 , 0.176028 , 0.142123 , 0.184574 , 0.243715 , 0.195606 , 0.231856 , 0.14477 , 0.123407 , 0.144957 , 0.132334 , 0.15717 , 0.140018 , 0.176553 , 0.1749 , 0.185275 , 0.179315 , 0.194824 , 0.17689 , 0.16902 , 0.185711 , 0.170548 , 0.189726 , 0.169553 , 0.197196 , 0.223853 , 0.187789 , 0.2013 
 715 , 0.228761 , 0.242535 , 0.205423 , 0.191356 , 0.201498 , 0.178089 , 0.193266 , 0.171118 , 0.17872 , 0.180149 , 0.200628 , 0.222696 , 0.240812 , 0.216177 , 0.211151 , 0.242979 , 0.223273 , 0.205618 , 0.217261 , 0.222323 , 0.208514 , 0.15563 , 0.182494 , 0.197688 , 0.209331 , 0.109656 , 0.109816 , 0.137212 , 0.17721 , 0.144503 , 0.187467 , 0.251566 , 0.198541 , 0.237251 , 0.147212 , 0.125303 , 0.147025 , 0.134131 , 0.160967 , 0.143864 , 0.180176 , 0.176997 , 0.18871 , 0.182121 , 0.199233 , 0.180549 , 0.171855 , 0.189545 , 0.172681 , 0.193772 , 0.173578 , 0.199891 , 0.228246 , 0.191365 , 0.203612 
 716 , 0.236834 , 0.250498 , 0.212469 , 0.19656 , 0.209869 , 0.181184 , 0.196205 , 0.174857 , 0.181565 , 0.181592 , 0.204129 , 0.227092 , 0.247189 , 0.222637 , 0.21671 , 0.250853 , 0.230588 , 0.211511 , 0.224031 , 0.228769 , 0.217243 , 0.161095 , 0.188521 , 0.204501 , 0.212301 , 0.111514 , 0.111558 , 0.139747 , 0.178468 , 0.146988 , 0.1905 , 0.259753 , 0.201635 , 0.242885 , 0.149765 , 0.127299 , 0.149206 , 0.13603 , 0.164964 , 0.147893 , 0.183978 , 0.179223 , 0.192346 , 0.185088 , 0.203871 , 0.184404 , 0.174866 , 0.193588 , 0.174964 , 0.198069 , 0.177838 , 0.20278 , 0.23293 , 0.195185 , 0.206107 
 717 , 0.245222 , 0.258767 , 0.219788 , 0.20197 , 0.218574 , 0.184391 , 0.199257 , 0.178744 , 0.184524 , 0.183087 , 0.207767 , 0.231658 , 0.253812 , 0.229354 , 0.222492 , 0.259042 , 0.238192 , 0.217652 , 0.231065 , 0.23547 , 0.226322 , 0.166776 , 0.19478 , 0.211588 , 0.215391 , 0.113436 , 0.113374 , 0.142389 , 0.179772 , 0.149569 , 0.193654 , 0.268279 , 0.204851 , 0.24875 , 0.152433 , 0.129375 , 0.151475 , 0.138009 , 0.169125 , 0.152105 , 0.187945 , 0.181536 , 0.196137 , 0.188194 , 0.208725 , 0.188424 , 0.178008 , 0.197812 , 0.177361 , 0.202546 , 0.18229 , 0.205799 , 0.237828 , 0.199177 , 0.208725 
 718 , 0.25339 , 0.266967 , 0.227013 , 0.207388 , 0.227489 , 0.18749 , 0.202143 , 0.182351 , 0.187244 , 0.184475 , 0.211126 , 0.235934 , 0.260143 , 0.235758 , 0.227982 , 0.266896 , 0.245597 , 0.223557 , 0.237918 , 0.241947 , 0.235397 , 0.172441 , 0.200926 , 0.218602 , 0.218523 , 0.115375 , 0.115173 , 0.145032 , 0.181002 , 0.152341 , 0.196915 , 0.276982 , 0.208155 , 0.25466 , 0.155065 , 0.131412 , 0.153787 , 0.140087 , 0.173526 , 0.156537 , 0.19181 , 0.183849 , 0.199939 , 0.191387 , 0.213639 , 0.192568 , 0.181354 , 0.202187 , 0.180006 , 0.207097 , 0.186953 , 0.209019 , 0.242934 , 0.203474 , 0.211629 
 719 , 0.26174 , 0.275359 , 0.234387 , 0.212928 , 0.236607 , 0.190667 , 0.205079 , 0.186025 , 0.190015 , 0.185875 , 0.21454 , 0.24029 , 0.266568 , 0.242245 , 0.233559 , 0.274857 , 0.253107 , 0.229533 , 0.244932 , 0.24857 , 0.244624 , 0.178202 , 0.207184 , 0.225746 , 0.221658 , 0.117321 , 0.116969 , 0.147687 , 0.182184 , 0.155122 , 0.200155 , 0.28578 , 0.211422 , 0.26056 , 0.157659 , 0.133407 , 0.156056 , 0.142119 , 0.177911 , 0.160954 , 0.195609 , 0.186042 , 0.203643 , 0.194473 , 0.218469 , 0.196596 , 0.184554 , 0.2064 , 0.182475 , 0.211501 , 0.191469 , 0.212021 , 0.247804 , 0.207572 , 0.214223 
 720 , 0.270291 , 0.283961 , 0.241948 , 0.218613 , 0.245962 , 0.193923 , 0.208086 , 0.189786 , 0.192849 , 0.187304 , 0.218041 , 0.244756 , 0.273152 , 0.248902 , 0.239272 , 0.28302 , 0.260803 , 0.235654 , 0.252132 , 0.255372 , 0.254095 , 0.184108 , 0.213596 , 0.233067 , 0.224881 , 0.119315 , 0.118813 , 0.150404 , 0.183395 , 0.157974 , 0.203491 , 0.294806 , 0.214767 , 0.266603 , 0.160325 , 0.135458 , 0.158388 , 0.144199 , 0.18241 , 0.165492 , 0.199512 , 0.188298 , 0.207452 , 0.197646 , 0.223419 , 0.200727 , 0.187841 , 0.210726 , 0.185015 , 0.216025 , 0.196115 , 0.21511 , 0.252801 , 0.211774 , 0.216906 
 721 , 0.278478 , 0.292327 , 0.249242 , 0.224165 , 0.255209 , 0.197017 , 0.210944 , 0.193382 , 0.195522 , 0.188672 , 0.221325 , 0.248979 , 0.279395 , 0.255236 , 0.244724 , 0.290868 , 0.268202 , 0.241535 , 0.259002 , 0.261955 , 0.263423 , 0.189878 , 0.219874 , 0.240277 , 0.228079 , 0.121314 , 0.120702 , 0.15318 , 0.184662 , 0.160817 , 0.206864 , 0.303965 , 0.218109 , 0.27265 , 0.163062 , 0.137644 , 0.160913 , 0.146391 , 0.187003 , 0.170253 , 0.203491 , 0.190769 , 0.21139 , 0.201045 , 0.22849 , 0.205038 , 0.19132 , 0.215139 , 0.187825 , 0.220818 , 0.201071 , 0.218616 , 0.258215 , 0.216362 , 0.220136 
 722 , 0.286365 , 0.30042 , 0.256266 , 0.22956 , 0.264248 , 0.199861 , 0.213576 , 0.196721 , 0.197951 , 0.189854 , 0.224299 , 0.252837 , 0.285283 , 0.26123 , 0.249879 , 0.298344 , 0.275268 , 0.247131 , 0.26547 , 0.268183 , 0.272432 , 0.195386 , 0.225843 , 0.247157 , 0.231043 , 0.12319 , 0.122475 , 0.155776 , 0.185728 , 0.163419 , 0.209956 , 0.312661 , 0.221088 , 0.278295 , 0.1656 , 0.139636 , 0.163218 , 0.1483 , 0.191224 , 0.174761 , 0.207024 , 0.192873 , 0.214841 , 0.203945 , 0.23291 , 0.208865 , 0.194339 , 0.218968 , 0.190151 , 0.224971 , 0.205463 , 0.221498 , 0.26287 , 0.220294 , 0.222641 
 723 , 0.294279 , 0.308539 , 0.263318 , 0.23498 , 0.27331 , 0.202705 , 0.216207 , 0.200065 , 0.200396 , 0.19104 , 0.227279 , 0.256706 , 0.291195 , 0.267238 , 0.255051 , 0.305839 , 0.282353 , 0.252751 , 0.27196 , 0.274425 , 0.281464 , 0.20091 , 0.231827 , 0.254058 , 0.234013 , 0.12506 , 0.12425 , 0.15839 , 0.186798 , 0.16603 , 0.213054 , 0.321362 , 0.224065 , 0.283956 , 0.168138 , 0.141629 , 0.165525 , 0.150219 , 0.195448 , 0.179289 , 0.210554 , 0.194978 , 0.218289 , 0.206851 , 0.237324 , 0.212688 , 0.197347 , 0.222793 , 0.192478 , 0.229126 , 0.209848 , 0.224379 , 0.267517 , 0.224222 , 0.225145 
 724 , 0.302024 , 0.316541 , 0.270293 , 0.24034 , 0.282397 , 0.205486 , 0.21877 , 0.203325 , 0.202752 , 0.19221 , 0.23018 , 0.260471 , 0.296966 , 0.273104 , 0.260124 , 0.313183 , 0.289295 , 0.258232 , 0.278328 , 0.280532 , 0.290397 , 0.206379 , 0.237746 , 0.260905 , 0.237009 , 0.126934 , 0.126014 , 0.160991 , 0.18788 , 0.16867 , 0.216201 , 0.330111 , 0.227048 , 0.289625 , 0.170726 , 0.143645 , 0.167837 , 0.152201 , 0.199741 , 0.183889 , 0.21418 , 0.197147 , 0.22185 , 0.209841 , 0.241842 , 0.216644 , 0.200488 , 0.226831 , 0.194917 , 0.233442 , 0.214388 , 0.227421 , 0.272384 , 0.228358 , 0.227915 
