LMAT_00005.spu,LMAT_00004.spu,LMAT_00003.spu,LMAT_00002.spu,LMAT_00001.spu,
Wavelength,LMAT_00006.spu,LMAT_00007.spu,LMAT_00008.spu,LMAT_00009.spu,LMAT_00010.spu,LMAT_00011.spu,LMAT_00012.spu,LMAT_00013.spu,LMAT_00014.spu,LMAT_00015.spu,LMAT_00016.spu,LMAT_00017.spu,LMAT_00018.spu,LMAT_00019.spu,LMAT_00020.spu,LMAT_00021.spu,LMAT_00022.spu,LMAT_00023.spu,LMAT_00024.spu,LMAT_00025.spu,LMAT_00026.spu,LMAT_00027.spu,LMAT_00028.spu,LMAT_00029.spu,LMAT_00030.spu,LMAT_00031.spu,LMAT_00032.spu,LMAT_00033.spu,LMAT_00034.spu,LMAT_00035.spu,LMAT_00036.spu,LMAT_00037.spu,LMAT_00038.spu,LMAT_00039.spu,LMAT_00040.spu,LMAT_00041.spu,LMAT_00042.spu,LMAT_00043.spu,LMAT_00044.spu,LMAT_00045.spu,LMAT_00046.spu,LMAT_00047.spu,LMAT_00048.spu,LMAT_00049.spu,LMAT_00050.spu,LMAT_00051.spu,LMAT_00052.spu,LMAT_00053.spu,LMAT_00054.spu,LMAT_00055.spu,LMAT_00056.spu,LMAT_00057.spu,LMAT_00058.spu,LMAT_00059.spu,LMAT_00060.spu,LMAT_00061.spu,LMAT_00062.spu,LMAT_00063.spu,LMAT_00064.spu,LMAT_00065.spu,LMAT_00066.spu,LMAT_00067.spu,LMAT_00068.spu,LMAT_00069.spu,LMAT_00070.spu,LMAT_00071.spu,LMAT_00072.spu,LMAT_00073.spu,LMAT_00074.spu,LMAT_00075.spu,LMAT_00076.spu,LMAT_00077.spu,LMAT_00078.spu,LMAT_00079.spu,LMAT_00080.spu,LMAT_00081.spu,LMAT_00082.spu,LMAT_00083.spu,LMAT_00084.spu,LMAT_00085.spu,LMAT_00086.spu,LMAT_00087.spu,LMAT_00088.spu,LMAT_00089.spu,LMAT_00090.spu,LMAT_00091.spu,LMAT_00092.spu,LMAT_00093.spu,LMAT_00094.spu,LMAT_00095.spu,LMAT_00096.spu,LMAT_00097.spu,LMAT_00098.spu,LMAT_00099.spu,LMAT_00100.spu,LMAT_00101.spu,LMAT_00102.spu,LMAT_00103.spu,LMAT_00104.spu,LMAT_00105.spu,LMAT_00106.spu,LMAT_00107.spu,LMAT_00108.spu,LMAT_00109.spu,LMAT_00110.spu,LMAT_00111.spu,LMAT_00112.spu,LMAT_00113.spu,LMAT_00114.spu,LMAT_00115.spu,LMAT_00116.spu,LMAT_00117.spu,LMAT_00118.spu,LMAT_00119.spu,LMAT_00120.spu,LMAT_00121.spu,LMAT_00122.spu,LMAT_00123.spu,LMAT_00124.spu,LMAT_00125.spu,LMAT_00126.spu,LMAT_00127.spu,LMAT_00128.spu,LMAT_00129.spu,LMAT_00130.spu,LMAT_00131.spu,LMAT_00132.spu,LMAT_00133.spu,LMAT_00134.spu,LMAT_00135.spu,LMAT_00136.spu,LMAT_00137.spu,LMAT_00138.spu,LMAT_00139.spu,LMAT_00140.spu,LMAT_00141.spu,LMAT_00142.spu,LMAT_00143.spu,LMAT_00144.spu,LMAT_00145.spu,LMAT_00146.spu,LMAT_00147.spu,LMAT_00148.spu,LMAT_00149.spu,LMAT_00150.spu,LMAT_00151.spu,LMAT_00152.spu,LMAT_00153.spu,LMAT_00154.spu,LMAT_00155.spu,LMAT_00156.spu,LMAT_00157.spu,LMAT_00158.spu,LMAT_00159.spu,LMAT_00160.spu,LMAT_00161.spu,LMAT_00162.spu,LMAT_00163.spu,LMAT_00164.spu,LMAT_00165.spu,LMAT_00166.spu,LMAT_00167.spu,LMAT_00168.spu,LMAT_00169.spu,LMAT_00170.spu,LMAT_00171.spu,LMAT_00172.spu,LMAT_00173.spu,LMAT_00174.spu,LMAT_00175.spu,LMAT_00176.spu,LMAT_00177.spu,LMAT_00178.spu,LMAT_00179.spu,LMAT_00180.spu,LMAT_00181.spu,LMAT_00182.spu,LMAT_00183.spu,LMAT_00184.spu,LMAT_00185.spu,LMAT_00186.spu,LMAT_00187.spu,LMAT_00188.spu,LMAT_00189.spu,LMAT_00190.spu
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005819 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00199 , 0 , 0 , 0.004188 , 0 , 0 , 0 , 0.006419 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 207.334709 , 207.334709 , 207.334709 , 0 , 0 , 0 , 0 , 0 , 0 
 317 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.008827 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003021 , 0 , 0 , 0.006399 , 0 , 0 , 0 , 0.007332 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 190.754061 , 190.754061 , 190.754061 , 0 , 0 , 0 , 0 , 0 , 0 
 318 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000176 , 0 , 0.000183 , 0 , 0.000097 , 0 , 0 , 0 , 0 , 0 , 0.000227 , 0 , 0.010848 , 0 , 0 , 0.000363 , 0.000278 , 0 , 0.000511 , 0 , 0 , 0.000107 , 0 , 0 , 0.000398 , 0 , 0 , 0 , 0 , 0.000092 , 0.000188 , 0 , 0.000086 , 0 , 0 , 0.000173 , 0.000349 , 0.00009 , 0 , 0 , 0.000092 , 0 , 0.000173 , 0 , 0 , 0.004232 , 0.00035 , 0 , 0.008754 , 0.00016 , 0.000338 , 0.000111 , 0.008284 , 0.000291 , 0 , 0.000375 , 0.000222 , 0.000264 , 0.000331 , 0.000391 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 175.930025 , 175.930025 , 175.930025 , 0 , 0 , 0 , 0 , 0 , 0 
 319 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001716 , 0 , 0.001776 , 0 , 0.000915 , 0 , 0 , 0 , 0 , 0 , 0.00219 , 0 , 0.008749 , 0 , 0 , 0.003505 , 0.002696 , 0 , 0.004961 , 0 , 0 , 0.001033 , 0 , 0 , 0.003872 , 0 , 0 , 0 , 0 , 0.000868 , 0.001775 , 0 , 0.000831 , 0 , 0 , 0.001669 , 0.003344 , 0.000873 , 0 , 0 , 0.000884 , 0 , 0.001669 , 0 , 0 , 0.007986 , 0.003397 , 0 , 0.014492 , 0.001526 , 0.003282 , 0.001058 , 0.010576 , 0.00278 , 0 , 0.003576 , 0.002128 , 0.002531 , 0.003138 , 0.003755 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 155.401727 , 155.401727 , 155.401727 , 0 , 0 , 0 , 0 , 0 , 0 
 320 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002941 , 0 , 0.003044 , 0 , 0.001535 , 0 , 0 , 0 , 0 , 0 , 0.003738 , 0 , 0.007113 , 0 , 0 , 0.005973 , 0.004595 , 0 , 0.008502 , 0 , 0 , 0.001738 , 0 , 0 , 0.006634 , 0 , 0 , 0 , 0 , 0.001456 , 0.002949 , 0 , 0.001423 , 0 , 0 , 0.002832 , 0.005647 , 0.001495 , 0 , 0 , 0.001505 , 0 , 0.002832 , 0 , 0 , 0.01089 , 0.005823 , 0 , 0.01881 , 0.002569 , 0.005624 , 0.001786 , 0.012356 , 0.004706 , 0 , 0.006025 , 0.003587 , 0.004288 , 0.00526 , 0.006374 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 139.490423 , 139.490423 , 139.490423 , 0 , 0 , 0 , 0 , 0 , 0 
 321 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003946 , 0 , 0.004084 , 0 , 0.002017 , 0 , 0 , 0 , 0 , 0 , 0.004993 , 0 , 0.0058 , 0 , 0 , 0.007974 , 0.006134 , 0 , 0.011407 , 0 , 0 , 0.002292 , 0 , 0 , 0.008902 , 0 , 0 , 0 , 0 , 0.001916 , 0.003842 , 0 , 0.001909 , 0 , 0 , 0.003763 , 0.007467 , 0.002007 , 0 , 0 , 0.002009 , 0 , 0.003763 , 0 , 0 , 0.013198 , 0.007813 , 0 , 0.022145 , 0.003387 , 0.007547 , 0.002359 , 0.013778 , 0.006237 , 0 , 0.007951 , 0.004737 , 0.00569 , 0.006906 , 0.008473 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 126.792225 , 126.792225 , 126.792225 , 0 , 0 , 0 , 0 , 0 , 0 
 322 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004571 , 0.002913 , 0.008005 , 0.002347 , 0.005979 , 0.001521 , 0.002347 , 0.001952 , 0.000744 , 0.003786 , 0.006167 , 0.002339 , 0.007054 , 0 , 0 , 0.01005 , 0.009651 , 0.003484 , 0.015577 , 0.002335 , 0.006946 , 0.004899 , 0.004151 , 0.000462 , 0.009052 , 0.00166 , 0.000841 , 0.004659 , 0.002775 , 0.003755 , 0.005571 , 0.001209 , 0.001837 , 0.003709 , 0.003403 , 0.006274 , 0.009905 , 0.004307 , 0.002347 , 0.000408 , 0.00396 , 0.002368 , 0.005483 , 0 , 0.001804 , 0.014625 , 0.009811 , 0.00202 , 0.025701 , 0.006383 , 0.009091 , 0.004179 , 0.016258 , 0.007973 , 0.001257 , 0.010873 , 0.006791 , 0.008754 , 0.0093 , 0.010397 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000727 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002187 , 0 , 0.002161 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 323 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004979 , 0.006084 , 0.011994 , 0.004957 , 0.010209 , 0.003199 , 0.004957 , 0.004046 , 0.001567 , 0.007932 , 0.007148 , 0.004971 , 0.008816 , 0 , 0 , 0.011749 , 0.013172 , 0.00734 , 0.019334 , 0.004799 , 0.014368 , 0.00757 , 0.008733 , 0.000963 , 0.0086 , 0.003501 , 0.001748 , 0.009772 , 0.005947 , 0.005677 , 0.007243 , 0.00254 , 0.001625 , 0.00788 , 0.00713 , 0.008818 , 0.012127 , 0.006654 , 0.004957 , 0.000853 , 0.00601 , 0.004953 , 0.007131 , 0 , 0.003752 , 0.015581 , 0.01149 , 0.004211 , 0.028658 , 0.009565 , 0.010276 , 0.006062 , 0.018686 , 0.009506 , 0.002698 , 0.013579 , 0.008786 , 0.011821 , 0.011588 , 0.011966 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001546 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004621 , 0 , 0.004608 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 324 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.005291 , 0.008535 , 0.015076 , 0.007029 , 0.013525 , 0.004518 , 0.007029 , 0.005638 , 0.002216 , 0.011162 , 0.007949 , 0.00709 , 0.010222 , 0 , 0 , 0.013032 , 0.015998 , 0.010384 , 0.022234 , 0.006637 , 0.019984 , 0.009614 , 0.012336 , 0.001346 , 0.008242 , 0.004955 , 0.002442 , 0.013765 , 0.008548 , 0.007206 , 0.008556 , 0.003584 , 0.001458 , 0.011238 , 0.010033 , 0.010844 , 0.013897 , 0.00845 , 0.007029 , 0.001199 , 0.007655 , 0.00696 , 0.008428 , 0 , 0.005243 , 0.016338 , 0.012828 , 0.0059 , 0.030902 , 0.012168 , 0.011219 , 0.007572 , 0.020679 , 0.010743 , 0.003886 , 0.015707 , 0.010392 , 0.014299 , 0.013484 , 0.013215 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002204 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.006553 , 0 , 0.006592 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 325 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000126 , 0 , 0 , 0.001015 , 0.006115 , 0.010801 , 0.017318 , 0.009213 , 0.015937 , 0.005191 , 0.008364 , 0.006752 , 0.003339 , 0.013494 , 0.009124 , 0.008439 , 0.01127 , 0.000296 , 0 , 0.014256 , 0.018576 , 0.012368 , 0.02432 , 0.008657 , 0.023631 , 0.010911 , 0.015387 , 0.002676 , 0.009356 , 0.00621 , 0.003235 , 0.015986 , 0.010733 , 0.00919 , 0.010329 , 0.005446 , 0.002486 , 0.013202 , 0.011675 , 0.01211 , 0.015273 , 0.010602 , 0.009047 , 0.00239 , 0.008637 , 0.008648 , 0.009666 , 0.000856 , 0.006421 , 0.017133 , 0.014166 , 0.007194 , 0.032612 , 0.014157 , 0.012372 , 0.009149 , 0.02196 , 0.011679 , 0.005279 , 0.017412 , 0.011727 , 0.015945 , 0.01481 , 0.01415 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002829 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000467 , 0 , 0 , 0 , 0 , 0 , 0.000369 , 0 , 0 , 0 , 0 , 0.000486 , 0.000377 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000506 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00836 , 0.000902 , 0.008733 , 0 , 0 , 0.000173 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 326 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000452 , 0 , 0 , 0.003575 , 0.007734 , 0.013121 , 0.018747 , 0.011849 , 0.017426 , 0.005056 , 0.008827 , 0.007409 , 0.005289 , 0.014907 , 0.010951 , 0.008846 , 0.01194 , 0.001047 , 0 , 0.015605 , 0.021105 , 0.013143 , 0.025588 , 0.011295 , 0.025257 , 0.011398 , 0.018045 , 0.005512 , 0.012595 , 0.007326 , 0.004298 , 0.016073 , 0.012509 , 0.012068 , 0.012974 , 0.008686 , 0.005326 , 0.013415 , 0.011809 , 0.012463 , 0.016254 , 0.013582 , 0.011234 , 0.004933 , 0.008798 , 0.010142 , 0.010988 , 0.003003 , 0.007376 , 0.018096 , 0.015643 , 0.008144 , 0.033885 , 0.015458 , 0.013955 , 0.011013 , 0.022348 , 0.012281 , 0.00708 , 0.018751 , 0.012831 , 0.016588 , 0.015423 , 0.014754 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003462 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001666 , 0 , 0 , 0 , 0 , 0 , 0.00131 , 0 , 0 , 0 , 0 , 0.001727 , 0.001324 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001771 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.010227 , 0.003174 , 0.011317 , 0 , 0 , 0.000597 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 327 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000721 , 0 , 0 , 0.005643 , 0.00899 , 0.014931 , 0.019912 , 0.014022 , 0.018618 , 0.00495 , 0.009189 , 0.007947 , 0.006897 , 0.01601 , 0.01243 , 0.009169 , 0.012478 , 0.001662 , 0 , 0.016706 , 0.023157 , 0.013803 , 0.02655 , 0.013431 , 0.026604 , 0.011804 , 0.020122 , 0.007806 , 0.015108 , 0.008193 , 0.005162 , 0.016122 , 0.013931 , 0.014412 , 0.015104 , 0.011294 , 0.007637 , 0.013575 , 0.011924 , 0.012735 , 0.017005 , 0.015979 , 0.012991 , 0.007001 , 0.008915 , 0.011343 , 0.012052 , 0.004722 , 0.00817 , 0.018926 , 0.016779 , 0.008896 , 0.03498 , 0.016491 , 0.015207 , 0.012537 , 0.022664 , 0.012723 , 0.008527 , 0.019825 , 0.013729 , 0.017083 , 0.015875 , 0.015219 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003955 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002663 , 0 , 0 , 0 , 0 , 0 , 0.002084 , 0 , 0 , 0 , 0 , 0.002748 , 0.002082 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002782 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.01175 , 0.005005 , 0.013411 , 0 , 0 , 0.000925 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 328 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00095 , 0 , 0 , 0.007349 , 0.009985 , 0.016374 , 0.020881 , 0.015849 , 0.019591 , 0.004865 , 0.009477 , 0.008396 , 0.008249 , 0.016887 , 0.013651 , 0.009428 , 0.012919 , 0.002177 , 0 , 0.017623 , 0.024856 , 0.014373 , 0.02729 , 0.015194 , 0.027744 , 0.012151 , 0.021779 , 0.0097 , 0.017095 , 0.008879 , 0.005879 , 0.016144 , 0.015089 , 0.016361 , 0.016854 , 0.013434 , 0.009555 , 0.013696 , 0.012024 , 0.012947 , 0.017592 , 0.017947 , 0.014432 , 0.008715 , 0.009002 , 0.012328 , 0.012926 , 0.006127 , 0.008842 , 0.019654 , 0.017671 , 0.009504 , 0.035935 , 0.017329 , 0.016217 , 0.013809 , 0.022924 , 0.013051 , 0.009712 , 0.020705 , 0.014474 , 0.01747 , 0.016214 , 0.015582 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004347 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003509 , 0 , 0 , 0 , 0 , 0 , 0.002735 , 0 , 0 , 0 , 0 , 0.003605 , 0.002699 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.003605 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.013017 , 0.00651 , 0.015142 , 0 , 0 , 0.001184 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
