  time  ,:08:30 A,:08:40 A,:08:51 A,:09:01 A,:09:18 A,:10:10 A,:10:22 A,:10:36 A,:10:47 A,:10:58 A,:11:38 A,:11:48 A,:12:01 A,:12:13 A,:12:22 A,:13:14 A,:13:23 A,:13:33 A,:13:43 A,:13:52 A,:14:12 A,:14:26 A,:14:34 A,:14:43 A,:14:53 A,:16:49 A,:17:01 A,:17:10 A,:17:20 A,:17:29 A,:18:47 A,:18:58 A,:19:08 A,:19:18 A,:19:29 A,:20:20 A,:20:35 A,:20:43 A,:20:52 A,:21:01 A,:21:53 A,:22:02 A,:22:11 A,:22:21 A,:22:29 A,:22:48 A,:22:57 A,:23:07 A,:23:16 A,:23:26 A,:24:10 A,:24:18 A,:24:28 A,:24:38 A,:24:46 A,:25:32 A,:25:42 A,:25:54 A,:26:09 A,:26:17 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 417 , 0.031833 , 0.022972 , 0.029753 , 0.03108 , 0.035569 , 0.02994 , 0.032406 , 0.041906 , 0.055385 , 0.053639 , 0.0218 , 0.030011 , 0.025625 , 0.028053 , 0.026874 , 0.033392 , 0.027692 , 0.042369 , 0.042614 , 0.030378 , 0.027692 , 0.024781 , 0.027956 , 0.02084 , 0.023178 , 0.020492 , 0.031582 , 0.029933 , 0.048301 , 0.038866 , 0.034461 , 0.050902 , 0.044115 , 0.039381 , 0.075497 , 0.031234 , 0.045042 , 0.035317 , 0.024833 , 0.021284 , 0.030011 , 0.029418 , 0.034435 , 0.034487 , 0.031292 , 0.029386 , 0.029682 , 0.025213 , 0.027164 , 0.026398 , 0.041841 , 0.056396 , 0.039871 , 0.065991 , 0.043355 , 0.034635 , 0.028504 , 0.025155 , 0.027589 , 0.027248 
 418 , 0.032106 , 0.023165 , 0.030022 , 0.031377 , 0.035867 , 0.030339 , 0.032829 , 0.042518 , 0.056013 , 0.054394 , 0.021972 , 0.030255 , 0.025842 , 0.028281 , 0.027094 , 0.03357 , 0.027829 , 0.042711 , 0.042834 , 0.030545 , 0.027926 , 0.024978 , 0.028145 , 0.021036 , 0.023359 , 0.02063 , 0.031925 , 0.030235 , 0.048782 , 0.039125 , 0.034712 , 0.051291 , 0.044595 , 0.039873 , 0.076295 , 0.031558 , 0.045343 , 0.035661 , 0.02501 , 0.021372 , 0.030216 , 0.029603 , 0.034596 , 0.034725 , 0.031455 , 0.029693 , 0.029906 , 0.025378 , 0.027403 , 0.026603 , 0.042331 , 0.05711 , 0.040434 , 0.066702 , 0.043847 , 0.03499 , 0.028681 , 0.025313 , 0.027836 , 0.02741 
 419 , 0.032371 , 0.023345 , 0.030284 , 0.031654 , 0.036164 , 0.030717 , 0.033237 , 0.043103 , 0.056614 , 0.055121 , 0.02213 , 0.030484 , 0.026052 , 0.028501 , 0.027299 , 0.033734 , 0.027964 , 0.043039 , 0.043045 , 0.030704 , 0.028145 , 0.02516 , 0.028333 , 0.021219 , 0.023532 , 0.02076 , 0.032255 , 0.030523 , 0.049235 , 0.039369 , 0.034956 , 0.051664 , 0.045055 , 0.040344 , 0.077057 , 0.03188 , 0.045643 , 0.035989 , 0.02518 , 0.021464 , 0.030407 , 0.02978 , 0.034755 , 0.034962 , 0.031609 , 0.029993 , 0.030123 , 0.025541 , 0.027628 , 0.026801 , 0.042813 , 0.05779 , 0.040978 , 0.067385 , 0.044312 , 0.03533 , 0.028856 , 0.02547 , 0.028074 , 0.027564 
 420 , 0.032653 , 0.023529 , 0.030532 , 0.031928 , 0.036442 , 0.031088 , 0.033622 , 0.04367 , 0.057216 , 0.055865 , 0.022249 , 0.030745 , 0.026245 , 0.028741 , 0.027499 , 0.033868 , 0.028075 , 0.043418 , 0.043276 , 0.030849 , 0.028346 , 0.025366 , 0.028514 , 0.021395 , 0.023697 , 0.020859 , 0.032581 , 0.030777 , 0.049658 , 0.03961 , 0.035168 , 0.052024 , 0.045532 , 0.040806 , 0.077894 , 0.032187 , 0.045953 , 0.036332 , 0.025333 , 0.021564 , 0.030583 , 0.029963 , 0.034903 , 0.035155 , 0.03176 , 0.030267 , 0.030357 , 0.025728 , 0.027842 , 0.027008 , 0.043308 , 0.058484 , 0.041504 , 0.068059 , 0.044828 , 0.035659 , 0.029045 , 0.025624 , 0.028314 , 0.027738 
 421 , 0.032927 , 0.0237 , 0.030768 , 0.03219 , 0.036717 , 0.031447 , 0.033994 , 0.044224 , 0.057798 , 0.056588 , 0.022368 , 0.030994 , 0.026435 , 0.02897 , 0.02769 , 0.033994 , 0.028175 , 0.043791 , 0.0435 , 0.030994 , 0.028543 , 0.025562 , 0.028692 , 0.021559 , 0.023868 , 0.020958 , 0.032895 , 0.03102 , 0.050057 , 0.03984 , 0.035378 , 0.052379 , 0.04599 , 0.04125 , 0.07871 , 0.032481 , 0.046255 , 0.036665 , 0.025484 , 0.021663 , 0.030748 , 0.030134 , 0.035055 , 0.035339 , 0.031906 , 0.030535 , 0.030587 , 0.025911 , 0.028039 , 0.027205 , 0.043791 , 0.059156 , 0.042013 , 0.068713 , 0.04533 , 0.035973 , 0.029235 , 0.025775 , 0.028543 , 0.027909 
 422 , 0.033189 , 0.02387 , 0.030991 , 0.032439 , 0.036986 , 0.031792 , 0.03436 , 0.044759 , 0.058359 , 0.057292 , 0.02248 , 0.031236 , 0.026619 , 0.029199 , 0.027873 , 0.034121 , 0.028274 , 0.044158 , 0.043724 , 0.031133 , 0.028727 , 0.025759 , 0.028863 , 0.021723 , 0.024025 , 0.021051 , 0.033196 , 0.031256 , 0.050444 , 0.040064 , 0.035582 , 0.052714 , 0.04644 , 0.041681 , 0.0795 , 0.032775 , 0.046544 , 0.036992 , 0.025636 , 0.021762 , 0.030913 , 0.030305 , 0.035194 , 0.035511 , 0.032045 , 0.030796 , 0.030809 , 0.026088 , 0.028236 , 0.027395 , 0.044261 , 0.059802 , 0.042502 , 0.069347 , 0.04582 , 0.036274 , 0.029419 , 0.02592 , 0.028766 , 0.028074 
 423 , 0.033451 , 0.024067 , 0.03123 , 0.032674 , 0.037273 , 0.03215 , 0.034747 , 0.045304 , 0.05893 , 0.058011 , 0.022629 , 0.031489 , 0.026813 , 0.029436 , 0.028089 , 0.034261 , 0.0284 , 0.044552 , 0.04395 , 0.031288 , 0.028937 , 0.025945 , 0.029034 , 0.021891 , 0.024216 , 0.021172 , 0.03351 , 0.031515 , 0.050854 , 0.04031 , 0.035802 , 0.053062 , 0.046877 , 0.042149 , 0.080264 , 0.033076 , 0.046858 , 0.037311 , 0.02579 , 0.021884 , 0.0311 , 0.030518 , 0.035356 , 0.035731 , 0.032188 , 0.031068 , 0.031029 , 0.026249 , 0.028452 , 0.02761 , 0.04474 , 0.060465 , 0.043004 , 0.069999 , 0.046307 , 0.036593 , 0.029617 , 0.026062 , 0.028989 , 0.028244 
 424 , 0.033714 , 0.024287 , 0.031483 , 0.032884 , 0.037571 , 0.032514 , 0.035153 , 0.04587 , 0.059518 , 0.05874 , 0.022809 , 0.031743 , 0.02701 , 0.029688 , 0.02832 , 0.034414 , 0.02854 , 0.044975 , 0.044184 , 0.03147 , 0.029162 , 0.026122 , 0.029214 , 0.022063 , 0.024436 , 0.021317 , 0.03383 , 0.031782 , 0.051277 , 0.040573 , 0.036028 , 0.053404 , 0.047303 , 0.042648 , 0.081017 , 0.03339 , 0.047186 , 0.037623 , 0.025953 , 0.022031 , 0.031308 , 0.030764 , 0.035542 , 0.035976 , 0.032339 , 0.031341 , 0.03125 , 0.026407 , 0.028683 , 0.02784 , 0.045222 , 0.061139 , 0.043517 , 0.070689 , 0.046797 , 0.036923 , 0.029837 , 0.026193 , 0.029214 , 0.02843 
 425 , 0.033963 , 0.0245 , 0.031731 , 0.033093 , 0.037877 , 0.032873 , 0.035553 , 0.046424 , 0.060099 , 0.059463 , 0.022982 , 0.03199 , 0.027207 , 0.029939 , 0.02855 , 0.034567 , 0.02868 , 0.045399 , 0.044419 , 0.031646 , 0.029388 , 0.026298 , 0.029394 , 0.022235 , 0.02465 , 0.021457 , 0.034145 , 0.032049 , 0.051701 , 0.040836 , 0.036254 , 0.053745 , 0.047722 , 0.04314 , 0.081757 , 0.033697 , 0.047515 , 0.037942 , 0.02611 , 0.022177 , 0.031516 , 0.031004 , 0.035722 , 0.036222 , 0.032483 , 0.031614 , 0.031471 , 0.026564 , 0.028914 , 0.028064 , 0.045704 , 0.0618 , 0.044023 , 0.07136 , 0.047288 , 0.037247 , 0.03005 , 0.026331 , 0.02944 , 0.028609 
 426 , 0.034225 , 0.024712 , 0.03197 , 0.033315 , 0.038176 , 0.033237 , 0.035954 , 0.046981 , 0.060679 , 0.060185 , 0.023165 , 0.032243 , 0.027409 , 0.03019 , 0.028786 , 0.034719 , 0.028819 , 0.045837 , 0.044654 , 0.031821 , 0.029612 , 0.026479 , 0.029573 , 0.022405 , 0.024855 , 0.021606 , 0.034459 , 0.032321 , 0.052114 , 0.041094 , 0.036486 , 0.05409 , 0.04815 , 0.043628 , 0.082486 , 0.034011 , 0.047832 , 0.03826 , 0.026278 , 0.022321 , 0.03173 , 0.031243 , 0.035902 , 0.03646 , 0.032633 , 0.031886 , 0.031697 , 0.02672 , 0.029144 , 0.028292 , 0.046181 , 0.062466 , 0.044525 , 0.072024 , 0.047767 , 0.037578 , 0.030255 , 0.026473 , 0.029664 , 0.028786 
 427 , 0.034508 , 0.024909 , 0.032225 , 0.033591 , 0.038501 , 0.03363 , 0.036375 , 0.047587 , 0.061322 , 0.060971 , 0.023393 , 0.032511 , 0.027647 , 0.030463 , 0.029071 , 0.034885 , 0.02898 , 0.046384 , 0.044901 , 0.031998 , 0.029832 , 0.026704 , 0.02978 , 0.0226 , 0.025039 , 0.021761 , 0.034775 , 0.032635 , 0.052562 , 0.041356 , 0.036778 , 0.054461 , 0.048634 , 0.044094 , 0.083259 , 0.034352 , 0.04814 , 0.038631 , 0.026496 , 0.022463 , 0.031998 , 0.03149 , 0.036075 , 0.03668 , 0.032785 , 0.032167 , 0.031952 , 0.026905 , 0.029403 , 0.028544 , 0.046689 , 0.063137 , 0.04505 , 0.072691 , 0.048263 , 0.037935 , 0.030443 , 0.026652 , 0.02991 , 0.028987 
 428 , 0.034791 , 0.025112 , 0.032474 , 0.033867 , 0.038827 , 0.034023 , 0.036796 , 0.04818 , 0.061954 , 0.061745 , 0.023615 , 0.032773 , 0.027885 , 0.030736 , 0.029356 , 0.035045 , 0.029141 , 0.046931 , 0.045154 , 0.032175 , 0.030053 , 0.026915 , 0.029987 , 0.022788 , 0.025223 , 0.02191 , 0.035084 , 0.032943 , 0.053004 , 0.041619 , 0.037069 , 0.054833 , 0.049111 , 0.044561 , 0.084026 , 0.034694 , 0.048447 , 0.038996 , 0.026707 , 0.022606 , 0.032259 , 0.031738 , 0.036256 , 0.036894 , 0.032943 , 0.032448 , 0.032201 , 0.027091 , 0.029662 , 0.028796 , 0.047191 , 0.063809 , 0.045564 , 0.073351 , 0.04876 , 0.038287 , 0.030632 , 0.026831 , 0.03015 , 0.02918 
 429 , 0.035075 , 0.025309 , 0.032723 , 0.034136 , 0.039153 , 0.03441 , 0.037218 , 0.048775 , 0.062586 , 0.06252 , 0.023843 , 0.033035 , 0.028123 , 0.031003 , 0.029641 , 0.035205 , 0.029296 , 0.047472 , 0.0454 , 0.032345 , 0.030267 , 0.027133 , 0.030195 , 0.022977 , 0.025407 , 0.022065 , 0.035394 , 0.03325 , 0.053439 , 0.041876 , 0.037355 , 0.055198 , 0.049589 , 0.045022 , 0.084781 , 0.035029 , 0.048749 , 0.039355 , 0.026912 , 0.022749 , 0.032521 , 0.03198 , 0.03643 , 0.037107 , 0.033094 , 0.032729 , 0.032456 , 0.027277 , 0.029915 , 0.029049 , 0.047693 , 0.064475 , 0.046078 , 0.074006 , 0.04925 , 0.038631 , 0.030814 , 0.027003 , 0.030397 , 0.029368 
 430 , 0.035403 , 0.025524 , 0.032982 , 0.034407 , 0.039477 , 0.034778 , 0.037596 , 0.049389 , 0.063205 , 0.063303 , 0.024066 , 0.033334 , 0.028381 , 0.031297 , 0.02993 , 0.035377 , 0.029448 , 0.048094 , 0.045699 , 0.03252 , 0.030483 , 0.027359 , 0.030373 , 0.023168 , 0.025602 , 0.022173 , 0.035716 , 0.033542 , 0.053899 , 0.042139 , 0.037577 , 0.055584 , 0.050046 , 0.045504 , 0.085618 , 0.035377 , 0.049102 , 0.039711 , 0.027138 , 0.022908 , 0.0328 , 0.032266 , 0.036627 , 0.037401 , 0.033275 , 0.033028 , 0.032728 , 0.027477 , 0.030151 , 0.029312 , 0.048191 , 0.065184 , 0.04661 , 0.074718 , 0.049779 , 0.039015 , 0.031036 , 0.027184 , 0.030639 , 0.029572 
 431 , 0.035729 , 0.025739 , 0.033236 , 0.034662 , 0.039796 , 0.03513 , 0.037961 , 0.049981 , 0.063804 , 0.064071 , 0.024281 , 0.033633 , 0.028635 , 0.031583 , 0.03021 , 0.035553 , 0.029592 , 0.048712 , 0.045998 , 0.032683 , 0.030692 , 0.027581 , 0.030542 , 0.023357 , 0.025798 , 0.022264 , 0.036035 , 0.033829 , 0.054348 , 0.0424 , 0.037772 , 0.055962 , 0.050489 , 0.045979 , 0.086439 , 0.035722 , 0.049467 , 0.040057 , 0.02736 , 0.023064 , 0.033074 , 0.032559 , 0.036822 , 0.037701 , 0.033451 , 0.033314 , 0.032996 , 0.027678 , 0.030373 , 0.029572 , 0.04868 , 0.06588 , 0.047137 , 0.075421 , 0.050313 , 0.039393 , 0.031258 , 0.02736 , 0.030874 , 0.029774 
 432 , 0.036048 , 0.025954 , 0.033477 , 0.034916 , 0.040103 , 0.035475 , 0.038313 , 0.050561 , 0.064384 , 0.064814 , 0.024496 , 0.03392 , 0.028883 , 0.031857 , 0.030477 , 0.035716 , 0.029735 , 0.049318 , 0.046292 , 0.032846 , 0.0309 , 0.027802 , 0.030705 , 0.02354 , 0.025987 , 0.022355 , 0.036341 , 0.034102 , 0.054778 , 0.042654 , 0.037968 , 0.056327 , 0.050912 , 0.046435 , 0.087234 , 0.036048 , 0.049819 , 0.040389 , 0.027581 , 0.023221 , 0.033341 , 0.032846 , 0.037011 , 0.037987 , 0.033627 , 0.033594 , 0.033256 , 0.027874 , 0.030588 , 0.029826 , 0.049155 , 0.066558 , 0.047645 , 0.076098 , 0.050821 , 0.039758 , 0.031479 , 0.027535 , 0.031102 , 0.02997 
 433 , 0.036361 , 0.026159 , 0.033734 , 0.035152 , 0.040399 , 0.035815 , 0.038682 , 0.051147 , 0.064978 , 0.065563 , 0.024709 , 0.034209 , 0.029124 , 0.032147 , 0.030762 , 0.035893 , 0.029878 , 0.04997 , 0.046602 , 0.033012 , 0.031114 , 0.028025 , 0.030886 , 0.023714 , 0.026178 , 0.022472 , 0.036654 , 0.034365 , 0.055218 , 0.042915 , 0.038188 , 0.056687 , 0.051342 , 0.046875 , 0.088041 , 0.036367 , 0.050178 , 0.040718 , 0.027817 , 0.023356 , 0.033611 , 0.033136 , 0.037219 , 0.038273 , 0.033793 , 0.033877 , 0.033506 , 0.028071 , 0.030815 , 0.03008 , 0.049645 , 0.067228 , 0.048143 , 0.076786 , 0.051336 , 0.040119 , 0.031699 , 0.027706 , 0.031348 , 0.030171 
 434 , 0.036672 , 0.026373 , 0.034 , 0.035385 , 0.040697 , 0.036145 , 0.039065 , 0.051744 , 0.065581 , 0.066309 , 0.024936 , 0.034487 , 0.029364 , 0.032459 , 0.031061 , 0.036067 , 0.030033 , 0.050678 , 0.04692 , 0.033187 , 0.031353 , 0.028252 , 0.031087 , 0.023876 , 0.026386 , 0.022614 , 0.036958 , 0.034611 , 0.055652 , 0.043194 , 0.038447 , 0.057043 , 0.05179 , 0.047303 , 0.088858 , 0.036672 , 0.050554 , 0.041042 , 0.02807 , 0.023479 , 0.033883 , 0.033434 , 0.037446 , 0.038558 , 0.033941 , 0.034156 , 0.03374 , 0.028278 , 0.031054 , 0.030339 , 0.050158 , 0.067869 , 0.04863 , 0.07748 , 0.051842 , 0.040476 , 0.031913 , 0.027881 , 0.0316 , 0.030372 
 435 , 0.03697 , 0.026574 , 0.034253 , 0.035605 , 0.040982 , 0.036463 , 0.039428 , 0.052315 , 0.066158 , 0.067023 , 0.02515 , 0.03476 , 0.029591 , 0.032751 , 0.031346 , 0.036236 , 0.030182 , 0.051353 , 0.047231 , 0.033349 , 0.03158 , 0.028479 , 0.031281 , 0.024031 , 0.02658 , 0.022751 , 0.037256 , 0.034851 , 0.056073 , 0.043459 , 0.038693 , 0.057387 , 0.052218 , 0.047718 , 0.089643 , 0.036957 , 0.050911 , 0.041346 , 0.028316 , 0.023602 , 0.034142 , 0.033719 , 0.037666 , 0.03883 , 0.03409 , 0.034422 , 0.033966 , 0.028479 , 0.031288 , 0.030579 , 0.050644 , 0.068492 , 0.049097 , 0.078141 , 0.052328 , 0.04082 , 0.03212 , 0.028043 , 0.031847 , 0.030566 
 436 , 0.037262 , 0.026764 , 0.034504 , 0.035818 , 0.041262 , 0.036774 , 0.039779 , 0.052865 , 0.066719 , 0.067721 , 0.02536 , 0.035025 , 0.029815 , 0.033034 , 0.03163 , 0.036404 , 0.030322 , 0.052007 , 0.047526 , 0.033509 , 0.031792 , 0.02869 , 0.031467 , 0.024189 , 0.026771 , 0.022881 , 0.037542 , 0.035083 , 0.056475 , 0.043721 , 0.038927 , 0.057724 , 0.052631 , 0.048117 , 0.090407 , 0.037243 , 0.051259 , 0.041652 , 0.028553 , 0.023721 , 0.034394 , 0.033997 , 0.03788 , 0.03909 , 0.034231 , 0.03468 , 0.034186 , 0.02867 , 0.031506 , 0.030823 , 0.051116 , 0.0691 , 0.049555 , 0.078784 , 0.052807 , 0.041152 , 0.032319 , 0.028208 , 0.032078 , 0.030758 
 437 , 0.037635 , 0.027001 , 0.034777 , 0.036128 , 0.041634 , 0.037145 , 0.040166 , 0.053441 , 0.067369 , 0.068537 , 0.025631 , 0.035338 , 0.030106 , 0.033342 , 0.031953 , 0.036617 , 0.030517 , 0.052763 , 0.047883 , 0.033701 , 0.032031 , 0.028926 , 0.031692 , 0.024385 , 0.026988 , 0.023022 , 0.037883 , 0.035391 , 0.056964 , 0.044047 , 0.039187 , 0.058158 , 0.053141 , 0.048614 , 0.091298 , 0.037609 , 0.05166 , 0.042025 , 0.028854 , 0.023922 , 0.034725 , 0.034334 , 0.038144 , 0.039409 , 0.034438 , 0.035012 , 0.03449 , 0.02888 , 0.03175 , 0.031144 , 0.051641 , 0.069829 , 0.050082 , 0.079529 , 0.053344 , 0.041549 , 0.032585 , 0.02841 , 0.032364 , 0.031007 
 438 , 0.037989 , 0.027221 , 0.035038 , 0.036432 , 0.041999 , 0.037498 , 0.04054 , 0.054003 , 0.067996 , 0.069324 , 0.025893 , 0.03564 , 0.030387 , 0.033638 , 0.032264 , 0.036824 , 0.030701 , 0.053493 , 0.048227 , 0.033887 , 0.032264 , 0.029151 , 0.031911 , 0.024584 , 0.027201 , 0.023152 , 0.038211 , 0.035679 , 0.057438 , 0.044367 , 0.039434 , 0.058576 , 0.05363 , 0.049097 , 0.092155 , 0.037962 , 0.052054 , 0.042385 , 0.029144 , 0.024113 , 0.035051 , 0.034665 , 0.038401 , 0.039716 , 0.034646 , 0.035326 , 0.034777 , 0.029085 , 0.03199 , 0.031453 , 0.052152 , 0.070534 , 0.050588 , 0.080256 , 0.053859 , 0.04194 , 0.032834 , 0.028608 , 0.032637 , 0.03125 
 439 , 0.038334 , 0.027445 , 0.035297 , 0.03672 , 0.042348 , 0.037842 , 0.040905 , 0.054543 , 0.068606 , 0.070089 , 0.026153 , 0.03594 , 0.030659 , 0.033926 , 0.032562 , 0.037022 , 0.030882 , 0.054202 , 0.048554 , 0.03407 , 0.032489 , 0.029367 , 0.032129 , 0.024769 , 0.027406 , 0.02328 , 0.038531 , 0.035966 , 0.057895 , 0.044671 , 0.039672 , 0.058977 , 0.05411 , 0.049557 , 0.092988 , 0.038301 , 0.052431 , 0.042735 , 0.029426 , 0.024303 , 0.035363 , 0.034989 , 0.038642 , 0.040013 , 0.034838 , 0.035638 , 0.035061 , 0.029288 , 0.032227 , 0.031755 , 0.052647 , 0.071217 , 0.051086 , 0.080958 , 0.054366 , 0.042316 , 0.03308 , 0.028803 , 0.032909 , 0.031479 
 440 , 0.038671 , 0.02766 , 0.035558 , 0.036959 , 0.042659 , 0.03817 , 0.041257 , 0.055084 , 0.069207 , 0.070839 , 0.026397 , 0.036222 , 0.030911 , 0.034228 , 0.032873 , 0.037216 , 0.031056 , 0.054919 , 0.048878 , 0.034281 , 0.032728 , 0.029595 , 0.03232 , 0.024949 , 0.027595 , 0.023422 , 0.038855 , 0.036229 , 0.058328 , 0.044942 , 0.039921 , 0.059361 , 0.054557 , 0.050016 , 0.093794 , 0.038638 , 0.052807 , 0.043086 , 0.029714 , 0.024462 , 0.035689 , 0.035301 , 0.038907 , 0.040309 , 0.035005 , 0.035926 , 0.035321 , 0.02951 , 0.032465 , 0.032024 , 0.053156 , 0.071885 , 0.051576 , 0.081665 , 0.05488 , 0.042711 , 0.033327 , 0.028996 , 0.033175 , 0.031714 
 441 , 0.039009 , 0.027883 , 0.035815 , 0.037181 , 0.042949 , 0.038475 , 0.041603 , 0.05562 , 0.069796 , 0.071571 , 0.026629 , 0.036495 , 0.03115 , 0.034535 , 0.033182 , 0.037399 , 0.031229 , 0.05564 , 0.049199 , 0.034502 , 0.032978 , 0.029823 , 0.032509 , 0.025124 , 0.027777 , 0.02356 , 0.039174 , 0.036488 , 0.058742 , 0.045193 , 0.040171 , 0.059725 , 0.054993 , 0.050466 , 0.094577 , 0.03897 , 0.053172 , 0.043425 , 0.029995 , 0.024609 , 0.036013 , 0.035611 , 0.039174 , 0.0406 , 0.035162 , 0.036211 , 0.035578 , 0.029731 , 0.032707 , 0.032278 , 0.05366 , 0.072535 , 0.052057 , 0.082361 , 0.055383 , 0.043114 , 0.033565 , 0.029196 , 0.03344 , 0.031941 
 442 , 0.039334 , 0.028098 , 0.036065 , 0.037395 , 0.043232 , 0.038778 , 0.041941 , 0.056142 , 0.07037 , 0.072282 , 0.02686 , 0.036766 , 0.03138 , 0.034834 , 0.033484 , 0.037574 , 0.031393 , 0.056347 , 0.049505 , 0.034722 , 0.033213 , 0.03005 , 0.03269 , 0.025298 , 0.027952 , 0.023697 , 0.039486 , 0.03674 , 0.059147 , 0.045442 , 0.040419 , 0.060086 , 0.055414 , 0.050901 , 0.095344 , 0.039288 , 0.053528 , 0.043761 , 0.030268 , 0.024756 , 0.036336 , 0.035913 , 0.039433 , 0.040883 , 0.035317 , 0.036495 , 0.035827 , 0.029951 , 0.032942 , 0.032525 , 0.054157 , 0.073176 , 0.052529 , 0.083049 , 0.055884 , 0.043503 , 0.033802 , 0.029388 , 0.033696 , 0.032161 
 443 , 0.039682 , 0.028326 , 0.036337 , 0.037637 , 0.043551 , 0.039111 , 0.042297 , 0.056692 , 0.070974 , 0.073032 , 0.027118 , 0.03706 , 0.031644 , 0.035149 , 0.033795 , 0.037777 , 0.031578 , 0.057063 , 0.049843 , 0.034936 , 0.033463 , 0.030284 , 0.032885 , 0.025485 , 0.02816 , 0.023839 , 0.039821 , 0.03702 , 0.059592 , 0.045714 , 0.040684 , 0.060481 , 0.055875 , 0.051362 , 0.096154 , 0.039622 , 0.053911 , 0.044108 , 0.030563 , 0.024915 , 0.036668 , 0.03623 , 0.039702 , 0.041182 , 0.035487 , 0.036788 , 0.036098 , 0.030184 , 0.033197 , 0.032799 , 0.054674 , 0.073848 , 0.053015 , 0.083763 , 0.056393 , 0.043903 , 0.03406 , 0.029594 , 0.033981 , 0.032401 
 444 , 0.040071 , 0.028602 , 0.036656 , 0.037954 , 0.043939 , 0.039499 , 0.042714 , 0.057324 , 0.071662 , 0.073879 , 0.027437 , 0.037402 , 0.031977 , 0.035498 , 0.034134 , 0.038014 , 0.031777 , 0.05781 , 0.050229 , 0.035159 , 0.033741 , 0.030546 , 0.033122 , 0.02572 , 0.028416 , 0.023996 , 0.040198 , 0.037375 , 0.0601 , 0.046042 , 0.04099 , 0.060959 , 0.056426 , 0.05188 , 0.097083 , 0.039985 , 0.054342 , 0.044491 , 0.030905 , 0.025108 , 0.037036 , 0.036597 , 0.039991 , 0.041529 , 0.035711 , 0.037129 , 0.036417 , 0.030453 , 0.033488 , 0.033142 , 0.055221 , 0.074598 , 0.053544 , 0.084542 , 0.056952 , 0.044325 , 0.034353 , 0.029814 , 0.0343 , 0.032676 
 445 , 0.040453 , 0.028871 , 0.036969 , 0.038264 , 0.044319 , 0.039879 , 0.043117 , 0.057943 , 0.072335 , 0.074705 , 0.02775 , 0.03773 , 0.032303 , 0.035841 , 0.034465 , 0.03825 , 0.031976 , 0.058551 , 0.050613 , 0.035373 , 0.034018 , 0.030807 , 0.033351 , 0.025948 , 0.028671 , 0.024152 , 0.040567 , 0.037716 , 0.060607 , 0.046368 , 0.041295 , 0.061428 , 0.056962 , 0.052382 , 0.097996 , 0.040347 , 0.054759 , 0.044873 , 0.031235 , 0.0253 , 0.037396 , 0.036955 , 0.040266 , 0.041869 , 0.035927 , 0.037463 , 0.036722 , 0.030714 , 0.033778 , 0.033471 , 0.05576 , 0.075333 , 0.054058 , 0.085313 , 0.057496 , 0.044739 , 0.034639 , 0.030033 , 0.034612 , 0.032943 
 446 , 0.040822 , 0.02914 , 0.03728 , 0.038566 , 0.044691 , 0.040259 , 0.043513 , 0.058548 , 0.072994 , 0.075518 , 0.028049 , 0.038057 , 0.032621 , 0.036182 , 0.034797 , 0.038485 , 0.032173 , 0.059271 , 0.050983 , 0.03558 , 0.034288 , 0.031061 , 0.033572 , 0.026175 , 0.028919 , 0.0243 , 0.040935 , 0.038057 , 0.061098 , 0.046679 , 0.041585 , 0.061888 , 0.057483 , 0.052878 , 0.098894 , 0.040694 , 0.055174 , 0.04524 , 0.031563 , 0.025485 , 0.037749 , 0.037307 , 0.040547 , 0.042201 , 0.036136 , 0.037789 , 0.037033 , 0.030968 , 0.03406 , 0.033799 , 0.056292 , 0.076053 , 0.054565 , 0.086061 , 0.058026 , 0.045146 , 0.034917 , 0.030245 , 0.034917 , 0.033203 
 447 , 0.041138 , 0.02932 , 0.037514 , 0.038803 , 0.04499 , 0.040561 , 0.043836 , 0.059057 , 0.073586 , 0.076243 , 0.02828 , 0.038326 , 0.032843 , 0.036494 , 0.035078 , 0.038655 , 0.03232 , 0.059869 , 0.051272 , 0.035763 , 0.034515 , 0.0313 , 0.033763 , 0.026341 , 0.029079 , 0.024421 , 0.041225 , 0.038306 , 0.061519 , 0.046937 , 0.041816 , 0.062264 , 0.057929 , 0.053325 , 0.099671 , 0.041011 , 0.055513 , 0.045594 , 0.031857 , 0.025643 , 0.038031 , 0.037602 , 0.040769 , 0.04248 , 0.036333 , 0.038065 , 0.037286 , 0.031193 , 0.0343 , 0.034058 , 0.056761 , 0.076666 , 0.055043 , 0.086746 , 0.0585 , 0.045534 , 0.035165 , 0.030448 , 0.035199 , 0.033434 
