  time  ,:25:15 A,:25:02 A,:24:53 A,:24:44 A,:24:35 A,:24:07 A,:23:59 A,:23:50 A,:23:43 A,:23:35 A,:23:05 A,:22:53 A,:22:44 A,:22:33 A,:22:21 A,:21:48 A,:21:40 A,:21:32 A,:21:23 A,:21:13 A,:20:43 A,:20:33 A,:20:25 A,:20:16 A,:20:04 A,:19:27 A,:19:19 A,:19:08 A,:18:57 A,:18:50 A,:18:21 A,:18:13 A,:18:03 A,:17:52 A,:17:43 A,:17:15 A,:17:07 A,:16:57 A,:16:47 A,:16:38 A,:16:09 A,:16:00 A,:15:51 A,:15:43 A,:15:34 A,:14:02 A,:13:53 A,:13:45 A,:13:36 A,:13:28 A,:12:52 A,:12:42 A,:12:31 A,:12:20 A,:12:12 A,:11:42 A,:11:32 A,:11:23 A,:11:11 A,:11:02 A,:10:34 A,:10:25 A,:10:16 A,:10:07 A,:09:58 A,:09:16 A,:09:08 A,:09:00 A,:08:52 A,:08:43 A,:08:15 A,:08:06 A,:07:56 A,:07:46 A,:07:36 A,:07:03 A,:06:54 A,:06:43 A,:06:36 A,:06:27 A,:05:58 A,:05:45 A,:05:35 A,:05:23 A,:05:14 A,:04:45 A,:04:33 A,:04:25 A,:04:16 A,:04:04 A,:03:00 A,:02:49 A,:02:40 A,:02:28 A,:02:20 A,:01:48 A,:01:40 A,:01:31 A,:01:23 A,:01:14 A,:00:46 A,:00:35 A,:00:26 A,:00:18 A,:00:10 A,:59:42 A,:59:35 A,:59:27 A,:59:19 A,:59:11 A,:58:37 A,:58:29 A,:58:20 A,:58:09 A,:57:59 A,:56:37 A,:56:25 A,:56:17 A,:56:10 A,:56:02 A,:55:31 A,:55:23 A,:55:16 A,:55:10 A,:55:01 A,:54:33 A,:54:25 A,:54:14 A,:54:07 A,:53:57 A,:53:14 A,:53:03 A,:52:50 A,:52:40 A,:52:31 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 456 , 0.037375 , 0.02569 , 0.042028 , 0.045623 , 0.063763 , 0.026338 , 0.054124 , 0.037187 , 0.039075 , 0.019854 , 0.044442 , 0.049679 , 0.039752 , 0.039593 , 0.034738 , 0.047583 , 0.033506 , 0.036712 , 0.022966 , 0.038923 , 0.046063 , 0.027707 , 0.034198 , 0.032166 , 0.041085 , 0.038981 , 0.028492 , 0.040681 , 0.033564 , 0.041538 , 0.01711 , 0.02131 , 0.022044 , 0.019292 , 0.020589 , 0.043837 , 0.064267 , 0.057308 , 0.033052 , 0.032649 , 0.032065 , 0.033117 , 0.033153 , 0.029565 , 0.046747 , 0.018493 , 0.028434 , 0.019177 , 0.023053 , 0.018111 , 0.029724 , 0.02306 , 0.022282 , 0.019357 , 0.025582 , 0.041308 , 0.051667 , 0.045025 , 0.062603 , 0.035336 , 0.037598 , 0.023247 , 0.035624 , 0.030019 , 0.029313 , 0.025315 , 0.026352 , 0.02932 , 0.024054 , 0.030711 , 0.03043 , 0.02574 , 0.023997 , 0.027217 , 0.026079 , 0.036063 , 0.026007 , 0.042929 , 0.039579 , 0.04571 , 0.029083 , 0.040206 , 0.050407 , 0.036359 , 0.039759 , 0.033218 , 0.021569 , 0.029522 , 0.026093 , 0.043462 , 0.026648 , 0.035653 , 0.026439 , 0.022815 , 0.029003 , 0.025416 , 0.020834 , 0.020207 , 0.021324 , 0.025286 , 0.020856 , 0.021137 , 0.029277 , 0.022462 , 0.022556 , 0.036726 , 0.027714 , 0.03638 , 0.031676 , 0.034118 , 0.037691 , 0.03991 , 0.035595 , 0.041221 , 0.033283 , 0.036971 , 0.038001 , 0.048627 , 0.021331 , 0.045198 , 0.035184 , 0.034039 , 0.024076 , 0.030444 , 0.028499 , 0.029745 , 0.029969 , 0.02646 , 0.048072 , 0.037684 , 0.028045 , 0.022678 , 0.032829 , 0.025567 , 0.022484 
 457 , 0.037579 , 0.02581 , 0.042259 , 0.045836 , 0.064153 , 0.026509 , 0.054453 , 0.037406 , 0.039309 , 0.019932 , 0.044675 , 0.049932 , 0.039951 , 0.039836 , 0.034874 , 0.047862 , 0.033692 , 0.036894 , 0.023084 , 0.039115 , 0.046254 , 0.027822 , 0.034406 , 0.032336 , 0.041293 , 0.039165 , 0.028651 , 0.040889 , 0.033742 , 0.041776 , 0.017192 , 0.021403 , 0.02219 , 0.019392 , 0.020682 , 0.044091 , 0.06465 , 0.057619 , 0.033252 , 0.032805 , 0.032235 , 0.033288 , 0.033331 , 0.029718 , 0.046954 , 0.018584 , 0.028572 , 0.019262 , 0.023163 , 0.018187 , 0.029848 , 0.023163 , 0.02237 , 0.019428 , 0.025709 , 0.041531 , 0.051958 , 0.045244 , 0.062941 , 0.035495 , 0.037766 , 0.023336 , 0.035783 , 0.030201 , 0.02948 , 0.025435 , 0.026495 , 0.02948 , 0.024158 , 0.030865 , 0.030591 , 0.025875 , 0.024079 , 0.027346 , 0.026177 , 0.036259 , 0.026127 , 0.043168 , 0.039735 , 0.045951 , 0.029206 , 0.040434 , 0.050631 , 0.036526 , 0.039987 , 0.033425 , 0.021685 , 0.029653 , 0.026214 , 0.043737 , 0.026798 , 0.035848 , 0.026567 , 0.022918 , 0.02917 , 0.025528 , 0.020928 , 0.020307 , 0.021425 , 0.025348 , 0.020935 , 0.021194 , 0.029408 , 0.022622 , 0.022687 , 0.036915 , 0.027872 , 0.036584 , 0.031867 , 0.034269 , 0.03791 , 0.040095 , 0.035805 , 0.041415 , 0.033447 , 0.03716 , 0.038206 , 0.048908 , 0.021425 , 0.045439 , 0.035415 , 0.034254 , 0.024238 , 0.030605 , 0.028665 , 0.029935 , 0.030173 , 0.026625 , 0.048288 , 0.037932 , 0.028168 , 0.022795 , 0.032992 , 0.025709 , 0.022586 
 458 , 0.037783 , 0.02593 , 0.042497 , 0.046056 , 0.064536 , 0.026681 , 0.054784 , 0.037632 , 0.039559 , 0.020011 , 0.044915 , 0.050185 , 0.040158 , 0.040079 , 0.035011 , 0.048149 , 0.033878 , 0.037076 , 0.023208 , 0.039306 , 0.046453 , 0.027944 , 0.034614 , 0.032514 , 0.041501 , 0.03935 , 0.02881 , 0.041104 , 0.033914 , 0.042006 , 0.017267 , 0.021505 , 0.022342 , 0.019484 , 0.020783 , 0.044345 , 0.065041 , 0.057931 , 0.033452 , 0.032961 , 0.032405 , 0.033452 , 0.033502 , 0.029871 , 0.047168 , 0.018682 , 0.028709 , 0.019354 , 0.023281 , 0.018264 , 0.02998 , 0.023259 , 0.022465 , 0.019498 , 0.025829 , 0.041746 , 0.052257 , 0.045464 , 0.063287 , 0.035654 , 0.037942 , 0.023418 , 0.035942 , 0.030384 , 0.02964 , 0.025555 , 0.026645 , 0.02964 , 0.024255 , 0.031012 , 0.030745 , 0.026017 , 0.024169 , 0.027475 , 0.026276 , 0.036455 , 0.026248 , 0.043407 , 0.039891 , 0.046186 , 0.02933 , 0.040671 , 0.050864 , 0.036693 , 0.040216 , 0.03364 , 0.021808 , 0.029785 , 0.026341 , 0.04402 , 0.026948 , 0.036051 , 0.026702 , 0.023021 , 0.029344 , 0.025641 , 0.021021 , 0.020408 , 0.021526 , 0.025396 , 0.021014 , 0.021252 , 0.029547 , 0.022783 , 0.022819 , 0.037112 , 0.028023 , 0.036787 , 0.032073 , 0.034419 , 0.038137 , 0.040288 , 0.036022 , 0.041616 , 0.033618 , 0.037343 , 0.038411 , 0.049189 , 0.021526 , 0.045673 , 0.035639 , 0.03447 , 0.0244 , 0.030767 , 0.028839 , 0.030131 , 0.030377 , 0.026796 , 0.048503 , 0.038188 , 0.028291 , 0.022913 , 0.033156 , 0.025851 , 0.022689 
 459 , 0.037996 , 0.026051 , 0.042736 , 0.046277 , 0.064928 , 0.026853 , 0.055115 , 0.037851 , 0.039802 , 0.020096 , 0.045157 , 0.050432 , 0.040366 , 0.04033 , 0.035156 , 0.048445 , 0.034065 , 0.037259 , 0.023334 , 0.039499 , 0.046645 , 0.02806 , 0.034823 , 0.032684 , 0.041703 , 0.039542 , 0.02897 , 0.041313 , 0.034086 , 0.042245 , 0.01735 , 0.021607 , 0.022495 , 0.019583 , 0.020884 , 0.0446 , 0.065434 , 0.058244 , 0.03366 , 0.033118 , 0.032576 , 0.033624 , 0.033682 , 0.030032 , 0.047375 , 0.018774 , 0.028847 , 0.019439 , 0.023391 , 0.01834 , 0.030105 , 0.023362 , 0.022553 , 0.019576 , 0.025957 , 0.04197 , 0.052557 , 0.045684 , 0.063634 , 0.035813 , 0.038119 , 0.0235 , 0.036095 , 0.030567 , 0.029808 , 0.025675 , 0.026795 , 0.029801 , 0.02436 , 0.031167 , 0.030899 , 0.026152 , 0.024259 , 0.027597 , 0.026383 , 0.036652 , 0.026369 , 0.043647 , 0.040055 , 0.046429 , 0.029447 , 0.040908 , 0.05109 , 0.036854 , 0.040445 , 0.033848 , 0.021932 , 0.029917 , 0.026463 , 0.044304 , 0.027098 , 0.036254 , 0.026831 , 0.023124 , 0.029519 , 0.025762 , 0.021115 , 0.020508 , 0.021628 , 0.025444 , 0.021093 , 0.021303 , 0.029678 , 0.022936 , 0.022951 , 0.037309 , 0.028175 , 0.036991 , 0.032272 , 0.03457 , 0.038364 , 0.040489 , 0.036232 , 0.041811 , 0.033783 , 0.037533 , 0.038624 , 0.049471 , 0.021621 , 0.045916 , 0.035871 , 0.034693 , 0.024569 , 0.030928 , 0.029013 , 0.030321 , 0.030582 , 0.026976 , 0.048719 , 0.038444 , 0.028414 , 0.02303 , 0.03332 , 0.025993 , 0.022784 
 460 , 0.038177 , 0.026156 , 0.042954 , 0.046464 , 0.065296 , 0.026995 , 0.055431 , 0.038061 , 0.040015 , 0.020171 , 0.045357 , 0.050662 , 0.040536 , 0.040551 , 0.03526 , 0.048693 , 0.034218 , 0.037424 , 0.023435 , 0.039661 , 0.046826 , 0.028161 , 0.035 , 0.032829 , 0.041875 , 0.039711 , 0.029101 , 0.041485 , 0.034226 , 0.042469 , 0.01742 , 0.02169 , 0.02261 , 0.019678 , 0.020959 , 0.044828 , 0.06578 , 0.058543 , 0.03382 , 0.033263 , 0.032727 , 0.03377 , 0.033835 , 0.030158 , 0.047557 , 0.018861 , 0.028957 , 0.019505 , 0.023485 , 0.018397 , 0.030216 , 0.023449 , 0.022617 , 0.019621 , 0.026069 , 0.042172 , 0.052811 , 0.045885 , 0.063942 , 0.035955 , 0.038264 , 0.023565 , 0.036245 , 0.030715 , 0.029948 , 0.025765 , 0.026909 , 0.029934 , 0.024433 , 0.031302 , 0.031034 , 0.026257 , 0.024339 , 0.027712 , 0.02646 , 0.036816 , 0.026467 , 0.043858 , 0.040189 , 0.046638 , 0.029572 , 0.041094 , 0.051284 , 0.037005 , 0.040638 , 0.034045 , 0.022016 , 0.030042 , 0.026583 , 0.044546 , 0.02722 , 0.036418 , 0.026945 , 0.02321 , 0.029644 , 0.02583 , 0.021184 , 0.020576 , 0.021698 , 0.025512 , 0.021162 , 0.021357 , 0.029796 , 0.023058 , 0.023051 , 0.037497 , 0.028313 , 0.037171 , 0.032416 , 0.034689 , 0.038553 , 0.04066 , 0.03644 , 0.041984 , 0.033943 , 0.037692 , 0.038814 , 0.049728 , 0.021705 , 0.046109 , 0.036107 , 0.034891 , 0.024672 , 0.031063 , 0.029159 , 0.030477 , 0.030737 , 0.027118 , 0.048932 , 0.038669 , 0.028522 , 0.023138 , 0.033487 , 0.02612 , 0.022892 
 461 , 0.038339 , 0.02625 , 0.043144 , 0.046638 , 0.065655 , 0.027113 , 0.055726 , 0.038267 , 0.040202 , 0.020228 , 0.045536 , 0.050863 , 0.040687 , 0.040731 , 0.035339 , 0.048899 , 0.03436 , 0.037571 , 0.023518 , 0.039789 , 0.046985 , 0.028236 , 0.035143 , 0.032954 , 0.042021 , 0.039876 , 0.0292 , 0.041615 , 0.034339 , 0.04268 , 0.017481 , 0.02175 , 0.022685 , 0.019757 , 0.021018 , 0.045036 , 0.066097 , 0.058828 , 0.033962 , 0.033396 , 0.03286 , 0.033897 , 0.033969 , 0.030251 , 0.047717 , 0.01893 , 0.029055 , 0.019539 , 0.023547 , 0.01843 , 0.030302 , 0.02354 , 0.022663 , 0.019641 , 0.026163 , 0.042362 , 0.053023 , 0.046065 , 0.06422 , 0.036078 , 0.038383 , 0.02362 , 0.036375 , 0.030831 , 0.03007 , 0.025845 , 0.027004 , 0.030048 , 0.024497 , 0.031403 , 0.031157 , 0.02633 , 0.024417 , 0.027816 , 0.026526 , 0.036948 , 0.026548 , 0.044036 , 0.040311 , 0.046812 , 0.0297 , 0.041253 , 0.051435 , 0.037136 , 0.040811 , 0.034237 , 0.022083 , 0.030164 , 0.026693 , 0.04476 , 0.027316 , 0.036549 , 0.027033 , 0.023293 , 0.029729 , 0.025859 , 0.021242 , 0.020626 , 0.02175 , 0.025591 , 0.021228 , 0.021395 , 0.029896 , 0.023148 , 0.023127 , 0.037672 , 0.028439 , 0.037325 , 0.032505 , 0.034773 , 0.038716 , 0.040803 , 0.036636 , 0.042137 , 0.034085 , 0.037825 , 0.038991 , 0.049964 , 0.021779 , 0.046268 , 0.036346 , 0.035078 , 0.024728 , 0.031179 , 0.02928 , 0.030592 , 0.030853 , 0.027229 , 0.049138 , 0.038861 , 0.028613 , 0.02325 , 0.03365 , 0.026229 , 0.023011 
 462 , 0.038509 , 0.026353 , 0.043343 , 0.046805 , 0.066016 , 0.027231 , 0.056037 , 0.038466 , 0.040389 , 0.020293 , 0.045716 , 0.051065 , 0.040839 , 0.040919 , 0.035418 , 0.049113 , 0.034496 , 0.037718 , 0.023602 , 0.039917 , 0.047146 , 0.028312 , 0.035294 , 0.033081 , 0.04216 , 0.040048 , 0.029299 , 0.041746 , 0.03446 , 0.0429 , 0.017549 , 0.021809 , 0.02276 , 0.019843 , 0.021076 , 0.045245 , 0.066423 , 0.059114 , 0.034097 , 0.033538 , 0.033001 , 0.034031 , 0.034104 , 0.030352 , 0.047879 , 0.019001 , 0.029154 , 0.019581 , 0.023617 , 0.018471 , 0.030388 , 0.023624 , 0.022709 , 0.019661 , 0.026258 , 0.042552 , 0.053243 , 0.046246 , 0.064499 , 0.036201 , 0.038509 , 0.023675 , 0.036514 , 0.030947 , 0.030192 , 0.025925 , 0.0271 , 0.030156 , 0.024553 , 0.031513 , 0.031281 , 0.026404 , 0.024502 , 0.027913 , 0.026592 , 0.03708 , 0.026629 , 0.044221 , 0.040425 , 0.046994 , 0.029829 , 0.041413 , 0.051588 , 0.037268 , 0.040984 , 0.034423 , 0.022143 , 0.030286 , 0.02681 , 0.044976 , 0.027405 , 0.03668 , 0.027129 , 0.02337 , 0.029822 , 0.025881 , 0.021294 , 0.02067 , 0.021795 , 0.025671 , 0.021294 , 0.021439 , 0.030003 , 0.023232 , 0.023196 , 0.037849 , 0.028559 , 0.037486 , 0.032602 , 0.034852 , 0.038887 , 0.040948 , 0.036826 , 0.042283 , 0.034235 , 0.037958 , 0.039163 , 0.050194 , 0.02186 , 0.046428 , 0.036593 , 0.035265 , 0.024778 , 0.031295 , 0.029394 , 0.030707 , 0.030969 , 0.02734 , 0.049345 , 0.039054 , 0.028704 , 0.023363 , 0.033814 , 0.026346 , 0.02313 
 463 , 0.038676 , 0.026448 , 0.043539 , 0.046985 , 0.066381 , 0.027349 , 0.056341 , 0.038668 , 0.040588 , 0.020356 , 0.045902 , 0.051274 , 0.040987 , 0.041111 , 0.035499 , 0.049326 , 0.034634 , 0.037861 , 0.023685 , 0.04005 , 0.047305 , 0.028396 , 0.035441 , 0.033209 , 0.042303 , 0.04021 , 0.029399 , 0.041882 , 0.034575 , 0.043118 , 0.017608 , 0.021875 , 0.022842 , 0.019919 , 0.021133 , 0.045458 , 0.066745 , 0.059402 , 0.034241 , 0.033667 , 0.033143 , 0.034161 , 0.034234 , 0.030453 , 0.048039 , 0.019076 , 0.029254 , 0.019621 , 0.023685 , 0.018509 , 0.030483 , 0.023707 , 0.022762 , 0.019687 , 0.026353 , 0.04274 , 0.053463 , 0.046425 , 0.064782 , 0.03632 , 0.038632 , 0.023736 , 0.036647 , 0.031071 , 0.030323 , 0.026012 , 0.027204 , 0.030272 , 0.024623 , 0.031631 , 0.031399 , 0.026477 , 0.024579 , 0.028018 , 0.026659 , 0.037214 , 0.026709 , 0.044404 , 0.040544 , 0.047174 , 0.029959 , 0.041569 , 0.051747 , 0.037411 , 0.041162 , 0.034619 , 0.022209 , 0.030417 , 0.02692 , 0.045197 , 0.027509 , 0.036815 , 0.027218 , 0.023445 , 0.029908 , 0.025917 , 0.021352 , 0.020726 , 0.021846 , 0.02575 , 0.021366 , 0.021482 , 0.030112 , 0.023322 , 0.023278 , 0.038029 , 0.028687 , 0.037643 , 0.0327 , 0.034946 , 0.039054 , 0.041097 , 0.037025 , 0.042441 , 0.034379 , 0.038094 , 0.039344 , 0.050431 , 0.021933 , 0.0466 , 0.036836 , 0.035455 , 0.024848 , 0.031413 , 0.029523 , 0.030824 , 0.031086 , 0.027458 , 0.049551 , 0.03925 , 0.028796 , 0.023474 , 0.033972 , 0.026462 , 0.023249 
 464 , 0.038871 , 0.026543 , 0.043743 , 0.047173 , 0.066754 , 0.027475 , 0.056639 , 0.038857 , 0.040786 , 0.020433 , 0.046102 , 0.051498 , 0.041165 , 0.041325 , 0.035609 , 0.049568 , 0.034793 , 0.038012 , 0.023768 , 0.040196 , 0.047449 , 0.028494 , 0.035609 , 0.033337 , 0.042476 , 0.040357 , 0.029514 , 0.042046 , 0.034706 , 0.043328 , 0.017673 , 0.021962 , 0.022938 , 0.020004 , 0.021212 , 0.045694 , 0.067082 , 0.059705 , 0.034415 , 0.033788 , 0.033286 , 0.034313 , 0.034385 , 0.030562 , 0.048192 , 0.019173 , 0.029354 , 0.01969 , 0.023776 , 0.018554 , 0.030599 , 0.023783 , 0.022822 , 0.019749 , 0.026455 , 0.042935 , 0.053697 , 0.046619 , 0.065079 , 0.036439 , 0.038769 , 0.023819 , 0.036759 , 0.031211 , 0.030468 , 0.02612 , 0.027322 , 0.030402 , 0.024708 , 0.031764 , 0.031509 , 0.026565 , 0.024671 , 0.028123 , 0.026754 , 0.037357 , 0.026812 , 0.044588 , 0.04067 , 0.047384 , 0.030075 , 0.041755 , 0.051935 , 0.03756 , 0.041347 , 0.034822 , 0.022312 , 0.030548 , 0.027045 , 0.045454 , 0.027642 , 0.036978 , 0.027329 , 0.023506 , 0.030024 , 0.026004 , 0.021424 , 0.020819 , 0.021904 , 0.025815 , 0.021467 , 0.021526 , 0.030242 , 0.023433 , 0.023404 , 0.038209 , 0.028815 , 0.037808 , 0.032805 , 0.035092 , 0.039228 , 0.041238 , 0.037225 , 0.042629 , 0.034517 , 0.038267 , 0.039512 , 0.050661 , 0.022006 , 0.046809 , 0.037065 , 0.03566 , 0.024977 , 0.03156 , 0.029659 , 0.030956 , 0.03124 , 0.027591 , 0.049758 , 0.039461 , 0.028895 , 0.023586 , 0.034116 , 0.026586 , 0.023382 
 465 , 0.039075 , 0.026639 , 0.043948 , 0.047362 , 0.067136 , 0.027594 , 0.056939 , 0.039046 , 0.040994 , 0.020504 , 0.046311 , 0.051724 , 0.041344 , 0.041541 , 0.03572 , 0.049805 , 0.034947 , 0.038164 , 0.023852 , 0.040345 , 0.047595 , 0.028593 , 0.035778 , 0.033473 , 0.042642 , 0.040505 , 0.029622 , 0.042219 , 0.034837 , 0.043539 , 0.017747 , 0.022043 , 0.023035 , 0.020088 , 0.021285 , 0.045932 , 0.067414 , 0.060017 , 0.034597 , 0.033911 , 0.033437 , 0.034465 , 0.034531 , 0.030672 , 0.048354 , 0.019271 , 0.029454 , 0.019753 , 0.023867 , 0.0186 , 0.030716 , 0.02386 , 0.022889 , 0.019804 , 0.026551 , 0.043131 , 0.053941 , 0.046807 , 0.065386 , 0.036559 , 0.038908 , 0.023903 , 0.036872 , 0.031358 , 0.030621 , 0.026237 , 0.027448 , 0.030534 , 0.024793 , 0.031898 , 0.031628 , 0.026653 , 0.024757 , 0.028221 , 0.026843 , 0.037492 , 0.026916 , 0.044779 , 0.040797 , 0.047595 , 0.030191 , 0.041949 , 0.052125 , 0.037711 , 0.041533 , 0.035034 , 0.022408 , 0.03068 , 0.027178 , 0.04572 , 0.027784 , 0.037135 , 0.027434 , 0.023575 , 0.03014 , 0.026084 , 0.021503 , 0.020913 , 0.021963 , 0.02588 , 0.021576 , 0.021569 , 0.030381 , 0.023553 , 0.023531 , 0.038382 , 0.028944 , 0.037974 , 0.032919 , 0.035239 , 0.039404 , 0.04138 , 0.037434 , 0.042817 , 0.034655 , 0.038441 , 0.039673 , 0.050892 , 0.02208 , 0.047019 , 0.037303 , 0.035866 , 0.025114 , 0.031708 , 0.029804 , 0.031088 , 0.031394 , 0.027718 , 0.049973 , 0.039666 , 0.028995 , 0.023692 , 0.034268 , 0.026719 , 0.023517 
 466 , 0.039273 , 0.026735 , 0.044154 , 0.047559 , 0.067521 , 0.027722 , 0.057248 , 0.039244 , 0.041202 , 0.020576 , 0.046522 , 0.051958 , 0.041524 , 0.041758 , 0.035832 , 0.050051 , 0.035109 , 0.038316 , 0.023944 , 0.040501 , 0.047742 , 0.028701 , 0.035956 , 0.033611 , 0.042817 , 0.040654 , 0.029738 , 0.042386 , 0.03497 , 0.04376 , 0.017814 , 0.022132 , 0.023133 , 0.020174 , 0.021365 , 0.046171 , 0.067755 , 0.060331 , 0.034773 , 0.034042 , 0.033589 , 0.034619 , 0.034685 , 0.03079 , 0.048516 , 0.019363 , 0.029556 , 0.019823 , 0.023959 , 0.018647 , 0.030834 , 0.023937 , 0.02295 , 0.019867 , 0.026655 , 0.043336 , 0.054179 , 0.047004 , 0.065687 , 0.036672 , 0.039047 , 0.023988 , 0.036994 , 0.031506 , 0.030776 , 0.026363 , 0.027583 , 0.030666 , 0.024879 , 0.03204 , 0.03174 , 0.026743 , 0.02485 , 0.028328 , 0.02694 , 0.037637 , 0.027027 , 0.044965 , 0.040925 , 0.047808 , 0.030308 , 0.042138 , 0.052323 , 0.037871 , 0.041721 , 0.03524 , 0.022512 , 0.030812 , 0.027305 , 0.045988 , 0.027926 , 0.037301 , 0.027546 , 0.023644 , 0.03025 , 0.026173 , 0.021584 , 0.021007 , 0.022015 , 0.025946 , 0.021679 , 0.021621 , 0.03052 , 0.023666 , 0.023666 , 0.038565 , 0.029073 , 0.038148 , 0.033034 , 0.035394 , 0.03958 , 0.041524 , 0.037637 , 0.043007 , 0.034787 , 0.038616 , 0.039851 , 0.051125 , 0.022154 , 0.047238 , 0.037534 , 0.03608 , 0.025245 , 0.031857 , 0.029957 , 0.031222 , 0.03155 , 0.027853 , 0.050182 , 0.039873 , 0.029095 , 0.023805 , 0.034422 , 0.026845 , 0.023652 
 467 , 0.039476 , 0.026817 , 0.044364 , 0.047752 , 0.06791 , 0.027856 , 0.057557 , 0.039447 , 0.041415 , 0.020634 , 0.046727 , 0.052179 , 0.041693 , 0.041971 , 0.035949 , 0.050283 , 0.035261 , 0.038488 , 0.024051 , 0.040639 , 0.047898 , 0.028808 , 0.036132 , 0.033747 , 0.042974 , 0.04083 , 0.029832 , 0.042571 , 0.035115 , 0.043976 , 0.017876 , 0.022215 , 0.023217 , 0.020247 , 0.021432 , 0.046398 , 0.068108 , 0.060615 , 0.034961 , 0.034178 , 0.033754 , 0.034764 , 0.034844 , 0.030922 , 0.048696 , 0.019456 , 0.029656 , 0.019895 , 0.024044 , 0.018695 , 0.030922 , 0.024037 , 0.023005 , 0.019903 , 0.026751 , 0.043552 , 0.054418 , 0.047196 , 0.065986 , 0.036798 , 0.039161 , 0.024088 , 0.037127 , 0.031647 , 0.030915 , 0.026459 , 0.027703 , 0.030805 , 0.024959 , 0.032144 , 0.031866 , 0.026832 , 0.024959 , 0.028434 , 0.027022 , 0.037786 , 0.027125 , 0.045183 , 0.041049 , 0.048008 , 0.030454 , 0.042344 , 0.052493 , 0.03802 , 0.041905 , 0.035444 , 0.022588 , 0.030952 , 0.027439 , 0.04623 , 0.028025 , 0.037449 , 0.027651 , 0.023708 , 0.03041 , 0.02629 , 0.021644 , 0.021088 , 0.022105 , 0.02602 , 0.021754 , 0.021703 , 0.030637 , 0.023788 , 0.023751 , 0.038744 , 0.029203 , 0.038327 , 0.033176 , 0.035495 , 0.039783 , 0.041708 , 0.037815 , 0.043186 , 0.034939 , 0.038803 , 0.040032 , 0.051374 , 0.022251 , 0.047422 , 0.037771 , 0.036278 , 0.025376 , 0.031983 , 0.030095 , 0.031361 , 0.031705 , 0.027988 , 0.050386 , 0.040091 , 0.029225 , 0.02392 , 0.034588 , 0.026986 , 0.023773 
 468 , 0.039677 , 0.026893 , 0.04458 , 0.047952 , 0.068307 , 0.027993 , 0.057869 , 0.039655 , 0.041634 , 0.020692 , 0.046926 , 0.052409 , 0.041861 , 0.042176 , 0.03607 , 0.050503 , 0.035418 , 0.038672 , 0.024167 , 0.040776 , 0.048055 , 0.028924 , 0.03632 , 0.033893 , 0.043136 , 0.041003 , 0.029921 , 0.042755 , 0.035271 , 0.044199 , 0.017936 , 0.022298 , 0.023309 , 0.020326 , 0.021499 , 0.046625 , 0.068476 , 0.060904 , 0.035147 , 0.034319 , 0.03393 , 0.034905 , 0.035015 , 0.031064 , 0.048876 , 0.019541 , 0.029752 , 0.019967 , 0.02413 , 0.018735 , 0.031005 , 0.024145 , 0.02306 , 0.019937 , 0.026842 , 0.043767 , 0.054652 , 0.04738 , 0.066277 , 0.036928 , 0.039274 , 0.024189 , 0.037265 , 0.031782 , 0.031057 , 0.026549 , 0.027824 , 0.030947 , 0.025039 , 0.032251 , 0.031995 , 0.026923 , 0.025083 , 0.02855 , 0.027099 , 0.037939 , 0.027223 , 0.045409 , 0.041172 , 0.048209 , 0.030602 , 0.04255 , 0.052673 , 0.038174 , 0.042096 , 0.035653 , 0.022664 , 0.031093 , 0.027582 , 0.046464 , 0.028117 , 0.037595 , 0.027758 , 0.023771 , 0.030573 , 0.026417 , 0.021696 , 0.021161 , 0.022202 , 0.026087 , 0.021814 , 0.021792 , 0.030749 , 0.023917 , 0.023829 , 0.038922 , 0.029327 , 0.038511 , 0.033329 , 0.035587 , 0.039992 , 0.041898 , 0.037983 , 0.043371 , 0.035095 , 0.038995 , 0.040219 , 0.051624 , 0.022356 , 0.047608 , 0.038005 , 0.036481 , 0.025501 , 0.032105 , 0.030243 , 0.031497 , 0.031848 , 0.028132 , 0.050584 , 0.040314 , 0.029364 , 0.024035 , 0.034751 , 0.027128 , 0.023895 
