NANT_00015.spu,NANT_00014.spu,NANT_00013.spu,NANT_00012.spu,NANT_00011.spu,
Wavelength,MNAT_00000.spu,MNAT_00001.spu,MNAT_00002.spu,MNAT_00003.spu,MNAT_00004.spu,MNAT_00005.spu,MNAT_00006.spu,MNAT_00007.spu,MNAT_00008.spu,MNAT_00009.spu,MNAT_00010.spu,MNAT_00011.spu,MNAT_00012.spu,MNAT_00013.spu,MNAT_00014.spu,MNAT_00015.spu,MNAT_00016.spu,MNAT_00017.spu,MNAT_00018.spu,MNAT_00019.spu,MNAT_00020.spu,MNAT_00021.spu,MNAT_00022.spu,MNAT_00023.spu,MNAT_00024.spu,MNAT_00025.spu,MNAT_00026.spu,MNAT_00027.spu,MNAT_00028.spu,MNAT_00029.spu,MNAT_00030.spu,MNAT_00031.spu,MNAT_00032.spu,MNAT_00033.spu,MNAT_00034.spu,MNAT_00035.spu,MNAT_00036.spu,MNAT_00037.spu,MNAT_00038.spu,MNAT_00039.spu,MNAT_00040.spu,MNAT_00041.spu,MNAT_00042.spu,MNAT_00043.spu,MNAT_00044.spu,MNAT_00045.spu,MNAT_00046.spu,MNAT_00047.spu,MNAT_00048.spu,MNAT_00049.spu
  (nm),7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 ,7/22/2018 
  time  ,:40:15 A,:40:32 A,:40:47 A,:41:01 A,:41:12 A,:42:01 A,:42:34 A,:42:51 A,:43:05 A,:43:29 A,:44:16 A,:44:32 A,:44:45 A,:44:56 A,:45:06 A,:45:49 A,:46:00 A,:46:10 A,:46:20 A,:46:32 A,:46:48 A,:46:59 A,:47:14 A,:47:29 A,:47:39 A,:48:34 A,:48:44 A,:48:53 A,:49:16 A,:50:01 A,:50:58 A,:51:14 A,:51:33 A,:51:53 A,:52:04 A,:53:05 A,:53:18 A,:53:36 A,:54:03 A,:54:17 A,:55:04 A,:55:18 A,:55:29 A,:55:41 A,:55:59 A,:56:26 A,:56:41 A,:56:58 A,:57:36 A,:57:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 476 , 0.030198 , 0.025155 , 0.031561 , 0.037305 , 0.041879 , 0.020658 , 0.029305 , 0.028874 , 0.032192 , 0.020104 , 0.030845 , 0.029767 , 0.029382 , 0.039315 , 0.033386 , 0.022552 , 0.050679 , 0.029251 , 0.05687 , 0.028697 , 0.024801 , 0.020843 , 0.021821 , 0.029151 , 0.035041 , 0.019326 , 0.046652 , 0.043365 , 0.057116 , 0.044204 , 0.038652 , 0.04107 , 0.028358 , 0.028758 , 0.068196 , 0.044011 , 0.034202 , 0.027164 , 0.036666 , 0.028527 , 0.045082 , 0.048708 , 0.049355 , 0.062013 , 0.046883 , 0.036011 , 0.036797 , 0.035519 , 0.033363 , 0.026633 
 477 , 0.030259 , 0.025203 , 0.031598 , 0.037393 , 0.041995 , 0.020686 , 0.029343 , 0.028912 , 0.032283 , 0.020109 , 0.030882 , 0.029836 , 0.029459 , 0.039424 , 0.033468 , 0.022617 , 0.050714 , 0.029297 , 0.056939 , 0.028758 , 0.024857 , 0.02087 , 0.021848 , 0.029235 , 0.035115 , 0.019331 , 0.046766 , 0.043403 , 0.057193 , 0.044242 , 0.038693 , 0.041064 , 0.028366 , 0.028774 , 0.068221 , 0.044003 , 0.034191 , 0.027135 , 0.036669 , 0.028497 , 0.045042 , 0.048644 , 0.049336 , 0.061888 , 0.046843 , 0.036015 , 0.036808 , 0.03553 , 0.033376 , 0.026627 
 478 , 0.030309 , 0.025242 , 0.031631 , 0.037467 , 0.042103 , 0.020721 , 0.029379 , 0.02894 , 0.032362 , 0.020098 , 0.030893 , 0.029894 , 0.029548 , 0.039528 , 0.033538 , 0.022666 , 0.050738 , 0.029332 , 0.056996 , 0.028817 , 0.024911 , 0.020875 , 0.021874 , 0.029317 , 0.035168 , 0.019337 , 0.046855 , 0.043441 , 0.057242 , 0.044264 , 0.038713 , 0.041042 , 0.028364 , 0.028786 , 0.068222 , 0.043972 , 0.034161 , 0.027118 , 0.036675 , 0.028456 , 0.04501 , 0.048523 , 0.049323 , 0.061733 , 0.046809 , 0.035998 , 0.036821 , 0.035545 , 0.033392 , 0.026595 
 479 , 0.030359 , 0.025273 , 0.031665 , 0.037549 , 0.042212 , 0.020749 , 0.029421 , 0.028968 , 0.032433 , 0.020096 , 0.030904 , 0.029944 , 0.029629 , 0.039623 , 0.033608 , 0.022723 , 0.050762 , 0.029375 , 0.057045 , 0.028868 , 0.024958 , 0.020887 , 0.021893 , 0.029398 , 0.035221 , 0.019335 , 0.046951 , 0.043472 , 0.057299 , 0.044286 , 0.03874 , 0.041029 , 0.028361 , 0.028792 , 0.068215 , 0.043948 , 0.034138 , 0.027102 , 0.036689 , 0.028415 , 0.04497 , 0.048411 , 0.049302 , 0.061578 , 0.046775 , 0.035989 , 0.036827 , 0.035552 , 0.033408 , 0.026572 
 480 , 0.030404 , 0.025304 , 0.031695 , 0.03761 , 0.042303 , 0.020771 , 0.029444 , 0.028999 , 0.032494 , 0.020088 , 0.030919 , 0.030013 , 0.029682 , 0.039699 , 0.033669 , 0.022769 , 0.050769 , 0.029413 , 0.057068 , 0.028914 , 0.024996 , 0.020894 , 0.021924 , 0.02946 , 0.035267 , 0.019343 , 0.047035 , 0.043479 , 0.057329 , 0.044301 , 0.038747 , 0.041005 , 0.028369 , 0.028784 , 0.068199 , 0.043917 , 0.034107 , 0.027094 , 0.036665 , 0.028399 , 0.044908 , 0.048326 , 0.049255 , 0.061439 , 0.046721 , 0.035974 , 0.036826 , 0.035536 , 0.033408 , 0.026556 
 481 , 0.030443 , 0.025325 , 0.031708 , 0.037624 , 0.042342 , 0.020776 , 0.029453 , 0.029023 , 0.032529 , 0.02007 , 0.030941 , 0.030074 , 0.029675 , 0.039741 , 0.033695 , 0.022778 , 0.050727 , 0.029437 , 0.056995 , 0.028946 , 0.025018 , 0.020906 , 0.021942 , 0.029484 , 0.035284 , 0.019349 , 0.047083 , 0.043401 , 0.057302 , 0.044267 , 0.038721 , 0.040953 , 0.028371 , 0.028732 , 0.068135 , 0.043876 , 0.034041 , 0.02709 , 0.036572 , 0.028409 , 0.044789 , 0.048288 , 0.049155 , 0.061292 , 0.046607 , 0.035943 , 0.036787 , 0.035468 , 0.033373 , 0.02656 
 482 , 0.03048 , 0.025339 , 0.031729 , 0.037637 , 0.04238 , 0.020788 , 0.029461 , 0.029047 , 0.032557 , 0.020052 , 0.030955 , 0.030143 , 0.02966 , 0.03979 , 0.033714 , 0.022787 , 0.050685 , 0.029461 , 0.056922 , 0.028971 , 0.025032 , 0.020918 , 0.021967 , 0.029499 , 0.035307 , 0.019362 , 0.04713 , 0.043322 , 0.057267 , 0.044234 , 0.038694 , 0.040901 , 0.028381 , 0.028672 , 0.068063 , 0.043835 , 0.033982 , 0.027086 , 0.03648 , 0.028419 , 0.044678 , 0.048241 , 0.049053 , 0.061137 , 0.046494 , 0.035913 , 0.036756 , 0.035399 , 0.033331 , 0.026557 
 483 , 0.030525 , 0.025352 , 0.031742 , 0.037657 , 0.042417 , 0.020791 , 0.029461 , 0.029063 , 0.032591 , 0.020041 , 0.030969 , 0.030204 , 0.029653 , 0.03983 , 0.033739 , 0.022804 , 0.050643 , 0.029484 , 0.056849 , 0.028995 , 0.025054 , 0.020929 , 0.021993 , 0.029515 , 0.035323 , 0.019368 , 0.047184 , 0.043243 , 0.057232 , 0.0442 , 0.038667 , 0.040848 , 0.02839 , 0.02862 , 0.067998 , 0.043794 , 0.033915 , 0.027082 , 0.036387 , 0.028428 , 0.044567 , 0.048202 , 0.048952 , 0.060989 , 0.046381 , 0.035874 , 0.036716 , 0.035331 , 0.033295 , 0.026561 
 484 , 0.030524 , 0.02536 , 0.031723 , 0.037651 , 0.042448 , 0.020792 , 0.029432 , 0.029057 , 0.032602 , 0.020006 , 0.030944 , 0.030203 , 0.029653 , 0.039858 , 0.033724 , 0.022817 , 0.050583 , 0.029462 , 0.056755 , 0.028973 , 0.025062 , 0.02093 , 0.021999 , 0.029554 , 0.035306 , 0.019341 , 0.047222 , 0.043196 , 0.057167 , 0.044121 , 0.038651 , 0.04076 , 0.028362 , 0.028568 , 0.067884 , 0.043716 , 0.033854 , 0.026957 , 0.036314 , 0.028362 , 0.044441 , 0.048093 , 0.048818 , 0.06078 , 0.046252 , 0.035833 , 0.036642 , 0.035306 , 0.033266 , 0.026537 
 485 , 0.030517 , 0.025356 , 0.031699 , 0.037637 , 0.042478 , 0.020789 , 0.029389 , 0.029046 , 0.032614 , 0.019974 , 0.030906 , 0.030197 , 0.02964 , 0.039886 , 0.033704 , 0.022833 , 0.050506 , 0.029427 , 0.056651 , 0.028947 , 0.025074 , 0.020919 , 0.022002 , 0.029579 , 0.035274 , 0.019318 , 0.047251 , 0.043149 , 0.057093 , 0.044034 , 0.038636 , 0.040664 , 0.028337 , 0.028512 , 0.067766 , 0.043637 , 0.033795 , 0.026827 , 0.036242 , 0.028299 , 0.044323 , 0.047983 , 0.048676 , 0.060562 , 0.046115 , 0.035777 , 0.036563 , 0.035274 , 0.033231 , 0.026507 
 486 , 0.030517 , 0.025359 , 0.031666 , 0.037624 , 0.042508 , 0.020786 , 0.029353 , 0.029026 , 0.032625 , 0.019934 , 0.030867 , 0.030183 , 0.029635 , 0.039914 , 0.033682 , 0.02284 , 0.050436 , 0.029391 , 0.056553 , 0.02892 , 0.025077 , 0.020916 , 0.022004 , 0.029604 , 0.03525 , 0.019287 , 0.047286 , 0.043094 , 0.057017 , 0.043946 , 0.03862 , 0.040568 , 0.028303 , 0.028455 , 0.067646 , 0.043558 , 0.033728 , 0.026705 , 0.03617 , 0.028227 , 0.044197 , 0.047872 , 0.048542 , 0.060342 , 0.045978 , 0.035729 , 0.03649 , 0.03525 , 0.033203 , 0.026485 
 487 , 0.030531 , 0.025366 , 0.031652 , 0.037628 , 0.042521 , 0.020783 , 0.029372 , 0.029047 , 0.032644 , 0.01992 , 0.030849 , 0.030198 , 0.029653 , 0.039938 , 0.033674 , 0.022859 , 0.050368 , 0.02938 , 0.056465 , 0.028925 , 0.025093 , 0.020927 , 0.02201 , 0.029637 , 0.035242 , 0.019276 , 0.047315 , 0.043021 , 0.05695 , 0.043884 , 0.038605 , 0.040552 , 0.028282 , 0.028441 , 0.067576 , 0.043483 , 0.033674 , 0.026661 , 0.036091 , 0.028191 , 0.044089 , 0.047777 , 0.048451 , 0.060153 , 0.045869 , 0.035704 , 0.036462 , 0.035227 , 0.033182 , 0.026456 
 488 , 0.030554 , 0.025363 , 0.03164 , 0.03763 , 0.042519 , 0.020784 , 0.029422 , 0.029075 , 0.032666 , 0.019909 , 0.030833 , 0.030214 , 0.029671 , 0.039946 , 0.03367 , 0.022866 , 0.050282 , 0.029362 , 0.056377 , 0.028947 , 0.025107 , 0.020943 , 0.022014 , 0.029664 , 0.035239 , 0.019275 , 0.047347 , 0.042941 , 0.056883 , 0.043824 , 0.038596 , 0.040572 , 0.02826 , 0.028441 , 0.067535 , 0.043409 , 0.033624 , 0.026661 , 0.036008 , 0.028177 , 0.043997 , 0.047687 , 0.048381 , 0.059976 , 0.045778 , 0.035684 , 0.036453 , 0.035216 , 0.033179 , 0.026427 
 489 , 0.030576 , 0.025361 , 0.031628 , 0.03764 , 0.042517 , 0.020777 , 0.029464 , 0.029096 , 0.032688 , 0.019898 , 0.030817 , 0.030231 , 0.02969 , 0.039962 , 0.033657 , 0.022874 , 0.050197 , 0.029351 , 0.056291 , 0.028968 , 0.025113 , 0.020958 , 0.02201 , 0.029682 , 0.035228 , 0.019275 , 0.047364 , 0.042855 , 0.056817 , 0.043772 , 0.038579 , 0.040586 , 0.028247 , 0.028442 , 0.067495 , 0.043328 , 0.033567 , 0.026654 , 0.035927 , 0.028157 , 0.043899 , 0.047597 , 0.04831 , 0.0598 , 0.04568 , 0.035664 , 0.036445 , 0.035205 , 0.033169 , 0.026406 
 490 , 0.030599 , 0.025375 , 0.031631 , 0.037655 , 0.042536 , 0.020801 , 0.029508 , 0.029149 , 0.032737 , 0.019904 , 0.030816 , 0.030278 , 0.029702 , 0.040002 , 0.033664 , 0.022893 , 0.050129 , 0.029351 , 0.056206 , 0.029 , 0.025136 , 0.02098 , 0.022026 , 0.029717 , 0.035241 , 0.019291 , 0.047401 , 0.042797 , 0.056752 , 0.043724 , 0.038559 , 0.040585 , 0.028252 , 0.028454 , 0.067484 , 0.043283 , 0.033529 , 0.026638 , 0.035861 , 0.028148 , 0.043814 , 0.047528 , 0.048246 , 0.059644 , 0.045593 , 0.035652 , 0.036444 , 0.035203 , 0.033163 , 0.026391 
 491 , 0.03062 , 0.0254 , 0.031654 , 0.037684 , 0.042584 , 0.020887 , 0.029527 , 0.029245 , 0.032829 , 0.019943 , 0.030843 , 0.03039 , 0.029706 , 0.040093 , 0.033706 , 0.022954 , 0.050072 , 0.029379 , 0.05614 , 0.029037 , 0.02517 , 0.021036 , 0.022084 , 0.029788 , 0.035297 , 0.019333 , 0.047462 , 0.042807 , 0.056705 , 0.0437 , 0.038547 , 0.040547 , 0.028323 , 0.028494 , 0.067561 , 0.043313 , 0.033543 , 0.026605 , 0.035833 , 0.028159 , 0.043759 , 0.047529 , 0.048206 , 0.059538 , 0.045544 , 0.035677 , 0.036487 , 0.035238 , 0.033208 , 0.026434 
 492 , 0.03065 , 0.02542 , 0.031678 , 0.037723 , 0.042635 , 0.020966 , 0.029548 , 0.029333 , 0.032921 , 0.019982 , 0.030865 , 0.030495 , 0.029703 , 0.040186 , 0.033742 , 0.023 , 0.050018 , 0.029407 , 0.056062 , 0.029067 , 0.025212 , 0.021092 , 0.022135 , 0.029851 , 0.035348 , 0.019368 , 0.047525 , 0.04282 , 0.056661 , 0.043678 , 0.038536 , 0.040512 , 0.028386 , 0.028534 , 0.067633 , 0.043338 , 0.033557 , 0.026574 , 0.035814 , 0.028179 , 0.0437 , 0.047525 , 0.048169 , 0.059436 , 0.045498 , 0.035703 , 0.036524 , 0.035274 , 0.033247 , 0.026478 
 493 , 0.030673 , 0.02544 , 0.031697 , 0.037747 , 0.042687 , 0.021045 , 0.029562 , 0.029422 , 0.033007 , 0.020015 , 0.030887 , 0.0306 , 0.029709 , 0.040272 , 0.03378 , 0.023055 , 0.049967 , 0.029429 , 0.055996 , 0.029106 , 0.025241 , 0.021141 , 0.022186 , 0.029915 , 0.035392 , 0.019404 , 0.047574 , 0.042819 , 0.056614 , 0.043658 , 0.03852 , 0.040478 , 0.02845 , 0.028576 , 0.0677 , 0.043357 , 0.033566 , 0.026544 , 0.035789 , 0.028193 , 0.043651 , 0.04753 , 0.048127 , 0.05933 , 0.045447 , 0.035731 , 0.036555 , 0.035304 , 0.033279 , 0.026514 
 494 , 0.030718 , 0.025503 , 0.031752 , 0.037789 , 0.042747 , 0.021131 , 0.02964 , 0.029552 , 0.033131 , 0.020083 , 0.030894 , 0.030637 , 0.029735 , 0.04037 , 0.033806 , 0.023119 , 0.049862 , 0.029442 , 0.055906 , 0.029156 , 0.025283 , 0.021197 , 0.022239 , 0.030014 , 0.035449 , 0.019437 , 0.047661 , 0.04285 , 0.056588 , 0.043634 , 0.038551 , 0.040459 , 0.028518 , 0.02865 , 0.067751 , 0.043363 , 0.033593 , 0.026559 , 0.035801 , 0.028195 , 0.04359 , 0.047471 , 0.048065 , 0.059191 , 0.045409 , 0.035794 , 0.036644 , 0.035412 , 0.033366 , 0.026603 
 495 , 0.030754 , 0.025559 , 0.031814 , 0.03782 , 0.04281 , 0.021212 , 0.029724 , 0.02968 , 0.033246 , 0.020145 , 0.0309 , 0.030666 , 0.02976 , 0.040465 , 0.033838 , 0.023184 , 0.049752 , 0.029446 , 0.055816 , 0.029205 , 0.025325 , 0.021255 , 0.022293 , 0.030118 , 0.035504 , 0.019465 , 0.047742 , 0.042876 , 0.056562 , 0.043607 , 0.038587 , 0.040436 , 0.028584 , 0.02873 , 0.067799 , 0.043366 , 0.033626 , 0.026582 , 0.035825 , 0.028197 , 0.043541 , 0.047414 , 0.048005 , 0.059068 , 0.045375 , 0.035869 , 0.036731 , 0.035525 , 0.03345 , 0.026692 
 496 , 0.030798 , 0.025623 , 0.031868 , 0.037852 , 0.042867 , 0.021292 , 0.029801 , 0.029801 , 0.03336 , 0.020207 , 0.030907 , 0.030689 , 0.029786 , 0.040552 , 0.033863 , 0.02325 , 0.049637 , 0.029452 , 0.055729 , 0.029255 , 0.025368 , 0.021313 , 0.022347 , 0.030216 , 0.035551 , 0.019501 , 0.047824 , 0.042896 , 0.05653 , 0.04358 , 0.038623 , 0.040414 , 0.028651 , 0.028804 , 0.067849 , 0.043369 , 0.033659 , 0.026605 , 0.035843 , 0.028199 , 0.043486 , 0.047366 , 0.047948 , 0.058939 , 0.045342 , 0.035937 , 0.036825 , 0.035639 , 0.033542 , 0.02678 
 497 , 0.03089 , 0.025715 , 0.031971 , 0.037945 , 0.042953 , 0.021433 , 0.029946 , 0.030004 , 0.033546 , 0.02033 , 0.030977 , 0.030788 , 0.029859 , 0.040666 , 0.033931 , 0.023378 , 0.049586 , 0.029533 , 0.055676 , 0.029351 , 0.025454 , 0.021418 , 0.022427 , 0.030346 , 0.035644 , 0.019589 , 0.047953 , 0.042953 , 0.056547 , 0.043584 , 0.038678 , 0.040456 , 0.028785 , 0.028937 , 0.067971 , 0.04341 , 0.03375 , 0.026695 , 0.035905 , 0.028277 , 0.043453 , 0.04738 , 0.047961 , 0.058869 , 0.045369 , 0.036079 , 0.036965 , 0.035804 , 0.033677 , 0.026913 
 498 , 0.031034 , 0.025831 , 0.032112 , 0.038089 , 0.043059 , 0.02162 , 0.030151 , 0.030267 , 0.033776 , 0.020491 , 0.031084 , 0.03094 , 0.02997 , 0.040787 , 0.034037 , 0.023545 , 0.049579 , 0.029659 , 0.055649 , 0.029478 , 0.025578 , 0.021555 , 0.022539 , 0.030513 , 0.035766 , 0.019717 , 0.048132 , 0.043038 , 0.056605 , 0.043631 , 0.038747 , 0.040549 , 0.028979 , 0.029109 , 0.06816 , 0.043494 , 0.033892 , 0.026844 , 0.036012 , 0.028407 , 0.04345 , 0.047451 , 0.048038 , 0.058855 , 0.045447 , 0.036287 , 0.037148 , 0.036012 , 0.033863 , 0.027076 
 499 , 0.03117 , 0.025947 , 0.032252 , 0.038224 , 0.043166 , 0.021799 , 0.030347 , 0.03052 , 0.033997 , 0.020652 , 0.031199 , 0.03109 , 0.030073 , 0.040908 , 0.034134 , 0.023704 , 0.049564 , 0.029792 , 0.055616 , 0.029597 , 0.025702 , 0.021691 , 0.022643 , 0.030672 , 0.03588 , 0.019844 , 0.048302 , 0.043122 , 0.056662 , 0.043663 , 0.038816 , 0.040641 , 0.029164 , 0.02928 , 0.068334 , 0.04357 , 0.034026 , 0.026993 , 0.036118 , 0.028544 , 0.043447 , 0.04753 , 0.048114 , 0.058848 , 0.045525 , 0.036486 , 0.03733 , 0.036219 , 0.034041 , 0.027238 
 500 , 0.031305 , 0.026072 , 0.032405 , 0.038364 , 0.04328 , 0.022003 , 0.030543 , 0.030802 , 0.034238 , 0.020839 , 0.031305 , 0.03124 , 0.030176 , 0.041052 , 0.034245 , 0.023879 , 0.049541 , 0.02991 , 0.05558 , 0.029731 , 0.025835 , 0.021838 , 0.022758 , 0.030838 , 0.036013 , 0.019976 , 0.048485 , 0.043216 , 0.056723 , 0.043712 , 0.038896 , 0.040721 , 0.029357 , 0.029465 , 0.068511 , 0.043661 , 0.03418 , 0.027121 , 0.036222 , 0.028674 , 0.043446 , 0.047601 , 0.048183 , 0.058829 , 0.045595 , 0.036689 , 0.037516 , 0.036444 , 0.03423 , 0.027416 
 501 , 0.031449 , 0.026231 , 0.032632 , 0.038552 , 0.043468 , 0.022261 , 0.030747 , 0.031191 , 0.034545 , 0.021114 , 0.031442 , 0.031413 , 0.030295 , 0.041282 , 0.034395 , 0.024117 , 0.049517 , 0.030037 , 0.055559 , 0.029901 , 0.026024 , 0.022024 , 0.02292 , 0.031062 , 0.036208 , 0.020132 , 0.04875 , 0.043389 , 0.056806 , 0.043791 , 0.039039 , 0.040802 , 0.029578 , 0.029722 , 0.068754 , 0.043841 , 0.034388 , 0.027206 , 0.036373 , 0.02884 , 0.043504 , 0.047697 , 0.048263 , 0.058842 , 0.045697 , 0.036939 , 0.037778 , 0.036781 , 0.034474 , 0.027643 
 502 , 0.031601 , 0.026384 , 0.032852 , 0.038733 , 0.04365 , 0.022525 , 0.030951 , 0.031565 , 0.034853 , 0.021382 , 0.031572 , 0.03158 , 0.030408 , 0.041513 , 0.034538 , 0.024355 , 0.049495 , 0.030165 , 0.055534 , 0.030065 , 0.026213 , 0.022204 , 0.023083 , 0.031279 , 0.036403 , 0.020288 , 0.049009 , 0.043564 , 0.056885 , 0.043871 , 0.039176 , 0.040884 , 0.029793 , 0.029972 , 0.06899 , 0.044007 , 0.034602 , 0.027285 , 0.036518 , 0.029007 , 0.043557 , 0.047795 , 0.048345 , 0.058857 , 0.045801 , 0.037182 , 0.038033 , 0.037118 , 0.03471 , 0.027863 
 503 , 0.031745 , 0.026536 , 0.033064 , 0.038907 , 0.043831 , 0.022774 , 0.031154 , 0.031938 , 0.035144 , 0.021641 , 0.031703 , 0.031753 , 0.03052 , 0.041736 , 0.034681 , 0.024584 , 0.049474 , 0.030285 , 0.05551 , 0.030228 , 0.026394 , 0.022382 , 0.023244 , 0.031496 , 0.036591 , 0.020437 , 0.049261 , 0.043731 , 0.056964 , 0.043952 , 0.039313 , 0.040966 , 0.03 , 0.030221 , 0.06922 , 0.04418 , 0.034802 , 0.02737 , 0.036662 , 0.029173 , 0.04361 , 0.047892 , 0.048427 , 0.058873 , 0.045897 , 0.037425 , 0.038287 , 0.037446 , 0.034945 , 0.02809 
 504 , 0.031994 , 0.026754 , 0.0334 , 0.039179 , 0.044135 , 0.023168 , 0.031546 , 0.032448 , 0.035615 , 0.022011 , 0.031937 , 0.032015 , 0.03078 , 0.042055 , 0.034905 , 0.024908 , 0.049496 , 0.030488 , 0.055545 , 0.030474 , 0.026661 , 0.022678 , 0.023473 , 0.03183 , 0.036879 , 0.020662 , 0.049617 , 0.044043 , 0.057136 , 0.044114 , 0.039527 , 0.04116 , 0.030304 , 0.030609 , 0.069639 , 0.044412 , 0.035132 , 0.027641 , 0.036921 , 0.029409 , 0.043738 , 0.047991 , 0.048587 , 0.058968 , 0.046102 , 0.037759 , 0.038696 , 0.037866 , 0.035295 , 0.028429 
 505 , 0.032264 , 0.026989 , 0.033751 , 0.039465 , 0.044456 , 0.02357 , 0.031967 , 0.032972 , 0.036101 , 0.022394 , 0.032186 , 0.032292 , 0.031053 , 0.042389 , 0.035139 , 0.025241 , 0.049532 , 0.030706 , 0.055586 , 0.030735 , 0.026933 , 0.022982 , 0.023711 , 0.032179 , 0.037178 , 0.020893 , 0.049986 , 0.044385 , 0.057328 , 0.0443 , 0.039762 , 0.041383 , 0.030621 , 0.031025 , 0.070093 , 0.044661 , 0.035485 , 0.027945 , 0.037199 , 0.029666 , 0.043883 , 0.048095 , 0.048775 , 0.059091 , 0.046318 , 0.038105 , 0.039132 , 0.038296 , 0.035662 , 0.028788 
 506 , 0.03252 , 0.027211 , 0.034094 , 0.039736 , 0.04477 , 0.023963 , 0.032379 , 0.033487 , 0.036573 , 0.02277 , 0.032428 , 0.032562 , 0.03132 , 0.042715 , 0.035365 , 0.025558 , 0.049571 , 0.030917 , 0.055621 , 0.030981 , 0.027203 , 0.023285 , 0.023942 , 0.03252 , 0.037462 , 0.021125 , 0.050347 , 0.044713 , 0.057513 , 0.04448 , 0.03999 , 0.041592 , 0.030931 , 0.031433 , 0.07054 , 0.044904 , 0.035824 , 0.028241 , 0.037476 , 0.029915 , 0.044028 , 0.048194 , 0.048956 , 0.059208 , 0.046535 , 0.038451 , 0.039559 , 0.038726 , 0.036029 , 0.029145 
 507 , 0.03283 , 0.027483 , 0.0345 , 0.040086 , 0.04513 , 0.024432 , 0.032865 , 0.034105 , 0.037113 , 0.023249 , 0.032717 , 0.0329 , 0.031611 , 0.043109 , 0.035648 , 0.025947 , 0.049632 , 0.031167 , 0.055705 , 0.031308 , 0.027518 , 0.02365 , 0.024228 , 0.032921 , 0.037811 , 0.021375 , 0.050781 , 0.045109 , 0.057748 , 0.044694 , 0.040241 , 0.041819 , 0.031315 , 0.031914 , 0.071035 , 0.045222 , 0.03624 , 0.028596 , 0.037804 , 0.030209 , 0.044208 , 0.048364 , 0.049167 , 0.059347 , 0.046793 , 0.03886 , 0.040037 , 0.03922 , 0.036437 , 0.029533 
 508 , 0.033186 , 0.027812 , 0.034986 , 0.040508 , 0.045544 , 0.02497 , 0.033425 , 0.034832 , 0.037729 , 0.023831 , 0.033066 , 0.033312 , 0.031934 , 0.043582 , 0.035985 , 0.026405 , 0.049743 , 0.031455 , 0.055849 , 0.031701 , 0.027882 , 0.024077 , 0.024576 , 0.033383 , 0.038229 , 0.02165 , 0.051298 , 0.045579 , 0.058036 , 0.04496 , 0.040536 , 0.042076 , 0.031779 , 0.032475 , 0.071597 , 0.045636 , 0.036731 , 0.029008 , 0.03818 , 0.030555 , 0.044433 , 0.048611 , 0.049434 , 0.05952 , 0.047113 , 0.03934 , 0.040557 , 0.039804 , 0.036899 , 0.029971 
 509 , 0.033541 , 0.028133 , 0.035458 , 0.040922 , 0.04595 , 0.025493 , 0.033976 , 0.035543 , 0.038331 , 0.024397 , 0.033408 , 0.03371 , 0.032249 , 0.04404 , 0.036322 , 0.026848 , 0.049848 , 0.031743 , 0.055993 , 0.032087 , 0.028246 , 0.024496 , 0.024917 , 0.033843 , 0.03864 , 0.021918 , 0.051807 , 0.046049 , 0.058318 , 0.04522 , 0.040831 , 0.042327 , 0.032235 , 0.033028 , 0.07216 , 0.046042 , 0.037214 , 0.029419 , 0.038555 , 0.030893 , 0.044658 , 0.048858 , 0.049701 , 0.059694 , 0.047418 , 0.039819 , 0.04107 , 0.040374 , 0.037354 , 0.030395 
