  time  ,28:22 AM,28:33 AM,28:45 AM,28:54 AM,29:05 AM,30:29 AM,30:42 AM,30:54 AM,31:04 AM,31:18 AM,32:22 AM,32:32 AM,32:43 AM,32:54 AM,33:03 AM,33:35 AM,33:45 AM,33:57 AM,34:06 AM,34:16 AM,35:44 AM,35:56 AM,36:07 AM,36:17 AM,36:25 AM,37:15 AM,37:28 AM,37:42 AM,37:54 AM,38:05 AM,38:53 AM,39:05 AM,39:18 AM,39:28 AM,39:42 AM,40:23 AM,40:33 AM,40:44 AM,40:56 AM,41:11 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 765 , 0.302011 , 0.300571 , 0.265355 , 0.294558 , 0.264701 , 0.343741 , 0.365261 , 0.456104 , 0.51458 , 0.439659 , 0.324424 , 0.323531 , 0.381314 , 0.281139 , 0.250449 , 0.385302 , 0.310627 , 0.290485 , 0.239208 , 0.187215 , 0.260173 , 0.28746 , 0.237245 , 0.254137 , 0.261405 , 0.258318 , 0.234096 , 0.312798 , 0.293427 , 0.256894 , 0.848928 , 0.503424 , 0.474667 , 0.479964 , 0.369888 , 0.339753 , 0.28314 , 0.25048 , 0.269382 , 0.287021 
 766 , 0.302815 , 0.301647 , 0.266341 , 0.295586 , 0.265542 , 0.344797 , 0.36613 , 0.457176 , 0.516035 , 0.440422 , 0.32573 , 0.324555 , 0.382461 , 0.282012 , 0.251407 , 0.386379 , 0.311734 , 0.291745 , 0.240015 , 0.187924 , 0.261225 , 0.288288 , 0.23821 , 0.255195 , 0.262116 , 0.259097 , 0.234983 , 0.314299 , 0.294826 , 0.257945 , 0.850907 , 0.505265 , 0.476704 , 0.481344 , 0.371399 , 0.341432 , 0.284232 , 0.251223 , 0.270558 , 0.287866 
 767 , 0.303559 , 0.302631 , 0.267244 , 0.296548 , 0.266324 , 0.345773 , 0.366952 , 0.458161 , 0.517343 , 0.441132 , 0.326933 , 0.325506 , 0.38353 , 0.282824 , 0.252286 , 0.387388 , 0.312749 , 0.292896 , 0.240748 , 0.188585 , 0.262197 , 0.289061 , 0.239107 , 0.256175 , 0.262795 , 0.259819 , 0.235808 , 0.315687 , 0.296126 , 0.258929 , 0.852722 , 0.506926 , 0.478559 , 0.482601 , 0.37279 , 0.342973 , 0.285248 , 0.25191 , 0.271647 , 0.288654 
 768 , 0.304312 , 0.303536 , 0.268005 , 0.297423 , 0.267036 , 0.346724 , 0.367784 , 0.459036 , 0.518295 , 0.441852 , 0.327933 , 0.326456 , 0.384569 , 0.283629 , 0.253112 , 0.388414 , 0.313616 , 0.293848 , 0.241378 , 0.189209 , 0.263053 , 0.289896 , 0.239902 , 0.257064 , 0.263553 , 0.260547 , 0.236511 , 0.316899 , 0.297254 , 0.259886 , 0.854132 , 0.508007 , 0.479881 , 0.483633 , 0.373966 , 0.344302 , 0.286182 , 0.252581 , 0.272588 , 0.289457 
 769 , 0.305092 , 0.304439 , 0.268765 , 0.298297 , 0.267765 , 0.347745 , 0.368645 , 0.459971 , 0.51932 , 0.442599 , 0.328944 , 0.327414 , 0.385641 , 0.284461 , 0.253976 , 0.389522 , 0.314539 , 0.294846 , 0.242084 , 0.189815 , 0.263945 , 0.290795 , 0.240678 , 0.257934 , 0.264306 , 0.261324 , 0.237211 , 0.318067 , 0.298343 , 0.260817 , 0.855527 , 0.509081 , 0.481171 , 0.484783 , 0.375102 , 0.345585 , 0.287097 , 0.253238 , 0.273507 , 0.290249 
 770 , 0.305837 , 0.305292 , 0.26949 , 0.299121 , 0.26846 , 0.348717 , 0.369466 , 0.46085 , 0.52029 , 0.443314 , 0.329906 , 0.328322 , 0.386648 , 0.285251 , 0.254797 , 0.390567 , 0.315412 , 0.295794 , 0.242747 , 0.190385 , 0.264787 , 0.291652 , 0.24141 , 0.258754 , 0.265009 , 0.262059 , 0.237875 , 0.31917 , 0.299382 , 0.261697 , 0.856851 , 0.510101 , 0.482382 , 0.485871 , 0.37619 , 0.346812 , 0.287963 , 0.253859 , 0.274377 , 0.290999 
 771 , 0.306563 , 0.306073 , 0.270135 , 0.299881 , 0.269131 , 0.349619 , 0.370341 , 0.461719 , 0.521071 , 0.4441 , 0.330809 , 0.329261 , 0.387626 , 0.286019 , 0.255503 , 0.39171 , 0.316209 , 0.296528 , 0.24329 , 0.190946 , 0.265576 , 0.292538 , 0.242108 , 0.259485 , 0.265802 , 0.262745 , 0.238514 , 0.320215 , 0.300348 , 0.262395 , 0.858057 , 0.510842 , 0.483414 , 0.486868 , 0.377218 , 0.347868 , 0.28878 , 0.254546 , 0.275199 , 0.291838 
 772 , 0.307268 , 0.306839 , 0.270776 , 0.300636 , 0.269808 , 0.350384 , 0.371256 , 0.462615 , 0.521804 , 0.444934 , 0.331713 , 0.330231 , 0.388601 , 0.286794 , 0.256092 , 0.392728 , 0.316881 , 0.297125 , 0.243694 , 0.191456 , 0.266258 , 0.293325 , 0.242757 , 0.260133 , 0.266578 , 0.263379 , 0.239114 , 0.321234 , 0.301276 , 0.263052 , 0.859267 , 0.511497 , 0.484407 , 0.487731 , 0.378223 , 0.348871 , 0.289564 , 0.255265 , 0.27598 , 0.292677 
 773 , 0.307963 , 0.307587 , 0.271409 , 0.30139 , 0.270478 , 0.351145 , 0.372149 , 0.46349 , 0.522527 , 0.445757 , 0.332598 , 0.331174 , 0.389553 , 0.287554 , 0.256674 , 0.393724 , 0.317542 , 0.297711 , 0.24409 , 0.191963 , 0.266933 , 0.294096 , 0.243386 , 0.260774 , 0.267332 , 0.263999 , 0.2397 , 0.322229 , 0.30218 , 0.263701 , 0.860462 , 0.512142 , 0.485386 , 0.488571 , 0.3792 , 0.349862 , 0.290324 , 0.255969 , 0.276747 , 0.293509 
 774 , 0.308703 , 0.308356 , 0.272068 , 0.302149 , 0.271193 , 0.351908 , 0.373077 , 0.464384 , 0.523355 , 0.446583 , 0.333492 , 0.332128 , 0.390531 , 0.288331 , 0.257312 , 0.394766 , 0.318223 , 0.298285 , 0.244543 , 0.192465 , 0.267668 , 0.294885 , 0.244054 , 0.261453 , 0.268109 , 0.264694 , 0.240323 , 0.323263 , 0.303112 , 0.264418 , 0.861658 , 0.512889 , 0.486436 , 0.489528 , 0.380214 , 0.350843 , 0.291108 , 0.25672 , 0.27755 , 0.294341 
 775 , 0.309519 , 0.309154 , 0.272782 , 0.302956 , 0.271988 , 0.352749 , 0.374058 , 0.465303 , 0.524358 , 0.447438 , 0.334416 , 0.333146 , 0.391582 , 0.289178 , 0.258084 , 0.395986 , 0.319019 , 0.298924 , 0.245116 , 0.193029 , 0.268583 , 0.295781 , 0.24483 , 0.262242 , 0.268988 , 0.265528 , 0.241052 , 0.324408 , 0.304139 , 0.265274 , 0.863019 , 0.51385 , 0.487644 , 0.490715 , 0.381344 , 0.351884 , 0.291988 , 0.257568 , 0.278448 , 0.295242 
 776 , 0.310351 , 0.30996 , 0.273498 , 0.303754 , 0.272781 , 0.353609 , 0.375054 , 0.466231 , 0.525366 , 0.448306 , 0.335349 , 0.334178 , 0.392652 , 0.290036 , 0.258879 , 0.397241 , 0.319847 , 0.299604 , 0.245718 , 0.19361 , 0.269522 , 0.296704 , 0.245631 , 0.263061 , 0.269889 , 0.266383 , 0.241799 , 0.32559 , 0.305188 , 0.266152 , 0.864436 , 0.51485 , 0.488864 , 0.491939 , 0.382503 , 0.352955 , 0.292888 , 0.258425 , 0.279361 , 0.29617 
 777 , 0.311177 , 0.310769 , 0.274222 , 0.304559 , 0.273582 , 0.354469 , 0.376051 , 0.467165 , 0.526374 , 0.449176 , 0.336296 , 0.335215 , 0.393712 , 0.290891 , 0.259674 , 0.398489 , 0.320667 , 0.300278 , 0.246318 , 0.194199 , 0.270461 , 0.297637 , 0.246446 , 0.263883 , 0.270797 , 0.267252 , 0.242549 , 0.326773 , 0.306239 , 0.267028 , 0.865855 , 0.515859 , 0.490084 , 0.493164 , 0.383661 , 0.354021 , 0.293788 , 0.259274 , 0.28028 , 0.297093 
 778 , 0.311992 , 0.311662 , 0.274965 , 0.305374 , 0.274409 , 0.355308 , 0.37703 , 0.468186 , 0.52737 , 0.450078 , 0.337297 , 0.33621 , 0.394743 , 0.291719 , 0.260489 , 0.399646 , 0.321452 , 0.300994 , 0.24693 , 0.194847 , 0.271406 , 0.298603 , 0.247357 , 0.264724 , 0.271688 , 0.268113 , 0.243332 , 0.327934 , 0.307315 , 0.267888 , 0.867332 , 0.516895 , 0.491301 , 0.494376 , 0.384807 , 0.355066 , 0.294634 , 0.260102 , 0.281196 , 0.297983 
 779 , 0.312815 , 0.312549 , 0.275713 , 0.30618 , 0.275237 , 0.356141 , 0.378002 , 0.469231 , 0.528363 , 0.451003 , 0.338325 , 0.337219 , 0.395778 , 0.292545 , 0.261296 , 0.400791 , 0.322236 , 0.301699 , 0.247532 , 0.195487 , 0.272355 , 0.299576 , 0.248274 , 0.265566 , 0.272581 , 0.268965 , 0.244109 , 0.329074 , 0.308383 , 0.268747 , 0.868763 , 0.517909 , 0.492553 , 0.495572 , 0.385962 , 0.356101 , 0.295459 , 0.26094 , 0.282107 , 0.298874 
 780 , 0.313647 , 0.313453 , 0.27647 , 0.307002 , 0.276073 , 0.356984 , 0.378993 , 0.470281 , 0.529369 , 0.451939 , 0.339355 , 0.338238 , 0.396833 , 0.293379 , 0.262111 , 0.401957 , 0.323029 , 0.302404 , 0.24814 , 0.196134 , 0.273313 , 0.300559 , 0.249208 , 0.266425 , 0.273483 , 0.269833 , 0.244894 , 0.330233 , 0.309463 , 0.269614 , 0.870206 , 0.518936 , 0.493811 , 0.496782 , 0.387128 , 0.357146 , 0.296293 , 0.261787 , 0.283035 , 0.299774 
 781 , 0.314493 , 0.314354 , 0.277198 , 0.307821 , 0.276938 , 0.3578 , 0.379905 , 0.471328 , 0.530395 , 0.45286 , 0.340357 , 0.339258 , 0.397845 , 0.294218 , 0.262895 , 0.403125 , 0.323808 , 0.303094 , 0.248714 , 0.196726 , 0.274236 , 0.301467 , 0.25013 , 0.26724 , 0.274375 , 0.27064 , 0.245647 , 0.331424 , 0.310531 , 0.270437 , 0.871704 , 0.520022 , 0.495053 , 0.497981 , 0.388261 , 0.358142 , 0.297123 , 0.26261 , 0.283918 , 0.300637 
 782 , 0.315406 , 0.315308 , 0.277952 , 0.308691 , 0.277862 , 0.358671 , 0.380887 , 0.472396 , 0.531496 , 0.453783 , 0.341387 , 0.340327 , 0.398881 , 0.29509 , 0.263723 , 0.404349 , 0.324623 , 0.303834 , 0.249298 , 0.197346 , 0.275197 , 0.302392 , 0.251067 , 0.268091 , 0.275303 , 0.271473 , 0.246438 , 0.332683 , 0.311641 , 0.271318 , 0.873322 , 0.521203 , 0.496307 , 0.499257 , 0.389419 , 0.359169 , 0.297991 , 0.263454 , 0.284822 , 0.301528 
 783 , 0.316331 , 0.316273 , 0.278723 , 0.30958 , 0.278805 , 0.359563 , 0.381881 , 0.473488 , 0.532613 , 0.454721 , 0.342436 , 0.341416 , 0.399938 , 0.29598 , 0.264568 , 0.405595 , 0.325465 , 0.304576 , 0.249907 , 0.197981 , 0.276176 , 0.303335 , 0.252029 , 0.26896 , 0.276249 , 0.272323 , 0.247254 , 0.333971 , 0.31278 , 0.272209 , 0.874976 , 0.522418 , 0.497585 , 0.500557 , 0.390599 , 0.360224 , 0.298878 , 0.264323 , 0.285743 , 0.302429 
 784 , 0.31726 , 0.31726 , 0.279486 , 0.310473 , 0.279805 , 0.360436 , 0.382876 , 0.474608 , 0.533757 , 0.455697 , 0.343498 , 0.342507 , 0.400993 , 0.296866 , 0.265429 , 0.406847 , 0.326322 , 0.30534 , 0.25053 , 0.198626 , 0.277194 , 0.304308 , 0.253018 , 0.269834 , 0.277194 , 0.273199 , 0.24809 , 0.335246 , 0.313936 , 0.273133 , 0.876682 , 0.523638 , 0.498882 , 0.501886 , 0.3918 , 0.361304 , 0.299773 , 0.265168 , 0.286699 , 0.303359 
 785 , 0.318199 , 0.318313 , 0.280264 , 0.311398 , 0.280863 , 0.361326 , 0.383894 , 0.475825 , 0.534925 , 0.456768 , 0.344582 , 0.343622 , 0.40209 , 0.297763 , 0.266293 , 0.408095 , 0.327206 , 0.306131 , 0.251182 , 0.199277 , 0.278238 , 0.305327 , 0.254062 , 0.270715 , 0.278115 , 0.274112 , 0.248934 , 0.336526 , 0.315073 , 0.274054 , 0.87844 , 0.524859 , 0.500207 , 0.503242 , 0.393017 , 0.362433 , 0.300675 , 0.266006 , 0.287689 , 0.304301 
 786 , 0.31915 , 0.319405 , 0.281069 , 0.312347 , 0.281948 , 0.362234 , 0.384943 , 0.477094 , 0.536134 , 0.457885 , 0.345687 , 0.344759 , 0.403224 , 0.298692 , 0.267184 , 0.409386 , 0.328113 , 0.306957 , 0.251853 , 0.199936 , 0.279302 , 0.306382 , 0.255131 , 0.271612 , 0.279048 , 0.275046 , 0.249807 , 0.337833 , 0.316241 , 0.274989 , 0.880252 , 0.52611 , 0.501569 , 0.504634 , 0.394269 , 0.36359 , 0.3016 , 0.266863 , 0.28871 , 0.305273 
 787 , 0.320132 , 0.32051 , 0.281897 , 0.313327 , 0.283049 , 0.363164 , 0.386013 , 0.478379 , 0.537357 , 0.459027 , 0.346815 , 0.345918 , 0.404386 , 0.299628 , 0.26809 , 0.410713 , 0.329035 , 0.307798 , 0.25254 , 0.200621 , 0.280391 , 0.307461 , 0.256226 , 0.272542 , 0.280013 , 0.276014 , 0.250696 , 0.33918 , 0.317433 , 0.27594 , 0.882124 , 0.527393 , 0.502956 , 0.506066 , 0.395541 , 0.364768 , 0.302557 , 0.267745 , 0.289746 , 0.306268 
 788 , 0.321132 , 0.321593 , 0.282767 , 0.314369 , 0.284167 , 0.364119 , 0.387103 , 0.479601 , 0.538587 , 0.460135 , 0.34798 , 0.347074 , 0.405582 , 0.300561 , 0.269001 , 0.412057 , 0.32993 , 0.308651 , 0.253208 , 0.201333 , 0.281474 , 0.308561 , 0.257336 , 0.273474 , 0.281004 , 0.276984 , 0.251602 , 0.340549 , 0.318636 , 0.27691 , 0.884087 , 0.528693 , 0.504341 , 0.507504 , 0.396783 , 0.365939 , 0.303535 , 0.268647 , 0.290783 , 0.307267 
 789 , 0.322161 , 0.322672 , 0.283652 , 0.315429 , 0.285327 , 0.365091 , 0.388206 , 0.480807 , 0.539874 , 0.46124 , 0.349178 , 0.34827 , 0.406801 , 0.301512 , 0.269933 , 0.413442 , 0.330847 , 0.309514 , 0.253888 , 0.202056 , 0.282571 , 0.309687 , 0.258458 , 0.274437 , 0.282027 , 0.277968 , 0.252526 , 0.341951 , 0.319876 , 0.277918 , 0.886074 , 0.530016 , 0.505754 , 0.508955 , 0.398048 , 0.367129 , 0.304531 , 0.269562 , 0.291844 , 0.308285 
 790 , 0.32322 , 0.323791 , 0.284566 , 0.316521 , 0.286516 , 0.366088 , 0.389343 , 0.482043 , 0.541201 , 0.462381 , 0.350408 , 0.349499 , 0.408055 , 0.302485 , 0.270894 , 0.414862 , 0.331787 , 0.310399 , 0.254594 , 0.202805 , 0.283699 , 0.310837 , 0.259609 , 0.275421 , 0.283071 , 0.27899 , 0.253471 , 0.343403 , 0.321147 , 0.278957 , 0.888123 , 0.531379 , 0.507215 , 0.510453 , 0.399348 , 0.368352 , 0.305566 , 0.270514 , 0.292935 , 0.309325 
 791 , 0.324244 , 0.324872 , 0.285403 , 0.317535 , 0.287692 , 0.367059 , 0.390392 , 0.483227 , 0.542492 , 0.463521 , 0.351584 , 0.350659 , 0.409222 , 0.303432 , 0.271804 , 0.416195 , 0.332705 , 0.311256 , 0.255287 , 0.203508 , 0.284759 , 0.311925 , 0.260707 , 0.276348 , 0.284081 , 0.279967 , 0.254387 , 0.344776 , 0.322369 , 0.27995 , 0.890242 , 0.532693 , 0.508584 , 0.511856 , 0.400621 , 0.369521 , 0.306555 , 0.271399 , 0.293988 , 0.310314 
 792 , 0.325263 , 0.325991 , 0.286247 , 0.318538 , 0.28891 , 0.368042 , 0.391458 , 0.484428 , 0.543759 , 0.464709 , 0.352765 , 0.351814 , 0.410358 , 0.304378 , 0.272715 , 0.417521 , 0.3336 , 0.31212 , 0.255974 , 0.20422 , 0.285833 , 0.313021 , 0.261813 , 0.277256 , 0.285097 , 0.280945 , 0.255262 , 0.346131 , 0.323575 , 0.280912 , 0.892289 , 0.533932 , 0.509904 , 0.513213 , 0.401872 , 0.370664 , 0.307488 , 0.272268 , 0.295023 , 0.311259 
 793 , 0.326314 , 0.327134 , 0.287105 , 0.319574 , 0.290144 , 0.369042 , 0.392551 , 0.485658 , 0.545047 , 0.465925 , 0.353971 , 0.352994 , 0.41153 , 0.305348 , 0.273649 , 0.418875 , 0.33452 , 0.313007 , 0.256682 , 0.204945 , 0.286932 , 0.314142 , 0.262943 , 0.278187 , 0.286137 , 0.281938 , 0.256161 , 0.347521 , 0.324807 , 0.281905 , 0.894381 , 0.535201 , 0.511262 , 0.514607 , 0.40315 , 0.371833 , 0.308453 , 0.273161 , 0.296073 , 0.312229 
 794 , 0.327332 , 0.32826 , 0.287954 , 0.320597 , 0.291367 , 0.37 , 0.393629 , 0.486951 , 0.546297 , 0.467059 , 0.355145 , 0.354159 , 0.412668 , 0.306313 , 0.274573 , 0.420215 , 0.335435 , 0.313886 , 0.257374 , 0.205659 , 0.288045 , 0.315253 , 0.264068 , 0.27913 , 0.287183 , 0.282925 , 0.257051 , 0.348906 , 0.326023 , 0.282875 , 0.896321 , 0.536437 , 0.512618 , 0.515982 , 0.404424 , 0.373016 , 0.309403 , 0.27406 , 0.297075 , 0.313198 
 795 , 0.328323 , 0.329343 , 0.28878 , 0.321605 , 0.292545 , 0.370877 , 0.394646 , 0.48823 , 0.547445 , 0.46806 , 0.356255 , 0.355269 , 0.413763 , 0.307233 , 0.275468 , 0.421509 , 0.336368 , 0.314705 , 0.258036 , 0.206342 , 0.289144 , 0.316314 , 0.26516 , 0.280071 , 0.288207 , 0.283853 , 0.257895 , 0.350268 , 0.327187 , 0.28382 , 0.898078 , 0.537601 , 0.513882 , 0.517265 , 0.40561 , 0.374145 , 0.310301 , 0.274896 , 0.297994 , 0.314133 
 796 , 0.329332 , 0.330444 , 0.28962 , 0.32263 , 0.29373 , 0.371759 , 0.395676 , 0.489526 , 0.548604 , 0.469055 , 0.357384 , 0.356396 , 0.414876 , 0.308155 , 0.276382 , 0.422815 , 0.337312 , 0.315538 , 0.25871 , 0.207031 , 0.290251 , 0.317381 , 0.266259 , 0.281041 , 0.289246 , 0.284795 , 0.258752 , 0.351646 , 0.328368 , 0.28477 , 0.899843 , 0.53878 , 0.515153 , 0.518541 , 0.406804 , 0.37528 , 0.31122 , 0.275734 , 0.298912 , 0.315073 
 797 , 0.330372 , 0.331569 , 0.290503 , 0.323685 , 0.294944 , 0.372676 , 0.396735 , 0.490834 , 0.549804 , 0.470085 , 0.358555 , 0.357566 , 0.416037 , 0.309115 , 0.277322 , 0.424162 , 0.338297 , 0.3164 , 0.259392 , 0.207748 , 0.291385 , 0.318479 , 0.267393 , 0.282029 , 0.290312 , 0.285763 , 0.25965 , 0.353067 , 0.329582 , 0.285755 , 0.90169 , 0.540024 , 0.516473 , 0.519883 , 0.408037 , 0.37646 , 0.312159 , 0.276607 , 0.299876 , 0.316059 
 798 , 0.33149 , 0.332731 , 0.291453 , 0.324808 , 0.296176 , 0.373667 , 0.397867 , 0.492094 , 0.5511 , 0.471185 , 0.359788 , 0.35883 , 0.417294 , 0.31013 , 0.278291 , 0.42555 , 0.339329 , 0.317294 , 0.26008 , 0.208514 , 0.292502 , 0.319635 , 0.268544 , 0.283031 , 0.291411 , 0.286804 , 0.26063 , 0.354532 , 0.330856 , 0.286788 , 0.903657 , 0.541378 , 0.517902 , 0.521351 , 0.409322 , 0.377707 , 0.313146 , 0.277516 , 0.300941 , 0.317094 
 799 , 0.332623 , 0.333933 , 0.292404 , 0.325963 , 0.297445 , 0.374694 , 0.399014 , 0.49338 , 0.552427 , 0.472307 , 0.36104 , 0.360097 , 0.418551 , 0.311166 , 0.279268 , 0.426956 , 0.340359 , 0.31821 , 0.260774 , 0.209288 , 0.293623 , 0.320822 , 0.269704 , 0.284033 , 0.292521 , 0.287881 , 0.261633 , 0.355999 , 0.332155 , 0.287839 , 0.905614 , 0.542729 , 0.519361 , 0.522833 , 0.410623 , 0.378976 , 0.314137 , 0.278433 , 0.302002 , 0.318126 
 800 , 0.333781 , 0.335169 , 0.293387 , 0.32715 , 0.298738 , 0.375747 , 0.400188 , 0.494697 , 0.553788 , 0.473451 , 0.362319 , 0.361399 , 0.419845 , 0.312225 , 0.280268 , 0.428391 , 0.341415 , 0.31914 , 0.261488 , 0.21009 , 0.294766 , 0.322041 , 0.270886 , 0.285067 , 0.293654 , 0.288972 , 0.262667 , 0.357511 , 0.333497 , 0.288922 , 0.907619 , 0.544113 , 0.52086 , 0.524347 , 0.411952 , 0.380279 , 0.315168 , 0.279381 , 0.303094 , 0.319182 
 801 , 0.334828 , 0.336346 , 0.294261 , 0.328185 , 0.29993 , 0.37672 , 0.401294 , 0.495939 , 0.555142 , 0.474544 , 0.363528 , 0.362563 , 0.42107 , 0.31319 , 0.281177 , 0.429742 , 0.342376 , 0.320025 , 0.262223 , 0.210812 , 0.295821 , 0.323153 , 0.27196 , 0.286 , 0.294663 , 0.289958 , 0.263598 , 0.358915 , 0.334752 , 0.289916 , 0.909645 , 0.54548 , 0.522349 , 0.525847 , 0.413211 , 0.381517 , 0.316142 , 0.280238 , 0.304115 , 0.320159 
 802 , 0.335852 , 0.337508 , 0.295143 , 0.329194 , 0.301121 , 0.377662 , 0.402389 , 0.497141 , 0.556438 , 0.475626 , 0.364715 , 0.363714 , 0.422281 , 0.314144 , 0.28207 , 0.43105 , 0.343301 , 0.320895 , 0.262918 , 0.211515 , 0.296884 , 0.324199 , 0.273015 , 0.286929 , 0.295623 , 0.290889 , 0.264498 , 0.360301 , 0.335978 , 0.290889 , 0.91156 , 0.546803 , 0.523809 , 0.527298 , 0.414462 , 0.382724 , 0.317087 , 0.281061 , 0.305165 , 0.321106 
 803 , 0.33689 , 0.338693 , 0.296045 , 0.330231 , 0.302341 , 0.378628 , 0.403509 , 0.498372 , 0.557777 , 0.476745 , 0.365943 , 0.364898 , 0.423518 , 0.315119 , 0.282989 , 0.432385 , 0.344256 , 0.321786 , 0.263629 , 0.21224 , 0.297967 , 0.325283 , 0.274097 , 0.287886 , 0.296618 , 0.291839 , 0.265424 , 0.36172 , 0.337235 , 0.291881 , 0.91353 , 0.548168 , 0.52531 , 0.528791 , 0.415739 , 0.383955 , 0.31806 , 0.281902 , 0.306235 , 0.322072 
 804 , 0.337928 , 0.339827 , 0.296925 , 0.331249 , 0.30352 , 0.379585 , 0.4046 , 0.499611 , 0.55912 , 0.477825 , 0.367132 , 0.366064 , 0.424708 , 0.316075 , 0.283913 , 0.43371 , 0.345202 , 0.32267 , 0.264356 , 0.21296 , 0.29907 , 0.326374 , 0.275173 , 0.288813 , 0.297603 , 0.292814 , 0.266382 , 0.363139 , 0.338496 , 0.292856 , 0.915511 , 0.549541 , 0.526831 , 0.530255 , 0.417019 , 0.385162 , 0.319033 , 0.28276 , 0.307326 , 0.323034 
 805 , 0.338934 , 0.340875 , 0.297743 , 0.33221 , 0.304647 , 0.38056 , 0.405611 , 0.500796 , 0.560476 , 0.478877 , 0.36831 , 0.36717 , 0.425845 , 0.317015 , 0.284847 , 0.435072 , 0.346187 , 0.32357 , 0.265107 , 0.213701 , 0.300161 , 0.327485 , 0.276284 , 0.289716 , 0.298595 , 0.293811 , 0.267329 , 0.364556 , 0.339743 , 0.293811 , 0.917414 , 0.550857 , 0.528291 , 0.531585 , 0.418235 , 0.386322 , 0.319978 , 0.283596 , 0.30835 , 0.323961 
 806 , 0.339955 , 0.341945 , 0.298575 , 0.3332 , 0.305809 , 0.381558 , 0.406652 , 0.502011 , 0.561875 , 0.479942 , 0.369533 , 0.368294 , 0.427022 , 0.31798 , 0.285814 , 0.436485 , 0.347207 , 0.324496 , 0.265888 , 0.214463 , 0.301299 , 0.328639 , 0.277427 , 0.29064 , 0.299625 , 0.294842 , 0.268297 , 0.366014 , 0.34104 , 0.294782 , 0.919348 , 0.552207 , 0.529778 , 0.532913 , 0.41948 , 0.38752 , 0.320943 , 0.284456 , 0.309387 , 0.324923 
 807 , 0.340969 , 0.342988 , 0.29941 , 0.334183 , 0.306969 , 0.382545 , 0.40768 , 0.503237 , 0.563291 , 0.48104 , 0.370742 , 0.369419 , 0.428193 , 0.318961 , 0.286782 , 0.437917 , 0.34821 , 0.325395 , 0.266655 , 0.215235 , 0.302433 , 0.329802 , 0.278579 , 0.291575 , 0.300664 , 0.295871 , 0.269293 , 0.367469 , 0.342326 , 0.295767 , 0.921294 , 0.553601 , 0.531232 , 0.534264 , 0.420737 , 0.388696 , 0.321916 , 0.28533 , 0.310422 , 0.325919 
 808 , 0.341902 , 0.343928 , 0.300173 , 0.335087 , 0.308036 , 0.383362 , 0.40863 , 0.504376 , 0.564531 , 0.482009 , 0.371785 , 0.370495 , 0.429196 , 0.319821 , 0.287617 , 0.439163 , 0.348994 , 0.326056 , 0.267294 , 0.215893 , 0.303412 , 0.330801 , 0.279564 , 0.292371 , 0.301576 , 0.296761 , 0.270203 , 0.368676 , 0.343426 , 0.296588 , 0.922773 , 0.554833 , 0.532328 , 0.535514 , 0.421758 , 0.389588 , 0.322722 , 0.286119 , 0.311257 , 0.326818 
 809 , 0.342899 , 0.344952 , 0.300981 , 0.336054 , 0.30914 , 0.38414 , 0.4096 , 0.505529 , 0.565697 , 0.482904 , 0.372797 , 0.371605 , 0.430147 , 0.32064 , 0.28842 , 0.440315 , 0.349711 , 0.326633 , 0.267891 , 0.216517 , 0.304347 , 0.331739 , 0.280513 , 0.293117 , 0.302442 , 0.297597 , 0.271075 , 0.369839 , 0.344448 , 0.297345 , 0.923958 , 0.55592 , 0.533277 , 0.536766 , 0.422675 , 0.390377 , 0.323441 , 0.286846 , 0.312019 , 0.327633 
 810 , 0.343949 , 0.34603 , 0.30183 , 0.337088 , 0.310308 , 0.384959 , 0.410621 , 0.506738 , 0.566933 , 0.483847 , 0.373867 , 0.372784 , 0.431152 , 0.321513 , 0.28927 , 0.441535 , 0.35047 , 0.327247 , 0.26852 , 0.21718 , 0.305335 , 0.332735 , 0.281517 , 0.293911 , 0.303351 , 0.298473 , 0.27199 , 0.371062 , 0.345531 , 0.298141 , 0.925207 , 0.557073 , 0.534279 , 0.538089 , 0.423635 , 0.391208 , 0.324205 , 0.287609 , 0.312825 , 0.328505 
 811 , 0.34497 , 0.347063 , 0.302604 , 0.337972 , 0.311387 , 0.385728 , 0.411724 , 0.50793 , 0.567923 , 0.484826 , 0.374879 , 0.373894 , 0.432129 , 0.32235 , 0.290111 , 0.442776 , 0.351212 , 0.327818 , 0.26902 , 0.217801 , 0.306305 , 0.333664 , 0.282568 , 0.294744 , 0.30431 , 0.299351 , 0.272792 , 0.372259 , 0.346588 , 0.298947 , 0.926547 , 0.558015 , 0.535236 , 0.539386 , 0.424569 , 0.392005 , 0.324952 , 0.288494 , 0.313646 , 0.329383 
