  time  ,:28:33 A,:28:19 A,:28:09 A,:27:56 A,:27:47 A,:26:59 A,:26:46 A,:26:32 A,:26:20 A,:26:11 A,:25:25 A,:25:12 A,:25:01 A,:24:50 A,:24:41 A,:23:56 A,:23:46 A,:23:37 A,:23:25 A,:23:10 A,:21:43 A,:21:34 A,:21:25 A,:21:16 A,:21:06 A,:20:35 A,:20:25 A,:20:14 A,:19:52 A,:19:39 A,:18:46 A,:18:34 A,:18:26 A,:18:17 A,:18:07 A,:17:30 A,:17:19 A,:17:11 A,:17:03 A,:16:54 A,:13:54 A,:13:43 A,:13:29 A,:13:19 A,:13:09 A,:12:12 A,:12:01 A,:11:51 A,:11:41 A,:11:32 A,:10:37 A,:10:18 A,:10:07 A,:09:54 A,:09:41 A,:07:24 A,:07:01 A,:06:51 A,:06:41 A,:06:29 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 507 , 0.062031 , 0.051372 , 0.059872 , 0.081837 , 0.062083 , 0.104154 , 0.050305 , 0.067804 , 0.0573 , 0.051638 , 0.067942 , 0.059975 , 0.075935 , 0.068252 , 0.060337 , 0.063769 , 0.072399 , 0.055045 , 0.055028 , 0.05409 , 0.057291 , 0.049195 , 0.051105 , 0.054039 , 0.059321 , 0.064122 , 0.070523 , 0.062281 , 0.058504 , 0.048954 , 0.103208 , 0.057429 , 0.059399 , 0.070291 , 0.04719 , 0.051785 , 0.056706 , 0.065464 , 0.051217 , 0.043448 , 0.064613 , 0.061739 , 0.054727 , 0.047853 , 0.061532 , 0.056258 , 0.071082 , 0.056732 , 0.056388 , 0.060337 , 0.057833 , 0.049961 , 0.060672 , 0.05711 , 0.070962 , 0.053376 , 0.045582 , 0.054452 , 0.050374 , 0.051458 
 508 , 0.06259 , 0.051911 , 0.060331 , 0.082592 , 0.062771 , 0.105222 , 0.051258 , 0.068793 , 0.058406 , 0.053268 , 0.06851 , 0.060588 , 0.076483 , 0.068828 , 0.060872 , 0.064377 , 0.073132 , 0.055657 , 0.055743 , 0.05466 , 0.05771 , 0.04972 , 0.051653 , 0.05454 , 0.059901 , 0.064644 , 0.071087 , 0.062934 , 0.059179 , 0.049488 , 0.104311 , 0.058724 , 0.06064 , 0.071148 , 0.04813 , 0.052375 , 0.057341 , 0.066104 , 0.051894 , 0.044041 , 0.065443 , 0.06247 , 0.055416 , 0.048491 , 0.062178 , 0.057341 , 0.072196 , 0.057813 , 0.057461 , 0.061241 , 0.058904 , 0.05161 , 0.061722 , 0.058509 , 0.072101 , 0.053964 , 0.046197 , 0.055064 , 0.050974 , 0.052005 
 509 , 0.06314 , 0.05244 , 0.060789 , 0.083337 , 0.063448 , 0.106271 , 0.0522 , 0.069763 , 0.059493 , 0.054877 , 0.06906 , 0.061192 , 0.07703 , 0.069394 , 0.061406 , 0.064984 , 0.073864 , 0.05625 , 0.056456 , 0.05522 , 0.058129 , 0.050244 , 0.052192 , 0.05504 , 0.060471 , 0.065164 , 0.071642 , 0.063586 , 0.059836 , 0.050021 , 0.105396 , 0.060016 , 0.061861 , 0.071994 , 0.04906 , 0.052955 , 0.057974 , 0.066735 , 0.052561 , 0.044633 , 0.066271 , 0.0632 , 0.056095 , 0.049129 , 0.062822 , 0.058412 , 0.073298 , 0.058884 , 0.058515 , 0.062127 , 0.059965 , 0.053238 , 0.062771 , 0.059896 , 0.07323 , 0.05456 , 0.046803 , 0.055675 , 0.051574 , 0.052561 
 510 , 0.063709 , 0.052998 , 0.061273 , 0.08411 , 0.064155 , 0.107351 , 0.053178 , 0.070767 , 0.060639 , 0.056582 , 0.069635 , 0.061822 , 0.077601 , 0.069995 , 0.061968 , 0.065595 , 0.074617 , 0.056883 , 0.0572 , 0.055802 , 0.058572 , 0.050785 , 0.052758 , 0.05557 , 0.06105 , 0.065707 , 0.072233 , 0.064283 , 0.060527 , 0.050579 , 0.106502 , 0.06135 , 0.063109 , 0.072876 , 0.050031 , 0.053564 , 0.058623 , 0.067388 , 0.053264 , 0.045254 , 0.067131 , 0.063958 , 0.056805 , 0.049782 , 0.063486 , 0.059515 , 0.074437 , 0.059996 , 0.05961 , 0.06304 , 0.061059 , 0.054927 , 0.063837 , 0.061359 , 0.074394 , 0.055167 , 0.047424 , 0.056299 , 0.0522 , 0.053135 
 511 , 0.064342 , 0.05366 , 0.061822 , 0.084935 , 0.064925 , 0.108563 , 0.054389 , 0.071912 , 0.062036 , 0.058795 , 0.070249 , 0.062525 , 0.078257 , 0.070712 , 0.062653 , 0.066245 , 0.075462 , 0.057621 , 0.058101 , 0.056523 , 0.059061 , 0.051354 , 0.053437 , 0.056266 , 0.061693 , 0.066314 , 0.072975 , 0.065225 , 0.061324 , 0.051285 , 0.107671 , 0.062953 , 0.064496 , 0.073893 , 0.051234 , 0.05426 , 0.059344 , 0.06814 , 0.054114 , 0.04603 , 0.068106 , 0.064857 , 0.057638 , 0.050539 , 0.064265 , 0.060819 , 0.075702 , 0.061299 , 0.060896 , 0.064085 , 0.062302 , 0.056918 , 0.065062 , 0.063176 , 0.07571 , 0.05588 , 0.048156 , 0.056986 , 0.052905 , 0.053814 
 512 , 0.064973 , 0.054307 , 0.062369 , 0.08574 , 0.065693 , 0.109762 , 0.055601 , 0.073043 , 0.063422 , 0.060998 , 0.07085 , 0.063225 , 0.078912 , 0.071424 , 0.063328 , 0.066884 , 0.07629 , 0.058351 , 0.058985 , 0.057245 , 0.05955 , 0.051917 , 0.054119 , 0.056954 , 0.062326 , 0.066909 , 0.073703 , 0.066155 , 0.062112 , 0.051985 , 0.10882 , 0.064553 , 0.065873 , 0.074902 , 0.052431 , 0.05495 , 0.060056 , 0.068888 , 0.054958 , 0.046794 , 0.069068 , 0.065753 , 0.058471 , 0.051291 , 0.065042 , 0.062112 , 0.076967 , 0.062591 , 0.062172 , 0.065119 , 0.063534 , 0.05889 , 0.066275 , 0.06499 , 0.077027 , 0.056586 , 0.048884 , 0.057665 , 0.053604 , 0.054495 
 513 , 0.065594 , 0.054962 , 0.062915 , 0.086552 , 0.066459 , 0.110959 , 0.056802 , 0.074173 , 0.064815 , 0.063189 , 0.07145 , 0.063916 , 0.079557 , 0.072135 , 0.064002 , 0.067512 , 0.077118 , 0.05908 , 0.059867 , 0.057958 , 0.060038 , 0.052479 , 0.05479 , 0.05765 , 0.062958 , 0.067504 , 0.074429 , 0.067084 , 0.062898 , 0.052684 , 0.109966 , 0.066142 , 0.067247 , 0.07591 , 0.053618 , 0.055638 , 0.060766 , 0.069627 , 0.055801 , 0.047565 , 0.070038 , 0.066647 , 0.059294 , 0.052051 , 0.065808 , 0.063411 , 0.07823 , 0.063891 , 0.063446 , 0.066151 , 0.064764 , 0.060869 , 0.067486 , 0.066793 , 0.078342 , 0.05729 , 0.049611 , 0.058343 , 0.054311 , 0.055176 
 514 , 0.06623 , 0.055587 , 0.063413 , 0.087353 , 0.067223 , 0.112184 , 0.058113 , 0.075409 , 0.066316 , 0.065733 , 0.072018 , 0.064603 , 0.080127 , 0.07278 , 0.064689 , 0.068122 , 0.077918 , 0.059765 , 0.060707 , 0.058635 , 0.060459 , 0.05313 , 0.055476 , 0.058335 , 0.06361 , 0.067985 , 0.075109 , 0.067968 , 0.063644 , 0.053344 , 0.111088 , 0.067865 , 0.068739 , 0.076942 , 0.054859 , 0.05634 , 0.061461 , 0.070348 , 0.056666 , 0.048343 , 0.071051 , 0.067506 , 0.060134 , 0.052813 , 0.066538 , 0.064869 , 0.079553 , 0.065305 , 0.06486 , 0.067266 , 0.066127 , 0.063079 , 0.068833 , 0.068833 , 0.079699 , 0.058027 , 0.050407 , 0.059046 , 0.055073 , 0.055887 
 515 , 0.066851 , 0.056188 , 0.063887 , 0.088115 , 0.067972 , 0.11337 , 0.059443 , 0.076639 , 0.06781 , 0.068324 , 0.072563 , 0.065258 , 0.080647 , 0.073385 , 0.06536 , 0.0687 , 0.078677 , 0.06041 , 0.061524 , 0.05928 , 0.060847 , 0.05379 , 0.056146 , 0.058989 , 0.06423 , 0.068418 , 0.075748 , 0.06882 , 0.064358 , 0.05397 , 0.112154 , 0.069591 , 0.070242 , 0.077949 , 0.056086 , 0.057028 , 0.062123 , 0.07103 , 0.057499 , 0.049106 , 0.07204 , 0.068332 , 0.06095 , 0.053559 , 0.067236 , 0.066345 , 0.080861 , 0.066722 , 0.066285 , 0.068375 , 0.067501 , 0.065326 , 0.070173 , 0.070901 , 0.081032 , 0.05874 , 0.051204 , 0.059734 , 0.05582 , 0.056591 
 516 , 0.067471 , 0.056781 , 0.064353 , 0.088877 , 0.068713 , 0.114565 , 0.060764 , 0.07787 , 0.069313 , 0.070915 , 0.073099 , 0.065912 , 0.081168 , 0.073981 , 0.066032 , 0.069279 , 0.079437 , 0.061056 , 0.062332 , 0.059916 , 0.061244 , 0.054452 , 0.056816 , 0.059642 , 0.06485 , 0.068859 , 0.076388 , 0.069664 , 0.065064 , 0.054589 , 0.11322 , 0.071309 , 0.071737 , 0.078958 , 0.057312 , 0.057724 , 0.062786 , 0.071703 , 0.05834 , 0.049869 , 0.07303 , 0.069159 , 0.061767 , 0.054306 , 0.067934 , 0.067814 , 0.08217 , 0.068139 , 0.067703 , 0.069484 , 0.068876 , 0.067574 , 0.071514 , 0.072962 , 0.082367 , 0.059462 , 0.052002 , 0.060422 , 0.056576 , 0.057304 
 517 , 0.068137 , 0.057451 , 0.06486 , 0.089697 , 0.069523 , 0.115817 , 0.062173 , 0.079173 , 0.070951 , 0.073775 , 0.073689 , 0.066631 , 0.081731 , 0.074664 , 0.066742 , 0.069908 , 0.080251 , 0.061771 , 0.063209 , 0.060582 , 0.06166 , 0.055132 , 0.057596 , 0.060351 , 0.065519 , 0.069369 , 0.077077 , 0.070609 , 0.065835 , 0.055286 , 0.114362 , 0.073159 , 0.073313 , 0.08002 , 0.058666 , 0.05846 , 0.063482 , 0.072431 , 0.059205 , 0.050666 , 0.0741 , 0.070062 , 0.062661 , 0.055098 , 0.068684 , 0.069411 , 0.083571 , 0.069685 , 0.069257 , 0.070669 , 0.070318 , 0.069959 , 0.072988 , 0.075229 , 0.083776 , 0.06024 , 0.052865 , 0.061181 , 0.057399 , 0.05805 
 518 , 0.068815 , 0.058173 , 0.065376 , 0.090528 , 0.070364 , 0.117056 , 0.063631 , 0.08051 , 0.072708 , 0.0769 , 0.074316 , 0.067387 , 0.082315 , 0.075386 , 0.067464 , 0.070552 , 0.081083 , 0.062519 , 0.064136 , 0.061236 , 0.062066 , 0.055795 , 0.058456 , 0.06109 , 0.066206 , 0.069928 , 0.077772 , 0.071613 , 0.066643 , 0.056034 , 0.115517 , 0.075103 , 0.074924 , 0.0811 , 0.060124 , 0.059217 , 0.06417 , 0.073178 , 0.060064 , 0.051466 , 0.075232 , 0.071006 , 0.063614 , 0.055915 , 0.069474 , 0.071108 , 0.085027 , 0.071356 , 0.070911 , 0.071904 , 0.071767 , 0.072443 , 0.074556 , 0.07767 , 0.085215 , 0.061039 , 0.053776 , 0.062014 , 0.058276 , 0.058806 
 519 , 0.069477 , 0.058887 , 0.065884 , 0.09135 , 0.071197 , 0.118287 , 0.06508 , 0.081821 , 0.074447 , 0.079982 , 0.074935 , 0.068126 , 0.082882 , 0.076098 , 0.068168 , 0.071197 , 0.081906 , 0.063267 , 0.065046 , 0.061873 , 0.062471 , 0.056458 , 0.059306 , 0.061813 , 0.066885 , 0.070478 , 0.078459 , 0.072599 , 0.067433 , 0.056774 , 0.116671 , 0.077022 , 0.076509 , 0.082155 , 0.061565 , 0.059956 , 0.064849 , 0.073917 , 0.060906 , 0.052266 , 0.076338 , 0.071941 , 0.06455 , 0.056714 , 0.070256 , 0.072779 , 0.086466 , 0.07301 , 0.072548 , 0.073113 , 0.073198 , 0.074892 , 0.076107 , 0.080084 , 0.086628 , 0.061838 , 0.05467 , 0.062831 , 0.059135 , 0.059554 
 520 , 0.07016 , 0.059601 , 0.066398 , 0.092176 , 0.072041 , 0.11951 , 0.066527 , 0.083148 , 0.076188 , 0.083062 , 0.075555 , 0.068878 , 0.083464 , 0.076821 , 0.068895 , 0.071845 , 0.082729 , 0.064004 , 0.065962 , 0.062525 , 0.062884 , 0.057122 , 0.060166 , 0.062551 , 0.06757 , 0.071041 , 0.079172 , 0.073597 , 0.068228 , 0.057515 , 0.117817 , 0.078933 , 0.078103 , 0.083225 , 0.063004 , 0.060704 , 0.065543 , 0.074649 , 0.061764 , 0.053069 , 0.077453 , 0.072888 , 0.065501 , 0.057515 , 0.071041 , 0.074452 , 0.087901 , 0.074666 , 0.074179 , 0.074333 , 0.074632 , 0.077342 , 0.077659 , 0.082506 , 0.088055 , 0.062645 , 0.055574 , 0.063645 , 0.060003 , 0.060311 
 521 , 0.070959 , 0.060379 , 0.067031 , 0.0931 , 0.073017 , 0.120809 , 0.068158 , 0.08463 , 0.078038 , 0.086372 , 0.076296 , 0.069738 , 0.084134 , 0.077645 , 0.069746 , 0.072496 , 0.083605 , 0.064819 , 0.066997 , 0.063316 , 0.063419 , 0.057962 , 0.061105 , 0.063444 , 0.068354 , 0.071693 , 0.080053 , 0.074784 , 0.06914 , 0.058355 , 0.119059 , 0.081001 , 0.079848 , 0.084408 , 0.064529 , 0.061523 , 0.066356 , 0.075433 , 0.062804 , 0.053966 , 0.078678 , 0.073939 , 0.06657 , 0.058398 , 0.071898 , 0.076202 , 0.089437 , 0.076475 , 0.07592 , 0.075621 , 0.076133 , 0.079933 , 0.079344 , 0.085133 , 0.089548 , 0.063547 , 0.056579 , 0.064503 , 0.060994 , 0.061199 
 522 , 0.071734 , 0.061135 , 0.067646 , 0.093998 , 0.073961 , 0.122065 , 0.069737 , 0.08607 , 0.079832 , 0.089594 , 0.077007 , 0.070564 , 0.084781 , 0.078441 , 0.070573 , 0.073133 , 0.08444 , 0.065598 , 0.067996 , 0.06407 , 0.063925 , 0.058771 , 0.062014 , 0.064309 , 0.069122 , 0.072331 , 0.080907 , 0.075932 , 0.070027 , 0.059172 , 0.120264 , 0.083015 , 0.081556 , 0.085558 , 0.066007 , 0.062321 , 0.067151 , 0.076197 , 0.063814 , 0.054846 , 0.079858 , 0.074959 , 0.067603 , 0.059257 , 0.072723 , 0.077903 , 0.090926 , 0.078228 , 0.077605 , 0.076879 , 0.077596 , 0.08246 , 0.080984 , 0.087691 , 0.091002 , 0.064429 , 0.057559 , 0.065342 , 0.061954 , 0.062056 
 523 , 0.072499 , 0.061873 , 0.068235 , 0.094869 , 0.074887 , 0.123285 , 0.071288 , 0.087475 , 0.08159 , 0.092745 , 0.077701 , 0.071382 , 0.085419 , 0.079228 , 0.071382 , 0.073753 , 0.085266 , 0.066359 , 0.068977 , 0.064815 , 0.064423 , 0.059561 , 0.062905 , 0.065156 , 0.069872 , 0.072951 , 0.081752 , 0.077061 , 0.070896 , 0.059962 , 0.121443 , 0.084976 , 0.083227 , 0.086681 , 0.06745 , 0.063092 , 0.067919 , 0.076934 , 0.064806 , 0.055698 , 0.08101 , 0.075961 , 0.06861 , 0.060099 , 0.073531 , 0.079569 , 0.09237 , 0.079953 , 0.079262 , 0.07811 , 0.079023 , 0.084925 , 0.082588 , 0.090195 , 0.092421 , 0.065284 , 0.058521 , 0.066154 , 0.062896 , 0.062905 
 524 , 0.073206 , 0.062565 , 0.068721 , 0.095656 , 0.07573 , 0.124415 , 0.072712 , 0.088749 , 0.083276 , 0.095852 , 0.078279 , 0.072089 , 0.085927 , 0.079916 , 0.072038 , 0.074314 , 0.086004 , 0.06705 , 0.069864 , 0.065439 , 0.06485 , 0.060314 , 0.063725 , 0.065942 , 0.07058 , 0.07347 , 0.082423 , 0.078066 , 0.071697 , 0.060681 , 0.122513 , 0.086822 , 0.084776 , 0.087684 , 0.06879 , 0.063768 , 0.068568 , 0.077606 , 0.06566 , 0.056444 , 0.082073 , 0.076881 , 0.069523 , 0.060852 , 0.074246 , 0.081178 , 0.093754 , 0.081562 , 0.080837 , 0.079294 , 0.080368 , 0.087308 , 0.084103 , 0.092637 , 0.093771 , 0.066095 , 0.059436 , 0.066939 , 0.063768 , 0.063674 
 525 , 0.073861 , 0.06322 , 0.069137 , 0.096378 , 0.076512 , 0.12546 , 0.074057 , 0.089949 , 0.084876 , 0.098876 , 0.078797 , 0.072727 , 0.086351 , 0.080545 , 0.072599 , 0.074815 , 0.086701 , 0.067679 , 0.070672 , 0.065983 , 0.065232 , 0.06102 , 0.064499 , 0.066673 , 0.071243 , 0.073937 , 0.083017 , 0.078993 , 0.072462 , 0.061353 , 0.12349 , 0.088559 , 0.086232 , 0.088619 , 0.070066 , 0.064388 , 0.069154 , 0.078209 , 0.066434 , 0.057133 , 0.083069 , 0.077748 , 0.070373 , 0.061549 , 0.074901 , 0.082719 , 0.095065 , 0.083111 , 0.082352 , 0.080434 , 0.081653 , 0.089591 , 0.085541 , 0.095005 , 0.095048 , 0.066852 , 0.060304 , 0.067688 , 0.064593 , 0.064397 
 526 , 0.074507 , 0.063866 , 0.069553 , 0.097091 , 0.077277 , 0.126488 , 0.075368 , 0.091115 , 0.086451 , 0.101823 , 0.079307 , 0.073356 , 0.086775 , 0.081157 , 0.07316 , 0.075308 , 0.087372 , 0.068291 , 0.071471 , 0.066526 , 0.065597 , 0.061709 , 0.065248 , 0.067388 , 0.071889 , 0.074387 , 0.083595 , 0.079903 , 0.073202 , 0.062008 , 0.12445 , 0.090262 , 0.087653 , 0.08952 , 0.071309 , 0.064983 , 0.069724 , 0.078804 , 0.067191 , 0.057805 , 0.084047 , 0.078599 , 0.071199 , 0.062229 , 0.075547 , 0.084226 , 0.09635 , 0.084618 , 0.083834 , 0.081549 , 0.082913 , 0.091822 , 0.086954 , 0.097313 , 0.096298 , 0.067601 , 0.061164 , 0.068419 , 0.065401 , 0.065103 
 527 , 0.075145 , 0.064495 , 0.069978 , 0.097783 , 0.078035 , 0.12749 , 0.076646 , 0.092266 , 0.08796 , 0.10469 , 0.0798 , 0.073985 , 0.087202 , 0.081753 , 0.07373 , 0.075784 , 0.088046 , 0.068903 , 0.072246 , 0.067079 , 0.06597 , 0.062347 , 0.066013 , 0.068102 , 0.072536 , 0.074838 , 0.084183 , 0.080815 , 0.073943 , 0.062662 , 0.125401 , 0.091917 , 0.089035 , 0.090399 , 0.072519 , 0.065587 , 0.070285 , 0.079383 , 0.067957 , 0.058467 , 0.084993 , 0.079425 , 0.072016 , 0.062901 , 0.076194 , 0.085692 , 0.097595 , 0.086102 , 0.085258 , 0.082623 , 0.084141 , 0.093997 , 0.088327 , 0.099565 , 0.097527 , 0.068341 , 0.062005 , 0.069142 , 0.066209 , 0.0658 
 528 , 0.075748 , 0.0651 , 0.070394 , 0.098434 , 0.078757 , 0.128409 , 0.077862 , 0.093378 , 0.08938 , 0.107394 , 0.080258 , 0.074597 , 0.087624 , 0.082278 , 0.07429 , 0.076217 , 0.088689 , 0.06949 , 0.072977 , 0.067623 , 0.066327 , 0.062892 , 0.066779 , 0.0688 , 0.073156 , 0.075253 , 0.084759 , 0.081707 , 0.07464 , 0.063275 , 0.126303 , 0.093455 , 0.090335 , 0.091213 , 0.073685 , 0.066174 , 0.07082 , 0.079934 , 0.068706 , 0.059081 , 0.085859 , 0.080198 , 0.072807 , 0.063548 , 0.076839 , 0.087078 , 0.098758 , 0.087513 , 0.086558 , 0.083583 , 0.085288 , 0.096064 , 0.089619 , 0.101708 , 0.098681 , 0.069064 , 0.062798 , 0.069814 , 0.067001 , 0.066472 
 529 , 0.076342 , 0.065687 , 0.070801 , 0.099067 , 0.07947 , 0.12932 , 0.079061 , 0.094456 , 0.090765 , 0.110047 , 0.080706 , 0.0752 , 0.088029 , 0.082795 , 0.07485 , 0.07664 , 0.089324 , 0.070068 , 0.0737 , 0.068159 , 0.066684 , 0.063428 , 0.067528 , 0.069472 , 0.073768 , 0.07566 , 0.085327 , 0.082573 , 0.075311 , 0.06388 , 0.12718 , 0.094967 , 0.0916 , 0.092001 , 0.074816 , 0.066744 , 0.071347 , 0.080468 , 0.069438 , 0.059694 , 0.086716 , 0.080962 , 0.07358 , 0.064178 , 0.077476 , 0.088438 , 0.099886 , 0.08889 , 0.087833 , 0.084525 , 0.086409 , 0.098087 , 0.090884 , 0.103807 , 0.099809 , 0.069761 , 0.063581 , 0.070478 , 0.067775 , 0.067119 
 530 , 0.076923 , 0.06626 , 0.071204 , 0.09968 , 0.080162 , 0.130202 , 0.080222 , 0.095512 , 0.092112 , 0.112619 , 0.081142 , 0.075781 , 0.08843 , 0.083307 , 0.075389 , 0.077059 , 0.089938 , 0.070633 , 0.0744 , 0.068681 , 0.067027 , 0.063959 , 0.068263 , 0.070139 , 0.074375 , 0.076054 , 0.085881 , 0.083426 , 0.075977 , 0.06447 , 0.128038 , 0.096433 , 0.092836 , 0.092776 , 0.075917 , 0.0673 , 0.071869 , 0.080989 , 0.070156 , 0.060286 , 0.087543 , 0.081705 , 0.074332 , 0.064794 , 0.078091 , 0.089759 , 0.100993 , 0.090237 , 0.089069 , 0.085446 , 0.087509 , 0.100055 , 0.09212 , 0.105851 , 0.100916 , 0.070454 , 0.064343 , 0.071127 , 0.068536 , 0.06776 
 531 , 0.077464 , 0.06679 , 0.071615 , 0.100304 , 0.080832 , 0.13103 , 0.081232 , 0.096442 , 0.093296 , 0.11484 , 0.081573 , 0.076287 , 0.088837 , 0.083816 , 0.075912 , 0.077447 , 0.090483 , 0.071163 , 0.075068 , 0.069134 , 0.067378 , 0.064565 , 0.068947 , 0.070771 , 0.074983 , 0.076449 , 0.086424 , 0.08425 , 0.076611 , 0.065008 , 0.128856 , 0.097729 , 0.093987 , 0.093518 , 0.076893 , 0.06783 , 0.072383 , 0.081462 , 0.070822 , 0.060796 , 0.088334 , 0.082392 , 0.075026 , 0.065358 , 0.078632 , 0.090943 , 0.101984 , 0.091437 , 0.09015 , 0.086288 , 0.088488 , 0.101822 , 0.093228 , 0.10767 , 0.101975 , 0.071087 , 0.064999 , 0.071743 , 0.06922 , 0.068341 
 532 , 0.077983 , 0.067292 , 0.072007 , 0.1009 , 0.081479 , 0.131831 , 0.082212 , 0.097345 , 0.094446 , 0.117005 , 0.081982 , 0.076773 , 0.089237 , 0.084309 , 0.076423 , 0.077821 , 0.09101 , 0.071674 , 0.075724 , 0.069586 , 0.06771 , 0.065161 , 0.069603 , 0.071385 , 0.075571 , 0.076832 , 0.086961 , 0.08506 , 0.077225 , 0.065536 , 0.129648 , 0.09899 , 0.09512 , 0.094233 , 0.077838 , 0.068349 , 0.072876 , 0.081931 , 0.071478 , 0.06129 , 0.089101 , 0.083056 , 0.075698 , 0.065894 , 0.079151 , 0.092085 , 0.102955 , 0.092613 , 0.091198 , 0.087106 , 0.089433 , 0.103534 , 0.094301 , 0.109451 , 0.102997 , 0.071708 , 0.065647 , 0.072339 , 0.069884 , 0.068904 
 533 , 0.078494 , 0.067794 , 0.07239 , 0.101487 , 0.082117 , 0.132622 , 0.083166 , 0.098222 , 0.095579 , 0.119126 , 0.082381 , 0.077258 , 0.089619 , 0.084794 , 0.076917 , 0.078187 , 0.091529 , 0.072176 , 0.076362 , 0.070028 , 0.068033 , 0.06574 , 0.070258 , 0.07198 , 0.076149 , 0.077206 , 0.08748 , 0.085851 , 0.077829 , 0.066047 , 0.130431 , 0.100225 , 0.096218 , 0.094931 , 0.078767 , 0.06886 , 0.07337 , 0.08239 , 0.072117 , 0.061775 , 0.08985 , 0.083711 , 0.076354 , 0.066422 , 0.079662 , 0.093209 , 0.103908 , 0.093763 , 0.092228 , 0.087906 , 0.09037 , 0.105221 , 0.095366 , 0.111197 , 0.104002 , 0.072313 , 0.066277 , 0.072927 , 0.070539 , 0.069457 
 534 , 0.07885 , 0.068167 , 0.072613 , 0.101888 , 0.082587 , 0.133186 , 0.083876 , 0.098876 , 0.096436 , 0.120805 , 0.082656 , 0.077596 , 0.089857 , 0.085096 , 0.077229 , 0.078424 , 0.091879 , 0.072527 , 0.076785 , 0.070317 , 0.068218 , 0.066145 , 0.070736 , 0.072417 , 0.076572 , 0.077459 , 0.087801 , 0.08635 , 0.078261 , 0.066427 , 0.131002 , 0.10118 , 0.097084 , 0.095421 , 0.079447 , 0.069208 , 0.073688 , 0.082707 , 0.072562 , 0.062118 , 0.090378 , 0.084175 , 0.076828 , 0.066819 , 0.080011 , 0.094072 , 0.104627 , 0.094618 , 0.093006 , 0.088509 , 0.091077 , 0.10653 , 0.096154 , 0.112597 , 0.104824 , 0.072758 , 0.066751 , 0.073347 , 0.071051 , 0.069874 
 535 , 0.079129 , 0.068481 , 0.072764 , 0.102218 , 0.082994 , 0.133651 , 0.084462 , 0.099427 , 0.097175 , 0.122269 , 0.082866 , 0.077866 , 0.090016 , 0.085306 , 0.077457 , 0.078591 , 0.092158 , 0.072789 , 0.077107 , 0.070545 , 0.068327 , 0.066467 , 0.071134 , 0.072764 , 0.076911 , 0.077644 , 0.08802 , 0.086723 , 0.078609 , 0.06674 , 0.131466 , 0.102004 , 0.097832 , 0.095801 , 0.080008 , 0.069487 , 0.073933 , 0.082952 , 0.072909 , 0.062389 , 0.090784 , 0.084547 , 0.077192 , 0.067141 , 0.080281 , 0.094794 , 0.105229 , 0.095323 , 0.093651 , 0.088992 , 0.09168 , 0.107644 , 0.096808 , 0.113813 , 0.105537 , 0.073131 , 0.067141 , 0.073685 , 0.071484 , 0.070213 
 536 , 0.079407 , 0.068794 , 0.072923 , 0.102538 , 0.083392 , 0.134106 , 0.085039 , 0.09997 , 0.097905 , 0.123714 , 0.083076 , 0.078136 , 0.090166 , 0.085525 , 0.077675 , 0.07875 , 0.092436 , 0.073051 , 0.077419 , 0.070764 , 0.068444 , 0.06678 , 0.071524 , 0.073111 , 0.077249 , 0.077829 , 0.088238 , 0.087095 , 0.078947 , 0.067045 , 0.131913 , 0.102811 , 0.09857 , 0.096173 , 0.080559 , 0.069749 , 0.074169 , 0.083196 , 0.073256 , 0.062659 , 0.091182 , 0.084911 , 0.077556 , 0.067463 , 0.080542 , 0.095507 , 0.105823 , 0.096019 , 0.094296 , 0.089475 , 0.092274 , 0.108749 , 0.097453 , 0.115012 , 0.106232 , 0.073495 , 0.067531 , 0.074024 , 0.071916 , 0.070551 
 537 , 0.079682 , 0.0691 , 0.073094 , 0.102844 , 0.08377 , 0.134556 , 0.085597 , 0.10048 , 0.098594 , 0.125032 , 0.083284 , 0.078394 , 0.090333 , 0.085742 , 0.077907 , 0.078923 , 0.092714 , 0.073325 , 0.077728 , 0.070995 , 0.068571 , 0.067069 , 0.071908 , 0.073453 , 0.077583 , 0.078018 , 0.088481 , 0.087491 , 0.07929 , 0.067351 , 0.132372 , 0.103569 , 0.099268 , 0.096554 , 0.081082 , 0.070022 , 0.074425 , 0.083446 , 0.073606 , 0.062913 , 0.091562 , 0.085264 , 0.077916 , 0.067777 , 0.080809 , 0.096187 , 0.106385 , 0.096691 , 0.094882 , 0.08994 , 0.09285 , 0.109799 , 0.098048 , 0.116123 , 0.106932 , 0.073862 , 0.067914 , 0.074357 , 0.072335 , 0.070884 
