  time  ,00:20 AM,00:10 AM,00:01 AM,59:48 AM,59:36 AM,58:57 AM,58:46 AM,58:27 AM,58:15 AM,58:02 AM,57:14 AM,57:04 AM,56:54 AM,56:45 AM,56:36 AM,56:17 AM,56:04 AM,55:52 AM,55:41 AM,55:17 AM,54:28 AM,54:17 AM,54:05 AM,53:51 AM,53:39 AM,52:58 AM,52:44 AM,52:31 AM,52:16 AM,52:05 AM,49:46 AM,49:35 AM,49:23 AM,49:08 AM,48:55 AM,47:49 AM,47:36 AM,47:15 AM,46:52 AM,46:40 AM,46:11 AM,46:00 AM,45:45 AM,45:28 AM,45:13 AM,44:12 AM,44:02 AM,43:51 AM,43:28 AM,43:11 AM,42:28 AM,42:12 AM,41:59 AM,41:43 AM,41:27 AM,40:39 AM,40:26 AM,40:15 AM,39:57 AM,39:40 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 437 , 0.051824 , 0.046445 , 0.052423 , 0.044059 , 0.052033 , 0.066764 , 0.079727 , 0.044687 , 0.071383 , 0.07144 , 0.040876 , 0.050617 , 0.052888 , 0.036257 , 0.053269 , 0.068703 , 0.055616 , 0.063856 , 0.059883 , 0.06166 , 0.041864 , 0.046074 , 0.055397 , 0.048545 , 0.03255 , 0.08732 , 0.05745 , 0.054713 , 0.083376 , 0.075146 , 0.067391 , 0.067581 , 0.064854 , 0.052983 , 0.051482 , 0.041702 , 0.034175 , 0.047443 , 0.044316 , 0.043385 , 0.049296 , 0.059646 , 0.037122 , 0.041759 , 0.044991 , 0.04538 , 0.042149 , 0.044991 , 0.042995 , 0.045989 , 0.058268 , 0.049068 , 0.055179 , 0.055939 , 0.055911 , 0.053943 , 0.050722 , 0.043499 , 0.049477 , 0.045228 
 438 , 0.052359 , 0.046904 , 0.052922 , 0.044482 , 0.052598 , 0.067495 , 0.080609 , 0.045178 , 0.072187 , 0.072263 , 0.041325 , 0.051234 , 0.053342 , 0.036671 , 0.053828 , 0.069193 , 0.056069 , 0.064491 , 0.060676 , 0.062555 , 0.042288 , 0.046637 , 0.055964 , 0.049164 , 0.032951 , 0.088172 , 0.058082 , 0.055325 , 0.084061 , 0.075811 , 0.068105 , 0.068267 , 0.065444 , 0.053475 , 0.051997 , 0.042193 , 0.034591 , 0.047886 , 0.044768 , 0.043776 , 0.049727 , 0.060275 , 0.037481 , 0.042116 , 0.045407 , 0.045979 , 0.042708 , 0.045531 , 0.043413 , 0.046637 , 0.058883 , 0.049498 , 0.05584 , 0.056508 , 0.05646 , 0.054477 , 0.051205 , 0.044014 , 0.050318 , 0.045779 
 439 , 0.052882 , 0.04736 , 0.053417 , 0.044901 , 0.05315 , 0.068212 , 0.081456 , 0.045657 , 0.072959 , 0.073054 , 0.041762 , 0.051829 , 0.053791 , 0.037063 , 0.054374 , 0.069667 , 0.056499 , 0.065112 , 0.061456 , 0.063427 , 0.0427 , 0.047169 , 0.056508 , 0.049762 , 0.03335 , 0.088988 , 0.0587 , 0.055925 , 0.084729 , 0.076452 , 0.068805 , 0.06892 , 0.066021 , 0.053944 , 0.052508 , 0.042661 , 0.034986 , 0.048307 , 0.045207 , 0.044164 , 0.050145 , 0.060882 , 0.037829 , 0.04246 , 0.04581 , 0.046556 , 0.043245 , 0.046058 , 0.043819 , 0.047274 , 0.059485 , 0.049925 , 0.05648 , 0.057064 , 0.056987 , 0.054996 , 0.051676 , 0.044518 , 0.05114 , 0.046317 
 440 , 0.053353 , 0.047778 , 0.053872 , 0.045259 , 0.053661 , 0.068917 , 0.08226 , 0.046105 , 0.073724 , 0.073829 , 0.042183 , 0.052354 , 0.054199 , 0.037424 , 0.054863 , 0.070109 , 0.056901 , 0.065725 , 0.062217 , 0.064274 , 0.043086 , 0.047691 , 0.057026 , 0.050335 , 0.033694 , 0.089816 , 0.059285 , 0.056468 , 0.085346 , 0.07705 , 0.069455 , 0.06958 , 0.066581 , 0.05442 , 0.052988 , 0.04299 , 0.035329 , 0.04871 , 0.045547 , 0.044509 , 0.050623 , 0.061457 , 0.038078 , 0.042788 , 0.046143 , 0.047085 , 0.043711 , 0.046518 , 0.044192 , 0.047912 , 0.060054 , 0.050325 , 0.057054 , 0.057545 , 0.057477 , 0.055439 , 0.052094 , 0.044942 , 0.051882 , 0.046768 
 441 , 0.053812 , 0.048184 , 0.054314 , 0.045596 , 0.05416 , 0.069596 , 0.083035 , 0.046533 , 0.074472 , 0.074588 , 0.042604 , 0.052837 , 0.054575 , 0.037748 , 0.055318 , 0.070543 , 0.057297 , 0.066333 , 0.062964 , 0.065107 , 0.043453 , 0.048193 , 0.057529 , 0.050887 , 0.034002 , 0.090633 , 0.059855 , 0.056988 , 0.085951 , 0.077629 , 0.07007 , 0.070234 , 0.067144 , 0.054903 , 0.053455 , 0.04326 , 0.035633 , 0.04911 , 0.045857 , 0.044834 , 0.051128 , 0.062008 , 0.038269 , 0.043115 , 0.046456 , 0.047585 , 0.044148 , 0.046948 , 0.044534 , 0.048551 , 0.060599 , 0.050723 , 0.057606 , 0.058002 , 0.057944 , 0.055849 , 0.052489 , 0.045345 , 0.052586 , 0.04718 
 442 , 0.054259 , 0.048578 , 0.054743 , 0.045931 , 0.054646 , 0.070273 , 0.083797 , 0.046959 , 0.075208 , 0.075334 , 0.043013 , 0.053309 , 0.054947 , 0.038069 , 0.055771 , 0.070971 , 0.057681 , 0.066929 , 0.063701 , 0.065921 , 0.043808 , 0.048694 , 0.05803 , 0.051428 , 0.034308 , 0.091426 , 0.060414 , 0.057496 , 0.086531 , 0.078203 , 0.070671 , 0.070874 , 0.067695 , 0.055383 , 0.05391 , 0.043517 , 0.035927 , 0.049499 , 0.046154 , 0.045165 , 0.051612 , 0.062547 , 0.038467 , 0.04344 , 0.046755 , 0.048074 , 0.044574 , 0.047356 , 0.044875 , 0.049179 , 0.061141 , 0.051108 , 0.058136 , 0.058446 , 0.058408 , 0.056246 , 0.052872 , 0.045737 , 0.05327 , 0.047579 
 443 , 0.054706 , 0.048984 , 0.055173 , 0.046269 , 0.055134 , 0.070927 , 0.08455 , 0.047379 , 0.075948 , 0.076074 , 0.043408 , 0.053811 , 0.055319 , 0.038397 , 0.056224 , 0.071394 , 0.058063 , 0.067511 , 0.064427 , 0.066723 , 0.044177 , 0.049188 , 0.05852 , 0.051962 , 0.034622 , 0.092227 , 0.060972 , 0.058004 , 0.087109 , 0.07876 , 0.071277 , 0.071501 , 0.068222 , 0.055835 , 0.054346 , 0.043827 , 0.036227 , 0.04987 , 0.046474 , 0.045491 , 0.052069 , 0.063084 , 0.038709 , 0.043749 , 0.047067 , 0.048566 , 0.044995 , 0.047768 , 0.045218 , 0.049772 , 0.061673 , 0.051495 , 0.058676 , 0.058909 , 0.05887 , 0.056652 , 0.053246 , 0.046104 , 0.053966 , 0.047992 
 444 , 0.055134 , 0.049428 , 0.055583 , 0.046628 , 0.055622 , 0.071552 , 0.085306 , 0.047809 , 0.076683 , 0.07679 , 0.043809 , 0.054335 , 0.05569 , 0.038746 , 0.056685 , 0.071786 , 0.058441 , 0.068079 , 0.065133 , 0.067494 , 0.044541 , 0.049672 , 0.059017 , 0.052491 , 0.034961 , 0.093013 , 0.061553 , 0.05851 , 0.087657 , 0.079307 , 0.071893 , 0.072108 , 0.068733 , 0.056276 , 0.054774 , 0.044209 , 0.036522 , 0.050208 , 0.046804 , 0.045828 , 0.052452 , 0.063582 , 0.039019 , 0.044063 , 0.047389 , 0.049057 , 0.045399 , 0.04817 , 0.045575 , 0.050345 , 0.062216 , 0.051876 , 0.059222 , 0.059378 , 0.059358 , 0.057085 , 0.053583 , 0.046443 , 0.054676 , 0.048423 
 445 , 0.055542 , 0.049851 , 0.056002 , 0.046966 , 0.056109 , 0.072176 , 0.086042 , 0.048238 , 0.077397 , 0.077495 , 0.044199 , 0.054858 , 0.056061 , 0.039085 , 0.057146 , 0.072176 , 0.058818 , 0.068626 , 0.065829 , 0.068264 , 0.044913 , 0.050154 , 0.059493 , 0.053 , 0.035301 , 0.093796 , 0.062123 , 0.059004 , 0.088193 , 0.079842 , 0.072489 , 0.072704 , 0.069232 , 0.056696 , 0.05519 , 0.04459 , 0.036807 , 0.050536 , 0.047123 , 0.046155 , 0.052834 , 0.064079 , 0.039329 , 0.044365 , 0.04771 , 0.049528 , 0.045803 , 0.048551 , 0.04591 , 0.050897 , 0.062739 , 0.052247 , 0.059757 , 0.059835 , 0.059835 , 0.057508 , 0.053919 , 0.046771 , 0.055366 , 0.048844 
 446 , 0.055959 , 0.050274 , 0.0564 , 0.047314 , 0.056586 , 0.072779 , 0.086766 , 0.048647 , 0.078111 , 0.07818 , 0.044589 , 0.055371 , 0.05642 , 0.039423 , 0.057586 , 0.072563 , 0.059184 , 0.069172 , 0.066515 , 0.069005 , 0.045265 , 0.050627 , 0.059968 , 0.053508 , 0.03563 , 0.094559 , 0.062683 , 0.059497 , 0.088726 , 0.080365 , 0.073073 , 0.073289 , 0.069721 , 0.057115 , 0.055596 , 0.044961 , 0.03708 , 0.050852 , 0.047441 , 0.046471 , 0.053205 , 0.064565 , 0.039629 , 0.044667 , 0.048029 , 0.049999 , 0.046196 , 0.048931 , 0.046245 , 0.05144 , 0.063261 , 0.052607 , 0.060281 , 0.060291 , 0.060301 , 0.057929 , 0.054244 , 0.047098 , 0.056047 , 0.049254 
 447 , 0.056363 , 0.050642 , 0.056717 , 0.047644 , 0.057041 , 0.073398 , 0.087483 , 0.04901 , 0.078745 , 0.078843 , 0.044931 , 0.055812 , 0.056776 , 0.039712 , 0.057985 , 0.072926 , 0.059518 , 0.069603 , 0.067126 , 0.069643 , 0.04556 , 0.051025 , 0.060413 , 0.053915 , 0.035917 , 0.095268 , 0.063194 , 0.05997 , 0.089272 , 0.080858 , 0.073604 , 0.07382 , 0.070154 , 0.057523 , 0.05597 , 0.045246 , 0.037362 , 0.051183 , 0.047703 , 0.046799 , 0.053532 , 0.065003 , 0.039849 , 0.044931 , 0.048303 , 0.050386 , 0.046563 , 0.049325 , 0.046543 , 0.051989 , 0.063745 , 0.052952 , 0.060767 , 0.060737 , 0.060737 , 0.058299 , 0.054584 , 0.047477 , 0.056677 , 0.049639 
 448 , 0.056756 , 0.051004 , 0.057032 , 0.04797 , 0.057495 , 0.074024 , 0.088198 , 0.049359 , 0.079372 , 0.0795 , 0.045281 , 0.056244 , 0.057111 , 0.039991 , 0.058372 , 0.073285 , 0.059849 , 0.070025 , 0.067739 , 0.070271 , 0.045852 , 0.051408 , 0.060854 , 0.054314 , 0.036209 , 0.09596 , 0.063691 , 0.06044 , 0.089823 , 0.081352 , 0.074132 , 0.074339 , 0.070576 , 0.057929 , 0.056333 , 0.045527 , 0.037637 , 0.051496 , 0.04795 , 0.047123 , 0.053851 , 0.065444 , 0.04006 , 0.045192 , 0.048571 , 0.050768 , 0.046926 , 0.049704 , 0.046837 , 0.052531 , 0.064233 , 0.053289 , 0.061248 , 0.061169 , 0.061169 , 0.058657 , 0.054924 , 0.047862 , 0.057318 , 0.050029 
 449 , 0.05715 , 0.051366 , 0.057347 , 0.048286 , 0.05794 , 0.074631 , 0.088913 , 0.049698 , 0.07999 , 0.080148 , 0.045621 , 0.056666 , 0.057456 , 0.040272 , 0.058759 , 0.073634 , 0.06018 , 0.070446 , 0.068333 , 0.07089 , 0.046135 , 0.05179 , 0.061286 , 0.054712 , 0.036491 , 0.096652 , 0.064198 , 0.060901 , 0.090364 , 0.081836 , 0.07465 , 0.074858 , 0.070988 , 0.058325 , 0.056696 , 0.045809 , 0.037913 , 0.05182 , 0.048207 , 0.047438 , 0.054169 , 0.065876 , 0.040281 , 0.045454 , 0.048839 , 0.051149 , 0.047289 , 0.050083 , 0.047122 , 0.053074 , 0.064721 , 0.053626 , 0.06173 , 0.061612 , 0.061602 , 0.059025 , 0.055265 , 0.048237 , 0.05795 , 0.050409 
 450 , 0.057526 , 0.051717 , 0.057704 , 0.04861 , 0.058377 , 0.07522 , 0.089589 , 0.050044 , 0.080613 , 0.080752 , 0.045947 , 0.057081 , 0.057783 , 0.040554 , 0.059149 , 0.073953 , 0.060495 , 0.070846 , 0.068896 , 0.071479 , 0.046422 , 0.052162 , 0.061702 , 0.055101 , 0.036774 , 0.097338 , 0.064681 , 0.061346 , 0.090866 , 0.082316 , 0.075171 , 0.075398 , 0.07144 , 0.058743 , 0.057061 , 0.046076 , 0.038189 , 0.052152 , 0.048471 , 0.047768 , 0.054537 , 0.066294 , 0.040515 , 0.04572 , 0.049114 , 0.051519 , 0.04765 , 0.05043 , 0.047422 , 0.053548 , 0.065215 , 0.053983 , 0.062226 , 0.062048 , 0.062038 , 0.059386 , 0.055596 , 0.04856 , 0.058476 , 0.050757 
 451 , 0.057887 , 0.052058 , 0.058065 , 0.048916 , 0.058799 , 0.075778 , 0.09023 , 0.050393 , 0.08123 , 0.081319 , 0.04627 , 0.05748 , 0.058085 , 0.040838 , 0.059532 , 0.074242 , 0.060791 , 0.071218 , 0.069424 , 0.072041 , 0.046706 , 0.052514 , 0.062089 , 0.055478 , 0.037042 , 0.098001 , 0.065152 , 0.061772 , 0.09134 , 0.082806 , 0.075689 , 0.075966 , 0.071912 , 0.059165 , 0.057441 , 0.046339 , 0.038469 , 0.052485 , 0.048748 , 0.048094 , 0.054943 , 0.066689 , 0.040759 , 0.045972 , 0.049392 , 0.05189 , 0.048024 , 0.05077 , 0.047727 , 0.053981 , 0.065707 , 0.054338 , 0.062724 , 0.062486 , 0.062476 , 0.05975 , 0.055924 , 0.048837 , 0.058947 , 0.051077 
 452 , 0.058248 , 0.052401 , 0.058437 , 0.049224 , 0.059221 , 0.076337 , 0.090882 , 0.050733 , 0.081848 , 0.081877 , 0.046593 , 0.057891 , 0.058397 , 0.041122 , 0.059916 , 0.07454 , 0.061098 , 0.071592 , 0.069964 , 0.072614 , 0.04698 , 0.052877 , 0.062478 , 0.055856 , 0.03732 , 0.098666 , 0.065625 , 0.06219 , 0.091806 , 0.083287 , 0.076208 , 0.076526 , 0.072386 , 0.059589 , 0.057821 , 0.046593 , 0.03874 , 0.052828 , 0.049015 , 0.04842 , 0.055339 , 0.067075 , 0.041003 , 0.046235 , 0.04968 , 0.052252 , 0.0484 , 0.0511 , 0.048032 , 0.054416 , 0.066201 , 0.054684 , 0.063222 , 0.062934 , 0.062915 , 0.060115 , 0.056243 , 0.049115 , 0.05941 , 0.051408 
 453 , 0.058599 , 0.052728 , 0.058778 , 0.049514 , 0.059624 , 0.076868 , 0.091515 , 0.051056 , 0.08244 , 0.08244 , 0.046907 , 0.05828 , 0.058688 , 0.041384 , 0.06029 , 0.074818 , 0.061385 , 0.071942 , 0.07047 , 0.073156 , 0.047245 , 0.053215 , 0.062857 , 0.056211 , 0.037583 , 0.099306 , 0.066081 , 0.062609 , 0.092251 , 0.083734 , 0.076699 , 0.077057 , 0.072828 , 0.059982 , 0.058181 , 0.046867 , 0.039006 , 0.053146 , 0.049275 , 0.048718 , 0.055693 , 0.067445 , 0.041235 , 0.046489 , 0.049942 , 0.052598 , 0.048738 , 0.051414 , 0.04831 , 0.054827 , 0.066669 , 0.055026 , 0.063693 , 0.063335 , 0.063335 , 0.060459 , 0.056549 , 0.049384 , 0.059862 , 0.051733 
 454 , 0.05885 , 0.052981 , 0.059019 , 0.049762 , 0.059976 , 0.077324 , 0.092081 , 0.051317 , 0.082924 , 0.082954 , 0.047162 , 0.058631 , 0.05894 , 0.041611 , 0.060634 , 0.075062 , 0.06162 , 0.072232 , 0.070867 , 0.073597 , 0.047471 , 0.053489 , 0.063194 , 0.056488 , 0.037825 , 0.099834 , 0.066463 , 0.062985 , 0.092639 , 0.08406 , 0.077095 , 0.077463 , 0.073159 , 0.060285 , 0.058491 , 0.047132 , 0.03922 , 0.053389 , 0.049503 , 0.048935 , 0.05589 , 0.067698 , 0.041422 , 0.046723 , 0.050161 , 0.052871 , 0.048975 , 0.051656 , 0.048517 , 0.055153 , 0.067061 , 0.055322 , 0.064071 , 0.063653 , 0.063683 , 0.060763 , 0.056807 , 0.049613 , 0.060275 , 0.052054 
 455 , 0.059112 , 0.053245 , 0.059272 , 0.050002 , 0.06032 , 0.077772 , 0.09265 , 0.051589 , 0.08341 , 0.08347 , 0.047408 , 0.058993 , 0.059202 , 0.04183 , 0.060968 , 0.075307 , 0.061866 , 0.072513 , 0.071276 , 0.07404 , 0.047687 , 0.053764 , 0.063523 , 0.056767 , 0.038058 , 0.100353 , 0.066856 , 0.063373 , 0.093029 , 0.084398 , 0.077483 , 0.077882 , 0.073491 , 0.060599 , 0.058793 , 0.047408 , 0.039435 , 0.053634 , 0.049733 , 0.049164 , 0.056079 , 0.067963 , 0.04161 , 0.046949 , 0.050371 , 0.053145 , 0.049224 , 0.051898 , 0.048735 , 0.05548 , 0.067454 , 0.05562 , 0.064451 , 0.063962 , 0.064032 , 0.061058 , 0.057057 , 0.049832 , 0.060699 , 0.052377 
 456 , 0.059376 , 0.0535 , 0.059516 , 0.050243 , 0.060665 , 0.078232 , 0.093221 , 0.051852 , 0.083908 , 0.083998 , 0.047665 , 0.059346 , 0.059456 , 0.042059 , 0.061315 , 0.075554 , 0.062104 , 0.072806 , 0.071687 , 0.074495 , 0.047915 , 0.05404 , 0.063863 , 0.057048 , 0.038302 , 0.100885 , 0.06725 , 0.063763 , 0.093421 , 0.084737 , 0.077882 , 0.078302 , 0.073825 , 0.060915 , 0.059106 , 0.047685 , 0.039651 , 0.05388 , 0.049963 , 0.049383 , 0.056278 , 0.06822 , 0.041799 , 0.047185 , 0.050593 , 0.05342 , 0.049473 , 0.052141 , 0.048954 , 0.055809 , 0.06785 , 0.055909 , 0.064832 , 0.064272 , 0.064392 , 0.061365 , 0.057318 , 0.050063 , 0.061115 , 0.052701 
 457 , 0.059669 , 0.053788 , 0.059789 , 0.050507 , 0.060999 , 0.078701 , 0.093774 , 0.052138 , 0.084392 , 0.084502 , 0.047907 , 0.059689 , 0.059699 , 0.042286 , 0.061609 , 0.075781 , 0.062369 , 0.073071 , 0.07201 , 0.074871 , 0.048117 , 0.054288 , 0.064209 , 0.057318 , 0.038536 , 0.101415 , 0.06766 , 0.064149 , 0.093814 , 0.085092 , 0.078311 , 0.078761 , 0.074221 , 0.061299 , 0.059409 , 0.047897 , 0.039886 , 0.054148 , 0.050197 , 0.049637 , 0.056558 , 0.06848 , 0.041956 , 0.047437 , 0.050837 , 0.053698 , 0.049757 , 0.052398 , 0.049217 , 0.056138 , 0.06828 , 0.056208 , 0.065229 , 0.064649 , 0.064769 , 0.061699 , 0.057618 , 0.050327 , 0.061509 , 0.052988 
 458 , 0.059956 , 0.054071 , 0.060056 , 0.050758 , 0.061317 , 0.079164 , 0.094328 , 0.052419 , 0.084879 , 0.08499 , 0.048135 , 0.060026 , 0.059946 , 0.04252 , 0.061888 , 0.076011 , 0.062639 , 0.073329 , 0.072318 , 0.07523 , 0.048325 , 0.054541 , 0.06454 , 0.057584 , 0.038756 , 0.101945 , 0.068074 , 0.06453 , 0.094208 , 0.08546 , 0.078734 , 0.079234 , 0.07463 , 0.061688 , 0.059706 , 0.048105 , 0.040118 , 0.054411 , 0.050417 , 0.049897 , 0.056853 , 0.068744 , 0.042119 , 0.047695 , 0.051098 , 0.053971 , 0.050047 , 0.052659 , 0.049496 , 0.056473 , 0.068714 , 0.056503 , 0.065641 , 0.065031 , 0.065161 , 0.062028 , 0.057924 , 0.050597 , 0.061888 , 0.05327 
 459 , 0.060245 , 0.054364 , 0.060325 , 0.051019 , 0.061647 , 0.079638 , 0.094875 , 0.052701 , 0.085378 , 0.085498 , 0.048374 , 0.060375 , 0.060184 , 0.042744 , 0.062168 , 0.076232 , 0.062899 , 0.073588 , 0.072636 , 0.075601 , 0.048534 , 0.054785 , 0.064883 , 0.05785 , 0.038988 , 0.102478 , 0.068489 , 0.064913 , 0.094604 , 0.085829 , 0.079167 , 0.079708 , 0.07504 , 0.062088 , 0.060004 , 0.048314 , 0.04036 , 0.054675 , 0.050648 , 0.050147 , 0.057149 , 0.069 , 0.042283 , 0.047953 , 0.051359 , 0.054254 , 0.050337 , 0.052922 , 0.049776 , 0.056809 , 0.06916 , 0.056809 , 0.066045 , 0.065414 , 0.065554 , 0.062368 , 0.058231 , 0.050858 , 0.062278 , 0.053553 
 460 , 0.060471 , 0.054592 , 0.060541 , 0.051232 , 0.061945 , 0.080033 , 0.095361 , 0.052937 , 0.085811 , 0.085931 , 0.048573 , 0.060661 , 0.060401 , 0.042936 , 0.062417 , 0.076401 , 0.063119 , 0.073773 , 0.07289 , 0.0759 , 0.048714 , 0.054984 , 0.065186 , 0.058063 , 0.039174 , 0.102945 , 0.068857 , 0.065256 , 0.09494 , 0.086132 , 0.079561 , 0.080123 , 0.075378 , 0.062417 , 0.06027 , 0.048493 , 0.040558 , 0.054883 , 0.05084 , 0.050389 , 0.057401 , 0.069208 , 0.042444 , 0.048152 , 0.051563 , 0.054482 , 0.05059 , 0.053128 , 0.049988 , 0.05707 , 0.069539 , 0.05706 , 0.06641 , 0.065747 , 0.065888 , 0.062658 , 0.058475 , 0.051081 , 0.062588 , 0.0538 
 461 , 0.060623 , 0.054766 , 0.060693 , 0.051401 , 0.0622 , 0.080351 , 0.095781 , 0.053119 , 0.086178 , 0.086308 , 0.048739 , 0.060894 , 0.060572 , 0.043064 , 0.062642 , 0.076514 , 0.063285 , 0.073892 , 0.073099 , 0.076153 , 0.04886 , 0.055138 , 0.065434 , 0.058232 , 0.039317 , 0.103355 , 0.069171 , 0.065545 , 0.095208 , 0.086379 , 0.07993 , 0.080492 , 0.07565 , 0.062692 , 0.060512 , 0.048639 , 0.040723 , 0.055038 , 0.050989 , 0.050598 , 0.057619 , 0.069352 , 0.042612 , 0.048297 , 0.051713 , 0.054676 , 0.050798 , 0.05327 , 0.050136 , 0.057268 , 0.069864 , 0.057278 , 0.06672 , 0.066037 , 0.066168 , 0.062903 , 0.058654 , 0.05124 , 0.062813 , 0.054023 
 462 , 0.060786 , 0.054942 , 0.060857 , 0.051572 , 0.062456 , 0.080683 , 0.096204 , 0.053302 , 0.086557 , 0.086688 , 0.048907 , 0.061138 , 0.060756 , 0.043203 , 0.062858 , 0.076619 , 0.063452 , 0.074014 , 0.0733 , 0.076398 , 0.049017 , 0.055284 , 0.065685 , 0.058402 , 0.039461 , 0.103758 , 0.069497 , 0.065836 , 0.09549 , 0.086628 , 0.080291 , 0.080864 , 0.075915 , 0.062969 , 0.060756 , 0.048796 , 0.04089 , 0.055193 , 0.05114 , 0.050808 , 0.057829 , 0.069497 , 0.042781 , 0.048434 , 0.051874 , 0.054861 , 0.051009 , 0.053423 , 0.050295 , 0.057467 , 0.070201 , 0.057497 , 0.067033 , 0.066319 , 0.066449 , 0.06315 , 0.058835 , 0.051411 , 0.063049 , 0.054248 
 463 , 0.060953 , 0.05512 , 0.061024 , 0.051745 , 0.062717 , 0.081013 , 0.096629 , 0.053488 , 0.086937 , 0.087068 , 0.049075 , 0.061377 , 0.060933 , 0.043353 , 0.063079 , 0.076741 , 0.063623 , 0.074132 , 0.073507 , 0.07665 , 0.049166 , 0.055442 , 0.065931 , 0.058566 , 0.039615 , 0.104175 , 0.06983 , 0.066132 , 0.095773 , 0.086876 , 0.08066 , 0.081244 , 0.076197 , 0.063251 , 0.061004 , 0.048944 , 0.041055 , 0.055362 , 0.051302 , 0.05102 , 0.058032 , 0.069648 , 0.042939 , 0.048592 , 0.052037 , 0.055039 , 0.051221 , 0.053569 , 0.050455 , 0.057669 , 0.070535 , 0.057719 , 0.067361 , 0.066616 , 0.066737 , 0.063402 , 0.059039 , 0.051584 , 0.063301 , 0.054475 
 464 , 0.061131 , 0.0553 , 0.061201 , 0.051911 , 0.062946 , 0.081356 , 0.097032 , 0.053666 , 0.087318 , 0.087429 , 0.049227 , 0.061635 , 0.0611 , 0.043498 , 0.063299 , 0.076857 , 0.063814 , 0.074255 , 0.07368 , 0.076877 , 0.049288 , 0.055572 , 0.066144 , 0.05873 , 0.039775 , 0.104588 , 0.070149 , 0.066406 , 0.096064 , 0.087136 , 0.081003 , 0.081588 , 0.076494 , 0.063542 , 0.061272 , 0.049106 , 0.041208 , 0.055552 , 0.051497 , 0.051225 , 0.058165 , 0.069826 , 0.043084 , 0.048783 , 0.052264 , 0.055199 , 0.051436 , 0.053736 , 0.05067 , 0.057862 , 0.070885 , 0.057953 , 0.067688 , 0.066921 , 0.067042 , 0.063673 , 0.059305 , 0.05179 , 0.063572 , 0.054715 
 465 , 0.061309 , 0.055481 , 0.06137 , 0.052078 , 0.063188 , 0.081712 , 0.097448 , 0.053835 , 0.087691 , 0.087792 , 0.049371 , 0.061885 , 0.061269 , 0.043644 , 0.063511 , 0.076975 , 0.063996 , 0.074379 , 0.073864 , 0.077106 , 0.049421 , 0.055704 , 0.06637 , 0.058885 , 0.039947 , 0.105014 , 0.07047 , 0.066693 , 0.096368 , 0.087388 , 0.081338 , 0.081944 , 0.076793 , 0.063844 , 0.061532 , 0.04927 , 0.041361 , 0.055744 , 0.051704 , 0.051441 , 0.058309 , 0.069996 , 0.04324 , 0.048987 , 0.052482 , 0.05536 , 0.051653 , 0.053906 , 0.050886 , 0.058047 , 0.071238 , 0.058198 , 0.068016 , 0.067228 , 0.067359 , 0.063945 , 0.059582 , 0.051997 , 0.063844 , 0.054966 
 466 , 0.061499 , 0.055664 , 0.06154 , 0.052256 , 0.063441 , 0.08206 , 0.097857 , 0.054016 , 0.088067 , 0.088158 , 0.049525 , 0.062147 , 0.061439 , 0.043801 , 0.063734 , 0.077104 , 0.06419 , 0.074505 , 0.07404 , 0.077347 , 0.049545 , 0.055846 , 0.066586 , 0.059042 , 0.04012 , 0.105442 , 0.070794 , 0.066981 , 0.096664 , 0.087653 , 0.081686 , 0.082313 , 0.077094 , 0.064139 , 0.061813 , 0.049434 , 0.041515 , 0.055947 , 0.051902 , 0.051649 , 0.058455 , 0.070177 , 0.043386 , 0.049191 , 0.052711 , 0.055522 , 0.051882 , 0.054076 , 0.051113 , 0.058243 , 0.071603 , 0.058445 , 0.068346 , 0.067537 , 0.067669 , 0.06422 , 0.059861 , 0.052215 , 0.064129 , 0.055219 
 467 , 0.061659 , 0.055847 , 0.061689 , 0.052425 , 0.063674 , 0.082384 , 0.098239 , 0.054177 , 0.088408 , 0.088499 , 0.049671 , 0.062357 , 0.061608 , 0.043951 , 0.063937 , 0.0772 , 0.064352 , 0.074608 , 0.074223 , 0.077544 , 0.049671 , 0.055959 , 0.066802 , 0.059198 , 0.040255 , 0.105832 , 0.071105 , 0.067258 , 0.096943 , 0.087892 , 0.082029 , 0.082667 , 0.077362 , 0.064433 , 0.062013 , 0.04957 , 0.041683 , 0.056121 , 0.052051 , 0.051868 , 0.058632 , 0.070295 , 0.043526 , 0.049368 , 0.052901 , 0.055685 , 0.052081 , 0.054248 , 0.051281 , 0.058419 , 0.071935 , 0.058692 , 0.068665 , 0.067825 , 0.067956 , 0.064473 , 0.060089 , 0.052425 , 0.064301 , 0.055402 
