MNAT_00094.spu,MNAT_00093.spu,MNAT_00092.spu,MNAT_00091.spu,MNAT_00090.spu,
Wavelength,MNAT_00089.spu,MNAT_00088.spu,MNAT_00087.spu,MNAT_00086.spu,MNAT_00085.spu,MNAT_00084.spu,MNAT_00083.spu,MNAT_00082.spu,MNAT_00081.spu,MNAT_00080.spu,MNAT_00079.spu,MNAT_00078.spu,MNAT_00077.spu,MNAT_00076.spu,MNAT_00075.spu,MNAT_00074.spu,MNAT_00073.spu,MNAT_00072.spu,MNAT_00071.spu,MNAT_00070.spu,MNAT_00069.spu,MNAT_00068.spu,MNAT_00067.spu,MNAT_00066.spu,MNAT_00065.spu,MNAT_00064.spu,MNAT_00063.spu,MNAT_00062.spu,MNAT_00061.spu,MNAT_00060.spu
 316 , 0.022838 , 0.028595 , 0.017238 , 0.027756 , 0.018912 , 0.034295 , 0.022656 , 0.030662 , 0.029688 , 0.033212 , 0.028095 , 0.028013 , 0.018283 , 0.023412 , 0.023554 , 0.033223 , 0.035396 , 0.027223 , 0.030597 , 0.022404 , 0.054562 , 0.047636 , 0.052213 , 0.057739 , 0.051736 , 0.030874 , 0.030207 , 0.022838 , 0.039753 , 0.031609 
 317 , 0.023336 , 0.025766 , 0.018866 , 0.026376 , 0.01863 , 0.034079 , 0.022895 , 0.028885 , 0.027632 , 0.032472 , 0.027686 , 0.024323 , 0.017583 , 0.023326 , 0.02327 , 0.031684 , 0.033946 , 0.027172 , 0.030552 , 0.022897 , 0.051821 , 0.045901 , 0.048592 , 0.054697 , 0.049563 , 0.029548 , 0.02854 , 0.023336 , 0.037605 , 0.029959 
 318 , 0.023583 , 0.023544 , 0.019934 , 0.025336 , 0.018469 , 0.033974 , 0.023142 , 0.027547 , 0.026099 , 0.031714 , 0.027444 , 0.021804 , 0.017009 , 0.023153 , 0.023025 , 0.030424 , 0.032584 , 0.026841 , 0.03022 , 0.02313 , 0.049262 , 0.04417 , 0.045623 , 0.052076 , 0.04756 , 0.028408 , 0.027347 , 0.023487 , 0.035867 , 0.028656 
 319 , 0.022456 , 0.022489 , 0.018415 , 0.025238 , 0.018869 , 0.034305 , 0.02386 , 0.027514 , 0.026281 , 0.029849 , 0.027987 , 0.023875 , 0.016594 , 0.022111 , 0.022775 , 0.02942 , 0.030215 , 0.024419 , 0.027616 , 0.022095 , 0.044891 , 0.040432 , 0.043241 , 0.048799 , 0.044325 , 0.027114 , 0.027824 , 0.021542 , 0.034822 , 0.028075 
 320 , 0.021573 , 0.021678 , 0.017226 , 0.02516 , 0.019194 , 0.034504 , 0.024453 , 0.027458 , 0.02639 , 0.028374 , 0.028392 , 0.025541 , 0.01626 , 0.021304 , 0.02258 , 0.028646 , 0.028347 , 0.022519 , 0.025568 , 0.021242 , 0.041462 , 0.037499 , 0.041389 , 0.046284 , 0.041792 , 0.026099 , 0.02818 , 0.02002 , 0.033974 , 0.027607 
 321 , 0.020863 , 0.021039 , 0.016269 , 0.025096 , 0.019467 , 0.034612 , 0.024958 , 0.027387 , 0.026449 , 0.027174 , 0.028701 , 0.026919 , 0.015986 , 0.02066 , 0.022422 , 0.028031 , 0.026834 , 0.020989 , 0.023908 , 0.020519 , 0.0387 , 0.035135 , 0.03991 , 0.044306 , 0.039757 , 0.025282 , 0.028449 , 0.018794 , 0.033268 , 0.027219 
 322 , 0.020466 , 0.020386 , 0.015565 , 0.024471 , 0.018332 , 0.033754 , 0.023389 , 0.025515 , 0.025174 , 0.026867 , 0.027385 , 0.026575 , 0.015956 , 0.020062 , 0.022003 , 0.026862 , 0.025962 , 0.020267 , 0.023191 , 0.020083 , 0.037069 , 0.034014 , 0.038833 , 0.043146 , 0.039564 , 0.025112 , 0.02736 , 0.018016 , 0.032877 , 0.02609 
 323 , 0.020216 , 0.019831 , 0.015043 , 0.023795 , 0.017001 , 0.032769 , 0.02151 , 0.023452 , 0.023742 , 0.026878 , 0.02584 , 0.02581 , 0.016 , 0.019574 , 0.021582 , 0.025725 , 0.025403 , 0.019893 , 0.022836 , 0.019813 , 0.036011 , 0.033395 , 0.038037 , 0.04244 , 0.03994 , 0.025148 , 0.026078 , 0.017484 , 0.032645 , 0.024942 
 324 , 0.020012 , 0.019381 , 0.014626 , 0.023264 , 0.015948 , 0.031996 , 0.020027 , 0.021824 , 0.022622 , 0.026929 , 0.02462 , 0.025191 , 0.016036 , 0.019183 , 0.021252 , 0.024807 , 0.024963 , 0.019616 , 0.022551 , 0.019645 , 0.035177 , 0.032886 , 0.037398 , 0.041921 , 0.040284 , 0.02518 , 0.025067 , 0.01706 , 0.03248 , 0.024037 
 325 , 0.019909 , 0.019228 , 0.014821 , 0.022657 , 0.015649 , 0.0317 , 0.019472 , 0.020974 , 0.021924 , 0.026895 , 0.023719 , 0.024622 , 0.015899 , 0.019112 , 0.020845 , 0.024386 , 0.024566 , 0.019429 , 0.022415 , 0.019447 , 0.034173 , 0.032194 , 0.036772 , 0.041249 , 0.039773 , 0.024978 , 0.024595 , 0.016994 , 0.032073 , 0.023461 
 326 , 0.019935 , 0.019478 , 0.015906 , 0.021862 , 0.01637 , 0.032032 , 0.020143 , 0.021102 , 0.021724 , 0.026713 , 0.02314 , 0.024048 , 0.015495 , 0.019482 , 0.020269 , 0.024609 , 0.024174 , 0.01934 , 0.022472 , 0.019158 , 0.032809 , 0.031156 , 0.036082 , 0.040252 , 0.038006 , 0.024414 , 0.024816 , 0.01742 , 0.031256 , 0.023269 
 327 , 0.019949 , 0.019697 , 0.016818 , 0.021217 , 0.016964 , 0.032329 , 0.020687 , 0.02123 , 0.021545 , 0.026546 , 0.022683 , 0.023589 , 0.015177 , 0.019791 , 0.019807 , 0.024799 , 0.023854 , 0.019258 , 0.022537 , 0.018923 , 0.031686 , 0.030329 , 0.035544 , 0.039452 , 0.036528 , 0.023963 , 0.025006 , 0.017775 , 0.03061 , 0.023106 
 328 , 0.019954 , 0.019892 , 0.017599 , 0.020682 , 0.017461 , 0.032596 , 0.021138 , 0.021357 , 0.021382 , 0.026391 , 0.022313 , 0.023216 , 0.01492 , 0.020053 , 0.019431 , 0.024968 , 0.023588 , 0.019184 , 0.022606 , 0.018729 , 0.030748 , 0.029656 , 0.035115 , 0.038795 , 0.035277 , 0.023592 , 0.02517 , 0.018076 , 0.030087 , 0.022965 
 329 , 0.019278 , 0.019046 , 0.016927 , 0.020222 , 0.016479 , 0.032378 , 0.020788 , 0.020936 , 0.020793 , 0.026435 , 0.022797 , 0.023308 , 0.014633 , 0.019638 , 0.019108 , 0.024302 , 0.023516 , 0.019197 , 0.022718 , 0.019061 , 0.03078 , 0.029931 , 0.034588 , 0.037956 , 0.035422 , 0.022543 , 0.025055 , 0.017688 , 0.030165 , 0.022908 
 330 , 0.018677 , 0.018291 , 0.016308 , 0.019831 , 0.015594 , 0.032172 , 0.020469 , 0.020558 , 0.020267 , 0.026471 , 0.023232 , 0.023411 , 0.01439 , 0.019255 , 0.018838 , 0.023715 , 0.023452 , 0.019215 , 0.02282 , 0.01936 , 0.03085 , 0.030205 , 0.03414 , 0.037226 , 0.035619 , 0.021624 , 0.024946 , 0.01734 , 0.030252 , 0.022862 
 331 , 0.01816 , 0.01764 , 0.015773 , 0.019496 , 0.01483 , 0.031983 , 0.020205 , 0.020227 , 0.019811 , 0.0265 , 0.023593 , 0.02351 , 0.014181 , 0.018913 , 0.018612 , 0.023226 , 0.023389 , 0.019237 , 0.022912 , 0.019615 , 0.03093 , 0.030444 , 0.033757 , 0.036587 , 0.035843 , 0.020821 , 0.024848 , 0.017052 , 0.03032 , 0.022826 
 332 , 0.018085 , 0.017268 , 0.015593 , 0.019147 , 0.014527 , 0.031908 , 0.020049 , 0.02012 , 0.019647 , 0.02646 , 0.023518 , 0.02341 , 0.013925 , 0.01868 , 0.018273 , 0.02325 , 0.023023 , 0.019047 , 0.022728 , 0.019269 , 0.030654 , 0.03002 , 0.033408 , 0.036169 , 0.035491 , 0.020976 , 0.024238 , 0.016729 , 0.030415 , 0.022726 
 333 , 0.018272 , 0.017075 , 0.015628 , 0.018807 , 0.014501 , 0.031901 , 0.019968 , 0.020146 , 0.019661 , 0.02638 , 0.023192 , 0.023201 , 0.013655 , 0.018518 , 0.017889 , 0.023572 , 0.022498 , 0.018743 , 0.022394 , 0.018592 , 0.030186 , 0.029231 , 0.033094 , 0.035895 , 0.034823 , 0.021688 , 0.023364 , 0.016405 , 0.030524 , 0.022592 
 334 , 0.018436 , 0.016898 , 0.015658 , 0.018503 , 0.01448 , 0.031897 , 0.019893 , 0.020164 , 0.019678 , 0.026301 , 0.022906 , 0.023006 , 0.013415 , 0.018382 , 0.017548 , 0.023839 , 0.02204 , 0.018478 , 0.022097 , 0.018 , 0.02977 , 0.028541 , 0.032809 , 0.035635 , 0.034224 , 0.022348 , 0.022596 , 0.016119 , 0.030626 , 0.022468 
 335 , 0.018546 , 0.016913 , 0.015752 , 0.018309 , 0.014583 , 0.0319 , 0.019878 , 0.020174 , 0.019679 , 0.026211 , 0.022815 , 0.02293 , 0.01327 , 0.018365 , 0.017435 , 0.024052 , 0.021748 , 0.018321 , 0.021964 , 0.017661 , 0.029464 , 0.02814 , 0.032683 , 0.035384 , 0.033961 , 0.02291 , 0.02221 , 0.015954 , 0.030634 , 0.022371 
 336 , 0.018514 , 0.017558 , 0.016081 , 0.018407 , 0.015112 , 0.031918 , 0.020077 , 0.020173 , 0.019612 , 0.026051 , 0.023327 , 0.023219 , 0.013389 , 0.018725 , 0.018019 , 0.024181 , 0.021908 , 0.018471 , 0.022322 , 0.018023 , 0.029429 , 0.028537 , 0.03304 , 0.035138 , 0.034671 , 0.023242 , 0.022909 , 0.016138 , 0.030358 , 0.022337 
 337 , 0.018486 , 0.01812 , 0.016359 , 0.018497 , 0.015584 , 0.031941 , 0.020232 , 0.020168 , 0.019558 , 0.025924 , 0.023774 , 0.023474 , 0.013495 , 0.019031 , 0.01854 , 0.024291 , 0.022046 , 0.018595 , 0.022637 , 0.018351 , 0.029397 , 0.028887 , 0.033353 , 0.0349 , 0.035345 , 0.023546 , 0.023549 , 0.016295 , 0.030102 , 0.022312 
 338 , 0.018461 , 0.018614 , 0.016597 , 0.018578 , 0.016009 , 0.031966 , 0.020353 , 0.020158 , 0.019513 , 0.025822 , 0.024169 , 0.023701 , 0.01359 , 0.019294 , 0.019011 , 0.024385 , 0.022166 , 0.018697 , 0.022917 , 0.018651 , 0.02937 , 0.029197 , 0.033633 , 0.034668 , 0.035988 , 0.023826 , 0.024141 , 0.016431 , 0.029863 , 0.022295 
 339 , 0.018553 , 0.018596 , 0.016711 , 0.018493 , 0.015764 , 0.031964 , 0.020316 , 0.020228 , 0.019399 , 0.025712 , 0.024084 , 0.023681 , 0.013578 , 0.019136 , 0.018908 , 0.02431 , 0.022177 , 0.018407 , 0.022931 , 0.018801 , 0.029136 , 0.02923 , 0.033414 , 0.034909 , 0.035974 , 0.023749 , 0.024186 , 0.016431 , 0.029805 , 0.02237 
 340 , 0.01866 , 0.018495 , 0.016792 , 0.018393 , 0.015436 , 0.031955 , 0.020262 , 0.020308 , 0.019289 , 0.025615 , 0.023927 , 0.02362 , 0.013552 , 0.018927 , 0.018724 , 0.024214 , 0.022178 , 0.018082 , 0.022899 , 0.018916 , 0.028895 , 0.029213 , 0.033134 , 0.035231 , 0.035854 , 0.023621 , 0.024141 , 0.016409 , 0.029786 , 0.022459 
 341 , 0.018762 , 0.018408 , 0.016865 , 0.018312 , 0.015149 , 0.031941 , 0.02023 , 0.020387 , 0.019196 , 0.025533 , 0.023788 , 0.023562 , 0.013533 , 0.01875 , 0.018563 , 0.024128 , 0.022192 , 0.0178 , 0.022871 , 0.019023 , 0.028685 , 0.029195 , 0.032886 , 0.035566 , 0.035742 , 0.023507 , 0.024103 , 0.016391 , 0.029781 , 0.022543 
 342 , 0.018722 , 0.018385 , 0.016863 , 0.018299 , 0.014959 , 0.031901 , 0.020214 , 0.020475 , 0.019089 , 0.025498 , 0.023713 , 0.023448 , 0.013522 , 0.018661 , 0.018437 , 0.024074 , 0.02204 , 0.01771 , 0.022827 , 0.018966 , 0.02863 , 0.029194 , 0.032694 , 0.035755 , 0.035628 , 0.023435 , 0.024043 , 0.01636 , 0.029725 , 0.022595 
 343 , 0.018532 , 0.018425 , 0.016784 , 0.01835 , 0.014864 , 0.031839 , 0.020208 , 0.020566 , 0.018965 , 0.02551 , 0.023699 , 0.023279 , 0.013518 , 0.018656 , 0.018345 , 0.024048 , 0.021714 , 0.017811 , 0.02277 , 0.01874 , 0.02873 , 0.029211 , 0.032555 , 0.035774 , 0.035512 , 0.023401 , 0.023958 , 0.016315 , 0.029611 , 0.022614 
 344 , 0.018353 , 0.018454 , 0.016715 , 0.018389 , 0.014775 , 0.031784 , 0.020197 , 0.02064 , 0.018852 , 0.025516 , 0.023681 , 0.023134 , 0.013513 , 0.01865 , 0.018261 , 0.024016 , 0.021417 , 0.017893 , 0.02272 , 0.018537 , 0.028818 , 0.029226 , 0.032429 , 0.035786 , 0.035405 , 0.023362 , 0.023876 , 0.016266 , 0.029511 , 0.022632 
 345 , 0.018215 , 0.018487 , 0.016657 , 0.018411 , 0.014704 , 0.031742 , 0.020172 , 0.0207 , 0.018763 , 0.025527 , 0.023674 , 0.023009 , 0.013505 , 0.018653 , 0.018188 , 0.023994 , 0.021173 , 0.017957 , 0.022689 , 0.01836 , 0.028892 , 0.029229 , 0.032325 , 0.0358 , 0.035316 , 0.023331 , 0.023806 , 0.016235 , 0.029432 , 0.022629 
 346 , 0.018408 , 0.018624 , 0.016657 , 0.01832 , 0.014789 , 0.031783 , 0.020057 , 0.020751 , 0.018853 , 0.025617 , 0.023834 , 0.022956 , 0.013487 , 0.018774 , 0.018178 , 0.024143 , 0.021267 , 0.017952 , 0.022823 , 0.018292 , 0.028909 , 0.029128 , 0.032374 , 0.035888 , 0.035358 , 0.023418 , 0.023838 , 0.016438 , 0.029527 , 0.022415 
 347 , 0.018587 , 0.018752 , 0.016654 , 0.01824 , 0.014866 , 0.031814 , 0.019947 , 0.020793 , 0.01893 , 0.025699 , 0.023981 , 0.0229 , 0.013469 , 0.018879 , 0.018166 , 0.024276 , 0.021349 , 0.017947 , 0.02294 , 0.018228 , 0.028918 , 0.029027 , 0.032419 , 0.035974 , 0.035388 , 0.023501 , 0.023862 , 0.016622 , 0.029598 , 0.022223 
 348 , 0.018753 , 0.018873 , 0.016648 , 0.018168 , 0.014936 , 0.031836 , 0.019842 , 0.02083 , 0.018997 , 0.025774 , 0.024117 , 0.022841 , 0.01345 , 0.018972 , 0.018152 , 0.024397 , 0.021422 , 0.017942 , 0.023043 , 0.018167 , 0.028922 , 0.028926 , 0.032462 , 0.036057 , 0.035409 , 0.02358 , 0.023879 , 0.016789 , 0.029651 , 0.022047 
 349 , 0.018798 , 0.018935 , 0.016709 , 0.018252 , 0.01506 , 0.031914 , 0.020097 , 0.020895 , 0.019009 , 0.025815 , 0.024148 , 0.022932 , 0.013452 , 0.018954 , 0.018177 , 0.024549 , 0.021482 , 0.018053 , 0.0231 , 0.018235 , 0.028968 , 0.029114 , 0.032562 , 0.036135 , 0.035549 , 0.023537 , 0.023937 , 0.016829 , 0.02969 , 0.02217 
 350 , 0.018794 , 0.01897 , 0.016793 , 0.018386 , 0.015196 , 0.03201 , 0.020475 , 0.020962 , 0.019001 , 0.025837 , 0.024139 , 0.023074 , 0.013463 , 0.018899 , 0.018212 , 0.024709 , 0.021537 , 0.0182 , 0.023136 , 0.018347 , 0.029031 , 0.029407 , 0.032675 , 0.036198 , 0.035728 , 0.02345 , 0.02401 , 0.016821 , 0.029726 , 0.022401 
 351 , 0.018791 , 0.018999 , 0.016875 , 0.018505 , 0.015317 , 0.032099 , 0.020825 , 0.02102 , 0.018993 , 0.025851 , 0.024131 , 0.023208 , 0.013472 , 0.018849 , 0.018241 , 0.02486 , 0.021588 , 0.018333 , 0.023169 , 0.01845 , 0.029094 , 0.029683 , 0.032775 , 0.036245 , 0.035896 , 0.02337 , 0.02408 , 0.016816 , 0.029764 , 0.022619 
 352 , 0.018835 , 0.01906 , 0.016951 , 0.018615 , 0.015396 , 0.032185 , 0.02107 , 0.021118 , 0.019012 , 0.025885 , 0.024143 , 0.023308 , 0.013493 , 0.018885 , 0.018298 , 0.024977 , 0.021645 , 0.018397 , 0.023229 , 0.018533 , 0.029164 , 0.029878 , 0.032828 , 0.036293 , 0.036013 , 0.023358 , 0.024153 , 0.016836 , 0.029843 , 0.022715 
 353 , 0.018974 , 0.019191 , 0.017021 , 0.018724 , 0.015412 , 0.03227 , 0.021137 , 0.021308 , 0.019083 , 0.025967 , 0.024196 , 0.023353 , 0.01354 , 0.019082 , 0.018415 , 0.025036 , 0.021718 , 0.018346 , 0.023344 , 0.018589 , 0.029254 , 0.02993 , 0.032802 , 0.036361 , 0.036042 , 0.023472 , 0.024239 , 0.016903 , 0.030003 , 0.022588 
 354 , 0.019104 , 0.019314 , 0.017084 , 0.018827 , 0.015426 , 0.03235 , 0.021198 , 0.02149 , 0.01915 , 0.026042 , 0.024245 , 0.023395 , 0.013585 , 0.019267 , 0.018526 , 0.025091 , 0.021786 , 0.018296 , 0.023452 , 0.018641 , 0.029336 , 0.029976 , 0.032777 , 0.036425 , 0.036068 , 0.02358 , 0.024317 , 0.016966 , 0.030153 , 0.022468 
 355 , 0.019226 , 0.019429 , 0.017141 , 0.018924 , 0.015439 , 0.032424 , 0.021255 , 0.021663 , 0.019212 , 0.026113 , 0.024291 , 0.023434 , 0.013628 , 0.019441 , 0.018631 , 0.025141 , 0.021848 , 0.018249 , 0.023555 , 0.018688 , 0.029411 , 0.030017 , 0.032753 , 0.036486 , 0.03609 , 0.023681 , 0.024391 , 0.017028 , 0.030293 , 0.022355 
 356 , 0.019258 , 0.019402 , 0.017181 , 0.018882 , 0.015425 , 0.032554 , 0.021287 , 0.021688 , 0.019378 , 0.026278 , 0.024335 , 0.023441 , 0.01368 , 0.019467 , 0.018647 , 0.025307 , 0.022006 , 0.0184 , 0.023728 , 0.018852 , 0.029558 , 0.030148 , 0.033147 , 0.036594 , 0.036395 , 0.023794 , 0.024397 , 0.017049 , 0.030257 , 0.02252 
 357 , 0.019284 , 0.019369 , 0.017218 , 0.018836 , 0.015411 , 0.032681 , 0.021316 , 0.021703 , 0.019542 , 0.026441 , 0.024377 , 0.023447 , 0.013732 , 0.019485 , 0.018657 , 0.02547 , 0.022162 , 0.018555 , 0.023897 , 0.019016 , 0.029702 , 0.030278 , 0.033547 , 0.036699 , 0.036701 , 0.023902 , 0.024399 , 0.017068 , 0.030214 , 0.022691 
 358 , 0.019308 , 0.019338 , 0.017254 , 0.018791 , 0.015397 , 0.032802 , 0.021343 , 0.021716 , 0.019697 , 0.026596 , 0.024418 , 0.023452 , 0.013781 , 0.019502 , 0.018667 , 0.025626 , 0.022313 , 0.018702 , 0.024058 , 0.019174 , 0.029839 , 0.030402 , 0.033931 , 0.036797 , 0.036995 , 0.024004 , 0.024401 , 0.017086 , 0.030173 , 0.022855 
 359 , 0.019428 , 0.019373 , 0.017348 , 0.018935 , 0.015527 , 0.032871 , 0.021502 , 0.021814 , 0.019822 , 0.026686 , 0.024568 , 0.023551 , 0.013845 , 0.019599 , 0.01872 , 0.025701 , 0.022453 , 0.018866 , 0.024231 , 0.01926 , 0.030051 , 0.030604 , 0.034081 , 0.037029 , 0.037042 , 0.024092 , 0.0245 , 0.017168 , 0.03022 , 0.022941 
 360 , 0.019609 , 0.019452 , 0.017478 , 0.019207 , 0.015752 , 0.032898 , 0.021748 , 0.021968 , 0.019919 , 0.026725 , 0.02479 , 0.023712 , 0.013914 , 0.019749 , 0.018799 , 0.025716 , 0.022581 , 0.019038 , 0.024407 , 0.019293 , 0.030308 , 0.030855 , 0.034057 , 0.037349 , 0.03691 , 0.024165 , 0.024661 , 0.01729 , 0.030323 , 0.022968 
 361 , 0.01978 , 0.019526 , 0.017599 , 0.019464 , 0.015965 , 0.03292 , 0.021981 , 0.022112 , 0.020009 , 0.026761 , 0.024998 , 0.02386 , 0.013977 , 0.019887 , 0.018872 , 0.025729 , 0.0227 , 0.019201 , 0.024573 , 0.019322 , 0.030547 , 0.031091 , 0.034031 , 0.037653 , 0.03678 , 0.024234 , 0.024812 , 0.017402 , 0.030417 , 0.022992 
 362 , 0.019943 , 0.019617 , 0.017695 , 0.019683 , 0.016125 , 0.032972 , 0.022167 , 0.022245 , 0.020085 , 0.026827 , 0.025148 , 0.023976 , 0.014038 , 0.02 , 0.018942 , 0.025742 , 0.022812 , 0.019332 , 0.024693 , 0.019352 , 0.030744 , 0.031317 , 0.034061 , 0.037966 , 0.036772 , 0.024279 , 0.024946 , 0.017469 , 0.030525 , 0.023011 
 363 , 0.020113 , 0.019794 , 0.017728 , 0.019791 , 0.016119 , 0.033167 , 0.022212 , 0.022359 , 0.020134 , 0.027038 , 0.025111 , 0.024007 , 0.014117 , 0.020047 , 0.019022 , 0.025763 , 0.022932 , 0.01936 , 0.024665 , 0.019395 , 0.030825 , 0.031547 , 0.034334 , 0.038352 , 0.037254 , 0.024248 , 0.02505 , 0.017394 , 0.030733 , 0.023026 
 364 , 0.020273 , 0.019962 , 0.017759 , 0.01989 , 0.016114 , 0.033352 , 0.022254 , 0.022465 , 0.02018 , 0.027238 , 0.025077 , 0.024036 , 0.014191 , 0.020091 , 0.019098 , 0.025782 , 0.023046 , 0.019384 , 0.024638 , 0.019436 , 0.030898 , 0.031763 , 0.03459 , 0.038715 , 0.037711 , 0.024219 , 0.025149 , 0.017324 , 0.030933 , 0.02304 
 365 , 0.020424 , 0.020119 , 0.017788 , 0.019982 , 0.016108 , 0.033528 , 0.022292 , 0.022565 , 0.020224 , 0.027429 , 0.025044 , 0.024064 , 0.014261 , 0.020134 , 0.019169 , 0.025801 , 0.023153 , 0.019407 , 0.024612 , 0.019474 , 0.030966 , 0.031965 , 0.034831 , 0.039058 , 0.038147 , 0.024192 , 0.025244 , 0.017258 , 0.031125 , 0.023053 
 366 , 0.020415 , 0.020188 , 0.017842 , 0.020076 , 0.016142 , 0.033558 , 0.022314 , 0.02271 , 0.020289 , 0.027582 , 0.025163 , 0.024017 , 0.014292 , 0.020183 , 0.019111 , 0.025839 , 0.023208 , 0.019475 , 0.024639 , 0.019547 , 0.031212 , 0.032143 , 0.035029 , 0.039264 , 0.03842 , 0.024345 , 0.025289 , 0.017287 , 0.031133 , 0.02318 
 367 , 0.020372 , 0.020237 , 0.0179 , 0.020169 , 0.016183 , 0.033556 , 0.022333 , 0.022863 , 0.020357 , 0.027724 , 0.025312 , 0.023955 , 0.014313 , 0.020233 , 0.019027 , 0.025881 , 0.023251 , 0.019554 , 0.024677 , 0.019626 , 0.031492 , 0.032314 , 0.035215 , 0.039438 , 0.038652 , 0.024534 , 0.025323 , 0.017336 , 0.0311 , 0.023328 
