  time  ,:56:25 A,:56:32 A,:56:39 A,:56:48 A,:56:55 A,:57:52 A,:58:08 A,:58:15 A,:58:26 A,:58:33 A,:59:13 A,:59:20 A,:59:26 A,:59:36 A,:59:48 A,:00:13 P,:00:19 P,:00:27 P,:00:33 P,:00:43 P,:01:38 P,:01:45 P,:01:51 P,:01:59 P,:02:14 P,:02:57 P,:03:02 P,:03:09 P,:03:16 P,:03:24 P,:03:44 P,:03:50 P,:03:59 P,:04:12 P,:04:19 P,:05:00 P,:05:07 P,:05:15 P,:05:23 P,:05:30 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 712 , 0.062396 , 0.166358 , 0.215388 , 0.159683 , 0.130968 , 0.163715 , 0.152404 , 0.091511 , 0.155329 , 0.163037 , 0.133055 , 0.12774 , 0.124579 , 0.10914 , 0.108947 , 0.146185 , 0.147791 , 0.132301 , 0.125601 , 0.151245 , 0.135632 , 0.103967 , 0.118389 , 0.078206 , 0.151862 , 0.085335 , 0.103986 , 0.070461 , 0.075417 , 0.077537 , 0.100382 , 0.075827 , 0.045831 , 0.071083 , 0.063997 , 0.134704 , 0.119345 , 0.12196 , 0.091186 , 0.119288 
 713 , 0.064359 , 0.170638 , 0.218526 , 0.162841 , 0.133855 , 0.166152 , 0.154626 , 0.093157 , 0.15797 , 0.165843 , 0.135583 , 0.129935 , 0.127238 , 0.111211 , 0.111661 , 0.147582 , 0.149872 , 0.134825 , 0.129125 , 0.154762 , 0.1411 , 0.107539 , 0.122376 , 0.081406 , 0.157103 , 0.086535 , 0.105502 , 0.071398 , 0.076484 , 0.078812 , 0.10236 , 0.077116 , 0.046581 , 0.072583 , 0.065413 , 0.137813 , 0.121838 , 0.124184 , 0.092768 , 0.122016 
 714 , 0.066341 , 0.174986 , 0.221617 , 0.165962 , 0.136744 , 0.168562 , 0.156785 , 0.094818 , 0.160586 , 0.168599 , 0.138161 , 0.132137 , 0.129938 , 0.113303 , 0.114416 , 0.148963 , 0.15194 , 0.137355 , 0.132682 , 0.158318 , 0.146723 , 0.111197 , 0.126426 , 0.084691 , 0.162417 , 0.087709 , 0.107009 , 0.072346 , 0.077568 , 0.080079 , 0.104326 , 0.078425 , 0.047335 , 0.074088 , 0.066835 , 0.140909 , 0.124325 , 0.126393 , 0.094334 , 0.12473 
 715 , 0.068352 , 0.179433 , 0.22455 , 0.16898 , 0.139583 , 0.170881 , 0.158796 , 0.096473 , 0.163118 , 0.171187 , 0.140816 , 0.134347 , 0.132692 , 0.115431 , 0.117254 , 0.1503 , 0.153964 , 0.139833 , 0.136281 , 0.161935 , 0.152623 , 0.114995 , 0.130563 , 0.088126 , 0.167788 , 0.088803 , 0.108466 , 0.073304 , 0.078661 , 0.081299 , 0.106244 , 0.079769 , 0.048077 , 0.075591 , 0.068268 , 0.143937 , 0.126797 , 0.128527 , 0.095838 , 0.127382 
 716 , 0.070415 , 0.183973 , 0.227545 , 0.172062 , 0.142482 , 0.173244 , 0.160858 , 0.098159 , 0.165703 , 0.173811 , 0.143525 , 0.136603 , 0.135491 , 0.117614 , 0.120152 , 0.151666 , 0.156027 , 0.142358 , 0.139963 , 0.16563 , 0.158657 , 0.118869 , 0.134785 , 0.09162 , 0.173244 , 0.089917 , 0.109963 , 0.074282 , 0.079774 , 0.082547 , 0.1082 , 0.08114 , 0.048832 , 0.07713 , 0.069737 , 0.147037 , 0.129326 , 0.13071 , 0.097369 , 0.130092 
 717 , 0.072517 , 0.188606 , 0.230594 , 0.175213 , 0.145437 , 0.175658 , 0.162967 , 0.099881 , 0.168339 , 0.176484 , 0.146282 , 0.138904 , 0.138344 , 0.119836 , 0.123114 , 0.153059 , 0.158128 , 0.144928 , 0.143716 , 0.1694 , 0.164808 , 0.12282 , 0.139092 , 0.095184 , 0.178808 , 0.091052 , 0.111484 , 0.075276 , 0.08091 , 0.083816 , 0.110194 , 0.08254 , 0.049606 , 0.078692 , 0.071231 , 0.150194 , 0.131906 , 0.13293 , 0.098931 , 0.132852 
 718 , 0.074796 , 0.193278 , 0.233766 , 0.178143 , 0.148434 , 0.177974 , 0.165047 , 0.101531 , 0.170897 , 0.17917 , 0.149132 , 0.141365 , 0.141283 , 0.122096 , 0.126148 , 0.154452 , 0.160238 , 0.147535 , 0.147489 , 0.173229 , 0.171294 , 0.126915 , 0.143469 , 0.098898 , 0.184622 , 0.092304 , 0.113116 , 0.076352 , 0.082065 , 0.085154 , 0.112272 , 0.083977 , 0.050444 , 0.080272 , 0.072711 , 0.153257 , 0.134498 , 0.135119 , 0.100477 , 0.135552 
 719 , 0.0771 , 0.198028 , 0.23699 , 0.181108 , 0.151476 , 0.180326 , 0.167163 , 0.103212 , 0.173508 , 0.181973 , 0.152035 , 0.143871 , 0.144289 , 0.124403 , 0.129225 , 0.155874 , 0.162383 , 0.150211 , 0.151316 , 0.17711 , 0.177865 , 0.131085 , 0.147919 , 0.102685 , 0.190601 , 0.093588 , 0.11477 , 0.077455 , 0.083249 , 0.086515 , 0.114401 , 0.085442 , 0.051301 , 0.081876 , 0.074207 , 0.156365 , 0.13713 , 0.137353 , 0.102048 , 0.138303 
 720 , 0.079438 , 0.202852 , 0.240259 , 0.184119 , 0.154564 , 0.182718 , 0.169308 , 0.104917 , 0.176158 , 0.184817 , 0.154977 , 0.146418 , 0.147338 , 0.126737 , 0.13235 , 0.157316 , 0.164557 , 0.152932 , 0.155199 , 0.18105 , 0.184532 , 0.135315 , 0.152438 , 0.106522 , 0.196677 , 0.094893 , 0.116446 , 0.078577 , 0.084452 , 0.087893 , 0.116559 , 0.086932 , 0.052173 , 0.083505 , 0.075729 , 0.159515 , 0.139798 , 0.139622 , 0.103638 , 0.141095 
 721 , 0.081672 , 0.20761 , 0.243412 , 0.186966 , 0.157501 , 0.185051 , 0.171411 , 0.106523 , 0.178709 , 0.187601 , 0.157857 , 0.148911 , 0.150362 , 0.129001 , 0.135461 , 0.158718 , 0.166686 , 0.155619 , 0.159028 , 0.184925 , 0.191231 , 0.139528 , 0.156898 , 0.110348 , 0.202655 , 0.096195 , 0.118078 , 0.07964 , 0.085631 , 0.089217 , 0.118686 , 0.088388 , 0.05296 , 0.085073 , 0.077181 , 0.16251 , 0.142393 , 0.141763 , 0.105127 , 0.143785 
 722 , 0.083831 , 0.21228 , 0.24651 , 0.189681 , 0.160373 , 0.187286 , 0.173456 , 0.108048 , 0.181164 , 0.190297 , 0.160728 , 0.151334 , 0.153348 , 0.131194 , 0.138534 , 0.160067 , 0.168755 , 0.158238 , 0.162809 , 0.188715 , 0.197956 , 0.143707 , 0.161316 , 0.114147 , 0.208527 , 0.097477 , 0.119693 , 0.080649 , 0.086775 , 0.090501 , 0.120772 , 0.0898 , 0.053705 , 0.086609 , 0.078595 , 0.16546 , 0.144957 , 0.143842 , 0.106569 , 0.146417 
 723 , 0.085997 , 0.216968 , 0.249619 , 0.192407 , 0.163263 , 0.189533 , 0.175505 , 0.10958 , 0.183627 , 0.193003 , 0.163608 , 0.15377 , 0.156353 , 0.133401 , 0.141621 , 0.16142 , 0.170833 , 0.160873 , 0.166604 , 0.192524 , 0.204712 , 0.147908 , 0.165761 , 0.117966 , 0.214425 , 0.098764 , 0.121316 , 0.081665 , 0.087925 , 0.091795 , 0.122872 , 0.091221 , 0.054454 , 0.08815 , 0.080015 , 0.16842 , 0.147527 , 0.145926 , 0.10802 , 0.149061 
 724 , 0.088209 , 0.221689 , 0.252694 , 0.195069 , 0.166143 , 0.191766 , 0.17754 , 0.111075 , 0.186068 , 0.195632 , 0.166501 , 0.156194 , 0.159349 , 0.135617 , 0.144694 , 0.162764 , 0.172896 , 0.163475 , 0.170353 , 0.196298 , 0.211477 , 0.152091 , 0.170179 , 0.121779 , 0.220281 , 0.100044 , 0.122946 , 0.082667 , 0.089058 , 0.093094 , 0.124935 , 0.092643 , 0.055216 , 0.08968 , 0.081438 , 0.171328 , 0.150066 , 0.14797 , 0.109452 , 0.151662 
 725 , 0.090496 , 0.226433 , 0.255696 , 0.197603 , 0.168987 , 0.194034 , 0.17955 , 0.112501 , 0.18845 , 0.198085 , 0.169384 , 0.158616 , 0.162332 , 0.137869 , 0.147745 , 0.164107 , 0.174942 , 0.166012 , 0.174006 , 0.199999 , 0.218212 , 0.156225 , 0.174532 , 0.12558 , 0.226032 , 0.1013 , 0.12458 , 0.083666 , 0.090188 , 0.094403 , 0.12694 , 0.094078 , 0.056023 , 0.091191 , 0.082877 , 0.174122 , 0.152558 , 0.149931 , 0.110855 , 0.154155 
 726 , 0.092788 , 0.231181 , 0.258699 , 0.200144 , 0.171824 , 0.196332 , 0.181567 , 0.113938 , 0.190829 , 0.200537 , 0.172265 , 0.161046 , 0.165327 , 0.140127 , 0.150803 , 0.165452 , 0.17701 , 0.168555 , 0.177674 , 0.203707 , 0.224947 , 0.160359 , 0.178892 , 0.129385 , 0.231783 , 0.102558 , 0.126219 , 0.084681 , 0.09133 , 0.095722 , 0.128953 , 0.095522 , 0.056833 , 0.092708 , 0.084329 , 0.176921 , 0.155066 , 0.1519 , 0.112262 , 0.156653 
 727 , 0.095079 , 0.235921 , 0.2617 , 0.202684 , 0.174663 , 0.198627 , 0.183587 , 0.11537 , 0.193207 , 0.202983 , 0.175144 , 0.163474 , 0.168319 , 0.142384 , 0.153858 , 0.166799 , 0.179071 , 0.171092 , 0.18134 , 0.207413 , 0.231672 , 0.16449 , 0.183244 , 0.133183 , 0.23753 , 0.103812 , 0.127856 , 0.085695 , 0.092471 , 0.09704 , 0.130959 , 0.09696 , 0.057643 , 0.094223 , 0.085776 , 0.179722 , 0.157572 , 0.153867 , 0.113668 , 0.15915 
 728 , 0.097106 , 0.240272 , 0.264358 , 0.204952 , 0.177111 , 0.200672 , 0.18531 , 0.116646 , 0.195307 , 0.205312 , 0.177765 , 0.165744 , 0.171087 , 0.144389 , 0.156672 , 0.167973 , 0.180959 , 0.173414 , 0.18466 , 0.210758 , 0.238141 , 0.168364 , 0.18725 , 0.136759 , 0.242843 , 0.10495 , 0.129334 , 0.086611 , 0.093609 , 0.098205 , 0.13276 , 0.098281 , 0.058343 , 0.095571 , 0.087083 , 0.182236 , 0.159782 , 0.155614 , 0.114879 , 0.16137 
 729 , 0.099111 , 0.244558 , 0.266961 , 0.207204 , 0.179526 , 0.202686 , 0.187017 , 0.117917 , 0.19742 , 0.207604 , 0.180367 , 0.167993 , 0.173824 , 0.146396 , 0.159464 , 0.169155 , 0.182847 , 0.17572 , 0.187921 , 0.214072 , 0.244562 , 0.172226 , 0.191233 , 0.140315 , 0.248128 , 0.10609 , 0.13079 , 0.087502 , 0.094739 , 0.099364 , 0.134542 , 0.099596 , 0.059036 , 0.096912 , 0.088361 , 0.184734 , 0.161961 , 0.15735 , 0.116087 , 0.163577 
 730 , 0.101099 , 0.248812 , 0.269548 , 0.209435 , 0.181921 , 0.204687 , 0.188717 , 0.119184 , 0.199521 , 0.20988 , 0.18295 , 0.170226 , 0.176537 , 0.148386 , 0.162236 , 0.170328 , 0.184722 , 0.178006 , 0.191157 , 0.217357 , 0.250937 , 0.17606 , 0.195188 , 0.143848 , 0.253373 , 0.107227 , 0.132238 , 0.088384 , 0.095857 , 0.10052 , 0.136317 , 0.100903 , 0.059726 , 0.09824 , 0.089631 , 0.187216 , 0.16412 , 0.15907 , 0.117283 , 0.165773 
 731 , 0.102966 , 0.252896 , 0.272018 , 0.211493 , 0.18419 , 0.206604 , 0.19033 , 0.120421 , 0.201507 , 0.21201 , 0.18537 , 0.172336 , 0.179092 , 0.150278 , 0.164845 , 0.171467 , 0.186453 , 0.180099 , 0.194185 , 0.220446 , 0.256938 , 0.179653 , 0.198891 , 0.147203 , 0.258261 , 0.108313 , 0.133616 , 0.089232 , 0.09687 , 0.101611 , 0.137987 , 0.102146 , 0.060386 , 0.099503 , 0.090796 , 0.189488 , 0.166182 , 0.160683 , 0.118447 , 0.167813 
 732 , 0.10476 , 0.256966 , 0.274439 , 0.213434 , 0.186376 , 0.20849 , 0.191905 , 0.121618 , 0.203403 , 0.214059 , 0.187724 , 0.1744 , 0.181557 , 0.152099 , 0.167359 , 0.172548 , 0.188085 , 0.182106 , 0.197148 , 0.223456 , 0.262767 , 0.183137 , 0.202448 , 0.150456 , 0.262972 , 0.109374 , 0.134969 , 0.090058 , 0.097822 , 0.102677 , 0.139636 , 0.103364 , 0.061037 , 0.100736 , 0.091919 , 0.191668 , 0.168216 , 0.162245 , 0.119597 , 0.169773 
 733 , 0.10654 , 0.261008 , 0.276842 , 0.215364 , 0.188548 , 0.21036 , 0.193467 , 0.122803 , 0.205289 , 0.216097 , 0.190058 , 0.176449 , 0.184004 , 0.153904 , 0.169854 , 0.173625 , 0.189705 , 0.184098 , 0.200088 , 0.226444 , 0.268558 , 0.186596 , 0.205986 , 0.153681 , 0.267651 , 0.110428 , 0.13631 , 0.090881 , 0.098771 , 0.103739 , 0.141269 , 0.104575 , 0.061683 , 0.101961 , 0.093034 , 0.193838 , 0.170234 , 0.163796 , 0.120739 , 0.171727 
 734 , 0.108243 , 0.264814 , 0.2791 , 0.217148 , 0.190582 , 0.212067 , 0.19492 , 0.123908 , 0.207035 , 0.217995 , 0.192266 , 0.178383 , 0.186311 , 0.155613 , 0.172205 , 0.174636 , 0.191214 , 0.185985 , 0.202849 , 0.229245 , 0.274068 , 0.189879 , 0.209305 , 0.156728 , 0.27208 , 0.111408 , 0.137553 , 0.091656 , 0.099656 , 0.104724 , 0.142805 , 0.1057 , 0.062287 , 0.103112 , 0.094091 , 0.195874 , 0.172115 , 0.165243 , 0.121795 , 0.173548 
 735 , 0.109807 , 0.268208 , 0.281141 , 0.218735 , 0.19238 , 0.213493 , 0.196196 , 0.12487 , 0.208551 , 0.21969 , 0.194277 , 0.180119 , 0.188411 , 0.157159 , 0.174339 , 0.175554 , 0.192537 , 0.187693 , 0.205282 , 0.231722 , 0.279114 , 0.192855 , 0.212264 , 0.159477 , 0.276091 , 0.112264 , 0.138633 , 0.092371 , 0.100452 , 0.105596 , 0.144163 , 0.106672 , 0.062828 , 0.10413 , 0.095062 , 0.197685 , 0.173778 , 0.166522 , 0.122704 , 0.175168 
 736 , 0.111371 , 0.271583 , 0.283196 , 0.220337 , 0.194168 , 0.214919 , 0.197472 , 0.125829 , 0.210072 , 0.221396 , 0.196292 , 0.181843 , 0.190528 , 0.158704 , 0.176474 , 0.176479 , 0.193854 , 0.189406 , 0.207697 , 0.234189 , 0.284161 , 0.195825 , 0.21522 , 0.162227 , 0.280103 , 0.113118 , 0.139708 , 0.093085 , 0.101254 , 0.10647 , 0.145512 , 0.107646 , 0.063366 , 0.105146 , 0.096029 , 0.199483 , 0.175442 , 0.167807 , 0.123612 , 0.176788 
 737 , 0.112924 , 0.274939 , 0.285237 , 0.221926 , 0.195947 , 0.216341 , 0.198741 , 0.126785 , 0.211582 , 0.223089 , 0.198288 , 0.183559 , 0.192626 , 0.160236 , 0.178594 , 0.177395 , 0.195165 , 0.191103 , 0.210095 , 0.236636 , 0.289169 , 0.198768 , 0.218156 , 0.164958 , 0.284087 , 0.113966 , 0.140781 , 0.093797 , 0.102046 , 0.107339 , 0.146851 , 0.108611 , 0.063905 , 0.106157 , 0.096992 , 0.201271 , 0.177094 , 0.169087 , 0.124521 , 0.178397 
 738 , 0.114224 , 0.2778 , 0.287002 , 0.22335 , 0.197494 , 0.217615 , 0.199854 , 0.127639 , 0.212859 , 0.224525 , 0.200026 , 0.185053 , 0.194422 , 0.161575 , 0.18044 , 0.178165 , 0.1963 , 0.192548 , 0.212125 , 0.238777 , 0.293489 , 0.2013 , 0.220728 , 0.167305 , 0.287426 , 0.114751 , 0.141747 , 0.094423 , 0.102724 , 0.108152 , 0.147981 , 0.109468 , 0.064369 , 0.107031 , 0.097806 , 0.202769 , 0.178526 , 0.17021 , 0.125373 , 0.179827 
 739 , 0.115525 , 0.280583 , 0.288718 , 0.224723 , 0.199051 , 0.218874 , 0.200936 , 0.128467 , 0.214108 , 0.225954 , 0.201734 , 0.186523 , 0.196174 , 0.162893 , 0.18223 , 0.178911 , 0.197436 , 0.193959 , 0.214121 , 0.24089 , 0.297751 , 0.203804 , 0.22328 , 0.16963 , 0.29072 , 0.115516 , 0.142686 , 0.095029 , 0.103381 , 0.108937 , 0.14909 , 0.110303 , 0.064829 , 0.107895 , 0.098601 , 0.204246 , 0.179921 , 0.171285 , 0.126222 , 0.18122 
 740 , 0.116829 , 0.283373 , 0.290434 , 0.2261 , 0.200611 , 0.220132 , 0.20202 , 0.129303 , 0.21536 , 0.227392 , 0.203446 , 0.188002 , 0.197929 , 0.164219 , 0.184024 , 0.179663 , 0.198575 , 0.195374 , 0.216123 , 0.243008 , 0.302023 , 0.206313 , 0.225843 , 0.171957 , 0.294018 , 0.116283 , 0.143623 , 0.095637 , 0.104035 , 0.109723 , 0.150201 , 0.111141 , 0.065286 , 0.108757 , 0.099398 , 0.205731 , 0.18132 , 0.172363 , 0.127073 , 0.182616 
 741 , 0.118001 , 0.285859 , 0.291953 , 0.227216 , 0.201996 , 0.22123 , 0.203009 , 0.129964 , 0.216488 , 0.228614 , 0.204923 , 0.189286 , 0.199435 , 0.16536 , 0.185535 , 0.180355 , 0.19958 , 0.196557 , 0.217832 , 0.244758 , 0.305686 , 0.208461 , 0.228003 , 0.17397 , 0.296854 , 0.116947 , 0.144434 , 0.096175 , 0.104631 , 0.110368 , 0.151166 , 0.111875 , 0.065661 , 0.109513 , 0.100079 , 0.207009 , 0.182535 , 0.173278 , 0.127824 , 0.183802 
 742 , 0.11912 , 0.288349 , 0.293453 , 0.228282 , 0.203352 , 0.222286 , 0.204036 , 0.130586 , 0.217594 , 0.229731 , 0.206345 , 0.190522 , 0.200861 , 0.166448 , 0.187013 , 0.181062 , 0.200544 , 0.197655 , 0.219492 , 0.246419 , 0.309162 , 0.210511 , 0.230039 , 0.175854 , 0.299557 , 0.117594 , 0.145232 , 0.096694 , 0.105226 , 0.110969 , 0.152111 , 0.112603 , 0.066013 , 0.110235 , 0.100734 , 0.208206 , 0.183666 , 0.174156 , 0.128539 , 0.18492 
 743 , 0.120245 , 0.290848 , 0.294955 , 0.229354 , 0.204711 , 0.223344 , 0.205069 , 0.13121 , 0.218707 , 0.230855 , 0.207775 , 0.19177 , 0.20229 , 0.167543 , 0.188502 , 0.181771 , 0.201515 , 0.198755 , 0.221164 , 0.248088 , 0.312655 , 0.212579 , 0.232088 , 0.177751 , 0.302275 , 0.118242 , 0.146036 , 0.097215 , 0.105823 , 0.111575 , 0.153066 , 0.113333 , 0.066362 , 0.110958 , 0.10139 , 0.209411 , 0.184808 , 0.175036 , 0.129261 , 0.186041 
 744 , 0.121253 , 0.293188 , 0.296367 , 0.230357 , 0.205947 , 0.224349 , 0.206015 , 0.131807 , 0.219721 , 0.231947 , 0.209107 , 0.192944 , 0.203649 , 0.168548 , 0.189897 , 0.182431 , 0.2024 , 0.199775 , 0.222732 , 0.249667 , 0.3159 , 0.214448 , 0.23399 , 0.179502 , 0.304823 , 0.118846 , 0.146785 , 0.097692 , 0.106384 , 0.112147 , 0.153974 , 0.114018 , 0.066687 , 0.111616 , 0.102006 , 0.210547 , 0.185891 , 0.175859 , 0.129909 , 0.187099 
 745 , 0.122054 , 0.295257 , 0.297623 , 0.231209 , 0.20692 , 0.225239 , 0.206806 , 0.132361 , 0.220566 , 0.233011 , 0.210255 , 0.193956 , 0.204868 , 0.169404 , 0.191117 , 0.18299 , 0.203116 , 0.200682 , 0.224088 , 0.251048 , 0.318709 , 0.215952 , 0.235613 , 0.181011 , 0.307083 , 0.119356 , 0.147422 , 0.098098 , 0.106889 , 0.112681 , 0.154793 , 0.114606 , 0.066965 , 0.112149 , 0.102534 , 0.211584 , 0.18689 , 0.176575 , 0.130422 , 0.188059 
 746 , 0.122858 , 0.29736 , 0.298886 , 0.232063 , 0.207879 , 0.226137 , 0.207606 , 0.132916 , 0.221413 , 0.234104 , 0.211414 , 0.194969 , 0.206098 , 0.170275 , 0.192336 , 0.183549 , 0.203829 , 0.201606 , 0.225453 , 0.252426 , 0.321553 , 0.217454 , 0.237243 , 0.182542 , 0.309363 , 0.119874 , 0.148058 , 0.098509 , 0.107397 , 0.113223 , 0.155611 , 0.115196 , 0.067246 , 0.112681 , 0.103056 , 0.212639 , 0.187908 , 0.177299 , 0.130939 , 0.189033 
 747 , 0.123659 , 0.299465 , 0.300145 , 0.232916 , 0.208834 , 0.227045 , 0.208405 , 0.133467 , 0.222264 , 0.235197 , 0.21257 , 0.195979 , 0.207329 , 0.171144 , 0.193547 , 0.184113 , 0.204537 , 0.202539 , 0.226813 , 0.253796 , 0.324387 , 0.218962 , 0.23887 , 0.184063 , 0.311632 , 0.120393 , 0.14869 , 0.09892 , 0.107907 , 0.113764 , 0.156427 , 0.115785 , 0.067525 , 0.113212 , 0.103578 , 0.213697 , 0.188926 , 0.178019 , 0.131451 , 0.190012 
 748 , 0.1242 , 0.301143 , 0.301088 , 0.23356 , 0.209602 , 0.227894 , 0.209157 , 0.133786 , 0.222956 , 0.236063 , 0.213453 , 0.196761 , 0.208259 , 0.171754 , 0.19441 , 0.184604 , 0.205059 , 0.20328 , 0.227797 , 0.254772 , 0.326545 , 0.220279 , 0.240052 , 0.185117 , 0.313241 , 0.12083 , 0.149198 , 0.099215 , 0.108329 , 0.114165 , 0.157056 , 0.116232 , 0.067707 , 0.11361 , 0.103969 , 0.214475 , 0.189697 , 0.178497 , 0.131814 , 0.190788 
 749 , 0.124769 , 0.302816 , 0.302054 , 0.234222 , 0.210404 , 0.228763 , 0.209899 , 0.134107 , 0.223654 , 0.236912 , 0.214352 , 0.197581 , 0.209206 , 0.17235 , 0.1953 , 0.185099 , 0.205584 , 0.204018 , 0.228791 , 0.255795 , 0.328709 , 0.221629 , 0.241251 , 0.186187 , 0.314867 , 0.12127 , 0.149739 , 0.099486 , 0.108746 , 0.114558 , 0.157704 , 0.116679 , 0.067891 , 0.114026 , 0.10438 , 0.215229 , 0.190456 , 0.178974 , 0.132183 , 0.191558 
 750 , 0.125352 , 0.304526 , 0.303046 , 0.234898 , 0.211224 , 0.229652 , 0.210659 , 0.134438 , 0.224374 , 0.237781 , 0.215275 , 0.19842 , 0.210176 , 0.172953 , 0.196213 , 0.185606 , 0.206121 , 0.204774 , 0.229813 , 0.256843 , 0.330922 , 0.223008 , 0.242484 , 0.187279 , 0.316531 , 0.12172 , 0.150286 , 0.099771 , 0.109173 , 0.114957 , 0.158364 , 0.117132 , 0.068079 , 0.114456 , 0.104796 , 0.215997 , 0.191233 , 0.179468 , 0.132557 , 0.192341 
 751 , 0.125832 , 0.3058 , 0.303872 , 0.235369 , 0.211792 , 0.230257 , 0.211142 , 0.13467 , 0.224928 , 0.238375 , 0.215928 , 0.199005 , 0.210872 , 0.173412 , 0.196905 , 0.185953 , 0.206504 , 0.205352 , 0.230573 , 0.257639 , 0.332573 , 0.223975 , 0.243416 , 0.188123 , 0.31777 , 0.122064 , 0.150723 , 0.100007 , 0.109434 , 0.115266 , 0.158855 , 0.117445 , 0.068206 , 0.114759 , 0.105104 , 0.216555 , 0.191822 , 0.179871 , 0.132876 , 0.192946 
 752 , 0.126295 , 0.307001 , 0.304725 , 0.235776 , 0.212314 , 0.230775 , 0.211593 , 0.134884 , 0.22548 , 0.238945 , 0.216497 , 0.199506 , 0.211505 , 0.173866 , 0.197533 , 0.186298 , 0.206903 , 0.205917 , 0.231296 , 0.258355 , 0.334092 , 0.224852 , 0.244258 , 0.188894 , 0.318878 , 0.122382 , 0.151107 , 0.100246 , 0.109663 , 0.115581 , 0.159286 , 0.117753 , 0.068316 , 0.114994 , 0.105392 , 0.217064 , 0.192378 , 0.180236 , 0.133185 , 0.193514 
 753 , 0.126786 , 0.308266 , 0.30562 , 0.236205 , 0.21286 , 0.231318 , 0.212069 , 0.135112 , 0.226063 , 0.239541 , 0.217095 , 0.200035 , 0.212166 , 0.174352 , 0.198195 , 0.18666 , 0.207321 , 0.206515 , 0.232054 , 0.259112 , 0.335692 , 0.225779 , 0.245141 , 0.189707 , 0.320043 , 0.122724 , 0.15151 , 0.100497 , 0.109903 , 0.115913 , 0.159737 , 0.118075 , 0.068436 , 0.115242 , 0.105692 , 0.217603 , 0.192963 , 0.180618 , 0.133509 , 0.194109 
 754 , 0.127221 , 0.309274 , 0.306322 , 0.236702 , 0.213337 , 0.231646 , 0.212399 , 0.135399 , 0.226501 , 0.23996 , 0.217567 , 0.20046 , 0.212661 , 0.174805 , 0.198728 , 0.186926 , 0.207666 , 0.206925 , 0.232693 , 0.259752 , 0.336958 , 0.226623 , 0.245833 , 0.1904 , 0.321011 , 0.122963 , 0.151806 , 0.100711 , 0.110068 , 0.116194 , 0.160017 , 0.118302 , 0.068554 , 0.115504 , 0.105946 , 0.21799 , 0.193372 , 0.180997 , 0.133916 , 0.194583 
 755 , 0.127544 , 0.309786 , 0.306598 , 0.237281 , 0.213662 , 0.231591 , 0.21242 , 0.135764 , 0.226628 , 0.240019 , 0.217784 , 0.200686 , 0.212845 , 0.175159 , 0.199033 , 0.186969 , 0.207844 , 0.206961 , 0.233069 , 0.260158 , 0.33764 , 0.227266 , 0.24621 , 0.190869 , 0.321605 , 0.123015 , 0.151913 , 0.10086 , 0.110077 , 0.116338 , 0.159983 , 0.118326 , 0.068661 , 0.115781 , 0.106087 , 0.218091 , 0.193447 , 0.181321 , 0.134456 , 0.194779 
 756 , 0.127885 , 0.310314 , 0.306863 , 0.2379 , 0.214003 , 0.231527 , 0.212419 , 0.136153 , 0.226739 , 0.24006 , 0.218007 , 0.200922 , 0.213029 , 0.175522 , 0.199372 , 0.186996 , 0.208014 , 0.206973 , 0.233456 , 0.260582 , 0.338371 , 0.227949 , 0.246617 , 0.191368 , 0.322241 , 0.123058 , 0.152027 , 0.101014 , 0.110077 , 0.116482 , 0.159941 , 0.11834 , 0.068774 , 0.116085 , 0.106229 , 0.218192 , 0.19351 , 0.181654 , 0.135037 , 0.194966 
 757 , 0.128267 , 0.310888 , 0.307171 , 0.238597 , 0.214397 , 0.231455 , 0.212429 , 0.136581 , 0.226882 , 0.240091 , 0.218265 , 0.201183 , 0.213248 , 0.175929 , 0.199746 , 0.187043 , 0.208206 , 0.206996 , 0.233896 , 0.261046 , 0.33915 , 0.228693 , 0.247071 , 0.191919 , 0.322943 , 0.123112 , 0.152155 , 0.101197 , 0.110088 , 0.116648 , 0.159892 , 0.118355 , 0.068901 , 0.116421 , 0.10639 , 0.218308 , 0.193588 , 0.182044 , 0.135692 , 0.195177 
 758 , 0.128781 , 0.311435 , 0.307737 , 0.239559 , 0.215059 , 0.231377 , 0.212584 , 0.137156 , 0.227312 , 0.240016 , 0.218692 , 0.201476 , 0.213643 , 0.17651 , 0.200229 , 0.187369 , 0.208519 , 0.207164 , 0.234468 , 0.261622 , 0.339737 , 0.2295 , 0.247567 , 0.192526 , 0.323768 , 0.123252 , 0.152297 , 0.101566 , 0.110195 , 0.116877 , 0.159872 , 0.118439 , 0.06911 , 0.116829 , 0.106647 , 0.218569 , 0.193759 , 0.182749 , 0.136525 , 0.195491 
