  time  ,:56:25 A,:56:32 A,:56:39 A,:56:48 A,:56:55 A,:57:52 A,:58:08 A,:58:15 A,:58:26 A,:58:33 A,:59:13 A,:59:20 A,:59:26 A,:59:36 A,:59:48 A,:00:13 P,:00:19 P,:00:27 P,:00:33 P,:00:43 P,:01:38 P,:01:45 P,:01:51 P,:01:59 P,:02:14 P,:02:57 P,:03:02 P,:03:09 P,:03:16 P,:03:24 P,:03:44 P,:03:50 P,:03:59 P,:04:12 P,:04:19 P,:05:00 P,:05:07 P,:05:15 P,:05:23 P,:05:30 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 463 , 0.015492 , 0.036569 , 0.077352 , 0.036455 , 0.033201 , 0.055668 , 0.049118 , 0.029266 , 0.046539 , 0.052564 , 0.050379 , 0.049305 , 0.041821 , 0.039714 , 0.030403 , 0.06582 , 0.06404 , 0.047639 , 0.030849 , 0.047323 , 0.019016 , 0.018606 , 0.02048 , 0.013193 , 0.025665 , 0.036475 , 0.043996 , 0.031436 , 0.032894 , 0.029848 , 0.03237 , 0.032432 , 0.020604 , 0.026324 , 0.023044 , 0.035692 , 0.035079 , 0.036652 , 0.03005 , 0.02964 
 464 , 0.015426 , 0.036345 , 0.0771 , 0.036247 , 0.033086 , 0.055464 , 0.048878 , 0.029094 , 0.046397 , 0.052385 , 0.05026 , 0.049193 , 0.04174 , 0.039636 , 0.030337 , 0.065527 , 0.063825 , 0.047449 , 0.030734 , 0.047217 , 0.018851 , 0.01851 , 0.020362 , 0.013095 , 0.02553 , 0.036356 , 0.043855 , 0.031363 , 0.032761 , 0.029718 , 0.032271 , 0.032307 , 0.020455 , 0.026211 , 0.022951 , 0.035561 , 0.034932 , 0.036526 , 0.02996 , 0.029506 
 465 , 0.01536 , 0.036116 , 0.076845 , 0.036045 , 0.032975 , 0.055264 , 0.048637 , 0.028926 , 0.046259 , 0.052209 , 0.050144 , 0.049078 , 0.041651 , 0.03956 , 0.030269 , 0.065237 , 0.063612 , 0.047258 , 0.030612 , 0.04711 , 0.018681 , 0.018409 , 0.020244 , 0.013002 , 0.025395 , 0.036244 , 0.043712 , 0.031283 , 0.032626 , 0.029587 , 0.032165 , 0.032185 , 0.0203 , 0.026097 , 0.022858 , 0.03543 , 0.034784 , 0.036403 , 0.029874 , 0.029377 
 466 , 0.015293 , 0.035893 , 0.076588 , 0.035842 , 0.032863 , 0.055066 , 0.0484 , 0.028753 , 0.046119 , 0.052036 , 0.050025 , 0.048966 , 0.041566 , 0.039483 , 0.030204 , 0.064941 , 0.063403 , 0.047066 , 0.030495 , 0.047 , 0.018517 , 0.018313 , 0.020126 , 0.01291 , 0.025264 , 0.036127 , 0.043567 , 0.031208 , 0.032491 , 0.029456 , 0.032063 , 0.032063 , 0.020151 , 0.025988 , 0.022769 , 0.035302 , 0.034635 , 0.03628 , 0.029782 , 0.029242 
 467 , 0.015198 , 0.035823 , 0.076333 , 0.035721 , 0.032777 , 0.054933 , 0.048274 , 0.028708 , 0.046039 , 0.051948 , 0.049951 , 0.048887 , 0.041458 , 0.039406 , 0.030147 , 0.064744 , 0.063254 , 0.046961 , 0.030431 , 0.046911 , 0.018497 , 0.018233 , 0.020007 , 0.012841 , 0.025125 , 0.036051 , 0.04349 , 0.03114 , 0.032407 , 0.029387 , 0.031982 , 0.031966 , 0.020088 , 0.025936 , 0.022718 , 0.035184 , 0.034546 , 0.036193 , 0.029716 , 0.029149 
 468 , 0.0151 , 0.035787 , 0.076075 , 0.03563 , 0.032698 , 0.054818 , 0.048171 , 0.028691 , 0.045976 , 0.051876 , 0.049892 , 0.048817 , 0.041343 , 0.039329 , 0.030099 , 0.064573 , 0.063125 , 0.046879 , 0.030386 , 0.046824 , 0.018511 , 0.018153 , 0.019889 , 0.012778 , 0.024986 , 0.035983 , 0.043422 , 0.031073 , 0.032335 , 0.029332 , 0.031901 , 0.03188 , 0.020051 , 0.025905 , 0.022685 , 0.035075 , 0.034464 , 0.03612 , 0.02966 , 0.029064 
 469 , 0.015002 , 0.035749 , 0.075821 , 0.035533 , 0.032623 , 0.054702 , 0.048073 , 0.028678 , 0.045912 , 0.051807 , 0.049832 , 0.048746 , 0.041228 , 0.039257 , 0.030045 , 0.064402 , 0.06299 , 0.046796 , 0.030336 , 0.046741 , 0.018526 , 0.018078 , 0.019767 , 0.012721 , 0.024848 , 0.035915 , 0.043359 , 0.031005 , 0.032261 , 0.029281 , 0.031819 , 0.031794 , 0.020008 , 0.025868 , 0.022647 , 0.03496 , 0.034387 , 0.036046 , 0.029603 , 0.028974 
 470 , 0.014961 , 0.03576 , 0.075714 , 0.035475 , 0.032649 , 0.05466 , 0.048071 , 0.02867 , 0.045937 , 0.051814 , 0.04987 , 0.048773 , 0.041217 , 0.039268 , 0.030048 , 0.06435 , 0.062998 , 0.046793 , 0.030344 , 0.046758 , 0.018514 , 0.018048 , 0.019726 , 0.012702 , 0.024802 , 0.035921 , 0.043371 , 0.03101 , 0.032263 , 0.029282 , 0.031802 , 0.031767 , 0.020002 , 0.025864 , 0.022638 , 0.034908 , 0.034362 , 0.036036 , 0.029612 , 0.028971 
 471 , 0.014986 , 0.035829 , 0.075797 , 0.035454 , 0.032798 , 0.054704 , 0.04819 , 0.028669 , 0.046056 , 0.051918 , 0.050029 , 0.048922 , 0.041336 , 0.039377 , 0.030107 , 0.064444 , 0.063166 , 0.046892 , 0.030418 , 0.046907 , 0.018478 , 0.018083 , 0.019776 , 0.012736 , 0.024872 , 0.036015 , 0.04347 , 0.031095 , 0.032357 , 0.029361 , 0.031856 , 0.031816 , 0.020042 , 0.025904 , 0.022652 , 0.034927 , 0.034391 , 0.03609 , 0.029712 , 0.029065 
 472 , 0.015011 , 0.035899 , 0.075881 , 0.035433 , 0.032953 , 0.054747 , 0.048304 , 0.028669 , 0.046175 , 0.052017 , 0.050183 , 0.049071 , 0.04146 , 0.039486 , 0.030167 , 0.064532 , 0.06334 , 0.046991 , 0.030487 , 0.047051 , 0.018438 , 0.018117 , 0.019831 , 0.012771 , 0.024946 , 0.036104 , 0.043574 , 0.031179 , 0.032452 , 0.029435 , 0.03191 , 0.031865 , 0.020076 , 0.025938 , 0.022671 , 0.034942 , 0.034426 , 0.036149 , 0.029806 , 0.02916 
 473 , 0.015026 , 0.035968 , 0.075985 , 0.035432 , 0.033102 , 0.054812 , 0.048429 , 0.028688 , 0.046299 , 0.052131 , 0.050353 , 0.049225 , 0.041585 , 0.039606 , 0.030237 , 0.064637 , 0.063524 , 0.047101 , 0.030562 , 0.047206 , 0.018413 , 0.018152 , 0.01988 , 0.012806 , 0.025021 , 0.036204 , 0.043684 , 0.031264 , 0.032546 , 0.029515 , 0.031975 , 0.031925 , 0.020116 , 0.025983 , 0.022696 , 0.034971 , 0.034465 , 0.036219 , 0.029901 , 0.029255 
 474 , 0.014974 , 0.036082 , 0.076308 , 0.035605 , 0.033179 , 0.05506 , 0.04859 , 0.028884 , 0.046465 , 0.052372 , 0.050589 , 0.049474 , 0.041803 , 0.039839 , 0.030371 , 0.064875 , 0.063815 , 0.047304 , 0.030682 , 0.047455 , 0.018465 , 0.018199 , 0.019937 , 0.012824 , 0.025141 , 0.036368 , 0.043923 , 0.031375 , 0.032646 , 0.029652 , 0.032129 , 0.032058 , 0.020158 , 0.026131 , 0.02277 , 0.035123 , 0.0346 , 0.036368 , 0.029989 , 0.029361 
 475 , 0.014927 , 0.036196 , 0.076633 , 0.035777 , 0.033259 , 0.055308 , 0.048754 , 0.029077 , 0.046634 , 0.052613 , 0.050825 , 0.049717 , 0.042019 , 0.04007 , 0.030503 , 0.065107 , 0.064109 , 0.04751 , 0.0308 , 0.047707 , 0.018523 , 0.018246 , 0.019994 , 0.012841 , 0.025269 , 0.036538 , 0.04416 , 0.03149 , 0.03275 , 0.029793 , 0.032281 , 0.032196 , 0.020206 , 0.026276 , 0.022846 , 0.035274 , 0.03474 , 0.036523 , 0.030075 , 0.02947 
 476 , 0.014873 , 0.036309 , 0.076953 , 0.035956 , 0.033334 , 0.055558 , 0.048919 , 0.029277 , 0.046797 , 0.052855 , 0.051066 , 0.049965 , 0.042235 , 0.0403 , 0.030636 , 0.065343 , 0.064404 , 0.047717 , 0.030919 , 0.047954 , 0.018576 , 0.018294 , 0.020052 , 0.012858 , 0.025392 , 0.036703 , 0.044398 , 0.031606 , 0.032854 , 0.029928 , 0.032434 , 0.032333 , 0.020249 , 0.026422 , 0.022921 , 0.035425 , 0.034874 , 0.036673 , 0.030161 , 0.02958 
 477 , 0.014874 , 0.036472 , 0.077224 , 0.036103 , 0.033409 , 0.055792 , 0.049158 , 0.029382 , 0.047031 , 0.053032 , 0.051295 , 0.050212 , 0.042438 , 0.040483 , 0.030775 , 0.065571 , 0.064685 , 0.047943 , 0.031044 , 0.048181 , 0.018616 , 0.018337 , 0.0201 , 0.012888 , 0.025488 , 0.036872 , 0.044621 , 0.031747 , 0.033003 , 0.030056 , 0.032588 , 0.032462 , 0.020312 , 0.026491 , 0.023007 , 0.035566 , 0.035039 , 0.036812 , 0.030254 , 0.029717 
 478 , 0.014894 , 0.036659 , 0.077475 , 0.036238 , 0.033483 , 0.056029 , 0.049422 , 0.029458 , 0.047291 , 0.053192 , 0.051528 , 0.050462 , 0.042632 , 0.040653 , 0.03092 , 0.065803 , 0.064971 , 0.048174 , 0.031174 , 0.048397 , 0.018649 , 0.018375 , 0.020141 , 0.01292 , 0.025576 , 0.03704 , 0.044835 , 0.031894 , 0.033168 , 0.030174 , 0.032747 , 0.032584 , 0.020385 , 0.026535 , 0.023095 , 0.0357 , 0.035223 , 0.036943 , 0.030351 , 0.029864 
 479 , 0.01491 , 0.036842 , 0.077726 , 0.036379 , 0.033552 , 0.056262 , 0.049687 , 0.029534 , 0.047546 , 0.053348 , 0.051761 , 0.050709 , 0.042827 , 0.040828 , 0.031065 , 0.066035 , 0.065252 , 0.048405 , 0.031299 , 0.048614 , 0.018683 , 0.018413 , 0.020183 , 0.012952 , 0.02567 , 0.037213 , 0.045049 , 0.032046 , 0.033333 , 0.030297 , 0.032901 , 0.032712 , 0.020457 , 0.026575 , 0.023183 , 0.035835 , 0.035403 , 0.037081 , 0.030445 , 0.030012 
 480 , 0.014908 , 0.03692 , 0.077872 , 0.036426 , 0.03358 , 0.056375 , 0.049822 , 0.029562 , 0.047699 , 0.053422 , 0.05191 , 0.050876 , 0.042943 , 0.040942 , 0.031146 , 0.066146 , 0.065423 , 0.048524 , 0.03137 , 0.048737 , 0.018702 , 0.018417 , 0.020199 , 0.012968 , 0.025713 , 0.037296 , 0.045173 , 0.032134 , 0.033417 , 0.030357 , 0.032979 , 0.03278 , 0.020489 , 0.026594 , 0.023213 , 0.035901 , 0.035479 , 0.037154 , 0.030509 , 0.030087 
 481 , 0.01488 , 0.036808 , 0.077836 , 0.036325 , 0.033537 , 0.056273 , 0.049722 , 0.02952 , 0.047676 , 0.053363 , 0.051911 , 0.0509 , 0.042922 , 0.040947 , 0.03112 , 0.066054 , 0.065389 , 0.048458 , 0.031339 , 0.048706 , 0.018693 , 0.018373 , 0.020176 , 0.012945 , 0.025676 , 0.03725 , 0.045147 , 0.032105 , 0.03337 , 0.030308 , 0.032923 , 0.032755 , 0.020451 , 0.026575 , 0.023157 , 0.035853 , 0.035381 , 0.037138 , 0.030531 , 0.030033 
 482 , 0.014851 , 0.036701 , 0.077804 , 0.03622 , 0.03349 , 0.056166 , 0.049622 , 0.029473 , 0.047657 , 0.053304 , 0.051916 , 0.050929 , 0.042901 , 0.040956 , 0.031094 , 0.065962 , 0.065359 , 0.048391 , 0.031307 , 0.048675 , 0.018685 , 0.01833 , 0.020149 , 0.012926 , 0.025639 , 0.037197 , 0.045124 , 0.032082 , 0.033323 , 0.030263 , 0.032867 , 0.032725 , 0.020412 , 0.026556 , 0.023096 , 0.035805 , 0.035278 , 0.037116 , 0.030547 , 0.029975 
 483 , 0.014817 , 0.036594 , 0.077766 , 0.036115 , 0.033442 , 0.056064 , 0.049527 , 0.029426 , 0.047632 , 0.05325 , 0.051921 , 0.050951 , 0.042879 , 0.040964 , 0.031068 , 0.065869 , 0.065323 , 0.048325 , 0.031275 , 0.048648 , 0.018671 , 0.018287 , 0.020121 , 0.012907 , 0.025607 , 0.037145 , 0.045096 , 0.032058 , 0.033276 , 0.030219 , 0.032811 , 0.0327 , 0.020373 , 0.026537 , 0.023041 , 0.035761 , 0.03518 , 0.0371 , 0.030568 , 0.029921 
 484 , 0.014735 , 0.036579 , 0.077613 , 0.036111 , 0.033367 , 0.056056 , 0.049492 , 0.029425 , 0.047649 , 0.053267 , 0.051928 , 0.050936 , 0.042836 , 0.040964 , 0.031016 , 0.065767 , 0.065289 , 0.048278 , 0.031263 , 0.048651 , 0.018627 , 0.018239 , 0.020036 , 0.012852 , 0.025564 , 0.037112 , 0.045041 , 0.032033 , 0.033241 , 0.030205 , 0.032768 , 0.032632 , 0.020338 , 0.02649 , 0.023062 , 0.035708 , 0.035139 , 0.037052 , 0.030588 , 0.029918 
 485 , 0.014647 , 0.036562 , 0.077462 , 0.036105 , 0.033286 , 0.056044 , 0.049458 , 0.029429 , 0.047662 , 0.053285 , 0.051941 , 0.050922 , 0.042796 , 0.040966 , 0.030959 , 0.065669 , 0.065258 , 0.048239 , 0.03125 , 0.048655 , 0.018579 , 0.018193 , 0.019949 , 0.012796 , 0.025526 , 0.037083 , 0.044988 , 0.032007 , 0.033206 , 0.030186 , 0.032724 , 0.032569 , 0.02031 , 0.026439 , 0.023084 , 0.035654 , 0.035097 , 0.037008 , 0.030603 , 0.02991 
 486 , 0.014563 , 0.036548 , 0.07731 , 0.036099 , 0.03321 , 0.056035 , 0.049423 , 0.029427 , 0.047673 , 0.053301 , 0.051946 , 0.050912 , 0.042751 , 0.040966 , 0.030906 , 0.065565 , 0.065225 , 0.048193 , 0.031236 , 0.048658 , 0.018532 , 0.018147 , 0.019861 , 0.012739 , 0.025483 , 0.037048 , 0.044935 , 0.031985 , 0.033165 , 0.030171 , 0.03268 , 0.032505 , 0.020276 , 0.026393 , 0.023109 , 0.035604 , 0.035054 , 0.036963 , 0.030621 , 0.029906 
 487 , 0.014622 , 0.036727 , 0.077578 , 0.036228 , 0.033368 , 0.056257 , 0.049652 , 0.029539 , 0.04792 , 0.053551 , 0.052173 , 0.051135 , 0.042923 , 0.041165 , 0.031041 , 0.065777 , 0.065517 , 0.048414 , 0.031376 , 0.048898 , 0.018601 , 0.018221 , 0.019909 , 0.01276 , 0.025575 , 0.037212 , 0.045144 , 0.03211 , 0.033298 , 0.030297 , 0.032808 , 0.032629 , 0.020338 , 0.026508 , 0.023204 , 0.035734 , 0.0352 , 0.037132 , 0.030797 , 0.030063 
 488 , 0.014752 , 0.037013 , 0.078064 , 0.036423 , 0.033647 , 0.056603 , 0.050025 , 0.029705 , 0.048289 , 0.053917 , 0.052501 , 0.051475 , 0.043201 , 0.041466 , 0.03127 , 0.066153 , 0.065983 , 0.048764 , 0.031596 , 0.049264 , 0.018739 , 0.018364 , 0.02003 , 0.012816 , 0.025733 , 0.037464 , 0.045493 , 0.032311 , 0.033512 , 0.030495 , 0.033036 , 0.032846 , 0.02045 , 0.026708 , 0.023332 , 0.035953 , 0.035443 , 0.037409 , 0.031045 , 0.030305 
 489 , 0.014883 , 0.0373 , 0.07855 , 0.036618 , 0.033927 , 0.056945 , 0.050394 , 0.029876 , 0.048659 , 0.054284 , 0.052835 , 0.051822 , 0.043481 , 0.041762 , 0.0315 , 0.06653 , 0.066445 , 0.04911 , 0.031816 , 0.049627 , 0.018873 , 0.018502 , 0.020146 , 0.012878 , 0.025886 , 0.037721 , 0.045837 , 0.032513 , 0.033721 , 0.030688 , 0.033255 , 0.033059 , 0.020562 , 0.026914 , 0.023465 , 0.036172 , 0.035686 , 0.037686 , 0.031295 , 0.030548 
 490 , 0.015024 , 0.037641 , 0.079201 , 0.036907 , 0.034239 , 0.057393 , 0.050841 , 0.030124 , 0.049077 , 0.054755 , 0.053258 , 0.052268 , 0.043851 , 0.042123 , 0.031792 , 0.067031 , 0.067016 , 0.049539 , 0.032108 , 0.050067 , 0.019049 , 0.018682 , 0.02032 , 0.012989 , 0.026104 , 0.038053 , 0.046253 , 0.032777 , 0.033993 , 0.030953 , 0.033551 , 0.033329 , 0.020717 , 0.027154 , 0.023642 , 0.03646 , 0.035993 , 0.038018 , 0.031581 , 0.030832 
 491 , 0.015178 , 0.0381 , 0.08022 , 0.037402 , 0.034625 , 0.058088 , 0.051493 , 0.030559 , 0.049601 , 0.055478 , 0.0539 , 0.052954 , 0.044432 , 0.042611 , 0.032218 , 0.067809 , 0.067824 , 0.050152 , 0.032562 , 0.050683 , 0.019326 , 0.018946 , 0.020615 , 0.013221 , 0.026462 , 0.03856 , 0.046824 , 0.033179 , 0.034387 , 0.031378 , 0.033998 , 0.03372 , 0.020974 , 0.027479 , 0.023923 , 0.036901 , 0.036451 , 0.038484 , 0.03195 , 0.031231 
 492 , 0.015333 , 0.038556 , 0.081247 , 0.037905 , 0.035008 , 0.058777 , 0.052138 , 0.030997 , 0.050128 , 0.056201 , 0.054541 , 0.053645 , 0.045006 , 0.043097 , 0.032646 , 0.068586 , 0.068637 , 0.050764 , 0.033018 , 0.051298 , 0.019604 , 0.019217 , 0.020912 , 0.013455 , 0.026817 , 0.039066 , 0.047394 , 0.033578 , 0.034784 , 0.031801 , 0.034448 , 0.034107 , 0.021238 , 0.027805 , 0.024201 , 0.03734 , 0.036912 , 0.038954 , 0.03232 , 0.031628 
 493 , 0.015488 , 0.039016 , 0.082269 , 0.038401 , 0.035399 , 0.059469 , 0.052783 , 0.031433 , 0.050651 , 0.056923 , 0.055186 , 0.05433 , 0.045584 , 0.043586 , 0.033072 , 0.069368 , 0.069445 , 0.051374 , 0.033467 , 0.051917 , 0.019879 , 0.019485 , 0.021206 , 0.013685 , 0.027175 , 0.039569 , 0.047962 , 0.033979 , 0.035183 , 0.032222 , 0.034896 , 0.034497 , 0.021498 , 0.028133 , 0.024485 , 0.037781 , 0.037371 , 0.039421 , 0.032693 , 0.032027 
 494 , 0.01564 , 0.039512 , 0.08314 , 0.038894 , 0.035767 , 0.060149 , 0.053421 , 0.031811 , 0.051283 , 0.057522 , 0.055889 , 0.054905 , 0.046065 , 0.044092 , 0.033459 , 0.070061 , 0.070164 , 0.051927 , 0.033902 , 0.052551 , 0.020194 , 0.019735 , 0.021482 , 0.013842 , 0.027566 , 0.039971 , 0.048502 , 0.034335 , 0.035561 , 0.032568 , 0.035267 , 0.034855 , 0.021739 , 0.028452 , 0.024748 , 0.038235 , 0.037776 , 0.039873 , 0.033068 , 0.032449 
 495 , 0.015786 , 0.040016 , 0.084008 , 0.039389 , 0.036133 , 0.060834 , 0.054062 , 0.032188 , 0.051924 , 0.058116 , 0.056594 , 0.055476 , 0.046545 , 0.044598 , 0.033845 , 0.070749 , 0.070873 , 0.052478 , 0.034336 , 0.053187 , 0.020513 , 0.01999 , 0.021755 , 0.014 , 0.027963 , 0.040363 , 0.049035 , 0.034683 , 0.035941 , 0.032913 , 0.035626 , 0.035222 , 0.021983 , 0.028766 , 0.025012 , 0.038691 , 0.038183 , 0.040327 , 0.033446 , 0.032871 
 496 , 0.015932 , 0.040523 , 0.08487 , 0.039878 , 0.036501 , 0.061518 , 0.054702 , 0.032562 , 0.052563 , 0.058713 , 0.057298 , 0.056049 , 0.047022 , 0.045107 , 0.034227 , 0.07144 , 0.071581 , 0.053031 , 0.034768 , 0.053822 , 0.020829 , 0.020246 , 0.022031 , 0.014153 , 0.028358 , 0.040757 , 0.049576 , 0.035033 , 0.036324 , 0.033259 , 0.035991 , 0.035585 , 0.022223 , 0.029081 , 0.025277 , 0.039144 , 0.038592 , 0.040783 , 0.033821 , 0.033296 
 497 , 0.016113 , 0.040993 , 0.0857 , 0.040366 , 0.036865 , 0.062121 , 0.055287 , 0.032921 , 0.053182 , 0.0593 , 0.057847 , 0.056599 , 0.047476 , 0.045585 , 0.034598 , 0.072032 , 0.072226 , 0.053547 , 0.035167 , 0.054378 , 0.021186 , 0.020538 , 0.022325 , 0.014347 , 0.028746 , 0.041102 , 0.050026 , 0.035366 , 0.03664 , 0.033563 , 0.036364 , 0.035925 , 0.022409 , 0.029357 , 0.025543 , 0.039577 , 0.038965 , 0.041217 , 0.034195 , 0.033699 
 498 , 0.016306 , 0.041434 , 0.086498 , 0.040847 , 0.037223 , 0.062664 , 0.055829 , 0.033268 , 0.053775 , 0.059872 , 0.058275 , 0.057133 , 0.047914 , 0.046033 , 0.034949 , 0.072554 , 0.072821 , 0.054042 , 0.035546 , 0.054875 , 0.021571 , 0.020858 , 0.022629 , 0.014567 , 0.029124 , 0.041408 , 0.050417 , 0.035682 , 0.036919 , 0.033839 , 0.036746 , 0.036248 , 0.02255 , 0.029606 , 0.025803 , 0.039988 , 0.039307 , 0.041644 , 0.034562 , 0.034085 
 499 , 0.016501 , 0.041872 , 0.087299 , 0.041331 , 0.037581 , 0.06321 , 0.056372 , 0.033616 , 0.054366 , 0.060447 , 0.058704 , 0.057664 , 0.048347 , 0.046488 , 0.035302 , 0.073078 , 0.073414 , 0.054534 , 0.035922 , 0.055369 , 0.021957 , 0.021175 , 0.022934 , 0.014789 , 0.029499 , 0.041714 , 0.050805 , 0.036006 , 0.037193 , 0.03411 , 0.037124 , 0.036573 , 0.022693 , 0.029856 , 0.026064 , 0.040401 , 0.03965 , 0.042066 , 0.034929 , 0.034472 
 500 , 0.016707 , 0.042339 , 0.088164 , 0.041855 , 0.037974 , 0.063812 , 0.056956 , 0.033993 , 0.054997 , 0.061079 , 0.059183 , 0.058225 , 0.04881 , 0.046957 , 0.035678 , 0.073653 , 0.074053 , 0.05506 , 0.036326 , 0.055913 , 0.022373 , 0.021514 , 0.023268 , 0.015017 , 0.029923 , 0.042055 , 0.051222 , 0.036331 , 0.0375 , 0.034415 , 0.037527 , 0.0369 , 0.022847 , 0.030134 , 0.026327 , 0.040839 , 0.040022 , 0.042523 , 0.035315 , 0.034883 
 501 , 0.016953 , 0.042908 , 0.089249 , 0.042538 , 0.038492 , 0.064622 , 0.057671 , 0.034466 , 0.055767 , 0.061898 , 0.059835 , 0.058861 , 0.049361 , 0.047494 , 0.036132 , 0.074397 , 0.074841 , 0.055677 , 0.036841 , 0.056624 , 0.022882 , 0.021925 , 0.023713 , 0.015281 , 0.030515 , 0.042496 , 0.051763 , 0.036688 , 0.037904 , 0.034821 , 0.038 , 0.037243 , 0.023041 , 0.03051 , 0.026606 , 0.04138 , 0.040512 , 0.043099 , 0.035767 , 0.035387 
 502 , 0.017195 , 0.043482 , 0.090332 , 0.043216 , 0.039008 , 0.065432 , 0.058387 , 0.034943 , 0.056537 , 0.062717 , 0.060485 , 0.059508 , 0.049917 , 0.048036 , 0.03659 , 0.075141 , 0.075629 , 0.056298 , 0.03735 , 0.057334 , 0.023396 , 0.022333 , 0.024156 , 0.015542 , 0.031112 , 0.042934 , 0.052302 , 0.037042 , 0.038312 , 0.035224 , 0.038471 , 0.037589 , 0.023242 , 0.030888 , 0.026887 , 0.041914 , 0.040995 , 0.043673 , 0.036223 , 0.035888 
 503 , 0.017433 , 0.044053 , 0.091416 , 0.043898 , 0.039521 , 0.066243 , 0.059101 , 0.035422 , 0.057307 , 0.063536 , 0.06114 , 0.060147 , 0.050469 , 0.048574 , 0.03705 , 0.075888 , 0.076422 , 0.056923 , 0.037861 , 0.058049 , 0.023908 , 0.022745 , 0.024597 , 0.015811 , 0.031701 , 0.043375 , 0.052845 , 0.037397 , 0.03871 , 0.03563 , 0.038945 , 0.037931 , 0.023438 , 0.031264 , 0.02717 , 0.042452 , 0.04148 , 0.044245 , 0.036682 , 0.036393 
 504 , 0.017801 , 0.044911 , 0.09284 , 0.04467 , 0.040198 , 0.067254 , 0.060045 , 0.035952 , 0.058257 , 0.064559 , 0.061988 , 0.060952 , 0.051171 , 0.04927 , 0.037686 , 0.076821 , 0.077374 , 0.057736 , 0.038539 , 0.058939 , 0.024582 , 0.023272 , 0.025215 , 0.016239 , 0.032473 , 0.043988 , 0.053538 , 0.037868 , 0.039199 , 0.036123 , 0.039548 , 0.038464 , 0.023749 , 0.031721 , 0.027566 , 0.043177 , 0.042131 , 0.044965 , 0.037245 , 0.037052 
 505 , 0.018191 , 0.045805 , 0.094316 , 0.045448 , 0.040899 , 0.068302 , 0.061019 , 0.03649 , 0.059236 , 0.065611 , 0.062867 , 0.061781 , 0.051888 , 0.049987 , 0.038344 , 0.077779 , 0.078346 , 0.058577 , 0.03924 , 0.059863 , 0.025274 , 0.023815 , 0.025858 , 0.016695 , 0.033265 , 0.044627 , 0.054255 , 0.038349 , 0.039694 , 0.036625 , 0.040175 , 0.039019 , 0.02408 , 0.03219 , 0.027981 , 0.043925 , 0.042801 , 0.045713 , 0.037825 , 0.037733 
 506 , 0.018574 , 0.046701 , 0.095788 , 0.046228 , 0.041595 , 0.069341 , 0.061996 , 0.037033 , 0.060212 , 0.066666 , 0.063746 , 0.06261 , 0.052611 , 0.050702 , 0.039007 , 0.078737 , 0.079313 , 0.059418 , 0.039942 , 0.060783 , 0.025974 , 0.024359 , 0.026501 , 0.017149 , 0.034064 , 0.045265 , 0.054971 , 0.038833 , 0.040198 , 0.037131 , 0.040796 , 0.039572 , 0.024408 , 0.032656 , 0.028399 , 0.044672 , 0.043476 , 0.046456 , 0.038403 , 0.038414 
 507 , 0.018946 , 0.047569 , 0.097217 , 0.047044 , 0.042312 , 0.070328 , 0.062915 , 0.037596 , 0.061109 , 0.067735 , 0.064583 , 0.063429 , 0.05333 , 0.051399 , 0.039653 , 0.079656 , 0.080263 , 0.060229 , 0.04067 , 0.061711 , 0.026758 , 0.024958 , 0.027157 , 0.017589 , 0.034893 , 0.045835 , 0.055682 , 0.039297 , 0.040687 , 0.037623 , 0.041425 , 0.04009 , 0.024734 , 0.033121 , 0.02881 , 0.04543 , 0.044166 , 0.047181 , 0.038953 , 0.039106 
 508 , 0.019299 , 0.048402 , 0.098603 , 0.047885 , 0.043038 , 0.071255 , 0.063778 , 0.038186 , 0.061941 , 0.068818 , 0.065385 , 0.064241 , 0.054052 , 0.052071 , 0.040293 , 0.080525 , 0.081185 , 0.061028 , 0.04142 , 0.062662 , 0.027628 , 0.02562 , 0.027826 , 0.018012 , 0.035759 , 0.04635 , 0.05639 , 0.039743 , 0.041167 , 0.038103 , 0.042053 , 0.040562 , 0.025048 , 0.033575 , 0.029218 , 0.046207 , 0.04487 , 0.04789 , 0.039473 , 0.039809 
 509 , 0.019655 , 0.049241 , 0.099992 , 0.048732 , 0.043764 , 0.072177 , 0.064648 , 0.038774 , 0.062767 , 0.069903 , 0.066186 , 0.065052 , 0.054779 , 0.052748 , 0.040932 , 0.081393 , 0.082113 , 0.061821 , 0.042165 , 0.063608 , 0.028496 , 0.026277 , 0.02849 , 0.018433 , 0.036622 , 0.046862 , 0.057102 , 0.040191 , 0.041645 , 0.038581 , 0.042685 , 0.041037 , 0.02537 , 0.034028 , 0.029624 , 0.046984 , 0.045573 , 0.048599 , 0.039991 , 0.040511 
