JUL21WSG100005.spu,
Wavelength,JUL21WSG100006.spu,JUL21WSG100007.spu,JUL21WSG100008.spu,JUL21WSG100009.spu,JUL21WSG100010.spu,JUL21WSG100011.spu,JUL21WSG100012.spu,JUL21WSG100013.spu,JUL21WSG100014.spu,JUL21WSG100015.spu,JUL21WSG100016.spu,JUL21WSG100017.spu,JUL21WSG100018.spu,JUL21WSG100019.spu,JUL21WSG100020.spu,JUL21WSG100021.spu,JUL21WSG100022.spu,JUL21WSG100023.spu,JUL21WSG100024.spu,JUL21WSG100025.spu
  (nm),7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 
  time  ,:53:59 A,:54:10 A,:54:22 A,:54:31 A,:54:40 A,:55:04 A,:55:14 A,:55:21 A,:55:29 A,:55:35 A,:55:59 A,:56:04 A,:56:10 A,:56:17 A,:56:32 A,:57:16 A,:57:23 A,:57:28 A,:57:34 A,:57:40 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 389 , 0.022275 , 0.011952 , 0.022602 , 0.013531 , 0.009075 , 0.005178 , 0.012114 , 0.009667 , 0.010002 , 0.009824 , 0.007136 , 0.005901 , 0.009612 , 0.013605 , 0.005137 , 0.018844 , 0.019248 , 0.017861 , 0.012562 , 0.021177 
 390 , 0.022516 , 0.012084 , 0.023221 , 0.013715 , 0.009232 , 0.005252 , 0.012309 , 0.009784 , 0.010114 , 0.010186 , 0.007232 , 0.005988 , 0.00975 , 0.013748 , 0.005326 , 0.019107 , 0.019455 , 0.017796 , 0.012608 , 0.021564 
 391 , 0.022754 , 0.012212 , 0.023816 , 0.013896 , 0.009386 , 0.005326 , 0.012495 , 0.009898 , 0.010225 , 0.010534 , 0.007323 , 0.00607 , 0.009883 , 0.013886 , 0.005508 , 0.019361 , 0.019657 , 0.017739 , 0.012651 , 0.021936 
 392 , 0.022988 , 0.012337 , 0.024387 , 0.01407 , 0.009533 , 0.005397 , 0.012673 , 0.01001 , 0.010332 , 0.010865 , 0.007412 , 0.006151 , 0.010012 , 0.014022 , 0.005683 , 0.019604 , 0.01985 , 0.017687 , 0.012696 , 0.022294 
 393 , 0.023256 , 0.012736 , 0.024911 , 0.014391 , 0.00978 , 0.005674 , 0.013011 , 0.010172 , 0.010693 , 0.010823 , 0.007692 , 0.006305 , 0.010322 , 0.014323 , 0.005713 , 0.01971 , 0.020129 , 0.017895 , 0.01297 , 0.022527 
 394 , 0.023514 , 0.013151 , 0.02539 , 0.014714 , 0.010025 , 0.005965 , 0.013352 , 0.010331 , 0.01107 , 0.010725 , 0.007983 , 0.006462 , 0.010639 , 0.014628 , 0.005721 , 0.019789 , 0.0204 , 0.018131 , 0.013261 , 0.022729 
 395 , 0.02376 , 0.013537 , 0.025836 , 0.015014 , 0.010252 , 0.006233 , 0.013667 , 0.01048 , 0.011417 , 0.010637 , 0.008251 , 0.006605 , 0.01093 , 0.01491 , 0.005731 , 0.019863 , 0.020654 , 0.018349 , 0.013532 , 0.022915 
 396 , 0.024128 , 0.013962 , 0.026314 , 0.015375 , 0.010654 , 0.006559 , 0.013929 , 0.010854 , 0.011678 , 0.010837 , 0.008613 , 0.006767 , 0.011251 , 0.015115 , 0.005973 , 0.020228 , 0.020992 , 0.018719 , 0.013872 , 0.023156 
 397 , 0.024592 , 0.014407 , 0.026793 , 0.015777 , 0.011194 , 0.006921 , 0.014132 , 0.011412 , 0.011848 , 0.011289 , 0.009045 , 0.006944 , 0.011578 , 0.015235 , 0.006423 , 0.020838 , 0.021394 , 0.019205 , 0.014252 , 0.023438 
 398 , 0.024996 , 0.014791 , 0.02721 , 0.016124 , 0.011663 , 0.007232 , 0.014306 , 0.011895 , 0.011994 , 0.011681 , 0.009419 , 0.007095 , 0.011863 , 0.015342 , 0.006809 , 0.021368 , 0.02174 , 0.019627 , 0.014586 , 0.023681 
 399 , 0.025366 , 0.015132 , 0.027599 , 0.016426 , 0.012043 , 0.007497 , 0.014484 , 0.012291 , 0.012166 , 0.01203 , 0.009733 , 0.007251 , 0.012101 , 0.015467 , 0.007138 , 0.021819 , 0.022043 , 0.019985 , 0.014881 , 0.02392 
 400 , 0.025796 , 0.01547 , 0.028106 , 0.016666 , 0.012143 , 0.007648 , 0.014846 , 0.012432 , 0.012621 , 0.012369 , 0.009892 , 0.007573 , 0.012212 , 0.015828 , 0.007337 , 0.022111 , 0.022287 , 0.020222 , 0.015177 , 0.024323 
 401 , 0.026177 , 0.015771 , 0.028555 , 0.016877 , 0.012232 , 0.007783 , 0.015163 , 0.012556 , 0.013026 , 0.012669 , 0.010033 , 0.007857 , 0.012315 , 0.016144 , 0.007516 , 0.022371 , 0.022502 , 0.020432 , 0.01544 , 0.024679 
 402 , 0.026519 , 0.016035 , 0.028956 , 0.017063 , 0.012312 , 0.007901 , 0.015445 , 0.012665 , 0.013386 , 0.012934 , 0.010161 , 0.008107 , 0.012403 , 0.016428 , 0.007675 , 0.022603 , 0.022695 , 0.020619 , 0.015675 , 0.024997 
 403 , 0.027015 , 0.016404 , 0.029287 , 0.017393 , 0.0126 , 0.00805 , 0.015651 , 0.012896 , 0.013576 , 0.013123 , 0.010438 , 0.008277 , 0.012637 , 0.016627 , 0.00789 , 0.022915 , 0.023015 , 0.020973 , 0.015897 , 0.02519 
 404 , 0.027538 , 0.016791 , 0.029589 , 0.017757 , 0.012943 , 0.008203 , 0.015825 , 0.013159 , 0.01371 , 0.013281 , 0.010754 , 0.008416 , 0.012906 , 0.016791 , 0.008118 , 0.023241 , 0.023362 , 0.021366 , 0.016109 , 0.025339 
 405 , 0.028028 , 0.01715 , 0.02987 , 0.018094 , 0.013261 , 0.008345 , 0.015989 , 0.013401 , 0.013836 , 0.013429 , 0.011046 , 0.008541 , 0.013158 , 0.016944 , 0.008332 , 0.023544 , 0.023684 , 0.021733 , 0.016304 , 0.025478 
 406 , 0.028429 , 0.017452 , 0.030248 , 0.018415 , 0.013475 , 0.008463 , 0.016174 , 0.013593 , 0.013991 , 0.013621 , 0.011293 , 0.008653 , 0.013371 , 0.017147 , 0.008563 , 0.023853 , 0.023926 , 0.02201 , 0.016482 , 0.02572 
 407 , 0.02871 , 0.017674 , 0.030787 , 0.018723 , 0.013536 , 0.008542 , 0.016397 , 0.013715 , 0.014194 , 0.01389 , 0.011483 , 0.008744 , 0.01354 , 0.017436 , 0.008835 , 0.024187 , 0.024058 , 0.022165 , 0.016632 , 0.026125 
 408 , 0.028971 , 0.017885 , 0.031297 , 0.019018 , 0.013593 , 0.008619 , 0.016614 , 0.013829 , 0.01439 , 0.014147 , 0.011662 , 0.008828 , 0.013702 , 0.017712 , 0.009092 , 0.024506 , 0.024178 , 0.022307 , 0.016776 , 0.026511 
 409 , 0.029222 , 0.018084 , 0.031778 , 0.019294 , 0.013645 , 0.008689 , 0.016816 , 0.013937 , 0.014574 , 0.014389 , 0.011829 , 0.00891 , 0.013851 , 0.017973 , 0.009334 , 0.024804 , 0.024295 , 0.022444 , 0.016912 , 0.026876 
 410 , 0.029729 , 0.0184 , 0.032278 , 0.019658 , 0.01396 , 0.008921 , 0.017046 , 0.014139 , 0.014791 , 0.014522 , 0.011978 , 0.009096 , 0.014107 , 0.018214 , 0.009462 , 0.025063 , 0.024665 , 0.022859 , 0.017167 , 0.027138 
 411 , 0.030207 , 0.018695 , 0.032746 , 0.020001 , 0.014254 , 0.009134 , 0.017266 , 0.014329 , 0.014997 , 0.014651 , 0.012114 , 0.009275 , 0.014351 , 0.018442 , 0.009582 , 0.025307 , 0.025012 , 0.023251 , 0.01741 , 0.027382 
 412 , 0.030658 , 0.018977 , 0.033192 , 0.020324 , 0.01453 , 0.00934 , 0.017471 , 0.014512 , 0.015187 , 0.014774 , 0.012244 , 0.009445 , 0.014578 , 0.018658 , 0.009695 , 0.025536 , 0.02534 , 0.023616 , 0.017638 , 0.027613 
 413 , 0.031103 , 0.01931 , 0.033653 , 0.020662 , 0.014828 , 0.009557 , 0.017681 , 0.014711 , 0.015394 , 0.014912 , 0.012538 , 0.009571 , 0.014846 , 0.018868 , 0.009929 , 0.025842 , 0.025671 , 0.023884 , 0.017904 , 0.02787 
 414 , 0.031542 , 0.019663 , 0.034115 , 0.020994 , 0.015124 , 0.009777 , 0.017892 , 0.014918 , 0.015606 , 0.015062 , 0.012912 , 0.009674 , 0.015124 , 0.019075 , 0.010225 , 0.026176 , 0.025996 , 0.024096 , 0.018189 , 0.028135 
 415 , 0.031957 , 0.020002 , 0.034556 , 0.021314 , 0.015411 , 0.009981 , 0.018095 , 0.015112 , 0.015803 , 0.015204 , 0.013267 , 0.009774 , 0.015393 , 0.01927 , 0.010509 , 0.026497 , 0.026305 , 0.024298 , 0.018461 , 0.02839 
 416 , 0.032358 , 0.020328 , 0.035014 , 0.021615 , 0.01566 , 0.01017 , 0.018327 , 0.015307 , 0.016006 , 0.015377 , 0.013562 , 0.009906 , 0.015627 , 0.019484 , 0.010765 , 0.026831 , 0.0266 , 0.024543 , 0.018729 , 0.028672 
 417 , 0.032748 , 0.020652 , 0.035557 , 0.021903 , 0.015848 , 0.010317 , 0.018671 , 0.015511 , 0.016222 , 0.015642 , 0.01374 , 0.010133 , 0.015799 , 0.019754 , 0.01098 , 0.027228 , 0.02688 , 0.024918 , 0.019016 , 0.029056 
 418 , 0.033125 , 0.020963 , 0.03608 , 0.022184 , 0.016029 , 0.010463 , 0.019007 , 0.015713 , 0.016433 , 0.015894 , 0.013911 , 0.010353 , 0.015965 , 0.020013 , 0.011182 , 0.027611 , 0.027151 , 0.025278 , 0.019297 , 0.029424 
 419 , 0.033486 , 0.021267 , 0.036584 , 0.02245 , 0.016201 , 0.010603 , 0.019326 , 0.015905 , 0.016637 , 0.01614 , 0.014077 , 0.010565 , 0.016125 , 0.020266 , 0.011381 , 0.027983 , 0.027414 , 0.025624 , 0.019564 , 0.029785 
 420 , 0.034062 , 0.021682 , 0.037049 , 0.0228 , 0.016547 , 0.010831 , 0.019706 , 0.016184 , 0.016909 , 0.016382 , 0.014425 , 0.010755 , 0.016394 , 0.020556 , 0.011613 , 0.028393 , 0.027843 , 0.026035 , 0.019919 , 0.030171 
 421 , 0.034644 , 0.022098 , 0.037498 , 0.023145 , 0.016904 , 0.011062 , 0.02008 , 0.016463 , 0.01718 , 0.016616 , 0.014787 , 0.010936 , 0.016666 , 0.020843 , 0.011841 , 0.028802 , 0.028285 , 0.026443 , 0.020268 , 0.030551 
 422 , 0.03521 , 0.022506 , 0.03794 , 0.023481 , 0.01725 , 0.01129 , 0.020447 , 0.016738 , 0.017447 , 0.016846 , 0.015134 , 0.011116 , 0.016934 , 0.021125 , 0.012064 , 0.029199 , 0.02871 , 0.02684 , 0.020613 , 0.030923 
 423 , 0.035724 , 0.022862 , 0.0384 , 0.02382 , 0.017555 , 0.011505 , 0.02081 , 0.016977 , 0.017707 , 0.017082 , 0.015473 , 0.011326 , 0.017168 , 0.021376 , 0.012346 , 0.029599 , 0.029064 , 0.027206 , 0.020899 , 0.03131 
 424 , 0.036199 , 0.023176 , 0.038882 , 0.024163 , 0.017835 , 0.011705 , 0.021176 , 0.017191 , 0.017963 , 0.017328 , 0.015807 , 0.011565 , 0.017378 , 0.021601 , 0.012684 , 0.030012 , 0.029356 , 0.027547 , 0.021141 , 0.031715 
 425 , 0.036668 , 0.023488 , 0.039361 , 0.024503 , 0.018111 , 0.011907 , 0.02154 , 0.017401 , 0.018217 , 0.01757 , 0.016136 , 0.011801 , 0.01759 , 0.021826 , 0.013016 , 0.030421 , 0.029649 , 0.027885 , 0.021383 , 0.032118 
 426 , 0.037146 , 0.023795 , 0.039841 , 0.024831 , 0.018374 , 0.012102 , 0.021908 , 0.017606 , 0.018477 , 0.017819 , 0.016448 , 0.012028 , 0.017803 , 0.022073 , 0.013324 , 0.030815 , 0.029941 , 0.028227 , 0.021644 , 0.032525 
 427 , 0.037705 , 0.024098 , 0.040352 , 0.02513 , 0.018592 , 0.012298 , 0.022298 , 0.017777 , 0.018774 , 0.018081 , 0.016685 , 0.012231 , 0.018042 , 0.022421 , 0.013524 , 0.031183 , 0.030233 , 0.028643 , 0.022013 , 0.032963 
 428 , 0.038259 , 0.024398 , 0.04086 , 0.025431 , 0.018806 , 0.012487 , 0.022682 , 0.017952 , 0.019064 , 0.018345 , 0.016919 , 0.012435 , 0.018278 , 0.022766 , 0.013722 , 0.031543 , 0.030526 , 0.029053 , 0.022376 , 0.033402 
 429 , 0.038807 , 0.024695 , 0.041363 , 0.025728 , 0.019021 , 0.01268 , 0.023068 , 0.018119 , 0.019355 , 0.018606 , 0.017154 , 0.012636 , 0.018514 , 0.023112 , 0.01392 , 0.0319 , 0.03082 , 0.02946 , 0.022737 , 0.033838 
 430 , 0.039717 , 0.025216 , 0.042189 , 0.026353 , 0.019501 , 0.013086 , 0.023643 , 0.01859 , 0.019768 , 0.019054 , 0.01761 , 0.012953 , 0.018977 , 0.023627 , 0.014376 , 0.032611 , 0.031502 , 0.030107 , 0.023332 , 0.034571 
 431 , 0.040712 , 0.02579 , 0.043093 , 0.027054 , 0.020043 , 0.013539 , 0.024264 , 0.019131 , 0.020207 , 0.019548 , 0.018117 , 0.013298 , 0.019491 , 0.024179 , 0.014889 , 0.033411 , 0.032278 , 0.030805 , 0.023982 , 0.035378 
 432 , 0.041703 , 0.02636 , 0.043993 , 0.02775 , 0.020582 , 0.013995 , 0.024879 , 0.019669 , 0.02064 , 0.020034 , 0.01862 , 0.013638 , 0.020001 , 0.02473 , 0.015401 , 0.0342 , 0.033046 , 0.031499 , 0.024626 , 0.036178 
 433 , 0.042822 , 0.027064 , 0.045139 , 0.028512 , 0.021194 , 0.014471 , 0.025659 , 0.020257 , 0.021207 , 0.020628 , 0.019194 , 0.014053 , 0.020565 , 0.025368 , 0.015961 , 0.035121 , 0.033901 , 0.032335 , 0.025397 , 0.037163 
 434 , 0.044118 , 0.027938 , 0.046606 , 0.029363 , 0.021895 , 0.014971 , 0.026646 , 0.020919 , 0.021934 , 0.021351 , 0.019869 , 0.014561 , 0.021186 , 0.026115 , 0.016582 , 0.036218 , 0.03487 , 0.033354 , 0.026331 , 0.038386 
 435 , 0.045409 , 0.028818 , 0.048074 , 0.030209 , 0.022596 , 0.015478 , 0.027633 , 0.021576 , 0.022667 , 0.022075 , 0.020542 , 0.015072 , 0.02181 , 0.026865 , 0.017206 , 0.03731 , 0.035839 , 0.034376 , 0.027267 , 0.039608 
 436 , 0.046704 , 0.02969 , 0.049527 , 0.031059 , 0.023307 , 0.015988 , 0.028619 , 0.022236 , 0.023392 , 0.022787 , 0.02122 , 0.015577 , 0.02243 , 0.027607 , 0.017822 , 0.0384 , 0.036805 , 0.035396 , 0.028204 , 0.040817 
 437 , 0.048012 , 0.030554 , 0.050795 , 0.031904 , 0.024087 , 0.016611 , 0.029559 , 0.02294 , 0.024073 , 0.023382 , 0.021903 , 0.016053 , 0.023046 , 0.028311 , 0.01843 , 0.039417 , 0.037777 , 0.036404 , 0.029122 , 0.041881 
 438 , 0.049321 , 0.031421 , 0.052063 , 0.032754 , 0.024863 , 0.017234 , 0.030505 , 0.023642 , 0.02475 , 0.02398 , 0.02259 , 0.01653 , 0.023661 , 0.029017 , 0.019037 , 0.040435 , 0.038749 , 0.037416 , 0.030036 , 0.042951 
 439 , 0.050626 , 0.032284 , 0.053333 , 0.033599 , 0.02564 , 0.017854 , 0.031447 , 0.024344 , 0.02543 , 0.024574 , 0.023273 , 0.017003 , 0.024273 , 0.029725 , 0.019643 , 0.041452 , 0.039721 , 0.038425 , 0.030954 , 0.044016 
 440 , 0.051744 , 0.032988 , 0.054427 , 0.034334 , 0.026307 , 0.018382 , 0.032342 , 0.024947 , 0.026064 , 0.025155 , 0.023882 , 0.01741 , 0.024772 , 0.030369 , 0.020238 , 0.042376 , 0.040554 , 0.039271 , 0.031725 , 0.045015 
 441 , 0.052784 , 0.033624 , 0.055455 , 0.035029 , 0.026924 , 0.018864 , 0.033216 , 0.025515 , 0.026678 , 0.025732 , 0.024466 , 0.017785 , 0.025225 , 0.030984 , 0.020835 , 0.043256 , 0.041325 , 0.040044 , 0.032442 , 0.04599 
 442 , 0.053828 , 0.034266 , 0.05648 , 0.035724 , 0.027548 , 0.019353 , 0.034086 , 0.026075 , 0.027289 , 0.02631 , 0.025041 , 0.018164 , 0.02568 , 0.031599 , 0.021425 , 0.044139 , 0.042102 , 0.040823 , 0.033157 , 0.046966 
 443 , 0.054862 , 0.034911 , 0.057518 , 0.036419 , 0.028142 , 0.019819 , 0.034947 , 0.026624 , 0.027904 , 0.026877 , 0.025581 , 0.018564 , 0.026138 , 0.032255 , 0.021994 , 0.044995 , 0.04284 , 0.04162 , 0.033879 , 0.04794 
 444 , 0.05589 , 0.03557 , 0.058602 , 0.037115 , 0.028697 , 0.020259 , 0.03579 , 0.027136 , 0.028528 , 0.027433 , 0.026052 , 0.01901 , 0.026604 , 0.032975 , 0.022505 , 0.045809 , 0.043532 , 0.042478 , 0.034613 , 0.048915 
 445 , 0.056922 , 0.036223 , 0.059685 , 0.037817 , 0.029248 , 0.020699 , 0.036632 , 0.027654 , 0.029149 , 0.02799 , 0.026526 , 0.019457 , 0.027069 , 0.033698 , 0.023017 , 0.046619 , 0.044218 , 0.043333 , 0.035343 , 0.049884 
 446 , 0.057947 , 0.036882 , 0.060767 , 0.038515 , 0.029803 , 0.021138 , 0.037473 , 0.02817 , 0.029772 , 0.028547 , 0.026993 , 0.019904 , 0.027537 , 0.034418 , 0.023535 , 0.04743 , 0.044908 , 0.044186 , 0.036076 , 0.050858 
 447 , 0.058795 , 0.037408 , 0.061487 , 0.03903 , 0.030261 , 0.021498 , 0.038061 , 0.028534 , 0.030146 , 0.028939 , 0.027449 , 0.020165 , 0.027939 , 0.034669 , 0.024005 , 0.048073 , 0.045424 , 0.044813 , 0.036644 , 0.051485 
 448 , 0.05964 , 0.037926 , 0.062193 , 0.039541 , 0.030713 , 0.021857 , 0.038646 , 0.028896 , 0.030517 , 0.029325 , 0.027906 , 0.020422 , 0.02834 , 0.034907 , 0.024474 , 0.04872 , 0.045939 , 0.045431 , 0.037211 , 0.052104 
 449 , 0.060481 , 0.038448 , 0.062899 , 0.040051 , 0.031167 , 0.02222 , 0.039225 , 0.029255 , 0.030885 , 0.029708 , 0.028366 , 0.020675 , 0.028739 , 0.035151 , 0.024941 , 0.04936 , 0.046458 , 0.046048 , 0.037777 , 0.052726 
 450 , 0.061037 , 0.038785 , 0.063462 , 0.040425 , 0.031494 , 0.02245 , 0.039645 , 0.029528 , 0.031146 , 0.029993 , 0.028614 , 0.020837 , 0.028956 , 0.035387 , 0.025265 , 0.04981 , 0.046802 , 0.046434 , 0.038149 , 0.053217 
 451 , 0.061411 , 0.039009 , 0.063933 , 0.040713 , 0.031739 , 0.022595 , 0.039954 , 0.029742 , 0.031339 , 0.030212 , 0.028743 , 0.020944 , 0.029068 , 0.035628 , 0.0255 , 0.050135 , 0.047053 , 0.046674 , 0.038411 , 0.053629 
 452 , 0.061785 , 0.039233 , 0.064403 , 0.041001 , 0.031985 , 0.022744 , 0.04027 , 0.029955 , 0.031531 , 0.030436 , 0.028866 , 0.021051 , 0.029181 , 0.035863 , 0.025735 , 0.050461 , 0.047299 , 0.046914 , 0.038667 , 0.054045 
 453 , 0.0621 , 0.039417 , 0.064791 , 0.041254 , 0.032203 , 0.022886 , 0.040538 , 0.030131 , 0.031701 , 0.030596 , 0.028989 , 0.021118 , 0.029272 , 0.036037 , 0.025924 , 0.05071 , 0.047501 , 0.047117 , 0.038899 , 0.054368 
 454 , 0.062259 , 0.039502 , 0.064945 , 0.041406 , 0.032326 , 0.023007 , 0.040688 , 0.030177 , 0.031805 , 0.030597 , 0.029103 , 0.021086 , 0.029326 , 0.036023 , 0.025985 , 0.050731 , 0.047566 , 0.04721 , 0.039066 , 0.054428 
 455 , 0.062415 , 0.03958 , 0.065096 , 0.041557 , 0.032453 , 0.023126 , 0.040836 , 0.030227 , 0.031901 , 0.030598 , 0.02922 , 0.021049 , 0.029374 , 0.036014 , 0.026046 , 0.050746 , 0.04763 , 0.047301 , 0.03923 , 0.054492 
 456 , 0.062578 , 0.039662 , 0.065255 , 0.04171 , 0.032577 , 0.023249 , 0.040987 , 0.030276 , 0.032002 , 0.030598 , 0.029336 , 0.021016 , 0.029426 , 0.036003 , 0.02611 , 0.050764 , 0.047696 , 0.04739 , 0.039398 , 0.054554 
 457 , 0.06263 , 0.039763 , 0.065391 , 0.041776 , 0.032653 , 0.023315 , 0.041067 , 0.03035 , 0.032028 , 0.030697 , 0.029414 , 0.021028 , 0.029414 , 0.035935 , 0.026207 , 0.050873 , 0.047766 , 0.047461 , 0.039468 , 0.05457 
 458 , 0.062675 , 0.039866 , 0.065524 , 0.041836 , 0.032728 , 0.023379 , 0.041139 , 0.030429 , 0.032037 , 0.030806 , 0.029491 , 0.021043 , 0.029392 , 0.035865 , 0.026302 , 0.050996 , 0.047838 , 0.047523 , 0.039526 , 0.054578 
 459 , 0.062716 , 0.039973 , 0.065659 , 0.041887 , 0.032801 , 0.023437 , 0.041209 , 0.030505 , 0.032049 , 0.030917 , 0.029566 , 0.021059 , 0.029373 , 0.03579 , 0.0264 , 0.051115 , 0.047907 , 0.047584 , 0.039587 , 0.054589 
 460 , 0.062694 , 0.039952 , 0.065685 , 0.041874 , 0.032801 , 0.023422 , 0.04124 , 0.030485 , 0.032058 , 0.030926 , 0.029545 , 0.021028 , 0.02928 , 0.035725 , 0.026392 , 0.051118 , 0.047836 , 0.047566 , 0.039563 , 0.054545 
 461 , 0.062621 , 0.039832 , 0.065617 , 0.041801 , 0.032739 , 0.023331 , 0.041243 , 0.030378 , 0.032057 , 0.030843 , 0.029432 , 0.02096 , 0.029117 , 0.035668 , 0.026281 , 0.051022 , 0.047638 , 0.047473 , 0.039471 , 0.054458 
 462 , 0.062545 , 0.039711 , 0.065546 , 0.041726 , 0.03268 , 0.02324 , 0.041242 , 0.030275 , 0.032059 , 0.030758 , 0.029325 , 0.020891 , 0.028955 , 0.035615 , 0.026169 , 0.05093 , 0.04744 , 0.047379 , 0.039377 , 0.054368 
 463 , 0.062454 , 0.039603 , 0.06546 , 0.041653 , 0.03262 , 0.023153 , 0.041229 , 0.030182 , 0.032043 , 0.030672 , 0.029226 , 0.020811 , 0.028807 , 0.035534 , 0.026082 , 0.050829 , 0.047251 , 0.047287 , 0.039276 , 0.054255 
 464 , 0.062309 , 0.039561 , 0.065271 , 0.041568 , 0.032575 , 0.023078 , 0.041111 , 0.030121 , 0.031919 , 0.030568 , 0.029186 , 0.020675 , 0.028718 , 0.035349 , 0.026117 , 0.050704 , 0.047102 , 0.047188 , 0.03917 , 0.054012 
 465 , 0.062161 , 0.039512 , 0.065085 , 0.041481 , 0.032527 , 0.022998 , 0.040991 , 0.030058 , 0.0318 , 0.030462 , 0.029144 , 0.020539 , 0.028634 , 0.035163 , 0.026149 , 0.050581 , 0.04695 , 0.047092 , 0.039057 , 0.053768 
 466 , 0.062015 , 0.03947 , 0.064896 , 0.041397 , 0.032478 , 0.022922 , 0.040875 , 0.029999 , 0.03168 , 0.03036 , 0.029105 , 0.020407 , 0.028543 , 0.034983 , 0.026179 , 0.050456 , 0.046798 , 0.046993 , 0.038948 , 0.053523 
 467 , 0.061887 , 0.039393 , 0.064859 , 0.041326 , 0.032385 , 0.022814 , 0.040852 , 0.029917 , 0.03164 , 0.030312 , 0.029023 , 0.020326 , 0.028398 , 0.034907 , 0.026141 , 0.050388 , 0.046631 , 0.046816 , 0.038824 , 0.05344 
 468 , 0.061768 , 0.039313 , 0.064853 , 0.041263 , 0.032287 , 0.022699 , 0.040855 , 0.029824 , 0.03162 , 0.030277 , 0.028924 , 0.020266 , 0.028237 , 0.03486 , 0.026087 , 0.050339 , 0.046463 , 0.046617 , 0.038691 , 0.053389 
 469 , 0.061643 , 0.039227 , 0.064844 , 0.041199 , 0.032189 , 0.022579 , 0.040857 , 0.029731 , 0.031604 , 0.030241 , 0.028829 , 0.020201 , 0.028081 , 0.034816 , 0.026039 , 0.050283 , 0.046294 , 0.046413 , 0.038563 , 0.053341 
 470 , 0.061703 , 0.039233 , 0.064935 , 0.041234 , 0.032166 , 0.022549 , 0.040888 , 0.029715 , 0.031612 , 0.030249 , 0.028801 , 0.020157 , 0.02802 , 0.03479 , 0.026013 , 0.050282 , 0.046245 , 0.046359 , 0.038536 , 0.053341 
 471 , 0.061978 , 0.039345 , 0.065146 , 0.041401 , 0.032242 , 0.022628 , 0.040966 , 0.029795 , 0.031663 , 0.030304 , 0.028851 , 0.020132 , 0.02809 , 0.034797 , 0.026024 , 0.050342 , 0.046344 , 0.046477 , 0.038643 , 0.053417 
 472 , 0.062257 , 0.039452 , 0.065357 , 0.041563 , 0.032318 , 0.022702 , 0.041044 , 0.029875 , 0.031715 , 0.030365 , 0.028906 , 0.020111 , 0.028155 , 0.034804 , 0.026034 , 0.050407 , 0.046442 , 0.0466 , 0.038745 , 0.053487 
 473 , 0.062543 , 0.039574 , 0.065589 , 0.04174 , 0.032404 , 0.022776 , 0.041132 , 0.029966 , 0.031771 , 0.030431 , 0.028977 , 0.020086 , 0.02823 , 0.034817 , 0.02606 , 0.050482 , 0.046556 , 0.046719 , 0.038857 , 0.053578 
 474 , 0.062885 , 0.039762 , 0.066024 , 0.042003 , 0.032608 , 0.022876 , 0.041304 , 0.030139 , 0.031894 , 0.030575 , 0.029202 , 0.020084 , 0.028344 , 0.034893 , 0.026212 , 0.050714 , 0.046847 , 0.046852 , 0.039043 , 0.053818 
 475 , 0.06323 , 0.039951 , 0.066462 , 0.042268 , 0.032811 , 0.022971 , 0.041477 , 0.03031 , 0.032015 , 0.030722 , 0.029425 , 0.020077 , 0.02846 , 0.034964 , 0.026372 , 0.050944 , 0.047135 , 0.046986 , 0.039225 , 0.054056 
 476 , 0.063575 , 0.04014 , 0.066896 , 0.042533 , 0.033014 , 0.023072 , 0.041651 , 0.030481 , 0.032142 , 0.03087 , 0.029654 , 0.02007 , 0.028577 , 0.035039 , 0.026527 , 0.05117 , 0.047425 , 0.047121 , 0.039407 , 0.054301 
 477 , 0.063808 , 0.040279 , 0.067272 , 0.042729 , 0.033126 , 0.023144 , 0.041854 , 0.030597 , 0.032311 , 0.031012 , 0.029752 , 0.020125 , 0.028602 , 0.035126 , 0.026613 , 0.051376 , 0.047557 , 0.047307 , 0.039595 , 0.054486 
 478 , 0.063998 , 0.040403 , 0.06763 , 0.042902 , 0.033204 , 0.02321 , 0.042071 , 0.030694 , 0.032502 , 0.031155 , 0.029807 , 0.020199 , 0.0286 , 0.035218 , 0.026676 , 0.051564 , 0.047626 , 0.047521 , 0.039786 , 0.054655 
 479 , 0.064188 , 0.040526 , 0.067988 , 0.043076 , 0.033276 , 0.02328 , 0.042288 , 0.030786 , 0.032694 , 0.031298 , 0.029862 , 0.020273 , 0.028597 , 0.03531 , 0.026739 , 0.051752 , 0.0477 , 0.04773 , 0.039974 , 0.054819 
 480 , 0.064328 , 0.040613 , 0.068209 , 0.043192 , 0.033348 , 0.023328 , 0.042413 , 0.030864 , 0.03279 , 0.031377 , 0.029904 , 0.020286 , 0.028577 , 0.035329 , 0.026787 , 0.051865 , 0.047737 , 0.047853 , 0.04007 , 0.054901 
