 310 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 
 311 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 
 312 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 
 313 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 
 759 , 0.335373 , 0.267868 , 0.241055 , 0.240499 , 0.240036 , 0.268926 , 0.288857 , 0.28231 , 0.295856 , 0.244757 , 0.230004 , 0.176468 , 0.170212 , 0.125536 , 0.278776 , 0.221991 , 0.211457 , 0.175627 , 0.131148 , 0.221676 , 0.423972 , 0.187012 , 0.236034 , 0.350534 , 0.131409 , 0.196921 , 0.186446 , 0.337869 , 0.30641 , 0.294847 , 0.238033 , 0.211767 , 0.23089 , 0.293631 , 0.234144 
 760 , 0.336062 , 0.268683 , 0.241405 , 0.240724 , 0.24023 , 0.269152 , 0.289474 , 0.282864 , 0.296113 , 0.244634 , 0.230713 , 0.177062 , 0.170457 , 0.125834 , 0.278999 , 0.221537 , 0.21126 , 0.175734 , 0.131412 , 0.221828 , 0.424455 , 0.187576 , 0.236109 , 0.350135 , 0.131525 , 0.197379 , 0.186875 , 0.338535 , 0.306687 , 0.295274 , 0.238014 , 0.211936 , 0.231286 , 0.293413 , 0.234411 
 761 , 0.336997 , 0.269374 , 0.242013 , 0.24135 , 0.240731 , 0.26982 , 0.290297 , 0.283549 , 0.296753 , 0.245236 , 0.231378 , 0.177699 , 0.171003 , 0.126394 , 0.279643 , 0.222131 , 0.211929 , 0.176292 , 0.131961 , 0.222597 , 0.425664 , 0.18831 , 0.236873 , 0.350999 , 0.131932 , 0.198282 , 0.187527 , 0.339663 , 0.3077 , 0.296302 , 0.238507 , 0.212443 , 0.231873 , 0.294011 , 0.234966 
 762 , 0.338045 , 0.270015 , 0.242698 , 0.242023 , 0.241295 , 0.270676 , 0.291216 , 0.28426 , 0.297569 , 0.246036 , 0.231917 , 0.178354 , 0.171635 , 0.12702 , 0.280367 , 0.223017 , 0.212859 , 0.176989 , 0.132615 , 0.223529 , 0.427135 , 0.189092 , 0.237817 , 0.352082 , 0.132446 , 0.199251 , 0.188175 , 0.34092 , 0.308914 , 0.297361 , 0.239153 , 0.212998 , 0.232433 , 0.294858 , 0.235612 
 763 , 0.339091 , 0.270654 , 0.243391 , 0.242699 , 0.241861 , 0.271531 , 0.292138 , 0.284973 , 0.298382 , 0.246836 , 0.232458 , 0.179004 , 0.172266 , 0.127647 , 0.281088 , 0.223909 , 0.213784 , 0.177691 , 0.133266 , 0.224466 , 0.428605 , 0.189874 , 0.238765 , 0.353163 , 0.132961 , 0.200221 , 0.188823 , 0.342172 , 0.310124 , 0.29842 , 0.239807 , 0.213552 , 0.233001 , 0.295703 , 0.236266 
 764 , 0.340077 , 0.271115 , 0.244017 , 0.243388 , 0.242475 , 0.272426 , 0.293001 , 0.285622 , 0.29926 , 0.247803 , 0.232892 , 0.179557 , 0.172947 , 0.128306 , 0.281875 , 0.22511 , 0.214917 , 0.178471 , 0.133989 , 0.22548 , 0.430213 , 0.190596 , 0.239905 , 0.354694 , 0.133528 , 0.201231 , 0.189496 , 0.343444 , 0.31148 , 0.299591 , 0.24054 , 0.214148 , 0.233502 , 0.296733 , 0.236898 
 765 , 0.341012 , 0.271403 , 0.244594 , 0.244216 , 0.243231 , 0.273359 , 0.293817 , 0.286175 , 0.300201 , 0.249041 , 0.233293 , 0.179977 , 0.173732 , 0.129028 , 0.282794 , 0.226737 , 0.216331 , 0.179384 , 0.134786 , 0.226613 , 0.432007 , 0.191229 , 0.241318 , 0.35685 , 0.134178 , 0.202324 , 0.19023 , 0.34479 , 0.313008 , 0.301004 , 0.241404 , 0.21483 , 0.233996 , 0.298015 , 0.23754 
 766 , 0.341928 , 0.271706 , 0.245156 , 0.245056 , 0.243986 , 0.274244 , 0.29461 , 0.286699 , 0.301096 , 0.250251 , 0.233714 , 0.180389 , 0.174498 , 0.129727 , 0.2837 , 0.228312 , 0.21769 , 0.180264 , 0.135551 , 0.227708 , 0.43374 , 0.191827 , 0.242676 , 0.358926 , 0.134802 , 0.203379 , 0.190944 , 0.346098 , 0.314467 , 0.302401 , 0.242249 , 0.215498 , 0.234501 , 0.299254 , 0.238166 
 767 , 0.342763 , 0.271984 , 0.245678 , 0.245837 , 0.244677 , 0.27505 , 0.295338 , 0.287192 , 0.301919 , 0.251369 , 0.234105 , 0.180782 , 0.175207 , 0.130376 , 0.284525 , 0.229748 , 0.218935 , 0.181075 , 0.136269 , 0.228713 , 0.435333 , 0.192389 , 0.243916 , 0.360827 , 0.135378 , 0.204357 , 0.191609 , 0.347303 , 0.315803 , 0.303676 , 0.243026 , 0.216104 , 0.234976 , 0.300383 , 0.238746 
 768 , 0.343371 , 0.272237 , 0.246096 , 0.246435 , 0.245177 , 0.275619 , 0.295924 , 0.287683 , 0.302525 , 0.252237 , 0.234361 , 0.181161 , 0.17577 , 0.130892 , 0.285138 , 0.230732 , 0.219801 , 0.181717 , 0.136936 , 0.229488 , 0.436528 , 0.192895 , 0.244794 , 0.362137 , 0.135828 , 0.205124 , 0.192169 , 0.348215 , 0.316751 , 0.304576 , 0.243614 , 0.2165 , 0.235402 , 0.301189 , 0.239196 
 769 , 0.343991 , 0.272494 , 0.246563 , 0.246995 , 0.245709 , 0.276253 , 0.296572 , 0.288258 , 0.303179 , 0.253092 , 0.234621 , 0.181556 , 0.176332 , 0.131401 , 0.285799 , 0.23172 , 0.220651 , 0.182356 , 0.1376 , 0.230275 , 0.437742 , 0.19344 , 0.245675 , 0.363476 , 0.136286 , 0.205886 , 0.192746 , 0.349128 , 0.31773 , 0.305487 , 0.244225 , 0.216912 , 0.235843 , 0.302019 , 0.239675 
 770 , 0.344586 , 0.272737 , 0.247015 , 0.24753 , 0.246223 , 0.276865 , 0.297191 , 0.28881 , 0.303803 , 0.253914 , 0.234876 , 0.181934 , 0.176868 , 0.131889 , 0.286432 , 0.232669 , 0.221468 , 0.182969 , 0.138243 , 0.231025 , 0.438905 , 0.193961 , 0.246524 , 0.364762 , 0.136726 , 0.206611 , 0.1933 , 0.350002 , 0.318674 , 0.30636 , 0.244808 , 0.217306 , 0.236271 , 0.302811 , 0.240131 
 771 , 0.345094 , 0.273091 , 0.247475 , 0.247962 , 0.246668 , 0.277371 , 0.297753 , 0.289301 , 0.304315 , 0.254465 , 0.235235 , 0.18232 , 0.177326 , 0.132361 , 0.286939 , 0.233262 , 0.222094 , 0.183486 , 0.138806 , 0.231712 , 0.439688 , 0.194525 , 0.247007 , 0.365515 , 0.137138 , 0.207232 , 0.193792 , 0.350633 , 0.31934 , 0.306938 , 0.245271 , 0.217667 , 0.236686 , 0.303376 , 0.240533 
 772 , 0.345587 , 0.27351 , 0.247924 , 0.248353 , 0.247051 , 0.2778 , 0.298232 , 0.289755 , 0.304792 , 0.254996 , 0.235644 , 0.182716 , 0.17775 , 0.132846 , 0.287363 , 0.233701 , 0.222688 , 0.184013 , 0.139346 , 0.232408 , 0.440395 , 0.195075 , 0.247435 , 0.366108 , 0.137541 , 0.207824 , 0.194276 , 0.351204 , 0.319922 , 0.307386 , 0.2457 , 0.218013 , 0.237094 , 0.303889 , 0.240916 
 773 , 0.346074 , 0.273926 , 0.248362 , 0.248743 , 0.247428 , 0.278227 , 0.298704 , 0.290206 , 0.305259 , 0.255516 , 0.236047 , 0.18311 , 0.178171 , 0.133322 , 0.287783 , 0.234134 , 0.223273 , 0.184529 , 0.139882 , 0.233096 , 0.441092 , 0.195613 , 0.247853 , 0.366685 , 0.137934 , 0.208402 , 0.194752 , 0.35177 , 0.320491 , 0.30783 , 0.246122 , 0.218349 , 0.237491 , 0.304399 , 0.241297 
 774 , 0.346552 , 0.274353 , 0.248765 , 0.249103 , 0.247795 , 0.278642 , 0.299159 , 0.290645 , 0.305693 , 0.255995 , 0.236414 , 0.183517 , 0.178616 , 0.13378 , 0.288137 , 0.234493 , 0.223765 , 0.18504 , 0.140388 , 0.233712 , 0.441747 , 0.196122 , 0.248287 , 0.367174 , 0.138284 , 0.208951 , 0.195201 , 0.35228 , 0.32097 , 0.308221 , 0.246521 , 0.218704 , 0.237902 , 0.304857 , 0.241669 
 775 , 0.34709 , 0.274814 , 0.249116 , 0.249501 , 0.248207 , 0.279058 , 0.299648 , 0.291075 , 0.306126 , 0.256419 , 0.236735 , 0.183944 , 0.179081 , 0.134208 , 0.288471 , 0.234815 , 0.224158 , 0.185509 , 0.140851 , 0.234256 , 0.442393 , 0.196611 , 0.248707 , 0.367579 , 0.138582 , 0.209497 , 0.195636 , 0.352773 , 0.321342 , 0.30859 , 0.246887 , 0.219085 , 0.238329 , 0.305251 , 0.242038 
 776 , 0.347638 , 0.275278 , 0.249465 , 0.249911 , 0.248639 , 0.279476 , 0.300155 , 0.291509 , 0.306572 , 0.256834 , 0.237062 , 0.184379 , 0.179545 , 0.134626 , 0.288824 , 0.235154 , 0.224544 , 0.185962 , 0.141314 , 0.234793 , 0.443056 , 0.197098 , 0.24911 , 0.367991 , 0.138884 , 0.210057 , 0.196071 , 0.353279 , 0.321715 , 0.308971 , 0.247251 , 0.219469 , 0.238755 , 0.30564 , 0.242402 
 777 , 0.348182 , 0.275737 , 0.249816 , 0.250328 , 0.249072 , 0.279882 , 0.300664 , 0.291933 , 0.306999 , 0.257246 , 0.237378 , 0.184801 , 0.179984 , 0.135043 , 0.28917 , 0.235494 , 0.224924 , 0.186409 , 0.141764 , 0.235333 , 0.443704 , 0.197581 , 0.249499 , 0.368387 , 0.139172 , 0.210627 , 0.196506 , 0.353763 , 0.322064 , 0.30935 , 0.247605 , 0.21983 , 0.239161 , 0.306024 , 0.242758 
 778 , 0.348592 , 0.276128 , 0.250156 , 0.250721 , 0.249434 , 0.280206 , 0.301112 , 0.292266 , 0.307284 , 0.257629 , 0.237621 , 0.18515 , 0.180331 , 0.135435 , 0.289425 , 0.235829 , 0.225253 , 0.18679 , 0.142172 , 0.235855 , 0.444207 , 0.198028 , 0.249792 , 0.368625 , 0.139391 , 0.211239 , 0.196888 , 0.354118 , 0.322306 , 0.30966 , 0.247895 , 0.220065 , 0.239473 , 0.30638 , 0.243076 
 779 , 0.348933 , 0.276463 , 0.250473 , 0.251054 , 0.249725 , 0.280511 , 0.301509 , 0.292556 , 0.307502 , 0.258006 , 0.237836 , 0.185496 , 0.180701 , 0.135824 , 0.289585 , 0.236134 , 0.225579 , 0.187179 , 0.14259 , 0.236356 , 0.444629 , 0.198492 , 0.250079 , 0.36883 , 0.139593 , 0.211825 , 0.197244 , 0.35443 , 0.322538 , 0.309932 , 0.248164 , 0.220289 , 0.239787 , 0.306759 , 0.243404 
 780 , 0.349279 , 0.276798 , 0.250799 , 0.251386 , 0.250015 , 0.280814 , 0.301906 , 0.29285 , 0.307724 , 0.258382 , 0.238055 , 0.18584 , 0.181075 , 0.136216 , 0.289749 , 0.236436 , 0.225908 , 0.187571 , 0.143015 , 0.236861 , 0.445052 , 0.198953 , 0.250374 , 0.369035 , 0.139803 , 0.212421 , 0.197603 , 0.354748 , 0.322774 , 0.310203 , 0.248436 , 0.220515 , 0.240104 , 0.307137 , 0.243731 
 781 , 0.349673 , 0.277049 , 0.251088 , 0.251697 , 0.250276 , 0.281161 , 0.302284 , 0.293137 , 0.307935 , 0.258754 , 0.23825 , 0.1862 , 0.181495 , 0.136608 , 0.289964 , 0.236711 , 0.226234 , 0.188018 , 0.143406 , 0.237336 , 0.445497 , 0.199491 , 0.250707 , 0.369172 , 0.14004 , 0.212989 , 0.197963 , 0.355136 , 0.323068 , 0.310483 , 0.248697 , 0.220802 , 0.240443 , 0.307483 , 0.244067 
 782 , 0.35008 , 0.277376 , 0.251428 , 0.252068 , 0.250631 , 0.281551 , 0.30272 , 0.293461 , 0.308215 , 0.259158 , 0.238452 , 0.186536 , 0.181894 , 0.137012 , 0.290271 , 0.236999 , 0.226542 , 0.188496 , 0.143777 , 0.237827 , 0.445969 , 0.199995 , 0.251078 , 0.369349 , 0.140268 , 0.213596 , 0.198344 , 0.355591 , 0.323375 , 0.31081 , 0.24897 , 0.221128 , 0.240748 , 0.307773 , 0.244425 
 783 , 0.350501 , 0.277712 , 0.251772 , 0.252447 , 0.250989 , 0.281944 , 0.303164 , 0.293794 , 0.308499 , 0.259576 , 0.238662 , 0.186879 , 0.182301 , 0.137418 , 0.290587 , 0.23729 , 0.226858 , 0.188993 , 0.14415 , 0.238332 , 0.44645 , 0.200502 , 0.251452 , 0.369535 , 0.140497 , 0.214216 , 0.198733 , 0.356054 , 0.323692 , 0.311146 , 0.249251 , 0.221462 , 0.241055 , 0.308072 , 0.244785 
 784 , 0.350866 , 0.278064 , 0.252103 , 0.252775 , 0.25134 , 0.282318 , 0.303566 , 0.294105 , 0.308747 , 0.260002 , 0.23884 , 0.187205 , 0.182655 , 0.137798 , 0.290838 , 0.237573 , 0.22713 , 0.189429 , 0.144541 , 0.238835 , 0.446886 , 0.200941 , 0.251772 , 0.369712 , 0.140729 , 0.214819 , 0.199083 , 0.356449 , 0.323964 , 0.311419 , 0.249492 , 0.221751 , 0.241344 , 0.308375 , 0.245116 
 785 , 0.351185 , 0.278381 , 0.252398 , 0.253004 , 0.251619 , 0.282653 , 0.303915 , 0.294372 , 0.308886 , 0.260393 , 0.238994 , 0.187568 , 0.18299 , 0.138154 , 0.291 , 0.237817 , 0.227367 , 0.189809 , 0.144948 , 0.239355 , 0.447335 , 0.201318 , 0.252036 , 0.36983 , 0.14098 , 0.215364 , 0.199393 , 0.356721 , 0.324164 , 0.311641 , 0.249719 , 0.221995 , 0.241642 , 0.308738 , 0.245375 
 786 , 0.351514 , 0.278686 , 0.252687 , 0.253227 , 0.251888 , 0.28299 , 0.304273 , 0.294637 , 0.309014 , 0.26078 , 0.239156 , 0.187952 , 0.183343 , 0.138521 , 0.291164 , 0.238056 , 0.22761 , 0.190193 , 0.14536 , 0.239889 , 0.44781 , 0.201713 , 0.2523 , 0.36994 , 0.14124 , 0.215902 , 0.199706 , 0.356974 , 0.324369 , 0.311866 , 0.249952 , 0.222242 , 0.241957 , 0.309121 , 0.245618 
 787 , 0.351843 , 0.278982 , 0.252982 , 0.253456 , 0.252162 , 0.283331 , 0.304626 , 0.294913 , 0.309163 , 0.261156 , 0.239307 , 0.188331 , 0.183701 , 0.138893 , 0.291333 , 0.238309 , 0.227868 , 0.190582 , 0.145773 , 0.240433 , 0.448306 , 0.202113 , 0.252564 , 0.370051 , 0.141505 , 0.216444 , 0.20003 , 0.357227 , 0.32457 , 0.312102 , 0.250206 , 0.2225 , 0.242281 , 0.309505 , 0.245862 
 788 , 0.352191 , 0.279195 , 0.253226 , 0.253745 , 0.252446 , 0.283632 , 0.30494 , 0.29522 , 0.309402 , 0.261473 , 0.239431 , 0.188645 , 0.184045 , 0.139269 , 0.291502 , 0.238611 , 0.228189 , 0.190967 , 0.146141 , 0.240949 , 0.448778 , 0.202515 , 0.252818 , 0.370178 , 0.141739 , 0.216987 , 0.200315 , 0.357469 , 0.32477 , 0.312367 , 0.250511 , 0.222738 , 0.24259 , 0.30982 , 0.246043 
 789 , 0.352564 , 0.279409 , 0.253441 , 0.254078 , 0.252742 , 0.283914 , 0.305255 , 0.295532 , 0.309642 , 0.261818 , 0.239575 , 0.188938 , 0.184357 , 0.139666 , 0.291669 , 0.238943 , 0.228512 , 0.191363 , 0.146515 , 0.24145 , 0.449176 , 0.202931 , 0.253058 , 0.370298 , 0.14198 , 0.217556 , 0.200556 , 0.357737 , 0.324996 , 0.312618 , 0.250806 , 0.222952 , 0.242882 , 0.310091 , 0.24623 
 790 , 0.352945 , 0.27963 , 0.253667 , 0.254416 , 0.253045 , 0.284202 , 0.305577 , 0.295856 , 0.30989 , 0.26217 , 0.23972 , 0.189232 , 0.18468 , 0.140075 , 0.291839 , 0.239281 , 0.228846 , 0.191766 , 0.146901 , 0.241963 , 0.449582 , 0.203353 , 0.25331 , 0.370415 , 0.142221 , 0.218141 , 0.200799 , 0.358012 , 0.325223 , 0.312872 , 0.251113 , 0.223172 , 0.243181 , 0.310364 , 0.246423 
 791 , 0.353313 , 0.279939 , 0.253959 , 0.25478 , 0.253373 , 0.28453 , 0.30599 , 0.296182 , 0.310112 , 0.262626 , 0.239892 , 0.189578 , 0.185008 , 0.140512 , 0.292106 , 0.239637 , 0.229228 , 0.192273 , 0.147335 , 0.242465 , 0.449967 , 0.203834 , 0.253638 , 0.370606 , 0.142515 , 0.218671 , 0.201083 , 0.358342 , 0.32554 , 0.313179 , 0.251366 , 0.22344 , 0.243514 , 0.310662 , 0.246724 
 792 , 0.353614 , 0.280281 , 0.254287 , 0.255016 , 0.253696 , 0.284904 , 0.306397 , 0.296535 , 0.310301 , 0.263074 , 0.240006 , 0.189903 , 0.185388 , 0.140933 , 0.292416 , 0.23997 , 0.229598 , 0.192783 , 0.147773 , 0.242946 , 0.450449 , 0.204302 , 0.254007 , 0.370806 , 0.142788 , 0.219144 , 0.201509 , 0.358614 , 0.32578 , 0.313451 , 0.25157 , 0.223711 , 0.243808 , 0.31104 , 0.246998 
 793 , 0.353923 , 0.28063 , 0.254627 , 0.255254 , 0.254025 , 0.28529 , 0.306812 , 0.296895 , 0.310498 , 0.263534 , 0.240121 , 0.190241 , 0.18578 , 0.141355 , 0.292734 , 0.24031 , 0.229975 , 0.193305 , 0.148218 , 0.243441 , 0.450946 , 0.204777 , 0.254382 , 0.371014 , 0.143063 , 0.219625 , 0.201948 , 0.35889 , 0.326029 , 0.31372 , 0.251782 , 0.223984 , 0.244108 , 0.311431 , 0.24728 
 794 , 0.354209 , 0.280919 , 0.254924 , 0.255495 , 0.254297 , 0.28566 , 0.307184 , 0.297202 , 0.310676 , 0.263953 , 0.240262 , 0.190566 , 0.186197 , 0.141742 , 0.293012 , 0.240624 , 0.230295 , 0.193762 , 0.148655 , 0.243917 , 0.451419 , 0.205208 , 0.254751 , 0.371241 , 0.143307 , 0.220104 , 0.202398 , 0.359144 , 0.326251 , 0.313934 , 0.251998 , 0.224249 , 0.244325 , 0.311823 , 0.247527 
 795 , 0.354515 , 0.2811 , 0.25522 , 0.255883 , 0.254552 , 0.286007 , 0.30753 , 0.297465 , 0.310948 , 0.264357 , 0.240441 , 0.190876 , 0.186601 , 0.142111 , 0.293251 , 0.240911 , 0.23058 , 0.194146 , 0.149069 , 0.244456 , 0.451845 , 0.205644 , 0.255072 , 0.371523 , 0.14357 , 0.220683 , 0.202828 , 0.359448 , 0.326523 , 0.314132 , 0.252246 , 0.224509 , 0.244558 , 0.312132 , 0.247818 
 796 , 0.354837 , 0.281266 , 0.255534 , 0.256316 , 0.254824 , 0.286353 , 0.307882 , 0.297735 , 0.311258 , 0.264772 , 0.240628 , 0.191201 , 0.186999 , 0.142489 , 0.293497 , 0.2412 , 0.230869 , 0.194531 , 0.149491 , 0.245025 , 0.452261 , 0.206092 , 0.255386 , 0.371812 , 0.143853 , 0.2213 , 0.203258 , 0.359775 , 0.326817 , 0.314342 , 0.252511 , 0.224782 , 0.244816 , 0.312417 , 0.24814 
 797 , 0.35516 , 0.281434 , 0.255848 , 0.256747 , 0.255107 , 0.286699 , 0.308241 , 0.298022 , 0.311569 , 0.265198 , 0.240808 , 0.191528 , 0.187397 , 0.142882 , 0.293754 , 0.241503 , 0.231167 , 0.194927 , 0.149916 , 0.245603 , 0.452708 , 0.206557 , 0.25572 , 0.372106 , 0.144144 , 0.221909 , 0.203684 , 0.360118 , 0.32713 , 0.314575 , 0.252775 , 0.225048 , 0.245092 , 0.312719 , 0.248461 
 798 , 0.35547 , 0.281641 , 0.256128 , 0.257111 , 0.255406 , 0.287036 , 0.308602 , 0.298349 , 0.311852 , 0.265588 , 0.240981 , 0.191876 , 0.187766 , 0.143298 , 0.294023 , 0.241846 , 0.231506 , 0.195347 , 0.150331 , 0.246146 , 0.453179 , 0.207059 , 0.256097 , 0.372383 , 0.144439 , 0.222461 , 0.20409 , 0.360512 , 0.327475 , 0.314847 , 0.253062 , 0.225287 , 0.245373 , 0.313081 , 0.248716 
 799 , 0.355771 , 0.281911 , 0.256401 , 0.257431 , 0.255698 , 0.287397 , 0.308975 , 0.29868 , 0.312102 , 0.265967 , 0.241185 , 0.192235 , 0.188134 , 0.143711 , 0.294287 , 0.24221 , 0.231864 , 0.195778 , 0.150771 , 0.246665 , 0.453624 , 0.207574 , 0.256503 , 0.372648 , 0.144721 , 0.22299 , 0.204498 , 0.360918 , 0.327815 , 0.315101 , 0.253376 , 0.225559 , 0.245624 , 0.313502 , 0.248926 
 800 , 0.356078 , 0.282185 , 0.256676 , 0.257755 , 0.255993 , 0.287762 , 0.309353 , 0.299022 , 0.312357 , 0.266355 , 0.241385 , 0.192601 , 0.188509 , 0.144135 , 0.294555 , 0.242587 , 0.23223 , 0.196221 , 0.151216 , 0.247193 , 0.454083 , 0.208102 , 0.256918 , 0.372915 , 0.145003 , 0.223532 , 0.204919 , 0.361336 , 0.328161 , 0.315365 , 0.253698 , 0.225832 , 0.245878 , 0.313928 , 0.249144 
 801 , 0.356286 , 0.282424 , 0.256944 , 0.258005 , 0.256162 , 0.288036 , 0.309635 , 0.299234 , 0.312513 , 0.266757 , 0.241457 , 0.192824 , 0.188854 , 0.144469 , 0.294791 , 0.242894 , 0.232571 , 0.196577 , 0.15161 , 0.247661 , 0.454453 , 0.208496 , 0.257217 , 0.373034 , 0.1452 , 0.224065 , 0.205263 , 0.361558 , 0.328401 , 0.315545 , 0.254015 , 0.226042 , 0.246112 , 0.314191 , 0.249299 
 802 , 0.356573 , 0.282687 , 0.257259 , 0.258317 , 0.256475 , 0.288333 , 0.309977 , 0.299454 , 0.312717 , 0.26724 , 0.241504 , 0.19307 , 0.189277 , 0.144842 , 0.295067 , 0.243263 , 0.232988 , 0.197007 , 0.152036 , 0.248197 , 0.454989 , 0.208929 , 0.257564 , 0.373176 , 0.145415 , 0.224659 , 0.205605 , 0.361796 , 0.328695 , 0.315793 , 0.25439 , 0.226259 , 0.246437 , 0.314446 , 0.249513 
 803 , 0.356871 , 0.28296 , 0.257579 , 0.25864 , 0.256793 , 0.288635 , 0.310326 , 0.299685 , 0.312923 , 0.26774 , 0.241552 , 0.193322 , 0.189711 , 0.14523 , 0.29535 , 0.243648 , 0.233415 , 0.19745 , 0.152473 , 0.248748 , 0.455536 , 0.209364 , 0.257921 , 0.373327 , 0.145634 , 0.225267 , 0.20596 , 0.362044 , 0.328992 , 0.316053 , 0.254775 , 0.226488 , 0.246772 , 0.314703 , 0.249737 
 804 , 0.357191 , 0.283193 , 0.257881 , 0.258947 , 0.257164 , 0.288903 , 0.310643 , 0.299973 , 0.313134 , 0.268156 , 0.241601 , 0.193638 , 0.190097 , 0.145588 , 0.295553 , 0.243972 , 0.23378 , 0.197866 , 0.152867 , 0.249281 , 0.455986 , 0.209768 , 0.258214 , 0.37344 , 0.145847 , 0.225851 , 0.206274 , 0.362297 , 0.329242 , 0.316305 , 0.255084 , 0.226709 , 0.247066 , 0.314969 , 0.249951 
 805 , 0.357475 , 0.283401 , 0.258159 , 0.259192 , 0.257428 , 0.289162 , 0.310861 , 0.300348 , 0.313334 , 0.268516 , 0.241677 , 0.193967 , 0.190446 , 0.145935 , 0.295704 , 0.244223 , 0.23407 , 0.198256 , 0.153224 , 0.249727 , 0.456363 , 0.210137 , 0.258472 , 0.373608 , 0.14607 , 0.226358 , 0.206599 , 0.36251 , 0.329415 , 0.316559 , 0.255284 , 0.226937 , 0.247259 , 0.315223 , 0.250187 
 806 , 0.357752 , 0.283605 , 0.258437 , 0.259431 , 0.257662 , 0.289428 , 0.311071 , 0.300744 , 0.313545 , 0.268884 , 0.241753 , 0.194309 , 0.190809 , 0.146289 , 0.295863 , 0.244474 , 0.234351 , 0.198656 , 0.153587 , 0.250171 , 0.456748 , 0.210516 , 0.25874 , 0.373797 , 0.146299 , 0.226875 , 0.206948 , 0.362716 , 0.32958 , 0.316815 , 0.25547 , 0.227178 , 0.247445 , 0.315481 , 0.250422 
 807 , 0.357997 , 0.28381 , 0.25868 , 0.259647 , 0.25786 , 0.289685 , 0.311289 , 0.301099 , 0.313701 , 0.269227 , 0.241858 , 0.194625 , 0.191172 , 0.14664 , 0.296007 , 0.244675 , 0.234574 , 0.199018 , 0.153934 , 0.250582 , 0.457088 , 0.210884 , 0.258969 , 0.373878 , 0.146529 , 0.227354 , 0.207279 , 0.362895 , 0.329719 , 0.317012 , 0.255642 , 0.227396 , 0.247607 , 0.315688 , 0.25065 
 808 , 0.358184 , 0.283998 , 0.258837 , 0.259826 , 0.257991 , 0.289903 , 0.311553 , 0.301296 , 0.31371 , 0.269496 , 0.241998 , 0.194876 , 0.191482 , 0.146966 , 0.296152 , 0.244784 , 0.234655 , 0.199264 , 0.154225 , 0.250917 , 0.457266 , 0.211191 , 0.259086 , 0.373637 , 0.146717 , 0.227771 , 0.207543 , 0.363005 , 0.329798 , 0.317078 , 0.255765 , 0.227523 , 0.247766 , 0.315835 , 0.250827 
 809 , 0.358433 , 0.284208 , 0.259023 , 0.260052 , 0.258175 , 0.290122 , 0.311865 , 0.301465 , 0.313711 , 0.269768 , 0.242143 , 0.195134 , 0.191783 , 0.147293 , 0.296332 , 0.244927 , 0.234787 , 0.19952 , 0.154527 , 0.251323 , 0.457414 , 0.211506 , 0.259188 , 0.373362 , 0.146906 , 0.228269 , 0.207804 , 0.363158 , 0.329907 , 0.317174 , 0.255915 , 0.227633 , 0.248003 , 0.316081 , 0.251026 
 810 , 0.358695 , 0.284425 , 0.259222 , 0.260291 , 0.258365 , 0.290358 , 0.312193 , 0.301642 , 0.313715 , 0.270054 , 0.242292 , 0.195413 , 0.192103 , 0.147645 , 0.296524 , 0.245075 , 0.234923 , 0.199791 , 0.154849 , 0.251746 , 0.457577 , 0.211832 , 0.259296 , 0.373076 , 0.147107 , 0.228799 , 0.208081 , 0.363318 , 0.330017 , 0.317274 , 0.256072 , 0.227746 , 0.248256 , 0.316338 , 0.25123 
 811 , 0.359038 , 0.284807 , 0.259602 , 0.260542 , 0.258588 , 0.290553 , 0.312484 , 0.301879 , 0.313808 , 0.270282 , 0.24244 , 0.195688 , 0.192425 , 0.148002 , 0.296667 , 0.245051 , 0.23507 , 0.200163 , 0.155195 , 0.25219 , 0.457757 , 0.212258 , 0.259458 , 0.372729 , 0.147281 , 0.229298 , 0.208333 , 0.363438 , 0.329999 , 0.317386 , 0.256195 , 0.227899 , 0.248586 , 0.316553 , 0.251571 
