  time  ,45:09 PM,45:17 PM,45:23 PM,45:31 PM,45:36 PM,46:51 PM,46:58 PM,47:04 PM,47:10 PM,47:21 PM,47:42 PM,47:48 PM,47:55 PM,48:03 PM,48:10 PM,48:58 PM,49:04 PM,49:11 PM,49:17 PM,49:25 PM,49:54 PM,50:00 PM,50:06 PM,50:12 PM,50:22 PM,50:54 PM,51:01 PM,51:08 PM,51:17 PM,51:24 PM,52:31 PM,52:37 PM,52:43 PM,52:49 PM,52:56 PM,53:31 PM,53:38 PM,53:46 PM,53:52 PM,53:59 PM,55:01 PM,55:07 PM,55:16 PM,55:22 PM,55:28 PM,55:45 PM,55:52 PM,55:59 PM,56:05 PM,56:11 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 473 , 0.053078 , 0.07119 , 0.033039 , 0.090896 , 0.054145 , 0.034153 , 0.030209 , 0.029306 , 0.033768 , 0.041762 , 0.045707 , 0.068539 , 0.07591 , 0.023783 , 0.033467 , 0.055064 , 0.091424 , 0.095263 , 0.106816 , 0.097137 , 0.040865 , 0.030056 , 0.061722 , 0.051658 , 0.053205 , 0.044091 , 0.037659 , 0.03041 , 0.0435 , 0.032949 , 0.072964 , 0.086186 , 0.112081 , 0.035716 , 0.062583 , 0.061638 , 0.0743 , 0.106235 , 0.088134 , 0.078593 , 0.07844 , 0.062218 , 0.076687 , 0.104657 , 0.078154 , 0.062335 , 0.068433 , 0.08315 , 0.078133 , 0.058871 
 474 , 0.053242 , 0.071412 , 0.033202 , 0.091182 , 0.05439 , 0.034261 , 0.030258 , 0.029353 , 0.033864 , 0.041911 , 0.045872 , 0.068786 , 0.07623 , 0.023836 , 0.033594 , 0.055285 , 0.09187 , 0.095635 , 0.107394 , 0.097668 , 0.040985 , 0.030163 , 0.061903 , 0.051876 , 0.0534 , 0.044225 , 0.037713 , 0.030475 , 0.043674 , 0.033064 , 0.073212 , 0.08648 , 0.112434 , 0.035854 , 0.062788 , 0.061861 , 0.074568 , 0.106578 , 0.088392 , 0.078957 , 0.078729 , 0.062459 , 0.076966 , 0.104969 , 0.078412 , 0.062581 , 0.068633 , 0.083441 , 0.078369 , 0.05906 
 475 , 0.053403 , 0.071638 , 0.033363 , 0.091461 , 0.054641 , 0.034367 , 0.030305 , 0.029402 , 0.033958 , 0.042056 , 0.046044 , 0.069031 , 0.076545 , 0.023885 , 0.033724 , 0.055506 , 0.092316 , 0.096006 , 0.10797 , 0.098194 , 0.041105 , 0.030273 , 0.062091 , 0.052092 , 0.053605 , 0.044355 , 0.037771 , 0.030544 , 0.043851 , 0.033177 , 0.073465 , 0.086772 , 0.112791 , 0.035986 , 0.062988 , 0.062085 , 0.074835 , 0.106918 , 0.088652 , 0.079322 , 0.079025 , 0.062707 , 0.077246 , 0.105278 , 0.078674 , 0.062823 , 0.068829 , 0.083729 , 0.0786 , 0.059244 
 476 , 0.053565 , 0.071859 , 0.033525 , 0.091745 , 0.054886 , 0.034473 , 0.030351 , 0.029451 , 0.034047 , 0.042206 , 0.046216 , 0.069276 , 0.07686 , 0.023939 , 0.033855 , 0.055722 , 0.092757 , 0.096378 , 0.108542 , 0.098722 , 0.041226 , 0.030383 , 0.062278 , 0.052314 , 0.053805 , 0.044491 , 0.037823 , 0.030607 , 0.044022 , 0.033296 , 0.073718 , 0.087064 , 0.113144 , 0.036124 , 0.063194 , 0.06231 , 0.075102 , 0.107259 , 0.088906 , 0.079688 , 0.079315 , 0.062944 , 0.077526 , 0.105592 , 0.078937 , 0.063066 , 0.069026 , 0.084023 , 0.078836 , 0.059434 
 477 , 0.05369 , 0.071995 , 0.033633 , 0.09194 , 0.055046 , 0.034487 , 0.030392 , 0.029474 , 0.034087 , 0.042345 , 0.046312 , 0.069476 , 0.077099 , 0.023943 , 0.033926 , 0.055868 , 0.093077 , 0.096681 , 0.108938 , 0.099121 , 0.041294 , 0.030467 , 0.062413 , 0.05243 , 0.053919 , 0.044534 , 0.037861 , 0.030659 , 0.04415 , 0.033371 , 0.073875 , 0.087242 , 0.113305 , 0.036185 , 0.063331 , 0.062461 , 0.075311 , 0.107513 , 0.089105 , 0.079939 , 0.079459 , 0.063101 , 0.077676 , 0.105858 , 0.079117 , 0.063219 , 0.069145 , 0.084215 , 0.079005 , 0.059562 
 478 , 0.053804 , 0.072098 , 0.033722 , 0.092099 , 0.055173 , 0.034466 , 0.030422 , 0.02948 , 0.034107 , 0.042479 , 0.046389 , 0.069654 , 0.077314 , 0.023928 , 0.033974 , 0.055986 , 0.093351 , 0.096967 , 0.10926 , 0.099476 , 0.04135 , 0.030539 , 0.062528 , 0.052514 , 0.054012 , 0.044544 , 0.037889 , 0.030705 , 0.044255 , 0.033428 , 0.073992 , 0.087387 , 0.11339 , 0.036215 , 0.063448 , 0.062587 , 0.0755 , 0.107735 , 0.089286 , 0.080149 , 0.07955 , 0.063218 , 0.077774 , 0.106115 , 0.079266 , 0.063336 , 0.069242 , 0.084375 , 0.079154 , 0.059666 
 479 , 0.053912 , 0.072195 , 0.033812 , 0.092264 , 0.0553 , 0.034449 , 0.030456 , 0.029491 , 0.034128 , 0.042613 , 0.046461 , 0.069832 , 0.077529 , 0.023917 , 0.034021 , 0.056104 , 0.093625 , 0.097248 , 0.109582 , 0.099832 , 0.041401 , 0.030612 , 0.062649 , 0.052599 , 0.0541 , 0.044553 , 0.037917 , 0.030751 , 0.044366 , 0.03349 , 0.074109 , 0.087531 , 0.113479 , 0.03625 , 0.063566 , 0.062708 , 0.075685 , 0.107953 , 0.089466 , 0.080359 , 0.079646 , 0.06334 , 0.077872 , 0.106371 , 0.079415 , 0.063453 , 0.069333 , 0.084534 , 0.079303 , 0.059771 
 480 , 0.05392 , 0.072194 , 0.033843 , 0.092255 , 0.055353 , 0.034406 , 0.030451 , 0.029458 , 0.034106 , 0.042666 , 0.046466 , 0.06987 , 0.07762 , 0.023882 , 0.03402 , 0.056137 , 0.093747 , 0.097375 , 0.109756 , 0.100042 , 0.041389 , 0.030639 , 0.062663 , 0.052616 , 0.054119 , 0.044507 , 0.037879 , 0.030736 , 0.044394 , 0.033489 , 0.074115 , 0.087543 , 0.113416 , 0.036215 , 0.063559 , 0.062727 , 0.075747 , 0.10799 , 0.089496 , 0.080443 , 0.079654 , 0.063371 , 0.077851 , 0.106434 , 0.079423 , 0.063484 , 0.069328 , 0.08457 , 0.079326 , 0.059791 
 481 , 0.053755 , 0.072013 , 0.03378 , 0.091951 , 0.055281 , 0.034326 , 0.030381 , 0.029353 , 0.03401 , 0.042574 , 0.046348 , 0.069668 , 0.07751 , 0.023803 , 0.033946 , 0.05602 , 0.093605 , 0.097234 , 0.109695 , 0.100001 , 0.041268 , 0.03059 , 0.062501 , 0.052503 , 0.054012 , 0.044367 , 0.037725 , 0.030616 , 0.044292 , 0.033384 , 0.073934 , 0.087343 , 0.113083 , 0.036065 , 0.063347 , 0.062571 , 0.075604 , 0.107725 , 0.089264 , 0.080299 , 0.079522 , 0.063245 , 0.077622 , 0.106157 , 0.079191 , 0.063353 , 0.069155 , 0.084388 , 0.079132 , 0.05967 
 482 , 0.053591 , 0.071837 , 0.033711 , 0.091648 , 0.055208 , 0.03425 , 0.030305 , 0.029248 , 0.033914 , 0.042482 , 0.046229 , 0.069472 , 0.077394 , 0.023729 , 0.033866 , 0.055902 , 0.093457 , 0.097093 , 0.109627 , 0.099959 , 0.041142 , 0.03054 , 0.06234 , 0.05239 , 0.053911 , 0.044222 , 0.037571 , 0.030498 , 0.04419 , 0.033279 , 0.073754 , 0.087142 , 0.11275 , 0.035911 , 0.063136 , 0.06241 , 0.075462 , 0.10746 , 0.089037 , 0.080154 , 0.079386 , 0.063125 , 0.0774 , 0.105885 , 0.078958 , 0.063227 , 0.068981 , 0.084211 , 0.078937 , 0.059543 
 483 , 0.053427 , 0.071656 , 0.033648 , 0.09135 , 0.055136 , 0.03417 , 0.03023 , 0.029144 , 0.033818 , 0.04239 , 0.046117 , 0.069276 , 0.077283 , 0.023649 , 0.033792 , 0.055785 , 0.093314 , 0.096945 , 0.109563 , 0.099921 , 0.041022 , 0.030491 , 0.062179 , 0.052277 , 0.05381 , 0.044078 , 0.037417 , 0.030379 , 0.044088 , 0.033179 , 0.073573 , 0.086941 , 0.112422 , 0.035761 , 0.062919 , 0.062254 , 0.075319 , 0.107194 , 0.08881 , 0.080009 , 0.079253 , 0.062999 , 0.077177 , 0.105607 , 0.078726 , 0.0631 , 0.068808 , 0.084034 , 0.078748 , 0.059421 
 484 , 0.053312 , 0.071442 , 0.033628 , 0.091137 , 0.055016 , 0.034105 , 0.030185 , 0.029097 , 0.033777 , 0.04234 , 0.046012 , 0.069145 , 0.077146 , 0.023558 , 0.033729 , 0.055711 , 0.093233 , 0.096841 , 0.109495 , 0.099961 , 0.040929 , 0.03046 , 0.062078 , 0.052161 , 0.053774 , 0.043937 , 0.0373 , 0.030296 , 0.04399 , 0.033156 , 0.073421 , 0.086771 , 0.112106 , 0.035703 , 0.062773 , 0.062178 , 0.075215 , 0.106917 , 0.088606 , 0.079878 , 0.079093 , 0.062857 , 0.077008 , 0.105389 , 0.078605 , 0.06298 , 0.068646 , 0.083863 , 0.078584 , 0.05934 
 485 , 0.053201 , 0.071229 , 0.033603 , 0.090922 , 0.054903 , 0.034042 , 0.03014 , 0.029046 , 0.033735 , 0.042289 , 0.045905 , 0.069019 , 0.077007 , 0.023463 , 0.033672 , 0.055633 , 0.093153 , 0.096732 , 0.109426 , 0.099994 , 0.040835 , 0.030431 , 0.061966 , 0.052043 , 0.053735 , 0.043796 , 0.037177 , 0.030214 , 0.043896 , 0.033127 , 0.073259 , 0.086597 , 0.111794 , 0.035643 , 0.062622 , 0.062104 , 0.075109 , 0.106629 , 0.088395 , 0.079746 , 0.078926 , 0.062707 , 0.076843 , 0.10517 , 0.078477 , 0.06286 , 0.06848 , 0.08369 , 0.078419 , 0.05926 
 486 , 0.053084 , 0.07101 , 0.033582 , 0.090706 , 0.05479 , 0.033977 , 0.030095 , 0.028999 , 0.033693 , 0.042237 , 0.045803 , 0.068887 , 0.076868 , 0.023368 , 0.033609 , 0.055554 , 0.093066 , 0.096617 , 0.109354 , 0.100025 , 0.040741 , 0.0304 , 0.06186 , 0.051925 , 0.053689 , 0.043654 , 0.037059 , 0.030132 , 0.043796 , 0.033103 , 0.073101 , 0.086423 , 0.111482 , 0.035579 , 0.062471 , 0.062034 , 0.075003 , 0.106346 , 0.088183 , 0.079612 , 0.078764 , 0.06256 , 0.076673 , 0.104956 , 0.078353 , 0.062739 , 0.068313 , 0.083521 , 0.078248 , 0.059178 
 487 , 0.053223 , 0.0712 , 0.033732 , 0.090896 , 0.054992 , 0.034063 , 0.030174 , 0.029096 , 0.03379 , 0.042393 , 0.045898 , 0.0691 , 0.077151 , 0.023433 , 0.033732 , 0.055718 , 0.093443 , 0.096953 , 0.109851 , 0.100506 , 0.040862 , 0.030495 , 0.062048 , 0.052092 , 0.053865 , 0.043767 , 0.037126 , 0.030201 , 0.043983 , 0.033216 , 0.073289 , 0.086655 , 0.111688 , 0.035668 , 0.06259 , 0.062222 , 0.075257 , 0.106584 , 0.088376 , 0.079903 , 0.078967 , 0.062738 , 0.076846 , 0.105189 , 0.078546 , 0.062922 , 0.068468 , 0.083777 , 0.078456 , 0.05938 
 488 , 0.053502 , 0.071602 , 0.033963 , 0.091305 , 0.055359 , 0.034232 , 0.030319 , 0.029264 , 0.033963 , 0.042665 , 0.046103 , 0.069503 , 0.077651 , 0.023579 , 0.033947 , 0.056007 , 0.094058 , 0.097523 , 0.110633 , 0.101214 , 0.041093 , 0.030651 , 0.062389 , 0.052405 , 0.054156 , 0.044015 , 0.037291 , 0.030345 , 0.044321 , 0.033404 , 0.073653 , 0.087096 , 0.112157 , 0.035841 , 0.062853 , 0.062542 , 0.075705 , 0.107089 , 0.088779 , 0.080404 , 0.07936 , 0.063074 , 0.077192 , 0.10566 , 0.07889 , 0.063259 , 0.068786 , 0.084254 , 0.078848 , 0.059731 
 489 , 0.053777 , 0.072 , 0.034195 , 0.091709 , 0.055732 , 0.034401 , 0.030464 , 0.029433 , 0.034137 , 0.042937 , 0.046304 , 0.069897 , 0.078147 , 0.023725 , 0.034158 , 0.056298 , 0.094668 , 0.098093 , 0.111412 , 0.101925 , 0.04132 , 0.030813 , 0.06273 , 0.05272 , 0.054443 , 0.044264 , 0.037456 , 0.03049 , 0.044655 , 0.033587 , 0.074019 , 0.087539 , 0.112628 , 0.036008 , 0.063111 , 0.062857 , 0.076149 , 0.107591 , 0.089177 , 0.080906 , 0.079748 , 0.063412 , 0.077544 , 0.106132 , 0.07923 , 0.063592 , 0.069104 , 0.084727 , 0.079241 , 0.060082 
 490 , 0.05415 , 0.072504 , 0.034488 , 0.092278 , 0.056163 , 0.034625 , 0.030667 , 0.029661 , 0.034387 , 0.043283 , 0.046589 , 0.070421 , 0.078782 , 0.023901 , 0.034419 , 0.056704 , 0.095446 , 0.098837 , 0.112374 , 0.1028 , 0.041619 , 0.031033 , 0.063157 , 0.053112 , 0.054823 , 0.044565 , 0.037698 , 0.030699 , 0.045047 , 0.033841 , 0.074512 , 0.088108 , 0.113291 , 0.036257 , 0.063496 , 0.063274 , 0.076705 , 0.108284 , 0.089745 , 0.081516 , 0.080245 , 0.063867 , 0.07803 , 0.106801 , 0.079731 , 0.064047 , 0.069547 , 0.085305 , 0.079752 , 0.060508 
 491 , 0.054763 , 0.073244 , 0.034926 , 0.093236 , 0.056757 , 0.034985 , 0.031027 , 0.030024 , 0.03483 , 0.043802 , 0.047071 , 0.071234 , 0.079746 , 0.02413 , 0.034798 , 0.057376 , 0.096644 , 0.099988 , 0.113755 , 0.104063 , 0.042073 , 0.031395 , 0.063798 , 0.05369 , 0.055429 , 0.045007 , 0.038116 , 0.031043 , 0.045567 , 0.034254 , 0.075314 , 0.088985 , 0.114411 , 0.036681 , 0.064161 , 0.063915 , 0.077522 , 0.109419 , 0.090707 , 0.082403 , 0.080994 , 0.064598 , 0.07884 , 0.107936 , 0.080594 , 0.06478 , 0.070273 , 0.08612 , 0.080541 , 0.061126 
 492 , 0.055379 , 0.073983 , 0.035362 , 0.094198 , 0.057344 , 0.035346 , 0.031383 , 0.03039 , 0.035276 , 0.044323 , 0.047556 , 0.072045 , 0.080705 , 0.024366 , 0.035169 , 0.058042 , 0.097839 , 0.101135 , 0.115138 , 0.105329 , 0.04253 , 0.031765 , 0.064437 , 0.054267 , 0.056028 , 0.045451 , 0.038541 , 0.031383 , 0.04609 , 0.034669 , 0.076109 , 0.089871 , 0.11553 , 0.037107 , 0.064828 , 0.064555 , 0.078332 , 0.110553 , 0.091675 , 0.083288 , 0.081747 , 0.065333 , 0.079653 , 0.109071 , 0.081457 , 0.06551 , 0.071003 , 0.086939 , 0.081334 , 0.061741 
 493 , 0.055992 , 0.074725 , 0.035795 , 0.095155 , 0.057933 , 0.035709 , 0.031742 , 0.030753 , 0.035719 , 0.044848 , 0.048042 , 0.072855 , 0.081665 , 0.024597 , 0.035547 , 0.058711 , 0.09903 , 0.102289 , 0.116519 , 0.106596 , 0.042983 , 0.032131 , 0.065078 , 0.054847 , 0.05663 , 0.045891 , 0.038962 , 0.031731 , 0.046615 , 0.035087 , 0.076914 , 0.09075 , 0.116655 , 0.03753 , 0.065494 , 0.065197 , 0.079146 , 0.111688 , 0.092636 , 0.084172 , 0.082497 , 0.066067 , 0.080465 , 0.110212 , 0.082319 , 0.06624 , 0.071731 , 0.087761 , 0.082129 , 0.062359 
 494 , 0.056533 , 0.075395 , 0.036252 , 0.095937 , 0.058516 , 0.036084 , 0.032084 , 0.031133 , 0.036165 , 0.045355 , 0.048485 , 0.073548 , 0.082482 , 0.024862 , 0.035991 , 0.059266 , 0.100072 , 0.103279 , 0.117712 , 0.107778 , 0.043425 , 0.032541 , 0.065641 , 0.055413 , 0.057212 , 0.046311 , 0.03929 , 0.032128 , 0.047175 , 0.035453 , 0.077607 , 0.091557 , 0.117582 , 0.037931 , 0.066097 , 0.065804 , 0.079928 , 0.112631 , 0.093475 , 0.084965 , 0.083264 , 0.066722 , 0.08121 , 0.111142 , 0.083036 , 0.066891 , 0.072417 , 0.088535 , 0.082867 , 0.063054 
 495 , 0.057067 , 0.076062 , 0.036712 , 0.096707 , 0.059099 , 0.036461 , 0.032425 , 0.031518 , 0.036614 , 0.045871 , 0.048924 , 0.074238 , 0.083288 , 0.025134 , 0.036439 , 0.05982 , 0.101098 , 0.10426 , 0.118897 , 0.108951 , 0.043861 , 0.03296 , 0.066204 , 0.055986 , 0.057799 , 0.046734 , 0.039612 , 0.032529 , 0.047733 , 0.035811 , 0.078291 , 0.092348 , 0.118504 , 0.038334 , 0.066696 , 0.066412 , 0.080699 , 0.113555 , 0.094304 , 0.085756 , 0.084031 , 0.067378 , 0.081944 , 0.112054 , 0.083736 , 0.067537 , 0.073102 , 0.089312 , 0.083599 , 0.063758 
 496 , 0.057604 , 0.076727 , 0.03717 , 0.09748 , 0.059684 , 0.03684 , 0.032762 , 0.0319 , 0.03706 , 0.04638 , 0.04936 , 0.074932 , 0.084098 , 0.025402 , 0.03689 , 0.06037 , 0.102123 , 0.105246 , 0.120077 , 0.110131 , 0.044299 , 0.033371 , 0.066765 , 0.056556 , 0.058383 , 0.047154 , 0.039936 , 0.032927 , 0.048295 , 0.036176 , 0.078977 , 0.093143 , 0.119423 , 0.038739 , 0.067297 , 0.067017 , 0.081474 , 0.114478 , 0.095136 , 0.086541 , 0.084801 , 0.068027 , 0.082682 , 0.112969 , 0.084438 , 0.068175 , 0.07379 , 0.090086 , 0.084334 , 0.064454 
 497 , 0.058126 , 0.077322 , 0.037625 , 0.098154 , 0.060221 , 0.037173 , 0.033067 , 0.032296 , 0.037542 , 0.046845 , 0.0497 , 0.075558 , 0.084806 , 0.025671 , 0.037316 , 0.060904 , 0.10302 , 0.10609 , 0.121141 , 0.111194 , 0.044707 , 0.033789 , 0.067314 , 0.057107 , 0.058909 , 0.047534 , 0.040287 , 0.033265 , 0.048779 , 0.03649 , 0.079609 , 0.09385 , 0.12021 , 0.039146 , 0.067854 , 0.067584 , 0.082188 , 0.115272 , 0.095834 , 0.087264 , 0.085484 , 0.068603 , 0.083357 , 0.113745 , 0.085054 , 0.068807 , 0.074406 , 0.090824 , 0.084977 , 0.065098 
 498 , 0.058644 , 0.077866 , 0.038068 , 0.098757 , 0.060722 , 0.037472 , 0.03335 , 0.032692 , 0.038057 , 0.047268 , 0.049959 , 0.076131 , 0.085436 , 0.02593 , 0.037731 , 0.061418 , 0.103829 , 0.10684 , 0.122117 , 0.112172 , 0.045096 , 0.034212 , 0.067849 , 0.05765 , 0.059396 , 0.047881 , 0.040654 , 0.03356 , 0.049207 , 0.036776 , 0.080209 , 0.094497 , 0.120896 , 0.03956 , 0.068374 , 0.068114 , 0.082866 , 0.115968 , 0.096431 , 0.087939 , 0.086093 , 0.06912 , 0.083988 , 0.114426 , 0.085601 , 0.069429 , 0.074965 , 0.09153 , 0.085568 , 0.0657 
 499 , 0.059164 , 0.078418 , 0.038508 , 0.099356 , 0.061224 , 0.037771 , 0.033628 , 0.033091 , 0.038564 , 0.047692 , 0.050224 , 0.076712 , 0.086067 , 0.026189 , 0.038143 , 0.061928 , 0.104635 , 0.107581 , 0.123097 , 0.113148 , 0.045488 , 0.034631 , 0.068381 , 0.058189 , 0.059884 , 0.048224 , 0.041023 , 0.033855 , 0.049636 , 0.037057 , 0.0808 , 0.095141 , 0.121584 , 0.039976 , 0.06889 , 0.068641 , 0.083542 , 0.116666 , 0.097029 , 0.088615 , 0.086704 , 0.069638 , 0.084622 , 0.115104 , 0.08615 , 0.070054 , 0.075532 , 0.092244 , 0.086156 , 0.066304 
 500 , 0.059731 , 0.079029 , 0.039001 , 0.100015 , 0.061786 , 0.038112 , 0.033931 , 0.033531 , 0.039123 , 0.048153 , 0.050535 , 0.077335 , 0.086764 , 0.026472 , 0.038606 , 0.06248 , 0.105518 , 0.1084 , 0.124166 , 0.114198 , 0.04592 , 0.035091 , 0.068966 , 0.058765 , 0.06042 , 0.048608 , 0.041411 , 0.034203 , 0.050118 , 0.03739 , 0.081433 , 0.095855 , 0.122355 , 0.040433 , 0.06946 , 0.069216 , 0.084288 , 0.117435 , 0.097693 , 0.08933 , 0.087386 , 0.070227 , 0.085298 , 0.115864 , 0.086776 , 0.070738 , 0.076163 , 0.093001 , 0.086826 , 0.066973 
 501 , 0.060448 , 0.079852 , 0.039639 , 0.100863 , 0.062546 , 0.038579 , 0.034312 , 0.034123 , 0.039812 , 0.048747 , 0.051011 , 0.078135 , 0.087689 , 0.02685 , 0.039237 , 0.063153 , 0.106674 , 0.109441 , 0.125537 , 0.115498 , 0.046488 , 0.035696 , 0.069701 , 0.05945 , 0.06114 , 0.049115 , 0.041864 , 0.034736 , 0.05076 , 0.037893 , 0.082195 , 0.096808 , 0.123401 , 0.041033 , 0.070203 , 0.069947 , 0.085246 , 0.118465 , 0.098604 , 0.090215 , 0.088358 , 0.071034 , 0.086138 , 0.116864 , 0.08765 , 0.071626 , 0.07703 , 0.093952 , 0.087717 , 0.067844 
 502 , 0.061171 , 0.080676 , 0.040276 , 0.101716 , 0.063311 , 0.039044 , 0.034697 , 0.034708 , 0.0405 , 0.049346 , 0.051485 , 0.078928 , 0.088608 , 0.02723 , 0.039873 , 0.06382 , 0.107833 , 0.110483 , 0.126907 , 0.116796 , 0.047054 , 0.036299 , 0.070436 , 0.06014 , 0.061865 , 0.04962 , 0.042315 , 0.035268 , 0.051407 , 0.038389 , 0.082956 , 0.097761 , 0.124448 , 0.041632 , 0.070946 , 0.070671 , 0.086199 , 0.11949 , 0.099509 , 0.091101 , 0.089325 , 0.071848 , 0.086978 , 0.117866 , 0.088518 , 0.072509 , 0.077897 , 0.094899 , 0.088614 , 0.068716 
 503 , 0.061892 , 0.081498 , 0.040912 , 0.102568 , 0.064069 , 0.039506 , 0.035078 , 0.035297 , 0.041188 , 0.049942 , 0.051962 , 0.079726 , 0.089526 , 0.027607 , 0.040507 , 0.064496 , 0.108992 , 0.111524 , 0.128278 , 0.118095 , 0.047618 , 0.036907 , 0.071169 , 0.060828 , 0.062584 , 0.050128 , 0.042763 , 0.035798 , 0.052052 , 0.038893 , 0.083715 , 0.098714 , 0.125493 , 0.042234 , 0.071692 , 0.0714 , 0.087158 , 0.12052 , 0.100418 , 0.091985 , 0.090297 , 0.07266 , 0.087816 , 0.118866 , 0.089391 , 0.073397 , 0.078764 , 0.095844 , 0.089504 , 0.069588 
 504 , 0.06277 , 0.082539 , 0.041722 , 0.103661 , 0.065039 , 0.040104 , 0.035634 , 0.036155 , 0.042192 , 0.050736 , 0.052591 , 0.080706 , 0.090625 , 0.028149 , 0.041394 , 0.065345 , 0.110422 , 0.112798 , 0.129925 , 0.119684 , 0.048399 , 0.037711 , 0.072134 , 0.061791 , 0.063528 , 0.050815 , 0.043397 , 0.03654 , 0.052976 , 0.03951 , 0.084774 , 0.099887 , 0.126813 , 0.043103 , 0.072677 , 0.072389 , 0.088441 , 0.121863 , 0.10159 , 0.093182 , 0.091575 , 0.07373 , 0.088944 , 0.120148 , 0.090438 , 0.074556 , 0.079954 , 0.097092 , 0.090681 , 0.070759 
 505 , 0.063674 , 0.083618 , 0.042558 , 0.104791 , 0.066038 , 0.040718 , 0.036219 , 0.037057 , 0.043247 , 0.051556 , 0.053247 , 0.081716 , 0.09175 , 0.028719 , 0.042324 , 0.066226 , 0.111904 , 0.114114 , 0.131609 , 0.121329 , 0.049204 , 0.038543 , 0.073139 , 0.062797 , 0.064506 , 0.051527 , 0.044056 , 0.037307 , 0.053948 , 0.040155 , 0.085884 , 0.10109 , 0.128186 , 0.044021 , 0.073697 , 0.073418 , 0.089768 , 0.123249 , 0.102804 , 0.094432 , 0.092895 , 0.074836 , 0.090116 , 0.121472 , 0.091517 , 0.075753 , 0.081186 , 0.098385 , 0.091904 , 0.071983 
 506 , 0.064585 , 0.084692 , 0.043395 , 0.105922 , 0.067032 , 0.041331 , 0.036803 , 0.037955 , 0.044306 , 0.052376 , 0.053907 , 0.08272 , 0.092877 , 0.029283 , 0.043252 , 0.067107 , 0.113385 , 0.115431 , 0.133297 , 0.122968 , 0.050015 , 0.039377 , 0.074146 , 0.063806 , 0.065485 , 0.052233 , 0.044713 , 0.038082 , 0.054921 , 0.040798 , 0.08699 , 0.1023 , 0.129554 , 0.044937 , 0.074719 , 0.074444 , 0.091094 , 0.124642 , 0.104019 , 0.095685 , 0.094212 , 0.075945 , 0.091283 , 0.122802 , 0.09259 , 0.07696 , 0.082422 , 0.09968 , 0.093129 , 0.0732 
 507 , 0.065563 , 0.085803 , 0.044292 , 0.106994 , 0.068072 , 0.042002 , 0.037387 , 0.03895 , 0.045468 , 0.053209 , 0.054512 , 0.083727 , 0.09397 , 0.029878 , 0.044251 , 0.068003 , 0.114838 , 0.11669 , 0.134951 , 0.124586 , 0.050855 , 0.040306 , 0.075161 , 0.064871 , 0.066492 , 0.052984 , 0.045399 , 0.038916 , 0.055885 , 0.041454 , 0.088075 , 0.103533 , 0.130873 , 0.045901 , 0.075744 , 0.075513 , 0.092424 , 0.12597 , 0.105241 , 0.096941 , 0.095533 , 0.07707 , 0.092494 , 0.124096 , 0.093641 , 0.07823 , 0.083675 , 0.100984 , 0.094368 , 0.074469 
 508 , 0.066602 , 0.086954 , 0.045252 , 0.108014 , 0.069143 , 0.042723 , 0.037966 , 0.040043 , 0.046738 , 0.054042 , 0.055063 , 0.084726 , 0.09503 , 0.030499 , 0.045316 , 0.068911 , 0.116258 , 0.117894 , 0.136587 , 0.126196 , 0.051727 , 0.041301 , 0.076181 , 0.065993 , 0.067536 , 0.053769 , 0.046111 , 0.039822 , 0.056838 , 0.042125 , 0.089147 , 0.104788 , 0.132131 , 0.046923 , 0.076772 , 0.076627 , 0.093759 , 0.127252 , 0.106465 , 0.098192 , 0.096863 , 0.078217 , 0.093736 , 0.125378 , 0.094676 , 0.079569 , 0.084947 , 0.102294 , 0.095622 , 0.075775 
 509 , 0.067649 , 0.088096 , 0.04621 , 0.109033 , 0.070211 , 0.04345 , 0.038542 , 0.041139 , 0.048007 , 0.054875 , 0.055622 , 0.085727 , 0.09609 , 0.031114 , 0.046379 , 0.069825 , 0.117675 , 0.119105 , 0.138227 , 0.127799 , 0.0526 , 0.042306 , 0.077201 , 0.067118 , 0.068582 , 0.05456 , 0.046817 , 0.040725 , 0.057799 , 0.042796 , 0.090208 , 0.106045 , 0.133395 , 0.047937 , 0.077802 , 0.077744 , 0.095098 , 0.128529 , 0.107691 , 0.099451 , 0.098191 , 0.07936 , 0.094981 , 0.126661 , 0.095717 , 0.080901 , 0.086223 , 0.103606 , 0.096884 , 0.077085 
