  time  ,45:09 PM,45:17 PM,45:23 PM,45:31 PM,45:36 PM,46:51 PM,46:58 PM,47:04 PM,47:10 PM,47:21 PM,47:42 PM,47:48 PM,47:55 PM,48:03 PM,48:10 PM,48:58 PM,49:04 PM,49:11 PM,49:17 PM,49:25 PM,49:54 PM,50:00 PM,50:06 PM,50:12 PM,50:22 PM,50:54 PM,51:01 PM,51:08 PM,51:17 PM,51:24 PM,52:31 PM,52:37 PM,52:43 PM,52:49 PM,52:56 PM,53:31 PM,53:38 PM,53:46 PM,53:52 PM,53:59 PM,55:01 PM,55:07 PM,55:16 PM,55:22 PM,55:28 PM,55:45 PM,55:52 PM,55:59 PM,56:05 PM,56:11 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 709 , 0.169218 , 0.169138 , 0.139595 , 0.1512 , 0.162278 , 0.115909 , 0.083265 , 0.1534 , 0.168388 , 0.121785 , 0.081517 , 0.146212 , 0.144483 , 0.108134 , 0.148845 , 0.130842 , 0.182671 , 0.16895 , 0.208598 , 0.199909 , 0.162889 , 0.182015 , 0.173858 , 0.185323 , 0.162367 , 0.09869 , 0.091765 , 0.131582 , 0.148383 , 0.111378 , 0.166232 , 0.191623 , 0.190063 , 0.165269 , 0.176829 , 0.165005 , 0.192939 , 0.188021 , 0.187867 , 0.187892 , 0.218633 , 0.18656 , 0.188453 , 0.178612 , 0.155104 , 0.197778 , 0.20133 , 0.207197 , 0.201255 , 0.204494 
 710 , 0.173515 , 0.172216 , 0.143237 , 0.152801 , 0.166317 , 0.121045 , 0.085767 , 0.160532 , 0.17602 , 0.124923 , 0.082482 , 0.148918 , 0.145638 , 0.113348 , 0.154975 , 0.133331 , 0.184206 , 0.169854 , 0.210537 , 0.201966 , 0.168456 , 0.189744 , 0.178238 , 0.190994 , 0.166663 , 0.101111 , 0.094506 , 0.137333 , 0.152687 , 0.11489 , 0.169351 , 0.195331 , 0.19254 , 0.172241 , 0.181276 , 0.168738 , 0.197693 , 0.190376 , 0.19131 , 0.191488 , 0.225373 , 0.192051 , 0.193656 , 0.180708 , 0.157519 , 0.203739 , 0.207015 , 0.211891 , 0.206061 , 0.210532 
 711 , 0.177393 , 0.17486 , 0.146537 , 0.154117 , 0.169937 , 0.126204 , 0.088163 , 0.167661 , 0.183629 , 0.127937 , 0.083349 , 0.15145 , 0.146572 , 0.11852 , 0.161015 , 0.135625 , 0.185422 , 0.170535 , 0.212234 , 0.203766 , 0.17369 , 0.197144 , 0.182296 , 0.19628 , 0.170633 , 0.103421 , 0.097175 , 0.142987 , 0.156714 , 0.118209 , 0.172075 , 0.198601 , 0.194646 , 0.178924 , 0.185333 , 0.172115 , 0.201993 , 0.192364 , 0.194315 , 0.194665 , 0.231688 , 0.197213 , 0.198532 , 0.182494 , 0.159642 , 0.209316 , 0.212249 , 0.21611 , 0.210382 , 0.216075 
 712 , 0.181011 , 0.177238 , 0.149671 , 0.15522 , 0.173308 , 0.131392 , 0.090505 , 0.174863 , 0.191274 , 0.130901 , 0.084167 , 0.153861 , 0.147331 , 0.123758 , 0.167073 , 0.137784 , 0.186437 , 0.171032 , 0.213768 , 0.205428 , 0.178788 , 0.204461 , 0.186231 , 0.20141 , 0.174451 , 0.105684 , 0.099841 , 0.148602 , 0.160617 , 0.121462 , 0.174599 , 0.201655 , 0.196572 , 0.185504 , 0.189174 , 0.175325 , 0.20608 , 0.194168 , 0.197107 , 0.197612 , 0.237802 , 0.202239 , 0.203289 , 0.184131 , 0.161598 , 0.214754 , 0.21728 , 0.220116 , 0.214479 , 0.221431 
 713 , 0.184705 , 0.179675 , 0.152871 , 0.156351 , 0.176751 , 0.136686 , 0.092898 , 0.182214 , 0.199082 , 0.133923 , 0.085003 , 0.156322 , 0.1481 , 0.129108 , 0.173267 , 0.139986 , 0.187478 , 0.171537 , 0.21533 , 0.207123 , 0.183998 , 0.211938 , 0.190246 , 0.206655 , 0.17835 , 0.107996 , 0.102562 , 0.154333 , 0.164607 , 0.12479 , 0.17718 , 0.204769 , 0.198541 , 0.192225 , 0.193102 , 0.178608 , 0.210256 , 0.196011 , 0.199968 , 0.200622 , 0.244049 , 0.207371 , 0.208151 , 0.185801 , 0.163603 , 0.22031 , 0.222421 , 0.224209 , 0.218663 , 0.226909 
 714 , 0.188346 , 0.182057 , 0.156055 , 0.15746 , 0.180168 , 0.142164 , 0.095348 , 0.18978 , 0.20711 , 0.136995 , 0.085871 , 0.158821 , 0.148879 , 0.134626 , 0.179635 , 0.142179 , 0.188506 , 0.172033 , 0.216907 , 0.20884 , 0.189281 , 0.219547 , 0.194267 , 0.211902 , 0.182275 , 0.110353 , 0.105348 , 0.160173 , 0.168618 , 0.128163 , 0.179712 , 0.207871 , 0.200453 , 0.19901 , 0.196999 , 0.181868 , 0.214368 , 0.197808 , 0.202808 , 0.203583 , 0.250317 , 0.212537 , 0.213026 , 0.187469 , 0.165619 , 0.225884 , 0.227537 , 0.228268 , 0.222808 , 0.232343 
 715 , 0.191788 , 0.184272 , 0.159124 , 0.158459 , 0.183471 , 0.147968 , 0.097885 , 0.197675 , 0.21547 , 0.140104 , 0.086767 , 0.161342 , 0.149655 , 0.140389 , 0.186263 , 0.144275 , 0.189488 , 0.172522 , 0.218483 , 0.210518 , 0.194599 , 0.227243 , 0.198171 , 0.217017 , 0.186162 , 0.112754 , 0.108207 , 0.166168 , 0.172571 , 0.131566 , 0.182078 , 0.21087 , 0.202163 , 0.205808 , 0.200751 , 0.18498 , 0.218194 , 0.199405 , 0.205548 , 0.206391 , 0.256498 , 0.21763 , 0.217784 , 0.189078 , 0.16759 , 0.231346 , 0.232431 , 0.232112 , 0.226771 , 0.237522 
 716 , 0.195325 , 0.186546 , 0.162285 , 0.15948 , 0.186877 , 0.153947 , 0.100491 , 0.205796 , 0.224074 , 0.143298 , 0.08769 , 0.163934 , 0.150456 , 0.146319 , 0.193071 , 0.146429 , 0.190501 , 0.17303 , 0.220099 , 0.212231 , 0.200062 , 0.23514 , 0.202181 , 0.222276 , 0.190156 , 0.115225 , 0.111145 , 0.172368 , 0.176626 , 0.135061 , 0.184508 , 0.213952 , 0.203917 , 0.212825 , 0.204631 , 0.188176 , 0.222117 , 0.201031 , 0.208366 , 0.209292 , 0.262872 , 0.222861 , 0.222669 , 0.190736 , 0.169616 , 0.236957 , 0.237451 , 0.236051 , 0.230849 , 0.242845 
 717 , 0.198974 , 0.188882 , 0.165546 , 0.160526 , 0.190383 , 0.160101 , 0.103175 , 0.214158 , 0.232922 , 0.146591 , 0.088634 , 0.166604 , 0.151277 , 0.152421 , 0.20008 , 0.148641 , 0.191542 , 0.17355 , 0.221767 , 0.213996 , 0.205682 , 0.243267 , 0.206311 , 0.227692 , 0.194269 , 0.117772 , 0.114168 , 0.178756 , 0.180806 , 0.138658 , 0.187013 , 0.217133 , 0.205725 , 0.220055 , 0.208628 , 0.191466 , 0.226157 , 0.202702 , 0.211274 , 0.212284 , 0.269435 , 0.228255 , 0.227702 , 0.192448 , 0.1717 , 0.242733 , 0.242629 , 0.240102 , 0.235053 , 0.248325 
 718 , 0.202469 , 0.191129 , 0.168653 , 0.161642 , 0.193769 , 0.166609 , 0.105937 , 0.222698 , 0.242028 , 0.150014 , 0.089653 , 0.169396 , 0.152185 , 0.158794 , 0.207588 , 0.151002 , 0.192846 , 0.174306 , 0.223757 , 0.216032 , 0.211249 , 0.251409 , 0.210436 , 0.23302 , 0.198287 , 0.120214 , 0.117139 , 0.185235 , 0.185017 , 0.142274 , 0.189506 , 0.220219 , 0.207573 , 0.227306 , 0.212569 , 0.194777 , 0.230253 , 0.204461 , 0.214239 , 0.215379 , 0.275787 , 0.23373 , 0.232793 , 0.194147 , 0.173871 , 0.248452 , 0.247714 , 0.244072 , 0.239208 , 0.253675 
 719 , 0.206038 , 0.19345 , 0.171819 , 0.162805 , 0.197217 , 0.173224 , 0.108771 , 0.231393 , 0.251346 , 0.153498 , 0.090695 , 0.172249 , 0.153117 , 0.165294 , 0.215251 , 0.153414 , 0.194157 , 0.175058 , 0.225778 , 0.218131 , 0.216924 , 0.259747 , 0.214652 , 0.23847 , 0.202375 , 0.122693 , 0.120171 , 0.1918 , 0.189311 , 0.14595 , 0.192003 , 0.223341 , 0.209447 , 0.234665 , 0.216552 , 0.198165 , 0.234448 , 0.206255 , 0.217259 , 0.218489 , 0.282241 , 0.239323 , 0.23798 , 0.195859 , 0.176091 , 0.254269 , 0.252897 , 0.24813 , 0.243439 , 0.259068 
 720 , 0.209684 , 0.19582 , 0.17505 , 0.163991 , 0.200734 , 0.179978 , 0.111668 , 0.240273 , 0.260856 , 0.157057 , 0.091758 , 0.175158 , 0.154069 , 0.171931 , 0.223074 , 0.155877 , 0.195496 , 0.175825 , 0.227838 , 0.220274 , 0.222726 , 0.268265 , 0.218958 , 0.244046 , 0.206546 , 0.125222 , 0.123263 , 0.198508 , 0.193701 , 0.149704 , 0.194557 , 0.226532 , 0.211357 , 0.24219 , 0.220626 , 0.201622 , 0.238732 , 0.208092 , 0.220349 , 0.221664 , 0.288833 , 0.245037 , 0.24328 , 0.19761 , 0.178362 , 0.260212 , 0.258187 , 0.252272 , 0.247757 , 0.264581 
 721 , 0.213081 , 0.198047 , 0.178065 , 0.165132 , 0.20408 , 0.186698 , 0.114475 , 0.248857 , 0.270233 , 0.160538 , 0.092774 , 0.177995 , 0.155026 , 0.178479 , 0.230916 , 0.158278 , 0.196868 , 0.176634 , 0.229933 , 0.222399 , 0.228228 , 0.27649 , 0.223033 , 0.249342 , 0.210454 , 0.127641 , 0.126192 , 0.204975 , 0.197907 , 0.153335 , 0.196947 , 0.229486 , 0.213179 , 0.249398 , 0.2245 , 0.204896 , 0.242787 , 0.209829 , 0.223257 , 0.224687 , 0.295023 , 0.250539 , 0.248336 , 0.199333 , 0.180506 , 0.265886 , 0.263184 , 0.256153 , 0.251839 , 0.269762 
 722 , 0.216399 , 0.200184 , 0.181003 , 0.166289 , 0.207371 , 0.193462 , 0.117244 , 0.257328 , 0.279582 , 0.164058 , 0.0938 , 0.180859 , 0.15602 , 0.185024 , 0.238797 , 0.160674 , 0.198343 , 0.177516 , 0.232066 , 0.224572 , 0.23366 , 0.284579 , 0.227027 , 0.254469 , 0.214293 , 0.130014 , 0.129071 , 0.211337 , 0.202067 , 0.15695 , 0.199305 , 0.23234 , 0.214977 , 0.256398 , 0.2283 , 0.208059 , 0.246705 , 0.211523 , 0.226069 , 0.227673 , 0.301041 , 0.255901 , 0.253302 , 0.201067 , 0.182579 , 0.271437 , 0.26809 , 0.259945 , 0.255798 , 0.274877 
 723 , 0.219739 , 0.202334 , 0.183956 , 0.167452 , 0.210684 , 0.200275 , 0.12003 , 0.265847 , 0.288994 , 0.1676 , 0.094833 , 0.183743 , 0.157024 , 0.191615 , 0.246727 , 0.163087 , 0.199825 , 0.178399 , 0.234216 , 0.226762 , 0.239128 , 0.292724 , 0.231048 , 0.259631 , 0.218157 , 0.132406 , 0.131966 , 0.217744 , 0.206259 , 0.160591 , 0.201685 , 0.235209 , 0.216789 , 0.263449 , 0.232124 , 0.211245 , 0.250651 , 0.213226 , 0.2289 , 0.230681 , 0.307104 , 0.261297 , 0.258305 , 0.202817 , 0.184661 , 0.277022 , 0.273033 , 0.26376 , 0.25978 , 0.280032 
 724 , 0.223012 , 0.20443 , 0.186823 , 0.168634 , 0.213915 , 0.207119 , 0.122795 , 0.274293 , 0.298359 , 0.171124 , 0.095893 , 0.186611 , 0.158027 , 0.198211 , 0.254737 , 0.165446 , 0.201339 , 0.17932 , 0.236368 , 0.228985 , 0.244531 , 0.300766 , 0.234996 , 0.264693 , 0.221963 , 0.134756 , 0.134821 , 0.224079 , 0.210385 , 0.164194 , 0.204023 , 0.23805 , 0.218581 , 0.27038 , 0.235864 , 0.214381 , 0.254534 , 0.214908 , 0.231706 , 0.233661 , 0.313018 , 0.26661 , 0.263224 , 0.204527 , 0.186726 , 0.282485 , 0.277855 , 0.267484 , 0.2637 , 0.28509 
 725 , 0.226117 , 0.206413 , 0.18947 , 0.169835 , 0.216995 , 0.213972 , 0.125473 , 0.282532 , 0.307531 , 0.174546 , 0.096993 , 0.189433 , 0.159036 , 0.204763 , 0.262846 , 0.167697 , 0.202873 , 0.180302 , 0.238607 , 0.231246 , 0.249715 , 0.308508 , 0.238718 , 0.269539 , 0.225614 , 0.137009 , 0.137553 , 0.230228 , 0.214299 , 0.16766 , 0.206256 , 0.240824 , 0.220346 , 0.277056 , 0.239391 , 0.217387 , 0.258269 , 0.216562 , 0.234427 , 0.236542 , 0.318575 , 0.271627 , 0.267907 , 0.206113 , 0.188774 , 0.287662 , 0.282343 , 0.270986 , 0.267437 , 0.289883 
 726 , 0.229208 , 0.208397 , 0.192113 , 0.171029 , 0.220091 , 0.220819 , 0.128149 , 0.290766 , 0.316684 , 0.177957 , 0.098091 , 0.192255 , 0.160045 , 0.211301 , 0.270951 , 0.169951 , 0.204396 , 0.181294 , 0.240879 , 0.233495 , 0.254882 , 0.316237 , 0.242433 , 0.274389 , 0.229255 , 0.139262 , 0.140271 , 0.236371 , 0.218188 , 0.171103 , 0.208489 , 0.243613 , 0.222119 , 0.283732 , 0.242917 , 0.220391 , 0.261995 , 0.218224 , 0.237141 , 0.239409 , 0.324105 , 0.276588 , 0.272559 , 0.207692 , 0.190831 , 0.29284 , 0.286797 , 0.274486 , 0.271158 , 0.294656 
 727 , 0.232291 , 0.210377 , 0.194742 , 0.172224 , 0.223174 , 0.22764 , 0.130811 , 0.298969 , 0.325806 , 0.181355 , 0.099185 , 0.195069 , 0.16105 , 0.217817 , 0.279028 , 0.172201 , 0.205915 , 0.182277 , 0.243147 , 0.235739 , 0.260032 , 0.323935 , 0.246125 , 0.279226 , 0.232886 , 0.141505 , 0.142985 , 0.242493 , 0.222067 , 0.174529 , 0.210709 , 0.246392 , 0.223879 , 0.290382 , 0.246424 , 0.223381 , 0.265711 , 0.219878 , 0.239842 , 0.242267 , 0.329619 , 0.281527 , 0.277198 , 0.209267 , 0.192884 , 0.297997 , 0.291234 , 0.277973 , 0.27487 , 0.299412 
 728 , 0.235063 , 0.212135 , 0.197097 , 0.173323 , 0.22594 , 0.234241 , 0.133344 , 0.306547 , 0.334333 , 0.184624 , 0.100162 , 0.197722 , 0.162045 , 0.224061 , 0.287047 , 0.174306 , 0.207474 , 0.183309 , 0.245473 , 0.237903 , 0.264697 , 0.331038 , 0.249499 , 0.283545 , 0.236125 , 0.143487 , 0.145403 , 0.248129 , 0.22561 , 0.177652 , 0.212727 , 0.24886 , 0.225467 , 0.296441 , 0.249696 , 0.22612 , 0.269077 , 0.221368 , 0.242352 , 0.244889 , 0.334554 , 0.286169 , 0.281463 , 0.210733 , 0.194712 , 0.302682 , 0.295236 , 0.281164 , 0.278236 , 0.303702 
 729 , 0.237829 , 0.213886 , 0.199441 , 0.174412 , 0.228653 , 0.240756 , 0.135868 , 0.314095 , 0.342787 , 0.187872 , 0.101152 , 0.200352 , 0.16306 , 0.230246 , 0.295011 , 0.176377 , 0.209041 , 0.184329 , 0.247728 , 0.240061 , 0.269306 , 0.338015 , 0.252845 , 0.287809 , 0.239339 , 0.14543 , 0.147782 , 0.253673 , 0.229114 , 0.180767 , 0.21471 , 0.251234 , 0.227001 , 0.302388 , 0.252923 , 0.228819 , 0.272393 , 0.2228 , 0.244824 , 0.247475 , 0.339405 , 0.290943 , 0.285716 , 0.212197 , 0.196482 , 0.307298 , 0.299203 , 0.284257 , 0.281574 , 0.307938 
 730 , 0.240556 , 0.215615 , 0.201746 , 0.175492 , 0.231332 , 0.247182 , 0.138363 , 0.321545 , 0.351121 , 0.191079 , 0.102124 , 0.202944 , 0.16406 , 0.23634 , 0.302861 , 0.178413 , 0.210579 , 0.185338 , 0.249951 , 0.242192 , 0.273851 , 0.344892 , 0.256149 , 0.292019 , 0.24251 , 0.147353 , 0.150126 , 0.259134 , 0.232571 , 0.183836 , 0.21667 , 0.253573 , 0.228512 , 0.308252 , 0.256102 , 0.231484 , 0.275662 , 0.224208 , 0.24726 , 0.250025 , 0.344187 , 0.29565 , 0.289909 , 0.213638 , 0.198226 , 0.31185 , 0.303114 , 0.287301 , 0.284868 , 0.312113 
 731 , 0.243058 , 0.217278 , 0.203892 , 0.17653 , 0.233794 , 0.253235 , 0.140688 , 0.328381 , 0.358879 , 0.19407 , 0.103057 , 0.205381 , 0.165053 , 0.242053 , 0.310384 , 0.180306 , 0.212072 , 0.186319 , 0.252105 , 0.244262 , 0.278038 , 0.351229 , 0.259178 , 0.295938 , 0.245442 , 0.149089 , 0.152225 , 0.264126 , 0.235745 , 0.186711 , 0.218523 , 0.255697 , 0.229972 , 0.313653 , 0.258994 , 0.233974 , 0.278692 , 0.225587 , 0.249555 , 0.252391 , 0.34855 , 0.300041 , 0.293757 , 0.215023 , 0.199857 , 0.316014 , 0.306686 , 0.290105 , 0.287928 , 0.31595 
 732 , 0.245458 , 0.218943 , 0.205967 , 0.177594 , 0.23619 , 0.259131 , 0.14292 , 0.334854 , 0.366347 , 0.196981 , 0.103975 , 0.207733 , 0.166033 , 0.247547 , 0.317676 , 0.182203 , 0.213498 , 0.187311 , 0.254227 , 0.246313 , 0.282078 , 0.357384 , 0.262108 , 0.299727 , 0.248227 , 0.150746 , 0.154213 , 0.26889 , 0.238783 , 0.189493 , 0.22032 , 0.257782 , 0.231484 , 0.318878 , 0.26172 , 0.23637 , 0.281606 , 0.227023 , 0.2518 , 0.254671 , 0.352766 , 0.304127 , 0.297369 , 0.216373 , 0.201479 , 0.319978 , 0.310118 , 0.292876 , 0.290888 , 0.319645 
 733 , 0.247815 , 0.220577 , 0.20801 , 0.178645 , 0.238547 , 0.264942 , 0.145119 , 0.341224 , 0.373703 , 0.199845 , 0.104878 , 0.210049 , 0.167 , 0.252958 , 0.324853 , 0.184071 , 0.2149 , 0.188288 , 0.256313 , 0.248334 , 0.286053 , 0.363439 , 0.264997 , 0.303454 , 0.250966 , 0.15238 , 0.156171 , 0.273579 , 0.241772 , 0.192227 , 0.222083 , 0.25983 , 0.232972 , 0.324019 , 0.264404 , 0.238732 , 0.284473 , 0.228436 , 0.25401 , 0.256911 , 0.35691 , 0.308152 , 0.300928 , 0.217695 , 0.203075 , 0.323884 , 0.3135 , 0.295604 , 0.293801 , 0.323287 
 734 , 0.250006 , 0.222094 , 0.209887 , 0.179623 , 0.240741 , 0.270438 , 0.147201 , 0.347191 , 0.38063 , 0.202551 , 0.105729 , 0.212225 , 0.167907 , 0.258063 , 0.331696 , 0.185838 , 0.216228 , 0.189208 , 0.258272 , 0.250253 , 0.289754 , 0.369091 , 0.267704 , 0.306908 , 0.253507 , 0.153905 , 0.158038 , 0.277969 , 0.244576 , 0.194778 , 0.223708 , 0.261749 , 0.234344 , 0.328795 , 0.266891 , 0.240927 , 0.287118 , 0.22976 , 0.25605 , 0.259002 , 0.36077 , 0.311901 , 0.30423 , 0.218938 , 0.204568 , 0.327489 , 0.316638 , 0.298127 , 0.296504 , 0.326652 
 735 , 0.251935 , 0.223425 , 0.211491 , 0.180479 , 0.242686 , 0.275475 , 0.149098 , 0.352548 , 0.386922 , 0.205003 , 0.106506 , 0.214186 , 0.168732 , 0.262707 , 0.338079 , 0.187424 , 0.217486 , 0.190039 , 0.260059 , 0.252009 , 0.293035 , 0.374089 , 0.270124 , 0.309933 , 0.255771 , 0.155283 , 0.1598 , 0.281908 , 0.247096 , 0.197013 , 0.225122 , 0.263448 , 0.235512 , 0.33296 , 0.269093 , 0.242877 , 0.289441 , 0.230897 , 0.257799 , 0.260866 , 0.364174 , 0.315205 , 0.307196 , 0.220078 , 0.205888 , 0.330634 , 0.3194 , 0.30033 , 0.298904 , 0.329558 
 736 , 0.253848 , 0.224745 , 0.213085 , 0.181325 , 0.244625 , 0.280475 , 0.150971 , 0.357868 , 0.393172 , 0.207429 , 0.107271 , 0.216129 , 0.169548 , 0.267311 , 0.344419 , 0.188993 , 0.218749 , 0.190861 , 0.261842 , 0.253754 , 0.296296 , 0.379027 , 0.272522 , 0.312926 , 0.258022 , 0.156659 , 0.161553 , 0.285822 , 0.249603 , 0.19922 , 0.226534 , 0.26513 , 0.236672 , 0.337064 , 0.27128 , 0.244816 , 0.291753 , 0.232007 , 0.259526 , 0.262725 , 0.367549 , 0.318473 , 0.310156 , 0.221224 , 0.207187 , 0.333758 , 0.322144 , 0.302517 , 0.301288 , 0.332427 
 737 , 0.255735 , 0.226045 , 0.214657 , 0.18216 , 0.246532 , 0.285406 , 0.15282 , 0.363112 , 0.399334 , 0.209824 , 0.108028 , 0.218049 , 0.170356 , 0.271852 , 0.350667 , 0.190534 , 0.22 , 0.191671 , 0.263604 , 0.255473 , 0.299512 , 0.38389 , 0.274889 , 0.315878 , 0.260245 , 0.158009 , 0.163282 , 0.289673 , 0.252071 , 0.201393 , 0.227925 , 0.266786 , 0.237811 , 0.341104 , 0.273434 , 0.246729 , 0.294029 , 0.233105 , 0.261232 , 0.264549 , 0.370869 , 0.321693 , 0.31307 , 0.222349 , 0.208467 , 0.336833 , 0.324842 , 0.304668 , 0.303634 , 0.335247 
 738 , 0.257367 , 0.22711 , 0.215967 , 0.182925 , 0.248132 , 0.28971 , 0.154424 , 0.36754 , 0.404675 , 0.211904 , 0.108702 , 0.219707 , 0.171115 , 0.275726 , 0.356116 , 0.191888 , 0.22106 , 0.192517 , 0.26517 , 0.256959 , 0.302267 , 0.388064 , 0.276839 , 0.31837 , 0.262164 , 0.159141 , 0.164703 , 0.292877 , 0.254145 , 0.203251 , 0.229074 , 0.268158 , 0.238798 , 0.344466 , 0.275279 , 0.248357 , 0.295907 , 0.234058 , 0.262727 , 0.266058 , 0.373661 , 0.324449 , 0.315552 , 0.223315 , 0.209583 , 0.339434 , 0.32708 , 0.306476 , 0.305555 , 0.337574 
 739 , 0.258999 , 0.228149 , 0.217269 , 0.183665 , 0.249687 , 0.293959 , 0.156021 , 0.371916 , 0.409959 , 0.21395 , 0.109357 , 0.221365 , 0.171877 , 0.279558 , 0.36145 , 0.193231 , 0.222104 , 0.193377 , 0.266697 , 0.258444 , 0.304962 , 0.392235 , 0.278744 , 0.320846 , 0.26406 , 0.16023 , 0.166091 , 0.296031 , 0.256217 , 0.205114 , 0.230216 , 0.269535 , 0.239726 , 0.347793 , 0.277087 , 0.24996 , 0.297773 , 0.235032 , 0.264216 , 0.267539 , 0.37644 , 0.327178 , 0.317974 , 0.224246 , 0.210702 , 0.34205 , 0.329306 , 0.308233 , 0.307428 , 0.339893 
 740 , 0.260624 , 0.229184 , 0.218564 , 0.184406 , 0.25124 , 0.298193 , 0.157612 , 0.37627 , 0.415226 , 0.215988 , 0.110008 , 0.223017 , 0.172634 , 0.283379 , 0.366764 , 0.194563 , 0.22314 , 0.194238 , 0.26822 , 0.259926 , 0.307653 , 0.396392 , 0.280638 , 0.323316 , 0.265951 , 0.161316 , 0.167473 , 0.29917 , 0.258279 , 0.206972 , 0.231354 , 0.270904 , 0.240653 , 0.351105 , 0.278887 , 0.251551 , 0.299627 , 0.236001 , 0.265701 , 0.269013 , 0.37921 , 0.329898 , 0.320386 , 0.225178 , 0.211812 , 0.344651 , 0.331525 , 0.309983 , 0.309294 , 0.342207 
 741 , 0.261939 , 0.23003 , 0.219583 , 0.185003 , 0.252505 , 0.301813 , 0.1589 , 0.379875 , 0.419655 , 0.217712 , 0.110554 , 0.22438 , 0.173278 , 0.286578 , 0.371389 , 0.195658 , 0.224068 , 0.194943 , 0.269516 , 0.261209 , 0.309901 , 0.399841 , 0.282212 , 0.32534 , 0.267494 , 0.162163 , 0.168589 , 0.301737 , 0.259997 , 0.208487 , 0.232303 , 0.272021 , 0.241405 , 0.353829 , 0.280337 , 0.252851 , 0.301164 , 0.236792 , 0.266883 , 0.270264 , 0.381462 , 0.332135 , 0.322361 , 0.225881 , 0.212702 , 0.346802 , 0.333338 , 0.311426 , 0.310844 , 0.344131 
 742 , 0.263059 , 0.230786 , 0.220433 , 0.185501 , 0.25363 , 0.305106 , 0.160031 , 0.383119 , 0.423668 , 0.2193 , 0.111067 , 0.225557 , 0.173835 , 0.289477 , 0.375814 , 0.196617 , 0.224879 , 0.195536 , 0.270724 , 0.262319 , 0.311923 , 0.402815 , 0.283675 , 0.327101 , 0.268794 , 0.162942 , 0.169564 , 0.304082 , 0.261475 , 0.209772 , 0.233142 , 0.272961 , 0.242106 , 0.356293 , 0.281641 , 0.254038 , 0.302489 , 0.237451 , 0.267955 , 0.271425 , 0.383431 , 0.334179 , 0.324148 , 0.226491 , 0.213465 , 0.348684 , 0.334918 , 0.312738 , 0.312245 , 0.345835 
 743 , 0.264176 , 0.231539 , 0.22129 , 0.186 , 0.254757 , 0.308401 , 0.161159 , 0.386368 , 0.427679 , 0.220886 , 0.111582 , 0.226737 , 0.174398 , 0.292381 , 0.380242 , 0.197573 , 0.225688 , 0.196131 , 0.27193 , 0.263431 , 0.313943 , 0.405785 , 0.285135 , 0.328871 , 0.270093 , 0.163717 , 0.170545 , 0.306422 , 0.262957 , 0.211054 , 0.233983 , 0.273899 , 0.242809 , 0.358761 , 0.282948 , 0.255232 , 0.303817 , 0.238111 , 0.269026 , 0.272589 , 0.3854 , 0.336222 , 0.325939 , 0.227102 , 0.214229 , 0.350576 , 0.336497 , 0.314052 , 0.313644 , 0.347539 
 744 , 0.26522 , 0.232235 , 0.222071 , 0.186483 , 0.255808 , 0.311467 , 0.162226 , 0.389333 , 0.431361 , 0.222389 , 0.112089 , 0.227854 , 0.174949 , 0.295048 , 0.384377 , 0.198469 , 0.22647 , 0.196705 , 0.273059 , 0.264469 , 0.3158 , 0.408525 , 0.2865 , 0.330506 , 0.271285 , 0.164399 , 0.171396 , 0.308584 , 0.264321 , 0.212234 , 0.234746 , 0.274766 , 0.243441 , 0.361038 , 0.28416 , 0.256321 , 0.30506 , 0.238713 , 0.270029 , 0.273658 , 0.387202 , 0.338107 , 0.327586 , 0.227688 , 0.214936 , 0.352305 , 0.337945 , 0.315243 , 0.314939 , 0.349104 
 745 , 0.266157 , 0.232814 , 0.222747 , 0.186963 , 0.256757 , 0.314181 , 0.163192 , 0.391801 , 0.43443 , 0.223724 , 0.112555 , 0.228886 , 0.17548 , 0.297335 , 0.387959 , 0.199242 , 0.227218 , 0.197235 , 0.274041 , 0.265394 , 0.317413 , 0.410978 , 0.287664 , 0.331946 , 0.272353 , 0.164927 , 0.172034 , 0.310429 , 0.265523 , 0.213299 , 0.235378 , 0.275547 , 0.243958 , 0.363015 , 0.285209 , 0.257219 , 0.306187 , 0.239244 , 0.270866 , 0.274551 , 0.388693 , 0.339735 , 0.32901 , 0.228228 , 0.215554 , 0.353759 , 0.339196 , 0.316226 , 0.316064 , 0.350441 
