  time  ,21:15 PM,21:23 PM,21:29 PM,21:37 PM,21:47 PM,22:33 PM,22:39 PM,22:46 PM,22:55 PM,23:03 PM,23:40 PM,23:46 PM,23:53 PM,24:00 PM,24:07 PM,24:56 PM,25:03 PM,25:11 PM,25:18 PM,25:25 PM,26:14 PM,26:21 PM,26:28 PM,26:36 PM,26:43 PM,27:05 PM,27:11 PM,27:17 PM,27:26 PM,27:35 PM,28:29 PM,28:34 PM,28:40 PM,28:47 PM,28:55 PM,29:37 PM,29:43 PM,29:54 PM,30:00 PM,30:08 PM,31:24 PM,31:30 PM,31:37 PM,31:44 PM,31:50 PM,32:21 PM,32:29 PM,32:36 PM,32:42 PM,32:49 PM,34:10 PM,34:16 PM,34:23 PM,34:30 PM,34:36 PM,35:13 PM,35:20 PM,35:29 PM,35:36 PM,35:44 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 869 , 0.30092 , 0.440367 , 0.375749 , 0.359617 , 0.365286 , 0.223546 , 0.288868 , 0.2644 , 0.274275 , 0.219472 , 0.295895 , 0.299925 , 0.348543 , 0.413958 , 0.274176 , 0.439246 , 0.428584 , 0.380912 , 0.48827 , 0.391717 , 0.455669 , 0.678979 , 0.65919 , 0.395054 , 0.344419 , 0.286877 , 0.327077 , 0.284788 , 0.105785 , 0.300184 , 0.291908 , 0.294251 , 0.309036 , 0.281901 , 0.290435 , 0.200524 , 0.218933 , 0.181554 , 0.28238 , 0.177529 , 0.333763 , 0.357478 , 0.35921 , 0.373495 , 0.337298 , 0.380318 , 0.359589 , 0.302048 , 0.342302 , 0.337106 , 0.379428 , 0.321864 , 0.27863 , 0.235577 , 0.308288 , 0.457797 , 0.451771 , 0.435336 , 0.43003 , 0.483822 
 870 , 0.301126 , 0.440747 , 0.376161 , 0.359905 , 0.365717 , 0.223917 , 0.28922 , 0.264741 , 0.274865 , 0.219864 , 0.296251 , 0.300287 , 0.348936 , 0.414283 , 0.274231 , 0.439689 , 0.42898 , 0.38118 , 0.488751 , 0.392165 , 0.455929 , 0.679509 , 0.65958 , 0.395451 , 0.344685 , 0.287477 , 0.327413 , 0.285073 , 0.105967 , 0.300618 , 0.292512 , 0.294723 , 0.309304 , 0.282051 , 0.290703 , 0.200949 , 0.219356 , 0.181896 , 0.282597 , 0.177838 , 0.334053 , 0.357881 , 0.359519 , 0.373845 , 0.337896 , 0.380623 , 0.359982 , 0.302223 , 0.342777 , 0.337554 , 0.379729 , 0.322163 , 0.278919 , 0.23601 , 0.308702 , 0.458146 , 0.452096 , 0.435542 , 0.430446 , 0.484169 
 871 , 0.301231 , 0.440935 , 0.376528 , 0.360307 , 0.366258 , 0.22422 , 0.289639 , 0.265046 , 0.275454 , 0.2201 , 0.296503 , 0.300496 , 0.349313 , 0.414643 , 0.274315 , 0.44 , 0.429255 , 0.38156 , 0.489171 , 0.392433 , 0.45626 , 0.679921 , 0.660006 , 0.395774 , 0.344977 , 0.288069 , 0.327666 , 0.28527 , 0.106068 , 0.300971 , 0.293041 , 0.295065 , 0.309488 , 0.282157 , 0.290956 , 0.201302 , 0.219768 , 0.182139 , 0.282748 , 0.178146 , 0.33427 , 0.358189 , 0.359815 , 0.374128 , 0.338279 , 0.380969 , 0.360274 , 0.302459 , 0.343085 , 0.337859 , 0.38004 , 0.322424 , 0.279292 , 0.236282 , 0.309057 , 0.458516 , 0.452378 , 0.435759 , 0.430737 , 0.484437 
 872 , 0.301271 , 0.441005 , 0.376897 , 0.360803 , 0.366883 , 0.224541 , 0.290104 , 0.2654 , 0.275979 , 0.220264 , 0.296755 , 0.300589 , 0.349691 , 0.415103 , 0.27442 , 0.440423 , 0.429594 , 0.382111 , 0.489647 , 0.392613 , 0.456672 , 0.680431 , 0.660465 , 0.396075 , 0.345247 , 0.288628 , 0.327972 , 0.285477 , 0.106177 , 0.301299 , 0.293626 , 0.295385 , 0.309648 , 0.282298 , 0.291341 , 0.201591 , 0.22017 , 0.182346 , 0.282897 , 0.178535 , 0.334557 , 0.358551 , 0.360137 , 0.374456 , 0.338607 , 0.381318 , 0.360503 , 0.302785 , 0.3433 , 0.338091 , 0.380392 , 0.322724 , 0.279702 , 0.23653 , 0.309393 , 0.458863 , 0.452711 , 0.436057 , 0.431025 , 0.484804 
 873 , 0.301311 , 0.441089 , 0.377275 , 0.361302 , 0.367519 , 0.224874 , 0.29057 , 0.26577 , 0.276511 , 0.220428 , 0.297004 , 0.300682 , 0.350076 , 0.415566 , 0.27453 , 0.440855 , 0.429947 , 0.382673 , 0.490138 , 0.392803 , 0.457095 , 0.680968 , 0.660938 , 0.396392 , 0.345529 , 0.289206 , 0.328293 , 0.285694 , 0.10629 , 0.30164 , 0.294221 , 0.295712 , 0.30981 , 0.282444 , 0.291739 , 0.201883 , 0.220583 , 0.182565 , 0.283056 , 0.17892 , 0.33486 , 0.358931 , 0.360467 , 0.374787 , 0.338934 , 0.381677 , 0.360745 , 0.303126 , 0.343526 , 0.338339 , 0.380748 , 0.323045 , 0.280123 , 0.236779 , 0.309732 , 0.45921 , 0.453049 , 0.43637 , 0.431327 , 0.485185 
 874 , 0.301274 , 0.441274 , 0.377754 , 0.361665 , 0.368125 , 0.225191 , 0.290852 , 0.266136 , 0.276865 , 0.220553 , 0.29715 , 0.300916 , 0.3504 , 0.415999 , 0.274742 , 0.441414 , 0.430483 , 0.383157 , 0.490606 , 0.392981 , 0.457429 , 0.681732 , 0.661442 , 0.396904 , 0.34589 , 0.289807 , 0.328751 , 0.286035 , 0.10646 , 0.302068 , 0.294758 , 0.296066 , 0.309969 , 0.282643 , 0.292115 , 0.202179 , 0.220939 , 0.182883 , 0.283325 , 0.179173 , 0.335317 , 0.359458 , 0.360838 , 0.375116 , 0.33929 , 0.382084 , 0.360995 , 0.303571 , 0.343711 , 0.338687 , 0.381123 , 0.323554 , 0.280363 , 0.236876 , 0.309969 , 0.459391 , 0.453473 , 0.436781 , 0.431713 , 0.485655 
 875 , 0.301362 , 0.4416 , 0.378226 , 0.361893 , 0.368638 , 0.225378 , 0.290978 , 0.266443 , 0.277168 , 0.220696 , 0.297224 , 0.301233 , 0.350607 , 0.416313 , 0.275049 , 0.44174 , 0.430942 , 0.383311 , 0.490789 , 0.393213 , 0.457731 , 0.682072 , 0.661842 , 0.397441 , 0.346239 , 0.290445 , 0.329189 , 0.286229 , 0.106603 , 0.302567 , 0.295088 , 0.29649 , 0.310075 , 0.282764 , 0.292357 , 0.202553 , 0.221279 , 0.183147 , 0.283543 , 0.179267 , 0.335687 , 0.359802 , 0.36117 , 0.375479 , 0.3395 , 0.382448 , 0.361349 , 0.303806 , 0.343862 , 0.33904 , 0.381388 , 0.324025 , 0.280202 , 0.236962 , 0.310215 , 0.459592 , 0.453722 , 0.437014 , 0.43194 , 0.485911 
 876 , 0.301449 , 0.441925 , 0.378711 , 0.362126 , 0.369164 , 0.22557 , 0.291108 , 0.266753 , 0.277482 , 0.220839 , 0.297297 , 0.301567 , 0.350823 , 0.416636 , 0.275361 , 0.442077 , 0.43141 , 0.383471 , 0.490979 , 0.393457 , 0.458049 , 0.682427 , 0.662258 , 0.397997 , 0.346592 , 0.291097 , 0.329635 , 0.286433 , 0.106748 , 0.30308 , 0.295434 , 0.29692 , 0.310192 , 0.282888 , 0.292605 , 0.202937 , 0.221626 , 0.18342 , 0.283772 , 0.179369 , 0.336066 , 0.360156 , 0.361507 , 0.375847 , 0.339711 , 0.382824 , 0.361715 , 0.304054 , 0.344015 , 0.339408 , 0.381659 , 0.324504 , 0.280042 , 0.237047 , 0.310473 , 0.459799 , 0.453982 , 0.437256 , 0.432164 , 0.486174 
 877 , 0.301504 , 0.442249 , 0.379137 , 0.362442 , 0.369531 , 0.225648 , 0.291175 , 0.267058 , 0.277618 , 0.221071 , 0.297417 , 0.301865 , 0.351047 , 0.416862 , 0.275479 , 0.442373 , 0.431728 , 0.383686 , 0.491143 , 0.393727 , 0.458373 , 0.682588 , 0.662557 , 0.398445 , 0.346831 , 0.291638 , 0.330057 , 0.286637 , 0.106819 , 0.303547 , 0.295752 , 0.297423 , 0.310365 , 0.283059 , 0.292834 , 0.203241 , 0.222019 , 0.183617 , 0.284007 , 0.179502 , 0.336344 , 0.360371 , 0.361923 , 0.376191 , 0.339928 , 0.383065 , 0.361991 , 0.304134 , 0.344201 , 0.339652 , 0.38192 , 0.325062 , 0.279921 , 0.237241 , 0.310664 , 0.460112 , 0.454169 , 0.437434 , 0.432371 , 0.486317 
 878 , 0.301386 , 0.442468 , 0.379456 , 0.36261 , 0.369686 , 0.225734 , 0.291271 , 0.267305 , 0.277731 , 0.221426 , 0.297577 , 0.30215 , 0.351306 , 0.417109 , 0.275422 , 0.442711 , 0.432024 , 0.383995 , 0.491533 , 0.394037 , 0.458753 , 0.683078 , 0.662785 , 0.398752 , 0.347021 , 0.291967 , 0.330374 , 0.286958 , 0.106892 , 0.303973 , 0.296247 , 0.297877 , 0.310573 , 0.283363 , 0.293065 , 0.203449 , 0.22244 , 0.183869 , 0.284235 , 0.179731 , 0.336611 , 0.360787 , 0.362389 , 0.376399 , 0.340359 , 0.383242 , 0.362304 , 0.30429 , 0.344462 , 0.339838 , 0.382263 , 0.32559 , 0.280403 , 0.237451 , 0.310766 , 0.460446 , 0.454298 , 0.437696 , 0.43259 , 0.486608 
 879 , 0.301224 , 0.442673 , 0.379772 , 0.362729 , 0.369797 , 0.225838 , 0.29138 , 0.267542 , 0.277852 , 0.221813 , 0.297744 , 0.302445 , 0.351579 , 0.417382 , 0.275342 , 0.443082 , 0.432341 , 0.384325 , 0.49199 , 0.394367 , 0.459154 , 0.683681 , 0.663011 , 0.399045 , 0.347225 , 0.292271 , 0.330682 , 0.287321 , 0.106973 , 0.304403 , 0.296802 , 0.298323 , 0.31079 , 0.28371 , 0.29331 , 0.203647 , 0.222875 , 0.184152 , 0.28446 , 0.179991 , 0.336887 , 0.361276 , 0.362865 , 0.376581 , 0.340855 , 0.383422 , 0.362644 , 0.304483 , 0.34475 , 0.340015 , 0.382638 , 0.326123 , 0.281053 , 0.237658 , 0.310852 , 0.460783 , 0.454425 , 0.438001 , 0.432812 , 0.48696 
 880 , 0.30109 , 0.442776 , 0.380058 , 0.362772 , 0.369963 , 0.225994 , 0.291559 , 0.267793 , 0.278087 , 0.222134 , 0.297845 , 0.302679 , 0.351766 , 0.417638 , 0.275331 , 0.443414 , 0.432658 , 0.384585 , 0.492358 , 0.394652 , 0.459499 , 0.684206 , 0.66327 , 0.399338 , 0.347381 , 0.292646 , 0.330875 , 0.287596 , 0.107073 , 0.304757 , 0.297332 , 0.298716 , 0.310912 , 0.283975 , 0.293557 , 0.203857 , 0.223227 , 0.18448 , 0.284652 , 0.180216 , 0.337104 , 0.361764 , 0.363267 , 0.376727 , 0.341278 , 0.383543 , 0.362925 , 0.304672 , 0.345007 , 0.340218 , 0.382979 , 0.326303 , 0.281663 , 0.237826 , 0.310941 , 0.461042 , 0.454494 , 0.438249 , 0.432983 , 0.487262 
 881 , 0.301138 , 0.442785 , 0.380373 , 0.362882 , 0.370374 , 0.226266 , 0.291916 , 0.26811 , 0.27852 , 0.222343 , 0.297895 , 0.302891 , 0.351873 , 0.417831 , 0.275442 , 0.443716 , 0.432963 , 0.384844 , 0.492658 , 0.394859 , 0.459807 , 0.684634 , 0.663678 , 0.39973 , 0.347493 , 0.293224 , 0.331019 , 0.287742 , 0.107197 , 0.305044 , 0.297809 , 0.299082 , 0.310977 , 0.284099 , 0.293858 , 0.204162 , 0.223485 , 0.184896 , 0.284841 , 0.18043 , 0.337318 , 0.362163 , 0.363642 , 0.376929 , 0.341515 , 0.383702 , 0.363019 , 0.304855 , 0.345255 , 0.340533 , 0.383273 , 0.326149 , 0.282157 , 0.237949 , 0.311125 , 0.46132 , 0.454685 , 0.438565 , 0.433215 , 0.48753 
 882 , 0.301331 , 0.442846 , 0.380761 , 0.363209 , 0.371003 , 0.226579 , 0.292375 , 0.268513 , 0.279015 , 0.222548 , 0.297998 , 0.303157 , 0.352055 , 0.417988 , 0.275597 , 0.44406 , 0.433283 , 0.385216 , 0.493054 , 0.395059 , 0.460185 , 0.685081 , 0.664214 , 0.400247 , 0.347628 , 0.293927 , 0.331274 , 0.287862 , 0.107329 , 0.305391 , 0.298296 , 0.29951 , 0.311117 , 0.284203 , 0.294219 , 0.204573 , 0.223785 , 0.185333 , 0.285062 , 0.180689 , 0.33763 , 0.362494 , 0.364103 , 0.377273 , 0.34169 , 0.38399 , 0.362992 , 0.305047 , 0.345538 , 0.340951 , 0.383578 , 0.326137 , 0.282583 , 0.238095 , 0.311403 , 0.461737 , 0.455106 , 0.439055 , 0.433603 , 0.487854 
 883 , 0.30153 , 0.442941 , 0.381159 , 0.363553 , 0.371635 , 0.226899 , 0.292833 , 0.268902 , 0.279523 , 0.222769 , 0.298124 , 0.30342 , 0.352248 , 0.418165 , 0.275738 , 0.444394 , 0.433606 , 0.385606 , 0.493469 , 0.395256 , 0.460582 , 0.68555 , 0.664761 , 0.400771 , 0.34779 , 0.294626 , 0.331539 , 0.287979 , 0.107455 , 0.305758 , 0.29879 , 0.299939 , 0.311256 , 0.284303 , 0.294585 , 0.204995 , 0.22409 , 0.185752 , 0.285279 , 0.180966 , 0.337956 , 0.362846 , 0.36457 , 0.377638 , 0.341873 , 0.384313 , 0.362996 , 0.305258 , 0.345826 , 0.341385 , 0.383882 , 0.32618 , 0.283005 , 0.238244 , 0.311704 , 0.46215 , 0.455544 , 0.439551 , 0.433991 , 0.488195 
 884 , 0.301739 , 0.443257 , 0.381573 , 0.363896 , 0.372074 , 0.227163 , 0.293129 , 0.269143 , 0.279982 , 0.223071 , 0.298357 , 0.303552 , 0.352504 , 0.41851 , 0.275792 , 0.444653 , 0.433902 , 0.386035 , 0.49394 , 0.395413 , 0.461027 , 0.686002 , 0.66526 , 0.401254 , 0.348083 , 0.295166 , 0.331837 , 0.288056 , 0.107577 , 0.306218 , 0.299235 , 0.300274 , 0.311291 , 0.284333 , 0.294901 , 0.205382 , 0.224451 , 0.185985 , 0.285389 , 0.181287 , 0.338272 , 0.36329 , 0.364906 , 0.37807 , 0.342063 , 0.384765 , 0.36325 , 0.305572 , 0.346034 , 0.341861 , 0.38413 , 0.326608 , 0.283306 , 0.238429 , 0.312035 , 0.462383 , 0.456023 , 0.440002 , 0.434323 , 0.488631 
 885 , 0.301806 , 0.443563 , 0.381993 , 0.364094 , 0.372332 , 0.227439 , 0.293233 , 0.269352 , 0.280355 , 0.223343 , 0.298561 , 0.303669 , 0.352668 , 0.418988 , 0.275768 , 0.444963 , 0.434075 , 0.386343 , 0.494107 , 0.39568 , 0.461317 , 0.686026 , 0.665732 , 0.401679 , 0.348347 , 0.295726 , 0.332264 , 0.288084 , 0.107712 , 0.306538 , 0.299625 , 0.300638 , 0.311224 , 0.284312 , 0.295124 , 0.205624 , 0.224801 , 0.186198 , 0.28551 , 0.181494 , 0.338472 , 0.363683 , 0.365071 , 0.378302 , 0.342238 , 0.385024 , 0.363677 , 0.305821 , 0.346149 , 0.342365 , 0.384388 , 0.326844 , 0.283288 , 0.238639 , 0.31226 , 0.462266 , 0.456198 , 0.440167 , 0.434515 , 0.489039 
 886 , 0.301877 , 0.443885 , 0.38243 , 0.364301 , 0.372594 , 0.227727 , 0.293335 , 0.269563 , 0.280745 , 0.223621 , 0.298769 , 0.303785 , 0.352842 , 0.419481 , 0.27574 , 0.445277 , 0.434252 , 0.386663 , 0.494275 , 0.395954 , 0.461613 , 0.686052 , 0.666219 , 0.402124 , 0.348614 , 0.296298 , 0.332701 , 0.28811 , 0.107856 , 0.306865 , 0.300027 , 0.301019 , 0.31115 , 0.284294 , 0.295353 , 0.20587 , 0.225158 , 0.186419 , 0.285633 , 0.18171 , 0.33868 , 0.364086 , 0.365235 , 0.378538 , 0.342414 , 0.385289 , 0.364121 , 0.306076 , 0.346265 , 0.342884 , 0.384651 , 0.327093 , 0.283273 , 0.23885 , 0.312496 , 0.462141 , 0.456371 , 0.440336 , 0.434716 , 0.489462 
 887 , 0.301786 , 0.444016 , 0.382605 , 0.364395 , 0.37279 , 0.227873 , 0.293351 , 0.26962 , 0.28086 , 0.223743 , 0.298871 , 0.303872 , 0.352898 , 0.419813 , 0.275626 , 0.445529 , 0.434295 , 0.386712 , 0.494322 , 0.396135 , 0.461822 , 0.68591 , 0.666661 , 0.402403 , 0.348663 , 0.296768 , 0.333141 , 0.288069 , 0.10796 , 0.307038 , 0.300419 , 0.301302 , 0.311192 , 0.284196 , 0.29543 , 0.205978 , 0.22542 , 0.186629 , 0.285803 , 0.181815 , 0.338819 , 0.364314 , 0.365312 , 0.378656 , 0.342622 , 0.385356 , 0.364395 , 0.306226 , 0.346168 , 0.343177 , 0.384813 , 0.327205 , 0.283115 , 0.238956 , 0.312577 , 0.461957 , 0.456273 , 0.440306 , 0.43471 , 0.489812 
 888 , 0.301772 , 0.444154 , 0.382618 , 0.364597 , 0.372966 , 0.227935 , 0.293344 , 0.269685 , 0.281072 , 0.223832 , 0.298888 , 0.30394 , 0.353134 , 0.420055 , 0.275645 , 0.44573 , 0.43466 , 0.386791 , 0.494502 , 0.396062 , 0.461911 , 0.686341 , 0.667242 , 0.40272 , 0.348685 , 0.29723 , 0.333313 , 0.288117 , 0.108051 , 0.307339 , 0.301016 , 0.301514 , 0.311453 , 0.284213 , 0.295659 , 0.206151 , 0.225731 , 0.186829 , 0.285983 , 0.181935 , 0.338998 , 0.364702 , 0.3654 , 0.37892 , 0.343036 , 0.385472 , 0.364732 , 0.306466 , 0.346224 , 0.34327 , 0.385091 , 0.327417 , 0.283235 , 0.239105 , 0.312784 , 0.462052 , 0.456285 , 0.440544 , 0.434695 , 0.490083 
 889 , 0.301779 , 0.444315 , 0.382614 , 0.364832 , 0.37315 , 0.227988 , 0.293343 , 0.269757 , 0.281318 , 0.223929 , 0.298901 , 0.304006 , 0.353417 , 0.4203 , 0.275702 , 0.445943 , 0.435104 , 0.386891 , 0.49472 , 0.39595 , 0.461998 , 0.686902 , 0.667874 , 0.403064 , 0.348712 , 0.29772 , 0.333455 , 0.28818 , 0.108152 , 0.307689 , 0.301674 , 0.301732 , 0.311766 , 0.284255 , 0.29594 , 0.206346 , 0.226073 , 0.18703 , 0.286176 , 0.182072 , 0.339189 , 0.365149 , 0.365496 , 0.37923 , 0.343501 , 0.38561 , 0.365102 , 0.306738 , 0.346315 , 0.343348 , 0.385405 , 0.327669 , 0.283415 , 0.239273 , 0.313023 , 0.462204 , 0.456335 , 0.440844 , 0.434687 , 0.490361 
 890 , 0.301856 , 0.444431 , 0.382726 , 0.365033 , 0.37333 , 0.22803 , 0.293305 , 0.26991 , 0.281516 , 0.224071 , 0.298937 , 0.304119 , 0.353687 , 0.420563 , 0.275784 , 0.446204 , 0.435597 , 0.387063 , 0.494921 , 0.39585 , 0.462053 , 0.687631 , 0.668562 , 0.403485 , 0.348741 , 0.298163 , 0.333708 , 0.288336 , 0.108265 , 0.308008 , 0.302335 , 0.301968 , 0.312115 , 0.2844 , 0.296272 , 0.206591 , 0.226376 , 0.187209 , 0.286279 , 0.18218 , 0.339398 , 0.365577 , 0.365577 , 0.379452 , 0.343901 , 0.385745 , 0.365441 , 0.307039 , 0.346566 , 0.343499 , 0.385763 , 0.327916 , 0.283703 , 0.239471 , 0.313285 , 0.462396 , 0.456457 , 0.441223 , 0.434675 , 0.490542 
 891 , 0.301928 , 0.444513 , 0.382971 , 0.365026 , 0.373464 , 0.228056 , 0.293294 , 0.27012 , 0.281511 , 0.224146 , 0.29904 , 0.304197 , 0.353766 , 0.420751 , 0.275818 , 0.446444 , 0.435814 , 0.387202 , 0.495056 , 0.39586 , 0.462173 , 0.687929 , 0.66904 , 0.403881 , 0.348721 , 0.298457 , 0.33411 , 0.288505 , 0.108365 , 0.308173 , 0.302801 , 0.302219 , 0.312338 , 0.284601 , 0.296473 , 0.206879 , 0.226517 , 0.1874 , 0.286247 , 0.18229 , 0.3396 , 0.365947 , 0.365716 , 0.379572 , 0.344051 , 0.3858 , 0.365597 , 0.30718 , 0.346873 , 0.343831 , 0.385966 , 0.328001 , 0.283917 , 0.239566 , 0.313414 , 0.462482 , 0.456564 , 0.441411 , 0.43462 , 0.490606 
 892 , 0.301925 , 0.44461 , 0.383245 , 0.36488 , 0.373583 , 0.22808 , 0.293353 , 0.270313 , 0.281374 , 0.224149 , 0.299185 , 0.3042 , 0.353694 , 0.420873 , 0.275781 , 0.446629 , 0.43577 , 0.387242 , 0.495152 , 0.395956 , 0.462373 , 0.687731 , 0.669319 , 0.404218 , 0.348654 , 0.29869 , 0.334549 , 0.288623 , 0.108441 , 0.308257 , 0.303128 , 0.30249 , 0.312438 , 0.284781 , 0.29654 , 0.207184 , 0.226555 , 0.187628 , 0.286169 , 0.18244 , 0.339797 , 0.366304 , 0.365929 , 0.379683 , 0.344068 , 0.385788 , 0.365643 , 0.307184 , 0.347106 , 0.34427 , 0.386015 , 0.327943 , 0.283983 , 0.239553 , 0.313439 , 0.462462 , 0.456607 , 0.441382 , 0.434531 , 0.490655 
 893 , 0.301901 , 0.444661 , 0.383464 , 0.364763 , 0.373657 , 0.228103 , 0.2934 , 0.270473 , 0.281265 , 0.22408 , 0.29931 , 0.304205 , 0.353582 , 0.420933 , 0.275749 , 0.44678 , 0.435683 , 0.387243 , 0.495233 , 0.396077 , 0.462593 , 0.687395 , 0.669546 , 0.404566 , 0.348598 , 0.298868 , 0.334952 , 0.28875 , 0.108503 , 0.308347 , 0.303429 , 0.30276 , 0.312496 , 0.284924 , 0.29657 , 0.207491 , 0.226611 , 0.187858 , 0.286064 , 0.182575 , 0.34002 , 0.366643 , 0.36616 , 0.379781 , 0.344049 , 0.385774 , 0.365646 , 0.307136 , 0.347327 , 0.344724 , 0.386025 , 0.327891 , 0.284029 , 0.239504 , 0.313415 , 0.46242 , 0.456594 , 0.441312 , 0.43446 , 0.490672 
 894 , 0.301845 , 0.444489 , 0.383411 , 0.364822 , 0.373615 , 0.228134 , 0.293363 , 0.270467 , 0.281357 , 0.223815 , 0.29936 , 0.304252 , 0.353347 , 0.42078 , 0.275712 , 0.446753 , 0.435457 , 0.387115 , 0.49522 , 0.396272 , 0.462845 , 0.686809 , 0.669624 , 0.404933 , 0.348628 , 0.298841 , 0.335153 , 0.288883 , 0.108536 , 0.308517 , 0.303619 , 0.30295 , 0.312394 , 0.284881 , 0.296445 , 0.207723 , 0.226778 , 0.188047 , 0.28589 , 0.182593 , 0.340302 , 0.366775 , 0.366375 , 0.379803 , 0.343915 , 0.385771 , 0.365491 , 0.30697 , 0.347523 , 0.345104 , 0.385968 , 0.327955 , 0.284063 , 0.239328 , 0.313224 , 0.462343 , 0.456382 , 0.441168 , 0.434495 , 0.490591 
 895 , 0.301925 , 0.44419 , 0.38333 , 0.36506 , 0.373758 , 0.228273 , 0.293233 , 0.270474 , 0.281674 , 0.223831 , 0.299411 , 0.304529 , 0.353148 , 0.420754 , 0.27567 , 0.4468 , 0.435372 , 0.387173 , 0.495221 , 0.396403 , 0.463184 , 0.687021 , 0.67014 , 0.40552 , 0.348778 , 0.299022 , 0.335489 , 0.289097 , 0.108587 , 0.308911 , 0.30402 , 0.30314 , 0.312359 , 0.284769 , 0.29637 , 0.207944 , 0.227135 , 0.188208 , 0.285709 , 0.182539 , 0.340631 , 0.3667 , 0.366473 , 0.37981 , 0.343947 , 0.385772 , 0.365347 , 0.307121 , 0.347916 , 0.345354 , 0.386143 , 0.328372 , 0.284284 , 0.239281 , 0.313083 , 0.462316 , 0.456264 , 0.441269 , 0.434522 , 0.490732 
 896 , 0.302002 , 0.443865 , 0.383238 , 0.365322 , 0.373908 , 0.228415 , 0.293086 , 0.270479 , 0.28201 , 0.223849 , 0.29947 , 0.304821 , 0.352933 , 0.420718 , 0.275633 , 0.446853 , 0.435279 , 0.387233 , 0.49521 , 0.396533 , 0.463538 , 0.687243 , 0.670696 , 0.406151 , 0.348943 , 0.299212 , 0.335858 , 0.289324 , 0.108643 , 0.309333 , 0.304449 , 0.303345 , 0.312315 , 0.284644 , 0.296284 , 0.208178 , 0.227515 , 0.188379 , 0.285508 , 0.182475 , 0.340976 , 0.366624 , 0.36657 , 0.379812 , 0.343981 , 0.385769 , 0.365184 , 0.307281 , 0.348343 , 0.345619 , 0.386327 , 0.328814 , 0.28453 , 0.239239 , 0.312933 , 0.46229 , 0.456134 , 0.441369 , 0.434547 , 0.490878 
 897 , 0.302049 , 0.444063 , 0.383326 , 0.365459 , 0.374113 , 0.228571 , 0.293032 , 0.270567 , 0.282435 , 0.224105 , 0.299543 , 0.304901 , 0.353098 , 0.420814 , 0.275682 , 0.446908 , 0.435313 , 0.387443 , 0.495224 , 0.396573 , 0.463665 , 0.687722 , 0.671262 , 0.406653 , 0.348969 , 0.299863 , 0.33624 , 0.289338 , 0.10888 , 0.309724 , 0.304978 , 0.303641 , 0.312302 , 0.284728 , 0.296424 , 0.208524 , 0.227871 , 0.188672 , 0.285388 , 0.182798 , 0.341069 , 0.366546 , 0.366629 , 0.379994 , 0.344295 , 0.38575 , 0.365239 , 0.307544 , 0.348797 , 0.345821 , 0.386635 , 0.329296 , 0.284633 , 0.239257 , 0.313009 , 0.462138 , 0.456204 , 0.441628 , 0.434719 , 0.491357 
 898 , 0.301918 , 0.444339 , 0.383548 , 0.365486 , 0.374261 , 0.228499 , 0.293006 , 0.270669 , 0.282714 , 0.224141 , 0.299611 , 0.304796 , 0.353554 , 0.420671 , 0.275752 , 0.446831 , 0.435576 , 0.387585 , 0.49519 , 0.396658 , 0.463727 , 0.6881 , 0.671292 , 0.406782 , 0.348946 , 0.300449 , 0.336496 , 0.289266 , 0.109211 , 0.309897 , 0.305343 , 0.303999 , 0.31237 , 0.284682 , 0.296722 , 0.208855 , 0.228243 , 0.188956 , 0.285396 , 0.183123 , 0.34092 , 0.366556 , 0.366651 , 0.380052 , 0.344392 , 0.385724 , 0.365355 , 0.307542 , 0.348827 , 0.346015 , 0.386818 , 0.329332 , 0.284659 , 0.239301 , 0.31297 , 0.461718 , 0.456313 , 0.441438 , 0.434643 , 0.491409 
 899 , 0.301758 , 0.444627 , 0.383792 , 0.365507 , 0.374402 , 0.228405 , 0.292982 , 0.270777 , 0.282991 , 0.224163 , 0.299679 , 0.304672 , 0.354056 , 0.420504 , 0.275824 , 0.446736 , 0.435869 , 0.38773 , 0.495155 , 0.396744 , 0.463781 , 0.688481 , 0.671269 , 0.40689 , 0.348914 , 0.301061 , 0.336754 , 0.289181 , 0.10957 , 0.310051 , 0.305708 , 0.30438 , 0.312452 , 0.284623 , 0.29704 , 0.209191 , 0.228626 , 0.189245 , 0.285416 , 0.183459 , 0.340752 , 0.366573 , 0.366675 , 0.380098 , 0.34447 , 0.385692 , 0.365477 , 0.307513 , 0.348819 , 0.34621 , 0.386991 , 0.329331 , 0.284683 , 0.239344 , 0.312917 , 0.461255 , 0.456423 , 0.441189 , 0.434528 , 0.491414 
