  time  ,21:15 PM,21:23 PM,21:29 PM,21:37 PM,21:47 PM,22:33 PM,22:39 PM,22:46 PM,22:55 PM,23:03 PM,23:40 PM,23:46 PM,23:53 PM,24:00 PM,24:07 PM,24:56 PM,25:03 PM,25:11 PM,25:18 PM,25:25 PM,26:14 PM,26:21 PM,26:28 PM,26:36 PM,26:43 PM,27:05 PM,27:11 PM,27:17 PM,27:26 PM,27:35 PM,28:29 PM,28:34 PM,28:40 PM,28:47 PM,28:55 PM,29:37 PM,29:43 PM,29:54 PM,30:00 PM,30:08 PM,31:24 PM,31:30 PM,31:37 PM,31:44 PM,31:50 PM,32:21 PM,32:29 PM,32:36 PM,32:42 PM,32:49 PM,34:10 PM,34:16 PM,34:23 PM,34:30 PM,34:36 PM,35:13 PM,35:20 PM,35:29 PM,35:36 PM,35:44 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 460 , 0.034579 , 0.033751 , 0.037839 , 0.064565 , 0.056251 , 0.07088 , 0.053735 , 0.064448 , 0.054551 , 0.082082 , 0.081277 , 0.070019 , 0.058861 , 0.047847 , 0.047997 , 0.040127 , 0.040688 , 0.04607 , 0.040177 , 0.041249 , 0.044243 , 0.053718 , 0.047625 , 0.070463 , 0.03965 , 0.125298 , 0.056806 , 0.044737 , 0.047925 , 0.061133 , 0.072513 , 0.053229 , 0.032008 , 0.032513 , 0.036962 , 0.072785 , 0.059533 , 0.076067 , 0.040872 , 0.065492 , 0.09103 , 0.064587 , 0.060833 , 0.063882 , 0.059583 , 0.055917 , 0.071474 , 0.084187 , 0.088019 , 0.097711 , 0.054918 , 0.07073 , 0.071585 , 0.068908 , 0.058267 , 0.031669 , 0.049386 , 0.038034 , 0.033179 , 0.047464 
 461 , 0.034384 , 0.033589 , 0.037688 , 0.064449 , 0.056084 , 0.07068 , 0.053615 , 0.064255 , 0.054355 , 0.08184 , 0.080989 , 0.069752 , 0.05867 , 0.047643 , 0.04782 , 0.039986 , 0.040505 , 0.045864 , 0.039992 , 0.04108 , 0.04403 , 0.053449 , 0.047428 , 0.070238 , 0.039456 , 0.124809 , 0.056598 , 0.044455 , 0.047671 , 0.060786 , 0.072255 , 0.05298 , 0.031904 , 0.032324 , 0.036859 , 0.072448 , 0.059289 , 0.07568 , 0.040671 , 0.065172 , 0.09096 , 0.064437 , 0.060731 , 0.06378 , 0.059372 , 0.055847 , 0.071343 , 0.084088 , 0.087878 , 0.097634 , 0.054676 , 0.070498 , 0.071415 , 0.068642 , 0.058101 , 0.031528 , 0.049251 , 0.037892 , 0.033036 , 0.047317 
 462 , 0.03419 , 0.033426 , 0.037536 , 0.06433 , 0.055917 , 0.070478 , 0.053494 , 0.06406 , 0.054158 , 0.0816 , 0.080699 , 0.069484 , 0.058477 , 0.047438 , 0.047641 , 0.039844 , 0.040322 , 0.045658 , 0.039806 , 0.040916 , 0.043817 , 0.053186 , 0.047229 , 0.070017 , 0.039262 , 0.124318 , 0.056384 , 0.044174 , 0.047416 , 0.060445 , 0.071995 , 0.052735 , 0.031805 , 0.032135 , 0.036756 , 0.072105 , 0.059049 , 0.075287 , 0.04047 , 0.064857 , 0.090892 , 0.064291 , 0.060626 , 0.063681 , 0.059164 , 0.055779 , 0.071209 , 0.083991 , 0.087738 , 0.097552 , 0.054439 , 0.07027 , 0.071248 , 0.068374 , 0.057928 , 0.031382 , 0.049109 , 0.037756 , 0.032893 , 0.047169 
 463 , 0.033994 , 0.033267 , 0.037377 , 0.064201 , 0.055741 , 0.070246 , 0.053341 , 0.063835 , 0.053948 , 0.081329 , 0.080384 , 0.069196 , 0.058277 , 0.047226 , 0.047455 , 0.039678 , 0.040132 , 0.045444 , 0.039607 , 0.040733 , 0.043608 , 0.052915 , 0.047018 , 0.069776 , 0.03905 , 0.123806 , 0.056162 , 0.043886 , 0.047144 , 0.060091 , 0.071721 , 0.052483 , 0.031688 , 0.031945 , 0.036639 , 0.071738 , 0.058785 , 0.07488 , 0.040258 , 0.064524 , 0.090784 , 0.064119 , 0.060507 , 0.063556 , 0.058943 , 0.055692 , 0.071055 , 0.083849 , 0.087576 , 0.09743 , 0.054189 , 0.070027 , 0.071049 , 0.068081 , 0.057747 , 0.031223 , 0.048953 , 0.037596 , 0.032754 , 0.047007 
 464 , 0.033783 , 0.033126 , 0.037167 , 0.064004 , 0.055493 , 0.069848 , 0.053027 , 0.06346 , 0.053673 , 0.080928 , 0.079939 , 0.068827 , 0.057996 , 0.046982 , 0.047231 , 0.039394 , 0.039915 , 0.045184 , 0.03934 , 0.040464 , 0.043424 , 0.052625 , 0.046721 , 0.069468 , 0.038769 , 0.123168 , 0.055862 , 0.043565 , 0.046808 , 0.059686 , 0.071379 , 0.052234 , 0.031502 , 0.031757 , 0.036488 , 0.071227 , 0.058431 , 0.074394 , 0.040008 , 0.064134 , 0.090482 , 0.063841 , 0.060272 , 0.063352 , 0.058675 , 0.055536 , 0.070793 , 0.083508 , 0.087299 , 0.097119 , 0.053896 , 0.069717 , 0.070706 , 0.067675 , 0.057497 , 0.031013 , 0.048698 , 0.037363 , 0.032599 , 0.046786 
 465 , 0.033578 , 0.032989 , 0.036951 , 0.063809 , 0.055248 , 0.069449 , 0.052717 , 0.063086 , 0.053397 , 0.080519 , 0.079499 , 0.068461 , 0.05772 , 0.046742 , 0.047001 , 0.03911 , 0.039698 , 0.044923 , 0.039072 , 0.040195 , 0.043244 , 0.052334 , 0.046424 , 0.069152 , 0.038484 , 0.122528 , 0.055561 , 0.04325 , 0.046472 , 0.05928 , 0.071036 , 0.051988 , 0.031316 , 0.03157 , 0.03633 , 0.070718 , 0.058077 , 0.073907 , 0.039752 , 0.063749 , 0.090175 , 0.063566 , 0.060036 , 0.063145 , 0.058411 , 0.055378 , 0.070534 , 0.083169 , 0.087018 , 0.096803 , 0.053602 , 0.069411 , 0.070361 , 0.067274 , 0.057245 , 0.030798 , 0.048442 , 0.037129 , 0.03245 , 0.046558 
 466 , 0.033367 , 0.032852 , 0.03674 , 0.063612 , 0.054998 , 0.06905 , 0.052402 , 0.062705 , 0.053121 , 0.080115 , 0.079059 , 0.06809 , 0.057444 , 0.046497 , 0.046775 , 0.038827 , 0.039481 , 0.044662 , 0.0388 , 0.039921 , 0.043064 , 0.052048 , 0.046126 , 0.068841 , 0.038205 , 0.121886 , 0.055266 , 0.04293 , 0.046137 , 0.058881 , 0.070697 , 0.051742 , 0.03113 , 0.031382 , 0.036177 , 0.070203 , 0.057722 , 0.073422 , 0.039502 , 0.06336 , 0.089866 , 0.06329 , 0.059803 , 0.062936 , 0.058146 , 0.055223 , 0.070273 , 0.082824 , 0.086739 , 0.09649 , 0.053308 , 0.069098 , 0.070016 , 0.066867 , 0.056998 , 0.030588 , 0.048186 , 0.036896 , 0.032299 , 0.046336 
 467 , 0.033193 , 0.032697 , 0.036604 , 0.063462 , 0.054863 , 0.068709 , 0.052216 , 0.062469 , 0.052931 , 0.079784 , 0.07869 , 0.067759 , 0.057239 , 0.046281 , 0.046601 , 0.038627 , 0.0393 , 0.044455 , 0.038611 , 0.039764 , 0.042897 , 0.051789 , 0.045939 , 0.068602 , 0.038013 , 0.121411 , 0.055098 , 0.042699 , 0.045865 , 0.058546 , 0.070497 , 0.051533 , 0.031005 , 0.031219 , 0.03606 , 0.06984 , 0.057441 , 0.073043 , 0.039337 , 0.06303 , 0.089648 , 0.063062 , 0.059587 , 0.06279 , 0.057922 , 0.055109 , 0.070022 , 0.082586 , 0.086557 , 0.096218 , 0.053065 , 0.068826 , 0.06975 , 0.066595 , 0.05678 , 0.030439 , 0.048032 , 0.036754 , 0.032126 , 0.046121 
 468 , 0.033032 , 0.032538 , 0.036482 , 0.063331 , 0.054757 , 0.068387 , 0.052057 , 0.062263 , 0.052759 , 0.07947 , 0.078338 , 0.067441 , 0.057048 , 0.046071 , 0.046443 , 0.038449 , 0.039124 , 0.044269 , 0.038443 , 0.039629 , 0.042728 , 0.051541 , 0.045779 , 0.068381 , 0.037843 , 0.12098 , 0.054965 , 0.042494 , 0.045609 , 0.058234 , 0.070332 , 0.051334 , 0.030895 , 0.03106 , 0.035945 , 0.069514 , 0.057171 , 0.072692 , 0.039193 , 0.06271 , 0.089448 , 0.062853 , 0.059382 , 0.062651 , 0.057707 , 0.055007 , 0.069769 , 0.082372 , 0.086407 , 0.095959 , 0.052828 , 0.068562 , 0.069503 , 0.066351 , 0.05657 , 0.03031 , 0.047905 , 0.036625 , 0.031953 , 0.045912 
 469 , 0.032865 , 0.032383 , 0.036359 , 0.063194 , 0.05465 , 0.06806 , 0.051902 , 0.062051 , 0.052585 , 0.079161 , 0.077986 , 0.067117 , 0.056863 , 0.045867 , 0.04628 , 0.03827 , 0.038948 , 0.044083 , 0.03827 , 0.039493 , 0.042564 , 0.051288 , 0.045618 , 0.068165 , 0.037677 , 0.12055 , 0.05483 , 0.042283 , 0.045354 , 0.057922 , 0.070167 , 0.051135 , 0.030779 , 0.030901 , 0.035835 , 0.069187 , 0.056905 , 0.072337 , 0.039048 , 0.062384 , 0.089246 , 0.062639 , 0.059176 , 0.062511 , 0.057493 , 0.054904 , 0.069521 , 0.082157 , 0.08625 , 0.095705 , 0.052596 , 0.068303 , 0.069256 , 0.066106 , 0.05636 , 0.030181 , 0.047773 , 0.036502 , 0.031775 , 0.045698 
 470 , 0.032756 , 0.032313 , 0.036298 , 0.063196 , 0.05464 , 0.067883 , 0.051827 , 0.061945 , 0.052481 , 0.079004 , 0.077806 , 0.066964 , 0.056788 , 0.045746 , 0.0462 , 0.038161 , 0.038863 , 0.043967 , 0.038167 , 0.039407 , 0.042495 , 0.051167 , 0.045551 , 0.068099 , 0.03756 , 0.120343 , 0.054756 , 0.042136 , 0.045202 , 0.057717 , 0.070105 , 0.051051 , 0.030719 , 0.030798 , 0.035791 , 0.068986 , 0.056783 , 0.072137 , 0.038953 , 0.062198 , 0.08918 , 0.062536 , 0.0591 , 0.062457 , 0.057395 , 0.054877 , 0.069403 , 0.082065 , 0.086203 , 0.095599 , 0.05246 , 0.068168 , 0.069118 , 0.065967 , 0.05625 , 0.030065 , 0.047694 , 0.036441 , 0.031653 , 0.045593 
 471 , 0.032713 , 0.032354 , 0.036314 , 0.063368 , 0.054747 , 0.067892 , 0.051844 , 0.061964 , 0.052456 , 0.07903 , 0.077837 , 0.06701 , 0.056859 , 0.045742 , 0.046217 , 0.038124 , 0.038895 , 0.043942 , 0.03814 , 0.039381 , 0.042559 , 0.0512 , 0.045583 , 0.068219 , 0.037517 , 0.120396 , 0.054763 , 0.042062 , 0.045177 , 0.057656 , 0.070162 , 0.051105 , 0.030713 , 0.030771 , 0.035838 , 0.068948 , 0.056854 , 0.072126 , 0.038921 , 0.062175 , 0.089293 , 0.06256 , 0.059171 , 0.062513 , 0.05744 , 0.054959 , 0.069449 , 0.082124 , 0.086289 , 0.09568 , 0.052441 , 0.068188 , 0.069122 , 0.065976 , 0.056263 , 0.029974 , 0.047679 , 0.036467 , 0.031605 , 0.04562 
 472 , 0.03267 , 0.032396 , 0.036334 , 0.063535 , 0.05486 , 0.067901 , 0.051867 , 0.061977 , 0.052437 , 0.079062 , 0.077869 , 0.067061 , 0.05693 , 0.045732 , 0.046233 , 0.038092 , 0.038926 , 0.043916 , 0.038108 , 0.039354 , 0.042622 , 0.051233 , 0.045616 , 0.068334 , 0.037469 , 0.120449 , 0.054765 , 0.041989 , 0.045151 , 0.057595 , 0.070219 , 0.051165 , 0.030706 , 0.030743 , 0.035891 , 0.068909 , 0.056919 , 0.072109 , 0.03889 , 0.062157 , 0.089405 , 0.06259 , 0.059248 , 0.062563 , 0.057484 , 0.05504 , 0.069495 , 0.082182 , 0.086369 , 0.095761 , 0.052426 , 0.068212 , 0.069126 , 0.065979 , 0.05627 , 0.029877 , 0.047664 , 0.036487 , 0.031551 , 0.045647 
 473 , 0.032638 , 0.032448 , 0.036361 , 0.063718 , 0.054979 , 0.067926 , 0.051901 , 0.062012 , 0.052434 , 0.079105 , 0.077922 , 0.067124 , 0.057012 , 0.045738 , 0.046261 , 0.038077 , 0.038964 , 0.043906 , 0.038098 , 0.039344 , 0.042692 , 0.051277 , 0.045659 , 0.068476 , 0.037438 , 0.12054 , 0.054789 , 0.041937 , 0.045136 , 0.057551 , 0.070303 , 0.051235 , 0.030716 , 0.030726 , 0.035949 , 0.068893 , 0.056991 , 0.072114 , 0.038874 , 0.06215 , 0.089534 , 0.06263 , 0.05933 , 0.062636 , 0.057545 , 0.055132 , 0.069558 , 0.082257 , 0.086471 , 0.09587 , 0.052434 , 0.068259 , 0.069146 , 0.065999 , 0.056299 , 0.029797 , 0.047666 , 0.036519 , 0.031518 , 0.045686 
 474 , 0.032725 , 0.032598 , 0.036506 , 0.064064 , 0.055211 , 0.068119 , 0.052056 , 0.062173 , 0.052569 , 0.079322 , 0.078131 , 0.067314 , 0.057186 , 0.045861 , 0.046438 , 0.03821 , 0.039063 , 0.044013 , 0.038205 , 0.039486 , 0.042859 , 0.051473 , 0.045824 , 0.068792 , 0.037559 , 0.121032 , 0.054978 , 0.042081 , 0.045257 , 0.05771 , 0.070634 , 0.05142 , 0.030862 , 0.030809 , 0.036109 , 0.069093 , 0.057122 , 0.072307 , 0.039021 , 0.062327 , 0.089864 , 0.062803 , 0.0595 , 0.062851 , 0.057752 , 0.055386 , 0.06984 , 0.082541 , 0.086782 , 0.096249 , 0.052664 , 0.068532 , 0.069363 , 0.066197 , 0.056514 , 0.029877 , 0.04782 , 0.036622 , 0.031661 , 0.045813 
 475 , 0.032811 , 0.032747 , 0.03665 , 0.064406 , 0.055442 , 0.068309 , 0.052214 , 0.062335 , 0.052708 , 0.07954 , 0.07834 , 0.067502 , 0.057359 , 0.045985 , 0.046612 , 0.038344 , 0.039162 , 0.044121 , 0.038312 , 0.039624 , 0.043028 , 0.051662 , 0.045991 , 0.069111 , 0.037686 , 0.121521 , 0.055161 , 0.042226 , 0.04538 , 0.057869 , 0.070959 , 0.051603 , 0.031011 , 0.030899 , 0.036273 , 0.069286 , 0.057253 , 0.072498 , 0.039162 , 0.062505 , 0.090197 , 0.062977 , 0.059669 , 0.063068 , 0.057965 , 0.055639 , 0.07012 , 0.082827 , 0.087091 , 0.096627 , 0.052894 , 0.068808 , 0.069578 , 0.066392 , 0.056728 , 0.029959 , 0.047977 , 0.036724 , 0.031802 , 0.045943 
 476 , 0.032897 , 0.032897 , 0.03679 , 0.064749 , 0.055669 , 0.068504 , 0.052372 , 0.062502 , 0.052841 , 0.079762 , 0.078553 , 0.067689 , 0.057533 , 0.04611 , 0.046786 , 0.038478 , 0.039261 , 0.04423 , 0.038419 , 0.039761 , 0.043191 , 0.051851 , 0.046152 , 0.069431 , 0.037807 , 0.122016 , 0.05535 , 0.042366 , 0.045497 , 0.058023 , 0.071289 , 0.051787 , 0.03116 , 0.030985 , 0.036433 , 0.069484 , 0.057389 , 0.072695 , 0.039309 , 0.062683 , 0.090525 , 0.063152 , 0.059839 , 0.063279 , 0.058177 , 0.055893 , 0.0704 , 0.083107 , 0.087399 , 0.097007 , 0.053118 , 0.069079 , 0.069798 , 0.066587 , 0.056942 , 0.030037 , 0.048133 , 0.036827 , 0.031943 , 0.046078 
 477 , 0.032933 , 0.032987 , 0.036884 , 0.065023 , 0.055884 , 0.068627 , 0.052494 , 0.062642 , 0.052937 , 0.079913 , 0.078695 , 0.067821 , 0.057678 , 0.046189 , 0.046936 , 0.03855 , 0.039334 , 0.044294 , 0.038518 , 0.039847 , 0.043312 , 0.051965 , 0.046317 , 0.069689 , 0.037866 , 0.122365 , 0.055494 , 0.042409 , 0.045538 , 0.058094 , 0.07151 , 0.051917 , 0.031262 , 0.031022 , 0.036548 , 0.069598 , 0.057496 , 0.072812 , 0.039361 , 0.062776 , 0.09075 , 0.063288 , 0.059989 , 0.063459 , 0.058334 , 0.056071 , 0.070565 , 0.083292 , 0.087579 , 0.097252 , 0.053252 , 0.06923 , 0.069935 , 0.066716 , 0.057085 , 0.030099 , 0.048234 , 0.036889 , 0.031978 , 0.046146 
 478 , 0.032957 , 0.033048 , 0.036953 , 0.065273 , 0.056088 , 0.068723 , 0.0526 , 0.06278 , 0.053023 , 0.080031 , 0.078817 , 0.067931 , 0.05781 , 0.046261 , 0.047079 , 0.038601 , 0.039398 , 0.044346 , 0.038611 , 0.039906 , 0.043415 , 0.052049 , 0.046475 , 0.069926 , 0.0379 , 0.12266 , 0.055628 , 0.04242 , 0.04555 , 0.058131 , 0.071697 , 0.052028 , 0.031352 , 0.031048 , 0.036638 , 0.06967 , 0.057596 , 0.072901 , 0.039387 , 0.062839 , 0.090933 , 0.063406 , 0.060137 , 0.063625 , 0.058468 , 0.056227 , 0.070681 , 0.083439 , 0.087718 , 0.097438 , 0.053354 , 0.069333 , 0.070044 , 0.066824 , 0.057195 , 0.030143 , 0.048304 , 0.036937 , 0.031973 , 0.046202 
 479 , 0.032975 , 0.033115 , 0.037022 , 0.065517 , 0.056292 , 0.068824 , 0.052706 , 0.062922 , 0.053103 , 0.080155 , 0.078933 , 0.068047 , 0.057943 , 0.046333 , 0.047217 , 0.038652 , 0.039461 , 0.044398 , 0.038705 , 0.03997 , 0.043519 , 0.052138 , 0.046638 , 0.070169 , 0.037933 , 0.122956 , 0.055756 , 0.042425 , 0.045556 , 0.058168 , 0.071884 , 0.052132 , 0.031437 , 0.031067 , 0.036733 , 0.069746 , 0.057696 , 0.072983 , 0.039413 , 0.062901 , 0.091117 , 0.063528 , 0.06028 , 0.063791 , 0.058602 , 0.056378 , 0.070802 , 0.08358 , 0.087852 , 0.097629 , 0.053451 , 0.06943 , 0.070153 , 0.066926 , 0.05731 , 0.030193 , 0.04838 , 0.036979 , 0.031962 , 0.046252 
 480 , 0.032957 , 0.033135 , 0.037036 , 0.065652 , 0.05641 , 0.068808 , 0.052745 , 0.062947 , 0.05311 , 0.080148 , 0.078913 , 0.068045 , 0.057983 , 0.046331 , 0.047255 , 0.03863 , 0.039467 , 0.044383 , 0.038705 , 0.039983 , 0.043578 , 0.052171 , 0.046707 , 0.070283 , 0.037911 , 0.123028 , 0.055804 , 0.042376 , 0.04551 , 0.058112 , 0.071969 , 0.052165 , 0.03146 , 0.031031 , 0.036779 , 0.06972 , 0.057709 , 0.072967 , 0.039376 , 0.062877 , 0.09116 , 0.063543 , 0.060312 , 0.063843 , 0.058648 , 0.056426 , 0.070809 , 0.083604 , 0.087886 , 0.097659 , 0.053453 , 0.069414 , 0.070149 , 0.066918 , 0.057307 , 0.030183 , 0.048371 , 0.036983 , 0.031938 , 0.046229 
 481 , 0.03287 , 0.033079 , 0.036948 , 0.065595 , 0.056367 , 0.068603 , 0.052653 , 0.062774 , 0.052974 , 0.079919 , 0.078666 , 0.067854 , 0.057861 , 0.046198 , 0.047108 , 0.03849 , 0.039384 , 0.044265 , 0.038544 , 0.039903 , 0.043548 , 0.052118 , 0.04661 , 0.070182 , 0.03781 , 0.122728 , 0.055709 , 0.042226 , 0.045379 , 0.057893 , 0.071863 , 0.052069 , 0.031387 , 0.030884 , 0.03674 , 0.069535 , 0.057582 , 0.072762 , 0.039239 , 0.06271 , 0.090966 , 0.063379 , 0.060162 , 0.0637 , 0.05853 , 0.056298 , 0.070627 , 0.083419 , 0.087749 , 0.097427 , 0.05329 , 0.069187 , 0.069952 , 0.066719 , 0.057106 , 0.030081 , 0.048221 , 0.036906 , 0.031874 , 0.046075 
 482 , 0.032788 , 0.033028 , 0.036855 , 0.065538 , 0.05633 , 0.068394 , 0.052566 , 0.062607 , 0.052844 , 0.079684 , 0.078414 , 0.067668 , 0.057739 , 0.046069 , 0.046961 , 0.03835 , 0.0393 , 0.044142 , 0.038382 , 0.039829 , 0.043523 , 0.052064 , 0.046518 , 0.070086 , 0.03771 , 0.122423 , 0.055614 , 0.042071 , 0.045247 , 0.057675 , 0.071762 , 0.051968 , 0.031314 , 0.030743 , 0.036706 , 0.069344 , 0.057456 , 0.072558 , 0.039103 , 0.062538 , 0.090772 , 0.063216 , 0.060013 , 0.063558 , 0.058411 , 0.056169 , 0.070449 , 0.08324 , 0.087612 , 0.097199 , 0.053127 , 0.068965 , 0.069761 , 0.06652 , 0.056906 , 0.029974 , 0.048077 , 0.036829 , 0.031811 , 0.045925 
 483 , 0.032705 , 0.032972 , 0.036768 , 0.06548 , 0.056291 , 0.06819 , 0.052474 , 0.062435 , 0.052713 , 0.079456 , 0.078167 , 0.067477 , 0.057617 , 0.045941 , 0.046814 , 0.03821 , 0.039217 , 0.044024 , 0.038221 , 0.039749 , 0.043492 , 0.052016 , 0.046425 , 0.06999 , 0.037604 , 0.122122 , 0.055514 , 0.041921 , 0.045116 , 0.057462 , 0.071667 , 0.051872 , 0.031236 , 0.030602 , 0.036672 , 0.069159 , 0.057329 , 0.072359 , 0.038967 , 0.062371 , 0.090578 , 0.063052 , 0.059863 , 0.063414 , 0.058298 , 0.056046 , 0.070272 , 0.083055 , 0.087474 , 0.096966 , 0.052969 , 0.068744 , 0.069564 , 0.066321 , 0.056706 , 0.029873 , 0.047932 , 0.036752 , 0.031747 , 0.045771 
 484 , 0.03263 , 0.032959 , 0.03678 , 0.065489 , 0.056273 , 0.068015 , 0.052347 , 0.0623 , 0.052596 , 0.079236 , 0.078043 , 0.067351 , 0.057546 , 0.045879 , 0.046754 , 0.038164 , 0.039135 , 0.043911 , 0.038127 , 0.039666 , 0.043486 , 0.051938 , 0.046415 , 0.069946 , 0.037528 , 0.121911 , 0.055403 , 0.04182 , 0.04503 , 0.057313 , 0.071607 , 0.051843 , 0.031177 , 0.030577 , 0.036663 , 0.069002 , 0.057191 , 0.072153 , 0.038923 , 0.062226 , 0.090405 , 0.062905 , 0.059775 , 0.063287 , 0.058178 , 0.056002 , 0.070211 , 0.082871 , 0.087275 , 0.096777 , 0.052893 , 0.068609 , 0.069389 , 0.066205 , 0.056644 , 0.029808 , 0.047869 , 0.036705 , 0.031702 , 0.045672 
 485 , 0.032556 , 0.032942 , 0.036791 , 0.065503 , 0.056257 , 0.06784 , 0.052223 , 0.062167 , 0.052477 , 0.079016 , 0.077917 , 0.067221 , 0.057473 , 0.045815 , 0.046693 , 0.038118 , 0.039048 , 0.043796 , 0.038038 , 0.039587 , 0.043478 , 0.051858 , 0.046407 , 0.069907 , 0.037457 , 0.121702 , 0.055289 , 0.041723 , 0.044948 , 0.057166 , 0.071551 , 0.051816 , 0.031118 , 0.030542 , 0.036653 , 0.068844 , 0.057055 , 0.071953 , 0.038874 , 0.062072 , 0.090229 , 0.062759 , 0.059682 , 0.063151 , 0.058049 , 0.055961 , 0.070145 , 0.08268 , 0.087068 , 0.096579 , 0.052815 , 0.068474 , 0.069209 , 0.066085 , 0.056584 , 0.029738 , 0.047798 , 0.036653 , 0.031652 , 0.045567 
 486 , 0.032487 , 0.032929 , 0.036806 , 0.06551 , 0.056239 , 0.06766 , 0.052099 , 0.062034 , 0.052362 , 0.078796 , 0.07779 , 0.067096 , 0.057398 , 0.045756 , 0.046636 , 0.038076 , 0.038961 , 0.043686 , 0.037949 , 0.039508 , 0.043475 , 0.051777 , 0.046399 , 0.069867 , 0.03738 , 0.121486 , 0.05518 , 0.041621 , 0.044861 , 0.057013 , 0.071495 , 0.051782 , 0.031059 , 0.030516 , 0.036648 , 0.068687 , 0.056924 , 0.071753 , 0.038829 , 0.061923 , 0.090058 , 0.062613 , 0.059589 , 0.063013 , 0.057925 , 0.055912 , 0.070083 , 0.082488 , 0.086866 , 0.09638 , 0.052736 , 0.068344 , 0.069034 , 0.065963 , 0.056518 , 0.029668 , 0.047732 , 0.036606 , 0.031607 , 0.045466 
 487 , 0.032553 , 0.033095 , 0.036957 , 0.065848 , 0.056512 , 0.067805 , 0.052229 , 0.062169 , 0.052502 , 0.078983 , 0.077998 , 0.067279 , 0.057586 , 0.045861 , 0.046788 , 0.038189 , 0.039052 , 0.043804 , 0.038036 , 0.03961 , 0.043693 , 0.051997 , 0.04663 , 0.07021 , 0.037489 , 0.12185 , 0.05537 , 0.04172 , 0.044951 , 0.057154 , 0.071794 , 0.051987 , 0.031179 , 0.030601 , 0.036779 , 0.068821 , 0.057081 , 0.071915 , 0.038936 , 0.062038 , 0.090297 , 0.062753 , 0.059759 , 0.063201 , 0.058117 , 0.056123 , 0.070289 , 0.082729 , 0.087113 , 0.096611 , 0.052876 , 0.068547 , 0.069174 , 0.066142 , 0.056681 , 0.029738 , 0.047866 , 0.036679 , 0.031716 , 0.045561 
 488 , 0.032697 , 0.033357 , 0.037175 , 0.066344 , 0.05693 , 0.068127 , 0.0525 , 0.062452 , 0.052775 , 0.079376 , 0.078384 , 0.06762 , 0.057906 , 0.046061 , 0.047047 , 0.038382 , 0.039232 , 0.044047 , 0.038219 , 0.039806 , 0.044036 , 0.052369 , 0.046989 , 0.070753 , 0.037697 , 0.12251 , 0.055723 , 0.041916 , 0.045128 , 0.057447 , 0.072266 , 0.052316 , 0.031389 , 0.030757 , 0.03698 , 0.069107 , 0.057389 , 0.072272 , 0.039116 , 0.062294 , 0.09074 , 0.063048 , 0.060074 , 0.063559 , 0.058486 , 0.056472 , 0.070637 , 0.083194 , 0.087592 , 0.097069 , 0.053133 , 0.068918 , 0.069482 , 0.066471 , 0.056962 , 0.029876 , 0.048107 , 0.036821 , 0.031906 , 0.045755 
 489 , 0.032837 , 0.033619 , 0.037398 , 0.066842 , 0.057355 , 0.068443 , 0.052767 , 0.06273 , 0.053048 , 0.079769 , 0.078765 , 0.067968 , 0.058227 , 0.046256 , 0.047313 , 0.038582 , 0.039417 , 0.044285 , 0.038402 , 0.039998 , 0.044375 , 0.052736 , 0.047345 , 0.071292 , 0.037905 , 0.123172 , 0.056076 , 0.042107 , 0.045305 , 0.057741 , 0.072745 , 0.052646 , 0.0316 , 0.030908 , 0.037187 , 0.069395 , 0.057699 , 0.072624 , 0.039301 , 0.06255 , 0.091191 , 0.063343 , 0.060389 , 0.063919 , 0.058856 , 0.056816 , 0.070985 , 0.083654 , 0.088073 , 0.097528 , 0.053391 , 0.069289 , 0.069791 , 0.066805 , 0.057244 , 0.03002 , 0.048354 , 0.036959 , 0.032097 , 0.04595 
 490 , 0.033052 , 0.033936 , 0.037688 , 0.067454 , 0.057864 , 0.068874 , 0.053122 , 0.063131 , 0.053398 , 0.080287 , 0.07928 , 0.068413 , 0.058638 , 0.046547 , 0.047665 , 0.038848 , 0.039685 , 0.044597 , 0.038652 , 0.040273 , 0.044809 , 0.053239 , 0.047792 , 0.071937 , 0.038202 , 0.124047 , 0.056529 , 0.042366 , 0.045556 , 0.058113 , 0.073346 , 0.053053 , 0.031854 , 0.031118 , 0.037465 , 0.069812 , 0.058092 , 0.073087 , 0.039553 , 0.062919 , 0.09179 , 0.063756 , 0.060794 , 0.064387 , 0.059305 , 0.057244 , 0.071449 , 0.084229 , 0.088664 , 0.098159 , 0.053769 , 0.06977 , 0.070241 , 0.067258 , 0.057642 , 0.030233 , 0.048682 , 0.037184 , 0.032352 , 0.046234 
