JUL12DH00005.spu,JUL12DH00004.spu,JUL12DH00003.spu,
Wavelength,JUL12DH00066.spu,JUL12DH00067.spu,JUL12DH00068.spu,JUL12DH00069.spu,JUL12DH00070.spu,JUL12DH00071.spu,JUL12DH00072.spu,JUL12DH00073.spu,JUL12DH00074.spu,JUL12DH00075.spu,JUL12DH00076.spu,JUL12DH00077.spu,JUL12DH00078.spu,JUL12DH00079.spu,JUL12DH00080.spu,JUL12DH00081.spu,JUL12DH00082.spu,JUL12DH00083.spu,JUL12DH00084.spu,JUL12DH00085.spu,JUL12DH00086.spu,JUL12DH00087.spu,JUL12DH00088.spu,JUL12DH00089.spu,JUL12DH00090.spu,JUL12DH00091.spu,JUL12DH00092.spu,JUL12DH00093.spu,JUL12DH00094.spu,JUL12DH00095.spu,JUL12DH00096.spu,JUL12DH00097.spu,JUL12DH00098.spu,JUL12DH00099.spu,JUL12DH00100.spu
 503 , 0.080097 , 0.095951 , 0.076356 , 0.059472 , 0.089031 , 0.08035 , 0.041846 , 0.050673 , 0.055962 , 0.06147 , 0.083743 , 0.048749 , 0.067501 , 0.085026 , 0.051562 , 0.072907 , 0.081009 , 0.089526 , 0.083518 , 0.071535 , 0.06147 , 0.043646 , 0.096604 , 0.045655 , 0.056429 , 0.031792 , 0.037098 , 0.03999 , 0.037576 , 0.043241 , 0.04035 , 0.037092 , 0.041492 , 0.08677 , 0.097864 
 504 , 0.081136 , 0.097301 , 0.07734 , 0.060388 , 0.090342 , 0.081334 , 0.042712 , 0.051539 , 0.056835 , 0.062527 , 0.084836 , 0.04953 , 0.068621 , 0.086087 , 0.052422 , 0.073888 , 0.082058 , 0.090664 , 0.084616 , 0.072542 , 0.062442 , 0.044489 , 0.097725 , 0.046571 , 0.057389 , 0.032551 , 0.037931 , 0.040857 , 0.038412 , 0.044065 , 0.041026 , 0.037801 , 0.042288 , 0.087716 , 0.098863 
 505 , 0.0822 , 0.098692 , 0.07835 , 0.061345 , 0.091693 , 0.082359 , 0.043611 , 0.05245 , 0.057735 , 0.063618 , 0.085959 , 0.050343 , 0.069779 , 0.087183 , 0.053315 , 0.074899 , 0.083134 , 0.091858 , 0.085759 , 0.073589 , 0.063452 , 0.045354 , 0.098886 , 0.047524 , 0.058384 , 0.033344 , 0.038805 , 0.041766 , 0.039283 , 0.044927 , 0.041726 , 0.038532 , 0.04311 , 0.088681 , 0.099905 
 506 , 0.083259 , 0.100087 , 0.079361 , 0.062298 , 0.093037 , 0.083379 , 0.044513 , 0.053351 , 0.05863 , 0.064705 , 0.087082 , 0.051156 , 0.070942 , 0.088274 , 0.054211 , 0.075917 , 0.084216 , 0.093049 , 0.086899 , 0.074638 , 0.064465 , 0.046221 , 0.100047 , 0.048473 , 0.059381 , 0.034138 , 0.039681 , 0.042667 , 0.040151 , 0.045791 , 0.042426 , 0.039257 , 0.043928 , 0.08965 , 0.100941 
 507 , 0.084298 , 0.101469 , 0.080358 , 0.063308 , 0.094397 , 0.084419 , 0.045434 , 0.054293 , 0.059594 , 0.06584 , 0.088249 , 0.052055 , 0.072173 , 0.08935 , 0.055158 , 0.076949 , 0.08533 , 0.094253 , 0.088047 , 0.075698 , 0.065512 , 0.047181 , 0.10122 , 0.049465 , 0.060419 , 0.035011 , 0.04064 , 0.043628 , 0.041085 , 0.046714 , 0.043207 , 0.040081 , 0.044834 , 0.090585 , 0.10189 
 508 , 0.085312 , 0.102856 , 0.081344 , 0.064357 , 0.095773 , 0.085481 , 0.046378 , 0.055272 , 0.060609 , 0.06702 , 0.089472 , 0.053026 , 0.073465 , 0.090412 , 0.056159 , 0.078002 , 0.086484 , 0.095448 , 0.089194 , 0.076772 , 0.066585 , 0.048223 , 0.102398 , 0.050485 , 0.061491 , 0.03597 , 0.041679 , 0.044632 , 0.042079 , 0.047689 , 0.044057 , 0.040994 , 0.045815 , 0.091479 , 0.102752 
 509 , 0.086328 , 0.104242 , 0.082336 , 0.065414 , 0.097141 , 0.086538 , 0.047319 , 0.056241 , 0.061627 , 0.068203 , 0.090692 , 0.054006 , 0.074762 , 0.091474 , 0.057163 , 0.079051 , 0.087641 , 0.09665 , 0.090348 , 0.077849 , 0.06766 , 0.049262 , 0.103577 , 0.051508 , 0.06256 , 0.036926 , 0.042715 , 0.045644 , 0.04307 , 0.048661 , 0.044909 , 0.041903 , 0.046805 , 0.092373 , 0.103618 
 510 , 0.087306 , 0.10557 , 0.083268 , 0.06643 , 0.098469 , 0.087535 , 0.048266 , 0.057204 , 0.062633 , 0.069371 , 0.09186 , 0.054962 , 0.076032 , 0.092488 , 0.058149 , 0.080064 , 0.088744 , 0.097788 , 0.09145 , 0.07889 , 0.068719 , 0.050303 , 0.10469 , 0.052539 , 0.063631 , 0.03789 , 0.043753 , 0.046658 , 0.044076 , 0.049645 , 0.045748 , 0.042808 , 0.047785 , 0.093193 , 0.104408 
 511 , 0.088074 , 0.10658 , 0.083929 , 0.067257 , 0.09956 , 0.088226 , 0.049234 , 0.058087 , 0.063554 , 0.070449 , 0.092724 , 0.055847 , 0.077163 , 0.093253 , 0.059033 , 0.080866 , 0.089584 , 0.098626 , 0.092306 , 0.079732 , 0.069685 , 0.05135 , 0.105421 , 0.053595 , 0.064706 , 0.038911 , 0.044819 , 0.047723 , 0.045166 , 0.050662 , 0.046529 , 0.043702 , 0.048775 , 0.093641 , 0.104798 
 512 , 0.088838 , 0.107585 , 0.084588 , 0.068089 , 0.100651 , 0.08892 , 0.050202 , 0.058972 , 0.064475 , 0.071527 , 0.093588 , 0.056735 , 0.07829 , 0.094011 , 0.05992 , 0.081668 , 0.090427 , 0.099462 , 0.09317 , 0.080574 , 0.070644 , 0.052397 , 0.106148 , 0.054658 , 0.065788 , 0.039937 , 0.045876 , 0.048777 , 0.046252 , 0.051679 , 0.047312 , 0.044598 , 0.049766 , 0.094094 , 0.105195 
 513 , 0.089609 , 0.108592 , 0.085248 , 0.068923 , 0.101738 , 0.089609 , 0.051167 , 0.059859 , 0.065399 , 0.072607 , 0.094454 , 0.05762 , 0.079426 , 0.094778 , 0.060802 , 0.082467 , 0.091271 , 0.100306 , 0.094029 , 0.081417 , 0.071605 , 0.053447 , 0.106883 , 0.055716 , 0.066873 , 0.040959 , 0.046935 , 0.049841 , 0.047342 , 0.052699 , 0.04809 , 0.045497 , 0.050754 , 0.094542 , 0.105586 
 514 , 0.090315 , 0.109629 , 0.085877 , 0.069856 , 0.102919 , 0.090327 , 0.052306 , 0.060898 , 0.066398 , 0.073833 , 0.09549 , 0.058609 , 0.080773 , 0.09559 , 0.061878 , 0.083369 , 0.092233 , 0.101226 , 0.094947 , 0.082384 , 0.072736 , 0.05472 , 0.107593 , 0.057009 , 0.068145 , 0.042198 , 0.048223 , 0.051097 , 0.048648 , 0.053911 , 0.048984 , 0.046553 , 0.051846 , 0.094923 , 0.105887 
 515 , 0.091001 , 0.110664 , 0.086493 , 0.0708 , 0.104112 , 0.091037 , 0.053477 , 0.061973 , 0.067415 , 0.075096 , 0.096555 , 0.05961 , 0.082156 , 0.096407 , 0.062989 , 0.084289 , 0.093223 , 0.102162 , 0.095881 , 0.083367 , 0.073902 , 0.056035 , 0.108289 , 0.058357 , 0.069459 , 0.043486 , 0.049566 , 0.052396 , 0.050003 , 0.055161 , 0.049902 , 0.047645 , 0.052963 , 0.095279 , 0.106156 
 516 , 0.091689 , 0.111702 , 0.087104 , 0.071753 , 0.105313 , 0.091748 , 0.05465 , 0.063051 , 0.068428 , 0.076355 , 0.097629 , 0.060613 , 0.083549 , 0.097226 , 0.064098 , 0.085211 , 0.094209 , 0.103101 , 0.096812 , 0.084353 , 0.075072 , 0.057354 , 0.108987 , 0.059702 , 0.070771 , 0.044765 , 0.050906 , 0.053692 , 0.051361 , 0.056413 , 0.050823 , 0.04874 , 0.05407 , 0.095635 , 0.106425 
 517 , 0.092601 , 0.113014 , 0.087953 , 0.072941 , 0.106812 , 0.092749 , 0.056062 , 0.064392 , 0.069698 , 0.07791 , 0.098951 , 0.061896 , 0.085208 , 0.098304 , 0.065471 , 0.086399 , 0.095494 , 0.104328 , 0.098061 , 0.085599 , 0.076498 , 0.05892 , 0.109972 , 0.061279 , 0.072372 , 0.046303 , 0.052505 , 0.05525 , 0.052985 , 0.057971 , 0.051948 , 0.050039 , 0.055416 , 0.096194 , 0.106943 
 518 , 0.093796 , 0.11466 , 0.089094 , 0.074423 , 0.10867 , 0.094106 , 0.057766 , 0.066065 , 0.071267 , 0.079829 , 0.10058 , 0.063523 , 0.087215 , 0.099714 , 0.067156 , 0.087913 , 0.097131 , 0.105937 , 0.099697 , 0.087173 , 0.07826 , 0.060796 , 0.111331 , 0.063141 , 0.074334 , 0.048148 , 0.054424 , 0.057133 , 0.054937 , 0.059913 , 0.053339 , 0.051584 , 0.057038 , 0.097 , 0.107775 
 519 , 0.094993 , 0.116306 , 0.090238 , 0.075912 , 0.110525 , 0.095461 , 0.059468 , 0.067735 , 0.072844 , 0.081742 , 0.102215 , 0.065148 , 0.089223 , 0.101123 , 0.068846 , 0.089427 , 0.098769 , 0.107541 , 0.101333 , 0.088743 , 0.080013 , 0.062662 , 0.112686 , 0.065009 , 0.076297 , 0.05 , 0.056346 , 0.059018 , 0.056886 , 0.061851 , 0.054725 , 0.053134 , 0.058669 , 0.097808 , 0.108603 
 520 , 0.096228 , 0.118001 , 0.091419 , 0.077445 , 0.112437 , 0.096862 , 0.061206 , 0.069434 , 0.074455 , 0.083704 , 0.103895 , 0.066806 , 0.091274 , 0.102577 , 0.07057 , 0.09099 , 0.100451 , 0.109199 , 0.103019 , 0.090362 , 0.081813 , 0.064583 , 0.114098 , 0.066927 , 0.078297 , 0.05189 , 0.058312 , 0.06094 , 0.058874 , 0.063834 , 0.056137 , 0.054717 , 0.060336 , 0.098663 , 0.109477 
 521 , 0.097789 , 0.120138 , 0.092946 , 0.079411 , 0.11485 , 0.098637 , 0.063247 , 0.071427 , 0.076453 , 0.086035 , 0.10606 , 0.068779 , 0.093769 , 0.104456 , 0.072628 , 0.092964 , 0.102492 , 0.111263 , 0.105103 , 0.092385 , 0.084016 , 0.066913 , 0.115978 , 0.069304 , 0.080613 , 0.054134 , 0.060661 , 0.063198 , 0.061204 , 0.066224 , 0.057769 , 0.056659 , 0.062369 , 0.099893 , 0.110665 
 522 , 0.099355 , 0.122277 , 0.094474 , 0.081368 , 0.117267 , 0.100408 , 0.065292 , 0.073413 , 0.078447 , 0.088368 , 0.108222 , 0.070751 , 0.096255 , 0.10633 , 0.074682 , 0.094943 , 0.104537 , 0.113324 , 0.107193 , 0.0944 , 0.086211 , 0.069241 , 0.117859 , 0.071682 , 0.082927 , 0.056381 , 0.063018 , 0.065452 , 0.063542 , 0.068601 , 0.059401 , 0.058606 , 0.06441 , 0.101123 , 0.111857 
 523 , 0.100913 , 0.124415 , 0.096002 , 0.08333 , 0.119691 , 0.102176 , 0.06734 , 0.075406 , 0.080442 , 0.090705 , 0.110386 , 0.072724 , 0.098747 , 0.108201 , 0.076744 , 0.096917 , 0.106577 , 0.115384 , 0.109278 , 0.096425 , 0.088415 , 0.071578 , 0.119735 , 0.074055 , 0.085247 , 0.058626 , 0.065373 , 0.067707 , 0.065871 , 0.070987 , 0.061034 , 0.060549 , 0.066443 , 0.102357 , 0.11305 
 524 , 0.102513 , 0.12659 , 0.097533 , 0.085303 , 0.122176 , 0.103985 , 0.069394 , 0.077437 , 0.082423 , 0.093125 , 0.112618 , 0.074739 , 0.101275 , 0.110078 , 0.078852 , 0.09891 , 0.108669 , 0.117472 , 0.111405 , 0.098458 , 0.090667 , 0.073953 , 0.121597 , 0.076431 , 0.087699 , 0.060893 , 0.067741 , 0.070029 , 0.068275 , 0.073469 , 0.062754 , 0.062465 , 0.068445 , 0.103607 , 0.114234 
 525 , 0.104133 , 0.128779 , 0.099069 , 0.087276 , 0.124681 , 0.10581 , 0.071449 , 0.07948 , 0.084404 , 0.095574 , 0.114864 , 0.07678 , 0.103815 , 0.111948 , 0.080973 , 0.100918 , 0.110785 , 0.119579 , 0.113543 , 0.100492 , 0.092944 , 0.076335 , 0.123442 , 0.0788 , 0.090205 , 0.063163 , 0.070102 , 0.072383 , 0.070699 , 0.075992 , 0.064504 , 0.064377 , 0.070426 , 0.10487 , 0.115417 
 526 , 0.10575 , 0.130966 , 0.100608 , 0.089252 , 0.127185 , 0.107638 , 0.073511 , 0.081529 , 0.086389 , 0.098021 , 0.117107 , 0.078814 , 0.106354 , 0.113826 , 0.083089 , 0.102919 , 0.112902 , 0.121677 , 0.115681 , 0.102528 , 0.095222 , 0.078724 , 0.125292 , 0.08117 , 0.092706 , 0.065435 , 0.072458 , 0.074737 , 0.073119 , 0.078512 , 0.066257 , 0.066289 , 0.072407 , 0.106135 , 0.116599 
 527 , 0.107345 , 0.13313 , 0.102137 , 0.091229 , 0.129654 , 0.109427 , 0.075573 , 0.083557 , 0.088349 , 0.100419 , 0.11933 , 0.080833 , 0.108882 , 0.115698 , 0.085178 , 0.104913 , 0.115004 , 0.123785 , 0.117786 , 0.104556 , 0.097448 , 0.081092 , 0.127106 , 0.083544 , 0.095172 , 0.067707 , 0.074776 , 0.077045 , 0.075541 , 0.081027 , 0.067953 , 0.068187 , 0.074386 , 0.107364 , 0.117799 
 528 , 0.108878 , 0.135242 , 0.103626 , 0.0932 , 0.132053 , 0.111137 , 0.077627 , 0.085558 , 0.090266 , 0.102735 , 0.12151 , 0.082814 , 0.111399 , 0.117581 , 0.087195 , 0.10688 , 0.117057 , 0.125884 , 0.119833 , 0.106579 , 0.099598 , 0.08343 , 0.128884 , 0.085911 , 0.097601 , 0.069972 , 0.077051 , 0.079284 , 0.077942 , 0.083521 , 0.069553 , 0.070057 , 0.076337 , 0.108537 , 0.119028 
 529 , 0.110413 , 0.137344 , 0.105124 , 0.095179 , 0.134448 , 0.112853 , 0.079687 , 0.087556 , 0.092184 , 0.105051 , 0.12369 , 0.084798 , 0.113924 , 0.119458 , 0.089222 , 0.108846 , 0.119115 , 0.127988 , 0.121885 , 0.108602 , 0.101745 , 0.08577 , 0.130659 , 0.088276 , 0.100026 , 0.072236 , 0.07933 , 0.081526 , 0.080355 , 0.086015 , 0.071151 , 0.071932 , 0.078299 , 0.109712 , 0.120265 
 530 , 0.111937 , 0.139446 , 0.106611 , 0.097145 , 0.136836 , 0.114561 , 0.081732 , 0.089542 , 0.094101 , 0.107358 , 0.125862 , 0.086772 , 0.11643 , 0.121323 , 0.091237 , 0.110796 , 0.121163 , 0.130081 , 0.123926 , 0.110616 , 0.10388 , 0.088093 , 0.13243 , 0.090637 , 0.102438 , 0.074489 , 0.081592 , 0.083754 , 0.082746 , 0.088501 , 0.07274 , 0.073788 , 0.080243 , 0.110883 , 0.12149 
 531 , 0.113376 , 0.141356 , 0.107996 , 0.098874 , 0.139027 , 0.116109 , 0.083551 , 0.091313 , 0.095844 , 0.109404 , 0.127777 , 0.088486 , 0.11862 , 0.122929 , 0.093091 , 0.112534 , 0.122983 , 0.13191 , 0.125804 , 0.112393 , 0.105808 , 0.090162 , 0.134092 , 0.092734 , 0.104603 , 0.076468 , 0.083658 , 0.085719 , 0.084897 , 0.090694 , 0.074233 , 0.075445 , 0.081921 , 0.111969 , 0.122566 
 532 , 0.114826 , 0.143268 , 0.109396 , 0.100598 , 0.141211 , 0.117664 , 0.085366 , 0.093091 , 0.097585 , 0.111459 , 0.129692 , 0.090199 , 0.1208 , 0.124533 , 0.094944 , 0.11427 , 0.124805 , 0.133744 , 0.127689 , 0.114175 , 0.107733 , 0.092236 , 0.135754 , 0.094829 , 0.106769 , 0.078456 , 0.085719 , 0.087681 , 0.08705 , 0.09288 , 0.075727 , 0.077098 , 0.083601 , 0.113054 , 0.123644 
 533 , 0.116272 , 0.145186 , 0.11079 , 0.102325 , 0.143399 , 0.119221 , 0.087187 , 0.094872 , 0.099334 , 0.113514 , 0.131608 , 0.091916 , 0.122985 , 0.12614 , 0.096802 , 0.116005 , 0.126619 , 0.135577 , 0.129575 , 0.11595 , 0.109661 , 0.094304 , 0.137425 , 0.096925 , 0.108929 , 0.080439 , 0.087782 , 0.089643 , 0.089199 , 0.09507 , 0.077216 , 0.078755 , 0.085277 , 0.114136 , 0.124723 
 534 , 0.117427 , 0.146747 , 0.111878 , 0.103732 , 0.145155 , 0.12046 , 0.088692 , 0.096329 , 0.10072 , 0.115208 , 0.133183 , 0.093283 , 0.124823 , 0.127469 , 0.098287 , 0.117427 , 0.128096 , 0.13707 , 0.131005 , 0.117392 , 0.111237 , 0.09604 , 0.138732 , 0.098714 , 0.110679 , 0.082117 , 0.089499 , 0.09127 , 0.090946 , 0.096922 , 0.078402 , 0.08007 , 0.086659 , 0.114932 , 0.125532 
 535 , 0.118449 , 0.14816 , 0.112828 , 0.105004 , 0.146718 , 0.121567 , 0.090061 , 0.097636 , 0.101947 , 0.116737 , 0.134611 , 0.09449 , 0.126516 , 0.128671 , 0.099612 , 0.118705 , 0.129427 , 0.138422 , 0.13222 , 0.118677 , 0.112662 , 0.097623 , 0.139878 , 0.100367 , 0.112246 , 0.083672 , 0.091059 , 0.092757 , 0.092522 , 0.098628 , 0.079444 , 0.081239 , 0.087913 , 0.1156 , 0.126232 
 536 , 0.119468 , 0.149571 , 0.113781 , 0.106276 , 0.148275 , 0.122673 , 0.091426 , 0.098952 , 0.103175 , 0.118262 , 0.136032 , 0.095698 , 0.128206 , 0.129879 , 0.100924 , 0.119983 , 0.13075 , 0.139774 , 0.133432 , 0.119962 , 0.114095 , 0.099203 , 0.141021 , 0.102019 , 0.113816 , 0.085231 , 0.092625 , 0.094242 , 0.094102 , 0.100325 , 0.080486 , 0.082402 , 0.089169 , 0.116276 , 0.126931 
 537 , 0.120453 , 0.150929 , 0.114695 , 0.107499 , 0.149794 , 0.123753 , 0.092738 , 0.100206 , 0.104354 , 0.119732 , 0.137415 , 0.096878 , 0.129834 , 0.131032 , 0.102203 , 0.121203 , 0.13202 , 0.141058 , 0.134669 , 0.121196 , 0.115458 , 0.100718 , 0.142123 , 0.103583 , 0.115332 , 0.086706 , 0.094104 , 0.095652 , 0.095617 , 0.101958 , 0.081479 , 0.083525 , 0.090349 , 0.11695 , 0.1276 
 538 , 0.121373 , 0.152166 , 0.115518 , 0.108601 , 0.15123 , 0.124779 , 0.093936 , 0.10136 , 0.105469 , 0.121056 , 0.13867 , 0.097996 , 0.131302 , 0.13209 , 0.103393 , 0.122302 , 0.133174 , 0.142202 , 0.13596 , 0.122323 , 0.116693 , 0.102085 , 0.143159 , 0.104977 , 0.116771 , 0.088011 , 0.095428 , 0.096927 , 0.097018 , 0.103415 , 0.082346 , 0.084542 , 0.091374 , 0.117636 , 0.128199 
 539 , 0.122288 , 0.153408 , 0.116337 , 0.109707 , 0.152659 , 0.125801 , 0.095134 , 0.102519 , 0.106576 , 0.12238 , 0.13993 , 0.099113 , 0.132763 , 0.133145 , 0.104583 , 0.123398 , 0.134325 , 0.143343 , 0.137251 , 0.123447 , 0.117927 , 0.103452 , 0.144192 , 0.106371 , 0.118203 , 0.089317 , 0.096745 , 0.098201 , 0.098413 , 0.104873 , 0.083224 , 0.085564 , 0.092405 , 0.118316 , 0.128798 
 540 , 0.123207 , 0.154648 , 0.117159 , 0.11082 , 0.154094 , 0.126827 , 0.096331 , 0.103671 , 0.107689 , 0.123704 , 0.141195 , 0.100228 , 0.134231 , 0.134196 , 0.105779 , 0.124492 , 0.135481 , 0.144489 , 0.138533 , 0.12457 , 0.119161 , 0.104821 , 0.14522 , 0.10776 , 0.119636 , 0.090623 , 0.098063 , 0.099469 , 0.099809 , 0.106333 , 0.084093 , 0.086584 , 0.093427 , 0.118997 , 0.12939 
 541 , 0.12409 , 0.155886 , 0.118006 , 0.111822 , 0.155394 , 0.127813 , 0.09745 , 0.104718 , 0.108727 , 0.124996 , 0.142385 , 0.101174 , 0.13563 , 0.135117 , 0.106844 , 0.125517 , 0.136593 , 0.14563 , 0.139667 , 0.125645 , 0.120303 , 0.106009 , 0.14625 , 0.108998 , 0.120902 , 0.091787 , 0.099305 , 0.100646 , 0.101052 , 0.107628 , 0.084926 , 0.087494 , 0.094348 , 0.119647 , 0.130031 
 542 , 0.124968 , 0.157126 , 0.118855 , 0.112828 , 0.156696 , 0.128788 , 0.098566 , 0.105754 , 0.109767 , 0.126287 , 0.143573 , 0.102106 , 0.13703 , 0.136034 , 0.107897 , 0.126538 , 0.137704 , 0.146777 , 0.140793 , 0.126717 , 0.121442 , 0.107202 , 0.147279 , 0.110226 , 0.122159 , 0.092947 , 0.100551 , 0.101812 , 0.102292 , 0.108922 , 0.085759 , 0.088403 , 0.095269 , 0.120288 , 0.130673 
 543 , 0.125849 , 0.158363 , 0.119707 , 0.113831 , 0.157996 , 0.129767 , 0.09968 , 0.106795 , 0.110806 , 0.127578 , 0.14476 , 0.103043 , 0.13843 , 0.136961 , 0.108955 , 0.127563 , 0.138812 , 0.147921 , 0.141923 , 0.127787 , 0.12258 , 0.108394 , 0.14831 , 0.111454 , 0.123423 , 0.094106 , 0.101797 , 0.102985 , 0.10354 , 0.110215 , 0.086595 , 0.08931 , 0.096187 , 0.120924 , 0.131315 
 544 , 0.126784 , 0.159615 , 0.120568 , 0.114859 , 0.159296 , 0.130779 , 0.100785 , 0.107862 , 0.111863 , 0.128832 , 0.145975 , 0.104019 , 0.139846 , 0.137957 , 0.110033 , 0.12863 , 0.139911 , 0.149093 , 0.14308 , 0.128868 , 0.123738 , 0.10957 , 0.149376 , 0.112696 , 0.124686 , 0.095249 , 0.102956 , 0.10415 , 0.104765 , 0.111494 , 0.087376 , 0.090162 , 0.097087 , 0.121625 , 0.132016 
 545 , 0.127753 , 0.160859 , 0.121433 , 0.115891 , 0.160597 , 0.131804 , 0.101877 , 0.108938 , 0.112924 , 0.130066 , 0.1472 , 0.105011 , 0.141251 , 0.138982 , 0.111135 , 0.129724 , 0.141019 , 0.150284 , 0.144269 , 0.129949 , 0.124902 , 0.110728 , 0.15048 , 0.113935 , 0.125942 , 0.096371 , 0.104073 , 0.105324 , 0.105971 , 0.112771 , 0.088131 , 0.090997 , 0.097986 , 0.122371 , 0.132742 
 546 , 0.128711 , 0.162107 , 0.122286 , 0.116913 , 0.161895 , 0.132826 , 0.102967 , 0.110021 , 0.113982 , 0.131298 , 0.148431 , 0.106001 , 0.142664 , 0.140011 , 0.112235 , 0.130809 , 0.142123 , 0.151472 , 0.145456 , 0.131028 , 0.126065 , 0.111892 , 0.151582 , 0.115174 , 0.127205 , 0.097492 , 0.105189 , 0.10649 , 0.107185 , 0.114048 , 0.088882 , 0.09182 , 0.098881 , 0.123112 , 0.133476 
 547 , 0.129616 , 0.163284 , 0.1231 , 0.117884 , 0.163122 , 0.133789 , 0.103978 , 0.111038 , 0.114975 , 0.132466 , 0.149583 , 0.106916 , 0.143971 , 0.140973 , 0.113256 , 0.13182 , 0.143163 , 0.15258 , 0.146549 , 0.132026 , 0.12714 , 0.112984 , 0.152602 , 0.116342 , 0.128367 , 0.098549 , 0.106233 , 0.107556 , 0.108305 , 0.115232 , 0.089594 , 0.092591 , 0.099732 , 0.12382 , 0.134156 
 548 , 0.130372 , 0.164282 , 0.123798 , 0.1187 , 0.164216 , 0.134607 , 0.104799 , 0.111912 , 0.115808 , 0.133486 , 0.150559 , 0.107625 , 0.145025 , 0.141801 , 0.114089 , 0.132652 , 0.144029 , 0.153488 , 0.147416 , 0.132814 , 0.128019 , 0.113926 , 0.153459 , 0.117342 , 0.129332 , 0.09945 , 0.107116 , 0.108393 , 0.109197 , 0.116184 , 0.090213 , 0.093223 , 0.100432 , 0.124433 , 0.134733 
 549 , 0.131128 , 0.165295 , 0.124503 , 0.119516 , 0.165303 , 0.135433 , 0.105622 , 0.112781 , 0.116634 , 0.134499 , 0.151535 , 0.108335 , 0.146089 , 0.142628 , 0.114922 , 0.133477 , 0.144896 , 0.154403 , 0.148275 , 0.133603 , 0.12889 , 0.114863 , 0.154321 , 0.118345 , 0.130298 , 0.100347 , 0.108001 , 0.109224 , 0.110091 , 0.117145 , 0.090832 , 0.093855 , 0.101139 , 0.125052 , 0.135314 
 550 , 0.131891 , 0.166295 , 0.125201 , 0.120334 , 0.166399 , 0.136252 , 0.10644 , 0.113652 , 0.117462 , 0.135516 , 0.152513 , 0.109052 , 0.147147 , 0.143456 , 0.11575 , 0.134303 , 0.145763 , 0.155311 , 0.149134 , 0.134392 , 0.129771 , 0.115802 , 0.155177 , 0.119352 , 0.131266 , 0.101246 , 0.108889 , 0.110057 , 0.110987 , 0.118102 , 0.091445 , 0.094489 , 0.101849 , 0.12567 , 0.135895 
 551 , 0.132333 , 0.166954 , 0.125609 , 0.120758 , 0.166998 , 0.136758 , 0.106974 , 0.114183 , 0.117937 , 0.136072 , 0.153058 , 0.109429 , 0.147834 , 0.143915 , 0.116213 , 0.134796 , 0.146319 , 0.155901 , 0.149662 , 0.134878 , 0.130258 , 0.116317 , 0.155699 , 0.119885 , 0.131796 , 0.101705 , 0.109362 , 0.110564 , 0.111541 , 0.118616 , 0.091667 , 0.094764 , 0.102175 , 0.125967 , 0.136169 
 552 , 0.132742 , 0.16758 , 0.12599 , 0.121137 , 0.167558 , 0.137236 , 0.107483 , 0.114699 , 0.118385 , 0.136586 , 0.153575 , 0.109778 , 0.148475 , 0.14434 , 0.116643 , 0.13527 , 0.146852 , 0.156461 , 0.15015 , 0.135344 , 0.130701 , 0.1168 , 0.156199 , 0.120389 , 0.132293 , 0.102129 , 0.109793 , 0.111027 , 0.112059 , 0.119096 , 0.091855 , 0.095018 , 0.10248 , 0.126222 , 0.136414 
 553 , 0.133159 , 0.168208 , 0.126371 , 0.121516 , 0.16811 , 0.137707 , 0.107985 , 0.115208 , 0.118834 , 0.1371 , 0.154085 , 0.110128 , 0.149117 , 0.144764 , 0.117073 , 0.135736 , 0.147394 , 0.157022 , 0.150646 , 0.135804 , 0.131151 , 0.117276 , 0.156692 , 0.120894 , 0.132792 , 0.102553 , 0.110225 , 0.111499 , 0.112585 , 0.119568 , 0.092034 , 0.095271 , 0.102778 , 0.126476 , 0.136658 
 554 , 0.133377 , 0.168552 , 0.126564 , 0.121634 , 0.168342 , 0.137961 , 0.108188 , 0.115444 , 0.119038 , 0.137338 , 0.154296 , 0.110192 , 0.149396 , 0.144962 , 0.117245 , 0.135928 , 0.147625 , 0.157274 , 0.150859 , 0.135988 , 0.131313 , 0.117425 , 0.156944 , 0.121079 , 0.132957 , 0.102659 , 0.110334 , 0.11164 , 0.112728 , 0.119653 , 0.092004 , 0.095253 , 0.102801 , 0.126594 , 0.136761 
 555 , 0.133451 , 0.168684 , 0.126623 , 0.121544 , 0.168354 , 0.13805 , 0.108189 , 0.115482 , 0.119061 , 0.137352 , 0.154286 , 0.110042 , 0.149409 , 0.144998 , 0.117237 , 0.135919 , 0.147624 , 0.157302 , 0.150872 , 0.135964 , 0.131283 , 0.11732 , 0.157024 , 0.121026 , 0.132881 , 0.102525 , 0.110207 , 0.111543 , 0.112601 , 0.119451 , 0.091818 , 0.095052 , 0.102615 , 0.126616 , 0.136767 
 556 , 0.133533 , 0.168824 , 0.126683 , 0.121462 , 0.168366 , 0.138139 , 0.10819 , 0.11552 , 0.119076 , 0.137374 , 0.154277 , 0.109893 , 0.14943 , 0.145034 , 0.117238 , 0.135904 , 0.14763 , 0.15733 , 0.150878 , 0.135949 , 0.131252 , 0.117215 , 0.157105 , 0.120974 , 0.132805 , 0.102398 , 0.110081 , 0.111446 , 0.112467 , 0.119241 , 0.091633 , 0.094851 , 0.102428 , 0.126638 , 0.136766 
