  time  ,46:53 PM,47:03 PM,47:09 PM,47:16 PM,47:24 PM,48:47 PM,49:17 PM,49:27 PM,49:32 PM,49:38 PM,50:45 PM,50:51 PM,50:57 PM,51:03 PM,51:09 PM,51:56 PM,52:02 PM,52:08 PM,52:14 PM,52:22 PM,53:18 PM,53:24 PM,53:31 PM,53:38 PM,53:46 PM,54:50 PM,54:59 PM,55:05 PM,55:11 PM,55:16 PM,56:06 PM,56:11 PM,56:17 PM,56:23 PM,56:29 PM,57:14 PM,57:20 PM,57:25 PM,57:31 PM,57:37 PM,58:20 PM,58:26 PM,58:32 PM,58:39 PM,58:45 PM,59:47 PM,59:58 PM,00:03 PM,00:10 PM,00:18 PM,01:44 PM,01:52 PM,01:59 PM,02:06 PM,02:13 PM,03:29 PM,03:36 PM,03:42 PM,03:48 PM,03:55 PM,04:37 PM,04:45 PM,04:50 PM,04:59 PM,05:05 PM,05:56 PM,06:02 PM,06:07 PM,06:13 PM,06:19 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 725 , 0.126862 , 0.241198 , 0.184103 , 0.193557 , 0.241554 , 0.129807 , 0.185416 , 0.167205 , 0.152577 , 0.154026 , 0.180083 , 0.195349 , 0.228316 , 0.223201 , 0.209188 , 0.198212 , 0.226871 , 0.18734 , 0.210994 , 0.211276 , 0.138568 , 0.115753 , 0.119874 , 0.143501 , 0.116793 , 0.222435 , 0.21692 , 0.189122 , 0.195809 , 0.204393 , 0.175556 , 0.201539 , 0.191328 , 0.204443 , 0.214171 , 0.199903 , 0.226693 , 0.228694 , 0.193001 , 0.219769 , 0.172734 , 0.162318 , 0.096872 , 0.106181 , 0.133294 , 0.182467 , 0.19936 , 0.222613 , 0.212315 , 0.178783 , 0.093968 , 0.148301 , 0.15869 , 0.135387 , 0.142566 , 0.21031 , 0.189737 , 0.178072 , 0.173423 , 0.214718 , 0.108747 , 0.100628 , 0.122618 , 0.09911 , 0.110219 , 0.158143 , 0.157719 , 0.172561 , 0.191479 , 0.197414 
 726 , 0.128308 , 0.242949 , 0.185182 , 0.194528 , 0.242488 , 0.130595 , 0.187009 , 0.16904 , 0.154092 , 0.155245 , 0.181704 , 0.19688 , 0.230731 , 0.225613 , 0.211404 , 0.200535 , 0.229405 , 0.189452 , 0.213245 , 0.213678 , 0.139783 , 0.116354 , 0.120392 , 0.144996 , 0.117635 , 0.223694 , 0.217907 , 0.190044 , 0.196789 , 0.205251 , 0.177238 , 0.204308 , 0.193644 , 0.206878 , 0.216763 , 0.202677 , 0.230097 , 0.232276 , 0.195444 , 0.222592 , 0.175552 , 0.164788 , 0.097424 , 0.10662 , 0.13379 , 0.184184 , 0.201209 , 0.225576 , 0.215017 , 0.180437 , 0.094448 , 0.150091 , 0.160226 , 0.136114 , 0.143374 , 0.212666 , 0.19199 , 0.179804 , 0.175452 , 0.216612 , 0.109569 , 0.101215 , 0.123213 , 0.099616 , 0.110877 , 0.15916 , 0.158727 , 0.173775 , 0.192942 , 0.199122 
 727 , 0.129748 , 0.244694 , 0.186255 , 0.195499 , 0.243423 , 0.131379 , 0.188597 , 0.17087 , 0.155607 , 0.156455 , 0.183321 , 0.198406 , 0.233136 , 0.228015 , 0.213618 , 0.202848 , 0.231928 , 0.191554 , 0.215495 , 0.216074 , 0.140992 , 0.116946 , 0.12091 , 0.146486 , 0.118477 , 0.224949 , 0.218889 , 0.190961 , 0.197763 , 0.206105 , 0.178911 , 0.207071 , 0.19595 , 0.209308 , 0.219349 , 0.20544 , 0.233495 , 0.235842 , 0.197877 , 0.225409 , 0.17836 , 0.167248 , 0.09797 , 0.10706 , 0.134286 , 0.185891 , 0.203053 , 0.228529 , 0.217714 , 0.182091 , 0.094927 , 0.151876 , 0.161758 , 0.136846 , 0.144181 , 0.215021 , 0.194237 , 0.181526 , 0.17748 , 0.218506 , 0.11039 , 0.101797 , 0.123807 , 0.100116 , 0.111529 , 0.160172 , 0.159731 , 0.174984 , 0.194406 , 0.20082 
 728 , 0.131162 , 0.246477 , 0.187394 , 0.196545 , 0.244545 , 0.132244 , 0.190094 , 0.172634 , 0.157082 , 0.157641 , 0.184848 , 0.199863 , 0.235471 , 0.230352 , 0.215756 , 0.205018 , 0.234294 , 0.193604 , 0.217679 , 0.218374 , 0.142167 , 0.117515 , 0.121465 , 0.147959 , 0.119283 , 0.226225 , 0.219992 , 0.191958 , 0.198836 , 0.207141 , 0.180562 , 0.209687 , 0.198118 , 0.211614 , 0.221743 , 0.208055 , 0.236653 , 0.23913 , 0.200227 , 0.228066 , 0.180993 , 0.169552 , 0.098518 , 0.107537 , 0.134862 , 0.187489 , 0.204805 , 0.231416 , 0.220261 , 0.183639 , 0.095472 , 0.153509 , 0.163237 , 0.137658 , 0.145077 , 0.217242 , 0.196377 , 0.183253 , 0.179375 , 0.220297 , 0.111178 , 0.10245 , 0.124393 , 0.100654 , 0.112278 , 0.161219 , 0.160714 , 0.176125 , 0.195822 , 0.202423 
 729 , 0.132572 , 0.248216 , 0.188526 , 0.197584 , 0.245717 , 0.13311 , 0.191575 , 0.174373 , 0.158528 , 0.158819 , 0.186368 , 0.201326 , 0.237787 , 0.232662 , 0.217872 , 0.207116 , 0.236627 , 0.195609 , 0.219834 , 0.220645 , 0.143329 , 0.118065 , 0.122012 , 0.149406 , 0.120077 , 0.227486 , 0.221077 , 0.192968 , 0.199883 , 0.208168 , 0.182166 , 0.212278 , 0.200306 , 0.213894 , 0.224113 , 0.210644 , 0.239786 , 0.242394 , 0.202541 , 0.230732 , 0.183605 , 0.171843 , 0.099047 , 0.108024 , 0.135431 , 0.189081 , 0.206547 , 0.234319 , 0.222807 , 0.185175 , 0.096024 , 0.1551 , 0.164714 , 0.138454 , 0.14596 , 0.219429 , 0.198508 , 0.184975 , 0.181252 , 0.222078 , 0.11197 , 0.103107 , 0.124989 , 0.101196 , 0.113008 , 0.16227 , 0.161701 , 0.17725 , 0.197243 , 0.204016 
 730 , 0.133966 , 0.249937 , 0.189648 , 0.198609 , 0.246879 , 0.133962 , 0.193034 , 0.176097 , 0.159956 , 0.159984 , 0.18787 , 0.20277 , 0.240078 , 0.234946 , 0.219968 , 0.209188 , 0.23893 , 0.197592 , 0.221964 , 0.222894 , 0.144477 , 0.118606 , 0.122553 , 0.150836 , 0.120862 , 0.228733 , 0.222147 , 0.193964 , 0.200915 , 0.209179 , 0.183759 , 0.21484 , 0.20247 , 0.216148 , 0.226463 , 0.213213 , 0.242891 , 0.245621 , 0.204831 , 0.233369 , 0.186188 , 0.174105 , 0.099571 , 0.108505 , 0.13599 , 0.19066 , 0.208272 , 0.237193 , 0.225328 , 0.18669 , 0.096576 , 0.156679 , 0.166178 , 0.13924 , 0.146838 , 0.221591 , 0.20061 , 0.18668 , 0.183107 , 0.223838 , 0.112758 , 0.10376 , 0.125579 , 0.101727 , 0.113733 , 0.163307 , 0.162673 , 0.178371 , 0.19865 , 0.205596 
 731 , 0.135251 , 0.251664 , 0.190813 , 0.199621 , 0.248104 , 0.134831 , 0.194464 , 0.177756 , 0.161305 , 0.161118 , 0.189307 , 0.204221 , 0.242231 , 0.237184 , 0.222 , 0.211258 , 0.241113 , 0.199497 , 0.224063 , 0.225104 , 0.145601 , 0.119196 , 0.123176 , 0.1522 , 0.121665 , 0.230019 , 0.223278 , 0.195021 , 0.201989 , 0.210258 , 0.185268 , 0.217222 , 0.204504 , 0.218299 , 0.228691 , 0.21568 , 0.245795 , 0.248697 , 0.207005 , 0.23586 , 0.188604 , 0.176228 , 0.100134 , 0.108997 , 0.136607 , 0.192145 , 0.209925 , 0.239871 , 0.22776 , 0.188193 , 0.097191 , 0.158179 , 0.167593 , 0.140034 , 0.147765 , 0.223662 , 0.202646 , 0.188303 , 0.184871 , 0.225524 , 0.113528 , 0.104424 , 0.126229 , 0.10227 , 0.114455 , 0.164294 , 0.163655 , 0.1795 , 0.199981 , 0.207114 
 732 , 0.136462 , 0.253411 , 0.191981 , 0.200642 , 0.24928 , 0.135689 , 0.195865 , 0.179335 , 0.162604 , 0.162229 , 0.190663 , 0.205638 , 0.24427 , 0.239388 , 0.223975 , 0.213356 , 0.243218 , 0.201342 , 0.226111 , 0.227232 , 0.146687 , 0.119809 , 0.123816 , 0.153536 , 0.122467 , 0.231318 , 0.224437 , 0.196044 , 0.203062 , 0.211384 , 0.186765 , 0.219514 , 0.206416 , 0.220393 , 0.230833 , 0.218068 , 0.248607 , 0.25165 , 0.209142 , 0.238281 , 0.190933 , 0.178283 , 0.10073 , 0.109483 , 0.137263 , 0.193564 , 0.211476 , 0.242426 , 0.230096 , 0.189661 , 0.097811 , 0.159626 , 0.168959 , 0.140822 , 0.148691 , 0.225695 , 0.204631 , 0.18984 , 0.186592 , 0.227168 , 0.114264 , 0.105081 , 0.126877 , 0.102803 , 0.115188 , 0.165253 , 0.164626 , 0.180635 , 0.201214 , 0.208598 
 733 , 0.13766 , 0.255143 , 0.193133 , 0.201651 , 0.250437 , 0.136536 , 0.197252 , 0.180901 , 0.163881 , 0.16333 , 0.192005 , 0.207044 , 0.246286 , 0.241572 , 0.225927 , 0.215433 , 0.2453 , 0.203159 , 0.228142 , 0.229335 , 0.147764 , 0.12041 , 0.124446 , 0.154854 , 0.123262 , 0.2326 , 0.225588 , 0.197055 , 0.204118 , 0.212493 , 0.188244 , 0.221776 , 0.208306 , 0.222464 , 0.232953 , 0.220432 , 0.251387 , 0.25457 , 0.211259 , 0.240673 , 0.193239 , 0.180314 , 0.101325 , 0.109962 , 0.137907 , 0.194968 , 0.213007 , 0.244952 , 0.232412 , 0.19112 , 0.098427 , 0.161064 , 0.170315 , 0.141599 , 0.149607 , 0.227711 , 0.206599 , 0.191363 , 0.188295 , 0.228798 , 0.114993 , 0.105733 , 0.127519 , 0.10333 , 0.115915 , 0.166206 , 0.165591 , 0.181759 , 0.20243 , 0.210071 
 734 , 0.138765 , 0.256761 , 0.194204 , 0.202601 , 0.251497 , 0.137311 , 0.198506 , 0.182342 , 0.165084 , 0.164361 , 0.193279 , 0.208343 , 0.248161 , 0.243593 , 0.227714 , 0.217352 , 0.247227 , 0.204833 , 0.229987 , 0.23128 , 0.148754 , 0.120968 , 0.125031 , 0.156084 , 0.124009 , 0.233806 , 0.226656 , 0.197991 , 0.205095 , 0.213501 , 0.189612 , 0.223868 , 0.210073 , 0.22436 , 0.234906 , 0.22263 , 0.253982 , 0.257267 , 0.213234 , 0.242893 , 0.195364 , 0.1822 , 0.101864 , 0.110427 , 0.138508 , 0.19627 , 0.214394 , 0.247273 , 0.234515 , 0.192446 , 0.098975 , 0.162387 , 0.171562 , 0.142336 , 0.150443 , 0.229555 , 0.208426 , 0.192801 , 0.189874 , 0.230291 , 0.115677 , 0.106327 , 0.128104 , 0.103824 , 0.116592 , 0.167094 , 0.166469 , 0.182793 , 0.203549 , 0.211408 
 735 , 0.139729 , 0.258197 , 0.195146 , 0.203431 , 0.252421 , 0.137949 , 0.199547 , 0.183618 , 0.166176 , 0.165286 , 0.194495 , 0.209506 , 0.249815 , 0.245373 , 0.229218 , 0.219009 , 0.248897 , 0.206296 , 0.231478 , 0.232982 , 0.149643 , 0.121457 , 0.12553 , 0.157167 , 0.124691 , 0.23486 , 0.227594 , 0.198822 , 0.205968 , 0.214322 , 0.190782 , 0.225689 , 0.211688 , 0.225979 , 0.236613 , 0.224577 , 0.25631 , 0.259641 , 0.214968 , 0.244787 , 0.197208 , 0.183835 , 0.102317 , 0.110884 , 0.139023 , 0.197429 , 0.215586 , 0.249275 , 0.23629 , 0.193582 , 0.099411 , 0.16356 , 0.172639 , 0.143032 , 0.15116 , 0.231118 , 0.210055 , 0.194122 , 0.191257 , 0.231538 , 0.1163 , 0.106834 , 0.128598 , 0.104273 , 0.117199 , 0.167883 , 0.167205 , 0.183701 , 0.204547 , 0.212514 
 736 , 0.140695 , 0.259624 , 0.196086 , 0.204251 , 0.253363 , 0.138578 , 0.200582 , 0.184908 , 0.167265 , 0.166212 , 0.19573 , 0.210679 , 0.251459 , 0.247148 , 0.230711 , 0.220646 , 0.250558 , 0.207759 , 0.232929 , 0.23468 , 0.150537 , 0.121947 , 0.126037 , 0.158245 , 0.125381 , 0.235896 , 0.22853 , 0.199653 , 0.206848 , 0.215134 , 0.191941 , 0.227504 , 0.213304 , 0.227596 , 0.238317 , 0.226524 , 0.25864 , 0.262027 , 0.216686 , 0.246658 , 0.199043 , 0.185458 , 0.102766 , 0.111347 , 0.139535 , 0.198591 , 0.216802 , 0.251274 , 0.238058 , 0.194723 , 0.099841 , 0.164742 , 0.173707 , 0.143731 , 0.151882 , 0.232684 , 0.211686 , 0.195453 , 0.192634 , 0.232772 , 0.116929 , 0.10734 , 0.129096 , 0.104725 , 0.117798 , 0.168661 , 0.167935 , 0.184608 , 0.205559 , 0.213609 
 737 , 0.141649 , 0.261037 , 0.197015 , 0.20506 , 0.254292 , 0.139205 , 0.201602 , 0.186182 , 0.168341 , 0.167119 , 0.196945 , 0.211838 , 0.253088 , 0.248899 , 0.232188 , 0.222263 , 0.252195 , 0.209203 , 0.234363 , 0.236354 , 0.151422 , 0.122433 , 0.12653 , 0.15931 , 0.126063 , 0.236919 , 0.229452 , 0.200477 , 0.207722 , 0.215934 , 0.193089 , 0.229294 , 0.214902 , 0.229197 , 0.240002 , 0.228452 , 0.26094 , 0.264379 , 0.218388 , 0.248506 , 0.200866 , 0.187067 , 0.103213 , 0.111805 , 0.140043 , 0.199737 , 0.218004 , 0.253246 , 0.239807 , 0.195848 , 0.100269 , 0.165906 , 0.174771 , 0.144427 , 0.152593 , 0.234229 , 0.213305 , 0.196769 , 0.193997 , 0.233998 , 0.117554 , 0.107842 , 0.12959 , 0.105176 , 0.118392 , 0.169434 , 0.168656 , 0.185502 , 0.206556 , 0.214698 
 738 , 0.142478 , 0.26216 , 0.197862 , 0.205777 , 0.255131 , 0.139807 , 0.202484 , 0.187256 , 0.169254 , 0.167898 , 0.197913 , 0.212788 , 0.254458 , 0.25036 , 0.233446 , 0.22363 , 0.25357 , 0.210423 , 0.235662 , 0.237799 , 0.152201 , 0.122878 , 0.126943 , 0.160247 , 0.126637 , 0.237757 , 0.230222 , 0.201225 , 0.208472 , 0.216671 , 0.194131 , 0.23078 , 0.216239 , 0.230594 , 0.241395 , 0.230069 , 0.262871 , 0.266313 , 0.219863 , 0.250096 , 0.202382 , 0.188371 , 0.103669 , 0.112184 , 0.14048 , 0.200728 , 0.219013 , 0.254843 , 0.241265 , 0.196765 , 0.100668 , 0.166871 , 0.175716 , 0.145126 , 0.153274 , 0.235546 , 0.214655 , 0.197862 , 0.195135 , 0.235021 , 0.11814 , 0.108338 , 0.13007 , 0.105616 , 0.118925 , 0.170072 , 0.16925 , 0.186234 , 0.207413 , 0.215626 
 739 , 0.143299 , 0.263276 , 0.198708 , 0.206499 , 0.255969 , 0.140423 , 0.203353 , 0.188287 , 0.17015 , 0.168679 , 0.198843 , 0.213704 , 0.255839 , 0.251799 , 0.234704 , 0.224986 , 0.25494 , 0.211628 , 0.237068 , 0.239265 , 0.152948 , 0.123314 , 0.127359 , 0.161186 , 0.127205 , 0.238627 , 0.23099 , 0.201957 , 0.209208 , 0.217418 , 0.195171 , 0.232256 , 0.217558 , 0.231976 , 0.242751 , 0.231655 , 0.264747 , 0.268186 , 0.221342 , 0.251683 , 0.20387 , 0.18966 , 0.104125 , 0.112553 , 0.140921 , 0.201691 , 0.219987 , 0.256407 , 0.242681 , 0.197665 , 0.101071 , 0.167813 , 0.176647 , 0.145813 , 0.153953 , 0.236854 , 0.215975 , 0.198927 , 0.196251 , 0.236054 , 0.118702 , 0.10883 , 0.130533 , 0.106042 , 0.119451 , 0.170713 , 0.169856 , 0.186942 , 0.20824 , 0.216543 
 740 , 0.144127 , 0.264389 , 0.199551 , 0.207222 , 0.256803 , 0.141036 , 0.204219 , 0.189316 , 0.171042 , 0.169461 , 0.19977 , 0.214617 , 0.257213 , 0.253236 , 0.235959 , 0.22634 , 0.256309 , 0.212836 , 0.238473 , 0.24073 , 0.1537 , 0.12375 , 0.12777 , 0.162126 , 0.127774 , 0.239494 , 0.231758 , 0.202689 , 0.209945 , 0.218161 , 0.196212 , 0.233731 , 0.218879 , 0.233353 , 0.24411 , 0.233246 , 0.266623 , 0.270055 , 0.222819 , 0.253264 , 0.205361 , 0.190948 , 0.104576 , 0.112927 , 0.141353 , 0.202647 , 0.220959 , 0.257969 , 0.244092 , 0.198558 , 0.101475 , 0.168757 , 0.177575 , 0.146501 , 0.154633 , 0.238165 , 0.217298 , 0.199994 , 0.197369 , 0.237083 , 0.119264 , 0.109323 , 0.131001 , 0.106474 , 0.119978 , 0.17135 , 0.170464 , 0.187647 , 0.209068 , 0.217457 
 741 , 0.144767 , 0.265274 , 0.200229 , 0.207783 , 0.257501 , 0.141479 , 0.204883 , 0.190136 , 0.171745 , 0.170085 , 0.2005 , 0.215336 , 0.258305 , 0.254433 , 0.236954 , 0.227492 , 0.25737 , 0.213816 , 0.239611 , 0.241917 , 0.154262 , 0.124062 , 0.128107 , 0.162868 , 0.128187 , 0.240181 , 0.232375 , 0.203255 , 0.210547 , 0.218765 , 0.196997 , 0.234924 , 0.219939 , 0.23441 , 0.245195 , 0.234541 , 0.268104 , 0.271598 , 0.223994 , 0.254526 , 0.206525 , 0.191969 , 0.104909 , 0.113201 , 0.141676 , 0.203363 , 0.221716 , 0.259246 , 0.245219 , 0.199256 , 0.101803 , 0.169528 , 0.178317 , 0.147041 , 0.155207 , 0.239218 , 0.218367 , 0.200865 , 0.198237 , 0.237922 , 0.119698 , 0.109703 , 0.131391 , 0.106817 , 0.120399 , 0.171858 , 0.170945 , 0.188176 , 0.209654 , 0.218161 
 742 , 0.145329 , 0.266057 , 0.200852 , 0.208273 , 0.258103 , 0.14186 , 0.205478 , 0.190909 , 0.172398 , 0.170628 , 0.201152 , 0.215992 , 0.259273 , 0.255566 , 0.237865 , 0.228609 , 0.258356 , 0.214705 , 0.240542 , 0.242996 , 0.154772 , 0.124347 , 0.128429 , 0.163554 , 0.128537 , 0.240748 , 0.23293 , 0.203783 , 0.2111 , 0.219288 , 0.197706 , 0.235959 , 0.220903 , 0.235341 , 0.246174 , 0.235735 , 0.269442 , 0.273075 , 0.225037 , 0.255669 , 0.207561 , 0.192898 , 0.105176 , 0.113434 , 0.141949 , 0.203998 , 0.222364 , 0.260406 , 0.246296 , 0.199883 , 0.102105 , 0.170221 , 0.17899 , 0.147525 , 0.155694 , 0.24014 , 0.219321 , 0.201667 , 0.199027 , 0.238646 , 0.120068 , 0.110035 , 0.131762 , 0.107109 , 0.120779 , 0.172304 , 0.171359 , 0.188657 , 0.210169 , 0.218778 
 743 , 0.145892 , 0.266846 , 0.201477 , 0.208768 , 0.258706 , 0.142246 , 0.206074 , 0.191683 , 0.173052 , 0.171177 , 0.201805 , 0.21665 , 0.260243 , 0.256696 , 0.238772 , 0.229724 , 0.259348 , 0.2156 , 0.241481 , 0.244072 , 0.155287 , 0.124627 , 0.128756 , 0.164247 , 0.128887 , 0.241317 , 0.233486 , 0.204316 , 0.211655 , 0.219817 , 0.198417 , 0.237001 , 0.221875 , 0.236274 , 0.247155 , 0.236931 , 0.270786 , 0.274559 , 0.226078 , 0.256818 , 0.208604 , 0.193829 , 0.105443 , 0.113667 , 0.142218 , 0.204635 , 0.223013 , 0.261569 , 0.24738 , 0.200511 , 0.102411 , 0.170915 , 0.179664 , 0.14801 , 0.156187 , 0.241068 , 0.220272 , 0.20247 , 0.199818 , 0.239377 , 0.120438 , 0.110363 , 0.132134 , 0.107402 , 0.12116 , 0.172757 , 0.171777 , 0.189139 , 0.210685 , 0.219391 
 744 , 0.1464 , 0.267598 , 0.202042 , 0.209222 , 0.259248 , 0.142592 , 0.206612 , 0.192397 , 0.173641 , 0.171679 , 0.20239 , 0.217253 , 0.261108 , 0.257741 , 0.239619 , 0.230753 , 0.26023 , 0.216407 , 0.242334 , 0.245067 , 0.155745 , 0.124884 , 0.129063 , 0.164879 , 0.129223 , 0.241845 , 0.233975 , 0.204822 , 0.212162 , 0.2203 , 0.199056 , 0.237919 , 0.222747 , 0.237144 , 0.248044 , 0.238041 , 0.272026 , 0.275914 , 0.227072 , 0.257863 , 0.209561 , 0.19467 , 0.105696 , 0.113876 , 0.142484 , 0.205212 , 0.223569 , 0.262629 , 0.248358 , 0.201099 , 0.102695 , 0.171538 , 0.180286 , 0.148457 , 0.156633 , 0.24193 , 0.22116 , 0.203212 , 0.200554 , 0.240018 , 0.120779 , 0.110678 , 0.132468 , 0.107668 , 0.121517 , 0.173153 , 0.172129 , 0.189579 , 0.211162 , 0.219925 
 745 , 0.146804 , 0.268305 , 0.202483 , 0.209625 , 0.2597 , 0.142871 , 0.207056 , 0.193002 , 0.174131 , 0.172112 , 0.202868 , 0.217764 , 0.261826 , 0.258622 , 0.240367 , 0.231649 , 0.260914 , 0.217077 , 0.243072 , 0.245919 , 0.15612 , 0.125105 , 0.129339 , 0.165393 , 0.129532 , 0.242376 , 0.234345 , 0.205287 , 0.212603 , 0.220747 , 0.199542 , 0.23865 , 0.223424 , 0.237902 , 0.248789 , 0.239003 , 0.273085 , 0.276986 , 0.227984 , 0.258721 , 0.210382 , 0.195383 , 0.105927 , 0.114048 , 0.14273 , 0.205682 , 0.223984 , 0.263515 , 0.249165 , 0.201631 , 0.102921 , 0.172032 , 0.18083 , 0.148832 , 0.157037 , 0.242691 , 0.221924 , 0.203842 , 0.201161 , 0.240532 , 0.121087 , 0.110957 , 0.132741 , 0.107899 , 0.121844 , 0.173453 , 0.172366 , 0.189935 , 0.211563 , 0.220319 
 746 , 0.147215 , 0.269026 , 0.202914 , 0.21003 , 0.260158 , 0.143155 , 0.207515 , 0.193608 , 0.174619 , 0.172547 , 0.203361 , 0.218281 , 0.262569 , 0.259518 , 0.241122 , 0.232546 , 0.261585 , 0.217754 , 0.24383 , 0.246774 , 0.156497 , 0.125334 , 0.12962 , 0.165902 , 0.129851 , 0.242931 , 0.234717 , 0.205754 , 0.213044 , 0.22121 , 0.200027 , 0.239399 , 0.224088 , 0.238669 , 0.249547 , 0.239968 , 0.27415 , 0.278045 , 0.228906 , 0.259583 , 0.211212 , 0.196109 , 0.106171 , 0.11422 , 0.142976 , 0.206149 , 0.224408 , 0.264415 , 0.249967 , 0.20217 , 0.103148 , 0.172533 , 0.181387 , 0.149207 , 0.157462 , 0.243458 , 0.222694 , 0.204473 , 0.201755 , 0.241052 , 0.121402 , 0.111239 , 0.13302 , 0.108126 , 0.122179 , 0.173748 , 0.172599 , 0.190292 , 0.21198 , 0.220725 
 747 , 0.147618 , 0.269736 , 0.203335 , 0.210427 , 0.260602 , 0.143426 , 0.207956 , 0.194196 , 0.175104 , 0.172973 , 0.203839 , 0.218782 , 0.263295 , 0.26039 , 0.241854 , 0.233428 , 0.262239 , 0.218414 , 0.244566 , 0.247616 , 0.156865 , 0.125551 , 0.129893 , 0.166399 , 0.130153 , 0.243467 , 0.235083 , 0.206206 , 0.213477 , 0.221663 , 0.200496 , 0.240133 , 0.224738 , 0.239412 , 0.25029 , 0.240916 , 0.275196 , 0.279082 , 0.229807 , 0.260428 , 0.21203 , 0.196813 , 0.106406 , 0.114385 , 0.143214 , 0.206602 , 0.224822 , 0.265299 , 0.250757 , 0.202693 , 0.103365 , 0.17302 , 0.181927 , 0.149575 , 0.157879 , 0.244212 , 0.223446 , 0.205089 , 0.202335 , 0.241552 , 0.121708 , 0.111508 , 0.133293 , 0.108354 , 0.122504 , 0.174034 , 0.172826 , 0.190641 , 0.212374 , 0.221116 
 748 , 0.147747 , 0.269984 , 0.203463 , 0.210518 , 0.26069 , 0.143462 , 0.208075 , 0.194425 , 0.17533 , 0.17311 , 0.203965 , 0.218898 , 0.263483 , 0.260813 , 0.242045 , 0.233911 , 0.262456 , 0.218694 , 0.244848 , 0.248039 , 0.156965 , 0.125561 , 0.130002 , 0.166576 , 0.130205 , 0.243622 , 0.235171 , 0.206337 , 0.213581 , 0.221786 , 0.200665 , 0.24044 , 0.224977 , 0.23972 , 0.250577 , 0.241425 , 0.275661 , 0.279633 , 0.230185 , 0.260799 , 0.212397 , 0.1971 , 0.106466 , 0.114382 , 0.143235 , 0.206697 , 0.224925 , 0.265694 , 0.251112 , 0.202871 , 0.103464 , 0.173224 , 0.182082 , 0.149787 , 0.158063 , 0.244474 , 0.223827 , 0.205376 , 0.20253 , 0.241624 , 0.121797 , 0.111575 , 0.133406 , 0.108474 , 0.122654 , 0.174043 , 0.172831 , 0.190704 , 0.21244 , 0.221189 
 749 , 0.14789 , 0.270241 , 0.20363 , 0.210602 , 0.260796 , 0.143532 , 0.208182 , 0.194673 , 0.175561 , 0.173264 , 0.204104 , 0.219024 , 0.263638 , 0.261241 , 0.242219 , 0.234437 , 0.262733 , 0.219029 , 0.24517 , 0.248485 , 0.157079 , 0.125576 , 0.130123 , 0.166775 , 0.130275 , 0.243777 , 0.235275 , 0.206482 , 0.213691 , 0.221909 , 0.200859 , 0.240798 , 0.225248 , 0.240069 , 0.250868 , 0.241977 , 0.276152 , 0.280263 , 0.230591 , 0.261194 , 0.212772 , 0.197368 , 0.106535 , 0.114393 , 0.143248 , 0.206794 , 0.225044 , 0.26611 , 0.251493 , 0.203057 , 0.103579 , 0.173453 , 0.18224 , 0.150022 , 0.158244 , 0.244744 , 0.224253 , 0.205695 , 0.202773 , 0.241703 , 0.121882 , 0.111655 , 0.133515 , 0.108619 , 0.122805 , 0.174079 , 0.172857 , 0.190789 , 0.212502 , 0.221283 
 750 , 0.148035 , 0.270495 , 0.203799 , 0.210684 , 0.260904 , 0.1436 , 0.208296 , 0.194928 , 0.175803 , 0.17342 , 0.204245 , 0.219148 , 0.263795 , 0.261686 , 0.242395 , 0.234975 , 0.263018 , 0.219366 , 0.245499 , 0.248939 , 0.157199 , 0.125597 , 0.130246 , 0.16698 , 0.130346 , 0.243935 , 0.235382 , 0.206633 , 0.213802 , 0.222029 , 0.201051 , 0.241163 , 0.22553 , 0.240424 , 0.251162 , 0.242542 , 0.276651 , 0.280906 , 0.230999 , 0.261596 , 0.213153 , 0.197639 , 0.1066 , 0.1144 , 0.143258 , 0.206893 , 0.225166 , 0.266534 , 0.251882 , 0.203254 , 0.103696 , 0.173685 , 0.182399 , 0.150267 , 0.158427 , 0.24502 , 0.224687 , 0.206022 , 0.203017 , 0.241789 , 0.121972 , 0.111742 , 0.133625 , 0.108771 , 0.122963 , 0.174112 , 0.17288 , 0.190872 , 0.212561 , 0.221379 
