  time  ,46:53 PM,47:03 PM,47:09 PM,47:16 PM,47:24 PM,48:47 PM,49:17 PM,49:27 PM,49:32 PM,49:38 PM,50:45 PM,50:51 PM,50:57 PM,51:03 PM,51:09 PM,51:56 PM,52:02 PM,52:08 PM,52:14 PM,52:22 PM,53:18 PM,53:24 PM,53:31 PM,53:38 PM,53:46 PM,54:50 PM,54:59 PM,55:05 PM,55:11 PM,55:16 PM,56:06 PM,56:11 PM,56:17 PM,56:23 PM,56:29 PM,57:14 PM,57:20 PM,57:25 PM,57:31 PM,57:37 PM,58:20 PM,58:26 PM,58:32 PM,58:39 PM,58:45 PM,59:47 PM,59:58 PM,00:03 PM,00:10 PM,00:18 PM,01:44 PM,01:52 PM,01:59 PM,02:06 PM,02:13 PM,03:29 PM,03:36 PM,03:42 PM,03:48 PM,03:55 PM,04:37 PM,04:45 PM,04:50 PM,04:59 PM,05:05 PM,05:56 PM,06:02 PM,06:07 PM,06:13 PM,06:19 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 375 , 0.015616 , 0.02255 , 0.023065 , 0.029981 , 0.028415 , 0.037947 , 0.031025 , 0.021546 , 0.021384 , 0.028303 , 0.031667 , 0.034835 , 0.02544 , 0.026778 , 0.025596 , 0.019182 , 0.023774 , 0.022269 , 0.027334 , 0.025056 , 0.037028 , 0.040496 , 0.046957 , 0.024928 , 0.031123 , 0.035432 , 0.036252 , 0.031236 , 0.029984 , 0.040381 , 0.028248 , 0.015581 , 0.022839 , 0.022042 , 0.023575 , 0.016661 , 0.017487 , 0.019472 , 0.019472 , 0.018686 , 0.012958 , 0.016137 , 0.030791 , 0.033059 , 0.04999 , 0.024177 , 0.025433 , 0.022584 , 0.021709 , 0.0293 , 0.027084 , 0.013916 , 0.016604 , 0.026248 , 0.025854 , 0.022389 , 0.018134 , 0.022967 , 0.022578 , 0.035248 , 0.024283 , 0.028341 , 0.044611 , 0.038137 , 0.026353 , 0.035386 , 0.039783 , 0.02711 , 0.028243 , 0.033533 
 376 , 0.015852 , 0.022887 , 0.023416 , 0.030393 , 0.028802 , 0.037305 , 0.031252 , 0.021729 , 0.021473 , 0.02858 , 0.031978 , 0.035034 , 0.025687 , 0.027078 , 0.0261 , 0.019035 , 0.024098 , 0.022535 , 0.027199 , 0.025095 , 0.0373 , 0.040745 , 0.047241 , 0.025104 , 0.031185 , 0.035961 , 0.036866 , 0.031648 , 0.030171 , 0.040754 , 0.027899 , 0.01562 , 0.02269 , 0.022166 , 0.023676 , 0.016742 , 0.017455 , 0.019439 , 0.019483 , 0.018501 , 0.013154 , 0.016123 , 0.030934 , 0.033092 , 0.050332 , 0.024241 , 0.025456 , 0.022691 , 0.021522 , 0.029435 , 0.027012 , 0.014045 , 0.01674 , 0.026203 , 0.025652 , 0.022349 , 0.018323 , 0.022974 , 0.022676 , 0.035601 , 0.024348 , 0.028224 , 0.044349 , 0.038182 , 0.026502 , 0.035373 , 0.039569 , 0.027145 , 0.02823 , 0.033476 
 377 , 0.016117 , 0.023147 , 0.023699 , 0.030715 , 0.02924 , 0.036822 , 0.031332 , 0.021869 , 0.021564 , 0.028872 , 0.032256 , 0.035304 , 0.025929 , 0.027249 , 0.026536 , 0.018806 , 0.024457 , 0.022732 , 0.027063 , 0.025167 , 0.037455 , 0.040876 , 0.047512 , 0.025227 , 0.031226 , 0.036367 , 0.037555 , 0.032096 , 0.030308 , 0.041273 , 0.0274 , 0.015696 , 0.022425 , 0.022274 , 0.023737 , 0.01684 , 0.017404 , 0.019321 , 0.019456 , 0.018271 , 0.013298 , 0.016136 , 0.031008 , 0.033189 , 0.050779 , 0.024274 , 0.025361 , 0.022741 , 0.021239 , 0.029555 , 0.026863 , 0.014218 , 0.016998 , 0.026062 , 0.025274 , 0.022287 , 0.018543 , 0.022979 , 0.022722 , 0.035897 , 0.024386 , 0.028019 , 0.04402 , 0.038064 , 0.026686 , 0.035108 , 0.039324 , 0.027198 , 0.028009 , 0.033461 
 378 , 0.01637 , 0.023399 , 0.023962 , 0.031006 , 0.029681 , 0.036536 , 0.031446 , 0.022011 , 0.021644 , 0.029127 , 0.032475 , 0.035532 , 0.026142 , 0.027368 , 0.026904 , 0.018668 , 0.024765 , 0.022901 , 0.026965 , 0.025256 , 0.037578 , 0.040985 , 0.047753 , 0.025339 , 0.031248 , 0.036748 , 0.038176 , 0.032479 , 0.030496 , 0.041757 , 0.027053 , 0.015785 , 0.022238 , 0.022391 , 0.023784 , 0.016941 , 0.017355 , 0.019221 , 0.019444 , 0.018091 , 0.013425 , 0.016179 , 0.031044 , 0.033275 , 0.051138 , 0.024334 , 0.025303 , 0.02279 , 0.021059 , 0.02971 , 0.026811 , 0.014374 , 0.017243 , 0.025972 , 0.025039 , 0.022252 , 0.018735 , 0.023037 , 0.022793 , 0.036292 , 0.024435 , 0.027901 , 0.043812 , 0.038012 , 0.026851 , 0.034978 , 0.039162 , 0.027251 , 0.027835 , 0.033496 
 379 , 0.016528 , 0.023638 , 0.024121 , 0.031233 , 0.030036 , 0.035814 , 0.031472 , 0.022097 , 0.021663 , 0.029214 , 0.032556 , 0.035663 , 0.02626 , 0.02744 , 0.02715 , 0.01856 , 0.024893 , 0.022893 , 0.026926 , 0.025291 , 0.03776 , 0.041029 , 0.047833 , 0.025356 , 0.03125 , 0.036945 , 0.038522 , 0.032617 , 0.030683 , 0.041923 , 0.026833 , 0.015786 , 0.022095 , 0.022473 , 0.023835 , 0.016916 , 0.017259 , 0.019108 , 0.01931 , 0.017902 , 0.013456 , 0.016228 , 0.03084 , 0.033298 , 0.051122 , 0.024329 , 0.025233 , 0.022705 , 0.020929 , 0.029678 , 0.026713 , 0.014438 , 0.017245 , 0.025864 , 0.024892 , 0.02216 , 0.018736 , 0.023016 , 0.022755 , 0.036606 , 0.024351 , 0.027712 , 0.043606 , 0.037737 , 0.026908 , 0.034784 , 0.03896 , 0.027206 , 0.027675 , 0.033316 
 380 , 0.01653 , 0.023871 , 0.024153 , 0.031409 , 0.030227 , 0.034481 , 0.031352 , 0.022078 , 0.02159 , 0.02906 , 0.032487 , 0.035671 , 0.026243 , 0.027496 , 0.027243 , 0.018456 , 0.02477 , 0.022633 , 0.027032 , 0.025253 , 0.038074 , 0.040989 , 0.047677 , 0.02522 , 0.031267 , 0.036879 , 0.038471 , 0.032449 , 0.03085 , 0.041632 , 0.026759 , 0.01564 , 0.021981 , 0.022489 , 0.023943 , 0.01669 , 0.017099 , 0.019002 , 0.018995 , 0.017698 , 0.013351 , 0.016284 , 0.030316 , 0.033262 , 0.050605 , 0.024183 , 0.025158 , 0.022448 , 0.020824 , 0.029349 , 0.026507 , 0.014371 , 0.016887 , 0.025756 , 0.024861 , 0.021992 , 0.018448 , 0.022879 , 0.022578 , 0.03676 , 0.02407 , 0.027424 , 0.043359 , 0.037152 , 0.026806 , 0.034463 , 0.038682 , 0.027022 , 0.027568 , 0.032812 
 381 , 0.016564 , 0.02412 , 0.02427 , 0.031654 , 0.030444 , 0.033677 , 0.031313 , 0.022079 , 0.021545 , 0.028993 , 0.032516 , 0.035724 , 0.026268 , 0.027598 , 0.027377 , 0.018388 , 0.024734 , 0.022475 , 0.027222 , 0.025288 , 0.038362 , 0.040986 , 0.047602 , 0.02512 , 0.031333 , 0.036923 , 0.038557 , 0.03245 , 0.031061 , 0.041549 , 0.026727 , 0.015548 , 0.021886 , 0.022531 , 0.024101 , 0.016543 , 0.016984 , 0.018965 , 0.01878 , 0.017558 , 0.013302 , 0.016376 , 0.029956 , 0.0333 , 0.050311 , 0.024064 , 0.025157 , 0.022322 , 0.020747 , 0.029164 , 0.026398 , 0.01436 , 0.016675 , 0.025758 , 0.024925 , 0.021914 , 0.018251 , 0.022862 , 0.022535 , 0.037047 , 0.023892 , 0.027293 , 0.043201 , 0.03682 , 0.026763 , 0.034307 , 0.038511 , 0.026923 , 0.027558 , 0.03251 
 382 , 0.016615 , 0.024382 , 0.024434 , 0.03194 , 0.030676 , 0.033138 , 0.031319 , 0.02209 , 0.021515 , 0.028974 , 0.032599 , 0.035803 , 0.026316 , 0.027726 , 0.027536 , 0.01834 , 0.024747 , 0.022373 , 0.027461 , 0.025364 , 0.038638 , 0.041006 , 0.047571 , 0.02504 , 0.031427 , 0.037028 , 0.03872 , 0.032543 , 0.0313 , 0.041579 , 0.026718 , 0.015486 , 0.021799 , 0.022587 , 0.024287 , 0.016436 , 0.016892 , 0.018966 , 0.018618 , 0.017453 , 0.013283 , 0.016488 , 0.029681 , 0.033381 , 0.050134 , 0.023958 , 0.025198 , 0.022265 , 0.020684 , 0.029055 , 0.026341 , 0.01438 , 0.01654 , 0.02582 , 0.025041 , 0.021884 , 0.018103 , 0.022909 , 0.022565 , 0.037411 , 0.023771 , 0.027249 , 0.043089 , 0.036622 , 0.026753 , 0.03424 , 0.038397 , 0.02687 , 0.027602 , 0.032312 
 383 , 0.016764 , 0.024881 , 0.024811 , 0.032291 , 0.031279 , 0.033005 , 0.031588 , 0.022272 , 0.021692 , 0.029292 , 0.03294 , 0.036225 , 0.026614 , 0.028056 , 0.027707 , 0.018329 , 0.024971 , 0.022472 , 0.027443 , 0.025471 , 0.038519 , 0.041142 , 0.047789 , 0.025133 , 0.031495 , 0.037363 , 0.03911 , 0.032746 , 0.031749 , 0.042033 , 0.026905 , 0.015514 , 0.021964 , 0.022764 , 0.024374 , 0.016443 , 0.016972 , 0.018844 , 0.018707 , 0.017584 , 0.013468 , 0.01651 , 0.029683 , 0.033447 , 0.050254 , 0.024085 , 0.02541 , 0.022432 , 0.02062 , 0.029192 , 0.026621 , 0.014458 , 0.016617 , 0.025882 , 0.02524 , 0.021996 , 0.018142 , 0.023034 , 0.022753 , 0.037915 , 0.023879 , 0.027312 , 0.042984 , 0.036512 , 0.02682 , 0.034401 , 0.038522 , 0.026938 , 0.027789 , 0.032513 
 384 , 0.016908 , 0.025365 , 0.025182 , 0.032641 , 0.03192 , 0.033014 , 0.031883 , 0.022462 , 0.021879 , 0.029586 , 0.033257 , 0.03659 , 0.026882 , 0.028375 , 0.027873 , 0.018314 , 0.025188 , 0.022584 , 0.027446 , 0.025602 , 0.038463 , 0.041274 , 0.04801 , 0.025267 , 0.031556 , 0.037713 , 0.039534 , 0.032968 , 0.032167 , 0.042477 , 0.02708 , 0.015537 , 0.022145 , 0.022962 , 0.024455 , 0.016462 , 0.017059 , 0.018744 , 0.018812 , 0.017711 , 0.013681 , 0.016565 , 0.029747 , 0.033547 , 0.05039 , 0.024245 , 0.02564 , 0.022602 , 0.020585 , 0.029354 , 0.026923 , 0.014549 , 0.016708 , 0.025965 , 0.025455 , 0.022124 , 0.018209 , 0.023167 , 0.022954 , 0.038476 , 0.024034 , 0.027414 , 0.042947 , 0.036484 , 0.026913 , 0.034605 , 0.038679 , 0.027052 , 0.027986 , 0.032753 
 385 , 0.017046 , 0.025833 , 0.025541 , 0.032987 , 0.032573 , 0.033088 , 0.032186 , 0.022652 , 0.022067 , 0.029853 , 0.033552 , 0.03691 , 0.027123 , 0.028682 , 0.028037 , 0.018295 , 0.025393 , 0.022699 , 0.027466 , 0.025745 , 0.038455 , 0.041397 , 0.048222 , 0.02542 , 0.031612 , 0.038065 , 0.039971 , 0.033198 , 0.03256 , 0.0429 , 0.027244 , 0.015555 , 0.022327 , 0.023169 , 0.024534 , 0.016485 , 0.017145 , 0.018658 , 0.01892 , 0.017829 , 0.013904 , 0.016641 , 0.02984 , 0.033666 , 0.050526 , 0.02442 , 0.025873 , 0.022766 , 0.020567 , 0.029524 , 0.027229 , 0.014644 , 0.016798 , 0.02606 , 0.025675 , 0.022253 , 0.018286 , 0.023301 , 0.023156 , 0.039064 , 0.024208 , 0.027534 , 0.042947 , 0.036498 , 0.027017 , 0.034826 , 0.038849 , 0.027189 , 0.028183 , 0.033004 
 386 , 0.017234 , 0.026315 , 0.025973 , 0.033478 , 0.033257 , 0.0331 , 0.032435 , 0.022851 , 0.022236 , 0.030095 , 0.033835 , 0.03723 , 0.02734 , 0.028929 , 0.028295 , 0.018433 , 0.025669 , 0.022913 , 0.027632 , 0.025972 , 0.038581 , 0.041581 , 0.048391 , 0.025617 , 0.031695 , 0.038495 , 0.04047 , 0.033627 , 0.032982 , 0.043282 , 0.027457 , 0.015665 , 0.022471 , 0.023363 , 0.024728 , 0.016607 , 0.017256 , 0.018724 , 0.019021 , 0.017981 , 0.014136 , 0.016896 , 0.030028 , 0.033833 , 0.050697 , 0.024583 , 0.026071 , 0.02294 , 0.020791 , 0.029798 , 0.027507 , 0.014839 , 0.016985 , 0.026261 , 0.02587 , 0.022389 , 0.018389 , 0.023504 , 0.02335 , 0.039577 , 0.024484 , 0.027691 , 0.043176 , 0.036657 , 0.027287 , 0.035077 , 0.039038 , 0.027339 , 0.028464 , 0.033265 
 387 , 0.017453 , 0.026793 , 0.026448 , 0.034049 , 0.033933 , 0.033091 , 0.032645 , 0.023053 , 0.022391 , 0.030319 , 0.034109 , 0.037557 , 0.027542 , 0.029134 , 0.028607 , 0.018674 , 0.025985 , 0.023184 , 0.027887 , 0.026246 , 0.038787 , 0.041802 , 0.048539 , 0.025835 , 0.031808 , 0.038971 , 0.040987 , 0.034177 , 0.033417 , 0.043633 , 0.027708 , 0.015836 , 0.022588 , 0.023541 , 0.025 , 0.01679 , 0.017381 , 0.01889 , 0.01912 , 0.018154 , 0.01436 , 0.017255 , 0.030271 , 0.034027 , 0.050892 , 0.024741 , 0.026237 , 0.023123 , 0.021166 , 0.030131 , 0.027763 , 0.015091 , 0.017228 , 0.02653 , 0.026042 , 0.02253 , 0.018506 , 0.023748 , 0.023535 , 0.040022 , 0.024815 , 0.027873 , 0.043547 , 0.036905 , 0.027658 , 0.035346 , 0.039242 , 0.027498 , 0.028796 , 0.033526 
 388 , 0.017667 , 0.027251 , 0.02691 , 0.034595 , 0.034579 , 0.033123 , 0.032851 , 0.023252 , 0.022548 , 0.030538 , 0.034376 , 0.037876 , 0.027742 , 0.029337 , 0.028902 , 0.018911 , 0.026288 , 0.023438 , 0.028127 , 0.026507 , 0.038991 , 0.042017 , 0.048697 , 0.026042 , 0.03193 , 0.039438 , 0.041475 , 0.034706 , 0.033838 , 0.043981 , 0.027963 , 0.016005 , 0.022706 , 0.023708 , 0.025272 , 0.016968 , 0.017506 , 0.019054 , 0.019222 , 0.018321 , 0.014571 , 0.017594 , 0.030506 , 0.03422 , 0.05109 , 0.024903 , 0.026398 , 0.023308 , 0.021524 , 0.03045 , 0.028016 , 0.015331 , 0.01746 , 0.026795 , 0.026209 , 0.022673 , 0.018618 , 0.023985 , 0.023713 , 0.04046 , 0.025128 , 0.028056 , 0.04391 , 0.037148 , 0.028013 , 0.035618 , 0.039451 , 0.02766 , 0.029117 , 0.033777 
 389 , 0.017853 , 0.027675 , 0.027362 , 0.035084 , 0.035192 , 0.033173 , 0.033053 , 0.023459 , 0.022713 , 0.030753 , 0.034638 , 0.038169 , 0.02794 , 0.029539 , 0.029168 , 0.019105 , 0.026562 , 0.023672 , 0.028335 , 0.02672 , 0.039184 , 0.042222 , 0.048848 , 0.026182 , 0.032076 , 0.039882 , 0.04195 , 0.035173 , 0.034262 , 0.044357 , 0.028182 , 0.016165 , 0.022824 , 0.023889 , 0.025497 , 0.017117 , 0.017603 , 0.019199 , 0.019314 , 0.018473 , 0.014765 , 0.017868 , 0.030719 , 0.034408 , 0.051261 , 0.025083 , 0.026541 , 0.023497 , 0.021809 , 0.030725 , 0.028267 , 0.015502 , 0.017664 , 0.02705 , 0.026404 , 0.022812 , 0.018731 , 0.024202 , 0.023905 , 0.040874 , 0.025395 , 0.02822 , 0.044203 , 0.037381 , 0.028312 , 0.035842 , 0.039644 , 0.027824 , 0.029366 , 0.034086 
 390 , 0.017972 , 0.028035 , 0.027812 , 0.035425 , 0.035765 , 0.03323 , 0.033252 , 0.02371 , 0.02292 , 0.030967 , 0.034904 , 0.038392 , 0.028145 , 0.029754 , 0.029371 , 0.019166 , 0.026772 , 0.02387 , 0.028466 , 0.026788 , 0.039363 , 0.042416 , 0.04897 , 0.026122 , 0.032287 , 0.04028 , 0.042429 , 0.035474 , 0.034731 , 0.044843 , 0.028286 , 0.016304 , 0.02295 , 0.024127 , 0.02557 , 0.017172 , 0.017618 , 0.019289 , 0.019364 , 0.01859 , 0.014932 , 0.017954 , 0.030876 , 0.034587 , 0.051344 , 0.025317 , 0.026642 , 0.023707 , 0.02188 , 0.030882 , 0.028536 , 0.015456 , 0.017799 , 0.02729 , 0.026703 , 0.022936 , 0.018856 , 0.02437 , 0.024162 , 0.041251 , 0.025554 , 0.028325 , 0.044283 , 0.037599 , 0.028442 , 0.035909 , 0.039782 , 0.027995 , 0.029397 , 0.034624 
 391 , 0.018085 , 0.028383 , 0.028245 , 0.035757 , 0.036318 , 0.033299 , 0.033446 , 0.02395 , 0.023117 , 0.031175 , 0.035158 , 0.038604 , 0.028344 , 0.029961 , 0.029564 , 0.019226 , 0.026973 , 0.024061 , 0.028595 , 0.026858 , 0.039532 , 0.042598 , 0.049094 , 0.026068 , 0.03249 , 0.040663 , 0.042898 , 0.03577 , 0.03518 , 0.045321 , 0.028385 , 0.016439 , 0.023075 , 0.02436 , 0.025644 , 0.017229 , 0.017634 , 0.019378 , 0.019412 , 0.018701 , 0.015096 , 0.01804 , 0.031029 , 0.034759 , 0.051432 , 0.025547 , 0.026745 , 0.023913 , 0.021949 , 0.031034 , 0.028795 , 0.015418 , 0.017931 , 0.027517 , 0.026993 , 0.023057 , 0.018979 , 0.024533 , 0.024406 , 0.041608 , 0.025704 , 0.02842 , 0.044367 , 0.037807 , 0.028572 , 0.035973 , 0.039919 , 0.028159 , 0.029428 , 0.035139 
 392 , 0.018192 , 0.028722 , 0.028662 , 0.036081 , 0.036851 , 0.033376 , 0.033634 , 0.024179 , 0.023307 , 0.031378 , 0.035402 , 0.038805 , 0.028537 , 0.03016 , 0.02975 , 0.019287 , 0.027168 , 0.024246 , 0.028724 , 0.026929 , 0.039693 , 0.042771 , 0.049218 , 0.026023 , 0.032681 , 0.041032 , 0.043358 , 0.036058 , 0.035608 , 0.045785 , 0.028479 , 0.016571 , 0.023199 , 0.024587 , 0.025715 , 0.017287 , 0.017649 , 0.019464 , 0.019456 , 0.01881 , 0.015254 , 0.018124 , 0.031176 , 0.034924 , 0.051524 , 0.025771 , 0.026845 , 0.024113 , 0.022017 , 0.031184 , 0.029045 , 0.015385 , 0.018059 , 0.027736 , 0.027272 , 0.023174 , 0.0191 , 0.024689 , 0.024641 , 0.041953 , 0.025846 , 0.028512 , 0.044453 , 0.038008 , 0.0287 , 0.036035 , 0.040054 , 0.028319 , 0.029457 , 0.035633 
 393 , 0.018531 , 0.029312 , 0.029245 , 0.036796 , 0.037767 , 0.033591 , 0.03397 , 0.024412 , 0.023542 , 0.031712 , 0.035742 , 0.039276 , 0.028846 , 0.030509 , 0.029985 , 0.0196 , 0.02754 , 0.024471 , 0.029062 , 0.027223 , 0.040002 , 0.043067 , 0.049451 , 0.026265 , 0.03296 , 0.041738 , 0.044132 , 0.036639 , 0.036308 , 0.046331 , 0.02885 , 0.01686 , 0.02354 , 0.024903 , 0.02601 , 0.01747 , 0.017925 , 0.019655 , 0.019793 , 0.018982 , 0.015579 , 0.018535 , 0.031486 , 0.03523 , 0.05181 , 0.025999 , 0.027171 , 0.024429 , 0.022332 , 0.031526 , 0.029513 , 0.015781 , 0.018569 , 0.028154 , 0.027785 , 0.023617 , 0.019374 , 0.024978 , 0.024953 , 0.04244 , 0.026255 , 0.028957 , 0.04478 , 0.038364 , 0.029098 , 0.036354 , 0.040469 , 0.028582 , 0.029714 , 0.035821 
 394 , 0.018885 , 0.029902 , 0.029813 , 0.037526 , 0.038678 , 0.033815 , 0.034306 , 0.024631 , 0.023767 , 0.032047 , 0.036073 , 0.03976 , 0.029155 , 0.030859 , 0.03021 , 0.019933 , 0.027915 , 0.024688 , 0.029413 , 0.027535 , 0.040312 , 0.043367 , 0.04969 , 0.026537 , 0.033233 , 0.042446 , 0.044908 , 0.037227 , 0.037001 , 0.046854 , 0.029241 , 0.017154 , 0.023893 , 0.025213 , 0.026319 , 0.017663 , 0.018224 , 0.019849 , 0.020152 , 0.019152 , 0.015907 , 0.018969 , 0.0318 , 0.035539 , 0.052111 , 0.026213 , 0.02751 , 0.02474 , 0.022667 , 0.031877 , 0.029981 , 0.016217 , 0.019107 , 0.028576 , 0.028299 , 0.024079 , 0.019652 , 0.025267 , 0.025256 , 0.042917 , 0.026677 , 0.029426 , 0.045123 , 0.038719 , 0.02951 , 0.036691 , 0.0409 , 0.028845 , 0.029988 , 0.035949 
 395 , 0.019214 , 0.030446 , 0.03034 , 0.038201 , 0.03952 , 0.034028 , 0.034617 , 0.024835 , 0.023977 , 0.032358 , 0.036381 , 0.040207 , 0.029443 , 0.031183 , 0.030424 , 0.020239 , 0.028264 , 0.024888 , 0.029738 , 0.027824 , 0.040603 , 0.043648 , 0.049914 , 0.02679 , 0.033489 , 0.043099 , 0.045622 , 0.037773 , 0.037645 , 0.047338 , 0.029603 , 0.017426 , 0.024219 , 0.025497 , 0.026609 , 0.017844 , 0.018501 , 0.020031 , 0.020485 , 0.019313 , 0.01621 , 0.019371 , 0.032092 , 0.035828 , 0.052391 , 0.026413 , 0.027827 , 0.025031 , 0.022977 , 0.032203 , 0.030415 , 0.016621 , 0.019601 , 0.028965 , 0.028776 , 0.024506 , 0.01991 , 0.025536 , 0.025536 , 0.04336 , 0.027065 , 0.029861 , 0.045439 , 0.039049 , 0.02989 , 0.037002 , 0.041301 , 0.029091 , 0.030246 , 0.036067 
 396 , 0.019585 , 0.031089 , 0.030941 , 0.038884 , 0.040465 , 0.034299 , 0.035002 , 0.025133 , 0.024234 , 0.032711 , 0.0368 , 0.040641 , 0.029832 , 0.031541 , 0.030759 , 0.02052 , 0.028691 , 0.025163 , 0.030111 , 0.028169 , 0.040927 , 0.043959 , 0.050247 , 0.027122 , 0.033822 , 0.043808 , 0.046373 , 0.038386 , 0.038322 , 0.047949 , 0.029975 , 0.017718 , 0.024507 , 0.025771 , 0.026966 , 0.018114 , 0.018824 , 0.020262 , 0.020765 , 0.019547 , 0.016594 , 0.019807 , 0.032384 , 0.036228 , 0.052801 , 0.026673 , 0.028218 , 0.02535 , 0.023309 , 0.032611 , 0.03093 , 0.017039 , 0.020019 , 0.029372 , 0.029224 , 0.024849 , 0.020221 , 0.025945 , 0.025876 , 0.043824 , 0.027472 , 0.030238 , 0.045834 , 0.039418 , 0.030315 , 0.037387 , 0.041711 , 0.029462 , 0.030591 , 0.036332 
 397 , 0.019975 , 0.031792 , 0.03158 , 0.039542 , 0.041455 , 0.034614 , 0.035432 , 0.025501 , 0.024519 , 0.033088 , 0.037299 , 0.041039 , 0.0303 , 0.03191 , 0.031188 , 0.020758 , 0.029166 , 0.025493 , 0.03051 , 0.028549 , 0.041267 , 0.04428 , 0.050664 , 0.02751 , 0.034212 , 0.044532 , 0.047118 , 0.039032 , 0.038995 , 0.048647 , 0.030343 , 0.018019 , 0.024742 , 0.026016 , 0.027368 , 0.018451 , 0.01917 , 0.020525 , 0.020984 , 0.019838 , 0.017032 , 0.020251 , 0.032664 , 0.036706 , 0.053309 , 0.026971 , 0.028661 , 0.025678 , 0.023645 , 0.033071 , 0.031497 , 0.017453 , 0.020348 , 0.02978 , 0.02963 , 0.025096 , 0.020562 , 0.026464 , 0.026252 , 0.044282 , 0.027875 , 0.030547 , 0.046281 , 0.039808 , 0.030762 , 0.037817 , 0.042107 , 0.029938 , 0.031003 , 0.036717 
 398 , 0.020316 , 0.032404 , 0.032136 , 0.040113 , 0.042317 , 0.034885 , 0.035807 , 0.025824 , 0.02477 , 0.033412 , 0.037732 , 0.041387 , 0.030705 , 0.032233 , 0.031563 , 0.020967 , 0.029579 , 0.025779 , 0.030856 , 0.02888 , 0.041563 , 0.044558 , 0.051027 , 0.027846 , 0.03455 , 0.045162 , 0.047763 , 0.039593 , 0.039582 , 0.049252 , 0.03066 , 0.018279 , 0.024949 , 0.026231 , 0.027718 , 0.018746 , 0.019472 , 0.020755 , 0.021174 , 0.02009 , 0.01741 , 0.020638 , 0.032904 , 0.037126 , 0.053754 , 0.027232 , 0.029048 , 0.025966 , 0.023937 , 0.033471 , 0.031987 , 0.017813 , 0.020635 , 0.030135 , 0.029978 , 0.025309 , 0.020861 , 0.026916 , 0.026578 , 0.044678 , 0.028224 , 0.030814 , 0.046671 , 0.040146 , 0.031146 , 0.038193 , 0.042452 , 0.030347 , 0.031362 , 0.03705 
 399 , 0.020623 , 0.032963 , 0.03265 , 0.040636 , 0.043108 , 0.035146 , 0.036152 , 0.026102 , 0.024997 , 0.033706 , 0.038115 , 0.041711 , 0.03106 , 0.032526 , 0.031896 , 0.021158 , 0.029947 , 0.02603 , 0.031173 , 0.029178 , 0.04183 , 0.04482 , 0.051348 , 0.028146 , 0.034845 , 0.045733 , 0.048355 , 0.040101 , 0.04011 , 0.049807 , 0.030939 , 0.018515 , 0.025139 , 0.026431 , 0.028036 , 0.018992 , 0.019727 , 0.020973 , 0.021354 , 0.020322 , 0.017749 , 0.020979 , 0.033139 , 0.03749 , 0.054138 , 0.027478 , 0.029398 , 0.026229 , 0.024202 , 0.033833 , 0.032434 , 0.018139 , 0.020909 , 0.030453 , 0.030303 , 0.025512 , 0.021123 , 0.027305 , 0.026868 , 0.045048 , 0.028548 , 0.031052 , 0.047014 , 0.040439 , 0.031494 , 0.038528 , 0.042775 , 0.03071 , 0.031682 , 0.037363 
 400 , 0.020967 , 0.033632 , 0.033314 , 0.041269 , 0.044078 , 0.035546 , 0.036548 , 0.026316 , 0.025251 , 0.034027 , 0.038475 , 0.042155 , 0.031358 , 0.032874 , 0.03224 , 0.021387 , 0.030317 , 0.026262 , 0.03153 , 0.029497 , 0.042119 , 0.045172 , 0.051647 , 0.028447 , 0.0351 , 0.04637 , 0.049073 , 0.040671 , 0.040671 , 0.050488 , 0.031188 , 0.018788 , 0.025373 , 0.026708 , 0.028394 , 0.019133 , 0.019885 , 0.021297 , 0.021642 , 0.020614 , 0.018087 , 0.021309 , 0.033528 , 0.037809 , 0.054454 , 0.027832 , 0.029794 , 0.026574 , 0.024505 , 0.034214 , 0.032933 , 0.018512 , 0.021348 , 0.030822 , 0.030733 , 0.025807 , 0.021372 , 0.0276 , 0.027151 , 0.045529 , 0.028964 , 0.031292 , 0.04734 , 0.040698 , 0.031878 , 0.038867 , 0.043255 , 0.031054 , 0.032018 , 0.037791 
