JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21LOF00006.spu,JUL21LOF00007.spu,JUL21LOF00008.spu,JUL21LOF00009.spu,JUL21LOF00010.spu,JUL21LOF00011.spu,JUL21LOF00012.spu,JUL21LOF00013.spu,JUL21LOF00014.spu,JUL21LOF00015.spu,JUL21LOF00016.spu,JUL21LOF00017.spu,JUL21LOF00018.spu,JUL21LOF00019.spu,JUL21LOF00020.spu,JUL21LOF00021.spu,JUL21LOF00022.spu,JUL21LOF00023.spu,JUL21LOF00024.spu,JUL21LOF00025.spu,JUL21LOF00026.spu,JUL21LOF00027.spu
  (nm),7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 
  time  ,:33:38 A,:33:55 A,:34:15 A,:34:25 A,:34:32 A,:35:05 A,:35:11 A,:35:18 A,:35:25 A,:35:32 A,:36:08 A,:36:15 A,:36:28 A,:36:38 A,:37:25 A,:37:30 A,:37:39 A,:37:46 A,:37:53 A,:38:19 A,:38:55 A,:39:01 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,
 383 , 0.022659 , 0.015323 , 0.009003 , 0.007942 , 0.015724 , 0.014578 , 0.021585 , 0.010463 , 0.011227 , 0.013423 , 0.007782 , 0.010542 , 0.010468 , 0.008331 , 0.013847 , 0.005649 , 0.011903 , 0.012365 , 0.01532 , 0.013925 , 0.013713 , 0.016034 
 384 , 0.023071 , 0.015475 , 0.009087 , 0.007979 , 0.015979 , 0.014596 , 0.021973 , 0.010362 , 0.011191 , 0.013447 , 0.007845 , 0.010571 , 0.01032 , 0.008453 , 0.013939 , 0.005779 , 0.011586 , 0.012193 , 0.015683 , 0.014364 , 0.013812 , 0.016218 
 385 , 0.023397 , 0.015568 , 0.009188 , 0.008024 , 0.016261 , 0.014623 , 0.022377 , 0.010283 , 0.011172 , 0.01349 , 0.007921 , 0.010611 , 0.010189 , 0.008585 , 0.014052 , 0.005913 , 0.011291 , 0.012039 , 0.016076 , 0.01481 , 0.01392 , 0.016425 
 386 , 0.023626 , 0.015635 , 0.00914 , 0.008157 , 0.016363 , 0.014707 , 0.02264 , 0.010366 , 0.011204 , 0.013608 , 0.007988 , 0.010717 , 0.010252 , 0.008626 , 0.014063 , 0.006011 , 0.01119 , 0.012208 , 0.016191 , 0.014833 , 0.014097 , 0.016546 
 387 , 0.023783 , 0.015682 , 0.009002 , 0.008348 , 0.016352 , 0.014839 , 0.022813 , 0.010555 , 0.011275 , 0.013786 , 0.008053 , 0.010871 , 0.01045 , 0.008614 , 0.014017 , 0.006088 , 0.011227 , 0.012586 , 0.016122 , 0.014592 , 0.014318 , 0.016617 
 388 , 0.023921 , 0.015716 , 0.008881 , 0.008538 , 0.016359 , 0.014988 , 0.023002 , 0.010749 , 0.011349 , 0.013977 , 0.008121 , 0.011029 , 0.010654 , 0.008613 , 0.013989 , 0.006169 , 0.011273 , 0.012955 , 0.01607 , 0.014388 , 0.014535 , 0.016703 
 389 , 0.024057 , 0.015744 , 0.008882 , 0.008777 , 0.016447 , 0.015192 , 0.023226 , 0.010935 , 0.011399 , 0.014098 , 0.008284 , 0.011119 , 0.010852 , 0.008721 , 0.01403 , 0.00624 , 0.011392 , 0.013216 , 0.016107 , 0.014279 , 0.014772 , 0.016814 
 390 , 0.024233 , 0.015779 , 0.009256 , 0.00919 , 0.016772 , 0.015568 , 0.023548 , 0.011094 , 0.011352 , 0.013968 , 0.008759 , 0.010963 , 0.011022 , 0.009169 , 0.014268 , 0.006274 , 0.011743 , 0.013137 , 0.016404 , 0.014426 , 0.015077 , 0.016987 
 391 , 0.024403 , 0.015812 , 0.009614 , 0.00959 , 0.017091 , 0.015934 , 0.023877 , 0.011254 , 0.011316 , 0.013854 , 0.009217 , 0.010823 , 0.011193 , 0.009602 , 0.014505 , 0.006314 , 0.012084 , 0.013073 , 0.016701 , 0.014575 , 0.015379 , 0.017167 
 392 , 0.024569 , 0.015846 , 0.009962 , 0.009978 , 0.017407 , 0.016292 , 0.024207 , 0.011411 , 0.011287 , 0.013752 , 0.009656 , 0.010695 , 0.011363 , 0.010018 , 0.014737 , 0.006354 , 0.012418 , 0.013021 , 0.016993 , 0.014724 , 0.015673 , 0.017349 
 393 , 0.024714 , 0.015864 , 0.010353 , 0.0101 , 0.017727 , 0.01658 , 0.024558 , 0.011815 , 0.011635 , 0.014085 , 0.00962 , 0.011018 , 0.011596 , 0.010095 , 0.015057 , 0.006614 , 0.012636 , 0.013152 , 0.017345 , 0.014989 , 0.016037 , 0.017554 
 394 , 0.02485 , 0.015879 , 0.010725 , 0.010175 , 0.01803 , 0.016842 , 0.024895 , 0.012232 , 0.01202 , 0.014466 , 0.009511 , 0.011392 , 0.011823 , 0.010112 , 0.015371 , 0.006892 , 0.012823 , 0.013307 , 0.017687 , 0.015259 , 0.016392 , 0.017755 
 395 , 0.024976 , 0.015897 , 0.011066 , 0.010248 , 0.018312 , 0.017088 , 0.02521 , 0.012619 , 0.012374 , 0.01482 , 0.009413 , 0.011737 , 0.012035 , 0.010134 , 0.015663 , 0.007148 , 0.012997 , 0.013451 , 0.018006 , 0.01551 , 0.01672 , 0.017942 
 396 , 0.025168 , 0.015958 , 0.01136 , 0.010587 , 0.018708 , 0.017457 , 0.025482 , 0.013018 , 0.012742 , 0.015126 , 0.009565 , 0.012004 , 0.012338 , 0.010329 , 0.016011 , 0.00738 , 0.01334 , 0.013785 , 0.018239 , 0.015808 , 0.017053 , 0.018271 
 397 , 0.025409 , 0.016063 , 0.011594 , 0.011147 , 0.019186 , 0.017918 , 0.025697 , 0.013411 , 0.013104 , 0.015374 , 0.009929 , 0.012182 , 0.012709 , 0.01067 , 0.016387 , 0.007573 , 0.013818 , 0.014271 , 0.018381 , 0.016139 , 0.017376 , 0.018715 
 398 , 0.025619 , 0.016153 , 0.011799 , 0.011633 , 0.019599 , 0.018318 , 0.025889 , 0.01375 , 0.013416 , 0.015587 , 0.010244 , 0.012339 , 0.013029 , 0.010969 , 0.016719 , 0.007743 , 0.01423 , 0.014691 , 0.018505 , 0.016426 , 0.017657 , 0.019103 
 399 , 0.025803 , 0.016228 , 0.011995 , 0.012031 , 0.01996 , 0.018648 , 0.026075 , 0.014041 , 0.013687 , 0.015805 , 0.010519 , 0.0125 , 0.013303 , 0.011237 , 0.017031 , 0.007912 , 0.014569 , 0.015041 , 0.018641 , 0.0167 , 0.017914 , 0.019445 
 400 , 0.02598 , 0.016247 , 0.012304 , 0.01218 , 0.020251 , 0.018786 , 0.026373 , 0.01424 , 0.013894 , 0.016224 , 0.010764 , 0.012805 , 0.013484 , 0.011534 , 0.017498 , 0.008226 , 0.014701 , 0.015195 , 0.018957 , 0.017118 , 0.018221 , 0.019771 
 401 , 0.026136 , 0.016264 , 0.012579 , 0.012311 , 0.02051 , 0.018906 , 0.026637 , 0.014416 , 0.01408 , 0.016597 , 0.010978 , 0.013073 , 0.013647 , 0.011799 , 0.017909 , 0.008505 , 0.014818 , 0.015333 , 0.019232 , 0.017487 , 0.018497 , 0.02006 
 402 , 0.026275 , 0.016282 , 0.012824 , 0.012429 , 0.020741 , 0.019016 , 0.026873 , 0.014574 , 0.014242 , 0.016926 , 0.011172 , 0.013314 , 0.01379 , 0.012037 , 0.018277 , 0.00875 , 0.014921 , 0.015456 , 0.019481 , 0.017815 , 0.018739 , 0.020321 
 403 , 0.026513 , 0.016316 , 0.012988 , 0.012532 , 0.020923 , 0.019289 , 0.027189 , 0.014778 , 0.014454 , 0.017253 , 0.011314 , 0.013593 , 0.014031 , 0.012247 , 0.01847 , 0.008901 , 0.015102 , 0.015729 , 0.019788 , 0.018057 , 0.019026 , 0.020503 
 404 , 0.026767 , 0.016357 , 0.013122 , 0.012624 , 0.021084 , 0.019607 , 0.027518 , 0.014989 , 0.014675 , 0.017563 , 0.011439 , 0.013873 , 0.014288 , 0.012439 , 0.018596 , 0.00902 , 0.015296 , 0.016032 , 0.020102 , 0.018267 , 0.019311 , 0.020654 
 405 , 0.027008 , 0.016392 , 0.01325 , 0.012712 , 0.021232 , 0.0199 , 0.027824 , 0.015185 , 0.014881 , 0.017852 , 0.011556 , 0.014131 , 0.01453 , 0.012621 , 0.018719 , 0.009131 , 0.015478 , 0.016319 , 0.020398 , 0.018459 , 0.019578 , 0.020796 
 406 , 0.027236 , 0.016443 , 0.0134 , 0.012874 , 0.021418 , 0.020207 , 0.028084 , 0.015362 , 0.015058 , 0.018056 , 0.011693 , 0.01431 , 0.014744 , 0.012811 , 0.018889 , 0.009254 , 0.01571 , 0.016531 , 0.020607 , 0.018664 , 0.019852 , 0.020977 
 407 , 0.027452 , 0.016516 , 0.013601 , 0.013167 , 0.02167 , 0.020538 , 0.028286 , 0.015511 , 0.0152 , 0.018138 , 0.011874 , 0.014363 , 0.014924 , 0.013018 , 0.019151 , 0.009411 , 0.01603 , 0.016636 , 0.020695 , 0.018889 , 0.020145 , 0.021214 
 408 , 0.027656 , 0.016583 , 0.013788 , 0.013441 , 0.021908 , 0.020852 , 0.028474 , 0.015655 , 0.015335 , 0.018212 , 0.012046 , 0.014414 , 0.015097 , 0.013219 , 0.019397 , 0.009561 , 0.016334 , 0.016738 , 0.020777 , 0.019106 , 0.020426 , 0.021444 
 409 , 0.027854 , 0.016648 , 0.013967 , 0.013704 , 0.022133 , 0.021152 , 0.028652 , 0.015789 , 0.015462 , 0.018288 , 0.012209 , 0.014461 , 0.015256 , 0.013404 , 0.019626 , 0.009703 , 0.016622 , 0.016835 , 0.020855 , 0.019307 , 0.020688 , 0.021658 
 410 , 0.028147 , 0.016723 , 0.014137 , 0.013849 , 0.022346 , 0.021347 , 0.028944 , 0.016006 , 0.015569 , 0.018538 , 0.012405 , 0.014581 , 0.015508 , 0.013566 , 0.01999 , 0.009873 , 0.016784 , 0.016952 , 0.021209 , 0.019523 , 0.021052 , 0.021799 
 411 , 0.028424 , 0.016793 , 0.014301 , 0.013984 , 0.022545 , 0.02153 , 0.029215 , 0.016206 , 0.015674 , 0.018776 , 0.012588 , 0.014694 , 0.015747 , 0.013722 , 0.02033 , 0.01003 , 0.016936 , 0.017059 , 0.021542 , 0.019725 , 0.021395 , 0.021931 
 412 , 0.028684 , 0.01686 , 0.014449 , 0.014115 , 0.022735 , 0.021702 , 0.029476 , 0.016398 , 0.015773 , 0.019 , 0.01276 , 0.014802 , 0.015971 , 0.013866 , 0.02065 , 0.010181 , 0.017081 , 0.017163 , 0.021854 , 0.019912 , 0.021722 , 0.022056 
 413 , 0.028989 , 0.01697 , 0.014612 , 0.014342 , 0.023034 , 0.022026 , 0.029775 , 0.016622 , 0.015977 , 0.019183 , 0.012915 , 0.014987 , 0.016262 , 0.014025 , 0.020935 , 0.010295 , 0.017341 , 0.017345 , 0.022115 , 0.020184 , 0.022026 , 0.022284 
 414 , 0.029315 , 0.017104 , 0.014773 , 0.014612 , 0.023382 , 0.022418 , 0.030094 , 0.01686 , 0.016226 , 0.019336 , 0.013057 , 0.015206 , 0.016584 , 0.014187 , 0.02119 , 0.010384 , 0.017659 , 0.017556 , 0.022347 , 0.020493 , 0.022316 , 0.022556 
 415 , 0.029621 , 0.017233 , 0.014931 , 0.014872 , 0.023714 , 0.022791 , 0.030397 , 0.017086 , 0.016468 , 0.019483 , 0.013192 , 0.015418 , 0.016888 , 0.014341 , 0.021436 , 0.01047 , 0.017962 , 0.017764 , 0.022569 , 0.020786 , 0.022593 , 0.022819 
 416 , 0.029941 , 0.017372 , 0.015102 , 0.015118 , 0.024061 , 0.02314 , 0.030711 , 0.017316 , 0.016678 , 0.019673 , 0.013335 , 0.015625 , 0.017148 , 0.014516 , 0.021724 , 0.010591 , 0.018261 , 0.017942 , 0.022797 , 0.021073 , 0.022873 , 0.023092 
 417 , 0.030318 , 0.017554 , 0.015328 , 0.015364 , 0.024475 , 0.023446 , 0.031074 , 0.017567 , 0.016843 , 0.019986 , 0.013507 , 0.015838 , 0.017313 , 0.014765 , 0.022148 , 0.010819 , 0.018591 , 0.018065 , 0.02306 , 0.021376 , 0.023189 , 0.023422 
 418 , 0.030683 , 0.01773 , 0.015548 , 0.0156 , 0.02487 , 0.023741 , 0.031428 , 0.017807 , 0.017001 , 0.020292 , 0.013678 , 0.016046 , 0.017471 , 0.015009 , 0.022559 , 0.011039 , 0.018908 , 0.018187 , 0.023316 , 0.021672 , 0.023498 , 0.023741 
 419 , 0.031038 , 0.017901 , 0.015762 , 0.015827 , 0.025258 , 0.024028 , 0.031768 , 0.01804 , 0.017151 , 0.020583 , 0.013838 , 0.016251 , 0.017624 , 0.015244 , 0.022956 , 0.01125 , 0.019218 , 0.018301 , 0.023563 , 0.021953 , 0.023795 , 0.024052 
 420 , 0.031398 , 0.018075 , 0.015966 , 0.016077 , 0.025535 , 0.024312 , 0.032145 , 0.018301 , 0.017435 , 0.020918 , 0.013939 , 0.016557 , 0.017915 , 0.015473 , 0.023241 , 0.01144 , 0.019421 , 0.01858 , 0.023865 , 0.022207 , 0.024164 , 0.024287 
 421 , 0.031752 , 0.018241 , 0.016165 , 0.016318 , 0.025795 , 0.02459 , 0.032516 , 0.018555 , 0.017725 , 0.021246 , 0.014031 , 0.016863 , 0.018208 , 0.015699 , 0.023509 , 0.011624 , 0.019612 , 0.018873 , 0.024165 , 0.022448 , 0.024528 , 0.024512 
 422 , 0.032095 , 0.018406 , 0.016359 , 0.016558 , 0.02605 , 0.024862 , 0.03288 , 0.018805 , 0.018012 , 0.02157 , 0.014121 , 0.017164 , 0.018501 , 0.015915 , 0.02377 , 0.0118 , 0.019797 , 0.019153 , 0.02446 , 0.022687 , 0.024887 , 0.024729 
 423 , 0.032468 , 0.018603 , 0.016575 , 0.016813 , 0.026401 , 0.02518 , 0.033204 , 0.019025 , 0.018276 , 0.021872 , 0.014275 , 0.017382 , 0.018807 , 0.016156 , 0.024034 , 0.011996 , 0.020058 , 0.019389 , 0.024736 , 0.022976 , 0.025217 , 0.025017 
 424 , 0.032873 , 0.018831 , 0.016807 , 0.017089 , 0.026833 , 0.025541 , 0.033496 , 0.019223 , 0.018537 , 0.022161 , 0.014483 , 0.017535 , 0.01913 , 0.016411 , 0.024307 , 0.012206 , 0.020384 , 0.01958 , 0.025006 , 0.023322 , 0.025524 , 0.025364 
 425 , 0.033275 , 0.019056 , 0.01704 , 0.017366 , 0.027267 , 0.025899 , 0.033783 , 0.019417 , 0.01879 , 0.02245 , 0.014688 , 0.017684 , 0.01945 , 0.016667 , 0.024581 , 0.012418 , 0.020713 , 0.019772 , 0.025272 , 0.023666 , 0.025831 , 0.025712 
 426 , 0.033664 , 0.019284 , 0.017275 , 0.017612 , 0.027663 , 0.026235 , 0.034094 , 0.019616 , 0.019041 , 0.022738 , 0.014883 , 0.017851 , 0.019761 , 0.016917 , 0.024866 , 0.012631 , 0.021011 , 0.019966 , 0.025548 , 0.023992 , 0.026145 , 0.026043 
 427 , 0.034023 , 0.019528 , 0.017522 , 0.017753 , 0.027909 , 0.026447 , 0.034516 , 0.019828 , 0.019275 , 0.023052 , 0.015035 , 0.018113 , 0.020047 , 0.017157 , 0.025234 , 0.01287 , 0.021196 , 0.020175 , 0.025877 , 0.024239 , 0.026516 , 0.026297 
 428 , 0.034379 , 0.019765 , 0.017769 , 0.017885 , 0.028156 , 0.026664 , 0.034939 , 0.02004 , 0.019506 , 0.023363 , 0.015188 , 0.018372 , 0.020329 , 0.017394 , 0.0256 , 0.01311 , 0.021381 , 0.020381 , 0.026203 , 0.024484 , 0.02688 , 0.026552 
 429 , 0.034736 , 0.020002 , 0.018014 , 0.018022 , 0.028402 , 0.026877 , 0.035356 , 0.020253 , 0.019738 , 0.023672 , 0.015341 , 0.018633 , 0.020613 , 0.017628 , 0.025963 , 0.013348 , 0.021562 , 0.020587 , 0.026527 , 0.024729 , 0.027246 , 0.026808 
 430 , 0.035473 , 0.020442 , 0.018404 , 0.018417 , 0.029045 , 0.027503 , 0.036101 , 0.020727 , 0.020222 , 0.02421 , 0.015699 , 0.019028 , 0.021153 , 0.018088 , 0.026484 , 0.013653 , 0.022049 , 0.020978 , 0.02709 , 0.025233 , 0.027828 , 0.027349 
 431 , 0.036309 , 0.020932 , 0.018833 , 0.018878 , 0.029788 , 0.028225 , 0.036925 , 0.021267 , 0.020771 , 0.024804 , 0.016109 , 0.019454 , 0.021763 , 0.018605 , 0.027046 , 0.013979 , 0.022607 , 0.021414 , 0.027711 , 0.0258 , 0.028462 , 0.027966 
 432 , 0.037142 , 0.021422 , 0.019261 , 0.019338 , 0.030531 , 0.028951 , 0.037746 , 0.021804 , 0.021318 , 0.0254 , 0.016519 , 0.019879 , 0.022367 , 0.01912 , 0.027607 , 0.014303 , 0.02317 , 0.021849 , 0.028329 , 0.026367 , 0.029091 , 0.028583 
 433 , 0.038091 , 0.021969 , 0.019781 , 0.019873 , 0.03136 , 0.029745 , 0.038701 , 0.022376 , 0.021876 , 0.026072 , 0.016977 , 0.020378 , 0.023005 , 0.019698 , 0.028302 , 0.014683 , 0.023782 , 0.022353 , 0.029033 , 0.027053 , 0.029829 , 0.029343 
 434 , 0.039182 , 0.022585 , 0.020408 , 0.020507 , 0.032304 , 0.030638 , 0.039826 , 0.022992 , 0.022453 , 0.026841 , 0.017501 , 0.020976 , 0.023693 , 0.020365 , 0.02917 , 0.015139 , 0.024465 , 0.022945 , 0.029833 , 0.027878 , 0.03069 , 0.030292 
 435 , 0.040273 , 0.023202 , 0.021037 , 0.021139 , 0.033243 , 0.031524 , 0.040951 , 0.023603 , 0.023022 , 0.027612 , 0.018026 , 0.02157 , 0.024383 , 0.021028 , 0.030038 , 0.015595 , 0.025148 , 0.023536 , 0.030638 , 0.028707 , 0.031554 , 0.031244 
 436 , 0.041358 , 0.023817 , 0.021654 , 0.021758 , 0.034177 , 0.03241 , 0.042066 , 0.024223 , 0.023604 , 0.028391 , 0.018541 , 0.022164 , 0.025065 , 0.021684 , 0.030895 , 0.016056 , 0.025822 , 0.024124 , 0.031435 , 0.029529 , 0.03241 , 0.032182 
 437 , 0.042368 , 0.024408 , 0.022143 , 0.022259 , 0.034993 , 0.033222 , 0.043125 , 0.024892 , 0.024282 , 0.029246 , 0.018899 , 0.022773 , 0.025725 , 0.022234 , 0.031643 , 0.016553 , 0.02636 , 0.024736 , 0.032177 , 0.030265 , 0.033212 , 0.032975 
 438 , 0.043381 , 0.024996 , 0.022636 , 0.02276 , 0.03581 , 0.034037 , 0.044178 , 0.025566 , 0.024955 , 0.030105 , 0.019254 , 0.023382 , 0.026389 , 0.02278 , 0.032387 , 0.017044 , 0.026903 , 0.025345 , 0.032916 , 0.030999 , 0.034016 , 0.03377 
 439 , 0.044392 , 0.025583 , 0.023122 , 0.023264 , 0.036628 , 0.034849 , 0.045235 , 0.026232 , 0.02563 , 0.030959 , 0.019615 , 0.023991 , 0.027049 , 0.023327 , 0.033131 , 0.017542 , 0.027441 , 0.02596 , 0.03366 , 0.031734 , 0.034817 , 0.034561 
 440 , 0.045287 , 0.026107 , 0.023614 , 0.023805 , 0.037396 , 0.035604 , 0.046143 , 0.02682 , 0.02623 , 0.031648 , 0.020025 , 0.024518 , 0.027772 , 0.023901 , 0.033754 , 0.017951 , 0.027984 , 0.026512 , 0.034323 , 0.032387 , 0.035519 , 0.035301 
 441 , 0.04613 , 0.026606 , 0.0241 , 0.024359 , 0.038147 , 0.036331 , 0.046992 , 0.027383 , 0.026795 , 0.032272 , 0.020456 , 0.025006 , 0.028525 , 0.024488 , 0.034325 , 0.018327 , 0.028536 , 0.027038 , 0.034951 , 0.03301 , 0.03618 , 0.036018 
 442 , 0.046979 , 0.027104 , 0.024591 , 0.024918 , 0.038894 , 0.037053 , 0.047843 , 0.02794 , 0.027361 , 0.032889 , 0.020892 , 0.025498 , 0.029278 , 0.025077 , 0.034895 , 0.018701 , 0.029081 , 0.027568 , 0.035583 , 0.033638 , 0.036839 , 0.036736 
 443 , 0.047811 , 0.027591 , 0.025051 , 0.025405 , 0.039616 , 0.037734 , 0.048702 , 0.028465 , 0.027906 , 0.033529 , 0.021283 , 0.025986 , 0.02991 , 0.025615 , 0.035482 , 0.01908 , 0.029589 , 0.028056 , 0.036212 , 0.034231 , 0.037502 , 0.037424 
 444 , 0.048614 , 0.028066 , 0.025471 , 0.025778 , 0.040284 , 0.038337 , 0.049582 , 0.028939 , 0.028413 , 0.034203 , 0.021605 , 0.026461 , 0.030304 , 0.026052 , 0.036088 , 0.019462 , 0.030019 , 0.028475 , 0.036838 , 0.034779 , 0.038175 , 0.038069 
 445 , 0.049411 , 0.02854 , 0.025893 , 0.026148 , 0.040952 , 0.038933 , 0.050463 , 0.02941 , 0.028913 , 0.034873 , 0.021924 , 0.026939 , 0.0307 , 0.026493 , 0.036694 , 0.019837 , 0.030457 , 0.028896 , 0.037457 , 0.035331 , 0.038848 , 0.038718 
 446 , 0.050215 , 0.029011 , 0.026313 , 0.026513 , 0.041619 , 0.039533 , 0.051341 , 0.029885 , 0.029417 , 0.035543 , 0.022244 , 0.027416 , 0.031091 , 0.02693 , 0.037298 , 0.020221 , 0.030885 , 0.029319 , 0.038081 , 0.035881 , 0.039521 , 0.039361 
 447 , 0.050773 , 0.029303 , 0.026525 , 0.026864 , 0.042054 , 0.039954 , 0.051814 , 0.0302 , 0.029775 , 0.036038 , 0.022505 , 0.02767 , 0.031546 , 0.027307 , 0.037642 , 0.020383 , 0.031224 , 0.029625 , 0.038442 , 0.036222 , 0.03996 , 0.03977 
 448 , 0.05132 , 0.029589 , 0.026738 , 0.027212 , 0.04249 , 0.040379 , 0.052268 , 0.030514 , 0.030133 , 0.036522 , 0.022771 , 0.027918 , 0.031994 , 0.027681 , 0.037985 , 0.020539 , 0.031561 , 0.029924 , 0.0388 , 0.036563 , 0.040391 , 0.040182 
 449 , 0.051875 , 0.029876 , 0.026946 , 0.027562 , 0.042922 , 0.0408 , 0.05273 , 0.03083 , 0.030487 , 0.03701 , 0.023034 , 0.028167 , 0.032446 , 0.028051 , 0.038329 , 0.020691 , 0.031899 , 0.030231 , 0.039161 , 0.036899 , 0.040823 , 0.040591 
 450 , 0.052278 , 0.030097 , 0.027147 , 0.027835 , 0.043266 , 0.041155 , 0.053088 , 0.031041 , 0.030703 , 0.037325 , 0.023242 , 0.028325 , 0.032749 , 0.028348 , 0.038608 , 0.02084 , 0.032178 , 0.030394 , 0.039424 , 0.03718 , 0.041144 , 0.040916 
 451 , 0.052598 , 0.030276 , 0.027339 , 0.02805 , 0.043553 , 0.041478 , 0.053385 , 0.031191 , 0.03083 , 0.037538 , 0.023423 , 0.028429 , 0.032952 , 0.028598 , 0.038849 , 0.020987 , 0.032433 , 0.03048 , 0.03963 , 0.037422 , 0.041396 , 0.041187 
 452 , 0.052912 , 0.03045 , 0.027531 , 0.028265 , 0.04384 , 0.041795 , 0.053681 , 0.031342 , 0.030957 , 0.037745 , 0.023598 , 0.028539 , 0.033154 , 0.028848 , 0.039085 , 0.021127 , 0.032682 , 0.030567 , 0.039843 , 0.037669 , 0.041649 , 0.041463 
 453 , 0.053166 , 0.030578 , 0.027672 , 0.028429 , 0.044047 , 0.042032 , 0.053918 , 0.031469 , 0.031061 , 0.037921 , 0.023724 , 0.028639 , 0.033315 , 0.029017 , 0.039284 , 0.021232 , 0.032843 , 0.03063 , 0.04 , 0.037857 , 0.041829 , 0.04166 
 454 , 0.053234 , 0.030584 , 0.027661 , 0.028444 , 0.044018 , 0.042057 , 0.054011 , 0.031536 , 0.031118 , 0.037997 , 0.023694 , 0.028717 , 0.033357 , 0.028966 , 0.039343 , 0.021223 , 0.032765 , 0.030637 , 0.040027 , 0.037887 , 0.041808 , 0.041651 
 455 , 0.053305 , 0.030584 , 0.027655 , 0.028452 , 0.043987 , 0.042081 , 0.054108 , 0.031601 , 0.031168 , 0.038071 , 0.023663 , 0.028799 , 0.033403 , 0.02892 , 0.039406 , 0.021214 , 0.032681 , 0.030648 , 0.040053 , 0.037915 , 0.041792 , 0.041636 
 456 , 0.053374 , 0.030588 , 0.027648 , 0.028465 , 0.043961 , 0.042108 , 0.054203 , 0.031664 , 0.031221 , 0.038149 , 0.023638 , 0.028885 , 0.033442 , 0.028874 , 0.039467 , 0.021204 , 0.032597 , 0.030657 , 0.040077 , 0.037942 , 0.041768 , 0.041625 
 457 , 0.053446 , 0.030583 , 0.027683 , 0.028474 , 0.043997 , 0.042186 , 0.05418 , 0.031706 , 0.03123 , 0.038124 , 0.02362 , 0.028898 , 0.033494 , 0.028938 , 0.039407 , 0.021202 , 0.032565 , 0.030697 , 0.039992 , 0.037952 , 0.041791 , 0.041705 
 458 , 0.05351 , 0.030575 , 0.027722 , 0.028487 , 0.044048 , 0.042279 , 0.054143 , 0.031745 , 0.031232 , 0.038091 , 0.023608 , 0.028909 , 0.033548 , 0.029018 , 0.039335 , 0.021205 , 0.032544 , 0.030747 , 0.039888 , 0.037965 , 0.041811 , 0.041789 
 459 , 0.053582 , 0.030567 , 0.02776 , 0.028493 , 0.044092 , 0.042365 , 0.054111 , 0.031783 , 0.031232 , 0.038051 , 0.023595 , 0.028914 , 0.033596 , 0.029095 , 0.039262 , 0.021208 , 0.032516 , 0.030795 , 0.03979 , 0.037972 , 0.041836 , 0.04187 
 460 , 0.053562 , 0.030506 , 0.027757 , 0.028458 , 0.044031 , 0.042368 , 0.05406 , 0.031762 , 0.031162 , 0.037995 , 0.023554 , 0.028894 , 0.033532 , 0.029081 , 0.039149 , 0.021161 , 0.032446 , 0.030749 , 0.039658 , 0.037927 , 0.041808 , 0.041864 
 461 , 0.053471 , 0.030393 , 0.027715 , 0.02839 , 0.043873 , 0.042298 , 0.053989 , 0.031687 , 0.031023 , 0.037926 , 0.023484 , 0.028846 , 0.033369 , 0.028986 , 0.039006 , 0.021081 , 0.032334 , 0.030618 , 0.039496 , 0.037842 , 0.04173 , 0.041775 
 462 , 0.053384 , 0.030279 , 0.027671 , 0.02832 , 0.043715 , 0.042232 , 0.053927 , 0.031611 , 0.030889 , 0.03785 , 0.023413 , 0.028796 , 0.033206 , 0.028891 , 0.038863 , 0.020995 , 0.032221 , 0.030492 , 0.039339 , 0.037761 , 0.04165 , 0.041683 
 463 , 0.053282 , 0.030164 , 0.027604 , 0.028249 , 0.043559 , 0.042146 , 0.053838 , 0.031533 , 0.03077 , 0.037777 , 0.023335 , 0.028734 , 0.033058 , 0.0288 , 0.038712 , 0.020903 , 0.032106 , 0.030375 , 0.03918 , 0.037649 , 0.041561 , 0.041567 
 464 , 0.053142 , 0.030025 , 0.027436 , 0.028144 , 0.043408 , 0.041982 , 0.053651 , 0.031457 , 0.030688 , 0.03769 , 0.023228 , 0.028609 , 0.032984 , 0.02872 , 0.038503 , 0.02075 , 0.031966 , 0.030312 , 0.039039 , 0.037413 , 0.041428 , 0.041307 
 465 , 0.052999 , 0.029885 , 0.027269 , 0.028038 , 0.043261 , 0.041816 , 0.053467 , 0.031385 , 0.03061 , 0.037606 , 0.02312 , 0.028484 , 0.032908 , 0.028643 , 0.038293 , 0.020597 , 0.03183 , 0.030248 , 0.038903 , 0.037178 , 0.041294 , 0.041041 
