JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21LOF00006.spu,JUL21LOF00007.spu,JUL21LOF00008.spu,JUL21LOF00009.spu,JUL21LOF00010.spu,JUL21LOF00011.spu,JUL21LOF00012.spu,JUL21LOF00013.spu,JUL21LOF00014.spu,JUL21LOF00015.spu,JUL21LOF00016.spu,JUL21LOF00017.spu,JUL21LOF00018.spu,JUL21LOF00019.spu,JUL21LOF00020.spu,JUL21LOF00021.spu,JUL21LOF00022.spu,JUL21LOF00023.spu,JUL21LOF00024.spu,JUL21LOF00025.spu,JUL21LOF00026.spu,JUL21LOF00027.spu
  (nm),7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 ,7/21/2016 
  time  ,:33:38 A,:33:55 A,:34:15 A,:34:25 A,:34:32 A,:35:05 A,:35:11 A,:35:18 A,:35:25 A,:35:32 A,:36:08 A,:36:15 A,:36:28 A,:36:38 A,:37:25 A,:37:30 A,:37:39 A,:37:46 A,:37:53 A,:38:19 A,:38:55 A,:39:01 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,
 519 , 0.087811 , 0.053755 , 0.048561 , 0.048009 , 0.069164 , 0.069237 , 0.083578 , 0.053499 , 0.052862 , 0.065028 , 0.044316 , 0.053943 , 0.061766 , 0.056245 , 0.065568 , 0.042712 , 0.057314 , 0.048853 , 0.065617 , 0.063953 , 0.068326 , 0.066826 
 520 , 0.089842 , 0.055488 , 0.050038 , 0.049225 , 0.070817 , 0.070914 , 0.08526 , 0.054895 , 0.054388 , 0.06676 , 0.045786 , 0.055769 , 0.063711 , 0.058188 , 0.067249 , 0.044478 , 0.05905 , 0.050075 , 0.067438 , 0.065636 , 0.069998 , 0.068367 
 521 , 0.092372 , 0.057568 , 0.051789 , 0.050605 , 0.07279 , 0.072821 , 0.087419 , 0.056569 , 0.056304 , 0.06891 , 0.047552 , 0.058031 , 0.066061 , 0.060529 , 0.069324 , 0.046608 , 0.061041 , 0.051481 , 0.069681 , 0.067714 , 0.072025 , 0.070298 
 522 , 0.094913 , 0.059652 , 0.05354 , 0.051983 , 0.074766 , 0.074728 , 0.08958 , 0.05825 , 0.058231 , 0.071065 , 0.049316 , 0.060287 , 0.068411 , 0.062873 , 0.071395 , 0.048737 , 0.063041 , 0.052892 , 0.071925 , 0.069794 , 0.074055 , 0.072224 
 523 , 0.097456 , 0.061734 , 0.055297 , 0.053365 , 0.076741 , 0.076641 , 0.091748 , 0.059928 , 0.060155 , 0.073218 , 0.051087 , 0.062552 , 0.07077 , 0.065214 , 0.073476 , 0.050867 , 0.065038 , 0.054303 , 0.074168 , 0.071877 , 0.076081 , 0.074155 
 524 , 0.100086 , 0.063889 , 0.057101 , 0.054864 , 0.078857 , 0.078705 , 0.094003 , 0.061741 , 0.062179 , 0.075431 , 0.052932 , 0.064861 , 0.073238 , 0.06769 , 0.075514 , 0.053001 , 0.067181 , 0.05583 , 0.076455 , 0.073988 , 0.078126 , 0.076149 
 525 , 0.102763 , 0.066073 , 0.058933 , 0.056403 , 0.081021 , 0.080816 , 0.096291 , 0.063601 , 0.06423 , 0.077663 , 0.05481 , 0.067197 , 0.075743 , 0.070215 , 0.077535 , 0.055144 , 0.06938 , 0.057405 , 0.078761 , 0.076122 , 0.08018 , 0.078158 
 526 , 0.105435 , 0.068256 , 0.060764 , 0.057942 , 0.083187 , 0.082934 , 0.098579 , 0.06546 , 0.06629 , 0.079892 , 0.056691 , 0.069533 , 0.078245 , 0.072738 , 0.079555 , 0.057287 , 0.071577 , 0.05898 , 0.081073 , 0.078251 , 0.082234 , 0.080171 
 527 , 0.108121 , 0.070443 , 0.062601 , 0.059489 , 0.085328 , 0.085053 , 0.100849 , 0.067278 , 0.068314 , 0.082131 , 0.058591 , 0.071845 , 0.080735 , 0.075265 , 0.081613 , 0.059456 , 0.073732 , 0.060537 , 0.083363 , 0.080421 , 0.084332 , 0.082177 
 528 , 0.110807 , 0.072623 , 0.06444 , 0.061026 , 0.087435 , 0.087196 , 0.1031 , 0.069044 , 0.070301 , 0.084378 , 0.060537 , 0.074125 , 0.083194 , 0.07779 , 0.08373 , 0.061675 , 0.075825 , 0.062065 , 0.085642 , 0.082652 , 0.086489 , 0.08418 
 529 , 0.113483 , 0.074805 , 0.066283 , 0.062562 , 0.089539 , 0.089332 , 0.105348 , 0.070804 , 0.072287 , 0.086634 , 0.062482 , 0.076401 , 0.085659 , 0.080315 , 0.085839 , 0.063892 , 0.077918 , 0.063598 , 0.087909 , 0.084884 , 0.088651 , 0.086186 
 530 , 0.116164 , 0.076975 , 0.068115 , 0.064096 , 0.091641 , 0.091465 , 0.107601 , 0.072565 , 0.074271 , 0.088876 , 0.06442 , 0.078681 , 0.088114 , 0.082841 , 0.087946 , 0.066092 , 0.080003 , 0.065121 , 0.090177 , 0.087103 , 0.090804 , 0.088182 
 531 , 0.118638 , 0.07894 , 0.06974 , 0.065401 , 0.093587 , 0.093281 , 0.109703 , 0.074228 , 0.076145 , 0.090915 , 0.066115 , 0.080844 , 0.090425 , 0.085155 , 0.089772 , 0.068067 , 0.081878 , 0.066537 , 0.092261 , 0.089079 , 0.092819 , 0.089969 
 532 , 0.12111 , 0.080891 , 0.071362 , 0.066701 , 0.09552 , 0.095102 , 0.111808 , 0.075894 , 0.078012 , 0.092956 , 0.067811 , 0.083002 , 0.092737 , 0.087479 , 0.091606 , 0.070032 , 0.08375 , 0.067955 , 0.094341 , 0.091057 , 0.094828 , 0.091743 
 533 , 0.123586 , 0.082849 , 0.072981 , 0.068005 , 0.097458 , 0.096912 , 0.113911 , 0.077549 , 0.079871 , 0.094991 , 0.069505 , 0.085164 , 0.095046 , 0.089794 , 0.093436 , 0.072 , 0.085613 , 0.069374 , 0.096414 , 0.093035 , 0.096836 , 0.093526 
 534 , 0.125733 , 0.084532 , 0.074377 , 0.069186 , 0.099112 , 0.098513 , 0.11562 , 0.078922 , 0.081407 , 0.096676 , 0.071002 , 0.08696 , 0.097031 , 0.091839 , 0.094985 , 0.073675 , 0.087239 , 0.070578 , 0.098138 , 0.09472 , 0.098583 , 0.095048 
 535 , 0.127739 , 0.08609 , 0.075676 , 0.070308 , 0.100647 , 0.100017 , 0.117164 , 0.080169 , 0.082794 , 0.098205 , 0.072408 , 0.088603 , 0.098876 , 0.093747 , 0.096413 , 0.075214 , 0.088763 , 0.071673 , 0.099702 , 0.096287 , 0.100213 , 0.096462 
 536 , 0.129752 , 0.087653 , 0.076977 , 0.071439 , 0.102186 , 0.101524 , 0.118703 , 0.081411 , 0.084184 , 0.09973 , 0.07381 , 0.090243 , 0.100715 , 0.095655 , 0.097837 , 0.076752 , 0.090292 , 0.072776 , 0.101264 , 0.097851 , 0.101848 , 0.097879 
 537 , 0.131685 , 0.089151 , 0.078254 , 0.072501 , 0.103657 , 0.102949 , 0.120236 , 0.08262 , 0.085514 , 0.101202 , 0.075176 , 0.091833 , 0.102489 , 0.09748 , 0.099213 , 0.078233 , 0.091727 , 0.07381 , 0.102801 , 0.099348 , 0.103438 , 0.099234 
 538 , 0.133457 , 0.090506 , 0.07949 , 0.07342 , 0.104991 , 0.104188 , 0.121751 , 0.083747 , 0.086725 , 0.102546 , 0.076434 , 0.093292 , 0.10411 , 0.099121 , 0.100457 , 0.079596 , 0.092951 , 0.074699 , 0.104273 , 0.100698 , 0.104934 , 0.100471 
 539 , 0.135231 , 0.091856 , 0.080719 , 0.074337 , 0.106326 , 0.105434 , 0.123266 , 0.084874 , 0.087943 , 0.103892 , 0.077692 , 0.094761 , 0.105726 , 0.100758 , 0.1017 , 0.080969 , 0.094176 , 0.075586 , 0.105748 , 0.102043 , 0.106426 , 0.101707 
 540 , 0.136995 , 0.093206 , 0.081949 , 0.075252 , 0.107654 , 0.106672 , 0.124784 , 0.086 , 0.089155 , 0.10523 , 0.078944 , 0.096225 , 0.107339 , 0.102398 , 0.102943 , 0.082336 , 0.0954 , 0.076471 , 0.107224 , 0.103395 , 0.107919 , 0.102943 
 541 , 0.138718 , 0.09447 , 0.083058 , 0.076192 , 0.10895 , 0.108007 , 0.126133 , 0.087114 , 0.090277 , 0.106472 , 0.080083 , 0.097582 , 0.108914 , 0.103987 , 0.104051 , 0.08344 , 0.096653 , 0.07736 , 0.108453 , 0.104707 , 0.109303 , 0.104123 
 542 , 0.140447 , 0.095745 , 0.084162 , 0.07714 , 0.110245 , 0.109347 , 0.127488 , 0.088223 , 0.091394 , 0.107711 , 0.081223 , 0.098945 , 0.110498 , 0.105576 , 0.10517 , 0.084539 , 0.097909 , 0.078255 , 0.10968 , 0.106032 , 0.110679 , 0.1053 
 543 , 0.142178 , 0.097013 , 0.085266 , 0.078079 , 0.111539 , 0.110696 , 0.128837 , 0.089339 , 0.092511 , 0.10895 , 0.082356 , 0.100301 , 0.112078 , 0.107168 , 0.10628 , 0.085644 , 0.099166 , 0.079148 , 0.110914 , 0.10735 , 0.112056 , 0.106477 
 544 , 0.143905 , 0.098254 , 0.086384 , 0.079002 , 0.112843 , 0.11198 , 0.130194 , 0.090375 , 0.093562 , 0.110167 , 0.08349 , 0.101623 , 0.113581 , 0.108713 , 0.10739 , 0.086757 , 0.100366 , 0.079982 , 0.112112 , 0.108625 , 0.11342 , 0.107675 
 545 , 0.14565 , 0.099472 , 0.087515 , 0.079905 , 0.114155 , 0.113214 , 0.13154 , 0.091363 , 0.09458 , 0.111371 , 0.084613 , 0.102932 , 0.115051 , 0.11024 , 0.108492 , 0.087875 , 0.101529 , 0.080772 , 0.113288 , 0.109865 , 0.114786 , 0.108888 
 546 , 0.147389 , 0.100698 , 0.088645 , 0.080806 , 0.11546 , 0.114456 , 0.132893 , 0.09235 , 0.095598 , 0.112581 , 0.085737 , 0.104233 , 0.116515 , 0.111769 , 0.109592 , 0.088999 , 0.102698 , 0.081559 , 0.114463 , 0.111112 , 0.116146 , 0.110094 
 547 , 0.149025 , 0.10183 , 0.089681 , 0.081655 , 0.116657 , 0.115611 , 0.134161 , 0.0933 , 0.096549 , 0.113712 , 0.086781 , 0.10545 , 0.117903 , 0.113178 , 0.110612 , 0.090037 , 0.103773 , 0.082316 , 0.115559 , 0.112273 , 0.117428 , 0.111213 
 548 , 0.15034 , 0.102729 , 0.090478 , 0.082323 , 0.117579 , 0.116536 , 0.135244 , 0.094164 , 0.097352 , 0.114652 , 0.087625 , 0.10643 , 0.119098 , 0.114257 , 0.111427 , 0.090873 , 0.104628 , 0.082963 , 0.116454 , 0.1132 , 0.118495 , 0.112097 
 549 , 0.151663 , 0.103629 , 0.091276 , 0.082999 , 0.118493 , 0.117454 , 0.136319 , 0.09503 , 0.098155 , 0.115585 , 0.088472 , 0.10742 , 0.120288 , 0.115331 , 0.112235 , 0.09171 , 0.105483 , 0.083604 , 0.117349 , 0.114119 , 0.119563 , 0.112983 
 550 , 0.152977 , 0.104525 , 0.092078 , 0.083669 , 0.11942 , 0.118384 , 0.137407 , 0.095891 , 0.098962 , 0.116522 , 0.089315 , 0.108406 , 0.121484 , 0.116409 , 0.113046 , 0.092551 , 0.106334 , 0.084255 , 0.118248 , 0.11505 , 0.120628 , 0.113864 
 551 , 0.153811 , 0.105027 , 0.092585 , 0.084117 , 0.120082 , 0.11896 , 0.138072 , 0.096356 , 0.099427 , 0.117033 , 0.089852 , 0.108926 , 0.122099 , 0.117048 , 0.113465 , 0.092908 , 0.106804 , 0.084621 , 0.118712 , 0.115603 , 0.121278 , 0.114436 
 552 , 0.154614 , 0.105507 , 0.093072 , 0.084558 , 0.12074 , 0.119518 , 0.13871 , 0.096797 , 0.099866 , 0.11752 , 0.090372 , 0.109428 , 0.122678 , 0.117656 , 0.113862 , 0.093245 , 0.107249 , 0.084973 , 0.119141 , 0.11614 , 0.121909 , 0.114979 
 553 , 0.15542 , 0.10598 , 0.093568 , 0.084993 , 0.121393 , 0.120078 , 0.139358 , 0.097232 , 0.100307 , 0.118008 , 0.090893 , 0.109924 , 0.123251 , 0.118272 , 0.114253 , 0.093575 , 0.107688 , 0.085325 , 0.119572 , 0.116678 , 0.122533 , 0.115522 
 554 , 0.155814 , 0.106151 , 0.093782 , 0.085196 , 0.121696 , 0.120304 , 0.139671 , 0.097421 , 0.100371 , 0.118171 , 0.091089 , 0.110107 , 0.123444 , 0.118542 , 0.114358 , 0.093615 , 0.107807 , 0.085415 , 0.119699 , 0.116885 , 0.122846 , 0.115803 
 555 , 0.155909 , 0.106102 , 0.093783 , 0.08523 , 0.121734 , 0.120289 , 0.139748 , 0.09742 , 0.100158 , 0.118104 , 0.091045 , 0.110073 , 0.123352 , 0.118558 , 0.114247 , 0.093458 , 0.107698 , 0.085313 , 0.119594 , 0.116849 , 0.122944 , 0.115881 
 556 , 0.156005 , 0.106047 , 0.093792 , 0.085271 , 0.121772 , 0.120275 , 0.139818 , 0.097421 , 0.099953 , 0.118037 , 0.09101 , 0.110039 , 0.123254 , 0.118574 , 0.114129 , 0.093293 , 0.107582 , 0.085211 , 0.119489 , 0.116813 , 0.123042 , 0.115958 
 557 , 0.156004 , 0.10592 , 0.093729 , 0.085265 , 0.121738 , 0.120196 , 0.139816 , 0.097357 , 0.099692 , 0.117906 , 0.090895 , 0.109903 , 0.123098 , 0.118481 , 0.113954 , 0.093034 , 0.107416 , 0.085061 , 0.119289 , 0.116705 , 0.123045 , 0.115964 
 558 , 0.155736 , 0.105547 , 0.093444 , 0.085153 , 0.121459 , 0.119897 , 0.139574 , 0.097096 , 0.099307 , 0.117558 , 0.09054 , 0.10947 , 0.122726 , 0.118011 , 0.113582 , 0.092441 , 0.107078 , 0.08476 , 0.118788 , 0.116343 , 0.122772 , 0.11574 
 559 , 0.155468 , 0.105182 , 0.093162 , 0.085036 , 0.121194 , 0.119597 , 0.139336 , 0.09683 , 0.098924 , 0.11721 , 0.09018 , 0.109031 , 0.122353 , 0.117541 , 0.113218 , 0.091844 , 0.106733 , 0.084471 , 0.118294 , 0.115989 , 0.122496 , 0.115515 
 560 , 0.155194 , 0.104811 , 0.09288 , 0.084919 , 0.120921 , 0.119297 , 0.139091 , 0.096564 , 0.098541 , 0.116862 , 0.089821 , 0.1086 , 0.121989 , 0.11708 , 0.112847 , 0.091256 , 0.106389 , 0.084175 , 0.117794 , 0.115629 , 0.122214 , 0.11529 
 561 , 0.15475 , 0.104242 , 0.092434 , 0.084655 , 0.120528 , 0.11887 , 0.138711 , 0.09611 , 0.097835 , 0.116267 , 0.089359 , 0.107932 , 0.1213 , 0.116499 , 0.112373 , 0.090446 , 0.105854 , 0.083695 , 0.117167 , 0.115134 , 0.121765 , 0.115021 
 562 , 0.154283 , 0.103654 , 0.091965 , 0.084378 , 0.120109 , 0.118432 , 0.138322 , 0.095632 , 0.097091 , 0.115634 , 0.08889 , 0.107231 , 0.120573 , 0.115911 , 0.111885 , 0.089601 , 0.1053 , 0.083188 , 0.116517 , 0.114616 , 0.121291 , 0.114743 
 563 , 0.153825 , 0.10306 , 0.09149 , 0.084101 , 0.119698 , 0.118004 , 0.137934 , 0.095148 , 0.09635 , 0.114996 , 0.088415 , 0.106531 , 0.119847 , 0.115332 , 0.111398 , 0.088751 , 0.104747 , 0.082675 , 0.115876 , 0.114107 , 0.120818 , 0.114466 
 564 , 0.153173 , 0.102304 , 0.090887 , 0.083713 , 0.119124 , 0.11742 , 0.137432 , 0.094586 , 0.095516 , 0.114271 , 0.087761 , 0.105668 , 0.118975 , 0.114495 , 0.110788 , 0.087784 , 0.104031 , 0.082127 , 0.115038 , 0.113445 , 0.120255 , 0.114003 
 565 , 0.152366 , 0.101427 , 0.090159 , 0.083247 , 0.118421 , 0.116732 , 0.136846 , 0.093937 , 0.094626 , 0.113487 , 0.086958 , 0.104664 , 0.117991 , 0.113458 , 0.110079 , 0.086721 , 0.103182 , 0.08155 , 0.114043 , 0.112658 , 0.119614 , 0.113384 
 566 , 0.151567 , 0.100553 , 0.089426 , 0.082774 , 0.117713 , 0.116039 , 0.136266 , 0.093297 , 0.093732 , 0.112706 , 0.086151 , 0.103665 , 0.117005 , 0.112418 , 0.109372 , 0.085665 , 0.102338 , 0.080975 , 0.113045 , 0.111872 , 0.118981 , 0.112772 
 567 , 0.150721 , 0.099641 , 0.088675 , 0.082282 , 0.116986 , 0.115327 , 0.135637 , 0.092624 , 0.092808 , 0.111877 , 0.085336 , 0.102614 , 0.115988 , 0.111349 , 0.108626 , 0.084557 , 0.101462 , 0.080381 , 0.112009 , 0.111055 , 0.118285 , 0.112134 
 568 , 0.149718 , 0.098584 , 0.087843 , 0.081714 , 0.116205 , 0.114541 , 0.134811 , 0.091827 , 0.091732 , 0.110813 , 0.084487 , 0.101349 , 0.114811 , 0.110141 , 0.107704 , 0.083224 , 0.100481 , 0.079708 , 0.110871 , 0.110112 , 0.117365 , 0.111411 
 569 , 0.148713 , 0.09752 , 0.087013 , 0.081147 , 0.11543 , 0.113748 , 0.133986 , 0.091038 , 0.090646 , 0.109753 , 0.083642 , 0.10008 , 0.113632 , 0.108926 , 0.106787 , 0.081894 , 0.099492 , 0.07903 , 0.109724 , 0.109173 , 0.116438 , 0.110688 
 570 , 0.147709 , 0.096462 , 0.086187 , 0.080581 , 0.114649 , 0.112956 , 0.133161 , 0.090244 , 0.089566 , 0.10869 , 0.0828 , 0.098811 , 0.112459 , 0.10771 , 0.105866 , 0.080567 , 0.098501 , 0.078362 , 0.108582 , 0.108222 , 0.115521 , 0.109966 
 571 , 0.146547 , 0.095315 , 0.085298 , 0.079946 , 0.11374 , 0.112016 , 0.132258 , 0.089398 , 0.088403 , 0.107594 , 0.081864 , 0.097534 , 0.111057 , 0.10637 , 0.104939 , 0.07928 , 0.097383 , 0.077556 , 0.107351 , 0.107186 , 0.114577 , 0.109132 
 572 , 0.145348 , 0.094141 , 0.084393 , 0.079288 , 0.112808 , 0.111047 , 0.131346 , 0.088532 , 0.087212 , 0.106503 , 0.0809 , 0.096243 , 0.109606 , 0.104998 , 0.104004 , 0.078003 , 0.09625 , 0.076725 , 0.106091 , 0.106112 , 0.113631 , 0.108264 
 573 , 0.144149 , 0.092967 , 0.083484 , 0.078637 , 0.111869 , 0.110079 , 0.130426 , 0.087669 , 0.086027 , 0.105401 , 0.079941 , 0.094954 , 0.108149 , 0.103626 , 0.10307 , 0.076721 , 0.095109 , 0.075897 , 0.104824 , 0.105042 , 0.112679 , 0.107402 
 574 , 0.142983 , 0.091843 , 0.082568 , 0.078024 , 0.110961 , 0.109151 , 0.129499 , 0.086825 , 0.084916 , 0.104321 , 0.078968 , 0.093717 , 0.106781 , 0.10228 , 0.102056 , 0.075424 , 0.094024 , 0.075123 , 0.103615 , 0.10395 , 0.111702 , 0.106551 
 575 , 0.141804 , 0.090764 , 0.081618 , 0.077437 , 0.110061 , 0.108216 , 0.128505 , 0.08598 , 0.083886 , 0.103224 , 0.077957 , 0.092532 , 0.105464 , 0.100936 , 0.100943 , 0.074102 , 0.092976 , 0.0744 , 0.102447 , 0.102829 , 0.110685 , 0.105692 
 576 , 0.140625 , 0.089676 , 0.080666 , 0.076849 , 0.10916 , 0.107282 , 0.127516 , 0.085137 , 0.082847 , 0.102124 , 0.076946 , 0.091347 , 0.104146 , 0.099586 , 0.099834 , 0.072771 , 0.091918 , 0.073672 , 0.101278 , 0.101712 , 0.109662 , 0.104827 
 577 , 0.139443 , 0.088599 , 0.079732 , 0.076253 , 0.108264 , 0.106341 , 0.126511 , 0.084288 , 0.081805 , 0.101013 , 0.075953 , 0.090161 , 0.102835 , 0.098264 , 0.098742 , 0.071471 , 0.090877 , 0.072924 , 0.10012 , 0.100611 , 0.108639 , 0.103981 
 578 , 0.138208 , 0.087524 , 0.078882 , 0.075607 , 0.107419 , 0.105348 , 0.125446 , 0.083396 , 0.08073 , 0.099853 , 0.075079 , 0.088965 , 0.101565 , 0.097038 , 0.097762 , 0.070282 , 0.089885 , 0.072075 , 0.099007 , 0.09963 , 0.107601 , 0.103169 
 579 , 0.136958 , 0.086438 , 0.078026 , 0.074958 , 0.106572 , 0.104356 , 0.124376 , 0.08249 , 0.079644 , 0.098683 , 0.074199 , 0.08776 , 0.100288 , 0.09581 , 0.096784 , 0.06909 , 0.088888 , 0.071218 , 0.097885 , 0.098643 , 0.106552 , 0.102349 
 580 , 0.13571 , 0.085352 , 0.077166 , 0.074309 , 0.105726 , 0.103368 , 0.123302 , 0.081589 , 0.078558 , 0.097513 , 0.07331 , 0.086551 , 0.099005 , 0.094583 , 0.095802 , 0.067895 , 0.087889 , 0.070359 , 0.096761 , 0.09766 , 0.105506 , 0.10153 
 581 , 0.1342 , 0.084159 , 0.076157 , 0.073477 , 0.104578 , 0.102115 , 0.122006 , 0.080534 , 0.077366 , 0.09622 , 0.072256 , 0.085301 , 0.097573 , 0.093177 , 0.094669 , 0.06671 , 0.086707 , 0.06947 , 0.095434 , 0.096458 , 0.104287 , 0.100472 
 582 , 0.132639 , 0.082949 , 0.075113 , 0.072603 , 0.10336 , 0.100798 , 0.120653 , 0.079453 , 0.076146 , 0.09489 , 0.071159 , 0.084047 , 0.096118 , 0.091726 , 0.093504 , 0.065525 , 0.085465 , 0.068571 , 0.09406 , 0.095197 , 0.103026 , 0.099347 
 583 , 0.131082 , 0.081734 , 0.074068 , 0.071726 , 0.102138 , 0.099479 , 0.119302 , 0.078363 , 0.074928 , 0.09356 , 0.070057 , 0.082788 , 0.094653 , 0.090274 , 0.092337 , 0.064344 , 0.084225 , 0.067663 , 0.09268 , 0.093929 , 0.101763 , 0.098224 
 584 , 0.129339 , 0.080462 , 0.072934 , 0.070802 , 0.100787 , 0.098092 , 0.117784 , 0.077236 , 0.073683 , 0.092139 , 0.068946 , 0.081442 , 0.093137 , 0.088772 , 0.091038 , 0.063101 , 0.082933 , 0.066731 , 0.091204 , 0.092613 , 0.100352 , 0.096978 
 585 , 0.127441 , 0.079134 , 0.071734 , 0.069831 , 0.099325 , 0.096652 , 0.116091 , 0.076081 , 0.072429 , 0.090623 , 0.067841 , 0.08 , 0.091558 , 0.087242 , 0.089618 , 0.061787 , 0.081624 , 0.065787 , 0.089637 , 0.091261 , 0.0988 , 0.095622 
 586 , 0.125537 , 0.077807 , 0.070528 , 0.068862 , 0.097867 , 0.09521 , 0.114403 , 0.074919 , 0.07117 , 0.089103 , 0.066735 , 0.078562 , 0.089983 , 0.08571 , 0.088199 , 0.060473 , 0.080321 , 0.064845 , 0.088068 , 0.089914 , 0.097249 , 0.094262 
 587 , 0.123647 , 0.076501 , 0.069349 , 0.067896 , 0.096421 , 0.09378 , 0.112733 , 0.073768 , 0.069927 , 0.087606 , 0.065643 , 0.077142 , 0.088419 , 0.084196 , 0.0868 , 0.059192 , 0.079019 , 0.063907 , 0.086529 , 0.088566 , 0.095719 , 0.092918 
 588 , 0.121887 , 0.075331 , 0.068347 , 0.06699 , 0.095083 , 0.092504 , 0.111223 , 0.072678 , 0.068754 , 0.086262 , 0.064654 , 0.07586 , 0.086913 , 0.082789 , 0.085557 , 0.058169 , 0.077727 , 0.063024 , 0.085216 , 0.087254 , 0.094384 , 0.091725 
 589 , 0.120121 , 0.074162 , 0.067342 , 0.066085 , 0.093747 , 0.091226 , 0.109716 , 0.071594 , 0.067588 , 0.084923 , 0.063661 , 0.074577 , 0.085422 , 0.081386 , 0.084321 , 0.057141 , 0.076436 , 0.062145 , 0.0839 , 0.085939 , 0.093055 , 0.090529 
 590 , 0.118359 , 0.07299 , 0.066342 , 0.065176 , 0.09241 , 0.089948 , 0.108215 , 0.07051 , 0.066419 , 0.08358 , 0.062667 , 0.073299 , 0.083931 , 0.079982 , 0.083086 , 0.056114 , 0.075142 , 0.061264 , 0.082593 , 0.084621 , 0.09172 , 0.089336 
 591 , 0.11701 , 0.07208 , 0.065485 , 0.064402 , 0.091386 , 0.08899 , 0.107089 , 0.069707 , 0.065556 , 0.082578 , 0.061882 , 0.072321 , 0.082772 , 0.078809 , 0.08206 , 0.055252 , 0.074193 , 0.060657 , 0.081624 , 0.083555 , 0.090603 , 0.088419 
 592 , 0.115774 , 0.071243 , 0.064676 , 0.063659 , 0.090447 , 0.088126 , 0.106072 , 0.068986 , 0.064776 , 0.081664 , 0.061156 , 0.07143 , 0.081693 , 0.077705 , 0.081085 , 0.054443 , 0.073337 , 0.060127 , 0.080752 , 0.082553 , 0.089547 , 0.087576 
 593 , 0.114543 , 0.070406 , 0.06386 , 0.06292 , 0.089513 , 0.087253 , 0.10506 , 0.068263 , 0.063994 , 0.080761 , 0.060428 , 0.070545 , 0.080621 , 0.076597 , 0.08011 , 0.053633 , 0.072473 , 0.059598 , 0.079878 , 0.081556 , 0.08849 , 0.086737 
 594 , 0.113465 , 0.069681 , 0.063181 , 0.062327 , 0.088698 , 0.086523 , 0.104167 , 0.067599 , 0.063319 , 0.079948 , 0.059807 , 0.069756 , 0.079654 , 0.075662 , 0.07929 , 0.052926 , 0.071735 , 0.05912 , 0.079106 , 0.08075 , 0.087585 , 0.086016 
 595 , 0.11255 , 0.069093 , 0.062676 , 0.061936 , 0.08802 , 0.085967 , 0.103431 , 0.067017 , 0.062762 , 0.079268 , 0.059326 , 0.069105 , 0.078861 , 0.074961 , 0.07866 , 0.052352 , 0.071158 , 0.058707 , 0.078448 , 0.080197 , 0.086884 , 0.085451 
 596 , 0.111638 , 0.068508 , 0.062166 , 0.061539 , 0.087344 , 0.085405 , 0.102696 , 0.066438 , 0.062212 , 0.078585 , 0.058842 , 0.068451 , 0.078066 , 0.074262 , 0.078037 , 0.051776 , 0.070578 , 0.058294 , 0.077792 , 0.079646 , 0.086175 , 0.084886 
 597 , 0.110734 , 0.067924 , 0.061658 , 0.061148 , 0.08667 , 0.08485 , 0.101974 , 0.065866 , 0.061664 , 0.077909 , 0.058353 , 0.067811 , 0.077286 , 0.07356 , 0.077422 , 0.051208 , 0.070005 , 0.057882 , 0.077149 , 0.079094 , 0.085479 , 0.084322 
 598 , 0.109923 , 0.067345 , 0.061181 , 0.06077 , 0.085992 , 0.084323 , 0.101341 , 0.06541 , 0.061198 , 0.07732 , 0.057798 , 0.067322 , 0.076632 , 0.072854 , 0.076931 , 0.050738 , 0.069448 , 0.057477 , 0.076626 , 0.078526 , 0.084876 , 0.083787 
 599 , 0.10912 , 0.066767 , 0.06071 , 0.060396 , 0.085319 , 0.083788 , 0.100714 , 0.06495 , 0.060743 , 0.076733 , 0.057244 , 0.06684 , 0.075981 , 0.072151 , 0.076435 , 0.050267 , 0.068892 , 0.05707 , 0.076104 , 0.077955 , 0.084276 , 0.083255 
 600 , 0.108319 , 0.066185 , 0.060239 , 0.060016 , 0.084648 , 0.083259 , 0.100087 , 0.064495 , 0.060284 , 0.076141 , 0.056692 , 0.066353 , 0.075327 , 0.071451 , 0.075946 , 0.049798 , 0.068333 , 0.056658 , 0.075584 , 0.077385 , 0.083677 , 0.082723 
 601 , 0.107541 , 0.065628 , 0.059774 , 0.059707 , 0.084065 , 0.082711 , 0.099385 , 0.063985 , 0.059796 , 0.075515 , 0.056217 , 0.065833 , 0.074716 , 0.070777 , 0.075393 , 0.049321 , 0.067819 , 0.056317 , 0.074971 , 0.076886 , 0.083055 , 0.082195 
