AUG5MAT00005.spu,AUG5MAT00004.spu,AUG5MAT00003.spu,
Wavelength,AUG5MAT00006.spu,AUG5MAT00007.spu,AUG5MAT00008.spu,AUG5MAT00009.spu,AUG5MAT00010.spu,AUG5MAT00011.spu,AUG5MAT00012.spu,AUG5MAT00013.spu,AUG5MAT00014.spu,AUG5MAT00015.spu,AUG5MAT00016.spu,AUG5MAT00017.spu,AUG5MAT00018.spu,AUG5MAT00019.spu,AUG5MAT00020.spu,AUG5MAT00021.spu,AUG5MAT00022.spu,AUG5MAT00023.spu,AUG5MAT00024.spu,AUG5MAT00025.spu,AUG5MAT00026.spu,AUG5MAT00027.spu,AUG5MAT00028.spu,AUG5MAT00029.spu,AUG5MAT00030.spu,AUG5MAT00031.spu,AUG5MAT00032.spu,AUG5MAT00033.spu,AUG5MAT00034.spu,AUG5MAT00035.spu,AUG5MAT00036.spu,AUG5MAT00037.spu,AUG5MAT00038.spu,AUG5MAT00039.spu,AUG5MAT00040.spu,AUG5MAT00041.spu,AUG5MAT00042.spu,AUG5MAT00043.spu,AUG5MAT00044.spu,AUG5MAT00045.spu,AUG5MAT00046.spu,AUG5MAT00047.spu,AUG5MAT00048.spu,AUG5MAT00049.spu,AUG5MAT00050.spu,AUG5MAT00051.spu,AUG5MAT00052.spu,AUG5MAT00053.spu,AUG5MAT00054.spu,AUG5MAT00055.spu,AUG5MAT00056.spu,AUG5MAT00057.spu,AUG5MAT00058.spu,AUG5MAT00059.spu,AUG5MAT00060.spu,AUG5MAT00061.spu,AUG5MAT00062.spu,AUG5MAT00063.spu,AUG5MAT00064.spu,AUG5MAT00065.spu,AUG5MAT00066.spu,AUG5MAT00067.spu,AUG5MAT00068.spu,AUG5MAT00069.spu,AUG5MAT00070.spu,AUG5MAT00071.spu,AUG5MAT00072.spu,AUG5MAT00073.spu,AUG5MAT00074.spu,AUG5MAT00075.spu,AUG5MAT00076.spu,AUG5MAT00077.spu,AUG5MAT00078.spu,AUG5MAT00079.spu,AUG5MAT00080.spu,AUG5MAT00081.spu,AUG5MAT00082.spu,AUG5MAT00083.spu,AUG5MAT00084.spu,AUG5MAT00085.spu
 326 , 0.328219 , 0.328219 , 0 , 0.328219 , 0 , 0.328219 , 0 , 0.328219 , 0 , 0 , 0 , 0.328219 , 0.328219 , 0.328219 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0 , 0 , 0.328219 , 0 , 0 , 0 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0 , 0.328219 , 0 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0 , 0 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0.328219 , 0 
 327 , 0.478705 , 0.478705 , 0 , 0.478705 , 0 , 0.478705 , 0 , 0.478705 , 0 , 0 , 0 , 0.478705 , 0.478705 , 0.478705 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0 , 0 , 0.478705 , 0 , 0 , 0 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0 , 0.478705 , 0 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0 , 0 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0.478705 , 0 
 328 , 0 , 0 , 0 , 0.026067 , 0 , 0 , 0 , 0.026067 , 0 , 0 , 0 , 0.026067 , 0 , 0.026067 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.026067 , 0.026067 , 0.026067 , 0 , 0.026067 , 0.026067 , 0 , 0 , 0 , 0 , 0.026067 , 0 , 0 , 0 , 0.026067 , 0 , 0 , 0 , 0.026067 , 0 , 0 , 0.026067 , 0.026067 , 0.026067 , 0 , 0 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0 , 0 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0.026067 , 0 
 329 , 0 , 0 , 0 , 0.532781 , 0 , 0 , 0 , 0.532781 , 0 , 0 , 0 , 0.532781 , 0 , 0.532781 , 0 , 0.000146 , 0 , 0 , 0 , 0 , 0 , 0.532781 , 0.532781 , 0.532781 , 0 , 0.532781 , 0.532781 , 0 , 0 , 0 , 0 , 0.532781 , 0 , 0 , 0 , 0.532781 , 0 , 0 , 0 , 0.532781 , 0 , 0 , 0.532781 , 0.532781 , 0.532781 , 0 , 0 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0 , 0 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0.532781 , 0 
 330 , 0 , 0 , 0 , 0.392501 , 0 , 0 , 0 , 0.392501 , 0 , 0 , 0 , 0.392501 , 0 , 0.392501 , 0 , 0.000213 , 0 , 0 , 0 , 0 , 0 , 0.392501 , 0.392501 , 0.392501 , 0 , 0.392501 , 0.392501 , 0 , 0 , 0 , 0 , 0.392501 , 0 , 0 , 0 , 0.392501 , 0 , 0 , 0 , 0.392501 , 0 , 0 , 0.392501 , 0.392501 , 0.392501 , 0 , 0 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0 , 0 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0.392501 , 0 
 331 , 0 , 0 , 0 , 0.118937 , 0 , 0 , 0 , 0.118937 , 0 , 0 , 0 , 0.118937 , 0 , 0.118937 , 0 , 0.000095 , 0 , 0 , 0 , 0 , 0 , 0.118937 , 0.118937 , 0.118937 , 0 , 0.118937 , 0.118937 , 0 , 0 , 0 , 0 , 0.118937 , 0 , 0 , 0 , 0.118937 , 0 , 0 , 0 , 0.118937 , 0 , 0 , 0.118937 , 0.118937 , 0.118937 , 0 , 0 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0 , 0 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0.118937 , 0 
 332 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.004889 , 0 , 0 , 0 , 0.000883 , 0.000257 , 0.000497 , 0.000127 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.743629 , 0 , 0 , 0 , 0.000105 , 0 , 0.000298 , 0 , 0 , 0 , 0 , 0.743629 , 0 , 0 , 0.743629 , 0 , 0 , 0 , 0 , 0.000611 , 0.743629 , 0.000696 , 0 , 0 
 333 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.006852 , 0 , 0 , 0 , 0.002375 , 0.001148 , 0.001721 , 0.000569 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1.524982 , 0 , 0 , 0 , 0.000328 , 0 , 0.000638 , 0 , 0 , 0 , 0 , 1.524982 , 0 , 0 , 1.524982 , 0 , 0 , 0 , 0 , 0.001307 , 1.524982 , 0.001489 , 0 , 0 
 334 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.008443 , 0 , 0 , 0 , 0.003837 , 0.002162 , 0.00282 , 0.001072 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2.110382 , 0 , 0 , 0 , 0.000513 , 0 , 0.000892 , 0 , 0 , 0 , 0 , 2.110382 , 0 , 0 , 2.110382 , 0 , 0 , 0 , 0 , 0.001826 , 2.110382 , 0.00208 , 0 , 0 
 335 , 0.000046 , 0 , 0.000057 , 0 , 0 , 0 , 0.000014 , 0 , 0.000022 , 0.000021 , 0 , 0.010556 , 0.000122 , 0.000246 , 0 , 0.005455 , 0.003466 , 0.004515 , 0.002075 , 0 , 0 , 0.000036 , 0.000131 , 0 , 0 , 0.000093 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000181 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000044 , 0.000306 , 0 , 0.001005 , 0 , 0.001737 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000073 , 0 , 0.00265 , 0 , 0.003044 , 0 , 0 
 336 , 0.000344 , 0 , 0.000379 , 0 , 0 , 0 , 0.0001 , 0 , 0.000146 , 0.000125 , 0 , 0.013575 , 0.000688 , 0.001735 , 0 , 0.007092 , 0.005351 , 0.009325 , 0.004399 , 0 , 0 , 0.000185 , 0.000942 , 0 , 0 , 0.000682 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001177 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000279 , 0.001822 , 0 , 0.003112 , 0 , 0.005049 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000525 , 0 , 0.004342 , 0 , 0.004876 , 0 , 0 
 337 , 0.000691 , 0 , 0.000673 , 0 , 0 , 0 , 0.000193 , 0 , 0.000256 , 0.000207 , 0 , 0.014683 , 0.001071 , 0.003271 , 0 , 0.007937 , 0.006286 , 0.014704 , 0.005558 , 0 , 0 , 0.000268 , 0.001817 , 0 , 0 , 0.001352 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.002046 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000471 , 0.002947 , 0 , 0.005416 , 0 , 0.007634 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001014 , 0 , 0.005081 , 0 , 0.005499 , 0 , 0 
 338 , 0.001036 , 0 , 0.000881 , 0 , 0 , 0 , 0.000275 , 0 , 0.000331 , 0.000254 , 0 , 0.014421 , 0.001255 , 0.004551 , 0 , 0.00815 , 0.006457 , 0.020403 , 0.005851 , 0 , 0 , 0.000299 , 0.002591 , 0 , 0 , 0.001991 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00263 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000591 , 0.00356 , 0 , 0.007591 , 0 , 0.009141 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001449 , 0 , 0.005152 , 0 , 0.005424 , 0 , 0 
 339 , 0.002627 , 0.000672 , 0.000987 , 0.000659 , 0.000503 , 0.000508 , 0.001311 , 0.00049 , 0.000989 , 0.001064 , 0.000525 , 0.015176 , 0.002024 , 0.005523 , 0.002294 , 0.009746 , 0.008288 , 0.015796 , 0.006301 , 0.00021 , 0.000695 , 0.001235 , 0.003858 , 0.000208 , 0 , 0.004022 , 0.000064 , 0.000214 , 0.000937 , 0.000457 , 0.000246 , 0 , 0.000258 , 0.00063 , 0.000788 , 0 , 0.000922 , 0 , 0 , 0.003449 , 0.001185 , 0 , 0.000739 , 0 , 0.000398 , 0.000737 , 0.000131 , 0 , 0 , 0 , 0.001209 , 0 , 0.000693 , 0 , 0 , 0.001 , 0.000068 , 0.002656 , 0.002915 , 0.000656 , 0.008456 , 0.000393 , 0.009711 , 0.000787 , 0 , 0.000281 , 0 , 0 , 0 , 0 , 0.000836 , 0 , 0.000429 , 0.002417 , 0 , 0.006246 , 0 , 0.007397 , 0 , 0.000817 
 340 , 0.004045 , 0.00126 , 0.001052 , 0.001392 , 0.001005 , 0.001012 , 0.002332 , 0.001068 , 0.001646 , 0.001898 , 0.001048 , 0.015781 , 0.002815 , 0.006185 , 0.004499 , 0.011283 , 0.010106 , 0.012926 , 0.006606 , 0.000413 , 0.001631 , 0.002298 , 0.004934 , 0.000366 , 0 , 0.005747 , 0.000142 , 0.000439 , 0.001556 , 0.001059 , 0.000512 , 0 , 0.000571 , 0.001332 , 0.001497 , 0 , 0.002023 , 0 , 0 , 0.004109 , 0.002225 , 0 , 0.001059 , 0 , 0.000706 , 0.001549 , 0.000292 , 0 , 0 , 0 , 0.002371 , 0 , 0.001461 , 0 , 0 , 0.001876 , 0.000122 , 0.004496 , 0.002898 , 0.001386 , 0.008879 , 0.000781 , 0.010038 , 0.001514 , 0 , 0.000384 , 0 , 0 , 0 , 0 , 0.001543 , 0 , 0.000747 , 0.00322 , 0 , 0.007304 , 0 , 0.009573 , 0 , 0.001665 
 341 , 0.00509 , 0.001679 , 0.001091 , 0.002028 , 0.001403 , 0.001409 , 0.003136 , 0.001596 , 0.00217 , 0.002578 , 0.00146 , 0.016061 , 0.003473 , 0.006606 , 0.006187 , 0.012457 , 0.011539 , 0.011268 , 0.006758 , 0.000569 , 0.002611 , 0.003241 , 0.005727 , 0.000468 , 0 , 0.006981 , 0.000217 , 0.000624 , 0.001928 , 0.001673 , 0.000738 , 0 , 0.000867 , 0.001941 , 0.002013 , 0 , 0.003042 , 0 , 0 , 0.004569 , 0.002969 , 0 , 0.001221 , 0 , 0.00091 , 0.002246 , 0.000445 , 0 , 0 , 0 , 0.00326 , 0 , 0.002124 , 0 , 0 , 0.002501 , 0.000159 , 0.005829 , 0.002918 , 0.002017 , 0.009106 , 0.001084 , 0.010193 , 0.002054 , 0 , 0.000433 , 0 , 0 , 0 , 0 , 0.002035 , 0 , 0.000952 , 0.003789 , 0 , 0.008115 , 0 , 0.011471 , 0 , 0.002356 
 342 , 0.005685 , 0.002219 , 0.001534 , 0.002755 , 0.001886 , 0.001886 , 0.004113 , 0.002232 , 0.002775 , 0.003136 , 0.001911 , 0.017939 , 0.004186 , 0.007589 , 0.007461 , 0.0134 , 0.013049 , 0.011041 , 0.00808 , 0.001175 , 0.003508 , 0.004038 , 0.006295 , 0.001057 , 0.000383 , 0.008356 , 0.001248 , 0.001187 , 0.002535 , 0.002241 , 0.001152 , 0.00028 , 0.001524 , 0.002601 , 0.002783 , 0.000207 , 0.00399 , 0.000311 , 0.000218 , 0.005189 , 0.003686 , 0.000299 , 0.001767 , 0.000372 , 0.001477 , 0.002965 , 0.001103 , 0.000137 , 0.000126 , 0.000436 , 0.004058 , 0 , 0.002886 , 0.00053 , 0 , 0.003253 , 0.000933 , 0.007358 , 0.003673 , 0.003116 , 0.010279 , 0.001838 , 0.01111 , 0.002887 , 0.000018 , 0.000987 , 0.000396 , 0 , 0 , 0.000457 , 0.002859 , 0.000419 , 0.001722 , 0.004767 , 0.000357 , 0.009366 , 0 , 0.01389 , 0.000221 , 0.003247 
 343 , 0.00592 , 0.00295 , 0.002465 , 0.003597 , 0.002516 , 0.002481 , 0.005453 , 0.003021 , 0.003478 , 0.00363 , 0.002481 , 0.021939 , 0.005042 , 0.009242 , 0.008485 , 0.014211 , 0.014755 , 0.011839 , 0.011235 , 0.002638 , 0.004213 , 0.004697 , 0.006725 , 0.002373 , 0.001287 , 0.010077 , 0.002888 , 0.002198 , 0.003426 , 0.002733 , 0.001817 , 0.000917 , 0.002622 , 0.003417 , 0.003992 , 0.000677 , 0.004898 , 0.001036 , 0.000743 , 0.006043 , 0.004501 , 0.000842 , 0.002786 , 0.001173 , 0.002593 , 0.003739 , 0.002241 , 0.000419 , 0.000403 , 0.00128 , 0.004881 , 0 , 0.003816 , 0.00161 , 0 , 0.004285 , 0.002682 , 0.00948 , 0.005465 , 0.004669 , 0.012676 , 0.003049 , 0.012847 , 0.004206 , 0.000055 , 0.002084 , 0.001072 , 0 , 0 , 0.001375 , 0.004239 , 0.001326 , 0.003143 , 0.006323 , 0.0013 , 0.011241 , 0 , 0.017086 , 0.000655 , 0.004583 
 344 , 0.006097 , 0.003595 , 0.003347 , 0.004327 , 0.003092 , 0.002997 , 0.006767 , 0.003755 , 0.004057 , 0.00408 , 0.003034 , 0.026139 , 0.005863 , 0.010712 , 0.009368 , 0.014879 , 0.01629 , 0.012503 , 0.014969 , 0.004526 , 0.004808 , 0.005251 , 0.007083 , 0.003786 , 0.002229 , 0.011626 , 0.004074 , 0.003129 , 0.004171 , 0.003182 , 0.002451 , 0.001549 , 0.003663 , 0.004242 , 0.005179 , 0.001142 , 0.005733 , 0.001777 , 0.001301 , 0.006792 , 0.005241 , 0.001272 , 0.003718 , 0.001925 , 0.003738 , 0.004411 , 0.003206 , 0.00067 , 0.000667 , 0.001985 , 0.00563 , 0 , 0.004673 , 0.002561 , 0 , 0.005262 , 0.004455 , 0.011648 , 0.007478 , 0.005977 , 0.015095 , 0.004076 , 0.014381 , 0.005504 , 0.000088 , 0.003056 , 0.001576 , 0 , 0 , 0.002171 , 0.005617 , 0.00218 , 0.00442 , 0.007774 , 0.00244 , 0.013026 , 0 , 0.020147 , 0.001023 , 0.006016 
 345 , 0.006318 , 0.004182 , 0.004193 , 0.004961 , 0.003619 , 0.00348 , 0.008003 , 0.004462 , 0.004595 , 0.004559 , 0.003627 , 0.030228 , 0.006626 , 0.011966 , 0.010147 , 0.015564 , 0.017451 , 0.013134 , 0.018888 , 0.006642 , 0.005359 , 0.00577 , 0.007467 , 0.005171 , 0.003175 , 0.01289 , 0.004928 , 0.003977 , 0.004816 , 0.00362 , 0.003059 , 0.002175 , 0.004617 , 0.005058 , 0.006263 , 0.001592 , 0.006476 , 0.002503 , 0.001898 , 0.007463 , 0.005978 , 0.001686 , 0.004576 , 0.002631 , 0.004864 , 0.00502 , 0.004044 , 0.00093 , 0.000969 , 0.002599 , 0.006326 , 0.00002 , 0.005467 , 0.003404 , 0.000081 , 0.006135 , 0.006096 , 0.013553 , 0.009582 , 0.00712 , 0.017382 , 0.004969 , 0.015673 , 0.006659 , 0.000163 , 0.003927 , 0.001991 , 0.000053 , 0.000124 , 0.00291 , 0.006913 , 0.003005 , 0.005555 , 0.009118 , 0.003735 , 0.014723 , 0.000014 , 0.022756 , 0.001405 , 0.007503 
 346 , 0.007569 , 0.00492 , 0.005229 , 0.005436 , 0.004135 , 0.004296 , 0.008788 , 0.005489 , 0.00565 , 0.005931 , 0.00503 , 0.031273 , 0.007256 , 0.012444 , 0.011024 , 0.017488 , 0.016539 , 0.014333 , 0.018116 , 0.006199 , 0.006305 , 0.006731 , 0.008738 , 0.005581 , 0.004023 , 0.012753 , 0.004856 , 0.004713 , 0.005494 , 0.00441 , 0.003791 , 0.002936 , 0.005256 , 0.005806 , 0.006609 , 0.002034 , 0.006954 , 0.003062 , 0.002749 , 0.008175 , 0.007526 , 0.002904 , 0.005496 , 0.003418 , 0.005725 , 0.005804 , 0.004879 , 0.001607 , 0.001941 , 0.003295 , 0.007185 , 0.000289 , 0.00631 , 0.004194 , 0.001153 , 0.00649 , 0.006436 , 0.012833 , 0.010501 , 0.008387 , 0.018338 , 0.005855 , 0.016098 , 0.006709 , 0.00084 , 0.004803 , 0.002525 , 0.000732 , 0.001838 , 0.004088 , 0.007538 , 0.004224 , 0.00646 , 0.010424 , 0.004717 , 0.016438 , 0.000197 , 0.022295 , 0.002589 , 0.008839 
 347 , 0.008581 , 0.005526 , 0.006103 , 0.005888 , 0.004694 , 0.005072 , 0.009549 , 0.006368 , 0.006655 , 0.007497 , 0.006381 , 0.032083 , 0.007719 , 0.01284 , 0.011717 , 0.019539 , 0.015813 , 0.015553 , 0.017465 , 0.005878 , 0.007235 , 0.007676 , 0.010008 , 0.005892 , 0.004746 , 0.012606 , 0.004784 , 0.005447 , 0.006099 , 0.005099 , 0.004455 , 0.003619 , 0.005875 , 0.006475 , 0.006868 , 0.002392 , 0.007328 , 0.003549 , 0.003415 , 0.008817 , 0.009194 , 0.004248 , 0.006333 , 0.004083 , 0.006489 , 0.006521 , 0.005582 , 0.002142 , 0.002833 , 0.004066 , 0.007917 , 0.000528 , 0.00714 , 0.004886 , 0.00208 , 0.006762 , 0.006675 , 0.012282 , 0.01132 , 0.009583 , 0.019085 , 0.006729 , 0.016436 , 0.006724 , 0.001513 , 0.005665 , 0.002954 , 0.001289 , 0.003449 , 0.005073 , 0.008055 , 0.005446 , 0.007245 , 0.011555 , 0.005482 , 0.018133 , 0.00035 , 0.021869 , 0.003708 , 0.010039 
 348 , 0.00941 , 0.006029 , 0.006845 , 0.006319 , 0.005304 , 0.005813 , 0.010288 , 0.007124 , 0.007613 , 0.009316 , 0.007687 , 0.032714 , 0.008064 , 0.013171 , 0.012271 , 0.021739 , 0.015216 , 0.016799 , 0.016904 , 0.005631 , 0.008153 , 0.008606 , 0.01128 , 0.00613 , 0.005368 , 0.012456 , 0.004714 , 0.006184 , 0.00664 , 0.005703 , 0.005059 , 0.004233 , 0.006474 , 0.007076 , 0.007062 , 0.002685 , 0.007623 , 0.003977 , 0.003944 , 0.009397 , 0.011007 , 0.005754 , 0.007097 , 0.004651 , 0.00717 , 0.007179 , 0.006178 , 0.002571 , 0.003655 , 0.00493 , 0.008543 , 0.00074 , 0.00796 , 0.005497 , 0.002887 , 0.006973 , 0.006844 , 0.011838 , 0.012052 , 0.010714 , 0.019674 , 0.007594 , 0.016706 , 0.006715 , 0.002185 , 0.006517 , 0.003303 , 0.001752 , 0.004969 , 0.005905 , 0.008485 , 0.006677 , 0.00793 , 0.012541 , 0.006086 , 0.019812 , 0.000478 , 0.021474 , 0.004767 , 0.011122 
 349 , 0.010161 , 0.007385 , 0.007327 , 0.007239 , 0.006465 , 0.006474 , 0.010941 , 0.007398 , 0.00854 , 0.009944 , 0.007973 , 0.031782 , 0.009481 , 0.013482 , 0.012027 , 0.023525 , 0.016194 , 0.018064 , 0.017877 , 0.006366 , 0.00907 , 0.009781 , 0.012702 , 0.006842 , 0.006024 , 0.013035 , 0.005335 , 0.006801 , 0.007146 , 0.006552 , 0.00565 , 0.004893 , 0.007182 , 0.007583 , 0.007977 , 0.003233 , 0.00833 , 0.004424 , 0.004654 , 0.010312 , 0.011533 , 0.00597 , 0.007493 , 0.005531 , 0.007913 , 0.008038 , 0.006987 , 0.003124 , 0.0041 , 0.005724 , 0.009774 , 0.001264 , 0.008549 , 0.006312 , 0.00375 , 0.007744 , 0.007667 , 0.012561 , 0.012577 , 0.01174 , 0.01998 , 0.008038 , 0.017101 , 0.007545 , 0.003129 , 0.006915 , 0.004039 , 0.002471 , 0.005608 , 0.006577 , 0.009159 , 0.007556 , 0.008283 , 0.012819 , 0.006747 , 0.020901 , 0.001076 , 0.020669 , 0.00552 , 0.010819 
 350 , 0.010801 , 0.009144 , 0.007641 , 0.008275 , 0.007668 , 0.00703 , 0.011456 , 0.007471 , 0.009368 , 0.010034 , 0.007801 , 0.030648 , 0.011392 , 0.013736 , 0.011562 , 0.024834 , 0.017598 , 0.019128 , 0.019244 , 0.007543 , 0.009862 , 0.010935 , 0.014032 , 0.007659 , 0.006627 , 0.01377 , 0.00618 , 0.007284 , 0.007572 , 0.007428 , 0.006169 , 0.005492 , 0.007841 , 0.00799 , 0.009117 , 0.003853 , 0.009112 , 0.004828 , 0.005406 , 0.011249 , 0.011499 , 0.00581 , 0.007718 , 0.006477 , 0.008583 , 0.008881 , 0.007795 , 0.003697 , 0.004356 , 0.006354 , 0.011181 , 0.00186 , 0.00897 , 0.007142 , 0.004538 , 0.008656 , 0.008644 , 0.013579 , 0.012975 , 0.012591 , 0.020106 , 0.008287 , 0.017486 , 0.00861 , 0.004043 , 0.007112 , 0.004875 , 0.003283 , 0.005854 , 0.007119 , 0.009836 , 0.008183 , 0.008509 , 0.012854 , 0.007359 , 0.021593 , 0.001849 , 0.019997 , 0.006067 , 0.010282 
 351 , 0.011334 , 0.010918 , 0.007886 , 0.009209 , 0.008691 , 0.007512 , 0.011874 , 0.007525 , 0.010105 , 0.010132 , 0.007611 , 0.029809 , 0.013332 , 0.013933 , 0.011173 , 0.025903 , 0.018817 , 0.020005 , 0.02041 , 0.008802 , 0.010529 , 0.011956 , 0.015207 , 0.008366 , 0.007143 , 0.014375 , 0.006954 , 0.007688 , 0.007925 , 0.008204 , 0.006608 , 0.005997 , 0.008403 , 0.008324 , 0.010162 , 0.004415 , 0.009787 , 0.005168 , 0.006091 , 0.012061 , 0.011474 , 0.005749 , 0.007908 , 0.007329 , 0.009139 , 0.00961 , 0.008492 , 0.004211 , 0.004568 , 0.006877 , 0.012482 , 0.002384 , 0.009318 , 0.007879 , 0.005204 , 0.009463 , 0.009486 , 0.01444 , 0.013308 , 0.013307 , 0.020166 , 0.008501 , 0.017797 , 0.00955 , 0.004814 , 0.007284 , 0.005619 , 0.004041 , 0.006059 , 0.007572 , 0.010402 , 0.008713 , 0.008709 , 0.012893 , 0.007871 , 0.022143 , 0.002572 , 0.019532 , 0.006526 , 0.009937 
