JUL8WSG100005.spu,JUL8WSG100004.spu,JUL8WSG100003.spu,
Wavelength,JUL8WSG100006.spu,JUL8WSG100007.spu,JUL8WSG100008.spu,JUL8WSG100009.spu,JUL8WSG100010.spu,JUL8WSG100011.spu,JUL8WSG100012.spu,JUL8WSG100013.spu,JUL8WSG100014.spu,JUL8WSG100015.spu,JUL8WSG100016.spu,JUL8WSG100017.spu,JUL8WSG100018.spu,JUL8WSG100019.spu,JUL8WSG100020.spu,JUL8WSG100021.spu,JUL8WSG100022.spu,JUL8WSG100023.spu,JUL8WSG100024.spu,JUL8WSG100025.spu
  (nm),7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3
  time  ,7:48 PM",7:56 PM",8:03 PM",8:10 PM",8:18 PM",8:43 PM",8:49 PM",8:56 PM",9:04 PM",9:14 PM",9:32 PM",9:36 PM",9:42 PM",9:48 PM",9:54 PM",0:24 PM",0:29 PM",0:37 PM",0:43 PM",0:49 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 482 , 0.090976 , 0.08962 , 0.069286 , 0.069391 , 0.047029 , 0.054915 , 0.057147 , 0.051018 , 0.058158 , 0.039557 , 0.043343 , 0.040519 , 0.039742 , 0.035913 , 0.03214 , 0.064946 , 0.069662 , 0.059477 , 0.048787 , 0.058435 
 483 , 0.09138 , 0.090071 , 0.069697 , 0.06974 , 0.047138 , 0.055176 , 0.057473 , 0.051169 , 0.05851 , 0.039636 , 0.043532 , 0.040581 , 0.039717 , 0.03613 , 0.032234 , 0.065338 , 0.069956 , 0.059683 , 0.049008 , 0.058633 
 484 , 0.091747 , 0.090369 , 0.069963 , 0.069913 , 0.047326 , 0.055329 , 0.057591 , 0.051386 , 0.058753 , 0.039786 , 0.043655 , 0.040812 , 0.039898 , 0.036313 , 0.032358 , 0.06552 , 0.070105 , 0.059803 , 0.049248 , 0.058821 
 485 , 0.092118 , 0.09067 , 0.07024 , 0.070086 , 0.047515 , 0.055482 , 0.057703 , 0.051598 , 0.058995 , 0.039932 , 0.04378 , 0.041046 , 0.040087 , 0.036506 , 0.032485 , 0.0657 , 0.070259 , 0.059917 , 0.049495 , 0.059008 
 486 , 0.09249 , 0.090973 , 0.070512 , 0.070265 , 0.047712 , 0.05563 , 0.057821 , 0.051816 , 0.059239 , 0.040079 , 0.043911 , 0.04128 , 0.040271 , 0.036692 , 0.032613 , 0.065882 , 0.07042 , 0.060038 , 0.049743 , 0.059196 
 487 , 0.092927 , 0.091406 , 0.070851 , 0.070586 , 0.04791 , 0.055881 , 0.058089 , 0.052004 , 0.059498 , 0.040237 , 0.044182 , 0.041387 , 0.04036 , 0.036817 , 0.032705 , 0.066189 , 0.070715 , 0.060321 , 0.049908 , 0.059393 
 488 , 0.093392 , 0.091903 , 0.071208 , 0.070973 , 0.048115 , 0.056181 , 0.058444 , 0.05217 , 0.059773 , 0.040394 , 0.044524 , 0.041433 , 0.040407 , 0.036914 , 0.032773 , 0.066566 , 0.071084 , 0.060681 , 0.050025 , 0.059587 
 489 , 0.093858 , 0.0924 , 0.071558 , 0.071367 , 0.048326 , 0.056482 , 0.058799 , 0.052336 , 0.060047 , 0.040552 , 0.044865 , 0.041473 , 0.040447 , 0.037006 , 0.032841 , 0.066943 , 0.071459 , 0.061036 , 0.050142 , 0.059781 
 490 , 0.094346 , 0.092908 , 0.071969 , 0.071771 , 0.048567 , 0.056804 , 0.059093 , 0.052534 , 0.060327 , 0.04075 , 0.045205 , 0.041596 , 0.040578 , 0.03716 , 0.032964 , 0.067286 , 0.071839 , 0.061419 , 0.05027 , 0.059993 
 491 , 0.094863 , 0.093433 , 0.072485 , 0.072201 , 0.048905 , 0.057184 , 0.059249 , 0.052825 , 0.060618 , 0.041032 , 0.045539 , 0.041902 , 0.040897 , 0.037457 , 0.033216 , 0.067565 , 0.072201 , 0.061838 , 0.050421 , 0.060242 
 492 , 0.095367 , 0.093944 , 0.073001 , 0.072631 , 0.049236 , 0.057558 , 0.059406 , 0.053104 , 0.060903 , 0.041308 , 0.045873 , 0.042201 , 0.04121 , 0.037748 , 0.033467 , 0.067833 , 0.072563 , 0.062258 , 0.050566 , 0.060496 
 493 , 0.095872 , 0.094456 , 0.073504 , 0.073049 , 0.049561 , 0.057932 , 0.059557 , 0.053383 , 0.061188 , 0.041584 , 0.046194 , 0.042501 , 0.041516 , 0.038032 , 0.033711 , 0.0681 , 0.072913 , 0.062671 , 0.050712 , 0.060738 
 494 , 0.096303 , 0.0949 , 0.073953 , 0.073418 , 0.04996 , 0.058204 , 0.05981 , 0.053744 , 0.061446 , 0.041821 , 0.04662 , 0.042929 , 0.04179 , 0.038321 , 0.034027 , 0.068336 , 0.073245 , 0.062929 , 0.050981 , 0.061071 
 495 , 0.096726 , 0.095343 , 0.074396 , 0.073787 , 0.050357 , 0.058465 , 0.060069 , 0.054107 , 0.061698 , 0.042054 , 0.047051 , 0.043363 , 0.04206 , 0.038599 , 0.034346 , 0.068575 , 0.073566 , 0.063179 , 0.051261 , 0.061402 
 496 , 0.097142 , 0.095779 , 0.074838 , 0.074145 , 0.050754 , 0.058725 , 0.060322 , 0.054469 , 0.061949 , 0.04228 , 0.047481 , 0.04379 , 0.042329 , 0.038872 , 0.034659 , 0.068808 , 0.073887 , 0.063429 , 0.051528 , 0.061734 
 497 , 0.097637 , 0.096366 , 0.075372 , 0.074635 , 0.051173 , 0.059079 , 0.060657 , 0.054758 , 0.062259 , 0.042437 , 0.048011 , 0.04426 , 0.042634 , 0.039276 , 0.035028 , 0.069202 , 0.074248 , 0.063739 , 0.051774 , 0.0621 
 498 , 0.098191 , 0.097062 , 0.07598 , 0.075226 , 0.05161 , 0.059511 , 0.061063 , 0.054996 , 0.062615 , 0.042538 , 0.048623 , 0.044753 , 0.042974 , 0.039772 , 0.035435 , 0.069705 , 0.074649 , 0.064105 , 0.052003 , 0.062492 
 499 , 0.098751 , 0.097764 , 0.076588 , 0.07581 , 0.052054 , 0.059936 , 0.061468 , 0.055235 , 0.06297 , 0.04264 , 0.049234 , 0.045244 , 0.043314 , 0.040268 , 0.035842 , 0.070214 , 0.07505 , 0.064465 , 0.052231 , 0.06289 
 500 , 0.099304 , 0.098441 , 0.077199 , 0.076372 , 0.052505 , 0.06034 , 0.061852 , 0.055498 , 0.063321 , 0.042771 , 0.049872 , 0.045771 , 0.043689 , 0.040788 , 0.036289 , 0.070692 , 0.075442 , 0.064815 , 0.052523 , 0.063278 
 501 , 0.099852 , 0.09902 , 0.077801 , 0.076866 , 0.053011 , 0.060685 , 0.062183 , 0.055848 , 0.063675 , 0.043013 , 0.050602 , 0.046413 , 0.044175 , 0.041399 , 0.036892 , 0.071087 , 0.075814 , 0.065174 , 0.052986 , 0.063651 
 502 , 0.100395 , 0.099589 , 0.078404 , 0.077353 , 0.053512 , 0.061025 , 0.06251 , 0.056199 , 0.064024 , 0.043249 , 0.051331 , 0.047043 , 0.044654 , 0.042003 , 0.037489 , 0.071477 , 0.076181 , 0.065533 , 0.05345 , 0.064012 
 503 , 0.100926 , 0.100157 , 0.079 , 0.077841 , 0.054005 , 0.061364 , 0.062835 , 0.056544 , 0.064373 , 0.043485 , 0.052052 , 0.047671 , 0.045132 , 0.042606 , 0.038084 , 0.071866 , 0.076547 , 0.065886 , 0.053907 , 0.064379 
 504 , 0.101608 , 0.100889 , 0.07975 , 0.078488 , 0.054698 , 0.06187 , 0.063345 , 0.056959 , 0.064814 , 0.043693 , 0.05315 , 0.048458 , 0.045716 , 0.043284 , 0.038726 , 0.072425 , 0.077135 , 0.066349 , 0.054192 , 0.064881 
 505 , 0.102311 , 0.101629 , 0.080512 , 0.07916 , 0.055418 , 0.062396 , 0.063882 , 0.057385 , 0.065252 , 0.043891 , 0.054292 , 0.049262 , 0.046297 , 0.043964 , 0.039367 , 0.07301 , 0.077747 , 0.066811 , 0.05445 , 0.065398 
 506 , 0.103008 , 0.102364 , 0.081262 , 0.079813 , 0.05612 , 0.062916 , 0.064413 , 0.057805 , 0.065685 , 0.044084 , 0.055414 , 0.050047 , 0.046877 , 0.044638 , 0.039995 , 0.073583 , 0.078353 , 0.067273 , 0.054702 , 0.06591 
 507 , 0.103791 , 0.103171 , 0.082124 , 0.080561 , 0.056874 , 0.063505 , 0.064873 , 0.058249 , 0.066102 , 0.04435 , 0.056674 , 0.051047 , 0.047629 , 0.045469 , 0.040804 , 0.074144 , 0.078973 , 0.06775 , 0.055001 , 0.066431 
 508 , 0.104654 , 0.104045 , 0.083067 , 0.081388 , 0.057661 , 0.064145 , 0.06527 , 0.058719 , 0.066505 , 0.044669 , 0.05805 , 0.052223 , 0.048531 , 0.046445 , 0.041774 , 0.074674 , 0.079594 , 0.068251 , 0.055332 , 0.066943 
 509 , 0.105504 , 0.104908 , 0.083998 , 0.082204 , 0.058442 , 0.064779 , 0.065667 , 0.059184 , 0.066908 , 0.044982 , 0.059409 , 0.053394 , 0.049428 , 0.047409 , 0.042726 , 0.075197 , 0.080209 , 0.068738 , 0.055662 , 0.067443 
 510 , 0.106333 , 0.105755 , 0.084916 , 0.082999 , 0.05925 , 0.065403 , 0.066091 , 0.059658 , 0.067302 , 0.045294 , 0.060784 , 0.054588 , 0.05034 , 0.048374 , 0.043718 , 0.075719 , 0.080801 , 0.069225 , 0.056006 , 0.067978 
 511 , 0.107091 , 0.10661 , 0.085831 , 0.083705 , 0.060228 , 0.065985 , 0.066667 , 0.06024 , 0.067697 , 0.045596 , 0.062293 , 0.056019 , 0.051395 , 0.049409 , 0.044956 , 0.076268 , 0.081299 , 0.069737 , 0.056464 , 0.068665 
 512 , 0.107845 , 0.107455 , 0.086751 , 0.084411 , 0.061209 , 0.066572 , 0.067248 , 0.060819 , 0.068089 , 0.045899 , 0.063799 , 0.057442 , 0.052451 , 0.050439 , 0.046197 , 0.076817 , 0.08179 , 0.070253 , 0.056918 , 0.069351 
 513 , 0.108599 , 0.108306 , 0.087666 , 0.085117 , 0.062184 , 0.067153 , 0.06783 , 0.061397 , 0.068483 , 0.046202 , 0.0653 , 0.058867 , 0.053501 , 0.05147 , 0.04744 , 0.077373 , 0.082281 , 0.070763 , 0.057373 , 0.070044 
 514 , 0.109485 , 0.109363 , 0.088791 , 0.086045 , 0.063191 , 0.06786 , 0.068513 , 0.061994 , 0.069051 , 0.046459 , 0.067262 , 0.060578 , 0.054687 , 0.052813 , 0.048852 , 0.07814 , 0.083041 , 0.071431 , 0.057868 , 0.070851 
 515 , 0.110399 , 0.110478 , 0.089962 , 0.087028 , 0.064208 , 0.068602 , 0.069231 , 0.062594 , 0.069659 , 0.046698 , 0.069329 , 0.062356 , 0.055914 , 0.054234 , 0.050316 , 0.078955 , 0.083862 , 0.072141 , 0.058383 , 0.071688 
 516 , 0.111308 , 0.111596 , 0.09114 , 0.088008 , 0.065221 , 0.069345 , 0.069951 , 0.063196 , 0.070269 , 0.046944 , 0.071401 , 0.064138 , 0.057138 , 0.055657 , 0.051778 , 0.079772 , 0.084691 , 0.072851 , 0.058894 , 0.072527 
 517 , 0.112315 , 0.112731 , 0.092333 , 0.089003 , 0.06628 , 0.070167 , 0.070705 , 0.063898 , 0.070932 , 0.047241 , 0.073601 , 0.066084 , 0.05856 , 0.05714 , 0.053399 , 0.080629 , 0.085557 , 0.073564 , 0.059484 , 0.073411 
 518 , 0.113445 , 0.113869 , 0.093544 , 0.090003 , 0.067376 , 0.071077 , 0.071494 , 0.064737 , 0.071666 , 0.047603 , 0.075931 , 0.068217 , 0.060215 , 0.058686 , 0.055201 , 0.081515 , 0.086462 , 0.07428 , 0.060172 , 0.074348 
 519 , 0.114566 , 0.115003 , 0.094745 , 0.090999 , 0.068464 , 0.071977 , 0.072278 , 0.065561 , 0.072389 , 0.047966 , 0.078252 , 0.070341 , 0.061857 , 0.060221 , 0.056991 , 0.082392 , 0.087363 , 0.074991 , 0.060854 , 0.075274 
 520 , 0.115679 , 0.116135 , 0.09594 , 0.091994 , 0.069567 , 0.072884 , 0.073075 , 0.066387 , 0.073112 , 0.048343 , 0.080571 , 0.072452 , 0.063495 , 0.061751 , 0.058773 , 0.083278 , 0.088277 , 0.075714 , 0.061523 , 0.076207 
 521 , 0.116766 , 0.117328 , 0.097174 , 0.093146 , 0.070848 , 0.073881 , 0.074017 , 0.067221 , 0.07382 , 0.048871 , 0.083063 , 0.074666 , 0.065176 , 0.063353 , 0.060604 , 0.084243 , 0.089352 , 0.076575 , 0.062118 , 0.077249 
 522 , 0.117834 , 0.118503 , 0.098384 , 0.094282 , 0.072106 , 0.074869 , 0.074944 , 0.068041 , 0.074522 , 0.04939 , 0.085521 , 0.076852 , 0.066827 , 0.06493 , 0.062402 , 0.085198 , 0.090416 , 0.077422 , 0.062706 , 0.078271 
 523 , 0.11889 , 0.11966 , 0.099583 , 0.095402 , 0.073349 , 0.075846 , 0.075859 , 0.068856 , 0.075213 , 0.049904 , 0.087945 , 0.079003 , 0.068458 , 0.066488 , 0.064183 , 0.086143 , 0.091456 , 0.078264 , 0.063282 , 0.079283 
 524 , 0.120139 , 0.120925 , 0.10096 , 0.096601 , 0.074579 , 0.076854 , 0.076717 , 0.069746 , 0.075944 , 0.050424 , 0.090472 , 0.081269 , 0.07017 , 0.068075 , 0.066024 , 0.087105 , 0.09253 , 0.079193 , 0.063873 , 0.080278 
 525 , 0.121435 , 0.122211 , 0.102383 , 0.097808 , 0.075795 , 0.077873 , 0.07756 , 0.070669 , 0.076684 , 0.050941 , 0.093007 , 0.083544 , 0.071889 , 0.069674 , 0.067871 , 0.088056 , 0.093608 , 0.080139 , 0.064466 , 0.081253 
 526 , 0.122718 , 0.123478 , 0.103796 , 0.098996 , 0.076996 , 0.078874 , 0.07839 , 0.07158 , 0.07741 , 0.051452 , 0.095503 , 0.085791 , 0.073591 , 0.071241 , 0.069689 , 0.088989 , 0.094668 , 0.081073 , 0.065053 , 0.082216 
 527 , 0.123882 , 0.124664 , 0.105104 , 0.100111 , 0.078168 , 0.079858 , 0.079196 , 0.07248 , 0.078136 , 0.051937 , 0.097853 , 0.087954 , 0.075217 , 0.072726 , 0.071434 , 0.089871 , 0.095646 , 0.081951 , 0.065683 , 0.083212 
 528 , 0.124887 , 0.125786 , 0.106256 , 0.101113 , 0.0793 , 0.080806 , 0.079964 , 0.073379 , 0.078838 , 0.052382 , 0.099981 , 0.09001 , 0.07675 , 0.074062 , 0.073075 , 0.090675 , 0.096501 , 0.082748 , 0.066388 , 0.084253 
 529 , 0.125879 , 0.126888 , 0.107403 , 0.102103 , 0.080416 , 0.081748 , 0.080727 , 0.074272 , 0.079533 , 0.052825 , 0.102084 , 0.092043 , 0.078264 , 0.075382 , 0.074691 , 0.091472 , 0.097343 , 0.083538 , 0.067087 , 0.085284 
 530 , 0.126863 , 0.12799 , 0.108531 , 0.10308 , 0.081519 , 0.082671 , 0.081487 , 0.075145 , 0.08022 , 0.053259 , 0.104162 , 0.094044 , 0.079749 , 0.076686 , 0.076285 , 0.092268 , 0.098183 , 0.084321 , 0.067771 , 0.086295 
 531 , 0.1279 , 0.129179 , 0.109697 , 0.104105 , 0.082482 , 0.083588 , 0.082361 , 0.075931 , 0.081012 , 0.053606 , 0.106157 , 0.095802 , 0.080961 , 0.077989 , 0.077702 , 0.093246 , 0.099094 , 0.085135 , 0.068332 , 0.087161 
 532 , 0.128923 , 0.130359 , 0.110863 , 0.105116 , 0.083439 , 0.084497 , 0.083227 , 0.076718 , 0.08181 , 0.053943 , 0.108131 , 0.097542 , 0.082169 , 0.079283 , 0.07911 , 0.094207 , 0.100005 , 0.085946 , 0.06888 , 0.088024 
 533 , 0.129938 , 0.131528 , 0.11201 , 0.106122 , 0.08439 , 0.085394 , 0.084082 , 0.077498 , 0.082595 , 0.05428 , 0.110086 , 0.099269 , 0.083367 , 0.080562 , 0.080497 , 0.095156 , 0.100903 , 0.086752 , 0.069429 , 0.088876 
 534 , 0.130862 , 0.13247 , 0.112992 , 0.106939 , 0.085251 , 0.086136 , 0.084812 , 0.078151 , 0.083236 , 0.054668 , 0.11172 , 0.100763 , 0.084424 , 0.081627 , 0.081653 , 0.095956 , 0.101654 , 0.087441 , 0.069953 , 0.08956 
 535 , 0.131751 , 0.133312 , 0.113907 , 0.107667 , 0.086065 , 0.086804 , 0.085482 , 0.07875 , 0.083817 , 0.055074 , 0.11322 , 0.10216 , 0.085417 , 0.082586 , 0.082696 , 0.096711 , 0.102335 , 0.088093 , 0.070476 , 0.090186 
 536 , 0.132635 , 0.13415 , 0.114811 , 0.108397 , 0.086881 , 0.087466 , 0.086154 , 0.079343 , 0.084393 , 0.055482 , 0.11472 , 0.103556 , 0.086407 , 0.083541 , 0.083736 , 0.09746 , 0.103016 , 0.08874 , 0.070993 , 0.0908 
 537 , 0.133489 , 0.134982 , 0.115692 , 0.109128 , 0.087667 , 0.088143 , 0.0868 , 0.079929 , 0.084955 , 0.055868 , 0.116168 , 0.104838 , 0.087322 , 0.084427 , 0.084681 , 0.098182 , 0.10373 , 0.089395 , 0.071474 , 0.091429 
 538 , 0.134284 , 0.135827 , 0.116525 , 0.109902 , 0.088409 , 0.08886 , 0.087409 , 0.080524 , 0.085493 , 0.056213 , 0.117526 , 0.105926 , 0.088082 , 0.085205 , 0.085441 , 0.098851 , 0.10452 , 0.090057 , 0.071899 , 0.092097 
 539 , 0.135081 , 0.136669 , 0.117354 , 0.110678 , 0.089147 , 0.089573 , 0.088026 , 0.081113 , 0.086038 , 0.056565 , 0.118876 , 0.107005 , 0.088839 , 0.085979 , 0.086202 , 0.099522 , 0.105307 , 0.090715 , 0.072325 , 0.092761 
 540 , 0.135873 , 0.137517 , 0.118185 , 0.111449 , 0.089887 , 0.090282 , 0.088631 , 0.081697 , 0.086572 , 0.056912 , 0.120224 , 0.108081 , 0.089597 , 0.086749 , 0.08696 , 0.100188 , 0.106095 , 0.091367 , 0.072745 , 0.093426 
 541 , 0.13666 , 0.138316 , 0.118945 , 0.112164 , 0.090524 , 0.090927 , 0.089119 , 0.082188 , 0.087048 , 0.057256 , 0.121319 , 0.108906 , 0.090214 , 0.087398 , 0.087655 , 0.100688 , 0.106664 , 0.091936 , 0.073112 , 0.093901 
 542 , 0.137441 , 0.139107 , 0.119696 , 0.112877 , 0.091151 , 0.091581 , 0.08961 , 0.082672 , 0.087513 , 0.057599 , 0.122414 , 0.109729 , 0.090834 , 0.088043 , 0.08834 , 0.101177 , 0.107236 , 0.092494 , 0.073472 , 0.094359 
 543 , 0.138221 , 0.139899 , 0.120448 , 0.11359 , 0.091785 , 0.092223 , 0.0901 , 0.083157 , 0.087985 , 0.057936 , 0.123505 , 0.110546 , 0.091447 , 0.088688 , 0.089019 , 0.101666 , 0.107794 , 0.093058 , 0.073832 , 0.094816 
 544 , 0.138969 , 0.140644 , 0.121227 , 0.114271 , 0.09244 , 0.092799 , 0.090578 , 0.083722 , 0.08845 , 0.058259 , 0.124479 , 0.111372 , 0.092034 , 0.089314 , 0.08966 , 0.102188 , 0.108339 , 0.093603 , 0.074259 , 0.095359 
 545 , 0.139684 , 0.141358 , 0.12203 , 0.11492 , 0.093125 , 0.093325 , 0.091037 , 0.084321 , 0.08891 , 0.058577 , 0.125365 , 0.112193 , 0.092605 , 0.089923 , 0.090277 , 0.102729 , 0.108851 , 0.094138 , 0.074731 , 0.095953 
 546 , 0.140399 , 0.142072 , 0.122828 , 0.115564 , 0.093798 , 0.093838 , 0.091497 , 0.084922 , 0.089363 , 0.058889 , 0.126252 , 0.113015 , 0.093169 , 0.090527 , 0.090888 , 0.10327 , 0.10937 , 0.094661 , 0.075203 , 0.096541 
 547 , 0.14106 , 0.142771 , 0.123561 , 0.116187 , 0.0944 , 0.09432 , 0.091938 , 0.085463 , 0.089811 , 0.059147 , 0.127077 , 0.113745 , 0.093655 , 0.091079 , 0.091448 , 0.103794 , 0.10986 , 0.095172 , 0.075613 , 0.097057 
 548 , 0.141613 , 0.143477 , 0.12415 , 0.116768 , 0.094817 , 0.094696 , 0.092354 , 0.08586 , 0.090268 , 0.059292 , 0.127757 , 0.114258 , 0.093908 , 0.091513 , 0.091836 , 0.104285 , 0.110315 , 0.095651 , 0.075867 , 0.097414 
 549 , 0.142162 , 0.14418 , 0.12473 , 0.117347 , 0.095225 , 0.095076 , 0.092775 , 0.086256 , 0.090723 , 0.059443 , 0.128435 , 0.114762 , 0.094159 , 0.091952 , 0.092222 , 0.104774 , 0.110774 , 0.096122 , 0.076119 , 0.097769 
 550 , 0.142705 , 0.144877 , 0.125318 , 0.117927 , 0.09564 , 0.095457 , 0.093196 , 0.086652 , 0.091179 , 0.059586 , 0.129114 , 0.115274 , 0.094408 , 0.092384 , 0.092607 , 0.105271 , 0.111226 , 0.096601 , 0.076371 , 0.098123 
 551 , 0.143281 , 0.145461 , 0.125829 , 0.11838 , 0.096053 , 0.095815 , 0.093506 , 0.086953 , 0.091564 , 0.059784 , 0.129571 , 0.115623 , 0.094681 , 0.092773 , 0.092841 , 0.105573 , 0.111637 , 0.096922 , 0.07672 , 0.098327 
 552 , 0.143871 , 0.146022 , 0.126333 , 0.118817 , 0.096465 , 0.096166 , 0.093797 , 0.08724 , 0.091931 , 0.059987 , 0.130016 , 0.115957 , 0.094947 , 0.093157 , 0.093068 , 0.105861 , 0.112036 , 0.097228 , 0.077082 , 0.098515 
 553 , 0.144456 , 0.146586 , 0.126838 , 0.119255 , 0.096886 , 0.096525 , 0.094095 , 0.087528 , 0.092293 , 0.060191 , 0.130463 , 0.116292 , 0.095221 , 0.093542 , 0.093296 , 0.106156 , 0.112436 , 0.097528 , 0.077446 , 0.098702 
 554 , 0.144904 , 0.147006 , 0.127216 , 0.119576 , 0.097192 , 0.096753 , 0.094323 , 0.087738 , 0.092537 , 0.060363 , 0.130693 , 0.116345 , 0.095268 , 0.09368 , 0.093331 , 0.106426 , 0.112758 , 0.097773 , 0.077668 , 0.098876 
 555 , 0.145263 , 0.147334 , 0.127496 , 0.119823 , 0.09742 , 0.096906 , 0.094513 , 0.087909 , 0.092703 , 0.060508 , 0.13076 , 0.116209 , 0.095171 , 0.093656 , 0.093217 , 0.106705 , 0.113027 , 0.097989 , 0.077802 , 0.099059 
 556 , 0.145616 , 0.147663 , 0.127777 , 0.120063 , 0.097657 , 0.097059 , 0.09471 , 0.088074 , 0.092869 , 0.060653 , 0.130834 , 0.116066 , 0.095067 , 0.093632 , 0.093103 , 0.106978 , 0.113297 , 0.098199 , 0.077936 , 0.099237 
 557 , 0.145979 , 0.148016 , 0.128057 , 0.120322 , 0.097865 , 0.097232 , 0.094871 , 0.088216 , 0.093048 , 0.060791 , 0.130852 , 0.115883 , 0.094961 , 0.093584 , 0.092965 , 0.107218 , 0.11355 , 0.098416 , 0.078058 , 0.099372 
 558 , 0.146359 , 0.148461 , 0.128369 , 0.120651 , 0.097989 , 0.097444 , 0.094922 , 0.088294 , 0.093241 , 0.060891 , 0.130704 , 0.115559 , 0.094805 , 0.093475 , 0.092718 , 0.107325 , 0.11372 , 0.098671 , 0.078137 , 0.099353 
 559 , 0.146746 , 0.148905 , 0.128682 , 0.120984 , 0.098118 , 0.097663 , 0.09498 , 0.088365 , 0.093442 , 0.060995 , 0.130565 , 0.115224 , 0.094649 , 0.093359 , 0.092476 , 0.107423 , 0.113886 , 0.098925 , 0.078212 , 0.099339 
 560 , 0.147135 , 0.149359 , 0.128996 , 0.121318 , 0.098249 , 0.097883 , 0.095031 , 0.088437 , 0.093637 , 0.061094 , 0.130419 , 0.11489 , 0.094493 , 0.093243 , 0.092228 , 0.107529 , 0.114061 , 0.099181 , 0.078294 , 0.099326 
 561 , 0.147317 , 0.149547 , 0.129213 , 0.12148 , 0.098315 , 0.097831 , 0.095014 , 0.08849 , 0.093723 , 0.061216 , 0.129986 , 0.11432 , 0.094096 , 0.092978 , 0.091831 , 0.107519 , 0.114023 , 0.099261 , 0.078395 , 0.099302 
 562 , 0.147466 , 0.149695 , 0.129415 , 0.121611 , 0.098378 , 0.097736 , 0.094989 , 0.088531 , 0.093803 , 0.061351 , 0.129525 , 0.113703 , 0.093672 , 0.092692 , 0.091408 , 0.107493 , 0.113958 , 0.09933 , 0.078491 , 0.099281 
 563 , 0.147615 , 0.149842 , 0.129617 , 0.121748 , 0.098433 , 0.09764 , 0.094964 , 0.088579 , 0.093875 , 0.061484 , 0.129051 , 0.113087 , 0.09324 , 0.092413 , 0.090985 , 0.107474 , 0.113894 , 0.099398 , 0.078593 , 0.099254 
 564 , 0.147761 , 0.150056 , 0.12973 , 0.121907 , 0.098418 , 0.097542 , 0.094944 , 0.088561 , 0.093972 , 0.061522 , 0.128421 , 0.112341 , 0.092656 , 0.092077 , 0.090409 , 0.107495 , 0.113891 , 0.099417 , 0.078657 , 0.099169 
 565 , 0.147905 , 0.150347 , 0.129778 , 0.122115 , 0.098347 , 0.097459 , 0.094921 , 0.088502 , 0.094102 , 0.061494 , 0.127659 , 0.111493 , 0.091956 , 0.091708 , 0.089699 , 0.107558 , 0.113949 , 0.099392 , 0.078692 , 0.099041 
 566 , 0.148045 , 0.150641 , 0.12983 , 0.122318 , 0.098267 , 0.097367 , 0.094902 , 0.088434 , 0.094222 , 0.061465 , 0.126891 , 0.110632 , 0.091249 , 0.091339 , 0.088991 , 0.107618 , 0.11401 , 0.099379 , 0.078733 , 0.098905 
 567 , 0.148195 , 0.150895 , 0.129871 , 0.12247 , 0.098171 , 0.097259 , 0.094847 , 0.088351 , 0.094333 , 0.061447 , 0.126081 , 0.109745 , 0.090557 , 0.090941 , 0.088262 , 0.107648 , 0.114055 , 0.099342 , 0.078771 , 0.098739 
 568 , 0.148344 , 0.150987 , 0.12987 , 0.122399 , 0.098038 , 0.097054 , 0.094644 , 0.088183 , 0.094384 , 0.06152 , 0.125144 , 0.108753 , 0.089952 , 0.090423 , 0.087514 , 0.107538 , 0.113985 , 0.099267 , 0.078772 , 0.098454 
 569 , 0.148501 , 0.151073 , 0.12987 , 0.122331 , 0.097903 , 0.096855 , 0.094439 , 0.088016 , 0.094432 , 0.061594 , 0.124202 , 0.107762 , 0.089349 , 0.089894 , 0.086757 , 0.107429 , 0.113907 , 0.099189 , 0.078775 , 0.098161 
 570 , 0.148654 , 0.151169 , 0.129869 , 0.122256 , 0.097762 , 0.096657 , 0.09423 , 0.087844 , 0.094481 , 0.061663 , 0.123252 , 0.106758 , 0.088739 , 0.089363 , 0.085994 , 0.107321 , 0.113829 , 0.099105 , 0.078781 , 0.097864 
 571 , 0.148776 , 0.151248 , 0.129798 , 0.122282 , 0.097638 , 0.09653 , 0.094112 , 0.087696 , 0.09449 , 0.061681 , 0.122349 , 0.105681 , 0.088027 , 0.08875 , 0.08515 , 0.107268 , 0.113813 , 0.099103 , 0.078727 , 0.097698 
 572 , 0.148882 , 0.15133 , 0.129715 , 0.122317 , 0.097513 , 0.096423 , 0.093995 , 0.087546 , 0.094486 , 0.061679 , 0.121442 , 0.104568 , 0.087283 , 0.088131 , 0.084284 , 0.107238 , 0.113802 , 0.099107 , 0.078661 , 0.09756 
 573 , 0.148991 , 0.151422 , 0.129623 , 0.12235 , 0.097383 , 0.096318 , 0.093887 , 0.087391 , 0.09449 , 0.06168 , 0.120528 , 0.103444 , 0.086533 , 0.087505 , 0.083406 , 0.107201 , 0.113784 , 0.099117 , 0.078591 , 0.097416 
