JUL8WSG100005.spu,JUL8WSG100004.spu,JUL8WSG100003.spu,
Wavelength,JUL8WSG100006.spu,JUL8WSG100007.spu,JUL8WSG100008.spu,JUL8WSG100009.spu,JUL8WSG100010.spu,JUL8WSG100011.spu,JUL8WSG100012.spu,JUL8WSG100013.spu,JUL8WSG100014.spu,JUL8WSG100015.spu,JUL8WSG100016.spu,JUL8WSG100017.spu,JUL8WSG100018.spu,JUL8WSG100019.spu,JUL8WSG100020.spu,JUL8WSG100021.spu,JUL8WSG100022.spu,JUL8WSG100023.spu,JUL8WSG100024.spu,JUL8WSG100025.spu
  (nm),7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3,7/8/2016 3
  time  ,7:48 PM",7:56 PM",8:03 PM",8:10 PM",8:18 PM",8:43 PM",8:49 PM",8:56 PM",9:04 PM",9:14 PM",9:32 PM",9:36 PM",9:42 PM",9:48 PM",9:54 PM",0:24 PM",0:29 PM",0:37 PM",0:43 PM",0:49 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 390 , 0.036787 , 0.034379 , 0.024843 , 0.027323 , 0.014555 , 0.016738 , 0.018041 , 0.015823 , 0.020296 , 0.014989 , 0.012948 , 0.013168 , 0.014688 , 0.01116 , 0.009094 , 0.025638 , 0.028801 , 0.020506 , 0.01695 , 0.025199 
 391 , 0.037115 , 0.03476 , 0.025462 , 0.027595 , 0.015292 , 0.017074 , 0.017751 , 0.016297 , 0.02025 , 0.015555 , 0.012955 , 0.01352 , 0.015161 , 0.011311 , 0.009684 , 0.025723 , 0.029288 , 0.020783 , 0.017131 , 0.025576 
 392 , 0.03743 , 0.035123 , 0.026053 , 0.02786 , 0.016 , 0.017396 , 0.01747 , 0.016757 , 0.020209 , 0.016101 , 0.012963 , 0.013859 , 0.015619 , 0.011457 , 0.010251 , 0.025801 , 0.029758 , 0.021052 , 0.017304 , 0.02594 
 393 , 0.037892 , 0.035852 , 0.026507 , 0.02858 , 0.016393 , 0.017839 , 0.018128 , 0.017275 , 0.020698 , 0.016422 , 0.013361 , 0.014304 , 0.015873 , 0.011523 , 0.010561 , 0.026257 , 0.030334 , 0.02167 , 0.017811 , 0.026588 
 394 , 0.038342 , 0.036589 , 0.026909 , 0.029324 , 0.016708 , 0.018274 , 0.018895 , 0.01777 , 0.021241 , 0.016687 , 0.013796 , 0.014734 , 0.016076 , 0.011571 , 0.010808 , 0.026743 , 0.030887 , 0.022303 , 0.018333 , 0.027233 
 395 , 0.038764 , 0.037276 , 0.027279 , 0.030012 , 0.016999 , 0.018678 , 0.0196 , 0.01823 , 0.021746 , 0.016929 , 0.0142 , 0.015137 , 0.016265 , 0.011617 , 0.011037 , 0.027194 , 0.031401 , 0.022892 , 0.018822 , 0.027837 
 396 , 0.039543 , 0.038068 , 0.027956 , 0.030693 , 0.017321 , 0.019141 , 0.020325 , 0.018726 , 0.022439 , 0.017224 , 0.014653 , 0.015633 , 0.016612 , 0.01211 , 0.011448 , 0.027882 , 0.031994 , 0.023457 , 0.019427 , 0.028428 
 397 , 0.040612 , 0.038923 , 0.028881 , 0.031325 , 0.017656 , 0.019634 , 0.021019 , 0.019232 , 0.023277 , 0.017543 , 0.015127 , 0.016193 , 0.017089 , 0.012988 , 0.012007 , 0.028751 , 0.032633 , 0.02397 , 0.020116 , 0.028982 
 398 , 0.041542 , 0.039661 , 0.029688 , 0.031877 , 0.017946 , 0.020064 , 0.02163 , 0.019672 , 0.024004 , 0.017824 , 0.015538 , 0.016683 , 0.017509 , 0.013749 , 0.012495 , 0.029507 , 0.03319 , 0.024421 , 0.020716 , 0.029464 
 399 , 0.042339 , 0.040313 , 0.030381 , 0.032354 , 0.018257 , 0.020448 , 0.022156 , 0.020074 , 0.024621 , 0.018109 , 0.015914 , 0.017122 , 0.017892 , 0.014397 , 0.012936 , 0.030163 , 0.03371 , 0.024847 , 0.021269 , 0.029915 
 400 , 0.042887 , 0.04089 , 0.03087 , 0.032698 , 0.018925 , 0.020801 , 0.02258 , 0.02053 , 0.024964 , 0.018675 , 0.016327 , 0.017592 , 0.018386 , 0.014758 , 0.013447 , 0.030656 , 0.0344 , 0.025468 , 0.021947 , 0.030527 
 401 , 0.043377 , 0.041396 , 0.031311 , 0.032997 , 0.019523 , 0.021117 , 0.022957 , 0.020935 , 0.025271 , 0.019177 , 0.016694 , 0.018011 , 0.018821 , 0.015082 , 0.013906 , 0.031097 , 0.035014 , 0.026023 , 0.022547 , 0.031074 
 402 , 0.043816 , 0.041852 , 0.031699 , 0.033268 , 0.020051 , 0.021397 , 0.023296 , 0.021295 , 0.025548 , 0.019624 , 0.017019 , 0.018384 , 0.019215 , 0.015367 , 0.014313 , 0.03149 , 0.035566 , 0.026513 , 0.023087 , 0.03156 
 403 , 0.044469 , 0.042503 , 0.032227 , 0.033777 , 0.020415 , 0.021795 , 0.02368 , 0.021507 , 0.02599 , 0.019924 , 0.017401 , 0.018596 , 0.019513 , 0.01561 , 0.014424 , 0.032095 , 0.036144 , 0.027058 , 0.023387 , 0.031802 
 404 , 0.045164 , 0.043193 , 0.032775 , 0.034333 , 0.020712 , 0.022217 , 0.024068 , 0.021666 , 0.026475 , 0.02017 , 0.017787 , 0.018756 , 0.019777 , 0.015836 , 0.014441 , 0.032737 , 0.036706 , 0.027597 , 0.023608 , 0.031955 
 405 , 0.045814 , 0.043836 , 0.033295 , 0.03486 , 0.020995 , 0.022618 , 0.024431 , 0.021816 , 0.026933 , 0.020397 , 0.018152 , 0.018905 , 0.020023 , 0.016047 , 0.014453 , 0.033339 , 0.037236 , 0.028105 , 0.023813 , 0.032104 
 406 , 0.046463 , 0.044485 , 0.033842 , 0.035333 , 0.021344 , 0.022978 , 0.02473 , 0.022048 , 0.027288 , 0.02068 , 0.018446 , 0.019145 , 0.020346 , 0.016276 , 0.014554 , 0.033822 , 0.037734 , 0.028567 , 0.024031 , 0.032361 
 407 , 0.047125 , 0.045177 , 0.03447 , 0.035748 , 0.021816 , 0.023307 , 0.024957 , 0.022417 , 0.027497 , 0.02105 , 0.018664 , 0.019549 , 0.020816 , 0.016557 , 0.014787 , 0.034132 , 0.038198 , 0.028988 , 0.024291 , 0.03281 
 408 , 0.047758 , 0.045826 , 0.035067 , 0.036146 , 0.02227 , 0.02362 , 0.025171 , 0.022767 , 0.0277 , 0.021397 , 0.018868 , 0.019932 , 0.021262 , 0.016821 , 0.015004 , 0.034429 , 0.038645 , 0.029386 , 0.024534 , 0.033235 
 409 , 0.048355 , 0.046446 , 0.035636 , 0.036522 , 0.022699 , 0.023914 , 0.025373 , 0.023099 , 0.027889 , 0.021732 , 0.019064 , 0.020294 , 0.021686 , 0.017074 , 0.015215 , 0.034709 , 0.039064 , 0.029768 , 0.024765 , 0.033636 
 410 , 0.048933 , 0.047317 , 0.036194 , 0.037106 , 0.02298 , 0.024331 , 0.025804 , 0.023623 , 0.02845 , 0.022098 , 0.01956 , 0.020569 , 0.021991 , 0.017281 , 0.015482 , 0.035261 , 0.03965 , 0.030306 , 0.0253 , 0.034144 
 411 , 0.049483 , 0.048138 , 0.036717 , 0.037656 , 0.023248 , 0.024731 , 0.026209 , 0.02411 , 0.028979 , 0.022453 , 0.020031 , 0.020832 , 0.022278 , 0.017481 , 0.015737 , 0.035778 , 0.040206 , 0.030821 , 0.025803 , 0.034629 
 412 , 0.050003 , 0.048919 , 0.037216 , 0.038181 , 0.023504 , 0.025105 , 0.026597 , 0.024578 , 0.029483 , 0.022782 , 0.020474 , 0.021083 , 0.022549 , 0.017666 , 0.015972 , 0.036271 , 0.040731 , 0.031305 , 0.026277 , 0.035084 
 413 , 0.050754 , 0.0497 , 0.037811 , 0.038705 , 0.023876 , 0.025517 , 0.027102 , 0.024951 , 0.029963 , 0.023004 , 0.020895 , 0.02144 , 0.022895 , 0.018038 , 0.016319 , 0.036866 , 0.04126 , 0.03188 , 0.026748 , 0.035469 
 414 , 0.05162 , 0.050466 , 0.038447 , 0.039226 , 0.024308 , 0.025943 , 0.027667 , 0.025275 , 0.030425 , 0.023165 , 0.021295 , 0.021854 , 0.023274 , 0.018511 , 0.016714 , 0.037512 , 0.041785 , 0.032488 , 0.027207 , 0.035805 
 415 , 0.052442 , 0.051198 , 0.039063 , 0.039719 , 0.024717 , 0.026345 , 0.028204 , 0.025583 , 0.030871 , 0.023315 , 0.021676 , 0.022244 , 0.02364 , 0.018962 , 0.017092 , 0.038128 , 0.042287 , 0.033076 , 0.027647 , 0.036127 
 416 , 0.053209 , 0.051884 , 0.039623 , 0.040193 , 0.02515 , 0.026744 , 0.028682 , 0.025921 , 0.031285 , 0.023518 , 0.02205 , 0.022636 , 0.024014 , 0.019357 , 0.017419 , 0.038683 , 0.042765 , 0.033566 , 0.028091 , 0.036486 
 417 , 0.053896 , 0.0525 , 0.040093 , 0.040645 , 0.025669 , 0.027144 , 0.029055 , 0.026353 , 0.03165 , 0.023849 , 0.022442 , 0.023053 , 0.024448 , 0.019651 , 0.017656 , 0.039127 , 0.043213 , 0.033863 , 0.028561 , 0.036951 
 418 , 0.054556 , 0.053095 , 0.040548 , 0.041076 , 0.026171 , 0.027537 , 0.029414 , 0.026769 , 0.032005 , 0.024166 , 0.022823 , 0.023457 , 0.024865 , 0.019933 , 0.01788 , 0.039556 , 0.043646 , 0.034149 , 0.029019 , 0.037402 
 419 , 0.05519 , 0.053674 , 0.040988 , 0.041497 , 0.026652 , 0.027916 , 0.029765 , 0.027172 , 0.032347 , 0.024477 , 0.023191 , 0.02385 , 0.02527 , 0.020202 , 0.018097 , 0.03997 , 0.044068 , 0.034431 , 0.029459 , 0.037833 
 420 , 0.055979 , 0.05444 , 0.04153 , 0.042035 , 0.027037 , 0.028447 , 0.030304 , 0.02757 , 0.032919 , 0.024696 , 0.023668 , 0.024082 , 0.025562 , 0.020552 , 0.018292 , 0.040523 , 0.044715 , 0.035055 , 0.029798 , 0.038145 
 421 , 0.056767 , 0.055216 , 0.042066 , 0.042579 , 0.027397 , 0.02898 , 0.030855 , 0.027965 , 0.033508 , 0.024901 , 0.02415 , 0.024296 , 0.025836 , 0.020903 , 0.018477 , 0.041077 , 0.045372 , 0.035712 , 0.03011 , 0.038441 
 422 , 0.057532 , 0.05597 , 0.04259 , 0.043106 , 0.027752 , 0.029504 , 0.031391 , 0.028348 , 0.034086 , 0.025105 , 0.024617 , 0.024509 , 0.026103 , 0.021244 , 0.018662 , 0.04162 , 0.046007 , 0.036348 , 0.030415 , 0.038723 
 423 , 0.058264 , 0.056662 , 0.043164 , 0.043649 , 0.028178 , 0.030009 , 0.031846 , 0.028783 , 0.034559 , 0.02541 , 0.025034 , 0.024849 , 0.026495 , 0.021552 , 0.018942 , 0.042129 , 0.046548 , 0.036881 , 0.030756 , 0.039104 
 424 , 0.058971 , 0.057308 , 0.043783 , 0.04422 , 0.02867 , 0.030503 , 0.032243 , 0.029261 , 0.034957 , 0.025809 , 0.025415 , 0.0253 , 0.02698 , 0.021831 , 0.019303 , 0.042617 , 0.047005 , 0.037332 , 0.031122 , 0.039564 
 425 , 0.059675 , 0.057945 , 0.044393 , 0.044783 , 0.029154 , 0.031 , 0.032631 , 0.029736 , 0.03535 , 0.026204 , 0.025792 , 0.025748 , 0.027467 , 0.022111 , 0.019661 , 0.043102 , 0.047458 , 0.037784 , 0.031483 , 0.04002 
 426 , 0.06036 , 0.058606 , 0.044987 , 0.045335 , 0.02962 , 0.031501 , 0.033057 , 0.030216 , 0.03577 , 0.026592 , 0.026189 , 0.026184 , 0.027916 , 0.022394 , 0.020012 , 0.043575 , 0.047927 , 0.038241 , 0.031854 , 0.040486 
 427 , 0.06099 , 0.05943 , 0.045494 , 0.045853 , 0.030036 , 0.032044 , 0.03366 , 0.030733 , 0.036326 , 0.026921 , 0.0267 , 0.026584 , 0.028227 , 0.022683 , 0.020337 , 0.044 , 0.048515 , 0.038766 , 0.032288 , 0.041007 
 428 , 0.061611 , 0.060252 , 0.046002 , 0.046374 , 0.030448 , 0.032584 , 0.034254 , 0.031247 , 0.036879 , 0.027246 , 0.027202 , 0.02698 , 0.028533 , 0.022968 , 0.020665 , 0.044426 , 0.049098 , 0.039293 , 0.032712 , 0.041529 
 429 , 0.062234 , 0.061065 , 0.046506 , 0.046884 , 0.030855 , 0.033126 , 0.034851 , 0.031751 , 0.037428 , 0.027572 , 0.0277 , 0.027371 , 0.028841 , 0.023253 , 0.020988 , 0.044847 , 0.049678 , 0.03981 , 0.033137 , 0.042042 
 430 , 0.063077 , 0.061911 , 0.047149 , 0.047534 , 0.031298 , 0.033748 , 0.035589 , 0.032353 , 0.038099 , 0.027856 , 0.028202 , 0.027862 , 0.02919 , 0.023694 , 0.021396 , 0.045514 , 0.050256 , 0.040454 , 0.033642 , 0.042535 
 431 , 0.063954 , 0.062738 , 0.04781 , 0.048196 , 0.031744 , 0.034376 , 0.036347 , 0.032965 , 0.038789 , 0.028127 , 0.028687 , 0.028362 , 0.029544 , 0.024168 , 0.021816 , 0.046219 , 0.050817 , 0.041113 , 0.034163 , 0.043011 
 432 , 0.064813 , 0.063554 , 0.048459 , 0.048847 , 0.032179 , 0.034989 , 0.037085 , 0.033561 , 0.039462 , 0.028391 , 0.029167 , 0.028852 , 0.029891 , 0.024631 , 0.022226 , 0.046914 , 0.051365 , 0.04176 , 0.034668 , 0.043469 
 433 , 0.065605 , 0.064286 , 0.049003 , 0.049443 , 0.032633 , 0.03562 , 0.037744 , 0.034121 , 0.04006 , 0.0287 , 0.029618 , 0.029337 , 0.030312 , 0.02506 , 0.02262 , 0.047504 , 0.051905 , 0.042326 , 0.035208 , 0.043982 
 434 , 0.066307 , 0.06491 , 0.049411 , 0.049976 , 0.033108 , 0.036269 , 0.038293 , 0.034641 , 0.040572 , 0.029059 , 0.030049 , 0.029817 , 0.030818 , 0.025452 , 0.023003 , 0.047974 , 0.052424 , 0.042812 , 0.035794 , 0.044553 
 435 , 0.066992 , 0.065517 , 0.049802 , 0.050494 , 0.03357 , 0.036895 , 0.038824 , 0.035142 , 0.04107 , 0.029406 , 0.030467 , 0.030279 , 0.031301 , 0.025826 , 0.023375 , 0.048423 , 0.052928 , 0.043277 , 0.036361 , 0.04511 
 436 , 0.067663 , 0.06612 , 0.050197 , 0.051011 , 0.034017 , 0.037512 , 0.039357 , 0.035628 , 0.04156 , 0.029747 , 0.03088 , 0.030715 , 0.031762 , 0.026183 , 0.023735 , 0.048876 , 0.053419 , 0.043741 , 0.036897 , 0.045636 
 437 , 0.06855 , 0.066955 , 0.050809 , 0.051713 , 0.034441 , 0.038288 , 0.040164 , 0.036184 , 0.04221 , 0.03009 , 0.031445 , 0.030987 , 0.032074 , 0.026551 , 0.02407 , 0.049523 , 0.054039 , 0.044389 , 0.037316 , 0.046092 
 438 , 0.069413 , 0.067765 , 0.051412 , 0.052405 , 0.034853 , 0.039049 , 0.040949 , 0.03673 , 0.042837 , 0.030427 , 0.032 , 0.031248 , 0.032379 , 0.026903 , 0.0244 , 0.05015 , 0.054638 , 0.045024 , 0.037728 , 0.046533 
 439 , 0.07025 , 0.068556 , 0.051996 , 0.053074 , 0.035252 , 0.039786 , 0.041711 , 0.037257 , 0.043457 , 0.030757 , 0.032544 , 0.031507 , 0.032676 , 0.027248 , 0.024725 , 0.050763 , 0.055223 , 0.045646 , 0.038127 , 0.04696 
 440 , 0.071038 , 0.069239 , 0.052558 , 0.053681 , 0.035739 , 0.040449 , 0.042335 , 0.037874 , 0.044024 , 0.031139 , 0.03302 , 0.031914 , 0.033043 , 0.02765 , 0.025093 , 0.051268 , 0.055775 , 0.04624 , 0.038545 , 0.047374 
 441 , 0.071804 , 0.069877 , 0.05311 , 0.05426 , 0.03625 , 0.041069 , 0.042904 , 0.03852 , 0.04457 , 0.031536 , 0.033475 , 0.03239 , 0.033423 , 0.028076 , 0.025481 , 0.051723 , 0.056315 , 0.046817 , 0.038968 , 0.047786 
 442 , 0.072552 , 0.070502 , 0.053656 , 0.054832 , 0.036763 , 0.041685 , 0.043462 , 0.039157 , 0.045104 , 0.031928 , 0.03392 , 0.032848 , 0.033803 , 0.028491 , 0.025864 , 0.05217 , 0.056842 , 0.047388 , 0.039378 , 0.048186 
 443 , 0.073235 , 0.07116 , 0.054182 , 0.055386 , 0.037228 , 0.042283 , 0.044048 , 0.039764 , 0.04565 , 0.032301 , 0.034358 , 0.033289 , 0.034171 , 0.028865 , 0.026258 , 0.052628 , 0.05735 , 0.047935 , 0.039811 , 0.04863 
 444 , 0.073793 , 0.071866 , 0.05469 , 0.055932 , 0.037638 , 0.042857 , 0.044702 , 0.040321 , 0.046214 , 0.032658 , 0.034797 , 0.033701 , 0.034521 , 0.029155 , 0.026671 , 0.053103 , 0.05783 , 0.04844 , 0.040268 , 0.049166 
 445 , 0.074345 , 0.07256 , 0.055192 , 0.056467 , 0.038042 , 0.04342 , 0.04534 , 0.040866 , 0.046767 , 0.03301 , 0.035223 , 0.034102 , 0.034859 , 0.029446 , 0.027085 , 0.053578 , 0.058298 , 0.048933 , 0.040725 , 0.049685 
 446 , 0.074891 , 0.073249 , 0.055688 , 0.056995 , 0.03844 , 0.043972 , 0.045973 , 0.0414 , 0.047314 , 0.033355 , 0.03565 , 0.034497 , 0.035197 , 0.029724 , 0.027494 , 0.054047 , 0.05876 , 0.049421 , 0.041176 , 0.050204 
 447 , 0.075527 , 0.073923 , 0.056234 , 0.05749 , 0.038734 , 0.044506 , 0.046582 , 0.041811 , 0.047843 , 0.033498 , 0.036051 , 0.034812 , 0.035437 , 0.030119 , 0.027825 , 0.054536 , 0.059229 , 0.049807 , 0.041481 , 0.050597 
 448 , 0.076156 , 0.074597 , 0.056774 , 0.057985 , 0.039028 , 0.045038 , 0.047193 , 0.042216 , 0.048374 , 0.033638 , 0.036454 , 0.03512 , 0.035675 , 0.030509 , 0.028154 , 0.055027 , 0.059691 , 0.050192 , 0.041785 , 0.050989 
 449 , 0.076785 , 0.07526 , 0.057315 , 0.058474 , 0.039323 , 0.045565 , 0.047793 , 0.042622 , 0.048905 , 0.033773 , 0.036853 , 0.035428 , 0.035907 , 0.030895 , 0.028483 , 0.055507 , 0.060152 , 0.050565 , 0.042084 , 0.051381 
 450 , 0.077317 , 0.075784 , 0.057746 , 0.058859 , 0.039709 , 0.046002 , 0.048275 , 0.043012 , 0.049341 , 0.034038 , 0.037158 , 0.035773 , 0.036157 , 0.031232 , 0.028716 , 0.055905 , 0.060523 , 0.050927 , 0.04245 , 0.051726 
 451 , 0.077792 , 0.076217 , 0.058125 , 0.059179 , 0.040157 , 0.046387 , 0.048679 , 0.043391 , 0.049727 , 0.034377 , 0.03741 , 0.036142 , 0.036415 , 0.031535 , 0.0289 , 0.056248 , 0.060849 , 0.051279 , 0.042846 , 0.052049 
 452 , 0.078268 , 0.07665 , 0.058498 , 0.059505 , 0.040606 , 0.046773 , 0.049084 , 0.043776 , 0.050109 , 0.034717 , 0.037656 , 0.036512 , 0.036678 , 0.031838 , 0.029089 , 0.05659 , 0.06117 , 0.051625 , 0.043248 , 0.052366 
 453 , 0.078752 , 0.077092 , 0.058872 , 0.059844 , 0.040983 , 0.047161 , 0.049486 , 0.044114 , 0.050482 , 0.035012 , 0.037924 , 0.036809 , 0.036898 , 0.032095 , 0.029243 , 0.056939 , 0.061486 , 0.05197 , 0.04358 , 0.052658 
 454 , 0.079251 , 0.077574 , 0.059235 , 0.060231 , 0.041134 , 0.047559 , 0.049882 , 0.044352 , 0.050813 , 0.035165 , 0.038253 , 0.036902 , 0.037003 , 0.032208 , 0.029315 , 0.057309 , 0.061796 , 0.052295 , 0.043712 , 0.052864 
 455 , 0.079761 , 0.078055 , 0.059599 , 0.060624 , 0.041291 , 0.047962 , 0.050279 , 0.044591 , 0.05115 , 0.035324 , 0.038583 , 0.036989 , 0.037108 , 0.032326 , 0.029387 , 0.057685 , 0.062105 , 0.052619 , 0.04385 , 0.053069 
 456 , 0.08027 , 0.078546 , 0.059967 , 0.061015 , 0.041447 , 0.048365 , 0.050674 , 0.044829 , 0.051486 , 0.035483 , 0.038918 , 0.037082 , 0.037218 , 0.032444 , 0.029459 , 0.05806 , 0.062419 , 0.052949 , 0.043988 , 0.05328 
 457 , 0.080789 , 0.078988 , 0.060361 , 0.061409 , 0.041692 , 0.048692 , 0.050884 , 0.045079 , 0.05176 , 0.035703 , 0.039139 , 0.037261 , 0.037409 , 0.032641 , 0.029597 , 0.058329 , 0.062736 , 0.053306 , 0.044185 , 0.053484 
 458 , 0.081306 , 0.079435 , 0.060758 , 0.061806 , 0.041951 , 0.049011 , 0.051067 , 0.045339 , 0.052032 , 0.035938 , 0.039356 , 0.037449 , 0.037614 , 0.032846 , 0.029736 , 0.058584 , 0.06305 , 0.053661 , 0.044385 , 0.053685 
 459 , 0.081836 , 0.079887 , 0.061161 , 0.062203 , 0.042209 , 0.04933 , 0.051256 , 0.045598 , 0.052304 , 0.036179 , 0.039573 , 0.037636 , 0.03782 , 0.033057 , 0.029881 , 0.058839 , 0.06337 , 0.054028 , 0.044591 , 0.053892 
 460 , 0.082241 , 0.080332 , 0.061506 , 0.062561 , 0.042466 , 0.049609 , 0.051506 , 0.045916 , 0.052549 , 0.036384 , 0.039787 , 0.037825 , 0.037961 , 0.033207 , 0.030018 , 0.059093 , 0.063628 , 0.05431 , 0.044831 , 0.054126 
 461 , 0.082534 , 0.080784 , 0.061798 , 0.062866 , 0.042723 , 0.049847 , 0.05181 , 0.046288 , 0.052771 , 0.036566 , 0.039995 , 0.038026 , 0.038049 , 0.03331 , 0.030161 , 0.059343 , 0.063827 , 0.054526 , 0.045102 , 0.054396 
 462 , 0.082834 , 0.081237 , 0.062097 , 0.063177 , 0.042987 , 0.050091 , 0.052115 , 0.046666 , 0.052999 , 0.036755 , 0.040209 , 0.038221 , 0.038138 , 0.03342 , 0.030298 , 0.059598 , 0.064032 , 0.05475 , 0.045378 , 0.054661 
 463 , 0.083152 , 0.081697 , 0.062416 , 0.063485 , 0.04323 , 0.05034 , 0.052413 , 0.047008 , 0.053233 , 0.03691 , 0.040409 , 0.038401 , 0.038217 , 0.033542 , 0.030436 , 0.05985 , 0.064258 , 0.054974 , 0.045636 , 0.054926 
 464 , 0.083566 , 0.08218 , 0.062817 , 0.063781 , 0.043359 , 0.05064 , 0.052698 , 0.047148 , 0.053531 , 0.036941 , 0.040546 , 0.038475 , 0.038237 , 0.033746 , 0.030534 , 0.060116 , 0.064608 , 0.055227 , 0.045762 , 0.055137 
 465 , 0.083988 , 0.082672 , 0.063227 , 0.064073 , 0.043495 , 0.050942 , 0.052992 , 0.047296 , 0.053838 , 0.036972 , 0.040684 , 0.038551 , 0.038259 , 0.033958 , 0.030639 , 0.060385 , 0.064966 , 0.055482 , 0.045896 , 0.055357 
 466 , 0.08442 , 0.083173 , 0.063638 , 0.064378 , 0.043633 , 0.051246 , 0.053287 , 0.047445 , 0.054152 , 0.037004 , 0.040823 , 0.038627 , 0.038281 , 0.03417 , 0.030739 , 0.060661 , 0.065327 , 0.055739 , 0.046025 , 0.055578 
 467 , 0.0848 , 0.08351 , 0.063917 , 0.06461 , 0.043816 , 0.051405 , 0.05349 , 0.047599 , 0.05441 , 0.037184 , 0.040924 , 0.038743 , 0.038415 , 0.034286 , 0.03085 , 0.06087 , 0.065536 , 0.055898 , 0.046254 , 0.055725 
 468 , 0.08518 , 0.083803 , 0.064161 , 0.064819 , 0.044021 , 0.051534 , 0.053672 , 0.047757 , 0.05466 , 0.037394 , 0.041022 , 0.038866 , 0.038573 , 0.034382 , 0.030958 , 0.061071 , 0.065705 , 0.056031 , 0.046511 , 0.055857 
 469 , 0.085563 , 0.0841 , 0.064406 , 0.065036 , 0.044221 , 0.051659 , 0.053861 , 0.047916 , 0.054905 , 0.037617 , 0.04112 , 0.038991 , 0.038733 , 0.034474 , 0.031066 , 0.061269 , 0.065882 , 0.05617 , 0.046771 , 0.055984 
 470 , 0.085966 , 0.084476 , 0.064733 , 0.065315 , 0.044419 , 0.051843 , 0.054125 , 0.048113 , 0.05517 , 0.037793 , 0.041283 , 0.039079 , 0.03882 , 0.034568 , 0.031102 , 0.061555 , 0.06615 , 0.056378 , 0.046965 , 0.056179 
 471 , 0.086397 , 0.08494 , 0.065152 , 0.065693 , 0.044604 , 0.052094 , 0.054484 , 0.048349 , 0.055447 , 0.037916 , 0.041534 , 0.03912 , 0.038819 , 0.034659 , 0.031035 , 0.061955 , 0.06653 , 0.056669 , 0.047079 , 0.05644 
 472 , 0.086831 , 0.085407 , 0.065579 , 0.066068 , 0.044791 , 0.052352 , 0.05485 , 0.048587 , 0.055719 , 0.038039 , 0.04178 , 0.039161 , 0.038817 , 0.034757 , 0.030967 , 0.062357 , 0.066912 , 0.056962 , 0.047193 , 0.056709 
 473 , 0.087275 , 0.085872 , 0.066003 , 0.066451 , 0.044998 , 0.05261 , 0.055198 , 0.048825 , 0.055996 , 0.038177 , 0.042023 , 0.039211 , 0.038843 , 0.034846 , 0.030922 , 0.062744 , 0.067285 , 0.057266 , 0.047308 , 0.056952 
 474 , 0.087814 , 0.086329 , 0.066403 , 0.066857 , 0.045349 , 0.052928 , 0.055339 , 0.049081 , 0.056218 , 0.0384 , 0.042223 , 0.039369 , 0.039072 , 0.03497 , 0.031111 , 0.062937 , 0.067523 , 0.057605 , 0.047403 , 0.057018 
 475 , 0.088349 , 0.086783 , 0.066804 , 0.067259 , 0.045708 , 0.053238 , 0.055479 , 0.049339 , 0.056438 , 0.038621 , 0.042423 , 0.039526 , 0.039301 , 0.035099 , 0.031304 , 0.06313 , 0.067763 , 0.057944 , 0.047505 , 0.057076 
 476 , 0.088892 , 0.087231 , 0.067206 , 0.067669 , 0.046062 , 0.053555 , 0.055624 , 0.049598 , 0.056659 , 0.03885 , 0.042617 , 0.039684 , 0.039538 , 0.035222 , 0.031491 , 0.063317 , 0.068004 , 0.058284 , 0.047602 , 0.057139 
 477 , 0.08926 , 0.087619 , 0.067532 , 0.067953 , 0.046293 , 0.053786 , 0.055823 , 0.049881 , 0.056855 , 0.039007 , 0.042723 , 0.039868 , 0.039642 , 0.035292 , 0.031625 , 0.063518 , 0.068265 , 0.058508 , 0.047769 , 0.057337 
 478 , 0.089559 , 0.087987 , 0.067834 , 0.068189 , 0.046476 , 0.053987 , 0.056036 , 0.050177 , 0.057039 , 0.039143 , 0.042795 , 0.040067 , 0.039706 , 0.035333 , 0.031737 , 0.063712 , 0.068531 , 0.058697 , 0.047963 , 0.057577 
 479 , 0.089858 , 0.08835 , 0.068137 , 0.068425 , 0.046655 , 0.054183 , 0.056255 , 0.050468 , 0.057224 , 0.03928 , 0.042866 , 0.04026 , 0.039764 , 0.03538 , 0.031849 , 0.063907 , 0.068805 , 0.058879 , 0.048157 , 0.057825 
 480 , 0.090187 , 0.088742 , 0.068477 , 0.068704 , 0.046809 , 0.054403 , 0.056505 , 0.050713 , 0.057465 , 0.039394 , 0.042972 , 0.040408 , 0.039794 , 0.035483 , 0.031948 , 0.064167 , 0.069079 , 0.059069 , 0.048359 , 0.058049 
 481 , 0.090581 , 0.089177 , 0.068884 , 0.069044 , 0.046922 , 0.054661 , 0.056828 , 0.050862 , 0.057814 , 0.039472 , 0.04316 , 0.040463 , 0.039768 , 0.035698 , 0.032047 , 0.064555 , 0.069364 , 0.059273 , 0.048572 , 0.058245 
