
Wavelength,SHB2_00011.spu,SHB2_00012.spu,SHB2_00013.spu,SHB2_00014.spu,SHB2_00015.spu,SHB2_00016.spu,SHB2_00017.spu,SHB2_00018.spu,SHB2_00019.spu,SHB2_00020.spu,SHB2_00021.spu,SHB2_00022.spu,SHB2_00023.spu,SHB2_00024.spu,SHB2_00025.spu,SHB2_00026.spu,SHB2_00027.spu,SHB2_00028.spu,SHB2_00029.spu,SHB2_00030.spu
  (nm),7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 
  time  ,:44:52 A,:45:17 A,:45:41 A,:45:57 A,:46:17 A,:47:07 A,:47:28 A,:47:40 A,:47:58 A,:48:11 A,:48:42 A,:48:55 A,:49:08 A,:49:29 A,:49:45 A,:50:54 A,:51:04 A,:51:13 A,:51:24 A,:51:34 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 310 , 0.04143 , 0.0198 , 0.04859 , 0.03988 , 0.05055 , 0.04602 , 0.04908 , 0.01385 , 0.04362 , 0.02904 , 0.06458 , 0.0276 , 0.04202 , 0.02701 , 0.06595 , 0.05196 , 0.07481 , 0.08032 , 0.0463 , 0.05788 
 311 , 0.05956 , 0.02838 , 0.06899 , 0.05716 , 0.059 , 0.06617 , 0.06594 , 0.01997 , 0.05816 , 0.04201 , 0.07861 , 0.04018 , 0.06021 , 0.03895 , 0.08025 , 0.06026 , 0.09311 , 0.10955 , 0.06131 , 0.08399 
 312 , 0.04604 , 0.0217 , 0.05586 , 0.04432 , 0.0444 , 0.05128 , 0.05547 , 0.01523 , 0.04748 , 0.03227 , 0.06278 , 0.03054 , 0.04612 , 0.03003 , 0.06654 , 0.05081 , 0.07575 , 0.08647 , 0.04702 , 0.06963 
 313 , 0.02784 , 0.01286 , 0.03773 , 0.02689 , 0.0267 , 0.03105 , 0.04101 , 0.009 , 0.03287 , 0.01921 , 0.04218 , 0.01798 , 0.02764 , 0.01795 , 0.04847 , 0.03876 , 0.0535 , 0.05606 , 0.02843 , 0.04985 
 314 , 0.01008 , 0.00432 , 0.02003 , 0.00977 , 0.00962 , 0.01117 , 0.02695 , 0.00302 , 0.01843 , 0.00649 , 0.02171 , 0.00601 , 0.00992 , 0.00609 , 0.03062 , 0.02699 , 0.03204 , 0.02672 , 0.01029 , 0.03104 
 315 , 0.00923 , 0.00801 , 0.01905 , 0.01037 , 0.01156 , 0.00757 , 0.02479 , 0.00535 , 0.02043 , 0.01041 , 0.02209 , 0.0014 , 0.0049 , 0.00696 , 0.02964 , 0.03314 , 0.03092 , 0.0226 , 0.01097 , 0.03285 
 316 , 0.02583 , 0.02441 , 0.03543 , 0.02951 , 0.03336 , 0.02119 , 0.03506 , 0.01636 , 0.03951 , 0.03141 , 0.04438 , 0.00424 , 0.0129 , 0.02109 , 0.04648 , 0.05804 , 0.05105 , 0.04466 , 0.03158 , 0.05581 
 317 , 0.04178 , 0.04046 , 0.05125 , 0.04812 , 0.0548 , 0.03466 , 0.04515 , 0.02719 , 0.05785 , 0.05152 , 0.06592 , 0.007 , 0.02071 , 0.03473 , 0.06292 , 0.08236 , 0.07107 , 0.06634 , 0.05206 , 0.07823 
 318 , 0.05599 , 0.05573 , 0.0659 , 0.0644 , 0.07456 , 0.04722 , 0.05541 , 0.03733 , 0.07487 , 0.06962 , 0.08581 , 0.0097 , 0.02899 , 0.04691 , 0.07795 , 0.10419 , 0.08937 , 0.08668 , 0.07094 , 0.09807 
 319 , 0.05923 , 0.06668 , 0.07407 , 0.06397 , 0.08217 , 0.05283 , 0.06841 , 0.04283 , 0.08545 , 0.07583 , 0.09653 , 0.01238 , 0.0427 , 0.04959 , 0.08331 , 0.1076 , 0.09391 , 0.09777 , 0.07658 , 0.09954 
 320 , 0.06248 , 0.07764 , 0.08218 , 0.06355 , 0.08965 , 0.05838 , 0.0812 , 0.04823 , 0.09592 , 0.08205 , 0.10713 , 0.01502 , 0.05618 , 0.05222 , 0.08858 , 0.11102 , 0.09829 , 0.10881 , 0.08212 , 0.10096 
 321 , 0.06576 , 0.0886 , 0.09026 , 0.06314 , 0.09701 , 0.06388 , 0.09379 , 0.05355 , 0.10627 , 0.08826 , 0.11761 , 0.01762 , 0.06944 , 0.05482 , 0.09376 , 0.11443 , 0.10253 , 0.11978 , 0.08756 , 0.10234 
 322 , 0.05929 , 0.08084 , 0.08707 , 0.05815 , 0.09329 , 0.05978 , 0.09052 , 0.04636 , 0.10543 , 0.0878 , 0.11387 , 0.0142 , 0.06249 , 0.05086 , 0.08943 , 0.11443 , 0.10772 , 0.11401 , 0.08096 , 0.09581 
 323 , 0.04965 , 0.06647 , 0.07997 , 0.0517 , 0.08581 , 0.05256 , 0.08148 , 0.03499 , 0.10062 , 0.0851 , 0.10534 , 0.00868 , 0.04842 , 0.04462 , 0.08187 , 0.11342 , 0.11315 , 0.10266 , 0.07035 , 0.08642 
 324 , 0.04051 , 0.0527 , 0.07319 , 0.04554 , 0.07874 , 0.04582 , 0.07276 , 0.02425 , 0.09603 , 0.08256 , 0.09733 , 0.00338 , 0.03499 , 0.0386 , 0.07466 , 0.11249 , 0.11832 , 0.09201 , 0.06031 , 0.07728 
 325 , 0.04841 , 0.05627 , 0.0832 , 0.05554 , 0.08635 , 0.05298 , 0.08104 , 0.02979 , 0.10512 , 0.09782 , 0.10549 , 0.01012 , 0.0398 , 0.04846 , 0.08457 , 0.12938 , 0.13314 , 0.10231 , 0.06989 , 0.08947 
 326 , 0.08799 , 0.09161 , 0.12462 , 0.09586 , 0.12122 , 0.08579 , 0.1211 , 0.06584 , 0.13954 , 0.14678 , 0.14359 , 0.03957 , 0.07832 , 0.0883 , 0.12632 , 0.17963 , 0.16634 , 0.15169 , 0.11591 , 0.14158 
 327 , 0.12678 , 0.12557 , 0.1652 , 0.1354 , 0.15543 , 0.11781 , 0.1602 , 0.10171 , 0.1728 , 0.19523 , 0.18113 , 0.06858 , 0.11589 , 0.12755 , 0.16702 , 0.22864 , 0.19871 , 0.20082 , 0.16097 , 0.1921 
 328 , 0.1648 , 0.15826 , 0.20498 , 0.17419 , 0.18897 , 0.14908 , 0.19837 , 0.13739 , 0.20499 , 0.24314 , 0.2181 , 0.09715 , 0.15257 , 0.16619 , 0.20671 , 0.27647 , 0.23028 , 0.24969 , 0.2051 , 0.24113 
 329 , 0.16757 , 0.16542 , 0.2111 , 0.17686 , 0.19712 , 0.15393 , 0.21143 , 0.14689 , 0.21316 , 0.24453 , 0.21873 , 0.1041 , 0.16076 , 0.16856 , 0.20917 , 0.2795 , 0.24542 , 0.2564 , 0.20967 , 0.2445 
 330 , 0.16887 , 0.17136 , 0.21573 , 0.17801 , 0.20408 , 0.15762 , 0.22319 , 0.15517 , 0.2202 , 0.24412 , 0.21796 , 0.10999 , 0.16768 , 0.16944 , 0.21006 , 0.28062 , 0.25956 , 0.26135 , 0.21257 , 0.2459 
 331 , 0.17014 , 0.1772 , 0.22024 , 0.17915 , 0.21084 , 0.16123 , 0.23468 , 0.16325 , 0.22721 , 0.24372 , 0.21722 , 0.11569 , 0.17453 , 0.1703 , 0.21094 , 0.28172 , 0.27337 , 0.26617 , 0.21539 , 0.24729 
 332 , 0.1726 , 0.18547 , 0.23131 , 0.18627 , 0.21655 , 0.16848 , 0.24702 , 0.16854 , 0.23478 , 0.25198 , 0.22636 , 0.1181 , 0.18152 , 0.17797 , 0.21808 , 0.29028 , 0.28357 , 0.27714 , 0.22453 , 0.26164 
 333 , 0.17596 , 0.19538 , 0.24679 , 0.19749 , 0.22153 , 0.17821 , 0.25984 , 0.17191 , 0.24281 , 0.26615 , 0.24213 , 0.11822 , 0.1886 , 0.19028 , 0.22955 , 0.30406 , 0.2912 , 0.29225 , 0.23794 , 0.28488 
 334 , 0.17919 , 0.20494 , 0.26165 , 0.20823 , 0.22633 , 0.18756 , 0.27215 , 0.17514 , 0.25049 , 0.27979 , 0.2571 , 0.11834 , 0.19537 , 0.20209 , 0.24056 , 0.31721 , 0.29862 , 0.30655 , 0.25072 , 0.30726 
