  time  ,36:42 PM,36:53 PM,37:04 PM,37:12 PM,37:24 PM,37:50 PM,37:55 PM,38:01 PM,38:10 PM,38:19 PM,38:40 PM,38:48 PM,39:08 PM,39:18 PM,39:28 PM,40:06 PM,40:15 PM,40:24 PM,40:36 PM,40:44 PM,41:49 PM,41:56 PM,42:05 PM,42:12 PM,42:21 PM,42:49 PM,42:57 PM,43:03 PM,43:10 PM,43:19 PM,44:01 PM,44:10 PM,44:17 PM,44:24 PM,44:31 PM,44:57 PM,45:06 PM,45:13 PM,45:21 PM,45:29 PM,46:49 PM,47:14 PM,47:26 PM,47:33 PM,47:40 PM,47:47 PM,48:34 PM,48:42 PM,48:50 PM,49:00 PM,49:07 PM,49:45 PM,49:53 PM,50:00 PM,50:08 PM,50:16 PM,50:51 PM,50:59 PM,51:08 PM,51:17 PM,51:24 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 650 , 0.10351 , 0.0721 , 0.10522 , 0.11906 , 0.10627 , 0.05854 , 0.05323 , 0.06793 , 0.05952 , 0.04941 , 0.06107 , 0.04856 , 0.03063 , 0.03437 , 0.04386 , 0.08464 , 0.08132 , 0.08136 , 0.06271 , 0.10447 , 0.0723 , 0.09784 , 0.12345 , 0.09318 , 0.10399 , 0.0528 , 0.04596 , 0.05228 , 0.05328 , 0.05829 , 0.09228 , 0.09925 , 0.09086 , 0.10401 , 0.10276 , 0.09413 , 0.05987 , 0.06925 , 0.07685 , 0.07652 , 0.08954 , 0.08964 , 0.09209 , 0.11536 , 0.12266 , 0.10788 , 0.09921 , 0.10636 , 0.11372 , 0.09714 , 0.08651 , 0.04358 , 0.04346 , 0.05573 , 0.04915 , 0.04689 , 0.09099 , 0.07372 , 0.07645 , 0.07727 , 0.08843 
 651 , 0.10344 , 0.07199 , 0.10505 , 0.11891 , 0.10615 , 0.05815 , 0.0527 , 0.06762 , 0.05928 , 0.04923 , 0.06084 , 0.04796 , 0.03008 , 0.03394 , 0.04362 , 0.0845 , 0.08116 , 0.08115 , 0.0625 , 0.10434 , 0.07182 , 0.09769 , 0.12336 , 0.09295 , 0.10386 , 0.05246 , 0.04561 , 0.05196 , 0.05285 , 0.05788 , 0.09213 , 0.09904 , 0.09069 , 0.10383 , 0.10262 , 0.09404 , 0.05971 , 0.06913 , 0.07674 , 0.07643 , 0.08937 , 0.08948 , 0.09188 , 0.11523 , 0.12252 , 0.10768 , 0.09893 , 0.10608 , 0.11352 , 0.09697 , 0.08634 , 0.04308 , 0.04323 , 0.05545 , 0.04886 , 0.04661 , 0.09092 , 0.07361 , 0.07642 , 0.07715 , 0.08834 
 652 , 0.10339 , 0.0719 , 0.1049 , 0.11877 , 0.10606 , 0.0578 , 0.05223 , 0.06734 , 0.05903 , 0.04905 , 0.06061 , 0.04746 , 0.02953 , 0.03349 , 0.04341 , 0.08437 , 0.08099 , 0.08095 , 0.06229 , 0.10423 , 0.07136 , 0.09754 , 0.1233 , 0.09272 , 0.10377 , 0.05214 , 0.04531 , 0.05167 , 0.05243 , 0.05747 , 0.092 , 0.09886 , 0.09054 , 0.10366 , 0.1025 , 0.09397 , 0.05955 , 0.06902 , 0.07666 , 0.07638 , 0.08921 , 0.08936 , 0.09171 , 0.11514 , 0.12241 , 0.10749 , 0.09867 , 0.10581 , 0.11331 , 0.09683 , 0.08619 , 0.04261 , 0.04302 , 0.0552 , 0.04858 , 0.04634 , 0.09086 , 0.07351 , 0.07639 , 0.07704 , 0.08827 
 653 , 0.10333 , 0.07181 , 0.10474 , 0.11864 , 0.10597 , 0.05745 , 0.05175 , 0.06706 , 0.05878 , 0.04888 , 0.06039 , 0.04696 , 0.02898 , 0.03303 , 0.04321 , 0.08425 , 0.08082 , 0.08075 , 0.06207 , 0.10411 , 0.0709 , 0.0974 , 0.12324 , 0.09248 , 0.10368 , 0.05182 , 0.045 , 0.05138 , 0.05202 , 0.05705 , 0.09188 , 0.09867 , 0.09039 , 0.1035 , 0.10238 , 0.09391 , 0.05939 , 0.06891 , 0.07657 , 0.07632 , 0.08905 , 0.08924 , 0.09155 , 0.11505 , 0.1223 , 0.1073 , 0.0984 , 0.10555 , 0.11311 , 0.09669 , 0.08604 , 0.04214 , 0.04282 , 0.05495 , 0.0483 , 0.04607 , 0.0908 , 0.07341 , 0.07635 , 0.07693 , 0.08819 
 654 , 0.10342 , 0.07182 , 0.10474 , 0.11868 , 0.10603 , 0.05716 , 0.05134 , 0.06687 , 0.05862 , 0.04877 , 0.06021 , 0.04649 , 0.02849 , 0.03263 , 0.04304 , 0.08421 , 0.08077 , 0.08065 , 0.06194 , 0.10412 , 0.07053 , 0.09739 , 0.12336 , 0.09237 , 0.10372 , 0.05157 , 0.04475 , 0.05115 , 0.05165 , 0.05668 , 0.09188 , 0.09862 , 0.09036 , 0.10348 , 0.10241 , 0.09397 , 0.05931 , 0.0689 , 0.07659 , 0.07636 , 0.08901 , 0.08923 , 0.0915 , 0.11511 , 0.12236 , 0.10727 , 0.09827 , 0.10543 , 0.11306 , 0.09667 , 0.08598 , 0.04171 , 0.04263 , 0.05477 , 0.04808 , 0.04587 , 0.09087 , 0.07339 , 0.07642 , 0.07694 , 0.08823 
 655 , 0.10349 , 0.07177 , 0.10472 , 0.11868 , 0.10605 , 0.05681 , 0.05088 , 0.0666 , 0.05844 , 0.04863 , 0.05991 , 0.04593 , 0.02807 , 0.03224 , 0.04278 , 0.08407 , 0.08064 , 0.08046 , 0.06176 , 0.10398 , 0.07013 , 0.09732 , 0.12342 , 0.0922 , 0.10365 , 0.05128 , 0.04446 , 0.05086 , 0.0512 , 0.05622 , 0.09185 , 0.09853 , 0.0903 , 0.10341 , 0.1024 , 0.09397 , 0.0592 , 0.06885 , 0.07658 , 0.07634 , 0.08892 , 0.08915 , 0.09138 , 0.11508 , 0.12234 , 0.1072 , 0.09809 , 0.10525 , 0.11294 , 0.09656 , 0.08582 , 0.0412 , 0.04233 , 0.05455 , 0.04783 , 0.04565 , 0.09086 , 0.07328 , 0.07645 , 0.07689 , 0.08817 
 656 , 0.10345 , 0.07165 , 0.10459 , 0.11856 , 0.10595 , 0.05641 , 0.05037 , 0.06627 , 0.05819 , 0.04844 , 0.05955 , 0.04531 , 0.02762 , 0.03182 , 0.04247 , 0.08383 , 0.08043 , 0.08017 , 0.06151 , 0.10372 , 0.06965 , 0.09716 , 0.12335 , 0.09194 , 0.10347 , 0.05094 , 0.04412 , 0.05051 , 0.05069 , 0.0557 , 0.09172 , 0.09835 , 0.09015 , 0.10324 , 0.10229 , 0.09388 , 0.05903 , 0.06874 , 0.07649 , 0.07625 , 0.08875 , 0.08897 , 0.09115 , 0.11494 , 0.1222 , 0.10703 , 0.09782 , 0.10496 , 0.1127 , 0.09634 , 0.08556 , 0.04064 , 0.04199 , 0.05427 , 0.04753 , 0.04538 , 0.09075 , 0.07308 , 0.07639 , 0.07677 , 0.08803 
 657 , 0.10342 , 0.07153 , 0.10447 , 0.11844 , 0.10585 , 0.05601 , 0.04986 , 0.06594 , 0.05795 , 0.04825 , 0.05919 , 0.0447 , 0.02716 , 0.0314 , 0.04216 , 0.08359 , 0.08022 , 0.07989 , 0.06127 , 0.10347 , 0.06918 , 0.09699 , 0.12328 , 0.09167 , 0.10329 , 0.0506 , 0.04378 , 0.05016 , 0.05018 , 0.05519 , 0.09159 , 0.09816 , 0.09 , 0.10308 , 0.10218 , 0.09379 , 0.05885 , 0.06862 , 0.0764 , 0.07615 , 0.08857 , 0.08879 , 0.09093 , 0.1148 , 0.12205 , 0.10685 , 0.09754 , 0.10468 , 0.11246 , 0.09612 , 0.0853 , 0.04009 , 0.04165 , 0.05399 , 0.04724 , 0.04512 , 0.09064 , 0.07288 , 0.07633 , 0.07665 , 0.08788 
 658 , 0.10375 , 0.07166 , 0.10467 , 0.11869 , 0.10609 , 0.0558 , 0.04948 , 0.06586 , 0.05793 , 0.04824 , 0.05916 , 0.04416 , 0.02678 , 0.03119 , 0.04205 , 0.08363 , 0.08034 , 0.07987 , 0.06118 , 0.10355 , 0.0689 , 0.09707 , 0.12357 , 0.09168 , 0.10347 , 0.05039 , 0.0436 , 0.04996 , 0.04986 , 0.05491 , 0.0917 , 0.09827 , 0.09012 , 0.1032 , 0.10237 , 0.09403 , 0.05889 , 0.06875 , 0.07655 , 0.07633 , 0.08866 , 0.08889 , 0.09095 , 0.11502 , 0.12234 , 0.107 , 0.0976 , 0.10474 , 0.11255 , 0.0962 , 0.08537 , 0.03971 , 0.04155 , 0.05386 , 0.04703 , 0.04498 , 0.09088 , 0.07295 , 0.07654 , 0.07677 , 0.08804 
 659 , 0.10389 , 0.07166 , 0.10468 , 0.11873 , 0.10614 , 0.05549 , 0.04902 , 0.06565 , 0.05779 , 0.04815 , 0.05902 , 0.04354 , 0.02634 , 0.03094 , 0.04186 , 0.08352 , 0.08032 , 0.0797 , 0.06098 , 0.10342 , 0.06849 , 0.09697 , 0.12362 , 0.09152 , 0.10345 , 0.05008 , 0.04332 , 0.04966 , 0.04944 , 0.05453 , 0.09165 , 0.09821 , 0.09008 , 0.10314 , 0.10238 , 0.0941 , 0.05881 , 0.06875 , 0.07656 , 0.07638 , 0.08859 , 0.08883 , 0.0908 , 0.11504 , 0.12241 , 0.10695 , 0.09748 , 0.10462 , 0.11244 , 0.09609 , 0.08528 , 0.03926 , 0.04137 , 0.05362 , 0.04672 , 0.04475 , 0.09096 , 0.07289 , 0.0766 , 0.07674 , 0.08804 
 660 , 0.10403 , 0.07165 , 0.10469 , 0.11877 , 0.10619 , 0.05519 , 0.04855 , 0.06544 , 0.05766 , 0.04805 , 0.05888 , 0.04292 , 0.0259 , 0.03068 , 0.04167 , 0.08341 , 0.08029 , 0.07954 , 0.06078 , 0.10331 , 0.06809 , 0.09687 , 0.12367 , 0.09136 , 0.10343 , 0.04978 , 0.04305 , 0.04937 , 0.04903 , 0.05416 , 0.0916 , 0.09815 , 0.09003 , 0.10307 , 0.10238 , 0.09418 , 0.05874 , 0.06875 , 0.07658 , 0.07643 , 0.08852 , 0.08878 , 0.09065 , 0.11506 , 0.12248 , 0.1069 , 0.09736 , 0.1045 , 0.11233 , 0.09599 , 0.08519 , 0.03882 , 0.04119 , 0.05338 , 0.04642 , 0.04453 , 0.09103 , 0.07282 , 0.07667 , 0.07671 , 0.08803 
 661 , 0.10413 , 0.07162 , 0.10467 , 0.11876 , 0.1062 , 0.05482 , 0.04805 , 0.06521 , 0.05747 , 0.04795 , 0.05867 , 0.04238 , 0.02547 , 0.03033 , 0.04148 , 0.08332 , 0.08018 , 0.07935 , 0.06056 , 0.10314 , 0.06766 , 0.09675 , 0.12368 , 0.09114 , 0.10336 , 0.04947 , 0.04274 , 0.04905 , 0.04858 , 0.05377 , 0.09152 , 0.09804 , 0.08997 , 0.10296 , 0.10235 , 0.09424 , 0.05865 , 0.06872 , 0.07657 , 0.07645 , 0.08842 , 0.08868 , 0.09049 , 0.11504 , 0.12249 , 0.10681 , 0.09718 , 0.10432 , 0.11215 , 0.09586 , 0.08505 , 0.03835 , 0.04093 , 0.05312 , 0.04609 , 0.04428 , 0.09107 , 0.07274 , 0.07665 , 0.07666 , 0.08803 
 662 , 0.10421 , 0.07156 , 0.10464 , 0.11874 , 0.1062 , 0.05443 , 0.04752 , 0.06499 , 0.05727 , 0.04785 , 0.05844 , 0.04189 , 0.02504 , 0.02992 , 0.0413 , 0.08326 , 0.08002 , 0.07916 , 0.06036 , 0.10297 , 0.06723 , 0.09664 , 0.1237 , 0.09091 , 0.10327 , 0.04916 , 0.04243 , 0.04872 , 0.04814 , 0.05339 , 0.09144 , 0.09791 , 0.08995 , 0.10284 , 0.10233 , 0.0943 , 0.05856 , 0.06869 , 0.07656 , 0.07646 , 0.08831 , 0.08858 , 0.09033 , 0.11502 , 0.12249 , 0.10671 , 0.09699 , 0.10413 , 0.11195 , 0.09573 , 0.08491 , 0.03788 , 0.04064 , 0.05285 , 0.04574 , 0.04403 , 0.09113 , 0.07267 , 0.07661 , 0.0766 , 0.08804 
 663 , 0.10429 , 0.07151 , 0.10461 , 0.11872 , 0.1062 , 0.05405 , 0.04701 , 0.06476 , 0.05706 , 0.04775 , 0.05821 , 0.0414 , 0.02462 , 0.02952 , 0.04112 , 0.08319 , 0.07986 , 0.07897 , 0.06015 , 0.1028 , 0.06681 , 0.09653 , 0.12373 , 0.09067 , 0.10318 , 0.04885 , 0.04213 , 0.0484 , 0.04769 , 0.05301 , 0.09136 , 0.09778 , 0.08993 , 0.10273 , 0.1023 , 0.09436 , 0.05848 , 0.06867 , 0.07655 , 0.07648 , 0.08821 , 0.08847 , 0.09017 , 0.115 , 0.12249 , 0.10662 , 0.09679 , 0.10394 , 0.11175 , 0.0956 , 0.08476 , 0.03742 , 0.04034 , 0.05259 , 0.0454 , 0.04378 , 0.09118 , 0.0726 , 0.07656 , 0.07654 , 0.08805 
 664 , 0.10431 , 0.07143 , 0.10452 , 0.11863 , 0.10614 , 0.05367 , 0.0465 , 0.06452 , 0.05685 , 0.04762 , 0.05799 , 0.04094 , 0.02425 , 0.02918 , 0.04092 , 0.08307 , 0.07967 , 0.07874 , 0.05994 , 0.10256 , 0.06637 , 0.09636 , 0.12367 , 0.09039 , 0.10304 , 0.04852 , 0.04181 , 0.04806 , 0.04723 , 0.05261 , 0.09122 , 0.09759 , 0.08985 , 0.10255 , 0.10221 , 0.09435 , 0.05837 , 0.0686 , 0.0765 , 0.07644 , 0.08804 , 0.08832 , 0.08996 , 0.11491 , 0.1224 , 0.10645 , 0.09655 , 0.10369 , 0.11149 , 0.09538 , 0.08457 , 0.03697 , 0.04004 , 0.05228 , 0.04506 , 0.04351 , 0.09115 , 0.07249 , 0.07649 , 0.07645 , 0.088 
 665 , 0.10433 , 0.07137 , 0.10446 , 0.11854 , 0.1061 , 0.05338 , 0.04606 , 0.06431 , 0.05672 , 0.04748 , 0.05787 , 0.04059 , 0.02406 , 0.02907 , 0.04073 , 0.08292 , 0.07957 , 0.0785 , 0.05979 , 0.10233 , 0.066 , 0.09621 , 0.12363 , 0.09015 , 0.10291 , 0.0482 , 0.04154 , 0.04774 , 0.04682 , 0.05228 , 0.09108 , 0.09739 , 0.08975 , 0.10235 , 0.10207 , 0.09434 , 0.05831 , 0.06854 , 0.07646 , 0.07641 , 0.08786 , 0.08817 , 0.08972 , 0.1148 , 0.12226 , 0.10628 , 0.09635 , 0.10343 , 0.11122 , 0.09513 , 0.08441 , 0.03662 , 0.03978 , 0.05194 , 0.04477 , 0.04325 , 0.09106 , 0.07241 , 0.07647 , 0.0764 , 0.08791 
 666 , 0.1044 , 0.07135 , 0.10443 , 0.1185 , 0.1061 , 0.05311 , 0.04564 , 0.06413 , 0.05661 , 0.04736 , 0.05777 , 0.04027 , 0.02388 , 0.02897 , 0.04055 , 0.0828 , 0.07951 , 0.07829 , 0.05968 , 0.10216 , 0.06567 , 0.09611 , 0.12366 , 0.08994 , 0.10283 , 0.0479 , 0.04129 , 0.04745 , 0.04643 , 0.05197 , 0.09099 , 0.09723 , 0.08968 , 0.1022 , 0.10199 , 0.09436 , 0.05829 , 0.06851 , 0.07645 , 0.0764 , 0.08772 , 0.08805 , 0.08953 , 0.11475 , 0.12218 , 0.10615 , 0.09618 , 0.10322 , 0.11101 , 0.09492 , 0.08428 , 0.03629 , 0.03954 , 0.05163 , 0.04452 , 0.04302 , 0.09102 , 0.07237 , 0.07648 , 0.07637 , 0.08787 
 667 , 0.10448 , 0.07132 , 0.10441 , 0.11846 , 0.10611 , 0.05285 , 0.04523 , 0.06395 , 0.0565 , 0.04723 , 0.05768 , 0.03995 , 0.0237 , 0.02887 , 0.04038 , 0.08269 , 0.07944 , 0.07809 , 0.05956 , 0.10198 , 0.06534 , 0.096 , 0.12369 , 0.08974 , 0.10276 , 0.04761 , 0.04104 , 0.04715 , 0.04604 , 0.05166 , 0.09089 , 0.09708 , 0.08961 , 0.10205 , 0.10191 , 0.09439 , 0.05826 , 0.06849 , 0.07644 , 0.0764 , 0.08758 , 0.08794 , 0.08934 , 0.11469 , 0.1221 , 0.10602 , 0.09602 , 0.10301 , 0.1108 , 0.09471 , 0.08415 , 0.03596 , 0.0393 , 0.05132 , 0.04426 , 0.04279 , 0.09097 , 0.07232 , 0.07649 , 0.07635 , 0.08782 
 668 , 0.10445 , 0.07128 , 0.10434 , 0.11836 , 0.10602 , 0.05264 , 0.0449 , 0.06381 , 0.05641 , 0.04717 , 0.05756 , 0.03973 , 0.02355 , 0.02873 , 0.0403 , 0.08264 , 0.07941 , 0.07796 , 0.05945 , 0.10186 , 0.06508 , 0.09591 , 0.12369 , 0.08954 , 0.10266 , 0.04737 , 0.04091 , 0.0469 , 0.04582 , 0.05142 , 0.09079 , 0.0969 , 0.08951 , 0.10191 , 0.10183 , 0.09438 , 0.05824 , 0.06843 , 0.07643 , 0.07638 , 0.08746 , 0.08781 , 0.08916 , 0.1146 , 0.12202 , 0.10586 , 0.09584 , 0.10284 , 0.11059 , 0.09456 , 0.08405 , 0.03579 , 0.03916 , 0.05113 , 0.04405 , 0.04259 , 0.09098 , 0.07226 , 0.0765 , 0.07635 , 0.08777 
 669 , 0.10444 , 0.07124 , 0.10429 , 0.11827 , 0.10594 , 0.05243 , 0.04459 , 0.06369 , 0.05634 , 0.04711 , 0.05747 , 0.03953 , 0.02342 , 0.0286 , 0.04023 , 0.08261 , 0.0794 , 0.07785 , 0.05936 , 0.10175 , 0.06484 , 0.09583 , 0.1237 , 0.08936 , 0.10259 , 0.04715 , 0.04079 , 0.04666 , 0.04561 , 0.0512 , 0.09071 , 0.09675 , 0.08943 , 0.10178 , 0.10177 , 0.09438 , 0.05823 , 0.06839 , 0.07642 , 0.07637 , 0.08736 , 0.08768 , 0.08899 , 0.11453 , 0.12196 , 0.10571 , 0.09567 , 0.10268 , 0.11039 , 0.09443 , 0.08397 , 0.03563 , 0.03904 , 0.05096 , 0.04386 , 0.04239 , 0.09102 , 0.07222 , 0.07653 , 0.07637 , 0.08775 
 670 , 0.10443 , 0.0712 , 0.10424 , 0.11818 , 0.10586 , 0.05223 , 0.04428 , 0.06356 , 0.05627 , 0.04706 , 0.05737 , 0.03932 , 0.02328 , 0.02847 , 0.04015 , 0.08258 , 0.07939 , 0.07774 , 0.05926 , 0.10165 , 0.06459 , 0.09576 , 0.1237 , 0.08918 , 0.10251 , 0.04692 , 0.04067 , 0.04643 , 0.04541 , 0.05098 , 0.09062 , 0.09659 , 0.08934 , 0.10165 , 0.1017 , 0.09438 , 0.05821 , 0.06835 , 0.07641 , 0.07636 , 0.08727 , 0.08756 , 0.08883 , 0.11446 , 0.1219 , 0.10557 , 0.0955 , 0.10253 , 0.1102 , 0.0943 , 0.08389 , 0.03547 , 0.03891 , 0.05079 , 0.04367 , 0.0422 , 0.09106 , 0.07218 , 0.07656 , 0.07638 , 0.08772 
 671 , 0.1044 , 0.07115 , 0.10415 , 0.11808 , 0.10581 , 0.05201 , 0.04401 , 0.06339 , 0.05614 , 0.04698 , 0.0572 , 0.0391 , 0.02314 , 0.02831 , 0.03999 , 0.08249 , 0.0793 , 0.07759 , 0.05914 , 0.10149 , 0.06441 , 0.09567 , 0.12367 , 0.089 , 0.10242 , 0.0467 , 0.04052 , 0.0462 , 0.0452 , 0.05077 , 0.09055 , 0.09644 , 0.08927 , 0.10152 , 0.10162 , 0.09438 , 0.05818 , 0.06829 , 0.07638 , 0.07633 , 0.08718 , 0.08745 , 0.08868 , 0.11437 , 0.12182 , 0.10545 , 0.09533 , 0.10235 , 0.11 , 0.09414 , 0.08375 , 0.03527 , 0.03872 , 0.05065 , 0.04347 , 0.04204 , 0.09104 , 0.07209 , 0.07651 , 0.07635 , 0.08765 
 672 , 0.10437 , 0.07111 , 0.10407 , 0.11799 , 0.10577 , 0.05178 , 0.04379 , 0.06319 , 0.05598 , 0.04689 , 0.057 , 0.03887 , 0.023 , 0.02814 , 0.03978 , 0.08236 , 0.07918 , 0.07742 , 0.05899 , 0.10132 , 0.06428 , 0.0956 , 0.12364 , 0.08885 , 0.10233 , 0.0465 , 0.04035 , 0.04598 , 0.04499 , 0.05059 , 0.0905 , 0.09632 , 0.08922 , 0.10141 , 0.10156 , 0.0944 , 0.05814 , 0.06823 , 0.07635 , 0.0763 , 0.0871 , 0.08736 , 0.08857 , 0.11429 , 0.12175 , 0.10536 , 0.09518 , 0.10218 , 0.10982 , 0.09397 , 0.0836 , 0.03503 , 0.0385 , 0.05054 , 0.04329 , 0.0419 , 0.091 , 0.07199 , 0.0764 , 0.07631 , 0.08757 
 673 , 0.10434 , 0.07106 , 0.10398 , 0.1179 , 0.10574 , 0.05155 , 0.04356 , 0.06299 , 0.05582 , 0.04679 , 0.05679 , 0.03864 , 0.02285 , 0.02796 , 0.03957 , 0.08224 , 0.07906 , 0.07725 , 0.05885 , 0.10114 , 0.06414 , 0.09552 , 0.12362 , 0.0887 , 0.10225 , 0.04629 , 0.04019 , 0.04577 , 0.04477 , 0.05041 , 0.09045 , 0.0962 , 0.08917 , 0.1013 , 0.1015 , 0.09441 , 0.05811 , 0.06818 , 0.07632 , 0.07626 , 0.08703 , 0.08727 , 0.08846 , 0.1142 , 0.12167 , 0.10527 , 0.09503 , 0.10201 , 0.10964 , 0.09381 , 0.08344 , 0.0348 , 0.03828 , 0.05044 , 0.0431 , 0.04176 , 0.09095 , 0.07188 , 0.0763 , 0.07627 , 0.08748 
 674 , 0.10432 , 0.07102 , 0.10391 , 0.11783 , 0.10573 , 0.0514 , 0.0434 , 0.06284 , 0.05571 , 0.04674 , 0.05664 , 0.03849 , 0.02279 , 0.02788 , 0.03943 , 0.08216 , 0.07897 , 0.07713 , 0.05873 , 0.101 , 0.06407 , 0.09547 , 0.12361 , 0.08859 , 0.10219 , 0.04614 , 0.04007 , 0.04563 , 0.04463 , 0.0503 , 0.09042 , 0.0961 , 0.08913 , 0.10121 , 0.10145 , 0.09444 , 0.05809 , 0.06815 , 0.07631 , 0.07624 , 0.08697 , 0.0872 , 0.08838 , 0.11414 , 0.12162 , 0.1052 , 0.0949 , 0.10186 , 0.10948 , 0.09368 , 0.08332 , 0.03467 , 0.03815 , 0.05038 , 0.04298 , 0.04166 , 0.09093 , 0.07182 , 0.07624 , 0.07624 , 0.08742 
 675 , 0.10437 , 0.07104 , 0.10394 , 0.11786 , 0.10579 , 0.05146 , 0.04342 , 0.06283 , 0.05574 , 0.04679 , 0.05666 , 0.03856 , 0.02293 , 0.02804 , 0.03948 , 0.0822 , 0.07898 , 0.07716 , 0.0587 , 0.101 , 0.06417 , 0.09556 , 0.1237 , 0.08862 , 0.10224 , 0.04615 , 0.04008 , 0.04568 , 0.04466 , 0.05036 , 0.09047 , 0.09611 , 0.08916 , 0.1012 , 0.1015 , 0.09453 , 0.05811 , 0.0682 , 0.07636 , 0.07628 , 0.087 , 0.08721 , 0.08844 , 0.11418 , 0.12168 , 0.10524 , 0.09487 , 0.10183 , 0.10944 , 0.09369 , 0.08334 , 0.03482 , 0.03825 , 0.05045 , 0.04305 , 0.04166 , 0.09101 , 0.0719 , 0.0763 , 0.07623 , 0.08746 
 676 , 0.10444 , 0.07107 , 0.10398 , 0.1179 , 0.10587 , 0.05153 , 0.04345 , 0.06284 , 0.05578 , 0.04685 , 0.05669 , 0.03863 , 0.02307 , 0.02821 , 0.03953 , 0.08226 , 0.07901 , 0.0772 , 0.05867 , 0.10102 , 0.06429 , 0.09565 , 0.12381 , 0.08867 , 0.1023 , 0.04617 , 0.04011 , 0.04574 , 0.0447 , 0.05043 , 0.09053 , 0.09613 , 0.0892 , 0.10121 , 0.10156 , 0.09464 , 0.05815 , 0.06827 , 0.07642 , 0.07632 , 0.08705 , 0.08723 , 0.08851 , 0.11423 , 0.12176 , 0.10529 , 0.09486 , 0.1018 , 0.10942 , 0.0937 , 0.08336 , 0.03497 , 0.03836 , 0.05052 , 0.04313 , 0.04168 , 0.09111 , 0.072 , 0.07637 , 0.07623 , 0.0875 
 677 , 0.10451 , 0.0711 , 0.10401 , 0.11794 , 0.10596 , 0.0516 , 0.04348 , 0.06285 , 0.05581 , 0.04691 , 0.05673 , 0.0387 , 0.02322 , 0.02838 , 0.03959 , 0.08232 , 0.07904 , 0.07724 , 0.05865 , 0.10103 , 0.0644 , 0.09574 , 0.12392 , 0.08871 , 0.10237 , 0.04619 , 0.04013 , 0.04579 , 0.04474 , 0.05051 , 0.09059 , 0.09615 , 0.08925 , 0.10123 , 0.10161 , 0.09475 , 0.05818 , 0.06833 , 0.07649 , 0.07637 , 0.0871 , 0.08725 , 0.08857 , 0.11428 , 0.12183 , 0.10534 , 0.09484 , 0.10178 , 0.1094 , 0.09372 , 0.08339 , 0.03512 , 0.03847 , 0.0506 , 0.0432 , 0.04169 , 0.0912 , 0.07209 , 0.07645 , 0.07624 , 0.08754 
 678 , 0.10446 , 0.07106 , 0.10401 , 0.11787 , 0.10597 , 0.05181 , 0.04378 , 0.06298 , 0.05593 , 0.04698 , 0.05678 , 0.03894 , 0.02346 , 0.02856 , 0.03976 , 0.08238 , 0.07909 , 0.07732 , 0.05875 , 0.10107 , 0.06463 , 0.09581 , 0.12396 , 0.0888 , 0.10242 , 0.04634 , 0.04033 , 0.04598 , 0.04504 , 0.05073 , 0.09067 , 0.09616 , 0.08925 , 0.10125 , 0.1016 , 0.0948 , 0.05823 , 0.06835 , 0.0765 , 0.07638 , 0.08717 , 0.08732 , 0.08872 , 0.1143 , 0.12182 , 0.10537 , 0.09482 , 0.10176 , 0.10945 , 0.09382 , 0.08338 , 0.03548 , 0.03868 , 0.05085 , 0.04338 , 0.04184 , 0.09117 , 0.07216 , 0.0765 , 0.07629 , 0.08756 
 679 , 0.10462 , 0.07118 , 0.10423 , 0.11807 , 0.10623 , 0.05216 , 0.04421 , 0.06326 , 0.05618 , 0.04715 , 0.05696 , 0.03928 , 0.02376 , 0.02881 , 0.04002 , 0.08264 , 0.07932 , 0.07758 , 0.05899 , 0.10133 , 0.06502 , 0.09609 , 0.12428 , 0.0891 , 0.1027 , 0.04661 , 0.04064 , 0.04629 , 0.04545 , 0.05108 , 0.09096 , 0.09639 , 0.08944 , 0.10151 , 0.10182 , 0.09505 , 0.05842 , 0.06851 , 0.07668 , 0.07655 , 0.08743 , 0.08759 , 0.08906 , 0.11458 , 0.12208 , 0.10564 , 0.09502 , 0.10196 , 0.10975 , 0.09412 , 0.08356 , 0.03593 , 0.03899 , 0.05124 , 0.04366 , 0.04209 , 0.09134 , 0.07239 , 0.07672 , 0.07653 , 0.08777 
