  time  ,36:42 PM,36:53 PM,37:04 PM,37:12 PM,37:24 PM,37:50 PM,37:55 PM,38:01 PM,38:10 PM,38:19 PM,38:40 PM,38:48 PM,39:08 PM,39:18 PM,39:28 PM,40:06 PM,40:15 PM,40:24 PM,40:36 PM,40:44 PM,41:49 PM,41:56 PM,42:05 PM,42:12 PM,42:21 PM,42:49 PM,42:57 PM,43:03 PM,43:10 PM,43:19 PM,44:01 PM,44:10 PM,44:17 PM,44:24 PM,44:31 PM,44:57 PM,45:06 PM,45:13 PM,45:21 PM,45:29 PM,46:49 PM,47:14 PM,47:26 PM,47:33 PM,47:40 PM,47:47 PM,48:34 PM,48:42 PM,48:50 PM,49:00 PM,49:07 PM,49:45 PM,49:53 PM,50:00 PM,50:08 PM,50:16 PM,50:51 PM,50:59 PM,51:08 PM,51:17 PM,51:24 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 340 , 0.5212 , 0.42351 , 0.61359 , 0.72258 , 0.50368 , 0.37005 , 0.37739 , 0.46378 , 0.38816 , 0.34828 , 0.40715 , 0.37289 , 0.17839 , 0.2797 , 0.30796 , 0.576 , 0.72288 , 0.58785 , 0.4904 , 0.53393 , 0.37071 , 0.42333 , 0.68285 , 0.44403 , 0.6232 , 0.31348 , 0.27584 , 0.30965 , 0.26381 , 0.32581 , 0.4412 , 0.4396 , 0.49315 , 0.52084 , 0.5355 , 0.38611 , 0.24697 , 0.34599 , 0.324 , 0.39913 , 0.41327 , 0.37736 , 0.39978 , 0.53892 , 0.62513 , 0.53214 , 0.62175 , 0.6373 , 0.5389 , 0.57933 , 0.52133 , 0.28017 , 0.21781 , 0.22431 , 0.24084 , 0.25725 , 0.28958 , 0.29152 , 0.38981 , 0.22674 , 0.45594 
 341 , 0.56001 , 0.45377 , 0.65644 , 0.76561 , 0.53671 , 0.40922 , 0.42701 , 0.50836 , 0.4176 , 0.39125 , 0.44231 , 0.40805 , 0.21862 , 0.31351 , 0.36463 , 0.62259 , 0.77078 , 0.62883 , 0.5177 , 0.57487 , 0.39089 , 0.46548 , 0.72864 , 0.46631 , 0.6625 , 0.34361 , 0.30206 , 0.34076 , 0.28338 , 0.35703 , 0.46419 , 0.46367 , 0.52492 , 0.55735 , 0.57642 , 0.41795 , 0.27223 , 0.3718 , 0.35199 , 0.42687 , 0.44768 , 0.40618 , 0.43316 , 0.58024 , 0.66414 , 0.56485 , 0.66456 , 0.67831 , 0.57849 , 0.63308 , 0.56317 , 0.30087 , 0.25333 , 0.25443 , 0.26931 , 0.29011 , 0.31949 , 0.34052 , 0.42608 , 0.25124 , 0.5074 
 342 , 0.59402 , 0.4823 , 0.70202 , 0.80854 , 0.56888 , 0.43739 , 0.46884 , 0.54772 , 0.44777 , 0.42558 , 0.48796 , 0.44005 , 0.25542 , 0.34783 , 0.40512 , 0.66744 , 0.81709 , 0.66805 , 0.54287 , 0.61456 , 0.41724 , 0.50262 , 0.77298 , 0.4991 , 0.70407 , 0.37312 , 0.32354 , 0.36626 , 0.31151 , 0.38553 , 0.49021 , 0.48986 , 0.55659 , 0.59601 , 0.61366 , 0.44624 , 0.29299 , 0.3961 , 0.37785 , 0.45407 , 0.47843 , 0.43952 , 0.46384 , 0.6211 , 0.70714 , 0.60272 , 0.70442 , 0.72201 , 0.61825 , 0.68111 , 0.60799 , 0.33352 , 0.28707 , 0.27871 , 0.29562 , 0.3218 , 0.35089 , 0.38417 , 0.46163 , 0.28268 , 0.54836 
 343 , 0.62226 , 0.50858 , 0.75025 , 0.8512 , 0.59984 , 0.45221 , 0.50039 , 0.58024 , 0.47848 , 0.44963 , 0.54659 , 0.46886 , 0.28828 , 0.38286 , 0.42702 , 0.7103 , 0.86134 , 0.70502 , 0.56613 , 0.65309 , 0.45062 , 0.53352 , 0.81539 , 0.54412 , 0.74816 , 0.40125 , 0.33928 , 0.38537 , 0.34883 , 0.4105 , 0.51979 , 0.51879 , 0.58817 , 0.637 , 0.64641 , 0.47033 , 0.30838 , 0.41866 , 0.40105 , 0.48058 , 0.50464 , 0.47814 , 0.49111 , 0.6614 , 0.75514 , 0.64634 , 0.7407 , 0.76881 , 0.65824 , 0.72213 , 0.65589 , 0.3801 , 0.31822 , 0.29587 , 0.31892 , 0.35128 , 0.3841 , 0.42038 , 0.4958 , 0.32179 , 0.57633 
 344 , 0.64921 , 0.53343 , 0.79601 , 0.89205 , 0.62918 , 0.46611 , 0.53081 , 0.61149 , 0.50788 , 0.47276 , 0.60372 , 0.49714 , 0.31994 , 0.41625 , 0.44871 , 0.75161 , 0.90326 , 0.74 , 0.58771 , 0.68984 , 0.48247 , 0.56318 , 0.85622 , 0.58755 , 0.79052 , 0.42808 , 0.35419 , 0.40367 , 0.38396 , 0.43414 , 0.54823 , 0.54687 , 0.61862 , 0.67649 , 0.67775 , 0.49347 , 0.32312 , 0.44028 , 0.42328 , 0.50598 , 0.5298 , 0.51537 , 0.51722 , 0.70018 , 0.80203 , 0.68777 , 0.77521 , 0.81402 , 0.69686 , 0.76084 , 0.7012 , 0.42509 , 0.34775 , 0.31236 , 0.34102 , 0.37904 , 0.41635 , 0.45449 , 0.52761 , 0.35916 , 0.60264 
 345 , 0.67516 , 0.55691 , 0.83807 , 0.93116 , 0.65718 , 0.47928 , 0.55853 , 0.64283 , 0.53584 , 0.49536 , 0.65667 , 0.52317 , 0.34897 , 0.44674 , 0.4703 , 0.79147 , 0.94245 , 0.77398 , 0.60853 , 0.72554 , 0.51223 , 0.59141 , 0.89588 , 0.62866 , 0.83139 , 0.4531 , 0.36952 , 0.42117 , 0.41645 , 0.45643 , 0.57561 , 0.57442 , 0.64831 , 0.71331 , 0.70801 , 0.51625 , 0.33745 , 0.46112 , 0.44459 , 0.53115 , 0.55398 , 0.55062 , 0.54287 , 0.73692 , 0.84722 , 0.72619 , 0.80913 , 0.85858 , 0.7341 , 0.79782 , 0.74376 , 0.46706 , 0.3751 , 0.32843 , 0.36151 , 0.40457 , 0.44701 , 0.48613 , 0.55737 , 0.39331 , 0.62847 
 346 , 0.70338 , 0.57841 , 0.8604 , 0.96903 , 0.68533 , 0.49343 , 0.56815 , 0.69136 , 0.56097 , 0.52273 , 0.67522 , 0.53268 , 0.35977 , 0.45982 , 0.49816 , 0.83154 , 0.97507 , 0.81749 , 0.63654 , 0.7675 , 0.53215 , 0.61679 , 0.93997 , 0.65922 , 0.87306 , 0.47055 , 0.40018 , 0.439 , 0.43904 , 0.47672 , 0.60299 , 0.6066 , 0.68228 , 0.73573 , 0.74109 , 0.54608 , 0.35456 , 0.48271 , 0.46524 , 0.56615 , 0.57841 , 0.57763 , 0.57594 , 0.76712 , 0.88717 , 0.75092 , 0.85514 , 0.91452 , 0.77164 , 0.83839 , 0.78083 , 0.48999 , 0.39329 , 0.34764 , 0.37486 , 0.41998 , 0.47134 , 0.50977 , 0.58639 , 0.40647 , 0.66537 
 347 , 0.73016 , 0.5989 , 0.88158 , 1.00507 , 0.71224 , 0.50671 , 0.57697 , 0.7368 , 0.58469 , 0.5485 , 0.69273 , 0.5412 , 0.36969 , 0.4719 , 0.52325 , 0.8696 , 1.00543 , 0.8586 , 0.66302 , 0.80766 , 0.55116 , 0.64074 , 0.98191 , 0.68822 , 0.91302 , 0.48693 , 0.4289 , 0.45562 , 0.46051 , 0.49574 , 0.62905 , 0.63703 , 0.7146 , 0.75664 , 0.7726 , 0.57442 , 0.37074 , 0.50334 , 0.48496 , 0.59966 , 0.60162 , 0.60305 , 0.60747 , 0.79543 , 0.9247 , 0.77425 , 0.89905 , 0.96772 , 0.80693 , 0.87666 , 0.81547 , 0.51147 , 0.41032 , 0.36552 , 0.38742 , 0.43461 , 0.49363 , 0.5318 , 0.61345 , 0.41879 , 0.70057 
 348 , 0.75561 , 0.61847 , 0.90168 , 1.03941 , 0.73798 , 0.51918 , 0.58509 , 0.77943 , 0.60711 , 0.57281 , 0.7093 , 0.54886 , 0.37883 , 0.48311 , 0.54597 , 0.90578 , 1.03376 , 0.8975 , 0.68809 , 0.84612 , 0.56931 , 0.66339 , 1.02186 , 0.71577 , 0.9514 , 0.50233 , 0.45587 , 0.47116 , 0.48094 , 0.5136 , 0.65389 , 0.66586 , 0.74537 , 0.77619 , 0.80267 , 0.60136 , 0.38605 , 0.52306 , 0.5038 , 0.63178 , 0.62369 , 0.62703 , 0.63756 , 0.82203 , 0.96004 , 0.79629 , 0.94101 , 1.01836 , 0.84016 , 0.91282 , 0.84792 , 0.53163 , 0.4263 , 0.38218 , 0.39925 , 0.44855 , 0.51413 , 0.55238 , 0.63874 , 0.43036 , 0.73418 
 349 , 0.78709 , 0.64234 , 0.93196 , 1.08553 , 0.77175 , 0.54827 , 0.61405 , 0.80712 , 0.62521 , 0.6006 , 0.74448 , 0.56793 , 0.38925 , 0.506 , 0.57285 , 0.94191 , 1.07374 , 0.93414 , 0.71857 , 0.88612 , 0.59287 , 0.68908 , 1.06618 , 0.74591 , 0.99051 , 0.52115 , 0.47392 , 0.49614 , 0.49719 , 0.53408 , 0.67928 , 0.69362 , 0.78337 , 0.80805 , 0.84285 , 0.62939 , 0.40637 , 0.54598 , 0.52348 , 0.66117 , 0.65193 , 0.65483 , 0.66316 , 0.86781 , 1.00507 , 0.83666 , 0.98559 , 1.06464 , 0.87658 , 0.95026 , 0.8845 , 0.54221 , 0.43466 , 0.39907 , 0.41825 , 0.46568 , 0.54512 , 0.58471 , 0.67343 , 0.44959 , 0.76981 
 350 , 0.82047 , 0.66761 , 0.96554 , 1.13547 , 0.80784 , 0.58402 , 0.65164 , 0.82819 , 0.64117 , 0.62935 , 0.78643 , 0.59136 , 0.40006 , 0.53356 , 0.60157 , 0.97743 , 1.11812 , 0.96916 , 0.75088 , 0.92625 , 0.61833 , 0.71552 , 1.11181 , 0.77675 , 1.02888 , 0.5411 , 0.48815 , 0.52474 , 0.51135 , 0.55529 , 0.70441 , 0.72042 , 0.82342 , 0.84467 , 0.88656 , 0.65739 , 0.42849 , 0.56973 , 0.54313 , 0.68901 , 0.68205 , 0.68363 , 0.68643 , 0.9215 , 1.05361 , 0.88396 , 1.03054 , 1.10835 , 0.91352 , 0.98722 , 0.92221 , 0.5487 , 0.43979 , 0.41578 , 0.43972 , 0.48374 , 0.58011 , 0.62124 , 0.71121 , 0.47156 , 0.80556 
 351 , 0.8528 , 0.69219 , 0.99767 , 1.18359 , 0.84232 , 0.6192 , 0.68899 , 0.84833 , 0.65648 , 0.65716 , 0.82685 , 0.61427 , 0.41063 , 0.56069 , 0.63007 , 1.01183 , 1.16163 , 1.00295 , 0.78236 , 0.96536 , 0.64317 , 0.74105 , 1.15639 , 0.80685 , 1.06556 , 0.56053 , 0.502 , 0.55271 , 0.52487 , 0.57585 , 0.72872 , 0.74625 , 0.8619 , 0.8806 , 0.92903 , 0.68452 , 0.45005 , 0.59262 , 0.56212 , 0.71606 , 0.71105 , 0.71136 , 0.70884 , 0.97466 , 1.10103 , 0.93002 , 1.07417 , 1.15064 , 0.94902 , 1.02246 , 0.95879 , 0.55488 , 0.44469 , 0.43197 , 0.46036 , 0.50112 , 0.61426 , 0.65655 , 0.74756 , 0.49281 , 0.84006 
 352 , 0.88073 , 0.71655 , 1.03051 , 1.22438 , 0.8727 , 0.64655 , 0.71825 , 0.8692 , 0.67732 , 0.67911 , 0.86472 , 0.64024 , 0.42576 , 0.58989 , 0.65139 , 1.0442 , 1.19525 , 1.03237 , 0.80496 , 0.99942 , 0.66342 , 0.76507 , 1.19111 , 0.83323 , 1.09891 , 0.57832 , 0.51543 , 0.57506 , 0.53727 , 0.59795 , 0.7522 , 0.77037 , 0.89271 , 0.91169 , 0.96496 , 0.70822 , 0.46928 , 0.61277 , 0.57827 , 0.74028 , 0.73509 , 0.73646 , 0.732 , 1.01549 , 1.14348 , 0.96612 , 1.1095 , 1.18769 , 0.98024 , 1.0511 , 0.98782 , 0.56666 , 0.45247 , 0.45098 , 0.479 , 0.51696 , 0.63972 , 0.68506 , 0.77645 , 0.51336 , 0.86938 
 353 , 0.90073 , 0.74117 , 1.06639 , 1.25201 , 0.89637 , 0.65826 , 0.73078 , 0.89259 , 0.71021 , 0.69003 , 0.89896 , 0.67288 , 0.45065 , 0.62336 , 0.65797 , 1.07352 , 1.20955 , 1.05412 , 0.81027 , 1.02405 , 0.67488 , 0.78691 , 1.20669 , 0.85266 , 1.12725 , 0.59325 , 0.5284 , 0.58647 , 0.54809 , 0.62385 , 0.7749 , 0.792 , 0.90944 , 0.93341 , 0.98867 , 0.72576 , 0.48427 , 0.62817 , 0.58929 , 0.75947 , 0.75015 , 0.75727 , 0.75758 , 1.0312 , 1.1767 , 0.98301 , 1.12915 , 1.21547 , 1.00414 , 1.06811 , 1.00263 , 0.59012 , 0.46632 , 0.47628 , 0.49444 , 0.53036 , 0.64812 , 0.70088 , 0.79157 , 0.53318 , 0.88938 
 354 , 0.91985 , 0.76487 , 1.1012 , 1.27869 , 0.91932 , 0.66922 , 0.74274 , 0.91541 , 0.74198 , 0.7004 , 0.93202 , 0.70416 , 0.475 , 0.65511 , 0.66432 , 1.10168 , 1.22312 , 1.07525 , 0.8153 , 1.04786 , 0.68579 , 0.80783 , 1.22147 , 0.8711 , 1.15476 , 0.60745 , 0.54104 , 0.5974 , 0.55833 , 0.64866 , 0.79693 , 0.81289 , 0.92568 , 0.95429 , 1.01152 , 0.74268 , 0.49874 , 0.643 , 0.59982 , 0.7779 , 0.76465 , 0.77741 , 0.78227 , 1.0461 , 1.20828 , 0.99916 , 1.14789 , 1.24215 , 1.0271 , 1.08438 , 1.01656 , 0.61254 , 0.47949 , 0.50049 , 0.50943 , 0.54323 , 0.65614 , 0.71606 , 0.80589 , 0.55222 , 0.90851 
 355 , 0.93813 , 0.7877 , 1.13498 , 1.30447 , 0.94158 , 0.6795 , 0.75416 , 0.93768 , 0.77269 , 0.71026 , 0.96395 , 0.73416 , 0.49882 , 0.68528 , 0.67043 , 1.12875 , 1.23601 , 1.09576 , 0.82008 , 1.07087 , 0.69618 , 0.8279 , 1.2355 , 0.88862 , 1.18148 , 0.62096 , 0.55335 , 0.60788 , 0.56802 , 0.67245 , 0.81833 , 0.83307 , 0.94145 , 0.97438 , 1.03357 , 0.759 , 0.51271 , 0.65731 , 0.6099 , 0.79559 , 0.7786 , 0.79691 , 0.80612 , 1.06023 , 1.23833 , 1.01463 , 1.16579 , 1.26778 , 1.04917 , 1.09996 , 1.02967 , 0.63399 , 0.49204 , 0.52369 , 0.52398 , 0.55561 , 0.6638 , 0.73063 , 0.81948 , 0.57053 , 0.92682 
 356 , 0.94045 , 0.784 , 1.14288 , 1.30578 , 0.93873 , 0.67017 , 0.74686 , 0.92953 , 0.7688 , 0.70729 , 0.95996 , 0.7297 , 0.48674 , 0.66861 , 0.67726 , 1.11472 , 1.23538 , 1.10524 , 0.82557 , 1.06354 , 0.70014 , 0.83363 , 1.24168 , 0.88641 , 1.18116 , 0.62867 , 0.54982 , 0.60051 , 0.56745 , 0.67598 , 0.81672 , 0.83564 , 0.94587 , 0.98537 , 1.03381 , 0.76293 , 0.51244 , 0.66256 , 0.61425 , 0.79533 , 0.7842 , 0.79473 , 0.80713 , 1.07071 , 1.23204 , 1.01929 , 1.16551 , 1.27065 , 1.05881 , 1.10665 , 1.02747 , 0.62704 , 0.48978 , 0.52517 , 0.52051 , 0.55566 , 0.67036 , 0.72771 , 0.81293 , 0.57321 , 0.93931 
 357 , 0.94189 , 0.77919 , 1.14922 , 1.30582 , 0.93477 , 0.66032 , 0.7391 , 0.92038 , 0.76329 , 0.70385 , 0.95437 , 0.72376 , 0.47371 , 0.65088 , 0.68372 , 1.09962 , 1.23411 , 1.11369 , 0.83092 , 1.0551 , 0.70367 , 0.83844 , 1.24719 , 0.88335 , 1.17953 , 0.63582 , 0.54565 , 0.5927 , 0.56639 , 0.67834 , 0.81406 , 0.83722 , 0.94955 , 0.99546 , 1.03296 , 0.76606 , 0.51148 , 0.66715 , 0.61816 , 0.7942 , 0.78914 , 0.79161 , 0.80698 , 1.08057 , 1.22431 , 1.02323 , 1.16435 , 1.27226 , 1.06742 , 1.11265 , 1.02464 , 0.619 , 0.4869 , 0.52551 , 0.5164 , 0.5551 , 0.67646 , 0.72407 , 0.80572 , 0.57499 , 0.95095 
 358 , 0.94325 , 0.77462 , 1.15533 , 1.30586 , 0.93099 , 0.65095 , 0.73181 , 0.91179 , 0.75796 , 0.70059 , 0.94903 , 0.71813 , 0.46152 , 0.6344 , 0.6898 , 1.0855 , 1.2329 , 1.12169 , 0.83607 , 1.04711 , 0.70709 , 0.84307 , 1.25245 , 0.88044 , 1.17798 , 0.64269 , 0.54166 , 0.58532 , 0.56537 , 0.68059 , 0.81153 , 0.83873 , 0.95307 , 1.00513 , 1.03215 , 0.76903 , 0.51058 , 0.67155 , 0.62191 , 0.79313 , 0.79387 , 0.78866 , 0.80683 , 1.08998 , 1.21698 , 1.027 , 1.16325 , 1.27378 , 1.07564 , 1.1184 , 1.02195 , 0.61131 , 0.48414 , 0.52584 , 0.51256 , 0.55457 , 0.6822 , 0.72061 , 0.79889 , 0.57668 , 0.96205 
 359 , 0.95688 , 0.78061 , 1.17003 , 1.31888 , 0.94229 , 0.65676 , 0.72678 , 0.91151 , 0.76071 , 0.7038 , 0.94633 , 0.70958 , 0.46539 , 0.63185 , 0.68997 , 1.08818 , 1.23958 , 1.12504 , 0.84042 , 1.04918 , 0.71565 , 0.84853 , 1.26841 , 0.88754 , 1.18485 , 0.64668 , 0.54273 , 0.5868 , 0.56694 , 0.68412 , 0.81852 , 0.84429 , 0.96429 , 1.01757 , 1.03827 , 0.77625 , 0.51452 , 0.67966 , 0.63051 , 0.80116 , 0.80364 , 0.79356 , 0.81321 , 1.10202 , 1.22678 , 1.04096 , 1.17215 , 1.28115 , 1.08501 , 1.12774 , 1.02636 , 0.61206 , 0.48672 , 0.5293 , 0.51538 , 0.55921 , 0.69288 , 0.72319 , 0.80831 , 0.58014 , 0.96829 
 360 , 0.97898 , 0.79395 , 1.19038 , 1.34072 , 0.96406 , 0.67315 , 0.72338 , 0.91693 , 0.769 , 0.71146 , 0.94554 , 0.69928 , 0.48027 , 0.63889 , 0.68612 , 1.10237 , 1.25167 , 1.1251 , 0.84404 , 1.05815 , 0.72761 , 0.85446 , 1.29174 , 0.90155 , 1.19754 , 0.64854 , 0.54733 , 0.5944 , 0.57028 , 0.68845 , 0.8321 , 0.85264 , 0.9807 , 1.03173 , 1.04914 , 0.7863 , 0.52183 , 0.69022 , 0.64236 , 0.81546 , 0.81682 , 0.8038 , 0.82402 , 1.11569 , 1.24849 , 1.06182 , 1.18792 , 1.29246 , 1.09501 , 1.13933 , 1.03555 , 0.6187 , 0.49293 , 0.53485 , 0.5227 , 0.56732 , 0.70687 , 0.72989 , 0.82886 , 0.58479 , 0.971 
 361 , 1.00012 , 0.8067 , 1.20962 , 1.36143 , 0.98483 , 0.68881 , 0.72019 , 0.92203 , 0.77673 , 0.71875 , 0.94481 , 0.68969 , 0.49435 , 0.64557 , 0.68253 , 1.11577 , 1.26315 , 1.12516 , 0.84741 , 1.06654 , 0.73893 , 0.86006 , 1.31404 , 0.91489 , 1.20964 , 0.65029 , 0.55169 , 0.6016 , 0.5734 , 0.69252 , 0.84507 , 0.86061 , 0.99629 , 1.04521 , 1.05946 , 0.79582 , 0.52882 , 0.70026 , 0.65362 , 0.82908 , 0.82939 , 0.81348 , 0.83426 , 1.12869 , 1.26924 , 1.08163 , 1.20292 , 1.3032 , 1.10452 , 1.15024 , 1.04415 , 0.62499 , 0.49878 , 0.54007 , 0.52959 , 0.57492 , 0.72013 , 0.73618 , 0.8483 , 0.58919 , 0.97356 
 362 , 1.01966 , 0.81957 , 1.22716 , 1.38109 , 1.00424 , 0.70309 , 0.71927 , 0.92918 , 0.78436 , 0.72619 , 0.94609 , 0.68729 , 0.5039 , 0.65131 , 0.68107 , 1.12953 , 1.27869 , 1.12786 , 0.85179 , 1.07744 , 0.75061 , 0.86805 , 1.33501 , 0.92779 , 1.22343 , 0.65213 , 0.5565 , 0.60983 , 0.57757 , 0.69735 , 0.85842 , 0.87062 , 1.01105 , 1.05896 , 1.07189 , 0.80658 , 0.53573 , 0.71078 , 0.66508 , 0.8432 , 0.84147 , 0.82512 , 0.84494 , 1.14309 , 1.28912 , 1.10017 , 1.21891 , 1.31576 , 1.11675 , 1.16304 , 1.05394 , 0.63291 , 0.50643 , 0.54567 , 0.53681 , 0.58226 , 0.73353 , 0.7436 , 0.8662 , 0.59591 , 0.97981 
 363 , 1.03551 , 0.83437 , 1.24132 , 1.39993 , 1.02126 , 0.71397 , 0.72664 , 0.94525 , 0.79298 , 0.73521 , 0.95545 , 0.71096 , 0.49813 , 0.65448 , 0.68715 , 1.14695 , 1.3119 , 1.14091 , 0.86104 , 1.10016 , 0.76582 , 0.88642 , 1.35351 , 0.94084 , 1.24517 , 0.6547 , 0.56341 , 0.62328 , 0.58647 , 0.70621 , 0.87466 , 0.88948 , 1.02499 , 1.0755 , 1.09389 , 0.82377 , 0.54299 , 0.72462 , 0.67892 , 0.86095 , 0.8531 , 0.84626 , 0.85885 , 1.16493 , 1.30796 , 1.11676 , 1.24084 , 1.33684 , 1.14059 , 1.18533 , 1.07012 , 0.64795 , 0.52213 , 0.55375 , 0.54687 , 0.59025 , 0.74935 , 0.75662 , 0.88129 , 0.61224 , 1.00061 
 364 , 1.05061 , 0.84847 , 1.2548 , 1.41792 , 1.03759 , 0.72436 , 0.73364 , 0.96049 , 0.80109 , 0.74378 , 0.96437 , 0.73351 , 0.49268 , 0.6575 , 0.6929 , 1.16352 , 1.34378 , 1.15325 , 0.86985 , 1.12196 , 0.78047 , 0.90404 , 1.37121 , 0.95329 , 1.26585 , 0.65713 , 0.56991 , 0.63616 , 0.59494 , 0.71475 , 0.89012 , 0.90751 , 1.03835 , 1.09122 , 1.1148 , 0.84023 , 0.54989 , 0.73785 , 0.69216 , 0.87785 , 0.86417 , 0.86657 , 0.87207 , 1.18587 , 1.32588 , 1.13262 , 1.26177 , 1.35686 , 1.16323 , 1.20664 , 1.08545 , 0.66222 , 0.53707 , 0.56143 , 0.55656 , 0.59788 , 0.76435 , 0.76906 , 0.89568 , 0.62777 , 1.02035 
 365 , 1.06503 , 0.86192 , 1.26765 , 1.43511 , 1.05328 , 0.73428 , 0.74028 , 0.97498 , 0.80872 , 0.75192 , 0.97287 , 0.75503 , 0.48752 , 0.66037 , 0.69835 , 1.17933 , 1.3744 , 1.16494 , 0.87825 , 1.14289 , 0.79459 , 0.92094 , 1.38816 , 0.9652 , 1.28556 , 0.65945 , 0.57603 , 0.6485 , 0.60301 , 0.723 , 0.90485 , 0.92476 , 1.05114 , 1.10618 , 1.13472 , 0.85602 , 0.55647 , 0.75052 , 0.70483 , 0.89394 , 0.87469 , 0.88608 , 0.88465 , 1.20595 , 1.34296 , 1.14779 , 1.28176 , 1.37591 , 1.18476 , 1.22703 , 1.10001 , 0.67577 , 0.55131 , 0.56875 , 0.5659 , 0.60518 , 0.7786 , 0.78094 , 0.90941 , 0.64256 , 1.03911 
 366 , 1.05718 , 0.85409 , 1.25472 , 1.42349 , 1.04285 , 0.72278 , 0.73332 , 0.96204 , 0.79902 , 0.73942 , 0.95479 , 0.74176 , 0.47634 , 0.63861 , 0.68455 , 1.16363 , 1.35889 , 1.14913 , 0.86969 , 1.13192 , 0.78319 , 0.91332 , 1.37861 , 0.95715 , 1.27235 , 0.6509 , 0.56764 , 0.63773 , 0.59491 , 0.70693 , 0.9002 , 0.92009 , 1.04383 , 1.09465 , 1.12088 , 0.85264 , 0.55319 , 0.74477 , 0.69973 , 0.88868 , 0.86958 , 0.87861 , 0.87872 , 1.19617 , 1.3331 , 1.14042 , 1.27327 , 1.35915 , 1.17568 , 1.2135 , 1.09105 , 0.6511 , 0.54265 , 0.56521 , 0.5606 , 0.60185 , 0.76974 , 0.77081 , 0.90586 , 0.63302 , 1.03923 
 367 , 1.04503 , 0.84216 , 1.23703 , 1.40636 , 1.02745 , 0.70726 , 0.72384 , 0.94411 , 0.78618 , 0.72323 , 0.93216 , 0.72196 , 0.46446 , 0.61297 , 0.66755 , 1.14215 , 1.33447 , 1.12841 , 0.85801 , 1.11479 , 0.76695 , 0.90091 , 1.36394 , 0.94528 , 1.2529 , 0.64047 , 0.55665 , 0.62254 , 0.58376 , 0.68656 , 0.89174 , 0.91106 , 1.03264 , 1.07814 , 1.10066 , 0.84542 , 0.54801 , 0.73545 , 0.69116 , 0.87922 , 0.86146 , 0.86587 , 0.86923 , 1.18062 , 1.31809 , 1.12869 , 1.25921 , 1.33574 , 1.16067 , 1.19357 , 1.07764 , 0.6198 , 0.52964 , 0.55961 , 0.55248 , 0.59643 , 0.75661 , 0.75661 , 0.89889 , 0.61891 , 1.03556 
 368 , 1.03341 , 0.83075 , 1.22024 , 1.39003 , 1.01285 , 0.6924 , 0.7148 , 0.92721 , 0.7739 , 0.70789 , 0.91091 , 0.70318 , 0.45329 , 0.58894 , 0.6516 , 1.12181 , 1.31126 , 1.10876 , 0.84694 , 1.09853 , 0.7515 , 0.88904 , 1.34995 , 0.93392 , 1.23434 , 0.63055 , 0.5462 , 0.60799 , 0.57308 , 0.66734 , 0.88366 , 0.90241 , 1.02198 , 1.0624 , 1.08139 , 0.83855 , 0.54306 , 0.72656 , 0.68299 , 0.87014 , 0.85368 , 0.85382 , 0.86021 , 1.16589 , 1.3038 , 1.11755 , 1.24577 , 1.31349 , 1.14631 , 1.17468 , 1.06486 , 0.59024 , 0.51723 , 0.55431 , 0.54477 , 0.59124 , 0.74428 , 0.74321 , 0.89226 , 0.60554 , 1.03204 
 369 , 1.01178 , 0.81558 , 1.19465 , 1.3616 , 0.99538 , 0.67495 , 0.69651 , 0.90145 , 0.75678 , 0.69103 , 0.888 , 0.68028 , 0.44382 , 0.57491 , 0.6316 , 1.08923 , 1.27556 , 1.08003 , 0.82747 , 1.07328 , 0.73311 , 0.86865 , 1.32056 , 0.91253 , 1.208 , 0.61655 , 0.53121 , 0.59061 , 0.56038 , 0.64628 , 0.8666 , 0.88617 , 0.99883 , 1.03892 , 1.0555 , 0.82205 , 0.53322 , 0.71179 , 0.67008 , 0.85004 , 0.83825 , 0.8354 , 0.84414 , 1.14019 , 1.27717 , 1.09223 , 1.22014 , 1.28047 , 1.11978 , 1.14567 , 1.04437 , 0.56899 , 0.5024 , 0.53865 , 0.53237 , 0.5787 , 0.72577 , 0.72728 , 0.8731 , 0.59157 , 1.00856 
