
Wavelength,SHB2_00006_B2_NP.spu,SHB2_00007_B2_NP.spu,SHB2_00008_B2_NP.spu,SHB2_00009_B2_NP.spu,SHB2_00010_B2_NP.spu,SHB2_00011_B2_CT1.spu,SHB2_00012_B2_CT1.spu,SHB2_00013_B2_CT1.spu,SHB2_00014_B2_CT1.spu,SHB2_00015_B2_CT1.spu,SHB2_00016_B2_N.spu,SHB2_00017_B2_N.spu,SHB2_00018_B2_N.spu,SHB2_00019_B2_N.spu,SHB2_00020_B2_N.spu,SHB2_00021_B2_P.spu,SHB2_00022_B2_P.spu,SHB2_00023_B2_P.spu,SHB2_00024_B2_P.spu,SHB2_00025_B2_P.spu
 316 , 0.02793 , 0.0299 , 0.03124 , 0 , 0.03196 , 0.01133 , 0 , 0.00979 , 0.00941 , 0 , 0.04679 , 0.00885 , 0.01663 , 0.03747 , 0.022 , 0.07123 , 0.13479 , 0.10866 , 0.11052 , 0.11377 
 317 , 0.04341 , 0.04624 , 0.04947 , 0 , 0.05126 , 0.01789 , 0 , 0.01578 , 0.01482 , 0 , 0.04992 , 0.01384 , 0.02668 , 0.04575 , 0.00991 , 0.09961 , 0.13761 , 0.09888 , 0.12704 , 0.11974 
 318 , 0.05623 , 0.0597 , 0.06333 , 0 , 0.06766 , 0.02405 , 0.00194 , 0.02094 , 0.01989 , 0 , 0.05337 , 0.01742 , 0.03526 , 0.05342 , 0.00053 , 0.12336 , 0.14321 , 0.09363 , 0.14338 , 0.12606 
 319 , 0.05953 , 0.06339 , 0.05149 , 0 , 0.0693 , 0.03184 , 0.02222 , 0.0216 , 0.02636 , 0 , 0.06015 , 0.0125 , 0.0364 , 0.06052 , 0.00603 , 0.12247 , 0.16975 , 0.12065 , 0.16454 , 0.13493 
 320 , 0.06315 , 0.06747 , 0.03933 , 0 , 0.07099 , 0.04008 , 0.04419 , 0.02231 , 0.03321 , 0 , 0.06729 , 0.00726 , 0.03761 , 0.0681 , 0.01191 , 0.12153 , 0.19838 , 0.14798 , 0.18713 , 0.1443 
 321 , 0.06717 , 0.07202 , 0.02683 , 0 , 0.07273 , 0.04882 , 0.06809 , 0.02307 , 0.0405 , 0 , 0.07484 , 0.00164 , 0.03891 , 0.0762 , 0.0182 , 0.12051 , 0.22936 , 0.1756 , 0.21131 , 0.15421 
 322 , 0.07786 , 0.09918 , 0.0428 , 0.01039 , 0.09502 , 0.06728 , 0.08033 , 0.03264 , 0.06052 , 0.00454 , 0.10154 , 0.01278 , 0.05501 , 0.0943 , 0.02852 , 0.13477 , 0.2593 , 0.20788 , 0.25094 , 0.18818 
 323 , 0.09131 , 0.13572 , 0.07027 , 0.02482 , 0.12642 , 0.08923 , 0.08772 , 0.04527 , 0.08573 , 0.01058 , 0.13603 , 0.03053 , 0.07656 , 0.11615 , 0.04036 , 0.15483 , 0.28889 , 0.24222 , 0.29632 , 0.23095 
 324 , 0.10476 , 0.1728 , 0.09811 , 0.03926 , 0.15927 , 0.11086 , 0.09512 , 0.0574 , 0.11127 , 0.01633 , 0.17092 , 0.04828 , 0.09762 , 0.13776 , 0.05219 , 0.1742 , 0.31847 , 0.27695 , 0.34117 , 0.27275 
 325 , 0.1216 , 0.19662 , 0.12103 , 0.05802 , 0.18283 , 0.13403 , 0.10887 , 0.0669 , 0.1385 , 0.0261 , 0.19692 , 0.05945 , 0.11695 , 0.1553 , 0.07138 , 0.19689 , 0.34331 , 0.31071 , 0.3807 , 0.30748 
 326 , 0.14472 , 0.19449 , 0.13387 , 0.08479 , 0.18698 , 0.16036 , 0.13451 , 0.07191 , 0.16834 , 0.04415 , 0.20547 , 0.05809 , 0.13347 , 0.16532 , 0.10421 , 0.2264 , 0.35988 , 0.34223 , 0.41061 , 0.32973 
 327 , 0.16695 , 0.19243 , 0.14635 , 0.11081 , 0.19096 , 0.18593 , 0.15906 , 0.07673 , 0.19744 , 0.06242 , 0.21373 , 0.05679 , 0.14982 , 0.17512 , 0.13593 , 0.25496 , 0.37538 , 0.37339 , 0.43984 , 0.35125 
 328 , 0.18837 , 0.19041 , 0.15853 , 0.13611 , 0.19476 , 0.21084 , 0.18262 , 0.0814 , 0.22581 , 0.0809 , 0.22173 , 0.05555 , 0.16599 , 0.1847 , 0.1666 , 0.28266 , 0.38995 , 0.4042 , 0.46842 , 0.37216 
 329 , 0.21279 , 0.2322 , 0.223 , 0.18618 , 0.23774 , 0.23622 , 0.21378 , 0.11139 , 0.25198 , 0.10871 , 0.2393 , 0.08611 , 0.1977 , 0.20397 , 0.18883 , 0.3245 , 0.44483 , 0.44795 , 0.50168 , 0.41379 
 330 , 0.23696 , 0.27413 , 0.28956 , 0.23536 , 0.28054 , 0.26211 , 0.24441 , 0.14308 , 0.27721 , 0.13632 , 0.25672 , 0.11762 , 0.23002 , 0.22324 , 0.21043 , 0.36677 , 0.49947 , 0.49141 , 0.53444 , 0.45605 
 331 , 0.26083 , 0.31441 , 0.35613 , 0.28263 , 0.32161 , 0.28875 , 0.27423 , 0.17557 , 0.30157 , 0.16329 , 0.2736 , 0.14879 , 0.26235 , 0.24209 , 0.23179 , 0.40903 , 0.55245 , 0.53395 , 0.56649 , 0.49832 
 332 , 0.28971 , 0.35582 , 0.38517 , 0.31496 , 0.36053 , 0.30586 , 0.30449 , 0.18968 , 0.32841 , 0.18929 , 0.28605 , 0.17288 , 0.28694 , 0.26329 , 0.25203 , 0.44849 , 0.60075 , 0.5682 , 0.61132 , 0.53359 
 333 , 0.32186 , 0.39729 , 0.38734 , 0.33682 , 0.39804 , 0.31612 , 0.33504 , 0.19058 , 0.3567 , 0.2143 , 0.29537 , 0.19165 , 0.30564 , 0.28601 , 0.27113 , 0.4853 , 0.64588 , 0.59629 , 0.66462 , 0.56356 
 334 , 0.35325 , 0.43672 , 0.38945 , 0.35814 , 0.43506 , 0.32569 , 0.36519 , 0.19144 , 0.38405 , 0.23847 , 0.30432 , 0.20985 , 0.32339 , 0.30826 , 0.28924 , 0.52063 , 0.69101 , 0.62274 , 0.71626 , 0.59232 
 335 , 0.3807 , 0.46651 , 0.39087 , 0.37525 , 0.46923 , 0.33517 , 0.39148 , 0.19634 , 0.40576 , 0.25626 , 0.31487 , 0.22379 , 0.33697 , 0.32805 , 0.30267 , 0.54751 , 0.72616 , 0.64452 , 0.75839 , 0.61656 
 336 , 0.39559 , 0.46519 , 0.39119 , 0.37827 , 0.49559 , 0.3458 , 0.40595 , 0.21664 , 0.40931 , 0.25265 , 0.33266 , 0.22322 , 0.33738 , 0.34027 , 0.30068 , 0.54668 , 0.72716 , 0.65167 , 0.7694 , 0.62758 
 337 , 0.4098 , 0.46395 , 0.39149 , 0.38115 , 0.52004 , 0.35589 , 0.41923 , 0.2365 , 0.41265 , 0.24929 , 0.34978 , 0.22267 , 0.33776 , 0.3519 , 0.29878 , 0.54589 , 0.72808 , 0.65856 , 0.77987 , 0.638 
 338 , 0.42339 , 0.46278 , 0.39177 , 0.3839 , 0.54278 , 0.36549 , 0.43147 , 0.25592 , 0.41578 , 0.24616 , 0.36628 , 0.22215 , 0.33812 , 0.36299 , 0.29697 , 0.54514 , 0.72894 , 0.6652 , 0.78986 , 0.64785 
 339 , 0.44449 , 0.50561 , 0.41213 , 0.41295 , 0.57447 , 0.39038 , 0.45034 , 0.2768 , 0.44122 , 0.26092 , 0.39446 , 0.25099 , 0.35972 , 0.37613 , 0.32373 , 0.58229 , 0.78116 , 0.71193 , 0.83653 , 0.68935 
 340 , 0.46658 , 0.55657 , 0.43586 , 0.44709 , 0.60774 , 0.41791 , 0.46996 , 0.29731 , 0.47081 , 0.2789 , 0.42429 , 0.28515 , 0.38519 , 0.38928 , 0.35609 , 0.62667 , 0.84298 , 0.76612 , 0.88915 , 0.7362 
 341 , 0.4882 , 0.60698 , 0.45906 , 0.48122 , 0.6414 , 0.44512 , 0.48936 , 0.31698 , 0.50039 , 0.2967 , 0.45334 , 0.31868 , 0.41042 , 0.40209 , 0.38845 , 0.67105 , 0.9048 , 0.81984 , 0.94035 , 0.78223 
 342 , 0.49818 , 0.63013 , 0.48045 , 0.50825 , 0.66028 , 0.46176 , 0.5044 , 0.32965 , 0.51681 , 0.30813 , 0.47142 , 0.33679 , 0.42427 , 0.41843 , 0.40435 , 0.68976 , 0.93728 , 0.85016 , 0.96222 , 0.80844 
 343 , 0.4959 , 0.62224 , 0.49956 , 0.52638 , 0.66244 , 0.46639 , 0.51452 , 0.33459 , 0.51824 , 0.31223 , 0.47709 , 0.33708 , 0.42503 , 0.43868 , 0.40156 , 0.67936 , 0.936 , 0.85402 , 0.95184 , 0.81219 
 344 , 0.49388 , 0.61503 , 0.51696 , 0.54286 , 0.66438 , 0.47059 , 0.52383 , 0.33912 , 0.51955 , 0.31597 , 0.48231 , 0.33736 , 0.42575 , 0.4573 , 0.39908 , 0.66988 , 0.93483 , 0.85749 , 0.94237 , 0.81564 
 345 , 0.49462 , 0.61149 , 0.5349 , 0.5582 , 0.66904 , 0.47729 , 0.53344 , 0.34388 , 0.52297 , 0.3208 , 0.48858 , 0.33799 , 0.42865 , 0.47592 , 0.39888 , 0.66605 , 0.93823 , 0.86451 , 0.93902 , 0.82207 
 346 , 0.52407 , 0.64612 , 0.57574 , 0.57345 , 0.70736 , 0.51929 , 0.55524 , 0.35502 , 0.55274 , 0.34245 , 0.51114 , 0.34304 , 0.45941 , 0.50898 , 0.42186 , 0.72213 , 0.99536 , 0.91398 , 1.00023 , 0.86693 
 347 , 0.55209 , 0.67865 , 0.61438 , 0.58799 , 0.74354 , 0.55853 , 0.57551 , 0.36551 , 0.58088 , 0.36277 , 0.53272 , 0.34779 , 0.48856 , 0.54129 , 0.44369 , 0.77573 , 1.04962 , 0.96203 , 1.05875 , 0.90983 
 348 , 0.57877 , 0.70926 , 0.65098 , 0.60188 , 0.77776 , 0.59529 , 0.59438 , 0.37541 , 0.60751 , 0.38187 , 0.55338 , 0.35226 , 0.51623 , 0.57288 , 0.46444 , 0.82703 , 1.10121 , 1.00872 , 1.11475 , 0.95091 
 349 , 0.60035 , 0.73517 , 0.66564 , 0.62355 , 0.79159 , 0.61703 , 0.61445 , 0.39183 , 0.63586 , 0.40608 , 0.57107 , 0.37698 , 0.53366 , 0.59939 , 0.48401 , 0.85685 , 1.14921 , 1.05147 , 1.17728 , 0.99528 
 350 , 0.61942 , 0.7584 , 0.67119 , 0.64752 , 0.79695 , 0.63239 , 0.63455 , 0.41073 , 0.66479 , 0.43233 , 0.58729 , 0.40994 , 0.54649 , 0.62278 , 0.5031 , 0.87735 , 1.19512 , 1.09155 , 1.24193 , 1.04015 
 351 , 0.63778 , 0.78038 , 0.67642 , 0.67011 , 0.80204 , 0.64723 , 0.65385 , 0.4292 , 0.6933 , 0.4582 , 0.60307 , 0.44242 , 0.55863 , 0.64473 , 0.52205 , 0.89701 , 1.23979 , 1.13003 , 1.30523 , 1.08351 
 352 , 0.65314 , 0.8006 , 0.68529 , 0.69275 , 0.80821 , 0.66154 , 0.67203 , 0.44633 , 0.71353 , 0.47802 , 0.61679 , 0.46459 , 0.56991 , 0.65937 , 0.54101 , 0.9098 , 1.27098 , 1.16737 , 1.35122 , 1.11733 
 353 , 0.66307 , 0.81853 , 0.70183 , 0.7169 , 0.81685 , 0.67533 , 0.68877 , 0.46105 , 0.71718 , 0.48574 , 0.62682 , 0.46606 , 0.5801 , 0.66067 , 0.55993 , 0.90987 , 1.2761 , 1.20413 , 1.36319 , 1.13328 
 354 , 0.67265 , 0.83593 , 0.71786 , 0.73977 , 0.82509 , 0.68837 , 0.705 , 0.47483 , 0.72066 , 0.49294 , 0.63634 , 0.46743 , 0.58997 , 0.66191 , 0.57788 , 0.90994 , 1.28093 , 1.23995 , 1.37439 , 1.14834 
 355 , 0.6819 , 0.85283 , 0.73341 , 0.76145 , 0.83295 , 0.7007 , 0.72074 , 0.48775 , 0.72398 , 0.49967 , 0.64539 , 0.46869 , 0.59953 , 0.6631 , 0.59492 , 0.91 , 1.28549 , 1.27487 , 1.38491 , 1.16257 
 356 , 0.67345 , 0.84836 , 0.72388 , 0.73716 , 0.8357 , 0.68648 , 0.70644 , 0.46917 , 0.71037 , 0.47874 , 0.64704 , 0.45016 , 0.59006 , 0.65349 , 0.57519 , 0.92427 , 1.30119 , 1.25628 , 1.38385 , 1.16472 
 357 , 0.66432 , 0.8429 , 0.71334 , 0.71106 , 0.83812 , 0.67123 , 0.69123 , 0.44948 , 0.69643 , 0.45665 , 0.64828 , 0.43093 , 0.57984 , 0.64361 , 0.55419 , 0.9392 , 1.3173 , 1.23578 , 1.38224 , 1.16622 
 358 , 0.65543 , 0.83756 , 0.70311 , 0.68551 , 0.84047 , 0.65631 , 0.67666 , 0.43031 , 0.68303 , 0.43483 , 0.64949 , 0.41205 , 0.56987 , 0.63403 , 0.53382 , 0.95404 , 1.33321 , 1.21612 , 1.38066 , 1.16769 
 359 , 0.65822 , 0.83725 , 0.69593 , 0.6846 , 0.84814 , 0.65793 , 0.6771 , 0.4337 , 0.68623 , 0.44002 , 0.64871 , 0.41477 , 0.57298 , 0.63724 , 0.53415 , 0.97082 , 1.34731 , 1.22505 , 1.39119 , 1.17593 
 360 , 0.66911 , 0.84047 , 0.69128 , 0.70113 , 0.85934 , 0.67123 , 0.68811 , 0.45295 , 0.70101 , 0.46435 , 0.64657 , 0.43282 , 0.58526 , 0.64944 , 0.54912 , 0.98854 , 1.35952 , 1.25404 , 1.41004 , 1.18876 
 361 , 0.67933 , 0.84345 , 0.68707 , 0.71668 , 0.86993 , 0.6838 , 0.69862 , 0.47113 , 0.71501 , 0.4874 , 0.64457 , 0.44997 , 0.59685 , 0.66103 , 0.56334 , 1.00556 , 1.37099 , 1.28174 , 1.42794 , 1.20096 
 362 , 0.68971 , 0.85033 , 0.68932 , 0.73201 , 0.88357 , 0.69455 , 0.70821 , 0.48614 , 0.72888 , 0.5041 , 0.64555 , 0.46329 , 0.60757 , 0.67238 , 0.57655 , 1.02092 , 1.38481 , 1.3062 , 1.44572 , 1.21503 
 363 , 0.70274 , 0.87391 , 0.71732 , 0.74964 , 0.91124 , 0.70057 , 0.71549 , 0.49219 , 0.74487 , 0.49982 , 0.65801 , 0.46426 , 0.61689 , 0.68461 , 0.58779 , 1.03072 , 1.41034 , 1.32096 , 1.46529 , 1.23784 
 364 , 0.71517 , 0.89666 , 0.74516 , 0.76662 , 0.93803 , 0.70636 , 0.72242 , 0.49811 , 0.76032 , 0.49575 , 0.66997 , 0.46519 , 0.62577 , 0.69633 , 0.59844 , 1.03987 , 1.43483 , 1.3349 , 1.48385 , 1.25948 
 365 , 0.72705 , 0.91862 , 0.77284 , 0.78297 , 0.96399 , 0.71192 , 0.72902 , 0.50389 , 0.77527 , 0.49187 , 0.68145 , 0.46607 , 0.63425 , 0.70757 , 0.60856 , 1.04844 , 1.45834 , 1.34807 , 1.50149 , 1.28005 
 366 , 0.72025 , 0.91594 , 0.7618 , 0.77249 , 0.94641 , 0.70124 , 0.72167 , 0.49676 , 0.76588 , 0.48597 , 0.67256 , 0.45845 , 0.62638 , 0.70142 , 0.59467 , 1.04945 , 1.44303 , 1.33276 , 1.49528 , 1.27114 
 367 , 0.70972 , 0.90817 , 0.74276 , 0.75677 , 0.92024 , 0.68744 , 0.71158 , 0.48713 , 0.75169 , 0.47983 , 0.65961 , 0.44929 , 0.61527 , 0.69185 , 0.57617 , 1.04923 , 1.42014 , 1.31216 , 1.48442 , 1.25648 
 368 , 0.69941 , 0.90052 , 0.72437 , 0.74167 , 0.895 , 0.67406 , 0.7016 , 0.47786 , 0.73801 , 0.47392 , 0.64698 , 0.44039 , 0.60438 , 0.6826 , 0.55821 , 1.049 , 1.39811 , 1.29232 , 1.47382 , 1.24237 
 369 , 0.68197 , 0.87894 , 0.70112 , 0.7186 , 0.86722 , 0.65223 , 0.68542 , 0.46042 , 0.71545 , 0.46241 , 0.6308 , 0.42951 , 0.58915 , 0.66263 , 0.54062 , 1.02859 , 1.36293 , 1.26119 , 1.44364 , 1.21727 
 370 , 0.65618 , 0.84111 , 0.67227 , 0.68642 , 0.8364 , 0.62083 , 0.66186 , 0.43373 , 0.68276 , 0.4444 , 0.61039 , 0.41623 , 0.56877 , 0.63044 , 0.52339 , 0.98455 , 1.31248 , 1.21689 , 1.39056 , 1.17927 
 371 , 0.63227 , 0.80598 , 0.64549 , 0.65655 , 0.80788 , 0.59181 , 0.64005 , 0.40888 , 0.65252 , 0.42739 , 0.59139 , 0.40388 , 0.54976 , 0.60063 , 0.50722 , 0.9443 , 1.26548 , 1.1756 , 1.34139 , 1.1437 
 372 , 0.60926 , 0.77234 , 0.61973 , 0.62846 , 0.77989 , 0.56479 , 0.61783 , 0.38596 , 0.62449 , 0.41113 , 0.5718 , 0.39166 , 0.53089 , 0.57288 , 0.49114 , 0.90587 , 1.21968 , 1.13513 , 1.29328 , 1.1077 
 373 , 0.57233 , 0.72048 , 0.57906 , 0.59222 , 0.72926 , 0.53241 , 0.56788 , 0.36223 , 0.59208 , 0.38731 , 0.52582 , 0.36811 , 0.49365 , 0.54077 , 0.45905 , 0.84505 , 1.14123 , 1.06285 , 1.20681 , 1.03102 
 374 , 0.54008 , 0.67568 , 0.54366 , 0.56041 , 0.6848 , 0.50404 , 0.52474 , 0.34173 , 0.56366 , 0.36674 , 0.48587 , 0.34745 , 0.46153 , 0.51247 , 0.43135 , 0.7921 , 1.0727 , 0.99966 , 1.13141 , 0.96404 
 375 , 0.51168 , 0.63659 , 0.51258 , 0.53227 , 0.64546 , 0.47897 , 0.48712 , 0.32384 , 0.53852 , 0.3488 , 0.45084 , 0.32916 , 0.43355 , 0.48733 , 0.40719 , 0.7456 , 1.01232 , 0.94394 , 1.06508 , 0.90502 
 376 , 0.44642 , 0.55331 , 0.44291 , 0.46159 , 0.55788 , 0.41678 , 0.42065 , 0.28359 , 0.46813 , 0.30334 , 0.39199 , 0.28639 , 0.37767 , 0.42256 , 0.35546 , 0.65357 , 0.88448 , 0.82523 , 0.93331 , 0.79094 
 377 , 0.38286 , 0.47314 , 0.37544 , 0.39259 , 0.47394 , 0.35604 , 0.35873 , 0.24424 , 0.39788 , 0.25837 , 0.33718 , 0.24459 , 0.32399 , 0.35867 , 0.30544 , 0.56496 , 0.76105 , 0.71017 , 0.80613 , 0.68245 
 378 , 0.33512 , 0.41294 , 0.32476 , 0.34116 , 0.41157 , 0.31072 , 0.31236 , 0.21448 , 0.34498 , 0.22439 , 0.29579 , 0.21311 , 0.28335 , 0.31067 , 0.26776 , 0.49775 , 0.6681 , 0.62325 , 0.70942 , 0.60091 
 379 , 0.28053 , 0.34739 , 0.27178 , 0.28441 , 0.34364 , 0.25925 , 0.26194 , 0.18086 , 0.28785 , 0.18744 , 0.24913 , 0.17807 , 0.23701 , 0.25974 , 0.22577 , 0.42138 , 0.56436 , 0.52678 , 0.5999 , 0.50937 
 380 , 0.21456 , 0.27121 , 0.21302 , 0.21792 , 0.26489 , 0.19729 , 0.20346 , 0.14063 , 0.2222 , 0.14471 , 0.19315 , 0.13664 , 0.18107 , 0.20204 , 0.17572 , 0.32903 , 0.44074 , 0.41244 , 0.46853 , 0.39921 
 381 , 0.17188 , 0.22166 , 0.17515 , 0.175 , 0.21415 , 0.1572 , 0.16553 , 0.11453 , 0.17945 , 0.11686 , 0.15659 , 0.10971 , 0.14458 , 0.16439 , 0.14292 , 0.26858 , 0.36002 , 0.3376 , 0.38301 , 0.32695 
 382 , 0.142 , 0.18685 , 0.14871 , 0.14502 , 0.17873 , 0.12914 , 0.13893 , 0.09623 , 0.1494 , 0.09727 , 0.13084 , 0.09079 , 0.11889 , 0.1379 , 0.11976 , 0.22594 , 0.30316 , 0.28481 , 0.32292 , 0.27591 
 383 , 0.10762 , 0.1434 , 0.11368 , 0.11309 , 0.13749 , 0.10097 , 0.10696 , 0.07324 , 0.11652 , 0.07503 , 0.10156 , 0.07247 , 0.09256 , 0.10702 , 0.09221 , 0.17778 , 0.23673 , 0.22271 , 0.2517 , 0.21622 
 384 , 0.08532 , 0.11518 , 0.09084 , 0.09234 , 0.11074 , 0.08278 , 0.08616 , 0.05824 , 0.0951 , 0.0605 , 0.08241 , 0.06049 , 0.07541 , 0.08681 , 0.07417 , 0.14624 , 0.19329 , 0.18213 , 0.20523 , 0.1772 
 385 , 0.07018 , 0.09605 , 0.07533 , 0.07823 , 0.09261 , 0.07046 , 0.07204 , 0.04802 , 0.08054 , 0.0506 , 0.06935 , 0.0523 , 0.06372 , 0.07304 , 0.06185 , 0.12473 , 0.16369 , 0.15451 , 0.17362 , 0.15064 
 386 , 0.06034 , 0.08158 , 0.06382 , 0.06698 , 0.07843 , 0.06036 , 0.06135 , 0.04075 , 0.06868 , 0.04354 , 0.05884 , 0.04454 , 0.05419 , 0.0619 , 0.0525 , 0.10687 , 0.14002 , 0.13214 , 0.14836 , 0.12897 
 387 , 0.05386 , 0.07079 , 0.05536 , 0.05825 , 0.06762 , 0.05238 , 0.05336 , 0.03558 , 0.05937 , 0.03849 , 0.05066 , 0.0379 , 0.04671 , 0.05321 , 0.04552 , 0.09267 , 0.12162 , 0.11461 , 0.12876 , 0.11192 
 388 , 0.0492 , 0.06306 , 0.04928 , 0.05199 , 0.05986 , 0.04663 , 0.04761 , 0.03186 , 0.05268 , 0.03487 , 0.04477 , 0.03312 , 0.04134 , 0.04695 , 0.04049 , 0.08244 , 0.10836 , 0.10197 , 0.11465 , 0.09963 
 389 , 0.04527 , 0.05704 , 0.04454 , 0.04705 , 0.05389 , 0.04198 , 0.04297 , 0.02886 , 0.04745 , 0.03172 , 0.0402 , 0.02955 , 0.03712 , 0.04211 , 0.03659 , 0.07451 , 0.09801 , 0.09222 , 0.10367 , 0.09007 
 390 , 0.04081 , 0.05165 , 0.04023 , 0.04245 , 0.04878 , 0.03727 , 0.03828 , 0.02585 , 0.04272 , 0.02793 , 0.03615 , 0.02682 , 0.03322 , 0.03787 , 0.03313 , 0.06756 , 0.08874 , 0.0838 , 0.09392 , 0.0816 
 391 , 0.03731 , 0.04741 , 0.03685 , 0.03883 , 0.04477 , 0.03357 , 0.0346 , 0.02349 , 0.03901 , 0.02496 , 0.03297 , 0.02467 , 0.03016 , 0.03454 , 0.03041 , 0.06209 , 0.08146 , 0.07718 , 0.08626 , 0.07494 
 392 , 0.03449 , 0.04399 , 0.03413 , 0.03592 , 0.04154 , 0.03059 , 0.03163 , 0.02159 , 0.03602 , 0.02256 , 0.03041 , 0.02293 , 0.02769 , 0.03185 , 0.02821 , 0.05769 , 0.07559 , 0.07184 , 0.08007 , 0.06957 
 393 , 0.03192 , 0.04036 , 0.03155 , 0.03308 , 0.03813 , 0.0284 , 0.02931 , 0.02013 , 0.03328 , 0.02101 , 0.02778 , 0.02121 , 0.02557 , 0.0293 , 0.02592 , 0.05362 , 0.07015 , 0.06681 , 0.07452 , 0.06453 
 394 , 0.02977 , 0.03727 , 0.02939 , 0.03069 , 0.03524 , 0.02665 , 0.02742 , 0.01895 , 0.03098 , 0.01979 , 0.02556 , 0.01975 , 0.02382 , 0.02716 , 0.02398 , 0.05021 , 0.06559 , 0.06258 , 0.06987 , 0.06029 
 395 , 0.02803 , 0.03477 , 0.02764 , 0.02875 , 0.03289 , 0.02523 , 0.02589 , 0.01799 , 0.02913 , 0.01881 , 0.02376 , 0.01857 , 0.0224 , 0.02543 , 0.0224 , 0.04745 , 0.0619 , 0.05915 , 0.06611 , 0.05686 
 396 , 0.0268 , 0.03313 , 0.02642 , 0.02742 , 0.03144 , 0.02411 , 0.02469 , 0.01722 , 0.02788 , 0.01812 , 0.02257 , 0.01772 , 0.02133 , 0.02421 , 0.02129 , 0.04559 , 0.05953 , 0.05677 , 0.06351 , 0.05467 
 397 , 0.02589 , 0.03209 , 0.02553 , 0.0265 , 0.03062 , 0.02316 , 0.02369 , 0.01656 , 0.02703 , 0.01761 , 0.02179 , 0.01707 , 0.02047 , 0.02334 , 0.02049 , 0.04432 , 0.05804 , 0.05507 , 0.06163 , 0.0533 
 398 , 0.02516 , 0.03126 , 0.02482 , 0.02576 , 0.02995 , 0.0224 , 0.02288 , 0.01602 , 0.02636 , 0.0172 , 0.02117 , 0.01655 , 0.01979 , 0.02264 , 0.01985 , 0.04329 , 0.05684 , 0.0537 , 0.06012 , 0.05221 
 399 , 0.02456 , 0.03059 , 0.02425 , 0.02517 , 0.0294 , 0.02181 , 0.02224 , 0.01558 , 0.02579 , 0.01685 , 0.02066 , 0.01615 , 0.01923 , 0.02209 , 0.01936 , 0.04246 , 0.05587 , 0.05261 , 0.05891 , 0.05132 
