
Wavelength,NANT_00001.spu,NANT_00002.spu,NANT_00003.spu,NANT_00004.spu,NANT_00005.spu,NANT_00006.spu,NANT_00007.spu,NANT_00008.spu,NANT_00009.spu,NANT_00010.spu,NANT_00011.spu,NANT_00012.spu,NANT_00013.spu,NANT_00014.spu,NANT_00015.spu,NANT_00016.spu,NANT_00017.spu,NANT_00018.spu,NANT_00019.spu,NANT_00020.spu,NANT_00021.spu,NANT_00022.spu,NANT_00023.spu,NANT_00024.spu,NANT_00025.spu,NANT_00026.spu,NANT_00027.spu,NANT_00028.spu,NANT_00029.spu,NANT_00030.spu,NANT_00031.spu,NANT_00032.spu,NANT_00033.spu,NANT_00034.spu,NANT_00035.spu,NANT_00036.spu,NANT_00037.spu,NANT_00038.spu,NANT_00039.spu,NANT_00040.spu,NANT_00041.spu,NANT_00042.spu,NANT_00043.spu,NANT_00044.spu,NANT_00045.spu,NANT_00046.spu,NANT_00047.spu,NANT_00048.spu,NANT_00049.spu,NANT_00050.spu,NANT_00051.spu,NANT_00052.spu,NANT_00053.spu,NANT_00054.spu,NANT_00055.spu,NANT_00056.spu,NANT_00057.spu,NANT_00058.spu,NANT_00059.spu,NANT_00060.spu
 323 , 0 , 0 , 0 , 0.01094 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.03022 , 0.0405 , 0 , 0.03049 , 0.07071 , 0.04572 , 0 , 0 , 0.06131 , 0.08494 , 0.10097 , 0.06272 , 0.07071 , 0 , 0 , 0 , 0.00813 , 0 , 0.03631 , 0.07894 , 0.06546 , 0.07735 , 0.08315 , 0.0066 , 0 , 0 , 0 , 0.00617 , 0.04985 , 0.06085 , 0.03154 , 0.14511 , 0.12837 , 0.14892 , 0.14711 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 324 , 0 , 0 , 0 , 0.01719 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.04633 , 0.06313 , 0 , 0.04735 , 0.1108 , 0.07009 , 0 , 0 , 0.09566 , 0.12315 , 0.13729 , 0.09739 , 0.1108 , 0 , 0 , 0 , 0.01255 , 0 , 0.05574 , 0.12224 , 0.10009 , 0.12132 , 0.12101 , 0.01037 , 0 , 0 , 0 , 0.00241 , 0.06466 , 0.08258 , 0.04867 , 0.17453 , 0.16566 , 0.19171 , 0.17811 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 325 , 0 , 0.01439 , 0 , 0.04195 , 0.00746 , 0 , 0 , 0 , 0 , 0 , 0.00498 , 0.00333 , 0.05793 , 0.08924 , 0 , 0.06549 , 0.13918 , 0.09394 , 0.02608 , 0.02158 , 0.12925 , 0.16044 , 0.17068 , 0.134 , 0.15259 , 0.00311 , 0.00468 , 0.00473 , 0.02289 , 0.00742 , 0.07911 , 0.153 , 0.13053 , 0.16168 , 0.15001 , 0.02284 , 0.00365 , 0.00477 , 0.00938 , 0.01435 , 0.09072 , 0.11341 , 0.06927 , 0.20431 , 0.20193 , 0.22774 , 0.21084 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 326 , 0 , 0.05593 , 0 , 0.10039 , 0.0286 , 0 , 0 , 0 , 0 , 0 , 0.01917 , 0.01286 , 0.0621 , 0.12176 , 0 , 0.08673 , 0.14604 , 0.11857 , 0.09959 , 0.08504 , 0.16226 , 0.19738 , 0.20086 , 0.17539 , 0.19776 , 0.01193 , 0.01812 , 0.01805 , 0.04471 , 0.02872 , 0.11147 , 0.16207 , 0.15555 , 0.19564 , 0.16378 , 0.05161 , 0.01415 , 0.01867 , 0.03622 , 0.05538 , 0.1383 , 0.16164 , 0.09722 , 0.23489 , 0.23703 , 0.25274 , 0.24793 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 327 , 0 , 0.0963 , 0 , 0.15541 , 0.04862 , 0 , 0 , 0 , 0 , 0 , 0.03269 , 0.02204 , 0.0662 , 0.15204 , 0 , 0.1076 , 0.15265 , 0.14278 , 0.16868 , 0.14849 , 0.19442 , 0.23337 , 0.22979 , 0.21536 , 0.24098 , 0.02029 , 0.03108 , 0.03057 , 0.06614 , 0.04929 , 0.14357 , 0.17071 , 0.1796 , 0.22852 , 0.17724 , 0.07934 , 0.02428 , 0.03237 , 0.06198 , 0.09472 , 0.18415 , 0.20838 , 0.1242 , 0.26406 , 0.27113 , 0.27705 , 0.28363 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 328 , 0 , 0.13553 , 0 , 0.2073 , 0.0676 , 0 , 0 , 0 , 0 , 0 , 0.0456 , 0.03087 , 0.07022 , 0.18031 , 0 , 0.12811 , 0.15903 , 0.16658 , 0.2338 , 0.2119 , 0.22572 , 0.26842 , 0.25756 , 0.25396 , 0.2824 , 0.02823 , 0.04358 , 0.04234 , 0.08717 , 0.06916 , 0.17537 , 0.17899 , 0.20275 , 0.26034 , 0.19037 , 0.10608 , 0.03407 , 0.04587 , 0.08672 , 0.13248 , 0.22835 , 0.25367 , 0.15028 , 0.29192 , 0.30421 , 0.30067 , 0.31801 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 329 , 0 , 0.14505 , 0.02535 , 0.24626 , 0.0973 , 0 , 0 , 0 , 0 , 0 , 0.0539 , 0.02197 , 0.07619 , 0.20064 , 0.00405 , 0.15917 , 0.17982 , 0.1731 , 0.22354 , 0.18621 , 0.22491 , 0.29616 , 0.2766 , 0.27309 , 0.29033 , 0.03973 , 0.05496 , 0.05033 , 0.08992 , 0.06497 , 0.19148 , 0.20306 , 0.21468 , 0.27924 , 0.21088 , 0.12887 , 0.04997 , 0.06816 , 0.06182 , 0.15388 , 0.24198 , 0.25868 , 0.16798 , 0.3221 , 0.31965 , 0.32002 , 0.33734 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 330 , 0 , 0.15288 , 0.05094 , 0.28271 , 0.12682 , 0 , 0 , 0 , 0 , 0 , 0.06174 , 0.01266 , 0.08197 , 0.21969 , 0.00804 , 0.1897 , 0.20039 , 0.17878 , 0.21024 , 0.15842 , 0.22303 , 0.32261 , 0.2946 , 0.29065 , 0.29666 , 0.05084 , 0.06569 , 0.05795 , 0.09189 , 0.06 , 0.20637 , 0.22733 , 0.22575 , 0.29673 , 0.23079 , 0.15075 , 0.0658 , 0.08969 , 0.0357 , 0.17385 , 0.25387 , 0.26199 , 0.18487 , 0.35124 , 0.33381 , 0.33846 , 0.35547 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 331 , 0 , 0.16014 , 0.07573 , 0.31726 , 0.15575 , 0 , 0 , 0 , 0 , 0 , 0.06931 , 0.00368 , 0.08744 , 0.23785 , 0.0118 , 0.21924 , 0.22014 , 0.18429 , 0.19715 , 0.13196 , 0.22126 , 0.34801 , 0.31191 , 0.30738 , 0.30287 , 0.06143 , 0.07582 , 0.06539 , 0.09374 , 0.05524 , 0.2206 , 0.25124 , 0.23642 , 0.31323 , 0.24972 , 0.17189 , 0.08132 , 0.1101 , 0.01039 , 0.19306 , 0.26523 , 0.26514 , 0.2013 , 0.37931 , 0.34729 , 0.35607 , 0.37305 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 332 , 0.03903 , 0.20044 , 0.1194 , 0.3693 , 0.18528 , 0.01254 , 0.01264 , 0.01282 , 0.00659 , 0 , 0.09827 , 0.02204 , 0.10153 , 0.25518 , 0.03088 , 0.25167 , 0.25845 , 0.21254 , 0.22265 , 0.14548 , 0.23942 , 0.37109 , 0.34082 , 0.33447 , 0.33469 , 0.0804 , 0.08581 , 0.08284 , 0.1039 , 0.07489 , 0.25463 , 0.29346 , 0.2715 , 0.34507 , 0.28026 , 0.19426 , 0.09822 , 0.12231 , 0.02317 , 0.19918 , 0.29001 , 0.28858 , 0.22011 , 0.40936 , 0.37241 , 0.38683 , 0.40298 , 0.06241 , 0.03752 , 0.03294 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0078 , 0 , 0 
 333 , 0.10282 , 0.26145 , 0.17413 , 0.43198 , 0.21454 , 0.03344 , 0.03318 , 0.03435 , 0.01735 , 0 , 0.1414 , 0.05831 , 0.12137 , 0.27173 , 0.05989 , 0.2851 , 0.30851 , 0.25563 , 0.27396 , 0.1854 , 0.27077 , 0.3922 , 0.37724 , 0.3682 , 0.38266 , 0.10492 , 0.09564 , 0.10639 , 0.11936 , 0.11079 , 0.30209 , 0.34751 , 0.32254 , 0.3871 , 0.31837 , 0.21726 , 0.11586 , 0.12886 , 0.06253 , 0.19651 , 0.32359 , 0.32513 , 0.24021 , 0.44048 , 0.40513 , 0.42631 , 0.44105 , 0.16638 , 0.09596 , 0.08523 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.02024 , 0 , 0 
 334 , 0.16254 , 0.31842 , 0.22522 , 0.49105 , 0.24243 , 0.05347 , 0.05226 , 0.05519 , 0.02743 , 0 , 0.18278 , 0.09252 , 0.1405 , 0.28756 , 0.08741 , 0.3163 , 0.35597 , 0.29651 , 0.32256 , 0.22299 , 0.30075 , 0.41195 , 0.41209 , 0.40045 , 0.42708 , 0.12854 , 0.1051 , 0.12837 , 0.13392 , 0.14509 , 0.34819 , 0.39929 , 0.3712 , 0.42772 , 0.35497 , 0.23952 , 0.13294 , 0.13509 , 0.10117 , 0.194 , 0.35577 , 0.3596 , 0.2593 , 0.47051 , 0.43655 , 0.46446 , 0.47767 , 0.26601 , 0.14767 , 0.13252 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.03157 , 0 , 0 
 335 , 0.21635 , 0.3645 , 0.26638 , 0.54301 , 0.27522 , 0.06696 , 0.07021 , 0.07281 , 0.03793 , 0.00109 , 0.2178 , 0.11954 , 0.15907 , 0.30338 , 0.11002 , 0.34522 , 0.39189 , 0.33183 , 0.36826 , 0.25742 , 0.32615 , 0.43431 , 0.44335 , 0.4302 , 0.46506 , 0.14669 , 0.11382 , 0.14588 , 0.14987 , 0.1755 , 0.38615 , 0.44325 , 0.4123 , 0.46187 , 0.38797 , 0.25952 , 0.15205 , 0.14416 , 0.1396 , 0.20029 , 0.38502 , 0.39079 , 0.27878 , 0.49937 , 0.4674 , 0.49836 , 0.51152 , 0.34221 , 0.19468 , 0.1699 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.04112 , 0 , 0.00958 
 336 , 0.25796 , 0.37964 , 0.2798 , 0.57797 , 0.33047 , 0.05839 , 0.08772 , 0.07996 , 0.05183 , 0.00638 , 0.23333 , 0.12438 , 0.1776 , 0.32153 , 0.11778 , 0.3714 , 0.39155 , 0.35177 , 0.41028 , 0.28586 , 0.33789 , 0.47042 , 0.46542 , 0.45531 , 0.48739 , 0.14644 , 0.12086 , 0.15021 , 0.17365 , 0.1953 , 0.3983 , 0.46338 , 0.43127 , 0.47594 , 0.41162 , 0.27359 , 0.18057 , 0.16503 , 0.17877 , 0.23998 , 0.40714 , 0.41505 , 0.30238 , 0.5274 , 0.50029 , 0.52041 , 0.53898 , 0.34169 , 0.24015 , 0.18243 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.04675 , 0 , 0.05483 
 337 , 0.29405 , 0.39388 , 0.292 , 0.61051 , 0.38151 , 0.05075 , 0.10442 , 0.08655 , 0.06492 , 0.01139 , 0.24782 , 0.12897 , 0.19492 , 0.33859 , 0.12513 , 0.39583 , 0.39123 , 0.37076 , 0.44969 , 0.31297 , 0.349 , 0.50418 , 0.48631 , 0.4786 , 0.50851 , 0.14621 , 0.12748 , 0.15436 , 0.19613 , 0.21401 , 0.40936 , 0.48258 , 0.44908 , 0.48914 , 0.43398 , 0.2866 , 0.20743 , 0.18464 , 0.21552 , 0.27794 , 0.4281 , 0.43803 , 0.32509 , 0.55399 , 0.53124 , 0.54118 , 0.56522 , 0.34121 , 0.28006 , 0.19407 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0519 , 0 , 0.09612 
 338 , 0.32565 , 0.40728 , 0.30314 , 0.64087 , 0.42881 , 0.04389 , 0.12036 , 0.09265 , 0.07727 , 0.01615 , 0.26138 , 0.13333 , 0.21112 , 0.35466 , 0.13208 , 0.41868 , 0.39094 , 0.38887 , 0.48674 , 0.33882 , 0.35952 , 0.5358 , 0.50612 , 0.50024 , 0.52851 , 0.14599 , 0.13369 , 0.15833 , 0.21743 , 0.23173 , 0.41948 , 0.50093 , 0.46583 , 0.50155 , 0.45515 , 0.29865 , 0.23278 , 0.2031 , 0.25007 , 0.3143 , 0.44796 , 0.45983 , 0.34695 , 0.57924 , 0.56039 , 0.5608 , 0.59031 , 0.34078 , 0.31535 , 0.20492 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.05664 , 0 , 0.13393 
 339 , 0.38241 , 0.44447 , 0.33889 , 0.6827 , 0.4607 , 0.06931 , 0.13084 , 0.10904 , 0.10454 , 0.03712 , 0.29019 , 0.14303 , 0.22517 , 0.35702 , 0.14146 , 0.44583 , 0.43719 , 0.41927 , 0.49066 , 0.34326 , 0.37844 , 0.57656 , 0.54612 , 0.53804 , 0.54682 , 0.1626 , 0.14613 , 0.1701 , 0.21978 , 0.24537 , 0.4412 , 0.52947 , 0.49707 , 0.5328 , 0.49319 , 0.31724 , 0.25438 , 0.22097 , 0.24487 , 0.33132 , 0.46843 , 0.48124 , 0.36608 , 0.6163 , 0.58881 , 0.59364 , 0.61715 , 0.40437 , 0.35082 , 0.24942 , 0.04162 , 0 , 0 , 0 , 0 , 0.01407 , 0.02957 , 0.10405 , 0 , 0.20167 
 340 , 0.44405 , 0.48478 , 0.37813 , 0.72522 , 0.48897 , 0.10004 , 0.1398 , 0.1263 , 0.1337 , 0.06058 , 0.32077 , 0.15337 , 0.23825 , 0.35671 , 0.15095 , 0.47321 , 0.49085 , 0.45123 , 0.48798 , 0.34341 , 0.39828 , 0.61777 , 0.58876 , 0.57799 , 0.56401 , 0.18192 , 0.15935 , 0.18301 , 0.21841 , 0.25764 , 0.46433 , 0.55867 , 0.53025 , 0.56643 , 0.53306 , 0.33646 , 0.27437 , 0.23826 , 0.23221 , 0.34404 , 0.48831 , 0.50179 , 0.38414 , 0.65473 , 0.6161 , 0.62794 , 0.64333 , 0.47757 , 0.38485 , 0.29764 , 0.08764 , 0 , 0 , 0 , 0 , 0.0305 , 0.06394 , 0.15607 , 0 , 0.27215 
 341 , 0.50568 , 0.52326 , 0.41591 , 0.76606 , 0.5168 , 0.12954 , 0.14825 , 0.14228 , 0.16158 , 0.08315 , 0.34992 , 0.16323 , 0.2507 , 0.35641 , 0.16004 , 0.50008 , 0.54256 , 0.48217 , 0.48541 , 0.34355 , 0.41727 , 0.65751 , 0.62984 , 0.61696 , 0.58017 , 0.20052 , 0.17208 , 0.19542 , 0.2171 , 0.26925 , 0.4868 , 0.58617 , 0.56249 , 0.59855 , 0.57116 , 0.35508 , 0.29332 , 0.25502 , 0.22006 , 0.35619 , 0.5074 , 0.52144 , 0.40156 , 0.69215 , 0.64237 , 0.661 , 0.66824 , 0.54743 , 0.41727 , 0.34262 , 0.12968 , 0 , 0 , 0 , 0 , 0.0464 , 0.09702 , 0.20402 , 0 , 0.33886 
 342 , 0.55333 , 0.56703 , 0.44734 , 0.80469 , 0.53567 , 0.15591 , 0.1632 , 0.158 , 0.17929 , 0.10167 , 0.36652 , 0.18193 , 0.26483 , 0.36005 , 0.17418 , 0.5254 , 0.57772 , 0.51335 , 0.49925 , 0.3673 , 0.43703 , 0.69715 , 0.66633 , 0.65034 , 0.61042 , 0.2164 , 0.18017 , 0.20426 , 0.22114 , 0.28031 , 0.50913 , 0.61337 , 0.59178 , 0.63541 , 0.60073 , 0.37112 , 0.29954 , 0.26336 , 0.22959 , 0.36859 , 0.52866 , 0.5478 , 0.4228 , 0.72734 , 0.66784 , 0.69303 , 0.69745 , 0.60654 , 0.47475 , 0.37965 , 0.15598 , 0.00272 , 0 , 0.00138 , 0.01064 , 0.08039 , 0.12479 , 0.24552 , 0.02127 , 0.36535 
 343 , 0.58304 , 0.61704 , 0.47169 , 0.84081 , 0.54421 , 0.17869 , 0.18552 , 0.17385 , 0.18553 , 0.11531 , 0.36905 , 0.2111 , 0.28111 , 0.36816 , 0.19423 , 0.54883 , 0.59399 , 0.54471 , 0.53201 , 0.41872 , 0.45774 , 0.73699 , 0.69784 , 0.67716 , 0.65764 , 0.22923 , 0.18295 , 0.20905 , 0.23135 , 0.29094 , 0.53136 , 0.64056 , 0.61776 , 0.67804 , 0.62081 , 0.38427 , 0.29131 , 0.26206 , 0.26412 , 0.38137 , 0.5526 , 0.58197 , 0.44859 , 0.76002 , 0.69258 , 0.72413 , 0.73196 , 0.65378 , 0.56229 , 0.40903 , 0.16616 , 0.00844 , 0 , 0.00432 , 0.03417 , 0.13263 , 0.14602 , 0.28056 , 0.06664 , 0.34718 
