  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 667 , 0.05446 , 0.0579 , 0.04409 , 0.06345 , 0.04774 , 0.11621 , 0.11709 , 0.07427 , 0.08579 , 0.10161 , 0.0766 , 0.09959 , 0.09566 , 0.13198 , 0.11392 , 0.10649 , 0.10919 , 0.11025 , 0.12181 , 0.12479 , 0.06399 , 0.06284 , 0.07688 , 0.06855 , 0.10906 , 0.05931 , 0.06987 , 0.07263 , 0.0819 , 0.0883 , 0.08565 , 0.07435 , 0.04698 , 0.0494 , 0.04847 , 0.06151 , 0.06745 , 0.08182 , 0.07159 , 0.06078 
 668 , 0.0544 , 0.0578 , 0.04406 , 0.06344 , 0.04766 , 0.11609 , 0.11698 , 0.07417 , 0.08567 , 0.10139 , 0.07664 , 0.09965 , 0.09577 , 0.13206 , 0.11407 , 0.10647 , 0.10922 , 0.11022 , 0.12184 , 0.12483 , 0.06393 , 0.06286 , 0.07692 , 0.06853 , 0.10916 , 0.05928 , 0.06995 , 0.07268 , 0.08198 , 0.08838 , 0.08569 , 0.07441 , 0.047 , 0.04939 , 0.04849 , 0.06142 , 0.06741 , 0.08176 , 0.07157 , 0.06051 
 669 , 0.05435 , 0.05771 , 0.04402 , 0.06343 , 0.04758 , 0.11596 , 0.11688 , 0.07406 , 0.08556 , 0.10117 , 0.07668 , 0.0997 , 0.09588 , 0.13215 , 0.11424 , 0.10646 , 0.10926 , 0.11021 , 0.12187 , 0.12489 , 0.06388 , 0.06289 , 0.07697 , 0.06851 , 0.10927 , 0.05926 , 0.07004 , 0.07274 , 0.08204 , 0.08847 , 0.08573 , 0.07448 , 0.04703 , 0.04938 , 0.04851 , 0.06132 , 0.06738 , 0.0817 , 0.07155 , 0.06024 
 670 , 0.0543 , 0.05762 , 0.04398 , 0.06342 , 0.0475 , 0.11584 , 0.11679 , 0.07395 , 0.08545 , 0.10096 , 0.07671 , 0.09976 , 0.096 , 0.13224 , 0.1144 , 0.10644 , 0.10929 , 0.11019 , 0.1219 , 0.12494 , 0.06382 , 0.06292 , 0.07702 , 0.0685 , 0.10939 , 0.05923 , 0.07014 , 0.0728 , 0.08211 , 0.08855 , 0.08577 , 0.07455 , 0.04705 , 0.04938 , 0.04853 , 0.06123 , 0.06735 , 0.08163 , 0.07154 , 0.05998 
 671 , 0.05429 , 0.05761 , 0.04401 , 0.06343 , 0.04751 , 0.11579 , 0.11676 , 0.0739 , 0.0854 , 0.10083 , 0.07677 , 0.09987 , 0.09611 , 0.13237 , 0.11454 , 0.10647 , 0.10937 , 0.11024 , 0.12197 , 0.125 , 0.06385 , 0.06298 , 0.0771 , 0.06855 , 0.10953 , 0.05927 , 0.07024 , 0.0729 , 0.08222 , 0.08866 , 0.08586 , 0.07465 , 0.04711 , 0.04943 , 0.0486 , 0.06124 , 0.0674 , 0.08166 , 0.07158 , 0.05984 
 672 , 0.0543 , 0.05765 , 0.04408 , 0.06346 , 0.04756 , 0.11578 , 0.11678 , 0.07388 , 0.08539 , 0.10077 , 0.07684 , 0.10001 , 0.09622 , 0.13252 , 0.11467 , 0.10652 , 0.10947 , 0.11034 , 0.12207 , 0.12508 , 0.06392 , 0.06305 , 0.07721 , 0.06865 , 0.10969 , 0.05934 , 0.07034 , 0.07302 , 0.08236 , 0.08876 , 0.08599 , 0.07477 , 0.04717 , 0.04952 , 0.0487 , 0.06131 , 0.06747 , 0.08174 , 0.07166 , 0.05979 
 673 , 0.05431 , 0.0577 , 0.04414 , 0.06349 , 0.04762 , 0.11577 , 0.1168 , 0.07386 , 0.08537 , 0.10071 , 0.07691 , 0.10015 , 0.09633 , 0.13267 , 0.1148 , 0.10656 , 0.10956 , 0.11044 , 0.12217 , 0.12515 , 0.06398 , 0.06313 , 0.07732 , 0.06875 , 0.10985 , 0.05941 , 0.07044 , 0.07315 , 0.0825 , 0.08887 , 0.08611 , 0.07489 , 0.04724 , 0.04961 , 0.04879 , 0.06139 , 0.06754 , 0.08182 , 0.07173 , 0.05974 
 674 , 0.05434 , 0.05775 , 0.04422 , 0.06354 , 0.04767 , 0.11577 , 0.11682 , 0.07385 , 0.08537 , 0.10066 , 0.07697 , 0.10026 , 0.09643 , 0.13279 , 0.11491 , 0.1066 , 0.10963 , 0.11051 , 0.12223 , 0.12519 , 0.06405 , 0.0632 , 0.07742 , 0.06884 , 0.11 , 0.05948 , 0.07051 , 0.07324 , 0.08262 , 0.08895 , 0.08621 , 0.07498 , 0.0473 , 0.04967 , 0.04887 , 0.06146 , 0.06761 , 0.08189 , 0.07181 , 0.05971 
 675 , 0.05446 , 0.05785 , 0.04434 , 0.06367 , 0.04777 , 0.11582 , 0.1169 , 0.07389 , 0.08541 , 0.10068 , 0.07704 , 0.10034 , 0.09652 , 0.13288 , 0.11503 , 0.10665 , 0.1097 , 0.11057 , 0.12225 , 0.1252 , 0.06414 , 0.0633 , 0.07755 , 0.06895 , 0.11016 , 0.05955 , 0.07055 , 0.0733 , 0.08268 , 0.08904 , 0.08633 , 0.07504 , 0.04738 , 0.0497 , 0.04894 , 0.06153 , 0.06768 , 0.08198 , 0.0719 , 0.05977 
 676 , 0.05458 , 0.05796 , 0.04447 , 0.0638 , 0.04787 , 0.11588 , 0.11698 , 0.07394 , 0.08546 , 0.10072 , 0.07713 , 0.10043 , 0.09662 , 0.13298 , 0.11517 , 0.10672 , 0.10978 , 0.11064 , 0.12229 , 0.12522 , 0.06424 , 0.0634 , 0.07768 , 0.06908 , 0.11034 , 0.05964 , 0.0706 , 0.07338 , 0.08276 , 0.08913 , 0.08645 , 0.0751 , 0.04747 , 0.04973 , 0.04902 , 0.06161 , 0.06777 , 0.08208 , 0.072 , 0.05984 
 677 , 0.0547 , 0.05807 , 0.04459 , 0.06394 , 0.04796 , 0.11594 , 0.11707 , 0.07398 , 0.08552 , 0.10076 , 0.07722 , 0.10052 , 0.09672 , 0.13309 , 0.1153 , 0.10678 , 0.10985 , 0.11072 , 0.12232 , 0.12524 , 0.06434 , 0.06351 , 0.07781 , 0.0692 , 0.11053 , 0.05972 , 0.07065 , 0.07345 , 0.08284 , 0.08923 , 0.08658 , 0.07517 , 0.04755 , 0.04976 , 0.0491 , 0.0617 , 0.06785 , 0.08218 , 0.07211 , 0.0599 
 678 , 0.05477 , 0.05821 , 0.0447 , 0.06402 , 0.04805 , 0.11588 , 0.11706 , 0.07399 , 0.08552 , 0.10078 , 0.07716 , 0.10043 , 0.09665 , 0.13292 , 0.11517 , 0.10674 , 0.10978 , 0.11057 , 0.12208 , 0.12509 , 0.06439 , 0.06355 , 0.07785 , 0.06926 , 0.11055 , 0.05972 , 0.07058 , 0.07339 , 0.08276 , 0.08916 , 0.08655 , 0.07509 , 0.04751 , 0.04973 , 0.04905 , 0.06173 , 0.06787 , 0.0822 , 0.07212 , 0.06003 
 679 , 0.05495 , 0.05849 , 0.04491 , 0.06425 , 0.04823 , 0.11607 , 0.11729 , 0.07416 , 0.0857 , 0.10102 , 0.07727 , 0.10056 , 0.09679 , 0.13304 , 0.11529 , 0.10694 , 0.10994 , 0.11066 , 0.12211 , 0.1252 , 0.06459 , 0.06372 , 0.07805 , 0.06947 , 0.11082 , 0.05985 , 0.07066 , 0.07348 , 0.08286 , 0.08928 , 0.0867 , 0.07517 , 0.04756 , 0.04981 , 0.04911 , 0.06191 , 0.06805 , 0.0824 , 0.07229 , 0.06031 
 680 , 0.05513 , 0.05876 , 0.04512 , 0.06448 , 0.04842 , 0.11626 , 0.11753 , 0.07433 , 0.08588 , 0.10126 , 0.07739 , 0.10069 , 0.09692 , 0.13316 , 0.1154 , 0.10714 , 0.1101 , 0.11074 , 0.12213 , 0.12531 , 0.0648 , 0.0639 , 0.07826 , 0.06968 , 0.11109 , 0.05998 , 0.07074 , 0.07357 , 0.08296 , 0.0894 , 0.08685 , 0.07526 , 0.04761 , 0.04988 , 0.04917 , 0.06209 , 0.06823 , 0.08259 , 0.07247 , 0.06059 
 681 , 0.05526 , 0.059 , 0.04529 , 0.06465 , 0.04864 , 0.11629 , 0.11761 , 0.07444 , 0.08593 , 0.10144 , 0.07732 , 0.10056 , 0.09678 , 0.13293 , 0.11519 , 0.10714 , 0.11003 , 0.11062 , 0.12186 , 0.12512 , 0.06497 , 0.06394 , 0.07833 , 0.0698 , 0.11113 , 0.05998 , 0.07065 , 0.07349 , 0.08282 , 0.08927 , 0.08682 , 0.07514 , 0.04755 , 0.04983 , 0.04914 , 0.06223 , 0.06831 , 0.08267 , 0.07257 , 0.06092 
 682 , 0.0556 , 0.05946 , 0.04566 , 0.06504 , 0.04909 , 0.11673 , 0.11811 , 0.07484 , 0.08627 , 0.10201 , 0.07748 , 0.10073 , 0.09687 , 0.13307 , 0.11528 , 0.10746 , 0.11028 , 0.11087 , 0.12193 , 0.12527 , 0.06541 , 0.06416 , 0.07866 , 0.07017 , 0.11152 , 0.06017 , 0.07077 , 0.07363 , 0.08291 , 0.08938 , 0.08707 , 0.07522 , 0.04764 , 0.04993 , 0.04927 , 0.06263 , 0.06864 , 0.08302 , 0.07294 , 0.06155 
 683 , 0.05595 , 0.05993 , 0.04603 , 0.06545 , 0.04955 , 0.11716 , 0.11862 , 0.07525 , 0.08661 , 0.1026 , 0.07765 , 0.1009 , 0.09696 , 0.13321 , 0.11536 , 0.10779 , 0.11054 , 0.11111 , 0.122 , 0.12542 , 0.06585 , 0.06438 , 0.07899 , 0.07054 , 0.11192 , 0.06036 , 0.07089 , 0.07377 , 0.08299 , 0.08949 , 0.08732 , 0.07531 , 0.04773 , 0.05002 , 0.04941 , 0.06305 , 0.06897 , 0.08339 , 0.07332 , 0.0622 
 684 , 0.05644 , 0.06058 , 0.04652 , 0.06598 , 0.05015 , 0.11778 , 0.1193 , 0.07578 , 0.08711 , 0.10341 , 0.0779 , 0.10117 , 0.09714 , 0.13344 , 0.11553 , 0.10826 , 0.11092 , 0.1115 , 0.12218 , 0.12566 , 0.06645 , 0.06473 , 0.07946 , 0.07105 , 0.11248 , 0.06064 , 0.07108 , 0.07396 , 0.08315 , 0.08967 , 0.08767 , 0.07546 , 0.04786 , 0.05017 , 0.04961 , 0.06359 , 0.06943 , 0.0839 , 0.07382 , 0.06307 
 685 , 0.05726 , 0.06162 , 0.04725 , 0.06678 , 0.05105 , 0.11876 , 0.12035 , 0.07658 , 0.08795 , 0.10471 , 0.07833 , 0.10164 , 0.09745 , 0.13381 , 0.11586 , 0.10903 , 0.11153 , 0.11217 , 0.12257 , 0.12603 , 0.0674 , 0.06534 , 0.08022 , 0.07185 , 0.11337 , 0.06106 , 0.07139 , 0.07424 , 0.08343 , 0.08999 , 0.08822 , 0.07573 , 0.04808 , 0.05042 , 0.04994 , 0.0644 , 0.07015 , 0.08471 , 0.07457 , 0.06447 
 686 , 0.05807 , 0.06266 , 0.04799 , 0.06757 , 0.05197 , 0.11973 , 0.12138 , 0.07738 , 0.08878 , 0.10601 , 0.07876 , 0.10209 , 0.09775 , 0.13417 , 0.11618 , 0.10978 , 0.11214 , 0.11283 , 0.12295 , 0.12639 , 0.06834 , 0.06594 , 0.08097 , 0.07264 , 0.11424 , 0.06148 , 0.07169 , 0.07452 , 0.08371 , 0.09028 , 0.08877 , 0.07598 , 0.04829 , 0.05067 , 0.05027 , 0.06522 , 0.07086 , 0.08553 , 0.07532 , 0.06587 
 687 , 0.0589 , 0.06372 , 0.04873 , 0.06837 , 0.05289 , 0.12072 , 0.12243 , 0.07819 , 0.08962 , 0.10732 , 0.07918 , 0.10255 , 0.09806 , 0.13453 , 0.1165 , 0.11054 , 0.11275 , 0.1135 , 0.12333 , 0.12675 , 0.0693 , 0.06655 , 0.08174 , 0.07345 , 0.11513 , 0.06191 , 0.07199 , 0.07479 , 0.08399 , 0.09058 , 0.08932 , 0.07624 , 0.0485 , 0.05093 , 0.05061 , 0.06605 , 0.07158 , 0.08636 , 0.07608 , 0.0673 
 688 , 0.06057 , 0.06587 , 0.05019 , 0.07008 , 0.05464 , 0.12299 , 0.12467 , 0.07988 , 0.09143 , 0.10995 , 0.08039 , 0.1039 , 0.09923 , 0.13595 , 0.11779 , 0.11258 , 0.11447 , 0.11531 , 0.12471 , 0.12822 , 0.07128 , 0.06795 , 0.0834 , 0.07518 , 0.11723 , 0.0629 , 0.07288 , 0.07569 , 0.08489 , 0.09159 , 0.09076 , 0.07716 , 0.04921 , 0.05167 , 0.0514 , 0.06773 , 0.07313 , 0.08817 , 0.07759 , 0.06985 
 689 , 0.06202 , 0.06778 , 0.05147 , 0.07154 , 0.0562 , 0.1248 , 0.12642 , 0.08127 , 0.09289 , 0.11217 , 0.08129 , 0.10484 , 0.10002 , 0.13684 , 0.11861 , 0.11419 , 0.11574 , 0.11667 , 0.12559 , 0.12919 , 0.07299 , 0.06909 , 0.08475 , 0.07662 , 0.11889 , 0.06364 , 0.07348 , 0.07629 , 0.08544 , 0.09223 , 0.09184 , 0.07777 , 0.04972 , 0.05222 , 0.05199 , 0.06914 , 0.07439 , 0.08963 , 0.07879 , 0.07216 
 690 , 0.06347 , 0.0697 , 0.05275 , 0.073 , 0.05776 , 0.12661 , 0.12818 , 0.08265 , 0.09435 , 0.11439 , 0.08219 , 0.10578 , 0.1008 , 0.13772 , 0.11942 , 0.1158 , 0.11701 , 0.11803 , 0.12647 , 0.13017 , 0.0747 , 0.07022 , 0.08609 , 0.07807 , 0.12055 , 0.06438 , 0.07408 , 0.07689 , 0.086 , 0.09287 , 0.09293 , 0.07838 , 0.05024 , 0.05276 , 0.05258 , 0.07056 , 0.07565 , 0.09109 , 0.08 , 0.07446 
 691 , 0.06562 , 0.07239 , 0.05462 , 0.07514 , 0.05993 , 0.12926 , 0.13075 , 0.08461 , 0.09648 , 0.11748 , 0.0836 , 0.10731 , 0.10216 , 0.1394 , 0.12094 , 0.11832 , 0.11907 , 0.12024 , 0.12811 , 0.13183 , 0.07713 , 0.0719 , 0.08814 , 0.08019 , 0.1231 , 0.0655 , 0.07511 , 0.07791 , 0.08707 , 0.09408 , 0.09466 , 0.07942 , 0.05106 , 0.05365 , 0.05355 , 0.07258 , 0.07756 , 0.09328 , 0.08172 , 0.07753 
 692 , 0.06794 , 0.07523 , 0.05662 , 0.07738 , 0.06222 , 0.13189 , 0.13326 , 0.08657 , 0.09862 , 0.12064 , 0.08499 , 0.10875 , 0.10345 , 0.14097 , 0.12238 , 0.12088 , 0.12111 , 0.12246 , 0.12968 , 0.13337 , 0.07968 , 0.0736 , 0.09026 , 0.08237 , 0.12569 , 0.06659 , 0.07608 , 0.07885 , 0.08808 , 0.09525 , 0.09637 , 0.08039 , 0.05186 , 0.05452 , 0.05453 , 0.07468 , 0.07955 , 0.09552 , 0.0834 , 0.08071 
 693 , 0.07023 , 0.07804 , 0.0586 , 0.07961 , 0.0645 , 0.1345 , 0.13574 , 0.08852 , 0.10075 , 0.12377 , 0.08636 , 0.11018 , 0.10473 , 0.14253 , 0.1238 , 0.12343 , 0.12313 , 0.12466 , 0.13124 , 0.13489 , 0.0822 , 0.07529 , 0.09235 , 0.08453 , 0.12826 , 0.06767 , 0.07705 , 0.07979 , 0.08908 , 0.09642 , 0.09807 , 0.08136 , 0.05266 , 0.05538 , 0.0555 , 0.07676 , 0.08152 , 0.09775 , 0.08506 , 0.08387 
 694 , 0.07271 , 0.08111 , 0.06076 , 0.08199 , 0.06696 , 0.13724 , 0.13827 , 0.09055 , 0.10297 , 0.12704 , 0.08782 , 0.11173 , 0.1061 , 0.14417 , 0.1253 , 0.12619 , 0.12529 , 0.12702 , 0.13291 , 0.13649 , 0.08496 , 0.0771 , 0.09459 , 0.08687 , 0.13101 , 0.0688 , 0.07808 , 0.08079 , 0.09015 , 0.09762 , 0.09988 , 0.0824 , 0.0535 , 0.05631 , 0.05654 , 0.07901 , 0.08364 , 0.10013 , 0.08679 , 0.08722 
 695 , 0.07566 , 0.08484 , 0.0634 , 0.0848 , 0.06992 , 0.14032 , 0.14098 , 0.09282 , 0.10544 , 0.13069 , 0.08951 , 0.1136 , 0.1077 , 0.14601 , 0.12701 , 0.12953 , 0.12783 , 0.12979 , 0.13486 , 0.13831 , 0.08834 , 0.07926 , 0.0972 , 0.08971 , 0.13422 , 0.0701 , 0.0793 , 0.08198 , 0.09141 , 0.09895 , 0.10196 , 0.08365 , 0.05446 , 0.05738 , 0.05776 , 0.08172 , 0.08612 , 0.1029 , 0.0887 , 0.0911 
 696 , 0.07859 , 0.08856 , 0.06602 , 0.08759 , 0.07286 , 0.14339 , 0.14368 , 0.09508 , 0.10789 , 0.13432 , 0.09119 , 0.11546 , 0.10928 , 0.14785 , 0.12871 , 0.13285 , 0.13035 , 0.13254 , 0.13679 , 0.14012 , 0.09169 , 0.0814 , 0.0998 , 0.09252 , 0.13741 , 0.07138 , 0.08051 , 0.08316 , 0.09267 , 0.10026 , 0.10404 , 0.0849 , 0.05542 , 0.05845 , 0.05898 , 0.0844 , 0.08857 , 0.10566 , 0.09061 , 0.09495 
 697 , 0.0815 , 0.09225 , 0.06863 , 0.09036 , 0.07578 , 0.14643 , 0.14637 , 0.09732 , 0.11032 , 0.13792 , 0.09285 , 0.11731 , 0.11086 , 0.14968 , 0.1304 , 0.13615 , 0.13286 , 0.13527 , 0.13872 , 0.14192 , 0.09502 , 0.08353 , 0.10237 , 0.09532 , 0.14058 , 0.07266 , 0.08172 , 0.08433 , 0.09391 , 0.10157 , 0.10609 , 0.08614 , 0.05637 , 0.0595 , 0.06019 , 0.08707 , 0.09101 , 0.10839 , 0.0925 , 0.09878 
 698 , 0.08504 , 0.09671 , 0.07184 , 0.09362 , 0.0794 , 0.14973 , 0.14928 , 0.09974 , 0.11297 , 0.14192 , 0.09478 , 0.11945 , 0.11272 , 0.15173 , 0.13237 , 0.14008 , 0.13581 , 0.13848 , 0.14091 , 0.14391 , 0.09906 , 0.08613 , 0.10542 , 0.09869 , 0.14433 , 0.07411 , 0.08313 , 0.08567 , 0.09532 , 0.10317 , 0.10852 , 0.08758 , 0.05752 , 0.0608 , 0.06166 , 0.09019 , 0.0939 , 0.11162 , 0.09465 , 0.10321 
 699 , 0.08866 , 0.10127 , 0.07513 , 0.09698 , 0.0831 , 0.15318 , 0.15237 , 0.10226 , 0.11573 , 0.14607 , 0.0968 , 0.12171 , 0.1147 , 0.15393 , 0.13449 , 0.14415 , 0.13889 , 0.14185 , 0.14325 , 0.14604 , 0.10321 , 0.08883 , 0.10858 , 0.10217 , 0.14823 , 0.07563 , 0.08463 , 0.0871 , 0.09682 , 0.10489 , 0.11105 , 0.08911 , 0.05873 , 0.06216 , 0.06319 , 0.09339 , 0.09688 , 0.11497 , 0.09689 , 0.10774 
 700 , 0.09227 , 0.1058 , 0.07841 , 0.10032 , 0.08679 , 0.15662 , 0.15545 , 0.10476 , 0.11847 , 0.15021 , 0.09882 , 0.12396 , 0.11667 , 0.15611 , 0.13659 , 0.1482 , 0.14195 , 0.14519 , 0.14558 , 0.14817 , 0.10734 , 0.09152 , 0.11173 , 0.10564 , 0.15211 , 0.07715 , 0.08612 , 0.08852 , 0.09832 , 0.1066 , 0.11358 , 0.09063 , 0.05994 , 0.06352 , 0.06471 , 0.09657 , 0.09985 , 0.1183 , 0.09912 , 0.11226 
 701 , 0.09624 , 0.11072 , 0.082 , 0.10394 , 0.09071 , 0.16018 , 0.15856 , 0.10735 , 0.12126 , 0.15447 , 0.10098 , 0.12634 , 0.11876 , 0.15845 , 0.13886 , 0.1526 , 0.14524 , 0.14878 , 0.14807 , 0.15036 , 0.1118 , 0.09442 , 0.11512 , 0.1094 , 0.15634 , 0.07873 , 0.08771 , 0.09005 , 0.09992 , 0.10839 , 0.11625 , 0.09226 , 0.06119 , 0.06494 , 0.06633 , 0.09995 , 0.10302 , 0.12182 , 0.10143 , 0.11692 
 702 , 0.10046 , 0.11596 , 0.08584 , 0.10777 , 0.09483 , 0.16391 , 0.16173 , 0.11005 , 0.12415 , 0.1589 , 0.10329 , 0.12887 , 0.121 , 0.16098 , 0.1413 , 0.15729 , 0.14876 , 0.15259 , 0.15076 , 0.15267 , 0.11648 , 0.09751 , 0.11873 , 0.11338 , 0.16087 , 0.0804 , 0.0894 , 0.09169 , 0.10163 , 0.1103 , 0.11907 , 0.09401 , 0.06249 , 0.06644 , 0.06806 , 0.10349 , 0.10636 , 0.12552 , 0.10381 , 0.12173 
 703 , 0.10468 , 0.12119 , 0.08966 , 0.11159 , 0.09893 , 0.16763 , 0.1649 , 0.11275 , 0.12703 , 0.16331 , 0.10559 , 0.1314 , 0.12322 , 0.1635 , 0.14374 , 0.16197 , 0.15227 , 0.15638 , 0.15344 , 0.15497 , 0.12115 , 0.10059 , 0.12232 , 0.11735 , 0.16538 , 0.08206 , 0.09108 , 0.09332 , 0.10333 , 0.11219 , 0.12188 , 0.09575 , 0.06379 , 0.06793 , 0.06978 , 0.10702 , 0.10969 , 0.1292 , 0.10619 , 0.12652 
 704 , 0.10895 , 0.12648 , 0.09353 , 0.11542 , 0.10307 , 0.17125 , 0.16797 , 0.11537 , 0.12983 , 0.16767 , 0.10786 , 0.13389 , 0.12541 , 0.16595 , 0.14615 , 0.16665 , 0.15575 , 0.16015 , 0.15605 , 0.1572 , 0.12585 , 0.10368 , 0.12592 , 0.12135 , 0.16987 , 0.0837 , 0.09273 , 0.09491 , 0.10501 , 0.11406 , 0.12466 , 0.09746 , 0.06508 , 0.0694 , 0.07149 , 0.11055 , 0.11301 , 0.13287 , 0.10851 , 0.13126 
 705 , 0.11357 , 0.13216 , 0.09771 , 0.1195 , 0.10749 , 0.17496 , 0.17113 , 0.11803 , 0.13265 , 0.17219 , 0.11025 , 0.13657 , 0.12774 , 0.16855 , 0.14876 , 0.17162 , 0.15945 , 0.16413 , 0.15878 , 0.15956 , 0.13086 , 0.10699 , 0.12975 , 0.12564 , 0.17463 , 0.0854 , 0.09449 , 0.09655 , 0.1068 , 0.11606 , 0.12759 , 0.09927 , 0.06649 , 0.07095 , 0.07327 , 0.11425 , 0.11653 , 0.13674 , 0.1109 , 0.13616 
 706 , 0.11827 , 0.13792 , 0.10196 , 0.12366 , 0.11198 , 0.17879 , 0.17441 , 0.12077 , 0.13557 , 0.17684 , 0.11272 , 0.13935 , 0.13017 , 0.17126 , 0.15147 , 0.17673 , 0.16328 , 0.16824 , 0.16163 , 0.16203 , 0.13597 , 0.11037 , 0.13368 , 0.13002 , 0.17952 , 0.08716 , 0.09632 , 0.09826 , 0.10868 , 0.11815 , 0.13062 , 0.10116 , 0.06794 , 0.07256 , 0.07511 , 0.11804 , 0.12013 , 0.14073 , 0.11339 , 0.14115 
 707 , 0.12298 , 0.1437 , 0.10622 , 0.12783 , 0.11648 , 0.18264 , 0.1777 , 0.12352 , 0.1385 , 0.1815 , 0.11519 , 0.14213 , 0.13259 , 0.17397 , 0.15419 , 0.18183 , 0.16711 , 0.17235 , 0.16448 , 0.1645 , 0.1411 , 0.11376 , 0.13761 , 0.1344 , 0.18441 , 0.08893 , 0.09815 , 0.09997 , 0.11056 , 0.12024 , 0.13366 , 0.10305 , 0.0694 , 0.07416 , 0.07695 , 0.12182 , 0.12374 , 0.14472 , 0.11587 , 0.14615 
 708 , 0.12744 , 0.14913 , 0.11036 , 0.13165 , 0.12066 , 0.18572 , 0.18015 , 0.12566 , 0.14075 , 0.18535 , 0.11732 , 0.14441 , 0.13458 , 0.17608 , 0.15634 , 0.18643 , 0.17033 , 0.17584 , 0.16672 , 0.16632 , 0.1459 , 0.11683 , 0.14112 , 0.13849 , 0.18876 , 0.09035 , 0.09961 , 0.10136 , 0.11206 , 0.12188 , 0.13619 , 0.10458 , 0.07056 , 0.07555 , 0.07853 , 0.12515 , 0.12695 , 0.14817 , 0.1179 , 0.15054 
 709 , 0.13243 , 0.15519 , 0.11497 , 0.13602 , 0.12534 , 0.18951 , 0.18329 , 0.12827 , 0.14355 , 0.18992 , 0.1199 , 0.14725 , 0.13709 , 0.17889 , 0.15911 , 0.19177 , 0.17422 , 0.18003 , 0.16962 , 0.16879 , 0.15132 , 0.12039 , 0.1452 , 0.14315 , 0.19388 , 0.09213 , 0.10147 , 0.10314 , 0.114 , 0.124 , 0.13927 , 0.10654 , 0.072 , 0.07724 , 0.08043 , 0.12901 , 0.1307 , 0.15222 , 0.12042 , 0.15555 
 710 , 0.1375 , 0.16133 , 0.11965 , 0.14046 , 0.1301 , 0.19335 , 0.18648 , 0.13092 , 0.14638 , 0.19456 , 0.12252 , 0.15013 , 0.13963 , 0.18173 , 0.16192 , 0.1972 , 0.17817 , 0.18428 , 0.17255 , 0.17129 , 0.15682 , 0.12401 , 0.14935 , 0.14789 , 0.19907 , 0.09393 , 0.10336 , 0.10496 , 0.11597 , 0.12615 , 0.14239 , 0.10851 , 0.07346 , 0.07896 , 0.08236 , 0.13292 , 0.13452 , 0.15632 , 0.12297 , 0.16064 
 711 , 0.14185 , 0.16655 , 0.12375 , 0.14411 , 0.13418 , 0.19588 , 0.18846 , 0.13269 , 0.1482 , 0.19789 , 0.1244 , 0.15214 , 0.14133 , 0.18346 , 0.16375 , 0.20148 , 0.18107 , 0.18739 , 0.17445 , 0.17269 , 0.16143 , 0.12695 , 0.15262 , 0.15177 , 0.20303 , 0.09519 , 0.10464 , 0.10616 , 0.11722 , 0.12752 , 0.14461 , 0.10981 , 0.07449 , 0.08017 , 0.08382 , 0.13601 , 0.13745 , 0.15941 , 0.12478 , 0.16459 
 712 , 0.147 , 0.17267 , 0.12858 , 0.14854 , 0.13901 , 0.19927 , 0.19129 , 0.13504 , 0.15066 , 0.2021 , 0.12688 , 0.15491 , 0.14371 , 0.18605 , 0.16636 , 0.20682 , 0.18489 , 0.1914 , 0.17719 , 0.17487 , 0.16694 , 0.13059 , 0.15669 , 0.15647 , 0.20802 , 0.09694 , 0.10645 , 0.1079 , 0.11906 , 0.12954 , 0.14754 , 0.11165 , 0.0759 , 0.08177 , 0.08574 , 0.13984 , 0.14101 , 0.16331 , 0.12725 , 0.16934 
 713 , 0.15232 , 0.17899 , 0.13357 , 0.15312 , 0.144 , 0.20277 , 0.19422 , 0.13746 , 0.1532 , 0.20643 , 0.12944 , 0.15777 , 0.14618 , 0.18873 , 0.16907 , 0.21233 , 0.18884 , 0.19555 , 0.18002 , 0.17713 , 0.17263 , 0.13436 , 0.1609 , 0.16134 , 0.21318 , 0.09875 , 0.10833 , 0.10971 , 0.12096 , 0.13162 , 0.15056 , 0.11355 , 0.07737 , 0.08343 , 0.08772 , 0.1438 , 0.14469 , 0.16734 , 0.1298 , 0.17425 
