
Wavelength,WSG23_00005.spu,WSG23_00006.spu,WSG23_00007.spu,WSG23_00008.spu,WSG23_00009.spu,WSG23_00010.spu,WSG23_00011.spu,WSG23_00012.spu,WSG23_00013.spu,WSG23_00014.spu,WSG23_00015.spu,WSG23_00016.spu,WSG23_00017.spu,WSG23_00018.spu,WSG23_00019.spu,WSG23_00020.spu,WSG23_00021.spu,WSG23_00022.spu,WSG23_00023.spu,WSG23_00024.spu,WSG23_00025.spu,WSG23_00026.spu,WSG23_00027.spu,WSG23_00028.spu,WSG23_00029.spu,WSG23_00030.spu,WSG23_00031.spu,WSG23_00032.spu,WSG23_00033.spu,WSG23_00034.spu,WSG23_00035.spu,WSG23_00036.spu,WSG23_00037.spu,WSG23_00038.spu,WSG23_00039.spu,WSG23_00040.spu,WSG23_00041.spu,WSG23_00042.spu,WSG23_00043.spu,WSG23_00044.spu
  (nm),7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 ,7/25/2017 
  time  ,08:29 PM,08:53 PM,09:04 PM,09:20 PM,09:28 PM,10:26 PM,10:37 PM,10:51 PM,11:01 PM,11:09 PM,12:01 PM,12:09 PM,12:17 PM,12:25 PM,12:34 PM,13:07 PM,13:15 PM,13:23 PM,13:32 PM,13:40 PM,15:16 PM,15:26 PM,15:38 PM,15:49 PM,16:00 PM,16:36 PM,16:50 PM,16:59 PM,17:08 PM,17:17 PM,17:41 PM,17:52 PM,18:07 PM,18:15 PM,18:24 PM,18:58 PM,19:06 PM,19:15 PM,19:23 PM,19:32 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 310 , 0.11279 , 0.06566 , 0.0925 , 0.09933 , 0.07602 , 0.08297 , 0.08153 , 0.10787 , 0.09432 , 0.13297 , 0.06352 , 0.09401 , 0.14044 , 0.12012 , 0.12438 , 0.11678 , 0.12008 , 0.10895 , 0.12543 , 0.14443 , 0.10601 , 0.13285 , 0.10897 , 0.09352 , 0.11463 , 0.11643 , 0.09849 , 0.11252 , 0.11357 , 0.10682 , 0.12311 , 0.10794 , 0.10833 , 0.1042 , 0.09941 , 0.13402 , 0.14729 , 0.15837 , 0.1447 , 0.1604 
 311 , 0.10679 , 0.0714 , 0.08809 , 0.10848 , 0.07509 , 0.08886 , 0.07655 , 0.0987 , 0.0829 , 0.16018 , 0.05212 , 0.0892 , 0.14418 , 0.10338 , 0.12617 , 0.10416 , 0.12022 , 0.12046 , 0.13329 , 0.14916 , 0.10278 , 0.13473 , 0.10681 , 0.08453 , 0.10879 , 0.12999 , 0.09608 , 0.10978 , 0.12383 , 0.10915 , 0.12625 , 0.09719 , 0.11066 , 0.09794 , 0.09736 , 0.1348 , 0.15189 , 0.16802 , 0.16266 , 0.15556 
 312 , 0.12774 , 0.08674 , 0.10554 , 0.10945 , 0.09027 , 0.11681 , 0.0975 , 0.11548 , 0.09849 , 0.16569 , 0.05381 , 0.09375 , 0.13839 , 0.10584 , 0.13452 , 0.12121 , 0.13114 , 0.12752 , 0.14664 , 0.1553 , 0.11124 , 0.13655 , 0.10589 , 0.09951 , 0.11414 , 0.13138 , 0.11994 , 0.11307 , 0.13403 , 0.1188 , 0.13558 , 0.10948 , 0.11027 , 0.10747 , 0.11367 , 0.14511 , 0.15572 , 0.17069 , 0.16438 , 0.16826 
 313 , 0.15262 , 0.10336 , 0.12629 , 0.10902 , 0.10794 , 0.14752 , 0.12225 , 0.13621 , 0.11764 , 0.16767 , 0.05754 , 0.09967 , 0.13158 , 0.11116 , 0.14368 , 0.14293 , 0.14339 , 0.13367 , 0.16061 , 0.16146 , 0.12125 , 0.13832 , 0.10507 , 0.11799 , 0.12112 , 0.13075 , 0.1479 , 0.11713 , 0.14399 , 0.12943 , 0.14573 , 0.12529 , 0.10938 , 0.11939 , 0.13258 , 0.1567 , 0.15916 , 0.17175 , 0.16346 , 0.18368 
 314 , 0.17706 , 0.11975 , 0.14673 , 0.1086 , 0.12547 , 0.17735 , 0.14665 , 0.15679 , 0.13581 , 0.1696 , 0.06133 , 0.10542 , 0.12507 , 0.11632 , 0.15263 , 0.16465 , 0.15539 , 0.13969 , 0.17449 , 0.16753 , 0.13112 , 0.14003 , 0.10426 , 0.13602 , 0.12799 , 0.13013 , 0.17587 , 0.12118 , 0.15362 , 0.13989 , 0.15564 , 0.1411 , 0.10851 , 0.1313 , 0.15118 , 0.1683 , 0.16258 , 0.17282 , 0.16255 , 0.19899 
 315 , 0.17387 , 0.11954 , 0.13798 , 0.1183 , 0.12915 , 0.17968 , 0.152 , 0.16268 , 0.14973 , 0.16162 , 0.06795 , 0.09872 , 0.11849 , 0.11523 , 0.15515 , 0.17115 , 0.15485 , 0.13743 , 0.18259 , 0.16539 , 0.12798 , 0.13393 , 0.10142 , 0.13973 , 0.1259 , 0.12987 , 0.18104 , 0.12248 , 0.15083 , 0.14491 , 0.15817 , 0.14324 , 0.11146 , 0.13053 , 0.15095 , 0.16667 , 0.15979 , 0.17217 , 0.15921 , 0.19574 
 316 , 0.14211 , 0.10187 , 0.09854 , 0.1388 , 0.1181 , 0.15349 , 0.13717 , 0.1527 , 0.15937 , 0.14298 , 0.07758 , 0.07817 , 0.11127 , 0.10746 , 0.15083 , 0.16169 , 0.14016 , 0.12637 , 0.18429 , 0.15439 , 0.11061 , 0.11913 , 0.0965 , 0.12821 , 0.11419 , 0.12987 , 0.16255 , 0.12102 , 0.13484 , 0.14417 , 0.15172 , 0.13089 , 0.11848 , 0.11678 , 0.1308 , 0.15091 , 0.15051 , 0.16956 , 0.15341 , 0.17336 
 317 , 0.11141 , 0.08456 , 0.05993 , 0.15915 , 0.10722 , 0.12804 , 0.12256 , 0.14272 , 0.16887 , 0.1246 , 0.08692 , 0.05732 , 0.10406 , 0.09979 , 0.14658 , 0.1525 , 0.12505 , 0.11546 , 0.18601 , 0.14347 , 0.0931 , 0.10434 , 0.09168 , 0.11677 , 0.10257 , 0.12987 , 0.14477 , 0.11959 , 0.1191 , 0.14344 , 0.14481 , 0.11873 , 0.12539 , 0.10356 , 0.11096 , 0.13527 , 0.14137 , 0.16689 , 0.14775 , 0.1517 
 318 , 0.08575 , 0.07014 , 0.02848 , 0.17707 , 0.0988 , 0.10926 , 0.11174 , 0.13499 , 0.1752 , 0.11243 , 0.0953 , 0.04198 , 0.09863 , 0.09455 , 0.14308 , 0.14515 , 0.11232 , 0.10809 , 0.18919 , 0.13597 , 0.07948 , 0.09147 , 0.08814 , 0.10711 , 0.09338 , 0.13159 , 0.13019 , 0.11957 , 0.10678 , 0.14391 , 0.13799 , 0.10916 , 0.13125 , 0.09309 , 0.09622 , 0.12316 , 0.13411 , 0.16613 , 0.14409 , 0.13512 
 319 , 0.09646 , 0.07882 , 0.05427 , 0.17661 , 0.11225 , 0.14401 , 0.13355 , 0.14887 , 0.15561 , 0.15378 , 0.09748 , 0.07861 , 0.11028 , 0.11025 , 0.14701 , 0.15257 , 0.12685 , 0.13103 , 0.20977 , 0.15971 , 0.10256 , 0.09683 , 0.09482 , 0.11436 , 0.10592 , 0.14925 , 0.13855 , 0.13215 , 0.12329 , 0.15588 , 0.14327 , 0.12171 , 0.12925 , 0.10264 , 0.12458 , 0.1426 , 0.14433 , 0.18547 , 0.15724 , 0.15845 
