  time  ,52:17 PM,52:24 PM,52:30 PM,52:43 PM,52:51 PM,53:25 PM,53:35 PM,53:41 PM,53:47 PM,53:55 PM,54:46 PM,54:52 PM,56:35 PM,56:42 PM,56:50 PM,57:33 PM,57:47 PM,57:57 PM,58:07 PM,58:20 PM,02:57 PM,03:06 PM,03:12 PM,03:18 PM,03:22 PM,03:30 PM,03:37 PM,03:45 PM,03:52 PM,04:01 PM,04:59 PM,05:09 PM,05:19 PM,05:29 PM,05:38 PM,06:58 PM,07:05 PM,07:15 PM,07:26 PM,07:37 PM,09:08 PM,09:14 PM,09:22 PM,09:29 PM,09:39 PM,10:34 PM,10:41 PM,10:49 PM,10:55 PM,11:02 PM,11:44 PM,11:52 PM,11:58 PM,12:04 PM,12:09 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 717 , 0.283015 , 0.245267 , 0.226493 , 0.233904 , 0.149887 , 0.154532 , 0.223335 , 0.20374 , 0.151629 , 0.231439 , 0.155841 , 0.122142 , 0.195239 , 0.202513 , 0.205839 , 0.188266 , 0.178171 , 0.117645 , 0.159936 , 0.163873 , 0.285287 , 0.189336 , 0.190079 , 0.133694 , 0.194796 , 0.263609 , 0.206613 , 0.177641 , 0.232946 , 0.249572 , 0.196675 , 0.208034 , 0.185516 , 0.16997 , 0.21516 , 0.221741 , 0.199538 , 0.094454 , 0.120222 , 0.083452 , 0.209975 , 0.22254 , 0.204871 , 0.167668 , 0.18384 , 0.178369 , 0.24869 , 0.254089 , 0.254899 , 0.153274 , 0.201794 , 0.134825 , 0.20975 , 0.20674 , 0.183875 
 718 , 0.292503 , 0.253607 , 0.234023 , 0.240539 , 0.153126 , 0.158592 , 0.230295 , 0.209191 , 0.155581 , 0.238165 , 0.160688 , 0.123727 , 0.200755 , 0.208635 , 0.211984 , 0.193148 , 0.183212 , 0.120833 , 0.163315 , 0.168972 , 0.293553 , 0.195143 , 0.194284 , 0.136851 , 0.200897 , 0.269731 , 0.2121 , 0.182373 , 0.239004 , 0.256401 , 0.202493 , 0.214298 , 0.190754 , 0.17418 , 0.220607 , 0.230427 , 0.207064 , 0.097829 , 0.123005 , 0.085256 , 0.216339 , 0.230715 , 0.212156 , 0.17217 , 0.189566 , 0.182934 , 0.254658 , 0.26121 , 0.261487 , 0.15795 , 0.208534 , 0.139432 , 0.216682 , 0.213353 , 0.189263 
 719 , 0.302193 , 0.262131 , 0.241719 , 0.247299 , 0.156407 , 0.162736 , 0.237398 , 0.214758 , 0.159612 , 0.24504 , 0.165604 , 0.12532 , 0.206381 , 0.214868 , 0.218214 , 0.198085 , 0.18839 , 0.124082 , 0.166726 , 0.174177 , 0.301982 , 0.201073 , 0.198573 , 0.140041 , 0.207121 , 0.275961 , 0.217661 , 0.187197 , 0.245161 , 0.263338 , 0.208408 , 0.220679 , 0.196117 , 0.178473 , 0.226178 , 0.239279 , 0.214723 , 0.101281 , 0.125853 , 0.087088 , 0.222823 , 0.239048 , 0.219598 , 0.176748 , 0.195433 , 0.187595 , 0.260757 , 0.268465 , 0.268183 , 0.162701 , 0.215412 , 0.144116 , 0.223753 , 0.220081 , 0.194935 
 720 , 0.312087 , 0.270821 , 0.249572 , 0.254196 , 0.159754 , 0.166959 , 0.244641 , 0.220436 , 0.163722 , 0.252052 , 0.170617 , 0.126945 , 0.212123 , 0.221232 , 0.224569 , 0.20312 , 0.19367 , 0.127396 , 0.170211 , 0.17949 , 0.310584 , 0.207123 , 0.202944 , 0.143294 , 0.213466 , 0.282315 , 0.223337 , 0.192117 , 0.251441 , 0.270415 , 0.214443 , 0.227185 , 0.201581 , 0.182857 , 0.231865 , 0.248309 , 0.22253 , 0.104804 , 0.128754 , 0.088966 , 0.229435 , 0.247552 , 0.227195 , 0.181419 , 0.201416 , 0.192347 , 0.266973 , 0.275867 , 0.275015 , 0.16755 , 0.222425 , 0.148896 , 0.230973 , 0.226944 , 0.20074 
 721 , 0.321735 , 0.279325 , 0.257218 , 0.260854 , 0.162976 , 0.171067 , 0.251805 , 0.225988 , 0.167794 , 0.258907 , 0.175527 , 0.128547 , 0.217758 , 0.227548 , 0.230821 , 0.208058 , 0.198786 , 0.130628 , 0.173625 , 0.18474 , 0.319133 , 0.2131 , 0.207259 , 0.146482 , 0.21973 , 0.288573 , 0.228884 , 0.196814 , 0.257516 , 0.277234 , 0.220351 , 0.233532 , 0.206881 , 0.18703 , 0.237158 , 0.257278 , 0.230225 , 0.108273 , 0.131557 , 0.09084 , 0.235906 , 0.255922 , 0.234665 , 0.186001 , 0.207249 , 0.196948 , 0.273042 , 0.283105 , 0.281625 , 0.172249 , 0.229365 , 0.153664 , 0.238087 , 0.233686 , 0.206464 
 722 , 0.331223 , 0.287711 , 0.264762 , 0.267337 , 0.166166 , 0.175093 , 0.258887 , 0.231449 , 0.171868 , 0.265673 , 0.180388 , 0.130085 , 0.223271 , 0.233757 , 0.236938 , 0.212938 , 0.203803 , 0.133835 , 0.176906 , 0.189839 , 0.327543 , 0.218991 , 0.211521 , 0.149631 , 0.225866 , 0.294676 , 0.234292 , 0.201317 , 0.263469 , 0.283902 , 0.226124 , 0.239816 , 0.212036 , 0.191073 , 0.242178 , 0.266203 , 0.237814 , 0.111682 , 0.134275 , 0.092696 , 0.242272 , 0.264217 , 0.242045 , 0.190523 , 0.212923 , 0.201475 , 0.279048 , 0.290243 , 0.288083 , 0.176866 , 0.236244 , 0.158419 , 0.245081 , 0.240286 , 0.211452 
 723 , 0.340769 , 0.296138 , 0.272345 , 0.273857 , 0.169374 , 0.179136 , 0.265997 , 0.236943 , 0.175959 , 0.272474 , 0.185282 , 0.13163 , 0.228811 , 0.239996 , 0.243088 , 0.217843 , 0.208847 , 0.137059 , 0.180203 , 0.194965 , 0.335991 , 0.224913 , 0.215813 , 0.152794 , 0.232032 , 0.300806 , 0.239729 , 0.205843 , 0.26945 , 0.290604 , 0.231928 , 0.246127 , 0.217221 , 0.195133 , 0.247224 , 0.275171 , 0.245445 , 0.115114 , 0.13701 , 0.094558 , 0.248676 , 0.272553 , 0.249457 , 0.195074 , 0.218624 , 0.206031 , 0.285081 , 0.297417 , 0.294567 , 0.181512 , 0.243163 , 0.163194 , 0.252114 , 0.246917 , 0.21645 
 724 , 0.350223 , 0.30448 , 0.279853 , 0.280261 , 0.172539 , 0.183139 , 0.273075 , 0.242373 , 0.180045 , 0.279189 , 0.190148 , 0.13319 , 0.234282 , 0.246146 , 0.24918 , 0.222718 , 0.213835 , 0.140263 , 0.183493 , 0.200054 , 0.344409 , 0.230814 , 0.220077 , 0.155949 , 0.238158 , 0.306871 , 0.245083 , 0.210329 , 0.275357 , 0.297215 , 0.237651 , 0.252338 , 0.22235 , 0.199134 , 0.252235 , 0.284107 , 0.253042 , 0.118513 , 0.139742 , 0.096409 , 0.255019 , 0.280871 , 0.256789 , 0.199596 , 0.224273 , 0.210545 , 0.291047 , 0.30451 , 0.300973 , 0.186129 , 0.250046 , 0.168014 , 0.259111 , 0.253528 , 0.22141 
 725 , 0.35934 , 0.312576 , 0.287114 , 0.286383 , 0.175586 , 0.187031 , 0.280025 , 0.24763 , 0.184058 , 0.285667 , 0.194891 , 0.134734 , 0.239496 , 0.252036 , 0.255024 , 0.227383 , 0.218636 , 0.143353 , 0.186708 , 0.204968 , 0.352648 , 0.236587 , 0.224199 , 0.159008 , 0.244113 , 0.312713 , 0.250177 , 0.214652 , 0.280996 , 0.303564 , 0.243186 , 0.258227 , 0.227324 , 0.202996 , 0.257177 , 0.292874 , 0.260504 , 0.121836 , 0.142436 , 0.098228 , 0.261142 , 0.289017 , 0.263864 , 0.204006 , 0.229768 , 0.214878 , 0.296779 , 0.31135 , 0.30715 , 0.190613 , 0.256731 , 0.172863 , 0.266003 , 0.260033 , 0.226407 
 726 , 0.368395 , 0.320643 , 0.294346 , 0.292487 , 0.178623 , 0.190925 , 0.286959 , 0.252873 , 0.18805 , 0.292124 , 0.199602 , 0.136257 , 0.244656 , 0.2579 , 0.260809 , 0.231981 , 0.223407 , 0.146425 , 0.1899 , 0.209834 , 0.360846 , 0.242331 , 0.228293 , 0.162038 , 0.250042 , 0.318524 , 0.255242 , 0.218929 , 0.286591 , 0.309886 , 0.248708 , 0.264071 , 0.232281 , 0.206837 , 0.262114 , 0.301596 , 0.267922 , 0.125146 , 0.145115 , 0.100041 , 0.267225 , 0.297113 , 0.270919 , 0.208407 , 0.235238 , 0.219174 , 0.302469 , 0.318151 , 0.31331 , 0.19507 , 0.263365 , 0.177686 , 0.272876 , 0.266499 , 0.231437 
 727 , 0.377403 , 0.328673 , 0.301542 , 0.29856 , 0.181639 , 0.194798 , 0.293867 , 0.258089 , 0.192017 , 0.298555 , 0.204288 , 0.137774 , 0.249796 , 0.263734 , 0.266569 , 0.236559 , 0.228158 , 0.149481 , 0.193076 , 0.214675 , 0.369002 , 0.24804 , 0.232361 , 0.165053 , 0.255941 , 0.324304 , 0.260277 , 0.223189 , 0.292155 , 0.316177 , 0.2542 , 0.269879 , 0.237211 , 0.210669 , 0.26703 , 0.310272 , 0.275309 , 0.128441 , 0.147779 , 0.10185 , 0.273278 , 0.305167 , 0.277937 , 0.212782 , 0.240683 , 0.223449 , 0.308134 , 0.324921 , 0.319438 , 0.199506 , 0.269958 , 0.182488 , 0.279718 , 0.272935 , 0.236436 
 728 , 0.385744 , 0.336322 , 0.308185 , 0.304249 , 0.184408 , 0.198398 , 0.300455 , 0.262998 , 0.195728 , 0.304552 , 0.20874 , 0.13922 , 0.254685 , 0.269257 , 0.271961 , 0.240847 , 0.2325 , 0.152345 , 0.196011 , 0.219224 , 0.376776 , 0.253472 , 0.236236 , 0.167777 , 0.261541 , 0.329799 , 0.265037 , 0.227072 , 0.297374 , 0.322004 , 0.259404 , 0.275408 , 0.241771 , 0.214109 , 0.271589 , 0.318718 , 0.282367 , 0.131499 , 0.150271 , 0.103627 , 0.27891 , 0.312826 , 0.284553 , 0.216857 , 0.24582 , 0.227444 , 0.313447 , 0.331173 , 0.325109 , 0.203615 , 0.276308 , 0.187258 , 0.286117 , 0.278944 , 0.241257 
 729 , 0.393981 , 0.343883 , 0.314687 , 0.309873 , 0.18713 , 0.201939 , 0.306939 , 0.267845 , 0.199403 , 0.310485 , 0.213115 , 0.140637 , 0.25952 , 0.274647 , 0.277267 , 0.245015 , 0.236778 , 0.155186 , 0.198815 , 0.223619 , 0.384437 , 0.258844 , 0.240044 , 0.170431 , 0.266969 , 0.335157 , 0.269623 , 0.230877 , 0.302542 , 0.327718 , 0.264481 , 0.280872 , 0.246278 , 0.217498 , 0.276048 , 0.327008 , 0.289329 , 0.134505 , 0.152738 , 0.105367 , 0.284452 , 0.320387 , 0.291033 , 0.220837 , 0.250891 , 0.231391 , 0.318688 , 0.337336 , 0.330681 , 0.207664 , 0.282605 , 0.191959 , 0.29239 , 0.284843 , 0.245994 
 730 , 0.402095 , 0.351331 , 0.321091 , 0.315411 , 0.189812 , 0.205427 , 0.313327 , 0.272611 , 0.203024 , 0.316333 , 0.217418 , 0.142034 , 0.264279 , 0.279953 , 0.282484 , 0.249115 , 0.240988 , 0.157983 , 0.201567 , 0.227943 , 0.391982 , 0.264132 , 0.243798 , 0.173044 , 0.272307 , 0.340433 , 0.274137 , 0.234623 , 0.307633 , 0.333342 , 0.269477 , 0.286255 , 0.250714 , 0.220836 , 0.280434 , 0.335166 , 0.296181 , 0.137468 , 0.155163 , 0.107081 , 0.289909 , 0.327839 , 0.297417 , 0.22476 , 0.255888 , 0.23528 , 0.323847 , 0.343405 , 0.336171 , 0.211646 , 0.28881 , 0.19659 , 0.29857 , 0.290649 , 0.250655 
 731 , 0.409769 , 0.358355 , 0.327032 , 0.320644 , 0.19236 , 0.208709 , 0.319348 , 0.277096 , 0.206505 , 0.321788 , 0.221489 , 0.143411 , 0.268838 , 0.284995 , 0.28744 , 0.252994 , 0.244962 , 0.160609 , 0.204222 , 0.232074 , 0.399135 , 0.269186 , 0.247387 , 0.17554 , 0.277385 , 0.345423 , 0.278387 , 0.238098 , 0.312435 , 0.338565 , 0.274204 , 0.29127 , 0.254894 , 0.223978 , 0.284544 , 0.342846 , 0.302616 , 0.140288 , 0.157467 , 0.10868 , 0.29505 , 0.334853 , 0.303387 , 0.22848 , 0.260644 , 0.238962 , 0.328731 , 0.349179 , 0.341378 , 0.215406 , 0.294731 , 0.201109 , 0.304447 , 0.29617 , 0.255051 
 732 , 0.417226 , 0.365045 , 0.332775 , 0.325662 , 0.194813 , 0.211879 , 0.325165 , 0.281376 , 0.209885 , 0.327021 , 0.225395 , 0.144749 , 0.27325 , 0.289838 , 0.2922 , 0.256785 , 0.248801 , 0.163153 , 0.206755 , 0.236067 , 0.405949 , 0.274057 , 0.250839 , 0.177915 , 0.282312 , 0.350185 , 0.282533 , 0.241412 , 0.317009 , 0.343604 , 0.278679 , 0.29605 , 0.258872 , 0.227163 , 0.288509 , 0.350259 , 0.308798 , 0.143021 , 0.159668 , 0.110214 , 0.299978 , 0.341551 , 0.309123 , 0.23208 , 0.265241 , 0.24251 , 0.333375 , 0.354733 , 0.34637 , 0.218996 , 0.300396 , 0.205505 , 0.310137 , 0.301479 , 0.259177 
 733 , 0.424566 , 0.371627 , 0.338426 , 0.3306 , 0.19723 , 0.214999 , 0.330896 , 0.285595 , 0.213208 , 0.332169 , 0.229236 , 0.146057 , 0.277591 , 0.294601 , 0.296886 , 0.260512 , 0.252577 , 0.165653 , 0.209241 , 0.239994 , 0.412654 , 0.278849 , 0.254235 , 0.180249 , 0.287155 , 0.354863 , 0.286612 , 0.244667 , 0.321505 , 0.348562 , 0.283078 , 0.300755 , 0.262787 , 0.230302 , 0.292415 , 0.357553 , 0.314883 , 0.145712 , 0.161833 , 0.111726 , 0.304831 , 0.348147 , 0.314769 , 0.235622 , 0.26977 , 0.245994 , 0.337947 , 0.360193 , 0.351281 , 0.222525 , 0.30597 , 0.209833 , 0.315736 , 0.306701 , 0.263236 
 734 , 0.431436 , 0.377787 , 0.34371 , 0.335184 , 0.199494 , 0.217926 , 0.336263 , 0.289536 , 0.216322 , 0.336981 , 0.232843 , 0.147271 , 0.28162 , 0.299052 , 0.30125 , 0.26398 , 0.256088 , 0.167991 , 0.211559 , 0.243646 , 0.41891 , 0.283353 , 0.25741 , 0.182433 , 0.291665 , 0.359226 , 0.290408 , 0.247721 , 0.325683 , 0.353186 , 0.28715 , 0.305122 , 0.26644 , 0.233249 , 0.296047 , 0.36441 , 0.320604 , 0.148241 , 0.163842 , 0.113164 , 0.309355 , 0.354359 , 0.320034 , 0.238933 , 0.27402 , 0.249251 , 0.342185 , 0.365271 , 0.355844 , 0.225828 , 0.311207 , 0.213935 , 0.321 , 0.311613 , 0.267039 
 735 , 0.437587 , 0.383348 , 0.348423 , 0.339208 , 0.20151 , 0.220516 , 0.341055 , 0.293102 , 0.219106 , 0.341249 , 0.236102 , 0.148313 , 0.285113 , 0.303032 , 0.305102 , 0.266985 , 0.259175 , 0.170051 , 0.21363 , 0.246911 , 0.424524 , 0.287446 , 0.260277 , 0.184425 , 0.295654 , 0.36309 , 0.293777 , 0.250451 , 0.329367 , 0.357286 , 0.290748 , 0.308936 , 0.269696 , 0.235635 , 0.299234 , 0.370593 , 0.325747 , 0.150528 , 0.165642 , 0.114491 , 0.313404 , 0.360002 , 0.324705 , 0.241901 , 0.277824 , 0.252144 , 0.34596 , 0.369763 , 0.359873 , 0.228808 , 0.315951 , 0.217726 , 0.325747 , 0.316056 , 0.27051 
 736 , 0.443673 , 0.388874 , 0.353084 , 0.343184 , 0.203506 , 0.223063 , 0.345786 , 0.296653 , 0.221869 , 0.345467 , 0.239331 , 0.149339 , 0.288549 , 0.306971 , 0.308901 , 0.269927 , 0.262216 , 0.172079 , 0.21568 , 0.250147 , 0.430107 , 0.291514 , 0.263126 , 0.186417 , 0.299588 , 0.366919 , 0.297111 , 0.253147 , 0.333015 , 0.361342 , 0.29432 , 0.312702 , 0.272927 , 0.237878 , 0.302384 , 0.376695 , 0.330826 , 0.152791 , 0.167438 , 0.115803 , 0.317428 , 0.365591 , 0.329333 , 0.244843 , 0.281584 , 0.255012 , 0.349731 , 0.374213 , 0.36387 , 0.231774 , 0.320652 , 0.221496 , 0.330438 , 0.320453 , 0.273957 
 737 , 0.449667 , 0.394316 , 0.357674 , 0.347101 , 0.205476 , 0.225571 , 0.350446 , 0.300145 , 0.224594 , 0.349613 , 0.242511 , 0.150354 , 0.291929 , 0.310853 , 0.312638 , 0.272821 , 0.265219 , 0.174079 , 0.21769 , 0.253329 , 0.435603 , 0.295514 , 0.265927 , 0.188376 , 0.303455 , 0.370681 , 0.300389 , 0.255797 , 0.336607 , 0.365337 , 0.297837 , 0.316412 , 0.276101 , 0.240088 , 0.305479 , 0.38271 , 0.335819 , 0.15502 , 0.169203 , 0.117098 , 0.321387 , 0.371095 , 0.33389 , 0.247745 , 0.285279 , 0.257836 , 0.353442 , 0.378592 , 0.367809 , 0.234694 , 0.325286 , 0.225207 , 0.335057 , 0.324777 , 0.277343 
 738 , 0.454632 , 0.398807 , 0.361573 , 0.35035 , 0.207132 , 0.227746 , 0.35436 , 0.303095 , 0.226905 , 0.353023 , 0.245197 , 0.151237 , 0.294665 , 0.314148 , 0.315664 , 0.275227 , 0.267808 , 0.175791 , 0.219242 , 0.255929 , 0.44019 , 0.29885 , 0.268249 , 0.190022 , 0.306699 , 0.373782 , 0.303045 , 0.257977 , 0.339527 , 0.368641 , 0.300812 , 0.319484 , 0.278786 , 0.241988 , 0.308045 , 0.387854 , 0.339938 , 0.156899 , 0.17066 , 0.118203 , 0.324685 , 0.37567 , 0.337665 , 0.250163 , 0.288292 , 0.260189 , 0.356527 , 0.382307 , 0.371169 , 0.237147 , 0.329255 , 0.228407 , 0.338947 , 0.328364 , 0.280148 
 739 , 0.459488 , 0.403188 , 0.365395 , 0.353561 , 0.208768 , 0.229922 , 0.358231 , 0.305986 , 0.229174 , 0.35637 , 0.247845 , 0.152132 , 0.297377 , 0.317418 , 0.318657 , 0.277658 , 0.270359 , 0.17747 , 0.220762 , 0.258455 , 0.444684 , 0.302113 , 0.27053 , 0.191637 , 0.309933 , 0.376837 , 0.305649 , 0.260146 , 0.342415 , 0.371911 , 0.303748 , 0.322525 , 0.281455 , 0.243973 , 0.310576 , 0.392935 , 0.34403 , 0.158749 , 0.172073 , 0.11929 , 0.327932 , 0.380183 , 0.341396 , 0.252541 , 0.291272 , 0.262533 , 0.359561 , 0.385992 , 0.374485 , 0.239578 , 0.333179 , 0.231562 , 0.342811 , 0.33194 , 0.282945 
 740 , 0.46432 , 0.407546 , 0.369201 , 0.356755 , 0.210396 , 0.232087 , 0.362088 , 0.308868 , 0.231434 , 0.359705 , 0.250481 , 0.153019 , 0.300081 , 0.320676 , 0.321627 , 0.280074 , 0.272896 , 0.179144 , 0.222275 , 0.260972 , 0.449154 , 0.305364 , 0.272805 , 0.193239 , 0.313156 , 0.379873 , 0.30824 , 0.262299 , 0.345293 , 0.375168 , 0.306671 , 0.325547 , 0.284111 , 0.245946 , 0.313096 , 0.397995 , 0.348108 , 0.160595 , 0.173479 , 0.120379 , 0.331158 , 0.384674 , 0.345107 , 0.254909 , 0.294245 , 0.264873 , 0.362581 , 0.389661 , 0.377792 , 0.242 , 0.337084 , 0.234706 , 0.346661 , 0.335496 , 0.285729 
 741 , 0.468352 , 0.4112 , 0.372388 , 0.359376 , 0.211705 , 0.233873 , 0.36532 , 0.311281 , 0.233258 , 0.362444 , 0.252626 , 0.153741 , 0.302341 , 0.323339 , 0.32405 , 0.282019 , 0.274951 , 0.180521 , 0.22349 , 0.263004 , 0.452883 , 0.308103 , 0.274683 , 0.194506 , 0.315781 , 0.382357 , 0.310327 , 0.263993 , 0.347687 , 0.377842 , 0.309031 , 0.328036 , 0.286267 , 0.247505 , 0.315141 , 0.402265 , 0.351572 , 0.162111 , 0.174633 , 0.12128 , 0.333813 , 0.388426 , 0.348176 , 0.256844 , 0.29668 , 0.266773 , 0.365047 , 0.392669 , 0.380485 , 0.243943 , 0.340371 , 0.237375 , 0.349866 , 0.338489 , 0.288018 
 742 , 0.472141 , 0.414677 , 0.375459 , 0.361775 , 0.212908 , 0.235522 , 0.368352 , 0.313479 , 0.234926 , 0.365033 , 0.254652 , 0.154403 , 0.304493 , 0.325784 , 0.326385 , 0.283823 , 0.276842 , 0.181802 , 0.224718 , 0.264941 , 0.45634 , 0.310671 , 0.276438 , 0.195657 , 0.318237 , 0.384728 , 0.312302 , 0.265588 , 0.349919 , 0.380288 , 0.311211 , 0.330356 , 0.288218 , 0.248908 , 0.316995 , 0.406241 , 0.354799 , 0.163501 , 0.175705 , 0.122115 , 0.336215 , 0.391911 , 0.351005 , 0.258632 , 0.298931 , 0.268482 , 0.36726 , 0.395406 , 0.382955 , 0.245675 , 0.343494 , 0.239877 , 0.352778 , 0.341251 , 0.290097 
 743 , 0.475928 , 0.418156 , 0.378536 , 0.364173 , 0.214108 , 0.23717 , 0.37138 , 0.315677 , 0.236598 , 0.367627 , 0.256676 , 0.155067 , 0.306649 , 0.328224 , 0.328725 , 0.285625 , 0.278732 , 0.183085 , 0.225947 , 0.266877 , 0.459799 , 0.313244 , 0.278191 , 0.196806 , 0.320694 , 0.387103 , 0.314276 , 0.267176 , 0.352156 , 0.382739 , 0.313396 , 0.33267 , 0.290167 , 0.250309 , 0.318848 , 0.410221 , 0.358023 , 0.164894 , 0.176779 , 0.122947 , 0.338623 , 0.395393 , 0.353835 , 0.260424 , 0.301177 , 0.27019 , 0.369483 , 0.398149 , 0.385429 , 0.247406 , 0.346618 , 0.242379 , 0.355692 , 0.344009 , 0.29218 
 744 , 0.47937 , 0.421331 , 0.381307 , 0.366375 , 0.215201 , 0.238661 , 0.374153 , 0.317696 , 0.238093 , 0.369995 , 0.258536 , 0.155656 , 0.308625 , 0.330412 , 0.330818 , 0.287224 , 0.280435 , 0.184237 , 0.22705 , 0.268611 , 0.462933 , 0.315551 , 0.27976 , 0.197841 , 0.322918 , 0.389222 , 0.316073 , 0.268606 , 0.354176 , 0.384932 , 0.315364 , 0.334788 , 0.291919 , 0.25155 , 0.320515 , 0.413858 , 0.360955 , 0.166147 , 0.177737 , 0.123693 , 0.340811 , 0.398566 , 0.356402 , 0.26205 , 0.3032 , 0.271739 , 0.371516 , 0.400635 , 0.387685 , 0.248964 , 0.349491 , 0.244649 , 0.358329 , 0.34652 , 0.294033 
 745 , 0.482264 , 0.424011 , 0.383537 , 0.368325 , 0.216121 , 0.239874 , 0.37651 , 0.319487 , 0.2393 , 0.371983 , 0.260081 , 0.156177 , 0.310301 , 0.332255 , 0.332484 , 0.288524 , 0.281858 , 0.185199 , 0.22798 , 0.270146 , 0.465644 , 0.317455 , 0.281065 , 0.19877 , 0.324812 , 0.39098 , 0.317633 , 0.26977 , 0.355887 , 0.386748 , 0.316997 , 0.336574 , 0.293376 , 0.252551 , 0.321885 , 0.416964 , 0.363416 , 0.167197 , 0.178538 , 0.124319 , 0.342722 , 0.401259 , 0.358544 , 0.263404 , 0.304869 , 0.273037 , 0.373289 , 0.402702 , 0.389603 , 0.250255 , 0.351939 , 0.246576 , 0.360556 , 0.348682 , 0.295617 
 746 , 0.485194 , 0.426707 , 0.385771 , 0.370325 , 0.217048 , 0.241089 , 0.3789 , 0.321328 , 0.240519 , 0.373982 , 0.261626 , 0.15672 , 0.311996 , 0.334139 , 0.334155 , 0.289852 , 0.283317 , 0.186177 , 0.228934 , 0.271751 , 0.468421 , 0.319375 , 0.282401 , 0.199736 , 0.32674 , 0.392769 , 0.319228 , 0.270958 , 0.357631 , 0.388599 , 0.318658 , 0.338381 , 0.294856 , 0.253575 , 0.323276 , 0.420105 , 0.365906 , 0.16826 , 0.179347 , 0.124964 , 0.344687 , 0.404004 , 0.360703 , 0.264774 , 0.306569 , 0.27435 , 0.375096 , 0.404792 , 0.391543 , 0.251571 , 0.354401 , 0.24853 , 0.362813 , 0.350892 , 0.297252 
 747 , 0.48809 , 0.429366 , 0.387961 , 0.372302 , 0.21796 , 0.242286 , 0.381259 , 0.323146 , 0.241715 , 0.375953 , 0.263144 , 0.157255 , 0.313659 , 0.335999 , 0.335795 , 0.291156 , 0.28475 , 0.187136 , 0.22985 , 0.273323 , 0.471164 , 0.321267 , 0.283712 , 0.200682 , 0.328636 , 0.39453 , 0.320794 , 0.272116 , 0.359347 , 0.390425 , 0.320289 , 0.340154 , 0.296305 , 0.254579 , 0.324638 , 0.423205 , 0.368361 , 0.169313 , 0.18015 , 0.125591 , 0.346622 , 0.4067 , 0.36283 , 0.266118 , 0.308241 , 0.275635 , 0.37687 , 0.406853 , 0.393455 , 0.252863 , 0.356832 , 0.250454 , 0.36504 , 0.353068 , 0.298861 
 748 , 0.489876 , 0.430981 , 0.38914 , 0.373406 , 0.218434 , 0.242935 , 0.382736 , 0.32426 , 0.242337 , 0.377032 , 0.263912 , 0.157457 , 0.314644 , 0.337119 , 0.336731 , 0.291764 , 0.285559 , 0.187606 , 0.230097 , 0.274091 , 0.472781 , 0.322352 , 0.284408 , 0.201089 , 0.329667 , 0.395436 , 0.321595 , 0.272577 , 0.360296 , 0.391472 , 0.32115 , 0.341211 , 0.297017 , 0.254956 , 0.325268 , 0.425129 , 0.369871 , 0.169907 , 0.180598 , 0.125862 , 0.347672 , 0.408229 , 0.364076 , 0.266833 , 0.309145 , 0.276276 , 0.37784 , 0.407994 , 0.394521 , 0.253498 , 0.358337 , 0.2516 , 0.366424 , 0.354286 , 0.299713 
 749 , 0.49167 , 0.432618 , 0.390322 , 0.374447 , 0.218924 , 0.243616 , 0.384186 , 0.325344 , 0.242982 , 0.378091 , 0.264732 , 0.157652 , 0.315682 , 0.338276 , 0.337744 , 0.292392 , 0.286358 , 0.188065 , 0.230388 , 0.274854 , 0.474408 , 0.323456 , 0.285079 , 0.201473 , 0.330743 , 0.39636 , 0.322422 , 0.273078 , 0.361208 , 0.392512 , 0.322043 , 0.342304 , 0.297714 , 0.255315 , 0.325917 , 0.427102 , 0.371428 , 0.170497 , 0.181039 , 0.126122 , 0.34867 , 0.409784 , 0.365348 , 0.267587 , 0.310063 , 0.276927 , 0.378828 , 0.40917 , 0.395572 , 0.254123 , 0.359852 , 0.252751 , 0.367871 , 0.355532 , 0.300631 
 750 , 0.493499 , 0.434285 , 0.391527 , 0.375517 , 0.219421 , 0.24431 , 0.38566 , 0.326451 , 0.243644 , 0.379173 , 0.265568 , 0.157852 , 0.316738 , 0.339456 , 0.33878 , 0.293037 , 0.287175 , 0.188532 , 0.23068 , 0.275634 , 0.476065 , 0.324582 , 0.285767 , 0.201864 , 0.331837 , 0.397303 , 0.323266 , 0.273591 , 0.362138 , 0.39357 , 0.322949 , 0.343414 , 0.298419 , 0.255686 , 0.326584 , 0.429109 , 0.373013 , 0.171098 , 0.181491 , 0.126389 , 0.349681 , 0.411362 , 0.366639 , 0.268354 , 0.310994 , 0.27759 , 0.379833 , 0.410364 , 0.396647 , 0.25476 , 0.361396 , 0.25392 , 0.369347 , 0.356803 , 0.301562 
