  time  ,52:17 PM,52:24 PM,52:30 PM,52:43 PM,52:51 PM,53:25 PM,53:35 PM,53:41 PM,53:47 PM,53:55 PM,54:46 PM,54:52 PM,56:35 PM,56:42 PM,56:50 PM,57:33 PM,57:47 PM,57:57 PM,58:07 PM,58:20 PM,02:57 PM,03:06 PM,03:12 PM,03:18 PM,03:22 PM,03:30 PM,03:37 PM,03:45 PM,03:52 PM,04:01 PM,04:59 PM,05:09 PM,05:19 PM,05:29 PM,05:38 PM,06:58 PM,07:05 PM,07:15 PM,07:26 PM,07:37 PM,09:08 PM,09:14 PM,09:22 PM,09:29 PM,09:39 PM,10:34 PM,10:41 PM,10:49 PM,10:55 PM,11:02 PM,11:44 PM,11:52 PM,11:58 PM,12:04 PM,12:09 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 336 , 0.003902 , 0.001377 , 0 , 0.001402 , 0.000997 , 0 , 0.001757 , 0.001719 , 0.001774 , 0.001449 , 0.003393 , 1.138837 , 0.0027 , 0.012038 , 0 , 8.849761 , 0.010502 , 0.004938 , 8.849761 , 8.849761 , 0.002152 , 0 , 0.000766 , 0 , 0 , 0.004429 , 0 , 0 , 0.001556 , 0.000642 , 0 , 0.001306 , 0.000377 , 0.000292 , 0.001163 , 0.001913 , 0 , 0 , 0.004447 , 0.002345 , 0.001669 , 0.0009 , 0.000436 , 0.000814 , 0.0014 , 0.000751 , 0.002147 , 0.001803 , 0 , 0 , 0.001069 , 0 , 0 , 0 , 8.849761 
 337 , 0.004957 , 0.002236 , 0 , 0.002351 , 0.001683 , 0 , 0.003025 , 0.003024 , 0.002939 , 0.002586 , 0.005942 , 0.76418 , 0.004432 , 0.012136 , 0 , 8.791381 , 0.012399 , 0.005729 , 8.791381 , 8.791381 , 0.003822 , 0 , 0.00129 , 0 , 0 , 0.00635 , 0 , 0 , 0.002569 , 0.001177 , 0 , 0.001999 , 0.000654 , 0.000501 , 0.002052 , 0.002385 , 0 , 0 , 0.005195 , 0.0039 , 0.002847 , 0.001566 , 0.000713 , 0.001313 , 0.002448 , 0.001248 , 0.003549 , 0.003069 , 0 , 0 , 0.0019 , 0 , 0 , 0 , 8.791381 
 338 , 0.00582 , 0.002879 , 0 , 0.00311 , 0.002238 , 0 , 0.004092 , 0.004173 , 0.003846 , 0.003617 , 0.008163 , 0.611808 , 0.005755 , 0.011972 , 0 , 8.624199 , 0.013929 , 0.006354 , 8.624199 , 8.624199 , 0.005321 , 0 , 0.001713 , 0 , 0 , 0.007471 , 0 , 0 , 0.003352 , 0.001689 , 0 , 0.002596 , 0.00089 , 0.000677 , 0.002839 , 0.002697 , 0 , 0 , 0.005734 , 0.005121 , 0.003821 , 0.00214 , 0.000923 , 0.001682 , 0.00336 , 0.001639 , 0.004636 , 0.00411 , 0 , 0 , 0.002645 , 0 , 0 , 0 , 8.624199 
 339 , 0.006258 , 0.003449 , 0.001106 , 0.003911 , 0.002661 , 0.00064 , 0.004454 , 0.004893 , 0.004612 , 0.004853 , 0.008803 , 0.370586 , 0.006745 , 0.01345 , 0.007607 , 0.28136 , 0.014165 , 0.006911 , 8.198601 , 8.198601 , 0.006199 , 0.000491 , 0.002833 , 0 , 0.001322 , 0.009331 , 0.001791 , 0.001411 , 0.004174 , 0.002641 , 0.000726 , 0.003337 , 0.001611 , 0.001168 , 0.003169 , 0.003512 , 0.000866 , 0.000377 , 0.006076 , 0.00585 , 0.004718 , 0.003495 , 0.002124 , 0.002677 , 0.004487 , 0.002334 , 0.005736 , 0.005064 , 0.000896 , 0.00011 , 0.004179 , 0.000657 , 0.000779 , 0.001237 , 0 
 340 , 0.006486 , 0.003859 , 0.002196 , 0.004525 , 0.002946 , 0.001248 , 0.004606 , 0.005416 , 0.005202 , 0.005902 , 0.008987 , 0.268093 , 0.007511 , 0.014684 , 0.010353 , 0.135708 , 0.014043 , 0.007342 , 7.757174 , 7.757174 , 0.006814 , 0.000984 , 0.003762 , 0 , 0.002131 , 0.010664 , 0.003518 , 0.002617 , 0.00487 , 0.00342 , 0.001463 , 0.003926 , 0.002296 , 0.001613 , 0.003308 , 0.004291 , 0.00171 , 0.000724 , 0.006267 , 0.006318 , 0.005423 , 0.004845 , 0.003195 , 0.003557 , 0.005465 , 0.003049 , 0.006614 , 0.005735 , 0.001753 , 0.000213 , 0.005594 , 0.001307 , 0.001468 , 0.002325 , 0 
 341 , 0.006584 , 0.004128 , 0.003066 , 0.004954 , 0.003124 , 0.001712 , 0.004677 , 0.005814 , 0.005636 , 0.006722 , 0.009011 , 0.214639 , 0.008096 , 0.015483 , 0.011238 , 0.091242 , 0.013782 , 0.007648 , 7.337129 , 7.337129 , 0.007276 , 0.001385 , 0.004411 , 0 , 0.00254 , 0.01145 , 0.004862 , 0.003446 , 0.00542 , 0.003972 , 0.002069 , 0.004344 , 0.002847 , 0.001954 , 0.003357 , 0.00493 , 0.002372 , 0.000981 , 0.006346 , 0.006615 , 0.005945 , 0.006017 , 0.00398 , 0.004216 , 0.006245 , 0.003711 , 0.007263 , 0.006165 , 0.002414 , 0.00029 , 0.00673 , 0.001827 , 0.001957 , 0.003096 , 0 
 342 , 0.007221 , 0.004712 , 0.003876 , 0.005526 , 0.003705 , 0.002317 , 0.005316 , 0.006386 , 0.006137 , 0.007372 , 0.009431 , 0.14945 , 0.009059 , 0.016502 , 0.014577 , 0.074505 , 0.014119 , 0.008341 , 0.320927 , 0.451968 , 0.007746 , 0.001862 , 0.004964 , 0.000934 , 0.003826 , 0.01213 , 0.006169 , 0.004413 , 0.006047 , 0.004635 , 0.002823 , 0.004899 , 0.003287 , 0.002506 , 0.003644 , 0.005546 , 0.003101 , 0.00139 , 0.006997 , 0.007257 , 0.006546 , 0.006948 , 0.004701 , 0.004948 , 0.006891 , 0.004574 , 0.007838 , 0.006596 , 0.003126 , 0.000649 , 0.007496 , 0.002488 , 0.002651 , 0.003976 , 0.004729 
 343 , 0.008499 , 0.005755 , 0.004716 , 0.006355 , 0.004806 , 0.003218 , 0.006686 , 0.007197 , 0.006795 , 0.007939 , 0.010341 , 0.105248 , 0.01047 , 0.017956 , 0.022577 , 0.069469 , 0.015138 , 0.009538 , 0.120128 , 0.175858 , 0.008294 , 0.002462 , 0.005545 , 0.002768 , 0.006221 , 0.01292 , 0.007488 , 0.005732 , 0.006797 , 0.00553 , 0.003714 , 0.005694 , 0.003673 , 0.003356 , 0.004243 , 0.006209 , 0.003969 , 0.002008 , 0.008325 , 0.008417 , 0.007325 , 0.007655 , 0.005548 , 0.005896 , 0.007451 , 0.00561 , 0.008432 , 0.00713 , 0.003994 , 0.001313 , 0.00798 , 0.003348 , 0.003697 , 0.005139 , 0.015418 
 344 , 0.009671 , 0.006791 , 0.005474 , 0.007134 , 0.005864 , 0.004152 , 0.008061 , 0.007932 , 0.007421 , 0.008448 , 0.01117 , 0.08499 , 0.011706 , 0.01929 , 0.032571 , 0.066244 , 0.016048 , 0.010679 , 0.082024 , 0.123549 , 0.008784 , 0.003008 , 0.006077 , 0.004331 , 0.008423 , 0.013606 , 0.008552 , 0.006973 , 0.007444 , 0.006358 , 0.004438 , 0.00644 , 0.004029 , 0.004164 , 0.004819 , 0.006833 , 0.004738 , 0.00257 , 0.009554 , 0.009588 , 0.008045 , 0.008254 , 0.006421 , 0.006808 , 0.007909 , 0.006502 , 0.008965 , 0.007609 , 0.004798 , 0.001906 , 0.008409 , 0.004118 , 0.004701 , 0.006222 , 0.026318 
 345 , 0.010719 , 0.007816 , 0.006162 , 0.007895 , 0.006855 , 0.005087 , 0.009406 , 0.008613 , 0.008054 , 0.008937 , 0.011946 , 0.072579 , 0.012794 , 0.020316 , 0.041387 , 0.063119 , 0.016904 , 0.011792 , 0.067043 , 0.099353 , 0.009312 , 0.003515 , 0.006623 , 0.005664 , 0.010364 , 0.014211 , 0.009421 , 0.008119 , 0.008071 , 0.007112 , 0.005124 , 0.007174 , 0.004402 , 0.004939 , 0.005417 , 0.007438 , 0.005435 , 0.003118 , 0.010737 , 0.010751 , 0.008719 , 0.008815 , 0.007304 , 0.007685 , 0.008374 , 0.007294 , 0.009522 , 0.008103 , 0.005568 , 0.002475 , 0.008853 , 0.004822 , 0.005651 , 0.007245 , 0.033321 
 346 , 0.011139 , 0.008823 , 0.006673 , 0.008917 , 0.007447 , 0.005708 , 0.010322 , 0.009348 , 0.009138 , 0.00972 , 0.012877 , 0.060354 , 0.013682 , 0.019673 , 0.026406 , 0.054593 , 0.018043 , 0.013085 , 0.067866 , 0.074961 , 0.010736 , 0.004033 , 0.00778 , 0.006576 , 0.011274 , 0.014838 , 0.010023 , 0.008975 , 0.009214 , 0.007608 , 0.006725 , 0.008256 , 0.005237 , 0.005696 , 0.006515 , 0.008184 , 0.006105 , 0.004025 , 0.01226 , 0.011734 , 0.0094 , 0.009746 , 0.008068 , 0.008486 , 0.009623 , 0.008084 , 0.010875 , 0.009238 , 0.00653 , 0.003424 , 0.009959 , 0.005561 , 0.006395 , 0.008343 , 0.020693 
 347 , 0.011492 , 0.009714 , 0.007151 , 0.009853 , 0.00798 , 0.006232 , 0.011136 , 0.009991 , 0.010093 , 0.010401 , 0.013679 , 0.05362 , 0.014442 , 0.019283 , 0.020898 , 0.049629 , 0.019036 , 0.014278 , 0.068631 , 0.06359 , 0.01209 , 0.004519 , 0.008859 , 0.007393 , 0.011996 , 0.015364 , 0.010529 , 0.0097 , 0.010346 , 0.008038 , 0.008303 , 0.009264 , 0.006032 , 0.006419 , 0.007574 , 0.008856 , 0.006724 , 0.00488 , 0.013693 , 0.012595 , 0.009991 , 0.010583 , 0.008739 , 0.0092 , 0.010798 , 0.008805 , 0.012146 , 0.010294 , 0.007404 , 0.004311 , 0.010933 , 0.006216 , 0.007036 , 0.009307 , 0.017363 
 348 , 0.011794 , 0.010507 , 0.007601 , 0.01071 , 0.008461 , 0.00668 , 0.011864 , 0.010557 , 0.010938 , 0.010999 , 0.014378 , 0.049374 , 0.015101 , 0.019033 , 0.018051 , 0.046397 , 0.01991 , 0.01538 , 0.06933 , 0.05705 , 0.013375 , 0.004974 , 0.009864 , 0.008127 , 0.012586 , 0.015811 , 0.01096 , 0.010322 , 0.011464 , 0.008414 , 0.009849 , 0.010202 , 0.006787 , 0.007108 , 0.00859 , 0.009462 , 0.007297 , 0.005684 , 0.01504 , 0.013354 , 0.01051 , 0.01134 , 0.009331 , 0.009839 , 0.011902 , 0.009465 , 0.013336 , 0.011279 , 0.008198 , 0.005135 , 0.011795 , 0.006798 , 0.007593 , 0.01016 , 0.015896 
 349 , 0.01212 , 0.010749 , 0.007927 , 0.011321 , 0.00902 , 0.007153 , 0.01207 , 0.011039 , 0.011537 , 0.011452 , 0.014712 , 0.049722 , 0.016234 , 0.019509 , 0.017718 , 0.048636 , 0.02062 , 0.015731 , 0.069312 , 0.053482 , 0.013877 , 0.005356 , 0.010307 , 0.008759 , 0.012701 , 0.016206 , 0.011146 , 0.010882 , 0.011872 , 0.008807 , 0.010196 , 0.010946 , 0.007395 , 0.007617 , 0.009195 , 0.010197 , 0.007772 , 0.006046 , 0.015445 , 0.013473 , 0.011214 , 0.011682 , 0.009806 , 0.010213 , 0.012828 , 0.009869 , 0.013931 , 0.011814 , 0.008847 , 0.00565 , 0.012416 , 0.007083 , 0.008098 , 0.010418 , 0.016969 
 350 , 0.012414 , 0.010746 , 0.008122 , 0.011774 , 0.009528 , 0.007605 , 0.012026 , 0.01143 , 0.012 , 0.011791 , 0.014883 , 0.051359 , 0.017539 , 0.020141 , 0.017966 , 0.052832 , 0.021196 , 0.015745 , 0.068797 , 0.050778 , 0.01401 , 0.005681 , 0.010485 , 0.009301 , 0.0126 , 0.016486 , 0.011179 , 0.011351 , 0.011929 , 0.009182 , 0.010032 , 0.011557 , 0.007876 , 0.008009 , 0.009579 , 0.010928 , 0.008169 , 0.006192 , 0.015427 , 0.013318 , 0.01193 , 0.011809 , 0.010166 , 0.010433 , 0.013631 , 0.010091 , 0.014197 , 0.01213 , 0.009353 , 0.005986 , 0.012911 , 0.007218 , 0.008538 , 0.010386 , 0.018211 
 351 , 0.012644 , 0.010709 , 0.008229 , 0.012145 , 0.009933 , 0.008004 , 0.011929 , 0.011743 , 0.012405 , 0.012056 , 0.015022 , 0.052791 , 0.018794 , 0.020651 , 0.01811 , 0.057049 , 0.021669 , 0.01571 , 0.068083 , 0.048373 , 0.014077 , 0.005967 , 0.010611 , 0.009771 , 0.012465 , 0.016656 , 0.011149 , 0.011727 , 0.011922 , 0.009517 , 0.009847 , 0.012091 , 0.008275 , 0.008343 , 0.009895 , 0.011575 , 0.008513 , 0.006293 , 0.015353 , 0.013132 , 0.012556 , 0.011872 , 0.010438 , 0.010589 , 0.014356 , 0.010222 , 0.014359 , 0.012391 , 0.009754 , 0.006256 , 0.013354 , 0.007308 , 0.008913 , 0.010289 , 0.01892 
 352 , 0.012915 , 0.010634 , 0.008148 , 0.012419 , 0.010222 , 0.008222 , 0.011939 , 0.012039 , 0.012611 , 0.012082 , 0.015135 , 0.052617 , 0.019235 , 0.02056 , 0.018023 , 0.057821 , 0.021721 , 0.015757 , 0.065311 , 0.046419 , 0.014152 , 0.006193 , 0.010651 , 0.010119 , 0.01226 , 0.016814 , 0.011245 , 0.011858 , 0.011912 , 0.009765 , 0.009869 , 0.012381 , 0.008513 , 0.008586 , 0.010061 , 0.011826 , 0.00871 , 0.006455 , 0.01545 , 0.013147 , 0.012838 , 0.011915 , 0.010707 , 0.010757 , 0.01466 , 0.010289 , 0.014442 , 0.012553 , 0.010045 , 0.006539 , 0.013458 , 0.007476 , 0.00918 , 0.010366 , 0.018881 
 353 , 0.013347 , 0.010544 , 0.007807 , 0.012601 , 0.010408 , 0.008155 , 0.012218 , 0.012397 , 0.012515 , 0.011754 , 0.015251 , 0.049895 , 0.018241 , 0.019532 , 0.017662 , 0.052675 , 0.021125 , 0.016029 , 0.059878 , 0.045121 , 0.014327 , 0.006349 , 0.010595 , 0.010314 , 0.01199 , 0.01708 , 0.011661 , 0.01164 , 0.011969 , 0.009894 , 0.010323 , 0.012286 , 0.00853 , 0.008719 , 0.010019 , 0.011418 , 0.008696 , 0.00679 , 0.015953 , 0.013597 , 0.012566 , 0.011998 , 0.011077 , 0.011027 , 0.014265 , 0.010337 , 0.014495 , 0.012602 , 0.010248 , 0.006926 , 0.013023 , 0.007854 , 0.009315 , 0.010854 , 0.018007 
 354 , 0.013747 , 0.010465 , 0.007502 , 0.012768 , 0.010581 , 0.008095 , 0.012483 , 0.012731 , 0.012428 , 0.011465 , 0.015353 , 0.047654 , 0.017424 , 0.018659 , 0.017358 , 0.048774 , 0.020607 , 0.016283 , 0.055774 , 0.044022 , 0.014484 , 0.006492 , 0.010546 , 0.010491 , 0.011756 , 0.017325 , 0.012037 , 0.011449 , 0.01202 , 0.010012 , 0.010754 , 0.012196 , 0.008545 , 0.00884 , 0.00998 , 0.011057 , 0.008683 , 0.007105 , 0.01643 , 0.014016 , 0.012323 , 0.012072 , 0.011426 , 0.011274 , 0.013923 , 0.01038 , 0.014542 , 0.012645 , 0.010435 , 0.007281 , 0.012663 , 0.008208 , 0.009435 , 0.011329 , 0.017284 
 355 , 0.014119 , 0.010394 , 0.007227 , 0.012921 , 0.010742 , 0.008041 , 0.012735 , 0.013042 , 0.012351 , 0.011206 , 0.015443 , 0.045775 , 0.016742 , 0.017908 , 0.017098 , 0.045715 , 0.020152 , 0.016521 , 0.052564 , 0.043079 , 0.014627 , 0.006621 , 0.010501 , 0.010652 , 0.011552 , 0.01755 , 0.01238 , 0.01128 , 0.012067 , 0.010119 , 0.011162 , 0.012113 , 0.008558 , 0.00895 , 0.009944 , 0.010737 , 0.008671 , 0.007404 , 0.016883 , 0.014409 , 0.012102 , 0.012139 , 0.011754 , 0.011502 , 0.013624 , 0.010418 , 0.014585 , 0.012682 , 0.01061 , 0.007608 , 0.01236 , 0.00854 , 0.009541 , 0.011791 , 0.016676 
 356 , 0.014309 , 0.010836 , 0.007893 , 0.012947 , 0.010833 , 0.008229 , 0.012795 , 0.013338 , 0.012452 , 0.011685 , 0.015639 , 0.046746 , 0.017019 , 0.018536 , 0.018067 , 0.042998 , 0.020804 , 0.016507 , 0.054289 , 0.040427 , 0.014854 , 0.006808 , 0.010756 , 0.010567 , 0.011541 , 0.017682 , 0.012517 , 0.011226 , 0.012222 , 0.010397 , 0.011495 , 0.012147 , 0.008713 , 0.00902 , 0.010282 , 0.011163 , 0.009108 , 0.007812 , 0.016585 , 0.014575 , 0.01279 , 0.012334 , 0.011774 , 0.01176 , 0.013956 , 0.010749 , 0.014882 , 0.01298 , 0.010737 , 0.007776 , 0.012809 , 0.008716 , 0.009584 , 0.012199 , 0.01577 
 357 , 0.014478 , 0.011294 , 0.008593 , 0.012961 , 0.010914 , 0.008418 , 0.012841 , 0.013614 , 0.012553 , 0.012189 , 0.015826 , 0.047811 , 0.017326 , 0.019203 , 0.019111 , 0.040743 , 0.021486 , 0.016481 , 0.056211 , 0.03825 , 0.015071 , 0.006988 , 0.011014 , 0.010488 , 0.011543 , 0.017799 , 0.012634 , 0.011182 , 0.012369 , 0.010669 , 0.011807 , 0.012184 , 0.008864 , 0.009082 , 0.010625 , 0.011607 , 0.009559 , 0.008215 , 0.016281 , 0.014717 , 0.01352 , 0.012523 , 0.011774 , 0.012003 , 0.014301 , 0.011077 , 0.015173 , 0.013272 , 0.010853 , 0.007925 , 0.013293 , 0.008871 , 0.009618 , 0.012581 , 0.015074 
 358 , 0.014634 , 0.011744 , 0.00928 , 0.01297 , 0.010987 , 0.008597 , 0.012882 , 0.013872 , 0.012647 , 0.012679 , 0.015999 , 0.048832 , 0.017619 , 0.019841 , 0.020166 , 0.038848 , 0.022143 , 0.016456 , 0.05809 , 0.036491 , 0.015275 , 0.007159 , 0.011258 , 0.010421 , 0.011547 , 0.017906 , 0.012742 , 0.011143 , 0.012506 , 0.010927 , 0.012101 , 0.012218 , 0.009005 , 0.009139 , 0.010953 , 0.012032 , 0.009999 , 0.008605 , 0.016005 , 0.014848 , 0.014244 , 0.0127 , 0.01177 , 0.012233 , 0.014627 , 0.011387 , 0.015447 , 0.013547 , 0.010959 , 0.008064 , 0.013774 , 0.009015 , 0.009647 , 0.012939 , 0.014537 
 359 , 0.014465 , 0.011983 , 0.009615 , 0.013033 , 0.010973 , 0.008656 , 0.012989 , 0.013912 , 0.012798 , 0.013167 , 0.016189 , 0.047889 , 0.017644 , 0.020218 , 0.020133 , 0.038514 , 0.022441 , 0.016626 , 0.056848 , 0.035419 , 0.015346 , 0.007319 , 0.011407 , 0.010497 , 0.011613 , 0.018046 , 0.012786 , 0.011355 , 0.012747 , 0.010972 , 0.012161 , 0.012304 , 0.009146 , 0.009248 , 0.011161 , 0.012219 , 0.010099 , 0.008734 , 0.01606 , 0.014997 , 0.014362 , 0.01309 , 0.011778 , 0.01242 , 0.014596 , 0.011495 , 0.01556 , 0.013715 , 0.011074 , 0.008226 , 0.013998 , 0.009029 , 0.009869 , 0.012763 , 0.014381 
 360 , 0.014095 , 0.012063 , 0.009689 , 0.013132 , 0.010904 , 0.008632 , 0.013138 , 0.013807 , 0.012987 , 0.013637 , 0.016386 , 0.045827 , 0.017492 , 0.020401 , 0.019391 , 0.039166 , 0.022478 , 0.016928 , 0.053819 , 0.034755 , 0.015327 , 0.007468 , 0.011485 , 0.010662 , 0.011718 , 0.018207 , 0.012787 , 0.011727 , 0.013054 , 0.010873 , 0.012062 , 0.012422 , 0.009282 , 0.009391 , 0.01128 , 0.012236 , 0.009963 , 0.008677 , 0.016333 , 0.015157 , 0.014057 , 0.013626 , 0.011795 , 0.012572 , 0.01433 , 0.011464 , 0.015563 , 0.013806 , 0.011195 , 0.008397 , 0.014028 , 0.008956 , 0.010225 , 0.012263 , 0.014443 
 361 , 0.013769 , 0.012137 , 0.00976 , 0.013223 , 0.010844 , 0.008611 , 0.013275 , 0.013712 , 0.013163 , 0.014079 , 0.016569 , 0.044104 , 0.01736 , 0.020573 , 0.018768 , 0.039778 , 0.022511 , 0.017212 , 0.051327 , 0.034163 , 0.01531 , 0.007606 , 0.011557 , 0.010815 , 0.011816 , 0.018357 , 0.012788 , 0.01207 , 0.013339 , 0.010784 , 0.011973 , 0.012535 , 0.009406 , 0.009523 , 0.01139 , 0.012251 , 0.009843 , 0.008625 , 0.016586 , 0.015305 , 0.013787 , 0.014137 , 0.011811 , 0.012713 , 0.014092 , 0.011436 , 0.015567 , 0.013889 , 0.011309 , 0.008554 , 0.014056 , 0.008889 , 0.010563 , 0.011835 , 0.014501 
 362 , 0.013657 , 0.012318 , 0.009814 , 0.013352 , 0.010908 , 0.008705 , 0.013507 , 0.013708 , 0.013429 , 0.014442 , 0.016786 , 0.04306 , 0.017411 , 0.020824 , 0.018468 , 0.040343 , 0.022629 , 0.017547 , 0.049155 , 0.033778 , 0.015462 , 0.007803 , 0.011736 , 0.011041 , 0.012023 , 0.018608 , 0.012868 , 0.012404 , 0.013641 , 0.01084 , 0.012023 , 0.012721 , 0.009603 , 0.00973 , 0.011543 , 0.012348 , 0.009829 , 0.008677 , 0.016931 , 0.015459 , 0.013686 , 0.014543 , 0.011962 , 0.012895 , 0.014024 , 0.011526 , 0.015685 , 0.014044 , 0.01146 , 0.008732 , 0.014204 , 0.008963 , 0.010901 , 0.01164 , 0.014672 
 363 , 0.014305 , 0.012952 , 0.009814 , 0.013665 , 0.011455 , 0.009264 , 0.014153 , 0.014034 , 0.0141 , 0.014578 , 0.017188 , 0.043855 , 0.018171 , 0.02143 , 0.01914 , 0.040839 , 0.02308 , 0.018151 , 0.047056 , 0.033998 , 0.016311 , 0.008267 , 0.012371 , 0.011606 , 0.012694 , 0.019284 , 0.013257 , 0.012792 , 0.014082 , 0.011458 , 0.012605 , 0.013214 , 0.010129 , 0.010273 , 0.01189 , 0.012781 , 0.010191 , 0.009124 , 0.017717 , 0.015663 , 0.014167 , 0.014609 , 0.012687 , 0.013287 , 0.014567 , 0.01209 , 0.016276 , 0.014506 , 0.011778 , 0.009042 , 0.014833 , 0.009588 , 0.011291 , 0.012192 , 0.015285 
 364 , 0.014941 , 0.013566 , 0.009813 , 0.013958 , 0.011982 , 0.009805 , 0.014776 , 0.01434 , 0.014755 , 0.014702 , 0.017566 , 0.044596 , 0.018904 , 0.022003 , 0.019772 , 0.041299 , 0.023501 , 0.01873 , 0.045391 , 0.034212 , 0.01714 , 0.008714 , 0.012983 , 0.012154 , 0.013339 , 0.019923 , 0.013621 , 0.013158 , 0.014501 , 0.012059 , 0.013163 , 0.013679 , 0.010638 , 0.010803 , 0.012217 , 0.013192 , 0.010532 , 0.009551 , 0.018477 , 0.015853 , 0.014625 , 0.014668 , 0.013403 , 0.013659 , 0.015087 , 0.012633 , 0.016839 , 0.014943 , 0.012078 , 0.009337 , 0.01543 , 0.010203 , 0.011661 , 0.012722 , 0.015855 
 365 , 0.015565 , 0.014158 , 0.009811 , 0.014234 , 0.012488 , 0.01033 , 0.015374 , 0.014627 , 0.015396 , 0.014815 , 0.017922 , 0.045289 , 0.019612 , 0.022544 , 0.020366 , 0.041726 , 0.023895 , 0.019285 , 0.04404 , 0.034419 , 0.017951 , 0.009143 , 0.013572 , 0.012684 , 0.01396 , 0.020528 , 0.013962 , 0.013502 , 0.014899 , 0.012643 , 0.013698 , 0.014119 , 0.011131 , 0.011319 , 0.012526 , 0.013582 , 0.010855 , 0.009959 , 0.01921 , 0.016029 , 0.01506 , 0.014721 , 0.014109 , 0.014012 , 0.015585 , 0.013156 , 0.017376 , 0.015356 , 0.012362 , 0.009618 , 0.015996 , 0.010806 , 0.012014 , 0.01323 , 0.016388 
 366 , 0.015649 , 0.01392 , 0.009886 , 0.014097 , 0.01264 , 0.010356 , 0.015395 , 0.014626 , 0.015354 , 0.014921 , 0.017984 , 0.04476 , 0.019757 , 0.02278 , 0.020076 , 0.041239 , 0.024086 , 0.019171 , 0.044078 , 0.033646 , 0.018109 , 0.009195 , 0.013794 , 0.012776 , 0.013822 , 0.020524 , 0.014199 , 0.013263 , 0.014947 , 0.012529 , 0.013632 , 0.014439 , 0.011228 , 0.011271 , 0.012567 , 0.01356 , 0.010859 , 0.009973 , 0.019092 , 0.016227 , 0.015139 , 0.014856 , 0.013893 , 0.013855 , 0.015483 , 0.013121 , 0.017528 , 0.015227 , 0.012433 , 0.009654 , 0.015687 , 0.010748 , 0.012087 , 0.01323 , 0.015688 
 367 , 0.015617 , 0.013516 , 0.009976 , 0.013887 , 0.01271 , 0.010275 , 0.015297 , 0.014564 , 0.01518 , 0.015023 , 0.017982 , 0.04404 , 0.019777 , 0.022942 , 0.019618 , 0.040601 , 0.024228 , 0.018927 , 0.044399 , 0.032738 , 0.018121 , 0.009166 , 0.013931 , 0.012771 , 0.013535 , 0.020405 , 0.014412 , 0.012933 , 0.014922 , 0.012277 , 0.013447 , 0.014731 , 0.011237 , 0.011108 , 0.012552 , 0.013454 , 0.010795 , 0.009903 , 0.018805 , 0.016425 , 0.015138 , 0.015004 , 0.013502 , 0.01361 , 0.015262 , 0.012969 , 0.017592 , 0.014998 , 0.012458 , 0.009641 , 0.015238 , 0.010559 , 0.012099 , 0.013126 , 0.014857 
 368 , 0.015594 , 0.013132 , 0.010065 , 0.013697 , 0.012777 , 0.010198 , 0.015209 , 0.014501 , 0.015033 , 0.015123 , 0.01798 , 0.043407 , 0.019798 , 0.023098 , 0.019189 , 0.040017 , 0.024361 , 0.018708 , 0.044704 , 0.03191 , 0.018131 , 0.009139 , 0.014062 , 0.012768 , 0.013268 , 0.020308 , 0.014617 , 0.012638 , 0.014903 , 0.012043 , 0.013278 , 0.015017 , 0.01125 , 0.010958 , 0.01254 , 0.013356 , 0.010733 , 0.009835 , 0.01854 , 0.016618 , 0.015136 , 0.015146 , 0.013147 , 0.013393 , 0.015058 , 0.012826 , 0.017657 , 0.014789 , 0.012485 , 0.009633 , 0.014841 , 0.010386 , 0.01211 , 0.013034 , 0.014153 
 369 , 0.015481 , 0.012757 , 0.010027 , 0.013525 , 0.012726 , 0.010104 , 0.01505 , 0.014378 , 0.014762 , 0.015094 , 0.017842 , 0.042789 , 0.019455 , 0.022652 , 0.0187 , 0.039168 , 0.024158 , 0.018427 , 0.044018 , 0.031154 , 0.017921 , 0.009014 , 0.013984 , 0.012588 , 0.012907 , 0.020018 , 0.014424 , 0.012252 , 0.014778 , 0.01191 , 0.013006 , 0.01493 , 0.011196 , 0.010804 , 0.012445 , 0.01317 , 0.010623 , 0.009737 , 0.018321 , 0.016592 , 0.014875 , 0.015072 , 0.012933 , 0.013283 , 0.014705 , 0.012721 , 0.017568 , 0.014695 , 0.012425 , 0.00949 , 0.014622 , 0.010129 , 0.011993 , 0.012737 , 0.013598 
