JUL27MAT00065.spu,JUL27MAT00064.spu,JUL27MAT00063.spu,JUL27MAT00062.spu,JUL27MAT00061.spu,
Wavelength,JUL27MAT00066.spu,JUL27MAT00067.spu,JUL27MAT00068.spu,JUL27MAT00069.spu,JUL27MAT00070.spu,JUL27MAT00071.spu,JUL27MAT00072.spu,JUL27MAT00073.spu,JUL27MAT00074.spu,JUL27MAT00075.spu,JUL27MAT00076.spu,JUL27MAT00077.spu,JUL27MAT00078.spu,JUL27MAT00079.spu,JUL27MAT00080.spu,JUL27MAT00081.spu,JUL27MAT00082.spu,JUL27MAT00083.spu,JUL27MAT00084.spu,JUL27MAT00085.spu,JUL27MAT00086.spu,JUL27MAT00087.spu,JUL27MAT00088.spu,JUL27MAT00089.spu,JUL27MAT00090.spu
  (nm),7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 
  time  ,19:45 PM,19:51 PM,19:56 PM,20:01 PM,20:07 PM,21:18 PM,21:27 PM,21:34 PM,21:40 PM,21:48 PM,22:20 PM,22:26 PM,22:30 PM,22:37 PM,22:42 PM,22:50 PM,22:56 PM,23:02 PM,23:09 PM,23:17 PM,23:31 PM,23:35 PM,23:41 PM,23:48 PM,23:57 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 732 , 0.363707 , 0.336034 , 0.372121 , 0.342583 , 0.429462 , 0.293477 , 0.296695 , 0.254245 , 0.171261 , 0.399647 , 0.323483 , 0.315756 , 0.235973 , 0.316038 , 0.316877 , 0.274174 , 0.32213 , 0.375554 , 0.387677 , 0.395528 , 0.287536 , 0.263358 , 0.282458 , 0.317914 , 0.361435 
 733 , 0.368357 , 0.340785 , 0.377111 , 0.34644 , 0.436387 , 0.297233 , 0.300671 , 0.257227 , 0.172963 , 0.406484 , 0.328356 , 0.321159 , 0.239955 , 0.320623 , 0.321792 , 0.277371 , 0.326149 , 0.380475 , 0.393796 , 0.400495 , 0.289749 , 0.266195 , 0.285555 , 0.321831 , 0.366229 
 734 , 0.372711 , 0.345257 , 0.38173 , 0.350027 , 0.442906 , 0.300733 , 0.304382 , 0.260016 , 0.174527 , 0.412889 , 0.332888 , 0.326212 , 0.243681 , 0.324893 , 0.326387 , 0.280329 , 0.329906 , 0.385062 , 0.399519 , 0.40516 , 0.291838 , 0.268888 , 0.288494 , 0.32551 , 0.370702 
 735 , 0.376549 , 0.349278 , 0.385798 , 0.353174 , 0.44883 , 0.303849 , 0.307734 , 0.262509 , 0.17587 , 0.418638 , 0.336938 , 0.330746 , 0.247027 , 0.328631 , 0.330479 , 0.282873 , 0.333269 , 0.389133 , 0.404614 , 0.409298 , 0.293749 , 0.271395 , 0.291203 , 0.328795 , 0.374667 
 736 , 0.380271 , 0.353193 , 0.389782 , 0.356247 , 0.454625 , 0.306911 , 0.311027 , 0.264955 , 0.177178 , 0.424276 , 0.340922 , 0.335204 , 0.250317 , 0.332286 , 0.334489 , 0.285345 , 0.336567 , 0.393132 , 0.409598 , 0.413329 , 0.295611 , 0.273853 , 0.293862 , 0.332002 , 0.378539 
 737 , 0.383914 , 0.357014 , 0.393682 , 0.359254 , 0.460292 , 0.309907 , 0.314251 , 0.267343 , 0.178456 , 0.429793 , 0.344812 , 0.339564 , 0.253532 , 0.335863 , 0.338416 , 0.287766 , 0.339792 , 0.397048 , 0.414481 , 0.417278 , 0.297444 , 0.276264 , 0.296466 , 0.335135 , 0.382339 
 738 , 0.387037 , 0.360232 , 0.396971 , 0.361842 , 0.465254 , 0.312548 , 0.317001 , 0.269455 , 0.179608 , 0.434681 , 0.348054 , 0.343321 , 0.256249 , 0.339051 , 0.341825 , 0.290031 , 0.342539 , 0.400505 , 0.418763 , 0.420842 , 0.299086 , 0.27831 , 0.298749 , 0.337829 , 0.385644 
 739 , 0.390169 , 0.363463 , 0.400184 , 0.36439 , 0.47008 , 0.315165 , 0.319655 , 0.271552 , 0.180716 , 0.439502 , 0.351194 , 0.346967 , 0.258877 , 0.34218 , 0.345137 , 0.292275 , 0.345269 , 0.403913 , 0.423035 , 0.424373 , 0.300672 , 0.280275 , 0.300946 , 0.34047 , 0.388876 
 740 , 0.393262 , 0.366657 , 0.40337 , 0.366921 , 0.474854 , 0.317756 , 0.322282 , 0.273628 , 0.181819 , 0.444278 , 0.354314 , 0.350584 , 0.26148 , 0.345283 , 0.348412 , 0.294497 , 0.347971 , 0.40729 , 0.427265 , 0.427878 , 0.30225 , 0.282223 , 0.303127 , 0.343095 , 0.392082 
 741 , 0.395873 , 0.369544 , 0.406215 , 0.369118 , 0.479034 , 0.319987 , 0.324591 , 0.275483 , 0.182832 , 0.448446 , 0.357096 , 0.35374 , 0.263789 , 0.347985 , 0.3513 , 0.29638 , 0.350385 , 0.410324 , 0.431031 , 0.430927 , 0.303648 , 0.283943 , 0.305024 , 0.34543 , 0.394924 
 742 , 0.398212 , 0.372205 , 0.408887 , 0.37107 , 0.483092 , 0.321938 , 0.326676 , 0.277124 , 0.183765 , 0.45222 , 0.35968 , 0.356666 , 0.265993 , 0.350464 , 0.353991 , 0.298018 , 0.352579 , 0.413106 , 0.434375 , 0.433672 , 0.304946 , 0.285499 , 0.306767 , 0.347524 , 0.397561 
 743 , 0.400543 , 0.374866 , 0.411557 , 0.373018 , 0.48714 , 0.323886 , 0.328753 , 0.278767 , 0.184694 , 0.455984 , 0.362258 , 0.359579 , 0.268191 , 0.352941 , 0.356676 , 0.299658 , 0.354771 , 0.415887 , 0.437708 , 0.436415 , 0.306239 , 0.28705 , 0.308502 , 0.349616 , 0.400197 
 744 , 0.402794 , 0.377328 , 0.414064 , 0.374855 , 0.490891 , 0.325764 , 0.330757 , 0.280334 , 0.185571 , 0.459506 , 0.364679 , 0.362292 , 0.270205 , 0.355256 , 0.359148 , 0.301213 , 0.356854 , 0.418478 , 0.440833 , 0.439044 , 0.307486 , 0.288535 , 0.310156 , 0.351578 , 0.402672 
 745 , 0.404946 , 0.379497 , 0.416285 , 0.376528 , 0.494103 , 0.3275 , 0.332653 , 0.281766 , 0.186353 , 0.462566 , 0.366821 , 0.364626 , 0.271821 , 0.357248 , 0.361256 , 0.302644 , 0.358712 , 0.420712 , 0.443634 , 0.441461 , 0.308598 , 0.289916 , 0.311636 , 0.353333 , 0.404847 
 746 , 0.407123 , 0.381697 , 0.418509 , 0.378212 , 0.497306 , 0.329245 , 0.334569 , 0.283187 , 0.187133 , 0.465614 , 0.368966 , 0.366959 , 0.273424 , 0.359238 , 0.363369 , 0.304081 , 0.360565 , 0.422948 , 0.44646 , 0.443877 , 0.309684 , 0.291292 , 0.313111 , 0.355096 , 0.407018 
 747 , 0.409289 , 0.383883 , 0.420721 , 0.379895 , 0.500503 , 0.330983 , 0.336469 , 0.284601 , 0.187913 , 0.468648 , 0.371098 , 0.369279 , 0.275016 , 0.361222 , 0.365478 , 0.305512 , 0.362411 , 0.425169 , 0.449276 , 0.446279 , 0.310777 , 0.292657 , 0.314566 , 0.356844 , 0.409172 
 748 , 0.411097 , 0.385569 , 0.422611 , 0.381326 , 0.503062 , 0.332366 , 0.337929 , 0.285682 , 0.18863 , 0.471084 , 0.372753 , 0.371168 , 0.276299 , 0.36294 , 0.367219 , 0.306562 , 0.364003 , 0.426842 , 0.451484 , 0.448086 , 0.31175 , 0.293622 , 0.315465 , 0.358187 , 0.410774 
 749 , 0.41294 , 0.387268 , 0.424573 , 0.382845 , 0.505635 , 0.333724 , 0.339394 , 0.286785 , 0.189338 , 0.473547 , 0.37437 , 0.373017 , 0.277581 , 0.364666 , 0.368924 , 0.307594 , 0.365583 , 0.428467 , 0.453662 , 0.449845 , 0.312693 , 0.294578 , 0.316333 , 0.359537 , 0.412352 
 750 , 0.41483 , 0.389006 , 0.426577 , 0.384396 , 0.508269 , 0.335119 , 0.340895 , 0.28791 , 0.190061 , 0.476067 , 0.376026 , 0.374912 , 0.278885 , 0.36643 , 0.370668 , 0.308641 , 0.367196 , 0.430132 , 0.455885 , 0.451646 , 0.313657 , 0.295561 , 0.317223 , 0.360913 , 0.413963 
 751 , 0.416312 , 0.390417 , 0.428081 , 0.385583 , 0.510421 , 0.33618 , 0.342232 , 0.288932 , 0.190688 , 0.478074 , 0.377323 , 0.376363 , 0.279939 , 0.367924 , 0.37206 , 0.309545 , 0.368425 , 0.431405 , 0.45758 , 0.453116 , 0.314409 , 0.296332 , 0.317871 , 0.362063 , 0.415315 
 752 , 0.417632 , 0.39176 , 0.429378 , 0.386583 , 0.512439 , 0.337111 , 0.343411 , 0.289857 , 0.191259 , 0.479824 , 0.378447 , 0.377646 , 0.280842 , 0.369224 , 0.373259 , 0.310295 , 0.369421 , 0.432528 , 0.45901 , 0.454431 , 0.315029 , 0.296982 , 0.318406 , 0.363019 , 0.416532 
 753 , 0.419023 , 0.393172 , 0.430747 , 0.387638 , 0.51457 , 0.338086 , 0.344661 , 0.290828 , 0.191867 , 0.481671 , 0.379632 , 0.37901 , 0.281792 , 0.37059 , 0.37453 , 0.311086 , 0.37047 , 0.433717 , 0.460521 , 0.455814 , 0.315685 , 0.297672 , 0.318972 , 0.364027 , 0.417819 
 754 , 0.419952 , 0.394324 , 0.431727 , 0.38856 , 0.516525 , 0.338959 , 0.345804 , 0.29186 , 0.192543 , 0.483285 , 0.380706 , 0.380078 , 0.282719 , 0.371831 , 0.375667 , 0.311948 , 0.371366 , 0.434814 , 0.46194 , 0.457125 , 0.316261 , 0.29827 , 0.319572 , 0.364986 , 0.418937 
 755 , 0.420081 , 0.394939 , 0.431976 , 0.389237 , 0.518081 , 0.339532 , 0.34662 , 0.292874 , 0.193256 , 0.484305 , 0.381455 , 0.380494 , 0.283534 , 0.372742 , 0.37649 , 0.312893 , 0.371945 , 0.435627 , 0.463142 , 0.458201 , 0.316629 , 0.298612 , 0.320091 , 0.365793 , 0.419637 
 756 , 0.420214 , 0.395587 , 0.432219 , 0.389984 , 0.519755 , 0.340116 , 0.347457 , 0.293936 , 0.19401 , 0.485349 , 0.382235 , 0.380893 , 0.284406 , 0.373693 , 0.377357 , 0.31391 , 0.372571 , 0.436462 , 0.464448 , 0.459333 , 0.317002 , 0.298942 , 0.320617 , 0.366657 , 0.42036 
 757 , 0.420321 , 0.396309 , 0.432458 , 0.390802 , 0.521595 , 0.340739 , 0.348365 , 0.295115 , 0.194836 , 0.486459 , 0.383085 , 0.381309 , 0.285365 , 0.374727 , 0.378287 , 0.315024 , 0.373238 , 0.437373 , 0.465891 , 0.460561 , 0.317405 , 0.299297 , 0.321197 , 0.367609 , 0.421145 
 758 , 0.419957 , 0.397117 , 0.432438 , 0.391648 , 0.523364 , 0.341154 , 0.349169 , 0.296372 , 0.195651 , 0.487186 , 0.383937 , 0.381537 , 0.286358 , 0.375692 , 0.378949 , 0.316101 , 0.373662 , 0.438132 , 0.467383 , 0.461598 , 0.317724 , 0.299519 , 0.32191 , 0.368485 , 0.421823 
 759 , 0.419556 , 0.398049 , 0.43248 , 0.392538 , 0.52529 , 0.341634 , 0.350126 , 0.297814 , 0.196543 , 0.48806 , 0.384875 , 0.381857 , 0.287475 , 0.376822 , 0.379656 , 0.317273 , 0.374078 , 0.438955 , 0.46896 , 0.462809 , 0.318102 , 0.299777 , 0.322736 , 0.369433 , 0.422617 
 760 , 0.419112 , 0.399069 , 0.432523 , 0.39352 , 0.527404 , 0.342164 , 0.351176 , 0.299398 , 0.197525 , 0.489019 , 0.385909 , 0.382208 , 0.288692 , 0.378053 , 0.380427 , 0.31856 , 0.374542 , 0.439859 , 0.470695 , 0.464136 , 0.318524 , 0.300059 , 0.323645 , 0.370467 , 0.423481 
 761 , 0.419942 , 0.400277 , 0.43345 , 0.394373 , 0.52901 , 0.342756 , 0.35199 , 0.300283 , 0.198043 , 0.489957 , 0.386579 , 0.38281 , 0.289235 , 0.378898 , 0.381109 , 0.319172 , 0.375247 , 0.440621 , 0.471803 , 0.465355 , 0.319048 , 0.300591 , 0.324258 , 0.371205 , 0.424305 
 762 , 0.421324 , 0.401625 , 0.434752 , 0.395301 , 0.530703 , 0.343714 , 0.353111 , 0.301143 , 0.198672 , 0.491383 , 0.387613 , 0.383862 , 0.289882 , 0.379944 , 0.38223 , 0.319931 , 0.376508 , 0.441809 , 0.473149 , 0.466831 , 0.319871 , 0.301542 , 0.325028 , 0.372196 , 0.425486 
 763 , 0.422706 , 0.402969 , 0.436053 , 0.396232 , 0.532388 , 0.344679 , 0.354227 , 0.30201 , 0.199298 , 0.492812 , 0.388652 , 0.384913 , 0.290535 , 0.380988 , 0.383351 , 0.320694 , 0.377763 , 0.442999 , 0.474493 , 0.468306 , 0.320694 , 0.302494 , 0.325809 , 0.373192 , 0.426672 
 764 , 0.424532 , 0.404212 , 0.437661 , 0.397162 , 0.533807 , 0.345529 , 0.355023 , 0.302342 , 0.199638 , 0.494136 , 0.389455 , 0.386063 , 0.2909 , 0.381884 , 0.384424 , 0.321082 , 0.378954 , 0.444036 , 0.475438 , 0.469364 , 0.321491 , 0.30333 , 0.326256 , 0.373893 , 0.427711 
 765 , 0.426992 , 0.405382 , 0.439754 , 0.398263 , 0.534969 , 0.346387 , 0.355648 , 0.30226 , 0.19972 , 0.495643 , 0.390214 , 0.387602 , 0.291092 , 0.382871 , 0.385654 , 0.321234 , 0.380259 , 0.445067 , 0.476238 , 0.470214 , 0.322482 , 0.304189 , 0.326541 , 0.374481 , 0.428793 
 766 , 0.429356 , 0.406529 , 0.44177 , 0.399374 , 0.536119 , 0.347267 , 0.356323 , 0.302274 , 0.199849 , 0.497194 , 0.391033 , 0.389156 , 0.291347 , 0.38392 , 0.386913 , 0.321459 , 0.381582 , 0.446138 , 0.47713 , 0.471156 , 0.323502 , 0.305066 , 0.326914 , 0.375142 , 0.429905 
 767 , 0.431503 , 0.407594 , 0.443611 , 0.400397 , 0.537184 , 0.34806 , 0.35694 , 0.302281 , 0.199988 , 0.498608 , 0.391778 , 0.390569 , 0.291588 , 0.384876 , 0.388058 , 0.321681 , 0.382791 , 0.447124 , 0.477952 , 0.472022 , 0.324448 , 0.305894 , 0.327297 , 0.375754 , 0.430934 
 768 , 0.433044 , 0.408516 , 0.444921 , 0.401235 , 0.538109 , 0.348619 , 0.357353 , 0.302331 , 0.200242 , 0.499668 , 0.392358 , 0.391573 , 0.291871 , 0.385589 , 0.38887 , 0.321942 , 0.383708 , 0.448023 , 0.47857 , 0.472717 , 0.32527 , 0.306755 , 0.327949 , 0.376278 , 0.431835 
 769 , 0.434495 , 0.409333 , 0.44616 , 0.402 , 0.538998 , 0.349206 , 0.357739 , 0.302427 , 0.20049 , 0.500745 , 0.392949 , 0.392519 , 0.292188 , 0.386236 , 0.389625 , 0.322159 , 0.384553 , 0.448905 , 0.479139 , 0.473321 , 0.326061 , 0.307582 , 0.328549 , 0.376737 , 0.432687 
 770 , 0.435874 , 0.410108 , 0.44733 , 0.40273 , 0.539833 , 0.349757 , 0.358105 , 0.30252 , 0.200731 , 0.501756 , 0.393503 , 0.393419 , 0.292492 , 0.386848 , 0.39034 , 0.322371 , 0.385353 , 0.44974 , 0.479673 , 0.473897 , 0.326808 , 0.308367 , 0.32911 , 0.377173 , 0.4335 
 771 , 0.436744 , 0.410691 , 0.448061 , 0.403396 , 0.54067 , 0.350357 , 0.358549 , 0.302892 , 0.201092 , 0.502688 , 0.394029 , 0.39412 , 0.292871 , 0.38751 , 0.391109 , 0.322886 , 0.385995 , 0.4506 , 0.480415 , 0.474599 , 0.327533 , 0.309133 , 0.329812 , 0.3777 , 0.434247 
 772 , 0.437404 , 0.411362 , 0.448651 , 0.403971 , 0.54145 , 0.350909 , 0.358901 , 0.303168 , 0.201417 , 0.503431 , 0.394418 , 0.394673 , 0.293153 , 0.388089 , 0.391782 , 0.323398 , 0.386528 , 0.451354 , 0.481137 , 0.475319 , 0.328171 , 0.309824 , 0.330473 , 0.378202 , 0.434865 
 773 , 0.438053 , 0.412018 , 0.449223 , 0.40453 , 0.542218 , 0.351443 , 0.359253 , 0.303439 , 0.201732 , 0.504155 , 0.394803 , 0.395211 , 0.293425 , 0.388655 , 0.392447 , 0.323898 , 0.387047 , 0.45209 , 0.481845 , 0.476025 , 0.328798 , 0.3105 , 0.331124 , 0.37869 , 0.435472 
 774 , 0.438595 , 0.41268 , 0.449734 , 0.405072 , 0.543039 , 0.35193 , 0.359649 , 0.303786 , 0.202107 , 0.504881 , 0.395299 , 0.395753 , 0.293774 , 0.389236 , 0.39308 , 0.324416 , 0.387581 , 0.452775 , 0.482571 , 0.476747 , 0.329381 , 0.311112 , 0.331736 , 0.379212 , 0.436106 
 775 , 0.43891 , 0.413142 , 0.450144 , 0.405523 , 0.543843 , 0.352213 , 0.359998 , 0.304169 , 0.202488 , 0.505406 , 0.395811 , 0.396187 , 0.294099 , 0.389739 , 0.393582 , 0.324881 , 0.387996 , 0.453328 , 0.483118 , 0.477316 , 0.329795 , 0.311492 , 0.332216 , 0.379675 , 0.436693 
 776 , 0.439184 , 0.413524 , 0.450536 , 0.405942 , 0.544616 , 0.352439 , 0.360305 , 0.304526 , 0.202857 , 0.505852 , 0.396274 , 0.39657 , 0.294389 , 0.390197 , 0.394053 , 0.32533 , 0.388358 , 0.453837 , 0.483599 , 0.477824 , 0.330161 , 0.311818 , 0.332672 , 0.380104 , 0.43724 
 777 , 0.439496 , 0.413924 , 0.450958 , 0.406359 , 0.545388 , 0.352699 , 0.360654 , 0.304927 , 0.203229 , 0.506325 , 0.396728 , 0.396963 , 0.294671 , 0.390654 , 0.39452 , 0.325773 , 0.388755 , 0.454366 , 0.484088 , 0.478354 , 0.33053 , 0.312171 , 0.333115 , 0.38054 , 0.437789 
 778 , 0.440093 , 0.414483 , 0.451536 , 0.406794 , 0.546161 , 0.353207 , 0.361219 , 0.305556 , 0.203633 , 0.506951 , 0.397128 , 0.397352 , 0.294964 , 0.391155 , 0.39499 , 0.326192 , 0.389321 , 0.454974 , 0.484624 , 0.479017 , 0.330985 , 0.312679 , 0.333521 , 0.381048 , 0.438328 
 779 , 0.440791 , 0.415135 , 0.452094 , 0.40728 , 0.546974 , 0.353759 , 0.361776 , 0.30617 , 0.204045 , 0.507644 , 0.39749 , 0.397708 , 0.295284 , 0.391676 , 0.395486 , 0.326585 , 0.389909 , 0.455561 , 0.485193 , 0.479679 , 0.331464 , 0.313228 , 0.333923 , 0.381556 , 0.438861 
 780 , 0.44149 , 0.415794 , 0.452653 , 0.407773 , 0.547802 , 0.354324 , 0.362333 , 0.306796 , 0.20446 , 0.508345 , 0.397857 , 0.398075 , 0.295609 , 0.392205 , 0.395981 , 0.326983 , 0.390497 , 0.456155 , 0.485771 , 0.480349 , 0.331944 , 0.313782 , 0.334324 , 0.382071 , 0.439396 
 781 , 0.442145 , 0.416413 , 0.453309 , 0.408466 , 0.548639 , 0.354862 , 0.362835 , 0.307316 , 0.204971 , 0.509002 , 0.398285 , 0.398535 , 0.295959 , 0.392941 , 0.396545 , 0.327447 , 0.391088 , 0.456688 , 0.486393 , 0.481062 , 0.332554 , 0.314075 , 0.334625 , 0.382553 , 0.439911 
 782 , 0.442766 , 0.416993 , 0.454073 , 0.409174 , 0.549392 , 0.355316 , 0.363379 , 0.307775 , 0.205457 , 0.509514 , 0.398738 , 0.399019 , 0.296213 , 0.393686 , 0.397022 , 0.327921 , 0.391676 , 0.457153 , 0.486927 , 0.481774 , 0.333155 , 0.314261 , 0.334814 , 0.382993 , 0.440362 
 783 , 0.443406 , 0.417584 , 0.454848 , 0.409899 , 0.550165 , 0.355781 , 0.363929 , 0.308251 , 0.205952 , 0.510031 , 0.399202 , 0.399515 , 0.29647 , 0.394442 , 0.397511 , 0.328399 , 0.392275 , 0.457635 , 0.487472 , 0.482499 , 0.333766 , 0.314451 , 0.335006 , 0.383444 , 0.440826 
 784 , 0.444044 , 0.418191 , 0.4555 , 0.410537 , 0.550976 , 0.356228 , 0.364484 , 0.308744 , 0.206454 , 0.510518 , 0.399659 , 0.399954 , 0.296749 , 0.395167 , 0.397972 , 0.32885 , 0.392834 , 0.458091 , 0.487959 , 0.483216 , 0.334315 , 0.314704 , 0.335205 , 0.3839 , 0.441321 
 785 , 0.444641 , 0.41878 , 0.455835 , 0.411089 , 0.5518 , 0.356606 , 0.364987 , 0.309267 , 0.206942 , 0.510941 , 0.400014 , 0.400228 , 0.297011 , 0.395745 , 0.398351 , 0.329194 , 0.393253 , 0.458435 , 0.48837 , 0.483856 , 0.334707 , 0.315011 , 0.335447 , 0.384274 , 0.441797 
 786 , 0.445239 , 0.419375 , 0.456127 , 0.411658 , 0.552649 , 0.35698 , 0.365482 , 0.309792 , 0.207436 , 0.511358 , 0.400349 , 0.400481 , 0.297272 , 0.396299 , 0.398729 , 0.329521 , 0.39365 , 0.458758 , 0.488791 , 0.484496 , 0.335078 , 0.315324 , 0.335706 , 0.384639 , 0.442262 
 787 , 0.44585 , 0.41994 , 0.456431 , 0.412223 , 0.553494 , 0.357371 , 0.365993 , 0.310324 , 0.207917 , 0.511811 , 0.400675 , 0.400719 , 0.297533 , 0.396857 , 0.399149 , 0.329854 , 0.394062 , 0.459094 , 0.489236 , 0.485148 , 0.335461 , 0.315649 , 0.33597 , 0.384995 , 0.442716 
 788 , 0.446476 , 0.420354 , 0.456852 , 0.412754 , 0.554301 , 0.35782 , 0.366519 , 0.310807 , 0.208314 , 0.512401 , 0.400977 , 0.400964 , 0.297818 , 0.397397 , 0.399714 , 0.330272 , 0.394539 , 0.459566 , 0.489802 , 0.485795 , 0.335969 , 0.316002 , 0.336239 , 0.385381 , 0.443153 
 789 , 0.447148 , 0.420795 , 0.457405 , 0.413284 , 0.55515 , 0.358322 , 0.367064 , 0.311316 , 0.208738 , 0.51304 , 0.401374 , 0.40128 , 0.298187 , 0.397993 , 0.400331 , 0.330762 , 0.395089 , 0.460208 , 0.490446 , 0.48648 , 0.336601 , 0.316369 , 0.336494 , 0.385875 , 0.443666 
 790 , 0.447834 , 0.421244 , 0.457972 , 0.413829 , 0.556021 , 0.35883 , 0.367622 , 0.311837 , 0.209172 , 0.513695 , 0.401779 , 0.401609 , 0.29856 , 0.398603 , 0.400974 , 0.331258 , 0.395653 , 0.460866 , 0.49111 , 0.487186 , 0.337258 , 0.316742 , 0.336755 , 0.386383 , 0.444193 
 791 , 0.448415 , 0.421768 , 0.45863 , 0.414326 , 0.556862 , 0.359216 , 0.368054 , 0.312278 , 0.20957 , 0.514217 , 0.402212 , 0.401974 , 0.298857 , 0.399164 , 0.401477 , 0.331652 , 0.396134 , 0.461553 , 0.491713 , 0.487835 , 0.337837 , 0.316999 , 0.336982 , 0.386874 , 0.444681 
 792 , 0.44892 , 0.422271 , 0.459275 , 0.414867 , 0.557836 , 0.359632 , 0.368515 , 0.312739 , 0.209962 , 0.514812 , 0.402631 , 0.402392 , 0.299156 , 0.399775 , 0.40192 , 0.332052 , 0.396654 , 0.462138 , 0.492341 , 0.488598 , 0.338375 , 0.317274 , 0.337292 , 0.387375 , 0.445164 
 793 , 0.449441 , 0.422783 , 0.459937 , 0.415429 , 0.55883 , 0.360062 , 0.368983 , 0.313206 , 0.210365 , 0.515418 , 0.403064 , 0.402818 , 0.299455 , 0.400401 , 0.402378 , 0.332459 , 0.397183 , 0.462738 , 0.492979 , 0.489384 , 0.338926 , 0.317563 , 0.33761 , 0.387884 , 0.445657 
 794 , 0.450021 , 0.423324 , 0.460551 , 0.415988 , 0.559722 , 0.360529 , 0.369504 , 0.313712 , 0.210743 , 0.515977 , 0.403449 , 0.403184 , 0.29968 , 0.400904 , 0.402718 , 0.332825 , 0.397743 , 0.463215 , 0.493526 , 0.490175 , 0.339413 , 0.3179 , 0.337927 , 0.388353 , 0.446116 
 795 , 0.450718 , 0.423924 , 0.461139 , 0.416504 , 0.560439 , 0.361063 , 0.370097 , 0.314253 , 0.21112 , 0.516466 , 0.403832 , 0.403466 , 0.299804 , 0.401367 , 0.403101 , 0.333185 , 0.398291 , 0.463705 , 0.493978 , 0.490952 , 0.339824 , 0.31825 , 0.33821 , 0.388771 , 0.446569 
 796 , 0.451443 , 0.424555 , 0.46174 , 0.417011 , 0.561155 , 0.361612 , 0.370703 , 0.314818 , 0.211507 , 0.51695 , 0.404233 , 0.403753 , 0.299931 , 0.401859 , 0.403526 , 0.333568 , 0.398847 , 0.464234 , 0.494437 , 0.491735 , 0.340235 , 0.318612 , 0.338493 , 0.389182 , 0.447043 
 797 , 0.452176 , 0.425154 , 0.462368 , 0.417549 , 0.56187 , 0.362171 , 0.371281 , 0.315354 , 0.211901 , 0.517448 , 0.404632 , 0.404076 , 0.300085 , 0.402394 , 0.403987 , 0.333942 , 0.399422 , 0.464796 , 0.494928 , 0.492462 , 0.34065 , 0.318958 , 0.338778 , 0.389585 , 0.447523 
 798 , 0.452891 , 0.425678 , 0.463049 , 0.418206 , 0.562589 , 0.362672 , 0.371741 , 0.315771 , 0.212323 , 0.517968 , 0.405008 , 0.404546 , 0.300363 , 0.403051 , 0.404482 , 0.334263 , 0.40003 , 0.465316 , 0.495562 , 0.492959 , 0.34109 , 0.319311 , 0.339057 , 0.389936 , 0.448015 
 799 , 0.453633 , 0.426285 , 0.463722 , 0.418956 , 0.563362 , 0.363136 , 0.372267 , 0.316174 , 0.212765 , 0.518501 , 0.405402 , 0.405053 , 0.300666 , 0.403727 , 0.404939 , 0.334588 , 0.400675 , 0.465765 , 0.496267 , 0.493443 , 0.341581 , 0.319747 , 0.339379 , 0.390288 , 0.448512 
 800 , 0.454396 , 0.42691 , 0.464416 , 0.419719 , 0.564148 , 0.363609 , 0.372809 , 0.316585 , 0.213223 , 0.519051 , 0.405808 , 0.405572 , 0.30097 , 0.404422 , 0.405413 , 0.334916 , 0.401338 , 0.466228 , 0.496988 , 0.493943 , 0.342081 , 0.320184 , 0.33971 , 0.390656 , 0.449017 
 801 , 0.455017 , 0.427611 , 0.464941 , 0.420277 , 0.564946 , 0.364011 , 0.373221 , 0.316885 , 0.213627 , 0.519516 , 0.406124 , 0.405965 , 0.301189 , 0.404963 , 0.40576 , 0.335157 , 0.401787 , 0.466618 , 0.497404 , 0.494464 , 0.342543 , 0.32052 , 0.339915 , 0.391072 , 0.449487 
 802 , 0.455579 , 0.428119 , 0.465433 , 0.420739 , 0.565826 , 0.364439 , 0.373519 , 0.317238 , 0.214037 , 0.520001 , 0.406402 , 0.406319 , 0.301359 , 0.405443 , 0.406133 , 0.335361 , 0.40222 , 0.467013 , 0.49774 , 0.494914 , 0.342996 , 0.320729 , 0.340042 , 0.391566 , 0.450034 
 803 , 0.45615 , 0.428641 , 0.465942 , 0.421216 , 0.566732 , 0.36487 , 0.373828 , 0.317598 , 0.214462 , 0.520505 , 0.406692 , 0.406672 , 0.301529 , 0.405941 , 0.406519 , 0.335566 , 0.402671 , 0.467417 , 0.498087 , 0.495375 , 0.343459 , 0.320939 , 0.34017 , 0.392071 , 0.450597 
 804 , 0.456784 , 0.428996 , 0.466478 , 0.421713 , 0.567645 , 0.365377 , 0.37433 , 0.318102 , 0.214891 , 0.521112 , 0.407026 , 0.407039 , 0.301745 , 0.406549 , 0.407052 , 0.335957 , 0.403175 , 0.467891 , 0.49864 , 0.49595 , 0.343987 , 0.321218 , 0.340414 , 0.39259 , 0.45114 
