JUL27MAT00065.spu,JUL27MAT00064.spu,JUL27MAT00063.spu,JUL27MAT00062.spu,JUL27MAT00061.spu,
Wavelength,JUL27MAT00066.spu,JUL27MAT00067.spu,JUL27MAT00068.spu,JUL27MAT00069.spu,JUL27MAT00070.spu,JUL27MAT00071.spu,JUL27MAT00072.spu,JUL27MAT00073.spu,JUL27MAT00074.spu,JUL27MAT00075.spu,JUL27MAT00076.spu,JUL27MAT00077.spu,JUL27MAT00078.spu,JUL27MAT00079.spu,JUL27MAT00080.spu,JUL27MAT00081.spu,JUL27MAT00082.spu,JUL27MAT00083.spu,JUL27MAT00084.spu,JUL27MAT00085.spu,JUL27MAT00086.spu,JUL27MAT00087.spu,JUL27MAT00088.spu,JUL27MAT00089.spu,JUL27MAT00090.spu
  (nm),7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 ,7/27/2016 
  time  ,19:45 PM,19:51 PM,19:56 PM,20:01 PM,20:07 PM,21:18 PM,21:27 PM,21:34 PM,21:40 PM,21:48 PM,22:20 PM,22:26 PM,22:30 PM,22:37 PM,22:42 PM,22:50 PM,22:56 PM,23:02 PM,23:09 PM,23:17 PM,23:31 PM,23:35 PM,23:41 PM,23:48 PM,23:57 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 509 , 0.052847 , 0.038999 , 0.0503 , 0.054276 , 0.033996 , 0.056783 , 0.048189 , 0.050742 , 0.046778 , 0.036543 , 0.036251 , 0.034472 , 0.027227 , 0.037272 , 0.037903 , 0.040806 , 0.04481 , 0.050724 , 0.037381 , 0.060718 , 0.089488 , 0.051792 , 0.062433 , 0.049308 , 0.042286 
 510 , 0.053753 , 0.039591 , 0.051285 , 0.055189 , 0.034684 , 0.057703 , 0.04895 , 0.051545 , 0.047312 , 0.037585 , 0.037094 , 0.035197 , 0.027805 , 0.038081 , 0.03864 , 0.041488 , 0.045542 , 0.051677 , 0.038219 , 0.061918 , 0.0906 , 0.052571 , 0.063412 , 0.05023 , 0.04308 
 511 , 0.054558 , 0.040104 , 0.052139 , 0.056024 , 0.035487 , 0.058592 , 0.049576 , 0.052208 , 0.047729 , 0.038713 , 0.038003 , 0.035966 , 0.028474 , 0.038881 , 0.039371 , 0.042136 , 0.046205 , 0.052607 , 0.039037 , 0.06295 , 0.09136 , 0.05323 , 0.064203 , 0.051031 , 0.043775 
 512 , 0.055353 , 0.040625 , 0.052991 , 0.056861 , 0.036294 , 0.059483 , 0.050207 , 0.05287 , 0.04814 , 0.03984 , 0.03891 , 0.036733 , 0.029138 , 0.039678 , 0.040106 , 0.04278 , 0.046869 , 0.05354 , 0.039852 , 0.063976 , 0.092126 , 0.053892 , 0.064998 , 0.05183 , 0.044472 
 513 , 0.056155 , 0.041141 , 0.053844 , 0.057698 , 0.037102 , 0.060374 , 0.050839 , 0.053532 , 0.048556 , 0.040968 , 0.039818 , 0.0375 , 0.029803 , 0.040482 , 0.040835 , 0.043424 , 0.047527 , 0.054468 , 0.040673 , 0.065003 , 0.092887 , 0.054554 , 0.065795 , 0.052624 , 0.045169 
 514 , 0.057011 , 0.041785 , 0.05479 , 0.058584 , 0.038009 , 0.061342 , 0.051621 , 0.054322 , 0.049042 , 0.042207 , 0.040906 , 0.038414 , 0.030509 , 0.041386 , 0.041687 , 0.04404 , 0.04825 , 0.05549 , 0.041641 , 0.066205 , 0.093655 , 0.055305 , 0.066673 , 0.05353 , 0.046012 
 515 , 0.057888 , 0.042457 , 0.055764 , 0.059473 , 0.038945 , 0.062331 , 0.052443 , 0.055139 , 0.049544 , 0.043469 , 0.042034 , 0.039367 , 0.03122 , 0.042318 , 0.042561 , 0.044655 , 0.048989 , 0.056534 , 0.042636 , 0.06744 , 0.094419 , 0.056082 , 0.067585 , 0.054462 , 0.046894 
 516 , 0.05876 , 0.043135 , 0.056739 , 0.060369 , 0.039881 , 0.063316 , 0.05326 , 0.055958 , 0.050047 , 0.044733 , 0.043169 , 0.040321 , 0.031933 , 0.043251 , 0.043442 , 0.045271 , 0.049723 , 0.057579 , 0.043638 , 0.068676 , 0.095185 , 0.056855 , 0.068491 , 0.055396 , 0.047772 
 517 , 0.059868 , 0.043866 , 0.057972 , 0.06148 , 0.040985 , 0.064587 , 0.054267 , 0.056998 , 0.050673 , 0.04626 , 0.044475 , 0.041466 , 0.032798 , 0.044388 , 0.044463 , 0.046075 , 0.050684 , 0.058836 , 0.044834 , 0.070188 , 0.096243 , 0.057815 , 0.069608 , 0.056534 , 0.048817 
 518 , 0.061259 , 0.044678 , 0.059534 , 0.062851 , 0.042299 , 0.066209 , 0.055505 , 0.058303 , 0.051441 , 0.048112 , 0.045995 , 0.042847 , 0.033851 , 0.045774 , 0.045663 , 0.047115 , 0.051931 , 0.060356 , 0.04627 , 0.072022 , 0.097676 , 0.058991 , 0.070978 , 0.05793 , 0.050059 
 519 , 0.062651 , 0.04549 , 0.061103 , 0.064222 , 0.043614 , 0.067828 , 0.056741 , 0.059614 , 0.052209 , 0.049963 , 0.047513 , 0.044224 , 0.034908 , 0.047161 , 0.046862 , 0.048158 , 0.05317 , 0.061871 , 0.0477 , 0.073855 , 0.099112 , 0.060165 , 0.072354 , 0.059321 , 0.051306 
 520 , 0.064072 , 0.046344 , 0.062693 , 0.065623 , 0.044953 , 0.069472 , 0.058 , 0.060942 , 0.053006 , 0.051851 , 0.049062 , 0.045637 , 0.035998 , 0.048579 , 0.048107 , 0.049215 , 0.054433 , 0.063429 , 0.049168 , 0.075722 , 0.100589 , 0.06136 , 0.073752 , 0.060741 , 0.052576 
 521 , 0.065757 , 0.047543 , 0.064537 , 0.067297 , 0.04652 , 0.071348 , 0.059505 , 0.062473 , 0.054075 , 0.054075 , 0.05091 , 0.047395 , 0.037366 , 0.050292 , 0.049703 , 0.050482 , 0.055877 , 0.06537 , 0.050892 , 0.077855 , 0.102445 , 0.062705 , 0.075405 , 0.062444 , 0.054098 
 522 , 0.06744 , 0.048741 , 0.066383 , 0.068971 , 0.048092 , 0.073222 , 0.061015 , 0.063999 , 0.055142 , 0.056295 , 0.052758 , 0.049155 , 0.038737 , 0.052007 , 0.051305 , 0.051749 , 0.057322 , 0.067314 , 0.05262 , 0.079984 , 0.104303 , 0.064053 , 0.077053 , 0.064143 , 0.055628 
 523 , 0.069118 , 0.04994 , 0.068227 , 0.070646 , 0.049661 , 0.075101 , 0.062518 , 0.06553 , 0.056208 , 0.058517 , 0.054607 , 0.050916 , 0.040108 , 0.053716 , 0.052904 , 0.053013 , 0.058765 , 0.069258 , 0.054347 , 0.08212 , 0.106166 , 0.065403 , 0.078701 , 0.065839 , 0.057153 
 524 , 0.070881 , 0.051103 , 0.070226 , 0.072362 , 0.051195 , 0.077037 , 0.064088 , 0.067142 , 0.057192 , 0.060735 , 0.056433 , 0.052614 , 0.041502 , 0.055405 , 0.054462 , 0.054334 , 0.060257 , 0.07123 , 0.056102 , 0.084405 , 0.108154 , 0.066836 , 0.080488 , 0.067595 , 0.058709 
 525 , 0.072679 , 0.052251 , 0.072284 , 0.074101 , 0.052721 , 0.078994 , 0.065685 , 0.068774 , 0.058152 , 0.062953 , 0.058251 , 0.05429 , 0.042896 , 0.057089 , 0.056002 , 0.05568 , 0.061773 , 0.073217 , 0.057874 , 0.086749 , 0.110187 , 0.068298 , 0.082325 , 0.069367 , 0.06029 
 526 , 0.074474 , 0.053399 , 0.074343 , 0.075834 , 0.054248 , 0.08095 , 0.067275 , 0.070413 , 0.059108 , 0.065172 , 0.060069 , 0.055963 , 0.04429 , 0.058771 , 0.057548 , 0.057024 , 0.063282 , 0.075204 , 0.059651 , 0.089092 , 0.11222 , 0.069758 , 0.084157 , 0.071143 , 0.061865 
 527 , 0.076271 , 0.054541 , 0.076372 , 0.077581 , 0.055807 , 0.08286 , 0.068839 , 0.07202 , 0.060083 , 0.067377 , 0.061891 , 0.057652 , 0.045653 , 0.060468 , 0.059107 , 0.058351 , 0.064795 , 0.077229 , 0.061425 , 0.091413 , 0.114221 , 0.071213 , 0.086015 , 0.072901 , 0.063428 
 528 , 0.078079 , 0.055665 , 0.07834 , 0.079331 , 0.057413 , 0.084703 , 0.070356 , 0.073572 , 0.061075 , 0.069567 , 0.063726 , 0.059365 , 0.046976 , 0.0622 , 0.0607 , 0.059657 , 0.066306 , 0.079312 , 0.063204 , 0.093697 , 0.116162 , 0.072676 , 0.087887 , 0.074646 , 0.064972 
 529 , 0.079881 , 0.056782 , 0.080311 , 0.081087 , 0.059021 , 0.08654 , 0.07187 , 0.075128 , 0.062068 , 0.07176 , 0.065564 , 0.061074 , 0.048296 , 0.063928 , 0.062286 , 0.060965 , 0.067822 , 0.081402 , 0.064987 , 0.095976 , 0.1181 , 0.07414 , 0.08976 , 0.076392 , 0.066513 
 530 , 0.081677 , 0.057897 , 0.082273 , 0.082836 , 0.060622 , 0.088363 , 0.073379 , 0.076674 , 0.063062 , 0.073936 , 0.067392 , 0.062777 , 0.049606 , 0.065645 , 0.063858 , 0.062266 , 0.069328 , 0.083477 , 0.066758 , 0.098247 , 0.120034 , 0.075593 , 0.091626 , 0.07813 , 0.068052 
 531 , 0.083215 , 0.058926 , 0.083933 , 0.084396 , 0.062005 , 0.089909 , 0.074682 , 0.078035 , 0.063924 , 0.075798 , 0.068993 , 0.064269 , 0.050693 , 0.067088 , 0.065117 , 0.063356 , 0.070689 , 0.085284 , 0.068367 , 0.100374 , 0.121754 , 0.076913 , 0.093295 , 0.079699 , 0.069463 
 532 , 0.08475 , 0.05996 , 0.085598 , 0.085946 , 0.063385 , 0.091462 , 0.075974 , 0.079392 , 0.064785 , 0.077663 , 0.07059 , 0.065758 , 0.051782 , 0.068526 , 0.066369 , 0.064437 , 0.072043 , 0.087084 , 0.069972 , 0.102493 , 0.123476 , 0.078229 , 0.094972 , 0.081272 , 0.070873 
 533 , 0.086285 , 0.060989 , 0.087265 , 0.087503 , 0.064758 , 0.093007 , 0.07727 , 0.080747 , 0.065652 , 0.079522 , 0.072183 , 0.067242 , 0.052869 , 0.069958 , 0.067626 , 0.065526 , 0.073402 , 0.088888 , 0.07158 , 0.104612 , 0.125198 , 0.079542 , 0.09665 , 0.08284 , 0.072282 
 534 , 0.087587 , 0.061774 , 0.088747 , 0.088781 , 0.065907 , 0.094314 , 0.078301 , 0.081834 , 0.066307 , 0.081087 , 0.073487 , 0.068447 , 0.053747 , 0.071127 , 0.068687 , 0.066447 , 0.074554 , 0.090467 , 0.072947 , 0.106434 , 0.126668 , 0.080687 , 0.098114 , 0.084154 , 0.07344 
 535 , 0.088778 , 0.06243 , 0.090145 , 0.089937 , 0.066952 , 0.095504 , 0.079218 , 0.082789 , 0.066872 , 0.082521 , 0.074649 , 0.069525 , 0.054532 , 0.072177 , 0.069672 , 0.0673 , 0.075607 , 0.09194 , 0.074201 , 0.108112 , 0.128022 , 0.081764 , 0.099483 , 0.085348 , 0.074489 
 536 , 0.08997 , 0.063097 , 0.091552 , 0.091087 , 0.067997 , 0.096695 , 0.080135 , 0.08375 , 0.067432 , 0.083952 , 0.075813 , 0.070596 , 0.055315 , 0.073221 , 0.07065 , 0.068152 , 0.076661 , 0.093416 , 0.075456 , 0.109795 , 0.129377 , 0.082834 , 0.100855 , 0.086543 , 0.07553 
 537 , 0.091081 , 0.063762 , 0.092874 , 0.092184 , 0.068977 , 0.097764 , 0.080949 , 0.084602 , 0.067969 , 0.085298 , 0.076891 , 0.071608 , 0.056058 , 0.074226 , 0.071602 , 0.068964 , 0.077642 , 0.094828 , 0.076634 , 0.111332 , 0.130643 , 0.08383 , 0.102147 , 0.087679 , 0.076512 
 538 , 0.092022 , 0.064442 , 0.094072 , 0.093142 , 0.069819 , 0.098601 , 0.081565 , 0.085252 , 0.068454 , 0.086461 , 0.077804 , 0.072494 , 0.056708 , 0.075122 , 0.072501 , 0.06967 , 0.078476 , 0.096129 , 0.077641 , 0.112615 , 0.131742 , 0.084668 , 0.103279 , 0.088715 , 0.077383 
 539 , 0.09296 , 0.065124 , 0.095263 , 0.094105 , 0.070659 , 0.099435 , 0.082177 , 0.085899 , 0.068941 , 0.087623 , 0.078722 , 0.073378 , 0.057361 , 0.076023 , 0.073392 , 0.070386 , 0.079308 , 0.097438 , 0.078647 , 0.113898 , 0.132845 , 0.085503 , 0.104417 , 0.089749 , 0.078251 
 540 , 0.093895 , 0.06581 , 0.096461 , 0.095065 , 0.071495 , 0.100271 , 0.082791 , 0.08654 , 0.069429 , 0.088784 , 0.079637 , 0.074266 , 0.05801 , 0.076928 , 0.074287 , 0.071092 , 0.080143 , 0.098739 , 0.079657 , 0.115179 , 0.133946 , 0.086342 , 0.105553 , 0.090782 , 0.079124 
 541 , 0.094857 , 0.066369 , 0.09755 , 0.095991 , 0.07216 , 0.100985 , 0.083467 , 0.087232 , 0.069817 , 0.089794 , 0.08039 , 0.074976 , 0.05851 , 0.077662 , 0.074853 , 0.071754 , 0.080974 , 0.099962 , 0.080527 , 0.116531 , 0.135066 , 0.087143 , 0.106749 , 0.091697 , 0.07995 
 542 , 0.09582 , 0.066923 , 0.098635 , 0.096917 , 0.072821 , 0.101705 , 0.084148 , 0.087922 , 0.070199 , 0.090805 , 0.081147 , 0.075691 , 0.059003 , 0.078402 , 0.075408 , 0.072421 , 0.081803 , 0.101181 , 0.081396 , 0.117889 , 0.136184 , 0.087949 , 0.107941 , 0.092606 , 0.080775 
 543 , 0.096782 , 0.067479 , 0.099719 , 0.097848 , 0.073478 , 0.10242 , 0.084818 , 0.088614 , 0.070589 , 0.091808 , 0.081902 , 0.076401 , 0.059499 , 0.079138 , 0.075972 , 0.073083 , 0.082636 , 0.102407 , 0.082269 , 0.119247 , 0.137306 , 0.088753 , 0.10914 , 0.093519 , 0.081604 
 544 , 0.097714 , 0.068016 , 0.100803 , 0.098799 , 0.074145 , 0.103112 , 0.085415 , 0.089269 , 0.070965 , 0.092768 , 0.08266 , 0.077066 , 0.060002 , 0.079898 , 0.076621 , 0.073755 , 0.083467 , 0.103599 , 0.083161 , 0.120539 , 0.138453 , 0.089596 , 0.110285 , 0.094451 , 0.082388 
 545 , 0.098621 , 0.068545 , 0.101892 , 0.099767 , 0.07482 , 0.103792 , 0.085966 , 0.0899 , 0.07134 , 0.093695 , 0.083429 , 0.077699 , 0.060509 , 0.080655 , 0.077336 , 0.074443 , 0.084296 , 0.104792 , 0.084058 , 0.121807 , 0.139627 , 0.090459 , 0.111402 , 0.095386 , 0.083143 
 546 , 0.099526 , 0.069076 , 0.102979 , 0.10074 , 0.075499 , 0.104474 , 0.086519 , 0.090527 , 0.071709 , 0.094626 , 0.084189 , 0.078335 , 0.061025 , 0.081423 , 0.07804 , 0.075127 , 0.085122 , 0.105977 , 0.084961 , 0.123068 , 0.140799 , 0.091327 , 0.112519 , 0.096325 , 0.083901 
 547 , 0.100346 , 0.069576 , 0.103963 , 0.101636 , 0.076134 , 0.105077 , 0.087041 , 0.091095 , 0.072065 , 0.095452 , 0.08489 , 0.078919 , 0.061475 , 0.082098 , 0.078658 , 0.075732 , 0.085892 , 0.107093 , 0.085786 , 0.124248 , 0.141881 , 0.092125 , 0.113545 , 0.097194 , 0.084616 
 548 , 0.100953 , 0.07001 , 0.104668 , 0.102347 , 0.076649 , 0.105475 , 0.087463 , 0.091483 , 0.072388 , 0.096013 , 0.085425 , 0.079395 , 0.061758 , 0.082573 , 0.079048 , 0.076132 , 0.086493 , 0.108016 , 0.086423 , 0.125193 , 0.142702 , 0.09275 , 0.114336 , 0.097881 , 0.085205 
 549 , 0.101552 , 0.070443 , 0.105374 , 0.103051 , 0.077171 , 0.105871 , 0.087891 , 0.091869 , 0.07271 , 0.096572 , 0.085959 , 0.079863 , 0.062046 , 0.083046 , 0.079437 , 0.076531 , 0.087102 , 0.10894 , 0.08706 , 0.126139 , 0.143522 , 0.093375 , 0.115128 , 0.098568 , 0.085795 
 550 , 0.102153 , 0.070871 , 0.106082 , 0.103757 , 0.077688 , 0.106274 , 0.088312 , 0.092255 , 0.073024 , 0.097133 , 0.086494 , 0.080333 , 0.062335 , 0.083513 , 0.07982 , 0.076932 , 0.087706 , 0.109861 , 0.087692 , 0.127081 , 0.144344 , 0.094002 , 0.115922 , 0.09925 , 0.086387 
 551 , 0.102474 , 0.071013 , 0.106512 , 0.104182 , 0.077867 , 0.106412 , 0.088416 , 0.092368 , 0.073092 , 0.097385 , 0.086665 , 0.080483 , 0.062372 , 0.083713 , 0.080004 , 0.077166 , 0.088087 , 0.110336 , 0.088073 , 0.127624 , 0.144806 , 0.094383 , 0.116403 , 0.099601 , 0.086686 
 552 , 0.102772 , 0.071129 , 0.10693 , 0.10459 , 0.078022 , 0.106544 , 0.0885 , 0.092458 , 0.073141 , 0.097619 , 0.086811 , 0.080606 , 0.06239 , 0.083898 , 0.080162 , 0.077385 , 0.08845 , 0.110781 , 0.088429 , 0.12813 , 0.145251 , 0.094756 , 0.116872 , 0.099916 , 0.086976 
 553 , 0.10307 , 0.071253 , 0.107342 , 0.104991 , 0.078177 , 0.106668 , 0.088585 , 0.092548 , 0.073196 , 0.097852 , 0.086958 , 0.080729 , 0.062408 , 0.084083 , 0.080327 , 0.077604 , 0.088814 , 0.11122 , 0.088792 , 0.128644 , 0.145696 , 0.095121 , 0.117341 , 0.100239 , 0.087259 
 554 , 0.103138 , 0.07125 , 0.107471 , 0.105125 , 0.078188 , 0.106531 , 0.088425 , 0.092399 , 0.073152 , 0.097801 , 0.086897 , 0.080634 , 0.062283 , 0.08407 , 0.080325 , 0.077664 , 0.088912 , 0.111395 , 0.088855 , 0.128785 , 0.145851 , 0.095254 , 0.117507 , 0.100326 , 0.087313 
 555 , 0.103033 , 0.071166 , 0.107391 , 0.105069 , 0.078105 , 0.10618 , 0.088075 , 0.092074 , 0.073023 , 0.097543 , 0.08667 , 0.080377 , 0.062064 , 0.083917 , 0.080198 , 0.077596 , 0.088813 , 0.111362 , 0.088691 , 0.12865 , 0.14578 , 0.095206 , 0.117447 , 0.100231 , 0.0872 
 556 , 0.102936 , 0.071082 , 0.107318 , 0.105012 , 0.078029 , 0.105836 , 0.087725 , 0.091743 , 0.072901 , 0.097285 , 0.086443 , 0.08012 , 0.061837 , 0.083765 , 0.080063 , 0.07752 , 0.088706 , 0.111328 , 0.088527 , 0.128508 , 0.14571 , 0.095151 , 0.117387 , 0.100135 , 0.087081 
 557 , 0.102792 , 0.070975 , 0.107185 , 0.10491 , 0.077865 , 0.105418 , 0.08736 , 0.091395 , 0.072728 , 0.09694 , 0.086136 , 0.07979 , 0.06156 , 0.083546 , 0.079861 , 0.077407 , 0.088554 , 0.111214 , 0.088297 , 0.128321 , 0.145606 , 0.095065 , 0.117266 , 0.099988 , 0.086923 
 558 , 0.102469 , 0.070792 , 0.106865 , 0.104646 , 0.077437 , 0.104774 , 0.086944 , 0.090956 , 0.072412 , 0.09628 , 0.085552 , 0.079214 , 0.061084 , 0.083104 , 0.079407 , 0.077151 , 0.088265 , 0.110813 , 0.087865 , 0.12795 , 0.145409 , 0.094867 , 0.116987 , 0.099656 , 0.086644 
 559 , 0.10215 , 0.070611 , 0.106543 , 0.104386 , 0.077011 , 0.104137 , 0.08653 , 0.09051 , 0.072099 , 0.095629 , 0.084978 , 0.078642 , 0.060615 , 0.082657 , 0.078955 , 0.076898 , 0.087975 , 0.110416 , 0.087427 , 0.127581 , 0.145209 , 0.094668 , 0.116703 , 0.099324 , 0.086366 
 560 , 0.101833 , 0.070424 , 0.106228 , 0.104126 , 0.07658 , 0.103494 , 0.086124 , 0.090073 , 0.071787 , 0.09498 , 0.084399 , 0.078065 , 0.060148 , 0.082219 , 0.078505 , 0.076644 , 0.08768 , 0.110013 , 0.086991 , 0.127213 , 0.145008 , 0.094461 , 0.116426 , 0.098992 , 0.086089 
 561 , 0.101417 , 0.070097 , 0.10575 , 0.103789 , 0.076079 , 0.102748 , 0.085545 , 0.089509 , 0.071477 , 0.094161 , 0.083732 , 0.077353 , 0.059569 , 0.081679 , 0.078033 , 0.07632 , 0.087357 , 0.109566 , 0.086458 , 0.126671 , 0.144745 , 0.094189 , 0.116058 , 0.09855 , 0.085714 
 562 , 0.100992 , 0.069753 , 0.10526 , 0.103447 , 0.075566 , 0.10198 , 0.084942 , 0.088935 , 0.071178 , 0.093309 , 0.083051 , 0.076617 , 0.05898 , 0.081125 , 0.077548 , 0.075989 , 0.08703 , 0.109119 , 0.085909 , 0.126115 , 0.144472 , 0.093902 , 0.115666 , 0.098085 , 0.08533 
 563 , 0.100574 , 0.069409 , 0.104764 , 0.103112 , 0.075047 , 0.101214 , 0.084348 , 0.088355 , 0.070871 , 0.092461 , 0.082373 , 0.075884 , 0.058386 , 0.080573 , 0.077072 , 0.075659 , 0.086696 , 0.108673 , 0.08536 , 0.125552 , 0.144203 , 0.093614 , 0.115281 , 0.097628 , 0.084939 
 564 , 0.099999 , 0.069037 , 0.104102 , 0.102666 , 0.074435 , 0.100293 , 0.08365 , 0.087662 , 0.070507 , 0.091421 , 0.081584 , 0.075065 , 0.057701 , 0.07989 , 0.076445 , 0.075206 , 0.086212 , 0.108023 , 0.084679 , 0.124834 , 0.143752 , 0.093214 , 0.11473 , 0.097051 , 0.08442 
 565 , 0.09928 , 0.068631 , 0.103274 , 0.102119 , 0.073746 , 0.099217 , 0.082856 , 0.086844 , 0.070086 , 0.090212 , 0.080692 , 0.074164 , 0.056947 , 0.079077 , 0.075688 , 0.074637 , 0.085598 , 0.107185 , 0.083858 , 0.123971 , 0.143122 , 0.092703 , 0.114026 , 0.096364 , 0.083782 
 566 , 0.098556 , 0.068226 , 0.10245 , 0.101564 , 0.073054 , 0.098141 , 0.082066 , 0.086029 , 0.069665 , 0.089011 , 0.079804 , 0.073268 , 0.056184 , 0.078269 , 0.074921 , 0.074071 , 0.084985 , 0.106358 , 0.083041 , 0.123103 , 0.142497 , 0.092185 , 0.113316 , 0.095671 , 0.083138 
 567 , 0.097835 , 0.06778 , 0.101602 , 0.101004 , 0.072338 , 0.097058 , 0.081268 , 0.085214 , 0.069224 , 0.087785 , 0.078882 , 0.072338 , 0.055393 , 0.077439 , 0.074146 , 0.073507 , 0.084375 , 0.105493 , 0.082203 , 0.122211 , 0.141871 , 0.091662 , 0.112587 , 0.094954 , 0.082491 
 568 , 0.097073 , 0.067192 , 0.100682 , 0.100375 , 0.071518 , 0.095967 , 0.080457 , 0.084395 , 0.068734 , 0.086483 , 0.077823 , 0.071266 , 0.054473 , 0.07652 , 0.07332 , 0.072938 , 0.083787 , 0.104497 , 0.081262 , 0.121194 , 0.141242 , 0.091123 , 0.111778 , 0.094152 , 0.081795 
 569 , 0.096314 , 0.066602 , 0.099761 , 0.099747 , 0.070699 , 0.094885 , 0.079643 , 0.083571 , 0.068247 , 0.085189 , 0.076759 , 0.070197 , 0.053561 , 0.075601 , 0.072486 , 0.072371 , 0.083205 , 0.103505 , 0.08032 , 0.120183 , 0.140618 , 0.090579 , 0.11096 , 0.093348 , 0.081106 
 570 , 0.095556 , 0.066013 , 0.098841 , 0.099123 , 0.069883 , 0.093795 , 0.078832 , 0.082749 , 0.06776 , 0.083885 , 0.075701 , 0.069124 , 0.052642 , 0.07468 , 0.071657 , 0.071804 , 0.082622 , 0.102516 , 0.079383 , 0.119172 , 0.139987 , 0.090033 , 0.110149 , 0.092539 , 0.080418 
 571 , 0.094722 , 0.065463 , 0.097927 , 0.09844 , 0.069101 , 0.092663 , 0.07789 , 0.081801 , 0.067308 , 0.082588 , 0.074678 , 0.068121 , 0.051796 , 0.073772 , 0.070827 , 0.071206 , 0.081928 , 0.101519 , 0.078396 , 0.118011 , 0.139274 , 0.089371 , 0.109222 , 0.091637 , 0.079669 
 572 , 0.093878 , 0.064926 , 0.097003 , 0.097749 , 0.068328 , 0.091527 , 0.076922 , 0.080832 , 0.066868 , 0.081301 , 0.073659 , 0.067132 , 0.050962 , 0.072866 , 0.069999 , 0.0706 , 0.081222 , 0.10053 , 0.077397 , 0.116819 , 0.138545 , 0.088693 , 0.108278 , 0.090721 , 0.078917 
 573 , 0.093035 , 0.064383 , 0.096086 , 0.097055 , 0.067552 , 0.090383 , 0.075952 , 0.079861 , 0.066426 , 0.080012 , 0.072646 , 0.066144 , 0.050129 , 0.071965 , 0.069169 , 0.069994 , 0.08051 , 0.099537 , 0.076398 , 0.115631 , 0.137814 , 0.088007 , 0.107335 , 0.089807 , 0.078166 
 574 , 0.092253 , 0.063897 , 0.095173 , 0.096328 , 0.066778 , 0.08928 , 0.075079 , 0.078948 , 0.065935 , 0.078759 , 0.07164 , 0.065156 , 0.049319 , 0.071107 , 0.068381 , 0.069407 , 0.079824 , 0.098568 , 0.07543 , 0.114534 , 0.13712 , 0.087365 , 0.106453 , 0.088975 , 0.077461 
 575 , 0.091552 , 0.063465 , 0.094286 , 0.095567 , 0.066013 , 0.088212 , 0.074313 , 0.078097 , 0.065382 , 0.077544 , 0.070646 , 0.064166 , 0.048543 , 0.070272 , 0.067621 , 0.06885 , 0.079152 , 0.09762 , 0.074487 , 0.113539 , 0.136465 , 0.086764 , 0.105624 , 0.088231 , 0.07681 
 576 , 0.090849 , 0.063037 , 0.093388 , 0.094804 , 0.06525 , 0.087143 , 0.073543 , 0.077243 , 0.064829 , 0.076318 , 0.069652 , 0.063177 , 0.047766 , 0.069441 , 0.066864 , 0.068287 , 0.07848 , 0.096673 , 0.073543 , 0.11255 , 0.135814 , 0.086161 , 0.1048 , 0.087481 , 0.076165 
 577 , 0.090156 , 0.062587 , 0.092508 , 0.094057 , 0.064484 , 0.086084 , 0.072774 , 0.076403 , 0.064288 , 0.075113 , 0.068676 , 0.062208 , 0.046994 , 0.068619 , 0.066115 , 0.067728 , 0.077826 , 0.095733 , 0.072628 , 0.11156 , 0.135146 , 0.085553 , 0.103972 , 0.086729 , 0.075512 
 578 , 0.089479 , 0.062044 , 0.091711 , 0.093411 , 0.063731 , 0.085095 , 0.072021 , 0.075639 , 0.063787 , 0.074002 , 0.067788 , 0.061348 , 0.04626 , 0.067826 , 0.065424 , 0.067205 , 0.077269 , 0.09484 , 0.071833 , 0.110593 , 0.134384 , 0.08497 , 0.10313 , 0.085942 , 0.074861 
 579 , 0.088804 , 0.0615 , 0.090913 , 0.092766 , 0.062974 , 0.084102 , 0.071259 , 0.074872 , 0.063291 , 0.072894 , 0.066899 , 0.060492 , 0.045522 , 0.067035 , 0.064734 , 0.066681 , 0.076713 , 0.093948 , 0.071041 , 0.109628 , 0.133623 , 0.084388 , 0.102295 , 0.085159 , 0.074213 
 580 , 0.088122 , 0.060957 , 0.090115 , 0.092126 , 0.062215 , 0.083114 , 0.070505 , 0.074108 , 0.062795 , 0.071782 , 0.066015 , 0.059636 , 0.044789 , 0.066243 , 0.064041 , 0.066156 , 0.076156 , 0.093057 , 0.070252 , 0.108657 , 0.132862 , 0.083804 , 0.101458 , 0.084372 , 0.073565 
 581 , 0.087136 , 0.060323 , 0.089024 , 0.091206 , 0.061405 , 0.081906 , 0.069593 , 0.073125 , 0.062126 , 0.070571 , 0.065065 , 0.058698 , 0.043984 , 0.065316 , 0.063195 , 0.065413 , 0.075331 , 0.091915 , 0.0693 , 0.107387 , 0.131658 , 0.082963 , 0.100304 , 0.083409 , 0.072734 
