  time  ,:55:46 A,:56:00 A,:56:14 A,:56:22 A,:56:30 A,:56:54 A,:57:03 A,:57:11 A,:57:19 A,:57:26 A,:57:58 A,:58:05 A,:58:13 A,:58:21 A,:58:29 A,:59:01 A,:59:09 A,:59:17 A,:59:27 A,:59:36 A,:00:32 A,:00:40 A,:00:46 A,:00:54 A,:01:03 A,:01:19 A,:01:25 A,:01:32 A,:01:39 A,:01:48 A,:02:23 A,:02:30 A,:02:38 A,:02:45 A,:02:54 A,:03:11 A,:03:18 A,:03:27 A,:03:34 A,:03:42 A,:04:27 A,:04:37 A,:04:44 A,:04:54 A,:05:02 A,:05:28 A,:05:36 A,:05:46 A,:05:54 A,:06:02 A,:06:37 A,:06:45 A,:06:52 A,:07:02 A,:07:09 A,:07:43 A,:07:52 A,:08:01 A,:08:08 A,:08:25 A,:09:23 A,:09:31 A,:09:38 A,:09:46 A,:09:54 A,:10:13 A,:10:21 A,:10:28 A,:10:35 A,:10:43 A,:11:21 A,:11:29 A,:11:36 A,:11:45 A,:11:56 A,:12:15 A,:12:25 A,:12:32 A,:12:40 A,:12:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 511 , 0.039429 , 0.071647 , 0.080019 , 0.060112 , 0.088409 , 0.074987 , 0.052375 , 0.043814 , 0.071793 , 0.057413 , 0.058927 , 0.063391 , 0.067671 , 0.073662 , 0.067714 , 0.04404 , 0.043618 , 0.04799 , 0.040785 , 0.059098 , 0.069558 , 0.075256 , 0.06863 , 0.07423 , 0.076819 , 0.072276 , 0.060264 , 0.05483 , 0.043734 , 0.054543 , 0.040235 , 0.044681 , 0.044522 , 0.044504 , 0.066939 , 0.069723 , 0.073552 , 0.053034 , 0.048369 , 0.061083 , 0.093544 , 0.057455 , 0.097123 , 0.079811 , 0.087493 , 0.055599 , 0.052821 , 0.058701 , 0.049584 , 0.071793 , 0.05839 , 0.063055 , 0.050818 , 0.054512 , 0.047557 , 0.05235 , 0.052216 , 0.054457 , 0.046934 , 0.076397 , 0.056491 , 0.05174 , 0.070493 , 0.072813 , 0.056307 , 0.050714 , 0.03899 , 0.052314 , 0.053901 , 0.047575 , 0.095022 , 0.081698 , 0.064911 , 0.077277 , 0.06336 , 0.045279 , 0.063208 , 0.068832 , 0.072581 , 0.054249 
 512 , 0.040113 , 0.072576 , 0.081113 , 0.060818 , 0.089412 , 0.075882 , 0.05368 , 0.044654 , 0.072753 , 0.058435 , 0.059779 , 0.06358 , 0.068163 , 0.074097 , 0.06817 , 0.044862 , 0.044238 , 0.048626 , 0.041409 , 0.059693 , 0.070486 , 0.076059 , 0.069557 , 0.075234 , 0.077807 , 0.073297 , 0.061288 , 0.055611 , 0.04455 , 0.055691 , 0.041299 , 0.045876 , 0.045607 , 0.044862 , 0.067998 , 0.069997 , 0.074238 , 0.054071 , 0.049298 , 0.061948 , 0.094454 , 0.058245 , 0.097943 , 0.080587 , 0.088245 , 0.056479 , 0.053729 , 0.059522 , 0.050325 , 0.072661 , 0.059113 , 0.063268 , 0.051755 , 0.055898 , 0.048473 , 0.053173 , 0.052513 , 0.05522 , 0.047832 , 0.077061 , 0.057322 , 0.052598 , 0.071262 , 0.073468 , 0.057341 , 0.051388 , 0.039643 , 0.053161 , 0.054811 , 0.048339 , 0.095486 , 0.082066 , 0.065248 , 0.077538 , 0.063702 , 0.045442 , 0.063482 , 0.069184 , 0.072973 , 0.054591 
 513 , 0.040805 , 0.073506 , 0.082215 , 0.061519 , 0.090416 , 0.076784 , 0.054981 , 0.045489 , 0.073708 , 0.059452 , 0.060638 , 0.063764 , 0.068656 , 0.074534 , 0.068626 , 0.045679 , 0.04486 , 0.049269 , 0.042028 , 0.060284 , 0.071421 , 0.076858 , 0.070479 , 0.076234 , 0.07879 , 0.074313 , 0.062314 , 0.056394 , 0.045367 , 0.056834 , 0.042358 , 0.047067 , 0.046688 , 0.045226 , 0.069066 , 0.070271 , 0.074925 , 0.055104 , 0.050223 , 0.062809 , 0.095364 , 0.059042 , 0.098771 , 0.081371 , 0.088997 , 0.05736 , 0.054639 , 0.060345 , 0.051067 , 0.073531 , 0.059837 , 0.063482 , 0.052688 , 0.057287 , 0.049397 , 0.053997 , 0.052804 , 0.055984 , 0.048731 , 0.077726 , 0.058143 , 0.053458 , 0.072026 , 0.074118 , 0.058369 , 0.052058 , 0.040297 , 0.054003 , 0.055721 , 0.049104 , 0.095951 , 0.082435 , 0.06558 , 0.077799 , 0.064039 , 0.045606 , 0.063757 , 0.069537 , 0.073372 , 0.054926 
 514 , 0.04154 , 0.074578 , 0.083454 , 0.062292 , 0.091491 , 0.077743 , 0.056532 , 0.04637 , 0.074719 , 0.060541 , 0.061441 , 0.063975 , 0.069228 , 0.074884 , 0.069105 , 0.046566 , 0.045556 , 0.049884 , 0.042783 , 0.060933 , 0.072466 , 0.077755 , 0.071468 , 0.07732 , 0.079836 , 0.075361 , 0.063412 , 0.057248 , 0.04629 , 0.05808 , 0.043634 , 0.048464 , 0.047894 , 0.045574 , 0.070262 , 0.070476 , 0.075631 , 0.056238 , 0.05131 , 0.063792 , 0.096364 , 0.059917 , 0.099651 , 0.082187 , 0.08979 , 0.058362 , 0.055687 , 0.061233 , 0.051898 , 0.074486 , 0.060645 , 0.063688 , 0.053765 , 0.058931 , 0.050465 , 0.054946 , 0.053116 , 0.056881 , 0.04981 , 0.078373 , 0.059035 , 0.054395 , 0.072809 , 0.074939 , 0.059525 , 0.052816 , 0.041002 , 0.05491 , 0.056813 , 0.050055 , 0.096364 , 0.082756 , 0.065842 , 0.077969 , 0.06441 , 0.04577 , 0.06403 , 0.069846 , 0.073794 , 0.055289 
 515 , 0.042286 , 0.075693 , 0.084731 , 0.063076 , 0.092586 , 0.07872 , 0.058138 , 0.047267 , 0.075736 , 0.061655 , 0.062243 , 0.064198 , 0.069829 , 0.075215 , 0.069596 , 0.047482 , 0.046263 , 0.050497 , 0.043573 , 0.0616 , 0.073542 , 0.078683 , 0.07247 , 0.078426 , 0.080895 , 0.076422 , 0.064535 , 0.058125 , 0.047243 , 0.059357 , 0.044957 , 0.049908 , 0.049136 , 0.045919 , 0.071496 , 0.070674 , 0.07633 , 0.05739 , 0.052439 , 0.064798 , 0.097384 , 0.060815 , 0.100552 , 0.083021 , 0.090601 , 0.059394 , 0.056759 , 0.062145 , 0.052758 , 0.075466 , 0.061483 , 0.063891 , 0.054872 , 0.060638 , 0.051575 , 0.055926 , 0.053432 , 0.057819 , 0.050944 , 0.079026 , 0.059939 , 0.055343 , 0.073597 , 0.075797 , 0.060711 , 0.053597 , 0.041716 , 0.05584 , 0.057942 , 0.051054 , 0.096771 , 0.083058 , 0.066091 , 0.078119 , 0.064786 , 0.045938 , 0.064314 , 0.070147 , 0.074228 , 0.05565 
 516 , 0.043033 , 0.07681 , 0.086004 , 0.063868 , 0.093677 , 0.079705 , 0.059747 , 0.04816 , 0.076761 , 0.062764 , 0.06304 , 0.06442 , 0.070425 , 0.075547 , 0.070088 , 0.048394 , 0.046977 , 0.051117 , 0.044358 , 0.062261 , 0.07462 , 0.079613 , 0.073474 , 0.079533 , 0.081956 , 0.077485 , 0.065653 , 0.058998 , 0.048197 , 0.060636 , 0.046284 , 0.051356 , 0.050375 , 0.046271 , 0.072731 , 0.070867 , 0.077037 , 0.058538 , 0.05357 , 0.065807 , 0.0984 , 0.061716 , 0.101449 , 0.083851 , 0.091408 , 0.060428 , 0.057833 , 0.063053 , 0.053619 , 0.076448 , 0.062317 , 0.064089 , 0.055981 , 0.062347 , 0.052681 , 0.056901 , 0.053754 , 0.058753 , 0.052068 , 0.079675 , 0.060845 , 0.056294 , 0.074387 , 0.076657 , 0.0619 , 0.054374 , 0.042426 , 0.05676 , 0.059072 , 0.052049 , 0.09718 , 0.083367 , 0.06634 , 0.078264 , 0.065163 , 0.046106 , 0.064592 , 0.07045 , 0.074657 , 0.056018 
 517 , 0.043933 , 0.07812 , 0.087436 , 0.064846 , 0.095038 , 0.080848 , 0.061613 , 0.049267 , 0.078003 , 0.064127 , 0.064071 , 0.06479 , 0.071139 , 0.076079 , 0.070678 , 0.049439 , 0.047835 , 0.051891 , 0.04531 , 0.0631 , 0.075957 , 0.080756 , 0.074703 , 0.080904 , 0.083269 , 0.078808 , 0.066978 , 0.060065 , 0.049329 , 0.062142 , 0.047786 , 0.053034 , 0.051842 , 0.04676 , 0.07423 , 0.071231 , 0.077948 , 0.05988 , 0.054872 , 0.066984 , 0.099665 , 0.062799 , 0.102621 , 0.084941 , 0.092488 , 0.061693 , 0.059094 , 0.064164 , 0.054638 , 0.077646 , 0.063334 , 0.064434 , 0.057293 , 0.064323 , 0.054011 , 0.058055 , 0.054171 , 0.059874 , 0.053385 , 0.080541 , 0.061945 , 0.057459 , 0.075348 , 0.077726 , 0.063322 , 0.05532 , 0.043282 , 0.057877 , 0.060384 , 0.053206 , 0.097822 , 0.08389 , 0.066751 , 0.078611 , 0.065694 , 0.046373 , 0.064993 , 0.070899 , 0.075262 , 0.056519 
 518 , 0.045017 , 0.079653 , 0.089063 , 0.066044 , 0.096742 , 0.082175 , 0.063794 , 0.050625 , 0.07951 , 0.065791 , 0.065395 , 0.065333 , 0.071992 , 0.076858 , 0.071386 , 0.050643 , 0.048875 , 0.052863 , 0.046464 , 0.064146 , 0.077619 , 0.082151 , 0.076215 , 0.08259 , 0.084902 , 0.080432 , 0.068548 , 0.061358 , 0.05068 , 0.063936 , 0.049512 , 0.054996 , 0.053592 , 0.047416 , 0.076036 , 0.071801 , 0.079115 , 0.061438 , 0.056393 , 0.068369 , 0.101243 , 0.064097 , 0.104136 , 0.08633 , 0.093885 , 0.063237 , 0.060579 , 0.065519 , 0.055855 , 0.079109 , 0.064567 , 0.064956 , 0.058848 , 0.066619 , 0.055608 , 0.059416 , 0.054724 , 0.061216 , 0.054928 , 0.081668 , 0.063281 , 0.058879 , 0.07653 , 0.079053 , 0.06503 , 0.056467 , 0.0443 , 0.059219 , 0.061914 , 0.054557 , 0.098751 , 0.084667 , 0.067349 , 0.079183 , 0.066422 , 0.04676 , 0.065525 , 0.071535 , 0.076067 , 0.057191 
 519 , 0.046104 , 0.081186 , 0.09069 , 0.06724 , 0.098441 , 0.0835 , 0.065977 , 0.051982 , 0.081018 , 0.067464 , 0.066711 , 0.065878 , 0.072838 , 0.077634 , 0.072092 , 0.051851 , 0.049911 , 0.053842 , 0.047609 , 0.065188 , 0.079276 , 0.083543 , 0.077721 , 0.084283 , 0.086523 , 0.082057 , 0.07012 , 0.06265 , 0.052026 , 0.065735 , 0.051229 , 0.056952 , 0.055341 , 0.048076 , 0.077839 , 0.072366 , 0.080284 , 0.063004 , 0.057916 , 0.069747 , 0.10282 , 0.065393 , 0.10565 , 0.087723 , 0.095281 , 0.064789 , 0.062065 , 0.066873 , 0.05707 , 0.08057 , 0.065797 , 0.065474 , 0.060404 , 0.068913 , 0.057201 , 0.060777 , 0.055273 , 0.062556 , 0.056473 , 0.082803 , 0.064621 , 0.060298 , 0.077715 , 0.080383 , 0.066743 , 0.057618 , 0.04532 , 0.060566 , 0.06344 , 0.055907 , 0.099685 , 0.085447 , 0.067949 , 0.079755 , 0.067141 , 0.047143 , 0.066058 , 0.072173 , 0.076869 , 0.05786 
 520 , 0.047208 , 0.082764 , 0.09237 , 0.068465 , 0.100192 , 0.084873 , 0.06819 , 0.053372 , 0.08257 , 0.069166 , 0.068065 , 0.066444 , 0.07374 , 0.07844 , 0.072839 , 0.05309 , 0.050975 , 0.054836 , 0.048779 , 0.066256 , 0.080974 , 0.084973 , 0.07926 , 0.086012 , 0.088189 , 0.083715 , 0.071719 , 0.063985 , 0.053397 , 0.067558 , 0.052984 , 0.058941 , 0.057126 , 0.048747 , 0.079685 , 0.072965 , 0.081487 , 0.064598 , 0.05946 , 0.071162 , 0.104441 , 0.066726 , 0.107213 , 0.089159 , 0.096719 , 0.066363 , 0.063591 , 0.068259 , 0.058309 , 0.082063 , 0.067064 , 0.066019 , 0.062001 , 0.071256 , 0.058828 , 0.062183 , 0.055844 , 0.063935 , 0.058046 , 0.083959 , 0.065987 , 0.061745 , 0.078934 , 0.08175 , 0.068484 , 0.058803 , 0.046363 , 0.061939 , 0.064999 , 0.057289 , 0.100649 , 0.086256 , 0.068572 , 0.080355 , 0.06789 , 0.047552 , 0.066619 , 0.072833 , 0.077708 , 0.058553 
 521 , 0.048459 , 0.084689 , 0.094505 , 0.069932 , 0.102402 , 0.086704 , 0.070671 , 0.055042 , 0.084505 , 0.071195 , 0.069723 , 0.067209 , 0.075093 , 0.079502 , 0.073911 , 0.054631 , 0.052275 , 0.056059 , 0.050133 , 0.067518 , 0.083014 , 0.086729 , 0.0811 , 0.088081 , 0.090197 , 0.085699 , 0.073646 , 0.065642 , 0.054972 , 0.069647 , 0.055029 , 0.061226 , 0.059211 , 0.04959 , 0.081909 , 0.073829 , 0.082964 , 0.066451 , 0.061264 , 0.072939 , 0.106489 , 0.06834 , 0.109225 , 0.090974 , 0.098555 , 0.068194 , 0.065472 , 0.069932 , 0.059786 , 0.083874 , 0.068611 , 0.066767 , 0.063905 , 0.074012 , 0.060721 , 0.063911 , 0.056627 , 0.065604 , 0.059931 , 0.085402 , 0.067632 , 0.063418 , 0.080494 , 0.083482 , 0.070513 , 0.06026 , 0.047651 , 0.063627 , 0.066842 , 0.058977 , 0.101941 , 0.087335 , 0.06942 , 0.081201 , 0.06887 , 0.048106 , 0.067462 , 0.073741 , 0.078826 , 0.059451 
 522 , 0.049709 , 0.086618 , 0.096636 , 0.071392 , 0.104613 , 0.088538 , 0.073147 , 0.056709 , 0.086433 , 0.073217 , 0.071373 , 0.067978 , 0.07644 , 0.080575 , 0.074991 , 0.056173 , 0.05357 , 0.057277 , 0.051483 , 0.068782 , 0.085054 , 0.088481 , 0.082942 , 0.090153 , 0.092208 , 0.087683 , 0.075578 , 0.067302 , 0.056543 , 0.071737 , 0.057079 , 0.063518 , 0.061291 , 0.05043 , 0.084135 , 0.074691 , 0.084448 , 0.06831 , 0.063065 , 0.074717 , 0.108543 , 0.06995 , 0.11123 , 0.092788 , 0.100388 , 0.070033 , 0.067347 , 0.071603 , 0.061265 , 0.085686 , 0.070167 , 0.067519 , 0.065809 , 0.076772 , 0.062605 , 0.065636 , 0.057411 , 0.067276 , 0.061814 , 0.086847 , 0.069267 , 0.065094 , 0.082042 , 0.08522 , 0.072541 , 0.061718 , 0.048937 , 0.065317 , 0.06868 , 0.060666 , 0.103221 , 0.088417 , 0.070263 , 0.082042 , 0.069848 , 0.048663 , 0.068304 , 0.074659 , 0.079943 , 0.060353 
 523 , 0.050955 , 0.088543 , 0.098771 , 0.072855 , 0.106827 , 0.090367 , 0.075627 , 0.05838 , 0.088356 , 0.075246 , 0.073029 , 0.068743 , 0.077792 , 0.08164 , 0.076065 , 0.057709 , 0.054867 , 0.058496 , 0.052837 , 0.070045 , 0.087092 , 0.090238 , 0.084785 , 0.092223 , 0.094214 , 0.08967 , 0.077509 , 0.068962 , 0.058115 , 0.073828 , 0.059121 , 0.065811 , 0.063368 , 0.051271 , 0.086358 , 0.075556 , 0.085932 , 0.070168 , 0.064863 , 0.076497 , 0.110591 , 0.07156 , 0.11324 , 0.094607 , 0.102219 , 0.071869 , 0.069227 , 0.073274 , 0.062736 , 0.087492 , 0.071721 , 0.068266 , 0.067712 , 0.079532 , 0.064496 , 0.067364 , 0.058193 , 0.06895 , 0.063697 , 0.088291 , 0.070909 , 0.066771 , 0.083599 , 0.086951 , 0.074576 , 0.063181 , 0.050227 , 0.067003 , 0.070522 , 0.06235 , 0.104507 , 0.089496 , 0.071109 , 0.08289 , 0.070831 , 0.049221 , 0.069143 , 0.075569 , 0.08106 , 0.061248 
 524 , 0.052268 , 0.090494 , 0.100956 , 0.074356 , 0.109009 , 0.092167 , 0.078236 , 0.060015 , 0.090286 , 0.07724 , 0.074643 , 0.069532 , 0.079109 , 0.082663 , 0.077188 , 0.059266 , 0.056083 , 0.05967 , 0.054182 , 0.071381 , 0.089192 , 0.091985 , 0.086699 , 0.094361 , 0.096243 , 0.091699 , 0.079428 , 0.07062 , 0.059729 , 0.075938 , 0.061187 , 0.068165 , 0.065457 , 0.052131 , 0.088626 , 0.07642 , 0.087402 , 0.072019 , 0.066694 , 0.078249 , 0.1127 , 0.073191 , 0.115291 , 0.096497 , 0.104081 , 0.073777 , 0.071101 , 0.074968 , 0.064292 , 0.089349 , 0.073302 , 0.069044 , 0.069669 , 0.082357 , 0.066414 , 0.069083 , 0.058999 , 0.070633 , 0.065594 , 0.089739 , 0.072592 , 0.06851 , 0.08513 , 0.088743 , 0.076635 , 0.064663 , 0.051533 , 0.068686 , 0.072429 , 0.064058 , 0.105812 , 0.090573 , 0.071961 , 0.08375 , 0.071798 , 0.049807 , 0.069956 , 0.076459 , 0.082162 , 0.062137 
 525 , 0.053603 , 0.092455 , 0.103148 , 0.075876 , 0.111184 , 0.093954 , 0.080887 , 0.061645 , 0.092218 , 0.07923 , 0.076251 , 0.070326 , 0.080414 , 0.083682 , 0.078322 , 0.060823 , 0.057279 , 0.060836 , 0.055529 , 0.072746 , 0.091317 , 0.093737 , 0.088634 , 0.096519 , 0.098288 , 0.093737 , 0.081341 , 0.072272 , 0.061349 , 0.078046 , 0.063263 , 0.070543 , 0.067544 , 0.053011 , 0.090909 , 0.07729 , 0.088864 , 0.07387 , 0.068537 , 0.079993 , 0.11482 , 0.07483 , 0.117352 , 0.098419 , 0.105942 , 0.075705 , 0.072983 , 0.076678 , 0.06588 , 0.091218 , 0.074896 , 0.069826 , 0.071641 , 0.085201 , 0.068353 , 0.070799 , 0.059817 , 0.072312 , 0.067498 , 0.091192 , 0.074291 , 0.070273 , 0.086661 , 0.090548 , 0.078704 , 0.06615 , 0.052846 , 0.070372 , 0.07437 , 0.065769 , 0.107133 , 0.091659 , 0.072818 , 0.084616 , 0.072766 , 0.050413 , 0.070766 , 0.077343 , 0.083261 , 0.063026 
 526 , 0.05494 , 0.094416 , 0.10535 , 0.077391 , 0.113354 , 0.095745 , 0.083542 , 0.063276 , 0.09415 , 0.081218 , 0.077863 , 0.071121 , 0.081722 , 0.084698 , 0.079451 , 0.062379 , 0.058474 , 0.061994 , 0.056873 , 0.07411 , 0.093446 , 0.095486 , 0.09057 , 0.098681 , 0.100335 , 0.095771 , 0.083257 , 0.073924 , 0.062964 , 0.080161 , 0.065335 , 0.072928 , 0.069633 , 0.053884 , 0.093201 , 0.078155 , 0.090331 , 0.075724 , 0.070377 , 0.081736 , 0.116947 , 0.076462 , 0.119412 , 0.100335 , 0.107807 , 0.077637 , 0.074861 , 0.078388 , 0.067468 , 0.093088 , 0.076495 , 0.070616 , 0.073612 , 0.088046 , 0.070291 , 0.072523 , 0.060626 , 0.073997 , 0.069401 , 0.092643 , 0.07599 , 0.072031 , 0.088192 , 0.09235 , 0.080779 , 0.06764 , 0.054156 , 0.072051 , 0.076309 , 0.067488 , 0.108458 , 0.092742 , 0.073672 , 0.085482 , 0.073738 , 0.051014 , 0.071573 , 0.078228 , 0.084366 , 0.063914 
 527 , 0.056286 , 0.096338 , 0.107521 , 0.078895 , 0.115525 , 0.097539 , 0.08614 , 0.06488 , 0.096089 , 0.083209 , 0.079485 , 0.071871 , 0.082974 , 0.085745 , 0.080545 , 0.063921 , 0.059654 , 0.063163 , 0.058205 , 0.07542 , 0.095539 , 0.097243 , 0.09248 , 0.100779 , 0.102389 , 0.09778 , 0.085141 , 0.075588 , 0.064565 , 0.082243 , 0.067383 , 0.075245 , 0.071676 , 0.054743 , 0.095479 , 0.079016 , 0.091776 , 0.077526 , 0.072173 , 0.08345 , 0.119054 , 0.07809 , 0.121435 , 0.102228 , 0.109668 , 0.079526 , 0.076708 , 0.080076 , 0.069026 , 0.094949 , 0.078063 , 0.071388 , 0.075534 , 0.090803 , 0.072193 , 0.074219 , 0.061412 , 0.075661 , 0.07126 , 0.094063 , 0.077661 , 0.073729 , 0.089709 , 0.094137 , 0.082826 , 0.069107 , 0.055448 , 0.073716 , 0.078191 , 0.069161 , 0.109775 , 0.093829 , 0.074521 , 0.086348 , 0.074702 , 0.051604 , 0.072387 , 0.07913 , 0.085449 , 0.0648 
 528 , 0.057644 , 0.098194 , 0.109633 , 0.080361 , 0.1177 , 0.099352 , 0.088651 , 0.066449 , 0.098031 , 0.085203 , 0.081119 , 0.072558 , 0.084126 , 0.086815 , 0.081559 , 0.06544 , 0.060834 , 0.064322 , 0.059514 , 0.076642 , 0.097571 , 0.09902 , 0.094367 , 0.102772 , 0.104425 , 0.099731 , 0.086964 , 0.077245 , 0.066124 , 0.084269 , 0.069382 , 0.077462 , 0.073649 , 0.055579 , 0.097753 , 0.079853 , 0.093188 , 0.07925 , 0.073892 , 0.085095 , 0.12112 , 0.079704 , 0.123416 , 0.104066 , 0.11153 , 0.081349 , 0.078498 , 0.081722 , 0.070547 , 0.096785 , 0.079575 , 0.072125 , 0.077374 , 0.093419 , 0.074062 , 0.075877 , 0.062155 , 0.077286 , 0.073053 , 0.095424 , 0.07929 , 0.075342 , 0.09119 , 0.095904 , 0.084824 , 0.07052 , 0.056696 , 0.075342 , 0.079995 , 0.07077 , 0.111083 , 0.094902 , 0.075349 , 0.087194 , 0.075653 , 0.052158 , 0.073215 , 0.080049 , 0.08651 , 0.065663 
 529 , 0.058997 , 0.100047 , 0.111752 , 0.081833 , 0.119868 , 0.101168 , 0.091159 , 0.068022 , 0.099979 , 0.0872 , 0.082756 , 0.073246 , 0.085272 , 0.087891 , 0.082585 , 0.066956 , 0.062012 , 0.065479 , 0.060823 , 0.077868 , 0.09961 , 0.100799 , 0.096259 , 0.104758 , 0.10646 , 0.101674 , 0.088793 , 0.0789 , 0.06768 , 0.086291 , 0.071379 , 0.079679 , 0.075611 , 0.056413 , 0.10002 , 0.080685 , 0.094605 , 0.080965 , 0.075611 , 0.086742 , 0.123184 , 0.08132 , 0.125392 , 0.105907 , 0.113393 , 0.08318 , 0.080295 , 0.083372 , 0.07207 , 0.098618 , 0.081088 , 0.072863 , 0.079215 , 0.096041 , 0.075919 , 0.077539 , 0.062901 , 0.078921 , 0.074846 , 0.096786 , 0.080917 , 0.076958 , 0.092663 , 0.097675 , 0.086817 , 0.071926 , 0.057944 , 0.076965 , 0.081792 , 0.072377 , 0.112395 , 0.095972 , 0.076179 , 0.088048 , 0.076603 , 0.052721 , 0.074039 , 0.080972 , 0.087569 , 0.066525 
 530 , 0.060351 , 0.101904 , 0.113863 , 0.083291 , 0.122041 , 0.102973 , 0.09365 , 0.069585 , 0.10191 , 0.089185 , 0.084381 , 0.073933 , 0.086424 , 0.088964 , 0.083602 , 0.068467 , 0.063188 , 0.066631 , 0.062118 , 0.079081 , 0.101634 , 0.102573 , 0.098136 , 0.106748 , 0.108487 , 0.103615 , 0.090613 , 0.080551 , 0.069226 , 0.088301 , 0.073374 , 0.081883 , 0.077577 , 0.057246 , 0.102283 , 0.081517 , 0.096017 , 0.082684 , 0.077321 , 0.088384 , 0.125244 , 0.082925 , 0.127362 , 0.107742 , 0.115251 , 0.084996 , 0.082076 , 0.085016 , 0.073581 , 0.100447 , 0.082594 , 0.073595 , 0.081041 , 0.098646 , 0.077777 , 0.079192 , 0.063643 , 0.080537 , 0.076631 , 0.098142 , 0.082539 , 0.078571 , 0.09414 , 0.09944 , 0.088798 , 0.073332 , 0.059185 , 0.078591 , 0.083588 , 0.073974 , 0.113698 , 0.097045 , 0.077004 , 0.088895 , 0.077549 , 0.053278 , 0.074865 , 0.08189 , 0.088626 , 0.067391 
 531 , 0.061463 , 0.103703 , 0.115813 , 0.08457 , 0.124082 , 0.104504 , 0.095859 , 0.07104 , 0.103599 , 0.09098 , 0.085774 , 0.074583 , 0.08757 , 0.089853 , 0.084619 , 0.069753 , 0.064219 , 0.067616 , 0.063259 , 0.080241 , 0.103501 , 0.104163 , 0.099833 , 0.10868 , 0.11035 , 0.105408 , 0.092268 , 0.082058 , 0.070609 , 0.09009 , 0.075153 , 0.083833 , 0.079336 , 0.057969 , 0.104253 , 0.08226 , 0.0973 , 0.084243 , 0.078849 , 0.089916 , 0.127165 , 0.084396 , 0.129232 , 0.109459 , 0.116906 , 0.086679 , 0.083707 , 0.086575 , 0.074931 , 0.102116 , 0.083958 , 0.074242 , 0.08267 , 0.101037 , 0.079371 , 0.080652 , 0.064345 , 0.081932 , 0.078265 , 0.099367 , 0.084097 , 0.080116 , 0.095518 , 0.101065 , 0.090521 , 0.074638 , 0.060245 , 0.080123 , 0.085273 , 0.075383 , 0.114923 , 0.098024 , 0.077777 , 0.089616 , 0.078425 , 0.053793 , 0.075606 , 0.082698 , 0.089581 , 0.068159 
 532 , 0.062572 , 0.105503 , 0.117769 , 0.085855 , 0.126133 , 0.106036 , 0.098072 , 0.072501 , 0.105285 , 0.092774 , 0.087174 , 0.075245 , 0.088718 , 0.090739 , 0.085637 , 0.071042 , 0.065245 , 0.0686 , 0.064403 , 0.081406 , 0.105363 , 0.105755 , 0.101531 , 0.110618 , 0.112218 , 0.107201 , 0.093932 , 0.083574 , 0.071989 , 0.091883 , 0.076929 , 0.085792 , 0.081097 , 0.058698 , 0.106233 , 0.083013 , 0.098584 , 0.085806 , 0.080381 , 0.091447 , 0.129095 , 0.085862 , 0.131101 , 0.11118 , 0.118562 , 0.08836 , 0.085343 , 0.088135 , 0.076283 , 0.103784 , 0.085322 , 0.074894 , 0.084304 , 0.10344 , 0.080978 , 0.082115 , 0.065049 , 0.083329 , 0.079897 , 0.100598 , 0.085651 , 0.081666 , 0.096914 , 0.102689 , 0.092247 , 0.075947 , 0.061316 , 0.081659 , 0.086957 , 0.076796 , 0.116148 , 0.099012 , 0.078557 , 0.090339 , 0.079301 , 0.05432 , 0.076354 , 0.083504 , 0.090535 , 0.068922 
 533 , 0.06369 , 0.107296 , 0.119719 , 0.087141 , 0.128187 , 0.107565 , 0.100286 , 0.073962 , 0.106971 , 0.09457 , 0.088578 , 0.0759 , 0.089872 , 0.091627 , 0.08666 , 0.072328 , 0.066272 , 0.069583 , 0.065544 , 0.082571 , 0.107233 , 0.107346 , 0.103221 , 0.112552 , 0.114088 , 0.109001 , 0.095588 , 0.08509 , 0.073375 , 0.093678 , 0.078716 , 0.087743 , 0.082862 , 0.059424 , 0.108209 , 0.083767 , 0.099861 , 0.087368 , 0.081914 , 0.092978 , 0.131016 , 0.087325 , 0.132976 , 0.112906 , 0.120221 , 0.090035 , 0.086972 , 0.089695 , 0.077634 , 0.10545 , 0.086682 , 0.075547 , 0.085939 , 0.105832 , 0.082579 , 0.083576 , 0.065749 , 0.084722 , 0.081532 , 0.101821 , 0.087212 , 0.083215 , 0.098298 , 0.104311 , 0.093968 , 0.077259 , 0.062381 , 0.083194 , 0.088648 , 0.078207 , 0.117377 , 0.099996 , 0.079331 , 0.091068 , 0.08018 , 0.05484 , 0.077103 , 0.084319 , 0.091485 , 0.069696 
