  time  ,:55:46 A,:56:00 A,:56:14 A,:56:22 A,:56:30 A,:56:54 A,:57:03 A,:57:11 A,:57:19 A,:57:26 A,:57:58 A,:58:05 A,:58:13 A,:58:21 A,:58:29 A,:59:01 A,:59:09 A,:59:17 A,:59:27 A,:59:36 A,:00:32 A,:00:40 A,:00:46 A,:00:54 A,:01:03 A,:01:19 A,:01:25 A,:01:32 A,:01:39 A,:01:48 A,:02:23 A,:02:30 A,:02:38 A,:02:45 A,:02:54 A,:03:11 A,:03:18 A,:03:27 A,:03:34 A,:03:42 A,:04:27 A,:04:37 A,:04:44 A,:04:54 A,:05:02 A,:05:28 A,:05:36 A,:05:46 A,:05:54 A,:06:02 A,:06:37 A,:06:45 A,:06:52 A,:07:02 A,:07:09 A,:07:43 A,:07:52 A,:08:01 A,:08:08 A,:08:25 A,:09:23 A,:09:31 A,:09:38 A,:09:46 A,:09:54 A,:10:13 A,:10:21 A,:10:28 A,:10:35 A,:10:43 A,:11:21 A,:11:29 A,:11:36 A,:11:45 A,:11:56 A,:12:15 A,:12:25 A,:12:32 A,:12:40 A,:12:47 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 968 , 0.165849 , 0.327475 , 0.363919 , 0.190199 , 0.338075 , 0.269251 , 0.382573 , 0.217696 , 0.33946 , 0.323268 , 0.25339 , 0.104741 , 0.216151 , 0.172535 , 0.162598 , 0.203078 , 0.138718 , 0.13735 , 0.159857 , 0.163817 , 0.351446 , 0.342866 , 0.324023 , 0.39046 , 0.332952 , 0.325139 , 0.33835 , 0.268496 , 0.235372 , 0.333433 , 0.320222 , 0.380449 , 0.349277 , 0.124838 , 0.412348 , 0.123344 , 0.236013 , 0.272525 , 0.249315 , 0.262331 , 0.34626 , 0.29004 , 0.334898 , 0.281191 , 0.291477 , 0.309914 , 0.3085 , 0.302433 , 0.255102 , 0.310303 , 0.239333 , 0.132937 , 0.261387 , 0.432611 , 0.298895 , 0.262657 , 0.118542 , 0.232504 , 0.250775 , 0.202087 , 0.279909 , 0.285416 , 0.279337 , 0.262217 , 0.349506 , 0.289159 , 0.232338 , 0.314556 , 0.319387 , 0.262245 , 0.272789 , 0.193072 , 0.140819 , 0.137075 , 0.141076 , 0.086677 , 0.11908 , 0.135936 , 0.167664 , 0.116647 
 969 , 0.165625 , 0.327389 , 0.363723 , 0.190701 , 0.337739 , 0.269748 , 0.381591 , 0.21758 , 0.339525 , 0.323283 , 0.252862 , 0.104853 , 0.21677 , 0.172953 , 0.163 , 0.203124 , 0.138366 , 0.137585 , 0.159502 , 0.163953 , 0.352391 , 0.343563 , 0.323323 , 0.390154 , 0.332742 , 0.325218 , 0.338549 , 0.268421 , 0.235523 , 0.333765 , 0.319527 , 0.380218 , 0.349462 , 0.124932 , 0.412875 , 0.123559 , 0.236539 , 0.272637 , 0.249175 , 0.262402 , 0.346337 , 0.290166 , 0.335103 , 0.281844 , 0.291355 , 0.310004 , 0.308493 , 0.302377 , 0.255527 , 0.310745 , 0.239285 , 0.13318 , 0.261856 , 0.432541 , 0.299338 , 0.263166 , 0.119298 , 0.232593 , 0.250548 , 0.202032 , 0.279747 , 0.285422 , 0.279426 , 0.262408 , 0.34918 , 0.289408 , 0.232392 , 0.315127 , 0.319624 , 0.262362 , 0.273447 , 0.193526 , 0.140956 , 0.137114 , 0.141778 , 0.086956 , 0.119326 , 0.136074 , 0.168071 , 0.117092 
 970 , 0.16583 , 0.327919 , 0.36324 , 0.190942 , 0.337386 , 0.269657 , 0.380845 , 0.216871 , 0.339747 , 0.323557 , 0.252058 , 0.105706 , 0.216969 , 0.173551 , 0.163957 , 0.203286 , 0.138248 , 0.137018 , 0.159055 , 0.164038 , 0.353384 , 0.344121 , 0.323256 , 0.389674 , 0.332635 , 0.324955 , 0.338622 , 0.26859 , 0.235793 , 0.334051 , 0.319305 , 0.380439 , 0.349283 , 0.12497 , 0.413445 , 0.123439 , 0.236814 , 0.272349 , 0.248722 , 0.262545 , 0.346348 , 0.29025 , 0.335176 , 0.282111 , 0.291636 , 0.310152 , 0.308528 , 0.302965 , 0.256153 , 0.311608 , 0.239476 , 0.1337 , 0.262116 , 0.432431 , 0.29985 , 0.263392 , 0.119906 , 0.23266 , 0.250335 , 0.202357 , 0.279478 , 0.285226 , 0.279472 , 0.262673 , 0.349167 , 0.289443 , 0.232979 , 0.315645 , 0.320152 , 0.26258 , 0.274211 , 0.193552 , 0.141305 , 0.137459 , 0.14239 , 0.086877 , 0.119135 , 0.136577 , 0.16804 , 0.117342 
 971 , 0.166219 , 0.328619 , 0.36292 , 0.191605 , 0.336988 , 0.269836 , 0.381057 , 0.216539 , 0.340778 , 0.323505 , 0.251763 , 0.106787 , 0.217485 , 0.174019 , 0.164669 , 0.203939 , 0.138215 , 0.136462 , 0.15897 , 0.164274 , 0.354156 , 0.344835 , 0.324109 , 0.389786 , 0.333053 , 0.325084 , 0.33845 , 0.269285 , 0.236226 , 0.334248 , 0.319797 , 0.381092 , 0.349739 , 0.125173 , 0.413844 , 0.123409 , 0.237067 , 0.272326 , 0.248524 , 0.263127 , 0.346495 , 0.290829 , 0.336007 , 0.282466 , 0.292367 , 0.310406 , 0.3087 , 0.303551 , 0.256603 , 0.312426 , 0.240149 , 0.134315 , 0.262506 , 0.433107 , 0.30058 , 0.263284 , 0.120675 , 0.233098 , 0.250562 , 0.203178 , 0.27921 , 0.285147 , 0.279361 , 0.262941 , 0.349571 , 0.28943 , 0.233869 , 0.315629 , 0.32054 , 0.262727 , 0.275031 , 0.193671 , 0.141668 , 0.138279 , 0.142777 , 0.086763 , 0.119044 , 0.137333 , 0.167867 , 0.117559 
 972 , 0.166604 , 0.329322 , 0.362605 , 0.192267 , 0.336599 , 0.270017 , 0.381276 , 0.216211 , 0.341808 , 0.323468 , 0.251485 , 0.107867 , 0.218 , 0.17449 , 0.165384 , 0.20459 , 0.138194 , 0.135911 , 0.158886 , 0.164507 , 0.354922 , 0.345543 , 0.324955 , 0.3899 , 0.33348 , 0.325211 , 0.338283 , 0.269994 , 0.236653 , 0.33445 , 0.320286 , 0.381746 , 0.350206 , 0.125377 , 0.414233 , 0.123379 , 0.237327 , 0.272299 , 0.248326 , 0.263704 , 0.346634 , 0.291406 , 0.336837 , 0.282816 , 0.293096 , 0.310657 , 0.308874 , 0.304135 , 0.257049 , 0.313247 , 0.240829 , 0.134936 , 0.262891 , 0.433775 , 0.301307 , 0.263176 , 0.121428 , 0.23354 , 0.250794 , 0.204009 , 0.278943 , 0.285064 , 0.279256 , 0.26321 , 0.349974 , 0.289419 , 0.234754 , 0.315611 , 0.320919 , 0.262874 , 0.275836 , 0.193783 , 0.142032 , 0.1391 , 0.143171 , 0.086653 , 0.118954 , 0.138089 , 0.167696 , 0.117769 
 973 , 0.167092 , 0.329694 , 0.362149 , 0.192775 , 0.336688 , 0.271206 , 0.382391 , 0.216484 , 0.342591 , 0.324229 , 0.252991 , 0.108236 , 0.21841 , 0.175207 , 0.165562 , 0.204912 , 0.139214 , 0.136885 , 0.159368 , 0.164745 , 0.354921 , 0.345936 , 0.32538 , 0.390605 , 0.334225 , 0.325047 , 0.338189 , 0.271381 , 0.23693 , 0.334528 , 0.320721 , 0.382607 , 0.351027 , 0.125949 , 0.413987 , 0.123252 , 0.237934 , 0.272385 , 0.248542 , 0.264095 , 0.3468 , 0.291833 , 0.337348 , 0.283233 , 0.293304 , 0.311017 , 0.309073 , 0.304373 , 0.256803 , 0.313919 , 0.241402 , 0.135536 , 0.263085 , 0.434083 , 0.301425 , 0.262881 , 0.120578 , 0.233672 , 0.251082 , 0.204749 , 0.278702 , 0.285119 , 0.279222 , 0.263289 , 0.350584 , 0.289334 , 0.23446 , 0.315349 , 0.32089 , 0.263108 , 0.275859 , 0.193931 , 0.14204 , 0.139827 , 0.143797 , 0.086891 , 0.118926 , 0.138467 , 0.167559 , 0.11791 
 974 , 0.167357 , 0.33005 , 0.362019 , 0.192854 , 0.337869 , 0.271781 , 0.382746 , 0.216316 , 0.34265 , 0.325048 , 0.253788 , 0.108376 , 0.218205 , 0.17601 , 0.16601 , 0.205273 , 0.140275 , 0.137709 , 0.159399 , 0.16471 , 0.354725 , 0.345979 , 0.325456 , 0.391363 , 0.334715 , 0.324634 , 0.338703 , 0.272183 , 0.237078 , 0.334639 , 0.320896 , 0.382932 , 0.350667 , 0.126282 , 0.413851 , 0.123063 , 0.23857 , 0.271647 , 0.248599 , 0.264061 , 0.347355 , 0.291779 , 0.337373 , 0.283418 , 0.293272 , 0.311352 , 0.309026 , 0.304437 , 0.256662 , 0.313981 , 0.241678 , 0.135902 , 0.263093 , 0.43424 , 0.300933 , 0.262802 , 0.119518 , 0.233364 , 0.251013 , 0.204929 , 0.278532 , 0.285237 , 0.279337 , 0.263449 , 0.350194 , 0.289138 , 0.233562 , 0.315468 , 0.320937 , 0.263402 , 0.275646 , 0.19423 , 0.142006 , 0.140187 , 0.144222 , 0.086996 , 0.11883 , 0.138601 , 0.167451 , 0.117985 
 975 , 0.16759 , 0.330415 , 0.361936 , 0.192863 , 0.339245 , 0.272266 , 0.382992 , 0.216083 , 0.342595 , 0.325884 , 0.254479 , 0.108481 , 0.217904 , 0.176844 , 0.166502 , 0.205648 , 0.141356 , 0.138518 , 0.159353 , 0.164641 , 0.354496 , 0.345969 , 0.325483 , 0.392142 , 0.335168 , 0.32418 , 0.339321 , 0.2729 , 0.237209 , 0.334755 , 0.321033 , 0.38319 , 0.350122 , 0.126588 , 0.413727 , 0.122865 , 0.239222 , 0.270765 , 0.248627 , 0.263954 , 0.347976 , 0.291653 , 0.337326 , 0.28358 , 0.293206 , 0.31168 , 0.308946 , 0.304479 , 0.256538 , 0.31396 , 0.241903 , 0.136238 , 0.263076 , 0.434376 , 0.300337 , 0.262762 , 0.118416 , 0.232986 , 0.250896 , 0.205026 , 0.278379 , 0.285365 , 0.279479 , 0.263617 , 0.349651 , 0.288925 , 0.232567 , 0.315653 , 0.320998 , 0.26371 , 0.275401 , 0.194556 , 0.141961 , 0.14049 , 0.14462 , 0.087087 , 0.118724 , 0.138692 , 0.167345 , 0.118055 
 976 , 0.167237 , 0.331156 , 0.361422 , 0.192643 , 0.340533 , 0.272729 , 0.382879 , 0.215764 , 0.342117 , 0.326204 , 0.254561 , 0.108213 , 0.217707 , 0.177229 , 0.166506 , 0.205587 , 0.141459 , 0.138983 , 0.159263 , 0.164807 , 0.354301 , 0.345608 , 0.325699 , 0.393138 , 0.335355 , 0.324284 , 0.340151 , 0.273135 , 0.237401 , 0.335088 , 0.321425 , 0.383238 , 0.349766 , 0.126973 , 0.414131 , 0.123105 , 0.239547 , 0.270317 , 0.248564 , 0.26388 , 0.348884 , 0.291588 , 0.337686 , 0.283632 , 0.293154 , 0.311845 , 0.309235 , 0.304207 , 0.256689 , 0.313799 , 0.241965 , 0.136136 , 0.263155 , 0.435025 , 0.300212 , 0.262917 , 0.118222 , 0.232796 , 0.250878 , 0.204983 , 0.278679 , 0.285621 , 0.280002 , 0.263915 , 0.349174 , 0.28906 , 0.232106 , 0.316229 , 0.321268 , 0.264239 , 0.275954 , 0.194991 , 0.142167 , 0.140392 , 0.144492 , 0.086964 , 0.118912 , 0.138681 , 0.167799 , 0.117984 
 977 , 0.166828 , 0.331556 , 0.360788 , 0.192455 , 0.341221 , 0.273086 , 0.382445 , 0.215663 , 0.341533 , 0.326515 , 0.254884 , 0.107739 , 0.217972 , 0.177466 , 0.166203 , 0.20502 , 0.141051 , 0.139199 , 0.159247 , 0.165069 , 0.354017 , 0.344948 , 0.325653 , 0.393834 , 0.335312 , 0.324692 , 0.340463 , 0.273138 , 0.237597 , 0.335312 , 0.321509 , 0.382983 , 0.34974 , 0.127416 , 0.4146 , 0.123457 , 0.239524 , 0.270672 , 0.248437 , 0.263924 , 0.349619 , 0.291582 , 0.337899 , 0.283746 , 0.292931 , 0.311693 , 0.309541 , 0.303996 , 0.256973 , 0.31365 , 0.241978 , 0.13586 , 0.263311 , 0.435429 , 0.300553 , 0.26279 , 0.118417 , 0.232898 , 0.250949 , 0.204996 , 0.279023 , 0.285482 , 0.280453 , 0.264086 , 0.349254 , 0.289435 , 0.232336 , 0.316856 , 0.321729 , 0.264804 , 0.277067 , 0.195384 , 0.142486 , 0.140154 , 0.144292 , 0.086794 , 0.119163 , 0.13869 , 0.168472 , 0.117977 
 978 , 0.166548 , 0.331571 , 0.360187 , 0.192355 , 0.34148 , 0.273372 , 0.381872 , 0.215757 , 0.340994 , 0.326986 , 0.255595 , 0.107223 , 0.218567 , 0.177723 , 0.16582 , 0.204207 , 0.140551 , 0.139325 , 0.159311 , 0.165329 , 0.353655 , 0.344174 , 0.325344 , 0.394232 , 0.335167 , 0.325154 , 0.340318 , 0.273112 , 0.237778 , 0.335386 , 0.321275 , 0.382572 , 0.349914 , 0.127879 , 0.414958 , 0.123768 , 0.239333 , 0.271505 , 0.248294 , 0.264041 , 0.350128 , 0.291606 , 0.337872 , 0.28394 , 0.292571 , 0.311348 , 0.309735 , 0.303931 , 0.257277 , 0.313557 , 0.242015 , 0.135585 , 0.263486 , 0.435475 , 0.301116 , 0.2624 , 0.118617 , 0.233176 , 0.251051 , 0.205097 , 0.279269 , 0.285004 , 0.280732 , 0.264128 , 0.349735 , 0.289883 , 0.232939 , 0.317395 , 0.32228 , 0.265336 , 0.278355 , 0.195726 , 0.142811 , 0.139938 , 0.144204 , 0.086653 , 0.119369 , 0.138753 , 0.169133 , 0.118062 
 979 , 0.166704 , 0.331037 , 0.360442 , 0.192607 , 0.341456 , 0.273271 , 0.381487 , 0.215949 , 0.3407 , 0.327264 , 0.256488 , 0.106884 , 0.219128 , 0.178144 , 0.165458 , 0.203961 , 0.140137 , 0.139301 , 0.159342 , 0.165521 , 0.353634 , 0.343861 , 0.325019 , 0.394491 , 0.33545 , 0.325666 , 0.340065 , 0.27304 , 0.237825 , 0.335306 , 0.320946 , 0.38233 , 0.350052 , 0.128137 , 0.415352 , 0.124018 , 0.239308 , 0.272307 , 0.248152 , 0.264386 , 0.35064 , 0.291611 , 0.337798 , 0.284307 , 0.292591 , 0.310983 , 0.309829 , 0.303951 , 0.257561 , 0.313579 , 0.242192 , 0.135528 , 0.263596 , 0.435428 , 0.301672 , 0.262079 , 0.118803 , 0.233331 , 0.251042 , 0.205213 , 0.279547 , 0.284653 , 0.280995 , 0.264132 , 0.350288 , 0.290284 , 0.23355 , 0.317791 , 0.322591 , 0.265771 , 0.27942 , 0.196126 , 0.14297 , 0.140079 , 0.14406 , 0.086681 , 0.119518 , 0.139041 , 0.169548 , 0.118307 
 980 , 0.167436 , 0.330043 , 0.361997 , 0.193325 , 0.341155 , 0.272804 , 0.381562 , 0.216118 , 0.340775 , 0.327223 , 0.257503 , 0.106876 , 0.219662 , 0.178714 , 0.165157 , 0.204586 , 0.139866 , 0.139245 , 0.159374 , 0.165669 , 0.354217 , 0.344331 , 0.324956 , 0.394918 , 0.336482 , 0.326303 , 0.339889 , 0.272902 , 0.237737 , 0.335222 , 0.320761 , 0.382494 , 0.35023 , 0.128185 , 0.415979 , 0.124272 , 0.239647 , 0.272919 , 0.248078 , 0.265116 , 0.351185 , 0.291696 , 0.337921 , 0.284946 , 0.29333 , 0.310766 , 0.310035 , 0.30412 , 0.25786 , 0.313994 , 0.242599 , 0.13585 , 0.263706 , 0.435429 , 0.302232 , 0.262176 , 0.119001 , 0.233289 , 0.251053 , 0.205386 , 0.280055 , 0.284675 , 0.281424 , 0.26427 , 0.350909 , 0.290695 , 0.234129 , 0.318137 , 0.322522 , 0.266072 , 0.280147 , 0.196587 , 0.142905 , 0.140701 , 0.143889 , 0.086966 , 0.119668 , 0.139682 , 0.169662 , 0.118765 
 981 , 0.168138 , 0.329855 , 0.363843 , 0.193996 , 0.341156 , 0.272812 , 0.382123 , 0.215895 , 0.340926 , 0.327042 , 0.258151 , 0.10709 , 0.220274 , 0.179065 , 0.164968 , 0.205412 , 0.139622 , 0.139697 , 0.159548 , 0.16594 , 0.355167 , 0.345155 , 0.325655 , 0.396375 , 0.33798 , 0.327088 , 0.340339 , 0.272801 , 0.237783 , 0.335684 , 0.321334 , 0.383136 , 0.35065 , 0.128443 , 0.417124 , 0.124743 , 0.240383 , 0.273134 , 0.248145 , 0.266028 , 0.351847 , 0.29207 , 0.338814 , 0.285683 , 0.294544 , 0.311063 , 0.310948 , 0.304372 , 0.258289 , 0.315028 , 0.243082 , 0.136343 , 0.264066 , 0.435939 , 0.30283 , 0.26314 , 0.119294 , 0.233122 , 0.251494 , 0.205688 , 0.281017 , 0.285223 , 0.282375 , 0.264889 , 0.351484 , 0.291351 , 0.234555 , 0.318952 , 0.322312 , 0.266402 , 0.280833 , 0.196971 , 0.142891 , 0.141303 , 0.143811 , 0.087297 , 0.120025 , 0.140405 , 0.169899 , 0.119202 
 982 , 0.168746 , 0.329822 , 0.365638 , 0.194584 , 0.341176 , 0.272869 , 0.382614 , 0.215749 , 0.341118 , 0.326979 , 0.258713 , 0.107299 , 0.220992 , 0.179369 , 0.164862 , 0.20622 , 0.139438 , 0.1401 , 0.159735 , 0.166168 , 0.356039 , 0.345986 , 0.326317 , 0.397858 , 0.339455 , 0.327877 , 0.340784 , 0.272691 , 0.237841 , 0.336175 , 0.321915 , 0.383748 , 0.351027 , 0.128637 , 0.418235 , 0.125225 , 0.241133 , 0.273329 , 0.248245 , 0.266919 , 0.352472 , 0.292463 , 0.339679 , 0.286427 , 0.295715 , 0.311384 , 0.311868 , 0.304674 , 0.25869 , 0.31604 , 0.24355 , 0.13678 , 0.264439 , 0.436419 , 0.303408 , 0.26407 , 0.119591 , 0.23299 , 0.251917 , 0.205995 , 0.281909 , 0.285765 , 0.283319 , 0.265497 , 0.352098 , 0.292014 , 0.234918 , 0.31974 , 0.322197 , 0.266706 , 0.281466 , 0.197329 , 0.142914 , 0.141884 , 0.143754 , 0.087619 , 0.120391 , 0.141113 , 0.170208 , 0.119677 
 983 , 0.168655 , 0.330888 , 0.366945 , 0.194503 , 0.341362 , 0.27334 , 0.382573 , 0.216184 , 0.34161 , 0.327798 , 0.258531 , 0.107429 , 0.222462 , 0.179337 , 0.165404 , 0.206805 , 0.139717 , 0.140103 , 0.159985 , 0.166049 , 0.356269 , 0.34681 , 0.326628 , 0.3994 , 0.340676 , 0.328594 , 0.341126 , 0.272464 , 0.237963 , 0.336872 , 0.322541 , 0.384147 , 0.351035 , 0.128378 , 0.419011 , 0.125795 , 0.241888 , 0.273328 , 0.248581 , 0.267616 , 0.35277 , 0.293032 , 0.340267 , 0.287221 , 0.296479 , 0.311882 , 0.312781 , 0.305305 , 0.258836 , 0.316863 , 0.243923 , 0.136736 , 0.264877 , 0.436674 , 0.303812 , 0.264716 , 0.11984 , 0.233103 , 0.252126 , 0.206332 , 0.282206 , 0.28623 , 0.284137 , 0.265979 , 0.352978 , 0.29272 , 0.234746 , 0.320246 , 0.322742 , 0.266739 , 0.281727 , 0.197455 , 0.143187 , 0.142282 , 0.14385 , 0.087881 , 0.120745 , 0.141665 , 0.171007 , 0.120371 
 984 , 0.168419 , 0.33154 , 0.367229 , 0.194321 , 0.341051 , 0.273519 , 0.382671 , 0.216918 , 0.341741 , 0.327948 , 0.258192 , 0.107605 , 0.223446 , 0.179017 , 0.165598 , 0.207257 , 0.140127 , 0.139449 , 0.160224 , 0.165701 , 0.355965 , 0.347465 , 0.326506 , 0.399325 , 0.341304 , 0.329 , 0.340988 , 0.272864 , 0.237848 , 0.336718 , 0.322293 , 0.384803 , 0.350815 , 0.127806 , 0.419428 , 0.126024 , 0.242308 , 0.273537 , 0.248359 , 0.267634 , 0.3527 , 0.293346 , 0.340097 , 0.287841 , 0.296892 , 0.311621 , 0.312857 , 0.305334 , 0.258181 , 0.316696 , 0.243934 , 0.136518 , 0.264474 , 0.436491 , 0.303541 , 0.264497 , 0.11995 , 0.233394 , 0.251434 , 0.206458 , 0.281789 , 0.286869 , 0.284163 , 0.265635 , 0.353413 , 0.292996 , 0.234193 , 0.320322 , 0.322995 , 0.266847 , 0.281513 , 0.197671 , 0.1433 , 0.142828 , 0.143759 , 0.08806 , 0.120806 , 0.142168 , 0.171626 , 0.120789 
 985 , 0.168174 , 0.332184 , 0.36747 , 0.194134 , 0.340725 , 0.273688 , 0.38277 , 0.217671 , 0.341859 , 0.328065 , 0.257838 , 0.107782 , 0.224419 , 0.17868 , 0.165785 , 0.207704 , 0.140547 , 0.138766 , 0.160464 , 0.165344 , 0.355641 , 0.34812 , 0.326358 , 0.399198 , 0.341916 , 0.3294 , 0.340833 , 0.273292 , 0.237726 , 0.336537 , 0.322011 , 0.385473 , 0.350589 , 0.127218 , 0.419837 , 0.126249 , 0.242721 , 0.273751 , 0.248111 , 0.267633 , 0.352611 , 0.293645 , 0.3399 , 0.288461 , 0.297293 , 0.311333 , 0.312897 , 0.305342 , 0.257482 , 0.316489 , 0.24393 , 0.136291 , 0.264041 , 0.436294 , 0.303245 , 0.264247 , 0.120052 , 0.233693 , 0.250706 , 0.20657 , 0.281346 , 0.287521 , 0.284153 , 0.265261 , 0.353831 , 0.293255 , 0.233625 , 0.32039 , 0.323236 , 0.266963 , 0.281277 , 0.197898 , 0.143411 , 0.143388 , 0.143657 , 0.088243 , 0.120848 , 0.142672 , 0.172241 , 0.121197 
 986 , 0.167742 , 0.333024 , 0.36716 , 0.193362 , 0.340788 , 0.273739 , 0.382935 , 0.217297 , 0.341253 , 0.327313 , 0.257539 , 0.108479 , 0.22435 , 0.177909 , 0.166177 , 0.2076 , 0.140545 , 0.138343 , 0.160259 , 0.165362 , 0.355462 , 0.347933 , 0.326493 , 0.398646 , 0.341087 , 0.329389 , 0.340765 , 0.273968 , 0.237378 , 0.336356 , 0.321596 , 0.386002 , 0.350703 , 0.126984 , 0.420218 , 0.126192 , 0.243021 , 0.274123 , 0.24786 , 0.267551 , 0.352457 , 0.294089 , 0.339968 , 0.288917 , 0.29765 , 0.31085 , 0.312949 , 0.304887 , 0.256909 , 0.316263 , 0.243686 , 0.135952 , 0.263687 , 0.43679 , 0.302863 , 0.264031 , 0.119948 , 0.233725 , 0.250119 , 0.206626 , 0.281032 , 0.287925 , 0.2839 , 0.265057 , 0.353708 , 0.29308 , 0.233685 , 0.320874 , 0.323557 , 0.267253 , 0.281204 , 0.197806 , 0.143573 , 0.143389 , 0.143618 , 0.087871 , 0.120384 , 0.142271 , 0.172117 , 0.120894 
 987 , 0.167415 , 0.334114 , 0.367262 , 0.192756 , 0.341147 , 0.273881 , 0.383088 , 0.21671 , 0.341044 , 0.326696 , 0.257488 , 0.108994 , 0.224357 , 0.177423 , 0.166618 , 0.207648 , 0.140532 , 0.138101 , 0.159809 , 0.165546 , 0.35566 , 0.347601 , 0.326415 , 0.398679 , 0.339954 , 0.329322 , 0.340883 , 0.274094 , 0.236944 , 0.336647 , 0.321738 , 0.386023 , 0.350926 , 0.126804 , 0.420661 , 0.12615 , 0.243221 , 0.274392 , 0.247898 , 0.267668 , 0.352548 , 0.294368 , 0.340333 , 0.289438 , 0.297916 , 0.310452 , 0.313077 , 0.304834 , 0.256995 , 0.316453 , 0.243473 , 0.135711 , 0.263896 , 0.437513 , 0.30284 , 0.264034 , 0.119719 , 0.233264 , 0.249904 , 0.206611 , 0.280886 , 0.287959 , 0.283958 , 0.265066 , 0.353918 , 0.292734 , 0.234044 , 0.321394 , 0.324295 , 0.267376 , 0.281471 , 0.197583 , 0.143759 , 0.143146 , 0.143427 , 0.087396 , 0.119914 , 0.141621 , 0.171777 , 0.120544 
 988 , 0.167155 , 0.335334 , 0.367629 , 0.192285 , 0.341606 , 0.274085 , 0.383225 , 0.216122 , 0.341108 , 0.326246 , 0.257563 , 0.109374 , 0.224517 , 0.177119 , 0.167063 , 0.207829 , 0.140554 , 0.137921 , 0.159274 , 0.165775 , 0.356034 , 0.347278 , 0.3262 , 0.399043 , 0.338802 , 0.329273 , 0.34108 , 0.273914 , 0.23649 , 0.337182 , 0.322171 , 0.3858 , 0.35117 , 0.126618 , 0.421146 , 0.126143 , 0.243381 , 0.274595 , 0.248085 , 0.267887 , 0.352766 , 0.294551 , 0.340828 , 0.290024 , 0.298145 , 0.310118 , 0.313237 , 0.305036 , 0.257414 , 0.31686 , 0.243295 , 0.135523 , 0.264379 , 0.438293 , 0.30301 , 0.26415 , 0.119447 , 0.232587 , 0.249865 , 0.20657 , 0.280804 , 0.287838 , 0.284198 , 0.265169 , 0.354363 , 0.292336 , 0.234504 , 0.321902 , 0.325244 , 0.267395 , 0.281897 , 0.197327 , 0.143948 , 0.142826 , 0.143146 , 0.086917 , 0.119493 , 0.140931 , 0.17139 , 0.120237 
 989 , 0.167001 , 0.335691 , 0.368118 , 0.191988 , 0.342135 , 0.27427 , 0.383244 , 0.215711 , 0.34146 , 0.326288 , 0.25785 , 0.109083 , 0.224101 , 0.177274 , 0.166784 , 0.207618 , 0.14103 , 0.137945 , 0.158806 , 0.165633 , 0.356082 , 0.347148 , 0.326019 , 0.399383 , 0.337877 , 0.328932 , 0.341196 , 0.273692 , 0.236085 , 0.337625 , 0.322545 , 0.385602 , 0.351343 , 0.126247 , 0.4212 , 0.125886 , 0.243382 , 0.274487 , 0.247823 , 0.267854 , 0.352665 , 0.294461 , 0.34099 , 0.290072 , 0.298061 , 0.309513 , 0.313233 , 0.305203 , 0.257547 , 0.317136 , 0.243159 , 0.135381 , 0.264689 , 0.438387 , 0.302966 , 0.264214 , 0.119184 , 0.232108 , 0.249832 , 0.206228 , 0.280663 , 0.287633 , 0.284251 , 0.265079 , 0.354674 , 0.291954 , 0.234792 , 0.322155 , 0.325692 , 0.26703 , 0.282168 , 0.197008 , 0.143731 , 0.142334 , 0.142678 , 0.086614 , 0.119013 , 0.140366 , 0.170801 , 0.119837 
 990 , 0.166913 , 0.33524 , 0.36863 , 0.191625 , 0.342916 , 0.274277 , 0.383066 , 0.215426 , 0.341806 , 0.326826 , 0.258392 , 0.108263 , 0.222862 , 0.177766 , 0.165992 , 0.206966 , 0.141744 , 0.138143 , 0.158395 , 0.16511 , 0.355578 , 0.347118 , 0.325944 , 0.399592 , 0.337135 , 0.32844 , 0.341211 , 0.273544 , 0.235759 , 0.337793 , 0.322498 , 0.385362 , 0.351428 , 0.125756 , 0.420629 , 0.125401 , 0.243349 , 0.274128 , 0.247247 , 0.267643 , 0.352253 , 0.294289 , 0.340821 , 0.289549 , 0.297832 , 0.30864 , 0.312984 , 0.305211 , 0.257139 , 0.317134 , 0.243057 , 0.135172 , 0.264723 , 0.43783 , 0.302663 , 0.264197 , 0.118927 , 0.23194 , 0.24964 , 0.205655 , 0.280511 , 0.28734 , 0.284054 , 0.264861 , 0.354491 , 0.291576 , 0.234734 , 0.321989 , 0.3254 , 0.266395 , 0.282217 , 0.19657 , 0.143158 , 0.141709 , 0.142242 , 0.086499 , 0.118486 , 0.139889 , 0.170107 , 0.11931 
