  time  ,:31:52 A,:32:01 A,:32:11 A,:32:23 A,:32:31 A,:33:08 A,:33:15 A,:33:22 A,:33:32 A,:33:44 A,:34:19 A,:34:30 A,:34:36 A,:34:43 A,:34:50 A,:35:35 A,:35:42 A,:35:48 A,:35:57 A,:36:02 A,:36:35 A,:36:41 A,:36:47 A,:36:54 A,:37:01 A,:37:35 A,:37:47 A,:37:54 A,:38:01 A,:38:19 A,:38:58 A,:39:05 A,:39:12 A,:39:19 A,:39:29 A,:40:03 A,:40:11 A,:40:17 A,:40:23 A,:40:34 A,:41:17 A,:41:26 A,:41:36 A,:41:43 A,:41:52 A,:42:26 A,:42:32 A,:42:39 A,:42:45 A,:42:55 A,:44:44 A,:44:51 A,:44:59 A,:45:06 A,:45:15 A,:45:48 A,:45:56 A,:46:05 A,:46:15 A,:46:22 A,:46:57 A,:47:06 A,:47:15 A,:47:21 A,:47:31 A,:48:04 A,:48:12 A,:48:19 A,:48:28 A,:48:39 A,:49:13 A,:49:20 A,:49:28 A,:49:37 A,:49:44 A,:50:30 A,:50:41 A,:50:50 A,:51:00 A,:51:11 A,:51:48 A,:51:55 A,:52:03 A,:52:12 A,:52:25 A,:52:59 A,:53:08 A,:53:15 A,:53:25 A,:53:36 A,:54:15 A,:54:26 A,:54:33 A,:54:41 A,:54:49 A,:55:30 A,:55:37 A,:55:46 A,:55:53 A,:56:02 A,:58:11 A,:58:19 A,:58:25 A,:58:38 A,:58:46 A,:59:21 A,:59:28 A,:59:37 A,:59:48 A,:59:58 A,:00:33 A,:00:41 A,:00:57 A,:01:06 A,:01:15 A,:01:50 A,:01:59 A,:02:07 A,:02:14 A,:02:21 A,:03:01 A,:03:12 A,:03:21 A,:03:32 A,:03:40 A,:04:20 A,:04:28 A,:04:38 A,:04:46 A,:04:53 A,:05:40 A,:05:47 A,:05:55 A,:06:02 A,:06:09 A,:06:49 A,:06:56 A,:07:04 A,:07:11 A,:07:20 A,:07:59 A,:08:06 A,:08:16 A,:08:26 A,:08:40 A,:09:16 A,:09:23 A,:09:30 A,:09:37 A,:09:44 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 414 , 0.030487 , 0.017226 , 0.022978 , 0.018241 , 0.026561 , 0.027915 , 0.033059 , 0.028134 , 0.017072 , 0.016741 , 0.021048 , 0.019044 , 0.016099 , 0.020413 , 0.019571 , 0.028953 , 0.014 , 0.021321 , 0.024308 , 0.031671 , 0.025912 , 0.027004 , 0.026654 , 0.021959 , 0.026623 , 0.023112 , 0.029864 , 0.018137 , 0.034063 , 0.02485 , 0.023505 , 0.022005 , 0.02427 , 0.023497 , 0.021109 , 0.014984 , 0.014219 , 0.017379 , 0.020409 , 0.015668 , 0.014365 , 0.018248 , 0.016976 , 0.015734 , 0.013438 , 0.021713 , 0.026138 , 0.017872 , 0.023505 , 0.018287 , 0.018568 , 0.028984 , 0.020467 , 0.015865 , 0.018479 , 0.018987 , 0.025093 , 0.030756 , 0.027838 , 0.024973 , 0.03304 , 0.029514 , 0.023651 , 0.019094 , 0.02287 , 0.017745 , 0.02229 , 0.022278 , 0.020252 , 0.023185 , 0.018022 , 0.020113 , 0.021348 , 0.018137 , 0.018245 , 0.019244 , 0.018821 , 0.020967 , 0.01703 , 0.022682 , 0.021944 , 0.033332 , 0.025854 , 0.027084 , 0.031383 , 0.018502 , 0.022382 , 0.023405 , 0.013565 , 0.018433 , 0.021382 , 0.025854 , 0.02452 , 0.016891 , 0.023981 , 0.01315 , 0.016622 , 0.018137 , 0.014507 , 0.017114 , 0.032133 , 0.025912 , 0.018768 , 0.0251 , 0.023462 , 0.019364 , 0.026631 , 0.034048 , 0.02853 , 0.022978 , 0.016676 , 0.024673 , 0.020713 , 0.009643 , 0.0138 , 0.023924 , 0.021059 , 0.026023 , 0.024823 , 0.02187 , 0.025531 , 0.023697 , 0.020625 , 0.023185 , 0.030591 , 0.023943 , 0.017303 , 0.027373 , 0.020552 , 0.020894 , 0.022413 , 0.018829 , 0.030176 , 0.025923 , 0.021901 , 0.017156 , 0.022155 , 0.034832 , 0.025973 , 0.01746 , 0.025185 , 0.023593 , 0.027146 , 0.01966 , 0.031337 , 0.030733 , 0.020729 , 0.019929 , 0.021728 , 0.017526 
 415 , 0.030864 , 0.017446 , 0.023289 , 0.018494 , 0.026812 , 0.028339 , 0.033377 , 0.028439 , 0.017153 , 0.016874 , 0.021278 , 0.019306 , 0.016271 , 0.020729 , 0.019855 , 0.029259 , 0.014245 , 0.021572 , 0.024553 , 0.031993 , 0.026205 , 0.027264 , 0.026924 , 0.022187 , 0.026893 , 0.023335 , 0.030183 , 0.018398 , 0.034398 , 0.025122 , 0.023738 , 0.02216 , 0.02453 , 0.023714 , 0.021321 , 0.015177 , 0.014411 , 0.017532 , 0.020633 , 0.015846 , 0.014523 , 0.018417 , 0.017137 , 0.015927 , 0.013576 , 0.022098 , 0.026545 , 0.018092 , 0.023714 , 0.01849 , 0.018869 , 0.029487 , 0.020679 , 0.016062 , 0.018738 , 0.019125 , 0.025276 , 0.03103 , 0.028111 , 0.025234 , 0.033381 , 0.029758 , 0.023915 , 0.019248 , 0.023146 , 0.01791 , 0.022504 , 0.022496 , 0.020401 , 0.023405 , 0.018212 , 0.020366 , 0.021603 , 0.018421 , 0.018506 , 0.019434 , 0.01904 , 0.021182 , 0.017245 , 0.022945 , 0.022179 , 0.033721 , 0.026143 , 0.027368 , 0.031684 , 0.018711 , 0.022632 , 0.023591 , 0.013758 , 0.018653 , 0.021669 , 0.026058 , 0.024739 , 0.01706 , 0.024252 , 0.013255 , 0.016785 , 0.018309 , 0.014678 , 0.01733 , 0.032492 , 0.02615 , 0.018935 , 0.025435 , 0.023741 , 0.019639 , 0.02692 , 0.034541 , 0.028892 , 0.023239 , 0.01687 , 0.024867 , 0.020911 , 0.009748 , 0.013955 , 0.024159 , 0.021255 , 0.026297 , 0.025052 , 0.022063 , 0.025806 , 0.023954 , 0.02083 , 0.023494 , 0.030852 , 0.024209 , 0.017454 , 0.027689 , 0.020718 , 0.021089 , 0.022647 , 0.019059 , 0.030442 , 0.026193 , 0.022156 , 0.01733 , 0.022458 , 0.035229 , 0.02639 , 0.017725 , 0.025466 , 0.023857 , 0.027446 , 0.019828 , 0.031711 , 0.030988 , 0.020911 , 0.020134 , 0.021897 , 0.017663 
 416 , 0.031244 , 0.017662 , 0.023591 , 0.018752 , 0.027093 , 0.028731 , 0.033714 , 0.028723 , 0.017246 , 0.017028 , 0.021553 , 0.019545 , 0.016429 , 0.021047 , 0.020129 , 0.029563 , 0.014503 , 0.021829 , 0.024817 , 0.03231 , 0.026505 , 0.027544 , 0.027206 , 0.022428 , 0.027163 , 0.023556 , 0.030501 , 0.018651 , 0.034726 , 0.025381 , 0.023957 , 0.022327 , 0.024801 , 0.023934 , 0.021549 , 0.015375 , 0.014612 , 0.017686 , 0.020856 , 0.016032 , 0.01469 , 0.018596 , 0.017336 , 0.016122 , 0.013714 , 0.022463 , 0.026941 , 0.018297 , 0.023922 , 0.018701 , 0.019164 , 0.029987 , 0.020903 , 0.01625 , 0.018997 , 0.019285 , 0.025486 , 0.03131 , 0.0284 , 0.025509 , 0.033741 , 0.029999 , 0.024206 , 0.019421 , 0.023432 , 0.018086 , 0.022724 , 0.022712 , 0.02058 , 0.023626 , 0.018402 , 0.020607 , 0.021876 , 0.018686 , 0.01876 , 0.019604 , 0.019261 , 0.021401 , 0.017464 , 0.023191 , 0.022417 , 0.034131 , 0.026424 , 0.027641 , 0.032002 , 0.018911 , 0.022868 , 0.023778 , 0.013947 , 0.018872 , 0.021954 , 0.02628 , 0.024969 , 0.017231 , 0.02456 , 0.013379 , 0.016935 , 0.018479 , 0.014854 , 0.017526 , 0.032843 , 0.026381 , 0.01911 , 0.025778 , 0.024008 , 0.019919 , 0.027233 , 0.035041 , 0.02926 , 0.023494 , 0.017059 , 0.025058 , 0.021109 , 0.009854 , 0.014118 , 0.024412 , 0.021459 , 0.026564 , 0.025272 , 0.022249 , 0.026081 , 0.024202 , 0.021035 , 0.023794 , 0.031119 , 0.024463 , 0.017604 , 0.027995 , 0.020891 , 0.021308 , 0.022887 , 0.019293 , 0.030726 , 0.026451 , 0.022428 , 0.017507 , 0.022763 , 0.035617 , 0.026797 , 0.017985 , 0.025747 , 0.024132 , 0.027746 , 0.020004 , 0.032076 , 0.031252 , 0.021102 , 0.020339 , 0.022078 , 0.017814 
 417 , 0.031645 , 0.017888 , 0.023896 , 0.01904 , 0.027467 , 0.029084 , 0.03414 , 0.028975 , 0.017387 , 0.017254 , 0.021965 , 0.01976 , 0.016565 , 0.021374 , 0.020406 , 0.029891 , 0.014818 , 0.022126 , 0.025149 , 0.032636 , 0.026852 , 0.027878 , 0.027549 , 0.022733 , 0.027451 , 0.023794 , 0.030839 , 0.018895 , 0.035064 , 0.025638 , 0.024158 , 0.022533 , 0.025113 , 0.024197 , 0.021859 , 0.015609 , 0.014857 , 0.017865 , 0.021092 , 0.016267 , 0.014904 , 0.018832 , 0.01763 , 0.016338 , 0.013871 , 0.022819 , 0.027346 , 0.018476 , 0.024134 , 0.018957 , 0.019467 , 0.030521 , 0.02119 , 0.016432 , 0.019271 , 0.019525 , 0.025787 , 0.031634 , 0.028744 , 0.025834 , 0.034183 , 0.030255 , 0.024589 , 0.019658 , 0.023751 , 0.018307 , 0.022987 , 0.022932 , 0.020845 , 0.023876 , 0.018589 , 0.020845 , 0.022204 , 0.018914 , 0.01902 , 0.019749 , 0.019525 , 0.021632 , 0.017704 , 0.02341 , 0.022678 , 0.034625 , 0.026696 , 0.027917 , 0.032397 , 0.019102 , 0.023081 , 0.023974 , 0.014137 , 0.019102 , 0.022243 , 0.026558 , 0.025243 , 0.017442 , 0.024984 , 0.013561 , 0.017062 , 0.018664 , 0.015077 , 0.017697 , 0.033192 , 0.026621 , 0.01931 , 0.026179 , 0.024275 , 0.02023 , 0.027628 , 0.035597 , 0.02968 , 0.023766 , 0.017242 , 0.02527 , 0.021311 , 0.009974 , 0.014329 , 0.024734 , 0.021703 , 0.026829 , 0.025489 , 0.022435 , 0.026378 , 0.024452 , 0.02126 , 0.024091 , 0.03143 , 0.024718 , 0.017771 , 0.028309 , 0.021103 , 0.021605 , 0.023159 , 0.019561 , 0.031081 , 0.026692 , 0.02276 , 0.017708 , 0.023093 , 0.036004 , 0.027201 , 0.018241 , 0.026057 , 0.024452 , 0.028054 , 0.020218 , 0.03246 , 0.031563 , 0.021335 , 0.020563 , 0.022294 , 0.018018 
 418 , 0.032035 , 0.018108 , 0.024188 , 0.019322 , 0.02783 , 0.029422 , 0.034549 , 0.029221 , 0.017521 , 0.017473 , 0.022364 , 0.019968 , 0.016697 , 0.02169 , 0.020673 , 0.030206 , 0.015121 , 0.022415 , 0.025469 , 0.032949 , 0.027187 , 0.028208 , 0.027885 , 0.023026 , 0.027731 , 0.024019 , 0.031168 , 0.019136 , 0.035392 , 0.025887 , 0.024346 , 0.022734 , 0.025414 , 0.024449 , 0.022159 , 0.01583 , 0.015093 , 0.018037 , 0.02132 , 0.016492 , 0.015109 , 0.019058 , 0.017911 , 0.016543 , 0.014021 , 0.023164 , 0.027739 , 0.018648 , 0.024342 , 0.019203 , 0.019759 , 0.031037 , 0.021465 , 0.016606 , 0.019538 , 0.019759 , 0.02608 , 0.031948 , 0.029075 , 0.026151 , 0.034612 , 0.030502 , 0.024957 , 0.019885 , 0.024058 , 0.018518 , 0.023239 , 0.023144 , 0.021103 , 0.024114 , 0.01877 , 0.021075 , 0.022521 , 0.01914 , 0.019274 , 0.019889 , 0.019783 , 0.021859 , 0.017942 , 0.023625 , 0.022927 , 0.035104 , 0.026955 , 0.028184 , 0.032779 , 0.019286 , 0.023286 , 0.024161 , 0.014325 , 0.019329 , 0.022525 , 0.026829 , 0.025509 , 0.017643 , 0.025394 , 0.013738 , 0.017182 , 0.018849 , 0.01529 , 0.01786 , 0.033532 , 0.026852 , 0.019503 , 0.026565 , 0.024535 , 0.020527 , 0.028007 , 0.036133 , 0.030084 , 0.024027 , 0.017418 , 0.025477 , 0.021509 , 0.010084 , 0.014534 , 0.025048 , 0.021938 , 0.027085 , 0.025694 , 0.022612 , 0.026667 , 0.024689 , 0.021477 , 0.024378 , 0.031723 , 0.024969 , 0.017934 , 0.02861 , 0.021308 , 0.021887 , 0.02342 , 0.019822 , 0.031424 , 0.026927 , 0.023081 , 0.017903 , 0.023416 , 0.036373 , 0.027593 , 0.018486 , 0.02636 , 0.02476 , 0.028354 , 0.020425 , 0.032831 , 0.031865 , 0.021564 , 0.020784 , 0.022506 , 0.01821 
 419 , 0.032411 , 0.018317 , 0.02447 , 0.01959 , 0.028181 , 0.029751 , 0.034945 , 0.029454 , 0.017647 , 0.017683 , 0.022749 , 0.020168 , 0.016822 , 0.021996 , 0.02093 , 0.030508 , 0.015411 , 0.022698 , 0.025782 , 0.033252 , 0.027511 , 0.028522 , 0.028205 , 0.023308 , 0.028003 , 0.024236 , 0.031488 , 0.019364 , 0.03571 , 0.026127 , 0.024534 , 0.022928 , 0.025707 , 0.024688 , 0.022448 , 0.016049 , 0.01532 , 0.018202 , 0.021536 , 0.016711 , 0.015308 , 0.019276 , 0.018186 , 0.016747 , 0.014166 , 0.023495 , 0.028122 , 0.018812 , 0.024545 , 0.019443 , 0.020038 , 0.031539 , 0.02173 , 0.016775 , 0.019796 , 0.019982 , 0.026361 , 0.032253 , 0.029394 , 0.026456 , 0.035028 , 0.030738 , 0.025311 , 0.020109 , 0.024359 , 0.018721 , 0.023483 , 0.023348 , 0.021354 , 0.024347 , 0.018947 , 0.021298 , 0.022829 , 0.019356 , 0.019518 , 0.020022 , 0.02003 , 0.022075 , 0.018166 , 0.023832 , 0.023174 , 0.035563 , 0.02721 , 0.028443 , 0.033149 , 0.019467 , 0.023483 , 0.024343 , 0.014503 , 0.019546 , 0.022797 , 0.027091 , 0.025763 , 0.017837 , 0.025794 , 0.013904 , 0.017302 , 0.019023 , 0.015494 , 0.018016 , 0.033862 , 0.027079 , 0.019689 , 0.02694 , 0.024783 , 0.020819 , 0.028375 , 0.03665 , 0.030473 , 0.02428 , 0.017587 , 0.025675 , 0.021695 , 0.010197 , 0.014733 , 0.025346 , 0.022167 , 0.027333 , 0.025893 , 0.022785 , 0.026948 , 0.024922 , 0.021683 , 0.024652 , 0.032011 , 0.025208 , 0.018091 , 0.028903 , 0.021504 , 0.022163 , 0.023673 , 0.020073 , 0.031753 , 0.027154 , 0.023388 , 0.018091 , 0.023725 , 0.036733 , 0.027971 , 0.018729 , 0.026651 , 0.025057 , 0.028641 , 0.02062 , 0.033188 , 0.032154 , 0.021782 , 0.020997 , 0.02271 , 0.0184 
 420 , 0.032844 , 0.018603 , 0.024836 , 0.019812 , 0.028645 , 0.030184 , 0.035372 , 0.029833 , 0.017897 , 0.017977 , 0.022938 , 0.020446 , 0.017044 , 0.022304 , 0.021231 , 0.030894 , 0.015704 , 0.02299 , 0.026092 , 0.03359 , 0.027879 , 0.028824 , 0.028521 , 0.023556 , 0.02837 , 0.024541 , 0.031827 , 0.019644 , 0.036086 , 0.026439 , 0.024776 , 0.023205 , 0.026029 , 0.024924 , 0.022695 , 0.016282 , 0.015565 , 0.018436 , 0.021821 , 0.016944 , 0.015525 , 0.019513 , 0.018472 , 0.016944 , 0.014352 , 0.023955 , 0.028593 , 0.019058 , 0.024776 , 0.019712 , 0.020402 , 0.03211 , 0.022025 , 0.016984 , 0.020103 , 0.020214 , 0.026647 , 0.032625 , 0.029733 , 0.026798 , 0.035448 , 0.031061 , 0.025658 , 0.02035 , 0.024713 , 0.018914 , 0.023732 , 0.02362 , 0.021602 , 0.024621 , 0.019174 , 0.021566 , 0.023149 , 0.019636 , 0.019788 , 0.020246 , 0.020322 , 0.022364 , 0.018404 , 0.024063 , 0.023397 , 0.036014 , 0.02752 , 0.028752 , 0.033558 , 0.019712 , 0.023736 , 0.024589 , 0.014715 , 0.01978 , 0.023137 , 0.027416 , 0.026013 , 0.018009 , 0.026128 , 0.014097 , 0.017523 , 0.019241 , 0.015744 , 0.01826 , 0.034299 , 0.027361 , 0.019951 , 0.027345 , 0.02506 , 0.02112 , 0.02874 , 0.037227 , 0.030934 , 0.024553 , 0.017822 , 0.025897 , 0.021937 , 0.010297 , 0.014899 , 0.025638 , 0.022416 , 0.02762 , 0.026192 , 0.022998 , 0.027257 , 0.025211 , 0.021945 , 0.024996 , 0.032353 , 0.025518 , 0.018292 , 0.029231 , 0.021738 , 0.022432 , 0.023995 , 0.020346 , 0.032098 , 0.02744 , 0.023676 , 0.018332 , 0.024007 , 0.037199 , 0.028433 , 0.01899 , 0.02695 , 0.025327 , 0.029024 , 0.020848 , 0.033534 , 0.032521 , 0.022009 , 0.021251 , 0.02291 , 0.018619 
 421 , 0.033271 , 0.018888 , 0.025201 , 0.020023 , 0.02911 , 0.030621 , 0.035792 , 0.03022 , 0.018159 , 0.018275 , 0.023097 , 0.020724 , 0.017273 , 0.022608 , 0.021534 , 0.031282 , 0.015994 , 0.023273 , 0.026392 , 0.033916 , 0.028248 , 0.029114 , 0.028829 , 0.023799 , 0.028741 , 0.024849 , 0.03216 , 0.019926 , 0.036461 , 0.026753 , 0.025025 , 0.02349 , 0.026348 , 0.025149 , 0.022933 , 0.016515 , 0.015802 , 0.018672 , 0.022107 , 0.017176 , 0.015741 , 0.019746 , 0.018752 , 0.017144 , 0.014543 , 0.024424 , 0.029062 , 0.019301 , 0.025005 , 0.019974 , 0.02076 , 0.032677 , 0.022311 , 0.017192 , 0.020407 , 0.020439 , 0.026929 , 0.032994 , 0.030064 , 0.027138 , 0.03586 , 0.031383 , 0.025999 , 0.020588 , 0.025065 , 0.019105 , 0.023971 , 0.023895 , 0.021842 , 0.024897 , 0.019401 , 0.021838 , 0.023466 , 0.019918 , 0.020055 , 0.020471 , 0.020616 , 0.022648 , 0.01864 , 0.024292 , 0.023618 , 0.036453 , 0.027831 , 0.029058 , 0.03396 , 0.019958 , 0.023987 , 0.024837 , 0.014928 , 0.020014 , 0.023474 , 0.027739 , 0.026256 , 0.018171 , 0.026452 , 0.01429 , 0.017754 , 0.019457 , 0.01599 , 0.018507 , 0.034742 , 0.027647 , 0.020219 , 0.027747 , 0.02533 , 0.021413 , 0.029098 , 0.037792 , 0.031387 , 0.024821 , 0.018054 , 0.026111 , 0.022183 , 0.010394 , 0.01506 , 0.025919 , 0.02266 , 0.027911 , 0.026496 , 0.023209 , 0.027567 , 0.025502 , 0.022207 , 0.025338 , 0.032693 , 0.025831 , 0.018491 , 0.029551 , 0.021975 , 0.022692 , 0.02432 , 0.020616 , 0.032437 , 0.027727 , 0.023951 , 0.018575 , 0.02428 , 0.03766 , 0.028897 , 0.019253 , 0.027246 , 0.025586 , 0.029406 , 0.021077 , 0.033868 , 0.032882 , 0.022235 , 0.02151 , 0.023105 , 0.018832 
 422 , 0.033688 , 0.019164 , 0.025558 , 0.020228 , 0.029566 , 0.031045 , 0.036206 , 0.030598 , 0.018411 , 0.018564 , 0.023253 , 0.020997 , 0.017497 , 0.022903 , 0.021827 , 0.031657 , 0.016276 , 0.023552 , 0.026686 , 0.03424 , 0.028608 , 0.029401 , 0.029127 , 0.024031 , 0.029103 , 0.025147 , 0.032483 , 0.020196 , 0.036826 , 0.027057 , 0.025264 , 0.023765 , 0.026658 , 0.025369 , 0.023165 , 0.016739 , 0.016034 , 0.018898 , 0.022383 , 0.0174 , 0.015949 , 0.019974 , 0.019027 , 0.017335 , 0.014725 , 0.024881 , 0.029518 , 0.019543 , 0.025232 , 0.020232 , 0.02111 , 0.033232 , 0.022593 , 0.017396 , 0.020707 , 0.020663 , 0.027202 , 0.033357 , 0.030388 , 0.027467 , 0.036258 , 0.031698 , 0.026331 , 0.02082 , 0.025413 , 0.019285 , 0.024208 , 0.02416 , 0.022077 , 0.025163 , 0.01962 , 0.022097 , 0.023773 , 0.020196 , 0.020317 , 0.020691 , 0.020901 , 0.022931 , 0.018866 , 0.02451 , 0.02383 , 0.036882 , 0.028136 , 0.029357 , 0.034352 , 0.020196 , 0.024232 , 0.025078 , 0.015136 , 0.020244 , 0.023805 , 0.028056 , 0.026493 , 0.01833 , 0.026762 , 0.014475 , 0.017976 , 0.019668 , 0.016232 , 0.018749 , 0.03517 , 0.027927 , 0.020478 , 0.028136 , 0.025598 , 0.021702 , 0.029446 , 0.038345 , 0.031831 , 0.025082 , 0.018286 , 0.026327 , 0.02242 , 0.010491 , 0.015212 , 0.026194 , 0.022899 , 0.028193 , 0.026795 , 0.023415 , 0.027866 , 0.025783 , 0.022464 , 0.025671 , 0.033023 , 0.026134 , 0.018685 , 0.029865 , 0.022202 , 0.022943 , 0.024635 , 0.020877 , 0.032769 , 0.028007 , 0.024224 , 0.018814 , 0.024547 , 0.038115 , 0.029349 , 0.019507 , 0.027536 , 0.02584 , 0.02978 , 0.021296 , 0.034195 , 0.033241 , 0.022452 , 0.021755 , 0.023294 , 0.019044 
 423 , 0.034088 , 0.019441 , 0.025948 , 0.02045 , 0.029964 , 0.031418 , 0.036637 , 0.030973 , 0.018606 , 0.018825 , 0.023513 , 0.021276 , 0.017719 , 0.023213 , 0.022139 , 0.031998 , 0.016588 , 0.023845 , 0.026953 , 0.034575 , 0.028926 , 0.0297 , 0.029421 , 0.024291 , 0.029433 , 0.025413 , 0.032812 , 0.02047 , 0.037172 , 0.027379 , 0.025498 , 0.024011 , 0.026953 , 0.02562 , 0.023428 , 0.016961 , 0.016276 , 0.019117 , 0.02265 , 0.017638 , 0.016155 , 0.020178 , 0.019275 , 0.017561 , 0.014899 , 0.025324 , 0.029972 , 0.019781 , 0.025442 , 0.02049 , 0.021471 , 0.033776 , 0.022893 , 0.017589 , 0.021017 , 0.0209 , 0.027492 , 0.033699 , 0.030701 , 0.027772 , 0.036645 , 0.031973 , 0.026665 , 0.021025 , 0.025733 , 0.019502 , 0.024469 , 0.024425 , 0.022314 , 0.02545 , 0.019842 , 0.022366 , 0.024096 , 0.020454 , 0.020596 , 0.020912 , 0.021179 , 0.023165 , 0.019125 , 0.024765 , 0.024068 , 0.037318 , 0.028424 , 0.029639 , 0.034721 , 0.020413 , 0.024445 , 0.025296 , 0.015357 , 0.020511 , 0.024117 , 0.028379 , 0.026767 , 0.018505 , 0.027091 , 0.014656 , 0.018177 , 0.019866 , 0.016459 , 0.018975 , 0.035575 , 0.028197 , 0.020733 , 0.028505 , 0.025863 , 0.021998 , 0.029797 , 0.038902 , 0.032212 , 0.025349 , 0.018501 , 0.02652 , 0.022642 , 0.0106 , 0.015393 , 0.026459 , 0.023132 , 0.028477 , 0.027083 , 0.023602 , 0.02814 , 0.026074 , 0.022699 , 0.026001 , 0.033319 , 0.026422 , 0.018861 , 0.03017 , 0.022407 , 0.023213 , 0.024935 , 0.021122 , 0.033096 , 0.028258 , 0.02451 , 0.019044 , 0.02481 , 0.038525 , 0.029757 , 0.019749 , 0.027849 , 0.02611 , 0.030114 , 0.021528 , 0.034522 , 0.033606 , 0.02267 , 0.021994 , 0.023497 , 0.019246 
 424 , 0.03448 , 0.019716 , 0.026361 , 0.020685 , 0.03031 , 0.031748 , 0.03709 , 0.031345 , 0.018759 , 0.019064 , 0.023857 , 0.02156 , 0.017944 , 0.023543 , 0.022476 , 0.03231 , 0.01693 , 0.024154 , 0.027204 , 0.034924 , 0.029211 , 0.030009 , 0.029708 , 0.024577 , 0.029744 , 0.025648 , 0.033144 , 0.020742 , 0.037509 , 0.027717 , 0.025734 , 0.024231 , 0.027232 , 0.025897 , 0.023722 , 0.017179 , 0.016523 , 0.019329 , 0.022908 , 0.017887 , 0.01636 , 0.020367 , 0.019508 , 0.017818 , 0.015057 , 0.02577 , 0.03042 , 0.020025 , 0.02564 , 0.020754 , 0.021837 , 0.034313 , 0.023209 , 0.017777 , 0.02134 , 0.021153 , 0.027798 , 0.034024 , 0.031015 , 0.028059 , 0.037021 , 0.03222 , 0.027004 , 0.02121 , 0.026039 , 0.01974 , 0.024752 , 0.024683 , 0.02255 , 0.025746 , 0.020066 , 0.022639 , 0.024427 , 0.020697 , 0.020888 , 0.021128 , 0.02145 , 0.023368 , 0.01941 , 0.025041 , 0.024329 , 0.03777 , 0.028702 , 0.029907 , 0.035074 , 0.020615 , 0.024634 , 0.025498 , 0.015587 , 0.020811 , 0.024418 , 0.028714 , 0.027081 , 0.018689 , 0.027428 , 0.014829 , 0.01836 , 0.020058 , 0.016666 , 0.019194 , 0.035958 , 0.02847 , 0.02099 , 0.028861 , 0.026137 , 0.022305 , 0.030156 , 0.03946 , 0.032542 , 0.025616 , 0.01871 , 0.026695 , 0.022851 , 0.010725 , 0.015599 , 0.026715 , 0.02336 , 0.028759 , 0.027371 , 0.023783 , 0.028397 , 0.026369 , 0.022916 , 0.02634 , 0.033588 , 0.026699 , 0.019019 , 0.030465 , 0.022598 , 0.02349 , 0.025225 , 0.021357 , 0.033417 , 0.028486 , 0.024813 , 0.019276 , 0.025074 , 0.038906 , 0.030139 , 0.019988 , 0.028185 , 0.026393 , 0.030416 , 0.021776 , 0.03485 , 0.033987 , 0.022896 , 0.022216 , 0.023714 , 0.019451 
