  time  ,:31:52 A,:32:01 A,:32:11 A,:32:23 A,:32:31 A,:33:08 A,:33:15 A,:33:22 A,:33:32 A,:33:44 A,:34:19 A,:34:30 A,:34:36 A,:34:43 A,:34:50 A,:35:35 A,:35:42 A,:35:48 A,:35:57 A,:36:02 A,:36:35 A,:36:41 A,:36:47 A,:36:54 A,:37:01 A,:37:35 A,:37:47 A,:37:54 A,:38:01 A,:38:19 A,:38:58 A,:39:05 A,:39:12 A,:39:19 A,:39:29 A,:40:03 A,:40:11 A,:40:17 A,:40:23 A,:40:34 A,:41:17 A,:41:26 A,:41:36 A,:41:43 A,:41:52 A,:42:26 A,:42:32 A,:42:39 A,:42:45 A,:42:55 A,:44:44 A,:44:51 A,:44:59 A,:45:06 A,:45:15 A,:45:48 A,:45:56 A,:46:05 A,:46:15 A,:46:22 A,:46:57 A,:47:06 A,:47:15 A,:47:21 A,:47:31 A,:48:04 A,:48:12 A,:48:19 A,:48:28 A,:48:39 A,:49:13 A,:49:20 A,:49:28 A,:49:37 A,:49:44 A,:50:30 A,:50:41 A,:50:50 A,:51:00 A,:51:11 A,:51:48 A,:51:55 A,:52:03 A,:52:12 A,:52:25 A,:52:59 A,:53:08 A,:53:15 A,:53:25 A,:53:36 A,:54:15 A,:54:26 A,:54:33 A,:54:41 A,:54:49 A,:55:30 A,:55:37 A,:55:46 A,:55:53 A,:56:02 A,:58:11 A,:58:19 A,:58:25 A,:58:38 A,:58:46 A,:59:21 A,:59:28 A,:59:37 A,:59:48 A,:59:58 A,:00:33 A,:00:41 A,:00:57 A,:01:06 A,:01:15 A,:01:50 A,:01:59 A,:02:07 A,:02:14 A,:02:21 A,:03:01 A,:03:12 A,:03:21 A,:03:32 A,:03:40 A,:04:20 A,:04:28 A,:04:38 A,:04:46 A,:04:53 A,:05:40 A,:05:47 A,:05:55 A,:06:02 A,:06:09 A,:06:49 A,:06:56 A,:07:04 A,:07:11 A,:07:20 A,:07:59 A,:08:06 A,:08:16 A,:08:26 A,:08:40 A,:09:16 A,:09:23 A,:09:30 A,:09:37 A,:09:44 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 679 , 0.102122 , 0.045224 , 0.072767 , 0.05723 , 0.088418 , 0.090303 , 0.102849 , 0.080463 , 0.041309 , 0.042415 , 0.061348 , 0.059172 , 0.039948 , 0.073857 , 0.057261 , 0.083999 , 0.038827 , 0.056581 , 0.083615 , 0.082389 , 0.080374 , 0.075799 , 0.076142 , 0.058082 , 0.07271 , 0.059432 , 0.078946 , 0.051321 , 0.088236 , 0.069625 , 0.05468 , 0.055989 , 0.076807 , 0.067626 , 0.054161 , 0.040769 , 0.040177 , 0.044804 , 0.05116 , 0.043853 , 0.035135 , 0.046112 , 0.051154 , 0.039045 , 0.033073 , 0.059281 , 0.071038 , 0.046933 , 0.060122 , 0.049861 , 0.057121 , 0.083324 , 0.056534 , 0.039019 , 0.056233 , 0.049378 , 0.062054 , 0.082405 , 0.074174 , 0.06369 , 0.091103 , 0.069303 , 0.0742 , 0.048101 , 0.073208 , 0.041324 , 0.056628 , 0.060745 , 0.055511 , 0.066624 , 0.051809 , 0.0548 , 0.06396 , 0.053003 , 0.049773 , 0.055335 , 0.055558 , 0.056877 , 0.049789 , 0.057827 , 0.050137 , 0.109174 , 0.066276 , 0.078926 , 0.090682 , 0.052198 , 0.040146 , 0.049612 , 0.032055 , 0.039304 , 0.054971 , 0.071287 , 0.061135 , 0.041179 , 0.076802 , 0.033925 , 0.047203 , 0.050298 , 0.038318 , 0.05643 , 0.089197 , 0.066572 , 0.05144 , 0.083189 , 0.063067 , 0.063446 , 0.080759 , 0.097614 , 0.089685 , 0.063254 , 0.039699 , 0.062599 , 0.053995 , 0.022713 , 0.038619 , 0.068394 , 0.05507 , 0.067304 , 0.068098 , 0.054171 , 0.064993 , 0.067127 , 0.057001 , 0.068332 , 0.07715 , 0.068639 , 0.038712 , 0.075104 , 0.052058 , 0.060616 , 0.063908 , 0.052354 , 0.083895 , 0.065113 , 0.054711 , 0.04941 , 0.061483 , 0.085842 , 0.097807 , 0.049929 , 0.062688 , 0.060621 , 0.06909 , 0.048101 , 0.082779 , 0.080914 , 0.051476 , 0.053605 , 0.058554 , 0.049176 
 680 , 0.102616 , 0.045615 , 0.073254 , 0.057667 , 0.088784 , 0.090715 , 0.103335 , 0.080975 , 0.041628 , 0.042731 , 0.061739 , 0.059604 , 0.040362 , 0.074327 , 0.057579 , 0.084489 , 0.039212 , 0.057001 , 0.084098 , 0.082932 , 0.080751 , 0.076237 , 0.076466 , 0.058443 , 0.073062 , 0.059833 , 0.079299 , 0.051561 , 0.088669 , 0.070001 , 0.05507 , 0.056387 , 0.077242 , 0.068027 , 0.05458 , 0.04118 , 0.04056 , 0.045183 , 0.05155 , 0.044283 , 0.035563 , 0.046532 , 0.051582 , 0.039477 , 0.033366 , 0.059651 , 0.071474 , 0.047385 , 0.06051 , 0.050176 , 0.057501 , 0.083755 , 0.057032 , 0.039379 , 0.056611 , 0.049775 , 0.062436 , 0.082807 , 0.074639 , 0.064076 , 0.091501 , 0.069626 , 0.074587 , 0.04851 , 0.073681 , 0.041674 , 0.057126 , 0.061098 , 0.055892 , 0.067059 , 0.052175 , 0.055215 , 0.064352 , 0.053352 , 0.050181 , 0.055819 , 0.055965 , 0.057199 , 0.050207 , 0.058204 , 0.05054 , 0.109655 , 0.066684 , 0.079382 , 0.091184 , 0.052623 , 0.04042 , 0.049973 , 0.032413 , 0.039821 , 0.055356 , 0.071724 , 0.061562 , 0.041513 , 0.077284 , 0.03436 , 0.047661 , 0.050785 , 0.038712 , 0.056886 , 0.089633 , 0.067007 , 0.0518 , 0.083614 , 0.063483 , 0.063935 , 0.081256 , 0.098103 , 0.090226 , 0.063769 , 0.040102 , 0.062983 , 0.054414 , 0.022964 , 0.038863 , 0.068767 , 0.055481 , 0.067684 , 0.068496 , 0.054466 , 0.065357 , 0.067611 , 0.057428 , 0.068782 , 0.077591 , 0.069037 , 0.039045 , 0.07554 , 0.052446 , 0.060926 , 0.064373 , 0.052659 , 0.084395 , 0.065508 , 0.055148 , 0.049713 , 0.061806 , 0.086269 , 0.098249 , 0.050202 , 0.063191 , 0.061041 , 0.06962 , 0.048489 , 0.083271 , 0.081344 , 0.051837 , 0.053919 , 0.058974 , 0.049588 
 681 , 0.103352 , 0.04629 , 0.074007 , 0.05827 , 0.08942 , 0.091251 , 0.103959 , 0.08151 , 0.04223 , 0.043386 , 0.062325 , 0.0603 , 0.041048 , 0.075001 , 0.058077 , 0.085146 , 0.039907 , 0.057669 , 0.084727 , 0.08366 , 0.081274 , 0.076879 , 0.076979 , 0.059024 , 0.073604 , 0.060557 , 0.079851 , 0.052008 , 0.089362 , 0.070549 , 0.055623 , 0.057088 , 0.077863 , 0.068666 , 0.055246 , 0.041848 , 0.041247 , 0.04585 , 0.052264 , 0.044961 , 0.036256 , 0.047174 , 0.052291 , 0.040195 , 0.033896 , 0.060269 , 0.07214 , 0.048137 , 0.061148 , 0.050716 , 0.05815 , 0.084439 , 0.057763 , 0.040017 , 0.057245 , 0.050402 , 0.063042 , 0.083382 , 0.075279 , 0.064732 , 0.092036 , 0.070131 , 0.075127 , 0.049136 , 0.074379 , 0.042272 , 0.057993 , 0.061729 , 0.056481 , 0.067787 , 0.052793 , 0.055843 , 0.064941 , 0.053907 , 0.050889 , 0.056622 , 0.056675 , 0.057752 , 0.050909 , 0.058809 , 0.051208 , 0.110367 , 0.067311 , 0.080076 , 0.092036 , 0.053285 , 0.040833 , 0.050475 , 0.033017 , 0.040708 , 0.055895 , 0.072453 , 0.062314 , 0.042057 , 0.077947 , 0.035141 , 0.04833 , 0.051563 , 0.03941 , 0.057606 , 0.090288 , 0.067698 , 0.052411 , 0.084225 , 0.064135 , 0.064664 , 0.082012 , 0.098868 , 0.091042 , 0.064585 , 0.040781 , 0.063539 , 0.055074 , 0.023401 , 0.0393 , 0.069346 , 0.056099 , 0.068284 , 0.06909 , 0.054922 , 0.065919 , 0.068326 , 0.058103 , 0.069492 , 0.078229 , 0.069665 , 0.039672 , 0.076189 , 0.053096 , 0.06142 , 0.06515 , 0.053196 , 0.085193 , 0.066191 , 0.055874 , 0.050224 , 0.062278 , 0.086893 , 0.0988 , 0.050616 , 0.063968 , 0.06176 , 0.070471 , 0.049089 , 0.084031 , 0.082064 , 0.052531 , 0.054451 , 0.059636 , 0.050339 
 682 , 0.104228 , 0.047125 , 0.074927 , 0.058974 , 0.090224 , 0.091865 , 0.104652 , 0.082059 , 0.043016 , 0.044253 , 0.063025 , 0.061175 , 0.04191 , 0.075818 , 0.058696 , 0.08589 , 0.040789 , 0.058508 , 0.085434 , 0.084507 , 0.081886 , 0.077657 , 0.0776 , 0.05976 , 0.074251 , 0.061484 , 0.080508 , 0.05258 , 0.090214 , 0.071206 , 0.056275 , 0.057978 , 0.078585 , 0.069434 , 0.05606 , 0.042675 , 0.04212 , 0.046684 , 0.053183 , 0.045799 , 0.037104 , 0.047953 , 0.053167 , 0.041093 , 0.034578 , 0.061034 , 0.072941 , 0.049064 , 0.06194 , 0.051396 , 0.058979 , 0.085272 , 0.058639 , 0.040825 , 0.058025 , 0.051155 , 0.06379 , 0.084056 , 0.076012 , 0.065541 , 0.09264 , 0.070755 , 0.075734 , 0.049892 , 0.075205 , 0.043021 , 0.059079 , 0.062522 , 0.057187 , 0.068685 , 0.053566 , 0.056595 , 0.065656 , 0.054587 , 0.051773 , 0.057627 , 0.057559 , 0.05845 , 0.051789 , 0.05954 , 0.052025 , 0.111214 , 0.068056 , 0.080906 , 0.093075 , 0.054095 , 0.041323 , 0.05106 , 0.033771 , 0.041821 , 0.056521 , 0.073339 , 0.063271 , 0.042722 , 0.078726 , 0.036135 , 0.049116 , 0.052517 , 0.040306 , 0.058481 , 0.091073 , 0.068544 , 0.053178 , 0.084947 , 0.064917 , 0.06552 , 0.082914 , 0.099799 , 0.092001 , 0.065577 , 0.041622 , 0.064178 , 0.055887 , 0.023955 , 0.039845 , 0.070042 , 0.056836 , 0.06901 , 0.06978 , 0.055463 , 0.066584 , 0.069167 , 0.058922 , 0.070336 , 0.078983 , 0.07043 , 0.040479 , 0.07695 , 0.053906 , 0.061998 , 0.066117 , 0.053854 , 0.086142 , 0.067029 , 0.056783 , 0.050846 , 0.062815 , 0.087609 , 0.099401 , 0.051102 , 0.064896 , 0.062658 , 0.071515 , 0.049808 , 0.084947 , 0.082945 , 0.053408 , 0.055106 , 0.060441 , 0.051302 
 683 , 0.105126 , 0.04798 , 0.075863 , 0.059693 , 0.091046 , 0.092489 , 0.105357 , 0.082614 , 0.043817 , 0.04514 , 0.063746 , 0.062071 , 0.042793 , 0.07665 , 0.059325 , 0.086646 , 0.04169 , 0.059362 , 0.086153 , 0.08537 , 0.082509 , 0.078446 , 0.078241 , 0.060506 , 0.074907 , 0.062428 , 0.081186 , 0.053167 , 0.091088 , 0.071873 , 0.056936 , 0.058889 , 0.079317 , 0.070219 , 0.056889 , 0.043523 , 0.043019 , 0.047534 , 0.054122 , 0.046652 , 0.037973 , 0.048746 , 0.054059 , 0.042011 , 0.03527 , 0.061819 , 0.073757 , 0.050012 , 0.062753 , 0.052091 , 0.059824 , 0.086121 , 0.059535 , 0.041654 , 0.058816 , 0.051928 , 0.064549 , 0.084746 , 0.07676 , 0.066371 , 0.093261 , 0.07139 , 0.076356 , 0.050663 , 0.076052 , 0.043785 , 0.060197 , 0.063336 , 0.057908 , 0.069605 , 0.054348 , 0.057367 , 0.066381 , 0.055283 , 0.052679 , 0.058653 , 0.058469 , 0.059157 , 0.052684 , 0.060291 , 0.052862 , 0.112077 , 0.068822 , 0.081753 , 0.094138 , 0.05492 , 0.041827 , 0.05166 , 0.03454 , 0.042961 , 0.057162 , 0.074251 , 0.06425 , 0.043402 , 0.079517 , 0.037144 , 0.049928 , 0.053487 , 0.041223 , 0.059367 , 0.091875 , 0.069405 , 0.053965 , 0.085685 , 0.065714 , 0.066392 , 0.083837 , 0.100748 , 0.092983 , 0.066591 , 0.042483 , 0.064832 , 0.056716 , 0.024523 , 0.040399 , 0.070749 , 0.057582 , 0.069746 , 0.070487 , 0.056018 , 0.067268 , 0.070025 , 0.059756 , 0.071195 , 0.079748 , 0.071211 , 0.041302 , 0.077726 , 0.054731 , 0.062585 , 0.0671 , 0.054532 , 0.087113 , 0.067888 , 0.057713 , 0.051487 , 0.063362 , 0.088342 , 0.100013 , 0.051602 , 0.06584 , 0.063572 , 0.072581 , 0.050547 , 0.085885 , 0.083843 , 0.054301 , 0.055771 , 0.061268 , 0.05228 
 684 , 0.106265 , 0.049108 , 0.077034 , 0.060611 , 0.092039 , 0.093337 , 0.106328 , 0.08348 , 0.044829 , 0.046243 , 0.064664 , 0.063203 , 0.043898 , 0.077697 , 0.060117 , 0.087575 , 0.042826 , 0.060458 , 0.087028 , 0.086492 , 0.083301 , 0.079437 , 0.079006 , 0.061468 , 0.075752 , 0.063628 , 0.082039 , 0.053866 , 0.092223 , 0.072713 , 0.057793 , 0.060059 , 0.080231 , 0.07122 , 0.057945 , 0.044581 , 0.044182 , 0.048608 , 0.055301 , 0.047741 , 0.039098 , 0.04976 , 0.05518 , 0.043194 , 0.036144 , 0.062803 , 0.074821 , 0.051221 , 0.063797 , 0.052946 , 0.060884 , 0.087207 , 0.06069 , 0.042684 , 0.059812 , 0.052935 , 0.065505 , 0.085614 , 0.077739 , 0.06744 , 0.094047 , 0.072198 , 0.077155 , 0.051652 , 0.077113 , 0.04476 , 0.061599 , 0.064364 , 0.058813 , 0.070741 , 0.055359 , 0.05834 , 0.067319 , 0.056158 , 0.053839 , 0.059975 , 0.059607 , 0.060027 , 0.053839 , 0.061247 , 0.053918 , 0.113183 , 0.06979 , 0.082786 , 0.09544 , 0.055969 , 0.042468 , 0.052446 , 0.035523 , 0.044439 , 0.057987 , 0.075394 , 0.065468 , 0.044282 , 0.080525 , 0.038404 , 0.050943 , 0.054696 , 0.042384 , 0.06049 , 0.092896 , 0.070489 , 0.054949 , 0.086624 , 0.066751 , 0.067482 , 0.084983 , 0.101933 , 0.094194 , 0.067866 , 0.043598 , 0.065637 , 0.057793 , 0.02524 , 0.041085 , 0.07163 , 0.058529 , 0.070663 , 0.071378 , 0.056715 , 0.068129 , 0.071131 , 0.060821 , 0.072277 , 0.080725 , 0.072171 , 0.042326 , 0.078717 , 0.055758 , 0.063339 , 0.068318 , 0.055343 , 0.088353 , 0.06898 , 0.058897 , 0.052268 , 0.064081 , 0.089279 , 0.100771 , 0.052236 , 0.06703 , 0.064706 , 0.073938 , 0.051489 , 0.087049 , 0.084999 , 0.055443 , 0.056605 , 0.062304 , 0.053482 
 685 , 0.107971 , 0.050893 , 0.078764 , 0.061999 , 0.093428 , 0.094723 , 0.107945 , 0.085075 , 0.046366 , 0.047877 , 0.066073 , 0.064894 , 0.045509 , 0.079264 , 0.061294 , 0.088917 , 0.044508 , 0.06211 , 0.088264 , 0.088217 , 0.084496 , 0.080901 , 0.080074 , 0.062947 , 0.077058 , 0.06542 , 0.083317 , 0.054836 , 0.094007 , 0.073968 , 0.059104 , 0.061847 , 0.081564 , 0.072732 , 0.059552 , 0.04614 , 0.045998 , 0.050214 , 0.057051 , 0.049388 , 0.040835 , 0.051298 , 0.056846 , 0.045009 , 0.03745 , 0.064289 , 0.076479 , 0.053067 , 0.06541 , 0.054193 , 0.062452 , 0.088859 , 0.062478 , 0.044193 , 0.061299 , 0.054504 , 0.066915 , 0.086912 , 0.079269 , 0.069084 , 0.095244 , 0.0734 , 0.078385 , 0.053162 , 0.07869 , 0.046251 , 0.063705 , 0.065905 , 0.060183 , 0.07241 , 0.056899 , 0.059789 , 0.068773 , 0.057473 , 0.05562 , 0.061978 , 0.061304 , 0.061283 , 0.055615 , 0.062699 , 0.055509 , 0.114866 , 0.071258 , 0.084259 , 0.097307 , 0.057552 , 0.043456 , 0.053688 , 0.036997 , 0.046751 , 0.059267 , 0.077111 , 0.067257 , 0.04564 , 0.082059 , 0.04025 , 0.052456 , 0.056472 , 0.044135 , 0.062173 , 0.094412 , 0.072089 , 0.056399 , 0.088048 , 0.068358 , 0.06911 , 0.086654 , 0.103676 , 0.095981 , 0.069768 , 0.045303 , 0.066805 , 0.059446 , 0.026323 , 0.042103 , 0.072921 , 0.059952 , 0.072 , 0.072695 , 0.057778 , 0.069416 , 0.072832 , 0.062436 , 0.073905 , 0.08219 , 0.073547 , 0.043829 , 0.080206 , 0.057262 , 0.064494 , 0.070079 , 0.056478 , 0.090243 , 0.070637 , 0.060689 , 0.053404 , 0.065199 , 0.090712 , 0.101876 , 0.053199 , 0.068794 , 0.066357 , 0.076 , 0.05293 , 0.088754 , 0.086769 , 0.057167 , 0.057836 , 0.06382 , 0.055225 
 686 , 0.109707 , 0.052716 , 0.080529 , 0.063417 , 0.094841 , 0.096143 , 0.109591 , 0.086696 , 0.047934 , 0.049542 , 0.067513 , 0.066612 , 0.047149 , 0.080855 , 0.062495 , 0.090297 , 0.046226 , 0.063781 , 0.089522 , 0.08998 , 0.085716 , 0.0824 , 0.081161 , 0.06445 , 0.078388 , 0.067249 , 0.084625 , 0.055831 , 0.095827 , 0.075246 , 0.060444 , 0.06367 , 0.082927 , 0.074271 , 0.061198 , 0.047729 , 0.047845 , 0.051851 , 0.058841 , 0.051066 , 0.0426 , 0.052863 , 0.058546 , 0.046859 , 0.038778 , 0.0658 , 0.078167 , 0.054946 , 0.067054 , 0.055457 , 0.06405 , 0.090545 , 0.064303 , 0.045731 , 0.062811 , 0.056105 , 0.068351 , 0.08823 , 0.080829 , 0.070755 , 0.096465 , 0.07463 , 0.079638 , 0.054703 , 0.080291 , 0.047771 , 0.065842 , 0.067481 , 0.061583 , 0.074113 , 0.058467 , 0.061261 , 0.070254 , 0.05881 , 0.057434 , 0.064023 , 0.063032 , 0.062563 , 0.057423 , 0.064181 , 0.057128 , 0.116581 , 0.072748 , 0.085763 , 0.099216 , 0.059168 , 0.04446 , 0.054951 , 0.038498 , 0.049099 , 0.06057 , 0.078857 , 0.069084 , 0.047033 , 0.083612 , 0.042125 , 0.054002 , 0.058277 , 0.045915 , 0.063891 , 0.095953 , 0.073712 , 0.057877 , 0.089501 , 0.069996 , 0.070766 , 0.088357 , 0.105453 , 0.097809 , 0.071699 , 0.047049 , 0.067998 , 0.061129 , 0.027423 , 0.043137 , 0.074234 , 0.061403 , 0.073359 , 0.074034 , 0.058857 , 0.070723 , 0.074556 , 0.064081 , 0.075568 , 0.083676 , 0.074951 , 0.045351 , 0.08172 , 0.058794 , 0.065668 , 0.071867 , 0.057639 , 0.092173 , 0.072321 , 0.06251 , 0.054561 , 0.066337 , 0.092173 , 0.103001 , 0.054176 , 0.070592 , 0.06803 , 0.078093 , 0.054397 , 0.090497 , 0.088573 , 0.058931 , 0.059084 , 0.065368 , 0.056996 
 687 , 0.111477 , 0.054572 , 0.082327 , 0.064857 , 0.096282 , 0.097586 , 0.111271 , 0.088346 , 0.049535 , 0.051235 , 0.06898 , 0.068362 , 0.048817 , 0.08248 , 0.063716 , 0.091704 , 0.047972 , 0.065485 , 0.090807 , 0.091767 , 0.086958 , 0.083927 , 0.082269 , 0.065981 , 0.079751 , 0.069112 , 0.085954 , 0.056842 , 0.097681 , 0.076551 , 0.06181 , 0.065532 , 0.084318 , 0.075838 , 0.062871 , 0.04935 , 0.04973 , 0.053521 , 0.060654 , 0.052771 , 0.044392 , 0.054455 , 0.060279 , 0.048748 , 0.040126 , 0.067338 , 0.079883 , 0.056863 , 0.068732 , 0.056747 , 0.06568 , 0.092258 , 0.066161 , 0.047296 , 0.064355 , 0.057734 , 0.069809 , 0.089571 , 0.082417 , 0.072454 , 0.097712 , 0.075881 , 0.080912 , 0.056272 , 0.081926 , 0.049318 , 0.068024 , 0.06908 , 0.063009 , 0.075838 , 0.060063 , 0.062766 , 0.071762 , 0.060173 , 0.059286 , 0.066097 , 0.064793 , 0.063864 , 0.059265 , 0.065696 , 0.058774 , 0.11833 , 0.07426 , 0.08729 , 0.101155 , 0.060812 , 0.045485 , 0.056235 , 0.040026 , 0.051488 , 0.0619 , 0.080632 , 0.070939 , 0.048452 , 0.085199 , 0.044033 , 0.055575 , 0.060115 , 0.047734 , 0.065638 , 0.097517 , 0.075369 , 0.059381 , 0.090975 , 0.071662 , 0.072454 , 0.090088 , 0.107258 , 0.099666 , 0.073668 , 0.048817 , 0.069212 , 0.062845 , 0.028548 , 0.044192 , 0.075569 , 0.062877 , 0.07474 , 0.0754 , 0.059957 , 0.072058 , 0.076314 , 0.065759 , 0.077253 , 0.085194 , 0.076377 , 0.046905 , 0.083267 , 0.060358 , 0.066868 , 0.07369 , 0.058822 , 0.094133 , 0.074038 , 0.064371 , 0.055744 , 0.067502 , 0.093658 , 0.104148 , 0.055173 , 0.072417 , 0.069735 , 0.080226 , 0.055897 , 0.092269 , 0.090405 , 0.060722 , 0.060358 , 0.066942 , 0.058795 
 688 , 0.114195 , 0.057308 , 0.085168 , 0.066928 , 0.098569 , 0.099773 , 0.113874 , 0.090701 , 0.051948 , 0.053831 , 0.07123 , 0.071067 , 0.051543 , 0.084962 , 0.065486 , 0.093783 , 0.050728 , 0.068011 , 0.092605 , 0.094466 , 0.088818 , 0.086314 , 0.083868 , 0.068432 , 0.08177 , 0.072113 , 0.088076 , 0.058428 , 0.100583 , 0.078477 , 0.063882 , 0.068306 , 0.086393 , 0.078125 , 0.065413 , 0.052038 , 0.052611 , 0.056177 , 0.063472 , 0.055435 , 0.047152 , 0.057003 , 0.06293 , 0.051796 , 0.042082 , 0.06972 , 0.082427 , 0.059706 , 0.07124 , 0.058633 , 0.068132 , 0.094903 , 0.068937 , 0.049629 , 0.066596 , 0.059927 , 0.072061 , 0.091658 , 0.084884 , 0.075022 , 0.099642 , 0.077783 , 0.08289 , 0.058681 , 0.084373 , 0.051691 , 0.071367 , 0.071524 , 0.065108 , 0.078409 , 0.062488 , 0.06515 , 0.074049 , 0.062215 , 0.062162 , 0.069263 , 0.067569 , 0.065718 , 0.062047 , 0.067943 , 0.061284 , 0.120901 , 0.0765 , 0.089517 , 0.103834 , 0.063162 , 0.047062 , 0.05816 , 0.042408 , 0.055241 , 0.063945 , 0.083285 , 0.07376 , 0.050528 , 0.087713 , 0.047089 , 0.058023 , 0.062972 , 0.05057 , 0.068237 , 0.100031 , 0.077983 , 0.061736 , 0.09332 , 0.074165 , 0.075006 , 0.092557 , 0.11005 , 0.102366 , 0.076637 , 0.051675 , 0.071104 , 0.065486 , 0.030174 , 0.045779 , 0.077357 , 0.065081 , 0.076831 , 0.077415 , 0.061615 , 0.074054 , 0.079035 , 0.068374 , 0.079808 , 0.087545 , 0.078472 , 0.04924 , 0.085573 , 0.062709 , 0.068574 , 0.076521 , 0.060616 , 0.097023 , 0.076568 , 0.067143 , 0.057413 , 0.069147 , 0.096002 , 0.106148 , 0.05655 , 0.075127 , 0.072292 , 0.083306 , 0.05816 , 0.094766 , 0.093267 , 0.063483 , 0.062262 , 0.069236 , 0.061431 
 689 , 0.116977 , 0.060073 , 0.088041 , 0.069032 , 0.100895 , 0.10198 , 0.11654 , 0.093099 , 0.054393 , 0.056462 , 0.073507 , 0.073817 , 0.054314 , 0.087472 , 0.067279 , 0.095889 , 0.05353 , 0.07058 , 0.094426 , 0.097211 , 0.09071 , 0.08873 , 0.085482 , 0.070922 , 0.083819 , 0.07517 , 0.090241 , 0.060036 , 0.103538 , 0.080434 , 0.06599 , 0.071117 , 0.088499 , 0.080434 , 0.067995 , 0.054777 , 0.055546 , 0.058883 , 0.066327 , 0.058141 , 0.049961 , 0.059589 , 0.065621 , 0.054898 , 0.044065 , 0.072149 , 0.085014 , 0.062579 , 0.073791 , 0.060552 , 0.070622 , 0.097595 , 0.071754 , 0.051998 , 0.068874 , 0.062142 , 0.074354 , 0.093784 , 0.087393 , 0.077639 , 0.101617 , 0.079718 , 0.084914 , 0.061126 , 0.086872 , 0.054104 , 0.074765 , 0.074007 , 0.067237 , 0.081018 , 0.064947 , 0.067579 , 0.076365 , 0.064295 , 0.065084 , 0.072475 , 0.070396 , 0.067601 , 0.064879 , 0.070222 , 0.063837 , 0.123504 , 0.078787 , 0.091778 , 0.106544 , 0.065542 , 0.048655 , 0.06012 , 0.044834 , 0.059057 , 0.066021 , 0.085988 , 0.076623 , 0.052635 , 0.090262 , 0.050192 , 0.06051 , 0.065874 , 0.053451 , 0.070869 , 0.102606 , 0.080645 , 0.064132 , 0.09571 , 0.076707 , 0.077613 , 0.095073 , 0.112903 , 0.105107 , 0.07966 , 0.054588 , 0.073033 , 0.068164 , 0.031826 , 0.047397 , 0.079181 , 0.067327 , 0.078955 , 0.079481 , 0.06331 , 0.076081 , 0.081813 , 0.071043 , 0.082408 , 0.089941 , 0.080597 , 0.051619 , 0.087935 , 0.065105 , 0.070296 , 0.079402 , 0.062442 , 0.099969 , 0.079155 , 0.069969 , 0.05911 , 0.070817 , 0.098395 , 0.108212 , 0.057946 , 0.077876 , 0.074902 , 0.086435 , 0.060468 , 0.0973 , 0.096179 , 0.066284 , 0.064195 , 0.07157 , 0.06411 
